Orthogroup	Homo_sapiens	Cebus_imitator
OG0012287	sp|Q2M3R5|S35G1_HUMAN	tr|A0A2K5RE20|A0A2K5RE20_CEBIM
OG0012288	sp|Q96FM1|PGAP3_HUMAN	tr|A0A2K5REK7|A0A2K5REK7_CEBIM
OG0012289	sp|Q9Y661|HS3S4_HUMAN	tr|A0A2K5RG39|A0A2K5RG39_CEBIM
OG0012290	sp|Q5H9T9|FSCB_HUMAN	tr|A0A2K5RHL1|A0A2K5RHL1_CEBIM
OG0012291	sp|Q9H3Z4|DNJC5_HUMAN	tr|A0A2K5RI52|A0A2K5RI52_CEBIM
OG0012292	sp|Q03692|COAA1_HUMAN	tr|A0A2K5RML9|A0A2K5RML9_CEBIM
OG0012293	sp|Q9UBS8|RNF14_HUMAN	tr|A0A2K5RY57|A0A2K5RY57_CEBIM
OG0012294	sp|Q99581|FEV_HUMAN	tr|A0A2K5RYE6|A0A2K5RYE6_CEBIM
OG0012295	sp|Q96F85|CNRP1_HUMAN	tr|A0A2K5RYU6|A0A2K5RYU6_CEBIM
OG0012296	sp|P0DO97|CC192_HUMAN	tr|A0A2K5S346|A0A2K5S346_CEBIM
OG0012297	sp|Q4G0X9|CCD40_HUMAN	tr|A0A2K5S522|A0A2K5S522_CEBIM
OG0012298	sp|O43147|SGSM2_HUMAN	tr|A0A2K5S5V7|A0A2K5S5V7_CEBIM
OG0012299	sp|Q7L622|G2E3_HUMAN	tr|A0A2K5S6X2|A0A2K5S6X2_CEBIM
OG0012300	sp|Q9NXF1|TEX10_HUMAN	tr|A0A2K5S7N1|A0A2K5S7N1_CEBIM
OG0012301	sp|Q7Z7G2|CPLX4_HUMAN	tr|A0A2K5S7X2|A0A2K5S7X2_CEBIM
OG0012302	sp|O14494|PLPP1_HUMAN	tr|A0A2K5SBU1|A0A2K5SBU1_CEBIM
OG0012303	sp|O00400|ACATN_HUMAN	tr|A0A2K5SC58|A0A2K5SC58_CEBIM
OG0012304	sp|Q9NWT8|AKIP_HUMAN	tr|A0A2K5SC89|A0A2K5SC89_CEBIM
OG0012305	sp|Q6UW68|TM205_HUMAN	tr|A0A2K5SD14|A0A2K5SD14_CEBIM
OG0012306	sp|P0C671|BNIP5_HUMAN	tr|A0A2K5SF96|A0A2K5SF96_CEBIM
OG0012307	sp|Q9NYP8|CU062_HUMAN	tr|A0A2K5SHQ7|A0A2K5SHQ7_CEBIM
OG0012308	sp|P35462|DRD3_HUMAN	tr|A0A2K5SIG9|A0A2K5SIG9_CEBIM
OG0012309	sp|Q99767|APBA2_HUMAN	tr|A0A2K5P929|A0A2K5P929_CEBIM
OG0012310	sp|Q6NW34|NEPRO_HUMAN	tr|A0A2K5P9B8|A0A2K5P9B8_CEBIM
OG0012311	sp|Q9NR50|EI2BG_HUMAN	tr|A0A2K5PB32|A0A2K5PB32_CEBIM
OG0012312	sp|Q86WA8|LONP2_HUMAN	tr|A0A2K5PEZ8|A0A2K5PEZ8_CEBIM
OG0012313	sp|P04234|CD3D_HUMAN	tr|A0A2K5PG10|A0A2K5PG10_CEBIM
OG0012314	sp|Q8WXC6|CSN9_HUMAN	tr|A0A2K5PGC1|A0A2K5PGC1_CEBIM
OG0012315	sp|Q538Z0|LUZP6_HUMAN	tr|A0A2K5PGX6|A0A2K5PGX6_CEBIM
OG0012316	sp|P27987|IP3KB_HUMAN	tr|A0A2K5PHI3|A0A2K5PHI3_CEBIM
OG0012317	sp|Q9NPB3|CABP2_HUMAN	tr|A0A2K5PID5|A0A2K5PID5_CEBIM
OG0012318	sp|Q8TAM6|ERMIN_HUMAN	tr|A0A2K5PIP5|A0A2K5PIP5_CEBIM
OG0012319	sp|Q96QH8|LYZL5_HUMAN	tr|A0A2K5PIY8|A0A2K5PIY8_CEBIM
OG0012320	sp|Q92733|PRCC_HUMAN	tr|A0A2K5PJQ0|A0A2K5PJQ0_CEBIM
OG0012321	sp|Q6NX45|ZN774_HUMAN	tr|A0A2K5PKM8|A0A2K5PKM8_CEBIM
OG0012322	sp|P35251|RFC1_HUMAN	tr|A0A2K5PLQ0|A0A2K5PLQ0_CEBIM
OG0012323	sp|Q8N6L1|KTAP2_HUMAN	tr|A0A2K5PQI4|A0A2K5PQI4_CEBIM
OG0012324	sp|Q99728|BARD1_HUMAN	tr|A0A2K5PTG1|A0A2K5PTG1_CEBIM
OG0012325	sp|Q9C019|TRI15_HUMAN	tr|A0A2K5PU78|A0A2K5PU78_CEBIM
OG0012326	sp|O75648|MTU1_HUMAN	tr|A0A2K5PVY2|A0A2K5PVY2_CEBIM
OG0012327	sp|Q9H0B3|IQCN_HUMAN	tr|A0A2K5PXH9|A0A2K5PXH9_CEBIM
OG0012328	sp|Q5UCC4|EMC10_HUMAN	tr|A0A2K5PZJ1|A0A2K5PZJ1_CEBIM
OG0012329	sp|O95436|NPT2B_HUMAN	tr|A0A2K5Q1B4|A0A2K5Q1B4_CEBIM
OG0012330	sp|Q86WT6|TRI69_HUMAN	tr|A0A2K5Q1W5|A0A2K5Q1W5_CEBIM
OG0012331	sp|Q6P2P2|ANM9_HUMAN	tr|A0A2K5Q255|A0A2K5Q255_CEBIM
OG0012332	sp|Q9UQC2|GAB2_HUMAN	tr|A0A2K5Q6B6|A0A2K5Q6B6_CEBIM
OG0012333	sp|O60880|SH21A_HUMAN	tr|A0A2K5QB03|A0A2K5QB03_CEBIM
OG0012334	sp|Q8IY22|CMIP_HUMAN	tr|A0A2K5QBE7|A0A2K5QBE7_CEBIM
OG0012335	sp|Q9H816|DCR1B_HUMAN	tr|A0A2K5QCL9|A0A2K5QCL9_CEBIM
OG0012336	sp|Q9NTX7|RN146_HUMAN	tr|A0A2K5QF83|A0A2K5QF83_CEBIM
OG0012337	sp|Q9BXP8|PAPP2_HUMAN	tr|A0A2K5QLS7|A0A2K5QLS7_CEBIM
OG0012338	sp|Q9H2W6|RM46_HUMAN	tr|A0A2K5QMW7|A0A2K5QMW7_CEBIM
OG0012339	sp|Q15904|VAS1_HUMAN	tr|A0A2K5QPX8|A0A2K5QPX8_CEBIM
OG0012340	sp|Q96E93|KLRG1_HUMAN	tr|A0A2K5QU49|A0A2K5QU49_CEBIM
OG0012341	sp|P47710|CASA1_HUMAN	tr|A0A2K5QU66|A0A2K5QU66_CEBIM
OG0012342	sp|Q5TCS8|KAD9_HUMAN	tr|A0A2K5QYS6|A0A2K5QYS6_CEBIM
OG0012343	sp|Q96LL9|DJC30_HUMAN	tr|A0A2K5QZ13|A0A2K5QZ13_CEBIM
OG0012344	sp|A6NJ46|NKX63_HUMAN	tr|A0A2K5R1F4|A0A2K5R1F4_CEBIM
OG0012345	sp|Q9H161|ALX4_HUMAN	tr|A0A2K5R2V0|A0A2K5R2V0_CEBIM
OG0012346	sp|P23471|PTPRZ_HUMAN	tr|A0A2K5R457|A0A2K5R457_CEBIM
OG0012347	sp|Q8N4S9|MALD2_HUMAN	tr|A0A2K5R603|A0A2K5R603_CEBIM
OG0012348	sp|Q8NET4|RTL9_HUMAN	tr|A0A2K5R7U1|A0A2K5R7U1_CEBIM
OG0012349	sp|Q99819|GDIR3_HUMAN	tr|A0A2K5RBX8|A0A2K5RBX8_CEBIM
OG0012350	sp|P16435|NCPR_HUMAN	tr|A0A2K5RFD2|A0A2K5RFD2_CEBIM
OG0012351	sp|P0C7I6|CC159_HUMAN	tr|A0A2K5RHH2|A0A2K5RHH2_CEBIM
OG0012352	sp|Q01094|E2F1_HUMAN	tr|A0A2K5RII9|A0A2K5RII9_CEBIM
OG0012353	sp|O75899|GABR2_HUMAN	tr|A0A2K5RJ50|A0A2K5RJ50_CEBIM
OG0012354	sp|Q6ZU64|CFA65_HUMAN	tr|A0A2K5RLG7|A0A2K5RLG7_CEBIM
OG0012355	sp|Q8N6Q8|MET25_HUMAN	tr|A0A2K5RMM9|A0A2K5RMM9_CEBIM
OG0012356	sp|P18564|ITB6_HUMAN	tr|A0A2K5RR34|A0A2K5RR34_CEBIM
OG0012357	sp|Q149M9|NWD1_HUMAN	tr|A0A2K5RRB3|A0A2K5RRB3_CEBIM
OG0012358	sp|Q6IPW1|CK071_HUMAN	tr|A0A2K5RRH7|A0A2K5RRH7_CEBIM
OG0012359	sp|Q9UBL9|P2RX2_HUMAN	tr|A0A2K5RRP0|A0A2K5RRP0_CEBIM
OG0012360	sp|Q96JP2|MY15B_HUMAN	tr|A0A2K5RRR4|A0A2K5RRR4_CEBIM
OG0012361	sp|O75143|ATG13_HUMAN	tr|A0A2K5RRS8|A0A2K5RRS8_CEBIM
OG0012362	sp|P0DMB2|CH088_HUMAN	tr|A0A2K5RSS4|A0A2K5RSS4_CEBIM
OG0012363	sp|Q86XX4|FRAS1_HUMAN	tr|A0A2K5RV89|A0A2K5RV89_CEBIM
OG0012364	sp|Q8NG04|S2610_HUMAN	tr|A0A2K5RXX4|A0A2K5RXX4_CEBIM
OG0012365	sp|O14686|KMT2D_HUMAN	tr|A0A2K5RZ85|A0A2K5RZ85_CEBIM
OG0012366	sp|Q13232|NDK3_HUMAN	tr|A0A2K5S1H7|A0A2K5S1H7_CEBIM
OG0012367	sp|Q96SD1|DCR1C_HUMAN	tr|A0A2K5S1H8|A0A2K5S1H8_CEBIM
OG0012368	sp|Q96GQ5|RUSF1_HUMAN	tr|A0A2K5S2H7|A0A2K5S2H7_CEBIM
OG0012369	sp|A0A1B0GUA6|CC195_HUMAN	tr|A0A2K5S609|A0A2K5S609_CEBIM
OG0012370	sp|Q9H553|ALG2_HUMAN	tr|A0A2K5S9K2|A0A2K5S9K2_CEBIM
OG0012371	sp|Q9H7Z7|PGES2_HUMAN	tr|A0A2K5SA22|A0A2K5SA22_CEBIM
OG0012372	sp|Q68CQ4|UTP25_HUMAN	tr|A0A2K5SBK8|A0A2K5SBK8_CEBIM
OG0012373	sp|O00213|APBB1_HUMAN	tr|A0A2K5SCG4|A0A2K5SCG4_CEBIM
OG0012374	sp|O95071|UBR5_HUMAN	tr|A0A2K5SEC3|A0A2K5SEC3_CEBIM
OG0012375	sp|Q9Y264|ANGP4_HUMAN	tr|A0A2K5SHA4|A0A2K5SHA4_CEBIM
OG0012376	sp|Q12882|DPYD_HUMAN	tr|A0A2K5PAN1|A0A2K5PAN1_CEBIM
OG0012377	sp|Q9Y5Y3|GPR45_HUMAN	tr|A0A2K5PC19|A0A2K5PC19_CEBIM
OG0012378	sp|P83105|HTRA4_HUMAN	tr|A0A2K5PCN5|A0A2K5PCN5_CEBIM
OG0012379	sp|Q9BYV2|TRI54_HUMAN	tr|A0A2K5PCU5|A0A2K5PCU5_CEBIM
OG0012380	sp|A0A1B0GVH6|CM042_HUMAN	tr|A0A2K5PH70|A0A2K5PH70_CEBIM
OG0012381	sp|P56381|ATP5E_HUMAN	tr|A0A2K5PLJ9|A0A2K5PLJ9_CEBIM
OG0012382	sp|Q96MM3|ZFP42_HUMAN	tr|A0A2K5PN69|A0A2K5PN69_CEBIM
OG0012383	sp|P42773|CDN2C_HUMAN	tr|A0A2K5PP28|A0A2K5PP28_CEBIM
OG0012384	sp|Q9Y6X2|PIAS3_HUMAN	tr|A0A2K5PQF6|A0A2K5PQF6_CEBIM
OG0012385	sp|Q9BVX2|T106C_HUMAN	tr|A0A2K5PRU1|A0A2K5PRU1_CEBIM
OG0012386	sp|Q13258|PD2R_HUMAN	tr|A0A2K5PUP9|A0A2K5PUP9_CEBIM
OG0012387	sp|Q9NUD7|CT096_HUMAN	tr|A0A2K5PYN2|A0A2K5PYN2_CEBIM
OG0012388	sp|Q9NS91|RAD18_HUMAN	tr|A0A2K5Q368|A0A2K5Q368_CEBIM
OG0012389	sp|Q6ZUT6|CCD9B_HUMAN	tr|A0A2K5Q3E2|A0A2K5Q3E2_CEBIM
OG0012390	sp|Q9H981|ARP8_HUMAN	tr|A0A2K5Q7Q1|A0A2K5Q7Q1_CEBIM
OG0012391	sp|Q9Y4P9|SPEF1_HUMAN	tr|A0A2K5Q8A3|A0A2K5Q8A3_CEBIM
OG0012392	sp|Q14940|SL9A5_HUMAN	tr|A0A2K5Q902|A0A2K5Q902_CEBIM
OG0012393	sp|Q6IQ19|CCSAP_HUMAN	tr|A0A2K5Q9K3|A0A2K5Q9K3_CEBIM
OG0012394	sp|Q9ULW0|TPX2_HUMAN	tr|A0A2K5QBK9|A0A2K5QBK9_CEBIM
OG0012395	sp|O95838|GLP2R_HUMAN	tr|A0A2K5QCD5|A0A2K5QCD5_CEBIM
OG0012396	sp|Q7L3S4|ZN771_HUMAN	tr|A0A2K5QHL3|A0A2K5QHL3_CEBIM
OG0012397	sp|Q96RN1|S26A8_HUMAN	tr|A0A2K5QIK7|A0A2K5QIK7_CEBIM
OG0012398	sp|Q6PIY7|GLD2_HUMAN	tr|A0A2K5QIP0|A0A2K5QIP0_CEBIM
OG0012399	sp|Q9BQE6|LBHD1_HUMAN	tr|A0A2K5QJR6|A0A2K5QJR6_CEBIM
OG0012400	sp|Q9BYV8|CEP41_HUMAN	tr|A0A2K5QL69|A0A2K5QL69_CEBIM
OG0012401	sp|Q8N1N0|CLC4F_HUMAN	tr|A0A2K5QLD8|A0A2K5QLD8_CEBIM
OG0012402	sp|Q5U5Z8|CBPC2_HUMAN	tr|A0A2K5QMU2|A0A2K5QMU2_CEBIM
OG0012403	sp|O95785|WIZ_HUMAN	tr|A0A2K5QPK5|A0A2K5QPK5_CEBIM
OG0012404	sp|P14316|IRF2_HUMAN	tr|A0A2K5QRL7|A0A2K5QRL7_CEBIM
OG0012405	sp|Q9P2E9|RRBP1_HUMAN	tr|A0A2K5QYF6|A0A2K5QYF6_CEBIM
OG0012406	sp|O14776|TCRG1_HUMAN	tr|A0A2K5R1T9|A0A2K5R1T9_CEBIM
OG0012407	sp|Q9BTX7|TTPAL_HUMAN	tr|A0A2K5R2P9|A0A2K5R2P9_CEBIM
OG0012408	sp|Q9BUQ8|DDX23_HUMAN	tr|A0A2K5R3P2|A0A2K5R3P2_CEBIM
OG0012409	sp|Q6P4F1|FUT10_HUMAN	tr|A0A2K5RBE6|A0A2K5RBE6_CEBIM
OG0012410	sp|Q49B96|COX19_HUMAN	tr|A0A2K5RBJ6|A0A2K5RBJ6_CEBIM
OG0012411	sp|Q9H1K4|GHC2_HUMAN	tr|A0A2K5RCE0|A0A2K5RCE0_CEBIM
OG0012412	sp|P48723|HSP13_HUMAN	tr|A0A2K5RDG3|A0A2K5RDG3_CEBIM
OG0012413	sp|Q8IWX8|CHERP_HUMAN	tr|A0A2K5RGZ0|A0A2K5RGZ0_CEBIM
OG0012414	sp|Q96KD3|GAR1B_HUMAN	tr|A0A2K5RJA0|A0A2K5RJA0_CEBIM
OG0012415	sp|Q5SRE5|NU188_HUMAN	tr|A0A2K5RJP9|A0A2K5RJP9_CEBIM
OG0012416	sp|Q9HCC6|HES4_HUMAN	tr|A0A2K5RL97|A0A2K5RL97_CEBIM
OG0012417	sp|Q02388|CO7A1_HUMAN	tr|A0A2K5RMZ7|A0A2K5RMZ7_CEBIM
OG0012418	sp|P26651|TTP_HUMAN	tr|A0A2K5RVF9|A0A2K5RVF9_CEBIM
OG0012419	sp|Q01064|PDE1B_HUMAN	tr|A0A2K5RVI2|A0A2K5RVI2_CEBIM
OG0012420	sp|P32971|TNFL8_HUMAN	tr|A0A2K5RVV0|A0A2K5RVV0_CEBIM
OG0012421	sp|Q8TC36|SUN5_HUMAN	tr|A0A2K5RZC3|A0A2K5RZC3_CEBIM
OG0012422	sp|P29762|RABP1_HUMAN	tr|A0A2K5RZE6|A0A2K5RZE6_CEBIM
OG0012423	sp|Q86SU0|ILDR1_HUMAN	tr|A0A2K5RZU3|A0A2K5RZU3_CEBIM
OG0012424	sp|Q04671|P_HUMAN	tr|A0A2K5S376|A0A2K5S376_CEBIM
OG0012425	sp|P25705|ATPA_HUMAN	tr|A0A2K5S3N3|A0A2K5S3N3_CEBIM
OG0012426	tr|A0A1B0GVB3|A0A1B0GVB3_HUMAN	tr|A0A2K5S3T7|A0A2K5S3T7_CEBIM
OG0012427	sp|P56282|DPOE2_HUMAN	tr|A0A2K5S9A6|A0A2K5S9A6_CEBIM
OG0012428	sp|P05019|IGF1_HUMAN	tr|A0A2K5S9Y6|A0A2K5S9Y6_CEBIM
OG0012429	sp|Q9UPZ9|CILK1_HUMAN	tr|A0A2K5SBH6|A0A2K5SBH6_CEBIM
OG0012430	sp|Q9UKP4|ATS7_HUMAN	tr|A0A2K5SBR6|A0A2K5SBR6_CEBIM
OG0012431	sp|Q5K130|CLU1O_HUMAN	tr|A0A2K5SC07|A0A2K5SC07_CEBIM
OG0012432	sp|Q9NW81|DMAC2_HUMAN	tr|A0A2K5SCC7|A0A2K5SCC7_CEBIM
OG0012433	sp|Q9NZM6|PK2L2_HUMAN	tr|A0A2K5SCQ3|A0A2K5SCQ3_CEBIM
OG0012434	sp|O43927|CXL13_HUMAN	tr|A0A2K5SDZ9|A0A2K5SDZ9_CEBIM
OG0012435	sp|Q9C0D0|PHAR1_HUMAN	tr|A0A2K5SFN5|A0A2K5SFN5_CEBIM
OG0012436	sp|P27797|CALR_HUMAN	tr|A0A2K5P9I0|A0A2K5P9I0_CEBIM
OG0012437	sp|O14543|SOCS3_HUMAN	tr|A0A2K5PCP1|A0A2K5PCP1_CEBIM
OG0012438	sp|P78333|GPC5_HUMAN	tr|A0A2K5PDR1|A0A2K5PDR1_CEBIM
OG0012439	sp|Q8TBB0|THAP6_HUMAN	tr|A0A2K5PEE4|A0A2K5PEE4_CEBIM
OG0012440	sp|Q9BW66|CINP_HUMAN	tr|A0A2K5PF30|A0A2K5PF30_CEBIM
OG0012441	sp|Q7RTU1|TCF23_HUMAN	tr|A0A2K5PGE5|A0A2K5PGE5_CEBIM
OG0012442	sp|Q5FWF7|FBX48_HUMAN	tr|A0A2K5PH39|A0A2K5PH39_CEBIM
OG0012443	sp|Q8IYQ7|THNS1_HUMAN	tr|A0A2K5PI26|A0A2K5PI26_CEBIM
OG0012444	sp|A0PJX8|TMM82_HUMAN	tr|A0A2K5PJZ1|A0A2K5PJZ1_CEBIM
OG0012445	sp|Q13371|PHLP_HUMAN	tr|A0A2K5PLK2|A0A2K5PLK2_CEBIM
OG0012446	sp|Q9NXR1|NDE1_HUMAN	tr|A0A2K5PNP9|A0A2K5PNP9_CEBIM
OG0012447	sp|P32247|BRS3_HUMAN	tr|A0A2K5PP91|A0A2K5PP91_CEBIM
OG0012448	sp|P59095|STAR6_HUMAN	tr|A0A2K5PQU0|A0A2K5PQU0_CEBIM
OG0012449	sp|P38606|VATA_HUMAN	tr|A0A2K5PR56|A0A2K5PR56_CEBIM
OG0012450	sp|Q5VTQ0|TT39B_HUMAN	tr|A0A2K5PU17|A0A2K5PU17_CEBIM
OG0012451	sp|Q99750|MDFI_HUMAN	tr|A0A2K5PVW5|A0A2K5PVW5_CEBIM
OG0012452	sp|Q9P031|TAP26_HUMAN	tr|A0A2K5PY40|A0A2K5PY40_CEBIM
OG0012453	sp|Q8TDY4|ASAP3_HUMAN	tr|A0A2K5PZW8|A0A2K5PZW8_CEBIM
OG0012454	sp|Q9NR33|DPOE4_HUMAN	tr|A0A2K5Q1P4|A0A2K5Q1P4_CEBIM
OG0012455	sp|Q9UKB3|DJC12_HUMAN	tr|A0A2K5Q468|A0A2K5Q468_CEBIM
OG0012456	sp|P50607|TUB_HUMAN	tr|A0A2K5QB95|A0A2K5QB95_CEBIM
OG0012457	sp|Q8N8R7|AL14E_HUMAN	tr|A0A2K5QD38|A0A2K5QD38_CEBIM
OG0012458	sp|Q9NYB0|TE2IP_HUMAN	tr|A0A2K5QDH5|A0A2K5QDH5_CEBIM
OG0012459	sp|Q502W7|CCD38_HUMAN	tr|A0A2K5QFK8|A0A2K5QFK8_CEBIM
OG0012460	sp|Q9NR45|SIAS_HUMAN	tr|A0A2K5QHG7|A0A2K5QHG7_CEBIM
OG0012461	sp|Q3SXZ7|TTLL9_HUMAN	tr|A0A2K5QHI4|A0A2K5QHI4_CEBIM
OG0012462	sp|Q9Y535|RPC8_HUMAN	tr|A0A2K5QJK5|A0A2K5QJK5_CEBIM
OG0012463	sp|Q9H063|MAF1_HUMAN	tr|A0A2K5QNF9|A0A2K5QNF9_CEBIM
OG0012464	sp|Q96KG9|SCYL1_HUMAN	tr|A0A2K5QPD4|A0A2K5QPD4_CEBIM
OG0012465	sp|Q5VWZ2|LYPL1_HUMAN	tr|A0A2K5QQE8|A0A2K5QQE8_CEBIM
OG0012466	sp|Q86UE4|LYRIC_HUMAN	tr|A0A2K5QSU2|A0A2K5QSU2_CEBIM
OG0012467	sp|Q6UX46|ALKL2_HUMAN	tr|A0A2K5QU68|A0A2K5QU68_CEBIM
OG0012468	sp|Q6ZVT0|TTL10_HUMAN	tr|A0A2K5QUZ1|A0A2K5QUZ1_CEBIM
OG0012469	sp|Q8IV42|PSTK_HUMAN	tr|A0A2K5QVL9|A0A2K5QVL9_CEBIM
OG0012470	sp|Q9H9A6|LRC40_HUMAN	tr|A0A2K5QXE9|A0A2K5QXE9_CEBIM
OG0012471	sp|Q9BYZ8|REG4_HUMAN	tr|A0A2K5QY32|A0A2K5QY32_CEBIM
OG0012472	sp|Q5JXX7|TMM31_HUMAN	tr|A0A2K5R0I5|A0A2K5R0I5_CEBIM
OG0012473	sp|Q9BPU9|B9D2_HUMAN	tr|A0A2K5R2U7|A0A2K5R2U7_CEBIM
OG0012474	sp|O75783|RHBL1_HUMAN	tr|A0A2K5R304|A0A2K5R304_CEBIM
OG0012475	sp|O76081|RGS20_HUMAN	tr|A0A2K5R356|A0A2K5R356_CEBIM
OG0012476	sp|Q9Y2V2|CHSP1_HUMAN	tr|A0A2K5R683|A0A2K5R683_CEBIM
OG0012477	sp|Q8NG68|TTL_HUMAN	tr|A0A2K5R6A7|A0A2K5R6A7_CEBIM
OG0012478	sp|P23510|TNFL4_HUMAN	tr|A0A2K5R9L2|A0A2K5R9L2_CEBIM
OG0012479	sp|Q9GZU1|MCLN1_HUMAN	tr|A0A2K5RD58|A0A2K5RD58_CEBIM
OG0012480	sp|O75691|UTP20_HUMAN	tr|A0A2K5RH12|A0A2K5RH12_CEBIM
OG0012481	sp|Q9H902|REEP1_HUMAN	tr|A0A2K5RIC4|A0A2K5RIC4_CEBIM
OG0012482	sp|Q9BUD6|SPON2_HUMAN	tr|A0A2K5RNP1|A0A2K5RNP1_CEBIM
OG0012483	sp|Q99962|SH3G2_HUMAN	tr|A0A2K5RPU4|A0A2K5RPU4_CEBIM
OG0012484	sp|Q96BN2|TADA1_HUMAN	tr|A0A2K5RQ64|A0A2K5RQ64_CEBIM
OG0012485	sp|Q96PE3|INP4A_HUMAN	tr|A0A2K5RQX5|A0A2K5RQX5_CEBIM
OG0012486	sp|Q9BTK6|PAGR1_HUMAN	tr|A0A2K5RS32|A0A2K5RS32_CEBIM
OG0012487	sp|Q9Y6A9|SPCS1_HUMAN	tr|A0A2K5RS80|A0A2K5RS80_CEBIM
OG0012488	sp|Q9P2Z0|THA10_HUMAN	tr|A0A2K5RVC7|A0A2K5RVC7_CEBIM
OG0012489	sp|P0C870|JMJD7_HUMAN	tr|A0A2K5RZ25|A0A2K5RZ25_CEBIM
OG0012490	sp|P56277|CMC4_HUMAN	tr|A0A2K5S279|A0A2K5S279_CEBIM
OG0012491	sp|Q86WV1|SKAP1_HUMAN	tr|A0A2K5S517|A0A2K5S517_CEBIM
OG0012492	sp|Q9Y217|MTMR6_HUMAN	tr|A0A2K5S5D1|A0A2K5S5D1_CEBIM
OG0012493	sp|O60524|NEMF_HUMAN	tr|A0A2K5S5X9|A0A2K5S5X9_CEBIM
OG0012494	sp|Q7L0J3|SV2A_HUMAN	tr|A0A2K5S6B9|A0A2K5S6B9_CEBIM
OG0012495	sp|P08887|IL6RA_HUMAN	tr|A0A2K5S6C9|A0A2K5S6C9_CEBIM
OG0012496	sp|Q8N4V2|SVOP_HUMAN	tr|A0A2K5S7R7|A0A2K5S7R7_CEBIM
OG0012497	sp|Q8IWC1|MA7D3_HUMAN	tr|A0A2K5S9E0|A0A2K5S9E0_CEBIM
OG0012498	sp|O75410|TACC1_HUMAN	tr|A0A2K5SBC1|A0A2K5SBC1_CEBIM
OG0012499	sp|Q9UBS4|DJB11_HUMAN	tr|A0A2K5SC25|A0A2K5SC25_CEBIM
OG0012500	sp|P49682|CXCR3_HUMAN	tr|A0A2K5SF04|A0A2K5SF04_CEBIM
OG0012501	sp|Q86XF7|ZN575_HUMAN	tr|A0A2K5SFF3|A0A2K5SFF3_CEBIM
OG0012502	sp|Q6NXP0|EFC12_HUMAN	tr|A0A2K5SGC4|A0A2K5SGC4_CEBIM
OG0012503	sp|Q9Y3M8|STA13_HUMAN	tr|A0A2K5SGX1|A0A2K5SGX1_CEBIM
OG0012504	sp|P11498|PYC_HUMAN	tr|A0A2K5SH30|A0A2K5SH30_CEBIM
OG0012505	sp|Q9NS98|SEM3G_HUMAN	tr|A0A2K5P9L8|A0A2K5P9L8_CEBIM
OG0012506	sp|Q9HCK0|ZBT26_HUMAN	tr|A0A2K5PA60|A0A2K5PA60_CEBIM
OG0012507	sp|Q8ND83|SLAI1_HUMAN	tr|A0A2K5PB60|A0A2K5PB60_CEBIM
OG0012508	sp|O60637|TSN3_HUMAN	tr|A0A2K5PCA4|A0A2K5PCA4_CEBIM
OG0012509	sp|P29084|T2EB_HUMAN	tr|A0A2K5PGW5|A0A2K5PGW5_CEBIM
OG0012510	tr|A0A087WUV0|A0A087WUV0_HUMAN	tr|A0A2K5PIK1|A0A2K5PIK1_CEBIM
OG0012511	sp|A5D8W1|CFA69_HUMAN	tr|A0A2K5PJ83|A0A2K5PJ83_CEBIM
OG0012512	sp|Q9C0A6|SETD5_HUMAN	tr|A0A2K5PKA9|A0A2K5PKA9_CEBIM
OG0012513	sp|Q86UW9|DTX2_HUMAN	tr|A0A2K5PL04|A0A2K5PL04_CEBIM
OG0012514	sp|Q9UHL9|GT2D1_HUMAN	tr|A0A2K5PMR9|A0A2K5PMR9_CEBIM
OG0012515	sp|Q8N141|ZFP82_HUMAN	tr|A0A2K5PQA6|A0A2K5PQA6_CEBIM
OG0012516	sp|Q9NZ01|TECR_HUMAN	tr|A0A2K5PSS9|A0A2K5PSS9_CEBIM
OG0012517	sp|Q8NE18|NSUN7_HUMAN	tr|A0A2K5PSU4|A0A2K5PSU4_CEBIM
OG0012518	sp|Q8N6T7|SIR6_HUMAN	tr|A0A2K5PW50|A0A2K5PW50_CEBIM
OG0012519	sp|Q96FE7|P3IP1_HUMAN	tr|A0A2K5Q0Y1|A0A2K5Q0Y1_CEBIM
OG0012520	sp|Q15843|NEDD8_HUMAN	tr|A0A2K5Q145|A0A2K5Q145_CEBIM
OG0012521	sp|Q24JQ0|TM241_HUMAN	tr|A0A2K5Q493|A0A2K5Q493_CEBIM
OG0012522	sp|Q92870|APBB2_HUMAN	tr|A0A2K5Q4U9|A0A2K5Q4U9_CEBIM
OG0012523	sp|P22003|BMP5_HUMAN	tr|A0A2K5QAK2|A0A2K5QAK2_CEBIM
OG0012524	sp|O75554|WBP4_HUMAN	tr|A0A2K5QCX9|A0A2K5QCX9_CEBIM
OG0012525	sp|Q9NQ87|HEYL_HUMAN	tr|A0A2K5QD84|A0A2K5QD84_CEBIM
OG0012526	sp|P30530|UFO_HUMAN	tr|A0A2K5QFM3|A0A2K5QFM3_CEBIM
OG0012527	sp|Q99848|EBP2_HUMAN	tr|A0A2K5QGQ1|A0A2K5QGQ1_CEBIM
OG0012528	sp|Q8NCG7|DGLB_HUMAN	tr|A0A2K5QKT1|A0A2K5QKT1_CEBIM
OG0012529	sp|Q2KHN1|RN151_HUMAN	tr|A0A2K5QLK1|A0A2K5QLK1_CEBIM
