Orthogroup	Homo_sapiens	Vombatus_ursinus
OG0012889	sp|P0DJR0|GIMD1_HUMAN	tr|A0A4X2K3G5|A0A4X2K3G5_VOMUR
OG0012890	sp|P13674|P4HA1_HUMAN	tr|A0A4X2L4Q2|A0A4X2L4Q2_VOMUR
OG0012891	sp|P16885|PLCG2_HUMAN	tr|A0A4X2LKE8|A0A4X2LKE8_VOMUR
OG0012892	sp|P18615|NELFE_HUMAN	tr|A0A4X2JZ19|A0A4X2JZ19_VOMUR
OG0012893	sp|P29322|EPHA8_HUMAN	tr|A0A4X2MB60|A0A4X2MB60_VOMUR
OG0012894	sp|P41238|ABEC1_HUMAN	tr|A0A4X2LGR2|A0A4X2LGR2_VOMUR
OG0012895	sp|P82930|RT34_HUMAN	tr|A0A4X2KZB1|A0A4X2KZB1_VOMUR
OG0012896	sp|Q07699|SCN1B_HUMAN	tr|A0A4X2MAM9|A0A4X2MAM9_VOMUR
OG0012897	sp|Q15003|CND2_HUMAN	tr|A0A4X2LGT1|A0A4X2LGT1_VOMUR
OG0012898	sp|Q15270|NKX11_HUMAN	tr|A0A4X2M1D3|A0A4X2M1D3_VOMUR
OG0012899	sp|Q16820|MEP1B_HUMAN	tr|A0A4X2K581|A0A4X2K581_VOMUR
OG0012900	sp|Q2TBE0|C19L2_HUMAN	tr|A0A4X2LB46|A0A4X2LB46_VOMUR
OG0012901	sp|Q3YEC7|RABL6_HUMAN	tr|A0A4X2K6D5|A0A4X2K6D5_VOMUR
OG0012902	sp|Q495W5|FUT11_HUMAN	tr|A0A4X2L792|A0A4X2L792_VOMUR
OG0012903	sp|Q5MNZ9|WIPI1_HUMAN	tr|A0A4X2KXK6|A0A4X2KXK6_VOMUR
OG0012904	sp|Q5T750|XP32_HUMAN	tr|A0A4X2KSE1|A0A4X2KSE1_VOMUR
OG0012905	sp|Q658P3|STEA3_HUMAN	tr|A0A4X2KXN6|A0A4X2KXN6_VOMUR
OG0012906	sp|Q68CJ6|SLIP_HUMAN	tr|A0A4X2K4Z2|A0A4X2K4Z2_VOMUR
OG0012907	sp|Q6PIY5|ARMD1_HUMAN	tr|A0A4X2LIE7|A0A4X2LIE7_VOMUR
OG0012908	sp|Q7Z401|MYCPP_HUMAN	tr|A0A4X2LBP4|A0A4X2LBP4_VOMUR
OG0012909	sp|Q8HWS3|RFX6_HUMAN	tr|A0A4X2LX50|A0A4X2LX50_VOMUR
OG0012910	sp|Q8NB78|KDM1B_HUMAN	tr|A0A4X2JXF9|A0A4X2JXF9_VOMUR
OG0012911	sp|Q8NEG2|CG057_HUMAN	tr|A0A4X2L9Z2|A0A4X2L9Z2_VOMUR
OG0012912	sp|Q8NES3|LFNG_HUMAN	tr|A0A4X2LTR3|A0A4X2LTR3_VOMUR
OG0012913	sp|Q8NEZ5|FBX22_HUMAN	tr|A0A4X2KX96|A0A4X2KX96_VOMUR
OG0012914	sp|Q8WUT9|S2543_HUMAN	tr|A0A4X2L3P8|A0A4X2L3P8_VOMUR
OG0012915	sp|Q8WVD3|RN138_HUMAN	tr|A0A4X2K2B9|A0A4X2K2B9_VOMUR
OG0012916	sp|Q8WWR9|PDPFL_HUMAN	tr|A0A4X2JYD5|A0A4X2JYD5_VOMUR
OG0012917	sp|Q92538|GBF1_HUMAN	tr|A0A4X2JYE5|A0A4X2JYE5_VOMUR
OG0012918	sp|Q96A29|FUCT1_HUMAN	tr|A0A4X2L0E5|A0A4X2L0E5_VOMUR
OG0012919	sp|Q96F86|EDC3_HUMAN	tr|A0A4X2KSF2|A0A4X2KSF2_VOMUR
OG0012920	sp|Q96G28|CFA36_HUMAN	tr|A0A4X2L305|A0A4X2L305_VOMUR
OG0012921	sp|Q96MF2|STAC3_HUMAN	tr|A0A4X2M9L2|A0A4X2M9L2_VOMUR
OG0012922	sp|Q96PE3|INP4A_HUMAN	tr|A0A4X2KPP3|A0A4X2KPP3_VOMUR
OG0012923	sp|Q96Q77|CIB3_HUMAN	tr|A0A4X2KVP6|A0A4X2KVP6_VOMUR
OG0012924	sp|Q96RK0|CIC_HUMAN	tr|A0A4X2KU70|A0A4X2KU70_VOMUR
OG0012925	sp|Q99665|I12R2_HUMAN	tr|A0A4X2LBI6|A0A4X2LBI6_VOMUR
OG0012926	sp|Q9BUT1|DHRS6_HUMAN	tr|A0A4X2K3M6|A0A4X2K3M6_VOMUR
OG0012927	sp|Q9BW71|HIRP3_HUMAN	tr|A0A4X2KQS8|A0A4X2KQS8_VOMUR
OG0012928	sp|Q9BY78|RNF26_HUMAN	tr|A0A4X2K363|A0A4X2K363_VOMUR
OG0012929	sp|Q9H0A8|COMD4_HUMAN	tr|A0A4X2L3V2|A0A4X2L3V2_VOMUR
OG0012930	sp|Q9H5P4|PDZD7_HUMAN	tr|A0A4X2K120|A0A4X2K120_VOMUR
OG0012931	sp|Q9HBX9|RXFP1_HUMAN	tr|A0A4X2L5Q9|A0A4X2L5Q9_VOMUR
OG0012932	sp|Q9UBG0|MRC2_HUMAN	tr|A0A4X2KT78|A0A4X2KT78_VOMUR
OG0012933	sp|Q9UHX1|PUF60_HUMAN	tr|A0A4X2MFI1|A0A4X2MFI1_VOMUR
OG0012934	sp|Q9UI26|IPO11_HUMAN	tr|A0A4X2M0V8|A0A4X2M0V8_VOMUR
OG0012935	sp|Q9UIG4|PS1C2_HUMAN	tr|A0A4X2JVU7|A0A4X2JVU7_VOMUR
OG0012936	sp|Q9ULG1|INO80_HUMAN	tr|A0A4X2KLH3|A0A4X2KLH3_VOMUR
OG0012937	sp|Q9Y224|RTRAF_HUMAN	tr|A0A4X2LD09|A0A4X2LD09_VOMUR
OG0012938	sp|Q9Y275|TN13B_HUMAN	tr|A0A4X2M5Q4|A0A4X2M5Q4_VOMUR
OG0012939	sp|Q9Y2J8|PADI2_HUMAN	tr|A0A4X2L0U4|A0A4X2L0U4_VOMUR
OG0012940	sp|A6NCS4|NKX26_HUMAN	tr|A0A4X2JPG7|A0A4X2JPG7_VOMUR
OG0012941	sp|O94766|B3GA3_HUMAN	tr|A0A4X2K0M0|A0A4X2K0M0_VOMUR
OG0012942	sp|O95407|TNF6B_HUMAN	tr|A0A4X2LBP2|A0A4X2LBP2_VOMUR
OG0012943	sp|P07311|ACYP1_HUMAN	tr|A0A4X2LI83|A0A4X2LI83_VOMUR
OG0012944	sp|P13987|CD59_HUMAN	tr|A0A4X2KY51|A0A4X2KY51_VOMUR
OG0012945	sp|P31323|KAP3_HUMAN	tr|A0A4X2KUV5|A0A4X2KUV5_VOMUR
OG0012946	sp|P35453|HXD13_HUMAN	tr|A0A4X2LM29|A0A4X2LM29_VOMUR
OG0012947	sp|P36382|CXA5_HUMAN	tr|A0A4X2K0F0|A0A4X2K0F0_VOMUR
OG0012948	sp|P56746|CLD15_HUMAN	tr|A0A4X2JWQ5|A0A4X2JWQ5_VOMUR
OG0012949	sp|P61328|FGF12_HUMAN	tr|A0A4X2MAE9|A0A4X2MAE9_VOMUR
OG0012950	sp|Q14749|GNMT_HUMAN	tr|A0A4X2KFW1|A0A4X2KFW1_VOMUR
OG0012951	sp|Q15287|RNPS1_HUMAN	tr|A0A4X2KK68|A0A4X2KK68_VOMUR
OG0012952	sp|Q16584|M3K11_HUMAN	tr|A0A4X2JVT6|A0A4X2JVT6_VOMUR
OG0012953	sp|Q17RW2|COOA1_HUMAN	tr|A0A4X2KKN8|A0A4X2KKN8_VOMUR
OG0012954	sp|Q2M2I3|FA83E_HUMAN	tr|A0A4X2KY80|A0A4X2KY80_VOMUR
OG0012955	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A4X2KUT8|A0A4X2KUT8_VOMUR
OG0012956	sp|Q4VCS5|AMOT_HUMAN	tr|A0A4X2M225|A0A4X2M225_VOMUR
OG0012957	sp|Q59EK9|RUN3A_HUMAN	tr|A0A4X2KGI8|A0A4X2KGI8_VOMUR
OG0012958	sp|Q6FHJ7|SFRP4_HUMAN	tr|A0A4X2L303|A0A4X2L303_VOMUR
OG0012959	sp|Q6NXT4|ZNT6_HUMAN	tr|A0A4X2LUC5|A0A4X2LUC5_VOMUR
OG0012960	sp|Q6P1L8|RM14_HUMAN	tr|A0A4X2KAL8|A0A4X2KAL8_VOMUR
OG0012961	sp|Q6PEV8|F199X_HUMAN	tr|A0A4X2L3D4|A0A4X2L3D4_VOMUR
OG0012962	sp|Q6WRI0|IGS10_HUMAN	tr|A0A4X2KY15|A0A4X2KY15_VOMUR
OG0012963	sp|Q86YJ6|THNS2_HUMAN	tr|A0A4X2KEH9|A0A4X2KEH9_VOMUR
OG0012964	sp|Q8IZU8|DSEL_HUMAN	tr|A0A4X2LVK1|A0A4X2LVK1_VOMUR
OG0012965	sp|Q8N145|LGI3_HUMAN	tr|A0A4X2KDA1|A0A4X2KDA1_VOMUR
OG0012966	sp|Q8N2Z9|CENPS_HUMAN	tr|A0A4X2M5E0|A0A4X2M5E0_VOMUR
OG0012967	sp|Q8N3J3|HROB_HUMAN	tr|A0A4X2KFQ5|A0A4X2KFQ5_VOMUR
OG0012968	sp|Q8N5K1|CISD2_HUMAN	tr|A0A4X2JVN6|A0A4X2JVN6_VOMUR
OG0012969	sp|Q8NCG7|DGLB_HUMAN	tr|A0A4X2LWN7|A0A4X2LWN7_VOMUR
OG0012970	sp|Q8NHQ1|CEP70_HUMAN	tr|A0A4X2KPL6|A0A4X2KPL6_VOMUR
OG0012971	sp|Q8WTS1|ABHD5_HUMAN	tr|A0A4X2M743|A0A4X2M743_VOMUR
OG0012972	sp|Q8WW32|HMGB4_HUMAN	tr|A0A4X2K1F1|A0A4X2K1F1_VOMUR
OG0012973	sp|Q8WXW3|PIBF1_HUMAN	tr|A0A4X2KT16|A0A4X2KT16_VOMUR
OG0012974	sp|Q96DI7|SNR40_HUMAN	tr|A0A4X2LWD1|A0A4X2LWD1_VOMUR
OG0012975	sp|Q96LT7|CI072_HUMAN	tr|A0A4X2K8P2|A0A4X2K8P2_VOMUR
OG0012976	sp|Q96LW4|PRIPO_HUMAN	tr|A0A4X2M711|A0A4X2M711_VOMUR
OG0012977	sp|Q96N11|INT15_HUMAN	tr|A0A4X2LJA2|A0A4X2LJA2_VOMUR
OG0012978	sp|Q96P56|CTSR2_HUMAN	tr|A0A4X2K6K6|A0A4X2K6K6_VOMUR
OG0012979	sp|Q99808|S29A1_HUMAN	tr|A0A4X2KAC5|A0A4X2KAC5_VOMUR
OG0012980	sp|Q9BUX1|CHAC1_HUMAN	tr|A0A4X2KJN0|A0A4X2KJN0_VOMUR
OG0012981	sp|Q9BVG4|PBDC1_HUMAN	tr|A0A4X2KEE4|A0A4X2KEE4_VOMUR
OG0012982	sp|Q9H2H0|CXXC4_HUMAN	tr|A0A4X2K231|A0A4X2K231_VOMUR
OG0012983	sp|Q9H6K4|OPA3_HUMAN	tr|A0A4X2K4P6|A0A4X2K4P6_VOMUR
OG0012984	sp|Q9NPC2|KCNK9_HUMAN	tr|A0A4X2LLA7|A0A4X2LLA7_VOMUR
OG0012985	sp|Q9NPD3|EXOS4_HUMAN	tr|A0A4X2M887|A0A4X2M887_VOMUR
OG0012986	sp|Q9NQV8|PRDM8_HUMAN	tr|A0A4X2KWI8|A0A4X2KWI8_VOMUR
OG0012987	sp|Q9NXR5|ANR10_HUMAN	tr|A0A4X2K4Y5|A0A4X2K4Y5_VOMUR
OG0012988	sp|Q9UI12|VATH_HUMAN	tr|A0A4X2KDR6|A0A4X2KDR6_VOMUR
OG0012989	sp|Q9UIM3|FKBPL_HUMAN	tr|A0A4X2KCH5|A0A4X2KCH5_VOMUR
OG0012990	sp|Q9UIY3|RWD2A_HUMAN	tr|A0A4X2K4C9|A0A4X2K4C9_VOMUR
OG0012991	sp|Q9UJQ4|SALL4_HUMAN	tr|A0A4X2LHM7|A0A4X2LHM7_VOMUR
OG0012992	sp|Q9UJY5|GGA1_HUMAN	tr|A0A4X2K4M4|A0A4X2K4M4_VOMUR
OG0012993	sp|A5PKW4|PSD1_HUMAN	tr|A0A4X2JR32|A0A4X2JR32_VOMUR
OG0012994	sp|O00587|MFNG_HUMAN	tr|A0A4X2JZP2|A0A4X2JZP2_VOMUR
OG0012995	sp|O15067|PUR4_HUMAN	tr|A0A4X2K6Y5|A0A4X2K6Y5_VOMUR
OG0012996	sp|O15090|ZN536_HUMAN	tr|A0A4X2KT81|A0A4X2KT81_VOMUR
OG0012997	sp|O15357|SHIP2_HUMAN	tr|A0A4X2M710|A0A4X2M710_VOMUR
OG0012998	sp|O75586|MED6_HUMAN	tr|A0A4X2LXJ0|A0A4X2LXJ0_VOMUR
OG0012999	sp|O75791|GRAP2_HUMAN	tr|A0A4X2K2T7|A0A4X2K2T7_VOMUR
OG0013000	sp|O75936|BODG_HUMAN	tr|A0A4X2JTT6|A0A4X2JTT6_VOMUR
OG0013001	sp|P07858|CATB_HUMAN	tr|A0A4X2KER1|A0A4X2KER1_VOMUR
OG0013002	sp|P11717|MPRI_HUMAN	tr|A0A4X2LRX4|A0A4X2LRX4_VOMUR
OG0013003	sp|P15036|ETS2_HUMAN	tr|A0A4X2K350|A0A4X2K350_VOMUR
OG0013004	sp|P22307|SCP2_HUMAN	tr|A0A4X2LJX5|A0A4X2LJX5_VOMUR
OG0013005	sp|P28289|TMOD1_HUMAN	tr|A0A4X2KTL7|A0A4X2KTL7_VOMUR
OG0013006	sp|P28324|ELK4_HUMAN	tr|A0A4X2L4Z7|A0A4X2L4Z7_VOMUR
OG0013007	sp|P46977|STT3A_HUMAN	tr|A0A4X2M6G2|A0A4X2M6G2_VOMUR
OG0013008	sp|P52209|6PGD_HUMAN	tr|A0A4X2M5E5|A0A4X2M5E5_VOMUR
OG0013009	sp|P58417|NXPH1_HUMAN	tr|A0A4X2M4D0|A0A4X2M4D0_VOMUR
OG0013010	sp|P58753|TIRAP_HUMAN	tr|A0A4X2M5C0|A0A4X2M5C0_VOMUR
OG0013011	sp|P61073|CXCR4_HUMAN	tr|A0A4X2KAR1|A0A4X2KAR1_VOMUR
OG0013012	sp|P61088|UBE2N_HUMAN	tr|A0A4X2LGB9|A0A4X2LGB9_VOMUR
OG0013013	sp|P62273|RS29_HUMAN	tr|A0A4X2L301|A0A4X2L301_VOMUR
OG0013014	sp|P78411|IRX5_HUMAN	tr|A0A4X2LLI0|A0A4X2LLI0_VOMUR
OG0013015	sp|Q02446|SP4_HUMAN	tr|A0A4X2K071|A0A4X2K071_VOMUR
OG0013016	sp|Q14160|SCRIB_HUMAN	tr|A0A4X2M8C8|A0A4X2M8C8_VOMUR
OG0013017	sp|Q14669|TRIPC_HUMAN	tr|A0A4X2KN56|A0A4X2KN56_VOMUR
OG0013018	sp|Q14764|MVP_HUMAN	tr|A0A4X2KJ15|A0A4X2KJ15_VOMUR
OG0013019	sp|Q15223|NECT1_HUMAN	tr|A0A4X2K2M3|A0A4X2K2M3_VOMUR
OG0013020	sp|Q2MJR0|SPRE3_HUMAN	tr|A0A4X2LSR2|A0A4X2LSR2_VOMUR
OG0013021	sp|Q53R12|T4S20_HUMAN	tr|A0A4X2KHW3|A0A4X2KHW3_VOMUR
OG0013022	sp|Q53SZ7|PRR30_HUMAN	tr|A0A4X2M1Y6|A0A4X2M1Y6_VOMUR
OG0013023	sp|Q53TQ3|IN80D_HUMAN	tr|A0A4X2K8Y2|A0A4X2K8Y2_VOMUR
OG0013024	sp|Q5T160|SYRM_HUMAN	tr|A0A4X2K7W8|A0A4X2K7W8_VOMUR
OG0013025	sp|Q6P1J9|CDC73_HUMAN	tr|A0A4X2KUQ3|A0A4X2KUQ3_VOMUR
OG0013026	sp|Q6P1R4|DUS1L_HUMAN	tr|A0A4X2L6Q2|A0A4X2L6Q2_VOMUR
OG0013027	sp|Q6ZWB6|KCTD8_HUMAN	tr|A0A4X2KGM8|A0A4X2KGM8_VOMUR
OG0013028	sp|Q7Z5A8|TAFA3_HUMAN	tr|A0A4X2KND1|A0A4X2KND1_VOMUR
OG0013029	sp|Q86UF4|CC190_HUMAN	tr|A0A4X2JYY5|A0A4X2JYY5_VOMUR
OG0013030	sp|Q8N2M8|CLASR_HUMAN	tr|A0A4X2JU09|A0A4X2JU09_VOMUR
OG0013031	sp|Q8NBA8|DTWD2_HUMAN	tr|A0A4X2KV69|A0A4X2KV69_VOMUR
OG0013032	sp|Q8NFJ9|BBS1_HUMAN	tr|A0A4X2JSB9|A0A4X2JSB9_VOMUR
OG0013033	sp|Q8TAL5|CI043_HUMAN	tr|A0A4X2LH88|A0A4X2LH88_VOMUR
OG0013034	sp|Q8WUD4|CCD12_HUMAN	tr|A0A4X2KZ31|A0A4X2KZ31_VOMUR
OG0013035	sp|Q92925|SMRD2_HUMAN	tr|A0A4X2KVG2|A0A4X2KVG2_VOMUR
OG0013036	sp|Q92934|BAD_HUMAN	tr|A0A4X2KAA5|A0A4X2KAA5_VOMUR
OG0013037	sp|Q96A33|CCD47_HUMAN	tr|A0A4X2KN37|A0A4X2KN37_VOMUR
OG0013038	sp|Q96EA4|SPDLY_HUMAN	tr|A0A4X2JXU3|A0A4X2JXU3_VOMUR
OG0013039	sp|Q96JN2|CC136_HUMAN	tr|A0A4X2K8J6|A0A4X2K8J6_VOMUR
OG0013040	sp|Q96KN3|PKNX2_HUMAN	tr|A0A4X2M6H8|A0A4X2M6H8_VOMUR
OG0013041	sp|Q96PX8|SLIK1_HUMAN	tr|A0A4X2M4N8|A0A4X2M4N8_VOMUR
OG0013042	sp|Q96S82|UBL7_HUMAN	tr|A0A4X2KV00|A0A4X2KV00_VOMUR
OG0013043	sp|Q9BQC6|RT63_HUMAN	tr|A0A4X2M1U6|A0A4X2M1U6_VOMUR
OG0013044	sp|Q9BSC4|NOL10_HUMAN	tr|A0A4X2LH44|A0A4X2LH44_VOMUR
OG0013045	sp|Q9H875|PKRI1_HUMAN	tr|A0A4X2JWF0|A0A4X2JWF0_VOMUR
OG0013046	sp|Q9NPR9|GP108_HUMAN	tr|A0A4X2MD40|A0A4X2MD40_VOMUR
OG0013047	sp|Q9NR48|ASH1L_HUMAN	tr|A0A4X2LD54|A0A4X2LD54_VOMUR
OG0013048	sp|Q9P1Z2|CACO1_HUMAN	tr|A0A4X2KXJ6|A0A4X2KXJ6_VOMUR
OG0013049	sp|Q9P2E7|PCD10_HUMAN	tr|A0A4X2M359|A0A4X2M359_VOMUR
OG0013050	sp|Q9UBF9|MYOTI_HUMAN	tr|A0A4X2KQL5|A0A4X2KQL5_VOMUR
OG0013051	sp|Q9UQ49|NEUR3_HUMAN	tr|A0A4X2LNJ3|A0A4X2LNJ3_VOMUR
OG0013052	sp|Q9Y236|OSGI2_HUMAN	tr|A0A4X2K4P7|A0A4X2K4P7_VOMUR
OG0013053	sp|Q9Y5Q3|MAFB_HUMAN	tr|A0A4X2L744|A0A4X2L744_VOMUR
OG0013054	sp|O60306|AQR_HUMAN	tr|A0A4X2KMW1|A0A4X2KMW1_VOMUR
OG0013055	sp|O75096|LRP4_HUMAN	tr|A0A4X2KVM3|A0A4X2KVM3_VOMUR
OG0013056	sp|O75146|HIP1R_HUMAN	tr|A0A4X2K2P3|A0A4X2K2P3_VOMUR
OG0013057	sp|O75821|EIF3G_HUMAN	tr|A0A4X2MFR7|A0A4X2MFR7_VOMUR
OG0013058	sp|O75956|CDKA2_HUMAN	tr|A0A4X2MCL2|A0A4X2MCL2_VOMUR
OG0013059	sp|O76021|RL1D1_HUMAN	tr|A0A4X2KR58|A0A4X2KR58_VOMUR
OG0013060	sp|O94955|RHBT3_HUMAN	tr|A0A4X2KNG4|A0A4X2KNG4_VOMUR
OG0013061	sp|O95976|IGSF6_HUMAN	tr|A0A4X2LWQ6|A0A4X2LWQ6_VOMUR
OG0013062	sp|P02675|FIBB_HUMAN	tr|A0A4X2L4L7|A0A4X2L4L7_VOMUR
OG0013063	sp|P08581|MET_HUMAN	tr|A0A4X2LYS5|A0A4X2LYS5_VOMUR
OG0013064	sp|P10243|MYBA_HUMAN	tr|A0A4X2L595|A0A4X2L595_VOMUR
OG0013065	sp|P10523|ARRS_HUMAN	tr|A0A4X2LUW2|A0A4X2LUW2_VOMUR
OG0013066	sp|P14314|GLU2B_HUMAN	tr|A0A4X2L2V0|A0A4X2L2V0_VOMUR
OG0013067	sp|P15822|ZEP1_HUMAN	tr|A0A4X2JWR4|A0A4X2JWR4_VOMUR
OG0013068	sp|P16422|EPCAM_HUMAN	tr|A0A4X2LD36|A0A4X2LD36_VOMUR
OG0013069	sp|P17482|HXB9_HUMAN	tr|A0A4X2KKZ3|A0A4X2KKZ3_VOMUR
OG0013070	sp|P17707|DCAM_HUMAN	tr|A0A4X2KUY2|A0A4X2KUY2_VOMUR
OG0013071	sp|P18627|LAG3_HUMAN	tr|A0A4X2JYN3|A0A4X2JYN3_VOMUR
OG0013072	sp|P30532|ACHA5_HUMAN	tr|A0A4X2L570|A0A4X2L570_VOMUR
OG0013073	sp|P34913|HYES_HUMAN	tr|A0A4X2K0F3|A0A4X2K0F3_VOMUR
OG0013074	sp|P47736|RPGP1_HUMAN	tr|A0A4X2LZN2|A0A4X2LZN2_VOMUR
OG0013075	sp|Q02747|GUC2A_HUMAN	tr|A0A4X2LNU6|A0A4X2LNU6_VOMUR
OG0013076	sp|Q15049|MLC1_HUMAN	tr|A0A4X2JM42|A0A4X2JM42_VOMUR
OG0013077	sp|Q2M3T9|HYAL4_HUMAN	tr|A0A4X2JVS0|A0A4X2JVS0_VOMUR
OG0013078	sp|Q3MHD2|LSM12_HUMAN	tr|A0A4X2KFG5|A0A4X2KFG5_VOMUR
OG0013079	sp|Q4G0P3|HYDIN_HUMAN	tr|A0A4X2JPP9|A0A4X2JPP9_VOMUR
OG0013080	sp|Q53HI1|UNC50_HUMAN	tr|A0A4X2KQ82|A0A4X2KQ82_VOMUR
OG0013081	sp|Q5UCC4|EMC10_HUMAN	tr|A0A4X2M534|A0A4X2M534_VOMUR
OG0013082	sp|Q6NUQ1|RINT1_HUMAN	tr|A0A4X2KW26|A0A4X2KW26_VOMUR
OG0013083	sp|Q6QAJ8|TM220_HUMAN	tr|A0A4X2KU76|A0A4X2KU76_VOMUR
OG0013084	sp|Q75VX8|GARE2_HUMAN	tr|A0A4X2JNG3|A0A4X2JNG3_VOMUR
OG0013085	sp|Q86XX4|FRAS1_HUMAN	tr|A0A4X2KXP1|A0A4X2KXP1_VOMUR
OG0013086	sp|Q8IX18|DHX40_HUMAN	tr|A0A4X2KVQ6|A0A4X2KVQ6_VOMUR
OG0013087	sp|Q8IYP9|ZDH23_HUMAN	tr|A0A4X2LB77|A0A4X2LB77_VOMUR
OG0013088	sp|Q8N614|TM156_HUMAN	tr|A0A4X2KFC4|A0A4X2KFC4_VOMUR
OG0013089	sp|Q8TCF1|ZFAN1_HUMAN	tr|A0A4X2LLL1|A0A4X2LLL1_VOMUR
OG0013090	sp|Q8WTS6|SETD7_HUMAN	tr|A0A4X2M301|A0A4X2M301_VOMUR
OG0013091	sp|Q92541|RTF1_HUMAN	tr|A0A4X2KJC0|A0A4X2KJC0_VOMUR
OG0013092	sp|Q969T7|5NT3B_HUMAN	tr|A0A4X2M5F3|A0A4X2M5F3_VOMUR
OG0013093	sp|Q96B86|RGMA_HUMAN	tr|A0A4X2KNM5|A0A4X2KNM5_VOMUR
OG0013094	sp|Q96FE5|LIGO1_HUMAN	tr|A0A4X2L899|A0A4X2L899_VOMUR
OG0013095	sp|Q96PX9|PKH4B_HUMAN	tr|A0A4X2LT27|A0A4X2LT27_VOMUR
OG0013096	sp|Q9BWJ5|SF3B5_HUMAN	tr|A0A4X2JU05|A0A4X2JU05_VOMUR
OG0013097	sp|Q9H7S9|ZN703_HUMAN	tr|A0A4X2KX28|A0A4X2KX28_VOMUR
OG0013098	sp|Q9H972|CN093_HUMAN	tr|A0A4X2M0X4|A0A4X2M0X4_VOMUR
OG0013099	sp|Q9NPG3|UBN1_HUMAN	tr|A0A4X2L6H2|A0A4X2L6H2_VOMUR
OG0013100	sp|Q9NR83|S2A4R_HUMAN	tr|A0A4X2LBJ2|A0A4X2LBJ2_VOMUR
OG0013101	sp|Q9P0U4|CXXC1_HUMAN	tr|A0A4X2K0F2|A0A4X2K0F2_VOMUR
OG0013102	sp|Q9UNA1|RHG26_HUMAN	tr|A0A4X2KNV8|A0A4X2KNV8_VOMUR
OG0013103	sp|Q9UNA4|POLI_HUMAN	tr|A0A4X2JZN3|A0A4X2JZN3_VOMUR
OG0013104	sp|Q9Y576|ASB1_HUMAN	tr|A0A4X2KNB7|A0A4X2KNB7_VOMUR
OG0013105	sp|Q9Y6R9|CCD61_HUMAN	tr|A0A4X2M3K7|A0A4X2M3K7_VOMUR
OG0013106	sp|A6NC05|YD286_HUMAN	tr|A0A4X2K862|A0A4X2K862_VOMUR
OG0013107	sp|B2RUY7|VWC2L_HUMAN	tr|A0A4X2K4Q2|A0A4X2K4Q2_VOMUR
OG0013108	sp|E0CX11|STMP1_HUMAN	tr|A0A4X2L8P4|A0A4X2L8P4_VOMUR
OG0013109	sp|O00468|AGRIN_HUMAN	tr|A0A4X2MAR3|A0A4X2MAR3_VOMUR
OG0013110	sp|O00487|PSDE_HUMAN	tr|A0A4X2LSG8|A0A4X2LSG8_VOMUR
OG0013111	sp|O43602|DCX_HUMAN	tr|A0A4X2LTW0|A0A4X2LTW0_VOMUR
OG0013112	sp|O43639|NCK2_HUMAN	tr|A0A4X2KCU6|A0A4X2KCU6_VOMUR
OG0013113	sp|O60841|IF2P_HUMAN	tr|A0A4X2K1T8|A0A4X2K1T8_VOMUR
OG0013114	sp|O75909|CCNK_HUMAN	tr|A0A4X2JV29|A0A4X2JV29_VOMUR
OG0013115	sp|P05060|SCG1_HUMAN	tr|A0A4X2KJH9|A0A4X2KJH9_VOMUR
OG0013116	sp|P05408|7B2_HUMAN	tr|A0A4X2KQ02|A0A4X2KQ02_VOMUR
OG0013117	sp|P32238|CCKAR_HUMAN	tr|A0A4X2K957|A0A4X2K957_VOMUR
OG0013118	sp|P40238|TPOR_HUMAN	tr|A0A4X2LVE6|A0A4X2LVE6_VOMUR
OG0013119	sp|P41250|GARS_HUMAN	tr|A0A4X2LIC2|A0A4X2LIC2_VOMUR
OG0013120	sp|P43003|EAA1_HUMAN	tr|A0A4X2K217|A0A4X2K217_VOMUR
OG0013121	sp|P55808|XG_HUMAN	tr|A0A4X2LCN2|A0A4X2LCN2_VOMUR
OG0013122	sp|P62249|RS16_HUMAN	tr|A0A4X2L3Z0|A0A4X2L3Z0_VOMUR
OG0013123	sp|Q02388|CO7A1_HUMAN	tr|A0A4X2JVC2|A0A4X2JVC2_VOMUR
OG0013124	sp|Q04671|P_HUMAN	tr|A0A4X2KSZ6|A0A4X2KSZ6_VOMUR
OG0013125	sp|Q08J23|NSUN2_HUMAN	tr|A0A4X2M3W6|A0A4X2M3W6_VOMUR
OG0013126	sp|Q13882|PTK6_HUMAN	tr|A0A4X2L480|A0A4X2L480_VOMUR
OG0013127	sp|Q15853|USF2_HUMAN	tr|A0A4X2LYI9|A0A4X2LYI9_VOMUR
OG0013128	sp|Q16827|PTPRO_HUMAN	tr|A0A4X2LD04|A0A4X2LD04_VOMUR
OG0013129	sp|Q53EU6|GPAT3_HUMAN	tr|A0A4X2M767|A0A4X2M767_VOMUR
OG0013130	sp|Q53FP2|NACHO_HUMAN	tr|A0A4X2JUQ2|A0A4X2JUQ2_VOMUR
OG0013131	sp|Q5XG99|LYSM4_HUMAN	tr|A0A4X2KNS7|A0A4X2KNS7_VOMUR
OG0013132	sp|Q6NTF9|RHBD2_HUMAN	tr|A0A4X2K2R6|A0A4X2K2R6_VOMUR
OG0013133	sp|Q6ZW76|ANKS3_HUMAN	tr|A0A4X2L1K7|A0A4X2L1K7_VOMUR
