Orthogroup	Homo_sapiens	Neotoma_lepida
OG0000011	tr|A0A075B7D4|A0A075B7D4_HUMAN, sp|P04432|KVD39_HUMAN, sp|P01597|KV139_HUMAN, sp|P0DSN7|KVD37_HUMAN, sp|A0A075B6S9|KV137_HUMAN, sp|A0A0A0MRZ8|KVD11_HUMAN, sp|P04433|KV311_HUMAN, sp|P01624|KV315_HUMAN, sp|A0A087WSY6|KVD15_HUMAN, sp|A0A0C4DH55|KVD07_HUMAN, tr|A0A0C4DH90|A0A0C4DH90_HUMAN, sp|A0A075B6H7|KV37_HUMAN, sp|A0A0C4DH25|KVD20_HUMAN, sp|P01619|KV320_HUMAN, sp|A0A0A0MT36|KVD21_HUMAN, sp|A0A0C4DH24|KV621_HUMAN, sp|A0A0C4DH26|KVD41_HUMAN, sp|P01593|KVD33_HUMAN, sp|P01594|KV133_HUMAN, tr|A0A0G2JRQ6|A0A0G2JRQ6_HUMAN, sp|A0A075B6S5|KV127_HUMAN, sp|P0DP09|KV113_HUMAN, sp|A0A0B4J2D9|KVD13_HUMAN, sp|A0A075B6H8|KVD42_HUMAN, sp|A0A0C4DH73|KV112_HUMAN, sp|P01611|KVD12_HUMAN, sp|P01601|KVD16_HUMAN, sp|P04430|KV116_HUMAN, sp|P01602|KV105_HUMAN, sp|A0A0C4DH69|KV109_HUMAN, sp|A0A0C4DH72|KV106_HUMAN, sp|A0A075B6S4|KVD17_HUMAN, sp|P01599|KV117_HUMAN, sp|A0A0B4J1Z2|KVD43_HUMAN, sp|A0A087WSZ0|KVD08_HUMAN, sp|A0A0C4DH67|KV108_HUMAN	tr|A0A1A6H0U9|A0A1A6H0U9_NEOLE
OG0000013	sp|Q96R30|OR2V2_HUMAN, sp|Q8NHB1|OR2V1_HUMAN	tr|A0A1A6GLT2|A0A1A6GLT2_NEOLE
OG0000013	sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|Q8NHC8|OR2T6_HUMAN, sp|O43869|OR2T1_HUMAN	tr|A0A1A6HUN3|A0A1A6HUN3_NEOLE
OG0000013	sp|Q8NH01|O2T11_HUMAN, sp|Q8NGX2|O2T35_HUMAN, sp|Q6IF00|OR2T2_HUMAN	tr|A0A1A6HWP8|A0A1A6HWP8_NEOLE
OG0000013	sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q8NH00|OR2T4_HUMAN	tr|A0A1A6GHU0|A0A1A6GHU0_NEOLE
OG0000013	sp|Q8NGY9|OR2L8_HUMAN, sp|Q8NG85|OR2L3_HUMAN, sp|Q8NH16|OR2L2_HUMAN, sp|Q8NG80|OR2L5_HUMAN, sp|Q8N349|OR2LD_HUMAN, sp|Q8NG84|O2AK2_HUMAN, sp|Q8NGZ0|O2AJ1_HUMAN	tr|A0A1A6HC77|A0A1A6HC77_NEOLE
OG0000015	sp|P06312|KV401_HUMAN	tr|A0A1A6FST9|A0A1A6FST9_NEOLE, tr|A0A1A6HPC5|A0A1A6HPC5_NEOLE, tr|A0A1A6HQ26|A0A1A6HQ26_NEOLE, tr|A0A1A6FUB9|A0A1A6FUB9_NEOLE, tr|A0A1A6H4D0|A0A1A6H4D0_NEOLE, tr|A0A1A6GVJ5|A0A1A6GVJ5_NEOLE, tr|A0A1A6GZ40|A0A1A6GZ40_NEOLE, tr|A0A1A6GJY5|A0A1A6GJY5_NEOLE, tr|A0A1A6GZI0|A0A1A6GZI0_NEOLE, tr|A0A1A6GTZ8|A0A1A6GTZ8_NEOLE, tr|A0A1A6HVC1|A0A1A6HVC1_NEOLE, tr|A0A1A6GEJ7|A0A1A6GEJ7_NEOLE, tr|A0A1A6HVH9|A0A1A6HVH9_NEOLE, tr|A0A1A6HBH3|A0A1A6HBH3_NEOLE, tr|A0A1A6GUA7|A0A1A6GUA7_NEOLE, tr|A0A1A6GNH3|A0A1A6GNH3_NEOLE, tr|A0A1A6HHH5|A0A1A6HHH5_NEOLE, tr|A0A1A6GZW1|A0A1A6GZW1_NEOLE, tr|A0A1A6HW96|A0A1A6HW96_NEOLE, tr|A0A1A6HPB6|A0A1A6HPB6_NEOLE, tr|A0A1A6GME9|A0A1A6GME9_NEOLE, tr|A0A1A6HWT2|A0A1A6HWT2_NEOLE, tr|A0A1A6GLC6|A0A1A6GLC6_NEOLE, tr|A0A1A6HNS8|A0A1A6HNS8_NEOLE, tr|A0A1A6GKW9|A0A1A6GKW9_NEOLE, tr|A0A1A6FV73|A0A1A6FV73_NEOLE, tr|A0A1A6FTW1|A0A1A6FTW1_NEOLE, tr|A0A1A6HQV1|A0A1A6HQV1_NEOLE, tr|A0A1A6HPD0|A0A1A6HPD0_NEOLE, tr|A0A1A6HME3|A0A1A6HME3_NEOLE, tr|A0A1A6GLC1|A0A1A6GLC1_NEOLE, tr|A0A1A6GKX4|A0A1A6GKX4_NEOLE, tr|A0A1A6GJS5|A0A1A6GJS5_NEOLE, tr|A0A1A6GMF5|A0A1A6GMF5_NEOLE
OG0000016	sp|A0A087WV62|TVB16_HUMAN, sp|A0A087X0M5|TVB18_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A577|TVB41_HUMAN, sp|A0A539|TVB42_HUMAN, sp|A0A589|TVB43_HUMAN, sp|A0A576|TVB31_HUMAN, sp|A0A0A6YYD4|TVB13_HUMAN, sp|A0A0A0MS03|TVB53_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, sp|A0A599|TVB56_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN, sp|A0A597|TVB55_HUMAN, sp|A0A5A2|TVB58_HUMAN, sp|A0A578|TVB51_HUMAN, sp|A0A0B4J1U6|TVB9_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN, sp|A0A0B4J2E0|TVBL4_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN, sp|A0A087X0K7|TVB17_HUMAN	tr|A0A1A6HCA3|A0A1A6HCA3_NEOLE
OG0000018	tr|A0A3B3IT45|A0A3B3IT45_HUMAN	tr|A0A1A6GAX5|A0A1A6GAX5_NEOLE
OG0000018	sp|Q9H344|O51I2_HUMAN	tr|A0A1A6FSR0|A0A1A6FSR0_NEOLE
OG0000018	sp|Q9H343|O51I1_HUMAN	tr|A0A1A6H0G3|A0A1A6H0G3_NEOLE
OG0000018	sp|Q8NGF3|O51D1_HUMAN, sp|Q9H255|O51E2_HUMAN	tr|A0A1A6GPU6|A0A1A6GPU6_NEOLE
OG0000018	sp|Q8TCB6|O51E1_HUMAN	tr|A0A1A6HCF0|A0A1A6HCF0_NEOLE
OG0000018	sp|Q8NH59|O51Q1_HUMAN	tr|A0A1A6HYM8|A0A1A6HYM8_NEOLE
OG0000018	sp|Q9H342|O51J1_HUMAN	tr|A0A1A6GHP9|A0A1A6GHP9_NEOLE, tr|A0A1A6H168|A0A1A6H168_NEOLE
OG0000018	sp|Q8NH63|O51H1_HUMAN	tr|A0A1A6HBB6|A0A1A6HBB6_NEOLE, tr|A0A1A6FZF9|A0A1A6FZF9_NEOLE, tr|A0A1A6HHU8|A0A1A6HHU8_NEOLE, tr|A0A1A6HH22|A0A1A6HH22_NEOLE, tr|A0A1A6H239|A0A1A6H239_NEOLE
OG0000021	sp|Q08379|GOGA2_HUMAN, sp|Q9HBQ8|GGA2B_HUMAN, sp|A6NEY3|GG6L3_HUMAN, sp|A6NEM1|GG6L9_HUMAN, tr|A0A0M3HER8|A0A0M3HER8_HUMAN, sp|H0YKK7|GG6LS_HUMAN, sp|A6NI86|GG6LA_HUMAN, sp|A6NEF3|GG6L4_HUMAN, tr|A0A1W2PRN1|A0A1W2PRN1_HUMAN, sp|A6NDN3|GOG6B_HUMAN, sp|Q9NYA3|GOG6A_HUMAN, sp|P0CG33|GOG6D_HUMAN, sp|A6NDK9|GOG6C_HUMAN, sp|Q08AF8|GOG8F_HUMAN, sp|Q0D2H9|GOG8D_HUMAN, sp|A7E2F4|GOG8A_HUMAN, sp|A8MQT2|GOG8B_HUMAN, sp|A6NN73|GOG8C_HUMAN, sp|H3BPF8|GOG8S_HUMAN, sp|A6NC78|GOG8I_HUMAN, sp|A6NCC3|GOG8O_HUMAN, sp|H3BV12|GOG8Q_HUMAN, sp|F8WBI6|GOG8N_HUMAN, tr|A0A1B0GV12|A0A1B0GV12_HUMAN, sp|I6L899|GOG8R_HUMAN, sp|H3BSY2|GOG8M_HUMAN, sp|H3BQL2|GOG8T_HUMAN, sp|D6RF30|GOG8K_HUMAN, sp|A6NMD2|GOG8J_HUMAN, sp|P0CJ92|GOG8H_HUMAN	tr|A0A1A6GTJ9|A0A1A6GTJ9_NEOLE
OG0000022	sp|Q9UNK0|STX8_HUMAN	tr|A0A1A6GMW4|A0A1A6GMW4_NEOLE, tr|A0A1A6GEC8|A0A1A6GEC8_NEOLE, tr|A0A1A6I059|A0A1A6I059_NEOLE, tr|A0A1A6GIR4|A0A1A6GIR4_NEOLE, tr|A0A1A6H6T5|A0A1A6H6T5_NEOLE, tr|A0A1A6HF38|A0A1A6HF38_NEOLE, tr|A0A1A6GPA9|A0A1A6GPA9_NEOLE, tr|A0A1A6HFZ6|A0A1A6HFZ6_NEOLE, tr|A0A1A6HZK6|A0A1A6HZK6_NEOLE, tr|A0A1A6HC13|A0A1A6HC13_NEOLE, tr|A0A1A6I0P0|A0A1A6I0P0_NEOLE, tr|A0A1A6G342|A0A1A6G342_NEOLE, tr|A0A1A6FZ84|A0A1A6FZ84_NEOLE, tr|A0A1A6GPJ8|A0A1A6GPJ8_NEOLE, tr|A0A1A6GP96|A0A1A6GP96_NEOLE, tr|A0A1A6GKD4|A0A1A6GKD4_NEOLE, tr|A0A1A6GPE3|A0A1A6GPE3_NEOLE, tr|A0A1A6GYN6|A0A1A6GYN6_NEOLE, tr|A0A1A6HK22|A0A1A6HK22_NEOLE, tr|A0A1A6HYD2|A0A1A6HYD2_NEOLE, tr|A0A1A6HK39|A0A1A6HK39_NEOLE, tr|A0A1A6HME8|A0A1A6HME8_NEOLE, tr|A0A1A6FXS9|A0A1A6FXS9_NEOLE, tr|A0A1A6GGW3|A0A1A6GGW3_NEOLE, tr|A0A1A6HAH1|A0A1A6HAH1_NEOLE, tr|A0A1A6GYD0|A0A1A6GYD0_NEOLE, tr|A0A1A6H7P0|A0A1A6H7P0_NEOLE, tr|A0A1A6HDD0|A0A1A6HDD0_NEOLE, tr|A0A1A6GX94|A0A1A6GX94_NEOLE, tr|A0A1A6GZV8|A0A1A6GZV8_NEOLE
OG0000026	sp|P62424|RL7A_HUMAN	tr|A0A1A6H2M0|A0A1A6H2M0_NEOLE, tr|A0A1A6GRA4|A0A1A6GRA4_NEOLE, tr|A0A1A6H9S6|A0A1A6H9S6_NEOLE, tr|A0A1A6H9K6|A0A1A6H9K6_NEOLE, tr|A0A1A6HC40|A0A1A6HC40_NEOLE, tr|A0A1A6GBW7|A0A1A6GBW7_NEOLE, tr|A0A1A6GCC1|A0A1A6GCC1_NEOLE, tr|A0A1A6HDK7|A0A1A6HDK7_NEOLE, tr|A0A1A6GVL3|A0A1A6GVL3_NEOLE, tr|A0A1A6HPJ3|A0A1A6HPJ3_NEOLE, tr|A0A1A6HE72|A0A1A6HE72_NEOLE, tr|A0A1A6HT32|A0A1A6HT32_NEOLE, tr|A0A1A6GC87|A0A1A6GC87_NEOLE, tr|A0A1A6GJ54|A0A1A6GJ54_NEOLE, tr|A0A1A6HSN0|A0A1A6HSN0_NEOLE, tr|A0A1A6GZJ7|A0A1A6GZJ7_NEOLE, tr|A0A1A6GCD5|A0A1A6GCD5_NEOLE, tr|A0A1A6FZQ5|A0A1A6FZQ5_NEOLE, tr|A0A1A6G1H9|A0A1A6G1H9_NEOLE, tr|A0A1A6HCL4|A0A1A6HCL4_NEOLE, tr|A0A1A6H1C3|A0A1A6H1C3_NEOLE, tr|A0A1A6GMQ9|A0A1A6GMQ9_NEOLE, tr|A0A1A6GII3|A0A1A6GII3_NEOLE, tr|A0A1A6GR75|A0A1A6GR75_NEOLE, tr|A0A1A6GMV6|A0A1A6GMV6_NEOLE, tr|A0A1A6GTC6|A0A1A6GTC6_NEOLE, tr|A0A1A6FZ55|A0A1A6FZ55_NEOLE, tr|A0A1A6HY27|A0A1A6HY27_NEOLE, tr|A0A1A6HP04|A0A1A6HP04_NEOLE
OG0000030	tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN, sp|P08865|RSSA_HUMAN	tr|A0A1A6GZ61|A0A1A6GZ61_NEOLE, tr|A0A1A6GYW8|A0A1A6GYW8_NEOLE, tr|A0A1A6HMM4|A0A1A6HMM4_NEOLE, tr|A0A1A6GSC9|A0A1A6GSC9_NEOLE, tr|A0A1A6GZJ0|A0A1A6GZJ0_NEOLE, tr|A0A1A6HB40|A0A1A6HB40_NEOLE, tr|A0A1A6HMH9|A0A1A6HMH9_NEOLE, tr|A0A1A6H1B5|A0A1A6H1B5_NEOLE, tr|A0A1A6HIM7|A0A1A6HIM7_NEOLE, tr|A0A1A6GQQ8|A0A1A6GQQ8_NEOLE, tr|A0A1A6HKM7|A0A1A6HKM7_NEOLE, tr|A0A1A6GFR6|A0A1A6GFR6_NEOLE, tr|A0A1A6HHH1|A0A1A6HHH1_NEOLE, tr|A0A1A6FUV0|A0A1A6FUV0_NEOLE, tr|A0A1A6GTJ6|A0A1A6GTJ6_NEOLE, tr|A0A1A6H044|A0A1A6H044_NEOLE, tr|A0A1A6FWB9|A0A1A6FWB9_NEOLE, tr|A0A1A6HE14|A0A1A6HE14_NEOLE, tr|A0A1A6GVP2|A0A1A6GVP2_NEOLE, tr|A0A1A6HZT1|A0A1A6HZT1_NEOLE, tr|A0A1A6H3L3|A0A1A6H3L3_NEOLE, tr|A0A1A6HB90|A0A1A6HB90_NEOLE, tr|A0A1A6HPH7|A0A1A6HPH7_NEOLE, tr|A0A1A6FVL5|A0A1A6FVL5_NEOLE, tr|A0A1A6HXP3|A0A1A6HXP3_NEOLE, tr|A0A1A6FZH4|A0A1A6FZH4_NEOLE, tr|A0A1A6HV27|A0A1A6HV27_NEOLE
OG0000036	sp|Q8NGI2|O52N4_HUMAN	tr|A0A1A6HHG9|A0A1A6HHG9_NEOLE
OG0000036	sp|Q8NH53|O52N1_HUMAN	tr|A0A1A6HNE7|A0A1A6HNE7_NEOLE
OG0000036	sp|Q8NGI0|O52N2_HUMAN	tr|A0A1A6GF53|A0A1A6GF53_NEOLE, tr|A0A1A6HLY7|A0A1A6HLY7_NEOLE
OG0000036	sp|Q8NGF0|O52B6_HUMAN	tr|A0A1A6HZ77|A0A1A6HZ77_NEOLE, tr|A0A1A6HRJ3|A0A1A6HRJ3_NEOLE
OG0000036	sp|Q8NGK2|O52B4_HUMAN	tr|A0A1A6GRU0|A0A1A6GRU0_NEOLE, tr|A0A1A6HRJ8|A0A1A6HRJ8_NEOLE, tr|A0A1A6GND8|A0A1A6GND8_NEOLE, tr|A0A1A6HPH8|A0A1A6HPH8_NEOLE, tr|A0A1A6HQ25|A0A1A6HQ25_NEOLE, tr|A0A1A6HQ06|A0A1A6HQ06_NEOLE, tr|A0A1A6H8N3|A0A1A6H8N3_NEOLE, tr|A0A1A6H8M3|A0A1A6H8M3_NEOLE, tr|A0A1A6H9U6|A0A1A6H9U6_NEOLE
OG0000036	sp|Q8NH56|O52N5_HUMAN	tr|A0A1A6GCJ7|A0A1A6GCJ7_NEOLE
OG0000037	sp|Q9NYV7|T2R16_HUMAN	tr|A0A1A6HPZ0|A0A1A6HPZ0_NEOLE
OG0000037	sp|P59551|T2R60_HUMAN, sp|P59536|T2R41_HUMAN, sp|Q9NYW4|TA2R5_HUMAN, sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59541|T2R30_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P59544|T2R50_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYW6|TA2R3_HUMAN, sp|Q9NYW5|TA2R4_HUMAN	tr|A0A1A6H332|A0A1A6H332_NEOLE
OG0000039	sp|Q6NXR0|IIGP5_HUMAN	tr|A0A1A6HW67|A0A1A6HW67_NEOLE
OG0000039	sp|A1A4Y4|IRGM_HUMAN	tr|A0A1A6HUS0|A0A1A6HUS0_NEOLE, tr|A0A1A6H7K2|A0A1A6H7K2_NEOLE, tr|A0A1A6H530|A0A1A6H530_NEOLE, tr|A0A1A6H6M0|A0A1A6H6M0_NEOLE, tr|A0A1A6GJN1|A0A1A6GJN1_NEOLE, tr|A0A1A6H5I4|A0A1A6H5I4_NEOLE, tr|A0A1A6GJ95|A0A1A6GJ95_NEOLE, tr|A0A1A6FU89|A0A1A6FU89_NEOLE, tr|A0A1A6GIH5|A0A1A6GIH5_NEOLE, tr|A0A1A6FU29|A0A1A6FU29_NEOLE, tr|A0A1A6FSI8|A0A1A6FSI8_NEOLE, tr|A0A1A6GZ86|A0A1A6GZ86_NEOLE, tr|A0A1A6FZM4|A0A1A6FZM4_NEOLE, tr|A0A1A6HBZ4|A0A1A6HBZ4_NEOLE, tr|A0A1A6FZJ8|A0A1A6FZJ8_NEOLE, tr|A0A1A6GJP6|A0A1A6GJP6_NEOLE, tr|A0A1A6H4P4|A0A1A6H4P4_NEOLE, tr|A0A1A6GIC1|A0A1A6GIC1_NEOLE, tr|A0A1A6GNP7|A0A1A6GNP7_NEOLE, tr|A0A1A6FU98|A0A1A6FU98_NEOLE, tr|A0A1A6H7N8|A0A1A6H7N8_NEOLE, tr|A0A1A6FZH0|A0A1A6FZH0_NEOLE
OG0000040	sp|O00748|EST2_HUMAN	tr|A0A1A6FYQ9|A0A1A6FYQ9_NEOLE, tr|A0A1A6FXN3|A0A1A6FXN3_NEOLE, tr|A0A1A6GLA0|A0A1A6GLA0_NEOLE, tr|A0A1A6G1A5|A0A1A6G1A5_NEOLE, tr|A0A1A6HMN3|A0A1A6HMN3_NEOLE, tr|A0A1A6GIQ0|A0A1A6GIQ0_NEOLE, tr|A0A1A6H2U1|A0A1A6H2U1_NEOLE, tr|A0A1A6GHU8|A0A1A6GHU8_NEOLE, tr|A0A1A6GJS0|A0A1A6GJS0_NEOLE, tr|A0A1A6GK52|A0A1A6GK52_NEOLE, tr|A0A1A6FZ31|A0A1A6FZ31_NEOLE, tr|A0A1A6HH43|A0A1A6HH43_NEOLE, tr|A0A1A6GTG1|A0A1A6GTG1_NEOLE, tr|A0A1A6GVF3|A0A1A6GVF3_NEOLE, tr|A0A1A6GAZ0|A0A1A6GAZ0_NEOLE, tr|A0A1A6GIS4|A0A1A6GIS4_NEOLE, tr|A0A1A6FXI7|A0A1A6FXI7_NEOLE, tr|A0A1A6HPN3|A0A1A6HPN3_NEOLE, tr|A0A1A6FWQ2|A0A1A6FWQ2_NEOLE, tr|A0A1A6GIM6|A0A1A6GIM6_NEOLE, tr|A0A1A6GM95|A0A1A6GM95_NEOLE, tr|A0A1A6H3V8|A0A1A6H3V8_NEOLE, tr|A0A1A6GJ75|A0A1A6GJ75_NEOLE
OG0000041	sp|A6NLX3|SPDE4_HUMAN, sp|Q5MJ68|SPDYC_HUMAN, sp|Q5MJ70|SPDYA_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q495Y7|SPDE7_HUMAN	tr|A0A1A6GFQ4|A0A1A6GFQ4_NEOLE
OG0000043	sp|Q14568|HS902_HUMAN	tr|A0A1A6GER2|A0A1A6GER2_NEOLE, tr|A0A1A6HHP6|A0A1A6HHP6_NEOLE, tr|A0A1A6HZK0|A0A1A6HZK0_NEOLE, tr|A0A1A6FWW0|A0A1A6FWW0_NEOLE
OG0000043	sp|Q58FG0|HS905_HUMAN	tr|A0A1A6HSQ6|A0A1A6HSQ6_NEOLE, tr|A0A1A6GVN4|A0A1A6GVN4_NEOLE, tr|A0A1A6HF00|A0A1A6HF00_NEOLE, tr|A0A1A6HHP1|A0A1A6HHP1_NEOLE, tr|A0A1A6GTA5|A0A1A6GTA5_NEOLE, tr|A0A1A6GVQ7|A0A1A6GVQ7_NEOLE, tr|A0A1A6GXE7|A0A1A6GXE7_NEOLE, tr|A0A1A6HZL5|A0A1A6HZL5_NEOLE, tr|A0A1A6GKC0|A0A1A6GKC0_NEOLE, tr|A0A1A6GUU0|A0A1A6GUU0_NEOLE, tr|A0A1A6H5B6|A0A1A6H5B6_NEOLE
OG0000043	sp|P07900|HS90A_HUMAN	tr|A0A1A6GHL6|A0A1A6GHL6_NEOLE
OG0000044	sp|P51991|ROA3_HUMAN	tr|A0A1A6HLU7|A0A1A6HLU7_NEOLE
OG0000044	sp|P22626|ROA2_HUMAN	tr|A0A1A6GWC7|A0A1A6GWC7_NEOLE, tr|A0A1A6GDQ0|A0A1A6GDQ0_NEOLE, tr|A0A1A6GXP9|A0A1A6GXP9_NEOLE, tr|A0A1A6GFD3|A0A1A6GFD3_NEOLE, tr|A0A1A6HFH0|A0A1A6HFH0_NEOLE, tr|A0A1A6FZR1|A0A1A6FZR1_NEOLE, tr|A0A1A6HQZ6|A0A1A6HQZ6_NEOLE, tr|A0A1A6GJQ9|A0A1A6GJQ9_NEOLE, tr|A0A1A6FSV2|A0A1A6FSV2_NEOLE, tr|A0A1A6GI63|A0A1A6GI63_NEOLE, tr|A0A1A6GYQ0|A0A1A6GYQ0_NEOLE, tr|A0A1A6GQC9|A0A1A6GQC9_NEOLE, tr|A0A1A6HJZ5|A0A1A6HJZ5_NEOLE, tr|A0A1A6GM04|A0A1A6GM04_NEOLE, tr|A0A1A6GH24|A0A1A6GH24_NEOLE, tr|A0A1A6HET7|A0A1A6HET7_NEOLE, tr|A0A1A6FTX5|A0A1A6FTX5_NEOLE, tr|A0A1A6GJJ8|A0A1A6GJJ8_NEOLE, tr|A0A1A6HZA6|A0A1A6HZA6_NEOLE, tr|A0A1A6G1W5|A0A1A6G1W5_NEOLE, tr|A0A1A6GKY7|A0A1A6GKY7_NEOLE
OG0000045	sp|A0A0B4J241|TVAM1_HUMAN	tr|A0A1A6HGH4|A0A1A6HGH4_NEOLE
OG0000045	sp|A0A075B6T8|TVA91_HUMAN, sp|A0A087WT02|TVA92_HUMAN	tr|A0A1A6HCB4|A0A1A6HCB4_NEOLE, tr|A0A1A6GET5|A0A1A6GET5_NEOLE, tr|A0A1A6FTT3|A0A1A6FTT3_NEOLE, tr|A0A1A6HMH6|A0A1A6HMH6_NEOLE, tr|A0A1A6GJK1|A0A1A6GJK1_NEOLE, tr|A0A1A6GJY8|A0A1A6GJY8_NEOLE, tr|A0A1A6H5D2|A0A1A6H5D2_NEOLE
OG0000045	sp|A0A075B6X5|TVA18_HUMAN	tr|A0A1A6GE29|A0A1A6GE29_NEOLE, tr|A0A1A6FUE8|A0A1A6FUE8_NEOLE, tr|A0A1A6HBC1|A0A1A6HBC1_NEOLE, tr|A0A1A6GSE8|A0A1A6GSE8_NEOLE
OG0000046	sp|P13929|ENOB_HUMAN	tr|A0A1A6HLG7|A0A1A6HLG7_NEOLE
OG0000046	sp|P09104|ENOG_HUMAN	tr|A0A1A6HDG0|A0A1A6HDG0_NEOLE
OG0000046	sp|P06733|ENOA_HUMAN	tr|A0A1A6GSP6|A0A1A6GSP6_NEOLE, tr|A0A1A6H8M5|A0A1A6H8M5_NEOLE, tr|A0A1A6GVI5|A0A1A6GVI5_NEOLE, tr|A0A1A6FV84|A0A1A6FV84_NEOLE, tr|A0A1A6HHF0|A0A1A6HHF0_NEOLE, tr|A0A1A6GX03|A0A1A6GX03_NEOLE, tr|A0A1A6HMV2|A0A1A6HMV2_NEOLE, tr|A0A1A6HI18|A0A1A6HI18_NEOLE, tr|A0A1A6H6L7|A0A1A6H6L7_NEOLE, tr|A0A1A6H9J8|A0A1A6H9J8_NEOLE, tr|A0A1A6HUF9|A0A1A6HUF9_NEOLE, tr|A0A1A6HIE3|A0A1A6HIE3_NEOLE, tr|A0A1A6HBI5|A0A1A6HBI5_NEOLE, tr|A0A1A6GW74|A0A1A6GW74_NEOLE, tr|A0A1A6H0E3|A0A1A6H0E3_NEOLE, tr|A0A1A6GR80|A0A1A6GR80_NEOLE, tr|A0A1A6H212|A0A1A6H212_NEOLE, tr|A0A1A6GFC2|A0A1A6GFC2_NEOLE
OG0000047	sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|O76001|OR2J3_HUMAN	tr|A0A1A6H175|A0A1A6H175_NEOLE
OG0000047	sp|Q8NGV0|OR2Y1_HUMAN, sp|Q8NGU4|OR2I1_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|A6NFC9|OR2W5_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|O95371|OR2C1_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q5JQS5|OR2BB_HUMAN	tr|A0A1A6FU02|A0A1A6FU02_NEOLE
