Orthogroup	Homo_sapiens	Bos_mutus
OG0012827	sp|P62987|RL40_HUMAN	tr|L8IHJ9|L8IHJ9_9CETA
OG0012828	sp|Q9NYQ8|FAT2_HUMAN	tr|L8IHR1|L8IHR1_9CETA
OG0012829	sp|P0DTL6|ZTRF1_HUMAN	tr|L8III2|L8III2_9CETA
OG0012830	sp|Q15051|IQCB1_HUMAN	tr|L8IJ51|L8IJ51_9CETA
OG0012831	sp|P30533|AMRP_HUMAN	tr|L8IL81|L8IL81_9CETA
OG0012832	sp|Q92990|GLMN_HUMAN	tr|L8IL88|L8IL88_9CETA
OG0012833	sp|Q9HCU5|PREB_HUMAN	tr|L8ILM7|L8ILM7_9CETA
OG0012834	sp|Q9BU64|CENPO_HUMAN	tr|L8IMN6|L8IMN6_9CETA
OG0012835	sp|Q9NQ33|ASCL3_HUMAN	tr|L8IMW8|L8IMW8_9CETA
OG0012836	sp|P03973|SLPI_HUMAN	tr|L8INE6|L8INE6_9CETA
OG0012837	sp|P46977|STT3A_HUMAN	tr|L8IPA5|L8IPA5_9CETA
OG0012838	sp|Q5BJE1|CC178_HUMAN	tr|L8IPV8|L8IPV8_9CETA
OG0012839	sp|Q9HB65|ELL3_HUMAN	tr|L8ITZ8|L8ITZ8_9CETA
OG0012840	sp|Q9H9Y6|RPA2_HUMAN	tr|L8IVA2|L8IVA2_9CETA
OG0012841	sp|Q15006|EMC2_HUMAN	tr|L8IVV6|L8IVV6_9CETA
OG0012842	sp|P43005|EAA3_HUMAN	tr|L8IWH7|L8IWH7_9CETA
OG0012843	sp|O95711|LY86_HUMAN	tr|L8IX07|L8IX07_9CETA
OG0012844	sp|Q96LC9|BMF_HUMAN	tr|L8IXF5|L8IXF5_9CETA
OG0012845	sp|Q8TE12|LMX1A_HUMAN	tr|L8IYC9|L8IYC9_9CETA
OG0012846	sp|Q96GV9|MACIR_HUMAN	tr|L8IZQ6|L8IZQ6_9CETA
OG0012847	sp|Q9BVM2|DPCD_HUMAN	tr|L8IZW8|L8IZW8_9CETA
OG0012848	sp|Q9H1R2|DUS15_HUMAN	tr|L8J055|L8J055_9CETA
OG0012849	sp|O95096|NKX22_HUMAN	tr|L8J0W9|L8J0W9_9CETA
OG0012850	sp|Q8N148|OR6V1_HUMAN	tr|L8J275|L8J275_9CETA
OG0012851	sp|Q7L2K0|TEDC2_HUMAN	tr|L8J2K5|L8J2K5_9CETA
OG0012852	sp|Q99470|SDF2_HUMAN	tr|L8J354|L8J354_9CETA
OG0012853	sp|Q9BRB3|PIGQ_HUMAN	tr|L8J614|L8J614_9CETA
OG0012854	sp|Q99519|NEUR1_HUMAN	tr|L8HMA9|L8HMA9_9CETA
OG0012855	sp|Q9UDY8|MALT1_HUMAN	tr|L8HNI0|L8HNI0_9CETA
OG0012856	sp|Q8N7L0|F216B_HUMAN	tr|L8HQJ2|L8HQJ2_9CETA
OG0012857	sp|O94966|UBP19_HUMAN	tr|L8HSR7|L8HSR7_9CETA
OG0012858	sp|Q9Y3C8|UFC1_HUMAN	tr|L8HT22|L8HT22_9CETA
OG0012859	sp|P30040|ERP29_HUMAN	tr|L8HTM4|L8HTM4_9CETA
OG0012860	sp|Q01130|SRSF2_HUMAN	tr|L8HUB1|L8HUB1_9CETA
OG0012861	sp|Q99547|MPH6_HUMAN	tr|L8HUB3|L8HUB3_9CETA
OG0012862	sp|Q9UG63|ABCF2_HUMAN	tr|L8HUT4|L8HUT4_9CETA
OG0012863	sp|Q13724|MOGS_HUMAN	tr|L8HVT6|L8HVT6_9CETA
OG0012864	sp|Q5TKA1|LIN9_HUMAN	tr|L8HXK7|L8HXK7_9CETA
OG0012865	sp|Q5QP82|DCA10_HUMAN	tr|L8HYG2|L8HYG2_9CETA
OG0012866	sp|Q17RM4|CC142_HUMAN	tr|L8HZ82|L8HZ82_9CETA
OG0012867	sp|O60522|TDRD6_HUMAN	tr|L8HZG6|L8HZG6_9CETA
OG0012868	sp|Q9NX63|MIC19_HUMAN	tr|L8HZX2|L8HZX2_9CETA
OG0012869	sp|P20132|SDHL_HUMAN	tr|L8I028|L8I028_9CETA
OG0012870	sp|Q9C040|TRIM2_HUMAN	tr|L8I1X2|L8I1X2_9CETA
OG0012871	sp|Q9UKG4|S13A4_HUMAN	tr|L8I289|L8I289_9CETA
OG0012872	sp|Q5VW32|BROX_HUMAN	tr|L8I390|L8I390_9CETA
OG0012873	sp|P60673|PROF3_HUMAN	tr|L8I3N5|L8I3N5_9CETA
OG0012874	sp|Q9HBM0|VEZA_HUMAN	tr|L8I5N3|L8I5N3_9CETA
OG0012875	sp|P05783|K1C18_HUMAN	tr|L8I6M7|L8I6M7_9CETA
OG0012876	sp|Q99720|SGMR1_HUMAN	tr|L8I751|L8I751_9CETA
OG0012877	sp|Q5JTV8|TOIP1_HUMAN	tr|L8I7Q4|L8I7Q4_9CETA
OG0012878	sp|Q9HCS5|E41LA_HUMAN	tr|L8I7V2|L8I7V2_9CETA
OG0012879	sp|Q5T1S8|NCMAP_HUMAN	tr|L8I9F4|L8I9F4_9CETA
OG0012880	sp|Q96JX3|SRAC1_HUMAN	tr|L8I9Z8|L8I9Z8_9CETA
OG0012881	sp|A1L1A6|IGS23_HUMAN	tr|L8IA45|L8IA45_9CETA
OG0012882	sp|Q8N1M1|BEST3_HUMAN	tr|L8IAB6|L8IAB6_9CETA
OG0012883	sp|Q7Z5G4|GOGA7_HUMAN	tr|L8IAC6|L8IAC6_9CETA
OG0012884	sp|Q9BYR8|KRA31_HUMAN	tr|L8IAV7|L8IAV7_9CETA
OG0012885	sp|P01350|GAST_HUMAN	tr|L8IBT7|L8IBT7_9CETA
OG0012886	sp|O60895|RAMP2_HUMAN	tr|L8ICG7|L8ICG7_9CETA
OG0012887	sp|P49746|TSP3_HUMAN	tr|L8ICS4|L8ICS4_9CETA
OG0012888	sp|Q5FWF5|ESCO1_HUMAN	tr|L8ID77|L8ID77_9CETA
OG0012889	sp|P55199|ELL_HUMAN	tr|L8IDI9|L8IDI9_9CETA
OG0012890	sp|Q8N2G8|GHDC_HUMAN	tr|L8IEG7|L8IEG7_9CETA
OG0012891	sp|Q9UKK9|NUDT5_HUMAN	tr|L8IFS5|L8IFS5_9CETA
OG0012892	sp|O75949|NALF2_HUMAN	tr|L8IHM3|L8IHM3_9CETA
OG0012893	sp|Q9BSU1|PHAF1_HUMAN	tr|L8II68|L8II68_9CETA
OG0012894	sp|Q8N4Z0|RAB42_HUMAN	tr|L8IJ28|L8IJ28_9CETA
OG0012895	sp|Q96CT2|KLH29_HUMAN	tr|L8IJS2|L8IJS2_9CETA
OG0012896	sp|Q7L0J3|SV2A_HUMAN	tr|L8ILF4|L8ILF4_9CETA
OG0012897	sp|Q6NXG1|ESRP1_HUMAN	tr|L8ILX2|L8ILX2_9CETA
OG0012898	sp|O15266|SHOX_HUMAN	tr|L8IMJ2|L8IMJ2_9CETA
OG0012899	sp|P54868|HMCS2_HUMAN	tr|L8INN7|L8INN7_9CETA
OG0012900	sp|Q9UJM3|ERRFI_HUMAN	tr|L8IQC2|L8IQC2_9CETA
OG0012901	sp|Q8WYQ9|ZCH14_HUMAN	tr|L8IQC5|L8IQC5_9CETA
OG0012902	sp|Q14766|LTBP1_HUMAN	tr|L8IQJ9|L8IQJ9_9CETA
OG0012903	sp|Q12894|IFRD2_HUMAN	tr|L8IQX3|L8IQX3_9CETA
OG0012904	sp|Q6QHC5|DEGS2_HUMAN	tr|L8IRN0|L8IRN0_9CETA
OG0012905	sp|P56715|RP1_HUMAN	tr|L8IV86|L8IV86_9CETA
OG0012906	sp|O60477|BRNP1_HUMAN	tr|L8IVC2|L8IVC2_9CETA
OG0012907	sp|O75150|BRE1B_HUMAN	tr|L8IZK7|L8IZK7_9CETA
OG0012908	sp|P01031|CO5_HUMAN	tr|L8J0E1|L8J0E1_9CETA
OG0012909	sp|P39900|MMP12_HUMAN	tr|L8J133|L8J133_9CETA
OG0012910	sp|Q9UN88|GBRT_HUMAN	tr|L8J1C4|L8J1C4_9CETA
OG0012911	sp|P59826|BPIB3_HUMAN	tr|L8J1G1|L8J1G1_9CETA
OG0012912	sp|Q5XG99|LYSM4_HUMAN	tr|L8J2W6|L8J2W6_9CETA
OG0012913	sp|Q96KJ9|COX42_HUMAN	tr|L8J3T8|L8J3T8_9CETA
OG0012914	sp|Q9BTE7|DCNL5_HUMAN	tr|L8J3Z0|L8J3Z0_9CETA
OG0012915	sp|Q7Z6M3|MILR1_HUMAN	tr|L8J493|L8J493_9CETA
OG0012916	sp|Q8NFR7|CC148_HUMAN	tr|L8HLG2|L8HLG2_9CETA
OG0012917	sp|Q9Y3B1|PLD3B_HUMAN	tr|L8HMX1|L8HMX1_9CETA
OG0012918	sp|P46781|RS9_HUMAN	tr|L8HNQ1|L8HNQ1_9CETA
OG0012919	sp|P56730|NETR_HUMAN	tr|L8HP47|L8HP47_9CETA
OG0012920	sp|Q86U10|LPP60_HUMAN	tr|L8HQ40|L8HQ40_9CETA
OG0012921	sp|Q8N1Q1|CAH13_HUMAN	tr|L8HQL3|L8HQL3_9CETA
OG0012922	sp|P60006|APC15_HUMAN	tr|L8HSU5|L8HSU5_9CETA
OG0012923	sp|P32004|L1CAM_HUMAN	tr|L8HTF5|L8HTF5_9CETA
OG0012924	sp|O43745|CHP2_HUMAN	tr|L8HTG8|L8HTG8_9CETA
OG0012925	sp|Q8N159|NAGS_HUMAN	tr|L8HTP2|L8HTP2_9CETA
OG0012926	sp|Q6ZN55|ZN574_HUMAN	tr|L8HUI0|L8HUI0_9CETA
OG0012927	sp|P20273|CD22_HUMAN	tr|L8HV55|L8HV55_9CETA
OG0012928	sp|Q7Z3H0|PANKY_HUMAN	tr|L8HW87|L8HW87_9CETA
OG0012929	sp|P29965|CD40L_HUMAN	tr|L8HWN5|L8HWN5_9CETA
OG0012930	sp|Q68CP9|ARID2_HUMAN	tr|L8HWQ2|L8HWQ2_9CETA
OG0012931	sp|Q9H0T7|RAB17_HUMAN	tr|L8HYD7|L8HYD7_9CETA
OG0012932	sp|Q99542|MMP19_HUMAN	tr|L8HYP1|L8HYP1_9CETA
OG0012933	sp|P15954|COX7C_HUMAN	tr|L8I0C4|L8I0C4_9CETA
OG0012934	sp|Q9NQ25|SLAF7_HUMAN	tr|L8I2K6|L8I2K6_9CETA
OG0012935	sp|Q8IVL8|CBPO_HUMAN	tr|L8I2N2|L8I2N2_9CETA
OG0012936	sp|Q12907|LMAN2_HUMAN	tr|L8I2W7|L8I2W7_9CETA
OG0012937	sp|Q07837|SLC31_HUMAN	tr|L8I3V1|L8I3V1_9CETA
OG0012938	sp|Q8TAE7|KCNG3_HUMAN	tr|L8I4M3|L8I4M3_9CETA
OG0012939	sp|Q9C0J9|BHE41_HUMAN	tr|L8I4T3|L8I4T3_9CETA
OG0012940	sp|Q8NG35|D105A_HUMAN	tr|L8I5E1|L8I5E1_9CETA
OG0012941	sp|Q8TBN0|R3GEF_HUMAN	tr|L8I863|L8I863_9CETA
OG0012942	sp|O75191|XYLB_HUMAN	tr|L8I8H6|L8I8H6_9CETA
OG0012943	sp|P30793|GCH1_HUMAN	tr|L8I9J8|L8I9J8_9CETA
OG0012944	sp|Q9Y5J5|PHLA3_HUMAN	tr|L8IAC1|L8IAC1_9CETA
OG0012945	sp|Q8IZF0|NALCN_HUMAN	tr|L8ICI2|L8ICI2_9CETA
OG0012946	sp|Q6TCH4|PAQR6_HUMAN	tr|L8ICU4|L8ICU4_9CETA
OG0012947	sp|Q6UXN8|CLC9A_HUMAN	tr|L8ID70|L8ID70_9CETA
OG0012948	sp|Q96JN0|LCOR_HUMAN	tr|L8IDB3|L8IDB3_9CETA
OG0012949	sp|Q6X784|ZPBP2_HUMAN	tr|L8IF22|L8IF22_9CETA
OG0012950	sp|Q9UNZ5|L10K_HUMAN	tr|L8IF44|L8IF44_9CETA
OG0012951	sp|P04062|GBA1_HUMAN	tr|L8IGM7|L8IGM7_9CETA
OG0012952	sp|Q9Y3D0|CIA2B_HUMAN	tr|L8II71|L8II71_9CETA
OG0012953	sp|O75396|SC22B_HUMAN	tr|L8IJJ3|L8IJJ3_9CETA
OG0012954	sp|Q9H8W4|PKHF2_HUMAN	tr|L8ILX8|L8ILX8_9CETA
OG0012955	sp|Q2VPB7|AP5B1_HUMAN	tr|L8INB7|L8INB7_9CETA
OG0012956	sp|O60258|FGF17_HUMAN	tr|L8INK5|L8INK5_9CETA
OG0012957	sp|Q9UFC0|LRWD1_HUMAN	tr|L8IPE3|L8IPE3_9CETA
OG0012958	sp|Q13596|SNX1_HUMAN	tr|L8IQ20|L8IQ20_9CETA
OG0012959	sp|P04054|PA21B_HUMAN	tr|L8IS63|L8IS63_9CETA
OG0012960	sp|Q9UJW9|SRTD3_HUMAN	tr|L8IUJ7|L8IUJ7_9CETA
OG0012961	sp|P09629|HXB7_HUMAN	tr|L8IV77|L8IV77_9CETA
OG0012962	sp|Q9HD89|RETN_HUMAN	tr|L8IVC6|L8IVC6_9CETA
OG0012963	sp|Q9HB21|PKHA1_HUMAN	tr|L8IVF4|L8IVF4_9CETA
OG0012964	sp|P14735|IDE_HUMAN	tr|L8IVP3|L8IVP3_9CETA
OG0012965	sp|Q8NG66|NEK11_HUMAN	tr|L8IZN9|L8IZN9_9CETA
OG0012966	sp|Q9H9Q4|NHEJ1_HUMAN	tr|L8J027|L8J027_9CETA
OG0012967	sp|P53384|NUBP1_HUMAN	tr|L8J0V1|L8J0V1_9CETA
OG0012968	sp|Q16762|THTR_HUMAN	tr|L8J2G9|L8J2G9_9CETA
OG0012969	sp|P49146|NPY2R_HUMAN	tr|L8J2K4|L8J2K4_9CETA
OG0012970	sp|Q2KHN1|RN151_HUMAN	tr|L8J3Q7|L8J3Q7_9CETA
OG0012971	sp|Q86TB3|ALPK2_HUMAN	tr|L8HMB2|L8HMB2_9CETA
OG0012972	sp|Q9UBR2|CATZ_HUMAN	tr|L8HMW8|L8HMW8_9CETA
OG0012973	sp|Q5THR3|EFCB6_HUMAN	tr|L8HNE5|L8HNE5_9CETA
OG0012974	sp|Q96A54|PAQR1_HUMAN	tr|L8HQ60|L8HQ60_9CETA
OG0012975	sp|Q5T0J7|TEX35_HUMAN	tr|L8HQ77|L8HQ77_9CETA
OG0012976	sp|Q9NZ43|USE1_HUMAN	tr|L8HQE4|L8HQE4_9CETA
OG0012977	sp|Q8NFH3|NUP43_HUMAN	tr|L8HSW5|L8HSW5_9CETA
OG0012978	sp|P0DMS9|TMIG3_HUMAN	tr|L8HY06|L8HY06_9CETA
OG0012979	sp|Q5SSJ5|HP1B3_HUMAN	tr|L8HYY3|L8HYY3_9CETA
OG0012980	sp|A0A494BZU4|T217B_HUMAN	tr|L8HZ56|L8HZ56_9CETA
OG0012981	sp|Q9BTA0|F167B_HUMAN	tr|L8I0E8|L8I0E8_9CETA
OG0012982	sp|Q6YFQ2|CX6B2_HUMAN	tr|L8I0J9|L8I0J9_9CETA
OG0012983	sp|Q5U5R9|HECD2_HUMAN	tr|L8I1E8|L8I1E8_9CETA
OG0012984	sp|Q6ZRC1|CD050_HUMAN	tr|L8I1X8|L8I1X8_9CETA
OG0012985	sp|Q12841|FSTL1_HUMAN	tr|L8I212|L8I212_9CETA
OG0012986	sp|A8MPY1|GBRR3_HUMAN	tr|L8I227|L8I227_9CETA
OG0012987	sp|Q8NDX9|LY65B_HUMAN	tr|L8I269|L8I269_9CETA
OG0012988	sp|P35398|RORA_HUMAN	tr|L8I2M3|L8I2M3_9CETA
OG0012989	sp|Q8IZN7|D107A_HUMAN	tr|L8I2S6|L8I2S6_9CETA
OG0012990	sp|P55899|FCGRN_HUMAN	tr|L8I2U1|L8I2U1_9CETA
OG0012991	sp|Q8NG11|TSN14_HUMAN	tr|L8I732|L8I732_9CETA
OG0012992	sp|Q8N119|MMP21_HUMAN	tr|L8I7J6|L8I7J6_9CETA
OG0012993	sp|Q9BUE6|ISCA1_HUMAN	tr|L8I8W6|L8I8W6_9CETA
OG0012994	sp|Q96QF7|GCNA_HUMAN	tr|L8I991|L8I991_9CETA
OG0012995	sp|O75486|SUPT3_HUMAN	tr|L8I9T5|L8I9T5_9CETA
OG0012996	sp|Q03135|CAV1_HUMAN	tr|L8ICQ0|L8ICQ0_9CETA
OG0012997	sp|A6NGB7|TM221_HUMAN	tr|L8IEC0|L8IEC0_9CETA
OG0012998	sp|Q6ZUI0|TPRG1_HUMAN	tr|L8IEL2|L8IEL2_9CETA
OG0012999	sp|P78380|OLR1_HUMAN	tr|L8IF42|L8IF42_9CETA
OG0013000	sp|Q8IWA6|CCD60_HUMAN	tr|L8IFB0|L8IFB0_9CETA
OG0013001	sp|Q96NG3|ODAD4_HUMAN	tr|L8IFL9|L8IFL9_9CETA
OG0013002	sp|Q5UCC4|EMC10_HUMAN	tr|L8IFZ8|L8IFZ8_9CETA
OG0013003	sp|P28222|5HT1B_HUMAN	tr|L8IGV0|L8IGV0_9CETA
OG0013004	sp|Q8NHU3|SMS2_HUMAN	tr|L8II84|L8II84_9CETA
OG0013005	sp|Q969L2|MAL2_HUMAN	tr|L8IIH8|L8IIH8_9CETA
OG0013006	sp|Q96IZ5|RBM41_HUMAN	tr|L8IIZ6|L8IIZ6_9CETA
OG0013007	sp|Q8IZ20|ZN683_HUMAN	tr|L8IIZ8|L8IIZ8_9CETA
OG0013008	sp|A7MD48|SRRM4_HUMAN	tr|L8IJC9|L8IJC9_9CETA
OG0013009	sp|Q96PE7|MCEE_HUMAN	tr|L8IKB3|L8IKB3_9CETA
OG0013010	sp|A4D1B5|GSAP_HUMAN	tr|L8IKX8|L8IKX8_9CETA
OG0013011	sp|Q96S53|TESK2_HUMAN	tr|L8IM81|L8IM81_9CETA
OG0013012	sp|Q8ND07|BBOF1_HUMAN	tr|L8IMZ9|L8IMZ9_9CETA
OG0013013	sp|P27987|IP3KB_HUMAN	tr|L8IPS3|L8IPS3_9CETA
OG0013014	sp|Q8N8R3|MCATL_HUMAN	tr|L8IQN3|L8IQN3_9CETA
OG0013015	sp|Q9Y5Z4|HEBP2_HUMAN	tr|L8IRV9|L8IRV9_9CETA
OG0013016	sp|Q96EB1|ELP4_HUMAN	tr|L8ITH6|L8ITH6_9CETA
OG0013017	sp|O43521|B2L11_HUMAN	tr|L8IVA4|L8IVA4_9CETA
OG0013018	sp|Q8N1B4|VPS52_HUMAN	tr|L8IVN1|L8IVN1_9CETA
OG0013019	sp|Q86W50|MET16_HUMAN	tr|L8IW45|L8IW45_9CETA
OG0013020	sp|O00330|ODPX_HUMAN	tr|L8IWY9|L8IWY9_9CETA
OG0013021	sp|Q9NRH2|SNRK_HUMAN	tr|L8IXA2|L8IXA2_9CETA
OG0013022	sp|Q9Y6M5|ZNT1_HUMAN	tr|L8J064|L8J064_9CETA
OG0013023	sp|Q6DKK2|TTC19_HUMAN	tr|L8J1H2|L8J1H2_9CETA
OG0013024	sp|Q05586|NMDZ1_HUMAN	tr|L8J1W6|L8J1W6_9CETA
OG0013025	sp|Q9UHF1|EGFL7_HUMAN	tr|L8J1X5|L8J1X5_9CETA
OG0013026	sp|Q9Y6U7|RN215_HUMAN	tr|L8J2D3|L8J2D3_9CETA
OG0013027	sp|Q99501|GA2L1_HUMAN	tr|L8J2E6|L8J2E6_9CETA
OG0013028	sp|Q8IXI1|MIRO2_HUMAN	tr|L8J2F5|L8J2F5_9CETA
OG0013029	sp|O94923|GLCE_HUMAN	tr|L8HP87|L8HP87_9CETA
OG0013030	sp|Q7Z589|EMSY_HUMAN	tr|L8HQ82|L8HQ82_9CETA
OG0013031	sp|Q8WZ60|KLHL6_HUMAN	tr|L8HR08|L8HR08_9CETA
OG0013032	sp|Q5T1V6|DDX59_HUMAN	tr|L8HRG0|L8HRG0_9CETA
OG0013033	sp|Q9H920|RN121_HUMAN	tr|L8HSQ5|L8HSQ5_9CETA
OG0013034	sp|Q8NG92|O13H1_HUMAN	tr|L8HTE5|L8HTE5_9CETA
OG0013035	sp|Q2TAL8|QRIC1_HUMAN	tr|L8HTM5|L8HTM5_9CETA
OG0013036	sp|Q9NV35|NUD15_HUMAN	tr|L8HU22|L8HU22_9CETA
OG0013037	sp|O43543|XRCC2_HUMAN	tr|L8HUA5|L8HUA5_9CETA
OG0013038	sp|Q14232|EI2BA_HUMAN	tr|L8I166|L8I166_9CETA
OG0013039	sp|Q9NQ94|A1CF_HUMAN	tr|L8I186|L8I186_9CETA
OG0013040	sp|P46091|CML2_HUMAN	tr|L8I2M9|L8I2M9_9CETA
OG0013041	sp|P25092|GUC2C_HUMAN	tr|L8I3F1|L8I3F1_9CETA
OG0013042	sp|Q14773|ICAM4_HUMAN	tr|L8I4Y6|L8I4Y6_9CETA
OG0013043	sp|Q7RTR2|NLRC3_HUMAN	tr|L8I837|L8I837_9CETA
OG0013044	sp|P06280|AGAL_HUMAN	tr|L8I8R5|L8I8R5_9CETA
OG0013045	sp|Q96KC8|DNJC1_HUMAN	tr|L8IBM7|L8IBM7_9CETA
OG0013046	sp|O60237|MYPT2_HUMAN	tr|L8IC50|L8IC50_9CETA
OG0013047	sp|P61812|TGFB2_HUMAN	tr|L8IDU1|L8IDU1_9CETA
OG0013048	sp|Q6ZS82|R9BP_HUMAN	tr|L8IEL5|L8IEL5_9CETA
OG0013049	sp|Q96IY4|CBPB2_HUMAN	tr|L8IGL2|L8IGL2_9CETA
OG0013050	sp|Q92974|ARHG2_HUMAN	tr|L8IGN9|L8IGN9_9CETA
OG0013051	sp|P47900|P2RY1_HUMAN	tr|L8IHC5|L8IHC5_9CETA
OG0013052	sp|Q96PD4|IL17F_HUMAN	tr|L8IHG4|L8IHG4_9CETA
OG0013053	sp|Q9H7T9|AUNIP_HUMAN	tr|L8II91|L8II91_9CETA
OG0013054	sp|P42701|I12R1_HUMAN	tr|L8IIF3|L8IIF3_9CETA
OG0013055	sp|A8MV65|VGLL3_HUMAN	tr|L8IK28|L8IK28_9CETA
OG0013056	sp|Q9Y6I7|WSB1_HUMAN	tr|L8IKS4|L8IKS4_9CETA
OG0013057	sp|P78346|RPP30_HUMAN	tr|L8ILG1|L8ILG1_9CETA
OG0013058	sp|Q8NC51|PAIRB_HUMAN	tr|L8ILG8|L8ILG8_9CETA
OG0013059	sp|Q6UWP7|LCLT1_HUMAN	tr|L8IN05|L8IN05_9CETA
OG0013060	sp|Q13610|PWP1_HUMAN	tr|L8INA6|L8INA6_9CETA
OG0013061	sp|Q15113|PCOC1_HUMAN	tr|L8INS5|L8INS5_9CETA
OG0013062	sp|Q8NFK1|CXG3_HUMAN	tr|L8IQC1|L8IQC1_9CETA
OG0013063	sp|P56915|GSC_HUMAN	tr|L8IQK8|L8IQK8_9CETA
OG0013064	sp|P28702|RXRB_HUMAN	tr|L8ISE0|L8ISE0_9CETA
OG0013065	sp|Q12893|TM115_HUMAN	tr|L8ISV6|L8ISV6_9CETA
OG0013066	sp|Q9C0F0|ASXL3_HUMAN	tr|L8IT66|L8IT66_9CETA
OG0013067	sp|Q8NCU8|MTLN_HUMAN	tr|L8IV71|L8IV71_9CETA
OG0013068	sp|P51157|RAB28_HUMAN	tr|L8IVL0|L8IVL0_9CETA
OG0013069	sp|Q9GZV3|SC5A7_HUMAN	tr|L8IVR3|L8IVR3_9CETA
OG0013070	sp|O95076|ALX3_HUMAN	tr|L8IVT3|L8IVT3_9CETA
OG0013071	sp|Q5TC79|ZBT37_HUMAN	tr|L8IXN1|L8IXN1_9CETA
OG0013072	sp|P30041|PRDX6_HUMAN	tr|L8IXN6|L8IXN6_9CETA
OG0013073	sp|P28908|TNR8_HUMAN	tr|L8IYQ0|L8IYQ0_9CETA
OG0013074	sp|P46095|GPR6_HUMAN	tr|L8IYW2|L8IYW2_9CETA
OG0013075	sp|P04141|CSF2_HUMAN	tr|L8IZE0|L8IZE0_9CETA
OG0013076	sp|Q8N944|AMER3_HUMAN	tr|L8J035|L8J035_9CETA
OG0013077	sp|Q5TFG8|ZC21B_HUMAN	tr|L8J185|L8J185_9CETA
OG0013078	sp|Q8NFR3|SPTSB_HUMAN	tr|L8J2U5|L8J2U5_9CETA
OG0013079	sp|P25786|PSA1_HUMAN	tr|L8J432|L8J432_9CETA
OG0013080	sp|P07360|CO8G_HUMAN	tr|L8J5K4|L8J5K4_9CETA
OG0013081	sp|Q96LT7|CI072_HUMAN	tr|L8J5Y3|L8J5Y3_9CETA
OG0013082	sp|Q96T55|KCNKG_HUMAN	tr|M0QSV8|M0QSV8_9CETA
OG0013083	sp|P55157|MTP_HUMAN	tr|L8HRP4|L8HRP4_9CETA
OG0013084	sp|O94906|PRP6_HUMAN	tr|L8HUJ3|L8HUJ3_9CETA
OG0013085	sp|Q00597|FANCC_HUMAN	tr|L8HUK1|L8HUK1_9CETA
OG0013086	sp|P26441|CNTF_HUMAN	tr|L8HX40|L8HX40_9CETA
OG0013087	sp|Q96EK2|PF21B_HUMAN	tr|L8HXS1|L8HXS1_9CETA
OG0013088	sp|Q9H081|MIS12_HUMAN	tr|L8HYD4|L8HYD4_9CETA
OG0013089	sp|Q6TGC4|PADI6_HUMAN	tr|L8HZX4|L8HZX4_9CETA
OG0013090	sp|Q8WUY8|NAT14_HUMAN	tr|L8I0J5|L8I0J5_9CETA
OG0013091	sp|Q7L1S5|CHST9_HUMAN	tr|L8I132|L8I132_9CETA
OG0013092	sp|Q9NWB6|ARGL1_HUMAN	tr|L8I361|L8I361_9CETA
OG0013093	sp|Q5T6F0|DCA12_HUMAN	tr|L8I3J4|L8I3J4_9CETA
OG0013094	sp|Q9H6F5|CCD86_HUMAN	tr|L8I4V2|L8I4V2_9CETA
OG0013095	sp|Q9HCU9|BRMS1_HUMAN	tr|L8I556|L8I556_9CETA
OG0013096	sp|Q8TER0|SNED1_HUMAN	tr|L8I731|L8I731_9CETA
OG0013097	sp|Q9NQE7|TSSP_HUMAN	tr|L8I7J0|L8I7J0_9CETA
OG0013098	sp|Q8WV22|NSE1_HUMAN	tr|L8I7X5|L8I7X5_9CETA
OG0013099	sp|Q13639|5HT4R_HUMAN	tr|L8I871|L8I871_9CETA
OG0013100	sp|Q969F9|HPS3_HUMAN	tr|L8I8H5|L8I8H5_9CETA
OG0013101	sp|Q8TD10|MIPO1_HUMAN	tr|L8I8W0|L8I8W0_9CETA
OG0013102	sp|P45973|CBX5_HUMAN	tr|L8I9B4|L8I9B4_9CETA
OG0013103	sp|Q9HCG7|GBA2_HUMAN	tr|L8I9D3|L8I9D3_9CETA
OG0013104	sp|Q93091|RNAS6_HUMAN	tr|L8I9Q0|L8I9Q0_9CETA
OG0013105	sp|Q8NI37|PPTC7_HUMAN	tr|L8IB59|L8IB59_9CETA
OG0013106	sp|Q9Y693|LHPL6_HUMAN	tr|L8IDC0|L8IDC0_9CETA
OG0013107	sp|Q9BRJ2|RM45_HUMAN	tr|L8IF01|L8IF01_9CETA
OG0013108	sp|O15085|ARHGB_HUMAN	tr|L8IFJ9|L8IFJ9_9CETA
OG0013109	sp|O95571|ETHE1_HUMAN	tr|L8IFK5|L8IFK5_9CETA
OG0013110	sp|Q5SVQ8|ZBT41_HUMAN	tr|L8IFQ7|L8IFQ7_9CETA
OG0013111	sp|Q06330|SUH_HUMAN	tr|L8IGM8|L8IGM8_9CETA
OG0013112	sp|Q9BZG2|PPAT_HUMAN	tr|L8IH80|L8IH80_9CETA
OG0013113	sp|Q92560|BAP1_HUMAN	tr|L8IHZ7|L8IHZ7_9CETA
OG0013114	sp|Q86UT6|NLRX1_HUMAN	tr|L8IJS1|L8IJS1_9CETA
OG0013115	sp|Q8NB37|GALD1_HUMAN	tr|L8IJX2|L8IJX2_9CETA
OG0013116	sp|Q9NP92|RT30_HUMAN	tr|L8IKC5|L8IKC5_9CETA
