Orthogroup	Homo_sapiens	Tupaia_chinensis
OG0000009	sp|Q9H342|O51J1_HUMAN	tr|L8Y989|L8Y989_TUPCH, tr|L8YBV0|L8YBV0_TUPCH, tr|L8YA47|L8YA47_TUPCH, tr|L8YAZ5|L8YAZ5_TUPCH, tr|L8Y6F0|L8Y6F0_TUPCH, tr|L9LDI4|L9LDI4_TUPCH, tr|L8Y5Z4|L8Y5Z4_TUPCH, tr|L8Y9T6|L8Y9T6_TUPCH, tr|L8YEP0|L8YEP0_TUPCH, tr|L9KR72|L9KR72_TUPCH, tr|L9KLQ4|L9KLQ4_TUPCH, tr|L8YGI1|L8YGI1_TUPCH
OG0000009	sp|Q9H344|O51I2_HUMAN	tr|L8YBE2|L8YBE2_TUPCH, tr|L8YBE7|L8YBE7_TUPCH, tr|L8YGJ0|L8YGJ0_TUPCH, tr|L8YEP5|L8YEP5_TUPCH, tr|L8YGI6|L8YGI6_TUPCH
OG0000009	tr|A0A3B3IT45|A0A3B3IT45_HUMAN	tr|L9L9Z7|L9L9Z7_TUPCH, tr|L9LA66|L9LA66_TUPCH, tr|L9L9L0|L9L9L0_TUPCH, tr|L8Y741|L8Y741_TUPCH, tr|L9LDH2|L9LDH2_TUPCH, tr|L9LAT8|L9LAT8_TUPCH, tr|L9LAT3|L9LAT3_TUPCH, tr|L9L9Z3|L9L9Z3_TUPCH, tr|L9LAS9|L9LAS9_TUPCH, tr|L9LDG3|L9LDG3_TUPCH, tr|L9LA58|L9LA58_TUPCH, tr|L9L9K5|L9L9K5_TUPCH, tr|L9LDG7|L9LDG7_TUPCH
OG0000009	sp|Q8NH59|O51Q1_HUMAN	tr|L8Y9U1|L8Y9U1_TUPCH, tr|L9KR77|L9KR77_TUPCH, tr|L9KL42|L9KL42_TUPCH, tr|L9KLR2|L9KLR2_TUPCH, tr|L9KLN9|L9KLN9_TUPCH, tr|L8YAW5|L8YAW5_TUPCH, tr|L8YBD7|L8YBD7_TUPCH
OG0000010	sp|Q9BXQ6|T121B_HUMAN	tr|L9JDS6|L9JDS6_TUPCH
OG0000010	sp|P46777|RL5_HUMAN	tr|L9KTG9|L9KTG9_TUPCH, tr|L9LCZ3|L9LCZ3_TUPCH, tr|L9KSC5|L9KSC5_TUPCH, tr|L9KFV9|L9KFV9_TUPCH, tr|L9KZ79|L9KZ79_TUPCH, tr|L9L4H6|L9L4H6_TUPCH, tr|L9K0K4|L9K0K4_TUPCH, tr|L9JIA6|L9JIA6_TUPCH, tr|L9L0V9|L9L0V9_TUPCH, tr|L9KYL1|L9KYL1_TUPCH, tr|L9JQ95|L9JQ95_TUPCH, tr|L9L8D6|L9L8D6_TUPCH, tr|L9JBN9|L9JBN9_TUPCH, tr|L9L6I9|L9L6I9_TUPCH, tr|L9KVX3|L9KVX3_TUPCH, tr|L9JLY6|L9JLY6_TUPCH, tr|L9KSF9|L9KSF9_TUPCH, tr|L9KW00|L9KW00_TUPCH, tr|L9KW56|L9KW56_TUPCH, tr|L9L6E9|L9L6E9_TUPCH, tr|L9JFW9|L9JFW9_TUPCH, tr|L9L476|L9L476_TUPCH, tr|L9KLT5|L9KLT5_TUPCH, tr|L9KLA4|L9KLA4_TUPCH, tr|L9KZY9|L9KZY9_TUPCH, tr|L9KGG6|L9KGG6_TUPCH, tr|L9KQC7|L9KQC7_TUPCH, tr|L9KKS6|L9KKS6_TUPCH, tr|L9KWW8|L9KWW8_TUPCH, tr|L9K2D7|L9K2D7_TUPCH, tr|L9L6G9|L9L6G9_TUPCH, tr|L9KXA4|L9KXA4_TUPCH, tr|L9KXY7|L9KXY7_TUPCH, tr|L9KIX8|L9KIX8_TUPCH, tr|L9LD36|L9LD36_TUPCH, tr|L9LC31|L9LC31_TUPCH
OG0000012	sp|P06315|KV502_HUMAN, sp|P01619|KV320_HUMAN, sp|A0A0C4DH25|KVD20_HUMAN, sp|A0A075B6H7|KV37_HUMAN, sp|A0A0C4DH55|KVD07_HUMAN, tr|A0A0C4DH90|A0A0C4DH90_HUMAN, sp|A0A087WSY6|KVD15_HUMAN, sp|P01624|KV315_HUMAN, sp|A0A0A0MRZ8|KVD11_HUMAN, sp|P04433|KV311_HUMAN, sp|Q15116|PDCD1_HUMAN, sp|P01594|KV133_HUMAN, sp|P01593|KVD33_HUMAN, sp|A0A075B6S5|KV127_HUMAN, sp|P04432|KVD39_HUMAN, sp|P01597|KV139_HUMAN, sp|A0A075B6S9|KV137_HUMAN, sp|P0DSN7|KVD37_HUMAN, sp|A0A0C4DH72|KV106_HUMAN, tr|A0A075B7D4|A0A075B7D4_HUMAN, tr|A0A0G2JRQ6|A0A0G2JRQ6_HUMAN, sp|A0A087WSZ0|KVD08_HUMAN, sp|A0A0C4DH67|KV108_HUMAN, sp|A0A0B4J1Z2|KVD43_HUMAN, sp|A0A075B6H8|KVD42_HUMAN, sp|P0DP09|KV113_HUMAN, sp|A0A0B4J2D9|KVD13_HUMAN, sp|A0A0C4DH69|KV109_HUMAN, sp|P01602|KV105_HUMAN, sp|P01611|KVD12_HUMAN, sp|A0A0C4DH73|KV112_HUMAN, sp|A0A075B6S4|KVD17_HUMAN, sp|P01599|KV117_HUMAN, sp|P01601|KVD16_HUMAN, sp|P04430|KV116_HUMAN	tr|L9JML7|L9JML7_TUPCH, tr|L9JM07|L9JM07_TUPCH
OG0000015	sp|P17028|ZNF24_HUMAN	tr|L9KP89|L9KP89_TUPCH
OG0000015	sp|Q96N95|ZN396_HUMAN, sp|Q3MJ62|ZSC23_HUMAN, sp|Q16670|ZSC26_HUMAN, sp|Q9H4T2|ZSC16_HUMAN, sp|O15535|ZSC9_HUMAN, sp|Q96LW9|ZSC31_HUMAN, sp|O43309|ZSC12_HUMAN, sp|Q9UNY5|ZN232_HUMAN, sp|P49910|ZN165_HUMAN, sp|Q86W11|ZSC30_HUMAN, sp|Q969J2|ZKSC4_HUMAN, sp|Q9BRR0|ZKSC3_HUMAN, sp|Q15776|ZKSC8_HUMAN, sp|Q9Y2L8|ZKSC5_HUMAN, sp|Q9NX65|ZSC32_HUMAN, sp|O14978|ZN263_HUMAN, sp|Q6ZMS4|ZN852_HUMAN, sp|Q9P0L1|ZKSC7_HUMAN, sp|O14709|ZN197_HUMAN, sp|Q92670|ZN75C_HUMAN, sp|P51815|ZN75D_HUMAN, sp|Q96N20|ZN75A_HUMAN, sp|Q9HBT7|ZN287_HUMAN, sp|Q8TF39|ZN483_HUMAN, sp|Q96GC6|ZN274_HUMAN, sp|P10073|ZSC22_HUMAN, sp|Q8NBB4|ZSCA1_HUMAN, sp|Q8N0Y2|ZN444_HUMAN, sp|Q9GZU2|PEG3_HUMAN, tr|A0A8I5KTY6|A0A8I5KTY6_HUMAN, sp|P17029|ZKSC1_HUMAN	tr|L9KQV9|L9KQV9_TUPCH
OG0000016	sp|P0C646|O52Z1_HUMAN	tr|L9KL54|L9KL54_TUPCH
OG0000016	sp|Q8NGF0|O52B6_HUMAN	tr|L8YGJ9|L8YGJ9_TUPCH
OG0000016	sp|Q96RD2|O52B2_HUMAN	tr|L8YBP3|L8YBP3_TUPCH, tr|L8YFD1|L8YFD1_TUPCH
OG0000016	sp|Q8NGJ2|O52H1_HUMAN	tr|L8YF92|L8YF92_TUPCH, tr|L8YFK3|L8YFK3_TUPCH, tr|L8YAY0|L8YAY0_TUPCH
OG0000016	sp|Q8NGK2|O52B4_HUMAN	tr|L8YEQ3|L8YEQ3_TUPCH, tr|L9LAV6|L9LAV6_TUPCH, tr|L9L9N4|L9L9N4_TUPCH, tr|L9L9N9|L9L9N9_TUPCH, tr|L9LDI7|L9LDI7_TUPCH, tr|L9LA86|L9LA86_TUPCH, tr|L9LA18|L9LA18_TUPCH, tr|L9LA23|L9LA23_TUPCH, tr|L9LAW0|L9LAW0_TUPCH
OG0000016	sp|Q9H346|O52D1_HUMAN	tr|L9LA29|L9LA29_TUPCH, tr|L9L9P4|L9L9P4_TUPCH, tr|L9LA91|L9LA91_TUPCH, tr|L9LAW5|L9LAW5_TUPCH, tr|L9L8E0|L9L8E0_TUPCH, tr|L8Y593|L8Y593_TUPCH, tr|L8YBF1|L8YBF1_TUPCH, tr|L8YAX4|L8YAX4_TUPCH
OG0000017	sp|Q6P9G9|ZN449_HUMAN	tr|L8YAT3|L8YAT3_TUPCH
OG0000017	sp|P19338|NUCL_HUMAN	tr|L9KWP5|L9KWP5_TUPCH, tr|L9KX61|L9KX61_TUPCH, tr|L9KYD2|L9KYD2_TUPCH, tr|L9L2V8|L9L2V8_TUPCH, tr|L9KHU7|L9KHU7_TUPCH, tr|L9KK10|L9KK10_TUPCH, tr|L9L243|L9L243_TUPCH, tr|L9KQ89|L9KQ89_TUPCH, tr|L9KLX1|L9KLX1_TUPCH, tr|L9KMG9|L9KMG9_TUPCH, tr|L9L595|L9L595_TUPCH, tr|L9L2X3|L9L2X3_TUPCH, tr|L9KL26|L9KL26_TUPCH, tr|L9L8B2|L9L8B2_TUPCH, tr|L9L7F0|L9L7F0_TUPCH, tr|L9LA69|L9LA69_TUPCH, tr|L9KMV8|L9KMV8_TUPCH, tr|L9KG66|L9KG66_TUPCH, tr|L9KUW7|L9KUW7_TUPCH, tr|L9KLB5|L9KLB5_TUPCH, tr|L9LC65|L9LC65_TUPCH, tr|L9JH56|L9JH56_TUPCH, tr|L9L248|L9L248_TUPCH, tr|L9L5A5|L9L5A5_TUPCH, tr|L9KH96|L9KH96_TUPCH, tr|L9L7C2|L9L7C2_TUPCH, tr|L8Y077|L8Y077_TUPCH, tr|L9KJN2|L9KJN2_TUPCH, tr|L9JAH9|L9JAH9_TUPCH, tr|L8Y393|L8Y393_TUPCH, tr|L9L5H1|L9L5H1_TUPCH
OG0000019	sp|Q96HQ0|ZN419_HUMAN, sp|Q6PK81|ZN773_HUMAN	tr|L8Y960|L8Y960_TUPCH
OG0000019	sp|P52741|ZN134_HUMAN	tr|L8YET5|L8YET5_TUPCH
OG0000019	sp|Q8TAW3|ZN671_HUMAN, sp|Q68DY9|ZN772_HUMAN, sp|Q3KQV3|ZN792_HUMAN	tr|L8XZ57|L8XZ57_TUPCH
OG0000020	sp|Q8NH43|OR4L1_HUMAN	tr|L8Y6Z8|L8Y6Z8_TUPCH, tr|L8Y6H2|L8Y6H2_TUPCH, tr|L8YAC4|L8YAC4_TUPCH, tr|L8YAM9|L8YAM9_TUPCH, tr|L8YCC5|L8YCC5_TUPCH, tr|L8YCC0|L8YCC0_TUPCH, tr|L8YAB9|L8YAB9_TUPCH, tr|L8Y6Z3|L8Y6Z3_TUPCH, tr|L8YAM5|L8YAM5_TUPCH, tr|L8Y6Y8|L8Y6Y8_TUPCH, tr|L8Y6G9|L8Y6G9_TUPCH, tr|L8YAB1|L8YAB1_TUPCH, tr|L9LBL8|L9LBL8_TUPCH, tr|L8YAC9|L8YAC9_TUPCH, tr|L8Y6H7|L8Y6H7_TUPCH, tr|L8YB67|L8YB67_TUPCH, tr|L8YBJ2|L8YBJ2_TUPCH, tr|L8Y7C4|L8Y7C4_TUPCH, tr|L9LEU3|L9LEU3_TUPCH, tr|L9LB73|L9LB73_TUPCH, tr|L8YAM1|L8YAM1_TUPCH, tr|L8Y6G4|L8Y6G4_TUPCH, tr|L9LBK2|L9LBK2_TUPCH, tr|L9LBG2|L9LBG2_TUPCH, tr|L9LB18|L9LB18_TUPCH, tr|L9LC58|L9LC58_TUPCH, tr|L9LEQ6|L9LEQ6_TUPCH, tr|L8YAN2|L8YAN2_TUPCH, tr|L8Y7C9|L8Y7C9_TUPCH, tr|L8Y7U8|L8Y7U8_TUPCH
OG0000024	sp|Q8NGA0|OR7G1_HUMAN	tr|L9JUB2|L9JUB2_TUPCH, tr|L9JUT2|L9JUT2_TUPCH, tr|L9JUS7|L9JUS7_TUPCH
OG0000024	sp|Q8NG95|OR7G3_HUMAN	tr|L9JUA9|L9JUA9_TUPCH
OG0000024	sp|Q8NG98|OR7D4_HUMAN	tr|L8YHT7|L8YHT7_TUPCH, tr|L9JY95|L9JY95_TUPCH, tr|L9JU98|L9JU98_TUPCH, tr|L9JUC8|L9JUC8_TUPCH, tr|L9JUA3|L9JUA3_TUPCH, tr|L8YCD1|L8YCD1_TUPCH, tr|L9JVA9|L9JVA9_TUPCH, tr|L9JVA5|L9JVA5_TUPCH, tr|L9JUS0|L9JUS0_TUPCH, tr|L8YCW5|L8YCW5_TUPCH, tr|L9JUS4|L9JUS4_TUPCH, tr|L9JY91|L9JY91_TUPCH, tr|L9JUD3|L9JUD3_TUPCH
OG0000024	sp|Q8NG99|OR7G2_HUMAN	tr|L9JVB5|L9JVB5_TUPCH, tr|L9JYA3|L9JYA3_TUPCH, tr|L9JUE2|L9JUE2_TUPCH, tr|L9JUT6|L9JUT6_TUPCH, tr|L9JUB7|L9JUB7_TUPCH
OG0000025	sp|Q8NGS3|OR1J1_HUMAN	tr|L9KNY6|L9KNY6_TUPCH
OG0000025	sp|Q8NGS1|OR1J4_HUMAN	tr|L9KNY2|L9KNY2_TUPCH
OG0000025	sp|Q8NGS2|OR1J2_HUMAN	tr|L9KPI3|L9KPI3_TUPCH, tr|L9KQA1|L9KQA1_TUPCH, tr|L9KPD4|L9KPD4_TUPCH, tr|L8YBL7|L8YBL7_TUPCH, tr|L9KW02|L9KW02_TUPCH, tr|L8Y6H0|L8Y6H0_TUPCH, tr|L9KWC4|L9KWC4_TUPCH, tr|L8YBP5|L8YBP5_TUPCH, tr|L9JBM4|L9JBM4_TUPCH, tr|L9JG08|L9JG08_TUPCH, tr|L9JD75|L9JD75_TUPCH, tr|L9JD43|L9JD43_TUPCH, tr|L9JDV0|L9JDV0_TUPCH, tr|L9JD47|L9JD47_TUPCH, tr|L8Y410|L8Y410_TUPCH, tr|L8Y405|L8Y405_TUPCH, tr|L8Y4I9|L8Y4I9_TUPCH, tr|L8Y9Y5|L8Y9Y5_TUPCH, tr|L9KTY8|L9KTY8_TUPCH, tr|L9KQ96|L9KQ96_TUPCH, tr|L9KNZ0|L9KNZ0_TUPCH, tr|L9KQ88|L9KQ88_TUPCH, tr|L9KPC9|L9KPC9_TUPCH, tr|L9KTZ2|L9KTZ2_TUPCH
OG0000027	sp|P04406|G3P_HUMAN	tr|L9LFE7|L9LFE7_TUPCH, tr|L9KXZ5|L9KXZ5_TUPCH, tr|L9KJ99|L9KJ99_TUPCH, tr|L9L801|L9L801_TUPCH, tr|L9KP17|L9KP17_TUPCH, tr|L9L4W6|L9L4W6_TUPCH, tr|L9L6B7|L9L6B7_TUPCH, tr|L9JGC3|L9JGC3_TUPCH, tr|L9JF51|L9JF51_TUPCH, tr|L9KNZ8|L9KNZ8_TUPCH, tr|L9L037|L9L037_TUPCH, tr|L9JFD5|L9JFD5_TUPCH, tr|L9LGH2|L9LGH2_TUPCH, tr|L9KQJ3|L9KQJ3_TUPCH, tr|L9JCX5|L9JCX5_TUPCH, tr|L9KR88|L9KR88_TUPCH, tr|L8Y3Y8|L8Y3Y8_TUPCH, tr|L9JJ74|L9JJ74_TUPCH, tr|L9KZL5|L9KZL5_TUPCH, tr|L9KMQ4|L9KMQ4_TUPCH, tr|L9L7S9|L9L7S9_TUPCH, tr|L9KYT6|L9KYT6_TUPCH, tr|L9L4T2|L9L4T2_TUPCH, tr|L9LCD7|L9LCD7_TUPCH, tr|L9JVN2|L9JVN2_TUPCH, tr|L9KQB1|L9KQB1_TUPCH, tr|L9KU63|L9KU63_TUPCH
OG0000028	sp|Q32P51|RA1L2_HUMAN	tr|L8Y483|L8Y483_TUPCH, tr|L9KNQ5|L9KNQ5_TUPCH, tr|L9KLY1|L9KLY1_TUPCH, tr|L9L0Z7|L9L0Z7_TUPCH, tr|L9JT48|L9JT48_TUPCH, tr|L9KU33|L9KU33_TUPCH, tr|L8Y9E7|L8Y9E7_TUPCH, tr|L8Y631|L8Y631_TUPCH
OG0000028	sp|P22626|ROA2_HUMAN	tr|L9L8Z0|L9L8Z0_TUPCH, tr|L9L743|L9L743_TUPCH, tr|L9L8R4|L9L8R4_TUPCH, tr|L8Y136|L8Y136_TUPCH, tr|L8Y3V4|L8Y3V4_TUPCH, tr|L8YAH4|L8YAH4_TUPCH, tr|L9KSN5|L9KSN5_TUPCH, tr|L9L2E4|L9L2E4_TUPCH, tr|L9L8T2|L9L8T2_TUPCH, tr|L9L4Y3|L9L4Y3_TUPCH, tr|L9KDE9|L9KDE9_TUPCH, tr|L8YB41|L8YB41_TUPCH
OG0000028	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|L9JCP8|L9JCP8_TUPCH, tr|L9KJ15|L9KJ15_TUPCH, tr|L8Y7W0|L8Y7W0_TUPCH, tr|L9KKX7|L9KKX7_TUPCH
OG0000029	sp|Q86T29|ZN605_HUMAN	tr|L9L0Q3|L9L0Q3_TUPCH
OG0000029	sp|Q63HQ0|AP1AR_HUMAN	tr|L9LA41|L9LA41_TUPCH, tr|L8YA82|L8YA82_TUPCH, tr|L9L232|L9L232_TUPCH, tr|L8YC29|L8YC29_TUPCH, tr|L8YC99|L8YC99_TUPCH, tr|L8YDM3|L8YDM3_TUPCH, tr|L9L1Z3|L9L1Z3_TUPCH, tr|L9KLZ9|L9KLZ9_TUPCH, tr|L8Y4V4|L8Y4V4_TUPCH, tr|L8YAE4|L8YAE4_TUPCH, tr|L8Y4S5|L8Y4S5_TUPCH, tr|L8Y0V6|L8Y0V6_TUPCH, tr|L9KSJ1|L9KSJ1_TUPCH, tr|L8YDD6|L8YDD6_TUPCH, tr|L8YAZ4|L8YAZ4_TUPCH, tr|L9KQH3|L9KQH3_TUPCH, tr|L9KJR6|L9KJR6_TUPCH, tr|L8Y9P1|L8Y9P1_TUPCH, tr|L9JCL7|L9JCL7_TUPCH, tr|L9JMP6|L9JMP6_TUPCH, tr|L9J9U0|L9J9U0_TUPCH, tr|L8Y525|L8Y525_TUPCH, tr|L8Y3W1|L8Y3W1_TUPCH, tr|L9KRG4|L9KRG4_TUPCH
OG0000031	sp|Q8NGP6|OR5M8_HUMAN	tr|L9KTA9|L9KTA9_TUPCH, tr|L9KSN3|L9KSN3_TUPCH, tr|L9KT13|L9KT13_TUPCH
OG0000031	sp|Q8NGP4|OR5M3_HUMAN	tr|L9KTX5|L9KTX5_TUPCH, tr|L9KT07|L9KT07_TUPCH
OG0000031	sp|Q8NGP3|OR5M9_HUMAN	tr|L9KSM9|L9KSM9_TUPCH
OG0000031	sp|Q96RB7|OR5MB_HUMAN	tr|L9KXQ0|L9KXQ0_TUPCH, tr|L9KTY2|L9KTY2_TUPCH, tr|L9KXQ5|L9KXQ5_TUPCH, tr|L9KM29|L9KM29_TUPCH, tr|L9KLC8|L9KLC8_TUPCH, tr|L9KKR2|L9KKR2_TUPCH, tr|L9JKJ9|L9JKJ9_TUPCH, tr|L9JCZ0|L9JCZ0_TUPCH, tr|L9KTZ5|L9KTZ5_TUPCH, tr|L9JCV3|L9JCV3_TUPCH, tr|L9KXQ9|L9KXQ9_TUPCH, tr|L9KT18|L9KT18_TUPCH, tr|L9KTB8|L9KTB8_TUPCH, tr|L9KTB2|L9KTB2_TUPCH, tr|L9KTY7|L9KTY7_TUPCH, tr|L9KSN7|L9KSN7_TUPCH
OG0000032	sp|Q969W8|ZN566_HUMAN	tr|L8Y8F5|L8Y8F5_TUPCH
OG0000032	sp|Q3KNS6|ZN829_HUMAN	tr|L8YC38|L8YC38_TUPCH
OG0000032	sp|Q8NA42|ZN383_HUMAN	tr|L8YHD9|L8YHD9_TUPCH
OG0000032	sp|Q6PG37|ZN790_HUMAN, sp|Q8N9K5|ZN565_HUMAN, sp|A8MQ14|ZN850_HUMAN, sp|Q8TAF7|ZN461_HUMAN, sp|Q9Y6R6|Z780B_HUMAN, sp|O75290|Z780A_HUMAN, sp|Q8NDQ6|ZN540_HUMAN, sp|Q86UE3|ZN546_HUMAN, sp|Q9HCL3|ZFP14_HUMAN, sp|Q7Z3V5|ZN571_HUMAN, sp|Q8N7M2|ZN283_HUMAN, sp|Q494X3|ZN404_HUMAN, sp|Q6P280|ZN529_HUMAN, sp|Q9Y2G7|ZFP30_HUMAN, sp|Q8N141|ZFP82_HUMAN	tr|L8Y7W3|L8Y7W3_TUPCH
OG0000034	sp|P19013|K2C4_HUMAN	tr|L9L901|L9L901_TUPCH
OG0000034	sp|Q01546|K22O_HUMAN	tr|L9L974|L9L974_TUPCH
OG0000034	sp|P12035|K2C3_HUMAN	tr|L9LCI8|L9LCI8_TUPCH
OG0000034	sp|P08729|K2C7_HUMAN	tr|L8YFN4|L8YFN4_TUPCH
OG0000034	sp|P05787|K2C8_HUMAN	tr|L9JAA0|L9JAA0_TUPCH, tr|L9L9V5|L9L9V5_TUPCH
OG0000035	sp|Q8NGJ3|O52E1_HUMAN	tr|L8Y5S6|L8Y5S6_TUPCH
OG0000035	sp|Q8NGH9|O52E4_HUMAN	tr|L8Y5S1|L8Y5S1_TUPCH, tr|L8YC36|L8YC36_TUPCH, tr|L8YH44|L8YH44_TUPCH, tr|L8YFL8|L8YFL8_TUPCH, tr|L8YBM6|L8YBM6_TUPCH, tr|L8YFA6|L8YFA6_TUPCH, tr|L8YFB1|L8YFB1_TUPCH
OG0000035	sp|Q8NGJ4|O52E2_HUMAN	tr|L8Y9F1|L8Y9F1_TUPCH, tr|L8YB61|L8YB61_TUPCH, tr|L8YA58|L8YA58_TUPCH, tr|L8Y9U6|L8Y9U6_TUPCH, tr|L8YH31|L8YH31_TUPCH, tr|L8YA53|L8YA53_TUPCH, tr|L8YC22|L8YC22_TUPCH, tr|L8Y5J6|L8Y5J6_TUPCH, tr|L8Y9F5|L8Y9F5_TUPCH, tr|L8Y5A2|L8Y5A2_TUPCH
OG0000035	sp|Q8NH55|O52E5_HUMAN	tr|L8YFM3|L8YFM3_TUPCH, tr|L8YH46|L8YH46_TUPCH
OG0000036	sp|Q8NH37|OR4C3_HUMAN	tr|L8Y0H1|L8Y0H1_TUPCH
OG0000036	sp|Q8NGB2|OR4C5_HUMAN	tr|L8Y437|L8Y437_TUPCH
OG0000036	sp|Q96R67|OR4CC_HUMAN	tr|L8Y0H9|L8Y0H9_TUPCH, tr|L8Y0H5|L8Y0H5_TUPCH, tr|L8Y5T2|L8Y5T2_TUPCH, tr|L8Y075|L8Y075_TUPCH, tr|L8Y5S7|L8Y5S7_TUPCH
OG0000037	sp|Q8NG92|O13H1_HUMAN	tr|L8YC04|L8YC04_TUPCH
OG0000037	sp|Q8NGS7|O13C8_HUMAN	tr|L8Y9Z4|L8Y9Z4_TUPCH, tr|L9L9B5|L9L9B5_TUPCH, tr|L9KQ21|L9KQ21_TUPCH, tr|L9K2P6|L9K2P6_TUPCH, tr|L9KP57|L9KP57_TUPCH, tr|L9KPA5|L9KPA5_TUPCH, tr|L9L561|L9L561_TUPCH, tr|L9L3W7|L9L3W7_TUPCH, tr|L9L839|L9L839_TUPCH, tr|L9L4J3|L9L4J3_TUPCH, tr|L9L564|L9L564_TUPCH, tr|L9L480|L9L480_TUPCH, tr|L9L5H9|L9L5H9_TUPCH, tr|L9L486|L9L486_TUPCH, tr|L9L9B8|L9L9B8_TUPCH, tr|L9L5R1|L9L5R1_TUPCH, tr|L9L844|L9L844_TUPCH, tr|L9L4J7|L9L4J7_TUPCH, tr|L9KTR6|L9KTR6_TUPCH, tr|L9KP47|L9KP47_TUPCH, tr|L9KNR1|L9KNR1_TUPCH, tr|L9KP96|L9KP96_TUPCH
OG0000038	sp|Q5MJ70|SPDYA_HUMAN, sp|Q5MJ68|SPDYC_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NLX3|SPDE4_HUMAN	tr|L9JLS4|L9JLS4_TUPCH
OG0000039	sp|Q8WZ92|OR5P2_HUMAN	tr|L9L3B9|L9L3B9_TUPCH, tr|L9L4J6|L9L4J6_TUPCH, tr|L9L3Z3|L9L3Z3_TUPCH, tr|L9L3M1|L9L3M1_TUPCH, tr|L9L7I9|L9L7I9_TUPCH, tr|L9L4J2|L9L4J2_TUPCH, tr|L9L3M5|L9L3M5_TUPCH, tr|L8YFC0|L8YFC0_TUPCH, tr|L8YDQ1|L8YDQ1_TUPCH, tr|L8YA36|L8YA36_TUPCH, tr|L9L7J3|L9L7J3_TUPCH, tr|L9JKV5|L9JKV5_TUPCH, tr|L9JKG8|L9JKG8_TUPCH, tr|L9JPB1|L9JPB1_TUPCH
OG0000039	sp|Q8WZ94|OR5P3_HUMAN	tr|L9J970|L9J970_TUPCH, tr|L9L3B4|L9L3B4_TUPCH, tr|L9L3Y8|L9L3Y8_TUPCH, tr|L9JKK8|L9JKK8_TUPCH, tr|L9JL29|L9JL29_TUPCH, tr|L9L3B0|L9L3B0_TUPCH, tr|L9L3L7|L9L3L7_TUPCH, tr|L9JKH2|L9JKH2_TUPCH
OG0000041	sp|Q9NYV8|T2R14_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59541|T2R30_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P59544|T2R50_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|P59533|T2R38_HUMAN, sp|Q9NYW4|TA2R5_HUMAN, sp|Q9NYW5|TA2R4_HUMAN, sp|Q9NYW6|TA2R3_HUMAN	tr|L9L1C6|L9L1C6_TUPCH
OG0000042	sp|C9JVI0|U17LB_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|Q6QN14|U17L6_HUMAN	tr|L8YD78|L8YD78_TUPCH
