Orthogroup	Homo_sapiens	Fukomys_damarensis
OG0009532	sp|P15144|AMPN_HUMAN	tr|A0A091DR33|A0A091DR33_FUKDA
OG0009533	sp|Q5VV43|K0319_HUMAN	tr|A0A091DRX5|A0A091DRX5_FUKDA
OG0009534	sp|P11182|ODB2_HUMAN	tr|A0A091DVR0|A0A091DVR0_FUKDA
OG0009535	sp|O43613|OX1R_HUMAN	tr|A0A091DVV1|A0A091DVV1_FUKDA
OG0009536	sp|O14730|RIOK3_HUMAN	tr|A0A091DWF0|A0A091DWF0_FUKDA
OG0009537	sp|P16144|ITB4_HUMAN	tr|A0A091DX20|A0A091DX20_FUKDA
OG0009538	sp|Q70CQ1|UBP49_HUMAN	tr|A0A091DYK4|A0A091DYK4_FUKDA
OG0009539	sp|Q9Y4X5|ARI1_HUMAN	tr|A0A091E0V5|A0A091E0V5_FUKDA
OG0009540	sp|Q16186|ADRM1_HUMAN	tr|A0A091E2B6|A0A091E2B6_FUKDA
OG0009541	sp|Q15052|ARHG6_HUMAN	tr|A0A091E3L5|A0A091E3L5_FUKDA
OG0009542	sp|Q7Z4M0|RE114_HUMAN	tr|A0A091E3R8|A0A091E3R8_FUKDA
OG0009543	sp|P04233|HG2A_HUMAN	tr|A0A091E9W3|A0A091E9W3_FUKDA
OG0009544	sp|Q13501|SQSTM_HUMAN	tr|A0A091EDI6|A0A091EDI6_FUKDA
OG0009545	sp|Q86XZ4|SPAS2_HUMAN	tr|A0A091EDN5|A0A091EDN5_FUKDA
OG0009546	sp|H3BQB6|STMD1_HUMAN	tr|A0A091EEL9|A0A091EEL9_FUKDA
OG0009547	sp|P14651|HXB3_HUMAN	tr|A0A091EHI6|A0A091EHI6_FUKDA
OG0009548	sp|P31947|1433S_HUMAN	tr|A0A091EPU7|A0A091EPU7_FUKDA
OG0009549	sp|Q9P244|LRFN1_HUMAN	tr|A0A091CK75|A0A091CK75_FUKDA
OG0009550	sp|Q9BYV7|BCDO2_HUMAN	tr|A0A091CP31|A0A091CP31_FUKDA
OG0009551	sp|O15524|SOCS1_HUMAN	tr|A0A091CPK6|A0A091CPK6_FUKDA
OG0009552	sp|P26842|CD27_HUMAN	tr|A0A091CQ84|A0A091CQ84_FUKDA
OG0009553	sp|P04156|PRIO_HUMAN	tr|A0A091CSB6|A0A091CSB6_FUKDA
OG0009554	sp|P23352|KALM_HUMAN	tr|A0A091CSM3|A0A091CSM3_FUKDA
OG0009555	sp|Q3MJ13|WDR72_HUMAN	tr|A0A091CSU3|A0A091CSU3_FUKDA
OG0009556	sp|Q9Y399|RT02_HUMAN	tr|A0A091CT30|A0A091CT30_FUKDA
OG0009557	sp|Q9HCU5|PREB_HUMAN	tr|A0A091CUV2|A0A091CUV2_FUKDA
OG0009558	sp|Q2M3C7|SPKAP_HUMAN	tr|A0A091CV19|A0A091CV19_FUKDA
OG0009559	sp|Q9HAU8|RNPL1_HUMAN	tr|A0A091CXD1|A0A091CXD1_FUKDA
OG0009560	sp|Q15276|RABE1_HUMAN	tr|A0A091CXF8|A0A091CXF8_FUKDA
OG0009561	sp|O15145|ARPC3_HUMAN	tr|A0A091CZ78|A0A091CZ78_FUKDA
OG0009562	sp|P30086|PEBP1_HUMAN	tr|A0A091CZW7|A0A091CZW7_FUKDA
OG0009563	sp|P53365|ARFP2_HUMAN	tr|A0A091D187|A0A091D187_FUKDA
OG0009564	sp|Q6NXP6|NXRD1_HUMAN	tr|A0A091D1B3|A0A091D1B3_FUKDA
OG0009565	sp|Q9UIF9|BAZ2A_HUMAN	tr|A0A091D2Y7|A0A091D2Y7_FUKDA
OG0009566	sp|A4IF30|S35F4_HUMAN	tr|A0A091D603|A0A091D603_FUKDA
OG0009567	sp|Q8NEB9|PK3C3_HUMAN	tr|A0A091D8H8|A0A091D8H8_FUKDA
OG0009568	sp|Q9H159|CAD19_HUMAN	tr|A0A091D8V8|A0A091D8V8_FUKDA
OG0009569	sp|Q9Y6K9|NEMO_HUMAN	tr|A0A091D930|A0A091D930_FUKDA
OG0009570	sp|P49447|CY561_HUMAN	tr|A0A091DB75|A0A091DB75_FUKDA
OG0009571	sp|Q86UY6|NAA40_HUMAN	tr|A0A091DBK4|A0A091DBK4_FUKDA
OG0009572	sp|P62333|PRS10_HUMAN	tr|A0A091DC88|A0A091DC88_FUKDA
OG0009573	sp|Q53EZ4|CEP55_HUMAN	tr|A0A091DCQ0|A0A091DCQ0_FUKDA
OG0009574	sp|Q96C10|DHX58_HUMAN	tr|A0A091DDE8|A0A091DDE8_FUKDA
OG0009575	sp|Q13724|MOGS_HUMAN	tr|A0A091DDG5|A0A091DDG5_FUKDA
OG0009576	sp|A0A096LP49|CC187_HUMAN	tr|A0A091DFA9|A0A091DFA9_FUKDA
OG0009577	sp|Q9UHI8|ATS1_HUMAN	tr|A0A091DFJ8|A0A091DFJ8_FUKDA
OG0009578	sp|P56282|DPOE2_HUMAN	tr|A0A091DH04|A0A091DH04_FUKDA
OG0009579	sp|Q7Z6R9|AP2D_HUMAN	tr|A0A091DIR1|A0A091DIR1_FUKDA
OG0009580	sp|Q9NW82|WDR70_HUMAN	tr|A0A091DJW7|A0A091DJW7_FUKDA
OG0009581	sp|Q6KB66|K2C80_HUMAN	tr|A0A091DK20|A0A091DK20_FUKDA
OG0009582	sp|Q9BVS5|TR61B_HUMAN	tr|A0A091DKK1|A0A091DKK1_FUKDA
OG0009583	sp|Q96MA6|KAD8_HUMAN	tr|A0A091DLH2|A0A091DLH2_FUKDA
OG0009584	sp|P42226|STAT6_HUMAN	tr|A0A091DP11|A0A091DP11_FUKDA
OG0009585	sp|P10745|RET3_HUMAN	tr|A0A091DSB1|A0A091DSB1_FUKDA
OG0009586	sp|P13501|CCL5_HUMAN	tr|A0A091DVQ0|A0A091DVQ0_FUKDA
OG0009587	sp|Q8IUK5|PLDX1_HUMAN	tr|A0A091DWQ7|A0A091DWQ7_FUKDA
OG0009588	sp|Q9NWL6|ASND1_HUMAN	tr|A0A091DYQ4|A0A091DYQ4_FUKDA
OG0009589	sp|O95070|YIF1A_HUMAN	tr|A0A091DZX9|A0A091DZX9_FUKDA
OG0009590	sp|Q13469|NFAC2_HUMAN	tr|A0A091DZY6|A0A091DZY6_FUKDA
OG0009591	sp|Q96T91|GPHA2_HUMAN	tr|A0A091E024|A0A091E024_FUKDA
OG0009592	sp|Q9NYL5|CP39A_HUMAN	tr|A0A091E0N3|A0A091E0N3_FUKDA
OG0009593	sp|Q6Q759|SPG17_HUMAN	tr|A0A091E5F1|A0A091E5F1_FUKDA
OG0009594	sp|A5PLK6|RGSL_HUMAN	tr|A0A091E6J2|A0A091E6J2_FUKDA
OG0009595	sp|Q5JTJ3|COA6_HUMAN	tr|A0A091EFU1|A0A091EFU1_FUKDA
OG0009596	sp|A2RU49|HYKK_HUMAN	tr|A0A091EII8|A0A091EII8_FUKDA
OG0009597	sp|Q9GZY6|NTAL_HUMAN	tr|A0A091EJ12|A0A091EJ12_FUKDA
OG0009598	sp|Q9NSK0|KLC4_HUMAN	tr|A0A091EKV4|A0A091EKV4_FUKDA
OG0009599	sp|Q9Y624|JAM1_HUMAN	tr|A0A091CI96|A0A091CI96_FUKDA
OG0009600	sp|Q9H2B2|SYT4_HUMAN	tr|A0A091CKH4|A0A091CKH4_FUKDA
OG0009601	sp|Q9NY47|CA2D2_HUMAN	tr|A0A091CLA1|A0A091CLA1_FUKDA
OG0009602	sp|Q9NRW7|VPS45_HUMAN	tr|A0A091CMI0|A0A091CMI0_FUKDA
OG0009603	sp|Q16851|UGPA_HUMAN	tr|A0A091CPY5|A0A091CPY5_FUKDA
OG0009604	sp|Q9H1Q7|PED1A_HUMAN	tr|A0A091CST7|A0A091CST7_FUKDA
OG0009605	sp|Q96PM5|ZN363_HUMAN	tr|A0A091CT21|A0A091CT21_FUKDA
OG0009606	sp|Q96N76|HUTU_HUMAN	tr|A0A091CU07|A0A091CU07_FUKDA
OG0009607	sp|P57076|CF298_HUMAN	tr|A0A091CUC0|A0A091CUC0_FUKDA
OG0009608	sp|O95886|DLGP3_HUMAN	tr|A0A091CX18|A0A091CX18_FUKDA
OG0009609	sp|Q96LX8|ZN597_HUMAN	tr|A0A091CYA1|A0A091CYA1_FUKDA
OG0009610	sp|Q15061|WDR43_HUMAN	tr|A0A091CZH1|A0A091CZH1_FUKDA
OG0009611	sp|O15353|FOXN1_HUMAN	tr|A0A091D3H4|A0A091D3H4_FUKDA
OG0009612	sp|Q6UXA7|CF015_HUMAN	tr|A0A091D4C5|A0A091D4C5_FUKDA
OG0009613	sp|Q9UPY5|XCT_HUMAN	tr|A0A091D4M5|A0A091D4M5_FUKDA
OG0009614	sp|P28330|ACADL_HUMAN	tr|A0A091D647|A0A091D647_FUKDA
OG0009615	sp|Q7Z602|GP141_HUMAN	tr|A0A091D799|A0A091D799_FUKDA
OG0009616	sp|H3BR10|SMLR1_HUMAN	tr|A0A091D8P9|A0A091D8P9_FUKDA
OG0009617	sp|Q6XE24|RBMS3_HUMAN	tr|A0A091D9Z3|A0A091D9Z3_FUKDA
OG0009618	sp|Q674R7|ATG9B_HUMAN	tr|A0A091DAX0|A0A091DAX0_FUKDA
OG0009619	sp|Q9BWV3|CDAC1_HUMAN	tr|A0A091DBI3|A0A091DBI3_FUKDA
OG0009620	sp|Q9Y2B4|T53G5_HUMAN	tr|A0A091DDR0|A0A091DDR0_FUKDA
OG0009621	sp|Q12906|ILF3_HUMAN	tr|A0A091DE69|A0A091DE69_FUKDA
OG0009622	sp|Q7RTX9|MOT14_HUMAN	tr|A0A091DGG3|A0A091DGG3_FUKDA
OG0009623	sp|O60938|KERA_HUMAN	tr|A0A091DGG9|A0A091DGG9_FUKDA
OG0009624	sp|Q8N4U5|T11L2_HUMAN	tr|A0A091DGT7|A0A091DGT7_FUKDA
OG0009625	sp|Q9NRA1|PDGFC_HUMAN	tr|A0A091DHZ0|A0A091DHZ0_FUKDA
OG0009626	sp|P53567|CEBPG_HUMAN	tr|A0A091DIB5|A0A091DIB5_FUKDA
OG0009627	sp|O15034|RIMB2_HUMAN	tr|A0A091DKX3|A0A091DKX3_FUKDA
OG0009628	sp|Q8NI37|PPTC7_HUMAN	tr|A0A091DL68|A0A091DL68_FUKDA
OG0009629	sp|O60687|SRPX2_HUMAN	tr|A0A091DN49|A0A091DN49_FUKDA
OG0009630	sp|P53602|MVD1_HUMAN	tr|A0A091DNK3|A0A091DNK3_FUKDA
OG0009631	sp|Q92610|ZN592_HUMAN	tr|A0A091DR59|A0A091DR59_FUKDA
OG0009632	sp|Q9UK59|DBR1_HUMAN	tr|A0A091DR73|A0A091DR73_FUKDA
OG0009633	sp|Q9ULV8|CBLC_HUMAN	tr|A0A091DR84|A0A091DR84_FUKDA
OG0009634	sp|P24311|COX7B_HUMAN	tr|A0A091DT35|A0A091DT35_FUKDA
OG0009635	sp|Q7Z2E3|APTX_HUMAN	tr|A0A091DT55|A0A091DT55_FUKDA
OG0009636	sp|P55056|APOC4_HUMAN	tr|A0A091DTJ9|A0A091DTJ9_FUKDA
OG0009637	sp|Q13094|LCP2_HUMAN	tr|A0A091DUI7|A0A091DUI7_FUKDA
OG0009638	sp|P50213|IDH3A_HUMAN	tr|A0A091DW45|A0A091DW45_FUKDA
OG0009639	sp|P17152|TMM11_HUMAN	tr|A0A091DXX3|A0A091DXX3_FUKDA
OG0009640	sp|O95503|CBX6_HUMAN	tr|A0A091E023|A0A091E023_FUKDA
OG0009641	sp|Q8TCA0|LRC20_HUMAN	tr|A0A091E0T4|A0A091E0T4_FUKDA
OG0009642	sp|Q9P272|TRM9B_HUMAN	tr|A0A091E616|A0A091E616_FUKDA
OG0009643	sp|Q96EW2|HBAP1_HUMAN	tr|A0A091E6B6|A0A091E6B6_FUKDA
OG0009644	sp|Q9Y265|RUVB1_HUMAN	tr|A0A091E6H1|A0A091E6H1_FUKDA
OG0009645	sp|O96014|WNT11_HUMAN	tr|A0A091ERK7|A0A091ERK7_FUKDA
OG0009646	sp|A6NEH6|TM247_HUMAN	tr|A0A091CIY3|A0A091CIY3_FUKDA
OG0009647	sp|O00232|PSD12_HUMAN	tr|A0A091CK92|A0A091CK92_FUKDA
OG0009648	sp|Q8IU60|DCP2_HUMAN	tr|A0A091CKN6|A0A091CKN6_FUKDA
OG0009649	sp|Q6P1N9|TATD1_HUMAN	tr|A0A091CNB7|A0A091CNB7_FUKDA
OG0009650	sp|O75096|LRP4_HUMAN	tr|A0A091CP90|A0A091CP90_FUKDA
OG0009651	sp|Q5VVW2|GARL3_HUMAN	tr|A0A091CPE6|A0A091CPE6_FUKDA
OG0009652	sp|Q8NB50|ZFP62_HUMAN	tr|A0A091CRH3|A0A091CRH3_FUKDA
OG0009653	sp|O95831|AIFM1_HUMAN	tr|A0A091CRR3|A0A091CRR3_FUKDA
OG0009654	sp|Q6ZU64|CFA65_HUMAN	tr|A0A091CS00|A0A091CS00_FUKDA
OG0009655	sp|Q2QL34|MP17L_HUMAN	tr|A0A091CS58|A0A091CS58_FUKDA
OG0009656	sp|Q8NEB7|ACRBP_HUMAN	tr|A0A091CS70|A0A091CS70_FUKDA
OG0009657	sp|A6NK44|GLOD5_HUMAN	tr|A0A091CVQ3|A0A091CVQ3_FUKDA
OG0009658	sp|Q16665|HIF1A_HUMAN	tr|A0A091CYF4|A0A091CYF4_FUKDA
OG0009659	sp|P40939|ECHA_HUMAN	tr|A0A091CYP7|A0A091CYP7_FUKDA
OG0009660	sp|Q8NHH1|TTL11_HUMAN	tr|A0A091CZG3|A0A091CZG3_FUKDA
OG0009661	sp|Q9H6R7|WDCP_HUMAN	tr|A0A091CZM9|A0A091CZM9_FUKDA
OG0009662	sp|Q5T7M9|DIK1A_HUMAN	tr|A0A091D0F2|A0A091D0F2_FUKDA
OG0009663	sp|O75832|PSD10_HUMAN	tr|A0A091D0M5|A0A091D0M5_FUKDA
OG0009664	sp|Q9NW38|FANCL_HUMAN	tr|A0A091D6K9|A0A091D6K9_FUKDA
OG0009665	sp|Q075Z2|BSPH1_HUMAN	tr|A0A091D7P9|A0A091D7P9_FUKDA
OG0009666	sp|Q9Y664|KPTN_HUMAN	tr|A0A091D7Q7|A0A091D7Q7_FUKDA
OG0009667	sp|Q8IYX8|CE57L_HUMAN	tr|A0A091D965|A0A091D965_FUKDA
OG0009668	sp|Q9NQ79|CRAC1_HUMAN	tr|A0A091D9K2|A0A091D9K2_FUKDA
OG0009669	sp|Q96PL2|TECTB_HUMAN	tr|A0A091DA33|A0A091DA33_FUKDA
OG0009670	sp|Q8WVE6|TM171_HUMAN	tr|A0A091DBC7|A0A091DBC7_FUKDA
OG0009671	sp|Q9UBM1|PEMT_HUMAN	tr|A0A091DBM9|A0A091DBM9_FUKDA
OG0009672	sp|Q8IY63|AMOL1_HUMAN	tr|A0A091DFH5|A0A091DFH5_FUKDA
OG0009673	sp|Q7Z3Z4|PIWL4_HUMAN	tr|A0A091DG51|A0A091DG51_FUKDA
OG0009674	sp|Q9UBR2|CATZ_HUMAN	tr|A0A091DGR2|A0A091DGR2_FUKDA
OG0009675	sp|Q6DHV7|ADAL_HUMAN	tr|A0A091DLI5|A0A091DLI5_FUKDA
OG0009676	sp|Q9NVF9|EKI2_HUMAN	tr|A0A091DNJ7|A0A091DNJ7_FUKDA
OG0009677	sp|Q86XW9|TXND6_HUMAN	tr|A0A091DNX5|A0A091DNX5_FUKDA
OG0009680	sp|Q86UW6|N4BP2_HUMAN	tr|A0A091DQX1|A0A091DQX1_FUKDA
OG0009681	sp|Q9Y6W3|CAN7_HUMAN	tr|A0A091DR09|A0A091DR09_FUKDA
OG0009682	sp|Q8WZA9|IRGQ_HUMAN	tr|A0A091DRA5|A0A091DRA5_FUKDA
OG0009683	sp|Q08426|ECHP_HUMAN	tr|A0A091DRZ2|A0A091DRZ2_FUKDA
OG0009684	sp|Q9H8L6|MMRN2_HUMAN	tr|A0A091DUN3|A0A091DUN3_FUKDA
OG0009685	sp|O00214|LEG8_HUMAN	tr|A0A091DUW3|A0A091DUW3_FUKDA
OG0009686	sp|Q5VWN6|TASO2_HUMAN	tr|A0A091DVL2|A0A091DVL2_FUKDA
OG0009687	sp|Q52LR7|EPC2_HUMAN	tr|A0A091DWL9|A0A091DWL9_FUKDA
OG0009688	sp|O95251|KAT7_HUMAN	tr|A0A091DXB4|A0A091DXB4_FUKDA
OG0009689	sp|Q7Z7G8|VP13B_HUMAN	tr|A0A091DXR9|A0A091DXR9_FUKDA
OG0009690	sp|Q99447|PCY2_HUMAN	tr|A0A091DZM0|A0A091DZM0_FUKDA
OG0009691	sp|Q9ULJ7|ANR50_HUMAN	tr|A0A091E0E5|A0A091E0E5_FUKDA
OG0009692	sp|O00110|OVOL3_HUMAN	tr|A0A091E4M6|A0A091E4M6_FUKDA
OG0009693	sp|Q13761|RUNX3_HUMAN	tr|A0A091E5A7|A0A091E5A7_FUKDA
OG0009694	sp|Q96IP4|TET5A_HUMAN	tr|A0A091E5M1|A0A091E5M1_FUKDA
OG0009695	sp|Q9NQY0|BIN3_HUMAN	tr|A0A091E5W4|A0A091E5W4_FUKDA
OG0009696	sp|Q96KJ9|COX42_HUMAN	tr|A0A091E8J9|A0A091E8J9_FUKDA
OG0009697	sp|P09086|PO2F2_HUMAN	tr|A0A091EE60|A0A091EE60_FUKDA
OG0009698	sp|Q9P2W3|GBG13_HUMAN	tr|A0A091EH60|A0A091EH60_FUKDA
OG0009699	sp|Q5XPI4|RN123_HUMAN	tr|A0A091CLB9|A0A091CLB9_FUKDA
OG0009700	sp|Q9NXU5|ARL15_HUMAN	tr|A0A091CLW3|A0A091CLW3_FUKDA
OG0009701	sp|Q14940|SL9A5_HUMAN	tr|A0A091CMB3|A0A091CMB3_FUKDA
OG0009702	sp|Q04912|RON_HUMAN	tr|A0A091CNA9|A0A091CNA9_FUKDA
OG0009703	sp|O00115|DNS2A_HUMAN	tr|A0A091CPH8|A0A091CPH8_FUKDA
OG0009704	sp|Q14BN4|SLMAP_HUMAN	tr|A0A091CQ60|A0A091CQ60_FUKDA
OG0009705	sp|Q9BXJ3|C1QT4_HUMAN	tr|A0A091CQA2|A0A091CQA2_FUKDA
OG0009706	sp|Q6UX72|B3GN9_HUMAN	tr|A0A091CQK3|A0A091CQK3_FUKDA
OG0009707	sp|Q5SRH9|TT39A_HUMAN	tr|A0A091CSQ6|A0A091CSQ6_FUKDA
OG0009708	sp|Q13825|AUHM_HUMAN	tr|A0A091CVN7|A0A091CVN7_FUKDA
OG0009709	sp|Q9Y6X3|SCC4_HUMAN	tr|A0A091CWN4|A0A091CWN4_FUKDA
OG0009710	sp|Q9NPH2|INO1_HUMAN	tr|A0A091CXJ7|A0A091CXJ7_FUKDA
OG0009711	sp|Q9UKX5|ITA11_HUMAN	tr|A0A091CZA5|A0A091CZA5_FUKDA
OG0009712	sp|Q96EY8|MMAB_HUMAN	tr|A0A091CZR9|A0A091CZR9_FUKDA
OG0009713	sp|P15018|LIF_HUMAN	tr|A0A091D0G2|A0A091D0G2_FUKDA
OG0009714	sp|Q9BZG1|RAB34_HUMAN	tr|A0A091D3G3|A0A091D3G3_FUKDA
OG0009715	sp|Q4L180|FIL1L_HUMAN	tr|A0A091D3J4|A0A091D3J4_FUKDA
OG0009716	sp|Q96IK0|TM101_HUMAN	tr|A0A091D456|A0A091D456_FUKDA
OG0009717	sp|Q8N511|TM199_HUMAN	tr|A0A091D508|A0A091D508_FUKDA
OG0009718	sp|Q5VWJ9|SNX30_HUMAN	tr|A0A091D942|A0A091D942_FUKDA
OG0009719	sp|Q9C0A1|ZFHX2_HUMAN	tr|A0A091DB49|A0A091DB49_FUKDA
OG0009720	sp|Q15173|2A5B_HUMAN	tr|A0A091DBH5|A0A091DBH5_FUKDA
OG0009721	sp|Q9NP59|S40A1_HUMAN	tr|A0A091DBS9|A0A091DBS9_FUKDA
OG0009722	sp|P47872|SCTR_HUMAN	tr|A0A091DCI7|A0A091DCI7_FUKDA
OG0009723	sp|P51811|XK_HUMAN	tr|A0A091DCQ5|A0A091DCQ5_FUKDA
OG0009724	sp|Q9H0D6|XRN2_HUMAN	tr|A0A091DDA0|A0A091DDA0_FUKDA
OG0009725	sp|Q9HD40|SPCS_HUMAN	tr|A0A091DDG8|A0A091DDG8_FUKDA
OG0009726	sp|Q9GZV4|IF5A2_HUMAN	tr|A0A091DFG0|A0A091DFG0_FUKDA
OG0009727	sp|Q04323|UBXN1_HUMAN	tr|A0A091DG00|A0A091DG00_FUKDA
OG0009728	sp|Q9Y3A3|PHOCN_HUMAN	tr|A0A091DHL6|A0A091DHL6_FUKDA
OG0009729	sp|Q9UKL0|RCOR1_HUMAN	tr|A0A091DHN3|A0A091DHN3_FUKDA
OG0009730	sp|Q8N945|PRLD2_HUMAN	tr|A0A091DIK7|A0A091DIK7_FUKDA
OG0009731	sp|Q15035|TRAM2_HUMAN	tr|A0A091DIQ1|A0A091DIQ1_FUKDA
OG0009732	sp|Q9BQP9|BPIA3_HUMAN	tr|A0A091DK55|A0A091DK55_FUKDA
OG0009733	sp|Q9Y5Z4|HEBP2_HUMAN	tr|A0A091DMF1|A0A091DMF1_FUKDA
OG0009734	sp|Q99956|DUS9_HUMAN	tr|A0A091DN08|A0A091DN08_FUKDA
OG0009735	sp|Q8NB12|SMYD1_HUMAN	tr|A0A091DNG8|A0A091DNG8_FUKDA
OG0009736	sp|Q86YN6|PRGC2_HUMAN	tr|A0A091DNY5|A0A091DNY5_FUKDA
OG0009737	sp|P82914|RT15_HUMAN	tr|A0A091DPS7|A0A091DPS7_FUKDA
OG0009738	sp|Q8N371|KDM8_HUMAN	tr|A0A091DSS5|A0A091DSS5_FUKDA
OG0009739	sp|Q147X3|NAA30_HUMAN	tr|A0A091DSZ0|A0A091DSZ0_FUKDA
OG0009740	sp|Q13395|TARB1_HUMAN	tr|A0A091DT56|A0A091DT56_FUKDA
OG0009741	sp|P51170|SCNNG_HUMAN	tr|A0A091DTA1|A0A091DTA1_FUKDA
OG0009742	sp|O95153|RIMB1_HUMAN	tr|A0A091DX16|A0A091DX16_FUKDA
OG0009743	sp|Q9UPT5|EXOC7_HUMAN	tr|A0A091DYU7|A0A091DYU7_FUKDA
OG0009744	sp|Q9UH99|SUN2_HUMAN	tr|A0A091E028|A0A091E028_FUKDA
OG0009745	sp|P04181|OAT_HUMAN	tr|A0A091E1P5|A0A091E1P5_FUKDA
OG0009746	sp|Q92502|STAR8_HUMAN	tr|A0A091E470|A0A091E470_FUKDA
OG0009747	sp|Q96HF1|SFRP2_HUMAN	tr|A0A091E923|A0A091E923_FUKDA
OG0009748	sp|Q9Y3A2|UTP11_HUMAN	tr|A0A091EB52|A0A091EB52_FUKDA
OG0009749	sp|Q9GZM7|TINAL_HUMAN	tr|A0A091EG68|A0A091EG68_FUKDA
OG0009750	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A091EH28|A0A091EH28_FUKDA
OG0009751	sp|Q7RTZ1|OVCH2_HUMAN	tr|A0A091CMV9|A0A091CMV9_FUKDA
OG0009752	sp|P43686|PRS6B_HUMAN	tr|A0A091CNE1|A0A091CNE1_FUKDA
OG0009753	sp|P21926|CD9_HUMAN	tr|A0A091CQ80|A0A091CQ80_FUKDA
OG0009754	sp|P52943|CRIP2_HUMAN	tr|A0A091CSK2|A0A091CSK2_FUKDA
OG0009755	sp|O94983|CMTA2_HUMAN	tr|A0A091CTX9|A0A091CTX9_FUKDA
OG0009756	sp|Q9Y574|ASB4_HUMAN	tr|A0A091CW32|A0A091CW32_FUKDA
OG0009757	sp|P35453|HXD13_HUMAN	tr|A0A091CW61|A0A091CW61_FUKDA
OG0009758	sp|Q9Y2Q3|GSTK1_HUMAN	tr|A0A091CWD0|A0A091CWD0_FUKDA
OG0009759	sp|O15355|PPM1G_HUMAN	tr|A0A091CXA4|A0A091CXA4_FUKDA
OG0009760	sp|A6NNB3|IFM5_HUMAN	tr|A0A091D2P4|A0A091D2P4_FUKDA
OG0009761	sp|Q92954|PRG4_HUMAN	tr|A0A091D8X6|A0A091D8X6_FUKDA
OG0009762	sp|O75208|COQ9_HUMAN	tr|A0A091D9J7|A0A091D9J7_FUKDA
OG0009763	sp|Q9UHN6|CEIP2_HUMAN	tr|A0A091D9T8|A0A091D9T8_FUKDA
OG0009764	sp|P08913|ADA2A_HUMAN	tr|A0A091DA38|A0A091DA38_FUKDA
OG0009765	sp|Q6DWJ6|GP139_HUMAN	tr|A0A091DDX5|A0A091DDX5_FUKDA
OG0009766	sp|Q86YD3|TMM25_HUMAN	tr|A0A091DFZ6|A0A091DFZ6_FUKDA
OG0009767	sp|Q92847|GHSR_HUMAN	tr|A0A091DH50|A0A091DH50_FUKDA
OG0009768	sp|O60749|SNX2_HUMAN	tr|A0A091DIU9|A0A091DIU9_FUKDA
OG0009769	sp|Q8NBL1|PGLT1_HUMAN	tr|A0A091DKF3|A0A091DKF3_FUKDA
OG0009770	sp|P68402|PA1B2_HUMAN	tr|A0A091DLE7|A0A091DLE7_FUKDA
OG0009771	sp|Q9NQ30|ESM1_HUMAN	tr|A0A091DM04|A0A091DM04_FUKDA
OG0009772	sp|Q8N699|MYCT1_HUMAN	tr|A0A091DM13|A0A091DM13_FUKDA
OG0009773	sp|Q12766|HMGX3_HUMAN	tr|A0A091DNE1|A0A091DNE1_FUKDA
OG0009774	sp|P56192|SYMC_HUMAN	tr|A0A091DP02|A0A091DP02_FUKDA
OG0009775	sp|Q96JQ0|PCD16_HUMAN	tr|A0A091DPK4|A0A091DPK4_FUKDA
OG0009776	sp|Q15031|SYLM_HUMAN	tr|A0A091DQD8|A0A091DQD8_FUKDA
OG0009777	sp|Q8TAI7|REBL1_HUMAN	tr|A0A091DQV3|A0A091DQV3_FUKDA
OG0009778	sp|Q92186|SIA8B_HUMAN	tr|A0A091DR04|A0A091DR04_FUKDA
OG0009779	sp|Q13286|CLN3_HUMAN	tr|A0A091DTE8|A0A091DTE8_FUKDA
OG0009780	sp|Q8NFV4|ABHDB_HUMAN	tr|A0A091DTM2|A0A091DTM2_FUKDA
OG0009781	sp|P36551|HEM6_HUMAN	tr|A0A091DV68|A0A091DV68_FUKDA
OG0009782	sp|O43709|BUD23_HUMAN	tr|A0A091DWM2|A0A091DWM2_FUKDA
OG0009783	sp|O95936|EOMES_HUMAN	tr|A0A091DWV8|A0A091DWV8_FUKDA
OG0009784	sp|Q96S15|WDR24_HUMAN	tr|A0A091DWW7|A0A091DWW7_FUKDA
OG0009785	sp|Q9UHV5|RPGFL_HUMAN	tr|A0A091DX60|A0A091DX60_FUKDA
OG0009786	sp|Q9BXJ1|C1QT1_HUMAN	tr|A0A091DYZ6|A0A091DYZ6_FUKDA
OG0009787	sp|Q96PE5|OPALI_HUMAN	tr|A0A091DZR1|A0A091DZR1_FUKDA
OG0009788	sp|O43731|ERD23_HUMAN	tr|A0A091E1X4|A0A091E1X4_FUKDA
OG0009789	sp|Q70EK8|UBP53_HUMAN	tr|A0A091E266|A0A091E266_FUKDA
OG0009790	sp|O75791|GRAP2_HUMAN	tr|A0A091E291|A0A091E291_FUKDA
OG0009791	sp|P60568|IL2_HUMAN	tr|A0A091E2M5|A0A091E2M5_FUKDA
OG0009792	sp|O43719|HTSF1_HUMAN	tr|A0A091E413|A0A091E413_FUKDA
OG0009793	sp|Q8N690|DB119_HUMAN	tr|A0A091E473|A0A091E473_FUKDA
OG0009794	sp|Q30KP8|DB136_HUMAN	tr|A0A091E620|A0A091E620_FUKDA
OG0009795	sp|O95665|NTR2_HUMAN	tr|A0A091E7V7|A0A091E7V7_FUKDA
OG0009796	sp|Q53T94|TAF1B_HUMAN	tr|A0A091E7W7|A0A091E7W7_FUKDA
