Orthogroup	Homo_sapiens	Eschrichtius_robustus
OG0005826	sp|Q4ADV7|RIC1_HUMAN	tr|A0A2F0AXV5|A0A2F0AXV5_ESCRO
OG0005827	sp|Q9BUH6|PAXX_HUMAN	tr|A0A2F0AYL3|A0A2F0AYL3_ESCRO
OG0005828	sp|P26651|TTP_HUMAN	tr|A0A2F0AYM6|A0A2F0AYM6_ESCRO
OG0005829	sp|Q9UET6|TRM7_HUMAN	tr|A0A2F0AZ40|A0A2F0AZ40_ESCRO
OG0005830	sp|Q9H211|CDT1_HUMAN	tr|A0A2F0AZB0|A0A2F0AZB0_ESCRO
OG0005831	sp|Q9UPQ8|DOLK_HUMAN	tr|A0A2F0AZF7|A0A2F0AZF7_ESCRO
OG0005832	sp|A1A519|F170A_HUMAN	tr|A0A2F0B0S0|A0A2F0B0S0_ESCRO
OG0005833	sp|Q8WYQ5|DGCR8_HUMAN	tr|A0A2F0B0S2|A0A2F0B0S2_ESCRO
OG0005834	sp|Q9Y4Z0|LSM4_HUMAN	tr|A0A2F0B0X9|A0A2F0B0X9_ESCRO
OG0005835	sp|Q99640|PMYT1_HUMAN	tr|A0A2F0B117|A0A2F0B117_ESCRO
OG0005836	sp|Q9BQS8|FYCO1_HUMAN	tr|A0A2F0B1C8|A0A2F0B1C8_ESCRO
OG0005837	sp|Q969G9|NKD1_HUMAN	tr|A0A2F0B4J3|A0A2F0B4J3_ESCRO
OG0005838	sp|O43609|SPY1_HUMAN	tr|A0A2F0B4M0|A0A2F0B4M0_ESCRO
OG0005839	sp|Q9H422|HIPK3_HUMAN	tr|A0A2F0B4U6|A0A2F0B4U6_ESCRO
OG0005840	sp|Q99417|MYCBP_HUMAN	tr|A0A2F0B501|A0A2F0B501_ESCRO
OG0005841	sp|P82912|RT11_HUMAN	tr|A0A2F0B5S8|A0A2F0B5S8_ESCRO
OG0005842	sp|Q7Z7F0|KHDC4_HUMAN	tr|A0A2F0B6P0|A0A2F0B6P0_ESCRO
OG0005843	sp|Q8N944|AMER3_HUMAN	tr|A0A2F0B8I5|A0A2F0B8I5_ESCRO
OG0005844	sp|P55058|PLTP_HUMAN	tr|A0A2F0B8J3|A0A2F0B8J3_ESCRO
OG0005845	sp|Q96L93|KI16B_HUMAN	tr|A0A2F0B9A4|A0A2F0B9A4_ESCRO
OG0005846	sp|P09874|PARP1_HUMAN	tr|A0A2F0BA09|A0A2F0BA09_ESCRO
OG0005847	sp|P06127|CD5_HUMAN	tr|A0A2F0BA11|A0A2F0BA11_ESCRO
OG0005848	sp|Q14789|GOGB1_HUMAN	tr|A0A2F0BA61|A0A2F0BA61_ESCRO
OG0005849	sp|Q9UI12|VATH_HUMAN	tr|A0A2F0BBG7|A0A2F0BBG7_ESCRO
OG0005850	sp|Q9BTX1|NDC1_HUMAN	tr|A0A2F0BBI5|A0A2F0BBI5_ESCRO
OG0005851	sp|Q6IC98|GRAM4_HUMAN	tr|A0A2F0BCD3|A0A2F0BCD3_ESCRO
OG0005852	sp|O00411|RPOM_HUMAN	tr|A0A2F0BCX4|A0A2F0BCX4_ESCRO
OG0005853	sp|Q7RTY1|MOT9_HUMAN	tr|A0A2F0BDU4|A0A2F0BDU4_ESCRO
OG0005854	sp|Q9NQ76|MEPE_HUMAN	tr|A0A2F0BEJ7|A0A2F0BEJ7_ESCRO
OG0005855	sp|P0CAP2|GRL1A_HUMAN	tr|A0A2F0BET2|A0A2F0BET2_ESCRO
OG0005856	sp|O15228|GNPAT_HUMAN	tr|A0A2F0BFC4|A0A2F0BFC4_ESCRO
OG0005857	sp|P32239|GASR_HUMAN	tr|A0A2F0BHQ9|A0A2F0BHQ9_ESCRO
OG0005858	sp|Q49AH0|CDNF_HUMAN	tr|A0A2F0BHR5|A0A2F0BHR5_ESCRO
OG0005859	sp|P01042|KNG1_HUMAN	tr|A0A2F0BHT3|A0A2F0BHT3_ESCRO
OG0005860	sp|P52954|LBX1_HUMAN	tr|A0A2F0BHY1|A0A2F0BHY1_ESCRO
OG0005861	sp|Q5VTB9|RN220_HUMAN	tr|A0A2F0BI86|A0A2F0BI86_ESCRO
OG0005862	sp|Q8WUH6|TM263_HUMAN	tr|A0A2F0BIL9|A0A2F0BIL9_ESCRO
OG0005863	sp|P19878|NCF2_HUMAN	tr|A0A2F0BIX4|A0A2F0BIX4_ESCRO
OG0005864	sp|O94966|UBP19_HUMAN	tr|A0A2F0BK32|A0A2F0BK32_ESCRO
OG0005865	sp|P54368|OAZ1_HUMAN	tr|A0A2F0BK53|A0A2F0BK53_ESCRO
OG0005866	sp|Q5GJ75|TP8L3_HUMAN	tr|A0A2F0BKY2|A0A2F0BKY2_ESCRO
OG0005867	sp|A6NKN8|PC4L1_HUMAN	tr|A0A2F0BMH9|A0A2F0BMH9_ESCRO
OG0005868	sp|Q8IV31|TM139_HUMAN	tr|A0A2F0BMK2|A0A2F0BMK2_ESCRO
OG0005869	sp|Q96NC0|ZMAT2_HUMAN	tr|A0A2F0BN15|A0A2F0BN15_ESCRO
OG0005870	sp|Q9H270|VPS11_HUMAN	tr|A0A2F0BNC7|A0A2F0BNC7_ESCRO
OG0005871	sp|P08294|SODE_HUMAN	tr|A0A2F0BQ50|A0A2F0BQ50_ESCRO
OG0005872	sp|Q8N5M4|TTC9C_HUMAN	tr|A0A2F0AU82|A0A2F0AU82_ESCRO
OG0005873	sp|Q9H1K0|RBNS5_HUMAN	tr|A0A2F0AV35|A0A2F0AV35_ESCRO
OG0005874	sp|Q05215|EGR4_HUMAN	tr|A0A2F0AVL4|A0A2F0AVL4_ESCRO
OG0005875	sp|P16949|STMN1_HUMAN	tr|A0A2F0AVY6|A0A2F0AVY6_ESCRO
OG0005876	sp|O00254|PAR3_HUMAN	tr|A0A2F0AWD5|A0A2F0AWD5_ESCRO
OG0005877	sp|Q9Y6J6|KCNE2_HUMAN	tr|A0A2F0AXG2|A0A2F0AXG2_ESCRO
OG0005878	sp|Q9NRR1|CYTL1_HUMAN	tr|A0A2F0AXT3|A0A2F0AXT3_ESCRO
OG0005879	sp|Q96GR2|ACBG1_HUMAN	tr|A0A2F0AYQ6|A0A2F0AYQ6_ESCRO
OG0005880	sp|Q96KF7|SMIM8_HUMAN	tr|A0A2F0AYT1|A0A2F0AYT1_ESCRO
OG0005881	sp|Q9H6B4|CLMP_HUMAN	tr|A0A2F0AYU8|A0A2F0AYU8_ESCRO
OG0005882	sp|Q99437|VATO_HUMAN	tr|A0A2F0AYX7|A0A2F0AYX7_ESCRO
OG0005883	sp|P50583|AP4A_HUMAN	tr|A0A2F0AZV3|A0A2F0AZV3_ESCRO
OG0005884	sp|O75604|UBP2_HUMAN	tr|A0A2F0B078|A0A2F0B078_ESCRO
OG0005885	sp|Q495W5|FUT11_HUMAN	tr|A0A2F0B0L4|A0A2F0B0L4_ESCRO
OG0005886	sp|Q499Z4|ZN672_HUMAN	tr|A0A2F0B103|A0A2F0B103_ESCRO
OG0005887	sp|Q9P0G3|KLK14_HUMAN	tr|A0A2F0B287|A0A2F0B287_ESCRO
OG0005888	sp|Q15311|RBP1_HUMAN	tr|A0A2F0B299|A0A2F0B299_ESCRO
OG0005889	sp|Q9NRM2|ZN277_HUMAN	tr|A0A2F0B2P2|A0A2F0B2P2_ESCRO
OG0005890	sp|Q96TA1|NIBA2_HUMAN	tr|A0A2F0B4A6|A0A2F0B4A6_ESCRO
OG0005891	sp|Q969U6|FBXW5_HUMAN	tr|A0A2F0B4I0|A0A2F0B4I0_ESCRO
OG0005892	sp|Q9Y274|SIA10_HUMAN	tr|A0A2F0B5A0|A0A2F0B5A0_ESCRO
OG0005893	sp|Q6ZU64|CFA65_HUMAN	tr|A0A2F0B5W2|A0A2F0B5W2_ESCRO
OG0005894	sp|Q6ZNE9|RUFY4_HUMAN	tr|A0A2F0B6C6|A0A2F0B6C6_ESCRO
OG0005895	sp|Q9BRX5|PSF3_HUMAN	tr|A0A2F0B7J2|A0A2F0B7J2_ESCRO
OG0005896	sp|P29972|AQP1_HUMAN	tr|A0A2F0B8N8|A0A2F0B8N8_ESCRO
OG0005897	sp|Q96Q77|CIB3_HUMAN	tr|A0A2F0B999|A0A2F0B999_ESCRO
OG0005898	sp|Q14203|DCTN1_HUMAN	tr|A0A2F0B9D3|A0A2F0B9D3_ESCRO
OG0005899	sp|P62910|RL32_HUMAN	tr|A0A2F0B9R4|A0A2F0B9R4_ESCRO
OG0005900	sp|P49411|EFTU_HUMAN	tr|A0A2F0B9X1|A0A2F0B9X1_ESCRO
OG0005901	sp|Q8NGF6|O10W1_HUMAN	tr|A0A2F0BAE0|A0A2F0BAE0_ESCRO
OG0005902	sp|P01100|FOS_HUMAN	tr|A0A2F0BB12|A0A2F0BB12_ESCRO
OG0005903	sp|Q13113|PDZ1I_HUMAN	tr|A0A2F0BB24|A0A2F0BB24_ESCRO
OG0005904	sp|Q9HAS0|NJMU_HUMAN	tr|A0A2F0BB45|A0A2F0BB45_ESCRO
OG0005905	sp|Q8NE62|CHDH_HUMAN	tr|A0A2F0BBD8|A0A2F0BBD8_ESCRO
OG0005906	sp|Q8WUD4|CCD12_HUMAN	tr|A0A2F0BBJ9|A0A2F0BBJ9_ESCRO
OG0005907	sp|Q96B36|AKTS1_HUMAN	tr|A0A2F0BCU7|A0A2F0BCU7_ESCRO
OG0005908	sp|Q99501|GA2L1_HUMAN	tr|A0A2F0BDN9|A0A2F0BDN9_ESCRO
OG0005909	sp|Q99575|POP1_HUMAN	tr|A0A2F0BEI5|A0A2F0BEI5_ESCRO
OG0005910	sp|P07148|FABPL_HUMAN	tr|A0A2F0BF46|A0A2F0BF46_ESCRO
OG0005911	sp|P24593|IBP5_HUMAN	tr|A0A2F0BFE3|A0A2F0BFE3_ESCRO
OG0005912	sp|Q9UL25|RAB21_HUMAN	tr|A0A2F0BFN1|A0A2F0BFN1_ESCRO
OG0005913	sp|Q969G5|CAVN3_HUMAN	tr|A0A2F0BGH9|A0A2F0BGH9_ESCRO
OG0005914	sp|Q99972|MYOC_HUMAN	tr|A0A2F0BH70|A0A2F0BH70_ESCRO
OG0005915	sp|Q6ZWE6|PKHM3_HUMAN	tr|A0A2F0BI85|A0A2F0BI85_ESCRO
OG0005916	sp|O95947|TBX6_HUMAN	tr|A0A2F0BIQ6|A0A2F0BIQ6_ESCRO
OG0005917	sp|P18206|VINC_HUMAN	tr|A0A2F0BJ05|A0A2F0BJ05_ESCRO
OG0005918	sp|P04035|HMDH_HUMAN	tr|A0A2F0BJV2|A0A2F0BJV2_ESCRO
OG0005919	sp|Q53GL7|PAR10_HUMAN	tr|A0A2F0BJX4|A0A2F0BJX4_ESCRO
OG0005920	sp|Q6ZS72|PEAK3_HUMAN	tr|A0A2F0BK34|A0A2F0BK34_ESCRO
OG0005921	sp|Q96GF1|RN185_HUMAN	tr|A0A2F0BKK5|A0A2F0BKK5_ESCRO
OG0005922	sp|Q9UDX5|MTFP1_HUMAN	tr|A0A2F0BLR8|A0A2F0BLR8_ESCRO
OG0005923	sp|Q96DT7|ZBT10_HUMAN	tr|A0A2F0BM16|A0A2F0BM16_ESCRO
OG0005924	sp|Q86WC4|OSTM1_HUMAN	tr|A0A2F0BN62|A0A2F0BN62_ESCRO
OG0005925	sp|Q9Y2B9|IPKG_HUMAN	tr|A0A2F0BP25|A0A2F0BP25_ESCRO
OG0005926	sp|Q96G91|P2Y11_HUMAN	tr|A0A2F0BPH5|A0A2F0BPH5_ESCRO
OG0005927	sp|Q15070|OXA1L_HUMAN	tr|A0A2F0BPI5|A0A2F0BPI5_ESCRO
OG0005928	sp|Q8IVU9|CBCO1_HUMAN	tr|A0A2F0BPL7|A0A2F0BPL7_ESCRO
OG0005929	sp|P53680|AP2S1_HUMAN	tr|A0A2F0BPZ8|A0A2F0BPZ8_ESCRO
OG0005930	sp|Q8NG41|NPB_HUMAN	tr|A0A2F0BQI2|A0A2F0BQI2_ESCRO
OG0005931	sp|Q92766|RREB1_HUMAN	tr|A0A2F0AUL4|A0A2F0AUL4_ESCRO
OG0005932	sp|Q9NPF7|IL23A_HUMAN	tr|A0A2F0AUT5|A0A2F0AUT5_ESCRO
OG0005933	sp|Q86Y56|DAAF5_HUMAN	tr|A0A2F0AUX5|A0A2F0AUX5_ESCRO
OG0005934	sp|Q96S52|PIGS_HUMAN	tr|A0A2F0AVL0|A0A2F0AVL0_ESCRO
OG0005935	sp|P39059|COFA1_HUMAN	tr|A0A2F0AWG2|A0A2F0AWG2_ESCRO
OG0005936	sp|Q5GFL6|VWA2_HUMAN	tr|A0A2F0AX76|A0A2F0AX76_ESCRO
OG0005937	sp|Q9UI46|DNAI1_HUMAN	tr|A0A2F0AXN2|A0A2F0AXN2_ESCRO
OG0005938	sp|P49770|EI2BB_HUMAN	tr|A0A2F0AXX0|A0A2F0AXX0_ESCRO
OG0005939	sp|Q99684|GFI1_HUMAN	tr|A0A2F0AYL9|A0A2F0AYL9_ESCRO
OG0005940	sp|Q96EY4|TMA16_HUMAN	tr|A0A2F0AZ24|A0A2F0AZ24_ESCRO
OG0005941	sp|Q6ZRI6|CO039_HUMAN	tr|A0A2F0AZC7|A0A2F0AZC7_ESCRO
OG0005942	sp|P10070|GLI2_HUMAN	tr|A0A2F0AZP9|A0A2F0AZP9_ESCRO
OG0005943	sp|O43172|PRP4_HUMAN	tr|A0A2F0AZZ5|A0A2F0AZZ5_ESCRO
OG0005944	sp|Q96ER9|MITOK_HUMAN	tr|A0A2F0B0Z1|A0A2F0B0Z1_ESCRO
OG0005945	sp|O15034|RIMB2_HUMAN	tr|A0A2F0B143|A0A2F0B143_ESCRO
OG0005946	sp|Q6ZS82|R9BP_HUMAN	tr|A0A2F0B1L6|A0A2F0B1L6_ESCRO
OG0005947	sp|O60287|NPA1P_HUMAN	tr|A0A2F0B2S7|A0A2F0B2S7_ESCRO
OG0005948	sp|O43914|TYOBP_HUMAN	tr|A0A2F0B306|A0A2F0B306_ESCRO
OG0005949	sp|Q9NZQ7|PD1L1_HUMAN	tr|A0A2F0B363|A0A2F0B363_ESCRO
OG0005950	sp|Q15569|TESK1_HUMAN	tr|A0A2F0B441|A0A2F0B441_ESCRO
OG0005951	sp|Q9HAW0|BRF2_HUMAN	tr|A0A2F0B4K2|A0A2F0B4K2_ESCRO
OG0005952	sp|Q8WTR8|NET5_HUMAN	tr|A0A2F0B5H8|A0A2F0B5H8_ESCRO
OG0005953	sp|Q9Y3R4|NEUR2_HUMAN	tr|A0A2F0B6Z5|A0A2F0B6Z5_ESCRO
OG0005954	sp|Q9ULV1|FZD4_HUMAN	tr|A0A2F0B7K5|A0A2F0B7K5_ESCRO
OG0005955	sp|A6NCQ9|RN222_HUMAN	tr|A0A2F0B7Q4|A0A2F0B7Q4_ESCRO
OG0005956	sp|P02749|APOH_HUMAN	tr|A0A2F0B7U8|A0A2F0B7U8_ESCRO
OG0005957	sp|Q63HR2|TNS2_HUMAN	tr|A0A2F0B7V9|A0A2F0B7V9_ESCRO
OG0005958	sp|Q96BJ8|ELMO3_HUMAN	tr|A0A2F0B7Y8|A0A2F0B7Y8_ESCRO
OG0005959	sp|Q14232|EI2BA_HUMAN	tr|A0A2F0B8Q6|A0A2F0B8Q6_ESCRO
OG0005960	sp|O43684|BUB3_HUMAN	tr|A0A2F0B9I8|A0A2F0B9I8_ESCRO
OG0005961	sp|Q9BQ70|TCF25_HUMAN	tr|A0A2F0B9K5|A0A2F0B9K5_ESCRO
OG0005962	sp|Q9HB71|CYBP_HUMAN	tr|A0A2F0B9V0|A0A2F0B9V0_ESCRO
OG0005963	sp|Q6UXU6|TMM92_HUMAN	tr|A0A2F0B9Y5|A0A2F0B9Y5_ESCRO
OG0005964	sp|Q5TBB1|RNH2B_HUMAN	tr|A0A2F0BAG2|A0A2F0BAG2_ESCRO
OG0005965	sp|Q6PIS1|S23A3_HUMAN	tr|A0A2F0BC26|A0A2F0BC26_ESCRO
OG0005966	sp|Q9NSU2|TREX1_HUMAN	tr|A0A2F0BCY7|A0A2F0BCY7_ESCRO
OG0005967	sp|Q8TAF8|LHPL5_HUMAN	tr|A0A2F0BDV7|A0A2F0BDV7_ESCRO
OG0005968	sp|Q5TFE4|NT5D1_HUMAN	tr|A0A2F0BEA5|A0A2F0BEA5_ESCRO
OG0005969	sp|Q15906|VPS72_HUMAN	tr|A0A2F0BFH4|A0A2F0BFH4_ESCRO
OG0005970	sp|Q8N1V2|CFA52_HUMAN	tr|A0A2F0BG77|A0A2F0BG77_ESCRO
OG0005971	sp|P37198|NUP62_HUMAN	tr|A0A2F0BHT9|A0A2F0BHT9_ESCRO
OG0005972	sp|Q12852|M3K12_HUMAN	tr|A0A2F0BHW3|A0A2F0BHW3_ESCRO
OG0005973	sp|Q9Y467|SALL2_HUMAN	tr|A0A2F0BHY9|A0A2F0BHY9_ESCRO
OG0005974	sp|P49247|RPIA_HUMAN	tr|A0A2F0BI64|A0A2F0BI64_ESCRO
OG0005975	sp|P62081|RS7_HUMAN	tr|A0A2F0BIZ5|A0A2F0BIZ5_ESCRO
OG0005976	sp|Q9H3M7|TXNIP_HUMAN	tr|A0A2F0BJA8|A0A2F0BJA8_ESCRO
OG0005977	sp|Q5T7N3|KANK4_HUMAN	tr|A0A2F0BJC1|A0A2F0BJC1_ESCRO
OG0005978	sp|Q9H237|PORCN_HUMAN	tr|A0A2F0BJL9|A0A2F0BJL9_ESCRO
OG0005979	sp|C9JSJ3|MEIOS_HUMAN	tr|A0A2F0BK47|A0A2F0BK47_ESCRO
OG0005980	sp|Q9UGN5|PARP2_HUMAN	tr|A0A2F0BK68|A0A2F0BK68_ESCRO
OG0005981	sp|Q9HD33|RM47_HUMAN	tr|A0A2F0BLM4|A0A2F0BLM4_ESCRO
OG0005982	sp|P00966|ASSY_HUMAN	tr|A0A2F0BLP6|A0A2F0BLP6_ESCRO
OG0005983	sp|Q96KN1|LRAT2_HUMAN	tr|A0A2F0BM56|A0A2F0BM56_ESCRO
OG0005984	sp|Q9BSE4|HERP2_HUMAN	tr|A0A2F0BM68|A0A2F0BM68_ESCRO
OG0005985	sp|Q96DF8|ESS2_HUMAN	tr|A0A2F0BM83|A0A2F0BM83_ESCRO
OG0005986	sp|A6NCI8|CB078_HUMAN	tr|A0A2F0BMI6|A0A2F0BMI6_ESCRO
OG0005987	sp|Q9Y6X0|SETBP_HUMAN	tr|A0A2F0BMN9|A0A2F0BMN9_ESCRO
OG0005988	sp|Q9H5J0|ZBTB3_HUMAN	tr|A0A2F0BN27|A0A2F0BN27_ESCRO
OG0005989	sp|B4DS77|SHSA9_HUMAN	tr|A0A2F0BPB2|A0A2F0BPB2_ESCRO
OG0005990	sp|Q9P0K7|RAI14_HUMAN	tr|A0A2F0BPS7|A0A2F0BPS7_ESCRO
OG0005991	sp|Q8N668|COMD1_HUMAN	tr|A0A2F0BQ67|A0A2F0BQ67_ESCRO
OG0005992	sp|P52630|STAT2_HUMAN	tr|A0A2F0AUE5|A0A2F0AUE5_ESCRO
OG0005993	sp|Q9Y3P4|RHBD3_HUMAN	tr|A0A2F0AUQ2|A0A2F0AUQ2_ESCRO
OG0005994	sp|Q9BUJ2|HNRL1_HUMAN	tr|A0A2F0AV33|A0A2F0AV33_ESCRO
OG0005995	sp|O75800|ZMY10_HUMAN	tr|A0A2F0AV74|A0A2F0AV74_ESCRO
OG0005996	sp|Q9Y2C4|EXOG_HUMAN	tr|A0A2F0AV93|A0A2F0AV93_ESCRO
OG0005997	sp|Q8ND61|CC020_HUMAN	tr|A0A2F0AVB2|A0A2F0AVB2_ESCRO
OG0005998	sp|O95785|WIZ_HUMAN	tr|A0A2F0AVV6|A0A2F0AVV6_ESCRO
OG0005999	sp|Q99622|C10_HUMAN	tr|A0A2F0AWI2|A0A2F0AWI2_ESCRO
OG0006000	sp|Q9UNP4|SIAT9_HUMAN	tr|A0A2F0AWL1|A0A2F0AWL1_ESCRO
OG0006001	sp|Q9BTE6|AASD1_HUMAN	tr|A0A2F0AXT0|A0A2F0AXT0_ESCRO
OG0006002	sp|O00585|CCL21_HUMAN	tr|A0A2F0B067|A0A2F0B067_ESCRO
OG0006003	sp|Q9NVA1|UQCC1_HUMAN	tr|A0A2F0B1B9|A0A2F0B1B9_ESCRO
OG0006004	sp|Q8NEA6|GLIS3_HUMAN	tr|A0A2F0B1J7|A0A2F0B1J7_ESCRO
OG0006005	sp|Q9NQX7|ITM2C_HUMAN	tr|A0A2F0B2F3|A0A2F0B2F3_ESCRO
OG0006006	sp|Q13123|RED_HUMAN	tr|A0A2F0B4H7|A0A2F0B4H7_ESCRO
OG0006007	sp|A0AVI4|TM129_HUMAN	tr|A0A2F0B4M5|A0A2F0B4M5_ESCRO
OG0006008	sp|Q13435|SF3B2_HUMAN	tr|A0A2F0B597|A0A2F0B597_ESCRO
OG0006009	sp|P41159|LEP_HUMAN	tr|A0A2F0B650|A0A2F0B650_ESCRO
OG0006010	sp|O00178|GTPB1_HUMAN	tr|A0A2F0B6J9|A0A2F0B6J9_ESCRO
OG0006011	sp|A1L170|CA226_HUMAN	tr|A0A2F0B6P8|A0A2F0B6P8_ESCRO
OG0006012	sp|Q9NPG4|PCD12_HUMAN	tr|A0A2F0B6Q6|A0A2F0B6Q6_ESCRO
OG0006013	sp|Q93099|HGD_HUMAN	tr|A0A2F0B748|A0A2F0B748_ESCRO
OG0006014	sp|Q8TBE0|BAHD1_HUMAN	tr|A0A2F0B7E9|A0A2F0B7E9_ESCRO
OG0006015	sp|A6NMK8|INY2B_HUMAN	tr|A0A2F0B8B8|A0A2F0B8B8_ESCRO
OG0006016	sp|Q96KS9|F167A_HUMAN	tr|A0A2F0B9B3|A0A2F0B9B3_ESCRO
OG0006017	sp|Q969Y2|GTPB3_HUMAN	tr|A0A2F0BA34|A0A2F0BA34_ESCRO
OG0006018	sp|P05162|LEG2_HUMAN	tr|A0A2F0BAL2|A0A2F0BAL2_ESCRO
OG0006019	sp|Q9P0J0|NDUAD_HUMAN	tr|A0A2F0BAN4|A0A2F0BAN4_ESCRO
OG0006020	sp|Q01113|IL9R_HUMAN	tr|A0A2F0BBH6|A0A2F0BBH6_ESCRO
OG0006021	sp|Q13045|FLII_HUMAN	tr|A0A2F0BBQ4|A0A2F0BBQ4_ESCRO
OG0006022	sp|P35250|RFC2_HUMAN	tr|A0A2F0BBZ1|A0A2F0BBZ1_ESCRO
OG0006023	sp|O00444|PLK4_HUMAN	tr|A0A2F0BC61|A0A2F0BC61_ESCRO
OG0006024	sp|Q9HB75|PIDD1_HUMAN	tr|A0A2F0BCP2|A0A2F0BCP2_ESCRO
OG0006025	sp|Q9P2Y4|ZN219_HUMAN	tr|A0A2F0BEA8|A0A2F0BEA8_ESCRO
OG0006026	sp|P01308|INS_HUMAN	tr|A0A2F0BEL3|A0A2F0BEL3_ESCRO
OG0006027	sp|Q92826|HXB13_HUMAN	tr|A0A2F0BF23|A0A2F0BF23_ESCRO
OG0006028	sp|Q6UWV2|MPZL3_HUMAN	tr|A0A2F0BG10|A0A2F0BG10_ESCRO
OG0006029	sp|O60393|NOBOX_HUMAN	tr|A0A2F0BG34|A0A2F0BG34_ESCRO
OG0006030	sp|Q9BVV2|FND11_HUMAN	tr|A0A2F0BGV2|A0A2F0BGV2_ESCRO
OG0006031	sp|P17980|PRS6A_HUMAN	tr|A0A2F0BI83|A0A2F0BI83_ESCRO
OG0006032	sp|Q13206|DDX10_HUMAN	tr|A0A2F0BIG6|A0A2F0BIG6_ESCRO
OG0006033	sp|Q7Z404|TMC4_HUMAN	tr|A0A2F0BJM9|A0A2F0BJM9_ESCRO
OG0006034	sp|Q9NX58|LYAR_HUMAN	tr|A0A2F0BLF9|A0A2F0BLF9_ESCRO
OG0006035	sp|Q6IBW4|CNDH2_HUMAN	tr|A0A2F0BLH6|A0A2F0BLH6_ESCRO
OG0006036	sp|Q9BSF0|SMAKA_HUMAN	tr|A0A2F0BM07|A0A2F0BM07_ESCRO
OG0006037	sp|P26441|CNTF_HUMAN	tr|A0A2F0BM69|A0A2F0BM69_ESCRO
OG0006038	sp|Q8IW52|SLIK4_HUMAN	tr|A0A2F0BP26|A0A2F0BP26_ESCRO
OG0006039	sp|O75947|ATP5H_HUMAN	tr|A0A2F0BPQ6|A0A2F0BPQ6_ESCRO
OG0006040	sp|Q8NAA5|LR75A_HUMAN	tr|A0A2F0AUF7|A0A2F0AUF7_ESCRO
OG0006041	sp|Q92858|ATOH1_HUMAN	tr|A0A2F0AUM2|A0A2F0AUM2_ESCRO
OG0006042	sp|Q9UBN1|CCG4_HUMAN	tr|A0A2F0AVB8|A0A2F0AVB8_ESCRO
OG0006043	sp|Q96E66|LRC51_HUMAN	tr|A0A2F0AVM1|A0A2F0AVM1_ESCRO
OG0006044	sp|Q9BZL3|SMIM3_HUMAN	tr|A0A2F0AVU4|A0A2F0AVU4_ESCRO
OG0006045	sp|Q969V5|MUL1_HUMAN	tr|A0A2F0AW21|A0A2F0AW21_ESCRO
OG0006046	sp|P10747|CD28_HUMAN	tr|A0A2F0AX44|A0A2F0AX44_ESCRO
OG0006047	sp|Q99489|OXDD_HUMAN	tr|A0A2F0B1T3|A0A2F0B1T3_ESCRO
OG0006048	sp|Q96LK0|CEP19_HUMAN	tr|A0A2F0B2Y5|A0A2F0B2Y5_ESCRO
OG0006049	sp|Q8TBZ2|MYBPP_HUMAN	tr|A0A2F0B3U1|A0A2F0B3U1_ESCRO
OG0006050	sp|Q8N9V7|TOPZ1_HUMAN	tr|A0A2F0B645|A0A2F0B645_ESCRO
OG0006051	sp|Q9UK61|TASOR_HUMAN	tr|A0A2F0B684|A0A2F0B684_ESCRO
OG0006052	sp|O43395|PRPF3_HUMAN	tr|A0A2F0B6R5|A0A2F0B6R5_ESCRO
OG0006053	sp|Q9Y289|SC5A6_HUMAN	tr|A0A2F0B774|A0A2F0B774_ESCRO
OG0006054	sp|Q6QHF9|PAOX_HUMAN	tr|A0A2F0B8E5|A0A2F0B8E5_ESCRO
OG0006055	sp|Q9BZM1|PG12A_HUMAN	tr|A0A2F0B8Y0|A0A2F0B8Y0_ESCRO
OG0006056	sp|P33993|MCM7_HUMAN	tr|A0A2F0B918|A0A2F0B918_ESCRO
OG0006057	sp|P19388|RPAB1_HUMAN	tr|A0A2F0B9F5|A0A2F0B9F5_ESCRO
OG0006058	sp|O75414|NDK6_HUMAN	tr|A0A2F0BAH0|A0A2F0BAH0_ESCRO
OG0006059	sp|Q4FZB7|KMT5B_HUMAN	tr|A0A2F0BAJ5|A0A2F0BAJ5_ESCRO
OG0006060	sp|Q9H0U6|RM18_HUMAN	tr|A0A2F0BB10|A0A2F0BB10_ESCRO
OG0006061	sp|Q9UKN8|TF3C4_HUMAN	tr|A0A2F0BC93|A0A2F0BC93_ESCRO
OG0006062	sp|Q8N6F1|CLD19_HUMAN	tr|A0A2F0BCH5|A0A2F0BCH5_ESCRO
OG0006063	sp|O75052|CAPON_HUMAN	tr|A0A2F0BEI7|A0A2F0BEI7_ESCRO
OG0006064	sp|Q9H078|CLPB_HUMAN	tr|A0A2F0BEL1|A0A2F0BEL1_ESCRO
OG0006065	sp|O75864|PPR37_HUMAN	tr|A0A2F0BEU3|A0A2F0BEU3_ESCRO
OG0006066	sp|Q9NVD3|SETD4_HUMAN	tr|A0A2F0BFC5|A0A2F0BFC5_ESCRO
OG0006067	sp|Q9HBI0|PARVG_HUMAN	tr|A0A2F0BFJ7|A0A2F0BFJ7_ESCRO
OG0006068	sp|Q8WUJ1|NEUFC_HUMAN	tr|A0A2F0BFM2|A0A2F0BFM2_ESCRO
OG0006069	sp|Q9H6Q3|SLAP2_HUMAN	tr|A0A2F0BFW1|A0A2F0BFW1_ESCRO
