Orthogroup	Homo_sapiens	Lynx_canadensis
OG0012919	sp|Q8TAM6|ERMIN_HUMAN	tr|A0A667HG42|A0A667HG42_LYNCA
OG0012920	sp|Q8WUJ1|NEUFC_HUMAN	tr|A0A667HYR7|A0A667HYR7_LYNCA
OG0012921	sp|Q92628|K0232_HUMAN	tr|A0A667G6Z1|A0A667G6Z1_LYNCA
OG0012922	sp|Q96A73|P33MX_HUMAN	tr|A0A667HGX6|A0A667HGX6_LYNCA
OG0012923	sp|Q96FG2|ELMD3_HUMAN	tr|A0A667HGA8|A0A667HGA8_LYNCA
OG0012924	sp|Q96LR9|APLD1_HUMAN	tr|A0A667HP56|A0A667HP56_LYNCA
OG0012925	sp|Q96M95|CCD42_HUMAN	tr|A0A667H2T3|A0A667H2T3_LYNCA
OG0012926	sp|Q96N76|HUTU_HUMAN	tr|A0A667FR41|A0A667FR41_LYNCA
OG0012927	sp|Q9GZQ4|NMUR2_HUMAN	tr|A0A667G601|A0A667G601_LYNCA
OG0012928	sp|Q9H098|F107B_HUMAN	tr|A0A667GEX3|A0A667GEX3_LYNCA
OG0012929	sp|Q9H7T0|CTSRB_HUMAN	tr|A0A667G679|A0A667G679_LYNCA
OG0012930	sp|Q9HCJ2|LRC4C_HUMAN	tr|A0A667H1P4|A0A667H1P4_LYNCA
OG0012931	sp|Q9HD89|RETN_HUMAN	tr|A0A667FNK8|A0A667FNK8_LYNCA
OG0012932	sp|Q9NQ36|SCUB2_HUMAN	tr|A0A667GER2|A0A667GER2_LYNCA
OG0012933	sp|Q9NRG1|PRDC1_HUMAN	tr|A0A667GJ02|A0A667GJ02_LYNCA
OG0012934	sp|Q9NSD4|ZN275_HUMAN	tr|A0A667HW11|A0A667HW11_LYNCA
OG0012935	sp|Q9NTW7|ZF64B_HUMAN	tr|A0A667GRP4|A0A667GRP4_LYNCA
OG0012936	sp|Q9Y2P5|S27A5_HUMAN	tr|A0A667H254|A0A667H254_LYNCA
OG0012937	sp|Q9Y3D3|RT16_HUMAN	tr|A0A667I9E1|A0A667I9E1_LYNCA
OG0012938	sp|Q9Y676|RT18B_HUMAN	tr|A0A667GAM3|A0A667GAM3_LYNCA
OG0012939	sp|Q9Y693|LHPL6_HUMAN	tr|A0A667FEJ6|A0A667FEJ6_LYNCA
OG0012940	sp|O60269|GRIN2_HUMAN	tr|A0A667IRL3|A0A667IRL3_LYNCA
OG0012941	sp|O60763|USO1_HUMAN	tr|A0A667G501|A0A667G501_LYNCA
OG0012942	sp|P04179|SODM_HUMAN	tr|A0A667H5G5|A0A667H5G5_LYNCA
OG0012943	sp|P04424|ARLY_HUMAN	tr|A0A667HQX0|A0A667HQX0_LYNCA
OG0012944	sp|P19484|TFEB_HUMAN	tr|A0A667G5M0|A0A667G5M0_LYNCA
OG0012945	sp|P21757|MSRE_HUMAN	tr|A0A667FWK6|A0A667FWK6_LYNCA
OG0012946	sp|P21810|PGS1_HUMAN	tr|A0A667IC03|A0A667IC03_LYNCA
OG0012947	sp|P22492|H1T_HUMAN	tr|A0A667FJ30|A0A667FJ30_LYNCA
OG0012948	sp|P46100|ATRX_HUMAN	tr|A0A667IZ51|A0A667IZ51_LYNCA
OG0012949	sp|P49023|PAXI_HUMAN	tr|A0A667IGH5|A0A667IGH5_LYNCA
OG0012950	sp|P49639|HXA1_HUMAN	tr|A0A667H250|A0A667H250_LYNCA
OG0012951	sp|P49715|CEBPA_HUMAN	tr|A0A667HJ09|A0A667HJ09_LYNCA
OG0012952	sp|P50542|PEX5_HUMAN	tr|A0A667FXY4|A0A667FXY4_LYNCA
OG0012953	sp|P51164|ATP4B_HUMAN	tr|A0A667FFR5|A0A667FFR5_LYNCA
OG0012954	sp|P54760|EPHB4_HUMAN	tr|A0A667I885|A0A667I885_LYNCA
OG0012955	sp|P62699|YPEL5_HUMAN	tr|A0A667G2V8|A0A667G2V8_LYNCA
OG0012956	sp|P78562|PHEX_HUMAN	tr|A0A667ITS9|A0A667ITS9_LYNCA
OG0012957	sp|P79522|PRR3_HUMAN	tr|A0A667GA60|A0A667GA60_LYNCA
OG0012958	sp|Q04446|GLGB_HUMAN	tr|A0A667GKH3|A0A667GKH3_LYNCA
OG0012959	sp|Q13021|MALL_HUMAN	tr|A0A667HDE8|A0A667HDE8_LYNCA
OG0012960	sp|Q13683|ITA7_HUMAN	tr|A0A667H056|A0A667H056_LYNCA
OG0012961	sp|Q14242|SELPL_HUMAN	tr|A0A667HRC5|A0A667HRC5_LYNCA
OG0012962	sp|Q14353|GAMT_HUMAN	tr|A0A667G3G5|A0A667G3G5_LYNCA
OG0012963	sp|Q14773|ICAM4_HUMAN	tr|A0A667G6I9|A0A667G6I9_LYNCA
OG0012964	sp|Q4G0X4|KCD21_HUMAN	tr|A0A667HAT7|A0A667HAT7_LYNCA
OG0012965	sp|Q5SRR4|LY65C_HUMAN	tr|A0A667GKJ2|A0A667GKJ2_LYNCA
OG0012966	sp|Q5T4F7|SFRP5_HUMAN	tr|A0A667HIX5|A0A667HIX5_LYNCA
OG0012967	sp|Q5T5M9|CCNJ_HUMAN	tr|A0A667GKU9|A0A667GKU9_LYNCA
OG0012968	sp|Q63HN8|RN213_HUMAN	tr|A0A667J241|A0A667J241_LYNCA
OG0012969	sp|Q6NSI4|RADX_HUMAN	tr|A0A667IF76|A0A667IF76_LYNCA
OG0012970	sp|Q6NZY4|ZCHC8_HUMAN	tr|A0A667GXY0|A0A667GXY0_LYNCA
OG0012971	sp|Q7Z4N8|P4HA3_HUMAN	tr|A0A667GV40|A0A667GV40_LYNCA
OG0012972	sp|Q7Z591|AKNA_HUMAN	tr|A0A667I9N0|A0A667I9N0_LYNCA
OG0012973	sp|Q7Z7C8|TAF8_HUMAN	tr|A0A667GT56|A0A667GT56_LYNCA
OG0012974	sp|Q86VS3|IQCH_HUMAN	tr|A0A667GIR3|A0A667GIR3_LYNCA
OG0012975	sp|Q8N0X4|CLYBL_HUMAN	tr|A0A667GNZ8|A0A667GNZ8_LYNCA
OG0012976	sp|Q8N157|AHI1_HUMAN	tr|A0A667GUC4|A0A667GUC4_LYNCA
OG0012977	sp|Q8N3R9|PALS1_HUMAN	tr|A0A667GDI0|A0A667GDI0_LYNCA
OG0012978	sp|Q8NBF2|NHLC2_HUMAN	tr|A0A667I7H5|A0A667I7H5_LYNCA
OG0012979	sp|Q8NEM0|MCPH1_HUMAN	tr|A0A667HVZ5|A0A667HVZ5_LYNCA
OG0012980	sp|Q8WWY8|LIPH_HUMAN	tr|A0A667HUY7|A0A667HUY7_LYNCA
OG0012981	sp|Q96A08|H2B1A_HUMAN	tr|A0A667FS79|A0A667FS79_LYNCA
OG0012982	sp|Q96CV9|OPTN_HUMAN	tr|A0A667GBY0|A0A667GBY0_LYNCA
OG0012983	sp|Q96CW9|NTNG2_HUMAN	tr|A0A667IKN6|A0A667IKN6_LYNCA
OG0012984	sp|Q96JM7|LMBL3_HUMAN	tr|A0A667GMJ6|A0A667GMJ6_LYNCA
OG0012985	sp|Q96LQ0|PPR36_HUMAN	tr|A0A667G6C0|A0A667G6C0_LYNCA
OG0012986	sp|Q96MB7|HARB1_HUMAN	tr|A0A667IGR5|A0A667IGR5_LYNCA
OG0012987	sp|Q96QS3|ARX_HUMAN	tr|A0A667HVV6|A0A667HVV6_LYNCA
OG0012988	sp|Q9C0D9|EPT1_HUMAN	tr|A0A667HDV0|A0A667HDV0_LYNCA
OG0012989	sp|Q9H4S2|GSX1_HUMAN	tr|A0A667G0J9|A0A667G0J9_LYNCA
OG0012990	sp|Q9H6U6|BCAS3_HUMAN	tr|A0A667HCX3|A0A667HCX3_LYNCA
OG0012991	sp|Q9HAW4|CLSPN_HUMAN	tr|A0A667HUS3|A0A667HUS3_LYNCA
OG0012992	sp|Q9HCE9|ANO8_HUMAN	tr|A0A667GHU0|A0A667GHU0_LYNCA
OG0012993	sp|Q9NSE4|SYIM_HUMAN	tr|A0A667HHJ9|A0A667HHJ9_LYNCA
OG0012994	sp|Q9NYA1|SPHK1_HUMAN	tr|A0A667IHR1|A0A667IHR1_LYNCA
OG0012995	sp|Q9P0T7|TMEM9_HUMAN	tr|A0A667J023|A0A667J023_LYNCA
OG0012996	sp|Q9P2H5|UBP35_HUMAN	tr|A0A667GSR8|A0A667GSR8_LYNCA
OG0012997	sp|Q9UI43|MRM2_HUMAN	tr|A0A667I400|A0A667I400_LYNCA
OG0012998	sp|Q9Y6I7|WSB1_HUMAN	tr|A0A667H4E6|A0A667H4E6_LYNCA
OG0012999	sp|A0A1B0GUV1|CQ114_HUMAN	tr|A0A667HRQ8|A0A667HRQ8_LYNCA
OG0013000	sp|A0A1B0GVY4|SIM31_HUMAN	tr|A0A667HHH9|A0A667HHH9_LYNCA
OG0013001	sp|A0PK11|CLRN2_HUMAN	tr|A0A667G9G4|A0A667G9G4_LYNCA
OG0013002	sp|A6NJW4|LRR3C_HUMAN	tr|A0A667HT46|A0A667HT46_LYNCA
OG0013003	sp|C9JR72|KBTBD_HUMAN	tr|A0A667FP03|A0A667FP03_LYNCA
OG0013004	sp|F5H4B4|F227A_HUMAN	tr|A0A667HF21|A0A667HF21_LYNCA
OG0013005	sp|O00339|MATN2_HUMAN	tr|A0A667IWZ4|A0A667IWZ4_LYNCA
OG0013006	sp|O60315|ZEB2_HUMAN	tr|A0A667HW98|A0A667HW98_LYNCA
OG0013007	sp|P07510|ACHG_HUMAN	tr|A0A667H7I5|A0A667H7I5_LYNCA
OG0013008	sp|P08034|CXB1_HUMAN	tr|A0A667I232|A0A667I232_LYNCA
OG0013009	sp|P08172|ACM2_HUMAN	tr|A0A667HKD5|A0A667HKD5_LYNCA
OG0013010	sp|P16144|ITB4_HUMAN	tr|A0A667HN12|A0A667HN12_LYNCA
OG0013011	sp|P18089|ADA2B_HUMAN	tr|A0A667HEL5|A0A667HEL5_LYNCA
OG0013012	sp|P22830|HEMH_HUMAN	tr|A0A667GPR7|A0A667GPR7_LYNCA
OG0013013	sp|P42898|MTHR_HUMAN	tr|A0A667ILN2|A0A667ILN2_LYNCA
OG0013014	sp|P50876|R144A_HUMAN	tr|A0A667G9H7|A0A667G9H7_LYNCA
OG0013015	sp|P57088|TMM33_HUMAN	tr|A0A667GHW7|A0A667GHW7_LYNCA
OG0013016	sp|P62263|RS14_HUMAN	tr|A0A667GN78|A0A667GN78_LYNCA
OG0013017	sp|Q06547|GABP1_HUMAN	tr|A0A667I6V6|A0A667I6V6_LYNCA
OG0013018	sp|Q12913|PTPRJ_HUMAN	tr|A0A667GT01|A0A667GT01_LYNCA
OG0013019	sp|Q13217|DNJC3_HUMAN	tr|A0A667FMH5|A0A667FMH5_LYNCA
OG0013020	sp|Q16670|ZSC26_HUMAN	tr|A0A667GYB1|A0A667GYB1_LYNCA
OG0013021	sp|Q2KJY2|KI26B_HUMAN	tr|A0A667ID27|A0A667ID27_LYNCA
OG0013022	sp|Q3LI76|KR151_HUMAN	tr|A0A667HFJ8|A0A667HFJ8_LYNCA
OG0013023	sp|Q53FD0|ZC21C_HUMAN	tr|A0A667GV36|A0A667GV36_LYNCA
OG0013024	sp|Q53FE4|CD017_HUMAN	tr|A0A667H380|A0A667H380_LYNCA
OG0013025	sp|Q5VWP3|MLIP_HUMAN	tr|A0A667GSY1|A0A667GSY1_LYNCA
OG0013026	sp|Q5VXI9|LIPN_HUMAN	tr|A0A667IB82|A0A667IB82_LYNCA
OG0013027	sp|Q6NXG1|ESRP1_HUMAN	tr|A0A667IZA2|A0A667IZA2_LYNCA
OG0013028	sp|Q7Z2K8|GRIN1_HUMAN	tr|A0A667GA35|A0A667GA35_LYNCA
OG0013029	sp|Q86UD1|OAF_HUMAN	tr|A0A667IGR6|A0A667IGR6_LYNCA
OG0013030	sp|Q8IVF5|TIAM2_HUMAN	tr|A0A667GAI2|A0A667GAI2_LYNCA
OG0013031	sp|Q8N841|TTLL6_HUMAN	tr|A0A667IPS7|A0A667IPS7_LYNCA
OG0013032	sp|Q8NDM7|CFA43_HUMAN	tr|A0A667H419|A0A667H419_LYNCA
OG0013033	sp|Q8NEV8|EXPH5_HUMAN	tr|A0A667GG25|A0A667GG25_LYNCA
OG0013034	sp|Q8NHS9|SPT22_HUMAN	tr|A0A667I592|A0A667I592_LYNCA
OG0013035	sp|Q8WVB3|HEXD_HUMAN	tr|A0A667ICK0|A0A667ICK0_LYNCA
OG0013036	sp|Q8WW34|TM239_HUMAN	tr|A0A667IFY0|A0A667IFY0_LYNCA
OG0013037	sp|Q969E8|TSR2_HUMAN	tr|A0A667I8C5|A0A667I8C5_LYNCA
OG0013038	sp|Q96G42|KLD7B_HUMAN	tr|A0A667G3J0|A0A667G3J0_LYNCA
OG0013039	sp|Q96J87|CELF6_HUMAN	tr|A0A667FS83|A0A667FS83_LYNCA
OG0013040	sp|Q96KP6|TNIP3_HUMAN	tr|A0A667H132|A0A667H132_LYNCA
OG0013041	sp|Q96M86|DNHD1_HUMAN	tr|A0A667H8T9|A0A667H8T9_LYNCA
OG0013042	sp|Q96NU1|SAM11_HUMAN	tr|A0A667ILJ9|A0A667ILJ9_LYNCA
OG0013043	sp|Q9BQ08|RETNB_HUMAN	tr|A0A667HBV4|A0A667HBV4_LYNCA
OG0013044	sp|Q9BU70|TRMO_HUMAN	tr|A0A667GUP9|A0A667GUP9_LYNCA
OG0013045	sp|Q9BWT3|PAPOG_HUMAN	tr|A0A667G4U7|A0A667G4U7_LYNCA
OG0013046	sp|Q9BZB8|CPEB1_HUMAN	tr|A0A667FQ95|A0A667FQ95_LYNCA
OG0013047	sp|Q9BZM2|PA2GF_HUMAN	tr|A0A667HF16|A0A667HF16_LYNCA
OG0013048	sp|Q9C0H5|RHG39_HUMAN	tr|A0A667IJM1|A0A667IJM1_LYNCA
OG0013049	sp|Q9H6S0|YTDC2_HUMAN	tr|A0A667FVX3|A0A667FVX3_LYNCA
OG0013050	sp|Q9NPB8|GPCP1_HUMAN	tr|A0A667G5G8|A0A667G5G8_LYNCA
OG0013051	sp|Q9NSP4|CENPM_HUMAN	tr|A0A667GFA0|A0A667GFA0_LYNCA
OG0013052	sp|Q9NZC2|TREM2_HUMAN	tr|A0A667GRK9|A0A667GRK9_LYNCA
OG0013053	sp|Q9NZL9|MAT2B_HUMAN	tr|A0A667H4B0|A0A667H4B0_LYNCA
OG0013054	sp|Q9P289|STK26_HUMAN	tr|A0A667IU44|A0A667IU44_LYNCA
OG0013055	sp|Q9UBR2|CATZ_HUMAN	tr|A0A667G2K9|A0A667G2K9_LYNCA
OG0013056	sp|Q9ULS5|TMCC3_HUMAN	tr|A0A667GBW7|A0A667GBW7_LYNCA
OG0013057	sp|Q9Y535|RPC8_HUMAN	tr|A0A667GIQ6|A0A667GIQ6_LYNCA
OG0013058	tr|A0A087WUV0|A0A087WUV0_HUMAN	tr|A0A667HBJ0|A0A667HBJ0_LYNCA
OG0013059	sp|A0PK05|TMM72_HUMAN	tr|A0A667GTQ4|A0A667GTQ4_LYNCA
OG0013060	sp|A6NNM8|TTL13_HUMAN	tr|A0A667GAJ7|A0A667GAJ7_LYNCA
OG0013061	sp|O00401|WASL_HUMAN	tr|A0A667GC19|A0A667GC19_LYNCA
OG0013062	sp|O00488|ZN593_HUMAN	tr|A0A667GN62|A0A667GN62_LYNCA
OG0013063	sp|O14579|COPE_HUMAN	tr|A0A667G5D7|A0A667G5D7_LYNCA
OG0013064	sp|O43502|RA51C_HUMAN	tr|A0A667IP33|A0A667IP33_LYNCA
OG0013065	sp|O75570|RF1M_HUMAN	tr|A0A667FEX1|A0A667FEX1_LYNCA
OG0013066	sp|O95696|BRD1_HUMAN	tr|A0A667GDA3|A0A667GDA3_LYNCA
OG0013067	sp|P01019|ANGT_HUMAN	tr|A0A667HX27|A0A667HX27_LYNCA
OG0013068	sp|P01880|IGHD_HUMAN	tr|A0A667H5H4|A0A667H5H4_LYNCA
OG0013069	sp|P08922|ROS1_HUMAN	tr|A0A667GXJ8|A0A667GXJ8_LYNCA
OG0013070	sp|P0C869|PA24B_HUMAN	tr|A0A667GG13|A0A667GG13_LYNCA
OG0013071	sp|P11172|UMPS_HUMAN	tr|A0A667HK56|A0A667HK56_LYNCA
OG0013072	sp|P18847|ATF3_HUMAN	tr|A0A667IJM5|A0A667IJM5_LYNCA
OG0013073	sp|P30536|TSPO_HUMAN	tr|A0A667G4L1|A0A667G4L1_LYNCA
OG0013074	sp|P36383|CXG1_HUMAN	tr|A0A667HHP9|A0A667HHP9_LYNCA
OG0013075	sp|Q0P6H9|TMM62_HUMAN	tr|A0A667G9A1|A0A667G9A1_LYNCA
OG0013076	sp|Q10571|MN1_HUMAN	tr|A0A667HK16|A0A667HK16_LYNCA
OG0013077	sp|Q11201|SIA4A_HUMAN	tr|A0A667ILL6|A0A667ILL6_LYNCA
OG0013078	sp|Q13425|SNTB2_HUMAN	tr|A0A667HYW3|A0A667HYW3_LYNCA
OG0013079	sp|Q13564|ULA1_HUMAN	tr|A0A667IA27|A0A667IA27_LYNCA
OG0013080	sp|Q32NC0|CR021_HUMAN	tr|A0A667HKG8|A0A667HKG8_LYNCA
OG0013081	sp|Q3SXZ7|TTLL9_HUMAN	tr|A0A667HJ32|A0A667HJ32_LYNCA
OG0013082	sp|Q5EBL8|PDZ11_HUMAN	tr|A0A667HY39|A0A667HY39_LYNCA
OG0013083	sp|Q5T1S8|NCMAP_HUMAN	tr|A0A667GKW1|A0A667GKW1_LYNCA
OG0013084	sp|Q5T9G4|ARM12_HUMAN	tr|A0A667G585|A0A667G585_LYNCA
OG0013085	sp|Q6V1P9|PCD23_HUMAN	tr|A0A667GL85|A0A667GL85_LYNCA
OG0013086	sp|Q6ZTI6|RFLA_HUMAN	tr|A0A667IAC2|A0A667IAC2_LYNCA
OG0013087	sp|Q7Z4V0|ZN438_HUMAN	tr|A0A667GUI9|A0A667GUI9_LYNCA
OG0013088	sp|Q7Z5S9|TM144_HUMAN	tr|A0A667H4A5|A0A667H4A5_LYNCA
OG0013089	sp|Q86TH1|ATL2_HUMAN	tr|A0A667IIR6|A0A667IIR6_LYNCA
OG0013090	sp|Q86Y91|KI18B_HUMAN	tr|A0A667HJ20|A0A667HJ20_LYNCA
OG0013091	sp|Q8IZN7|D107A_HUMAN	tr|A0A667G0A6|A0A667G0A6_LYNCA
OG0013092	sp|Q8N201|INT1_HUMAN	tr|A0A667J4T7|A0A667J4T7_LYNCA
OG0013093	sp|Q8N2G6|ZCH24_HUMAN	tr|A0A667IAF5|A0A667IAF5_LYNCA
OG0013094	sp|Q8N3Y7|RDHE2_HUMAN	tr|A0A667IFP6|A0A667IFP6_LYNCA
OG0013095	sp|Q8N6L1|KTAP2_HUMAN	tr|A0A667I736|A0A667I736_LYNCA
OG0013096	sp|Q8WW12|PCNP_HUMAN	tr|A0A667HC82|A0A667HC82_LYNCA
OG0013097	sp|Q96GD3|SCMH1_HUMAN	tr|A0A667HQE5|A0A667HQE5_LYNCA
OG0013098	sp|Q96IF1|AJUBA_HUMAN	tr|A0A667HFI7|A0A667HFI7_LYNCA
OG0013099	sp|Q96QZ7|MAGI1_HUMAN	tr|A0A667GM39|A0A667GM39_LYNCA
OG0013100	sp|Q96RG2|PASK_HUMAN	tr|A0A667INW7|A0A667INW7_LYNCA
OG0013101	sp|Q99972|MYOC_HUMAN	tr|A0A667I6M6|A0A667I6M6_LYNCA
OG0013102	sp|Q9BVS5|TR61B_HUMAN	tr|A0A667H8S9|A0A667H8S9_LYNCA
OG0013103	sp|Q9BXJ3|C1QT4_HUMAN	tr|A0A667HXJ9|A0A667HXJ9_LYNCA
OG0013104	sp|Q9BY12|SCAPE_HUMAN	tr|A0A667GVY7|A0A667GVY7_LYNCA
OG0013105	sp|Q9BZW5|TM6S1_HUMAN	tr|A0A667GGV5|A0A667GGV5_LYNCA
OG0013106	sp|Q9H3L0|MMAD_HUMAN	tr|A0A667HXI5|A0A667HXI5_LYNCA
OG0013107	sp|Q9NPH5|NOX4_HUMAN	tr|A0A667IEC5|A0A667IEC5_LYNCA
OG0013108	sp|Q9NQM4|DAAF6_HUMAN	tr|A0A667HZ13|A0A667HZ13_LYNCA
OG0013109	sp|Q9NR28|DBLOH_HUMAN	tr|A0A667H0Q6|A0A667H0Q6_LYNCA
OG0013110	sp|Q9NRN9|METL5_HUMAN	tr|A0A667HD25|A0A667HD25_LYNCA
OG0013111	sp|Q9NRP7|STK36_HUMAN	tr|A0A667GF05|A0A667GF05_LYNCA
OG0013112	sp|Q9NUJ7|PLCX1_HUMAN	tr|A0A667I0N4|A0A667I0N4_LYNCA
OG0013113	sp|Q9NX20|RM16_HUMAN	tr|A0A667HSI1|A0A667HSI1_LYNCA
OG0013114	sp|Q9UFC0|LRWD1_HUMAN	tr|A0A667I084|A0A667I084_LYNCA
OG0013115	sp|Q9UIG0|BAZ1B_HUMAN	tr|A0A667IL62|A0A667IL62_LYNCA
OG0013116	sp|Q9Y2H6|FND3A_HUMAN	tr|A0A667FZ11|A0A667FZ11_LYNCA
OG0013117	sp|Q9Y2I8|WDR37_HUMAN	tr|A0A667GH88|A0A667GH88_LYNCA
OG0013118	sp|Q9Y5V0|ZN706_HUMAN	tr|A0A667I890|A0A667I890_LYNCA
OG0013119	sp|A6NFT4|CFA73_HUMAN	tr|A0A667GK03|A0A667GK03_LYNCA
OG0013120	sp|B4DS77|SHSA9_HUMAN	tr|A0A667IGZ3|A0A667IGZ3_LYNCA
OG0013121	sp|D6REC4|CFA99_HUMAN	tr|A0A667H3M4|A0A667H3M4_LYNCA
OG0013122	sp|O14771|ZN213_HUMAN	tr|A0A667INE6|A0A667INE6_LYNCA
OG0013123	sp|O14802|RPC1_HUMAN	tr|A0A667IEK1|A0A667IEK1_LYNCA
OG0013124	sp|O14813|PHX2A_HUMAN	tr|A0A667GHL8|A0A667GHL8_LYNCA
OG0013125	sp|O14926|FSCN2_HUMAN	tr|A0A667I651|A0A667I651_LYNCA
OG0013126	sp|O15041|SEM3E_HUMAN	tr|A0A667HL67|A0A667HL67_LYNCA
OG0013127	sp|O75446|SAP30_HUMAN	tr|A0A667HDK0|A0A667HDK0_LYNCA
OG0013128	sp|O95206|PCDH8_HUMAN	tr|A0A667FMA7|A0A667FMA7_LYNCA
OG0013129	sp|O96000|NDUBA_HUMAN	tr|A0A667HJC8|A0A667HJC8_LYNCA
OG0013130	sp|P04150|GCR_HUMAN	tr|A0A667GRH4|A0A667GRH4_LYNCA
OG0013131	sp|P16219|ACADS_HUMAN	tr|A0A667IAE8|A0A667IAE8_LYNCA
OG0013132	sp|P27105|STOM_HUMAN	tr|A0A667HQC5|A0A667HQC5_LYNCA
OG0013133	sp|P28907|CD38_HUMAN	tr|A0A667HMD5|A0A667HMD5_LYNCA
OG0013134	sp|P46779|RL28_HUMAN	tr|A0A667I149|A0A667I149_LYNCA
OG0013135	sp|P48595|SPB10_HUMAN	tr|A0A667HAF6|A0A667HAF6_LYNCA
OG0013136	sp|P49418|AMPH_HUMAN	tr|A0A667GIW9|A0A667GIW9_LYNCA
OG0013137	sp|Q04864|REL_HUMAN	tr|A0A667FZR4|A0A667FZR4_LYNCA
OG0013138	sp|Q06710|PAX8_HUMAN	tr|A0A667HSY2|A0A667HSY2_LYNCA
OG0013139	sp|Q13546|RIPK1_HUMAN	tr|A0A667I1G3|A0A667I1G3_LYNCA
OG0013140	sp|Q13952|NFYC_HUMAN	tr|A0A667GI28|A0A667GI28_LYNCA
OG0013141	sp|Q14562|DHX8_HUMAN	tr|A0A667HUV5|A0A667HUV5_LYNCA
OG0013142	sp|Q15828|CYTM_HUMAN	tr|A0A667HFX6|A0A667HFX6_LYNCA
OG0013143	sp|Q1MSJ5|CSPP1_HUMAN	tr|A0A667I5E0|A0A667I5E0_LYNCA
OG0013144	sp|Q2NL98|VMAC_HUMAN	tr|A0A667H8G7|A0A667H8G7_LYNCA
OG0013145	sp|Q3LI81|KR271_HUMAN	tr|A0A667HD05|A0A667HD05_LYNCA
OG0013146	sp|Q496M5|PLK5_HUMAN	tr|A0A667G4B7|A0A667G4B7_LYNCA
OG0013147	sp|Q5SQQ9|VAX1_HUMAN	tr|A0A667GV96|A0A667GV96_LYNCA
OG0013148	sp|Q5W0Q7|USPL1_HUMAN	tr|A0A667GMY7|A0A667GMY7_LYNCA
OG0013149	sp|Q6EMB2|TTLL5_HUMAN	tr|A0A667HNR9|A0A667HNR9_LYNCA
OG0013150	sp|Q6P0N0|M18BP_HUMAN	tr|A0A667GWT8|A0A667GWT8_LYNCA
OG0013151	sp|Q6PIZ9|TRAT1_HUMAN	tr|A0A667H975|A0A667H975_LYNCA
OG0013152	sp|Q6ZMZ3|SYNE3_HUMAN	tr|A0A667GES3|A0A667GES3_LYNCA
OG0013153	sp|Q6ZNF0|ACP7_HUMAN	tr|A0A667ID47|A0A667ID47_LYNCA
OG0013154	sp|Q6ZUT1|NKAP1_HUMAN	tr|A0A667H3B0|A0A667H3B0_LYNCA
OG0013155	sp|Q70EL4|UBP43_HUMAN	tr|A0A667HMK5|A0A667HMK5_LYNCA
OG0013156	sp|Q71RC2|LARP4_HUMAN	tr|A0A667HKD1|A0A667HKD1_LYNCA
OG0013157	sp|Q7Z6J9|SEN54_HUMAN	tr|A0A667I883|A0A667I883_LYNCA
OG0013158	sp|Q7Z6K5|ARPIN_HUMAN	tr|A0A667GB15|A0A667GB15_LYNCA
OG0013159	sp|Q86UU9|TKN4_HUMAN	tr|A0A667J5A5|A0A667J5A5_LYNCA
OG0013160	sp|Q8IY26|PLPP6_HUMAN	tr|A0A667H4J6|A0A667H4J6_LYNCA
OG0013161	sp|Q8N114|SHSA5_HUMAN	tr|A0A667G527|A0A667G527_LYNCA
OG0013162	sp|Q8NFL0|B3GN7_HUMAN	tr|A0A667GKQ4|A0A667GKQ4_LYNCA
OG0013163	sp|Q8NFY4|SEM6D_HUMAN	tr|A0A667HKA4|A0A667HKA4_LYNCA
OG0013164	sp|Q8NHP8|PLBL2_HUMAN	tr|A0A667GNH4|A0A667GNH4_LYNCA
OG0013165	sp|Q8TAU0|NKX23_HUMAN	tr|A0A667HH99|A0A667HH99_LYNCA
OG0013166	sp|Q8WU20|FRS2_HUMAN	tr|A0A667GZZ3|A0A667GZZ3_LYNCA
OG0013167	sp|Q8WVE7|T170A_HUMAN	tr|A0A667HIZ7|A0A667HIZ7_LYNCA
OG0013168	sp|Q92597|NDRG1_HUMAN	tr|A0A667HYZ8|A0A667HYZ8_LYNCA
OG0013169	sp|Q96HY6|DDRGK_HUMAN	tr|A0A667J0K6|A0A667J0K6_LYNCA
OG0013170	sp|Q99567|NUP88_HUMAN	tr|A0A667H2I6|A0A667H2I6_LYNCA
OG0013171	sp|Q99707|METH_HUMAN	tr|A0A667HR42|A0A667HR42_LYNCA
OG0013172	sp|Q99801|NKX31_HUMAN	tr|A0A667FUI0|A0A667FUI0_LYNCA
OG0013173	sp|Q9BRQ4|CF300_HUMAN	tr|A0A667GQZ0|A0A667GQZ0_LYNCA
OG0013174	sp|Q9BX97|PLVAP_HUMAN	tr|A0A667G1E3|A0A667G1E3_LYNCA
OG0013175	sp|Q9H3Q1|BORG4_HUMAN	tr|A0A667INF4|A0A667INF4_LYNCA
OG0013176	sp|Q9H3R5|CENPH_HUMAN	tr|A0A667HUX0|A0A667HUX0_LYNCA
OG0013177	sp|Q9H9P8|L2HDH_HUMAN	tr|A0A667HHT8|A0A667HHT8_LYNCA
OG0013178	sp|Q9H9Z2|LN28A_HUMAN	tr|A0A667GNW3|A0A667GNW3_LYNCA
OG0013179	sp|Q9NP86|CABP5_HUMAN	tr|A0A667HJM4|A0A667HJM4_LYNCA
OG0013180	sp|Q9NRC9|OTOR_HUMAN	tr|A0A667GEJ9|A0A667GEJ9_LYNCA
