Orthogroup	Homo_sapiens	Mus_spicilegus
OG0013306	sp|Q12906|ILF3_HUMAN	tr|A0A8C6MWZ6|A0A8C6MWZ6_MUSSI
OG0013307	sp|Q14802|FXYD3_HUMAN	tr|A0A8C6H258|A0A8C6H258_MUSSI
OG0013308	sp|Q15012|LAP4A_HUMAN	tr|A0A8C6GD88|A0A8C6GD88_MUSSI
OG0013309	sp|Q15382|RHEB_HUMAN	tr|A0A8C6HCX2|A0A8C6HCX2_MUSSI
OG0013310	sp|Q16552|IL17_HUMAN	tr|A0A8C6II96|A0A8C6II96_MUSSI
OG0013311	sp|Q5T6X5|GPC6A_HUMAN	tr|A0A8C6MPA8|A0A8C6MPA8_MUSSI
OG0013312	sp|Q5T8A7|PPR26_HUMAN	tr|A0A8C6HMC8|A0A8C6HMC8_MUSSI
OG0013313	sp|Q5TBB1|RNH2B_HUMAN	tr|A0A8C6N1N7|A0A8C6N1N7_MUSSI
OG0013314	sp|Q5VXM1|CDCP2_HUMAN	tr|A0A8C6H8I8|A0A8C6H8I8_MUSSI
OG0013315	sp|Q5VZ03|NXNL2_HUMAN	tr|A0A8C6MRI5|A0A8C6MRI5_MUSSI
OG0013316	sp|Q6GQQ9|OTU7B_HUMAN	tr|A0A8C6GP60|A0A8C6GP60_MUSSI
OG0013317	sp|Q6P9G4|TM154_HUMAN	tr|A0A8C6HLH0|A0A8C6HLH0_MUSSI
OG0013318	sp|Q6PJ69|TRI65_HUMAN	tr|A0A8C6N3G5|A0A8C6N3G5_MUSSI
OG0013319	sp|Q6UB28|MAP12_HUMAN	tr|A0A8C6GR42|A0A8C6GR42_MUSSI
OG0013320	sp|Q7LFL8|CXXC5_HUMAN	tr|A0A8C6IDS6|A0A8C6IDS6_MUSSI
OG0013321	sp|Q7RTX9|MOT14_HUMAN	tr|A0A8C6MUJ8|A0A8C6MUJ8_MUSSI
OG0013322	sp|Q86TG7|PEG10_HUMAN	tr|A0A8C6G596|A0A8C6G596_MUSSI
OG0013323	sp|Q8IY81|SPB1_HUMAN	tr|A0A8C6I2J3|A0A8C6I2J3_MUSSI
OG0013324	sp|Q8IY92|SLX4_HUMAN	tr|A0A8C6I6Y9|A0A8C6I6Y9_MUSSI
OG0013325	sp|Q8IYS1|P20D2_HUMAN	tr|A0A8C6H2B2|A0A8C6H2B2_MUSSI
OG0013326	sp|Q8IYX4|DND1_HUMAN	tr|A0A8C6N5P0|A0A8C6N5P0_MUSSI
OG0013327	sp|Q8N5Z0|AADAT_HUMAN	tr|A0A8C6HUX6|A0A8C6HUX6_MUSSI
OG0013328	sp|Q8NEY3|SPAT4_HUMAN	tr|A0A8C6GGF5|A0A8C6GGF5_MUSSI
OG0013329	sp|Q96C28|ZN707_HUMAN	tr|A0A8C6N086|A0A8C6N086_MUSSI
OG0013330	sp|Q96I23|PREY_HUMAN	tr|A0A8C6HGV8|A0A8C6HGV8_MUSSI
OG0013331	sp|Q96K49|TM87B_HUMAN	tr|A0A8C6MY89|A0A8C6MY89_MUSSI
OG0013332	sp|Q96KJ4|MSLNL_HUMAN	tr|A0A8C6H3Q1|A0A8C6H3Q1_MUSSI
OG0013333	sp|Q96LL3|FIMP_HUMAN	tr|A0A8C6N3A6|A0A8C6N3A6_MUSSI
OG0013334	sp|Q96M02|CJ090_HUMAN	tr|A0A8C6HZV6|A0A8C6HZV6_MUSSI
OG0013335	sp|Q96P16|RPR1A_HUMAN	tr|A0A8C6HUM5|A0A8C6HUM5_MUSSI
OG0013336	sp|Q99584|S10AD_HUMAN	tr|A0A8C6G6E5|A0A8C6G6E5_MUSSI
OG0013337	sp|Q99708|CTIP_HUMAN	tr|A0A8C6GFX2|A0A8C6GFX2_MUSSI
OG0013338	sp|Q9BQG1|SYT3_HUMAN	tr|A0A8C6GWM2|A0A8C6GWM2_MUSSI
OG0013339	sp|Q9BSJ5|CQ080_HUMAN	tr|A0A8C6MU31|A0A8C6MU31_MUSSI
OG0013340	sp|Q9BU20|CPLN2_HUMAN	tr|A0A8C6H696|A0A8C6H696_MUSSI
OG0013341	sp|Q9BW62|KATL1_HUMAN	tr|A0A8C6HW81|A0A8C6HW81_MUSSI
OG0013342	sp|Q9BZF1|OSBL8_HUMAN	tr|A0A8C6I505|A0A8C6I505_MUSSI
OG0013343	sp|Q9H040|SPRTN_HUMAN	tr|A0A8C6N0F7|A0A8C6N0F7_MUSSI
OG0013344	sp|Q9H0P0|5NT3A_HUMAN	tr|A0A8C6G5S8|A0A8C6G5S8_MUSSI
OG0013345	sp|Q9H5Y7|SLIK6_HUMAN	tr|A0A8C6G7Z4|A0A8C6G7Z4_MUSSI
OG0013346	sp|Q9H6L2|TM231_HUMAN	tr|A0A8C6HKY4|A0A8C6HKY4_MUSSI
OG0013347	sp|Q9H8M2|BRD9_HUMAN	tr|A0A8C6HBL0|A0A8C6HBL0_MUSSI
OG0013348	sp|Q9HAH7|FBRS_HUMAN	tr|A0A8C6I2S1|A0A8C6I2S1_MUSSI
OG0013349	sp|Q9HCN3|PGAP6_HUMAN	tr|A0A8C6HZD5|A0A8C6HZD5_MUSSI
OG0013350	sp|Q9HD20|AT131_HUMAN	tr|A0A8C6GHN0|A0A8C6GHN0_MUSSI
OG0013351	sp|Q9NWB6|ARGL1_HUMAN	tr|A0A8C6GVZ5|A0A8C6GVZ5_MUSSI
OG0013352	sp|Q9UH92|MLX_HUMAN	tr|A0A8C6GJ04|A0A8C6GJ04_MUSSI
OG0013353	sp|Q9UPX0|TUTLB_HUMAN	tr|A0A8C6N0A4|A0A8C6N0A4_MUSSI
OG0013354	sp|Q9Y2D9|ZN652_HUMAN	tr|A0A8C6HMC3|A0A8C6HMC3_MUSSI
OG0013355	sp|Q9Y2L1|RRP44_HUMAN	tr|A0A8C6MXH0|A0A8C6MXH0_MUSSI
OG0013356	sp|Q9Y653|AGRG1_HUMAN	tr|A0A8C6GFF0|A0A8C6GFF0_MUSSI
OG0013357	sp|Q9Y6Q3|ZFP37_HUMAN	tr|A0A8C6HJV4|A0A8C6HJV4_MUSSI
OG0013358	sp|O15018|PDZD2_HUMAN	tr|A0A8C6H6X1|A0A8C6H6X1_MUSSI
OG0013359	sp|O43680|TCF21_HUMAN	tr|A0A8C6HS07|A0A8C6HS07_MUSSI
OG0013360	sp|O75165|DJC13_HUMAN	tr|A0A8C6GZA3|A0A8C6GZA3_MUSSI
OG0013361	sp|O75886|STAM2_HUMAN	tr|A0A8C6I9R6|A0A8C6I9R6_MUSSI
OG0013362	sp|O75952|CABYR_HUMAN	tr|A0A8C6GMG4|A0A8C6GMG4_MUSSI
OG0013363	sp|O95201|ZN205_HUMAN	tr|A0A8C6MVN3|A0A8C6MVN3_MUSSI
OG0013364	sp|P11473|VDR_HUMAN	tr|A0A8C6I8M6|A0A8C6I8M6_MUSSI
OG0013365	sp|P25791|RBTN2_HUMAN	tr|A0A8C6GL28|A0A8C6GL28_MUSSI
OG0013366	sp|P31152|MK04_HUMAN	tr|A0A8C6GVU0|A0A8C6GVU0_MUSSI
OG0013367	sp|P38435|VKGC_HUMAN	tr|A0A8C6GNT7|A0A8C6GNT7_MUSSI
OG0013368	sp|P40259|CD79B_HUMAN	tr|A0A8C6I175|A0A8C6I175_MUSSI
OG0013369	sp|P48449|LSS_HUMAN	tr|A0A8C6MPR7|A0A8C6MPR7_MUSSI
OG0013370	sp|P50222|MEOX2_HUMAN	tr|A0A8C6I6B2|A0A8C6I6B2_MUSSI
OG0013371	sp|P51674|GPM6A_HUMAN	tr|A0A8C6GGD8|A0A8C6GGD8_MUSSI
OG0013372	sp|P55160|NCKPL_HUMAN	tr|A0A8C6MUC3|A0A8C6MUC3_MUSSI
OG0013373	sp|P56385|ATP5I_HUMAN	tr|A0A8C6HPA8|A0A8C6HPA8_MUSSI
OG0013374	sp|P78344|IF4G2_HUMAN	tr|A0A8C6N3S0|A0A8C6N3S0_MUSSI
OG0013375	sp|Q00994|BEX3_HUMAN	tr|A0A8C6HI26|A0A8C6HI26_MUSSI
OG0013376	sp|Q03692|COAA1_HUMAN	tr|A0A8C6IDQ4|A0A8C6IDQ4_MUSSI
OG0013377	sp|Q06418|TYRO3_HUMAN	tr|A0A8C6N396|A0A8C6N396_MUSSI
OG0013378	sp|Q12999|TSN31_HUMAN	tr|A0A8C6HIC3|A0A8C6HIC3_MUSSI
OG0013379	sp|Q15005|SPCS2_HUMAN	tr|A0A8C6IAV8|A0A8C6IAV8_MUSSI
OG0013380	sp|Q16695|H31T_HUMAN	tr|A0A8C6HRD3|A0A8C6HRD3_MUSSI
OG0013381	sp|Q1RMZ1|SAMTR_HUMAN	tr|A0A8C6IJP0|A0A8C6IJP0_MUSSI
OG0013382	sp|Q56UN5|M3K19_HUMAN	tr|A0A8C6I702|A0A8C6I702_MUSSI
OG0013383	sp|Q5M7Z0|RNFT1_HUMAN	tr|A0A8C6GTZ7|A0A8C6GTZ7_MUSSI
OG0013384	sp|Q5SZD4|GLYL3_HUMAN	tr|A0A8C6H990|A0A8C6H990_MUSSI
OG0013385	sp|Q5TEA6|SE1L2_HUMAN	tr|A0A8C6I2V1|A0A8C6I2V1_MUSSI
OG0013386	sp|Q6P2C0|WDR93_HUMAN	tr|A0A8C6HFH4|A0A8C6HFH4_MUSSI
OG0013387	sp|Q6PF18|MORN3_HUMAN	tr|A0A8C6H6Y1|A0A8C6H6Y1_MUSSI
OG0013388	sp|Q6PIV7|S2534_HUMAN	tr|A0A8C6MW61|A0A8C6MW61_MUSSI
OG0013389	sp|Q6UX04|CWC27_HUMAN	tr|A0A8C6GHJ0|A0A8C6GHJ0_MUSSI
OG0013390	sp|Q6ZTQ3|RASF6_HUMAN	tr|A0A8C6HGT3|A0A8C6HGT3_MUSSI
OG0013391	sp|Q76NI1|KNDC1_HUMAN	tr|A0A8C6I5Y2|A0A8C6I5Y2_MUSSI
OG0013392	sp|Q86TA1|MOB3B_HUMAN	tr|A0A8C6I4B3|A0A8C6I4B3_MUSSI
OG0013393	sp|Q86XK7|VSIG1_HUMAN	tr|A0A8C6I5D8|A0A8C6I5D8_MUSSI
OG0013394	sp|Q8IV77|CNGA4_HUMAN	tr|A0A8C6I8W5|A0A8C6I8W5_MUSSI
OG0013395	sp|Q8N9N7|LRC57_HUMAN	tr|A0A8C6IC67|A0A8C6IC67_MUSSI
OG0013396	sp|Q8TEA8|DTD1_HUMAN	tr|A0A8C6HJ04|A0A8C6HJ04_MUSSI
OG0013397	sp|Q92753|RORB_HUMAN	tr|A0A8C6GZ92|A0A8C6GZ92_MUSSI
OG0013398	sp|Q96A32|MYL11_HUMAN	tr|A0A8C6IFB1|A0A8C6IFB1_MUSSI
OG0013399	sp|Q96GA3|LTV1_HUMAN	tr|A0A8C6H9N7|A0A8C6H9N7_MUSSI
OG0013400	sp|Q96I51|RCC1L_HUMAN	tr|A0A8C6HKI4|A0A8C6HKI4_MUSSI
OG0013401	sp|Q96IQ9|ZN414_HUMAN	tr|A0A8C6GP94|A0A8C6GP94_MUSSI
OG0013402	sp|Q96L93|KI16B_HUMAN	tr|A0A8C6I0V7|A0A8C6I0V7_MUSSI
OG0013403	sp|Q9BQ65|USB1_HUMAN	tr|A0A8C6GGL1|A0A8C6GGL1_MUSSI
OG0013404	sp|Q9BQM9|CT144_HUMAN	tr|A0A8C6G766|A0A8C6G766_MUSSI
OG0013405	sp|Q9BS16|CENPK_HUMAN	tr|A0A8C6GI50|A0A8C6GI50_MUSSI
OG0013406	sp|Q9BVN2|RUSC1_HUMAN	tr|A0A8C6HMZ1|A0A8C6HMZ1_MUSSI
OG0013407	sp|Q9BYB0|SHAN3_HUMAN	tr|A0A8C6HV54|A0A8C6HV54_MUSSI
OG0013408	sp|Q9BZG2|PPAT_HUMAN	tr|A0A8C6GWG1|A0A8C6GWG1_MUSSI
OG0013409	sp|Q9H0W8|SMG9_HUMAN	tr|A0A8C6G4A4|A0A8C6G4A4_MUSSI
OG0013410	sp|Q9H221|ABCG8_HUMAN	tr|A0A8C6GZ80|A0A8C6GZ80_MUSSI
OG0013411	sp|Q9H4G4|GAPR1_HUMAN	tr|A0A8C6MYS2|A0A8C6MYS2_MUSSI
OG0013412	sp|Q9H6S1|AZI2_HUMAN	tr|A0A8C6GHX3|A0A8C6GHX3_MUSSI
OG0013413	sp|Q9NW15|ANO10_HUMAN	tr|A0A8C6HUM1|A0A8C6HUM1_MUSSI
OG0013414	sp|Q9NZB8|MOCS1_HUMAN	tr|A0A8C6IKG8|A0A8C6IKG8_MUSSI
OG0013415	sp|Q9UNI1|CELA1_HUMAN	tr|A0A8C6HQ15|A0A8C6HQ15_MUSSI
OG0013416	sp|Q9Y271|CLTR1_HUMAN	tr|A0A8C6GSE3|A0A8C6GSE3_MUSSI
OG0013417	sp|Q9Y2H0|DLGP4_HUMAN	tr|A0A8C6MRK4|A0A8C6MRK4_MUSSI
OG0013418	sp|A6NML5|TM212_HUMAN	tr|A0A8C6HVC3|A0A8C6HVC3_MUSSI
OG0013419	sp|O00155|GPR25_HUMAN	tr|A0A8C6H4D2|A0A8C6H4D2_MUSSI
OG0013420	sp|O00303|EIF3F_HUMAN	tr|A0A8C6I7K3|A0A8C6I7K3_MUSSI
OG0013421	sp|O15209|ZBT22_HUMAN	tr|A0A8C6H2D6|A0A8C6H2D6_MUSSI
OG0013422	sp|O43246|CTR4_HUMAN	tr|A0A8C6HJS6|A0A8C6HJS6_MUSSI
OG0013423	sp|O75718|CRTAP_HUMAN	tr|A0A8C6GLU6|A0A8C6GLU6_MUSSI
OG0013424	sp|O75943|RAD17_HUMAN	tr|A0A8C6ICP8|A0A8C6ICP8_MUSSI
OG0013425	sp|O75976|CBPD_HUMAN	tr|A0A8C6N239|A0A8C6N239_MUSSI
OG0013426	sp|O95208|EPN2_HUMAN	tr|A0A8C6HPE0|A0A8C6HPE0_MUSSI
OG0013427	sp|O95425|SVIL_HUMAN	tr|A0A8C6HNV4|A0A8C6HNV4_MUSSI
OG0013428	sp|P09172|DOPO_HUMAN	tr|A0A8C6HJX1|A0A8C6HJX1_MUSSI
OG0013429	sp|P09601|HMOX1_HUMAN	tr|A0A8C6MTH9|A0A8C6MTH9_MUSSI
OG0013430	sp|P15498|VAV_HUMAN	tr|A0A8C6HPQ3|A0A8C6HPQ3_MUSSI
OG0013431	sp|P20936|RASA1_HUMAN	tr|A0A8C6I3A2|A0A8C6I3A2_MUSSI
OG0013432	sp|P23510|TNFL4_HUMAN	tr|A0A8C6HQL3|A0A8C6HQL3_MUSSI
OG0013433	sp|P28072|PSB6_HUMAN	tr|A0A8C6HN85|A0A8C6HN85_MUSSI
OG0013434	sp|P29460|IL12B_HUMAN	tr|A0A8C6HVF6|A0A8C6HVF6_MUSSI
OG0013435	sp|P36404|ARL2_HUMAN	tr|A0A8C6II83|A0A8C6II83_MUSSI
OG0013436	sp|P52823|STC1_HUMAN	tr|A0A8C6I1H1|A0A8C6I1H1_MUSSI
OG0013437	sp|P54727|RD23B_HUMAN	tr|A0A8C6GJG9|A0A8C6GJG9_MUSSI
OG0013438	sp|P61457|PHS_HUMAN	tr|A0A8C6MV74|A0A8C6MV74_MUSSI
OG0013439	sp|Q07812|BAX_HUMAN	tr|A0A8C6HKC9|A0A8C6HKC9_MUSSI
OG0013440	sp|Q13439|GOGA4_HUMAN	tr|A0A8C6GG45|A0A8C6GG45_MUSSI
OG0013441	sp|Q13467|FZD5_HUMAN	tr|A0A8C6GST0|A0A8C6GST0_MUSSI
OG0013442	sp|Q13635|PTC1_HUMAN	tr|A0A8C6MZT4|A0A8C6MZT4_MUSSI
OG0013443	sp|Q14BN4|SLMAP_HUMAN	tr|A0A8C6IAB7|A0A8C6IAB7_MUSSI
OG0013444	sp|Q32MQ0|ZN750_HUMAN	tr|A0A8C6GY08|A0A8C6GY08_MUSSI
OG0013445	sp|Q5JW98|CAHM4_HUMAN	tr|A0A8C6IDW4|A0A8C6IDW4_MUSSI
OG0013446	sp|Q5PRF9|SMAG2_HUMAN	tr|A0A8C6MP44|A0A8C6MP44_MUSSI
OG0013447	sp|Q5T197|DCST1_HUMAN	tr|A0A8C6I6T7|A0A8C6I6T7_MUSSI
OG0013448	sp|Q5TCX8|M3K21_HUMAN	tr|A0A8C6MRD6|A0A8C6MRD6_MUSSI
OG0013449	sp|Q5VV42|CDKAL_HUMAN	tr|A0A8C6GD85|A0A8C6GD85_MUSSI
OG0013450	sp|Q5W0B1|OBI1_HUMAN	tr|A0A8C6H8Y6|A0A8C6H8Y6_MUSSI
OG0013451	sp|Q6DKI7|PVRIG_HUMAN	tr|A0A8C6GBG6|A0A8C6GBG6_MUSSI
OG0013452	sp|Q6F5E8|CARL2_HUMAN	tr|A0A8C6HDI9|A0A8C6HDI9_MUSSI
OG0013453	sp|Q6ICG6|K0930_HUMAN	tr|A0A8C6HJC2|A0A8C6HJC2_MUSSI
OG0013454	sp|Q6L8Q7|PDE12_HUMAN	tr|A0A8C6I6P3|A0A8C6I6P3_MUSSI
OG0013455	sp|Q6NSJ5|LRC8E_HUMAN	tr|A0A8C6IH68|A0A8C6IH68_MUSSI
OG0013456	sp|Q6UB98|ANR12_HUMAN	tr|A0A8C6IG34|A0A8C6IG34_MUSSI
OG0013457	sp|Q7LBR1|CHM1B_HUMAN	tr|A0A8C6I6P8|A0A8C6I6P8_MUSSI
OG0013458	sp|Q8IWL3|HSC20_HUMAN	tr|A0A8C6GGV4|A0A8C6GGV4_MUSSI
OG0013459	sp|Q8IZJ6|TDH_HUMAN	tr|A0A8C6H7G1|A0A8C6H7G1_MUSSI
OG0013460	sp|Q8N5M1|ATPF2_HUMAN	tr|A0A8C6HKP1|A0A8C6HKP1_MUSSI
OG0013461	sp|Q8N884|CGAS_HUMAN	tr|A0A8C6MQU0|A0A8C6MQU0_MUSSI
OG0013462	sp|Q8N8E2|ZN513_HUMAN	tr|A0A8C6HBT5|A0A8C6HBT5_MUSSI
OG0013463	sp|Q8NBV8|SYT8_HUMAN	tr|A0A8C6HBL7|A0A8C6HBL7_MUSSI
OG0013464	sp|Q8TAD2|IL17D_HUMAN	tr|A0A8C6MVN6|A0A8C6MVN6_MUSSI
OG0013465	sp|Q8TAM6|ERMIN_HUMAN	tr|A0A8C6G6W2|A0A8C6G6W2_MUSSI
OG0013466	sp|Q8WUJ1|NEUFC_HUMAN	tr|A0A8C6H1N4|A0A8C6H1N4_MUSSI
OG0013467	sp|Q92628|K0232_HUMAN	tr|A0A8C6N2F0|A0A8C6N2F0_MUSSI
OG0013468	sp|Q96FG2|ELMD3_HUMAN	tr|A0A8C6MSH9|A0A8C6MSH9_MUSSI
OG0013469	sp|Q96GX2|A7L3B_HUMAN	tr|A0A8C6GQP3|A0A8C6GQP3_MUSSI
OG0013470	sp|Q96LR9|APLD1_HUMAN	tr|A0A8C6GKI9|A0A8C6GKI9_MUSSI
OG0013471	sp|Q96M95|CCD42_HUMAN	tr|A0A8C6GRQ9|A0A8C6GRQ9_MUSSI
OG0013472	sp|Q96N76|HUTU_HUMAN	tr|A0A8C6MSN6|A0A8C6MSN6_MUSSI
OG0013473	sp|Q9GZQ4|NMUR2_HUMAN	tr|A0A8C6GSH7|A0A8C6GSH7_MUSSI
OG0013474	sp|Q9H098|F107B_HUMAN	tr|A0A8C6GWI9|A0A8C6GWI9_MUSSI
OG0013475	sp|Q9HCJ2|LRC4C_HUMAN	tr|A0A8C6I4X8|A0A8C6I4X8_MUSSI
OG0013476	sp|Q9HD89|RETN_HUMAN	tr|A0A8C6GTK0|A0A8C6GTK0_MUSSI
OG0013477	sp|Q9NQ36|SCUB2_HUMAN	tr|A0A8C6I8V8|A0A8C6I8V8_MUSSI
OG0013478	sp|Q9NSD4|ZN275_HUMAN	tr|A0A8C6IE72|A0A8C6IE72_MUSSI
OG0013479	sp|Q9NTW7|ZF64B_HUMAN	tr|A0A8C6N3T3|A0A8C6N3T3_MUSSI
OG0013480	sp|Q9UBQ7|GRHPR_HUMAN	tr|A0A8C6HNE3|A0A8C6HNE3_MUSSI
OG0013481	sp|Q9UIJ7|KAD3_HUMAN	tr|A0A8C6I0T8|A0A8C6I0T8_MUSSI
OG0013482	sp|Q9Y2P5|S27A5_HUMAN	tr|A0A8C6H7U6|A0A8C6H7U6_MUSSI
OG0013483	sp|Q9Y3D3|RT16_HUMAN	tr|A0A8C6GI21|A0A8C6GI21_MUSSI
OG0013484	sp|Q9Y493|ZAN_HUMAN	tr|A0A8C6GTJ6|A0A8C6GTJ6_MUSSI
OG0013485	sp|Q9Y676|RT18B_HUMAN	tr|A0A8C6MWR2|A0A8C6MWR2_MUSSI
OG0013486	sp|Q9Y693|LHPL6_HUMAN	tr|A0A8C6GZQ3|A0A8C6GZQ3_MUSSI
OG0013487	sp|O60269|GRIN2_HUMAN	tr|A0A8C6H505|A0A8C6H505_MUSSI
OG0013488	sp|O60763|USO1_HUMAN	tr|A0A8C6MYV4|A0A8C6MYV4_MUSSI
OG0013489	sp|P00742|FA10_HUMAN	tr|A0A8C6GKD3|A0A8C6GKD3_MUSSI
OG0013490	sp|P04179|SODM_HUMAN	tr|A0A8C6I783|A0A8C6I783_MUSSI
OG0013491	sp|P04424|ARLY_HUMAN	tr|A0A8C6HP29|A0A8C6HP29_MUSSI
OG0013492	sp|P08246|ELNE_HUMAN	tr|A0A8C6G8Y7|A0A8C6G8Y7_MUSSI
OG0013493	sp|P19484|TFEB_HUMAN	tr|A0A8C6IJ66|A0A8C6IJ66_MUSSI
OG0013494	sp|P21757|MSRE_HUMAN	tr|A0A8C6GXA0|A0A8C6GXA0_MUSSI
OG0013495	sp|P21810|PGS1_HUMAN	tr|A0A8C6MPV2|A0A8C6MPV2_MUSSI
OG0013496	sp|P22492|H1T_HUMAN	tr|A0A8C6GA36|A0A8C6GA36_MUSSI
OG0013497	sp|P41180|CASR_HUMAN	tr|A0A8C6HE28|A0A8C6HE28_MUSSI
OG0013498	sp|P46100|ATRX_HUMAN	tr|A0A8C6HMD4|A0A8C6HMD4_MUSSI
OG0013499	sp|P49023|PAXI_HUMAN	tr|A0A8C6GWA3|A0A8C6GWA3_MUSSI
OG0013500	sp|P49279|NRAM1_HUMAN	tr|A0A8C6HKA3|A0A8C6HKA3_MUSSI
OG0013501	sp|P49639|HXA1_HUMAN	tr|A0A8C6MTP5|A0A8C6MTP5_MUSSI
OG0013502	sp|P49715|CEBPA_HUMAN	tr|A0A8C6HVN5|A0A8C6HVN5_MUSSI
OG0013503	sp|P50542|PEX5_HUMAN	tr|A0A8C6I0I6|A0A8C6I0I6_MUSSI
OG0013504	sp|P51164|ATP4B_HUMAN	tr|A0A8C6MRN8|A0A8C6MRN8_MUSSI
OG0013505	sp|P54760|EPHB4_HUMAN	tr|A0A8C6GTD0|A0A8C6GTD0_MUSSI
OG0013506	sp|P62699|YPEL5_HUMAN	tr|A0A8C6IC95|A0A8C6IC95_MUSSI
OG0013507	sp|P78562|PHEX_HUMAN	tr|A0A8C6GSR2|A0A8C6GSR2_MUSSI
OG0013508	sp|Q04446|GLGB_HUMAN	tr|A0A8C6I217|A0A8C6I217_MUSSI
OG0013509	sp|Q13021|MALL_HUMAN	tr|A0A8C6HJ15|A0A8C6HJ15_MUSSI
OG0013510	sp|Q13683|ITA7_HUMAN	tr|A0A8C6N443|A0A8C6N443_MUSSI
OG0013511	sp|Q14242|SELPL_HUMAN	tr|A0A8C6GPL0|A0A8C6GPL0_MUSSI
OG0013512	sp|Q14353|GAMT_HUMAN	tr|A0A8C6GME0|A0A8C6GME0_MUSSI
OG0013513	sp|Q14773|ICAM4_HUMAN	tr|A0A8C6HE17|A0A8C6HE17_MUSSI
OG0013514	sp|Q4G0X4|KCD21_HUMAN	tr|A0A8C6GW80|A0A8C6GW80_MUSSI
OG0013515	sp|Q53EQ6|TIGD5_HUMAN	tr|A0A8C6HQC1|A0A8C6HQC1_MUSSI
OG0013516	sp|Q5SRR4|LY65C_HUMAN	tr|A0A8C6GI79|A0A8C6GI79_MUSSI
OG0013517	sp|Q5T4F7|SFRP5_HUMAN	tr|A0A8C6HAP5|A0A8C6HAP5_MUSSI
OG0013518	sp|Q5T5M9|CCNJ_HUMAN	tr|A0A8C6GJC1|A0A8C6GJC1_MUSSI
OG0013519	sp|Q63HN8|RN213_HUMAN	tr|A0A8C6HBA8|A0A8C6HBA8_MUSSI
OG0013520	sp|Q6ICL7|S35E4_HUMAN	tr|A0A8C6GAM2|A0A8C6GAM2_MUSSI
OG0013521	sp|Q6NSI4|RADX_HUMAN	tr|A0A8C6HUK1|A0A8C6HUK1_MUSSI
OG0013522	sp|Q6NZY4|ZCHC8_HUMAN	tr|A0A8C6H8Z2|A0A8C6H8Z2_MUSSI
OG0013523	sp|Q7Z4N8|P4HA3_HUMAN	tr|A0A8C6I938|A0A8C6I938_MUSSI
OG0013524	sp|Q7Z591|AKNA_HUMAN	tr|A0A8C6IMC7|A0A8C6IMC7_MUSSI
OG0013525	sp|Q7Z7C8|TAF8_HUMAN	tr|A0A8C6IJ48|A0A8C6IJ48_MUSSI
OG0013526	sp|Q86VS3|IQCH_HUMAN	tr|A0A8C6GD82|A0A8C6GD82_MUSSI
OG0013527	sp|Q8N0X4|CLYBL_HUMAN	tr|A0A8C6MXS1|A0A8C6MXS1_MUSSI
OG0013528	sp|Q8N157|AHI1_HUMAN	tr|A0A8C6N4U0|A0A8C6N4U0_MUSSI
OG0013529	sp|Q8N3R9|PALS1_HUMAN	tr|A0A8C6H921|A0A8C6H921_MUSSI
OG0013530	sp|Q8NBF2|NHLC2_HUMAN	tr|A0A8C6IKV5|A0A8C6IKV5_MUSSI
OG0013531	sp|Q8NEM0|MCPH1_HUMAN	tr|A0A8C6IGQ7|A0A8C6IGQ7_MUSSI
OG0013532	sp|Q8WWY8|LIPH_HUMAN	tr|A0A8C6GUF6|A0A8C6GUF6_MUSSI
OG0013533	sp|Q96A08|H2B1A_HUMAN	tr|A0A8C6I9S0|A0A8C6I9S0_MUSSI
OG0013534	sp|Q96CV9|OPTN_HUMAN	tr|A0A8C6MUP4|A0A8C6MUP4_MUSSI
OG0013535	sp|Q96CW9|NTNG2_HUMAN	tr|A0A8C6MTA3|A0A8C6MTA3_MUSSI
OG0013536	sp|Q96E17|RAB3C_HUMAN	tr|A0A8C6HAT9|A0A8C6HAT9_MUSSI
OG0013537	sp|Q96HJ5|MS4A3_HUMAN	tr|A0A8C6IJG0|A0A8C6IJG0_MUSSI
OG0013538	sp|Q96JM7|LMBL3_HUMAN	tr|A0A8C6HDQ0|A0A8C6HDQ0_MUSSI
OG0013539	sp|Q96LQ0|PPR36_HUMAN	tr|A0A8C6MTU3|A0A8C6MTU3_MUSSI
OG0013540	sp|Q96MB7|HARB1_HUMAN	tr|A0A8C6HKK1|A0A8C6HKK1_MUSSI
OG0013541	sp|Q96N21|AP4AT_HUMAN	tr|A0A8C6MWE2|A0A8C6MWE2_MUSSI
OG0013542	sp|Q9BYN8|RT26_HUMAN	tr|A0A8C6H4L2|A0A8C6H4L2_MUSSI
OG0013543	sp|Q9C0D9|EPT1_HUMAN	tr|A0A8C6H207|A0A8C6H207_MUSSI
OG0013544	sp|Q9H0K4|RSH6A_HUMAN	tr|A0A8C6GFM3|A0A8C6GFM3_MUSSI
OG0013545	sp|Q9H252|KCNH6_HUMAN	tr|A0A8C6I2Y2|A0A8C6I2Y2_MUSSI
OG0013546	sp|Q9H4S2|GSX1_HUMAN	tr|A0A8C6HY48|A0A8C6HY48_MUSSI
OG0013547	sp|Q9H4Y5|GSTO2_HUMAN	tr|A0A8C6IMF0|A0A8C6IMF0_MUSSI
OG0013548	sp|Q9H6U6|BCAS3_HUMAN	tr|A0A8C6GX49|A0A8C6GX49_MUSSI
