Orthogroup	Homo_sapiens	Delphinapterus_leucas
OG0013617	sp|Q92876|KLK6_HUMAN	tr|A0A7F8K9D2|A0A7F8K9D2_DELLE
OG0013618	sp|P42568|AF9_HUMAN	tr|A0A7F8KA50|A0A7F8KA50_DELLE
OG0013619	sp|Q8N7P1|PLD5_HUMAN	tr|A0A7F8KD40|A0A7F8KD40_DELLE
OG0013620	sp|Q7L3V2|BOP_HUMAN	tr|A0A2Y9LB32|A0A2Y9LB32_DELLE
OG0013621	sp|O14490|DLGP1_HUMAN	tr|A0A2Y9LEQ5|A0A2Y9LEQ5_DELLE
OG0013622	sp|Q9NRG7|D39U1_HUMAN	tr|A0A2Y9LHY9|A0A2Y9LHY9_DELLE
OG0013623	sp|O60704|TPST2_HUMAN	tr|A0A2Y9LI60|A0A2Y9LI60_DELLE
OG0013624	sp|Q07955|SRSF1_HUMAN	tr|A0A2Y9LI81|A0A2Y9LI81_DELLE
OG0013625	sp|Q9HCC9|LST2_HUMAN	tr|A0A2Y9LLE9|A0A2Y9LLE9_DELLE
OG0013626	sp|Q8IX18|DHX40_HUMAN	tr|A0A2Y9LSI1|A0A2Y9LSI1_DELLE
OG0013627	sp|Q5T619|ZN648_HUMAN	tr|A0A2Y9LSQ0|A0A2Y9LSQ0_DELLE
OG0013628	sp|Q6UXU6|TMM92_HUMAN	tr|A0A2Y9LVK8|A0A2Y9LVK8_DELLE
OG0013629	sp|P14923|PLAK_HUMAN	tr|A0A2Y9LWI5|A0A2Y9LWI5_DELLE
OG0013630	sp|P02652|APOA2_HUMAN	tr|A0A2Y9LZM5|A0A2Y9LZM5_DELLE
OG0013631	sp|Q9BYE2|TMPSD_HUMAN	tr|A0A2Y9LZS2|A0A2Y9LZS2_DELLE
OG0013632	sp|A2RU14|TM218_HUMAN	tr|A0A2Y9M1X2|A0A2Y9M1X2_DELLE
OG0013633	sp|Q15121|PEA15_HUMAN	tr|A0A2Y9M2S3|A0A2Y9M2S3_DELLE
OG0013634	sp|Q2VWA4|SKOR2_HUMAN	tr|A0A2Y9M715|A0A2Y9M715_DELLE
OG0013635	sp|Q96CX6|LRC58_HUMAN	tr|A0A2Y9M7D1|A0A2Y9M7D1_DELLE
OG0013636	sp|Q9HBM0|VEZA_HUMAN	tr|A0A2Y9MAR7|A0A2Y9MAR7_DELLE
OG0013637	sp|Q8NGF3|O51D1_HUMAN	tr|A0A2Y9MAW6|A0A2Y9MAW6_DELLE
OG0013638	sp|Q96S90|LYSM1_HUMAN	tr|A0A2Y9MCG7|A0A2Y9MCG7_DELLE
OG0013639	sp|P62308|RUXG_HUMAN	tr|A0A2Y9MCY2|A0A2Y9MCY2_DELLE
OG0013640	sp|Q8N6V4|CJ053_HUMAN	tr|A0A2Y9MD87|A0A2Y9MD87_DELLE
OG0013641	sp|Q96B42|TMM18_HUMAN	tr|A0A2Y9MDQ0|A0A2Y9MDQ0_DELLE
OG0013642	sp|Q9Y4P8|WIPI2_HUMAN	tr|A0A2Y9MFS8|A0A2Y9MFS8_DELLE
OG0013643	sp|P11717|MPRI_HUMAN	tr|A0A2Y9MGJ0|A0A2Y9MGJ0_DELLE
OG0013644	sp|Q8WXB1|MT21A_HUMAN	tr|A0A2Y9MLU0|A0A2Y9MLU0_DELLE
OG0013645	sp|O75840|KLF7_HUMAN	tr|A0A2Y9MML2|A0A2Y9MML2_DELLE
OG0013646	sp|Q96RR1|PEO1_HUMAN	tr|A0A2Y9MQX6|A0A2Y9MQX6_DELLE
OG0013647	sp|Q8N428|GLT16_HUMAN	tr|A0A2Y9MYI6|A0A2Y9MYI6_DELLE
OG0013648	sp|Q86UP2|KTN1_HUMAN	tr|A0A2Y9MZA3|A0A2Y9MZA3_DELLE
OG0013649	sp|Q8NHS2|AATC2_HUMAN	tr|A0A2Y9N1U6|A0A2Y9N1U6_DELLE
OG0013650	sp|Q8IVS8|GLCTK_HUMAN	tr|A0A2Y9N364|A0A2Y9N364_DELLE
OG0013651	sp|Q9H222|ABCG5_HUMAN	tr|A0A2Y9N4M7|A0A2Y9N4M7_DELLE
OG0013652	sp|P41219|PERI_HUMAN	tr|A0A2Y9N997|A0A2Y9N997_DELLE
OG0013653	sp|Q9Y6C5|PTC2_HUMAN	tr|A0A2Y9NAK1|A0A2Y9NAK1_DELLE
OG0013654	sp|Q13214|SEM3B_HUMAN	tr|A0A2Y9NBF0|A0A2Y9NBF0_DELLE
OG0013655	sp|Q9NYI0|PSD3_HUMAN	tr|A0A2Y9NCY0|A0A2Y9NCY0_DELLE
OG0013656	sp|P10767|FGF6_HUMAN	tr|A0A2Y9NDN3|A0A2Y9NDN3_DELLE
OG0013657	sp|Q9NR23|GDF3_HUMAN	tr|A0A2Y9NGN5|A0A2Y9NGN5_DELLE
OG0013658	sp|A0A1B0GUA9|CM046_HUMAN	tr|A0A2Y9NHG0|A0A2Y9NHG0_DELLE
OG0013659	sp|Q14330|GPR18_HUMAN	tr|A0A2Y9NMH6|A0A2Y9NMH6_DELLE
OG0013660	sp|Q9BQI9|NRIP2_HUMAN	tr|A0A2Y9NNV0|A0A2Y9NNV0_DELLE
OG0013661	sp|A6NKC9|SH2D7_HUMAN	tr|A0A2Y9NSG9|A0A2Y9NSG9_DELLE
OG0013662	sp|P37840|SYUA_HUMAN	tr|A0A2Y9NVI2|A0A2Y9NVI2_DELLE
OG0013663	sp|Q9UJT9|FBXL7_HUMAN	tr|A0A2Y9NW05|A0A2Y9NW05_DELLE
OG0013664	sp|P43155|CACP_HUMAN	tr|A0A2Y9NX65|A0A2Y9NX65_DELLE
OG0013665	sp|O95948|ONEC2_HUMAN	tr|A0A2Y9P1N5|A0A2Y9P1N5_DELLE
OG0013666	sp|O75936|BODG_HUMAN	tr|A0A2Y9P7Z0|A0A2Y9P7Z0_DELLE
OG0013667	sp|Q8TCN5|ZN507_HUMAN	tr|A0A2Y9P8M7|A0A2Y9P8M7_DELLE
OG0013668	sp|O60678|ANM3_HUMAN	tr|A0A2Y9PAP0|A0A2Y9PAP0_DELLE
OG0013669	sp|Q8N371|KDM8_HUMAN	tr|A0A2Y9PB60|A0A2Y9PB60_DELLE
OG0013670	sp|Q93073|SBP2L_HUMAN	tr|A0A2Y9PC77|A0A2Y9PC77_DELLE
OG0013671	sp|P04792|HSPB1_HUMAN	tr|A0A2Y9PEL7|A0A2Y9PEL7_DELLE
OG0013672	sp|P48307|TFPI2_HUMAN	tr|A0A2Y9PEZ8|A0A2Y9PEZ8_DELLE
OG0013673	sp|Q8N884|CGAS_HUMAN	tr|A0A2Y9PGN2|A0A2Y9PGN2_DELLE
OG0013674	sp|Q9H7H0|MET17_HUMAN	tr|A0A2Y9PJ57|A0A2Y9PJ57_DELLE
OG0013675	sp|P27695|APEX1_HUMAN	tr|A0A2Y9PKQ9|A0A2Y9PKQ9_DELLE
OG0013676	sp|Q9ULE6|PALD_HUMAN	tr|A0A2Y9PL44|A0A2Y9PL44_DELLE
OG0013677	sp|Q96KK3|KCNS1_HUMAN	tr|A0A2Y9PTW2|A0A2Y9PTW2_DELLE
OG0013678	sp|Q5VTE6|ANGE2_HUMAN	tr|A0A2Y9PU96|A0A2Y9PU96_DELLE
OG0013679	sp|O43164|PJA2_HUMAN	tr|A0A2Y9PW19|A0A2Y9PW19_DELLE
OG0013680	sp|O75489|NDUS3_HUMAN	tr|A0A2Y9PWI6|A0A2Y9PWI6_DELLE
OG0013681	sp|Q3SXP7|SHSL1_HUMAN	tr|A0A2Y9Q0C7|A0A2Y9Q0C7_DELLE
OG0013682	sp|P49795|RGS19_HUMAN	tr|A0A2Y9Q729|A0A2Y9Q729_DELLE
OG0013683	sp|Q5VT99|LRC38_HUMAN	tr|A0A2Y9Q8Z7|A0A2Y9Q8Z7_DELLE
OG0013684	sp|Q9P2K9|DISP3_HUMAN	tr|A0A2Y9Q9I9|A0A2Y9Q9I9_DELLE
OG0013685	sp|Q8N5I9|NOPC1_HUMAN	tr|A0A2Y9QDK2|A0A2Y9QDK2_DELLE
OG0013686	sp|Q6ZN44|UNC5A_HUMAN	tr|A0A7F8K4X1|A0A7F8K4X1_DELLE
OG0013687	sp|A2RUU4|COLL1_HUMAN	tr|A0A7F8K7G1|A0A7F8K7G1_DELLE
OG0013688	sp|P46597|ASMT_HUMAN	tr|A0A7F8K8B9|A0A7F8K8B9_DELLE
OG0013689	sp|Q9ULV8|CBLC_HUMAN	tr|A0A7F8KBK8|A0A7F8KBK8_DELLE
OG0013690	sp|Q96NU1|SAM11_HUMAN	tr|A0A7F8KEI7|A0A7F8KEI7_DELLE
OG0013691	sp|Q6ZWH5|NEK10_HUMAN	tr|A0A7F8KF04|A0A7F8KF04_DELLE
OG0013692	sp|P08151|GLI1_HUMAN	tr|A0A7F8KF47|A0A7F8KF47_DELLE
OG0013693	sp|Q13356|PPIL2_HUMAN	tr|A0A2Y9LB21|A0A2Y9LB21_DELLE
OG0013694	sp|D6RGH6|MCIN_HUMAN	tr|A0A2Y9LEV3|A0A2Y9LEV3_DELLE
OG0013695	sp|Q14692|BMS1_HUMAN	tr|A0A2Y9LHE8|A0A2Y9LHE8_DELLE
OG0013696	sp|O15547|P2RX6_HUMAN	tr|A0A2Y9LPG9|A0A2Y9LPG9_DELLE
OG0013697	sp|Q9BVC3|DCC1_HUMAN	tr|A0A2Y9M1Q8|A0A2Y9M1Q8_DELLE
OG0013698	sp|Q6URK8|TEPP_HUMAN	tr|A0A2Y9M2C7|A0A2Y9M2C7_DELLE
OG0013699	sp|Q9Y2B2|PIGL_HUMAN	tr|A0A2Y9M3L5|A0A2Y9M3L5_DELLE
OG0013700	sp|P50336|PPOX_HUMAN	tr|A0A2Y9M7S0|A0A2Y9M7S0_DELLE
OG0013701	sp|Q96AY3|FKB10_HUMAN	tr|A0A2Y9M900|A0A2Y9M900_DELLE
OG0013702	sp|Q86XS8|GOLI_HUMAN	tr|A0A2Y9MA93|A0A2Y9MA93_DELLE
OG0013703	sp|Q8NEB9|PK3C3_HUMAN	tr|A0A2Y9MBJ0|A0A2Y9MBJ0_DELLE
OG0013704	sp|Q92982|NINJ1_HUMAN	tr|A0A2Y9MDH7|A0A2Y9MDH7_DELLE
OG0013705	sp|Q53GL0|PKHO1_HUMAN	tr|A0A2Y9MDY9|A0A2Y9MDY9_DELLE
OG0013706	sp|P10745|RET3_HUMAN	tr|A0A2Y9MEJ2|A0A2Y9MEJ2_DELLE
OG0013707	sp|Q6ZSY5|PPR3F_HUMAN	tr|A0A2Y9MEL4|A0A2Y9MEL4_DELLE
OG0013708	sp|Q8NA58|PNDC1_HUMAN	tr|A0A2Y9MG64|A0A2Y9MG64_DELLE
OG0013709	sp|Q14353|GAMT_HUMAN	tr|A0A2Y9MK23|A0A2Y9MK23_DELLE
OG0013710	sp|Q99828|CIB1_HUMAN	tr|A0A2Y9MKZ4|A0A2Y9MKZ4_DELLE
OG0013711	sp|Q9UGM1|ACHA9_HUMAN	tr|A0A2Y9MPH7|A0A2Y9MPH7_DELLE
OG0013712	sp|O15537|XLRS1_HUMAN	tr|A0A2Y9MQ57|A0A2Y9MQ57_DELLE
OG0013713	sp|P16220|CREB1_HUMAN	tr|A0A2Y9MW12|A0A2Y9MW12_DELLE
OG0013714	sp|P30872|SSR1_HUMAN	tr|A0A2Y9MZT5|A0A2Y9MZT5_DELLE
OG0013715	sp|Q9HB03|ELOV3_HUMAN	tr|A0A2Y9N1G3|A0A2Y9N1G3_DELLE
OG0013716	sp|Q15008|PSMD6_HUMAN	tr|A0A2Y9N2C8|A0A2Y9N2C8_DELLE
OG0013717	sp|Q9NRN9|METL5_HUMAN	tr|A0A2Y9N2R7|A0A2Y9N2R7_DELLE
OG0013718	sp|Q5H9S7|DCA17_HUMAN	tr|A0A2Y9N2U9|A0A2Y9N2U9_DELLE
OG0013719	sp|P32019|I5P2_HUMAN	tr|A0A2Y9N8A0|A0A2Y9N8A0_DELLE
OG0013720	sp|Q13326|SGCG_HUMAN	tr|A0A2Y9NB95|A0A2Y9NB95_DELLE
OG0013721	sp|Q9H6V9|LDAH_HUMAN	tr|A0A2Y9NF15|A0A2Y9NF15_DELLE
OG0013722	sp|P12272|PTHR_HUMAN	tr|A0A2Y9NF56|A0A2Y9NF56_DELLE
OG0013723	sp|P29375|KDM5A_HUMAN	tr|A0A2Y9NFZ7|A0A2Y9NFZ7_DELLE
OG0013724	sp|P11279|LAMP1_HUMAN	tr|A0A2Y9NHH0|A0A2Y9NHH0_DELLE
OG0013725	sp|Q99417|MYCBP_HUMAN	tr|A0A2Y9NHW9|A0A2Y9NHW9_DELLE
OG0013726	sp|Q15573|TAF1A_HUMAN	tr|A0A2Y9NJ16|A0A2Y9NJ16_DELLE
OG0013727	sp|Q96DG6|CMBL_HUMAN	tr|A0A2Y9NPM7|A0A2Y9NPM7_DELLE
OG0013728	sp|Q9BTT6|LRRC1_HUMAN	tr|A0A2Y9NS30|A0A2Y9NS30_DELLE
OG0013729	sp|O95416|SOX14_HUMAN	tr|A0A2Y9NT43|A0A2Y9NT43_DELLE
OG0013730	sp|Q7Z591|AKNA_HUMAN	tr|A0A2Y9NTV7|A0A2Y9NTV7_DELLE
OG0013731	sp|Q32MH5|F214A_HUMAN	tr|A0A2Y9NVN0|A0A2Y9NVN0_DELLE
OG0013732	sp|Q8N1B4|VPS52_HUMAN	tr|A0A2Y9NWI5|A0A2Y9NWI5_DELLE
OG0013733	sp|O15197|EPHB6_HUMAN	tr|A0A2Y9NYQ7|A0A2Y9NYQ7_DELLE
OG0013734	sp|P07099|HYEP_HUMAN	tr|A0A2Y9NZ41|A0A2Y9NZ41_DELLE
OG0013735	sp|Q14117|DPYS_HUMAN	tr|A0A2Y9NZP5|A0A2Y9NZP5_DELLE
OG0013736	sp|Q9NP86|CABP5_HUMAN	tr|A0A2Y9P0J3|A0A2Y9P0J3_DELLE
OG0013737	sp|O43504|LTOR5_HUMAN	tr|A0A2Y9P0U0|A0A2Y9P0U0_DELLE
OG0013738	sp|Q9Y566|SHAN1_HUMAN	tr|A0A2Y9P982|A0A2Y9P982_DELLE
OG0013739	sp|A6NGB9|WIPF3_HUMAN	tr|A0A2Y9P9K5|A0A2Y9P9K5_DELLE
OG0013740	sp|Q86TG7|PEG10_HUMAN	tr|A0A2Y9P9R4|A0A2Y9P9R4_DELLE
OG0013741	sp|Q9BQI3|E2AK1_HUMAN	tr|A0A2Y9PBM1|A0A2Y9PBM1_DELLE
OG0013742	sp|Q02818|NUCB1_HUMAN	tr|A0A2Y9PC25|A0A2Y9PC25_DELLE
OG0013743	sp|O43776|SYNC_HUMAN	tr|A0A2Y9PCD1|A0A2Y9PCD1_DELLE
OG0013744	sp|O96001|PPR17_HUMAN	tr|A0A2Y9PEY3|A0A2Y9PEY3_DELLE
OG0013745	sp|Q99426|TBCB_HUMAN	tr|A0A2Y9PFY5|A0A2Y9PFY5_DELLE
OG0013746	sp|Q9BXL6|CAR14_HUMAN	tr|A0A2Y9PH13|A0A2Y9PH13_DELLE
OG0013747	sp|P08912|ACM5_HUMAN	tr|A0A2Y9PHR5|A0A2Y9PHR5_DELLE
OG0013748	sp|Q9NWT1|PK1IP_HUMAN	tr|A0A2Y9PI77|A0A2Y9PI77_DELLE
OG0013749	sp|P19113|DCHS_HUMAN	tr|A0A2Y9PJB6|A0A2Y9PJB6_DELLE
OG0013750	sp|P10636|TAU_HUMAN	tr|A0A2Y9PN87|A0A2Y9PN87_DELLE
OG0013751	sp|Q9BZQ8|NIBA1_HUMAN	tr|A0A2Y9PQB8|A0A2Y9PQB8_DELLE
OG0013752	sp|Q15678|PTN14_HUMAN	tr|A0A2Y9PQE8|A0A2Y9PQE8_DELLE
OG0013753	sp|Q6UX98|ZDH24_HUMAN	tr|A0A2Y9PUR3|A0A2Y9PUR3_DELLE
OG0013754	sp|Q8WUN7|UBTD2_HUMAN	tr|A0A2Y9PVC9|A0A2Y9PVC9_DELLE
OG0013755	sp|Q9UBE8|NLK_HUMAN	tr|A0A2Y9Q2F2|A0A2Y9Q2F2_DELLE
OG0013756	sp|O95478|NSA2_HUMAN	tr|A0A2Y9Q5G5|A0A2Y9Q5G5_DELLE
OG0013757	sp|Q8N2Z9|CENPS_HUMAN	tr|A0A2Y9Q5W8|A0A2Y9Q5W8_DELLE
OG0013758	sp|P30989|NTR1_HUMAN	tr|A0A2Y9Q705|A0A2Y9Q705_DELLE
OG0013759	sp|Q8WX77|IBPL1_HUMAN	tr|A0A2Y9QAC4|A0A2Y9QAC4_DELLE
OG0013760	sp|O14830|PPE2_HUMAN	tr|A0A2Y9QBU1|A0A2Y9QBU1_DELLE
OG0013761	sp|P10145|IL8_HUMAN	tr|A0A2Y9QC61|A0A2Y9QC61_DELLE
OG0013762	sp|Q9UL49|TCFL5_HUMAN	tr|A0A2Y9QCS3|A0A2Y9QCS3_DELLE
OG0013763	sp|Q9BYC9|RM20_HUMAN	tr|A0A2Y9QFW0|A0A2Y9QFW0_DELLE
OG0013764	sp|Q9UHF4|I20RA_HUMAN	tr|A0A7F8K8V8|A0A7F8K8V8_DELLE
OG0013765	sp|O43761|SNG3_HUMAN	tr|A0A7F8K9I1|A0A7F8K9I1_DELLE
OG0013766	sp|Q9H7X3|ZN696_HUMAN	tr|A0A7F8KBA1|A0A7F8KBA1_DELLE
OG0013767	sp|Q8WWZ1|IL1FA_HUMAN	tr|A0A7F8KDA1|A0A7F8KDA1_DELLE
OG0013768	sp|Q96SE0|ABHD1_HUMAN	tr|A0A7F8KDM5|A0A7F8KDM5_DELLE
OG0013769	sp|Q5EBM0|CMPK2_HUMAN	tr|A0A7F8KDR8|A0A7F8KDR8_DELLE
OG0013770	sp|Q32M78|ZN699_HUMAN	tr|A0A7F8KJA7|A0A7F8KJA7_DELLE
OG0013771	sp|Q8N5G2|MACOI_HUMAN	tr|A0A2Y9LCR8|A0A2Y9LCR8_DELLE
OG0013772	sp|Q5TGY1|TMCO4_HUMAN	tr|A0A2Y9LDQ5|A0A2Y9LDQ5_DELLE
OG0013773	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A2Y9LFC0|A0A2Y9LFC0_DELLE
OG0013774	sp|Q14146|URB2_HUMAN	tr|A0A2Y9LGN8|A0A2Y9LGN8_DELLE
OG0013775	sp|P57082|TBX4_HUMAN	tr|A0A2Y9LHZ8|A0A2Y9LHZ8_DELLE
OG0013776	sp|P0CW23|AKAI1_HUMAN	tr|A0A2Y9LII1|A0A2Y9LII1_DELLE
OG0013777	sp|O60906|NSMA_HUMAN	tr|A0A2Y9LJM3|A0A2Y9LJM3_DELLE
OG0013778	sp|Q92616|GCN1_HUMAN	tr|A0A2Y9LNH5|A0A2Y9LNH5_DELLE
OG0013779	sp|Q99720|SGMR1_HUMAN	tr|A0A2Y9LPS2|A0A2Y9LPS2_DELLE
OG0013780	sp|Q2NKX9|CB068_HUMAN	tr|A0A2Y9LQR9|A0A2Y9LQR9_DELLE
OG0013781	sp|O43292|GPAA1_HUMAN	tr|A0A2Y9LQX3|A0A2Y9LQX3_DELLE
OG0013782	sp|Q7LC44|ARC_HUMAN	tr|A0A2Y9LR41|A0A2Y9LR41_DELLE
OG0013783	sp|Q5FBB7|SGO1_HUMAN	tr|A0A2Y9LTJ2|A0A2Y9LTJ2_DELLE
OG0013784	sp|P52272|HNRPM_HUMAN	tr|A0A2Y9LVB9|A0A2Y9LVB9_DELLE
OG0013785	sp|P53597|SUCA_HUMAN	tr|A0A2Y9LXI9|A0A2Y9LXI9_DELLE
OG0013786	sp|Q9UL16|CFA45_HUMAN	tr|A0A2Y9M0E2|A0A2Y9M0E2_DELLE
OG0013787	sp|Q13822|ENPP2_HUMAN	tr|A0A2Y9M1K4|A0A2Y9M1K4_DELLE
OG0013788	sp|Q8TD07|RAE1E_HUMAN	tr|A0A2Y9M6R3|A0A2Y9M6R3_DELLE
OG0013789	sp|Q9BRT3|MIEN1_HUMAN	tr|A0A2Y9M885|A0A2Y9M885_DELLE
OG0013790	sp|Q9BRQ4|CF300_HUMAN	tr|A0A2Y9M9U5|A0A2Y9M9U5_DELLE
OG0013791	sp|A0A1B0GW35|EXC1L_HUMAN	tr|A0A2Y9MCV0|A0A2Y9MCV0_DELLE
OG0013792	sp|P17405|ASM_HUMAN	tr|A0A2Y9MCW6|A0A2Y9MCW6_DELLE
OG0013793	sp|Q9UKJ3|GPTC8_HUMAN	tr|A0A2Y9MF83|A0A2Y9MF83_DELLE
OG0013794	sp|P19388|RPAB1_HUMAN	tr|A0A2Y9MHE4|A0A2Y9MHE4_DELLE
OG0013795	sp|Q9H9Q2|CSN7B_HUMAN	tr|A0A2Y9MNY0|A0A2Y9MNY0_DELLE
OG0013796	sp|P54098|DPOG1_HUMAN	tr|A0A2Y9MRJ8|A0A2Y9MRJ8_DELLE
OG0013797	sp|Q9HCK1|ZDBF2_HUMAN	tr|A0A2Y9MW06|A0A2Y9MW06_DELLE
OG0013798	sp|O43765|SGTA_HUMAN	tr|A0A2Y9MW18|A0A2Y9MW18_DELLE
OG0013799	sp|Q96QD8|S38A2_HUMAN	tr|A0A2Y9N0A2|A0A2Y9N0A2_DELLE
OG0013800	sp|O95059|RPP14_HUMAN	tr|A0A2Y9N1B3|A0A2Y9N1B3_DELLE
OG0013801	sp|Q15042|RB3GP_HUMAN	tr|A0A2Y9N1P5|A0A2Y9N1P5_DELLE
OG0013802	sp|P52701|MSH6_HUMAN	tr|A0A2Y9N4I4|A0A2Y9N4I4_DELLE
OG0013803	sp|Q32P28|P3H1_HUMAN	tr|A0A2Y9NA99|A0A2Y9NA99_DELLE
OG0013804	sp|P11168|GTR2_HUMAN	tr|A0A2Y9NFM9|A0A2Y9NFM9_DELLE
OG0013805	sp|Q8IYL9|PSYR_HUMAN	tr|A0A2Y9NGJ2|A0A2Y9NGJ2_DELLE
OG0013806	sp|Q86YN1|DOPP1_HUMAN	tr|A0A2Y9NH17|A0A2Y9NH17_DELLE
OG0013807	sp|Q9HC44|GPBL1_HUMAN	tr|A0A2Y9NIQ0|A0A2Y9NIQ0_DELLE
OG0013808	sp|Q6UW56|ARAID_HUMAN	tr|A0A2Y9NKV6|A0A2Y9NKV6_DELLE
OG0013809	sp|Q9H5I1|SUV92_HUMAN	tr|A0A2Y9NQL7|A0A2Y9NQL7_DELLE
OG0013810	sp|Q6UWW0|LCN15_HUMAN	tr|A0A2Y9NQT3|A0A2Y9NQT3_DELLE
OG0013811	sp|Q9UK97|FBX9_HUMAN	tr|A0A2Y9NUY0|A0A2Y9NUY0_DELLE
OG0013812	sp|O43169|CYB5B_HUMAN	tr|A0A2Y9NVK4|A0A2Y9NVK4_DELLE
OG0013813	sp|Q6P3W2|DJC24_HUMAN	tr|A0A2Y9NWN7|A0A2Y9NWN7_DELLE
OG0013814	sp|Q9BZF9|UACA_HUMAN	tr|A0A2Y9NWS3|A0A2Y9NWS3_DELLE
OG0013815	sp|Q02094|RHAG_HUMAN	tr|A0A2Y9NXZ2|A0A2Y9NXZ2_DELLE
OG0013816	sp|Q8N8N0|RN152_HUMAN	tr|A0A2Y9NYR7|A0A2Y9NYR7_DELLE
OG0013817	sp|Q53H12|AGK_HUMAN	tr|A0A2Y9NZE1|A0A2Y9NZE1_DELLE
OG0013818	sp|Q6ZVC0|NYAP1_HUMAN	tr|A0A2Y9P9F5|A0A2Y9P9F5_DELLE
OG0013819	sp|Q8WWX8|SC5AB_HUMAN	tr|A0A2Y9PE84|A0A2Y9PE84_DELLE
OG0013820	sp|O60292|SI1L3_HUMAN	tr|A0A2Y9PFE6|A0A2Y9PFE6_DELLE
OG0013821	sp|Q7RTW8|OTOAN_HUMAN	tr|A0A2Y9PG58|A0A2Y9PG58_DELLE
OG0013822	sp|O60609|GFRA3_HUMAN	tr|A0A2Y9PHG5|A0A2Y9PHG5_DELLE
OG0013823	sp|O15375|MOT6_HUMAN	tr|A0A2Y9PHV2|A0A2Y9PHV2_DELLE
OG0013824	sp|Q3B726|RPA43_HUMAN	tr|A0A2Y9PJS7|A0A2Y9PJS7_DELLE
OG0013825	sp|Q96HH9|GRM2B_HUMAN	tr|A0A2Y9PNM5|A0A2Y9PNM5_DELLE
OG0013826	sp|Q8TBP5|F174A_HUMAN	tr|A0A2Y9PQM5|A0A2Y9PQM5_DELLE
OG0013827	sp|Q8TEC5|SH3R2_HUMAN	tr|A0A2Y9PQT2|A0A2Y9PQT2_DELLE
OG0013828	sp|Q9H7M9|VISTA_HUMAN	tr|A0A2Y9PT70|A0A2Y9PT70_DELLE
OG0013829	sp|Q9NRC9|OTOR_HUMAN	tr|A0A2Y9PWT7|A0A2Y9PWT7_DELLE
OG0013830	sp|Q53GQ0|DHB12_HUMAN	tr|A0A2Y9PXS1|A0A2Y9PXS1_DELLE
OG0013831	sp|Q8IXH6|T53I2_HUMAN	tr|A0A2Y9PYU7|A0A2Y9PYU7_DELLE
OG0013832	sp|Q9Y3D7|TIM16_HUMAN	tr|A0A2Y9PZ87|A0A2Y9PZ87_DELLE
OG0013833	sp|Q8N4T0|CBPA6_HUMAN	tr|A0A2Y9PZZ6|A0A2Y9PZZ6_DELLE
OG0013834	sp|P10243|MYBA_HUMAN	tr|A0A2Y9Q0X6|A0A2Y9Q0X6_DELLE
OG0013835	sp|Q9H3Z7|ABHGB_HUMAN	tr|A0A2Y9Q1Y8|A0A2Y9Q1Y8_DELLE
OG0013836	sp|Q96MS3|GL1D1_HUMAN	tr|A0A2Y9Q488|A0A2Y9Q488_DELLE
OG0013837	sp|O76093|FGF18_HUMAN	tr|A0A2Y9Q5Q9|A0A2Y9Q5Q9_DELLE
OG0013838	sp|Q12772|SRBP2_HUMAN	tr|A0A2Y9QB94|A0A2Y9QB94_DELLE
OG0013839	sp|Q13309|SKP2_HUMAN	tr|A0A2Y9QBL5|A0A2Y9QBL5_DELLE
OG0013840	sp|Q96H12|MSD3_HUMAN	tr|A0A2Y9QKV7|A0A2Y9QKV7_DELLE
OG0013841	sp|Q9UPV0|CE164_HUMAN	tr|A0A7F8K2F4|A0A7F8K2F4_DELLE
OG0013842	sp|Q9ULX9|MAFF_HUMAN	tr|A0A7F8K5J3|A0A7F8K5J3_DELLE
OG0013843	sp|P40313|CTRL_HUMAN	tr|A0A7F8K956|A0A7F8K956_DELLE
OG0013844	sp|Q16613|SNAT_HUMAN	tr|A0A7F8KBK6|A0A7F8KBK6_DELLE
OG0013845	sp|O95197|RTN3_HUMAN	tr|A0A7F8KDZ9|A0A7F8KDZ9_DELLE
OG0013846	sp|Q5J8X5|M4A13_HUMAN	tr|A0A7F8KFM4|A0A7F8KFM4_DELLE
OG0013847	sp|P03928|ATP8_HUMAN	tr|A0A1S6YGE3|A0A1S6YGE3_DELLE
OG0013848	sp|P21964|COMT_HUMAN	tr|A0A2Y9LBX5|A0A2Y9LBX5_DELLE
OG0013849	sp|P47736|RPGP1_HUMAN	tr|A0A2Y9LFS2|A0A2Y9LFS2_DELLE
OG0013850	sp|O60508|PRP17_HUMAN	tr|A0A2Y9LKG7|A0A2Y9LKG7_DELLE
OG0013851	sp|Q9H974|QTRT2_HUMAN	tr|A0A2Y9LPB2|A0A2Y9LPB2_DELLE
OG0013852	sp|Q9UBP5|HEY2_HUMAN	tr|A0A2Y9LQH2|A0A2Y9LQH2_DELLE
OG0013853	sp|O75564|JERKY_HUMAN	tr|A0A2Y9LR18|A0A2Y9LR18_DELLE
OG0013854	sp|Q96RI0|PAR4_HUMAN	tr|A0A2Y9LWY3|A0A2Y9LWY3_DELLE
OG0013855	sp|Q14847|LASP1_HUMAN	tr|A0A2Y9LXA4|A0A2Y9LXA4_DELLE
OG0013856	sp|Q13351|KLF1_HUMAN	tr|A0A2Y9LXD1|A0A2Y9LXD1_DELLE
