Orthogroup	Homo_sapiens	Chlorocebus_sabaeus
OG0012822	sp|Q5TA45|INT11_HUMAN	tr|A0A0D9S8Y6|A0A0D9S8Y6_CHLSB
OG0012823	sp|P05161|ISG15_HUMAN	tr|A0A0D9S8Z8|A0A0D9S8Z8_CHLSB
OG0012824	sp|P30874|SSR2_HUMAN	tr|A0A0D9S9C8|A0A0D9S9C8_CHLSB
OG0012825	sp|Q8N944|AMER3_HUMAN	tr|A0A0D9SAA3|A0A0D9SAA3_CHLSB
OG0012826	sp|Q8TDV2|GP148_HUMAN	tr|A0A0D9SAA4|A0A0D9SAA4_CHLSB
OG0012827	sp|Q969Q4|ARL11_HUMAN	tr|A0A0D9SBA6|A0A0D9SBA6_CHLSB
OG0012828	sp|Q8IYL9|PSYR_HUMAN	tr|A0A0D9SDY7|A0A0D9SDY7_CHLSB
OG0012829	sp|Q15628|TRADD_HUMAN	tr|A0A0D9QUR7|A0A0D9QUR7_CHLSB
OG0012830	sp|Q9NY12|GAR1_HUMAN	tr|A0A0D9QV98|A0A0D9QV98_CHLSB
OG0012831	sp|Q96D03|DDT4L_HUMAN	tr|A0A0D9QVQ2|A0A0D9QVQ2_CHLSB
OG0012832	sp|O60669|MOT2_HUMAN	tr|A0A0D9QWY9|A0A0D9QWY9_CHLSB
OG0012833	sp|O15528|CP27B_HUMAN	tr|A0A0D9QX57|A0A0D9QX57_CHLSB
OG0012834	sp|A1L190|SYCE3_HUMAN	tr|A0A0D9QXN7|A0A0D9QXN7_CHLSB
OG0012835	sp|P58166|INHBE_HUMAN	tr|A0A0D9QXY5|A0A0D9QXY5_CHLSB
OG0012836	sp|P14735|IDE_HUMAN	tr|A0A0D9R2L5|A0A0D9R2L5_CHLSB
OG0012837	sp|Q15022|SUZ12_HUMAN	tr|A0A0D9R2N5|A0A0D9R2N5_CHLSB
OG0012838	sp|Q9Y3S1|WNK2_HUMAN	tr|A0A0D9R446|A0A0D9R446_CHLSB
OG0012839	sp|Q96QE2|MYCT_HUMAN	tr|A0A0D9R4J6|A0A0D9R4J6_CHLSB
OG0012840	sp|P26440|IVD_HUMAN	tr|A0A0D9R5A2|A0A0D9R5A2_CHLSB
OG0012841	sp|Q7Z309|PBIR2_HUMAN	tr|A0A0D9R5X7|A0A0D9R5X7_CHLSB
OG0012842	sp|Q9NY25|CLC5A_HUMAN	tr|A0A0D9R6U5|A0A0D9R6U5_CHLSB
OG0012843	sp|Q8NC44|RETR2_HUMAN	tr|A0A0D9R7B7|A0A0D9R7B7_CHLSB
OG0012844	sp|Q9UBC1|IKBL1_HUMAN	tr|A0A0D9R857|A0A0D9R857_CHLSB
OG0012845	sp|O95870|ABHGA_HUMAN	tr|A0A0D9R8E3|A0A0D9R8E3_CHLSB
OG0012846	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A0D9R8P9|A0A0D9R8P9_CHLSB
OG0012847	sp|O15394|NCAM2_HUMAN	tr|A0A0D9R994|A0A0D9R994_CHLSB
OG0012848	sp|Q86WT6|TRI69_HUMAN	tr|A0A0D9RB79|A0A0D9RB79_CHLSB
OG0012849	sp|Q96MU8|KREM1_HUMAN	tr|A0A0D9RBW9|A0A0D9RBW9_CHLSB
OG0012850	sp|P01730|CD4_HUMAN	tr|A0A0D9RD08|A0A0D9RD08_CHLSB
OG0012851	sp|Q92547|TOPB1_HUMAN	tr|A0A0D9RE50|A0A0D9RE50_CHLSB
OG0012852	sp|P50120|RET2_HUMAN	tr|A0A0D9RFI1|A0A0D9RFI1_CHLSB
OG0012853	sp|Q9NX95|SYBU_HUMAN	tr|A0A0D9RFW5|A0A0D9RFW5_CHLSB
OG0012854	sp|O00559|RCAS1_HUMAN	tr|A0A0D9RFX1|A0A0D9RFX1_CHLSB
OG0012855	sp|Q9NPQ8|RIC8A_HUMAN	tr|A0A0D9RFX6|A0A0D9RFX6_CHLSB
OG0012856	sp|Q96I99|SUCB2_HUMAN	tr|A0A0D9RH12|A0A0D9RH12_CHLSB
OG0012857	sp|Q6ZVT6|CF20D_HUMAN	tr|A0A0D9RI25|A0A0D9RI25_CHLSB
OG0012858	sp|Q07617|SPAG1_HUMAN	tr|A0A0D9RI38|A0A0D9RI38_CHLSB
OG0012859	sp|Q14353|GAMT_HUMAN	tr|A0A0D9RI81|A0A0D9RI81_CHLSB
OG0012860	sp|Q969G2|LHX4_HUMAN	tr|A0A0D9RIY0|A0A0D9RIY0_CHLSB
OG0012861	sp|Q9Y3D2|MSRB2_HUMAN	tr|A0A0D9RJ25|A0A0D9RJ25_CHLSB
OG0012862	sp|O95073|FSBP_HUMAN	tr|A0A0D9RJR0|A0A0D9RJR0_CHLSB
OG0012863	sp|Q4LDG9|DNAL1_HUMAN	tr|A0A0D9RJS9|A0A0D9RJS9_CHLSB
OG0012864	sp|Q9ULM3|YETS2_HUMAN	tr|A0A0D9RLF0|A0A0D9RLF0_CHLSB
OG0012865	sp|Q96DT7|ZBT10_HUMAN	tr|A0A0D9RLK3|A0A0D9RLK3_CHLSB
OG0012866	sp|Q5JRX3|PREP_HUMAN	tr|A0A0D9RNC6|A0A0D9RNC6_CHLSB
OG0012867	sp|Q2T9L4|INSY1_HUMAN	tr|A0A0D9RNI6|A0A0D9RNI6_CHLSB
OG0012868	sp|Q9UHP6|RSP14_HUMAN	tr|A0A0D9RNL5|A0A0D9RNL5_CHLSB
OG0012869	sp|P35658|NU214_HUMAN	tr|A0A0D9RQP3|A0A0D9RQP3_CHLSB
OG0012870	sp|P13798|ACPH_HUMAN	tr|A0A0D9RR27|A0A0D9RR27_CHLSB
OG0012871	sp|Q96EK6|GNA1_HUMAN	tr|A0A0D9RR44|A0A0D9RR44_CHLSB
OG0012872	sp|Q2M2I8|AAK1_HUMAN	tr|A0A0D9RR64|A0A0D9RR64_CHLSB
OG0012873	sp|O14662|STX16_HUMAN	tr|A0A0D9RSR3|A0A0D9RSR3_CHLSB
OG0012874	sp|Q8IX05|CD302_HUMAN	tr|A0A0D9RTG4|A0A0D9RTG4_CHLSB
OG0012875	sp|Q93062|RBPMS_HUMAN	tr|A0A0D9RTH8|A0A0D9RTH8_CHLSB
OG0012876	sp|Q04771|ACVR1_HUMAN	tr|A0A0D9RTR7|A0A0D9RTR7_CHLSB
OG0012877	sp|Q96FG2|ELMD3_HUMAN	tr|A0A0D9RU95|A0A0D9RU95_CHLSB
OG0012878	sp|P01148|GON1_HUMAN	tr|A0A0D9RU96|A0A0D9RU96_CHLSB
OG0012879	sp|P40121|CAPG_HUMAN	tr|A0A0D9RU98|A0A0D9RU98_CHLSB
OG0012880	sp|P61803|DAD1_HUMAN	tr|A0A0D9RUR3|A0A0D9RUR3_CHLSB
OG0012881	sp|Q9UMX9|S45A2_HUMAN	tr|A0A0D9RX46|A0A0D9RX46_CHLSB
OG0012882	sp|Q9H1J1|REN3A_HUMAN	tr|A0A0D9RXS8|A0A0D9RXS8_CHLSB
OG0012883	sp|P08514|ITA2B_HUMAN	tr|A0A0D9S0U8|A0A0D9S0U8_CHLSB
OG0012884	sp|Q9UM13|APC10_HUMAN	tr|A0A0D9S171|A0A0D9S171_CHLSB
OG0012885	sp|Q9UJU3|ZN112_HUMAN	tr|A0A0D9S1J0|A0A0D9S1J0_CHLSB
OG0012886	sp|Q6P9G4|TM154_HUMAN	tr|A0A0D9S1K0|A0A0D9S1K0_CHLSB
OG0012887	sp|Q9P2F5|STOX2_HUMAN	tr|A0A0D9S2D7|A0A0D9S2D7_CHLSB
OG0012888	sp|Q6UB99|ANR11_HUMAN	tr|A0A0D9S2V2|A0A0D9S2V2_CHLSB
OG0012889	sp|Q7Z3V4|UBE3B_HUMAN	tr|A0A0D9S362|A0A0D9S362_CHLSB
OG0012890	sp|P30273|FCERG_HUMAN	tr|A0A0D9S3D6|A0A0D9S3D6_CHLSB
OG0012891	sp|O43866|CD5L_HUMAN	tr|A0A0D9S480|A0A0D9S480_CHLSB
OG0012892	sp|Q8N7X8|SIGL1_HUMAN	tr|A0A0D9S560|A0A0D9S560_CHLSB
OG0012893	sp|Q9HCY8|S10AE_HUMAN	tr|A0A0D9S5N4|A0A0D9S5N4_CHLSB
OG0012894	sp|Q9GZU2|PEG3_HUMAN	tr|A0A0D9S675|A0A0D9S675_CHLSB
OG0012895	sp|Q5VWQ0|RSBN1_HUMAN	tr|A0A0D9S6A1|A0A0D9S6A1_CHLSB
OG0012896	sp|Q5VXM1|CDCP2_HUMAN	tr|A0A0D9S775|A0A0D9S775_CHLSB
OG0012897	sp|O00341|EAA5_HUMAN	tr|A0A0D9S790|A0A0D9S790_CHLSB
OG0012898	sp|Q96NB3|ZN830_HUMAN	tr|A0A0D9S9B0|A0A0D9S9B0_CHLSB
OG0012899	sp|P60153|RNAS9_HUMAN	tr|A0A0D9S9V8|A0A0D9S9V8_CHLSB
OG0012900	sp|P26678|PPLA_HUMAN	tr|A0A0D9SC97|A0A0D9SC97_CHLSB
OG0012901	sp|P51151|RAB9A_HUMAN	tr|A0A0D9SDU3|A0A0D9SDU3_CHLSB
OG0012902	sp|O95395|GCNT3_HUMAN	tr|A0A0D9SEE7|A0A0D9SEE7_CHLSB
OG0012903	sp|Q96LU7|MRFL_HUMAN	tr|A0A0D9QW00|A0A0D9QW00_CHLSB
OG0012904	sp|Q96EG1|ARSG_HUMAN	tr|A0A0D9QW46|A0A0D9QW46_CHLSB
OG0012905	sp|Q5BJD5|TM41B_HUMAN	tr|A0A0D9QWS9|A0A0D9QWS9_CHLSB
OG0012906	sp|Q9UGN4|CLM8_HUMAN	tr|A0A0D9QX01|A0A0D9QX01_CHLSB
OG0012907	sp|P02778|CXL10_HUMAN	tr|A0A0D9QX95|A0A0D9QX95_CHLSB
OG0012908	sp|P47710|CASA1_HUMAN	tr|A0A0D9QY08|A0A0D9QY08_CHLSB
OG0012909	sp|P31276|HXC13_HUMAN	tr|A0A0D9QZI1|A0A0D9QZI1_CHLSB
OG0012910	sp|Q8WYH8|ING5_HUMAN	tr|A0A0D9R0C2|A0A0D9R0C2_CHLSB
OG0012911	sp|P54886|P5CS_HUMAN	tr|A0A0D9R1G0|A0A0D9R1G0_CHLSB
OG0012912	sp|Q86XI2|CNDG2_HUMAN	tr|A0A0D9R266|A0A0D9R266_CHLSB
OG0012913	sp|O95502|NPTXR_HUMAN	tr|A0A0D9R2A3|A0A0D9R2A3_CHLSB
OG0012914	sp|P51608|MECP2_HUMAN	tr|A0A0D9R395|A0A0D9R395_CHLSB
OG0012915	sp|Q8N1F8|S11IP_HUMAN	tr|A0A0D9R6B1|A0A0D9R6B1_CHLSB
OG0012916	sp|P63244|RACK1_HUMAN	tr|A0A0D9R6N8|A0A0D9R6N8_CHLSB
OG0012917	sp|Q9UGU5|HMGX4_HUMAN	tr|A0A0D9R791|A0A0D9R791_CHLSB
OG0012918	sp|Q8TE77|SSH3_HUMAN	tr|A0A0D9R830|A0A0D9R830_CHLSB
OG0012919	sp|P58546|MTPN_HUMAN	tr|A0A0D9R975|A0A0D9R975_CHLSB
OG0012920	sp|P00749|UROK_HUMAN	tr|A0A0D9R9F1|A0A0D9R9F1_CHLSB
OG0012921	sp|A6NGR9|MROH6_HUMAN	tr|A0A0D9R9I7|A0A0D9R9I7_CHLSB
OG0012922	sp|Q5JV73|FRPD3_HUMAN	tr|A0A0D9R9Q9|A0A0D9R9Q9_CHLSB
OG0012923	sp|Q6PII3|CC174_HUMAN	tr|A0A0D9RAB2|A0A0D9RAB2_CHLSB
OG0012924	sp|Q6ZUA9|MROH5_HUMAN	tr|A0A0D9RAV8|A0A0D9RAV8_CHLSB
OG0012925	sp|Q99501|GA2L1_HUMAN	tr|A0A0D9RBS0|A0A0D9RBS0_CHLSB
OG0012926	sp|Q9H0E2|TOLIP_HUMAN	tr|A0A0D9RC57|A0A0D9RC57_CHLSB
OG0012927	sp|Q9Y303|NAGA_HUMAN	tr|A0A0D9RDM6|A0A0D9RDM6_CHLSB
OG0012928	sp|Q53H47|SETMR_HUMAN	tr|A0A0D9RF60|A0A0D9RF60_CHLSB
OG0012929	sp|Q9UBX5|FBLN5_HUMAN	tr|A0A0D9RG07|A0A0D9RG07_CHLSB
OG0012930	sp|Q9NP72|RAB18_HUMAN	tr|A0A0D9RH60|A0A0D9RH60_CHLSB
OG0012931	sp|Q14914|PTGR1_HUMAN	tr|A0A0D9RIC7|A0A0D9RIC7_CHLSB
OG0012932	sp|Q00534|CDK6_HUMAN	tr|A0A0D9RJK6|A0A0D9RJK6_CHLSB
OG0012933	sp|O75509|TNR21_HUMAN	tr|A0A0D9RJM2|A0A0D9RJM2_CHLSB
OG0012934	sp|P22033|MUTA_HUMAN	tr|A0A0D9RJU9|A0A0D9RJU9_CHLSB
OG0012935	sp|O43353|RIPK2_HUMAN	tr|A0A0D9RKE9|A0A0D9RKE9_CHLSB
OG0012936	sp|Q3SX64|OD3L2_HUMAN	tr|A0A0D9RKU5|A0A0D9RKU5_CHLSB
OG0012937	sp|Q9Y4E5|ZN451_HUMAN	tr|A0A0D9RLT8|A0A0D9RLT8_CHLSB
OG0012938	sp|P36542|ATPG_HUMAN	tr|A0A0D9RLW4|A0A0D9RLW4_CHLSB
OG0012939	sp|Q8N4T0|CBPA6_HUMAN	tr|A0A0D9RN99|A0A0D9RN99_CHLSB
OG0012940	sp|Q8N6M3|FITM2_HUMAN	tr|A0A0D9RNR2|A0A0D9RNR2_CHLSB
OG0012941	sp|Q9Y238|DLEC1_HUMAN	tr|A0A0D9RP03|A0A0D9RP03_CHLSB
OG0012942	sp|O00472|ELL2_HUMAN	tr|A0A0D9RPG3|A0A0D9RPG3_CHLSB
OG0012943	sp|Q9NVH2|INT7_HUMAN	tr|A0A0D9RS77|A0A0D9RS77_CHLSB
OG0012944	sp|Q5T6X4|F162B_HUMAN	tr|A0A0D9RTD9|A0A0D9RTD9_CHLSB
OG0012945	sp|P17302|CXA1_HUMAN	tr|A0A0D9RUJ6|A0A0D9RUJ6_CHLSB
OG0012946	sp|P50281|MMP14_HUMAN	tr|A0A0D9RUM3|A0A0D9RUM3_CHLSB
OG0012947	sp|Q7Z7F7|RM55_HUMAN	tr|A0A0D9RV95|A0A0D9RV95_CHLSB
OG0012948	sp|Q15154|PCM1_HUMAN	tr|A0A0D9RW04|A0A0D9RW04_CHLSB
OG0012949	sp|Q96MH7|CE034_HUMAN	tr|A0A0D9RW23|A0A0D9RW23_CHLSB
OG0012950	sp|Q9BZI1|IRX2_HUMAN	tr|A0A0D9RXP8|A0A0D9RXP8_CHLSB
OG0012951	sp|O94811|TPPP_HUMAN	tr|A0A0D9RXW6|A0A0D9RXW6_CHLSB
OG0012952	sp|O75340|PDCD6_HUMAN	tr|A0A0D9RXX8|A0A0D9RXX8_CHLSB
OG0012953	sp|Q9NX57|RAB20_HUMAN	tr|A0A0D9RY10|A0A0D9RY10_CHLSB
OG0012954	sp|O43768|ENSA_HUMAN	tr|A0A0D9RZN6|A0A0D9RZN6_CHLSB
OG0012955	sp|Q8TAD2|IL17D_HUMAN	tr|A0A0D9RZU8|A0A0D9RZU8_CHLSB
OG0012956	sp|Q86VV8|RTTN_HUMAN	tr|A0A0D9S046|A0A0D9S046_CHLSB
OG0012957	sp|Q8N2M8|CLASR_HUMAN	tr|A0A0D9S1S8|A0A0D9S1S8_CHLSB
OG0012958	sp|Q16633|OBF1_HUMAN	tr|A0A0D9S2N5|A0A0D9S2N5_CHLSB
OG0012959	sp|Q9H9H4|VP37B_HUMAN	tr|A0A0D9S513|A0A0D9S513_CHLSB
OG0012960	sp|Q96J94|PIWL1_HUMAN	tr|A0A0D9S5H9|A0A0D9S5H9_CHLSB
OG0012961	sp|Q9BWG6|SCNM1_HUMAN	tr|A0A0D9S5U9|A0A0D9S5U9_CHLSB
OG0012962	sp|O96011|PX11B_HUMAN	tr|A0A0D9S5W3|A0A0D9S5W3_CHLSB
OG0012963	sp|Q9UKF2|ADA30_HUMAN	tr|A0A0D9S603|A0A0D9S603_CHLSB
OG0012964	sp|O00622|CCN1_HUMAN	tr|A0A0D9S6V2|A0A0D9S6V2_CHLSB
OG0012965	sp|Q9BZE1|RM37_HUMAN	tr|A0A0D9S773|A0A0D9S773_CHLSB
OG0012966	sp|Q5T700|LRAD1_HUMAN	tr|A0A0D9S778|A0A0D9S778_CHLSB
OG0012967	sp|Q96DI7|SNR40_HUMAN	tr|A0A0D9S7Z2|A0A0D9S7Z2_CHLSB
OG0012968	sp|A8MY62|BLML_HUMAN	tr|A0A0D9S8A1|A0A0D9S8A1_CHLSB
OG0012969	sp|O75161|NPHP4_HUMAN	tr|A0A0D9S8T7|A0A0D9S8T7_CHLSB
OG0012970	sp|Q9C0B2|CFA74_HUMAN	tr|A0A0D9S8W3|A0A0D9S8W3_CHLSB
OG0012971	sp|Q13015|AF1Q_HUMAN	tr|A0A0D9SAC5|A0A0D9SAC5_CHLSB
OG0012972	sp|Q56A73|SPIN4_HUMAN	tr|A0A0D9SAI9|A0A0D9SAI9_CHLSB
OG0012973	sp|Q8TAK6|OLIG1_HUMAN	tr|A0A0D9SBG9|A0A0D9SBG9_CHLSB
OG0012974	sp|Q9Y4C5|CHST2_HUMAN	tr|A0A0D9SC36|A0A0D9SC36_CHLSB
OG0012975	sp|Q8WVZ7|RN133_HUMAN	tr|A0A0D9SCQ3|A0A0D9SCQ3_CHLSB
OG0012976	sp|O95800|GPR75_HUMAN	tr|A0A0D9SDM0|A0A0D9SDM0_CHLSB
OG0012977	sp|Q6UXI9|NPNT_HUMAN	tr|A0A0D9QVG1|A0A0D9QVG1_CHLSB
OG0012978	sp|Q9UII4|HERC5_HUMAN	tr|A0A0D9QWA4|A0A0D9QWA4_CHLSB
OG0012979	sp|Q9HC24|LFG4_HUMAN	tr|A0A0D9QWJ1|A0A0D9QWJ1_CHLSB
OG0012980	sp|P49588|SYAC_HUMAN	tr|A0A0D9QWS4|A0A0D9QWS4_CHLSB
OG0012981	sp|A2RU54|HMX2_HUMAN	tr|A0A0D9QWZ3|A0A0D9QWZ3_CHLSB
OG0012982	sp|Q12999|TSN31_HUMAN	tr|A0A0D9QX77|A0A0D9QX77_CHLSB
OG0012983	sp|Q6VVX0|CP2R1_HUMAN	tr|A0A0D9QXG6|A0A0D9QXG6_CHLSB
OG0012984	sp|Q6ZWK6|TM11F_HUMAN	tr|A0A0D9QYW5|A0A0D9QYW5_CHLSB
OG0012985	sp|Q5T2E6|ARMD3_HUMAN	tr|A0A0D9QZK9|A0A0D9QZK9_CHLSB
OG0012986	sp|Q5TIA1|MEI1_HUMAN	tr|A0A0D9R0B3|A0A0D9R0B3_CHLSB
OG0012987	sp|Q3SXY8|AR13B_HUMAN	tr|A0A0D9R0W4|A0A0D9R0W4_CHLSB
OG0012988	sp|P36551|HEM6_HUMAN	tr|A0A0D9R116|A0A0D9R116_CHLSB
OG0012989	sp|P16150|LEUK_HUMAN	tr|A0A0D9R1A4|A0A0D9R1A4_CHLSB
OG0012990	sp|P38571|LICH_HUMAN	tr|A0A0D9R385|A0A0D9R385_CHLSB
OG0012991	sp|Q5EBM0|CMPK2_HUMAN	tr|A0A0D9R3X1|A0A0D9R3X1_CHLSB
OG0012992	sp|Q14061|COX17_HUMAN	tr|A0A0D9R406|A0A0D9R406_CHLSB
OG0012993	sp|P12110|CO6A2_HUMAN	tr|A0A0D9R4H0|A0A0D9R4H0_CHLSB
OG0012994	sp|Q8NFU5|IPMK_HUMAN	tr|A0A0D9R4L4|A0A0D9R4L4_CHLSB
OG0012995	sp|Q9P242|NYAP2_HUMAN	tr|A0A0D9R5Q9|A0A0D9R5Q9_CHLSB
OG0012996	sp|Q96RL7|VP13A_HUMAN	tr|A0A0D9R5Z5|A0A0D9R5Z5_CHLSB
OG0012997	sp|Q9Y388|RBMX2_HUMAN	tr|A0A0D9R6G2|A0A0D9R6G2_CHLSB
OG0012998	sp|Q96C03|MID49_HUMAN	tr|A0A0D9R714|A0A0D9R714_CHLSB
OG0012999	sp|O76080|ZFAN5_HUMAN	tr|A0A0D9R7D4|A0A0D9R7D4_CHLSB
OG0013000	sp|Q9Y5Z0|BACE2_HUMAN	tr|A0A0D9R7D7|A0A0D9R7D7_CHLSB
OG0013001	sp|P09211|GSTP1_HUMAN	tr|A0A0D9R8K4|A0A0D9R8K4_CHLSB
OG0013002	sp|Q9HA90|EFCC1_HUMAN	tr|A0A0D9R8S8|A0A0D9R8S8_CHLSB
OG0013003	sp|Q8WWB3|DYDC1_HUMAN	tr|A0A0D9RAL3|A0A0D9RAL3_CHLSB
OG0013004	sp|Q8IV53|DEN1C_HUMAN	tr|A0A0D9RB54|A0A0D9RB54_CHLSB
OG0013005	sp|Q96BZ4|PLD4_HUMAN	tr|A0A0D9RBA6|A0A0D9RBA6_CHLSB
OG0013006	sp|Q02763|TIE2_HUMAN	tr|A0A0D9RBN2|A0A0D9RBN2_CHLSB
OG0013007	sp|P41238|ABEC1_HUMAN	tr|A0A0D9RBS4|A0A0D9RBS4_CHLSB
OG0013008	sp|Q9NS56|TOPRS_HUMAN	tr|A0A0D9RBU6|A0A0D9RBU6_CHLSB
OG0013009	sp|Q9H7X0|NAA60_HUMAN	tr|A0A0D9RCA2|A0A0D9RCA2_CHLSB
OG0013010	sp|Q93073|SBP2L_HUMAN	tr|A0A0D9RE20|A0A0D9RE20_CHLSB
OG0013011	sp|P35606|COPB2_HUMAN	tr|A0A0D9RFH5|A0A0D9RFH5_CHLSB
OG0013012	sp|Q8NFQ8|TOIP2_HUMAN	tr|A0A0D9RII3|A0A0D9RII3_CHLSB
OG0013013	sp|Q8WXD5|GEMI6_HUMAN	tr|A0A0D9RIR2|A0A0D9RIR2_CHLSB
OG0013014	sp|O43172|PRP4_HUMAN	tr|A0A0D9RJ21|A0A0D9RJ21_CHLSB
OG0013015	sp|Q7LFL8|CXXC5_HUMAN	tr|A0A0D9RKP0|A0A0D9RKP0_CHLSB
OG0013016	sp|Q8IVF5|TIAM2_HUMAN	tr|A0A0D9RLE3|A0A0D9RLE3_CHLSB
OG0013017	sp|Q9H1Q7|PED1A_HUMAN	tr|A0A0D9RLN7|A0A0D9RLN7_CHLSB
OG0013018	sp|Q96E11|RRFM_HUMAN	tr|A0A0D9RLQ3|A0A0D9RLQ3_CHLSB
OG0013019	sp|P17025|ZN182_HUMAN	tr|A0A0D9RM98|A0A0D9RM98_CHLSB
OG0013020	sp|P04141|CSF2_HUMAN	tr|A0A0D9RN12|A0A0D9RN12_CHLSB
OG0013021	sp|Q17RD7|SYT16_HUMAN	tr|A0A0D9RNI0|A0A0D9RNI0_CHLSB
OG0013022	sp|Q9NR46|SHLB2_HUMAN	tr|A0A0D9RPU5|A0A0D9RPU5_CHLSB
OG0013023	sp|Q15291|RBBP5_HUMAN	tr|A0A0D9RQ34|A0A0D9RQ34_CHLSB
OG0013024	sp|O75069|TMCC2_HUMAN	tr|A0A0D9RQ52|A0A0D9RQ52_CHLSB
OG0013025	sp|Q8IUX7|AEBP1_HUMAN	tr|A0A0D9RSJ1|A0A0D9RSJ1_CHLSB
OG0013026	sp|H3BR10|SMLR1_HUMAN	tr|A0A0D9RVP0|A0A0D9RVP0_CHLSB
OG0013027	sp|Q2M1P5|KIF7_HUMAN	tr|A0A0D9RX51|A0A0D9RX51_CHLSB
OG0013028	sp|P17706|PTN2_HUMAN	tr|A0A0D9RY40|A0A0D9RY40_CHLSB
OG0013029	sp|Q9Y5X9|LIPE_HUMAN	tr|A0A0D9RZL0|A0A0D9RZL0_CHLSB
OG0013030	sp|Q15047|SETB1_HUMAN	tr|A0A0D9RZL2|A0A0D9RZL2_CHLSB
OG0013031	sp|P22830|HEMH_HUMAN	tr|A0A0D9RZX7|A0A0D9RZX7_CHLSB
OG0013032	sp|O15266|SHOX_HUMAN	tr|A0A0D9S0J5|A0A0D9S0J5_CHLSB
OG0013033	sp|P61289|PSME3_HUMAN	tr|A0A0D9S1G0|A0A0D9S1G0_CHLSB
OG0013034	sp|Q86VM9|ZCH18_HUMAN	tr|A0A0D9S286|A0A0D9S286_CHLSB
OG0013035	sp|Q9H0D2|ZN541_HUMAN	tr|A0A0D9S2L1|A0A0D9S2L1_CHLSB
OG0013036	sp|Q14CZ8|HECAM_HUMAN	tr|A0A0D9S4B4|A0A0D9S4B4_CHLSB
OG0013037	sp|Q8TEY5|CR3L4_HUMAN	tr|A0A0D9S5J5|A0A0D9S5J5_CHLSB
OG0013038	sp|Q5HYK9|ZN667_HUMAN	tr|A0A0D9S669|A0A0D9S669_CHLSB
OG0013039	sp|Q9NX52|RHBL2_HUMAN	tr|A0A0D9S7P9|A0A0D9S7P9_CHLSB
OG0013040	sp|P05186|PPBT_HUMAN	tr|A0A0D9S8B5|A0A0D9S8B5_CHLSB
OG0013041	sp|Q9BU20|CPLN2_HUMAN	tr|A0A0D9S8G6|A0A0D9S8G6_CHLSB
OG0013042	sp|Q69YZ2|T200B_HUMAN	tr|A0A0D9S912|A0A0D9S912_CHLSB
OG0013043	sp|Q9UH62|ARMX3_HUMAN	tr|A0A0D9S9X9|A0A0D9S9X9_CHLSB
OG0013044	sp|Q96CX3|ZN501_HUMAN	tr|A0A0D9SBP7|A0A0D9SBP7_CHLSB
OG0013045	sp|Q75WM6|H1FNT_HUMAN	tr|A0A0D9SD22|A0A0D9SD22_CHLSB
OG0013046	sp|Q9NPC6|MYOZ2_HUMAN	tr|A0A0D9QUT4|A0A0D9QUT4_CHLSB
OG0013047	sp|Q9BT23|LIMD2_HUMAN	tr|A0A0D9QV51|A0A0D9QV51_CHLSB
OG0013048	sp|O96013|PAK4_HUMAN	tr|A0A0D9QV87|A0A0D9QV87_CHLSB
OG0013049	sp|Q9BXY5|CAYP2_HUMAN	tr|A0A0D9QVL7|A0A0D9QVL7_CHLSB
OG0013050	sp|Q17RN3|FA98C_HUMAN	tr|A0A0D9QVM7|A0A0D9QVM7_CHLSB
OG0013051	sp|O43927|CXL13_HUMAN	tr|A0A0D9QX27|A0A0D9QX27_CHLSB
OG0013052	sp|P04732|MT1E_HUMAN	tr|A0A0D9QYG2|A0A0D9QYG2_CHLSB
OG0013053	sp|Q9UHD8|SEPT9_HUMAN	tr|A0A0D9QYM1|A0A0D9QYM1_CHLSB
OG0013054	sp|Q8IU68|TMC8_HUMAN	tr|A0A0D9QYR8|A0A0D9QYR8_CHLSB
OG0013055	sp|A8MUP2|CSKMT_HUMAN	tr|A0A0D9R2U8|A0A0D9R2U8_CHLSB
OG0013056	sp|P63215|GBG3_HUMAN	tr|A0A0D9R2Z5|A0A0D9R2Z5_CHLSB
OG0013057	sp|P09913|IFIT2_HUMAN	tr|A0A0D9R376|A0A0D9R376_CHLSB
OG0013058	sp|Q9BZE7|EVG1_HUMAN	tr|A0A0D9R3G7|A0A0D9R3G7_CHLSB
OG0013059	sp|P05408|7B2_HUMAN	tr|A0A0D9R3H2|A0A0D9R3H2_CHLSB
OG0013060	sp|P10176|COX8A_HUMAN	tr|A0A0D9R3I7|A0A0D9R3I7_CHLSB
OG0013061	sp|P48029|SC6A8_HUMAN	tr|A0A0D9R3L7|A0A0D9R3L7_CHLSB
OG0013062	sp|Q9Y278|HS3S2_HUMAN	tr|A0A0D9R3M4|A0A0D9R3M4_CHLSB
OG0013063	sp|Q14773|ICAM4_HUMAN	tr|A0A0D9R4S5|A0A0D9R4S5_CHLSB
OG0013064	sp|P36404|ARL2_HUMAN	tr|A0A0D9R5D2|A0A0D9R5D2_CHLSB
OG0013065	sp|Q9NXK8|FXL12_HUMAN	tr|A0A0D9R5M7|A0A0D9R5M7_CHLSB
OG0013066	sp|Q9Y471|CMAH_HUMAN	tr|A0A0D9R659|A0A0D9R659_CHLSB
OG0013067	sp|Q9ULA0|DNPEP_HUMAN	tr|A0A0D9R6T9|A0A0D9R6T9_CHLSB
