Orthogroup	Homo_sapiens	Pteropus_alecto
OG0012250	sp|Q8NAP3|ZBT38_HUMAN	tr|L5KZS6|L5KZS6_PTEAL
OG0012251	sp|Q8NEL9|DDHD1_HUMAN	tr|L5K0Z7|L5K0Z7_PTEAL
OG0012252	sp|Q8NET5|NFAM1_HUMAN	tr|L5K8W6|L5K8W6_PTEAL
OG0012253	sp|Q92772|CDKL2_HUMAN	tr|L5KZM8|L5KZM8_PTEAL
OG0012254	sp|Q969V5|MUL1_HUMAN	tr|L5JUM4|L5JUM4_PTEAL
OG0012255	sp|Q96JQ0|PCD16_HUMAN	tr|L5KDC5|L5KDC5_PTEAL
OG0012256	sp|Q96LW7|CAR19_HUMAN	tr|L5JVE1|L5JVE1_PTEAL
OG0012257	sp|Q96NB2|SFXN2_HUMAN	tr|L5JZZ0|L5JZZ0_PTEAL
OG0012258	sp|Q99501|GA2L1_HUMAN	tr|L5L5U4|L5L5U4_PTEAL
OG0012259	sp|Q9BXC0|HCAR1_HUMAN	tr|L5KST7|L5KST7_PTEAL
OG0012260	sp|Q9GZZ0|HXD1_HUMAN	tr|L5JZG3|L5JZG3_PTEAL
OG0012261	sp|Q9H175|CSRN2_HUMAN	tr|L5L6I1|L5L6I1_PTEAL
OG0012262	sp|Q9H3G5|CPVL_HUMAN	tr|L5KLT5|L5KLT5_PTEAL
OG0012263	sp|Q9H5F2|CK001_HUMAN	tr|L5KMZ9|L5KMZ9_PTEAL
OG0012264	sp|Q9HD47|MOG1_HUMAN	tr|L5JZC0|L5JZC0_PTEAL
OG0012265	sp|Q9NQ33|ASCL3_HUMAN	tr|L5L2Z7|L5L2Z7_PTEAL
OG0012266	sp|Q9UQB8|BAIP2_HUMAN	tr|L5KKT6|L5KKT6_PTEAL
OG0012267	sp|Q9Y2M5|KLH20_HUMAN	tr|L5KYJ8|L5KYJ8_PTEAL
OG0012268	sp|Q9Y2R4|DDX52_HUMAN	tr|L5JQZ2|L5JQZ2_PTEAL
OG0012269	sp|Q9Y6K9|NEMO_HUMAN	tr|L5L5S8|L5L5S8_PTEAL
OG0012270	sp|O14734|ACOT8_HUMAN	tr|L5K0G1|L5K0G1_PTEAL
OG0012271	sp|O43524|FOXO3_HUMAN	tr|L5JPD6|L5JPD6_PTEAL
OG0012272	sp|O95870|ABHGA_HUMAN	tr|L5L5N3|L5L5N3_PTEAL
OG0012273	sp|O95989|NUDT3_HUMAN	tr|L5KYY4|L5KYY4_PTEAL
OG0012274	sp|P09234|RU1C_HUMAN	tr|L5KPJ8|L5KPJ8_PTEAL
OG0012275	sp|P30203|CD6_HUMAN	tr|L5KRB1|L5KRB1_PTEAL
OG0012276	sp|P37023|ACVL1_HUMAN	tr|L5L6Y0|L5L6Y0_PTEAL
OG0012277	sp|P48552|NRIP1_HUMAN	tr|L5JP83|L5JP83_PTEAL
OG0012278	sp|P51826|AFF3_HUMAN	tr|L5KDW0|L5KDW0_PTEAL
OG0012279	sp|P53539|FOSB_HUMAN	tr|L5KMI2|L5KMI2_PTEAL
OG0012280	sp|Q01469|FABP5_HUMAN	tr|L5JSZ7|L5JSZ7_PTEAL
OG0012281	sp|Q04756|HGFA_HUMAN	tr|L5K6Z6|L5K6Z6_PTEAL
OG0012282	sp|Q12770|SCAP_HUMAN	tr|L5KES6|L5KES6_PTEAL
OG0012283	sp|Q15058|KIF14_HUMAN	tr|L5L631|L5L631_PTEAL
OG0012284	sp|Q15067|ACOX1_HUMAN	tr|L5KM21|L5KM21_PTEAL
OG0012285	sp|Q15569|TESK1_HUMAN	tr|L5KEW8|L5KEW8_PTEAL
OG0012286	sp|Q16612|NREP_HUMAN	tr|L5KLW8|L5KLW8_PTEAL
OG0012288	sp|Q53EL6|PDCD4_HUMAN	tr|L5JZV8|L5JZV8_PTEAL
OG0012289	sp|Q53LP3|SWAHC_HUMAN	tr|L5KIR3|L5KIR3_PTEAL
OG0012290	sp|Q5T4B2|GT253_HUMAN	tr|L5K791|L5K791_PTEAL
OG0012291	sp|Q6AZW8|ZN660_HUMAN	tr|L5KFM6|L5KFM6_PTEAL
OG0012292	sp|Q6P5R6|RL22L_HUMAN	tr|L5KQG6|L5KQG6_PTEAL
OG0012293	sp|Q6ZRC1|CD050_HUMAN	tr|L5K585|L5K585_PTEAL
OG0012294	sp|Q7RTS5|OTOP3_HUMAN	tr|L5KLI5|L5KLI5_PTEAL
OG0012295	sp|Q8IW35|CEP97_HUMAN	tr|L5KLG2|L5KLG2_PTEAL
OG0012296	sp|Q8IYB4|PEX5R_HUMAN	tr|L5KQV9|L5KQV9_PTEAL
OG0012297	sp|Q8IYF3|TEX11_HUMAN	tr|L5KXW5|L5KXW5_PTEAL
OG0012298	sp|Q8TDH9|BL1S5_HUMAN	tr|L5KUY0|L5KUY0_PTEAL
OG0012299	sp|Q8WU79|SMAP2_HUMAN	tr|L5L794|L5L794_PTEAL
OG0012300	sp|Q8WWM7|ATX2L_HUMAN	tr|L5KGX4|L5KGX4_PTEAL
OG0012301	sp|Q92988|DLX4_HUMAN	tr|L5JQF4|L5JQF4_PTEAL
OG0012302	sp|Q969L4|LSM10_HUMAN	tr|L5JUJ4|L5JUJ4_PTEAL
OG0012303	sp|Q969X2|SIA7F_HUMAN	tr|L5K688|L5K688_PTEAL
OG0012304	sp|Q96CS3|FAF2_HUMAN	tr|L5JXA3|L5JXA3_PTEAL
OG0012305	sp|Q96T23|RSF1_HUMAN	tr|L5JLZ0|L5JLZ0_PTEAL
OG0012306	sp|Q9BQI0|AIF1L_HUMAN	tr|L5K6F8|L5K6F8_PTEAL
OG0012307	sp|Q9BRK3|MXRA8_HUMAN	tr|L5L7F8|L5L7F8_PTEAL
OG0012308	sp|Q9BUJ0|ABHEA_HUMAN	tr|L5KUL5|L5KUL5_PTEAL
OG0012309	sp|Q9C0D7|ZC12C_HUMAN	tr|L5K9V3|L5K9V3_PTEAL
OG0012310	sp|Q9H1A3|METL9_HUMAN	tr|L5KNE1|L5KNE1_PTEAL
OG0012311	sp|Q9H3Z7|ABHGB_HUMAN	tr|L5K1S7|L5K1S7_PTEAL
OG0012312	sp|Q9HB31|SEBOX_HUMAN	tr|L5JQY8|L5JQY8_PTEAL
OG0012313	sp|Q9NRH2|SNRK_HUMAN	tr|L5KEY3|L5KEY3_PTEAL
OG0012314	sp|Q9NS28|RGS18_HUMAN	tr|L5KEK8|L5KEK8_PTEAL
OG0012315	sp|Q9NYV4|CDK12_HUMAN	tr|L5JS43|L5JS43_PTEAL
OG0012316	sp|Q9P1W9|PIM2_HUMAN	tr|L5JY58|L5JY58_PTEAL
OG0012317	sp|Q9UJT1|TBD_HUMAN	tr|L5JS25|L5JS25_PTEAL
OG0012318	sp|Q9UN42|AT1B4_HUMAN	tr|L5K7S8|L5K7S8_PTEAL
OG0012319	sp|Q9Y5Q6|INSL5_HUMAN	tr|L5K610|L5K610_PTEAL
OG0012320	sp|B2RUZ4|SMIM1_HUMAN	tr|L5KIJ9|L5KIJ9_PTEAL
OG0012321	sp|O00358|FOXE1_HUMAN	tr|L5KPX8|L5KPX8_PTEAL
OG0012322	sp|O14980|XPO1_HUMAN	tr|L5KT76|L5KT76_PTEAL
OG0012323	sp|O60279|SUSD5_HUMAN	tr|L5L4K9|L5L4K9_PTEAL
OG0012324	sp|O75324|SNN_HUMAN	tr|L5KQA3|L5KQA3_PTEAL
OG0012325	sp|O75995|SASH3_HUMAN	tr|L5K862|L5K862_PTEAL
OG0012326	sp|O95336|6PGL_HUMAN	tr|L5L6U7|L5L6U7_PTEAL
OG0012327	sp|O95352|ATG7_HUMAN	tr|L5KAW1|L5KAW1_PTEAL
OG0012328	sp|P15586|GNS_HUMAN	tr|L5JTU8|L5JTU8_PTEAL
OG0012329	sp|P21452|NK2R_HUMAN	tr|L5KGF0|L5KGF0_PTEAL
OG0012330	sp|P27918|PROP_HUMAN	tr|L5KZX4|L5KZX4_PTEAL
OG0012331	sp|P28908|TNR8_HUMAN	tr|L5KG33|L5KG33_PTEAL
OG0012332	sp|P29279|CCN2_HUMAN	tr|L5JMU2|L5JMU2_PTEAL
OG0012333	sp|P30048|PRDX3_HUMAN	tr|L5JZR9|L5JZR9_PTEAL
OG0012334	sp|P42575|CASP2_HUMAN	tr|L5KR92|L5KR92_PTEAL
OG0012335	sp|P49441|INPP_HUMAN	tr|L5JZA8|L5JZA8_PTEAL
OG0012336	sp|P49917|DNLI4_HUMAN	tr|L5KU26|L5KU26_PTEAL
OG0012337	sp|P57796|CABP4_HUMAN	tr|L5KR69|L5KR69_PTEAL
OG0012338	sp|Q00604|NDP_HUMAN	tr|L5KAF3|L5KAF3_PTEAL
OG0012339	sp|Q03989|ARI5A_HUMAN	tr|L5KVF6|L5KVF6_PTEAL
OG0012340	sp|Q13438|OS9_HUMAN	tr|L5KWG8|L5KWG8_PTEAL
OG0012341	sp|Q15329|E2F5_HUMAN	tr|L5JVW9|L5JVW9_PTEAL
OG0012342	sp|Q16851|UGPA_HUMAN	tr|L5KV24|L5KV24_PTEAL
OG0012343	sp|Q2KHM9|MOONR_HUMAN	tr|L5JXE5|L5JXE5_PTEAL
OG0012344	sp|Q3MIW9|MUCL3_HUMAN	tr|L5KHM8|L5KHM8_PTEAL
OG0012345	sp|Q401N2|ZACN_HUMAN	tr|L5KNC4|L5KNC4_PTEAL
OG0012346	sp|Q53RD9|FBLN7_HUMAN	tr|L5KTU3|L5KTU3_PTEAL
OG0012347	sp|Q5TH74|STPG1_HUMAN	tr|L5JRT3|L5JRT3_PTEAL
OG0012348	sp|Q684P5|RPGP2_HUMAN	tr|L5JR78|L5JR78_PTEAL
OG0012349	sp|Q6ZW61|BBS12_HUMAN	tr|L5KA36|L5KA36_PTEAL
OG0012350	sp|Q7Z4H7|HAUS6_HUMAN	tr|L5K645|L5K645_PTEAL
OG0012351	sp|Q8IXJ9|ASXL1_HUMAN	tr|L5K009|L5K009_PTEAL
OG0012352	sp|Q8IYM0|F186B_HUMAN	tr|L5KD44|L5KD44_PTEAL
OG0012353	sp|Q8N135|LGI4_HUMAN	tr|L5K4R7|L5K4R7_PTEAL
OG0012354	sp|Q8N1K5|THMS1_HUMAN	tr|L5JMZ2|L5JMZ2_PTEAL
OG0012355	sp|Q8N344|MIER2_HUMAN	tr|L5L754|L5L754_PTEAL
OG0012356	sp|Q8N3J5|PPM1K_HUMAN	tr|L5KPG9|L5KPG9_PTEAL
OG0012357	sp|Q8N5C1|CAHM5_HUMAN	tr|L5JP12|L5JP12_PTEAL
OG0012358	sp|Q8NFU3|TSTD1_HUMAN	tr|L5KYC9|L5KYC9_PTEAL
OG0012359	sp|Q8NGQ2|OR6Q1_HUMAN	tr|L5L3A7|L5L3A7_PTEAL
OG0012360	sp|Q8NHX9|TPC2_HUMAN	tr|L5KPK6|L5KPK6_PTEAL
OG0012361	sp|Q96AY4|TTC28_HUMAN	tr|L5L5T0|L5L5T0_PTEAL
OG0012362	sp|Q99871|HAUS7_HUMAN	tr|L5KFZ5|L5KFZ5_PTEAL
OG0012363	sp|Q9BST9|RTKN_HUMAN	tr|L5L3W8|L5L3W8_PTEAL
OG0012364	sp|Q9BVK2|ALG8_HUMAN	tr|L5JM49|L5JM49_PTEAL
OG0012365	sp|Q9C0A1|ZFHX2_HUMAN	tr|L5KKD1|L5KKD1_PTEAL
OG0012366	sp|Q9H992|MARH7_HUMAN	tr|L5JZX0|L5JZX0_PTEAL
OG0012367	sp|Q9NVI1|FANCI_HUMAN	tr|L5L3E5|L5L3E5_PTEAL
OG0012368	sp|Q9NWV4|CZIB_HUMAN	tr|L5K380|L5K380_PTEAL
OG0012369	sp|Q9NX52|RHBL2_HUMAN	tr|L5JSL5|L5JSL5_PTEAL
OG0012370	sp|Q9NYG8|KCNK4_HUMAN	tr|L5KQ22|L5KQ22_PTEAL
OG0012371	sp|Q9UBB5|MBD2_HUMAN	tr|L5K1M2|L5K1M2_PTEAL
OG0012372	sp|Q9UKN7|MYO15_HUMAN	tr|L5KY56|L5KY56_PTEAL
OG0012373	sp|Q9UKT8|FBXW2_HUMAN	tr|L5K923|L5K923_PTEAL
OG0012374	sp|Q9Y4F9|RIPR2_HUMAN	tr|L5K268|L5K268_PTEAL
OG0012376	sp|O15350|P73_HUMAN	tr|L5KJ90|L5KJ90_PTEAL
OG0012377	sp|O43173|SIA8C_HUMAN	tr|L5KHL8|L5KHL8_PTEAL
OG0012378	sp|O60784|TOM1_HUMAN	tr|L5KF20|L5KF20_PTEAL
OG0012379	sp|P15169|CBPN_HUMAN	tr|L5JN52|L5JN52_PTEAL
OG0012380	sp|P19835|CEL_HUMAN	tr|L5K7H7|L5K7H7_PTEAL
OG0012381	sp|P61916|NPC2_HUMAN	tr|L5JQL1|L5JQL1_PTEAL
OG0012382	sp|Q0VF96|CGNL1_HUMAN	tr|L5K136|L5K136_PTEAL
OG0012383	sp|Q13368|MPP3_HUMAN	tr|L5KRS5|L5KRS5_PTEAL
OG0012384	sp|Q13427|PPIG_HUMAN	tr|L5K1P5|L5K1P5_PTEAL
OG0012385	sp|Q13609|DNSL3_HUMAN	tr|L5KAJ7|L5KAJ7_PTEAL
OG0012386	sp|Q4AE62|GTDC1_HUMAN	tr|L5K266|L5K266_PTEAL
OG0012387	sp|Q5H8C1|FREM1_HUMAN	tr|L5K6L6|L5K6L6_PTEAL
OG0012388	sp|Q6VVX0|CP2R1_HUMAN	tr|L5L454|L5L454_PTEAL
OG0012389	sp|Q7Z6M4|MTEF4_HUMAN	tr|L5KTZ0|L5KTZ0_PTEAL
OG0012390	sp|Q7Z7C7|STRA8_HUMAN	tr|L5KSA7|L5KSA7_PTEAL
OG0012391	sp|Q86WV5|TEN1L_HUMAN	tr|L5KNC5|L5KNC5_PTEAL
OG0012392	sp|Q86X19|TMM17_HUMAN	tr|L5KV29|L5KV29_PTEAL
OG0012393	sp|Q8IYS4|DAAF8_HUMAN	tr|L5KGI9|L5KGI9_PTEAL
OG0012394	sp|Q8N3C0|ASCC3_HUMAN	tr|L5JMS4|L5JMS4_PTEAL
OG0012395	sp|Q8N8Q9|NIPA2_HUMAN	tr|L5L1B5|L5L1B5_PTEAL
OG0012396	sp|Q8NFX7|STXB6_HUMAN	tr|L5L1Y0|L5L1Y0_PTEAL
OG0012397	sp|Q96PP4|TSG13_HUMAN	tr|L5KQY6|L5KQY6_PTEAL
OG0012398	sp|Q99741|CDC6_HUMAN	tr|L5JQB1|L5JQB1_PTEAL
OG0012399	sp|Q9H672|ASB7_HUMAN	tr|L5JTF4|L5JTF4_PTEAL
OG0012400	sp|Q9NQ94|A1CF_HUMAN	tr|L5JS18|L5JS18_PTEAL
OG0012401	sp|Q9NR00|TCIM_HUMAN	tr|L5KE03|L5KE03_PTEAL
OG0012402	sp|Q9P209|CEP72_HUMAN	tr|L5K9G7|L5K9G7_PTEAL
OG0012403	sp|Q9P260|RELCH_HUMAN	tr|L5KJZ3|L5KJZ3_PTEAL
OG0012404	sp|Q9P2H0|CE126_HUMAN	tr|L5KYN9|L5KYN9_PTEAL
OG0012405	sp|Q9UHI6|DDX20_HUMAN	tr|L5K3K8|L5K3K8_PTEAL
OG0012406	sp|Q9UHL4|DPP2_HUMAN	tr|L5K7E3|L5K7E3_PTEAL
OG0012407	sp|Q9UKA8|RCAN3_HUMAN	tr|L5JUG3|L5JUG3_PTEAL
OG0012408	sp|Q9Y2L8|ZKSC5_HUMAN	tr|L5KLH0|L5KLH0_PTEAL
OG0012409	sp|Q9Y3E5|PTH2_HUMAN	tr|L5JQV4|L5JQV4_PTEAL
OG0012410	sp|Q9Y5J6|T10B_HUMAN	tr|L5KCD8|L5KCD8_PTEAL
OG0012411	sp|A0A1B0GTW7|CIROP_HUMAN	tr|L5KHU0|L5KHU0_PTEAL
OG0012412	sp|A6H8Z2|F221B_HUMAN	tr|L5KEV0|L5KEV0_PTEAL
OG0012413	sp|A8MU46|SMTL1_HUMAN	tr|L5L3W3|L5L3W3_PTEAL
OG0012414	sp|O14746|TERT_HUMAN	tr|L5K9F8|L5K9F8_PTEAL
OG0012415	sp|O15015|ZN646_HUMAN	tr|L5KI45|L5KI45_PTEAL
OG0012416	sp|O60645|EXOC3_HUMAN	tr|L5K9Z1|L5K9Z1_PTEAL
OG0012417	sp|O75127|PTCD1_HUMAN	tr|L5KM31|L5KM31_PTEAL
OG0012418	sp|O95164|UBL3_HUMAN	tr|L5JXZ5|L5JXZ5_PTEAL
OG0012419	sp|P12271|RLBP1_HUMAN	tr|L5L5D3|L5L5D3_PTEAL
OG0012420	sp|P28069|PIT1_HUMAN	tr|L5JR26|L5JR26_PTEAL
OG0012421	sp|P28328|PEX2_HUMAN	tr|L5JVA5|L5JVA5_PTEAL
OG0012422	sp|P46782|RS5_HUMAN	tr|L5L5A2|L5L5A2_PTEAL
OG0012423	sp|P47211|GALR1_HUMAN	tr|L5KHI0|L5KHI0_PTEAL
OG0012424	sp|P49771|FLT3L_HUMAN	tr|L5L5J2|L5L5J2_PTEAL
OG0012425	sp|Q02878|RL6_HUMAN	tr|L5JWZ4|L5JWZ4_PTEAL
OG0012426	sp|Q04900|MUC24_HUMAN	tr|L5JMI8|L5JMI8_PTEAL
OG0012427	sp|Q10570|CPSF1_HUMAN	tr|L5KJA9|L5KJA9_PTEAL
OG0012428	sp|Q15025|TNIP1_HUMAN	tr|L5L1Y3|L5L1Y3_PTEAL
OG0012429	sp|Q3ZCQ8|TIM50_HUMAN	tr|L5L387|L5L387_PTEAL
OG0012430	sp|Q5HYL7|TM196_HUMAN	tr|L5KMM9|L5KMM9_PTEAL
OG0012431	sp|Q5QJE6|TDIF2_HUMAN	tr|L5K3Q8|L5K3Q8_PTEAL
OG0012432	sp|Q6P2P2|ANM9_HUMAN	tr|L5L269|L5L269_PTEAL
OG0012433	sp|Q6PK04|CC137_HUMAN	tr|L5KLQ3|L5KLQ3_PTEAL
OG0012434	sp|Q6UWF9|F180A_HUMAN	tr|L5KSA1|L5KSA1_PTEAL
OG0012435	sp|Q6ZN84|CCD81_HUMAN	tr|L5JNV8|L5JNV8_PTEAL
OG0012436	sp|Q7Z388|D19L4_HUMAN	tr|L5L1E5|L5L1E5_PTEAL
OG0012437	sp|Q7Z5B4|RIC3_HUMAN	tr|L5L2Y8|L5L2Y8_PTEAL
OG0012438	sp|Q86WS5|TMPSC_HUMAN	tr|L5K9H6|L5K9H6_PTEAL
OG0012439	sp|Q86X53|ERIC1_HUMAN	tr|L5KET2|L5KET2_PTEAL
OG0012440	sp|Q8IYE0|CC146_HUMAN	tr|L5JPJ7|L5JPJ7_PTEAL
OG0012441	sp|Q8N0V4|LGI2_HUMAN	tr|L5K534|L5K534_PTEAL
OG0012442	sp|Q8N413|S2545_HUMAN	tr|L5KQ83|L5KQ83_PTEAL
OG0012443	sp|Q8N6Q8|MET25_HUMAN	tr|L5JU14|L5JU14_PTEAL
OG0012444	sp|Q8ND71|GIMA8_HUMAN	tr|L5K3X2|L5K3X2_PTEAL
OG0012445	sp|Q8NGJ9|O51T1_HUMAN	tr|L5L896|L5L896_PTEAL
OG0012446	sp|Q8WTR7|ZN473_HUMAN	tr|L5L5G9|L5L5G9_PTEAL
OG0012447	sp|Q8WWX9|SELM_HUMAN	tr|L5L4W5|L5L4W5_PTEAL
OG0012448	sp|Q92841|DDX17_HUMAN	tr|L5KI80|L5KI80_PTEAL
OG0012449	sp|Q96C55|ZN524_HUMAN	tr|L5KBU4|L5KBU4_PTEAL
OG0012450	sp|Q96G25|MED8_HUMAN	tr|L5KQT0|L5KQT0_PTEAL
OG0012451	sp|Q96JG9|ZN469_HUMAN	tr|L5JM64|L5JM64_PTEAL
OG0012452	sp|Q96LT6|CA074_HUMAN	tr|L5KYP7|L5KYP7_PTEAL
OG0012453	sp|Q96NK8|NDF6_HUMAN	tr|L5KLV6|L5KLV6_PTEAL
OG0012454	sp|Q96PY6|NEK1_HUMAN	tr|L5L1Q6|L5L1Q6_PTEAL
OG0012455	sp|Q9BUA3|SPNDC_HUMAN	tr|L5KRM1|L5KRM1_PTEAL
OG0012456	sp|Q9BV19|CA050_HUMAN	tr|L5L7Y0|L5L7Y0_PTEAL
OG0012457	sp|Q9BXY5|CAYP2_HUMAN	tr|L5JW55|L5JW55_PTEAL
OG0012458	sp|Q9H3U7|SMOC2_HUMAN	tr|L5KGU7|L5KGU7_PTEAL
OG0012459	sp|Q9HCR9|PDE11_HUMAN	tr|L5K1W1|L5K1W1_PTEAL
OG0012460	sp|Q9NW81|DMAC2_HUMAN	tr|L5KR33|L5KR33_PTEAL
OG0012461	sp|Q9NWS8|RMND1_HUMAN	tr|L5KDB4|L5KDB4_PTEAL
OG0012462	sp|Q9NWT1|PK1IP_HUMAN	tr|L5KVH7|L5KVH7_PTEAL
OG0012463	sp|Q9ULX7|CAH14_HUMAN	tr|L5K5G9|L5K5G9_PTEAL
OG0012464	sp|Q9Y5S1|TRPV2_HUMAN	tr|L5KXJ0|L5KXJ0_PTEAL
OG0012465	sp|A8MVX0|ARG33_HUMAN	tr|L5KTH0|L5KTH0_PTEAL
OG0012466	sp|O00716|E2F3_HUMAN	tr|L5KU55|L5KU55_PTEAL
OG0012467	sp|O14668|TMG1_HUMAN	tr|L5K623|L5K623_PTEAL
OG0012468	sp|O15482|TEX28_HUMAN	tr|L5KDU3|L5KDU3_PTEAL
OG0012469	sp|O75143|ATG13_HUMAN	tr|L5KY23|L5KY23_PTEAL
OG0012470	sp|O75604|UBP2_HUMAN	tr|L5KNA8|L5KNA8_PTEAL
OG0012471	sp|O95568|MET18_HUMAN	tr|L5KZQ8|L5KZQ8_PTEAL
OG0012472	sp|P31629|ZEP2_HUMAN	tr|L5KDM0|L5KDM0_PTEAL
OG0012473	sp|P49411|EFTU_HUMAN	tr|L5KK65|L5KK65_PTEAL
OG0012474	sp|P51911|CNN1_HUMAN	tr|L5L245|L5L245_PTEAL
OG0012475	sp|P53609|PGTB1_HUMAN	tr|L5KLY1|L5KLY1_PTEAL
OG0012476	sp|P62308|RUXG_HUMAN	tr|L5KT73|L5KT73_PTEAL
OG0012477	sp|Q02790|FKBP4_HUMAN	tr|L5JT51|L5JT51_PTEAL
OG0012478	sp|Q07001|ACHD_HUMAN	tr|L5L100|L5L100_PTEAL
OG0012479	sp|Q13127|REST_HUMAN	tr|L5JX97|L5JX97_PTEAL
OG0012480	sp|Q14781|CBX2_HUMAN	tr|L5KN90|L5KN90_PTEAL
OG0012481	sp|Q15198|PGFRL_HUMAN	tr|L5KED2|L5KED2_PTEAL
OG0012482	sp|Q15642|CIP4_HUMAN	tr|L5L766|L5L766_PTEAL
OG0012483	sp|Q7Z2D5|PLPR4_HUMAN	tr|L5K290|L5K290_PTEAL
OG0012484	sp|Q7Z2Y8|GVIN1_HUMAN	tr|L5L085|L5L085_PTEAL
OG0012485	sp|Q7Z6Z7|HUWE1_HUMAN	tr|L5JYE2|L5JYE2_PTEAL
OG0012486	sp|Q86UW1|OSTA_HUMAN	tr|L5L1H4|L5L1H4_PTEAL
OG0012487	sp|Q8IV31|TM139_HUMAN	tr|L5KS35|L5KS35_PTEAL
OG0012488	sp|Q8N442|GUF1_HUMAN	tr|L5JX46|L5JX46_PTEAL
OG0012489	sp|Q8N7X2|STPG3_HUMAN	tr|L5K6V6|L5K6V6_PTEAL
OG0012490	sp|Q8NG27|PJA1_HUMAN	tr|L5KW02|L5KW02_PTEAL
OG0012491	sp|Q8NG50|RDM1_HUMAN	tr|L5KTR7|L5KTR7_PTEAL
OG0012492	sp|Q8NI77|KI18A_HUMAN	tr|L5KX18|L5KX18_PTEAL
OG0012493	sp|Q92499|DDX1_HUMAN	tr|L5KRZ3|L5KRZ3_PTEAL
OG0012494	sp|Q92896|GSLG1_HUMAN	tr|L5KWV2|L5KWV2_PTEAL
OG0012495	sp|Q96F45|ZN503_HUMAN	tr|L5KFF4|L5KFF4_PTEAL
OG0012496	sp|Q96RJ3|TR13C_HUMAN	tr|L5K9E1|L5K9E1_PTEAL
OG0012497	sp|Q9BQK8|LPIN3_HUMAN	tr|L5JXK6|L5JXK6_PTEAL
OG0012498	sp|Q9BSY4|CHCH5_HUMAN	tr|L5KTU8|L5KTU8_PTEAL
OG0012499	sp|Q9BTE3|MCMBP_HUMAN	tr|L5K371|L5K371_PTEAL
OG0012500	sp|Q9BVG8|KIFC3_HUMAN	tr|L5KXB5|L5KXB5_PTEAL
OG0012501	sp|Q9H2W2|MIXL1_HUMAN	tr|L5KGE1|L5KGE1_PTEAL
OG0012502	sp|Q9HC52|CBX8_HUMAN	tr|L5KKW1|L5KKW1_PTEAL
OG0012503	sp|Q9NRW7|VPS45_HUMAN	tr|L5K6B3|L5K6B3_PTEAL
OG0012504	sp|Q9NUX5|POTE1_HUMAN	tr|L5KRR2|L5KRR2_PTEAL
OG0012505	sp|Q9NXG0|CNTLN_HUMAN	tr|L5K649|L5K649_PTEAL
OG0012506	sp|Q9NYP7|ELOV5_HUMAN	tr|L5JLC8|L5JLC8_PTEAL
OG0012507	sp|Q9Y256|FACE2_HUMAN	tr|L5KQT5|L5KQT5_PTEAL
OG0012508	sp|Q9Y5P6|GMPPB_HUMAN	tr|L5KUL0|L5KUL0_PTEAL
OG0012509	sp|A1A4G5|LNP1_HUMAN	tr|L5KA27|L5KA27_PTEAL
OG0012510	tr|A3KN74|A3KN74_HUMAN	tr|L5L0K9|L5L0K9_PTEAL
OG0012511	sp|O00204|ST2B1_HUMAN	tr|L5L5N1|L5L5N1_PTEAL
OG0012512	sp|O14625|CXL11_HUMAN	tr|L5KZM0|L5KZM0_PTEAL
OG0012513	sp|O43292|GPAA1_HUMAN	tr|L5KK45|L5KK45_PTEAL
OG0012514	sp|O75593|FOXH1_HUMAN	tr|L5KMF2|L5KMF2_PTEAL
OG0012515	sp|O95817|BAG3_HUMAN	tr|L5K024|L5K024_PTEAL
OG0012516	sp|P10155|RO60_HUMAN	tr|L5KC56|L5KC56_PTEAL
OG0012517	sp|P15248|IL9_HUMAN	tr|L5JUB3|L5JUB3_PTEAL
OG0012518	sp|P24394|IL4RA_HUMAN	tr|L5KHX9|L5KHX9_PTEAL
OG0012519	sp|P30679|GNA15_HUMAN	tr|L5L6K8|L5L6K8_PTEAL
OG0012520	sp|P48728|GCST_HUMAN	tr|L5KWB2|L5KWB2_PTEAL
OG0012521	sp|P56378|ATP68_HUMAN	tr|L5JSR3|L5JSR3_PTEAL
OG0012522	sp|Q12882|DPYD_HUMAN	tr|L5K4W4|L5K4W4_PTEAL
OG0012523	sp|Q15056|IF4H_HUMAN	tr|L5K559|L5K559_PTEAL
OG0012524	sp|Q15125|EBP_HUMAN	tr|L5JY70|L5JY70_PTEAL
OG0012525	sp|Q5BJF2|SGMR2_HUMAN	tr|L5JQY0|L5JQY0_PTEAL
OG0012526	sp|Q5BKX6|S45A4_HUMAN	tr|L5KM72|L5KM72_PTEAL
OG0012527	sp|Q5SQN1|SNP47_HUMAN	tr|L5JUS7|L5JUS7_PTEAL
OG0012528	sp|Q5T230|UTF1_HUMAN	tr|L5KJE6|L5KJE6_PTEAL
OG0012529	sp|Q5T4D3|TMTC4_HUMAN	tr|L5KVV2|L5KVV2_PTEAL
OG0012530	sp|Q6DHV5|C2D2B_HUMAN	tr|L5JNI1|L5JNI1_PTEAL
OG0012531	sp|Q6IA69|NADE_HUMAN	tr|L5KR23|L5KR23_PTEAL
OG0012532	sp|Q6IN84|MRM1_HUMAN	tr|L5JSM7|L5JSM7_PTEAL
OG0012533	sp|Q6P1X5|TAF2_HUMAN	tr|L5KCR5|L5KCR5_PTEAL
OG0012534	sp|Q7Z4H4|ADM2_HUMAN	tr|L5K816|L5K816_PTEAL
OG0012535	sp|Q86XT2|VP37D_HUMAN	tr|L5K7V3|L5K7V3_PTEAL
