Orthogroup	Homo_sapiens	Cercocebus_atys
OG0015110	sp|Q8NA31|TERB1_HUMAN	tr|A0A2K5MDP9|A0A2K5MDP9_CERAT
OG0015111	sp|P53396|ACLY_HUMAN	tr|A0A2K5MFN4|A0A2K5MFN4_CERAT
OG0015112	sp|O00712|NFIB_HUMAN	tr|A0A2K5MFT2|A0A2K5MFT2_CERAT
OG0015113	sp|P52945|PDX1_HUMAN	tr|A0A2K5MH70|A0A2K5MH70_CERAT
OG0015114	sp|Q8N8V8|TM105_HUMAN	tr|A0A2K5MI00|A0A2K5MI00_CERAT
OG0015115	sp|Q5JTV8|TOIP1_HUMAN	tr|A0A2K5MK85|A0A2K5MK85_CERAT
OG0015116	sp|Q9UHF0|TKNK_HUMAN	tr|A0A2K5MLD4|A0A2K5MLD4_CERAT
OG0015117	sp|Q02410|APBA1_HUMAN	tr|A0A2K5MSI2|A0A2K5MSI2_CERAT
OG0015118	sp|Q9HCJ1|ANKH_HUMAN	tr|A0A2K5MUU2|A0A2K5MUU2_CERAT
OG0015119	sp|Q9NZ53|PDXL2_HUMAN	tr|A0A2K5MYN7|A0A2K5MYN7_CERAT
OG0015120	sp|O75129|ASTN2_HUMAN	tr|A0A2K5N0X0|A0A2K5N0X0_CERAT
OG0015121	sp|Q00341|VIGLN_HUMAN	tr|A0A2K5N5S6|A0A2K5N5S6_CERAT
OG0015122	sp|Q6WCQ1|MPRIP_HUMAN	tr|A0A2K5N6N3|A0A2K5N6N3_CERAT
OG0015123	sp|Q9NRM7|LATS2_HUMAN	tr|A0A2K5N9U4|A0A2K5N9U4_CERAT
OG0015124	sp|Q9ULT6|ZNRF3_HUMAN	tr|A0A2K5NAW1|A0A2K5NAW1_CERAT
OG0015125	sp|P0DKB6|MPC1L_HUMAN	tr|A0A2K5NF94|A0A2K5NF94_CERAT
OG0015126	sp|Q9Y375|CIA30_HUMAN	tr|A0A2K5NGF8|A0A2K5NGF8_CERAT
OG0015127	sp|Q86UR1|NOXA1_HUMAN	tr|A0A2K5NJ37|A0A2K5NJ37_CERAT
OG0015128	sp|Q6UN15|FIP1_HUMAN	tr|A0A2K5NKM6|A0A2K5NKM6_CERAT
OG0015129	sp|Q96EK6|GNA1_HUMAN	tr|A0A2K5NLH9|A0A2K5NLH9_CERAT
OG0015130	sp|O75444|MAF_HUMAN	tr|A0A2K5NLZ1|A0A2K5NLZ1_CERAT
OG0015131	sp|Q02833|RASF7_HUMAN	tr|A0A2K5NQ37|A0A2K5NQ37_CERAT
OG0015132	sp|Q8IZA0|K319L_HUMAN	tr|A0A2K5NX14|A0A2K5NX14_CERAT
OG0015133	sp|O95989|NUDT3_HUMAN	tr|A0A2K5NY82|A0A2K5NY82_CERAT
OG0015134	sp|Q96T55|KCNKG_HUMAN	tr|A0A2K5NZ26|A0A2K5NZ26_CERAT
OG0015135	sp|Q6IPR3|TYW3_HUMAN	tr|A0A2K5P216|A0A2K5P216_CERAT
OG0015136	sp|O60486|PLXC1_HUMAN	tr|A0A2K5P3F8|A0A2K5P3F8_CERAT
OG0015137	sp|Q9BQI7|PSD2_HUMAN	tr|A0A2K5P3R5|A0A2K5P3R5_CERAT
OG0015138	sp|Q9UBR4|LHX3_HUMAN	tr|A0A2K5P4K7|A0A2K5P4K7_CERAT
OG0015139	sp|Q9UJT9|FBXL7_HUMAN	tr|A0A2K5P535|A0A2K5P535_CERAT
OG0015140	sp|Q92918|M4K1_HUMAN	tr|A0A2K5P5X9|A0A2K5P5X9_CERAT
OG0015141	sp|Q8TBP0|TBC16_HUMAN	tr|A0A2K5P7M2|A0A2K5P7M2_CERAT
OG0015142	sp|Q86SH2|ZAR1_HUMAN	tr|A0A2K5KHF5|A0A2K5KHF5_CERAT
OG0015143	sp|Q6EMK4|VASN_HUMAN	tr|A0A2K5KJK0|A0A2K5KJK0_CERAT
OG0015144	sp|Q969M2|CXA10_HUMAN	tr|A0A2K5KKI7|A0A2K5KKI7_CERAT
OG0015145	sp|Q9Y651|SOX21_HUMAN	tr|A0A2K5KLQ7|A0A2K5KLQ7_CERAT
OG0015146	sp|Q5VZY2|PLPP4_HUMAN	tr|A0A2K5KMF9|A0A2K5KMF9_CERAT
OG0015147	sp|Q3SXY8|AR13B_HUMAN	tr|A0A2K5KMR8|A0A2K5KMR8_CERAT
OG0015148	sp|P29122|PCSK6_HUMAN	tr|A0A2K5KPH6|A0A2K5KPH6_CERAT
OG0015149	sp|Q8N100|ATOH7_HUMAN	tr|A0A2K5KS94|A0A2K5KS94_CERAT
OG0015150	sp|Q9H3K2|GHITM_HUMAN	tr|A0A2K5KUZ2|A0A2K5KUZ2_CERAT
OG0015151	sp|Q96PB8|LRC3B_HUMAN	tr|A0A2K5KZF2|A0A2K5KZF2_CERAT
OG0015152	sp|Q96GR4|ZDH12_HUMAN	tr|A0A2K5KZG6|A0A2K5KZG6_CERAT
OG0015153	sp|Q9H342|O51J1_HUMAN	tr|A0A2K5L1Y5|A0A2K5L1Y5_CERAT
OG0015154	sp|Q9Y5S1|TRPV2_HUMAN	tr|A0A2K5L2I2|A0A2K5L2I2_CERAT
OG0015155	sp|Q9H293|IL25_HUMAN	tr|A0A2K5L2R7|A0A2K5L2R7_CERAT
OG0015156	sp|Q14442|PIGH_HUMAN	tr|A0A2K5L341|A0A2K5L341_CERAT
OG0015157	sp|A1A5C7|S22AN_HUMAN	tr|A0A2K5L3H4|A0A2K5L3H4_CERAT
OG0015158	sp|P51582|P2RY4_HUMAN	tr|A0A2K5L3K2|A0A2K5L3K2_CERAT
OG0015159	sp|Q96C00|ZBTB9_HUMAN	tr|A0A2K5L3W1|A0A2K5L3W1_CERAT
OG0015160	sp|Q9Y6J0|CABIN_HUMAN	tr|A0A2K5L6T4|A0A2K5L6T4_CERAT
OG0015161	sp|Q8TBF4|ZCRB1_HUMAN	tr|A0A2K5L8Z2|A0A2K5L8Z2_CERAT
OG0015162	sp|Q8N4U5|T11L2_HUMAN	tr|A0A2K5LBH7|A0A2K5LBH7_CERAT
OG0015163	sp|Q14789|GOGB1_HUMAN	tr|A0A2K5LCH4|A0A2K5LCH4_CERAT
OG0015164	sp|O15055|PER2_HUMAN	tr|A0A2K5LDN0|A0A2K5LDN0_CERAT
OG0015165	sp|O95602|RPA1_HUMAN	tr|A0A2K5LED3|A0A2K5LED3_CERAT
OG0015166	sp|Q9NV64|TM39A_HUMAN	tr|A0A2K5LG14|A0A2K5LG14_CERAT
OG0015167	sp|Q8WXG1|RSAD2_HUMAN	tr|A0A2K5LG31|A0A2K5LG31_CERAT
OG0015168	sp|Q8NBI6|XXLT1_HUMAN	tr|A0A2K5LH34|A0A2K5LH34_CERAT
OG0015169	sp|P32754|HPPD_HUMAN	tr|A0A2K5LPH2|A0A2K5LPH2_CERAT
OG0015170	sp|P58062|ISK7_HUMAN	tr|A0A2K5LPM1|A0A2K5LPM1_CERAT
OG0015171	sp|Q9BV10|ALG12_HUMAN	tr|A0A2K5LQC7|A0A2K5LQC7_CERAT
OG0015172	sp|P00451|FA8_HUMAN	tr|A0A2K5LQN9|A0A2K5LQN9_CERAT
OG0015173	sp|P05106|ITB3_HUMAN	tr|A0A2K5LTD1|A0A2K5LTD1_CERAT
OG0015174	sp|Q96M95|CCD42_HUMAN	tr|A0A2K5LV95|A0A2K5LV95_CERAT
OG0015175	sp|Q7Z7C7|STRA8_HUMAN	tr|A0A2K5LVA7|A0A2K5LVA7_CERAT
OG0015176	sp|P55058|PLTP_HUMAN	tr|A0A2K5LXR5|A0A2K5LXR5_CERAT
OG0015177	sp|Q52LJ0|FA98B_HUMAN	tr|A0A2K5LY30|A0A2K5LY30_CERAT
OG0015178	sp|Q8TB05|UBAD1_HUMAN	tr|A0A2K5LZH4|A0A2K5LZH4_CERAT
OG0015179	sp|I3L3R5|CCER2_HUMAN	tr|A0A2K5M198|A0A2K5M198_CERAT
OG0015180	sp|Q9NS39|RED2_HUMAN	tr|A0A2K5M1I2|A0A2K5M1I2_CERAT
OG0015181	sp|P0DMS9|TMIG3_HUMAN	tr|A0A2K5M498|A0A2K5M498_CERAT
OG0015182	sp|O60237|MYPT2_HUMAN	tr|A0A2K5MB23|A0A2K5MB23_CERAT
OG0015183	sp|Q9UBP5|HEY2_HUMAN	tr|A0A2K5MDA9|A0A2K5MDA9_CERAT
OG0015184	sp|Q6UWM5|GPRL1_HUMAN	tr|A0A2K5MHF5|A0A2K5MHF5_CERAT
OG0015185	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A2K5MIH3|A0A2K5MIH3_CERAT
OG0015186	sp|P55001|MFAP2_HUMAN	tr|A0A2K5MMF5|A0A2K5MMF5_CERAT
OG0015187	sp|Q9BU76|MMTA2_HUMAN	tr|A0A2K5MNS0|A0A2K5MNS0_CERAT
OG0015188	sp|Q8NCN5|PDPR_HUMAN	tr|A0A2K5MRU4|A0A2K5MRU4_CERAT
OG0015189	sp|Q8IYB1|M21D2_HUMAN	tr|A0A2K5MZ38|A0A2K5MZ38_CERAT
OG0015190	sp|Q53R12|T4S20_HUMAN	tr|A0A2K5MZF2|A0A2K5MZF2_CERAT
OG0015191	sp|O75531|BAF_HUMAN	tr|A0A2K5N1V3|A0A2K5N1V3_CERAT
OG0015192	sp|Q6Q6R5|CRIP3_HUMAN	tr|A0A2K5N5S5|A0A2K5N5S5_CERAT
OG0015193	sp|Q9NSA3|CNBP1_HUMAN	tr|A0A2K5N7V5|A0A2K5N7V5_CERAT
OG0015194	sp|O15353|FOXN1_HUMAN	tr|A0A2K5NA99|A0A2K5NA99_CERAT
OG0015195	sp|Q96MH6|TMM68_HUMAN	tr|A0A2K5NAD0|A0A2K5NAD0_CERAT
OG0015196	sp|O60716|CTND1_HUMAN	tr|A0A2K5NBB6|A0A2K5NBB6_CERAT
OG0015197	sp|Q3KNV8|PCGF3_HUMAN	tr|A0A2K5NH74|A0A2K5NH74_CERAT
OG0015198	sp|Q9BXA5|SUCR1_HUMAN	tr|A0A2K5NN63|A0A2K5NN63_CERAT
OG0015199	sp|P01350|GAST_HUMAN	tr|A0A2K5NNQ0|A0A2K5NNQ0_CERAT
OG0015200	sp|Q9H501|ESF1_HUMAN	tr|A0A2K5NS69|A0A2K5NS69_CERAT
OG0015201	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A2K5NYF3|A0A2K5NYF3_CERAT
OG0015202	sp|Q7Z5W3|BN3D2_HUMAN	tr|A0A2K5P3M9|A0A2K5P3M9_CERAT
OG0015203	sp|Q9UD71|PPR1B_HUMAN	tr|A0A2K5P486|A0A2K5P486_CERAT
OG0015204	sp|P20472|PRVA_HUMAN	tr|A0A2K5P539|A0A2K5P539_CERAT
OG0015205	sp|Q96NY8|NECT4_HUMAN	tr|A0A2K5P540|A0A2K5P540_CERAT
OG0015206	sp|Q969X2|SIA7F_HUMAN	tr|A0A2K5P554|A0A2K5P554_CERAT
OG0015207	sp|Q9H4X1|RGCC_HUMAN	tr|A0A2K5P8F6|A0A2K5P8F6_CERAT
OG0015208	sp|P48645|NMU_HUMAN	tr|A0A2K5KHL8|A0A2K5KHL8_CERAT
OG0015209	sp|Q96K58|ZN668_HUMAN	tr|A0A2K5KKJ9|A0A2K5KKJ9_CERAT
OG0015210	sp|P13224|GP1BB_HUMAN	tr|A0A2K5KR80|A0A2K5KR80_CERAT
OG0015211	sp|Q8NHQ1|CEP70_HUMAN	tr|A0A2K5KSA3|A0A2K5KSA3_CERAT
OG0015212	sp|O15118|NPC1_HUMAN	tr|A0A2K5KU74|A0A2K5KU74_CERAT
OG0015213	sp|Q5T870|PRR9_HUMAN	tr|A0A2K5KXS4|A0A2K5KXS4_CERAT
OG0015214	sp|O14972|VP26C_HUMAN	tr|A0A2K5KZT4|A0A2K5KZT4_CERAT
OG0015215	sp|Q9BYD6|RM01_HUMAN	tr|A0A2K5L4L4|A0A2K5L4L4_CERAT
OG0015216	sp|Q4V328|GRAP1_HUMAN	tr|A0A2K5L5S9|A0A2K5L5S9_CERAT
OG0015217	sp|A6PVC2|TTLL8_HUMAN	tr|A0A2K5L7V7|A0A2K5L7V7_CERAT
OG0015218	sp|Q86WA8|LONP2_HUMAN	tr|A0A2K5L994|A0A2K5L994_CERAT
OG0015219	sp|P35250|RFC2_HUMAN	tr|A0A2K5LGJ9|A0A2K5LGJ9_CERAT
OG0015220	sp|Q9BZR6|RTN4R_HUMAN	tr|A0A2K5LGU4|A0A2K5LGU4_CERAT
OG0015221	sp|Q9Y446|PKP3_HUMAN	tr|A0A2K5LHG4|A0A2K5LHG4_CERAT
OG0015222	sp|Q6PCD5|RFWD3_HUMAN	tr|A0A2K5LJL2|A0A2K5LJL2_CERAT
OG0015223	sp|Q96L12|CALR3_HUMAN	tr|A0A2K5LMZ8|A0A2K5LMZ8_CERAT
OG0015224	sp|Q969S3|ZN622_HUMAN	tr|A0A2K5LN99|A0A2K5LN99_CERAT
OG0015225	sp|Q30KQ7|DB113_HUMAN	tr|A0A2K5LPE6|A0A2K5LPE6_CERAT
OG0015226	sp|O14628|ZN195_HUMAN	tr|A0A2K5LQ31|A0A2K5LQ31_CERAT
OG0015227	sp|Q8IZD6|S22AF_HUMAN	tr|A0A2K5LSC2|A0A2K5LSC2_CERAT
OG0015228	sp|Q68D86|C102B_HUMAN	tr|A0A2K5LSK0|A0A2K5LSK0_CERAT
OG0015229	sp|Q9UBY5|LPAR3_HUMAN	tr|A0A2K5LUW3|A0A2K5LUW3_CERAT
OG0015230	sp|Q9H8N7|ZN395_HUMAN	tr|A0A2K5LX52|A0A2K5LX52_CERAT
OG0015231	sp|Q8WUY8|NAT14_HUMAN	tr|A0A2K5LZL1|A0A2K5LZL1_CERAT
OG0015232	sp|Q9NQ88|TIGAR_HUMAN	tr|A0A2K5M0I7|A0A2K5M0I7_CERAT
OG0015233	sp|Q9UJX0|OSGI1_HUMAN	tr|A0A2K5M0W8|A0A2K5M0W8_CERAT
OG0015234	sp|P29373|RABP2_HUMAN	tr|A0A2K5M340|A0A2K5M340_CERAT
OG0015235	sp|Q8N145|LGI3_HUMAN	tr|A0A2K5M4J1|A0A2K5M4J1_CERAT
OG0015236	sp|A6NFT4|CFA73_HUMAN	tr|A0A2K5M4Z0|A0A2K5M4Z0_CERAT
OG0015237	sp|Q86UX6|ST32C_HUMAN	tr|A0A2K5M7D0|A0A2K5M7D0_CERAT
OG0015238	sp|Q14469|HES1_HUMAN	tr|A0A2K5MC28|A0A2K5MC28_CERAT
OG0015239	sp|Q5VSY0|GKAP1_HUMAN	tr|A0A2K5MCN7|A0A2K5MCN7_CERAT
OG0015240	sp|P02675|FIBB_HUMAN	tr|A0A2K5MER3|A0A2K5MER3_CERAT
OG0015241	sp|Q9NZL4|HPBP1_HUMAN	tr|A0A2K5MHP4|A0A2K5MHP4_CERAT
OG0015242	sp|Q6NT16|S18B1_HUMAN	tr|A0A2K5MHU5|A0A2K5MHU5_CERAT
OG0015243	sp|Q5T5A4|CF276_HUMAN	tr|A0A2K5MM83|A0A2K5MM83_CERAT
OG0015244	sp|Q9BTX7|TTPAL_HUMAN	tr|A0A2K5MPC7|A0A2K5MPC7_CERAT
OG0015245	sp|Q9Y6I9|TX264_HUMAN	tr|A0A2K5MPS4|A0A2K5MPS4_CERAT
OG0015246	sp|Q10570|CPSF1_HUMAN	tr|A0A2K5MRL0|A0A2K5MRL0_CERAT
OG0015247	sp|Q9NYP3|DONS_HUMAN	tr|A0A2K5MU72|A0A2K5MU72_CERAT
OG0015248	sp|O14975|S27A2_HUMAN	tr|A0A2K5MVT2|A0A2K5MVT2_CERAT
OG0015249	sp|Q96KJ9|COX42_HUMAN	tr|A0A2K5MYM5|A0A2K5MYM5_CERAT
OG0015250	sp|Q53GS7|GLE1_HUMAN	tr|A0A2K5MZC1|A0A2K5MZC1_CERAT
OG0015251	sp|P57721|PCBP3_HUMAN	tr|A0A2K5MZI1|A0A2K5MZI1_CERAT
OG0015252	sp|P49221|TGM4_HUMAN	tr|A0A2K5N1M6|A0A2K5N1M6_CERAT
OG0015253	sp|Q8WZ82|OVCA2_HUMAN	tr|A0A2K5N6B4|A0A2K5N6B4_CERAT
OG0015254	sp|P83876|TXN4A_HUMAN	tr|A0A2K5N7S2|A0A2K5N7S2_CERAT
OG0015255	sp|O75426|FBX24_HUMAN	tr|A0A2K5N856|A0A2K5N856_CERAT
OG0015256	sp|Q99819|GDIR3_HUMAN	tr|A0A2K5NBH6|A0A2K5NBH6_CERAT
OG0015257	sp|Q9UIX4|KCNG1_HUMAN	tr|A0A2K5NDH0|A0A2K5NDH0_CERAT
OG0015258	sp|P16435|NCPR_HUMAN	tr|A0A2K5NDR5|A0A2K5NDR5_CERAT
OG0015259	sp|Q8N2C7|UNC80_HUMAN	tr|A0A2K5NJM7|A0A2K5NJM7_CERAT
OG0015260	sp|Q9Y6C5|PTC2_HUMAN	tr|A0A2K5NL35|A0A2K5NL35_CERAT
OG0015261	sp|Q9UMS4|PRP19_HUMAN	tr|A0A2K5NLW4|A0A2K5NLW4_CERAT
OG0015262	sp|Q8IY82|DRC7_HUMAN	tr|A0A2K5NPW1|A0A2K5NPW1_CERAT
OG0015263	sp|P11047|LAMC1_HUMAN	tr|A0A2K5NR47|A0A2K5NR47_CERAT
OG0015264	sp|Q99689|FEZ1_HUMAN	tr|A0A2K5NSQ3|A0A2K5NSQ3_CERAT
OG0015265	sp|Q9HB19|PKHA2_HUMAN	tr|A0A2K5NXZ1|A0A2K5NXZ1_CERAT
OG0015266	sp|O00124|UBXN8_HUMAN	tr|A0A2K5NY20|A0A2K5NY20_CERAT
OG0015267	sp|Q9NVR7|TBCC1_HUMAN	tr|A0A2K5P1Z7|A0A2K5P1Z7_CERAT
OG0015268	sp|A0A1B0GVG6|TEX54_HUMAN	tr|A0A2K5P2Q7|A0A2K5P2Q7_CERAT
OG0015269	sp|Q6PL24|TMED8_HUMAN	tr|A0A2K5P2Y0|A0A2K5P2Y0_CERAT
OG0015270	sp|Q6P5W5|S39A4_HUMAN	tr|A0A2K5P5J5|A0A2K5P5J5_CERAT
OG0015271	sp|Q10588|BST1_HUMAN	tr|A0A2K5KIZ9|A0A2K5KIZ9_CERAT
OG0015272	sp|Q69YZ2|T200B_HUMAN	tr|A0A2K5KK09|A0A2K5KK09_CERAT
OG0015273	sp|A1A4F0|S66AL_HUMAN	tr|A0A2K5KPE5|A0A2K5KPE5_CERAT
OG0015274	sp|Q96S38|KS6C1_HUMAN	tr|A0A2K5KRW7|A0A2K5KRW7_CERAT
OG0015275	sp|P35613|BASI_HUMAN	tr|A0A2K5KS93|A0A2K5KS93_CERAT
OG0015276	sp|O75461|E2F6_HUMAN	tr|A0A2K5KYD9|A0A2K5KYD9_CERAT
OG0015277	sp|Q9NUJ7|PLCX1_HUMAN	tr|A0A2K5KZR7|A0A2K5KZR7_CERAT
OG0015278	sp|Q8N165|PDK1L_HUMAN	tr|A0A2K5L1U6|A0A2K5L1U6_CERAT
OG0015279	sp|Q9H1J5|WNT8A_HUMAN	tr|A0A2K5L1Z3|A0A2K5L1Z3_CERAT
OG0015280	sp|Q8N122|RPTOR_HUMAN	tr|A0A2K5L270|A0A2K5L270_CERAT
OG0015281	sp|Q96K30|RITA1_HUMAN	tr|A0A2K5L349|A0A2K5L349_CERAT
OG0015282	sp|Q9H4G4|GAPR1_HUMAN	tr|A0A2K5L4C9|A0A2K5L4C9_CERAT
OG0015283	sp|Q9Y600|CSAD_HUMAN	tr|A0A2K5L5K9|A0A2K5L5K9_CERAT
OG0015284	sp|O15033|AREL1_HUMAN	tr|A0A2K5L5M2|A0A2K5L5M2_CERAT
OG0015285	sp|P46781|RS9_HUMAN	tr|A0A2K5LAX6|A0A2K5LAX6_CERAT
OG0015286	sp|Q8N0Z2|ABRA_HUMAN	tr|A0A2K5LEH5|A0A2K5LEH5_CERAT
OG0015287	sp|Q15628|TRADD_HUMAN	tr|A0A2K5LFL1|A0A2K5LFL1_CERAT
OG0015288	sp|Q9UJ68|MSRA_HUMAN	tr|A0A2K5LHH6|A0A2K5LHH6_CERAT
OG0015289	sp|Q6ZP82|CC141_HUMAN	tr|A0A2K5LHP6|A0A2K5LHP6_CERAT
OG0015290	sp|Q86VG3|IFTAP_HUMAN	tr|A0A2K5LHU6|A0A2K5LHU6_CERAT
OG0015291	sp|Q13410|BT1A1_HUMAN	tr|A0A2K5LI47|A0A2K5LI47_CERAT
OG0015292	sp|Q9HBB8|CDHR5_HUMAN	tr|A0A2K5LIM5|A0A2K5LIM5_CERAT
OG0015293	sp|O43818|U3IP2_HUMAN	tr|A0A2K5LIS7|A0A2K5LIS7_CERAT
OG0015294	sp|O14578|CTRO_HUMAN	tr|A0A2K5LKY4|A0A2K5LKY4_CERAT
OG0015295	sp|Q8N8R5|CB069_HUMAN	tr|A0A2K5LN49|A0A2K5LN49_CERAT
OG0015296	sp|Q9ULD8|KCNH3_HUMAN	tr|A0A2K5LNA9|A0A2K5LNA9_CERAT
OG0015297	sp|Q14376|GALE_HUMAN	tr|A0A2K5LRM6|A0A2K5LRM6_CERAT
OG0015298	sp|Q9Y3R4|NEUR2_HUMAN	tr|A0A2K5LTE1|A0A2K5LTE1_CERAT
OG0015299	sp|Q9Y2H5|PKHA6_HUMAN	tr|A0A2K5LVN4|A0A2K5LVN4_CERAT
OG0015300	sp|Q9BRP1|PDD2L_HUMAN	tr|A0A2K5LY22|A0A2K5LY22_CERAT
OG0015301	sp|O14668|TMG1_HUMAN	tr|A0A2K5LY52|A0A2K5LY52_CERAT
OG0015302	sp|Q32MK0|MYLK3_HUMAN	tr|A0A2K5M0I1|A0A2K5M0I1_CERAT
OG0015303	sp|O43772|MCAT_HUMAN	tr|A0A2K5M165|A0A2K5M165_CERAT
OG0015304	sp|O60500|NPHN_HUMAN	tr|A0A2K5M1B8|A0A2K5M1B8_CERAT
OG0015305	sp|P48745|CCN3_HUMAN	tr|A0A2K5M7X6|A0A2K5M7X6_CERAT
OG0015306	sp|Q68DV7|RNF43_HUMAN	tr|A0A2K5M820|A0A2K5M820_CERAT
OG0015307	sp|Q15649|ZNHI3_HUMAN	tr|A0A2K5MEN0|A0A2K5MEN0_CERAT
OG0015308	sp|Q9NWL6|ASND1_HUMAN	tr|A0A2K5MFM5|A0A2K5MFM5_CERAT
OG0015309	sp|O75496|GEMI_HUMAN	tr|A0A2K5MFU6|A0A2K5MFU6_CERAT
OG0015310	sp|A6NHN0|OTOL1_HUMAN	tr|A0A2K5MIM6|A0A2K5MIM6_CERAT
OG0015311	sp|Q9NSD9|SYFB_HUMAN	tr|A0A2K5MJV5|A0A2K5MJV5_CERAT
OG0015312	sp|Q6ZUS5|CC121_HUMAN	tr|A0A2K5MPB2|A0A2K5MPB2_CERAT
OG0015313	sp|Q92466|DDB2_HUMAN	tr|A0A2K5MQ03|A0A2K5MQ03_CERAT
OG0015314	sp|P57076|CF298_HUMAN	tr|A0A2K5MQE6|A0A2K5MQE6_CERAT
OG0015315	sp|O00764|PDXK_HUMAN	tr|A0A2K5MRR2|A0A2K5MRR2_CERAT
OG0015316	sp|Q3ZCN5|OTOGL_HUMAN	tr|A0A2K5MX48|A0A2K5MX48_CERAT
OG0015317	sp|A8MQ27|NEU1B_HUMAN	tr|A0A2K5MY20|A0A2K5MY20_CERAT
OG0015318	sp|P56696|KCNQ4_HUMAN	tr|A0A2K5MY29|A0A2K5MY29_CERAT
OG0015319	sp|Q9BWS9|CHID1_HUMAN	tr|A0A2K5MZ25|A0A2K5MZ25_CERAT
OG0015320	sp|P47871|GLR_HUMAN	tr|A0A2K5N5W0|A0A2K5N5W0_CERAT
OG0015321	sp|P30990|NEUT_HUMAN	tr|A0A2K5N750|A0A2K5N750_CERAT
OG0015322	sp|P07510|ACHG_HUMAN	tr|A0A2K5NCC7|A0A2K5NCC7_CERAT
OG0015323	sp|O94953|KDM4B_HUMAN	tr|A0A2K5NFX9|A0A2K5NFX9_CERAT
OG0015324	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A2K5NGE9|A0A2K5NGE9_CERAT
OG0015325	sp|O94966|UBP19_HUMAN	tr|A0A2K5NGF2|A0A2K5NGF2_CERAT
OG0015326	sp|Q68J44|DUS29_HUMAN	tr|A0A2K5NGT4|A0A2K5NGT4_CERAT
OG0015327	sp|Q8WYK2|JDP2_HUMAN	tr|A0A2K5NL51|A0A2K5NL51_CERAT
OG0015328	sp|O75153|CLU_HUMAN	tr|A0A2K5NM72|A0A2K5NM72_CERAT
OG0015329	sp|P47944|MT4_HUMAN	tr|A0A2K5NND0|A0A2K5NND0_CERAT
OG0015330	sp|Q9H5J8|TAF1D_HUMAN	tr|A0A2K5NQ17|A0A2K5NQ17_CERAT
OG0015331	sp|Q8IXY8|PPIL6_HUMAN	tr|A0A2K5NS43|A0A2K5NS43_CERAT
OG0015332	sp|Q5W041|ARMC3_HUMAN	tr|A0A2K5NS62|A0A2K5NS62_CERAT
OG0015333	sp|Q99614|TTC1_HUMAN	tr|A0A2K5NW74|A0A2K5NW74_CERAT
OG0015334	sp|Q9NX24|NHP2_HUMAN	tr|A0A2K5NWM3|A0A2K5NWM3_CERAT
OG0015335	sp|O75951|LYZL6_HUMAN	tr|A0A2K5NWN6|A0A2K5NWN6_CERAT
OG0015336	sp|Q96PE3|INP4A_HUMAN	tr|A0A2K5P5M3|A0A2K5P5M3_CERAT
OG0015337	sp|P12643|BMP2_HUMAN	tr|A0A2K5P775|A0A2K5P775_CERAT
OG0015338	sp|P29375|KDM5A_HUMAN	tr|A0A2K5P8B9|A0A2K5P8B9_CERAT
OG0015339	sp|P10909|CLUS_HUMAN	tr|A0A2K5KMZ0|A0A2K5KMZ0_CERAT
OG0015340	sp|Q15063|POSTN_HUMAN	tr|A0A2K5KN09|A0A2K5KN09_CERAT
OG0015341	sp|Q8WV93|AFG1L_HUMAN	tr|A0A2K5KNJ5|A0A2K5KNJ5_CERAT
OG0015342	sp|Q8TAE7|KCNG3_HUMAN	tr|A0A2K5KRR7|A0A2K5KRR7_CERAT
OG0015343	sp|Q8N5Z0|AADAT_HUMAN	tr|A0A2K5KS36|A0A2K5KS36_CERAT
OG0015344	sp|O75414|NDK6_HUMAN	tr|A0A2K5KSH1|A0A2K5KSH1_CERAT
OG0015345	sp|Q8IV16|HDBP1_HUMAN	tr|A0A2K5KVZ4|A0A2K5KVZ4_CERAT
OG0015346	sp|P00540|MOS_HUMAN	tr|A0A2K5KYR4|A0A2K5KYR4_CERAT
OG0015347	sp|P59534|T2R39_HUMAN	tr|A0A2K5KZ68|A0A2K5KZ68_CERAT
OG0015348	sp|Q9NY30|BTG4_HUMAN	tr|A0A2K5L2Z7|A0A2K5L2Z7_CERAT
OG0015349	sp|O95429|BAG4_HUMAN	tr|A0A2K5L302|A0A2K5L302_CERAT
OG0015350	sp|Q8WXH5|SOCS4_HUMAN	tr|A0A2K5L3A1|A0A2K5L3A1_CERAT
OG0015351	sp|Q15053|K0040_HUMAN	tr|A0A2K5L3I0|A0A2K5L3I0_CERAT
OG0015352	sp|Q9BQ89|F110A_HUMAN	tr|A0A2K5L3L4|A0A2K5L3L4_CERAT
OG0015353	sp|Q8IZS6|DYLT2_HUMAN	tr|A0A2K5L6V4|A0A2K5L6V4_CERAT
OG0015354	sp|Q9NPI9|KCJ16_HUMAN	tr|A0A2K5L828|A0A2K5L828_CERAT
OG0015355	sp|Q9UI43|MRM2_HUMAN	tr|A0A2K5LB93|A0A2K5LB93_CERAT
OG0015356	sp|Q9H3Q3|G3ST2_HUMAN	tr|A0A2K5LCX7|A0A2K5LCX7_CERAT
OG0015357	sp|Q8NDB2|BANK1_HUMAN	tr|A0A2K5LFG0|A0A2K5LFG0_CERAT
