Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0011384	sp|O95670|VATG2_HUMAN	tr|A0A7N4V4H1|A0A7N4V4H1_SARHA
OG0011385	sp|O95865|DDAH2_HUMAN	tr|G3VW52|G3VW52_SARHA
OG0011386	sp|P06401|PRGR_HUMAN	tr|A0A7N4PK09|A0A7N4PK09_SARHA
OG0011387	sp|P10588|NR2F6_HUMAN	tr|A0A7N4PJ80|A0A7N4PJ80_SARHA
OG0011388	sp|P16260|GDC_HUMAN	tr|G3W8N7|G3W8N7_SARHA
OG0011389	sp|P17936|IBP3_HUMAN	tr|G3VEG4|G3VEG4_SARHA
OG0011390	sp|P23396|RS3_HUMAN	tr|A0A7N4NW03|A0A7N4NW03_SARHA
OG0011391	sp|P26012|ITB8_HUMAN	tr|G3VCR6|G3VCR6_SARHA
OG0011392	sp|P48507|GSH0_HUMAN	tr|G3VR55|G3VR55_SARHA
OG0011393	sp|P48634|PRC2A_HUMAN	tr|A0A7N4PZK8|A0A7N4PZK8_SARHA
OG0011394	sp|P51688|SPHM_HUMAN	tr|G3VKR9|G3VKR9_SARHA
OG0011395	sp|P60900|PSA6_HUMAN	tr|A0A7N4NU77|A0A7N4NU77_SARHA
OG0011396	sp|P61371|ISL1_HUMAN	tr|G3WAC9|G3WAC9_SARHA
OG0011397	sp|Q02224|CENPE_HUMAN	tr|G3VKC4|G3VKC4_SARHA
OG0011398	sp|Q15475|SIX1_HUMAN	tr|G3WSV0|G3WSV0_SARHA
OG0011399	sp|Q5T681|CJ062_HUMAN	tr|A0A7N4PA35|A0A7N4PA35_SARHA
OG0011400	sp|Q5TBK1|N42L1_HUMAN	tr|A0A7N4PAE3|A0A7N4PAE3_SARHA
OG0011401	sp|Q6FIF0|ZFAN6_HUMAN	tr|G3WQU5|G3WQU5_SARHA
OG0011402	sp|Q6P1S2|CC033_HUMAN	tr|A0A7N4PUU8|A0A7N4PUU8_SARHA
OG0011403	sp|Q6PIS1|S23A3_HUMAN	tr|G3WKY0|G3WKY0_SARHA
OG0011404	sp|Q6ZRV2|FA83H_HUMAN	tr|A0A7N4NQ87|A0A7N4NQ87_SARHA
OG0011405	sp|Q70SY1|CR3L2_HUMAN	tr|G3WDP7|G3WDP7_SARHA
OG0011406	sp|Q7RTX0|TS1R3_HUMAN	tr|G3VU27|G3VU27_SARHA
OG0011407	sp|Q86Y34|AGRG3_HUMAN	tr|G3VVG0|G3VVG0_SARHA
OG0011408	sp|Q8IWA6|CCD60_HUMAN	tr|G3WZP7|G3WZP7_SARHA
OG0011409	sp|Q8N5A5|ZGPAT_HUMAN	tr|A0A7N4PHV0|A0A7N4PHV0_SARHA
OG0011410	sp|Q8NBQ5|DHB11_HUMAN	tr|A0A7N4PUX4|A0A7N4PUX4_SARHA
OG0011411	sp|Q8WYA6|CTBL1_HUMAN	tr|G3X064|G3X064_SARHA
OG0011412	sp|Q96FN9|DTD2_HUMAN	tr|A0A7N4NPA8|A0A7N4NPA8_SARHA
OG0011413	sp|Q96JB8|MPP4_HUMAN	tr|A0A7N4NXY0|A0A7N4NXY0_SARHA
OG0011414	sp|Q96JY0|MAEL_HUMAN	tr|G3X1T1|G3X1T1_SARHA
OG0011415	sp|Q96ME1|FXL18_HUMAN	tr|A0A7N4PZY3|A0A7N4PZY3_SARHA
OG0011416	sp|Q99467|CD180_HUMAN	tr|G3WG15|G3WG15_SARHA
OG0011417	sp|Q9BQD7|ANKMT_HUMAN	tr|A0A7N4PLC8|A0A7N4PLC8_SARHA
OG0011418	sp|Q9BVC3|DCC1_HUMAN	tr|G3X094|G3X094_SARHA
OG0011419	sp|Q9BYL1|SAM10_HUMAN	tr|A0A7N4NIU4|A0A7N4NIU4_SARHA
OG0011420	sp|Q9H1I8|ASCC2_HUMAN	tr|A0A7N4PEL5|A0A7N4PEL5_SARHA
OG0011421	sp|Q9H2R5|KLK15_HUMAN	tr|A0A7N4NZB5|A0A7N4NZB5_SARHA
OG0011422	sp|Q9HD26|GOPC_HUMAN	tr|G3WJS0|G3WJS0_SARHA
OG0011423	sp|Q9NP95|FGF20_HUMAN	tr|A0A7N4PPK7|A0A7N4PPK7_SARHA
OG0011424	sp|Q9NPB3|CABP2_HUMAN	tr|G3VFJ5|G3VFJ5_SARHA
OG0011425	sp|Q9NQH7|XPP3_HUMAN	tr|A0A7N4NHP4|A0A7N4NHP4_SARHA
OG0011426	sp|Q9NRY5|F1142_HUMAN	tr|A0A7N4PWW3|A0A7N4PWW3_SARHA
OG0011427	sp|Q9NSI8|SAMN1_HUMAN	tr|G3VJV3|G3VJV3_SARHA
OG0011428	sp|Q9UMZ2|SYNRG_HUMAN	tr|A0A7N4P6L1|A0A7N4P6L1_SARHA
OG0011429	sp|O00512|BCL9_HUMAN	tr|G3X0P4|G3X0P4_SARHA
OG0011430	sp|O60749|SNX2_HUMAN	tr|A0A7N4Q1B4|A0A7N4Q1B4_SARHA
OG0011431	sp|O75380|NDUS6_HUMAN	tr|A0A7N4PDC1|A0A7N4PDC1_SARHA
OG0011432	sp|O75400|PR40A_HUMAN	tr|A0A7N4PP30|A0A7N4PP30_SARHA
OG0011433	sp|O94988|FA13A_HUMAN	tr|A0A7N4P2L7|A0A7N4P2L7_SARHA
OG0011434	sp|O95759|TBCD8_HUMAN	tr|G3WE60|G3WE60_SARHA
OG0011435	sp|P09110|THIK_HUMAN	tr|G3VX30|G3VX30_SARHA
OG0011436	sp|P23560|BDNF_HUMAN	tr|A0A7N4NXK6|A0A7N4NXK6_SARHA
OG0011437	sp|P29475|NOS1_HUMAN	tr|G3W2Q3|G3W2Q3_SARHA
OG0011438	sp|P41220|RGS2_HUMAN	tr|A0A7N4V115|A0A7N4V115_SARHA
OG0011439	sp|P41586|PACR_HUMAN	tr|A0A7N4UZV9|A0A7N4UZV9_SARHA
OG0011440	sp|P46108|CRK_HUMAN	tr|A0A7N4NLW3|A0A7N4NLW3_SARHA
OG0011441	sp|Q02246|CNTN2_HUMAN	tr|G3WHP1|G3WHP1_SARHA
OG0011442	sp|Q05925|HME1_HUMAN	tr|A0A7N4NPF8|A0A7N4NPF8_SARHA
OG0011443	sp|Q13316|DMP1_HUMAN	tr|A0A7N4PYW2|A0A7N4PYW2_SARHA
OG0011444	sp|Q15459|SF3A1_HUMAN	tr|A0A7N4Q132|A0A7N4Q132_SARHA
OG0011445	sp|Q16626|MEA1_HUMAN	tr|G3WEN2|G3WEN2_SARHA
OG0011446	sp|Q16650|TBR1_HUMAN	tr|G3WVW3|G3WVW3_SARHA
OG0011447	sp|Q17RY0|CPEB4_HUMAN	tr|A0A7N4PAA6|A0A7N4PAA6_SARHA
OG0011448	sp|Q2MKA7|RSPO1_HUMAN	tr|G3WGZ4|G3WGZ4_SARHA
OG0011449	sp|Q69YN2|C19L1_HUMAN	tr|G3VFT6|G3VFT6_SARHA
OG0011450	sp|Q6IA17|SIGIR_HUMAN	tr|A0A7N4UZ39|A0A7N4UZ39_SARHA
OG0011451	sp|Q6P4A7|SFXN4_HUMAN	tr|A0A7N4PUP8|A0A7N4PUP8_SARHA
OG0011452	sp|Q6Q4G3|AMPQ_HUMAN	tr|A0A7N4P6B0|A0A7N4P6B0_SARHA
OG0011453	sp|Q6UWY5|OLFL1_HUMAN	tr|A0A7N4NND2|A0A7N4NND2_SARHA
OG0011454	sp|Q6V0I7|FAT4_HUMAN	tr|G3WLA3|G3WLA3_SARHA
OG0011455	sp|Q7L5Y6|DET1_HUMAN	tr|G3VBU4|G3VBU4_SARHA
OG0011456	sp|Q7Z2W4|ZCCHV_HUMAN	tr|A0A7N4V0P7|A0A7N4V0P7_SARHA
OG0011457	sp|Q7Z465|BNIPL_HUMAN	tr|A0A7N4PDC8|A0A7N4PDC8_SARHA
OG0011458	sp|Q86XD8|ZFAN4_HUMAN	tr|A0A7N4PPH7|A0A7N4PPH7_SARHA
OG0011459	sp|Q86YG4|NT5D4_HUMAN	tr|G3W067|G3W067_SARHA
OG0011460	sp|Q8NDX1|PSD4_HUMAN	tr|G3WDA1|G3WDA1_SARHA
OG0011461	sp|Q8NFT8|DNER_HUMAN	tr|A0A7N4P402|A0A7N4P402_SARHA
OG0011462	sp|Q8WUY3|PRUN2_HUMAN	tr|G3VDX5|G3VDX5_SARHA
OG0011463	sp|Q92485|ASM3B_HUMAN	tr|A0A7N4PL55|A0A7N4PL55_SARHA
OG0011464	sp|Q92570|NR4A3_HUMAN	tr|A0A7N4NXN0|A0A7N4NXN0_SARHA
OG0011465	sp|Q92583|CCL17_HUMAN	tr|G3WR43|G3WR43_SARHA
OG0011466	sp|Q92781|RDH5_HUMAN	tr|G3W6C8|G3W6C8_SARHA
OG0011467	sp|Q96CT2|KLH29_HUMAN	tr|G3VSY8|G3VSY8_SARHA
OG0011468	sp|Q96ED9|HOOK2_HUMAN	tr|G3WSN5|G3WSN5_SARHA
OG0011469	sp|Q96IJ6|GMPPA_HUMAN	tr|G3WF94|G3WF94_SARHA
OG0011470	sp|Q96RJ6|FER3L_HUMAN	tr|A0A7N4P516|A0A7N4P516_SARHA
OG0011471	sp|Q9BSV6|SEN34_HUMAN	tr|A0A7N4NUC3|A0A7N4NUC3_SARHA
OG0011472	sp|Q9BY67|CADM1_HUMAN	tr|A0A7N4PD42|A0A7N4PD42_SARHA
OG0011473	sp|Q9H6R3|ACSS3_HUMAN	tr|G3VSD4|G3VSD4_SARHA
OG0011474	sp|Q9H9L4|KANL2_HUMAN	tr|A0A7N4UXV8|A0A7N4UXV8_SARHA
OG0011475	sp|Q9HBW9|AGRL4_HUMAN	tr|G3WQ07|G3WQ07_SARHA
OG0011476	sp|Q9NP98|MYOZ1_HUMAN	tr|G3VXA0|G3VXA0_SARHA
OG0011477	sp|Q9NRZ5|PLCD_HUMAN	tr|G3VUK2|G3VUK2_SARHA
OG0011478	sp|Q9UJ14|GGT7_HUMAN	tr|G3X092|G3X092_SARHA
OG0011479	sp|Q9UKW6|ELF5_HUMAN	tr|A0A7N4NSJ0|A0A7N4NSJ0_SARHA
OG0011480	sp|A6NFD8|HELT_HUMAN	tr|G3VQ48|G3VQ48_SARHA
OG0011481	sp|A6NKB5|PCX2_HUMAN	tr|G3VI57|G3VI57_SARHA
OG0011482	sp|H3BRN8|PIRC2_HUMAN	tr|A0A7N4PPR1|A0A7N4PPR1_SARHA
OG0011483	sp|O00178|GTPB1_HUMAN	tr|G3WT57|G3WT57_SARHA
OG0011484	sp|O15514|RPB4_HUMAN	tr|A0A7N4UZW3|A0A7N4UZW3_SARHA
OG0011485	sp|O60880|SH21A_HUMAN	tr|A0A7N4P4S3|A0A7N4P4S3_SARHA
OG0011486	sp|O76071|CIAO1_HUMAN	tr|A0A7N4V6L4|A0A7N4V6L4_SARHA
OG0011487	sp|O95229|ZWINT_HUMAN	tr|A0A7N4NMK8|A0A7N4NMK8_SARHA
OG0011488	sp|P13611|CSPG2_HUMAN	tr|G3VZ53|G3VZ53_SARHA
OG0011489	sp|P14679|TYRO_HUMAN	tr|G3VL14|G3VL14_SARHA
OG0011490	sp|P19878|NCF2_HUMAN	tr|G3WJY7|G3WJY7_SARHA
OG0011491	sp|P41247|PLPL4_HUMAN	tr|A0A7N4UZ85|A0A7N4UZ85_SARHA
OG0011492	sp|P49458|SRP09_HUMAN	tr|G3WK96|G3WK96_SARHA
OG0011493	sp|P50553|ASCL1_HUMAN	tr|A0A7N4PMJ9|A0A7N4PMJ9_SARHA
OG0011494	sp|P56556|NDUA6_HUMAN	tr|A0A7N4PHJ1|A0A7N4PHJ1_SARHA
OG0011495	sp|P56856|CLD18_HUMAN	tr|G3VPH5|G3VPH5_SARHA
OG0011496	sp|P56937|DHB7_HUMAN	tr|A0A7N4PT97|A0A7N4PT97_SARHA
OG0011497	sp|P62633|CNBP_HUMAN	tr|A0A7N4NI60|A0A7N4NI60_SARHA
OG0011498	sp|P83369|LSM11_HUMAN	tr|G3WX34|G3WX34_SARHA
OG0011499	sp|Q08945|SSRP1_HUMAN	tr|G3WNJ1|G3WNJ1_SARHA
OG0011500	sp|Q0VAA5|PLCX2_HUMAN	tr|G3WPP7|G3WPP7_SARHA
OG0011501	sp|Q13007|IL24_HUMAN	tr|G3X1M9|G3X1M9_SARHA
OG0011502	sp|Q13107|UBP4_HUMAN	tr|G3WTX4|G3WTX4_SARHA
OG0011503	sp|Q14318|FKBP8_HUMAN	tr|G3VW42|G3VW42_SARHA
OG0011504	sp|Q5T5N4|CF118_HUMAN	tr|G3X1Z4|G3X1Z4_SARHA
OG0011505	sp|Q69YL0|NCAS2_HUMAN	tr|A0A7N4P0Z8|A0A7N4P0Z8_SARHA
OG0011506	sp|Q6ZU80|CE128_HUMAN	tr|A0A7N4PLI8|A0A7N4PLI8_SARHA
OG0011507	sp|Q6ZVM7|TM1L2_HUMAN	tr|A0A7N4PH30|A0A7N4PH30_SARHA
OG0011508	sp|Q6ZW13|CP086_HUMAN	tr|A0A7N4PFJ0|A0A7N4PFJ0_SARHA
OG0011509	sp|Q7L2J0|MEPCE_HUMAN	tr|A0A7N4Q203|A0A7N4Q203_SARHA
OG0011510	sp|Q7L4E1|MIGA2_HUMAN	tr|A0A7N4P382|A0A7N4P382_SARHA
OG0011511	sp|Q7M4L6|SHF_HUMAN	tr|A0A7N4NTQ0|A0A7N4NTQ0_SARHA
OG0011512	sp|Q7Z6B0|CCD91_HUMAN	tr|A0A7N4P1T8|A0A7N4P1T8_SARHA
OG0011513	sp|Q86VV4|RNB3L_HUMAN	tr|A0A7N4UXZ2|A0A7N4UXZ2_SARHA
OG0011514	sp|Q86X02|CDR2L_HUMAN	tr|A0A7N4PJ53|A0A7N4PJ53_SARHA
OG0011515	sp|Q8IVF2|AHNK2_HUMAN	tr|A0A7N4PY43|A0A7N4PY43_SARHA
OG0011516	sp|Q8IVL8|CBPO_HUMAN	tr|A0A7N4Q239|A0A7N4Q239_SARHA
OG0011518	sp|Q8TDD5|MCLN3_HUMAN	tr|A0A7N4PHG6|A0A7N4PHG6_SARHA
OG0011519	sp|Q8TDS5|OXER1_HUMAN	tr|A0A7N4V6G1|A0A7N4V6G1_SARHA
OG0011520	sp|Q8WUR7|CO040_HUMAN	tr|A0A7N4V1Z8|A0A7N4V1Z8_SARHA
OG0011521	sp|Q96A84|EMID1_HUMAN	tr|A0A7N4NSC8|A0A7N4NSC8_SARHA
OG0011522	sp|Q96D53|COQ8B_HUMAN	tr|A0A7N4NLW8|A0A7N4NLW8_SARHA
OG0011523	sp|Q96JQ2|CLMN_HUMAN	tr|G3WBQ0|G3WBQ0_SARHA
OG0011524	sp|Q96PV7|F193B_HUMAN	tr|A0A7N4PWY3|A0A7N4PWY3_SARHA
OG0011525	sp|Q99626|CDX2_HUMAN	tr|G3X060|G3X060_SARHA
OG0011526	sp|Q99705|MCHR1_HUMAN	tr|G3VJP1|G3VJP1_SARHA
OG0011527	sp|Q9H422|HIPK3_HUMAN	tr|A0A7N4PQS0|A0A7N4PQS0_SARHA
OG0011528	sp|Q9H8M7|MINY3_HUMAN	tr|G3WFZ5|G3WFZ5_SARHA
OG0011529	sp|Q9NR45|SIAS_HUMAN	tr|G3VFQ7|G3VFQ7_SARHA
OG0011530	sp|Q9NR55|BATF3_HUMAN	tr|A0A7N4PE67|A0A7N4PE67_SARHA
OG0011531	sp|Q9NYB9|ABI2_HUMAN	tr|A0A7N4NXS9|A0A7N4NXS9_SARHA
OG0011532	sp|Q9NZZ3|CHMP5_HUMAN	tr|G3W969|G3W969_SARHA
OG0011533	sp|Q9UF11|PKHB1_HUMAN	tr|A0A7N4P6K0|A0A7N4P6K0_SARHA
OG0011534	sp|Q9UKS6|PACN3_HUMAN	tr|A0A7N4NQB1|A0A7N4NQB1_SARHA
OG0011535	sp|Q9ULD4|BRPF3_HUMAN	tr|G3VWY3|G3VWY3_SARHA
OG0011536	sp|Q9Y2S2|CRYL1_HUMAN	tr|G3W8Q9|G3W8Q9_SARHA
OG0011537	sp|A5D8V6|VP37C_HUMAN	tr|A0A7N4PAF2|A0A7N4PAF2_SARHA
OG0011538	sp|A6NGN9|IGLO5_HUMAN	tr|A0A7N4PH77|A0A7N4PH77_SARHA
OG0011539	sp|A6NMK8|INY2B_HUMAN	tr|G3X1V2|G3X1V2_SARHA
OG0011540	sp|B1AL88|NALF1_HUMAN	tr|A0A7N4PZI9|A0A7N4PZI9_SARHA
OG0011541	sp|M0QZC1|RN225_HUMAN	tr|A0A7N4NXW7|A0A7N4NXW7_SARHA
OG0011542	sp|O43365|HXA3_HUMAN	tr|G3WWH0|G3WWH0_SARHA
OG0011543	sp|O43570|CAH12_HUMAN	tr|G3WYX9|G3WYX9_SARHA
OG0011544	sp|O60343|TBCD4_HUMAN	tr|G3X3S4|G3X3S4_SARHA
OG0011545	sp|O75354|ENTP6_HUMAN	tr|A0A7N4UZE1|A0A7N4UZE1_SARHA
OG0011546	sp|P00505|AATM_HUMAN	tr|A0A7N4PU19|A0A7N4PU19_SARHA
OG0011547	sp|P08575|PTPRC_HUMAN	tr|G3WS81|G3WS81_SARHA
OG0011548	sp|P27695|APEX1_HUMAN	tr|G3WKB7|G3WKB7_SARHA
OG0011549	sp|P41212|ETV6_HUMAN	tr|G3WQ55|G3WQ55_SARHA
OG0011550	sp|P43354|NR4A2_HUMAN	tr|G3WIH0|G3WIH0_SARHA
OG0011551	sp|P53567|CEBPG_HUMAN	tr|A0A7N4PIF0|A0A7N4PIF0_SARHA
OG0011552	sp|P55291|CAD15_HUMAN	tr|G3WM54|G3WM54_SARHA
OG0011553	sp|P62304|RUXE_HUMAN	tr|A0A7N4NGW7|A0A7N4NGW7_SARHA
OG0011554	sp|Q01113|IL9R_HUMAN	tr|A0A7N4NZF8|A0A7N4NZF8_SARHA
OG0011555	sp|Q06190|P2R3A_HUMAN	tr|G3WY26|G3WY26_SARHA
OG0011556	sp|Q07157|ZO1_HUMAN	tr|A0A7N4PJD6|A0A7N4PJD6_SARHA
OG0011557	sp|Q0VF49|K2012_HUMAN	tr|A0A7N4PKS0|A0A7N4PKS0_SARHA
OG0011558	sp|Q12946|FOXF1_HUMAN	tr|G3WI70|G3WI70_SARHA
OG0011559	sp|Q12968|NFAC3_HUMAN	tr|G3W8R8|G3W8R8_SARHA
OG0011560	sp|Q13023|AKAP6_HUMAN	tr|G3WKU4|G3WKU4_SARHA
OG0011561	sp|Q14684|RRP1B_HUMAN	tr|A0A7N4V4E0|A0A7N4V4E0_SARHA
OG0011562	sp|Q14894|CRYM_HUMAN	tr|A0A7N4NGX5|A0A7N4NGX5_SARHA
OG0011563	sp|Q24JP5|T132A_HUMAN	tr|G3W755|G3W755_SARHA
OG0011564	sp|Q32NB8|PGPS1_HUMAN	tr|A0A7N4PX17|A0A7N4PX17_SARHA
OG0011565	sp|Q53GG5|PDLI3_HUMAN	tr|A0A7N4PH66|A0A7N4PH66_SARHA
OG0011566	sp|Q5T9S5|CCD18_HUMAN	tr|G3VEA2|G3VEA2_SARHA
OG0011567	sp|Q6NW29|RWDD4_HUMAN	tr|G3WEZ1|G3WEZ1_SARHA
OG0011568	sp|Q6P589|TP8L2_HUMAN	tr|A0A7N4PYB1|A0A7N4PYB1_SARHA
OG0011569	sp|Q6X9E4|FBW12_HUMAN	tr|G3WDF5|G3WDF5_SARHA
OG0011570	sp|Q7Z4P5|GDF7_HUMAN	tr|A0A7N4UZ32|A0A7N4UZ32_SARHA
OG0011571	sp|Q7Z7E8|UB2Q1_HUMAN	tr|G3WNQ3|G3WNQ3_SARHA
OG0011572	sp|Q86VQ0|LCA5_HUMAN	tr|G3WK05|G3WK05_SARHA
OG0011573	sp|Q86WJ1|CHD1L_HUMAN	tr|A0A7N4V7D7|A0A7N4V7D7_SARHA
OG0011574	sp|Q8IUK5|PLDX1_HUMAN	tr|A0A7N4Q212|A0A7N4Q212_SARHA
OG0011575	sp|Q8IWB1|IPRI_HUMAN	tr|A0A7N4NUY5|A0A7N4NUY5_SARHA
OG0011576	sp|Q8IWX5|SGPP2_HUMAN	tr|G3WTQ1|G3WTQ1_SARHA
OG0011577	sp|Q8IYX3|CC116_HUMAN	tr|A0A7N4P8B1|A0A7N4P8B1_SARHA
OG0011578	sp|Q8WV28|BLNK_HUMAN	tr|A0A7N4UX65|A0A7N4UX65_SARHA
OG0011579	sp|Q8WXD2|SCG3_HUMAN	tr|A0A7N4PIH0|A0A7N4PIH0_SARHA
OG0011580	sp|Q92610|ZN592_HUMAN	tr|G3WUT4|G3WUT4_SARHA
OG0011581	sp|Q92673|SORL_HUMAN	tr|A0A7N4PEI1|A0A7N4PEI1_SARHA
OG0011582	sp|Q92835|SHIP1_HUMAN	tr|G3VUI8|G3VUI8_SARHA
OG0011583	sp|Q96AC6|KIFC2_HUMAN	tr|G3W3E0|G3W3E0_SARHA
OG0011584	sp|Q96F85|CNRP1_HUMAN	tr|A0A7N4PL24|A0A7N4PL24_SARHA
OG0011585	sp|Q9BU64|CENPO_HUMAN	tr|G3VU85|G3VU85_SARHA
OG0011586	sp|Q9GZP0|PDGFD_HUMAN	tr|A0A7N4V4P0|A0A7N4V4P0_SARHA
OG0011587	sp|Q9H2H8|PPIL3_HUMAN	tr|A0A7N4V1S1|A0A7N4V1S1_SARHA
OG0011588	sp|Q9NPC1|LT4R2_HUMAN	tr|A0A7N4PLP4|A0A7N4PLP4_SARHA
OG0011589	sp|Q9NVP1|DDX18_HUMAN	tr|G3X3E5|G3X3E5_SARHA
OG0011590	sp|Q9NZ71|RTEL1_HUMAN	tr|A0A7N4V5P6|A0A7N4V5P6_SARHA
OG0011591	sp|Q9P2B7|CFA97_HUMAN	tr|A0A7N4NYF8|A0A7N4NYF8_SARHA
OG0011592	sp|Q9Y2T6|GPR55_HUMAN	tr|G3VGI0|G3VGI0_SARHA
OG0011593	sp|Q9Y397|ZDHC9_HUMAN	tr|G3WQ75|G3WQ75_SARHA
OG0011594	sp|O43143|DHX15_HUMAN	tr|G3WDM9|G3WDM9_SARHA
OG0011595	sp|O43281|EFS_HUMAN	tr|G3WQ05|G3WQ05_SARHA
OG0011596	sp|O43711|TLX3_HUMAN	tr|A0A7N4UZC7|A0A7N4UZC7_SARHA
OG0011597	sp|O75365|TP4A3_HUMAN	tr|A0A7N4NGG7|A0A7N4NGG7_SARHA
OG0011598	sp|O95563|MPC2_HUMAN	tr|A0A7N4NGY3|A0A7N4NGY3_SARHA
OG0011599	sp|P08243|ASNS_HUMAN	tr|A0A7N4P8I4|A0A7N4P8I4_SARHA
OG0011600	sp|P16104|H2AX_HUMAN	tr|G3W8C9|G3W8C9_SARHA
OG0011601	sp|P17948|VGFR1_HUMAN	tr|G3X1E1|G3X1E1_SARHA
OG0011602	sp|P51857|AK1D1_HUMAN	tr|G3VPF6|G3VPF6_SARHA
OG0011603	sp|P53778|MK12_HUMAN	tr|A0A7N4NT67|A0A7N4NT67_SARHA
OG0011604	sp|Q03181|PPARD_HUMAN	tr|A0A7N4PLD5|A0A7N4PLD5_SARHA
OG0011605	sp|Q12986|NFX1_HUMAN	tr|G3W970|G3W970_SARHA
OG0011606	sp|Q4G0Z9|MCMD2_HUMAN	tr|G3W0P1|G3W0P1_SARHA
OG0011607	sp|Q4LDE5|SVEP1_HUMAN	tr|A0A7N4PMC2|A0A7N4PMC2_SARHA
OG0011608	sp|Q53HV7|SMUG1_HUMAN	tr|A0A7N4V166|A0A7N4V166_SARHA
OG0011609	sp|Q5BIV9|SPRN_HUMAN	tr|G3WCB5|G3WCB5_SARHA
OG0011610	sp|Q63HK5|TSH3_HUMAN	tr|G3VV42|G3VV42_SARHA
OG0011613	sp|Q6P1L5|F117B_HUMAN	tr|G3W278|G3W278_SARHA
OG0011614	sp|Q6ZTN6|AN13D_HUMAN	tr|A0A7N4V111|A0A7N4V111_SARHA
OG0011615	sp|Q7L1I2|SV2B_HUMAN	tr|A0A7N4UZD0|A0A7N4UZD0_SARHA
OG0011616	sp|Q7Z5R6|AB1IP_HUMAN	tr|G3WFJ8|G3WFJ8_SARHA
OG0011617	sp|Q86YV6|MYLK4_HUMAN	tr|A0A7N4V2L7|A0A7N4V2L7_SARHA
OG0011618	sp|Q8N8N7|PTGR2_HUMAN	tr|A0A7N4NN41|A0A7N4NN41_SARHA
OG0011619	sp|Q8NDG6|TDRD9_HUMAN	tr|A0A7N4Q235|A0A7N4Q235_SARHA
OG0011620	sp|Q8TEC5|SH3R2_HUMAN	tr|G3VGM7|G3VGM7_SARHA
OG0011621	sp|Q8TEF2|CJ105_HUMAN	tr|G3W4L3|G3W4L3_SARHA
OG0011622	sp|Q92621|NU205_HUMAN	tr|G3WNP3|G3WNP3_SARHA
OG0011623	sp|Q96CJ1|EAF2_HUMAN	tr|A0A7N4PQU1|A0A7N4PQU1_SARHA
OG0011624	sp|Q96HL8|SH3Y1_HUMAN	tr|A0A7N4NZQ9|A0A7N4NZQ9_SARHA
OG0011625	sp|Q96PF1|TGM7_HUMAN	tr|G3WFT6|G3WFT6_SARHA
OG0011626	sp|Q96RK4|BBS4_HUMAN	tr|A0A7N4V5L2|A0A7N4V5L2_SARHA
OG0011627	sp|Q9BQ24|ZFY21_HUMAN	tr|G3WRI2|G3WRI2_SARHA
OG0011628	sp|Q9BVC4|LST8_HUMAN	tr|G3WWQ2|G3WWQ2_SARHA
OG0011629	sp|Q9H4L4|SENP3_HUMAN	tr|G3WT25|G3WT25_SARHA
OG0011630	sp|Q9H892|TTC12_HUMAN	tr|G3WQG1|G3WQG1_SARHA
OG0011631	sp|Q9NSY2|STAR5_HUMAN	tr|A0A7N4V068|A0A7N4V068_SARHA
OG0011632	sp|Q9NZV6|MSRB1_HUMAN	tr|A0A7N4NLF4|A0A7N4NLF4_SARHA
OG0011633	sp|Q9P253|VPS18_HUMAN	tr|G3WU76|G3WU76_SARHA
OG0011635	sp|Q9UK97|FBX9_HUMAN	tr|A0A7N4PNT2|A0A7N4PNT2_SARHA
OG0011636	sp|Q9Y342|PLLP_HUMAN	tr|A0A7N4PP27|A0A7N4PP27_SARHA
OG0011637	sp|Q9Y3S1|WNK2_HUMAN	tr|A0A7N4P9R4|A0A7N4P9R4_SARHA
OG0011638	sp|Q9Y4C1|KDM3A_HUMAN	tr|G3WJ42|G3WJ42_SARHA
OG0011639	sp|B7Z8K6|TRDC_HUMAN	tr|A0A7N4V050|A0A7N4V050_SARHA
OG0011640	sp|O14524|NEMP1_HUMAN	tr|G3VTU1|G3VTU1_SARHA
OG0011641	sp|O15409|FOXP2_HUMAN	tr|G3X2N2|G3X2N2_SARHA
OG0011642	sp|O43264|ZW10_HUMAN	tr|G3WIT0|G3WIT0_SARHA
OG0011643	sp|O43913|ORC5_HUMAN	tr|A0A7N4PJ88|A0A7N4PJ88_SARHA
OG0011644	sp|O60739|EIF1B_HUMAN	tr|A0A7N4V023|A0A7N4V023_SARHA
OG0011645	sp|O60779|S19A2_HUMAN	tr|G3W2M8|G3W2M8_SARHA
OG0011646	sp|O75449|KTNA1_HUMAN	tr|G3WY86|G3WY86_SARHA
OG0011647	sp|O95619|YETS4_HUMAN	tr|A0A7N4P863|A0A7N4P863_SARHA
OG0011648	sp|P06127|CD5_HUMAN	tr|G3WAW6|G3WAW6_SARHA
OG0011649	sp|P08514|ITA2B_HUMAN	tr|G3WU27|G3WU27_SARHA
OG0011650	sp|P0C6S8|LIGO3_HUMAN	tr|A0A7N4PUS9|A0A7N4PUS9_SARHA
OG0011651	sp|P0CG20|PRR35_HUMAN	tr|A0A7N4PZL9|A0A7N4PZL9_SARHA
OG0011652	sp|P10242|MYB_HUMAN	tr|A0A7N4P7K7|A0A7N4P7K7_SARHA
OG0011653	sp|P14384|CBPM_HUMAN	tr|G3W7A2|G3W7A2_SARHA
