Orthogroup	Homo_sapiens	Cricetulus_griseus
OG0010084	sp|Q9HB71|CYBP_HUMAN	tr|G3GZL7|G3GZL7_CRIGR
OG0010085	sp|Q9Y6X3|SCC4_HUMAN	tr|G3H467|G3H467_CRIGR
OG0010086	sp|P30048|PRDX3_HUMAN	tr|G3H7R4|G3H7R4_CRIGR
OG0010087	sp|Q9UIF8|BAZ2B_HUMAN	tr|G3H8K9|G3H8K9_CRIGR
OG0010088	sp|P78563|RED1_HUMAN	tr|G3H8Z3|G3H8Z3_CRIGR
OG0010089	sp|P08172|ACM2_HUMAN	tr|G3HA64|G3HA64_CRIGR
OG0010090	sp|Q9BV73|CP250_HUMAN	tr|G3HAQ7|G3HAQ7_CRIGR
OG0010091	sp|Q13111|CAF1A_HUMAN	tr|G3HCF9|G3HCF9_CRIGR
OG0010092	sp|Q6P1N0|C2D1A_HUMAN	tr|G3HD01|G3HD01_CRIGR
OG0010093	sp|P30049|ATPD_HUMAN	tr|G3HF65|G3HF65_CRIGR
OG0010094	sp|P57772|SELB_HUMAN	tr|G3HIC6|G3HIC6_CRIGR
OG0010095	sp|P60008|HILS1_HUMAN	tr|G3HJR3|G3HJR3_CRIGR
OG0010096	sp|Q5TGY1|TMCO4_HUMAN	tr|G3HU33|G3HU33_CRIGR
OG0010097	sp|P50750|CDK9_HUMAN	tr|G3HV08|G3HV08_CRIGR
OG0010098	sp|Q9H213|MAGH1_HUMAN	tr|G3HWV2|G3HWV2_CRIGR
OG0010099	sp|Q9BU23|LMF2_HUMAN	tr|G3I2W3|G3I2W3_CRIGR
OG0010100	sp|P24394|IL4RA_HUMAN	tr|G3I4F2|G3I4F2_CRIGR
OG0010101	sp|P48651|PTSS1_HUMAN	tr|G3I993|G3I993_CRIGR
OG0010102	sp|P37023|ACVL1_HUMAN	tr|G3IC00|G3IC00_CRIGR
OG0010103	sp|Q9Y5Y4|PD2R2_HUMAN	tr|G3IE02|G3IE02_CRIGR
OG0010104	sp|P57088|TMM33_HUMAN	tr|G3IGD1|G3IGD1_CRIGR
OG0010105	sp|Q8N1W2|ZN710_HUMAN	tr|G3IHC2|G3IHC2_CRIGR
OG0010106	sp|Q96LA8|ANM6_HUMAN	tr|G3IJG7|G3IJG7_CRIGR
OG0010107	sp|Q96DT0|LEG12_HUMAN	tr|G3IK62|G3IK62_CRIGR
OG0010108	sp|A6NI61|MYMK_HUMAN	tr|G3IMM7|G3IMM7_CRIGR
OG0010109	sp|Q96JE9|MAP6_HUMAN	tr|G3INN8|G3INN8_CRIGR
OG0010110	sp|P49895|IOD1_HUMAN	tr|G3GTM4|G3GTM4_CRIGR
OG0010111	sp|Q9BXF9|TEKT3_HUMAN	tr|G3GVL7|G3GVL7_CRIGR
OG0010112	sp|P00734|THRB_HUMAN	tr|G3GYJ4|G3GYJ4_CRIGR
OG0010113	sp|Q9HC44|GPBL1_HUMAN	tr|G3GYP4|G3GYP4_CRIGR
OG0010114	sp|P43378|PTN9_HUMAN	tr|G3H0E9|G3H0E9_CRIGR
OG0010115	sp|Q9NP80|PLPL8_HUMAN	tr|G3H0N8|G3H0N8_CRIGR
OG0010116	sp|Q03393|PTPS_HUMAN	tr|G3H2I2|G3H2I2_CRIGR
OG0010117	sp|Q8N394|TMTC2_HUMAN	tr|G3H3H5|G3H3H5_CRIGR
OG0010118	sp|Q8NEY1|NAV1_HUMAN	tr|G3H3I7|G3H3I7_CRIGR
OG0010119	sp|Q9Y5W9|SNX11_HUMAN	tr|G3H5T6|G3H5T6_CRIGR
OG0010120	sp|Q8WXE9|STON2_HUMAN	tr|G3HA77|G3HA77_CRIGR
OG0010121	sp|Q15084|PDIA6_HUMAN	tr|G3HB04|G3HB04_CRIGR
OG0010122	sp|Q5EBM0|CMPK2_HUMAN	tr|G3HBA5|G3HBA5_CRIGR
OG0010123	sp|Q6SPF0|SAMD1_HUMAN	tr|G3HD11|G3HD11_CRIGR
OG0010124	sp|A2RUC4|TYW5_HUMAN	tr|G3HDC3|G3HDC3_CRIGR
OG0010125	sp|Q9H6V9|LDAH_HUMAN	tr|G3HDI7|G3HDI7_CRIGR
OG0010126	sp|Q8N4V2|SVOP_HUMAN	tr|G3HI89|G3HI89_CRIGR
OG0010127	sp|Q6I9Y2|THOC7_HUMAN	tr|G3HIR7|G3HIR7_CRIGR
OG0010128	sp|Q4G0A6|MINY4_HUMAN	tr|G3HJL8|G3HJL8_CRIGR
OG0010129	sp|Q99615|DNJC7_HUMAN	tr|G3HLV8|G3HLV8_CRIGR
OG0010130	sp|Q86UN3|R4RL2_HUMAN	tr|G3HRI5|G3HRI5_CRIGR
OG0010131	sp|Q9Y6B2|EID1_HUMAN	tr|G3HRT0|G3HRT0_CRIGR
OG0010132	sp|Q96DC9|OTUB2_HUMAN	tr|G3HU78|G3HU78_CRIGR
OG0010133	sp|Q6P1J9|CDC73_HUMAN	tr|G3HUN7|G3HUN7_CRIGR
OG0010134	sp|Q9UKI2|BORG2_HUMAN	tr|G3HX90|G3HX90_CRIGR
OG0010135	sp|Q9NRD0|FBX8_HUMAN	tr|G3HZR9|G3HZR9_CRIGR
OG0010136	sp|Q9HA38|ZMAT3_HUMAN	tr|G3I1C4|G3I1C4_CRIGR
OG0010137	sp|P28223|5HT2A_HUMAN	tr|G3I3W3|G3I3W3_CRIGR
OG0010138	sp|Q14642|I5P1_HUMAN	tr|G3I603|G3I603_CRIGR
OG0010139	sp|Q5SXM8|DNLZ_HUMAN	tr|G3I6Y8|G3I6Y8_CRIGR
OG0010140	sp|Q96C92|ENTR1_HUMAN	tr|G3I6Z1|G3I6Z1_CRIGR
OG0010141	sp|Q8WUY3|PRUN2_HUMAN	tr|G3I7N4|G3I7N4_CRIGR
OG0010142	sp|P07738|PMGE_HUMAN	tr|G3IE24|G3IE24_CRIGR
OG0010143	sp|Q9Y4D2|DGLA_HUMAN	tr|G3IFK5|G3IFK5_CRIGR
OG0010144	sp|Q5JPH6|SYEM_HUMAN	tr|G3IIV1|G3IIV1_CRIGR
OG0010145	sp|Q7Z6K5|ARPIN_HUMAN	tr|G3IJV2|G3IJV2_CRIGR
OG0010146	sp|Q6ZSC3|RBM43_HUMAN	tr|G3IL74|G3IL74_CRIGR
OG0010147	sp|Q9UBR2|CATZ_HUMAN	tr|Q9EPP7|Q9EPP7_CRIGR
OG0010148	sp|P0CAP1|MYZAP_HUMAN	tr|G3GRL7|G3GRL7_CRIGR
OG0010149	sp|Q6ZVX9|PAQR9_HUMAN	tr|G3GSZ2|G3GSZ2_CRIGR
OG0010150	sp|Q7L211|ABHDD_HUMAN	tr|G3GTP1|G3GTP1_CRIGR
OG0010151	sp|Q9UPX0|TUTLB_HUMAN	tr|G3GTW4|G3GTW4_CRIGR
OG0010152	sp|Q9NPI6|DCP1A_HUMAN	tr|G3GUU4|G3GUU4_CRIGR
OG0010153	sp|Q9BTC8|MTA3_HUMAN	tr|G3GV34|G3GV34_CRIGR
OG0010154	sp|Q9H069|DRC3_HUMAN	tr|G3GVH0|G3GVH0_CRIGR
OG0010155	sp|Q13395|TARB1_HUMAN	tr|G3GWY9|G3GWY9_CRIGR
OG0010156	sp|Q5JR98|DYLT4_HUMAN	tr|G3GYR5|G3GYR5_CRIGR
OG0010157	sp|Q8N2H3|PYRD2_HUMAN	tr|G3GZY5|G3GZY5_CRIGR
OG0010158	sp|Q9H4L5|OSBL3_HUMAN	tr|G3H2K3|G3H2K3_CRIGR
OG0010159	sp|P00918|CAH2_HUMAN	tr|G3H2Q5|G3H2Q5_CRIGR
OG0010160	sp|Q15648|MED1_HUMAN	tr|G3H5X2|G3H5X2_CRIGR
OG0010161	sp|Q5NUL3|FFAR4_HUMAN	tr|G3H9B4|G3H9B4_CRIGR
OG0010162	sp|P32019|I5P2_HUMAN	tr|G3HE05|G3HE05_CRIGR
OG0010163	sp|Q9BY44|EIF2A_HUMAN	tr|G3HG40|G3HG40_CRIGR
OG0010164	sp|Q8N884|CGAS_HUMAN	tr|G3HH41|G3HH41_CRIGR
OG0010165	sp|Q14596|NBR1_HUMAN	tr|G3HM04|G3HM04_CRIGR
OG0010166	sp|Q8IYM1|SEP12_HUMAN	tr|G3HS54|G3HS54_CRIGR
OG0010167	sp|Q96C23|GALM_HUMAN	tr|G3HSZ6|G3HSZ6_CRIGR
OG0010168	sp|Q14526|HIC1_HUMAN	tr|G3HVC6|G3HVC6_CRIGR
OG0010169	sp|P0DTL5|TM276_HUMAN	tr|G3HWL2|G3HWL2_CRIGR
OG0010170	sp|Q9Y239|NOD1_HUMAN	tr|G3HX20|G3HX20_CRIGR
OG0010171	sp|Q6NSJ2|PHLB3_HUMAN	tr|G3HYZ0|G3HYZ0_CRIGR
OG0010172	sp|P56270|MAZ_HUMAN	tr|G3I4J1|G3I4J1_CRIGR
OG0010173	sp|Q99550|MPP9_HUMAN	tr|G3I4Y1|G3I4Y1_CRIGR
OG0010174	sp|O94988|FA13A_HUMAN	tr|G3I6M6|G3I6M6_CRIGR
OG0010175	sp|Q9NPC6|MYOZ2_HUMAN	tr|G3I8Y3|G3I8Y3_CRIGR
OG0010176	sp|O43653|PSCA_HUMAN	tr|G3I915|G3I915_CRIGR
OG0010177	sp|Q9Y2G8|DJC16_HUMAN	tr|G3I956|G3I956_CRIGR
OG0010178	sp|Q8N7G0|PO5F2_HUMAN	tr|G3IA19|G3IA19_CRIGR
OG0010179	sp|Q06330|SUH_HUMAN	tr|G3ICG1|G3ICG1_CRIGR
OG0010180	sp|O95398|RPGF3_HUMAN	tr|G3IE54|G3IE54_CRIGR
OG0010181	sp|Q8NDC0|MISSL_HUMAN	tr|G3IFW6|G3IFW6_CRIGR
OG0010182	sp|Q5T0N5|FBP1L_HUMAN	tr|G3IHW1|G3IHW1_CRIGR
OG0010183	sp|Q9UKB5|AJAP1_HUMAN	tr|G3IIQ1|G3IIQ1_CRIGR
OG0010184	sp|Q9UBW5|BIN2_HUMAN	tr|G3IJ49|G3IJ49_CRIGR
OG0010185	sp|P13498|CY24A_HUMAN	tr|G3GRT9|G3GRT9_CRIGR
OG0010186	sp|Q14694|UBP10_HUMAN	tr|G3GRX2|G3GRX2_CRIGR
OG0010187	sp|Q7Z3B0|SIM15_HUMAN	tr|G3GV19|G3GV19_CRIGR
OG0010188	sp|Q96JH8|RADIL_HUMAN	tr|G3GVD9|G3GVD9_CRIGR
OG0010189	sp|Q9UKP6|UR2R_HUMAN	tr|G3GXE4|G3GXE4_CRIGR
OG0010190	sp|Q9BQD3|KXDL1_HUMAN	tr|G3H493|G3H493_CRIGR
OG0010191	sp|P22830|HEMH_HUMAN	tr|G3H5F8|G3H5F8_CRIGR
OG0010192	sp|Q6PIJ6|FBX38_HUMAN	tr|G3H5H5|G3H5H5_CRIGR
OG0010193	sp|Q8IXL9|IQCF2_HUMAN	tr|G3H8A0|G3H8A0_CRIGR
OG0010194	sp|Q7L1V2|MON1B_HUMAN	tr|G3H957|G3H957_CRIGR
OG0010195	sp|Q17R98|ZN827_HUMAN	tr|G3H9H2|G3H9H2_CRIGR
OG0010196	sp|O95168|NDUB4_HUMAN	tr|G3HAI5|G3HAI5_CRIGR
OG0010197	sp|O00409|FOXN3_HUMAN	tr|G3HBG2|G3HBG2_CRIGR
OG0010198	sp|O95295|SNAPN_HUMAN	tr|G3HC19|G3HC19_CRIGR
OG0010199	sp|Q7Z4K8|TRI46_HUMAN	tr|G3HC52|G3HC52_CRIGR
OG0010200	sp|Q9UMQ6|CAN11_HUMAN	tr|G3HC86|G3HC86_CRIGR
OG0010201	sp|Q9BSG5|RTBDN_HUMAN	tr|G3HCX1|G3HCX1_CRIGR
OG0010202	sp|Q99437|VATO_HUMAN	tr|G3HFF8|G3HFF8_CRIGR
OG0010203	sp|P0C7M8|CLC2L_HUMAN	tr|G3HH67|G3HH67_CRIGR
OG0010204	sp|Q8N3P4|VPS8_HUMAN	tr|G3HKL4|G3HKL4_CRIGR
OG0010205	sp|A6NLC5|CC070_HUMAN	tr|G3HKL7|G3HKL7_CRIGR
OG0010206	sp|Q9Y3P8|SIT1_HUMAN	tr|G3HN08|G3HN08_CRIGR
OG0010207	sp|O43463|SUV91_HUMAN	tr|G3HND6|G3HND6_CRIGR
OG0010209	sp|Q9UPX8|SHAN2_HUMAN	tr|G3HQ67|G3HQ67_CRIGR
OG0010210	sp|Q08117|TLE5_HUMAN	tr|G3HSI7|G3HSI7_CRIGR
OG0010211	sp|Q8WXD5|GEMI6_HUMAN	tr|G3HSZ2|G3HSZ2_CRIGR
OG0010212	sp|Q4G0X9|CCD40_HUMAN	tr|G3HTE4|G3HTE4_CRIGR
OG0010213	sp|Q9Y2I7|FYV1_HUMAN	tr|G3HU49|G3HU49_CRIGR
OG0010214	sp|P09630|HXC6_HUMAN	tr|G3HV25|G3HV25_CRIGR
OG0010215	sp|Q9HD90|NDF4_HUMAN	tr|G3I0V0|G3I0V0_CRIGR
OG0010216	sp|Q8NFW9|MYRIP_HUMAN	tr|G3I198|G3I198_CRIGR
OG0010217	sp|Q58HT5|AWAT1_HUMAN	tr|G3I1F6|G3I1F6_CRIGR
OG0010218	sp|Q9Y653|AGRG1_HUMAN	tr|G3I3K5|G3I3K5_CRIGR
OG0010219	sp|Q96L58|B3GT6_HUMAN	tr|G3I413|G3I413_CRIGR
OG0010220	sp|Q70IA6|MOB2_HUMAN	tr|G3I553|G3I553_CRIGR
OG0010221	sp|Q9UMX5|NENF_HUMAN	tr|G3I9A3|G3I9A3_CRIGR
OG0010222	sp|Q9HCM1|RESF1_HUMAN	tr|G3IDF6|G3IDF6_CRIGR
OG0010223	sp|Q53QW1|TEX44_HUMAN	tr|G3IF82|G3IF82_CRIGR
OG0010224	sp|Q8NB25|F184A_HUMAN	tr|G3IGY9|G3IGY9_CRIGR
OG0010225	sp|Q5VXT5|SYPL2_HUMAN	tr|G3IPP9|G3IPP9_CRIGR
OG0010226	sp|Q6UXV0|GFRAL_HUMAN	tr|G3GRH1|G3GRH1_CRIGR
OG0010227	sp|Q9H7L9|SDS3_HUMAN	tr|G3GU62|G3GU62_CRIGR
OG0010228	sp|Q8N0S6|CENPL_HUMAN	tr|G3GZL1|G3GZL1_CRIGR
OG0010229	sp|P21145|MAL_HUMAN	tr|G3H024|G3H024_CRIGR
OG0010230	sp|Q96J42|TXD15_HUMAN	tr|G3H158|G3H158_CRIGR
OG0010231	sp|Q9HAW0|BRF2_HUMAN	tr|G3H1G5|G3H1G5_CRIGR
OG0010232	sp|Q969K3|RNF34_HUMAN	tr|G3H245|G3H245_CRIGR
OG0010233	sp|Q05D60|DEUP1_HUMAN	tr|G3H6P3|G3H6P3_CRIGR
OG0010234	sp|Q96S42|NODAL_HUMAN	tr|G3H6S2|G3H6S2_CRIGR
OG0010235	sp|Q9UJ99|CAD22_HUMAN	tr|G3H8U4|G3H8U4_CRIGR
OG0010236	sp|P08581|MET_HUMAN	tr|G3H9I9|G3H9I9_CRIGR
OG0010237	sp|Q9NXW9|ALKB4_HUMAN	tr|G3HA35|G3HA35_CRIGR
OG0010238	sp|Q9NPA0|EMC7_HUMAN	tr|G3HIH0|G3HIH0_CRIGR
OG0010239	sp|Q2UY09|COSA1_HUMAN	tr|G3HJI1|G3HJI1_CRIGR
OG0010240	sp|Q9Y646|CBPQ_HUMAN	tr|G3HK39|G3HK39_CRIGR
OG0010241	sp|Q6UWJ1|TMCO3_HUMAN	tr|G3HK52|G3HK52_CRIGR
OG0010242	sp|Q7RTS9|DYM_HUMAN	tr|G3HQJ3|G3HQJ3_CRIGR
OG0010243	sp|Q10570|CPSF1_HUMAN	tr|G3HWL7|G3HWL7_CRIGR
OG0010244	sp|Q53HC0|CCD92_HUMAN	tr|G3HX49|G3HX49_CRIGR
OG0010245	sp|Q8IV38|ANKY2_HUMAN	tr|G3HXA1|G3HXA1_CRIGR
OG0010246	sp|Q5VTJ3|KLD7A_HUMAN	tr|G3HXK2|G3HXK2_CRIGR
OG0010247	sp|Q96RK0|CIC_HUMAN	tr|G3I0M3|G3I0M3_CRIGR
OG0010248	sp|Q7Z4T9|CFA91_HUMAN	tr|G3I1J3|G3I1J3_CRIGR
OG0010249	sp|Q9H0I3|CC113_HUMAN	tr|G3I2X4|G3I2X4_CRIGR
OG0010250	sp|P52948|NUP98_HUMAN	tr|G3I3B3|G3I3B3_CRIGR
OG0010251	sp|Q9NQ34|TMM9B_HUMAN	tr|G3I3X0|G3I3X0_CRIGR
OG0010252	sp|Q7Z5W3|BN3D2_HUMAN	tr|G3IFS7|G3IFS7_CRIGR
OG0010253	sp|Q8N7A1|KLDC1_HUMAN	tr|G3IH23|G3IH23_CRIGR
OG0010255	sp|Q14106|TOB2_HUMAN	tr|G3II45|G3II45_CRIGR
OG0010256	sp|Q8NH81|O10G6_HUMAN	tr|G3IIK4|G3IIK4_CRIGR
OG0010257	sp|Q3KQV9|UAP1L_HUMAN	tr|G3IJB9|G3IJB9_CRIGR
OG0010258	sp|P28908|TNR8_HUMAN	tr|G3IM58|G3IM58_CRIGR
OG0010259	sp|Q96KN1|LRAT2_HUMAN	tr|G3IN41|G3IN41_CRIGR
OG0010260	sp|P00403|COX2_HUMAN	tr|Q8WBA9|Q8WBA9_CRIGR
OG0010261	sp|Q9BXS1|IDI2_HUMAN	tr|G3GR91|G3GR91_CRIGR
OG0010262	sp|Q07912|ACK1_HUMAN	tr|G3GSM6|G3GSM6_CRIGR
OG0010263	sp|Q9NYS7|WSB2_HUMAN	tr|G3GU58|G3GU58_CRIGR
OG0010264	sp|Q400G9|AMZ1_HUMAN	tr|G3GVE6|G3GVE6_CRIGR
OG0010265	sp|Q96D71|REPS1_HUMAN	tr|G3GW54|G3GW54_CRIGR
OG0010266	sp|Q9NTJ4|MA2C1_HUMAN	tr|G3H0F1|G3H0F1_CRIGR
OG0010267	sp|Q6WKZ4|RFIP1_HUMAN	tr|G3H1G4|G3H1G4_CRIGR
OG0010268	sp|Q8IU68|TMC8_HUMAN	tr|G3H3G0|G3H3G0_CRIGR
OG0010269	sp|Q8NG97|OR2Z1_HUMAN	tr|G3H4I3|G3H4I3_CRIGR
OG0010270	sp|P42677|RS27_HUMAN	tr|G3H5C9|G3H5C9_CRIGR
OG0010271	sp|Q9H788|SH24A_HUMAN	tr|G3H6V3|G3H6V3_CRIGR
OG0010272	sp|Q9NTQ9|CXB4_HUMAN	tr|G3H9T3|G3H9T3_CRIGR
OG0010273	sp|Q15723|ELF2_HUMAN	tr|G3HAS6|G3HAS6_CRIGR
OG0010274	sp|O75154|RFIP3_HUMAN	tr|G3HBS9|G3HBS9_CRIGR
OG0010275	sp|P40259|CD79B_HUMAN	tr|G3HCU4|G3HCU4_CRIGR
OG0010276	sp|Q9BSI4|TINF2_HUMAN	tr|G3HDD2|G3HDD2_CRIGR
OG0010277	sp|P55082|MFAP3_HUMAN	tr|G3HFV5|G3HFV5_CRIGR
OG0010278	sp|Q8WXE1|ATRIP_HUMAN	tr|G3HKP9|G3HKP9_CRIGR
OG0010279	sp|Q6NW40|RGMB_HUMAN	tr|G3HNU7|G3HNU7_CRIGR
OG0010280	sp|Q8NEX9|DR9C7_HUMAN	tr|G3HRM5|G3HRM5_CRIGR
OG0010281	sp|H3BV60|TGR3L_HUMAN	tr|G3HRR9|G3HRR9_CRIGR
OG0010282	sp|Q9Y5Z6|B3GT1_HUMAN	tr|G3HUD9|G3HUD9_CRIGR
OG0010283	sp|Q86YJ5|MARH9_HUMAN	tr|G3HW58|G3HW58_CRIGR
OG0010284	sp|Q9UHX1|PUF60_HUMAN	tr|G3HWJ5|G3HWJ5_CRIGR
OG0010285	sp|Q03701|CEBPZ_HUMAN	tr|G3HX93|G3HX93_CRIGR
OG0010286	sp|Q6PD62|CTR9_HUMAN	tr|G3HYL1|G3HYL1_CRIGR
OG0010287	sp|O00311|CDC7_HUMAN	tr|G3I0Y8|G3I0Y8_CRIGR
OG0010288	sp|Q86V21|AACS_HUMAN	tr|G3I132|G3I132_CRIGR
OG0010289	sp|Q3KNS1|PTHD3_HUMAN	tr|G3I444|G3I444_CRIGR
OG0010290	sp|Q67FW5|B3GNL_HUMAN	tr|G3I447|G3I447_CRIGR
OG0010291	sp|Q8IZ52|CHSS2_HUMAN	tr|G3I627|G3I627_CRIGR
OG0010292	sp|Q96C00|ZBTB9_HUMAN	tr|G3I6V7|G3I6V7_CRIGR
OG0010293	sp|Q14202|ZMYM3_HUMAN	tr|G3I7J8|G3I7J8_CRIGR
OG0010294	sp|Q15846|CLUL1_HUMAN	tr|G3IFY0|G3IFY0_CRIGR
OG0010295	sp|P85299|PRR5_HUMAN	tr|G3IH15|G3IH15_CRIGR
OG0010296	sp|P61956|SUMO2_HUMAN	tr|G3IH36|G3IH36_CRIGR
OG0010297	sp|Q9BY79|MFRP_HUMAN	tr|G3IID1|G3IID1_CRIGR
OG0010299	sp|O95999|BCL10_HUMAN	tr|G3IMU1|G3IMU1_CRIGR
OG0010300	sp|P45973|CBX5_HUMAN	tr|Q6E6J6|Q6E6J6_CRIGR
OG0010301	sp|Q14397|GCKR_HUMAN	tr|G3GWA0|G3GWA0_CRIGR
OG0010302	sp|Q9H6R0|DHX33_HUMAN	tr|G3GYD7|G3GYD7_CRIGR
OG0010303	sp|P78559|MAP1A_HUMAN	tr|G3H0V1|G3H0V1_CRIGR
OG0010304	sp|Q16633|OBF1_HUMAN	tr|G3H2G0|G3H2G0_CRIGR
OG0010305	sp|Q86SE9|PCGF5_HUMAN	tr|G3H3V3|G3H3V3_CRIGR
OG0010306	sp|Q9NWV8|BABA1_HUMAN	tr|G3H4F0|G3H4F0_CRIGR
OG0010307	sp|P02675|FIBB_HUMAN	tr|G3H5I8|G3H5I8_CRIGR
OG0010308	sp|P29120|NEC1_HUMAN	tr|G3H754|G3H754_CRIGR
OG0010309	sp|Q8IX05|CD302_HUMAN	tr|G3H8K7|G3H8K7_CRIGR
OG0010310	sp|O14917|PCD17_HUMAN	tr|G3H8M8|G3H8M8_CRIGR
OG0010311	sp|Q8IVH4|MMAA_HUMAN	tr|G3H9G9|G3H9G9_CRIGR
OG0010312	sp|Q9HCG8|CWC22_HUMAN	tr|G3HAC9|G3HAC9_CRIGR
OG0010313	sp|Q4VC31|MIX23_HUMAN	tr|G3HAJ9|G3HAJ9_CRIGR
OG0010314	sp|P78549|NTH_HUMAN	tr|G3HBQ7|G3HBQ7_CRIGR
OG0010315	sp|Q8WXD9|CSKI1_HUMAN	tr|G3HBR4|G3HBR4_CRIGR
OG0010316	sp|Q9BVC4|LST8_HUMAN	tr|G3HBR5|G3HBR5_CRIGR
OG0010317	sp|Q9NX04|CA109_HUMAN	tr|G3HE14|G3HE14_CRIGR
OG0010318	sp|Q9Y2E8|SL9A8_HUMAN	tr|G3HET3|G3HET3_CRIGR
OG0010319	sp|Q9UK59|DBR1_HUMAN	tr|G3HEX7|G3HEX7_CRIGR
OG0010320	sp|Q00765|REEP5_HUMAN	tr|G3HF04|G3HF04_CRIGR
OG0010321	sp|Q96M69|LRGUK_HUMAN	tr|G3HH27|G3HH27_CRIGR
OG0010322	sp|P35408|PE2R4_HUMAN	tr|G3HHH1|G3HHH1_CRIGR
OG0010323	sp|Q9UBZ9|REV1_HUMAN	tr|G3HHL2|G3HHL2_CRIGR
OG0010324	sp|Q6P2S7|TTC41_HUMAN	tr|G3HQM7|G3HQM7_CRIGR
OG0010325	sp|Q96JM4|LRIQ1_HUMAN	tr|G3HSR5|G3HSR5_CRIGR
OG0010326	sp|Q8NHQ9|DDX55_HUMAN	tr|G3HX41|G3HX41_CRIGR
OG0010327	sp|P31483|TIA1_HUMAN	tr|G3HXK9|G3HXK9_CRIGR
OG0010328	sp|Q14154|DELE1_HUMAN	tr|G3HYD4|G3HYD4_CRIGR
OG0010329	sp|O14786|NRP1_HUMAN	tr|G3HZ57|G3HZ57_CRIGR
OG0010330	sp|Q17RG1|KCD19_HUMAN	tr|G3HZL8|G3HZL8_CRIGR
OG0010331	sp|Q8TED9|AF1L1_HUMAN	tr|G3HZS9|G3HZS9_CRIGR
OG0010332	sp|Q5GJ75|TP8L3_HUMAN	tr|G3I0C2|G3I0C2_CRIGR
OG0010333	sp|Q8TBA6|GOGA5_HUMAN	tr|G3I1H4|G3I1H4_CRIGR
OG0010334	sp|Q53HC9|EIPR1_HUMAN	tr|G3I3C2|G3I3C2_CRIGR
OG0010335	sp|A8MUU1|FB5L3_HUMAN	tr|G3I4F1|G3I4F1_CRIGR
OG0010336	sp|Q9UJY5|GGA1_HUMAN	tr|G3I4Z5|G3I4Z5_CRIGR
OG0010337	sp|O15234|CASC3_HUMAN	tr|G3I5M8|G3I5M8_CRIGR
OG0010338	sp|Q9H0M4|ZCPW1_HUMAN	tr|G3I650|G3I650_CRIGR
OG0010339	sp|P09758|TACD2_HUMAN	tr|G3I680|G3I680_CRIGR
OG0010340	sp|Q5VYX0|RNLS_HUMAN	tr|G3I9T2|G3I9T2_CRIGR
OG0010341	sp|Q9H078|CLPB_HUMAN	tr|G3ICU8|G3ICU8_CRIGR
OG0010342	sp|O43808|PM34_HUMAN	tr|G3IGY2|G3IGY2_CRIGR
OG0010343	sp|Q8N1B3|CCNQ_HUMAN	tr|G3GTQ4|G3GTQ4_CRIGR
OG0010344	sp|Q9HAU5|RENT2_HUMAN	tr|G3GVP1|G3GVP1_CRIGR
OG0010345	sp|Q96E14|RMI2_HUMAN	tr|G3GWK9|G3GWK9_CRIGR
OG0010346	sp|Q15388|TOM20_HUMAN	tr|G3GWY3|G3GWY3_CRIGR
OG0010347	sp|P45985|MP2K4_HUMAN	tr|G3GZ46|G3GZ46_CRIGR
OG0010348	sp|O15013|ARHGA_HUMAN	tr|G3GZM6|G3GZM6_CRIGR
OG0010349	sp|Q93070|NAR4_HUMAN	tr|G3H4P5|G3H4P5_CRIGR
OG0010350	sp|Q96MX0|CKLF3_HUMAN	tr|G3H657|G3H657_CRIGR
OG0010351	sp|Q6ZVD7|STOX1_HUMAN	tr|G3H6U3|G3H6U3_CRIGR
OG0010352	sp|Q96GA3|LTV1_HUMAN	tr|G3H6X3|G3H6X3_CRIGR
OG0010353	sp|Q6PJW8|CNST_HUMAN	tr|G3H7N5|G3H7N5_CRIGR
OG0010354	sp|Q15393|SF3B3_HUMAN	tr|G3HAF4|G3HAF4_CRIGR
OG0010355	sp|Q6GTS8|P20D1_HUMAN	tr|G3HAY5|G3HAY5_CRIGR
OG0010356	sp|Q13232|NDK3_HUMAN	tr|G3HBN6|G3HBN6_CRIGR
OG0010357	sp|Q5XKP0|MIC13_HUMAN	tr|G3HCJ0|G3HCJ0_CRIGR
OG0010358	sp|Q8WXF1|PSPC1_HUMAN	tr|G3HDG6|G3HDG6_CRIGR
OG0010359	sp|Q9Y2X0|MED16_HUMAN	tr|G3HF51|G3HF51_CRIGR
OG0010360	sp|Q96JB3|HIC2_HUMAN	tr|G3HFZ1|G3HFZ1_CRIGR
OG0010361	sp|A4D1U4|DEN11_HUMAN	tr|G3HGK8|G3HGK8_CRIGR
OG0010362	sp|P01732|CD8A_HUMAN	tr|G3HJJ9|G3HJJ9_CRIGR
OG0010363	sp|Q3MHD2|LSM12_HUMAN	tr|G3HLJ0|G3HLJ0_CRIGR
OG0010364	sp|O15446|RPA34_HUMAN	tr|G3HPE4|G3HPE4_CRIGR
OG0010365	sp|Q9UKG9|OCTC_HUMAN	tr|G3HRY2|G3HRY2_CRIGR
OG0010366	sp|P36021|MOT8_HUMAN	tr|G3HSB6|G3HSB6_CRIGR
OG0010367	sp|Q5QJ38|TCHL1_HUMAN	tr|G3HUU5|G3HUU5_CRIGR
OG0010368	sp|O15160|RPAC1_HUMAN	tr|G3HYU6|G3HYU6_CRIGR
OG0010369	sp|Q32P44|EMAL3_HUMAN	tr|G3I067|G3I067_CRIGR
