Orthogroup	Homo_sapiens	Peromyscus_maniculatus_bairdii
OG0011055	sp|Q99962|SH3G2_HUMAN	tr|A0A6I9L3P4|A0A6I9L3P4_PERMB
OG0011056	sp|Q99985|SEM3C_HUMAN	tr|A0A6I9KU26|A0A6I9KU26_PERMB
OG0011057	sp|Q9BSB4|ATGA1_HUMAN	tr|A0A6I9LMU6|A0A6I9LMU6_PERMB
OG0011058	sp|Q9BYX4|IFIH1_HUMAN	tr|A0A6I9LU44|A0A6I9LU44_PERMB
OG0011059	sp|Q9BZI1|IRX2_HUMAN	tr|A0A6J0E9M9|A0A6J0E9M9_PERMB
OG0011060	sp|Q9H0M0|WWP1_HUMAN	tr|A0A6I9LGG2|A0A6I9LGG2_PERMB
OG0011061	sp|Q9H7M9|VISTA_HUMAN	tr|A0A6J0CTX1|A0A6J0CTX1_PERMB
OG0011062	sp|Q9NVM6|DJC17_HUMAN	tr|A0A6J0DCK0|A0A6J0DCK0_PERMB
OG0011063	sp|Q9P0U3|SENP1_HUMAN	tr|A0A6J0D233|A0A6J0D233_PERMB
OG0011064	sp|Q9UBK2|PRGC1_HUMAN	tr|A0A6J0D6X1|A0A6J0D6X1_PERMB
OG0011065	sp|Q9UHD4|CIDEB_HUMAN	tr|A0A6J0EA19|A0A6J0EA19_PERMB
OG0011066	sp|Q9UNQ2|DIM1_HUMAN	tr|A0A6I9MB45|A0A6I9MB45_PERMB
OG0011067	sp|Q9Y2V2|CHSP1_HUMAN	tr|A0A6J0CFC8|A0A6J0CFC8_PERMB
OG0011068	sp|Q9Y2Y0|AR2BP_HUMAN	tr|A0A6J0E1Q2|A0A6J0E1Q2_PERMB
OG0011069	sp|Q9Y467|SALL2_HUMAN	tr|A0A6I9MFY3|A0A6I9MFY3_PERMB
OG0011070	sp|Q9Y5X2|SNX8_HUMAN	tr|A0A6J0ECX7|A0A6J0ECX7_PERMB
OG0011071	sp|Q9Y6C5|PTC2_HUMAN	tr|A0A6I9MB01|A0A6I9MB01_PERMB
OG0011072	sp|Q9Y6G1|TM14A_HUMAN	tr|A0A6I9M2B8|A0A6I9M2B8_PERMB
OG0011073	sp|A1L188|NDUF8_HUMAN	tr|A0A6J0E565|A0A6J0E565_PERMB
OG0011074	sp|A2IDD5|CCD78_HUMAN	tr|A0A6J0DBN0|A0A6J0DBN0_PERMB
OG0011075	sp|A8MPX8|PP2D1_HUMAN	tr|A0A6I9LTT9|A0A6I9LTT9_PERMB
OG0011076	sp|O00244|ATOX1_HUMAN	tr|A0A6J0DSS9|A0A6J0DSS9_PERMB
OG0011077	sp|O14617|AP3D1_HUMAN	tr|A0A6J0DGH5|A0A6J0DGH5_PERMB
OG0011078	sp|O14733|MP2K7_HUMAN	tr|A0A6J0ECQ5|A0A6J0ECQ5_PERMB
OG0011079	sp|O60682|MUSC_HUMAN	tr|A0A6I9L148|A0A6I9L148_PERMB
OG0011080	sp|O75807|PR15A_HUMAN	tr|A0A6I9LP66|A0A6I9LP66_PERMB
OG0011081	sp|O75832|PSD10_HUMAN	tr|A0A6I9KTA2|A0A6I9KTA2_PERMB
OG0011082	sp|O95639|CPSF4_HUMAN	tr|A0A6J0DV81|A0A6J0DV81_PERMB
OG0011083	sp|P07988|PSPB_HUMAN	tr|A0A6J0CV67|A0A6J0CV67_PERMB
OG0011084	sp|P08247|SYPH_HUMAN	tr|A0A6I9MA06|A0A6I9MA06_PERMB
OG0011085	sp|P20062|TCO2_HUMAN	tr|A0A6I9L7Y3|A0A6I9L7Y3_PERMB
OG0011086	sp|P22794|EVI2A_HUMAN	tr|A0A6I9LED8|A0A6I9LED8_PERMB
OG0011087	sp|P23142|FBLN1_HUMAN	tr|A0A6I9LPG7|A0A6I9LPG7_PERMB
OG0011088	sp|P23471|PTPRZ_HUMAN	tr|A0A6I9LQP1|A0A6I9LQP1_PERMB
OG0011089	sp|P30038|AL4A1_HUMAN	tr|A0A6I9LDL4|A0A6I9LDL4_PERMB
OG0011090	sp|P30872|SSR1_HUMAN	tr|A0A6I9LRM1|A0A6I9LRM1_PERMB
OG0011091	sp|P49895|IOD1_HUMAN	tr|A0A6I9LEJ4|A0A6I9LEJ4_PERMB
OG0011092	sp|P52655|TF2AA_HUMAN	tr|A0A6I9LZZ1|A0A6I9LZZ1_PERMB
OG0011093	sp|P55060|XPO2_HUMAN	tr|A0A6I9MG72|A0A6I9MG72_PERMB
OG0011094	sp|P55287|CAD11_HUMAN	tr|A0A6J0DCK1|A0A6J0DCK1_PERMB
OG0011095	sp|P78345|RPP38_HUMAN	tr|A0A6J0DYN2|A0A6J0DYN2_PERMB
OG0011096	sp|Q0P641|CB080_HUMAN	tr|A0A6J0D2J3|A0A6J0D2J3_PERMB
OG0011097	sp|Q13685|AAMP_HUMAN	tr|A0A6I9KWG1|A0A6I9KWG1_PERMB
OG0011098	sp|Q14534|ERG1_HUMAN	tr|A0A6I9M5H2|A0A6I9M5H2_PERMB
OG0011099	sp|Q15906|VPS72_HUMAN	tr|A0A6I9LUV5|A0A6I9LUV5_PERMB
OG0011100	sp|Q2VPB7|AP5B1_HUMAN	tr|A0A6J0DHW4|A0A6J0DHW4_PERMB
OG0011101	sp|Q5BJD5|TM41B_HUMAN	tr|A0A6I9L7I3|A0A6I9L7I3_PERMB
OG0011102	sp|Q5HYK7|SH319_HUMAN	tr|A0A6J0DXF5|A0A6J0DXF5_PERMB
OG0011103	sp|Q5JVS0|HABP4_HUMAN	tr|A0A6I9LF75|A0A6I9LF75_PERMB
OG0011104	sp|Q5TEZ5|CF163_HUMAN	tr|A0A6I9LDC4|A0A6I9LDC4_PERMB
OG0011105	sp|Q5XPI4|RN123_HUMAN	tr|A0A6J0DGW7|A0A6J0DGW7_PERMB
OG0011106	sp|Q6P087|RUSD3_HUMAN	tr|A0A6I9MFB5|A0A6I9MFB5_PERMB
OG0011107	sp|Q6XD76|ASCL4_HUMAN	tr|A0A6J0E2V7|A0A6J0E2V7_PERMB
OG0011108	sp|Q7L014|DDX46_HUMAN	tr|A0A6I9L489|A0A6I9L489_PERMB
OG0011109	sp|Q7Z7M8|B3GN8_HUMAN	tr|A0A6J0E197|A0A6J0E197_PERMB
OG0011110	sp|Q86XA0|MET23_HUMAN	tr|A0A6I9MFS2|A0A6I9MFS2_PERMB
OG0011111	sp|Q86XI8|ZSWM9_HUMAN	tr|A0A6I9MNP7|A0A6I9MNP7_PERMB
OG0011112	sp|Q8IUC1|KR111_HUMAN	tr|A0A6I9M8E9|A0A6I9M8E9_PERMB
OG0011113	sp|Q8IXJ6|SIR2_HUMAN	tr|A0A6I9LMZ4|A0A6I9LMZ4_PERMB
OG0011114	sp|Q8IYB3|SRRM1_HUMAN	tr|A0A6I9LE15|A0A6I9LE15_PERMB
OG0011115	sp|Q8IYW2|CFA46_HUMAN	tr|A0A6J0E388|A0A6J0E388_PERMB
OG0011116	sp|Q8NE35|CPEB3_HUMAN	tr|A0A6I9LG63|A0A6I9LG63_PERMB
OG0011117	sp|Q8NFD2|ANKK1_HUMAN	tr|A0A6J0CKE9|A0A6J0CKE9_PERMB
OG0011118	sp|Q8TAL6|FIBIN_HUMAN	tr|A0A6I9LLM9|A0A6I9LLM9_PERMB
OG0011119	sp|Q8WUU8|TM174_HUMAN	tr|A0A6I9LW98|A0A6I9LW98_PERMB
OG0011120	sp|Q8WWZ1|IL1FA_HUMAN	tr|A0A6I9LDY4|A0A6I9LDY4_PERMB
OG0011121	sp|Q969H8|MYDGF_HUMAN	tr|A0A6I9LUA5|A0A6I9LUA5_PERMB
OG0011122	sp|Q96B02|UBE2W_HUMAN	tr|A0A6J0D0R3|A0A6J0D0R3_PERMB
OG0011123	sp|Q96FV9|THOC1_HUMAN	tr|A0A6I9MHH5|A0A6I9MHH5_PERMB
OG0011124	sp|Q96H55|MYO19_HUMAN	tr|A0A6J0DWE2|A0A6J0DWE2_PERMB
OG0011125	sp|Q96MN9|ZN488_HUMAN	tr|A0A6J0D838|A0A6J0D838_PERMB
OG0011126	sp|Q99583|MNT_HUMAN	tr|A0A6J0D9K3|A0A6J0D9K3_PERMB
OG0011127	sp|Q9BPW5|RSLBB_HUMAN	tr|A0A6I9LN63|A0A6I9LN63_PERMB
OG0011128	sp|Q9BSJ8|ESYT1_HUMAN	tr|A0A6I9M075|A0A6I9M075_PERMB
OG0011129	sp|Q9H4F1|SIA7D_HUMAN	tr|A0A6J0DRR4|A0A6J0DRR4_PERMB
OG0011130	sp|Q9H7L9|SDS3_HUMAN	tr|A0A6I9L331|A0A6I9L331_PERMB
OG0011131	sp|Q9H7T9|AUNIP_HUMAN	tr|A0A6I9LE34|A0A6I9LE34_PERMB
OG0011132	sp|Q9HB58|SP110_HUMAN	tr|A0A6I9LI27|A0A6I9LI27_PERMB
OG0011133	sp|Q9HBK9|AS3MT_HUMAN	tr|A0A6I9LRT4|A0A6I9LRT4_PERMB
OG0011134	sp|Q9NP85|PODO_HUMAN	tr|A0A6J0D3G7|A0A6J0D3G7_PERMB
OG0011135	sp|Q9NQS1|AVEN_HUMAN	tr|A0A6J0CET8|A0A6J0CET8_PERMB
OG0011136	sp|Q9NS67|GPR27_HUMAN	tr|A0A6J0CTR9|A0A6J0CTR9_PERMB
OG0011137	sp|Q9P2D6|F135A_HUMAN	tr|A0A6J0E969|A0A6J0E969_PERMB
OG0011138	sp|Q9UBL3|ASH2L_HUMAN	tr|A0A6I9LHH0|A0A6I9LHH0_PERMB
OG0011139	sp|Q9UDW3|ZMAT5_HUMAN	tr|A0A6I9L4T0|A0A6I9L4T0_PERMB
OG0011140	sp|Q9UIS9|MBD1_HUMAN	tr|A0A6I9L1B8|A0A6I9L1B8_PERMB
OG0011141	sp|Q9Y450|HBS1L_HUMAN	tr|A0A6I9LAB6|A0A6I9LAB6_PERMB
OG0011142	sp|Q9Y5R4|HEMK1_HUMAN	tr|A0A6I9LK10|A0A6I9LK10_PERMB
OG0011143	sp|Q9Y6X4|F169A_HUMAN	tr|A0A6I9LWC0|A0A6I9LWC0_PERMB
OG0011144	sp|A1A5B4|ANO9_HUMAN	tr|A0A6J0D976|A0A6J0D976_PERMB
OG0011145	sp|A6NKN8|PC4L1_HUMAN	tr|A0A6I9MAW8|A0A6I9MAW8_PERMB
OG0011146	sp|A6NMD0|IFM10_HUMAN	tr|A0A6J0D9E9|A0A6J0D9E9_PERMB
OG0011147	sp|O00167|EYA2_HUMAN	tr|A0A6I9LVI5|A0A6I9LVI5_PERMB
OG0011148	sp|O14683|P5I11_HUMAN	tr|A0A6I9M381|A0A6I9M381_PERMB
OG0011149	sp|O15204|ADEC1_HUMAN	tr|A0A6I9LXL9|A0A6I9LXL9_PERMB
OG0011150	sp|O75578|ITA10_HUMAN	tr|A0A6I9LQC5|A0A6I9LQC5_PERMB
OG0011151	sp|O95486|SC24A_HUMAN	tr|A0A6I9M6T9|A0A6I9M6T9_PERMB
OG0011152	sp|O95848|NUD14_HUMAN	tr|A0A6I9M207|A0A6I9M207_PERMB
OG0011153	sp|O95972|BMP15_HUMAN	tr|A0A6I9MEQ7|A0A6I9MEQ7_PERMB
OG0011154	sp|P04839|CY24B_HUMAN	tr|A0A6I9LCX2|A0A6I9LCX2_PERMB
OG0011155	sp|P05111|INHA_HUMAN	tr|A0A6I9KW18|A0A6I9KW18_PERMB
OG0011156	sp|P08912|ACM5_HUMAN	tr|A0A6I9M9D1|A0A6I9M9D1_PERMB
OG0011157	sp|P17022|ZNF18_HUMAN	tr|A0A6I9L5Y9|A0A6I9L5Y9_PERMB
OG0011158	sp|P17706|PTN2_HUMAN	tr|A0A6I9KSY1|A0A6I9KSY1_PERMB
OG0011159	sp|P19447|ERCC3_HUMAN	tr|A0A6I9LF08|A0A6I9LF08_PERMB
OG0011160	sp|P22888|LSHR_HUMAN	tr|A0A6I9LL20|A0A6I9LL20_PERMB
OG0011161	sp|P34995|PE2R1_HUMAN	tr|A0A6I9MFA4|A0A6I9MFA4_PERMB
OG0011162	sp|P36402|TCF7_HUMAN	tr|A0A6J0EHH3|A0A6J0EHH3_PERMB
OG0011163	sp|P36542|ATPG_HUMAN	tr|A0A6I9LY91|A0A6I9LY91_PERMB
OG0011164	sp|P36894|BMR1A_HUMAN	tr|A0A6I9LCF6|A0A6I9LCF6_PERMB
OG0011165	sp|P48039|MTR1A_HUMAN	tr|A0A6I9KTK1|A0A6I9KTK1_PERMB
OG0011166	sp|P83876|TXN4A_HUMAN	tr|A0A6I9L6F9|A0A6I9L6F9_PERMB
OG0011167	sp|Q06787|FMR1_HUMAN	tr|A0A6I9MH00|A0A6I9MH00_PERMB
OG0011168	sp|Q13191|CBLB_HUMAN	tr|A0A6I9M5L4|A0A6I9M5L4_PERMB
OG0011169	sp|Q15599|NHRF2_HUMAN	tr|A0A6I9LGT1|A0A6I9LGT1_PERMB
OG0011170	sp|Q16082|HSPB2_HUMAN	tr|A0A6I9L3G0|A0A6I9L3G0_PERMB
OG0011171	sp|Q16222|UAP1_HUMAN	tr|A0A6J0CJ71|A0A6J0CJ71_PERMB
OG0011172	sp|Q3MIP1|IPIL2_HUMAN	tr|A0A6I9LW30|A0A6I9LW30_PERMB
OG0011173	sp|Q496J9|SV2C_HUMAN	tr|A0A6I9LWB5|A0A6I9LWB5_PERMB
OG0011174	sp|Q5VU43|MYOME_HUMAN	tr|A0A6J0DNT1|A0A6J0DNT1_PERMB
OG0011175	sp|Q5VUA4|ZN318_HUMAN	tr|A0A6J0EFT5|A0A6J0EFT5_PERMB
OG0011176	sp|Q6ICG8|WBP2L_HUMAN	tr|A0A6J0DEU9|A0A6J0DEU9_PERMB
OG0011177	sp|Q6P2E9|EDC4_HUMAN	tr|A0A6J0E2D6|A0A6J0E2D6_PERMB
OG0011178	sp|Q6PEZ8|PONL1_HUMAN	tr|A0A6I9LZ85|A0A6I9LZ85_PERMB
OG0011179	sp|Q70CQ4|UBP31_HUMAN	tr|A0A6I9LAQ6|A0A6I9LAQ6_PERMB
OG0011180	sp|Q7Z4R8|CF120_HUMAN	tr|A0A6J0D4D9|A0A6J0D4D9_PERMB
OG0011181	sp|Q7Z569|BRAP_HUMAN	tr|A0A6I9L027|A0A6I9L027_PERMB
OG0011182	sp|Q7Z5W3|BN3D2_HUMAN	tr|A0A6I9L0B7|A0A6I9L0B7_PERMB
OG0011183	sp|Q8IXY8|PPIL6_HUMAN	tr|A0A6I9LVB9|A0A6I9LVB9_PERMB
OG0011184	sp|Q8IY42|CD019_HUMAN	tr|A0A6I9L848|A0A6I9L848_PERMB
OG0011185	sp|Q8N5G2|MACOI_HUMAN	tr|A0A6I9L2A8|A0A6I9L2A8_PERMB
OG0011186	sp|Q8N7C0|LRC52_HUMAN	tr|A0A6I9LRN1|A0A6I9LRN1_PERMB
OG0011187	sp|Q8NA29|NLS1_HUMAN	tr|A0A6I9LXL8|A0A6I9LXL8_PERMB
OG0011188	sp|Q8NBH2|KY_HUMAN	tr|A0A6J0DCS1|A0A6J0DCS1_PERMB
OG0011189	sp|Q8NFR3|SPTSB_HUMAN	tr|A0A6J0CSW0|A0A6J0CSW0_PERMB
OG0011190	sp|Q8TF68|ZN384_HUMAN	tr|A0A6J0CFW3|A0A6J0CFW3_PERMB
OG0011191	sp|Q96FX8|PERP_HUMAN	tr|A0A6I9LX34|A0A6I9LX34_PERMB
OG0011192	sp|Q9BRP0|OVOL2_HUMAN	tr|A0A6I9LIH4|A0A6I9LIH4_PERMB
OG0011193	sp|Q9BS26|ERP44_HUMAN	tr|A0A6I9KZ55|A0A6I9KZ55_PERMB
OG0011194	sp|Q9BV44|THUM3_HUMAN	tr|A0A6I9MGY8|A0A6I9MGY8_PERMB
OG0011195	sp|Q9H165|BC11A_HUMAN	tr|A0A6J0D1V6|A0A6J0D1V6_PERMB
OG0011196	sp|Q9H3D4|P63_HUMAN	tr|A0A6I9LV32|A0A6I9LV32_PERMB
OG0011197	sp|Q9HB96|FANCE_HUMAN	tr|A0A6J0DQM1|A0A6J0DQM1_PERMB
OG0011198	sp|Q9NPG2|NGB_HUMAN	tr|A0A6I9M664|A0A6I9M664_PERMB
OG0011199	sp|Q9NQ88|TIGAR_HUMAN	tr|A0A6I9LPQ5|A0A6I9LPQ5_PERMB
OG0011200	sp|Q9NQC1|JADE2_HUMAN	tr|A0A6J0EDJ5|A0A6J0EDJ5_PERMB
OG0011201	sp|Q9P0N9|TBCD7_HUMAN	tr|A0A6I9KXI8|A0A6I9KXI8_PERMB
OG0011202	sp|Q9P2K1|C2D2A_HUMAN	tr|A0A6I9MEQ4|A0A6I9MEQ4_PERMB
OG0011203	sp|Q9UBC1|IKBL1_HUMAN	tr|A0A6I9MHB6|A0A6I9MHB6_PERMB
OG0011204	sp|Q9UG63|ABCF2_HUMAN	tr|A0A6I9MG56|A0A6I9MG56_PERMB
OG0011205	sp|Q9UNN4|TF2AY_HUMAN	tr|A0A6I9M1B9|A0A6I9M1B9_PERMB
OG0011206	sp|Q9UQF2|JIP1_HUMAN	tr|A0A6I9MJD8|A0A6I9MJD8_PERMB
OG0011207	sp|Q9Y4J8|DTNA_HUMAN	tr|A0A6J0CKW3|A0A6J0CKW3_PERMB
OG0011208	sp|Q9Y4X0|AMMR1_HUMAN	tr|A0A6I9KT95|A0A6I9KT95_PERMB
OG0011209	sp|Q9Y5B6|PAXB1_HUMAN	tr|A0A6I9LIW6|A0A6I9LIW6_PERMB
OG0011210	sp|A0A1B0GWB2|PRT1B_HUMAN	tr|A0A6J0DWW8|A0A6J0DWW8_PERMB
OG0011211	sp|A6NJG2|SWAHD_HUMAN	tr|A0A6I9MDY1|A0A6I9MDY1_PERMB
OG0011212	sp|E7EW31|PROB1_HUMAN	tr|A0A6I9M6A8|A0A6I9M6A8_PERMB
OG0011213	sp|O15370|SOX12_HUMAN	tr|A0A6I9LVW3|A0A6I9LVW3_PERMB
OG0011214	sp|O75264|SIM24_HUMAN	tr|A0A6I9L7Y2|A0A6I9L7Y2_PERMB
OG0011215	sp|O94830|DDHD2_HUMAN	tr|A0A6J0DM66|A0A6J0DM66_PERMB
OG0011216	sp|O95793|STAU1_HUMAN	tr|A0A6I9MDR3|A0A6I9MDR3_PERMB
OG0011217	sp|O95859|TSN12_HUMAN	tr|A0A6J0CLN3|A0A6J0CLN3_PERMB
OG0011218	sp|P08758|ANXA5_HUMAN	tr|A0A6I9KUK8|A0A6I9KUK8_PERMB
OG0011219	sp|P09693|CD3G_HUMAN	tr|A0A6J0E950|A0A6J0E950_PERMB
OG0011220	sp|P0C2S0|CTXN2_HUMAN	tr|A0A6I9M0L3|A0A6I9M0L3_PERMB
OG0011221	sp|P0C7T5|ATX1L_HUMAN	tr|A0A6I9L780|A0A6I9L780_PERMB
OG0011222	sp|P11086|PNMT_HUMAN	tr|A0A6I9KVI1|A0A6I9KVI1_PERMB
OG0011223	sp|P13591|NCAM1_HUMAN	tr|A0A6J0CHE4|A0A6J0CHE4_PERMB
OG0011224	sp|P20264|PO3F3_HUMAN	tr|A0A6J0DW51|A0A6J0DW51_PERMB
OG0011225	sp|P21964|COMT_HUMAN	tr|A0A6J0CLJ0|A0A6J0CLJ0_PERMB
OG0011226	sp|P46695|IEX1_HUMAN	tr|A0A6I9MNC5|A0A6I9MNC5_PERMB
OG0011227	sp|P51161|FABP6_HUMAN	tr|A0A6I9L1K3|A0A6I9L1K3_PERMB
OG0011228	sp|P54852|EMP3_HUMAN	tr|A0A6J0DJ93|A0A6J0DJ93_PERMB
OG0011229	sp|P56597|NDK5_HUMAN	tr|A0A6I9L6B2|A0A6I9L6B2_PERMB
OG0011230	sp|Q0VDI3|TM267_HUMAN	tr|A0A6J0E7D4|A0A6J0E7D4_PERMB
OG0011231	sp|Q12870|TCF15_HUMAN	tr|A0A6I9M0U2|A0A6I9M0U2_PERMB
OG0011232	sp|Q14331|FRG1_HUMAN	tr|A0A6I9MMB9|A0A6I9MMB9_PERMB
OG0011233	sp|Q14527|HLTF_HUMAN	tr|A0A6I9MEC7|A0A6I9MEC7_PERMB
OG0011234	sp|Q53QV2|LBH_HUMAN	tr|A0A6I9LUQ9|A0A6I9LUQ9_PERMB
OG0011235	sp|Q5C9Z4|NOM1_HUMAN	tr|A0A6J0CVJ5|A0A6J0CVJ5_PERMB
OG0011236	sp|Q5SVQ8|ZBT41_HUMAN	tr|A0A6I9LET3|A0A6I9LET3_PERMB
OG0011237	sp|Q5VV63|ATRN1_HUMAN	tr|A0A6I9LK95|A0A6I9LK95_PERMB
OG0011238	sp|Q5VWQ0|RSBN1_HUMAN	tr|A0A6I9LBP2|A0A6I9LBP2_PERMB
OG0011239	sp|Q6MZW2|FSTL4_HUMAN	tr|A0A6I9LVS4|A0A6I9LVS4_PERMB
OG0011240	sp|Q6NXT1|ANR54_HUMAN	tr|A0A6I9L9Z9|A0A6I9L9Z9_PERMB
OG0011241	sp|Q6SJ96|TBPL2_HUMAN	tr|A0A6I9LC78|A0A6I9LC78_PERMB
OG0011242	sp|Q6UWW9|TM207_HUMAN	tr|A0A6I9LJM9|A0A6I9LJM9_PERMB
OG0011243	sp|Q6ZQN7|SO4C1_HUMAN	tr|A0A6I9LWB0|A0A6I9LWB0_PERMB
OG0011244	sp|Q71UI9|H2AV_HUMAN	tr|A0A6I9L852|A0A6I9L852_PERMB
OG0011245	sp|Q8IV50|LYSM2_HUMAN	tr|A0A6I9KZ26|A0A6I9KZ26_PERMB
OG0011246	sp|Q8IWE5|PKHM2_HUMAN	tr|A0A6J0D2W5|A0A6J0D2W5_PERMB
OG0011247	sp|Q8IWU2|LMTK2_HUMAN	tr|A0A6J0DPC3|A0A6J0DPC3_PERMB
OG0011248	sp|Q8IWY9|CDAN1_HUMAN	tr|A0A6J0DCY4|A0A6J0DCY4_PERMB
OG0011249	sp|Q8N5I9|NOPC1_HUMAN	tr|A0A6I9LBH5|A0A6I9LBH5_PERMB
OG0011250	sp|Q8N6H7|ARFG2_HUMAN	tr|A0A6J0DSK4|A0A6J0DSK4_PERMB
OG0011251	sp|Q8NB15|ZN511_HUMAN	tr|A0A6J0E4X0|A0A6J0E4X0_PERMB
OG0011252	sp|Q8NBZ0|IN80E_HUMAN	tr|A0A6I9L4T1|A0A6I9L4T1_PERMB
OG0011253	sp|Q8NC42|RN149_HUMAN	tr|A0A6I9LKU1|A0A6I9LKU1_PERMB
OG0011254	sp|Q8NCF5|NF2IP_HUMAN	tr|A0A6I9LJU1|A0A6I9LJU1_PERMB
OG0011255	sp|Q8ND30|LIPB2_HUMAN	tr|A0A6J0EEK5|A0A6J0EEK5_PERMB
OG0011256	sp|Q8WV92|MITD1_HUMAN	tr|A0A6I9LKV9|A0A6I9LKV9_PERMB
OG0011257	sp|Q8WVY7|UBCP1_HUMAN	tr|A0A6I9L4Z2|A0A6I9L4Z2_PERMB
OG0011258	sp|Q8WYL5|SSH1_HUMAN	tr|A0A6J0CMR5|A0A6J0CMR5_PERMB
OG0011259	sp|Q969F1|TF3C6_HUMAN	tr|A0A6J0DPW3|A0A6J0DPW3_PERMB
OG0011260	sp|Q969R5|LMBL2_HUMAN	tr|A0A6I9LAL6|A0A6I9LAL6_PERMB
OG0011261	sp|Q96C34|RUND1_HUMAN	tr|A0A6J0CI16|A0A6J0CI16_PERMB
OG0011262	sp|Q96F05|CK024_HUMAN	tr|A0A6J0DHP4|A0A6J0DHP4_PERMB
OG0011263	sp|Q9H074|PAIP1_HUMAN	tr|A0A6J0EBB7|A0A6J0EBB7_PERMB
OG0011264	sp|Q9H082|RB33B_HUMAN	tr|A0A6I9L6Y1|A0A6I9L6Y1_PERMB
OG0011265	sp|Q9H147|TDIF1_HUMAN	tr|A0A6J0DHS2|A0A6J0DHS2_PERMB
OG0011266	sp|Q9H1R3|MYLK2_HUMAN	tr|A0A6I9LMX8|A0A6I9LMX8_PERMB
OG0011267	sp|Q9H633|RPP21_HUMAN	tr|A0A6J0CUG5|A0A6J0CUG5_PERMB
OG0011268	sp|Q9H902|REEP1_HUMAN	tr|A0A6J0EEP9|A0A6J0EEP9_PERMB
OG0011269	sp|Q9NPF7|IL23A_HUMAN	tr|A0A6I9LZ96|A0A6I9LZ96_PERMB
OG0011270	sp|Q9NVC6|MED17_HUMAN	tr|A0A6I9M571|A0A6I9M571_PERMB
OG0011271	sp|Q9NWM8|FKB14_HUMAN	tr|A0A6I9LXH7|A0A6I9LXH7_PERMB
OG0011272	sp|Q9UIF7|MUTYH_HUMAN	tr|A0A6I9LQB9|A0A6I9LQB9_PERMB
OG0011273	sp|Q9Y4P3|TBL2_HUMAN	tr|A0A6I9KUY8|A0A6I9KUY8_PERMB
OG0011274	sp|Q9Y597|KCTD3_HUMAN	tr|A0A6I9L2Y2|A0A6I9L2Y2_PERMB
OG0011275	sp|Q9Y6I8|PXMP4_HUMAN	tr|A0A6I9MEV4|A0A6I9MEV4_PERMB
OG0011276	sp|A4D126|ISPD_HUMAN	tr|A0A6I9LSY0|A0A6I9LSY0_PERMB
OG0011277	sp|A6NH11|GLTD2_HUMAN	tr|A0A6I9M0V6|A0A6I9M0V6_PERMB
OG0011278	sp|B7ZC32|KIF28_HUMAN	tr|A0A6I9L7D2|A0A6I9L7D2_PERMB
OG0011279	sp|O15527|OGG1_HUMAN	tr|A0A6I9M8N7|A0A6I9M8N7_PERMB
OG0011280	sp|O43167|ZBT24_HUMAN	tr|A0A6J0DVH8|A0A6J0DVH8_PERMB
OG0011281	sp|O43592|XPOT_HUMAN	tr|A0A6J0D296|A0A6J0D296_PERMB
OG0011282	sp|O43677|NDUC1_HUMAN	tr|A0A6I9L5P9|A0A6I9L5P9_PERMB
OG0011283	sp|O75396|SC22B_HUMAN	tr|A0A6I9LQE0|A0A6I9LQE0_PERMB
OG0011284	sp|O95190|OAZ2_HUMAN	tr|A0A6I9GZR0|A0A6I9GZR0_PERMB
OG0011285	sp|P10176|COX8A_HUMAN	tr|A0A6I9LKN5|A0A6I9LKN5_PERMB
OG0011286	sp|P10747|CD28_HUMAN	tr|A0A6J0D1F5|A0A6J0D1F5_PERMB
OG0011287	sp|P11686|PSPC_HUMAN	tr|A0A6I9LRV9|A0A6I9LRV9_PERMB
OG0011288	sp|P13671|CO6_HUMAN	tr|A0A6J0E3E7|A0A6J0E3E7_PERMB
OG0011289	sp|P14653|HXB1_HUMAN	tr|A0A6I9L2M0|A0A6I9L2M0_PERMB
OG0011290	sp|P16581|LYAM2_HUMAN	tr|A0A6I9L8H5|A0A6I9L8H5_PERMB
OG0011291	sp|P17481|HXB8_HUMAN	tr|A0A6I9KVY8|A0A6I9KVY8_PERMB
OG0011292	sp|P20042|IF2B_HUMAN	tr|A0A6J0CHW9|A0A6J0CHW9_PERMB
OG0011293	sp|P24593|IBP5_HUMAN	tr|A0A6I9KW74|A0A6I9KW74_PERMB
OG0011294	sp|P31260|HXA10_HUMAN	tr|A0A6I9LEF1|A0A6I9LEF1_PERMB
OG0011295	sp|P31327|CPSM_HUMAN	tr|A0A6I9L146|A0A6I9L146_PERMB
OG0011296	sp|P34969|5HT7R_HUMAN	tr|A0A6J0E6Z9|A0A6J0E6Z9_PERMB
OG0011297	sp|P40121|CAPG_HUMAN	tr|A0A6J0CQM7|A0A6J0CQM7_PERMB
OG0011298	sp|P48723|HSP13_HUMAN	tr|A0A6I9LWU5|A0A6I9LWU5_PERMB
OG0011299	sp|P53672|CRBA2_HUMAN	tr|A0A6I9L332|A0A6I9L332_PERMB
OG0011300	sp|P61026|RAB10_HUMAN	tr|A0A6I9M8G4|A0A6I9M8G4_PERMB
OG0011301	sp|P82970|HMGN5_HUMAN	tr|A0A6I9M3W6|A0A6I9M3W6_PERMB
OG0011302	sp|Q01433|AMPD2_HUMAN	tr|A0A6I9LHY1|A0A6I9LHY1_PERMB
