Orthogroup	Homo_sapiens	Pteropus_vampyrus
OG0013230	sp|Q9H9Z2|LN28A_HUMAN	tr|A0A6P3Q0M1|A0A6P3Q0M1_PTEVA
OG0013231	sp|Q9NRC9|OTOR_HUMAN	tr|A0A6P3QTF7|A0A6P3QTF7_PTEVA
OG0013232	sp|Q9NS18|GLRX2_HUMAN	tr|A0A6P3QEW7|A0A6P3QEW7_PTEVA
OG0013233	sp|Q9NTK1|DEPP1_HUMAN	tr|A0A6P3RQE2|A0A6P3RQE2_PTEVA
OG0013234	sp|Q9NVS2|RT18A_HUMAN	tr|A0A6P3Q2H4|A0A6P3Q2H4_PTEVA
OG0013235	sp|Q9NWX6|THG1_HUMAN	tr|A0A6P3Q9L3|A0A6P3Q9L3_PTEVA
OG0013236	sp|Q9NX45|SOLH2_HUMAN	tr|A0A6P6CK46|A0A6P6CK46_PTEVA
OG0013237	sp|Q9NYF3|FA53C_HUMAN	tr|A0A6P6CL85|A0A6P6CL85_PTEVA
OG0013238	sp|Q9NZ72|STMN3_HUMAN	tr|A0A6P3R749|A0A6P3R749_PTEVA
OG0013239	sp|Q9UKR3|KLK13_HUMAN	tr|A0A6P3RTF9|A0A6P3RTF9_PTEVA
OG0013240	sp|Q9UKY4|POMT2_HUMAN	tr|A0A6P3Q792|A0A6P3Q792_PTEVA
OG0013241	sp|Q9ULD2|MTUS1_HUMAN	tr|A0A6P6CPI2|A0A6P6CPI2_PTEVA
OG0013242	sp|Q9UNY4|TTF2_HUMAN	tr|A0A6P6CTA9|A0A6P6CTA9_PTEVA
OG0013243	tr|A0A0C4DGP1|A0A0C4DGP1_HUMAN	tr|A0A6P3QFE7|A0A6P3QFE7_PTEVA
OG0013244	sp|O60220|TIM8A_HUMAN	tr|A0A6P3RS95|A0A6P3RS95_PTEVA
OG0013245	sp|O75052|CAPON_HUMAN	tr|A0A6P6BQB7|A0A6P6BQB7_PTEVA
OG0013246	sp|O75448|MED24_HUMAN	tr|A0A6P3RXF5|A0A6P3RXF5_PTEVA
OG0013247	sp|P05019|IGF1_HUMAN	tr|A0A6P6C6T3|A0A6P6C6T3_PTEVA
OG0013248	sp|P0C024|NUDT7_HUMAN	tr|A0A6P3Q0K5|A0A6P3Q0K5_PTEVA
OG0013249	sp|P20290|BTF3_HUMAN	tr|A0A6P3QWD7|A0A6P3QWD7_PTEVA
OG0013250	sp|P20933|ASPG_HUMAN	tr|A0A6P3QSH3|A0A6P3QSH3_PTEVA
OG0013251	sp|P24539|AT5F1_HUMAN	tr|A0A6P3QSY9|A0A6P3QSY9_PTEVA
OG0013252	sp|P27694|RFA1_HUMAN	tr|A0A6P3Q504|A0A6P3Q504_PTEVA
OG0013253	sp|P41161|ETV5_HUMAN	tr|A0A6P3RF08|A0A6P3RF08_PTEVA
OG0013254	sp|P49721|PSB2_HUMAN	tr|A0A6P3PYN9|A0A6P3PYN9_PTEVA
OG0013255	sp|P50583|AP4A_HUMAN	tr|A0A6P3RDV4|A0A6P3RDV4_PTEVA
OG0013256	sp|P51168|SCNNB_HUMAN	tr|A0A6P6BLC3|A0A6P6BLC3_PTEVA
OG0013257	sp|P51797|CLCN6_HUMAN	tr|A0A6P3QET2|A0A6P3QET2_PTEVA
OG0013258	sp|P52429|DGKE_HUMAN	tr|A0A6P3QNG8|A0A6P3QNG8_PTEVA
OG0013259	sp|P53671|LIMK2_HUMAN	tr|A0A6P3RZP0|A0A6P3RZP0_PTEVA
OG0013260	sp|P57740|NU107_HUMAN	tr|A0A6P6BM44|A0A6P6BM44_PTEVA
OG0013261	sp|Q07617|SPAG1_HUMAN	tr|A0A6P3R4W0|A0A6P3R4W0_PTEVA
OG0013262	sp|Q0P6D2|DIK1C_HUMAN	tr|A0A6P3QZQ7|A0A6P3QZQ7_PTEVA
OG0013263	sp|Q14202|ZMYM3_HUMAN	tr|A0A6P3QSG5|A0A6P3QSG5_PTEVA
OG0013264	sp|Q15847|ADIRF_HUMAN	tr|A0A6P3PY21|A0A6P3PY21_PTEVA
OG0013265	sp|Q53EP0|FND3B_HUMAN	tr|A0A6P3RT22|A0A6P3RT22_PTEVA
OG0013266	sp|Q5SXM2|SNPC4_HUMAN	tr|A0A6P6CXG9|A0A6P6CXG9_PTEVA
OG0013267	sp|Q5TBC7|B2L15_HUMAN	tr|A0A6P3QYP8|A0A6P3QYP8_PTEVA
OG0013268	sp|Q5VY43|PEAR1_HUMAN	tr|A0A6P3QII3|A0A6P3QII3_PTEVA
OG0013269	sp|Q6DKI1|RL7L_HUMAN	tr|A0A6P3Q2B5|A0A6P3Q2B5_PTEVA
OG0013270	sp|Q6UWN8|ISK6_HUMAN	tr|A0A6P6C1B2|A0A6P6C1B2_PTEVA
OG0013271	sp|Q6UXP7|F151B_HUMAN	tr|A0A6P3R5T2|A0A6P3R5T2_PTEVA
OG0013272	sp|Q86TI0|TBCD1_HUMAN	tr|A0A6P6CQS1|A0A6P6CQS1_PTEVA
OG0013273	sp|Q8IUI8|CRLF3_HUMAN	tr|A0A6P6CFZ2|A0A6P6CFZ2_PTEVA
OG0013274	sp|Q8N0W5|IQCK_HUMAN	tr|A0A6P3R5W9|A0A6P3R5W9_PTEVA
OG0013275	sp|Q8N556|AFAP1_HUMAN	tr|A0A6P6C2Q8|A0A6P6C2Q8_PTEVA
OG0013276	sp|Q8N9A8|NEPR1_HUMAN	tr|A0A6P3Q3A9|A0A6P3Q3A9_PTEVA
OG0013277	sp|Q8ND56|LS14A_HUMAN	tr|A0A6P3QUJ1|A0A6P3QUJ1_PTEVA
OG0013278	sp|Q8NFF5|FAD1_HUMAN	tr|A0A6P6CRC7|A0A6P6CRC7_PTEVA
OG0013279	sp|Q8TEB9|RHBL4_HUMAN	tr|A0A6P3QFT5|A0A6P3QFT5_PTEVA
OG0013280	sp|Q8WVD5|RN141_HUMAN	tr|A0A6P6BQR2|A0A6P6BQR2_PTEVA
OG0013281	sp|Q8WW14|CJ082_HUMAN	tr|A0A6P6CFT0|A0A6P6CFT0_PTEVA
OG0013282	sp|Q969J3|BORC5_HUMAN	tr|A0A6P3R317|A0A6P3R317_PTEVA
OG0013283	sp|Q96FK6|WDR89_HUMAN	tr|A0A6P3RKK1|A0A6P3RKK1_PTEVA
OG0013284	sp|Q96H20|SNF8_HUMAN	tr|A0A6P6BZ98|A0A6P6BZ98_PTEVA
OG0013285	sp|Q96HJ9|FMC1_HUMAN	tr|A0A6P3Q4B0|A0A6P3Q4B0_PTEVA
OG0013286	sp|Q96MU8|KREM1_HUMAN	tr|A0A6P3QZF1|A0A6P3QZF1_PTEVA
OG0013287	sp|Q96MZ0|GD1L1_HUMAN	tr|A0A6P3QN79|A0A6P3QN79_PTEVA
OG0013288	sp|Q9BVC5|ASHWN_HUMAN	tr|A0A6P3R5E2|A0A6P3R5E2_PTEVA
OG0013289	sp|Q9BY10|TSCOT_HUMAN	tr|A0A6P3RKX5|A0A6P3RKX5_PTEVA
OG0013290	sp|Q9H3T2|SEM6C_HUMAN	tr|A0A6P6BRI0|A0A6P6BRI0_PTEVA
OG0013291	sp|Q9H9V4|RN122_HUMAN	tr|A0A6P3R9H1|A0A6P3R9H1_PTEVA
OG0013292	sp|Q9HAN9|NMNA1_HUMAN	tr|A0A6P6CN76|A0A6P6CN76_PTEVA
OG0013293	sp|Q9HCB6|SPON1_HUMAN	tr|A0A6P3QYB5|A0A6P3QYB5_PTEVA
OG0013294	sp|Q9HD43|PTPRH_HUMAN	tr|A0A6P6BTS1|A0A6P6BTS1_PTEVA
OG0013295	sp|Q9NQU5|PAK6_HUMAN	tr|A0A6P6C7X9|A0A6P6C7X9_PTEVA
OG0013296	sp|Q9NRF9|DPOE3_HUMAN	tr|A0A6P3QJY9|A0A6P3QJY9_PTEVA
OG0013297	sp|Q9NVF7|FBX28_HUMAN	tr|A0A6P3Q4P4|A0A6P3Q4P4_PTEVA
OG0013298	sp|Q9NVV0|TM38B_HUMAN	tr|A0A6P3QFM7|A0A6P3QFM7_PTEVA
OG0013299	sp|Q9NX18|SDHF2_HUMAN	tr|A0A6P3RQM3|A0A6P3RQM3_PTEVA
OG0013300	sp|Q9P2K2|TXD16_HUMAN	tr|A0A6P3S1T5|A0A6P3S1T5_PTEVA
OG0013301	sp|Q9UHQ1|NARF_HUMAN	tr|A0A6P3QYJ8|A0A6P3QYJ8_PTEVA
OG0013302	sp|Q9UKN5|PRDM4_HUMAN	tr|A0A6P3RZT0|A0A6P3RZT0_PTEVA
OG0013303	sp|Q9Y2W2|WBP11_HUMAN	tr|A0A6P3R2D1|A0A6P3R2D1_PTEVA
OG0013304	sp|Q9Y3S2|ZN330_HUMAN	tr|A0A6P3QYQ6|A0A6P3QYQ6_PTEVA
OG0013305	sp|A2RRP1|NBAS_HUMAN	tr|A0A6P6CAB7|A0A6P6CAB7_PTEVA
OG0013306	sp|A6NIN4|RN227_HUMAN	tr|A0A6P3Q0K4|A0A6P3Q0K4_PTEVA
OG0013307	sp|O15054|KDM6B_HUMAN	tr|A0A6P3Q0I4|A0A6P3Q0I4_PTEVA
OG0013308	sp|O60284|ST18_HUMAN	tr|A0A6P6CEE7|A0A6P6CEE7_PTEVA
OG0013309	sp|O95406|CNIH1_HUMAN	tr|A0A6P3RLL2|A0A6P3RLL2_PTEVA
OG0013310	sp|P04156|PRIO_HUMAN	tr|A2BDI5|A2BDI5_PTEVA
OG0013311	sp|P05093|CP17A_HUMAN	tr|A0A6P3RQ57|A0A6P3RQ57_PTEVA
OG0013312	sp|P05423|RPC4_HUMAN	tr|A0A6P3QRL8|A0A6P3QRL8_PTEVA
OG0013313	sp|P0DJR0|GIMD1_HUMAN	tr|A0A6P6CII1|A0A6P6CII1_PTEVA
OG0013314	sp|P11684|UTER_HUMAN	tr|A0A6P3QPY2|A0A6P3QPY2_PTEVA
OG0013315	sp|P16885|PLCG2_HUMAN	tr|A0A6P6CAK0|A0A6P6CAK0_PTEVA
OG0013316	sp|P18615|NELFE_HUMAN	tr|A0A6P3RQV2|A0A6P3RQV2_PTEVA
OG0013317	sp|P41238|ABEC1_HUMAN	tr|A0A6P3QW89|A0A6P3QW89_PTEVA
OG0013318	sp|P62841|RS15_HUMAN	tr|A0A6P3RZQ3|A0A6P3RZQ3_PTEVA
OG0013319	sp|P82930|RT34_HUMAN	tr|A0A6P3R4R8|A0A6P3R4R8_PTEVA
OG0013320	sp|Q00765|REEP5_HUMAN	tr|A0A6P3QHY1|A0A6P3QHY1_PTEVA
OG0013321	sp|Q07699|SCN1B_HUMAN	tr|A0A6P3REC1|A0A6P3REC1_PTEVA
OG0013322	sp|Q15003|CND2_HUMAN	tr|A0A6P3RHB0|A0A6P3RHB0_PTEVA
OG0013323	sp|Q16820|MEP1B_HUMAN	tr|A0A6P3QIH4|A0A6P3QIH4_PTEVA
OG0013324	sp|Q2TBE0|C19L2_HUMAN	tr|A0A6P6CV22|A0A6P6CV22_PTEVA
OG0013325	sp|Q495W5|FUT11_HUMAN	tr|A0A6P3Q665|A0A6P3Q665_PTEVA
OG0013326	sp|Q504T8|MIDN_HUMAN	tr|A0A6P3R0I7|A0A6P3R0I7_PTEVA
OG0013327	sp|Q658P3|STEA3_HUMAN	tr|A0A6P3QWY6|A0A6P3QWY6_PTEVA
OG0013328	sp|Q68CJ6|SLIP_HUMAN	tr|A0A6P6CG04|A0A6P6CG04_PTEVA
OG0013329	sp|Q6PIY5|ARMD1_HUMAN	tr|A0A6P6CTJ9|A0A6P6CTJ9_PTEVA
OG0013330	sp|Q6UXX9|RSPO2_HUMAN	tr|A0A6P3QX29|A0A6P3QX29_PTEVA
OG0013331	sp|Q71SY5|MED25_HUMAN	tr|A0A6P3REU1|A0A6P3REU1_PTEVA
OG0013332	sp|Q7Z309|PBIR2_HUMAN	tr|A0A6P6C149|A0A6P6C149_PTEVA
OG0013333	sp|Q7Z401|MYCPP_HUMAN	tr|A0A6P3QEP6|A0A6P3QEP6_PTEVA
OG0013334	sp|Q8HWS3|RFX6_HUMAN	tr|A0A6P3QMU4|A0A6P3QMU4_PTEVA
OG0013335	sp|Q8NB78|KDM1B_HUMAN	tr|A0A6P3QPC8|A0A6P3QPC8_PTEVA
OG0013336	sp|Q8NEG2|CG057_HUMAN	tr|A0A6P3RED3|A0A6P3RED3_PTEVA
OG0013337	sp|Q8NES3|LFNG_HUMAN	tr|A0A6P6CNH9|A0A6P6CNH9_PTEVA
OG0013338	sp|Q8NEZ5|FBX22_HUMAN	tr|A0A6P3RIX6|A0A6P3RIX6_PTEVA
OG0013339	sp|Q8NFU0|BEST4_HUMAN	tr|A0A6P3QMT5|A0A6P3QMT5_PTEVA
OG0013340	sp|Q8NG06|TRI58_HUMAN	tr|A0A6P3QUP8|A0A6P3QUP8_PTEVA
OG0013341	sp|Q8NGT2|O13J1_HUMAN	tr|A0A6P3QGU2|A0A6P3QGU2_PTEVA
OG0013342	sp|Q8TF08|CX7B2_HUMAN	tr|A0A6P3QPB3|A0A6P3QPB3_PTEVA
OG0013343	sp|Q8WUT9|S2543_HUMAN	tr|A0A6P3RBH1|A0A6P3RBH1_PTEVA
OG0013344	sp|Q8WVD3|RN138_HUMAN	tr|A0A6P6CKK4|A0A6P6CKK4_PTEVA
OG0013345	sp|Q8WWR9|PDPFL_HUMAN	tr|A0A6P3QWX3|A0A6P3QWX3_PTEVA
OG0013346	sp|Q92538|GBF1_HUMAN	tr|A0A6P6C3T1|A0A6P6C3T1_PTEVA
OG0013347	sp|Q96F86|EDC3_HUMAN	tr|A0A6P6BZ53|A0A6P6BZ53_PTEVA
OG0013348	sp|Q96G28|CFA36_HUMAN	tr|A0A6P3QFJ9|A0A6P3QFJ9_PTEVA
OG0013349	sp|Q96MF2|STAC3_HUMAN	tr|A0A6P6BN05|A0A6P6BN05_PTEVA
OG0013350	sp|Q96PE3|INP4A_HUMAN	tr|A0A6P3REU8|A0A6P3REU8_PTEVA
OG0013351	sp|Q96Q77|CIB3_HUMAN	tr|A0A6P6CU09|A0A6P6CU09_PTEVA
OG0013352	sp|Q96RK0|CIC_HUMAN	tr|A0A6P3RJ04|A0A6P3RJ04_PTEVA
OG0013353	sp|Q99665|I12R2_HUMAN	tr|A0A6P6CXE1|A0A6P6CXE1_PTEVA
OG0013354	sp|Q9BUT1|DHRS6_HUMAN	tr|A0A6P3Q6A3|A0A6P3Q6A3_PTEVA
OG0013355	sp|Q9BW71|HIRP3_HUMAN	tr|A0A6P3RNP3|A0A6P3RNP3_PTEVA
OG0013356	sp|Q9BY78|RNF26_HUMAN	tr|A0A6P3RUD2|A0A6P3RUD2_PTEVA
OG0013357	sp|Q9BZW2|S13A1_HUMAN	tr|A0A6P6CBE1|A0A6P6CBE1_PTEVA
OG0013358	sp|Q9H0A8|COMD4_HUMAN	tr|A0A6P3RF59|A0A6P3RF59_PTEVA
OG0013359	sp|Q9H5P4|PDZD7_HUMAN	tr|A0A6P3RH06|A0A6P3RH06_PTEVA
OG0013360	sp|Q9HBX9|RXFP1_HUMAN	tr|A0A6P6CLX5|A0A6P6CLX5_PTEVA
OG0013361	sp|Q9HCC0|MCCB_HUMAN	tr|A0A6P3R403|A0A6P3R403_PTEVA
OG0013362	sp|Q9UBG0|MRC2_HUMAN	tr|A0A6P6CWW9|A0A6P6CWW9_PTEVA
OG0013363	sp|Q9UHX1|PUF60_HUMAN	tr|A0A6P3R0T7|A0A6P3R0T7_PTEVA
OG0013364	sp|Q9UI26|IPO11_HUMAN	tr|A0A6P3R5D8|A0A6P3R5D8_PTEVA
OG0013365	sp|Q9UIG4|PS1C2_HUMAN	tr|A0A6P6C1X9|A0A6P6C1X9_PTEVA
OG0013366	sp|Q9ULG1|INO80_HUMAN	tr|A0A6P3PVP3|A0A6P3PVP3_PTEVA
OG0013367	sp|Q9Y224|RTRAF_HUMAN	tr|A0A6P3RLX7|A0A6P3RLX7_PTEVA
OG0013368	sp|Q9Y275|TN13B_HUMAN	tr|A0A6P3QXS9|A0A6P3QXS9_PTEVA
OG0013369	sp|Q9Y2J8|PADI2_HUMAN	tr|A0A6P3QKK6|A0A6P3QKK6_PTEVA
OG0013370	sp|A6NCS4|NKX26_HUMAN	tr|A0A6P3RAM7|A0A6P3RAM7_PTEVA
OG0013371	sp|A6NNA2|SRRM3_HUMAN	tr|A0A6P3R8I4|A0A6P3R8I4_PTEVA
OG0013372	sp|O00750|P3C2B_HUMAN	tr|A0A6P3QX54|A0A6P3QX54_PTEVA
OG0013373	sp|O60248|SOX15_HUMAN	tr|A0A6P3Q532|A0A6P3Q532_PTEVA
OG0013374	sp|O94766|B3GA3_HUMAN	tr|A0A6P3QLK3|A0A6P3QLK3_PTEVA
OG0013375	sp|O95407|TNF6B_HUMAN	tr|A0A6P3QY98|A0A6P3QY98_PTEVA
OG0013376	sp|P07311|ACYP1_HUMAN	tr|A0A6P3QUB0|A0A6P3QUB0_PTEVA
OG0013377	sp|P13987|CD59_HUMAN	tr|A0A6P3Q6R6|A0A6P3Q6R6_PTEVA
OG0013378	sp|P16157|ANK1_HUMAN	tr|A0A6P6BL99|A0A6P6BL99_PTEVA
OG0013379	sp|P35453|HXD13_HUMAN	tr|A0A6P3Q7L5|A0A6P3Q7L5_PTEVA
OG0013380	sp|P36382|CXA5_HUMAN	tr|A0A654IDK1|A0A654IDK1_PTEVA
OG0013381	sp|P41970|ELK3_HUMAN	tr|A0A6P3QHI1|A0A6P3QHI1_PTEVA
OG0013382	sp|P56746|CLD15_HUMAN	tr|A0A6P6D193|A0A6P6D193_PTEVA
OG0013383	sp|P61328|FGF12_HUMAN	tr|A0A6P3RG44|A0A6P3RG44_PTEVA
OG0013384	sp|Q14749|GNMT_HUMAN	tr|A0A6P3PSP7|A0A6P3PSP7_PTEVA
OG0013385	sp|Q15287|RNPS1_HUMAN	tr|A0A6P6BQB3|A0A6P6BQB3_PTEVA
OG0013386	sp|Q16584|M3K11_HUMAN	tr|A0A6P3QN99|A0A6P3QN99_PTEVA
OG0013387	sp|Q17RW2|COOA1_HUMAN	tr|A0A6P6C938|A0A6P6C938_PTEVA
OG0013388	sp|Q2M2I3|FA83E_HUMAN	tr|A0A6P6BLG4|A0A6P6BLG4_PTEVA
OG0013389	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A6P3RRC9|A0A6P3RRC9_PTEVA
OG0013390	sp|Q4VCS5|AMOT_HUMAN	tr|A0A6P3QYQ4|A0A6P3QYQ4_PTEVA
OG0013391	sp|Q59EK9|RUN3A_HUMAN	tr|A0A6P3R6S6|A0A6P3R6S6_PTEVA
OG0013392	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A6P3PUE4|A0A6P3PUE4_PTEVA
OG0013393	sp|Q6FHJ7|SFRP4_HUMAN	tr|A0A6P3R4D7|A0A6P3R4D7_PTEVA
OG0013394	sp|Q6NXT4|ZNT6_HUMAN	tr|A0A6P3QU13|A0A6P3QU13_PTEVA
OG0013395	sp|Q6P1L8|RM14_HUMAN	tr|A0A6P3PWS8|A0A6P3PWS8_PTEVA
OG0013396	sp|Q6PEV8|F199X_HUMAN	tr|A0A6P3RCW4|A0A6P3RCW4_PTEVA
OG0013397	sp|Q6WRI0|IGS10_HUMAN	tr|A0A6P3QYF4|A0A6P3QYF4_PTEVA
OG0013398	sp|Q86YJ6|THNS2_HUMAN	tr|A0A6P3R2Z1|A0A6P3R2Z1_PTEVA
OG0013399	sp|Q8IZ13|ZBED8_HUMAN	tr|A0A6P3Q9J3|A0A6P3Q9J3_PTEVA
OG0013400	sp|Q8IZU8|DSEL_HUMAN	tr|A0A6P3QJS2|A0A6P3QJS2_PTEVA
OG0013401	sp|Q8N145|LGI3_HUMAN	tr|A0A6P3QKW2|A0A6P3QKW2_PTEVA
OG0013402	sp|Q8N2Z9|CENPS_HUMAN	tr|A0A6P6CM99|A0A6P6CM99_PTEVA
OG0013403	sp|Q8N3J3|HROB_HUMAN	tr|A0A6P3RKE6|A0A6P3RKE6_PTEVA
OG0013404	sp|Q8N5K1|CISD2_HUMAN	tr|A0A6P3QAW3|A0A6P3QAW3_PTEVA
OG0013405	sp|Q8NCG7|DGLB_HUMAN	tr|A0A6P6CM27|A0A6P6CM27_PTEVA
OG0013406	sp|Q8NHQ1|CEP70_HUMAN	tr|A0A6P6C2Z7|A0A6P6C2Z7_PTEVA
OG0013407	sp|Q8WTS1|ABHD5_HUMAN	tr|A0A6P6CCI5|A0A6P6CCI5_PTEVA
OG0013408	sp|Q8WW32|HMGB4_HUMAN	tr|A0A6P6CCI3|A0A6P6CCI3_PTEVA
OG0013409	sp|Q8WXW3|PIBF1_HUMAN	tr|A0A6P3R4N7|A0A6P3R4N7_PTEVA
OG0013410	sp|Q96B70|LENG9_HUMAN	tr|A0A6P3RNM7|A0A6P3RNM7_PTEVA
OG0013411	sp|Q96DI7|SNR40_HUMAN	tr|A0A6P3QCC1|A0A6P3QCC1_PTEVA
OG0013412	sp|Q96LT7|CI072_HUMAN	tr|A0A6P3RKI9|A0A6P3RKI9_PTEVA
OG0013413	sp|Q96LW4|PRIPO_HUMAN	tr|A0A6P3QS51|A0A6P3QS51_PTEVA
OG0013414	sp|Q96N11|INT15_HUMAN	tr|A0A6P3QRU6|A0A6P3QRU6_PTEVA
OG0013415	sp|Q96P56|CTSR2_HUMAN	tr|A0A6P3Q5P2|A0A6P3Q5P2_PTEVA
OG0013416	sp|Q99808|S29A1_HUMAN	tr|A0A6P3PVB5|A0A6P3PVB5_PTEVA
OG0013417	sp|Q9BUX1|CHAC1_HUMAN	tr|A0A6P6C837|A0A6P6C837_PTEVA
OG0013418	sp|Q9BVG4|PBDC1_HUMAN	tr|A0A6P3RI77|A0A6P3RI77_PTEVA
OG0013419	sp|Q9GZT4|SRR_HUMAN	tr|A0A6P6CG30|A0A6P6CG30_PTEVA
OG0013420	sp|Q9H0A9|SPC1L_HUMAN	tr|A0A6P6C2F2|A0A6P6C2F2_PTEVA
OG0013421	sp|Q9H2H0|CXXC4_HUMAN	tr|A0A6P3QGD0|A0A6P3QGD0_PTEVA
OG0013422	sp|Q9H6K4|OPA3_HUMAN	tr|A0A6P3QNI7|A0A6P3QNI7_PTEVA
OG0013423	sp|Q9NPC2|KCNK9_HUMAN	tr|A0A6P3RE26|A0A6P3RE26_PTEVA
OG0013424	sp|Q9NPD3|EXOS4_HUMAN	tr|A0A6P3QZQ0|A0A6P3QZQ0_PTEVA
OG0013425	sp|Q9NQV8|PRDM8_HUMAN	tr|A0A6P3Q8X1|A0A6P3Q8X1_PTEVA
OG0013426	sp|Q9NXR5|ANR10_HUMAN	tr|A0A6P3QXU1|A0A6P3QXU1_PTEVA
OG0013427	sp|Q9UHC3|ASIC3_HUMAN	tr|A0A6P6BR49|A0A6P6BR49_PTEVA
OG0013428	sp|Q9UHG2|PCS1N_HUMAN	tr|A0A6P3S3F9|A0A6P3S3F9_PTEVA
OG0013429	sp|Q9UI12|VATH_HUMAN	tr|A0A6P3Q5R9|A0A6P3Q5R9_PTEVA
OG0013430	sp|Q9UIM3|FKBPL_HUMAN	tr|A0A6P3RAF2|A0A6P3RAF2_PTEVA
OG0013431	sp|Q9UIY3|RWD2A_HUMAN	tr|A0A6P3QU34|A0A6P3QU34_PTEVA
OG0013432	sp|Q9UJQ4|SALL4_HUMAN	tr|A0A6P6CQW6|A0A6P6CQW6_PTEVA
OG0013433	sp|A1XBS5|CBAR1_HUMAN	tr|A0A6P3RZU9|A0A6P3RZU9_PTEVA
OG0013434	sp|A5PKW4|PSD1_HUMAN	tr|A0A6P3RWK1|A0A6P3RWK1_PTEVA
OG0013435	sp|A6NLX4|TM210_HUMAN	tr|A0A6P3QPI3|A0A6P3QPI3_PTEVA
OG0013436	sp|H3BR10|SMLR1_HUMAN	tr|A0A6P6CE91|A0A6P6CE91_PTEVA
OG0013437	sp|O00587|MFNG_HUMAN	tr|A0A6P3S0Q5|A0A6P3S0Q5_PTEVA
OG0013438	sp|O15067|PUR4_HUMAN	tr|A0A6P3QF42|A0A6P3QF42_PTEVA
OG0013439	sp|O15090|ZN536_HUMAN	tr|A0A6P6BUQ4|A0A6P6BUQ4_PTEVA
OG0013440	sp|O15357|SHIP2_HUMAN	tr|A0A6P3RE70|A0A6P3RE70_PTEVA
OG0013441	sp|O75077|ADA23_HUMAN	tr|A0A6P3QP08|A0A6P3QP08_PTEVA
OG0013442	sp|O75586|MED6_HUMAN	tr|A0A6P3RL39|A0A6P3RL39_PTEVA
OG0013443	sp|O75791|GRAP2_HUMAN	tr|A0A6P3QQX0|A0A6P3QQX0_PTEVA
OG0013444	sp|O75936|BODG_HUMAN	tr|A0A6P6CK65|A0A6P6CK65_PTEVA
OG0013445	sp|P07858|CATB_HUMAN	tr|A0A6P6CEV4|A0A6P6CEV4_PTEVA
OG0013446	sp|P11717|MPRI_HUMAN	tr|A0A6P6BVQ6|A0A6P6BVQ6_PTEVA
OG0013447	sp|P15036|ETS2_HUMAN	tr|A0A6P6C344|A0A6P6C344_PTEVA
OG0013448	sp|P22307|SCP2_HUMAN	tr|A0A6P3QZ47|A0A6P3QZ47_PTEVA
OG0013449	sp|P22314|UBA1_HUMAN	tr|A0A6P3RJF0|A0A6P3RJF0_PTEVA
OG0013450	sp|P28289|TMOD1_HUMAN	tr|A0A6P3QI36|A0A6P3QI36_PTEVA
OG0013451	sp|P28324|ELK4_HUMAN	tr|A0A6P3QYM4|A0A6P3QYM4_PTEVA
OG0013452	sp|P46977|STT3A_HUMAN	tr|A0A6P3QLW9|A0A6P3QLW9_PTEVA
OG0013453	sp|P52209|6PGD_HUMAN	tr|A0A6P6CNA0|A0A6P6CNA0_PTEVA
OG0013454	sp|P58417|NXPH1_HUMAN	tr|A0A6P3Q9T7|A0A6P3Q9T7_PTEVA
OG0013455	sp|P58753|TIRAP_HUMAN	tr|A0A6P3QSL3|A0A6P3QSL3_PTEVA
OG0013456	sp|P61073|CXCR4_HUMAN	tr|A0A6P3Q4H1|A0A6P3Q4H1_PTEVA
OG0013457	sp|P62273|RS29_HUMAN	tr|A0A6P6BRV3|A0A6P6BRV3_PTEVA
OG0013458	sp|Q02446|SP4_HUMAN	tr|A0A6P3QIQ0|A0A6P3QIQ0_PTEVA
OG0013459	sp|Q14160|SCRIB_HUMAN	tr|A0A6P3R2A7|A0A6P3R2A7_PTEVA
OG0013460	sp|Q14669|TRIPC_HUMAN	tr|A0A6P6CMY0|A0A6P6CMY0_PTEVA
OG0013461	sp|Q14764|MVP_HUMAN	tr|A0A6P6BT29|A0A6P6BT29_PTEVA
OG0013462	sp|Q2MJR0|SPRE3_HUMAN	tr|A0A6P6D343|A0A6P6D343_PTEVA
OG0013463	sp|Q53R12|T4S20_HUMAN	tr|A0A6P3QBV8|A0A6P3QBV8_PTEVA
OG0013464	sp|Q53SZ7|PRR30_HUMAN	tr|A0A6P3PYU3|A0A6P3PYU3_PTEVA
OG0013465	sp|Q53TQ3|IN80D_HUMAN	tr|A0A6P6CXI7|A0A6P6CXI7_PTEVA
OG0013466	sp|Q5T160|SYRM_HUMAN	tr|A0A6P3QIY8|A0A6P3QIY8_PTEVA
OG0013467	sp|Q6P1J9|CDC73_HUMAN	tr|A0A6P6CH52|A0A6P6CH52_PTEVA
OG0013468	sp|Q6P1R4|DUS1L_HUMAN	tr|A0A6P6D3U0|A0A6P6D3U0_PTEVA
OG0013469	sp|Q6ZWB6|KCTD8_HUMAN	tr|A0A6P3QP91|A0A6P3QP91_PTEVA
OG0013470	sp|Q7Z4S9|SH2D6_HUMAN	tr|A0A6P6CX82|A0A6P6CX82_PTEVA
OG0013471	sp|Q7Z5A8|TAFA3_HUMAN	tr|A0A6P6CVU2|A0A6P6CVU2_PTEVA
OG0013472	sp|Q8N2M8|CLASR_HUMAN	tr|A0A6P6CUN8|A0A6P6CUN8_PTEVA
