Orthogroup	Homo_sapiens	Gorilla_gorilla_gorilla
OG0013679	sp|P10074|TZAP_HUMAN	tr|G3QVB5|G3QVB5_GORGO
OG0013680	sp|Q96DE5|APC16_HUMAN	tr|G3QX71|G3QX71_GORGO
OG0013681	sp|Q96CA5|BIRC7_HUMAN	tr|G3QZ53|G3QZ53_GORGO
OG0013682	sp|Q9H251|CAD23_HUMAN	tr|G3QZB8|G3QZB8_GORGO
OG0013683	sp|Q96NZ1|FOXN4_HUMAN	tr|G3R1N1|G3R1N1_GORGO
OG0013684	sp|Q3SY00|T10IP_HUMAN	tr|G3R1Z7|G3R1Z7_GORGO
OG0013685	sp|Q96DY7|MTBP_HUMAN	tr|G3R331|G3R331_GORGO
OG0013686	sp|O00321|ETV2_HUMAN	tr|G3R3B7|G3R3B7_GORGO
OG0013687	sp|Q8N966|ZDH22_HUMAN	tr|G3R3R5|G3R3R5_GORGO
OG0013688	sp|Q63HN8|RN213_HUMAN	tr|G3R3T8|G3R3T8_GORGO
OG0013689	sp|O43353|RIPK2_HUMAN	tr|G3R5J2|G3R5J2_GORGO
OG0013690	sp|Q7Z4W1|DCXR_HUMAN	tr|G3R7I7|G3R7I7_GORGO
OG0013691	sp|Q96ME1|FXL18_HUMAN	tr|G3RDT3|G3RDT3_GORGO
OG0013692	sp|Q9H720|PG2IP_HUMAN	tr|G3REY0|G3REY0_GORGO
OG0013693	sp|Q68DL7|CR063_HUMAN	tr|G3RF17|G3RF17_GORGO
OG0013694	sp|Q9BVJ7|DUS23_HUMAN	tr|G3RG55|G3RG55_GORGO
OG0013695	sp|Q8N4P6|LRC71_HUMAN	tr|G3RG64|G3RG64_GORGO
OG0013696	sp|P30281|CCND3_HUMAN	tr|G3RGP1|G3RGP1_GORGO
OG0013697	sp|Q9BWV2|SPAT9_HUMAN	tr|G3RIN7|G3RIN7_GORGO
OG0013698	sp|Q9NP71|MLXPL_HUMAN	tr|G3RLB4|G3RLB4_GORGO
OG0013699	sp|O43402|EMC8_HUMAN	tr|G3RLC5|G3RLC5_GORGO
OG0013700	sp|Q96DZ9|CKLF5_HUMAN	tr|G3RLQ3|G3RLQ3_GORGO
OG0013701	sp|Q92887|MRP2_HUMAN	tr|G3RQL0|G3RQL0_GORGO
OG0013702	sp|Q9Y6R0|NUMBL_HUMAN	tr|G3RTX6|G3RTX6_GORGO
OG0013703	sp|Q16719|KYNU_HUMAN	tr|G3RXV2|G3RXV2_GORGO
OG0013704	sp|Q9BYD1|RM13_HUMAN	tr|G3S540|G3S540_GORGO
OG0013705	sp|O75054|IGSF3_HUMAN	tr|G3S7R9|G3S7R9_GORGO
OG0013706	sp|Q9HCM1|RESF1_HUMAN	tr|G3SAT8|G3SAT8_GORGO
OG0013707	sp|P61758|PFD3_HUMAN	tr|G3SBZ2|G3SBZ2_GORGO
OG0013708	sp|Q9UJX2|CDC23_HUMAN	tr|G3SFE4|G3SFE4_GORGO
OG0013709	sp|P57771|RGS8_HUMAN	tr|A0A2I2Y2A0|A0A2I2Y2A0_GORGO
OG0013710	sp|P56211|ARP19_HUMAN	tr|A0A2I2Y2C8|A0A2I2Y2C8_GORGO
OG0013711	sp|A0A1B0GUA9|CM046_HUMAN	tr|A0A2I2Y3N2|A0A2I2Y3N2_GORGO
OG0013712	sp|P04150|GCR_HUMAN	tr|A0A2I2YDJ3|A0A2I2YDJ3_GORGO
OG0013713	sp|H3BU77|CC179_HUMAN	tr|A0A2I2YIY9|A0A2I2YIY9_GORGO
OG0013714	sp|Q5T3J3|LRIF1_HUMAN	tr|A0A2I2YKV8|A0A2I2YKV8_GORGO
OG0013715	sp|Q14002|CEAM7_HUMAN	tr|A0A2I2Z1U5|A0A2I2Z1U5_GORGO
OG0013716	sp|Q9NVZ3|NECP2_HUMAN	tr|A0A2I2Z5Q7|A0A2I2Z5Q7_GORGO
OG0013717	sp|O00750|P3C2B_HUMAN	tr|A0A2I2Z6X7|A0A2I2Z6X7_GORGO
OG0013718	sp|O60519|CRBL2_HUMAN	tr|A0A2I2Z8W5|A0A2I2Z8W5_GORGO
OG0013719	sp|A0A0B4J268|TVA4_HUMAN	tr|A0A2I2ZJN2|A0A2I2ZJN2_GORGO
OG0013720	sp|Q96QE2|MYCT_HUMAN	tr|A0A2I2ZM23|A0A2I2ZM23_GORGO
OG0013721	sp|Q6IQ23|PKHA7_HUMAN	tr|A0A2I2ZMM0|A0A2I2ZMM0_GORGO
OG0013722	sp|A2RU14|TM218_HUMAN	tr|A0A2I2ZMZ5|A0A2I2ZMZ5_GORGO
OG0013723	sp|Q5SXM1|ZN678_HUMAN	tr|A0A2I2ZQ97|A0A2I2ZQ97_GORGO
OG0013724	sp|Q5T0N5|FBP1L_HUMAN	tr|A0A2I2ZSG0|A0A2I2ZSG0_GORGO
OG0013725	sp|Q86VV8|RTTN_HUMAN	tr|A0A2I2ZWV3|A0A2I2ZWV3_GORGO
OG0013726	sp|Q6ZQY3|GADL1_HUMAN	tr|G3QCW3|G3QCW3_GORGO
OG0013727	sp|Q6P2H8|TMM53_HUMAN	tr|G3QE44|G3QE44_GORGO
OG0013728	sp|Q9BZS1|FOXP3_HUMAN	tr|G3QF38|G3QF38_GORGO
OG0013729	sp|Q9NWL6|ASND1_HUMAN	tr|G3QG60|G3QG60_GORGO
OG0013730	sp|Q6P1W5|CA094_HUMAN	tr|G3QI75|G3QI75_GORGO
OG0013731	sp|P29144|TPP2_HUMAN	tr|G3QIR8|G3QIR8_GORGO
OG0013732	sp|Q96IJ6|GMPPA_HUMAN	tr|G3QJT2|G3QJT2_GORGO
OG0013733	sp|Q7Z6L1|TCPR1_HUMAN	tr|G3QKN4|G3QKN4_GORGO
OG0013734	sp|O95076|ALX3_HUMAN	tr|G3QN78|G3QN78_GORGO
OG0013735	sp|Q6XPR3|RPTN_HUMAN	tr|G3QPC6|G3QPC6_GORGO
OG0013736	sp|Q8N957|ANKF1_HUMAN	tr|G3QQX1|G3QQX1_GORGO
OG0013737	sp|Q8WWK9|CKAP2_HUMAN	tr|G3QT12|G3QT12_GORGO
OG0013738	sp|Q5TEC3|ZN697_HUMAN	tr|G3QU76|G3QU76_GORGO
OG0013739	sp|Q5SNT2|TM201_HUMAN	tr|G3QV62|G3QV62_GORGO
OG0013740	sp|P24863|CCNC_HUMAN	tr|G3QWU6|G3QWU6_GORGO
OG0013741	sp|Q9H813|PACC1_HUMAN	tr|G3R0N6|G3R0N6_GORGO
OG0013742	sp|Q9H3G5|CPVL_HUMAN	tr|G3R230|G3R230_GORGO
OG0013743	sp|Q9BYV6|TRI55_HUMAN	tr|G3R2F3|G3R2F3_GORGO
OG0013744	sp|Q7Z5R6|AB1IP_HUMAN	tr|G3R4I9|G3R4I9_GORGO
OG0013745	sp|Q9H4L5|OSBL3_HUMAN	tr|G3R4Q4|G3R4Q4_GORGO
OG0013746	sp|P42345|MTOR_HUMAN	tr|G3R506|G3R506_GORGO
OG0013747	sp|Q9H2S9|IKZF4_HUMAN	tr|G3R7D9|G3R7D9_GORGO
OG0013748	sp|P15813|CD1D_HUMAN	tr|G3R7Y4|G3R7Y4_GORGO
OG0013749	sp|Q5T4T6|SYC2L_HUMAN	tr|G3RB94|G3RB94_GORGO
OG0013750	sp|P29350|PTN6_HUMAN	tr|G3RE40|G3RE40_GORGO
OG0013751	sp|P41214|EIF2D_HUMAN	tr|G3RGZ7|G3RGZ7_GORGO
OG0013752	sp|P17900|SAP3_HUMAN	tr|G3RH12|G3RH12_GORGO
OG0013753	sp|P10909|CLUS_HUMAN	tr|G3RL83|G3RL83_GORGO
OG0013754	sp|Q9UNK9|ANGE1_HUMAN	tr|G3RLI2|G3RLI2_GORGO
OG0013755	sp|Q8WUG5|S22AH_HUMAN	tr|G3RLP5|G3RLP5_GORGO
OG0013756	sp|Q96PV0|SYGP1_HUMAN	tr|G3RM60|G3RM60_GORGO
OG0013757	sp|Q6NSI4|RADX_HUMAN	tr|G3RQ68|G3RQ68_GORGO
OG0013758	sp|Q8N8Q1|C56D1_HUMAN	tr|G3S2E9|G3S2E9_GORGO
OG0013759	sp|P48167|GLRB_HUMAN	tr|G3S3Z3|G3S3Z3_GORGO
OG0013760	sp|Q9BWT1|CDCA7_HUMAN	tr|G3S418|G3S418_GORGO
OG0013761	sp|A9Z1Z3|FR1L4_HUMAN	tr|G3S4L5|G3S4L5_GORGO
OG0013762	sp|Q6P995|F171B_HUMAN	tr|G3S5J9|G3S5J9_GORGO
OG0013763	sp|Q9Y467|SALL2_HUMAN	tr|G3S5L2|G3S5L2_GORGO
OG0013764	sp|Q13410|BT1A1_HUMAN	tr|G3SBE2|G3SBE2_GORGO
OG0013765	sp|Q6NW40|RGMB_HUMAN	tr|G3SBT2|G3SBT2_GORGO
OG0013766	sp|P09681|GIP_HUMAN	tr|G3SCT1|G3SCT1_GORGO
OG0013767	sp|C9JTQ0|ANR63_HUMAN	tr|G3SDD0|G3SDD0_GORGO
OG0013768	sp|O15455|TLR3_HUMAN	tr|G3SGL1|G3SGL1_GORGO
OG0013769	sp|Q8WXG8|S100Z_HUMAN	tr|G3SJ08|G3SJ08_GORGO
OG0013770	sp|Q6PI26|SHQ1_HUMAN	tr|G3SKQ5|G3SKQ5_GORGO
OG0013771	sp|Q6ZTR7|CBAR2_HUMAN	tr|A0A2I2Y604|A0A2I2Y604_GORGO
OG0013772	sp|Q9NV12|TM140_HUMAN	tr|A0A2I2Y6Q9|A0A2I2Y6Q9_GORGO
OG0013773	sp|Q969Y0|NXPE3_HUMAN	tr|A0A2I2Y9F5|A0A2I2Y9F5_GORGO
OG0013774	sp|A0A0B4J244|TVA3_HUMAN	tr|A0A2I2YC20|A0A2I2YC20_GORGO
OG0013775	sp|Q6P9G4|TM154_HUMAN	tr|A0A2I2YDX2|A0A2I2YDX2_GORGO
OG0013776	sp|Q9C0B1|FTO_HUMAN	tr|A0A2I2YIF0|A0A2I2YIF0_GORGO
OG0013777	sp|Q8TES7|FBF1_HUMAN	tr|A0A2I2YNZ0|A0A2I2YNZ0_GORGO
OG0013778	sp|O00327|BMAL1_HUMAN	tr|A0A2I2YP90|A0A2I2YP90_GORGO
OG0013779	sp|P18827|SDC1_HUMAN	tr|A0A2I2YZE2|A0A2I2YZE2_GORGO
OG0013780	sp|P61550|ENVT1_HUMAN	tr|A0A2I2YZL6|A0A2I2YZL6_GORGO
OG0013781	sp|P51654|GPC3_HUMAN	tr|A0A2I2Z5M7|A0A2I2Z5M7_GORGO
OG0013782	sp|Q96HZ4|HES6_HUMAN	tr|A0A2I2Z5X2|A0A2I2Z5X2_GORGO
OG0013783	sp|Q5T5A4|CF276_HUMAN	tr|A0A2I2ZFR4|A0A2I2ZFR4_GORGO
OG0013784	sp|Q6UWL2|SUSD1_HUMAN	tr|A0A2I2ZHB1|A0A2I2ZHB1_GORGO
OG0013785	sp|Q6ZST4|LCNL1_HUMAN	tr|A0A2I2ZJZ9|A0A2I2ZJZ9_GORGO
OG0013786	sp|Q9NNZ3|DNJC4_HUMAN	tr|A0A2I2ZLI0|A0A2I2ZLI0_GORGO
OG0013787	sp|P14209|CD99_HUMAN	tr|A0A2I2ZNW0|A0A2I2ZNW0_GORGO
OG0013788	sp|Q9NS75|CLTR2_HUMAN	tr|A0A2I2ZRR0|A0A2I2ZRR0_GORGO
OG0013789	sp|Q9BZD2|S29A3_HUMAN	tr|G3QEU0|G3QEU0_GORGO
OG0013790	sp|Q8NCD3|HJURP_HUMAN	tr|G3QJI6|G3QJI6_GORGO
OG0013791	sp|Q9P2Y5|UVRAG_HUMAN	tr|G3QK93|G3QK93_GORGO
OG0013792	sp|P52434|RPAB3_HUMAN	tr|G3QK95|G3QK95_GORGO
OG0013793	sp|Q5T749|KPRP_HUMAN	tr|G3QLS2|G3QLS2_GORGO
OG0013794	sp|Q86XN7|PRSR1_HUMAN	tr|G3QMM1|G3QMM1_GORGO
OG0013795	sp|Q14865|ARI5B_HUMAN	tr|G3QND9|G3QND9_GORGO
OG0013796	sp|Q9BZV2|S19A3_HUMAN	tr|G3QNY1|G3QNY1_GORGO
OG0013797	sp|Q5T870|PRR9_HUMAN	tr|G3QPF9|G3QPF9_GORGO
OG0013798	sp|Q8NEH6|MNS1_HUMAN	tr|G3QPS4|G3QPS4_GORGO
OG0013799	sp|Q8N8R3|MCATL_HUMAN	tr|G3QPV2|G3QPV2_GORGO
OG0013800	sp|O95050|INMT_HUMAN	tr|G3QQF8|G3QQF8_GORGO
OG0013801	sp|O75146|HIP1R_HUMAN	tr|G3QQI5|G3QQI5_GORGO
OG0013802	sp|Q9H9H4|VP37B_HUMAN	tr|G3QQI9|G3QQI9_GORGO
OG0013803	sp|Q14162|SREC_HUMAN	tr|G3QRX7|G3QRX7_GORGO
OG0013804	sp|A6NLW8|DUXA_HUMAN	tr|G3QSA4|G3QSA4_GORGO
OG0013805	sp|Q14773|ICAM4_HUMAN	tr|G3QT47|G3QT47_GORGO
OG0013806	sp|Q9HB58|SP110_HUMAN	tr|G3QVK4|G3QVK4_GORGO
OG0013807	sp|Q7Z6E9|RBBP6_HUMAN	tr|G3QW38|G3QW38_GORGO
OG0013808	sp|Q05215|EGR4_HUMAN	tr|G3QWB3|G3QWB3_GORGO
OG0013809	sp|Q5U3C3|TM164_HUMAN	tr|G3QWG9|G3QWG9_GORGO
OG0013810	sp|Q8N668|COMD1_HUMAN	tr|G3QX97|G3QX97_GORGO
OG0013811	sp|Q9Y3D6|FIS1_HUMAN	tr|G3R091|G3R091_GORGO
OG0013812	sp|Q2HXU8|CL12B_HUMAN	tr|G3R0F9|G3R0F9_GORGO
OG0013813	sp|Q0VD86|INCA1_HUMAN	tr|G3R1D2|G3R1D2_GORGO
OG0013814	sp|Q9P2X0|DPM3_HUMAN	tr|G3R1K7|G3R1K7_GORGO
OG0013815	sp|O14964|HGS_HUMAN	tr|G3R1Q6|G3R1Q6_GORGO
OG0013816	sp|Q96S52|PIGS_HUMAN	tr|G3R2L5|G3R2L5_GORGO
OG0013817	sp|Q9UNX4|WDR3_HUMAN	tr|G3R3D2|G3R3D2_GORGO
OG0013818	sp|Q9Y2G9|SBNO2_HUMAN	tr|G3R6P9|G3R6P9_GORGO
OG0013819	sp|Q9NQU5|PAK6_HUMAN	tr|G3R6T8|G3R6T8_GORGO
OG0013820	sp|Q9UK61|TASOR_HUMAN	tr|G3R6V4|G3R6V4_GORGO
OG0013821	sp|Q6P4A8|PLBL1_HUMAN	tr|G3R7A2|G3R7A2_GORGO
OG0013822	sp|Q96LM6|TEX37_HUMAN	tr|G3R7X8|G3R7X8_GORGO
OG0013823	sp|Q9C0C2|TB182_HUMAN	tr|G3R9H2|G3R9H2_GORGO
OG0013824	sp|A8K855|EFCB7_HUMAN	tr|G3R9S4|G3R9S4_GORGO
OG0013825	sp|Q9P2F9|ZN319_HUMAN	tr|G3RLS0|G3RLS0_GORGO
OG0013826	sp|C9JBD0|KRBX1_HUMAN	tr|G3RZD6|G3RZD6_GORGO
OG0013827	sp|Q6H9L7|ISM2_HUMAN	tr|G3S594|G3S594_GORGO
OG0013828	sp|Q9H270|VPS11_HUMAN	tr|G3S6N5|G3S6N5_GORGO
OG0013829	sp|P62328|TYB4_HUMAN	tr|G3S6W7|G3S6W7_GORGO
OG0013830	sp|Q96JF6|ZN594_HUMAN	tr|G3S918|G3S918_GORGO
OG0013831	sp|Q96JY6|PDLI2_HUMAN	tr|G3SCD2|G3SCD2_GORGO
OG0013832	sp|Q9BWT6|MND1_HUMAN	tr|G3SHJ0|G3SHJ0_GORGO
OG0013833	sp|Q6ZSS7|MFSD6_HUMAN	tr|G3SI48|G3SI48_GORGO
OG0013834	sp|P57739|CLD2_HUMAN	tr|A0A2I2Y2X0|A0A2I2Y2X0_GORGO
OG0013835	sp|O75976|CBPD_HUMAN	tr|A0A2I2Y350|A0A2I2Y350_GORGO
OG0013836	sp|Q6I9Y2|THOC7_HUMAN	tr|A0A2I2YAD4|A0A2I2YAD4_GORGO
OG0013837	sp|Q14254|FLOT2_HUMAN	tr|A0A2I2YJ04|A0A2I2YJ04_GORGO
OG0013838	sp|Q96EH5|RL39L_HUMAN	tr|A0A2I2YLB6|A0A2I2YLB6_GORGO
OG0013839	sp|O15392|BIRC5_HUMAN	tr|A0A2I2YLE6|A0A2I2YLE6_GORGO
OG0013840	sp|A0A1W2PS18|PMIS2_HUMAN	tr|A0A2I2YMH3|A0A2I2YMH3_GORGO
OG0013841	sp|Q9BUH6|PAXX_HUMAN	tr|A0A2I2YMQ8|A0A2I2YMQ8_GORGO
OG0013842	sp|Q9H583|HEAT1_HUMAN	tr|A0A2I2Z2B1|A0A2I2Z2B1_GORGO
OG0013843	sp|O14733|MP2K7_HUMAN	tr|A0A2I2Z2T3|A0A2I2Z2T3_GORGO
OG0013844	sp|A0A1W2PP97|THSD8_HUMAN	tr|A0A2I2Z7V7|A0A2I2Z7V7_GORGO
OG0013845	sp|Q8N699|MYCT1_HUMAN	tr|A0A2I2ZHC9|A0A2I2ZHC9_GORGO
OG0013846	sp|Q9NZC7|WWOX_HUMAN	tr|A0A2I2ZPP4|A0A2I2ZPP4_GORGO
OG0013847	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A2I2ZT60|A0A2I2ZT60_GORGO
OG0013848	sp|P01011|AACT_HUMAN	tr|G3QEH5|G3QEH5_GORGO
OG0013849	sp|Q9P2S6|ANKY1_HUMAN	tr|G3QGK4|G3QGK4_GORGO
OG0013850	sp|Q9UK96|FBX10_HUMAN	tr|G3QHM5|G3QHM5_GORGO
OG0013851	sp|Q5THJ4|VP13D_HUMAN	tr|G3QHP6|G3QHP6_GORGO
OG0013852	sp|O43561|LAT_HUMAN	tr|G3QHV0|G3QHV0_GORGO
OG0013853	sp|Q9Y2D8|ADIP_HUMAN	tr|G3QII5|G3QII5_GORGO
OG0013854	sp|Q9NQS5|GPR84_HUMAN	tr|G3QJL9|G3QJL9_GORGO
OG0013855	sp|Q96T53|MBOA4_HUMAN	tr|G3QLI0|G3QLI0_GORGO
OG0013856	sp|Q8IYD2|KLD8A_HUMAN	tr|G3QLV2|G3QLV2_GORGO
OG0013857	sp|O94889|KLH18_HUMAN	tr|G3QM91|G3QM91_GORGO
OG0013858	sp|Q14654|KCJ11_HUMAN	tr|G3QMA2|G3QMA2_GORGO
OG0013859	sp|O94826|TOM70_HUMAN	tr|G3QMD1|G3QMD1_GORGO
OG0013860	sp|Q96P67|GPR82_HUMAN	tr|G3QMH5|G3QMH5_GORGO
OG0013861	sp|Q8IV42|PSTK_HUMAN	tr|G3QMP9|G3QMP9_GORGO
OG0013862	sp|Q9UKF2|ADA30_HUMAN	tr|G3QN27|G3QN27_GORGO
OG0013863	sp|Q15554|TERF2_HUMAN	tr|G3QP07|G3QP07_GORGO
OG0013864	sp|Q86UU5|GGN_HUMAN	tr|G3QP87|G3QP87_GORGO
OG0013865	sp|Q13145|BAMBI_HUMAN	tr|G3QPL0|G3QPL0_GORGO
OG0013866	sp|Q13304|GPR17_HUMAN	tr|G3QPZ8|G3QPZ8_GORGO
OG0013867	sp|Q9BZD6|TMG4_HUMAN	tr|G3QQM1|G3QQM1_GORGO
OG0013868	sp|Q0VDE8|ADIG_HUMAN	tr|G3QQR4|G3QQR4_GORGO
OG0013869	sp|Q9NPD8|UBE2T_HUMAN	tr|G3QQW9|G3QQW9_GORGO
OG0013870	sp|Q14005|IL16_HUMAN	tr|G3QR00|G3QR00_GORGO
OG0013871	sp|Q7Z5L4|SPT19_HUMAN	tr|G3QRN0|G3QRN0_GORGO
OG0013872	sp|Q9NVS2|RT18A_HUMAN	tr|G3QTX9|G3QTX9_GORGO
OG0013873	sp|P36575|ARRC_HUMAN	tr|G3QUR5|G3QUR5_GORGO
OG0013874	sp|O15342|VA0E1_HUMAN	tr|G3QUZ6|G3QUZ6_GORGO
OG0013875	sp|P57735|RAB25_HUMAN	tr|G3QVB1|G3QVB1_GORGO
OG0013876	sp|Q9NXN4|GDAP2_HUMAN	tr|G3QVI5|G3QVI5_GORGO
OG0013877	sp|Q9Y446|PKP3_HUMAN	tr|G3QW31|G3QW31_GORGO
OG0013878	sp|Q8IY82|DRC7_HUMAN	tr|G3QZG8|G3QZG8_GORGO
OG0013879	sp|Q9BUN8|DERL1_HUMAN	tr|G3R0M4|G3R0M4_GORGO
OG0013880	sp|Q9BSW2|EFC4B_HUMAN	tr|G3R454|G3R454_GORGO
OG0013881	sp|Q8WV74|NUDT8_HUMAN	tr|G3R8F2|G3R8F2_GORGO
OG0013882	sp|P28069|PIT1_HUMAN	tr|G3R8G0|G3R8G0_GORGO
OG0013883	sp|P14770|GPIX_HUMAN	tr|G3RAV6|G3RAV6_GORGO
OG0013884	sp|Q6IPR3|TYW3_HUMAN	tr|G3RCV6|G3RCV6_GORGO
OG0013885	sp|O75783|RHBL1_HUMAN	tr|G3RDB0|G3RDB0_GORGO
OG0013886	sp|Q5T1A1|DCST2_HUMAN	tr|G3RDB7|G3RDB7_GORGO
OG0013887	sp|Q9UQR0|SCML2_HUMAN	tr|G3RIQ9|G3RIQ9_GORGO
OG0013888	sp|Q8WWY3|PRP31_HUMAN	tr|G3RK55|G3RK55_GORGO
OG0013889	sp|P08912|ACM5_HUMAN	tr|G3RNL2|G3RNL2_GORGO
OG0013890	sp|O95841|ANGL1_HUMAN	tr|G3RRW2|G3RRW2_GORGO
OG0013891	sp|Q9BVV6|TALD3_HUMAN	tr|G3RTS0|G3RTS0_GORGO
OG0013892	sp|P35542|SAA4_HUMAN	tr|G3RZ43|G3RZ43_GORGO
OG0013893	sp|Q69YN4|VIR_HUMAN	tr|G3S2X0|G3S2X0_GORGO
OG0013894	sp|Q02556|IRF8_HUMAN	tr|G3S6K3|G3S6K3_GORGO
OG0013895	sp|Q15596|NCOA2_HUMAN	tr|G3S6Z6|G3S6Z6_GORGO
OG0013896	sp|P01024|CO3_HUMAN	tr|G3SA61|G3SA61_GORGO
OG0013897	sp|Q14088|RB33A_HUMAN	tr|G3SBQ8|G3SBQ8_GORGO
OG0013898	sp|A6NKF1|SAC31_HUMAN	tr|G3SDV5|G3SDV5_GORGO
OG0013899	sp|Q86VR8|FJX1_HUMAN	tr|G3SGW5|G3SGW5_GORGO
OG0013900	sp|A5D6W6|FITM1_HUMAN	tr|A0A2I2Y218|A0A2I2Y218_GORGO
OG0013901	sp|B4E2M5|ANR66_HUMAN	tr|A0A2I2YHT3|A0A2I2YHT3_GORGO
OG0013902	sp|Q9NZH6|IL37_HUMAN	tr|A0A2I2YI20|A0A2I2YI20_GORGO
OG0013903	sp|O60502|OGA_HUMAN	tr|A0A2I2YJ45|A0A2I2YJ45_GORGO
OG0013904	sp|O94880|PHF14_HUMAN	tr|A0A2I2YL68|A0A2I2YL68_GORGO
OG0013905	sp|Q3MIV0|KR221_HUMAN	tr|A0A2I2YQ39|A0A2I2YQ39_GORGO
OG0013906	sp|O14730|RIOK3_HUMAN	tr|A0A2I2YRA4|A0A2I2YRA4_GORGO
OG0013907	sp|Q14C86|GAPD1_HUMAN	tr|A0A2I2YS87|A0A2I2YS87_GORGO
OG0013908	sp|Q969S8|HDA10_HUMAN	tr|A0A2I2YWZ8|A0A2I2YWZ8_GORGO
OG0013909	sp|Q86SE5|RALYL_HUMAN	tr|A0A2I2Z435|A0A2I2Z435_GORGO
OG0013910	sp|P51460|INSL3_HUMAN	tr|A0A2I2Z970|A0A2I2Z970_GORGO
OG0013911	sp|Q14139|UBE4A_HUMAN	tr|A0A2I2ZD19|A0A2I2ZD19_GORGO
OG0013912	sp|Q5T7B8|KIF24_HUMAN	tr|A0A2I2ZE30|A0A2I2ZE30_GORGO
OG0013913	sp|Q8NCU8|MTLN_HUMAN	tr|A0A2I2ZF62|A0A2I2ZF62_GORGO
OG0013914	sp|Q8WY54|PPM1E_HUMAN	tr|A0A2I2ZPR4|A0A2I2ZPR4_GORGO
OG0013915	sp|Q9UIR0|BTNL2_HUMAN	tr|A0A2I2ZPZ7|A0A2I2ZPZ7_GORGO
OG0013916	sp|Q9NX05|F120C_HUMAN	tr|A0A2I2ZR33|A0A2I2ZR33_GORGO
OG0013917	sp|Q4VX76|SYTL3_HUMAN	tr|A0A2I2ZT15|A0A2I2ZT15_GORGO
OG0013918	sp|Q8N5G0|SIM20_HUMAN	tr|A0A2I2ZTT7|A0A2I2ZTT7_GORGO
OG0013919	sp|Q8N8L6|ARL10_HUMAN	tr|A0A2I2ZX03|A0A2I2ZX03_GORGO
OG0013920	sp|Q86UL8|MAGI2_HUMAN	tr|G3QG32|G3QG32_GORGO
OG0013921	sp|Q9BXP5|SRRT_HUMAN	tr|G3QGN2|G3QGN2_GORGO
OG0013922	sp|Q00444|HXC5_HUMAN	tr|G3QGY9|G3QGY9_GORGO
OG0013923	sp|P10071|GLI3_HUMAN	tr|G3QI08|G3QI08_GORGO
OG0013924	sp|Q8NB14|UBP38_HUMAN	tr|G3QI18|G3QI18_GORGO
OG0013925	sp|P0C263|SBK2_HUMAN	tr|G3QIZ1|G3QIZ1_GORGO
OG0013926	sp|Q9NS87|KIF15_HUMAN	tr|G3QJF5|G3QJF5_GORGO
OG0013927	sp|Q9HCU5|PREB_HUMAN	tr|G3QJH2|G3QJH2_GORGO
OG0013928	sp|Q8NH09|OR8S1_HUMAN	tr|G3QKJ5|G3QKJ5_GORGO
OG0013929	sp|Q86XX4|FRAS1_HUMAN	tr|G3QKZ2|G3QKZ2_GORGO
OG0013930	sp|P16150|LEUK_HUMAN	tr|G3QPP0|G3QPP0_GORGO
OG0013931	sp|Q96E14|RMI2_HUMAN	tr|G3QRJ2|G3QRJ2_GORGO
OG0013932	sp|Q9BQS6|HSPB9_HUMAN	tr|G3QRU3|G3QRU3_GORGO
OG0013933	sp|Q0VFZ6|CF210_HUMAN	tr|G3QTS2|G3QTS2_GORGO
OG0013934	sp|O15335|CHAD_HUMAN	tr|G3QUH5|G3QUH5_GORGO
OG0013935	sp|Q5W0U4|BSPRY_HUMAN	tr|G3QVP0|G3QVP0_GORGO
OG0013936	sp|Q6Q4G3|AMPQ_HUMAN	tr|G3QWK5|G3QWK5_GORGO
OG0013937	sp|Q15744|CEBPE_HUMAN	tr|G3QWU0|G3QWU0_GORGO
OG0013938	sp|Q99996|AKAP9_HUMAN	tr|G3QWV6|G3QWV6_GORGO
OG0013939	sp|Q9Y6X5|ENPP4_HUMAN	tr|G3QWX9|G3QWX9_GORGO
OG0013940	sp|P22314|UBA1_HUMAN	tr|G3QX61|G3QX61_GORGO
OG0013941	sp|Q9NRR8|C42S1_HUMAN	tr|G3QYT6|G3QYT6_GORGO
OG0013942	sp|Q96PP4|TSG13_HUMAN	tr|G3R0U1|G3R0U1_GORGO
OG0013943	sp|P51606|RENBP_HUMAN	tr|G3R2V3|G3R2V3_GORGO
OG0013944	sp|Q8NFL0|B3GN7_HUMAN	tr|G3R4F6|G3R4F6_GORGO
OG0013945	sp|A8MZ26|EFCB9_HUMAN	tr|G3R6W5|G3R6W5_GORGO
OG0013946	sp|P05976|MYL1_HUMAN	tr|G3R8I7|G3R8I7_GORGO
OG0013947	sp|Q6ZN84|CCD81_HUMAN	tr|G3R8U0|G3R8U0_GORGO
OG0013948	sp|Q8NCB2|CAMKV_HUMAN	tr|G3R976|G3R976_GORGO
OG0013949	sp|P56715|RP1_HUMAN	tr|G3R9A1|G3R9A1_GORGO
OG0013950	sp|Q08397|LOXL1_HUMAN	tr|G3RFS3|G3RFS3_GORGO
OG0013951	sp|Q9Y266|NUDC_HUMAN	tr|G3RH24|G3RH24_GORGO
OG0013952	sp|P51813|BMX_HUMAN	tr|G3RIN1|G3RIN1_GORGO
OG0013953	sp|Q6ZRI0|OTOG_HUMAN	tr|G3RIY5|G3RIY5_GORGO
