Orthogroup	Homo_sapiens	Myotis_myotis
OG0011120	sp|Q9NS23|RASF1_HUMAN	tr|A0A7J7UE39|A0A7J7UE39_MYOMY
OG0011121	sp|Q9P035|HACD3_HUMAN	tr|A0A7J8ALI2|A0A7J8ALI2_MYOMY
OG0011122	sp|Q9UEE9|CFDP1_HUMAN	tr|A0A7J7SAA9|A0A7J7SAA9_MYOMY
OG0011123	sp|Q9UM11|FZR1_HUMAN	tr|A0A7J7XFU0|A0A7J7XFU0_MYOMY
OG0011124	sp|Q9Y3D9|RT23_HUMAN	tr|A0A7J7T7G6|A0A7J7T7G6_MYOMY
OG0011125	sp|Q9Y5P4|CERT_HUMAN	tr|A0A7J7XY36|A0A7J7XY36_MYOMY
OG0011126	sp|A2RUC4|TYW5_HUMAN	tr|A0A7J7WJP2|A0A7J7WJP2_MYOMY
OG0011127	sp|A6NM36|LRC30_HUMAN	tr|A0A7J7VZI7|A0A7J7VZI7_MYOMY
OG0011128	sp|O00462|MANBA_HUMAN	tr|A0A7J8AN12|A0A7J8AN12_MYOMY
OG0011129	sp|O00560|SDCB1_HUMAN	tr|A0A7J7TK35|A0A7J7TK35_MYOMY
OG0011130	sp|O43623|SNAI2_HUMAN	tr|A0A7J7TK80|A0A7J7TK80_MYOMY
OG0011131	sp|O43916|CHST1_HUMAN	tr|A0A7J7VGJ9|A0A7J7VGJ9_MYOMY
OG0011132	sp|O60481|ZIC3_HUMAN	tr|A0A7J7YHI1|A0A7J7YHI1_MYOMY
OG0011133	sp|O60486|PLXC1_HUMAN	tr|A0A7J7Z7B4|A0A7J7Z7B4_MYOMY
OG0011134	sp|O60909|B4GT2_HUMAN	tr|A0A7J7ZT23|A0A7J7ZT23_MYOMY
OG0011135	sp|O75829|CNMD_HUMAN	tr|A0A7J7Z134|A0A7J7Z134_MYOMY
OG0011136	sp|P13725|ONCM_HUMAN	tr|A0A7J7S2H7|A0A7J7S2H7_MYOMY
OG0011137	sp|P20226|TBP_HUMAN	tr|A0A7J7WYE6|A0A7J7WYE6_MYOMY
OG0011138	sp|P23528|COF1_HUMAN	tr|A0A7J7VGX8|A0A7J7VGX8_MYOMY
OG0011139	sp|P29120|NEC1_HUMAN	tr|A0A7J7Y1L0|A0A7J7Y1L0_MYOMY
OG0011140	sp|P31371|FGF9_HUMAN	tr|A0A7J7Z2U6|A0A7J7Z2U6_MYOMY
OG0011141	sp|P36954|RPB9_HUMAN	tr|A0A7J7SD27|A0A7J7SD27_MYOMY
OG0011142	sp|P41595|5HT2B_HUMAN	tr|A0A7J7WH41|A0A7J7WH41_MYOMY
OG0011143	sp|P50990|TCPQ_HUMAN	tr|A0A7J7ZTN8|A0A7J7ZTN8_MYOMY
OG0011144	sp|P61962|DCAF7_HUMAN	tr|A0A7J7T4U5|A0A7J7T4U5_MYOMY
OG0011145	sp|Q01362|FCERB_HUMAN	tr|A0A7J7VIR3|A0A7J7VIR3_MYOMY
OG0011146	sp|Q07837|SLC31_HUMAN	tr|A0A7J7U6A2|A0A7J7U6A2_MYOMY
OG0011147	sp|Q13491|GPM6B_HUMAN	tr|A0A7J7YD74|A0A7J7YD74_MYOMY
OG0011148	sp|Q13895|BYST_HUMAN	tr|A0A7J7WUD9|A0A7J7WUD9_MYOMY
OG0011149	sp|Q14CS0|UBX2B_HUMAN	tr|A0A7J7TJX3|A0A7J7TJX3_MYOMY
OG0011150	sp|Q1L6U9|MSMP_HUMAN	tr|A0A7J7UPZ9|A0A7J7UPZ9_MYOMY
OG0011151	sp|Q1XH10|SKDA1_HUMAN	tr|A0A7J8AQZ4|A0A7J8AQZ4_MYOMY
OG0011152	sp|Q504Y2|PKDCC_HUMAN	tr|A0A7J7U690|A0A7J7U690_MYOMY
OG0011153	sp|Q53FA7|QORX_HUMAN	tr|A0A7J7U6W9|A0A7J7U6W9_MYOMY
OG0011154	sp|Q569K6|CC157_HUMAN	tr|A0A7J7S142|A0A7J7S142_MYOMY
OG0011155	sp|Q5FVE4|ACBG2_HUMAN	tr|A0A7J7XDI9|A0A7J7XDI9_MYOMY
OG0011156	sp|Q5TKA1|LIN9_HUMAN	tr|A0A7J7RV34|A0A7J7RV34_MYOMY
OG0011157	sp|Q5VUJ9|DRC8_HUMAN	tr|A0A7J7RUW2|A0A7J7RUW2_MYOMY
OG0011158	sp|Q5VXD3|SAM13_HUMAN	tr|A0A7J8A184|A0A7J8A184_MYOMY
OG0011159	sp|Q68CQ1|MROH7_HUMAN	tr|A0A7J7ZZD7|A0A7J7ZZD7_MYOMY
OG0011160	sp|Q6IE81|JADE1_HUMAN	tr|A0A7J7XGR5|A0A7J7XGR5_MYOMY
OG0011161	sp|Q6PII3|CC174_HUMAN	tr|A0A7J7UBP5|A0A7J7UBP5_MYOMY
OG0011162	sp|Q6ZU35|CRACD_HUMAN	tr|A0A7J8AKN6|A0A7J8AKN6_MYOMY
OG0011163	sp|Q70EK8|UBP53_HUMAN	tr|A0A7J7R794|A0A7J7R794_MYOMY
OG0011164	sp|Q86T96|RN180_HUMAN	tr|A0A7J7Y2Z1|A0A7J7Y2Z1_MYOMY
OG0011165	sp|Q86UW9|DTX2_HUMAN	tr|A0A7J7XYD0|A0A7J7XYD0_MYOMY
OG0011166	sp|Q8IV38|ANKY2_HUMAN	tr|A0A7J7V276|A0A7J7V276_MYOMY
OG0011167	sp|Q8IXH7|NELFD_HUMAN	tr|A0A7J7W021|A0A7J7W021_MYOMY
OG0011168	sp|Q8IZU9|KIRR3_HUMAN	tr|A0A7J7S2G6|A0A7J7S2G6_MYOMY
OG0011169	sp|Q8N957|ANKF1_HUMAN	tr|A0A7J7T344|A0A7J7T344_MYOMY
OG0011170	sp|Q8NFH8|REPS2_HUMAN	tr|A0A7J7YF65|A0A7J7YF65_MYOMY
OG0011171	sp|Q8TD08|MK15_HUMAN	tr|A0A7J7R3X2|A0A7J7R3X2_MYOMY
OG0011172	sp|Q92935|EXTL1_HUMAN	tr|A0A7J7ZV70|A0A7J7ZV70_MYOMY
OG0011173	sp|Q96EN9|REX1B_HUMAN	tr|A0A7J7XJM6|A0A7J7XJM6_MYOMY
OG0011174	sp|Q96KN7|RPGR1_HUMAN	tr|A0A7J8AQJ3|A0A7J8AQJ3_MYOMY
OG0011175	sp|Q96L73|NSD1_HUMAN	tr|A0A7J7XJ71|A0A7J7XJ71_MYOMY
OG0011176	sp|Q9BV79|MECR_HUMAN	tr|A0A7J7ZYI3|A0A7J7ZYI3_MYOMY
OG0011177	sp|Q9H503|BAFL_HUMAN	tr|A0A7J7VX65|A0A7J7VX65_MYOMY
OG0011178	sp|Q9NRP4|SDHF3_HUMAN	tr|A0A7J7V4J2|A0A7J7V4J2_MYOMY
OG0011179	sp|Q9UBE8|NLK_HUMAN	tr|A0A7J7T7U4|A0A7J7T7U4_MYOMY
OG0011180	sp|Q9UDW1|QCR9_HUMAN	tr|A0A7J7S3R0|A0A7J7S3R0_MYOMY
OG0011181	sp|Q9UI09|NDUAC_HUMAN	tr|A0A7J7Z6A9|A0A7J7Z6A9_MYOMY
OG0011182	sp|Q9UNM6|PSD13_HUMAN	tr|A0A7J7RHF8|A0A7J7RHF8_MYOMY
OG0011183	sp|Q9Y496|KIF3A_HUMAN	tr|A0A7J7XGU4|A0A7J7XGU4_MYOMY
OG0011184	sp|Q9Y6F9|WNT6_HUMAN	tr|A0A7J7WKE9|A0A7J7WKE9_MYOMY
OG0011185	sp|A0A183|LCE6A_HUMAN	tr|A0A7J7SQY5|A0A7J7SQY5_MYOMY
OG0011186	sp|A6NLP5|TTC36_HUMAN	tr|A0A7J7VLB2|A0A7J7VLB2_MYOMY
OG0011187	sp|A6NNE9|MARHB_HUMAN	tr|A0A7J7Y1I0|A0A7J7Y1I0_MYOMY
OG0011188	sp|A7MBM2|DISP2_HUMAN	tr|A0A7J8AJI0|A0A7J8AJI0_MYOMY
OG0011189	sp|H3BQW9|F229A_HUMAN	tr|A0A7J7ZWF0|A0A7J7ZWF0_MYOMY
OG0011190	sp|O00206|TLR4_HUMAN	tr|A0A7J7URY6|A0A7J7URY6_MYOMY
OG0011191	sp|O00408|PDE2A_HUMAN	tr|A0A7J7VJZ4|A0A7J7VJZ4_MYOMY
OG0011192	sp|O00443|P3C2A_HUMAN	tr|A0A7J7VJW5|A0A7J7VJW5_MYOMY
OG0011193	sp|O75618|DEDD_HUMAN	tr|A0A7J7SQD8|A0A7J7SQD8_MYOMY
OG0011194	sp|P21506|ZNF10_HUMAN	tr|A0A7J7R4S9|A0A7J7R4S9_MYOMY
OG0011195	sp|P21549|AGT1_HUMAN	tr|A0A7J7WFK5|A0A7J7WFK5_MYOMY
OG0011196	sp|P25105|PTAFR_HUMAN	tr|A0A7J8A0P6|A0A7J8A0P6_MYOMY
OG0011197	sp|P28715|ERCC5_HUMAN	tr|A0A7J7Z3Q1|A0A7J7Z3Q1_MYOMY
OG0011198	sp|P33076|C2TA_HUMAN	tr|A0A7J7XXS0|A0A7J7XXS0_MYOMY
OG0011199	sp|P46597|ASMT_HUMAN	tr|A0A7J7QV88|A0A7J7QV88_MYOMY
OG0011200	sp|Q06432|CCG1_HUMAN	tr|A0A7J7T3E4|A0A7J7T3E4_MYOMY
OG0011201	sp|Q12996|CSTF3_HUMAN	tr|A0A7J7VGT3|A0A7J7VGT3_MYOMY
OG0011202	sp|Q14019|COTL1_HUMAN	tr|A0A7J7SAQ8|A0A7J7SAQ8_MYOMY
OG0011203	sp|Q14627|I13R2_HUMAN	tr|A0A7J7YE50|A0A7J7YE50_MYOMY
OG0011204	sp|Q15291|RBBP5_HUMAN	tr|A0A7J7SSQ1|A0A7J7SSQ1_MYOMY
OG0011205	sp|Q16342|PDCD2_HUMAN	tr|A0A7J7WX46|A0A7J7WX46_MYOMY
OG0011206	sp|Q32P28|P3H1_HUMAN	tr|A0A7J8A059|A0A7J8A059_MYOMY
OG0011207	sp|Q3KQV9|UAP1L_HUMAN	tr|A0A7J7QZF1|A0A7J7QZF1_MYOMY
OG0011208	sp|Q6AZY7|SCAR3_HUMAN	tr|A0A7J7XK11|A0A7J7XK11_MYOMY
OG0011209	sp|Q6P2H8|TMM53_HUMAN	tr|A0A7J8A300|A0A7J8A300_MYOMY
OG0011210	sp|Q6ZSA7|LRC55_HUMAN	tr|A0A7J7VIH0|A0A7J7VIH0_MYOMY
OG0011211	sp|Q7L1T6|NB5R4_HUMAN	tr|A0A7J7WUU6|A0A7J7WUU6_MYOMY
OG0011212	sp|Q7Z5L2|R3HCL_HUMAN	tr|A0A7J7TUI3|A0A7J7TUI3_MYOMY
OG0011213	sp|Q86V87|FHI2B_HUMAN	tr|A0A7J7XFC9|A0A7J7XFC9_MYOMY
OG0011214	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A7J7SQL2|A0A7J7SQL2_MYOMY
OG0011215	sp|Q8IWJ2|GCC2_HUMAN	tr|A0A7J7ZV41|A0A7J7ZV41_MYOMY
OG0011216	sp|Q8IYI0|SHLD1_HUMAN	tr|A0A7J7W150|A0A7J7W150_MYOMY
OG0011217	sp|Q8N5D0|WDTC1_HUMAN	tr|A0A7J8A3C6|A0A7J8A3C6_MYOMY
OG0011218	sp|Q8N9W8|GAR2_HUMAN	tr|A0A7J8AKF3|A0A7J8AKF3_MYOMY
OG0011219	sp|Q8NCH0|CHSTE_HUMAN	tr|A0A7J8AJA5|A0A7J8AJA5_MYOMY
OG0011220	sp|Q8WV44|TRI41_HUMAN	tr|A0A7J7XL48|A0A7J7XL48_MYOMY
OG0011221	sp|Q8WWF3|SSMM1_HUMAN	tr|A0A7J7V4Q9|A0A7J7V4Q9_MYOMY
OG0011222	sp|Q969D9|TSLP_HUMAN	tr|A0A7J7Y2Y7|A0A7J7Y2Y7_MYOMY
OG0011223	sp|Q96A61|TRI52_HUMAN	tr|A0A7J7XL81|A0A7J7XL81_MYOMY
OG0011224	sp|Q96AB6|NTAN1_HUMAN	tr|A0A7J7Y0U4|A0A7J7Y0U4_MYOMY
OG0011225	sp|Q96AD5|PLPL2_HUMAN	tr|A0A7J7RHB5|A0A7J7RHB5_MYOMY
OG0011226	sp|Q96JP0|FEM1C_HUMAN	tr|A0A7J7XYT7|A0A7J7XYT7_MYOMY
OG0011227	sp|Q96MA1|DMRTB_HUMAN	tr|A0A7J7ZUC6|A0A7J7ZUC6_MYOMY
OG0011228	sp|Q9BU68|PR15L_HUMAN	tr|A0A7J7T7P4|A0A7J7T7P4_MYOMY
OG0011229	sp|Q9BXF3|CECR2_HUMAN	tr|A0A7J7Z1A0|A0A7J7Z1A0_MYOMY
OG0011230	sp|Q9H0G5|NSRP1_HUMAN	tr|A0A7J7T763|A0A7J7T763_MYOMY
OG0011231	sp|Q9H9A5|CNO10_HUMAN	tr|A0A7J7UBK7|A0A7J7UBK7_MYOMY
OG0011232	sp|Q9NUD5|ZCHC3_HUMAN	tr|A0A7J7W1I4|A0A7J7W1I4_MYOMY
OG0011233	sp|Q9NVQ4|FAIM1_HUMAN	tr|A0A7J7UC50|A0A7J7UC50_MYOMY
OG0011234	sp|Q9NWL6|ASND1_HUMAN	tr|A0A7J7WFF7|A0A7J7WFF7_MYOMY
OG0011235	sp|Q9P2P6|STAR9_HUMAN	tr|A0A7J8AS58|A0A7J8AS58_MYOMY
OG0011236	sp|Q9UBI1|COMD3_HUMAN	tr|A0A7J8AIL9|A0A7J8AIL9_MYOMY
OG0011237	sp|Q9UKT5|FBX4_HUMAN	tr|A0A7J7XZI1|A0A7J7XZI1_MYOMY
OG0011238	sp|Q9Y2I6|NINL_HUMAN	tr|A0A7J7VZG2|A0A7J7VZG2_MYOMY
OG0011239	sp|Q9Y2V7|COG6_HUMAN	tr|A0A7J7Z153|A0A7J7Z153_MYOMY
OG0011240	sp|Q9Y6C9|MTCH2_HUMAN	tr|A0A7J7VIS6|A0A7J7VIS6_MYOMY
OG0011241	sp|O00170|AIP_HUMAN	tr|A0A7J7VFN9|A0A7J7VFN9_MYOMY
OG0011242	sp|O14495|PLPP3_HUMAN	tr|A0A7J7ZWU5|A0A7J7ZWU5_MYOMY
OG0011243	sp|O15467|CCL16_HUMAN	tr|A0A7J7T4C4|A0A7J7T4C4_MYOMY
OG0011244	sp|O95139|NDUB6_HUMAN	tr|A0A7J7UQI0|A0A7J7UQI0_MYOMY
OG0011245	sp|P07766|CD3E_HUMAN	tr|A0A7J7VGH8|A0A7J7VGH8_MYOMY
OG0011246	sp|P11831|SRF_HUMAN	tr|A0A7J7WY38|A0A7J7WY38_MYOMY
OG0011247	sp|P12272|PTHR_HUMAN	tr|A0A7J7Z7Q2|A0A7J7Z7Q2_MYOMY
OG0011248	sp|P17544|ATF7_HUMAN	tr|A0A7J7Z0F8|A0A7J7Z0F8_MYOMY
OG0011249	sp|P20618|PSB1_HUMAN	tr|A0A7J7WX53|A0A7J7WX53_MYOMY
OG0011250	sp|P35658|NU214_HUMAN	tr|A0A7J7UQB2|A0A7J7UQB2_MYOMY
OG0011251	sp|P62306|RUXF_HUMAN	tr|A0A7J7Z8N3|A0A7J7Z8N3_MYOMY
OG0011252	sp|Q02086|SP2_HUMAN	tr|A0A7J7T8I2|A0A7J7T8I2_MYOMY
OG0011253	sp|Q05952|STP2_HUMAN	tr|A0A7J7Y3M9|A0A7J7Y3M9_MYOMY
OG0011254	sp|Q13753|LAMC2_HUMAN	tr|A0A7J7SRK0|A0A7J7SRK0_MYOMY
OG0011255	sp|Q14055|CO9A2_HUMAN	tr|A0A7J7ZTL0|A0A7J7ZTL0_MYOMY
OG0011256	sp|Q14767|LTBP2_HUMAN	tr|A0A7J8ANK6|A0A7J8ANK6_MYOMY
OG0011257	sp|Q15077|P2RY6_HUMAN	tr|A0A7J7VK05|A0A7J7VK05_MYOMY
OG0011258	sp|Q16698|DECR_HUMAN	tr|A0A7J7TJ46|A0A7J7TJ46_MYOMY
OG0011259	sp|Q2TAP0|GOG7B_HUMAN	tr|A0A7J7TT69|A0A7J7TT69_MYOMY
OG0011260	sp|Q32M84|BTBDG_HUMAN	tr|A0A7J7QVU5|A0A7J7QVU5_MYOMY
OG0011261	sp|Q53H54|TYW2_HUMAN	tr|A0A7J7TJP9|A0A7J7TJP9_MYOMY
OG0011262	sp|Q5T5A4|CF276_HUMAN	tr|A0A7J7SPR3|A0A7J7SPR3_MYOMY
OG0011263	sp|Q6KF10|GDF6_HUMAN	tr|A0A7J7TIZ6|A0A7J7TIZ6_MYOMY
OG0011264	sp|Q6NUP7|PP4R4_HUMAN	tr|A0A7J7QTP1|A0A7J7QTP1_MYOMY
OG0011265	sp|Q6PCD5|RFWD3_HUMAN	tr|A0A7J7SDB3|A0A7J7SDB3_MYOMY
OG0011266	sp|Q6ZS17|RIPR1_HUMAN	tr|A0A7J7SDT5|A0A7J7SDT5_MYOMY
OG0011267	sp|Q6ZSC3|RBM43_HUMAN	tr|A0A7J7WIW6|A0A7J7WIW6_MYOMY
OG0011268	sp|Q7L9B9|EEPD1_HUMAN	tr|A0A7J7V2J9|A0A7J7V2J9_MYOMY
OG0011269	sp|Q7Z695|ADCK2_HUMAN	tr|A0A7J7V1Q8|A0A7J7V1Q8_MYOMY
OG0011270	sp|Q86V48|LUZP1_HUMAN	tr|A0A7J7ZYL3|A0A7J7ZYL3_MYOMY
OG0011271	sp|Q8IV61|GRP3_HUMAN	tr|A0A7J7U624|A0A7J7U624_MYOMY
OG0011272	sp|Q8N183|NDUF2_HUMAN	tr|A0A7J7Y202|A0A7J7Y202_MYOMY
OG0011273	sp|Q8NBX0|SCPDL_HUMAN	tr|A0A7J7RV32|A0A7J7RV32_MYOMY
OG0011274	sp|Q8TC26|TM163_HUMAN	tr|A0A7J7WK19|A0A7J7WK19_MYOMY
OG0011275	sp|Q8WZA1|PMGT1_HUMAN	tr|A0A7J8A009|A0A7J8A009_MYOMY
OG0011276	sp|Q92561|PHYIP_HUMAN	tr|A0A7J7XIX7|A0A7J7XIX7_MYOMY
OG0011277	sp|Q92604|LGAT1_HUMAN	tr|A0A7J7SRI5|A0A7J7SRI5_MYOMY
OG0011278	sp|Q969K7|TMM54_HUMAN	tr|A0A7J8A3F3|A0A7J8A3F3_MYOMY
OG0011279	sp|Q96BQ5|CC127_HUMAN	tr|A0A7J7XXW6|A0A7J7XXW6_MYOMY
OG0011280	sp|Q96GN5|CDA7L_HUMAN	tr|A0A7J7V2A1|A0A7J7V2A1_MYOMY
OG0011281	sp|Q96GR4|ZDH12_HUMAN	tr|A0A7J7US32|A0A7J7US32_MYOMY
OG0011282	sp|Q96JK9|MAML3_HUMAN	tr|A0A7J7XI45|A0A7J7XI45_MYOMY
OG0011283	sp|Q96KC9|CABS1_HUMAN	tr|A0A7J8AIM4|A0A7J8AIM4_MYOMY
OG0011284	sp|Q96MP5|ZSWM3_HUMAN	tr|A0A7J7W212|A0A7J7W212_MYOMY
OG0011285	sp|Q96P63|SPB12_HUMAN	tr|A0A7J7W133|A0A7J7W133_MYOMY
OG0011286	sp|Q96PU8|QKI_HUMAN	tr|A0A7J7WXG9|A0A7J7WXG9_MYOMY
OG0011287	sp|Q9BVL2|NUP58_HUMAN	tr|A0A7J7Z878|A0A7J7Z878_MYOMY
OG0011288	sp|Q9BW72|HIG2A_HUMAN	tr|A0A7J7XGD1|A0A7J7XGD1_MYOMY
OG0011289	sp|Q9H4G0|E41L1_HUMAN	tr|A0A7J7VY98|A0A7J7VY98_MYOMY
OG0011290	sp|Q9NY97|B3GN2_HUMAN	tr|A0A7J7U474|A0A7J7U474_MYOMY
OG0011291	sp|Q9NYG2|ZDHC3_HUMAN	tr|A0A7J7UFA0|A0A7J7UFA0_MYOMY
OG0011292	sp|Q9P2B4|CT2NL_HUMAN	tr|A0A7J7SPU4|A0A7J7SPU4_MYOMY
OG0011293	sp|Q9UJC5|SH3L2_HUMAN	tr|A0A7J7WX54|A0A7J7WX54_MYOMY
OG0011294	sp|Q9UJJ7|RUSD1_HUMAN	tr|A0A7J7R7U3|A0A7J7R7U3_MYOMY
OG0011295	sp|Q9ULZ9|MMP17_HUMAN	tr|A0A7J7R4X7|A0A7J7R4X7_MYOMY
OG0011296	sp|Q9UM54|MYO6_HUMAN	tr|A0A7J7WW86|A0A7J7WW86_MYOMY
OG0011297	sp|Q9UPS6|SET1B_HUMAN	tr|A0A7J7S2X0|A0A7J7S2X0_MYOMY
OG0011298	sp|Q9Y2W7|CSEN_HUMAN	tr|A0A7J7QZZ3|A0A7J7QZZ3_MYOMY
OG0011299	sp|Q9Y3X0|CCDC9_HUMAN	tr|A0A7J7R8X1|A0A7J7R8X1_MYOMY
OG0011300	sp|A0A1B0GUV7|TEX48_HUMAN	tr|A0A7J7URJ5|A0A7J7URJ5_MYOMY
OG0011301	sp|A0PJW6|TM223_HUMAN	tr|A0A7J7RI53|A0A7J7RI53_MYOMY
OG0011302	sp|A8MXE2|B3GT9_HUMAN	tr|A0A7J7UMN4|A0A7J7UMN4_MYOMY
OG0011303	sp|B1AK53|ESPN_HUMAN	tr|A0A7J7ZUZ7|A0A7J7ZUZ7_MYOMY
OG0011304	sp|O43148|MCES_HUMAN	tr|A0A7J7W0X0|A0A7J7W0X0_MYOMY
OG0011305	sp|O60783|RT14_HUMAN	tr|A0A7J7SS19|A0A7J7SS19_MYOMY
OG0011306	sp|O75121|MFA3L_HUMAN	tr|A0A7J7XI68|A0A7J7XI68_MYOMY
OG0011307	sp|O95256|I18RA_HUMAN	tr|A0A7J7RSJ8|A0A7J7RSJ8_MYOMY
OG0011308	sp|O95393|BMP10_HUMAN	tr|A0A7J7U3Y2|A0A7J7U3Y2_MYOMY
OG0011309	sp|P20851|C4BPB_HUMAN	tr|A0A7J7SPG4|A0A7J7SPG4_MYOMY
OG0011310	sp|P23025|XPA_HUMAN	tr|A0A7J7USE3|A0A7J7USE3_MYOMY
OG0011311	sp|P40933|IL15_HUMAN	tr|A0A7J7XGL3|A0A7J7XGL3_MYOMY
OG0011312	sp|P41223|BUD31_HUMAN	tr|A0A7J7XXP2|A0A7J7XXP2_MYOMY
OG0011313	sp|P61024|CKS1_HUMAN	tr|A0A7J7SQS6|A0A7J7SQS6_MYOMY
OG0011314	sp|P63218|GBG5_HUMAN	tr|A0A7J7ZV81|A0A7J7ZV81_MYOMY
OG0011315	sp|Q02363|ID2_HUMAN	tr|A0A7J7U4Z4|A0A7J7U4Z4_MYOMY
OG0011316	sp|Q03395|ROM1_HUMAN	tr|A0A7J7RHE4|A0A7J7RHE4_MYOMY
OG0011317	sp|Q0VDG4|SCRN3_HUMAN	tr|A0A7J7WJ31|A0A7J7WJ31_MYOMY
OG0011318	sp|Q13243|SRSF5_HUMAN	tr|A0A7J8AS48|A0A7J8AS48_MYOMY
OG0011319	sp|Q16655|MAR1_HUMAN	tr|A0A7J7UQD0|A0A7J7UQD0_MYOMY
OG0011320	sp|Q5HYK3|COQ5_HUMAN	tr|A0A7J7S1H0|A0A7J7S1H0_MYOMY
OG0011321	sp|Q5MJ68|SPDYC_HUMAN	tr|A0A7J7VLD4|A0A7J7VLD4_MYOMY
OG0011322	sp|Q5VTT2|CFA95_HUMAN	tr|A0A7J7UMV8|A0A7J7UMV8_MYOMY
OG0011323	sp|Q5VVJ2|MYSM1_HUMAN	tr|A0A7J7ZZM1|A0A7J7ZZM1_MYOMY
OG0011324	sp|Q5VZF2|MBNL2_HUMAN	tr|A0A7J7Z6J1|A0A7J7Z6J1_MYOMY
OG0011325	sp|Q68CZ2|TENS3_HUMAN	tr|A0A7J7V508|A0A7J7V508_MYOMY
OG0011326	sp|Q6NUT3|MFS12_HUMAN	tr|A0A7J7XI44|A0A7J7XI44_MYOMY
OG0011327	sp|Q6UW63|PLGT2_HUMAN	tr|A0A7J7Z442|A0A7J7Z442_MYOMY
OG0011328	sp|Q6UXU6|TMM92_HUMAN	tr|A0A7J7T932|A0A7J7T932_MYOMY
OG0011329	sp|Q7Z7B1|PIGW_HUMAN	tr|A0A7J7T7D2|A0A7J7T7D2_MYOMY
OG0011330	sp|Q86UU0|BCL9L_HUMAN	tr|A0A7J7VG39|A0A7J7VG39_MYOMY
OG0011331	sp|Q86VE0|MYPOP_HUMAN	tr|A0A7J7R989|A0A7J7R989_MYOMY
OG0011332	sp|Q86YC2|PALB2_HUMAN	tr|A0A7J7Y137|A0A7J7Y137_MYOMY
OG0011333	sp|Q8IWX8|CHERP_HUMAN	tr|A0A7J7RBD2|A0A7J7RBD2_MYOMY
OG0011334	sp|Q8NCN4|RN169_HUMAN	tr|A0A7J7VKQ9|A0A7J7VKQ9_MYOMY
OG0011335	sp|Q8NFH5|NUP35_HUMAN	tr|A0A7J7WIH2|A0A7J7WIH2_MYOMY
OG0011336	sp|Q8TB45|DPTOR_HUMAN	tr|A0A7J7TJ50|A0A7J7TJ50_MYOMY
OG0011337	sp|Q8TDX5|ACMSD_HUMAN	tr|A0A7J7WF65|A0A7J7WF65_MYOMY
OG0011338	sp|Q8TE96|DQX1_HUMAN	tr|A0A7J7U4N6|A0A7J7U4N6_MYOMY
OG0011339	sp|Q8WV19|SFT2A_HUMAN	tr|A0A7J7WXT5|A0A7J7WXT5_MYOMY
OG0011340	sp|Q8WVV9|HNRLL_HUMAN	tr|A0A7J7U4Y4|A0A7J7U4Y4_MYOMY
OG0011341	sp|Q8WWG9|KCNE4_HUMAN	tr|A0A7J7WH42|A0A7J7WH42_MYOMY
OG0011342	sp|Q8WXH4|ASB11_HUMAN	tr|A0A7J7YC01|A0A7J7YC01_MYOMY
OG0011343	sp|Q92478|CLC2B_HUMAN	tr|A0A7J7Z105|A0A7J7Z105_MYOMY
OG0011344	sp|Q92564|DCNL4_HUMAN	tr|A0A7J8AJQ7|A0A7J8AJQ7_MYOMY
OG0011345	sp|Q969U7|PSMG2_HUMAN	tr|A0A7J7W0D6|A0A7J7W0D6_MYOMY
OG0011346	sp|Q96MM7|H6ST2_HUMAN	tr|A0A7J7YD11|A0A7J7YD11_MYOMY
OG0011347	sp|Q99653|CHP1_HUMAN	tr|A0A7J8AJS0|A0A7J8AJS0_MYOMY
OG0011348	sp|Q9BRA0|LSMD1_HUMAN	tr|A0A7J7T6W4|A0A7J7T6W4_MYOMY
OG0011349	sp|Q9BX69|CARD6_HUMAN	tr|A0A7J7XYH4|A0A7J7XYH4_MYOMY
OG0011350	sp|Q9BX95|SGPP1_HUMAN	tr|A0A7J8AQY1|A0A7J8AQY1_MYOMY
OG0011351	sp|Q9H6Z9|EGLN3_HUMAN	tr|A0A7J8AJV9|A0A7J8AJV9_MYOMY
OG0011352	sp|Q9HBU9|POPD2_HUMAN	tr|A0A7J8A0H4|A0A7J8A0H4_MYOMY
OG0011353	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A7J7WUH4|A0A7J7WUH4_MYOMY
OG0011354	sp|Q9NQS5|GPR84_HUMAN	tr|A0A7J7Z337|A0A7J7Z337_MYOMY
OG0011355	sp|Q9UI17|M2GD_HUMAN	tr|A0A7J7XYD1|A0A7J7XYD1_MYOMY
OG0011356	sp|Q9UKV5|AMFR_HUMAN	tr|A0A7J7SAF2|A0A7J7SAF2_MYOMY
OG0011357	sp|Q9UN79|SOX13_HUMAN	tr|A0A7J7STH1|A0A7J7STH1_MYOMY
OG0011358	sp|Q9Y345|SC6A5_HUMAN	tr|A0A7J7VKH4|A0A7J7VKH4_MYOMY
OG0011359	sp|A0PJK1|SC5AA_HUMAN	tr|A0A7J7RE43|A0A7J7RE43_MYOMY
OG0011360	sp|O00299|CLIC1_HUMAN	tr|A0A7J7RKA4|A0A7J7RKA4_MYOMY
OG0011361	sp|O14543|SOCS3_HUMAN	tr|A0A7J7T8I8|A0A7J7T8I8_MYOMY
OG0011362	sp|O14776|TCRG1_HUMAN	tr|A0A7J7XKW6|A0A7J7XKW6_MYOMY
