Orthogroup	Homo_sapiens	Diceros_bicornis_minor
OG0009050	sp|O14718|OPSX_HUMAN	tr|A0A7J7F727|A0A7J7F727_DICBM
OG0009051	sp|Q9BRQ0|PYGO2_HUMAN	tr|A0A7J7F847|A0A7J7F847_DICBM
OG0009052	sp|Q96F63|CCD97_HUMAN	tr|A0A7J7F871|A0A7J7F871_DICBM
OG0009053	sp|Q5BVD1|TTMP_HUMAN	tr|A0A7J7F8D2|A0A7J7F8D2_DICBM
OG0009054	sp|Q9UBG0|MRC2_HUMAN	tr|A0A7J7F905|A0A7J7F905_DICBM
OG0009055	sp|Q9Y225|RNF24_HUMAN	tr|A0A7J7FA53|A0A7J7FA53_DICBM
OG0009056	sp|P19113|DCHS_HUMAN	tr|A0A7J7FBJ1|A0A7J7FBJ1_DICBM
OG0009057	sp|Q96EP0|RNF31_HUMAN	tr|A0A7J7FCG4|A0A7J7FCG4_DICBM
OG0009058	sp|Q96DT0|LEG12_HUMAN	tr|A0A7J7FDD2|A0A7J7FDD2_DICBM
OG0009059	sp|Q9H1Z8|AUGN_HUMAN	tr|A0A7J7FE53|A0A7J7FE53_DICBM
OG0009060	sp|Q8IWK6|AGRA3_HUMAN	tr|A0A7J7FGE4|A0A7J7FGE4_DICBM
OG0009061	sp|O00258|GET1_HUMAN	tr|A0A7J7FHE6|A0A7J7FHE6_DICBM
OG0009062	sp|O00178|GTPB1_HUMAN	tr|A0A7J7FJ65|A0A7J7FJ65_DICBM
OG0009063	sp|Q8WWH5|TRUB1_HUMAN	tr|A0A7J7FJ98|A0A7J7FJ98_DICBM
OG0009064	sp|Q9BYB0|SHAN3_HUMAN	tr|A0A7J7FJL7|A0A7J7FJL7_DICBM
OG0009065	sp|Q96KC8|DNJC1_HUMAN	tr|A0A7J7FLK9|A0A7J7FLK9_DICBM
OG0009066	sp|Q13371|PHLP_HUMAN	tr|A0A7J7FLN7|A0A7J7FLN7_DICBM
OG0009067	sp|Q99999|G3ST1_HUMAN	tr|A0A7J7FM39|A0A7J7FM39_DICBM
OG0009068	sp|Q9GZU1|MCLN1_HUMAN	tr|A0A7J7FMT4|A0A7J7FMT4_DICBM
OG0009069	sp|Q9UII6|DS13B_HUMAN	tr|A0A7J7FMX0|A0A7J7FMX0_DICBM
OG0009070	sp|Q9BTT6|LRRC1_HUMAN	tr|A0A7J7FS12|A0A7J7FS12_DICBM
OG0009071	sp|Q9Y680|FKBP7_HUMAN	tr|A0A7J7E4M3|A0A7J7E4M3_DICBM
OG0009072	sp|Q8NI32|LPD6B_HUMAN	tr|A0A7J7E4X7|A0A7J7E4X7_DICBM
OG0009073	sp|A4FU69|EFCB5_HUMAN	tr|A0A7J7E7J9|A0A7J7E7J9_DICBM
OG0009074	sp|P17022|ZNF18_HUMAN	tr|A0A7J7E7W9|A0A7J7E7W9_DICBM
OG0009075	sp|O75888|TNF13_HUMAN	tr|A0A7J7E7Y6|A0A7J7E7Y6_DICBM
OG0009076	sp|Q8IYL2|TRM44_HUMAN	tr|A0A7J7EBB4|A0A7J7EBB4_DICBM
OG0009077	sp|Q9C0H2|TTYH3_HUMAN	tr|A0A7J7EBK3|A0A7J7EBK3_DICBM
OG0009078	sp|P56597|NDK5_HUMAN	tr|A0A7J7ECJ9|A0A7J7ECJ9_DICBM
OG0009079	sp|A6NGB7|TM221_HUMAN	tr|A0A7J7ED79|A0A7J7ED79_DICBM
OG0009080	sp|Q96F81|DISP1_HUMAN	tr|A0A7J7EEN0|A0A7J7EEN0_DICBM
OG0009081	sp|Q9UKT4|FBX5_HUMAN	tr|A0A7J7EG97|A0A7J7EG97_DICBM
OG0009082	sp|Q9NQ25|SLAF7_HUMAN	tr|A0A7J7EIE5|A0A7J7EIE5_DICBM
OG0009083	sp|P19388|RPAB1_HUMAN	tr|A0A7J7EM86|A0A7J7EM86_DICBM
OG0009084	sp|Q8N668|COMD1_HUMAN	tr|A0A7J7EQC9|A0A7J7EQC9_DICBM
OG0009085	sp|Q9Y493|ZAN_HUMAN	tr|A0A7J7EQY1|A0A7J7EQY1_DICBM
OG0009086	sp|Q8IYM1|SEP12_HUMAN	tr|A0A7J7ERL0|A0A7J7ERL0_DICBM
OG0009087	sp|Q8IUH4|ZDH13_HUMAN	tr|A0A7J7ETJ1|A0A7J7ETJ1_DICBM
OG0009088	sp|Q8TCD1|CR032_HUMAN	tr|A0A7J7ETK5|A0A7J7ETK5_DICBM
OG0009089	sp|P07510|ACHG_HUMAN	tr|A0A7J7EU71|A0A7J7EU71_DICBM
OG0009090	sp|Q9Y466|NR2E1_HUMAN	tr|A0A7J7EW37|A0A7J7EW37_DICBM
OG0009091	sp|O15400|STX7_HUMAN	tr|A0A7J7EW83|A0A7J7EW83_DICBM
OG0009092	sp|Q8NDY3|ARHL1_HUMAN	tr|A0A7J7EWY9|A0A7J7EWY9_DICBM
OG0009093	sp|P49354|FNTA_HUMAN	tr|A0A7J7EXW5|A0A7J7EXW5_DICBM
OG0009094	sp|Q13084|RM28_HUMAN	tr|A0A7J7EZ68|A0A7J7EZ68_DICBM
OG0009095	sp|Q8N336|ELMD1_HUMAN	tr|A0A7J7EZA4|A0A7J7EZA4_DICBM
OG0009096	sp|Q0P6D6|CCD15_HUMAN	tr|A0A7J7F045|A0A7J7F045_DICBM
OG0009097	sp|Q15435|PP1R7_HUMAN	tr|A0A7J7F0V7|A0A7J7F0V7_DICBM
OG0009098	sp|P13798|ACPH_HUMAN	tr|A0A7J7F1Q7|A0A7J7F1Q7_DICBM
OG0009099	sp|Q7L5A8|FA2H_HUMAN	tr|A0A7J7F2R8|A0A7J7F2R8_DICBM
OG0009100	sp|Q8N490|PNKD_HUMAN	tr|A0A7J7F488|A0A7J7F488_DICBM
OG0009101	sp|Q9NQX1|PRDM5_HUMAN	tr|A0A7J7F642|A0A7J7F642_DICBM
OG0009102	sp|Q9NWC5|TM45A_HUMAN	tr|A0A7J7F792|A0A7J7F792_DICBM
OG0009103	sp|Q9H3R2|MUC13_HUMAN	tr|A0A7J7F7W6|A0A7J7F7W6_DICBM
OG0009104	sp|Q9Y639|NPTN_HUMAN	tr|A0A7J7FC49|A0A7J7FC49_DICBM
OG0009105	sp|P25963|IKBA_HUMAN	tr|A0A7J7FCY6|A0A7J7FCY6_DICBM
OG0009106	sp|Q9HBM0|VEZA_HUMAN	tr|A0A7J7FF65|A0A7J7FF65_DICBM
OG0009107	sp|Q8TCA0|LRC20_HUMAN	tr|A0A7J7FIR0|A0A7J7FIR0_DICBM
OG0009108	sp|P48307|TFPI2_HUMAN	tr|A0A7J7FJH0|A0A7J7FJH0_DICBM
OG0009109	sp|P78371|TCPB_HUMAN	tr|A0A7J7FJM3|A0A7J7FJM3_DICBM
OG0009110	sp|Q92785|REQU_HUMAN	tr|A0A7J7FJM5|A0A7J7FJM5_DICBM
OG0009111	sp|Q9H7P6|MB12B_HUMAN	tr|A0A7J7FLH4|A0A7J7FLH4_DICBM
OG0009112	sp|Q8WTX7|CAST1_HUMAN	tr|A0A7J7FM54|A0A7J7FM54_DICBM
OG0009113	sp|P14920|OXDA_HUMAN	tr|A0A7J7FMA7|A0A7J7FMA7_DICBM
OG0009114	sp|Q6NX49|ZN544_HUMAN	tr|A0A7J7FN10|A0A7J7FN10_DICBM
OG0009115	sp|Q96PN7|TREF1_HUMAN	tr|A0A7J7FR02|A0A7J7FR02_DICBM
OG0009116	sp|O75486|SUPT3_HUMAN	tr|A0A7J7FRN2|A0A7J7FRN2_DICBM
OG0009117	sp|Q96C03|MID49_HUMAN	tr|A0A7J7E7Z5|A0A7J7E7Z5_DICBM
OG0009118	sp|Q13470|TNK1_HUMAN	tr|A0A7J7E813|A0A7J7E813_DICBM
OG0009119	sp|P36406|TRI23_HUMAN	tr|A0A7J7E8L7|A0A7J7E8L7_DICBM
OG0009120	sp|Q9UNQ2|DIM1_HUMAN	tr|A0A7J7E8N5|A0A7J7E8N5_DICBM
OG0009121	sp|Q9H628|RERGL_HUMAN	tr|A0A7J7E9M9|A0A7J7E9M9_DICBM
OG0009122	sp|O00429|DNM1L_HUMAN	tr|A0A7J7EAB4|A0A7J7EAB4_DICBM
OG0009123	sp|Q99541|PLIN2_HUMAN	tr|A0A7J7EAS9|A0A7J7EAS9_DICBM
OG0009124	sp|O95235|KI20A_HUMAN	tr|A0A7J7ECD3|A0A7J7ECD3_DICBM
OG0009125	sp|Q9HCT0|FGF22_HUMAN	tr|A0A7J7ECL1|A0A7J7ECL1_DICBM
OG0009126	sp|Q9BSY9|DESI2_HUMAN	tr|A0A7J7EE71|A0A7J7EE71_DICBM
OG0009127	sp|Q14739|LBR_HUMAN	tr|A0A7J7EEC7|A0A7J7EEC7_DICBM
OG0009128	sp|Q5T230|UTF1_HUMAN	tr|A0A7J7EFF0|A0A7J7EFF0_DICBM
OG0009129	sp|Q6P5X7|TMM71_HUMAN	tr|A0A7J7EHN9|A0A7J7EHN9_DICBM
OG0009130	sp|Q9Y2D9|ZN652_HUMAN	tr|A0A7J7EJI4|A0A7J7EJI4_DICBM
OG0009131	sp|A0A183|LCE6A_HUMAN	tr|A0A7J7EKU4|A0A7J7EKU4_DICBM
OG0009132	sp|Q05823|RN5A_HUMAN	tr|A0A7J7ELR7|A0A7J7ELR7_DICBM
OG0009133	sp|A6NC51|T150B_HUMAN	tr|A0A7J7EM99|A0A7J7EM99_DICBM
OG0009134	sp|Q6ZVZ8|ASB18_HUMAN	tr|A0A7J7EU43|A0A7J7EU43_DICBM
OG0009135	sp|Q9NZK5|ADA2_HUMAN	tr|A0A7J7EUC1|A0A7J7EUC1_DICBM
OG0009136	sp|Q9BXY4|RSPO3_HUMAN	tr|A0A7J7EWE3|A0A7J7EWE3_DICBM
OG0009137	sp|Q9UKN8|TF3C4_HUMAN	tr|A0A7J7EZ48|A0A7J7EZ48_DICBM
OG0009138	sp|O60487|MPZL2_HUMAN	tr|A0A7J7EZR6|A0A7J7EZR6_DICBM
OG0009139	sp|Q8WVB3|HEXD_HUMAN	tr|A0A7J7F082|A0A7J7F082_DICBM
OG0009140	sp|Q8N7X2|STPG3_HUMAN	tr|A0A7J7F0N7|A0A7J7F0N7_DICBM
OG0009141	sp|Q9UK59|DBR1_HUMAN	tr|A0A7J7F1K0|A0A7J7F1K0_DICBM
OG0009142	sp|Q8IZ02|LRC34_HUMAN	tr|A0A7J7F2E4|A0A7J7F2E4_DICBM
OG0009143	sp|Q96T53|MBOA4_HUMAN	tr|A0A7J7F2W0|A0A7J7F2W0_DICBM
OG0009144	sp|Q8IVU1|IGDC3_HUMAN	tr|A0A7J7FBS8|A0A7J7FBS8_DICBM
OG0009145	sp|O95473|SNG4_HUMAN	tr|A0A7J7FCX6|A0A7J7FCX6_DICBM
OG0009146	sp|P26641|EF1G_HUMAN	tr|A0A7J7FD65|A0A7J7FD65_DICBM
OG0009147	sp|Q96DT7|ZBT10_HUMAN	tr|A0A7J7FE65|A0A7J7FE65_DICBM
OG0009148	sp|O43542|XRCC3_HUMAN	tr|A0A7J7FEH4|A0A7J7FEH4_DICBM
OG0009149	sp|P57682|KLF3_HUMAN	tr|A0A7J7FG07|A0A7J7FG07_DICBM
OG0009150	sp|Q9BRP8|PYM1_HUMAN	tr|A0A7J7FJZ9|A0A7J7FJZ9_DICBM
OG0009151	sp|O94777|DPM2_HUMAN	tr|A0A7J7FLS1|A0A7J7FLS1_DICBM
OG0009152	sp|Q99640|PMYT1_HUMAN	tr|A0A7J7FM82|A0A7J7FM82_DICBM
OG0009153	sp|Q9NZ20|PA2G3_HUMAN	tr|A0A7J7FMK0|A0A7J7FMK0_DICBM
OG0009154	sp|M0QZC1|RN225_HUMAN	tr|A0A7J7FN47|A0A7J7FN47_DICBM
OG0009155	sp|Q9HBE1|PATZ1_HUMAN	tr|A0A7J7FN53|A0A7J7FN53_DICBM
OG0009156	sp|Q5SVZ6|ZMYM1_HUMAN	tr|A0A7J7E428|A0A7J7E428_DICBM
OG0009157	sp|F5H4A9|CC080_HUMAN	tr|A0A7J7E512|A0A7J7E512_DICBM
OG0009158	sp|Q5VTL7|FNDC7_HUMAN	tr|A0A7J7E5N7|A0A7J7E5N7_DICBM
OG0009159	sp|Q5VYX0|RNLS_HUMAN	tr|A0A7J7E5T7|A0A7J7E5T7_DICBM
OG0009160	sp|Q9BRG2|SH23A_HUMAN	tr|A0A7J7E769|A0A7J7E769_DICBM
OG0009161	sp|Q13045|FLII_HUMAN	tr|A0A7J7E899|A0A7J7E899_DICBM
OG0009162	sp|Q7Z3K6|MIER3_HUMAN	tr|A0A7J7E8E1|A0A7J7E8E1_DICBM
OG0009163	sp|Q5VYS8|TUT7_HUMAN	tr|A0A7J7EAG2|A0A7J7EAG2_DICBM
OG0009164	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A7J7EAZ3|A0A7J7EAZ3_DICBM
OG0009165	sp|Q5JRA6|TGO1_HUMAN	tr|A0A7J7EE70|A0A7J7EE70_DICBM
OG0009166	sp|Q9H7X2|CA115_HUMAN	tr|A0A7J7EF58|A0A7J7EF58_DICBM
OG0009167	sp|Q15391|P2Y14_HUMAN	tr|A0A7J7EFN7|A0A7J7EFN7_DICBM
OG0009168	sp|O00750|P3C2B_HUMAN	tr|A0A7J7ELB5|A0A7J7ELB5_DICBM
OG0009169	sp|Q96AB3|ISOC2_HUMAN	tr|A0A7J7EMI3|A0A7J7EMI3_DICBM
OG0009170	sp|Q96CP2|FWCH2_HUMAN	tr|A0A7J7EQ36|A0A7J7EQ36_DICBM
OG0009171	sp|Q96G28|CFA36_HUMAN	tr|A0A7J7EQE8|A0A7J7EQE8_DICBM
OG0009172	sp|Q86XI8|ZSWM9_HUMAN	tr|A0A7J7ES08|A0A7J7ES08_DICBM
OG0009173	sp|P24855|DNAS1_HUMAN	tr|A0A7J7ESN5|A0A7J7ESN5_DICBM
OG0009174	sp|P02766|TTHY_HUMAN	tr|A0A7J7EUN8|A0A7J7EUN8_DICBM
OG0009175	sp|Q99832|TCPH_HUMAN	tr|A0A7J7EV08|A0A7J7EV08_DICBM
OG0009176	sp|Q9BSG5|RTBDN_HUMAN	tr|A0A7J7EY29|A0A7J7EY29_DICBM
OG0009177	sp|Q9Y5K1|SPO11_HUMAN	tr|A0A7J7EZN8|A0A7J7EZN8_DICBM
OG0009178	sp|P02655|APOC2_HUMAN	tr|A0A7J7F015|A0A7J7F015_DICBM
OG0009179	sp|P08240|SRPRA_HUMAN	tr|A0A7J7F0Z5|A0A7J7F0Z5_DICBM
OG0009180	sp|Q9H2L5|RASF4_HUMAN	tr|A0A7J7F1U2|A0A7J7F1U2_DICBM
OG0009181	sp|Q15257|PTPA_HUMAN	tr|A0A7J7F284|A0A7J7F284_DICBM
OG0009182	sp|Q9UFE4|CCD39_HUMAN	tr|A0A7J7F2J8|A0A7J7F2J8_DICBM
OG0009183	sp|Q9H0R1|AP5M1_HUMAN	tr|A0A7J7F3Y7|A0A7J7F3Y7_DICBM
OG0009184	sp|Q6ZU64|CFA65_HUMAN	tr|A0A7J7F470|A0A7J7F470_DICBM
OG0009185	sp|A0A087WV53|SPEGN_HUMAN	tr|A0A7J7F4E3|A0A7J7F4E3_DICBM
OG0009186	sp|Q9P0W8|SPAT7_HUMAN	tr|A0A7J7F4J5|A0A7J7F4J5_DICBM
OG0009187	sp|Q99665|I12R2_HUMAN	tr|A0A7J7F6U3|A0A7J7F6U3_DICBM
OG0009188	sp|O75916|RGS9_HUMAN	tr|A0A7J7F8M2|A0A7J7F8M2_DICBM
OG0009189	sp|Q9HCE6|ARGAL_HUMAN	tr|A0A7J7F9G7|A0A7J7F9G7_DICBM
OG0009190	sp|Q32MH5|F214A_HUMAN	tr|A0A7J7FBM1|A0A7J7FBM1_DICBM
OG0009191	sp|Q3MJ16|PA24E_HUMAN	tr|A0A7J7FCS0|A0A7J7FCS0_DICBM
OG0009192	sp|O15091|MRPP3_HUMAN	tr|A0A7J7FD43|A0A7J7FD43_DICBM
OG0009193	sp|Q9UNE0|EDAR_HUMAN	tr|A0A7J7FDV1|A0A7J7FDV1_DICBM
OG0009194	sp|P57768|SNX16_HUMAN	tr|A0A7J7FEH0|A0A7J7FEH0_DICBM
OG0009195	sp|Q8WWZ1|IL1FA_HUMAN	tr|A0A7J7FEK6|A0A7J7FEK6_DICBM
OG0009196	sp|Q86U10|LPP60_HUMAN	tr|A0A7J7FET1|A0A7J7FET1_DICBM
OG0009197	sp|Q02083|NAAA_HUMAN	tr|A0A7J7FFI7|A0A7J7FFI7_DICBM
OG0009198	sp|Q8N2K1|UB2J2_HUMAN	tr|A0A7J7FGX4|A0A7J7FGX4_DICBM
OG0009199	sp|Q9Y320|TMX2_HUMAN	tr|A0A7J7FH54|A0A7J7FH54_DICBM
OG0009200	sp|Q8NCT1|ARRD4_HUMAN	tr|A0A7J7FHT5|A0A7J7FHT5_DICBM
OG0009201	sp|Q9NW13|RBM28_HUMAN	tr|A0A7J7FHT6|A0A7J7FHT6_DICBM
OG0009202	sp|Q9H0V1|TM168_HUMAN	tr|A0A7J7FHV6|A0A7J7FHV6_DICBM
OG0009203	sp|Q3B726|RPA43_HUMAN	tr|A0A7J7FI56|A0A7J7FI56_DICBM
OG0009204	sp|Q9Y4A8|NF2L3_HUMAN	tr|A0A7J7FIK7|A0A7J7FIK7_DICBM
OG0009205	sp|Q8N9R8|SCAI_HUMAN	tr|A0A7J7FLJ5|A0A7J7FLJ5_DICBM
OG0009206	sp|A1A5D9|BICL2_HUMAN	tr|A0A7J7FMG6|A0A7J7FMG6_DICBM
OG0009207	sp|Q6NS38|ALKB2_HUMAN	tr|A0A7J7FND8|A0A7J7FND8_DICBM
OG0009208	sp|Q7Z6P3|RAB44_HUMAN	tr|A0A7J7FNP7|A0A7J7FNP7_DICBM
OG0009209	sp|P11831|SRF_HUMAN	tr|A0A7J7FNY2|A0A7J7FNY2_DICBM
OG0009210	sp|P46091|CML2_HUMAN	tr|A0A7J7E4K7|A0A7J7E4K7_DICBM
OG0009211	sp|O60931|CTNS_HUMAN	tr|A0A7J7E7X6|A0A7J7E7X6_DICBM
OG0009212	sp|Q9HBW0|LPAR2_HUMAN	tr|A0A7J7E8F7|A0A7J7E8F7_DICBM
OG0009213	sp|Q8NET8|TRPV3_HUMAN	tr|A0A7J7E8J5|A0A7J7E8J5_DICBM
OG0009214	sp|Q8N9Z9|LMTD1_HUMAN	tr|A0A7J7E9Y0|A0A7J7E9Y0_DICBM
OG0009215	sp|Q8IY45|AMN1_HUMAN	tr|A0A7J7EA65|A0A7J7EA65_DICBM
OG0009216	sp|Q9H221|ABCG8_HUMAN	tr|A0A7J7EBT7|A0A7J7EBT7_DICBM
OG0009217	sp|P98161|PKD1_HUMAN	tr|A0A7J7EDD0|A0A7J7EDD0_DICBM
OG0009218	sp|Q9UBC2|EP15R_HUMAN	tr|A0A7J7EDR0|A0A7J7EDR0_DICBM
OG0009219	sp|Q4VX76|SYTL3_HUMAN	tr|A0A7J7EGC0|A0A7J7EGC0_DICBM
OG0009220	sp|Q2NKX9|CB068_HUMAN	tr|A0A7J7EHF3|A0A7J7EHF3_DICBM
OG0009221	sp|O95445|APOM_HUMAN	tr|A0A7J7EID1|A0A7J7EID1_DICBM
OG0009222	sp|Q14974|IMB1_HUMAN	tr|A0A7J7EJB6|A0A7J7EJB6_DICBM
OG0009223	sp|O43395|PRPF3_HUMAN	tr|A0A7J7EKL9|A0A7J7EKL9_DICBM
OG0009224	sp|Q9Y2D1|ATF5_HUMAN	tr|A0A7J7EN49|A0A7J7EN49_DICBM
OG0009225	sp|P50876|R144A_HUMAN	tr|A0A7J7ENA2|A0A7J7ENA2_DICBM
OG0009226	sp|P46092|CCR10_HUMAN	tr|A0A7J7EQL1|A0A7J7EQL1_DICBM
OG0009227	sp|Q96RP7|G3ST4_HUMAN	tr|A0A7J7ER81|A0A7J7ER81_DICBM
OG0009228	sp|Q96ME1|FXL18_HUMAN	tr|A0A7J7ERH9|A0A7J7ERH9_DICBM
OG0009229	sp|O14730|RIOK3_HUMAN	tr|A0A7J7ETS2|A0A7J7ETS2_DICBM
OG0009230	sp|P62314|SMD1_HUMAN	tr|A0A7J7EU49|A0A7J7EU49_DICBM
OG0009231	sp|Q7RTX0|TS1R3_HUMAN	tr|A0A7J7EUK9|A0A7J7EUK9_DICBM
OG0009232	sp|Q9BXK5|B2L13_HUMAN	tr|A0A7J7EV05|A0A7J7EV05_DICBM
OG0009233	sp|Q17RG1|KCD19_HUMAN	tr|A0A7J7EVE5|A0A7J7EVE5_DICBM
OG0009234	sp|P43308|SSRB_HUMAN	tr|A0A7J7EWY0|A0A7J7EWY0_DICBM
OG0009235	sp|Q8N907|DAND5_HUMAN	tr|A0A7J7EYA7|A0A7J7EYA7_DICBM
OG0009236	sp|Q9H3Y8|PPDPF_HUMAN	tr|A0A7J7F0T2|A0A7J7F0T2_DICBM
OG0009237	sp|Q9Y2C4|EXOG_HUMAN	tr|A0A7J7F180|A0A7J7F180_DICBM
OG0009238	sp|Q8IZV2|CKLF8_HUMAN	tr|A0A7J7F184|A0A7J7F184_DICBM
OG0009239	sp|Q96IV0|NGLY1_HUMAN	tr|A0A7J7F2A8|A0A7J7F2A8_DICBM
OG0009240	sp|P31327|CPSM_HUMAN	tr|A0A7J7F3J0|A0A7J7F3J0_DICBM
OG0009241	sp|O95990|F107A_HUMAN	tr|A0A7J7F3S6|A0A7J7F3S6_DICBM
OG0009242	sp|P53367|ARFP1_HUMAN	tr|A0A7J7F5T5|A0A7J7F5T5_DICBM
OG0009243	sp|Q9GZZ1|NAA50_HUMAN	tr|A0A7J7F7N9|A0A7J7F7N9_DICBM
OG0009244	sp|Q12830|BPTF_HUMAN	tr|A0A7J7F8L6|A0A7J7F8L6_DICBM
OG0009245	sp|Q86Y91|KI18B_HUMAN	tr|A0A7J7F907|A0A7J7F907_DICBM
OG0009246	sp|Q9UBN1|CCG4_HUMAN	tr|A0A7J7F923|A0A7J7F923_DICBM
OG0009247	sp|O75494|SRS10_HUMAN	tr|A0A7J7F9R2|A0A7J7F9R2_DICBM
OG0009248	sp|Q86U38|NOP9_HUMAN	tr|A0A7J7FCS5|A0A7J7FCS5_DICBM
OG0009249	sp|P01210|PENK_HUMAN	tr|A0A7J7FE87|A0A7J7FE87_DICBM
OG0009250	sp|Q149N8|SHPRH_HUMAN	tr|A0A7J7FFE9|A0A7J7FFE9_DICBM
OG0009251	sp|Q8IZQ1|WDFY3_HUMAN	tr|A0A7J7FFF8|A0A7J7FFF8_DICBM
OG0009252	sp|Q14005|IL16_HUMAN	tr|A0A7J7FHF7|A0A7J7FHF7_DICBM
OG0009253	sp|Q12765|SCRN1_HUMAN	tr|A0A7J7FI54|A0A7J7FI54_DICBM
OG0009254	sp|O95260|ATE1_HUMAN	tr|A0A7J7FJ48|A0A7J7FJ48_DICBM
OG0009255	sp|Q53EL6|PDCD4_HUMAN	tr|A0A7J7FJ79|A0A7J7FJ79_DICBM
OG0009256	sp|Q9NRS6|SNX15_HUMAN	tr|A0A7J7FJJ3|A0A7J7FJJ3_DICBM
OG0009257	sp|P12980|LYL1_HUMAN	tr|A0A7J7FM47|A0A7J7FM47_DICBM
OG0009258	sp|P16219|ACADS_HUMAN	tr|A0A7J7FMD2|A0A7J7FMD2_DICBM
OG0009259	sp|O43583|DENR_HUMAN	tr|A0A7J7FMP5|A0A7J7FMP5_DICBM
OG0009260	sp|Q9BT73|PSMG3_HUMAN	tr|A0A7J7FN23|A0A7J7FN23_DICBM
OG0009261	sp|Q70CQ3|UBP30_HUMAN	tr|A0A7J7FNI0|A0A7J7FNI0_DICBM
OG0009262	sp|A7MD48|SRRM4_HUMAN	tr|A0A7J7FNI4|A0A7J7FNI4_DICBM
OG0009263	sp|Q96Q07|BTBD9_HUMAN	tr|A0A7J7FQM7|A0A7J7FQM7_DICBM
OG0009264	sp|Q9UBV8|PEF1_HUMAN	tr|A0A7J7E416|A0A7J7E416_DICBM
OG0009265	sp|Q13018|PLA2R_HUMAN	tr|A0A7J7E5U3|A0A7J7E5U3_DICBM
OG0009266	sp|Q96JN0|LCOR_HUMAN	tr|A0A7J7E631|A0A7J7E631_DICBM
OG0009267	sp|Q9UBU8|MO4L1_HUMAN	tr|A0A7J7E6R7|A0A7J7E6R7_DICBM
OG0009268	sp|Q9H792|PEAK1_HUMAN	tr|A0A7J7E6Z6|A0A7J7E6Z6_DICBM
OG0009269	sp|Q9H6Z4|RANB3_HUMAN	tr|A0A7J7E7C9|A0A7J7E7C9_DICBM
OG0009270	sp|Q53F19|NCBP3_HUMAN	tr|A0A7J7E7U1|A0A7J7E7U1_DICBM
OG0009271	sp|Q8WYR1|PI3R5_HUMAN	tr|A0A7J7E7U9|A0A7J7E7U9_DICBM
OG0009272	sp|O43572|AKA10_HUMAN	tr|A0A7J7E7Z2|A0A7J7E7Z2_DICBM
OG0009273	sp|P56693|SOX10_HUMAN	tr|A0A7J7E8D8|A0A7J7E8D8_DICBM
OG0009274	sp|P27694|RFA1_HUMAN	tr|A0A7J7E8H9|A0A7J7E8H9_DICBM
OG0009275	sp|Q9GZM8|NDEL1_HUMAN	tr|A0A7J7E914|A0A7J7E914_DICBM
OG0009276	sp|Q9BX59|TPSNR_HUMAN	tr|A0A7J7E984|A0A7J7E984_DICBM
OG0009277	sp|P46527|CDN1B_HUMAN	tr|A0A7J7E9Z8|A0A7J7E9Z8_DICBM
OG0009278	sp|Q5S007|LRRK2_HUMAN	tr|A0A7J7EAC2|A0A7J7EAC2_DICBM
OG0009279	sp|Q8TDS5|OXER1_HUMAN	tr|A0A7J7EBB5|A0A7J7EBB5_DICBM
OG0009280	sp|Q9H7Z6|KAT8_HUMAN	tr|A0A7J7EG46|A0A7J7EG46_DICBM
OG0009281	sp|Q9H244|P2Y12_HUMAN	tr|A0A7J7EG81|A0A7J7EG81_DICBM
OG0009282	sp|Q71RH2|TLC3B_HUMAN	tr|A0A7J7EGA4|A0A7J7EGA4_DICBM
OG0009283	sp|O60303|KATIP_HUMAN	tr|A0A7J7EGD7|A0A7J7EGD7_DICBM
OG0009284	sp|Q6UXD7|S49A3_HUMAN	tr|A0A7J7EGT8|A0A7J7EGT8_DICBM
OG0009285	sp|Q12864|CAD17_HUMAN	tr|A0A7J7EHI9|A0A7J7EHI9_DICBM
OG0009286	sp|Q9BYD1|RM13_HUMAN	tr|A0A7J7EHK3|A0A7J7EHK3_DICBM
OG0009287	sp|P60008|HILS1_HUMAN	tr|A0A7J7EJP4|A0A7J7EJP4_DICBM
OG0009288	sp|Q9H161|ALX4_HUMAN	tr|A0A7J7ELJ7|A0A7J7ELJ7_DICBM
OG0009289	sp|Q9Y2G1|MYRF_HUMAN	tr|A0A7J7EN26|A0A7J7EN26_DICBM
OG0009291	sp|O60308|CE104_HUMAN	tr|A0A7J7EPN3|A0A7J7EPN3_DICBM
OG0009292	sp|Q9H579|MROH8_HUMAN	tr|A0A7J7EQC8|A0A7J7EQC8_DICBM
OG0009293	sp|Q9UP52|TFR2_HUMAN	tr|A0A7J7EQU6|A0A7J7EQU6_DICBM
OG0009294	sp|Q8J025|APCD1_HUMAN	tr|A0A7J7ETW0|A0A7J7ETW0_DICBM
OG0009295	sp|P22676|CALB2_HUMAN	tr|A0A7J7EV19|A0A7J7EV19_DICBM
OG0009296	sp|P51828|ADCY7_HUMAN	tr|A0A7J7EV64|A0A7J7EV64_DICBM
OG0009297	sp|Q8WW62|TMED6_HUMAN	tr|A0A7J7EV96|A0A7J7EV96_DICBM
OG0009298	sp|Q9BVA0|KTNB1_HUMAN	tr|A0A7J7EVP5|A0A7J7EVP5_DICBM
OG0009299	sp|O94874|UFL1_HUMAN	tr|A0A7J7EW01|A0A7J7EW01_DICBM
