Orthogroup	Homo_sapiens	Octodon_degus
OG0012171	sp|Q7RTU5|ASCL5_HUMAN	tr|A0A6P3EL53|A0A6P3EL53_OCTDE
OG0012172	sp|Q86UY8|NT5D3_HUMAN	tr|A0A6P6EKX1|A0A6P6EKX1_OCTDE
OG0012173	sp|Q86YJ7|AN13B_HUMAN	tr|A0A6P6ETS0|A0A6P6ETS0_OCTDE
OG0012174	sp|Q8IW75|SPA12_HUMAN	tr|A0A6P3FDV6|A0A6P3FDV6_OCTDE
OG0012175	sp|Q8IY22|CMIP_HUMAN	tr|A0A6P3EX64|A0A6P3EX64_OCTDE
OG0012176	sp|Q8N6G2|TEX26_HUMAN	tr|A0A6P6EF00|A0A6P6EF00_OCTDE
OG0012177	sp|Q8NCR6|SMRP1_HUMAN	tr|A0A6P6EHN1|A0A6P6EHN1_OCTDE
OG0012178	sp|Q8NEC5|CTSR1_HUMAN	tr|A0A6P6E2D7|A0A6P6E2D7_OCTDE
OG0012179	sp|Q8TCD6|PHOP2_HUMAN	tr|A0A6P6ES87|A0A6P6ES87_OCTDE
OG0012180	sp|Q8WV07|LTO1_HUMAN	tr|A0A6P3ELH2|A0A6P3ELH2_OCTDE
OG0012181	sp|Q8WW18|CQ050_HUMAN	tr|A0A6P6DFQ3|A0A6P6DFQ3_OCTDE
OG0012182	sp|Q92737|RSLAA_HUMAN	tr|A0A6P6E5C4|A0A6P6E5C4_OCTDE
OG0012183	sp|Q92953|KCNB2_HUMAN	tr|A0A6P3F2Y2|A0A6P3F2Y2_OCTDE
OG0012184	sp|Q96C01|F136A_HUMAN	tr|A0A6P3FC17|A0A6P3FC17_OCTDE
OG0012185	sp|Q96DX7|TRI44_HUMAN	tr|A0A6P6E228|A0A6P6E228_OCTDE
OG0012186	sp|Q96KX0|LYZL4_HUMAN	tr|A0A6P3FMI4|A0A6P3FMI4_OCTDE
OG0012187	sp|Q96LJ8|UBX10_HUMAN	tr|A0A6P3FE54|A0A6P3FE54_OCTDE
OG0012188	sp|Q96RP9|EFGM_HUMAN	tr|A0A6P3F6F9|A0A6P3F6F9_OCTDE
OG0012189	sp|Q9BWE0|REPI1_HUMAN	tr|A0A6P3EQJ5|A0A6P3EQJ5_OCTDE
OG0012190	sp|Q9H0D2|ZN541_HUMAN	tr|A0A6P3FSC1|A0A6P3FSC1_OCTDE
OG0012191	sp|Q9H2G2|SLK_HUMAN	tr|A0A6P3F4E5|A0A6P3F4E5_OCTDE
OG0012192	sp|Q9H974|QTRT2_HUMAN	tr|A0A6P6EMY4|A0A6P6EMY4_OCTDE
OG0012193	sp|Q9H9F9|ARP5_HUMAN	tr|A0A6P3ET19|A0A6P3ET19_OCTDE
OG0012194	sp|Q9HA72|CAHM2_HUMAN	tr|A0A6P6EGF6|A0A6P6EGF6_OCTDE
OG0012195	sp|Q9HCQ5|GALT9_HUMAN	tr|A0A6P3FAX1|A0A6P3FAX1_OCTDE
OG0012196	sp|Q9NQ75|CASS4_HUMAN	tr|A0A6P6EW51|A0A6P6EW51_OCTDE
OG0012197	sp|Q9NY25|CLC5A_HUMAN	tr|A0A6P3F2T3|A0A6P3F2T3_OCTDE
OG0012198	sp|Q9NZJ0|DTL_HUMAN	tr|A0A6P6E0Y8|A0A6P6E0Y8_OCTDE
OG0012199	sp|Q9UJX6|ANC2_HUMAN	tr|A0A6P3FMC5|A0A6P3FMC5_OCTDE
OG0012200	sp|Q9UKA1|FBXL5_HUMAN	tr|A0A6P3EW54|A0A6P3EW54_OCTDE
OG0012201	sp|Q9Y3Q3|TMED3_HUMAN	tr|A0A6P3FQ32|A0A6P3FQ32_OCTDE
OG0012202	sp|Q9Y4D7|PLXD1_HUMAN	tr|A0A6P6DPW7|A0A6P6DPW7_OCTDE
OG0012203	sp|Q9Y694|S22A7_HUMAN	tr|A0A6P6ET59|A0A6P6ET59_OCTDE
OG0012204	sp|A6NMX2|I4E1B_HUMAN	tr|A0A6P3F9P3|A0A6P3F9P3_OCTDE
OG0012205	sp|A8MU93|CQ100_HUMAN	tr|A0A6P6F306|A0A6P6F306_OCTDE
OG0012206	sp|O15034|RIMB2_HUMAN	tr|A0A6P6EVI9|A0A6P6EVI9_OCTDE
OG0012207	sp|O15145|ARPC3_HUMAN	tr|A0A6P3F0H5|A0A6P3F0H5_OCTDE
OG0012208	sp|O15516|CLOCK_HUMAN	tr|A0A6P6E346|A0A6P6E346_OCTDE
OG0012209	sp|O60496|DOK2_HUMAN	tr|A0A6P3ESM6|A0A6P3ESM6_OCTDE
OG0012210	sp|O60548|FOXD2_HUMAN	tr|A0A6P6F751|A0A6P6F751_OCTDE
OG0012211	sp|O95166|GBRAP_HUMAN	tr|A0A6P3FIQ1|A0A6P3FIQ1_OCTDE
OG0012212	sp|O95876|FRITZ_HUMAN	tr|A0A6P6EWH7|A0A6P6EWH7_OCTDE
OG0012213	sp|P00387|NB5R3_HUMAN	tr|A0A6P3FPH1|A0A6P3FPH1_OCTDE
OG0012214	sp|P35916|VGFR3_HUMAN	tr|A0A6P6E985|A0A6P6E985_OCTDE
OG0012215	sp|P58304|VSX2_HUMAN	tr|A0A6P3EWU7|A0A6P3EWU7_OCTDE
OG0012216	sp|P60983|GMFB_HUMAN	tr|A0A6P6F4J1|A0A6P6F4J1_OCTDE
OG0012217	sp|P98177|FOXO4_HUMAN	tr|A0A6P3FJ73|A0A6P3FJ73_OCTDE
OG0012218	sp|Q09161|NCBP1_HUMAN	tr|A0A6P3FUQ9|A0A6P3FUQ9_OCTDE
OG0012219	sp|Q13889|TF2H3_HUMAN	tr|A0A6P6EWR9|A0A6P6EWR9_OCTDE
OG0012220	sp|Q14114|LRP8_HUMAN	tr|A0A6P6F6R2|A0A6P6F6R2_OCTDE
OG0012221	sp|Q14494|NF2L1_HUMAN	tr|A0A6P6ENV7|A0A6P6ENV7_OCTDE
OG0012222	sp|Q15113|PCOC1_HUMAN	tr|A0A6P3F534|A0A6P3F534_OCTDE
OG0012223	sp|Q15131|CDK10_HUMAN	tr|A0A6P3FTF9|A0A6P3FTF9_OCTDE
OG0012224	sp|Q15771|RAB30_HUMAN	tr|A0A6P3F5V1|A0A6P3F5V1_OCTDE
OG0012225	sp|Q16589|CCNG2_HUMAN	tr|A0A6P3FHT1|A0A6P3FHT1_OCTDE
OG0012226	sp|Q1W6H9|F110C_HUMAN	tr|A0A6P6DKF4|A0A6P6DKF4_OCTDE
OG0012227	sp|Q2TAZ0|ATG2A_HUMAN	tr|A0A6P6DI53|A0A6P6DI53_OCTDE
OG0012228	sp|Q2WGJ8|TM249_HUMAN	tr|A0A6P6F5F8|A0A6P6F5F8_OCTDE
OG0012229	sp|Q53H47|SETMR_HUMAN	tr|A0A6P3FMZ0|A0A6P3FMZ0_OCTDE
OG0012230	sp|Q5SY16|NOL9_HUMAN	tr|A0A6P6D522|A0A6P6D522_OCTDE
OG0012231	sp|Q6IQ19|CCSAP_HUMAN	tr|A0A6P6D949|A0A6P6D949_OCTDE
OG0012232	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A6P6DYF7|A0A6P6DYF7_OCTDE
OG0012233	sp|Q7L775|EPMIP_HUMAN	tr|A0A6P3EZE2|A0A6P3EZE2_OCTDE
OG0012234	sp|Q8N1F7|NUP93_HUMAN	tr|A0A6P3EXH4|A0A6P3EXH4_OCTDE
OG0012235	sp|Q8N3H0|TAFA2_HUMAN	tr|A0A6P6DBL4|A0A6P6DBL4_OCTDE
OG0012236	sp|Q8N428|GLT16_HUMAN	tr|A0A6P3EVR7|A0A6P3EVR7_OCTDE
OG0012237	sp|Q8NGC4|O10G3_HUMAN	tr|A0A6P3FVX4|A0A6P3FVX4_OCTDE
OG0012238	sp|Q8WV41|SNX33_HUMAN	tr|A0A6P6E7U2|A0A6P6E7U2_OCTDE
OG0012239	sp|Q8WVE6|TM171_HUMAN	tr|A0A6P3FC28|A0A6P3FC28_OCTDE
OG0012240	sp|Q8WYK2|JDP2_HUMAN	tr|A0A6P6DI20|A0A6P6DI20_OCTDE
OG0012241	sp|Q969Q4|ARL11_HUMAN	tr|A0A6P3EWA2|A0A6P3EWA2_OCTDE
OG0012242	sp|Q969W3|F104A_HUMAN	tr|A0A6P3ERX3|A0A6P3ERX3_OCTDE
OG0012243	sp|Q96DN0|ERP27_HUMAN	tr|A0A6P3EUZ8|A0A6P3EUZ8_OCTDE
OG0012244	sp|Q96EB1|ELP4_HUMAN	tr|A0A6P3FEL9|A0A6P3FEL9_OCTDE
OG0012245	sp|Q96EP0|RNF31_HUMAN	tr|A0A6P6DTZ7|A0A6P6DTZ7_OCTDE
OG0012246	sp|Q96NZ8|WFKN1_HUMAN	tr|A0A6P3F296|A0A6P3F296_OCTDE
OG0012247	sp|Q96PM9|Z385A_HUMAN	tr|A0A6P3FHX5|A0A6P3FHX5_OCTDE
OG0012248	sp|Q96RR4|KKCC2_HUMAN	tr|A0A6P6EVZ2|A0A6P6EVZ2_OCTDE
OG0012249	sp|Q99952|PTN18_HUMAN	tr|A0A6P6EQY9|A0A6P6EQY9_OCTDE
OG0012250	sp|Q9BWV2|SPAT9_HUMAN	tr|A0A6P6DWQ5|A0A6P6DWQ5_OCTDE
OG0012251	sp|Q9BX66|SRBS1_HUMAN	tr|A0A6P6DXP0|A0A6P6DXP0_OCTDE
OG0012252	sp|Q9H0Y0|ATG10_HUMAN	tr|A0A6P6D9L2|A0A6P6D9L2_OCTDE
OG0012253	sp|Q9H6P5|TASP1_HUMAN	tr|A0A6P3FBR4|A0A6P3FBR4_OCTDE
OG0012254	sp|Q9NPF8|ADAP2_HUMAN	tr|A0A6P6EUU9|A0A6P6EUU9_OCTDE
OG0012255	sp|Q9NQC3|RTN4_HUMAN	tr|A0A6P3EUW5|A0A6P3EUW5_OCTDE
OG0012256	sp|Q9NR96|TLR9_HUMAN	tr|A0A6P6DQA8|A0A6P6DQA8_OCTDE
OG0012257	sp|Q9NRD5|PICK1_HUMAN	tr|A0A6P6ES61|A0A6P6ES61_OCTDE
OG0012258	sp|Q9NU02|ANKE1_HUMAN	tr|A0A6P3EY64|A0A6P3EY64_OCTDE
OG0012259	sp|Q9NZ52|GGA3_HUMAN	tr|A0A6P3F1Y5|A0A6P3F1Y5_OCTDE
OG0012260	sp|Q9UGI0|ZRAN1_HUMAN	tr|A0A6P3EWZ0|A0A6P3EWZ0_OCTDE
OG0012261	sp|Q9UHA2|S18L2_HUMAN	tr|A0A6P3FMP5|A0A6P3FMP5_OCTDE
OG0012262	sp|Q9Y343|SNX24_HUMAN	tr|A0A6P3F6B8|A0A6P3F6B8_OCTDE
OG0012263	sp|Q9Y3C0|WASC3_HUMAN	tr|A0A6P3EQJ1|A0A6P3EQJ1_OCTDE
OG0012264	sp|Q9Y4R7|TTLL3_HUMAN	tr|A0A6P6DMC8|A0A6P6DMC8_OCTDE
OG0012265	sp|Q9Y6A5|TACC3_HUMAN	tr|A0A6P6D7D6|A0A6P6D7D6_OCTDE
OG0012266	sp|A1X283|SPD2B_HUMAN	tr|A0A6P6DLA7|A0A6P6DLA7_OCTDE
OG0012267	sp|A2RU30|TESP1_HUMAN	tr|A0A6P3FEN3|A0A6P3FEN3_OCTDE
OG0012268	sp|A8MZ97|CB074_HUMAN	tr|A0A6P6EWJ1|A0A6P6EWJ1_OCTDE
OG0012269	sp|O00142|KITM_HUMAN	tr|A0A6P3EUH7|A0A6P3EUH7_OCTDE
OG0012270	sp|O00255|MEN1_HUMAN	tr|A0A6P3FDI8|A0A6P3FDI8_OCTDE
OG0012271	sp|O00483|NDUA4_HUMAN	tr|A0A6P3FNQ0|A0A6P3FNQ0_OCTDE
OG0012272	sp|O15118|NPC1_HUMAN	tr|A0A6P3VCA2|A0A6P3VCA2_OCTDE
OG0012273	sp|O75054|IGSF3_HUMAN	tr|A0A6P6DBP2|A0A6P6DBP2_OCTDE
OG0012274	sp|O75636|FCN3_HUMAN	tr|A0A6P3FQA5|A0A6P3FQA5_OCTDE
OG0012275	sp|O75716|STK16_HUMAN	tr|A0A6P6F314|A0A6P6F314_OCTDE
OG0012276	sp|O94898|LRIG2_HUMAN	tr|A0A6P3FP66|A0A6P3FP66_OCTDE
OG0012277	sp|O96014|WNT11_HUMAN	tr|A0A6P6EJE9|A0A6P6EJE9_OCTDE
OG0012278	sp|P04114|APOB_HUMAN	tr|A0A6P6E3F3|A0A6P6E3F3_OCTDE
OG0012279	sp|P07911|UROM_HUMAN	tr|A0A6P6DJA6|A0A6P6DJA6_OCTDE
OG0012280	sp|P20585|MSH3_HUMAN	tr|A0A6P3VDG5|A0A6P3VDG5_OCTDE
OG0012281	sp|P31271|HXA13_HUMAN	tr|A0A6P3EM93|A0A6P3EM93_OCTDE
OG0012282	sp|P42679|MATK_HUMAN	tr|A0A6P6EL12|A0A6P6EL12_OCTDE
OG0012283	sp|P46095|GPR6_HUMAN	tr|A0A6P3FDN5|A0A6P3FDN5_OCTDE
OG0012284	sp|P52799|EFNB2_HUMAN	tr|A0A6P3F7R6|A0A6P3F7R6_OCTDE
OG0012285	sp|P55061|BI1_HUMAN	tr|A0A6P6F1S2|A0A6P6F1S2_OCTDE
OG0012286	sp|P56537|IF6_HUMAN	tr|A0A6P6DXB6|A0A6P6DXB6_OCTDE
OG0012287	sp|P81877|SSBP2_HUMAN	tr|A0A6P6DA28|A0A6P6DA28_OCTDE
OG0012288	sp|P82664|RT10_HUMAN	tr|A0A6P6EZZ2|A0A6P6EZZ2_OCTDE
OG0012289	sp|P83110|HTRA3_HUMAN	tr|A0A6P3ERQ7|A0A6P3ERQ7_OCTDE
OG0012290	sp|Q00839|HNRPU_HUMAN	tr|A0A6P3EZ63|A0A6P3EZ63_OCTDE
OG0012291	sp|Q13033|STRN3_HUMAN	tr|A0A6P3F227|A0A6P3F227_OCTDE
OG0012292	sp|Q13569|TDG_HUMAN	tr|A0A6P3EQN4|A0A6P3EQN4_OCTDE
OG0012293	sp|Q14511|CASL_HUMAN	tr|A0A6P3V9U7|A0A6P3V9U7_OCTDE
OG0012294	sp|Q16572|VACHT_HUMAN	tr|A0A6P3FU76|A0A6P3FU76_OCTDE
OG0012295	sp|Q2M1K9|ZN423_HUMAN	tr|A0A6P3FQX2|A0A6P3FQX2_OCTDE
OG0012296	sp|Q4G0N4|NAKD2_HUMAN	tr|A0A6P6E601|A0A6P6E601_OCTDE
OG0012297	sp|Q5VU65|P210L_HUMAN	tr|A0A6P6EB25|A0A6P6EB25_OCTDE
OG0012298	sp|Q5VYY1|ANR22_HUMAN	tr|A0A6P6EI10|A0A6P6EI10_OCTDE
OG0012299	sp|Q68BL8|OLM2B_HUMAN	tr|A0A6P3F6R1|A0A6P3F6R1_OCTDE
OG0012300	sp|Q6I9Y2|THOC7_HUMAN	tr|A0A6P6DL12|A0A6P6DL12_OCTDE
OG0012301	sp|Q6PEY0|CXB7_HUMAN	tr|A0A6P3F2Y4|A0A6P3F2Y4_OCTDE
OG0012302	sp|Q6UY27|PATE2_HUMAN	tr|A0A6P3FNT6|A0A6P3FNT6_OCTDE
OG0012303	sp|Q6V0L0|CP26C_HUMAN	tr|A0A6P3F8Z3|A0A6P3F8Z3_OCTDE
OG0012304	sp|Q717R9|CYS1_HUMAN	tr|A0A6P6DE00|A0A6P6DE00_OCTDE
OG0012305	sp|Q76KD6|SPERI_HUMAN	tr|A0A6P6F660|A0A6P6F660_OCTDE
OG0012306	sp|Q7Z4K8|TRI46_HUMAN	tr|A0A6P3F5R5|A0A6P3F5R5_OCTDE
OG0012307	sp|Q8IVN3|MSTN1_HUMAN	tr|A0A6P6EGH8|A0A6P6EGH8_OCTDE
OG0012308	sp|Q8IZ08|GP135_HUMAN	tr|A0A6P3ESG8|A0A6P3ESG8_OCTDE
OG0012309	sp|Q8N386|LRC25_HUMAN	tr|A0A6P3FWI0|A0A6P3FWI0_OCTDE
OG0012310	sp|Q8N398|VW5B2_HUMAN	tr|A0A6P3F814|A0A6P3F814_OCTDE
OG0012311	sp|Q8N4A0|GALT4_HUMAN	tr|A0A6P6EIF0|A0A6P6EIF0_OCTDE
OG0012312	sp|Q8N8B7|TEANC_HUMAN	tr|A0A6P6ESQ6|A0A6P6ESQ6_OCTDE
OG0012313	sp|Q8TCB7|METL6_HUMAN	tr|A0A6P6EHI9|A0A6P6EHI9_OCTDE
OG0012314	sp|Q8TEK3|DOT1L_HUMAN	tr|A0A6P6EK75|A0A6P6EK75_OCTDE
OG0012315	sp|Q8TEU8|WFKN2_HUMAN	tr|A0A6P6ENM5|A0A6P6ENM5_OCTDE
OG0012316	sp|Q8WYJ6|SEPT1_HUMAN	tr|A0A6P3EI69|A0A6P3EI69_OCTDE
OG0012317	sp|Q99946|PRRT1_HUMAN	tr|A0A6P6EYN0|A0A6P6EYN0_OCTDE
OG0012318	sp|Q9BQQ3|GORS1_HUMAN	tr|A0A6P3FQ46|A0A6P3FQ46_OCTDE
OG0012319	sp|Q9BRL7|SC22C_HUMAN	tr|A0A6P3F851|A0A6P3F851_OCTDE
OG0012320	sp|Q9BXP5|SRRT_HUMAN	tr|A0A6P6EE00|A0A6P6EE00_OCTDE
OG0012321	sp|Q9H1C0|LPAR5_HUMAN	tr|A0A6P3FSB1|A0A6P3FSB1_OCTDE
OG0012322	sp|Q9H446|RWDD1_HUMAN	tr|A0A6P3FWE3|A0A6P3FWE3_OCTDE
OG0012323	sp|Q9H6J7|CSTP1_HUMAN	tr|A0A6P3EMV1|A0A6P3EMV1_OCTDE
OG0012324	sp|Q9H7C9|AAMDC_HUMAN	tr|A0A6P3EV96|A0A6P3EV96_OCTDE
OG0012325	sp|Q9NPH2|INO1_HUMAN	tr|A0A6P3FJB8|A0A6P3FJB8_OCTDE
OG0012326	sp|Q9NQL9|DMRT3_HUMAN	tr|A0A6P3F253|A0A6P3F253_OCTDE
OG0012327	sp|Q9NV31|IMP3_HUMAN	tr|A0A6P3EZI4|A0A6P3EZI4_OCTDE
OG0012328	sp|Q9NX00|TM160_HUMAN	tr|A0A6P3FEL0|A0A6P3FEL0_OCTDE
OG0012329	sp|Q9UHC9|NPCL1_HUMAN	tr|A0A6P3ESJ8|A0A6P3ESJ8_OCTDE
OG0012330	sp|Q9UL01|DSE_HUMAN	tr|A0A6P3FJB0|A0A6P3FJB0_OCTDE
OG0012331	sp|Q9UMS0|NFU1_HUMAN	tr|A0A6P6EPH2|A0A6P6EPH2_OCTDE
OG0012332	sp|Q9Y2G4|ANKR6_HUMAN	tr|A0A6P6E619|A0A6P6E619_OCTDE
OG0012333	sp|Q9Y2X9|ZN281_HUMAN	tr|A0A6P3V8R3|A0A6P3V8R3_OCTDE
OG0012334	sp|Q9Y5K3|PCY1B_HUMAN	tr|A0A6P3F6D4|A0A6P3F6D4_OCTDE
OG0012335	sp|Q9Y6N5|SQOR_HUMAN	tr|A0A6P3FJR5|A0A6P3FJR5_OCTDE
OG0012336	sp|A0A1B0GTY4|TEX50_HUMAN	tr|A0A6P6E1D3|A0A6P6E1D3_OCTDE
OG0012337	sp|A4D1T9|PRS37_HUMAN	tr|A0A6P3EQP6|A0A6P3EQP6_OCTDE
OG0012338	sp|A6NC51|T150B_HUMAN	tr|A0A6P6DUN7|A0A6P6DUN7_OCTDE
OG0012339	sp|A8MTT3|CEBOS_HUMAN	tr|A0A6P3VCZ0|A0A6P3VCZ0_OCTDE
OG0012340	sp|O14893|GEMI2_HUMAN	tr|A0A6P3FIG0|A0A6P3FIG0_OCTDE
OG0012341	sp|O43294|TGFI1_HUMAN	tr|A0A6P3EG03|A0A6P3EG03_OCTDE
OG0012342	sp|O43852|CALU_HUMAN	tr|A0A6P3FBT4|A0A6P3FBT4_OCTDE
OG0012343	sp|O60906|NSMA_HUMAN	tr|A0A6P3FHB0|A0A6P3FHB0_OCTDE
OG0012344	sp|O75340|PDCD6_HUMAN	tr|A0A6P3ET01|A0A6P3ET01_OCTDE
OG0012345	sp|O76080|ZFAN5_HUMAN	tr|A0A6P6EZW8|A0A6P6EZW8_OCTDE
OG0012346	sp|O95670|VATG2_HUMAN	tr|A0A6P6EZ19|A0A6P6EZ19_OCTDE
OG0012347	sp|O95865|DDAH2_HUMAN	tr|A0A6P3EHR7|A0A6P3EHR7_OCTDE
OG0012348	sp|P06401|PRGR_HUMAN	tr|A0A6P6DZ43|A0A6P6DZ43_OCTDE
OG0012349	sp|P07602|SAP_HUMAN	tr|A0A6P6EPN5|A0A6P6EPN5_OCTDE
OG0012350	sp|P10588|NR2F6_HUMAN	tr|A0A6P3FHR2|A0A6P3FHR2_OCTDE
OG0012351	sp|P17936|IBP3_HUMAN	tr|A0A6P3F6F0|A0A6P3F6F0_OCTDE
OG0012352	sp|P19957|ELAF_HUMAN	tr|A0A6P6DFM0|A0A6P6DFM0_OCTDE
OG0012353	sp|P26012|ITB8_HUMAN	tr|A0A6P3EZL0|A0A6P3EZL0_OCTDE
OG0012354	sp|P48507|GSH0_HUMAN	tr|A0A6P3FE11|A0A6P3FE11_OCTDE
OG0012355	sp|P51688|SPHM_HUMAN	tr|A0A6P3FKI6|A0A6P3FKI6_OCTDE
OG0012356	sp|P60900|PSA6_HUMAN	tr|A0A6P3FGQ5|A0A6P3FGQ5_OCTDE
OG0012357	sp|P82663|RT25_HUMAN	tr|A0A6P3FRV3|A0A6P3FRV3_OCTDE
OG0012358	sp|P86452|ZBED6_HUMAN	tr|A0A6P3EXN1|A0A6P3EXN1_OCTDE
OG0012359	sp|Q02224|CENPE_HUMAN	tr|A0A6P6DHY9|A0A6P6DHY9_OCTDE
OG0012360	sp|Q15475|SIX1_HUMAN	tr|A0A6P3EVV2|A0A6P3EVV2_OCTDE
OG0012361	sp|Q5SZB4|CI050_HUMAN	tr|A0A6P3F7P1|A0A6P3F7P1_OCTDE
OG0012362	sp|Q5T681|CJ062_HUMAN	tr|A0A6P6DXJ2|A0A6P6DXJ2_OCTDE
OG0012363	sp|Q6FIF0|ZFAN6_HUMAN	tr|A0A6P6DK35|A0A6P6DK35_OCTDE
OG0012364	sp|Q6P1S2|CC033_HUMAN	tr|A0A6P3VDW6|A0A6P3VDW6_OCTDE
OG0012365	sp|Q6PIS1|S23A3_HUMAN	tr|A0A6P3FIG3|A0A6P3FIG3_OCTDE
OG0012366	sp|Q6ZRV2|FA83H_HUMAN	tr|A0A6P6F4R3|A0A6P6F4R3_OCTDE
OG0012367	sp|Q70SY1|CR3L2_HUMAN	tr|A0A6P6E919|A0A6P6E919_OCTDE
OG0012368	sp|Q7RTX0|TS1R3_HUMAN	tr|A0A6P3FHF8|A0A6P3FHF8_OCTDE
OG0012369	sp|Q86Y34|AGRG3_HUMAN	tr|A0A6P3V9D6|A0A6P3V9D6_OCTDE
OG0012370	sp|Q86YD5|LRAD3_HUMAN	tr|A0A6P6E2L7|A0A6P6E2L7_OCTDE
OG0012371	sp|Q8IWA6|CCD60_HUMAN	tr|A0A6P6EWP5|A0A6P6EWP5_OCTDE
OG0012372	sp|Q8N5A5|ZGPAT_HUMAN	tr|A0A6P3FD29|A0A6P3FD29_OCTDE
OG0012373	sp|Q8NBQ5|DHB11_HUMAN	tr|A0A6P3F0C5|A0A6P3F0C5_OCTDE
OG0012374	sp|Q96FN9|DTD2_HUMAN	tr|A0A6P3EU77|A0A6P3EU77_OCTDE
OG0012375	sp|Q96JB8|MPP4_HUMAN	tr|A0A6P6E826|A0A6P6E826_OCTDE
OG0012376	sp|Q96JY0|MAEL_HUMAN	tr|A0A6P3FSN0|A0A6P3FSN0_OCTDE
OG0012377	sp|Q96ME1|FXL18_HUMAN	tr|A0A6P6EAH3|A0A6P6EAH3_OCTDE
OG0012378	sp|Q99467|CD180_HUMAN	tr|A0A6P3ETI4|A0A6P3ETI4_OCTDE
OG0012379	sp|Q9BQD7|ANKMT_HUMAN	tr|A0A6P3FX93|A0A6P3FX93_OCTDE
OG0012380	sp|Q9BVC3|DCC1_HUMAN	tr|A0A6P3VD38|A0A6P3VD38_OCTDE
OG0012381	sp|Q9BYL1|SAM10_HUMAN	tr|A0A6P6DJ22|A0A6P6DJ22_OCTDE
OG0012382	sp|Q9H1I8|ASCC2_HUMAN	tr|A0A6P3F156|A0A6P3F156_OCTDE
OG0012383	sp|Q9H2R5|KLK15_HUMAN	tr|A0A6P6DQY6|A0A6P6DQY6_OCTDE
OG0012384	sp|Q9HD26|GOPC_HUMAN	tr|A0A6P3F6B9|A0A6P3F6B9_OCTDE
OG0012385	sp|Q9NP95|FGF20_HUMAN	tr|A0A6P3F9B2|A0A6P3F9B2_OCTDE
OG0012386	sp|Q9NPB3|CABP2_HUMAN	tr|A0A6P3EWQ4|A0A6P3EWQ4_OCTDE
OG0012387	sp|Q9NQH7|XPP3_HUMAN	tr|A0A6P6ER22|A0A6P6ER22_OCTDE
OG0012388	sp|Q9NRY5|F1142_HUMAN	tr|A0A6P6EA56|A0A6P6EA56_OCTDE
OG0012389	sp|Q9NSI8|SAMN1_HUMAN	tr|A0A6P3FJT1|A0A6P3FJT1_OCTDE
OG0012390	sp|Q9UMZ2|SYNRG_HUMAN	tr|A0A6P6DFL2|A0A6P6DFL2_OCTDE
OG0012391	sp|Q9Y2B0|CNPY2_HUMAN	tr|A0A6P6DST9|A0A6P6DST9_OCTDE
OG0012392	sp|Q9Y5Q0|FADS3_HUMAN	tr|A0A6P3FWB1|A0A6P3FWB1_OCTDE
OG0012393	sp|Q9Y5Z4|HEBP2_HUMAN	tr|A0A6P6E7G3|A0A6P6E7G3_OCTDE
OG0012394	sp|Q9Y6X1|SERP1_HUMAN	tr|A0A6P3FDU4|A0A6P3FDU4_OCTDE
OG0012395	sp|O00192|ARVC_HUMAN	tr|A0A6P6E5E6|A0A6P6E5E6_OCTDE
OG0012396	sp|O00512|BCL9_HUMAN	tr|A0A6P3FXZ1|A0A6P3FXZ1_OCTDE
OG0012397	sp|O43186|CRX_HUMAN	tr|A0A6P3VED7|A0A6P3VED7_OCTDE
OG0012398	sp|O60749|SNX2_HUMAN	tr|A0A6P3ETK4|A0A6P3ETK4_OCTDE
OG0012399	sp|O75380|NDUS6_HUMAN	tr|A0A6P3EJ14|A0A6P3EJ14_OCTDE
OG0012400	sp|O75400|PR40A_HUMAN	tr|A0A6P6EXR3|A0A6P6EXR3_OCTDE
OG0012401	sp|O94988|FA13A_HUMAN	tr|A0A6P6DRC5|A0A6P6DRC5_OCTDE
OG0012402	sp|O95185|UNC5C_HUMAN	tr|A0A6P3FIY6|A0A6P3FIY6_OCTDE
OG0012403	sp|O95759|TBCD8_HUMAN	tr|A0A6P6ELD3|A0A6P6ELD3_OCTDE
OG0012404	sp|P19474|RO52_HUMAN	tr|A0A6P6DDB0|A0A6P6DDB0_OCTDE
OG0012405	sp|P23560|BDNF_HUMAN	tr|A0A6P3FS43|A0A6P3FS43_OCTDE
OG0012406	sp|P29475|NOS1_HUMAN	tr|A0A6P3FF21|A0A6P3FF21_OCTDE
OG0012407	sp|P37840|SYUA_HUMAN	tr|A0A6P3G034|A0A6P3G034_OCTDE
OG0012408	sp|P38919|IF4A3_HUMAN	tr|A0A6P3FH82|A0A6P3FH82_OCTDE
OG0012409	sp|P41220|RGS2_HUMAN	tr|A0A6P3EXH9|A0A6P3EXH9_OCTDE
OG0012410	sp|P41586|PACR_HUMAN	tr|A0A6P6E0A1|A0A6P6E0A1_OCTDE
OG0012411	sp|P46108|CRK_HUMAN	tr|A0A6P6ETQ7|A0A6P6ETQ7_OCTDE
OG0012412	sp|Q02246|CNTN2_HUMAN	tr|A0A6P6DBC7|A0A6P6DBC7_OCTDE
OG0012413	sp|Q05925|HME1_HUMAN	tr|A0A6P6E0M5|A0A6P6E0M5_OCTDE
OG0012414	sp|Q13316|DMP1_HUMAN	tr|A0A6P3EPD6|A0A6P3EPD6_OCTDE
