Orthogroup	Homo_sapiens	Rhinolophus_ferrumequinum
OG0014290	sp|P15248|IL9_HUMAN	tr|A0A671EFR0|A0A671EFR0_RHIFE
OG0014291	sp|P24394|IL4RA_HUMAN	tr|A0A671G1X2|A0A671G1X2_RHIFE
OG0014292	sp|P30679|GNA15_HUMAN	tr|A0A671EL02|A0A671EL02_RHIFE
OG0014293	sp|P48728|GCST_HUMAN	tr|A0A671E6X7|A0A671E6X7_RHIFE
OG0014294	sp|P61764|STXB1_HUMAN	tr|A0A671F6R5|A0A671F6R5_RHIFE
OG0014295	sp|Q12882|DPYD_HUMAN	tr|A0A671F3E1|A0A671F3E1_RHIFE
OG0014296	sp|Q15056|IF4H_HUMAN	tr|A0A671EWS3|A0A671EWS3_RHIFE
OG0014297	sp|Q15125|EBP_HUMAN	tr|A0A671DKK1|A0A671DKK1_RHIFE
OG0014298	sp|Q4LEZ3|AARD_HUMAN	tr|A0A671EQT3|A0A671EQT3_RHIFE
OG0014299	sp|Q5BJF2|SGMR2_HUMAN	tr|A0A671FEH0|A0A671FEH0_RHIFE
OG0014300	sp|Q5BKX6|S45A4_HUMAN	tr|A0A671F1T8|A0A671F1T8_RHIFE
OG0014301	sp|Q5SQN1|SNP47_HUMAN	tr|A0A671FZV8|A0A671FZV8_RHIFE
OG0014302	sp|Q5T230|UTF1_HUMAN	tr|A0A671ELV5|A0A671ELV5_RHIFE
OG0014303	sp|Q5T4D3|TMTC4_HUMAN	tr|A0A671EB89|A0A671EB89_RHIFE
OG0014304	sp|Q6DHV5|C2D2B_HUMAN	tr|A0A671FHX2|A0A671FHX2_RHIFE
OG0014305	sp|Q6IA69|NADE_HUMAN	tr|A0A671FVF5|A0A671FVF5_RHIFE
OG0014306	sp|Q6IN84|MRM1_HUMAN	tr|A0A671EE93|A0A671EE93_RHIFE
OG0014307	sp|Q6P1X5|TAF2_HUMAN	tr|A0A671EXZ8|A0A671EXZ8_RHIFE
OG0014308	sp|Q6PIU1|KCNV1_HUMAN	tr|A0A671EFK6|A0A671EFK6_RHIFE
OG0014309	sp|Q7Z4H4|ADM2_HUMAN	tr|A0A671DSY3|A0A671DSY3_RHIFE
OG0014310	sp|Q86XT2|VP37D_HUMAN	tr|A0A671EMX9|A0A671EMX9_RHIFE
OG0014311	sp|Q8IWZ5|TRI42_HUMAN	tr|A0A671FDV5|A0A671FDV5_RHIFE
OG0014312	sp|Q8IYQ7|THNS1_HUMAN	tr|A0A671F2J2|A0A671F2J2_RHIFE
OG0014313	sp|Q8IZQ1|WDFY3_HUMAN	tr|A0A671DTZ6|A0A671DTZ6_RHIFE
OG0014314	sp|Q8N9B5|JMY_HUMAN	tr|A0A671FWZ7|A0A671FWZ7_RHIFE
OG0014315	sp|Q8NCN5|PDPR_HUMAN	tr|A0A671F1G9|A0A671F1G9_RHIFE
OG0014316	sp|Q8WUM4|PDC6I_HUMAN	tr|A0A671E7Z0|A0A671E7Z0_RHIFE
OG0014317	sp|Q8WUW1|BRK1_HUMAN	tr|A0A671ESB2|A0A671ESB2_RHIFE
OG0014318	sp|Q8WXC6|CSN9_HUMAN	tr|A0A671DYI8|A0A671DYI8_RHIFE
OG0014319	sp|Q96DN2|VWCE_HUMAN	tr|A0A671DST0|A0A671DST0_RHIFE
OG0014320	sp|Q96EY1|DNJA3_HUMAN	tr|A0A671FQC3|A0A671FQC3_RHIFE
OG0014321	sp|Q96FJ0|STALP_HUMAN	tr|A0A671G1A1|A0A671G1A1_RHIFE
OG0014322	sp|Q96GY3|LIN37_HUMAN	tr|A0A671ESH2|A0A671ESH2_RHIFE
OG0014323	sp|Q96MW5|COG8_HUMAN	tr|A0A671EHA8|A0A671EHA8_RHIFE
OG0014324	sp|Q96S95|CK2N2_HUMAN	tr|A0A671G5Y4|A0A671G5Y4_RHIFE
OG0014325	sp|Q99944|EGFL8_HUMAN	tr|A0A671E8N5|A0A671E8N5_RHIFE
OG0014326	sp|Q9BS86|ZPBP1_HUMAN	tr|A0A671F4X7|A0A671F4X7_RHIFE
OG0014327	sp|Q9H3K6|BOLA2_HUMAN	tr|A0A671DVB3|A0A671DVB3_RHIFE
OG0014328	sp|Q9NQZ2|SAS10_HUMAN	tr|A0A671FR32|A0A671FR32_RHIFE
OG0014329	sp|Q9NSB2|KRT84_HUMAN	tr|A0A671DMZ5|A0A671DMZ5_RHIFE
OG0014330	sp|Q9NXF1|TEX10_HUMAN	tr|A0A671FFC3|A0A671FFC3_RHIFE
OG0014331	sp|Q9P0N8|MARH2_HUMAN	tr|A0A671FBF9|A0A671FBF9_RHIFE
OG0014332	sp|Q9P1U0|RPA12_HUMAN	tr|A0A671DWB7|A0A671DWB7_RHIFE
OG0014333	sp|Q9P2D8|UNC79_HUMAN	tr|A0A671E701|A0A671E701_RHIFE
OG0014334	sp|Q9P2K8|E2AK4_HUMAN	tr|A0A671E2G3|A0A671E2G3_RHIFE
OG0014335	sp|Q9ULJ8|NEB1_HUMAN	tr|A0A671EVM0|A0A671EVM0_RHIFE
OG0014336	sp|Q9Y4K1|CRBG1_HUMAN	tr|A0A671E4E8|A0A671E4E8_RHIFE
OG0014337	sp|Q9Y5U8|MPC1_HUMAN	tr|A0A671FIY0|A0A671FIY0_RHIFE
OG0014338	sp|Q9Y672|ALG6_HUMAN	tr|A0A671E3H5|A0A671E3H5_RHIFE
OG0014339	sp|A0A0U1RQF7|DP2NB_HUMAN	tr|A0A671E7X2|A0A671E7X2_RHIFE
OG0014340	sp|A4UGR9|XIRP2_HUMAN	tr|A0A671DXU0|A0A671DXU0_RHIFE
OG0014341	sp|A6NG13|MGT4D_HUMAN	tr|A0A671F9J2|A0A671F9J2_RHIFE
OG0014342	sp|O00584|RNT2_HUMAN	tr|A0A671FFB1|A0A671FFB1_RHIFE
OG0014343	sp|O14863|ZNT4_HUMAN	tr|A0A671DVC3|A0A671DVC3_RHIFE
OG0014344	sp|O14931|NCTR3_HUMAN	tr|A0A671DM17|A0A671DM17_RHIFE
OG0014345	sp|O15213|WDR46_HUMAN	tr|A0A671F9V8|A0A671F9V8_RHIFE
OG0014346	sp|O60313|OPA1_HUMAN	tr|A0A140YWZ2|A0A140YWZ2_RHIFE
OG0014347	sp|O75628|REM1_HUMAN	tr|A0A671F027|A0A671F027_RHIFE
OG0014348	sp|O95025|SEM3D_HUMAN	tr|A0A671FXB3|A0A671FXB3_RHIFE
OG0014349	sp|P00439|PH4H_HUMAN	tr|A0A671F871|A0A671F871_RHIFE
OG0014350	sp|P05937|CALB1_HUMAN	tr|A0A671EBC1|A0A671EBC1_RHIFE
OG0014351	sp|P11413|G6PD_HUMAN	tr|A0A671DU92|A0A671DU92_RHIFE
OG0014352	sp|P19113|DCHS_HUMAN	tr|A0A671DNT1|A0A671DNT1_RHIFE
OG0014353	sp|P29590|PML_HUMAN	tr|A0A671FG43|A0A671FG43_RHIFE
OG0014354	sp|P49757|NUMB_HUMAN	tr|A0A671DVA5|A0A671DVA5_RHIFE
OG0014355	sp|P49810|PSN2_HUMAN	tr|A0A671FCT6|A0A671FCT6_RHIFE
OG0014356	sp|P51178|PLCD1_HUMAN	tr|A0A671G246|A0A671G246_RHIFE
OG0014357	sp|P62324|BTG1_HUMAN	tr|A0A671FLR2|A0A671FLR2_RHIFE
OG0014358	sp|Q11203|SIAT6_HUMAN	tr|A0A671EDT5|A0A671EDT5_RHIFE
OG0014359	sp|Q13084|RM28_HUMAN	tr|A0A671GBK0|A0A671GBK0_RHIFE
OG0014360	sp|Q13449|LSAMP_HUMAN	tr|A0A671DMZ9|A0A671DMZ9_RHIFE
OG0014361	sp|Q14145|KEAP1_HUMAN	tr|A0A671FHC5|A0A671FHC5_RHIFE
OG0014362	sp|Q14994|NR1I3_HUMAN	tr|A0A671F296|A0A671F296_RHIFE
OG0014363	sp|Q2Q1W2|LIN41_HUMAN	tr|A0A671EGN9|A0A671EGN9_RHIFE
OG0014364	sp|Q5K4L6|S27A3_HUMAN	tr|A0A671FM01|A0A671FM01_RHIFE
OG0014365	sp|Q5MY95|ENTP8_HUMAN	tr|A0A671EGZ1|A0A671EGZ1_RHIFE
OG0014366	sp|Q5U4N7|GDAS1_HUMAN	tr|A0A671F9P1|A0A671F9P1_RHIFE
OG0014367	sp|Q5XUX0|FBX31_HUMAN	tr|A0A671F837|A0A671F837_RHIFE
OG0014368	sp|Q6L9W6|B4GN3_HUMAN	tr|A0A671G0K3|A0A671G0K3_RHIFE
OG0014369	sp|Q6PCB0|VWA1_HUMAN	tr|A0A671F032|A0A671F032_RHIFE
OG0014370	sp|Q6TFL3|CC171_HUMAN	tr|A0A671EL16|A0A671EL16_RHIFE
OG0014371	sp|Q6UWT4|CE046_HUMAN	tr|A0A671EPG3|A0A671EPG3_RHIFE
OG0014372	sp|Q6ZS72|PEAK3_HUMAN	tr|A0A671EQS5|A0A671EQS5_RHIFE
OG0014373	sp|Q7Z3B0|SIM15_HUMAN	tr|A0A671FHR0|A0A671FHR0_RHIFE
OG0014374	sp|Q7Z5U6|WDR53_HUMAN	tr|A0A671FJ52|A0A671FJ52_RHIFE
OG0014375	sp|Q8N543|OGFD1_HUMAN	tr|A0A671G0D6|A0A671G0D6_RHIFE
OG0014376	sp|Q8NBI6|XXLT1_HUMAN	tr|A0A671FLK4|A0A671FLK4_RHIFE
OG0014377	sp|Q8NBS9|TXND5_HUMAN	tr|A0A671DQ83|A0A671DQ83_RHIFE
OG0014378	sp|Q8NCU1|CC197_HUMAN	tr|A0A671EAE2|A0A671EAE2_RHIFE
OG0014379	sp|Q8TBF4|ZCRB1_HUMAN	tr|A0A671E1L5|A0A671E1L5_RHIFE
OG0014380	sp|Q8TCD5|NT5C_HUMAN	tr|A0A671EWW6|A0A671EWW6_RHIFE
OG0014381	sp|Q8WWZ8|OIT3_HUMAN	tr|A0A671FBI5|A0A671FBI5_RHIFE
OG0014382	sp|Q96JA1|LRIG1_HUMAN	tr|A0A671F5B4|A0A671F5B4_RHIFE
OG0014383	sp|Q96P65|QRFPR_HUMAN	tr|A0A671ELP0|A0A671ELP0_RHIFE
OG0014384	sp|Q96Q35|FACC1_HUMAN	tr|A0A671FK09|A0A671FK09_RHIFE
OG0014385	sp|Q99614|TTC1_HUMAN	tr|A0A671FVW4|A0A671FVW4_RHIFE
OG0014386	sp|Q9BSJ2|GCP2_HUMAN	tr|A0A671EJK7|A0A671EJK7_RHIFE
OG0014387	sp|Q9BX59|TPSNR_HUMAN	tr|A0A671DVW1|A0A671DVW1_RHIFE
OG0014388	sp|Q9BYK8|HELZ2_HUMAN	tr|A0A671F1X5|A0A671F1X5_RHIFE
OG0014389	sp|Q9BZQ2|SHP1L_HUMAN	tr|A0A671G276|A0A671G276_RHIFE
OG0014390	sp|Q9H295|DCSTP_HUMAN	tr|A0A671FZS7|A0A671FZS7_RHIFE
OG0014391	sp|Q9H792|PEAK1_HUMAN	tr|A0A671DQV5|A0A671DQV5_RHIFE
OG0014392	sp|Q9NS15|LTBP3_HUMAN	tr|A0A671E6Y4|A0A671E6Y4_RHIFE
OG0014393	sp|Q9UJP4|KLH21_HUMAN	tr|A0A671F231|A0A671F231_RHIFE
OG0014394	sp|Q9ULT8|HECD1_HUMAN	tr|A0A671DMJ0|A0A671DMJ0_RHIFE
OG0014395	sp|Q9UM00|TMCO1_HUMAN	tr|A0A671FJZ7|A0A671FJZ7_RHIFE
OG0014396	sp|Q9UQB3|CTND2_HUMAN	tr|A0A671DW41|A0A671DW41_RHIFE
OG0014397	sp|Q9Y614|ACL7B_HUMAN	tr|A0A671FV47|A0A671FV47_RHIFE
OG0014398	sp|Q9Y6I3|EPN1_HUMAN	tr|A0A671FVU2|A0A671FVU2_RHIFE
OG0014399	sp|Q9Y6V7|DDX49_HUMAN	tr|A0A671E571|A0A671E571_RHIFE
OG0014400	sp|A6NCQ9|RN222_HUMAN	tr|A0A671EAJ4|A0A671EAJ4_RHIFE
OG0014401	sp|A6NH21|SERC4_HUMAN	tr|A0A671DYX6|A0A671DYX6_RHIFE
OG0014402	sp|C9JXX5|CK094_HUMAN	tr|A0A671E0B8|A0A671E0B8_RHIFE
OG0014403	sp|O00398|P2Y10_HUMAN	tr|A0A671E354|A0A671E354_RHIFE
OG0014404	sp|O14894|T4S5_HUMAN	tr|A0A671FJA2|A0A671FJA2_RHIFE
OG0014405	sp|O43166|SI1L1_HUMAN	tr|A0A671DYL3|A0A671DYL3_RHIFE
OG0014406	sp|O60883|G37L1_HUMAN	tr|A0A671GB95|A0A671GB95_RHIFE
OG0014407	sp|O75071|EFC14_HUMAN	tr|A0A671DMS1|A0A671DMS1_RHIFE
OG0014408	sp|O75475|PSIP1_HUMAN	tr|A0A671EM45|A0A671EM45_RHIFE
OG0014409	sp|O75626|PRDM1_HUMAN	tr|A0A671E3X5|A0A671E3X5_RHIFE
OG0014410	sp|O75781|PALM_HUMAN	tr|A0A671FS12|A0A671FS12_RHIFE
OG0014411	sp|O75840|KLF7_HUMAN	tr|A0A671EYD4|A0A671EYD4_RHIFE
OG0014412	sp|O75911|DHRS3_HUMAN	tr|A0A671ELH6|A0A671ELH6_RHIFE
OG0014413	sp|O95231|VENTX_HUMAN	tr|A0A671ELA7|A0A671ELA7_RHIFE
OG0014414	sp|O95238|SPDEF_HUMAN	tr|A0A671FNT5|A0A671FNT5_RHIFE
OG0014415	sp|O95347|SMC2_HUMAN	tr|A0A671FDJ0|A0A671FDJ0_RHIFE
OG0014416	sp|P01008|ANT3_HUMAN	tr|A0A671FG31|A0A671FG31_RHIFE
OG0014417	sp|P13686|PPA5_HUMAN	tr|A0A671ER02|A0A671ER02_RHIFE
OG0014418	sp|P15502|ELN_HUMAN	tr|A0A671EVD3|A0A671EVD3_RHIFE
OG0014419	sp|P17405|ASM_HUMAN	tr|A0A671E1R4|A0A671E1R4_RHIFE
OG0014420	sp|P20132|SDHL_HUMAN	tr|A0A671EUK6|A0A671EUK6_RHIFE
OG0014421	sp|P23743|DGKA_HUMAN	tr|A0A671EC54|A0A671EC54_RHIFE
OG0014422	sp|P35613|BASI_HUMAN	tr|A0A671E3X6|A0A671E3X6_RHIFE
OG0014423	sp|P35659|DEK_HUMAN	tr|A0A671EU69|A0A671EU69_RHIFE
OG0014424	sp|P41252|SYIC_HUMAN	tr|A0A671FM80|A0A671FM80_RHIFE
OG0014425	sp|P43243|MATR3_HUMAN	tr|A0A671EQW4|A0A671EQW4_RHIFE
OG0014426	sp|P46013|KI67_HUMAN	tr|A0A671E9K2|A0A671E9K2_RHIFE
OG0014427	sp|P47712|PA24A_HUMAN	tr|A0A671F2H1|A0A671F2H1_RHIFE
OG0014428	sp|P48444|COPD_HUMAN	tr|A0A671FAZ5|A0A671FAZ5_RHIFE
OG0014429	sp|P51571|SSRD_HUMAN	tr|A0A671E1S0|A0A671E1S0_RHIFE
OG0014430	sp|P55735|SEC13_HUMAN	tr|A0A671EQK6|A0A671EQK6_RHIFE
OG0014431	sp|P57771|RGS8_HUMAN	tr|A0A671G9V6|A0A671G9V6_RHIFE
OG0014432	sp|P62253|UB2G1_HUMAN	tr|A0A671FW74|A0A671FW74_RHIFE
OG0014433	sp|Q02763|TIE2_HUMAN	tr|A0A671E8N8|A0A671E8N8_RHIFE
OG0014434	sp|Q14680|MELK_HUMAN	tr|A0A671FHE1|A0A671FHE1_RHIFE
OG0014435	sp|Q14978|NOLC1_HUMAN	tr|A0A671FNB9|A0A671FNB9_RHIFE
OG0014436	sp|Q14980|NUMA1_HUMAN	tr|A0A671EQP2|A0A671EQP2_RHIFE
OG0014437	sp|Q15048|LRC14_HUMAN	tr|A0A671G1V0|A0A671G1V0_RHIFE
OG0014438	sp|Q32M88|PGGHG_HUMAN	tr|A0A671DYK4|A0A671DYK4_RHIFE
OG0014439	sp|Q567U6|CCD93_HUMAN	tr|A0A671ERD5|A0A671ERD5_RHIFE
OG0014440	sp|Q5HYW3|RTL5_HUMAN	tr|A0A671DPF6|A0A671DPF6_RHIFE
OG0014441	sp|Q5T8I9|HENMT_HUMAN	tr|A0A671FL86|A0A671FL86_RHIFE
OG0014442	sp|Q5TB80|CE162_HUMAN	tr|A0A671DR00|A0A671DR00_RHIFE
OG0014443	sp|Q658L1|SAXO2_HUMAN	tr|A0A671FZH6|A0A671FZH6_RHIFE
OG0014444	sp|Q6BDI9|REP15_HUMAN	tr|A0A671DSH7|A0A671DSH7_RHIFE
OG0014445	sp|Q6P4F2|FDX2_HUMAN	tr|A0A671FHI1|A0A671FHI1_RHIFE
OG0014446	sp|Q6PF15|KLH35_HUMAN	tr|A0A671FP61|A0A671FP61_RHIFE
OG0014447	sp|Q6ZRI6|CO039_HUMAN	tr|A0A671FL77|A0A671FL77_RHIFE
OG0014448	sp|Q7RTN6|STRAA_HUMAN	tr|A0A671EX17|A0A671EX17_RHIFE
OG0014449	sp|Q86YV0|RASL3_HUMAN	tr|A0A671ETD5|A0A671ETD5_RHIFE
OG0014450	sp|Q86YV9|HPS6_HUMAN	tr|A0A671FPE8|A0A671FPE8_RHIFE
OG0014451	sp|Q8IV35|WDR49_HUMAN	tr|A0A671DUU7|A0A671DUU7_RHIFE
OG0014452	sp|Q8NAN2|MIGA1_HUMAN	tr|A0A671E8U5|A0A671E8U5_RHIFE
OG0014453	sp|Q8NC44|RETR2_HUMAN	tr|A0A671EL32|A0A671EL32_RHIFE
OG0014454	sp|Q8NET8|TRPV3_HUMAN	tr|A0A671G6Z4|A0A671G6Z4_RHIFE
OG0014455	sp|Q8NFK1|CXG3_HUMAN	tr|A0A671DRN7|A0A671DRN7_RHIFE
OG0014456	sp|Q8NHU2|CFA61_HUMAN	tr|A0A671ELG2|A0A671ELG2_RHIFE
OG0014457	sp|Q8WXG8|S100Z_HUMAN	tr|A0A671FE18|A0A671FE18_RHIFE
OG0014458	sp|Q96EM0|T3HPD_HUMAN	tr|A0A671E5T3|A0A671E5T3_RHIFE
OG0014459	sp|Q96MT3|PRIC1_HUMAN	tr|A0A671E6A1|A0A671E6A1_RHIFE
OG0014460	sp|Q99680|GPR22_HUMAN	tr|A0A671FN61|A0A671FN61_RHIFE
OG0014461	sp|Q9BPX6|MICU1_HUMAN	tr|A0A671FBC6|A0A671FBC6_RHIFE
OG0014462	sp|Q9BT56|SPXN_HUMAN	tr|A0A671FY02|A0A671FY02_RHIFE
OG0014463	sp|Q9C098|DCLK3_HUMAN	tr|A0A671G9K3|A0A671G9K3_RHIFE
OG0014464	sp|Q9H583|HEAT1_HUMAN	tr|A0A671GAJ9|A0A671GAJ9_RHIFE
OG0014465	sp|Q9HAT1|LMA1L_HUMAN	tr|A0A671FH82|A0A671FH82_RHIFE
OG0014466	sp|Q9NW97|TMM51_HUMAN	tr|A0A671ELW0|A0A671ELW0_RHIFE
OG0014467	sp|Q9UKY0|PRND_HUMAN	tr|A0A671FRG4|A0A671FRG4_RHIFE
OG0014468	sp|Q9Y4P8|WIPI2_HUMAN	tr|A0A671EYY4|A0A671EYY4_RHIFE
OG0014469	sp|Q9Y5L2|HLPDA_HUMAN	tr|A0A671FW55|A0A671FW55_RHIFE
OG0014470	sp|Q9Y5U4|INSI2_HUMAN	tr|A0A671ELZ3|A0A671ELZ3_RHIFE
OG0014471	sp|O60884|DNJA2_HUMAN	tr|A0A671FB85|A0A671FB85_RHIFE
OG0014472	sp|O75385|ULK1_HUMAN	tr|A0A671FL97|A0A671FL97_RHIFE
OG0014473	sp|O95671|ASML_HUMAN	tr|A0A671E0G8|A0A671E0G8_RHIFE
OG0014474	sp|P0CAP2|GRL1A_HUMAN	tr|A0A671FHZ5|A0A671FHZ5_RHIFE
OG0014475	sp|P18545|CNRG_HUMAN	tr|A0A671G643|A0A671G643_RHIFE
OG0014476	sp|P23368|MAOM_HUMAN	tr|A0A671FGN8|A0A671FGN8_RHIFE
OG0014477	sp|P24928|RPB1_HUMAN	tr|A0A671F2F4|A0A671F2F4_RHIFE
OG0014478	sp|P27352|IF_HUMAN	tr|A0A671DSN6|A0A671DSN6_RHIFE
OG0014479	sp|P30281|CCND3_HUMAN	tr|A0A671DQG8|A0A671DQG8_RHIFE
OG0014480	sp|P31431|SDC4_HUMAN	tr|A0A671G6B1|A0A671G6B1_RHIFE
OG0014481	sp|P57739|CLD2_HUMAN	tr|A0A671DI95|A0A671DI95_RHIFE
OG0014482	sp|P78316|NOP14_HUMAN	tr|A0A671EI87|A0A671EI87_RHIFE
OG0014483	sp|P78412|IRX6_HUMAN	tr|A0A671FM92|A0A671FM92_RHIFE
OG0014484	sp|Q0VG99|MESP2_HUMAN	tr|A0A671E8W9|A0A671E8W9_RHIFE
OG0014485	sp|Q13162|PRDX4_HUMAN	tr|A0A671DU26|A0A671DU26_RHIFE
OG0014486	sp|Q14626|I11RA_HUMAN	tr|A0A671EHB5|A0A671EHB5_RHIFE
OG0014487	sp|Q14691|PSF1_HUMAN	tr|A0A671F2F1|A0A671F2F1_RHIFE
OG0014488	sp|Q15649|ZNHI3_HUMAN	tr|A0A671EJZ3|A0A671EJZ3_RHIFE
OG0014489	sp|Q3B7T3|BEAN1_HUMAN	tr|A0A671EZ59|A0A671EZ59_RHIFE
OG0014490	sp|Q494R4|CC153_HUMAN	tr|A0A671FH68|A0A671FH68_RHIFE
OG0014491	sp|Q49AM1|MTEF2_HUMAN	tr|A0A671EM73|A0A671EM73_RHIFE
OG0014492	sp|Q53GS9|SNUT2_HUMAN	tr|A0A671EYD0|A0A671EYD0_RHIFE
OG0014493	sp|Q5QGS0|NEXMI_HUMAN	tr|A0A671DHM5|A0A671DHM5_RHIFE
OG0014494	sp|Q5T953|IER5L_HUMAN	tr|A0A671G585|A0A671G585_RHIFE
OG0014495	sp|Q5W5X9|TTC23_HUMAN	tr|A0A671EYZ6|A0A671EYZ6_RHIFE
OG0014496	sp|Q6NUN7|JHY_HUMAN	tr|A0A671EZX4|A0A671EZX4_RHIFE
OG0014497	sp|Q6UWU4|CF089_HUMAN	tr|A0A671DQ65|A0A671DQ65_RHIFE
OG0014498	sp|Q6UXL0|I20RB_HUMAN	tr|A0A671ENU0|A0A671ENU0_RHIFE
OG0014499	sp|Q6ZP82|CC141_HUMAN	tr|A0A671FY87|A0A671FY87_RHIFE
OG0014500	sp|Q86WA6|BPHL_HUMAN	tr|A0A671DLG3|A0A671DLG3_RHIFE
OG0014501	sp|Q8IV16|HDBP1_HUMAN	tr|A0A671FKB5|A0A671FKB5_RHIFE
OG0014502	sp|Q8IV42|PSTK_HUMAN	tr|A0A671EUB4|A0A671EUB4_RHIFE
OG0014503	sp|Q8IXW5|RPAP2_HUMAN	tr|A0A671EAU7|A0A671EAU7_RHIFE
OG0014504	sp|Q8N0U2|TMM61_HUMAN	tr|A0A671DMR9|A0A671DMR9_RHIFE
OG0014505	sp|Q8NHP7|EXD1_HUMAN	tr|A0A671DRV8|A0A671DRV8_RHIFE
OG0014506	sp|Q8WXA2|PATE1_HUMAN	tr|A0A671EIX8|A0A671EIX8_RHIFE
OG0014507	sp|Q92733|PRCC_HUMAN	tr|A0A671F0M3|A0A671F0M3_RHIFE
OG0014508	sp|Q96K76|UBP47_HUMAN	tr|A0A671DK28|A0A671DK28_RHIFE
OG0014509	sp|Q96LU7|MRFL_HUMAN	tr|A0A671DVM8|A0A671DVM8_RHIFE
OG0014510	sp|Q96M11|HYLS1_HUMAN	tr|A0A671ENU6|A0A671ENU6_RHIFE
OG0014511	sp|Q96S97|MYADM_HUMAN	tr|A0A671EQ72|A0A671EQ72_RHIFE
OG0014512	sp|Q9BQE4|SELS_HUMAN	tr|A0A671FDY7|A0A671FDY7_RHIFE
OG0014513	sp|Q9BSF0|SMAKA_HUMAN	tr|A0A671F1H4|A0A671F1H4_RHIFE
OG0014514	sp|Q9BXM7|PINK1_HUMAN	tr|A0A671FQS6|A0A671FQS6_RHIFE
OG0014515	sp|Q9H1N7|S35B3_HUMAN	tr|A0A671FKT7|A0A671FKT7_RHIFE
OG0014516	sp|Q9H237|PORCN_HUMAN	tr|A0A671DSY7|A0A671DSY7_RHIFE
OG0014517	sp|Q9HC21|TPC_HUMAN	tr|A0A671F0H1|A0A671F0H1_RHIFE
OG0014518	sp|Q9NWU1|OXSM_HUMAN	tr|A0A671ENN5|A0A671ENN5_RHIFE
OG0014519	sp|Q9NY35|CLDN1_HUMAN	tr|A0A671E4K7|A0A671E4K7_RHIFE
OG0014520	sp|Q9UJK0|TSR3_HUMAN	tr|A0A671FTY9|A0A671FTY9_RHIFE
OG0014521	sp|Q9UK80|UBP21_HUMAN	tr|A0A671F3K3|A0A671F3K3_RHIFE
OG0014522	sp|Q9UQN3|CHM2B_HUMAN	tr|A0A671E2Q8|A0A671E2Q8_RHIFE
OG0014523	sp|Q9Y250|LZTS1_HUMAN	tr|A0A671F3V7|A0A671F3V7_RHIFE
OG0014524	sp|Q9Y261|FOXA2_HUMAN	tr|A0A671EYF6|A0A671EYF6_RHIFE
OG0014525	sp|Q9Y303|NAGA_HUMAN	tr|A0A671GA77|A0A671GA77_RHIFE
OG0014526	sp|Q9Y592|CEP83_HUMAN	tr|A0A671FRE0|A0A671FRE0_RHIFE
OG0014527	sp|A1L162|ERIC2_HUMAN	tr|A0A671DS03|A0A671DS03_RHIFE
OG0014528	sp|A4D1S0|KLRG2_HUMAN	tr|A0A671ECT2|A0A671ECT2_RHIFE
OG0014529	sp|A6NNA5|DRGX_HUMAN	tr|A0A671G468|A0A671G468_RHIFE
OG0014530	sp|A7E2V4|ZSWM8_HUMAN	tr|A0A671FQM1|A0A671FQM1_RHIFE
OG0014531	sp|O15084|ANR28_HUMAN	tr|A0A671F4U5|A0A671F4U5_RHIFE
OG0014532	sp|O60575|ISK4_HUMAN	tr|A0A671E3E1|A0A671E3E1_RHIFE
OG0014533	sp|O75157|T22D2_HUMAN	tr|A0A671ECS2|A0A671ECS2_RHIFE
OG0014534	sp|O75342|LX12B_HUMAN	tr|A0A671ELK1|A0A671ELK1_RHIFE
OG0014535	sp|O75865|TPC6A_HUMAN	tr|A0A671EC55|A0A671EC55_RHIFE
OG0014536	sp|P04080|CYTB_HUMAN	tr|A0A671DQK7|A0A671DQK7_RHIFE
OG0014537	sp|P05162|LEG2_HUMAN	tr|A0A671E0H7|A0A671E0H7_RHIFE
OG0014538	sp|P16442|BGAT_HUMAN	tr|A0A671F9K2|A0A671F9K2_RHIFE
OG0014539	sp|P20807|CAN3_HUMAN	tr|A0A671DK75|A0A671DK75_RHIFE
OG0014540	sp|P25092|GUC2C_HUMAN	tr|A0A671FIH5|A0A671FIH5_RHIFE
OG0014541	sp|P35398|RORA_HUMAN	tr|A0A671EXG9|A0A671EXG9_RHIFE
OG0014542	sp|P36969|GPX4_HUMAN	tr|A0A671FE54|A0A671FE54_RHIFE
OG0014543	sp|P42574|CASP3_HUMAN	tr|A0A671FFP1|A0A671FFP1_RHIFE
OG0014544	sp|P45378|TNNT3_HUMAN	tr|A0A671FYF4|A0A671FYF4_RHIFE
OG0014545	sp|P49450|CENPA_HUMAN	tr|A0A671FIQ5|A0A671FIQ5_RHIFE
OG0014546	sp|P51956|NEK3_HUMAN	tr|A0A671FXK3|A0A671FXK3_RHIFE
OG0014547	sp|Q05C16|LRC63_HUMAN	tr|A0A671DU22|A0A671DU22_RHIFE
OG0014548	sp|Q06413|MEF2C_HUMAN	tr|A0A671G762|A0A671G762_RHIFE
OG0014549	sp|Q12794|HYAL1_HUMAN	tr|A0A671FXK6|A0A671FXK6_RHIFE
OG0014550	sp|Q14246|AGRE1_HUMAN	tr|A0A671F3N9|A0A671F3N9_RHIFE
OG0014551	sp|Q14997|PSME4_HUMAN	tr|A0A671F302|A0A671F302_RHIFE
OG0014552	sp|Q16637|SMN_HUMAN	tr|A0A671G136|A0A671G136_RHIFE
