Orthogroup	Homo_sapiens	Saimiri_boliviensis_boliviensis
OG0014353	sp|P41252|SYIC_HUMAN	tr|A0A2K6RZ67|A0A2K6RZ67_SAIBB
OG0014354	sp|P46013|KI67_HUMAN	tr|A0A2K6TDP7|A0A2K6TDP7_SAIBB
OG0014355	sp|P47712|PA24A_HUMAN	tr|A0A2K6U840|A0A2K6U840_SAIBB
OG0014356	sp|P48444|COPD_HUMAN	tr|A0A2K6UN12|A0A2K6UN12_SAIBB
OG0014357	sp|P51571|SSRD_HUMAN	tr|A0A2K6SUB3|A0A2K6SUB3_SAIBB
OG0014358	sp|P57771|RGS8_HUMAN	tr|A0A2K6S7W4|A0A2K6S7W4_SAIBB
OG0014359	sp|Q02763|TIE2_HUMAN	tr|A0A2K6TDX8|A0A2K6TDX8_SAIBB
OG0014360	sp|Q14093|CYLC2_HUMAN	tr|A0A2K6UVC9|A0A2K6UVC9_SAIBB
OG0014361	sp|Q14680|MELK_HUMAN	tr|A0A2K6T1E4|A0A2K6T1E4_SAIBB
OG0014362	sp|Q14978|NOLC1_HUMAN	tr|A0A2K6UD29|A0A2K6UD29_SAIBB
OG0014363	sp|Q14980|NUMA1_HUMAN	tr|A0A2K6ULM5|A0A2K6ULM5_SAIBB
OG0014364	sp|Q15048|LRC14_HUMAN	tr|A0A2K6TCP1|A0A2K6TCP1_SAIBB
OG0014365	sp|Q32M88|PGGHG_HUMAN	tr|A0A2K6V047|A0A2K6V047_SAIBB
OG0014366	sp|Q567U6|CCD93_HUMAN	tr|A0A2K6TZA9|A0A2K6TZA9_SAIBB
OG0014367	sp|Q5HYI8|RABL3_HUMAN	tr|A0A2K6S0R1|A0A2K6S0R1_SAIBB
OG0014368	sp|Q5T8I9|HENMT_HUMAN	tr|A0A2K6S4S1|A0A2K6S4S1_SAIBB
OG0014369	sp|Q5TB80|CE162_HUMAN	tr|A0A2K6TWW3|A0A2K6TWW3_SAIBB
OG0014370	sp|Q658L1|SAXO2_HUMAN	tr|A0A2K6V1K3|A0A2K6V1K3_SAIBB
OG0014371	sp|Q6P4F2|FDX2_HUMAN	tr|A0A2K6USZ4|A0A2K6USZ4_SAIBB
OG0014372	sp|Q6PF15|KLH35_HUMAN	tr|A0A2K6UMI4|A0A2K6UMI4_SAIBB
OG0014373	sp|Q6UXT8|ALKL1_HUMAN	tr|A0A2K6SV04|A0A2K6SV04_SAIBB
OG0014374	sp|Q6ZRI6|CO039_HUMAN	tr|A0A2K6SIH7|A0A2K6SIH7_SAIBB
OG0014375	sp|Q7RTN6|STRAA_HUMAN	tr|A0A2K6T2R1|A0A2K6T2R1_SAIBB
OG0014376	sp|Q86YV0|RASL3_HUMAN	tr|A0A2K6RZL7|A0A2K6RZL7_SAIBB
OG0014377	sp|Q8IV35|WDR49_HUMAN	tr|A0A2K6SB75|A0A2K6SB75_SAIBB
OG0014378	sp|Q8NAN2|MIGA1_HUMAN	tr|A0A2K6SYV3|A0A2K6SYV3_SAIBB
OG0014379	sp|Q8NC44|RETR2_HUMAN	tr|A0A2K6UQB9|A0A2K6UQB9_SAIBB
OG0014380	sp|Q8NET8|TRPV3_HUMAN	tr|A0A2K6V6Z6|A0A2K6V6Z6_SAIBB
OG0014381	sp|Q8NFK1|CXG3_HUMAN	tr|A0A2K6SYA0|A0A2K6SYA0_SAIBB
OG0014382	sp|Q8WXG8|S100Z_HUMAN	tr|A0A2K6S768|A0A2K6S768_SAIBB
OG0014383	sp|Q96EM0|T3HPD_HUMAN	tr|A0A2K6UMB5|A0A2K6UMB5_SAIBB
OG0014384	sp|Q96JL9|ZN333_HUMAN	tr|A0A2K6S3A7|A0A2K6S3A7_SAIBB
OG0014385	sp|Q96MT3|PRIC1_HUMAN	tr|A0A2K6S8I8|A0A2K6S8I8_SAIBB
OG0014386	sp|Q96P26|5NT1B_HUMAN	tr|A0A2K6U5U0|A0A2K6U5U0_SAIBB
OG0014387	sp|Q99680|GPR22_HUMAN	tr|A0A2K6S6D5|A0A2K6S6D5_SAIBB
OG0014388	sp|Q9BPX6|MICU1_HUMAN	tr|A0A2K6T3I1|A0A2K6T3I1_SAIBB
OG0014389	sp|Q9BT56|SPXN_HUMAN	tr|A0A2K6URS7|A0A2K6URS7_SAIBB
OG0014390	sp|Q9C098|DCLK3_HUMAN	tr|A0A2K6UTH6|A0A2K6UTH6_SAIBB
OG0014391	sp|Q9H583|HEAT1_HUMAN	tr|A0A2K6UR66|A0A2K6UR66_SAIBB
OG0014392	sp|Q9HAT1|LMA1L_HUMAN	tr|A0A2K6SN68|A0A2K6SN68_SAIBB
OG0014393	sp|Q9NW97|TMM51_HUMAN	tr|A0A2K6UUT8|A0A2K6UUT8_SAIBB
OG0014394	sp|Q9Y2Q9|RT28_HUMAN	tr|A0A2K6TUN4|A0A2K6TUN4_SAIBB
OG0014395	sp|O60285|NUAK1_HUMAN	tr|A0A2K6V067|A0A2K6V067_SAIBB
OG0014396	sp|O60884|DNJA2_HUMAN	tr|A0A2K6TJA3|A0A2K6TJA3_SAIBB
OG0014397	sp|O75385|ULK1_HUMAN	tr|A0A2K6U0M2|A0A2K6U0M2_SAIBB
OG0014398	sp|O75951|LYZL6_HUMAN	tr|A0A2K6U2B9|A0A2K6U2B9_SAIBB
OG0014399	sp|O95671|ASML_HUMAN	tr|A0A2K6UNL4|A0A2K6UNL4_SAIBB
OG0014400	sp|P0CAP2|GRL1A_HUMAN	tr|A0A2K6UUL1|A0A2K6UUL1_SAIBB
OG0014401	sp|P18545|CNRG_HUMAN	tr|A0A2K6SHS9|A0A2K6SHS9_SAIBB
OG0014402	sp|P23368|MAOM_HUMAN	tr|A0A2K6ST19|A0A2K6ST19_SAIBB
OG0014403	sp|P24928|RPB1_HUMAN	tr|A0A2K6RYV7|A0A2K6RYV7_SAIBB
OG0014404	sp|P27352|IF_HUMAN	tr|A0A2K6TRP2|A0A2K6TRP2_SAIBB
OG0014405	sp|P30281|CCND3_HUMAN	tr|A0A2K6SMV2|A0A2K6SMV2_SAIBB
OG0014406	sp|P31431|SDC4_HUMAN	tr|A0A2K6SVW7|A0A2K6SVW7_SAIBB
OG0014407	sp|P40337|VHL_HUMAN	tr|A0A2K6TQ26|A0A2K6TQ26_SAIBB
OG0014408	sp|P57739|CLD2_HUMAN	tr|A0A2K6SBN4|A0A2K6SBN4_SAIBB
OG0014409	sp|P78316|NOP14_HUMAN	tr|A0A2K6V0E9|A0A2K6V0E9_SAIBB
OG0014410	sp|P78412|IRX6_HUMAN	tr|A0A2K6V4A1|A0A2K6V4A1_SAIBB
OG0014411	sp|Q02040|AK17A_HUMAN	tr|A0A2K6SEF8|A0A2K6SEF8_SAIBB
OG0014412	sp|Q0VG99|MESP2_HUMAN	tr|A0A2K6UUA4|A0A2K6UUA4_SAIBB
OG0014413	sp|Q13162|PRDX4_HUMAN	tr|A0A2K6TLS3|A0A2K6TLS3_SAIBB
OG0014414	sp|Q14626|I11RA_HUMAN	tr|A0A2K6UVU1|A0A2K6UVU1_SAIBB
OG0014415	sp|Q14691|PSF1_HUMAN	tr|A0A2K6SSS3|A0A2K6SSS3_SAIBB
OG0014416	sp|Q15649|ZNHI3_HUMAN	tr|A0A2K6TNP0|A0A2K6TNP0_SAIBB
OG0014417	sp|Q3B7T3|BEAN1_HUMAN	tr|A0A2K6TMQ6|A0A2K6TMQ6_SAIBB
OG0014418	sp|Q494R4|CC153_HUMAN	tr|A0A2K6ULG6|A0A2K6ULG6_SAIBB
OG0014419	sp|Q53GS9|SNUT2_HUMAN	tr|A0A2K6UE88|A0A2K6UE88_SAIBB
OG0014420	sp|Q5QGS0|NEXMI_HUMAN	tr|A0A2K6S5M7|A0A2K6S5M7_SAIBB
OG0014421	sp|Q5W5X9|TTC23_HUMAN	tr|A0A2K6SYL7|A0A2K6SYL7_SAIBB
OG0014422	sp|Q6A162|K1C40_HUMAN	tr|A0A2K6UQV9|A0A2K6UQV9_SAIBB
OG0014423	sp|Q6NUN7|JHY_HUMAN	tr|A0A2K6SIE3|A0A2K6SIE3_SAIBB
OG0014424	sp|Q6UXL0|I20RB_HUMAN	tr|A0A2K6U5P5|A0A2K6U5P5_SAIBB
OG0014425	sp|Q6ZP82|CC141_HUMAN	tr|A0A2K6SKJ1|A0A2K6SKJ1_SAIBB
OG0014426	sp|Q7Z4G1|COMD6_HUMAN	tr|A0A2K6UBQ4|A0A2K6UBQ4_SAIBB
OG0014427	sp|Q8IV16|HDBP1_HUMAN	tr|A0A2K6UG81|A0A2K6UG81_SAIBB
OG0014428	sp|Q8IV42|PSTK_HUMAN	tr|A0A2K6V5A1|A0A2K6V5A1_SAIBB
OG0014429	sp|Q8IXW5|RPAP2_HUMAN	tr|A0A2K6TYI0|A0A2K6TYI0_SAIBB
OG0014430	sp|Q8N0U2|TMM61_HUMAN	tr|A0A2K6S5M2|A0A2K6S5M2_SAIBB
OG0014431	sp|Q8NHP7|EXD1_HUMAN	tr|A0A2K6T9G5|A0A2K6T9G5_SAIBB
OG0014432	sp|Q8TAK6|OLIG1_HUMAN	tr|A0A2K6T168|A0A2K6T168_SAIBB
OG0014433	sp|Q8WXA2|PATE1_HUMAN	tr|A0A2K6UF72|A0A2K6UF72_SAIBB
OG0014434	sp|Q92733|PRCC_HUMAN	tr|A0A2K6UTI0|A0A2K6UTI0_SAIBB
OG0014435	sp|Q96DM1|PGBD4_HUMAN	tr|A0A2K6S7R1|A0A2K6S7R1_SAIBB
OG0014436	sp|Q96K76|UBP47_HUMAN	tr|A0A2K6UIV6|A0A2K6UIV6_SAIBB
OG0014437	sp|Q96LU7|MRFL_HUMAN	tr|A0A2K6TCU6|A0A2K6TCU6_SAIBB
OG0014438	sp|Q9BQE4|SELS_HUMAN	tr|A0A2K6TJ23|A0A2K6TJ23_SAIBB
OG0014439	sp|Q9BXM7|PINK1_HUMAN	tr|A0A2K6TWF4|A0A2K6TWF4_SAIBB
OG0014440	sp|Q9H0B6|KLC2_HUMAN	tr|A0A2K6TK92|A0A2K6TK92_SAIBB
OG0014441	sp|Q9H1N7|S35B3_HUMAN	tr|A0A2K6SG90|A0A2K6SG90_SAIBB
OG0014442	sp|Q9H237|PORCN_HUMAN	tr|A0A2K6T034|A0A2K6T034_SAIBB
OG0014443	sp|Q9HC21|TPC_HUMAN	tr|A0A2K6T8U1|A0A2K6T8U1_SAIBB
OG0014444	sp|Q9NWU1|OXSM_HUMAN	tr|A0A2K6SR05|A0A2K6SR05_SAIBB
OG0014445	sp|Q9NY35|CLDN1_HUMAN	tr|A0A2K6UNW8|A0A2K6UNW8_SAIBB
OG0014446	sp|Q9UJK0|TSR3_HUMAN	tr|A0A2K6SIS0|A0A2K6SIS0_SAIBB
OG0014447	sp|Q9UK80|UBP21_HUMAN	tr|A0A2K6TQD1|A0A2K6TQD1_SAIBB
OG0014448	sp|Q9UQN3|CHM2B_HUMAN	tr|A0A2K6TRN7|A0A2K6TRN7_SAIBB
OG0014449	sp|Q9Y250|LZTS1_HUMAN	tr|A0A2K6SLC0|A0A2K6SLC0_SAIBB
OG0014450	sp|Q9Y261|FOXA2_HUMAN	tr|A0A2K6T964|A0A2K6T964_SAIBB
OG0014451	sp|Q9Y303|NAGA_HUMAN	tr|A0A2K6SXI2|A0A2K6SXI2_SAIBB
OG0014452	sp|Q9Y592|CEP83_HUMAN	tr|A0A2K6SDE7|A0A2K6SDE7_SAIBB
OG0014453	sp|A1L162|ERIC2_HUMAN	tr|A0A2K6THB1|A0A2K6THB1_SAIBB
OG0014454	sp|A4D1S0|KLRG2_HUMAN	tr|A0A2K6U8G3|A0A2K6U8G3_SAIBB
OG0014455	sp|A6NNA5|DRGX_HUMAN	tr|A0A2K6UZ79|A0A2K6UZ79_SAIBB
OG0014456	sp|A7E2V4|ZSWM8_HUMAN	tr|A0A2K6T9V3|A0A2K6T9V3_SAIBB
OG0014457	sp|O15084|ANR28_HUMAN	tr|A0A2K6SJB6|A0A2K6SJB6_SAIBB
OG0014458	sp|O60575|ISK4_HUMAN	tr|A0A2K6T849|A0A2K6T849_SAIBB
OG0014459	sp|O75157|T22D2_HUMAN	tr|A0A2K6TBT4|A0A2K6TBT4_SAIBB
OG0014460	sp|O75342|LX12B_HUMAN	tr|A0A2K6TGQ6|A0A2K6TGQ6_SAIBB
OG0014461	sp|O75865|TPC6A_HUMAN	tr|A0A2K6U4X0|A0A2K6U4X0_SAIBB
OG0014462	sp|P04080|CYTB_HUMAN	tr|A0A2K6SPU8|A0A2K6SPU8_SAIBB
OG0014463	sp|P20807|CAN3_HUMAN	tr|A0A2K6T7N6|A0A2K6T7N6_SAIBB
OG0014464	sp|P25092|GUC2C_HUMAN	tr|A0A2K6V3T7|A0A2K6V3T7_SAIBB
OG0014465	sp|P35398|RORA_HUMAN	tr|A0A2K6SBE7|A0A2K6SBE7_SAIBB
OG0014466	sp|P36969|GPX4_HUMAN	tr|A0A2K6TNA2|A0A2K6TNA2_SAIBB
OG0014467	sp|P45378|TNNT3_HUMAN	tr|A0A2K6UG77|A0A2K6UG77_SAIBB
OG0014468	sp|P49450|CENPA_HUMAN	tr|A0A2K6TTV5|A0A2K6TTV5_SAIBB
OG0014469	sp|P51956|NEK3_HUMAN	tr|A0A2K6RYG2|A0A2K6RYG2_SAIBB
OG0014470	sp|P53992|SC24C_HUMAN	tr|A0A2K6TME2|A0A2K6TME2_SAIBB
OG0014471	sp|Q02846|GUC2D_HUMAN	tr|A0A2K6UWM8|A0A2K6UWM8_SAIBB
OG0014472	sp|Q05C16|LRC63_HUMAN	tr|A0A2K6V5K1|A0A2K6V5K1_SAIBB
OG0014473	sp|Q06413|MEF2C_HUMAN	tr|A0A2K6SB04|A0A2K6SB04_SAIBB
OG0014474	sp|Q12794|HYAL1_HUMAN	tr|A0A2K6UWE1|A0A2K6UWE1_SAIBB
OG0014475	sp|Q13325|IFIT5_HUMAN	tr|A0A2K6TWZ3|A0A2K6TWZ3_SAIBB
OG0014476	sp|Q14246|AGRE1_HUMAN	tr|A0A2K6V6V5|A0A2K6V6V5_SAIBB
OG0014477	sp|Q1HG43|DOXA1_HUMAN	tr|A0A2K6S286|A0A2K6S286_SAIBB
OG0014478	sp|Q5JU85|IQEC2_HUMAN	tr|A0A2K6V4L2|A0A2K6V4L2_SAIBB
OG0014479	sp|Q5JXX7|TMM31_HUMAN	tr|A0A2K6UBU0|A0A2K6UBU0_SAIBB
OG0014480	sp|Q5T440|CAF17_HUMAN	tr|A0A2K6SVB9|A0A2K6SVB9_SAIBB
OG0014481	sp|Q5VWJ9|SNX30_HUMAN	tr|A0A2K6UVH1|A0A2K6UVH1_SAIBB
OG0014482	sp|Q5VZV1|MT21C_HUMAN	tr|A0A2K6TBC1|A0A2K6TBC1_SAIBB
OG0014483	sp|Q6IC98|GRAM4_HUMAN	tr|A0A2K6TB55|A0A2K6TB55_SAIBB
OG0014484	sp|Q6UY14|ATL4_HUMAN	tr|A0A2K6TVA8|A0A2K6TVA8_SAIBB
OG0014485	sp|Q8IWT0|ARCH_HUMAN	tr|A0A2K6SJF8|A0A2K6SJF8_SAIBB
OG0014486	sp|Q8IXH6|T53I2_HUMAN	tr|A0A2K6UZT3|A0A2K6UZT3_SAIBB
OG0014487	sp|Q8IZT8|HS3S5_HUMAN	tr|A0A2K6TDM4|A0A2K6TDM4_SAIBB
OG0014488	sp|Q8NEB5|PLPP5_HUMAN	tr|A0A2K6T0J3|A0A2K6T0J3_SAIBB
OG0014489	sp|Q8NI22|MCFD2_HUMAN	tr|A0A2K6SWX7|A0A2K6SWX7_SAIBB
OG0014490	sp|Q8TBZ2|MYBPP_HUMAN	tr|A0A2K6T050|A0A2K6T050_SAIBB
OG0014491	sp|Q8TC71|MIEAP_HUMAN	tr|A0A2K6RZU8|A0A2K6RZU8_SAIBB
OG0014492	sp|Q8WVF2|UCMA_HUMAN	tr|A0A2K6SAJ4|A0A2K6SAJ4_SAIBB
OG0014493	sp|Q8WWG1|NRG4_HUMAN	tr|A0A2K6SJY1|A0A2K6SJY1_SAIBB
OG0014494	sp|Q92859|NEO1_HUMAN	tr|A0A2K6U107|A0A2K6U107_SAIBB
OG0014495	sp|Q93034|CUL5_HUMAN	tr|A0A2K6USW4|A0A2K6USW4_SAIBB
OG0014496	sp|Q96JJ6|JPH4_HUMAN	tr|A0A2K6V7L3|A0A2K6V7L3_SAIBB
OG0014497	sp|Q96S53|TESK2_HUMAN	tr|A0A2K6V2S2|A0A2K6V2S2_SAIBB
OG0014498	sp|Q99726|ZNT3_HUMAN	tr|A0A2K6TKD2|A0A2K6TKD2_SAIBB
OG0014499	sp|Q9BRP1|PDD2L_HUMAN	tr|A0A2K6UHW2|A0A2K6UHW2_SAIBB
OG0014500	sp|Q9BSG0|PADC1_HUMAN	tr|A0A2K6ULV5|A0A2K6ULV5_SAIBB
OG0014501	sp|Q9BW27|NUP85_HUMAN	tr|A0A2K6T584|A0A2K6T584_SAIBB
OG0014502	sp|Q9BWT7|CAR10_HUMAN	tr|A0A2K6UG15|A0A2K6UG15_SAIBB
OG0014503	sp|Q9H7B4|SMYD3_HUMAN	tr|A0A2K6THN4|A0A2K6THN4_SAIBB
OG0014504	sp|Q9NZL6|RGL1_HUMAN	tr|A0A2K6UIB5|A0A2K6UIB5_SAIBB
OG0014505	sp|Q9P2W7|B3GA1_HUMAN	tr|A0A2K6T480|A0A2K6T480_SAIBB
OG0014506	sp|Q9UBB4|ATX10_HUMAN	tr|A0A2K6TJV8|A0A2K6TJV8_SAIBB
OG0014507	sp|Q9UJ98|STAG3_HUMAN	tr|A0A2K6TN28|A0A2K6TN28_SAIBB
OG0014508	sp|Q9UJZ1|STML2_HUMAN	tr|A0A2K6TKF2|A0A2K6TKF2_SAIBB
OG0014509	sp|Q9UKI9|PO2F3_HUMAN	tr|A0A2K6UTI6|A0A2K6UTI6_SAIBB
OG0014510	sp|Q9ULP0|NDRG4_HUMAN	tr|A0A2K6SLF9|A0A2K6SLF9_SAIBB
OG0014511	sp|Q9UNE0|EDAR_HUMAN	tr|A0A2K6U2N2|A0A2K6U2N2_SAIBB
OG0014512	sp|Q9Y3M8|STA13_HUMAN	tr|A0A2K6UV04|A0A2K6UV04_SAIBB
OG0014513	sp|Q9Y618|NCOR2_HUMAN	tr|A0A2K6TMG8|A0A2K6TMG8_SAIBB
OG0014514	sp|A0A1B0GUS0|CS085_HUMAN	tr|A0A2K6SUI5|A0A2K6SUI5_SAIBB
OG0014515	sp|A0PJZ3|GXLT2_HUMAN	tr|A0A2K6SR71|A0A2K6SR71_SAIBB
OG0014516	sp|A2VDF0|FUCM_HUMAN	tr|A0A2K6SKJ7|A0A2K6SKJ7_SAIBB
OG0014517	sp|O15265|ATX7_HUMAN	tr|A0A2K6S2S6|A0A2K6S2S6_SAIBB
OG0014518	sp|O15553|MEFV_HUMAN	tr|A0A2K6T323|A0A2K6T323_SAIBB
OG0014519	sp|O43929|ORC4_HUMAN	tr|A0A2K6TU38|A0A2K6TU38_SAIBB
OG0014520	sp|O75112|LDB3_HUMAN	tr|A0A2K6UMU5|A0A2K6UMU5_SAIBB
OG0014521	sp|O75530|EED_HUMAN	tr|A0A2K6SHK7|A0A2K6SHK7_SAIBB
OG0014522	sp|O75808|CAN15_HUMAN	tr|A0A2K6UL42|A0A2K6UL42_SAIBB
OG0014523	sp|O94772|LY6H_HUMAN	tr|A0A2K6SL67|A0A2K6SL67_SAIBB
OG0014524	sp|O94906|PRP6_HUMAN	tr|A0A2K6SJ11|A0A2K6SJ11_SAIBB
OG0014525	sp|O95711|LY86_HUMAN	tr|A0A2K6T422|A0A2K6T422_SAIBB
OG0014526	sp|P04083|ANXA1_HUMAN	tr|A0A2K6U5J6|A0A2K6U5J6_SAIBB
OG0014527	sp|P14222|PERF_HUMAN	tr|A0A2K6T309|A0A2K6T309_SAIBB
OG0014528	sp|P17509|HXB6_HUMAN	tr|A0A2K6UHJ8|A0A2K6UHJ8_SAIBB
OG0014529	sp|P24311|COX7B_HUMAN	tr|A0A2K6T3R9|A0A2K6T3R9_SAIBB
OG0014530	sp|P26951|IL3RA_HUMAN	tr|A0A2K6SD85|A0A2K6SD85_SAIBB
OG0014531	sp|P32243|OTX2_HUMAN	tr|A0A2K6TLC9|A0A2K6TLC9_SAIBB
OG0014532	sp|P33991|MCM4_HUMAN	tr|A0A2K6SLB4|A0A2K6SLB4_SAIBB
OG0014533	sp|P49916|DNLI3_HUMAN	tr|A0A2K6U817|A0A2K6U817_SAIBB
OG0014534	sp|P51608|MECP2_HUMAN	tr|A0A2K6TAS4|A0A2K6TAS4_SAIBB
OG0014535	sp|Q13671|RIN1_HUMAN	tr|A0A2K6UZJ1|A0A2K6UZJ1_SAIBB
OG0014536	sp|Q13884|SNTB1_HUMAN	tr|A0A2K6TND1|A0A2K6TND1_SAIBB
OG0014537	sp|Q15326|ZMY11_HUMAN	tr|A0A2K6U8A2|A0A2K6U8A2_SAIBB
OG0014538	sp|Q15652|JHD2C_HUMAN	tr|A0A2K6U6B0|A0A2K6U6B0_SAIBB
OG0014539	sp|Q15831|STK11_HUMAN	tr|A0A2K6SDZ3|A0A2K6SDZ3_SAIBB
OG0014540	sp|Q5S007|LRRK2_HUMAN	tr|A0A2K6T5R1|A0A2K6T5R1_SAIBB
OG0014541	sp|Q5T2S8|ODAD2_HUMAN	tr|A0A2K6RZQ2|A0A2K6RZQ2_SAIBB
OG0014542	sp|Q5VT06|CE350_HUMAN	tr|A0A2K6V2J3|A0A2K6V2J3_SAIBB
OG0014543	sp|Q6ICH7|ASPH2_HUMAN	tr|A0A2K6SN10|A0A2K6SN10_SAIBB
OG0014544	sp|Q6P2H3|CEP85_HUMAN	tr|A0A2K6SRU9|A0A2K6SRU9_SAIBB
OG0014545	sp|Q6PGN9|PSRC1_HUMAN	tr|A0A2K6TLA2|A0A2K6TLA2_SAIBB
OG0014546	sp|Q6TCH7|PAQR3_HUMAN	tr|A0A2K6SAL4|A0A2K6SAL4_SAIBB
OG0014547	sp|Q7L273|KCTD9_HUMAN	tr|A0A2K6SI34|A0A2K6SI34_SAIBB
OG0014548	sp|Q8IV36|HID1_HUMAN	tr|A0A2K6V1F4|A0A2K6V1F4_SAIBB
OG0014549	sp|Q8IXQ5|KLHL7_HUMAN	tr|A0A2K6U7C2|A0A2K6U7C2_SAIBB
OG0014550	sp|Q8IYK8|REM2_HUMAN	tr|A0A2K6T0J6|A0A2K6T0J6_SAIBB
OG0014551	sp|Q8N5J2|MINY1_HUMAN	tr|A0A2K6V6M6|A0A2K6V6M6_SAIBB
OG0014552	sp|Q8NCQ7|PRCA1_HUMAN	tr|A0A2K6V6Y2|A0A2K6V6Y2_SAIBB
OG0014553	sp|Q8NEY4|VATC2_HUMAN	tr|A0A2K6SJS3|A0A2K6SJS3_SAIBB
OG0014554	sp|Q8NI17|IL31R_HUMAN	tr|A0A2K6UXP2|A0A2K6UXP2_SAIBB
OG0014555	sp|Q8WU17|RN139_HUMAN	tr|A0A2K6SAU4|A0A2K6SAU4_SAIBB
OG0014556	sp|Q8WU67|ABHD3_HUMAN	tr|A0A2K6UVP6|A0A2K6UVP6_SAIBB
OG0014557	sp|Q92858|ATOH1_HUMAN	tr|A0A2K6SCF8|A0A2K6SCF8_SAIBB
OG0014558	sp|Q969G9|NKD1_HUMAN	tr|A0A2K6UUJ3|A0A2K6UUJ3_SAIBB
OG0014559	sp|Q96BU1|S1PBP_HUMAN	tr|A0A2K6UF12|A0A2K6UF12_SAIBB
OG0014560	sp|Q96S16|JMJD8_HUMAN	tr|A0A2K6TS69|A0A2K6TS69_SAIBB
OG0014561	sp|Q9BRQ5|ORAI3_HUMAN	tr|A0A2K6TCH1|A0A2K6TCH1_SAIBB
OG0014562	sp|Q9BS40|LXN_HUMAN	tr|A0A2K6UW53|A0A2K6UW53_SAIBB
OG0014563	sp|Q9BUT9|MCRI2_HUMAN	tr|A0A2K6V6H0|A0A2K6V6H0_SAIBB
OG0014564	sp|Q9BXA6|TSSK6_HUMAN	tr|A0A2K6S9D3|A0A2K6S9D3_SAIBB
OG0014565	sp|Q9BZ95|NSD3_HUMAN	tr|A0A2K6S2C7|A0A2K6S2C7_SAIBB
OG0014566	sp|Q9BZV1|UBXN6_HUMAN	tr|A0A2K6ULG5|A0A2K6ULG5_SAIBB
OG0014567	sp|Q9C0F0|ASXL3_HUMAN	tr|A0A2K6UH76|A0A2K6UH76_SAIBB
OG0014568	sp|Q9H845|ACAD9_HUMAN	tr|A0A2K6UM04|A0A2K6UM04_SAIBB
OG0014569	sp|Q9NPC7|MYNN_HUMAN	tr|A0A2K6SZR3|A0A2K6SZR3_SAIBB
OG0014570	sp|Q9UGU5|HMGX4_HUMAN	tr|A0A2K6TXB5|A0A2K6TXB5_SAIBB
OG0014571	sp|Q9UJD0|RIMS3_HUMAN	tr|A0A2K6S556|A0A2K6S556_SAIBB
OG0014572	sp|Q9ULF5|S39AA_HUMAN	tr|A0A2K6SJF4|A0A2K6SJF4_SAIBB
OG0014573	sp|Q9Y3A0|COQ4_HUMAN	tr|A0A2K6TNS6|A0A2K6TNS6_SAIBB
OG0014574	sp|Q9Y3A5|SBDS_HUMAN	tr|A0A2K6SV57|A0A2K6SV57_SAIBB
OG0014575	sp|Q9Y5Q5|CORIN_HUMAN	tr|A0A2K6S7V1|A0A2K6S7V1_SAIBB
OG0014576	sp|A6NN92|CXE1_HUMAN	tr|A0A2K6UK15|A0A2K6UK15_SAIBB
OG0014577	sp|C9JUS6|ADM5_HUMAN	tr|A0A2K6V4W1|A0A2K6V4W1_SAIBB
OG0014578	sp|E9PB15|PTG3L_HUMAN	tr|A0A2K6SN38|A0A2K6SN38_SAIBB
OG0014579	sp|H0YL14|TM250_HUMAN	tr|A0A2K6S2Y1|A0A2K6S2Y1_SAIBB
OG0014580	sp|O14764|GBRD_HUMAN	tr|A0A2K6SUH9|A0A2K6SUH9_SAIBB
OG0014581	sp|O14904|WNT9A_HUMAN	tr|A0A2K6TBS9|A0A2K6TBS9_SAIBB
OG0014582	sp|O14924|RGS12_HUMAN	tr|A0A2K6RZG3|A0A2K6RZG3_SAIBB
OG0014583	sp|O15031|PLXB2_HUMAN	tr|A0A2K6T9W6|A0A2K6T9W6_SAIBB
OG0014584	sp|O15405|TOX3_HUMAN	tr|A0A2K6UEJ4|A0A2K6UEJ4_SAIBB
OG0014585	sp|O43603|GALR2_HUMAN	tr|A0A2K6TUK0|A0A2K6TUK0_SAIBB
OG0014586	sp|O75461|E2F6_HUMAN	tr|A0A2K6UIX4|A0A2K6UIX4_SAIBB
OG0014587	sp|O75888|TNF13_HUMAN	tr|A0A2K6UJ90|A0A2K6UJ90_SAIBB
OG0014588	sp|O76027|ANXA9_HUMAN	tr|A0A2K6S8B6|A0A2K6S8B6_SAIBB
OG0014589	sp|O94778|AQP8_HUMAN	tr|A0A2K6SHL7|A0A2K6SHL7_SAIBB
OG0014590	sp|O95167|NDUA3_HUMAN	tr|A0A2K6SG35|A0A2K6SG35_SAIBB
OG0014591	sp|O95243|MBD4_HUMAN	tr|A0A2K6S7Z6|A0A2K6S7Z6_SAIBB
OG0014592	sp|P05362|ICAM1_HUMAN	tr|A0A2K6SZD4|A0A2K6SZD4_SAIBB
OG0014593	sp|P11498|PYC_HUMAN	tr|A0A2K6TMJ3|A0A2K6TMJ3_SAIBB
OG0014594	sp|P11597|CETP_HUMAN	tr|A0A2K6UG16|A0A2K6UG16_SAIBB
OG0014595	sp|P12109|CO6A1_HUMAN	tr|A0A2K6UQL2|A0A2K6UQL2_SAIBB
OG0014596	sp|P18146|EGR1_HUMAN	tr|A0A2K6US19|A0A2K6US19_SAIBB
OG0014597	sp|P21953|ODBB_HUMAN	tr|A0A2K6S695|A0A2K6S695_SAIBB
