Orthogroup	Homo_sapiens	Ursus_americanus
OG0012647	sp|Q9C0H5|RHG39_HUMAN	tr|A0A452QRF9|A0A452QRF9_URSAM
OG0012648	sp|Q9H6S0|YTDC2_HUMAN	tr|A0A452QGT9|A0A452QGT9_URSAM
OG0012649	sp|Q9H7B2|RPF2_HUMAN	tr|A0A452RE05|A0A452RE05_URSAM
OG0012650	sp|Q9NPB8|GPCP1_HUMAN	tr|A0A452RR72|A0A452RR72_URSAM
OG0012651	sp|Q9NSP4|CENPM_HUMAN	tr|A0A452QPS5|A0A452QPS5_URSAM
OG0012652	sp|Q9NZC2|TREM2_HUMAN	tr|A0A452SUE7|A0A452SUE7_URSAM
OG0012653	sp|Q9P281|BAHC1_HUMAN	tr|A0A452RQI3|A0A452RQI3_URSAM
OG0012654	sp|Q9UBR2|CATZ_HUMAN	tr|A0A452S8B8|A0A452S8B8_URSAM
OG0012655	sp|Q9ULS5|TMCC3_HUMAN	tr|A0A452R6L6|A0A452R6L6_URSAM
OG0012656	sp|Q9Y535|RPC8_HUMAN	tr|A0A452SAF7|A0A452SAF7_URSAM
OG0012657	sp|A0PK05|TMM72_HUMAN	tr|A0A452SR31|A0A452SR31_URSAM
OG0012658	sp|O00488|ZN593_HUMAN	tr|A0A452QSF7|A0A452QSF7_URSAM
OG0012659	sp|O14579|COPE_HUMAN	tr|A0A452QS36|A0A452QS36_URSAM
OG0012660	sp|O43502|RA51C_HUMAN	tr|A0A452R1Y7|A0A452R1Y7_URSAM
OG0012661	sp|P01880|IGHD_HUMAN	tr|A0A452RQZ7|A0A452RQZ7_URSAM
OG0012662	sp|P08922|ROS1_HUMAN	tr|A0A452SRS7|A0A452SRS7_URSAM
OG0012663	sp|P0C869|PA24B_HUMAN	tr|A0A452S8T4|A0A452S8T4_URSAM
OG0012664	sp|P11172|UMPS_HUMAN	tr|A0A452Q8A0|A0A452Q8A0_URSAM
OG0012665	sp|P18847|ATF3_HUMAN	tr|A0A452QEW3|A0A452QEW3_URSAM
OG0012666	sp|P30536|TSPO_HUMAN	tr|A0A452QUG4|A0A452QUG4_URSAM
OG0012667	sp|P46093|GPR4_HUMAN	tr|A0A452RPG9|A0A452RPG9_URSAM
OG0012668	sp|Q0P6H9|TMM62_HUMAN	tr|A0A452R450|A0A452R450_URSAM
OG0012669	sp|Q10571|MN1_HUMAN	tr|A0A452RYP7|A0A452RYP7_URSAM
OG0012670	sp|Q11201|SIA4A_HUMAN	tr|A0A452RXJ6|A0A452RXJ6_URSAM
OG0012671	sp|Q13564|ULA1_HUMAN	tr|A0A452QPW6|A0A452QPW6_URSAM
OG0012672	sp|Q14126|DSG2_HUMAN	tr|A0A452QD01|A0A452QD01_URSAM
OG0012673	sp|Q32NC0|CR021_HUMAN	tr|A0A452SHF8|A0A452SHF8_URSAM
OG0012674	sp|Q3SXZ7|TTLL9_HUMAN	tr|A0A452SDU3|A0A452SDU3_URSAM
OG0012675	sp|Q5EBL8|PDZ11_HUMAN	tr|A0A452RYW5|A0A452RYW5_URSAM
OG0012676	sp|Q5T9G4|ARM12_HUMAN	tr|A0A452QAB6|A0A452QAB6_URSAM
OG0012677	sp|Q6NSI3|FA53A_HUMAN	tr|A0A452RC85|A0A452RC85_URSAM
OG0012678	sp|Q6V1P9|PCD23_HUMAN	tr|A0A452RFH3|A0A452RFH3_URSAM
OG0012679	sp|Q6ZTI6|RFLA_HUMAN	tr|A0A452SEX0|A0A452SEX0_URSAM
OG0012680	sp|Q7Z4V0|ZN438_HUMAN	tr|A0A452R6Q9|A0A452R6Q9_URSAM
OG0012681	sp|Q7Z5S9|TM144_HUMAN	tr|A0A452SFJ9|A0A452SFJ9_URSAM
OG0012682	sp|Q86TH1|ATL2_HUMAN	tr|A0A452RW98|A0A452RW98_URSAM
OG0012683	sp|Q86Y91|KI18B_HUMAN	tr|A0A452Q7U6|A0A452Q7U6_URSAM
OG0012684	sp|Q8IWZ3|ANKH1_HUMAN	tr|A0A452QKU4|A0A452QKU4_URSAM
OG0012685	sp|Q8IZN7|D107A_HUMAN	tr|A0A452RP65|A0A452RP65_URSAM
OG0012686	sp|Q8N201|INT1_HUMAN	tr|A0A452RV01|A0A452RV01_URSAM
OG0012687	sp|Q8N2G6|ZCH24_HUMAN	tr|A0A452SX16|A0A452SX16_URSAM
OG0012688	sp|Q8N3Y7|RDHE2_HUMAN	tr|A0A452SMJ0|A0A452SMJ0_URSAM
OG0012689	sp|Q8N6L1|KTAP2_HUMAN	tr|A0A452S3Z6|A0A452S3Z6_URSAM
OG0012690	sp|Q8WW12|PCNP_HUMAN	tr|A0A452SRD5|A0A452SRD5_URSAM
OG0012691	sp|Q96GD3|SCMH1_HUMAN	tr|A0A452SDL5|A0A452SDL5_URSAM
OG0012692	sp|Q96IF1|AJUBA_HUMAN	tr|A0A452QXA7|A0A452QXA7_URSAM
OG0012693	sp|Q96RG2|PASK_HUMAN	tr|A0A452RXV4|A0A452RXV4_URSAM
OG0012694	sp|Q9BVS5|TR61B_HUMAN	tr|A0A452RKJ5|A0A452RKJ5_URSAM
OG0012695	sp|Q9BXJ3|C1QT4_HUMAN	tr|A0A452Q828|A0A452Q828_URSAM
OG0012696	sp|Q9BY12|SCAPE_HUMAN	tr|A0A452RK34|A0A452RK34_URSAM
OG0012697	sp|Q9BZW5|TM6S1_HUMAN	tr|A0A452RQB2|A0A452RQB2_URSAM
OG0012698	sp|Q9H3L0|MMAD_HUMAN	tr|A0A452RR56|A0A452RR56_URSAM
OG0012699	sp|Q9NPH5|NOX4_HUMAN	tr|A0A452Q820|A0A452Q820_URSAM
OG0012700	sp|Q9NQM4|DAAF6_HUMAN	tr|A0A452S832|A0A452S832_URSAM
OG0012701	sp|Q9NR28|DBLOH_HUMAN	tr|A0A452QXQ9|A0A452QXQ9_URSAM
OG0012702	sp|Q9NRN9|METL5_HUMAN	tr|A0A452SV85|A0A452SV85_URSAM
OG0012703	sp|Q9NRP7|STK36_HUMAN	tr|A0A452S5R0|A0A452S5R0_URSAM
OG0012704	sp|Q9NUJ7|PLCX1_HUMAN	tr|A0A452RX81|A0A452RX81_URSAM
OG0012705	sp|Q9NX20|RM16_HUMAN	tr|A0A452R1L1|A0A452R1L1_URSAM
OG0012706	sp|Q9UFC0|LRWD1_HUMAN	tr|A0A452R6C4|A0A452R6C4_URSAM
OG0012707	sp|Q9UIG0|BAZ1B_HUMAN	tr|A0A452RPB8|A0A452RPB8_URSAM
OG0012708	sp|Q9Y2I8|WDR37_HUMAN	tr|A0A452RHT6|A0A452RHT6_URSAM
OG0012709	sp|Q9Y5V0|ZN706_HUMAN	tr|A0A452RXL9|A0A452RXL9_URSAM
OG0012710	sp|A6NFT4|CFA73_HUMAN	tr|A0A452SX14|A0A452SX14_URSAM
OG0012711	sp|D6REC4|CFA99_HUMAN	tr|A0A452QGU8|A0A452QGU8_URSAM
OG0012712	sp|O14802|RPC1_HUMAN	tr|A0A452R6P8|A0A452R6P8_URSAM
OG0012713	sp|O14813|PHX2A_HUMAN	tr|A0A452STD1|A0A452STD1_URSAM
OG0012714	sp|O15041|SEM3E_HUMAN	tr|A0A452QMF1|A0A452QMF1_URSAM
OG0012715	sp|O95206|PCDH8_HUMAN	tr|A0A452S5M0|A0A452S5M0_URSAM
OG0012716	sp|O96000|NDUBA_HUMAN	tr|A0A452RZ03|A0A452RZ03_URSAM
OG0012717	sp|P04150|GCR_HUMAN	tr|A0A452SBP1|A0A452SBP1_URSAM
OG0012718	sp|P16219|ACADS_HUMAN	tr|A0A452RGJ4|A0A452RGJ4_URSAM
OG0012719	sp|P27105|STOM_HUMAN	tr|A0A452QF73|A0A452QF73_URSAM
OG0012720	sp|P46779|RL28_HUMAN	tr|A0A452RST9|A0A452RST9_URSAM
OG0012721	sp|P48595|SPB10_HUMAN	tr|A0A452R6W3|A0A452R6W3_URSAM
OG0012722	sp|Q04864|REL_HUMAN	tr|A0A452R1A3|A0A452R1A3_URSAM
OG0012723	sp|Q06710|PAX8_HUMAN	tr|A0A452S0J0|A0A452S0J0_URSAM
OG0012724	sp|Q13546|RIPK1_HUMAN	tr|A0A452RK85|A0A452RK85_URSAM
OG0012725	sp|Q13952|NFYC_HUMAN	tr|A0A452QJF7|A0A452QJF7_URSAM
OG0012726	sp|Q14562|DHX8_HUMAN	tr|A0A452RVS2|A0A452RVS2_URSAM
OG0012727	sp|Q15828|CYTM_HUMAN	tr|A0A452S472|A0A452S472_URSAM
OG0012728	sp|Q1MSJ5|CSPP1_HUMAN	tr|A0A452SE14|A0A452SE14_URSAM
OG0012729	sp|Q2NL98|VMAC_HUMAN	tr|A0A452SB08|A0A452SB08_URSAM
OG0012730	sp|Q3LI81|KR271_HUMAN	tr|A0A452S0T7|A0A452S0T7_URSAM
OG0012731	sp|Q5W0Q7|USPL1_HUMAN	tr|A0A452S2D2|A0A452S2D2_URSAM
OG0012732	sp|Q658N2|WSCD1_HUMAN	tr|A0A452RJ62|A0A452RJ62_URSAM
OG0012733	sp|Q6EMB2|TTLL5_HUMAN	tr|A0A452RDI5|A0A452RDI5_URSAM
OG0012734	sp|Q6P0N0|M18BP_HUMAN	tr|A0A452SCA0|A0A452SCA0_URSAM
OG0012735	sp|Q6ZMZ3|SYNE3_HUMAN	tr|A0A452RFN5|A0A452RFN5_URSAM
OG0012736	sp|Q6ZNF0|ACP7_HUMAN	tr|A0A452S774|A0A452S774_URSAM
OG0012737	sp|Q6ZUT1|NKAP1_HUMAN	tr|A0A452RW15|A0A452RW15_URSAM
OG0012738	sp|Q70EL4|UBP43_HUMAN	tr|A0A452RRA3|A0A452RRA3_URSAM
OG0012739	sp|Q71RC2|LARP4_HUMAN	tr|A0A452RFX1|A0A452RFX1_URSAM
OG0012740	sp|Q7Z6J9|SEN54_HUMAN	tr|A0A452R2A6|A0A452R2A6_URSAM
OG0012741	sp|Q7Z6K5|ARPIN_HUMAN	tr|A0A452QNW2|A0A452QNW2_URSAM
OG0012742	sp|Q86UU9|TKN4_HUMAN	tr|A0A452RXG7|A0A452RXG7_URSAM
OG0012743	sp|Q8IY26|PLPP6_HUMAN	tr|A0A452QYR8|A0A452QYR8_URSAM
OG0012744	sp|Q8N114|SHSA5_HUMAN	tr|A0A452RXZ1|A0A452RXZ1_URSAM
OG0012745	sp|Q8NFL0|B3GN7_HUMAN	tr|A0A452QM48|A0A452QM48_URSAM
OG0012746	sp|Q8NFY4|SEM6D_HUMAN	tr|A0A452QMN1|A0A452QMN1_URSAM
OG0012747	sp|Q8NHP8|PLBL2_HUMAN	tr|A0A452SWT7|A0A452SWT7_URSAM
OG0012748	sp|Q8TAU0|NKX23_HUMAN	tr|A0A452SGA6|A0A452SGA6_URSAM
OG0012749	sp|Q8WU20|FRS2_HUMAN	tr|A0A452SQ29|A0A452SQ29_URSAM
OG0012750	sp|Q8WVE7|T170A_HUMAN	tr|A0A452RSI3|A0A452RSI3_URSAM
OG0012751	sp|Q96HY6|DDRGK_HUMAN	tr|A0A452R3C8|A0A452R3C8_URSAM
OG0012752	sp|Q99567|NUP88_HUMAN	tr|A0A452R984|A0A452R984_URSAM
OG0012753	sp|Q99707|METH_HUMAN	tr|A0A452RV62|A0A452RV62_URSAM
OG0012754	sp|Q99801|NKX31_HUMAN	tr|A0A452QIK3|A0A452QIK3_URSAM
OG0012755	sp|Q9BRQ4|CF300_HUMAN	tr|A0A452R765|A0A452R765_URSAM
OG0012756	sp|Q9BX97|PLVAP_HUMAN	tr|A0A452QC83|A0A452QC83_URSAM
OG0012757	sp|Q9BXJ0|C1QT5_HUMAN	tr|A0A452RG87|A0A452RG87_URSAM
OG0012758	sp|Q9H3Q1|BORG4_HUMAN	tr|A0A452R6I6|A0A452R6I6_URSAM
OG0012759	sp|Q9H9P8|L2HDH_HUMAN	tr|A0A452RAR0|A0A452RAR0_URSAM
OG0012760	sp|Q9H9Z2|LN28A_HUMAN	tr|A0A452QRP8|A0A452QRP8_URSAM
OG0012761	sp|Q9NRC9|OTOR_HUMAN	tr|A0A452QSB9|A0A452QSB9_URSAM
OG0012762	sp|Q9NS18|GLRX2_HUMAN	tr|A0A452RDM6|A0A452RDM6_URSAM
OG0012763	sp|Q9NTK1|DEPP1_HUMAN	tr|A0A452SQY7|A0A452SQY7_URSAM
OG0012764	sp|Q9NVS2|RT18A_HUMAN	tr|A0A452RF06|A0A452RF06_URSAM
OG0012765	sp|Q9NWX6|THG1_HUMAN	tr|A0A452RDK0|A0A452RDK0_URSAM
OG0012766	sp|Q9NYF3|FA53C_HUMAN	tr|A0A452Q7Q5|A0A452Q7Q5_URSAM
OG0012767	sp|Q9NZ72|STMN3_HUMAN	tr|A0A452R019|A0A452R019_URSAM
OG0012768	sp|Q9UKR3|KLK13_HUMAN	tr|A0A452S8M6|A0A452S8M6_URSAM
OG0012769	sp|Q9UKY4|POMT2_HUMAN	tr|A0A452R891|A0A452R891_URSAM
OG0012770	sp|Q9ULD2|MTUS1_HUMAN	tr|A0A452SQ63|A0A452SQ63_URSAM
OG0012771	sp|Q9UNY4|TTF2_HUMAN	tr|A0A452SNT2|A0A452SNT2_URSAM
OG0012772	sp|A0A0B4J234|TVA2_HUMAN	tr|A0A452QEA1|A0A452QEA1_URSAM
OG0012773	tr|A0A0C4DGP1|A0A0C4DGP1_HUMAN	tr|A0A452QE12|A0A452QE12_URSAM
OG0012774	sp|A0A2Z4LIS9|FXO3B_HUMAN	tr|A0A452R1T7|A0A452R1T7_URSAM
OG0012775	sp|O00418|EF2K_HUMAN	tr|A0A452SAP2|A0A452SAP2_URSAM
OG0012776	sp|O60220|TIM8A_HUMAN	tr|A0A452S631|A0A452S631_URSAM
OG0012777	sp|O75052|CAPON_HUMAN	tr|A0A452RC98|A0A452RC98_URSAM
OG0012778	sp|O75448|MED24_HUMAN	tr|A0A452RKC8|A0A452RKC8_URSAM
OG0012779	sp|O95665|NTR2_HUMAN	tr|A0A452R4F9|A0A452R4F9_URSAM
OG0012780	sp|P05019|IGF1_HUMAN	tr|A0A452RPG6|A0A452RPG6_URSAM
OG0012781	sp|P0C024|NUDT7_HUMAN	tr|A0A452SQ27|A0A452SQ27_URSAM
OG0012782	sp|P20933|ASPG_HUMAN	tr|A0A452QGZ9|A0A452QGZ9_URSAM
OG0012783	sp|P24539|AT5F1_HUMAN	tr|A0A452RHE1|A0A452RHE1_URSAM
OG0012784	sp|P27694|RFA1_HUMAN	tr|A0A452RPB7|A0A452RPB7_URSAM
OG0012785	sp|P41161|ETV5_HUMAN	tr|A0A452Q8Q8|A0A452Q8Q8_URSAM
OG0012786	sp|P49721|PSB2_HUMAN	tr|A0A452QA40|A0A452QA40_URSAM
OG0012787	sp|P50583|AP4A_HUMAN	tr|A0A452QLX8|A0A452QLX8_URSAM
OG0012788	sp|P51168|SCNNB_HUMAN	tr|A0A452RQE1|A0A452RQE1_URSAM
OG0012789	sp|P51797|CLCN6_HUMAN	tr|A0A452RYM0|A0A452RYM0_URSAM
OG0012790	sp|P52429|DGKE_HUMAN	tr|A0A452QSJ1|A0A452QSJ1_URSAM
OG0012791	sp|P53671|LIMK2_HUMAN	tr|A0A452RJ15|A0A452RJ15_URSAM
OG0012792	sp|P57740|NU107_HUMAN	tr|A0A452RWT3|A0A452RWT3_URSAM
OG0012793	sp|Q02548|PAX5_HUMAN	tr|A0A452QQR7|A0A452QQR7_URSAM
OG0012794	sp|Q07617|SPAG1_HUMAN	tr|A0A452S5R6|A0A452S5R6_URSAM
OG0012795	sp|Q0P6D2|DIK1C_HUMAN	tr|A0A452R0I5|A0A452R0I5_URSAM
OG0012796	sp|Q5SXM2|SNPC4_HUMAN	tr|A0A452R0X9|A0A452R0X9_URSAM
OG0012797	sp|Q5TBC7|B2L15_HUMAN	tr|A0A452RWL2|A0A452RWL2_URSAM
OG0012798	sp|Q5VY43|PEAR1_HUMAN	tr|A0A452REV9|A0A452REV9_URSAM
OG0012799	sp|Q6DKI1|RL7L_HUMAN	tr|A0A452R5J4|A0A452R5J4_URSAM
OG0012800	sp|Q6UWN8|ISK6_HUMAN	tr|A0A452SU91|A0A452SU91_URSAM
OG0012801	sp|Q7Z5M5|TMC3_HUMAN	tr|A0A452SLD6|A0A452SLD6_URSAM
OG0012802	sp|Q86TI0|TBCD1_HUMAN	tr|A0A452SIQ0|A0A452SIQ0_URSAM
OG0012803	sp|Q8IUI8|CRLF3_HUMAN	tr|A0A452RGE7|A0A452RGE7_URSAM
OG0012804	sp|Q8N0W5|IQCK_HUMAN	tr|A0A452R7C9|A0A452R7C9_URSAM
OG0012805	sp|Q8N556|AFAP1_HUMAN	tr|A0A452RGQ3|A0A452RGQ3_URSAM
OG0012806	sp|Q8N9A8|NEPR1_HUMAN	tr|A0A452SIV7|A0A452SIV7_URSAM
OG0012807	sp|Q8ND56|LS14A_HUMAN	tr|A0A452RRK0|A0A452RRK0_URSAM
OG0012808	sp|Q8NFF5|FAD1_HUMAN	tr|A0A452RGL3|A0A452RGL3_URSAM
OG0012809	sp|Q8TEB9|RHBL4_HUMAN	tr|A0A452SAE7|A0A452SAE7_URSAM
OG0012810	sp|Q8WVD5|RN141_HUMAN	tr|A0A452S5S8|A0A452S5S8_URSAM
OG0012811	sp|Q8WW14|CJ082_HUMAN	tr|A0A452S256|A0A452S256_URSAM
OG0012812	sp|Q969J3|BORC5_HUMAN	tr|A0A452QQ00|A0A452QQ00_URSAM
OG0012813	sp|Q96FK6|WDR89_HUMAN	tr|A0A452SED3|A0A452SED3_URSAM
OG0012814	sp|Q96HJ9|FMC1_HUMAN	tr|A0A452S1W3|A0A452S1W3_URSAM
OG0012815	sp|Q96MU8|KREM1_HUMAN	tr|A0A452RAU9|A0A452RAU9_URSAM
OG0012816	sp|Q96MZ0|GD1L1_HUMAN	tr|A0A452RQZ1|A0A452RQZ1_URSAM
OG0012817	sp|Q9BVC5|ASHWN_HUMAN	tr|A0A452SMV9|A0A452SMV9_URSAM
OG0012818	sp|Q9BY10|TSCOT_HUMAN	tr|A0A452RRH2|A0A452RRH2_URSAM
OG0012819	sp|Q9H3T2|SEM6C_HUMAN	tr|A0A452STP4|A0A452STP4_URSAM
OG0012820	sp|Q9H9V4|RN122_HUMAN	tr|A0A452SRL1|A0A452SRL1_URSAM
OG0012821	sp|Q9HCB6|SPON1_HUMAN	tr|A0A452S0W8|A0A452S0W8_URSAM
OG0012822	sp|Q9NQU5|PAK6_HUMAN	tr|A0A452QHR1|A0A452QHR1_URSAM
OG0012823	sp|Q9NRF9|DPOE3_HUMAN	tr|A0A452RUP3|A0A452RUP3_URSAM
OG0012824	sp|Q9NVF7|FBX28_HUMAN	tr|A0A452SH62|A0A452SH62_URSAM
OG0012825	sp|Q9NVV0|TM38B_HUMAN	tr|A0A452RX07|A0A452RX07_URSAM
OG0012826	sp|Q9NX18|SDHF2_HUMAN	tr|A0A452RTI8|A0A452RTI8_URSAM
OG0012827	sp|Q9P2K2|TXD16_HUMAN	tr|A0A452SCD8|A0A452SCD8_URSAM
OG0012828	sp|Q9UHQ1|NARF_HUMAN	tr|A0A452Q831|A0A452Q831_URSAM
OG0012829	sp|Q9UKN5|PRDM4_HUMAN	tr|A0A452SBC8|A0A452SBC8_URSAM
OG0012830	sp|Q9Y2W2|WBP11_HUMAN	tr|A0A452QFN5|A0A452QFN5_URSAM
OG0012831	sp|Q9Y3S2|ZN330_HUMAN	tr|A0A452S278|A0A452S278_URSAM
OG0012832	sp|O60284|ST18_HUMAN	tr|A0A452ST47|A0A452ST47_URSAM
OG0012833	sp|O95406|CNIH1_HUMAN	tr|A0A452SL31|A0A452SL31_URSAM
OG0012834	sp|P04156|PRIO_HUMAN	tr|A0A452QK25|A0A452QK25_URSAM
OG0012835	sp|P05093|CP17A_HUMAN	tr|A0A452SQU9|A0A452SQU9_URSAM
OG0012836	sp|P05423|RPC4_HUMAN	tr|A0A452SRA5|A0A452SRA5_URSAM
OG0012837	sp|P0DJR0|GIMD1_HUMAN	tr|A0A452SIH1|A0A452SIH1_URSAM
OG0012838	sp|P11684|UTER_HUMAN	tr|A0A452ST43|A0A452ST43_URSAM
OG0012839	sp|P16885|PLCG2_HUMAN	tr|A0A452QQL4|A0A452QQL4_URSAM
OG0012840	sp|P18615|NELFE_HUMAN	tr|A0A452SH03|A0A452SH03_URSAM
OG0012841	sp|P41238|ABEC1_HUMAN	tr|A0A452R7E8|A0A452R7E8_URSAM
OG0012842	sp|P47890|OR1G1_HUMAN	tr|A0A452QV77|A0A452QV77_URSAM
OG0012843	sp|P62841|RS15_HUMAN	tr|A0A452RHX9|A0A452RHX9_URSAM
OG0012844	sp|P82930|RT34_HUMAN	tr|A0A452RDF4|A0A452RDF4_URSAM
OG0012845	sp|Q00765|REEP5_HUMAN	tr|A0A452Q7E1|A0A452Q7E1_URSAM
OG0012846	sp|Q07699|SCN1B_HUMAN	tr|A0A452R1Z0|A0A452R1Z0_URSAM
OG0012847	sp|Q15003|CND2_HUMAN	tr|A0A452QWQ4|A0A452QWQ4_URSAM
OG0012848	sp|Q2TBE0|C19L2_HUMAN	tr|A0A452S9K1|A0A452S9K1_URSAM
OG0012849	sp|Q3YEC7|RABL6_HUMAN	tr|A0A452QBA4|A0A452QBA4_URSAM
OG0012850	sp|Q504T8|MIDN_HUMAN	tr|A0A452RHU1|A0A452RHU1_URSAM
OG0012851	sp|Q5MNZ9|WIPI1_HUMAN	tr|A0A452SMY1|A0A452SMY1_URSAM
OG0012852	sp|Q658P3|STEA3_HUMAN	tr|A0A452QND6|A0A452QND6_URSAM
OG0012853	sp|Q68CJ6|SLIP_HUMAN	tr|A0A452RE28|A0A452RE28_URSAM
OG0012854	sp|Q6PIY5|ARMD1_HUMAN	tr|A0A452RZ92|A0A452RZ92_URSAM
OG0012855	sp|Q6UXX9|RSPO2_HUMAN	tr|A0A452RKB0|A0A452RKB0_URSAM
OG0012856	sp|Q71SY5|MED25_HUMAN	tr|A0A452QII9|A0A452QII9_URSAM
OG0012857	sp|Q7Z309|PBIR2_HUMAN	tr|A0A452RD22|A0A452RD22_URSAM
OG0012858	sp|Q8HWS3|RFX6_HUMAN	tr|A0A452RAV2|A0A452RAV2_URSAM
OG0012859	sp|Q8NB78|KDM1B_HUMAN	tr|A0A452SVD5|A0A452SVD5_URSAM
OG0012860	sp|Q8NEG2|CG057_HUMAN	tr|A0A452RIG5|A0A452RIG5_URSAM
OG0012861	sp|Q8NEZ5|FBX22_HUMAN	tr|A0A452S361|A0A452S361_URSAM
OG0012862	sp|Q8NFU0|BEST4_HUMAN	tr|A0A452RZ00|A0A452RZ00_URSAM
OG0012863	sp|Q8NG06|TRI58_HUMAN	tr|A0A452QE50|A0A452QE50_URSAM
OG0012864	sp|Q8NGT2|O13J1_HUMAN	tr|A0A452R1W0|A0A452R1W0_URSAM
OG0012865	sp|Q8WUT9|S2543_HUMAN	tr|A0A452SU18|A0A452SU18_URSAM
OG0012866	sp|Q8WVD3|RN138_HUMAN	tr|A0A452QVM7|A0A452QVM7_URSAM
OG0012867	sp|Q92538|GBF1_HUMAN	tr|A0A452SVF0|A0A452SVF0_URSAM
OG0012868	sp|Q92917|GPKOW_HUMAN	tr|A0A452SQB5|A0A452SQB5_URSAM
OG0012869	sp|Q96A29|FUCT1_HUMAN	tr|A0A452RX24|A0A452RX24_URSAM
OG0012870	sp|Q96G28|CFA36_HUMAN	tr|A0A452RWM6|A0A452RWM6_URSAM
OG0012871	sp|Q96MF2|STAC3_HUMAN	tr|A0A452S4S9|A0A452S4S9_URSAM
OG0012872	sp|Q96PE3|INP4A_HUMAN	tr|A0A452R230|A0A452R230_URSAM
OG0012873	sp|Q96RK0|CIC_HUMAN	tr|A0A452R4K0|A0A452R4K0_URSAM
OG0012874	sp|Q99665|I12R2_HUMAN	tr|A0A452S673|A0A452S673_URSAM
OG0012875	sp|Q9BUT1|DHRS6_HUMAN	tr|A0A452QDU5|A0A452QDU5_URSAM
OG0012876	sp|Q9BW71|HIRP3_HUMAN	tr|A0A452SGC0|A0A452SGC0_URSAM
OG0012877	sp|Q9BY78|RNF26_HUMAN	tr|A0A452RGD2|A0A452RGD2_URSAM
OG0012878	sp|Q9BZW2|S13A1_HUMAN	tr|A0A452RXL5|A0A452RXL5_URSAM
OG0012879	sp|Q9H0A8|COMD4_HUMAN	tr|A0A452S8P1|A0A452S8P1_URSAM
OG0012880	sp|Q9H0S4|DDX47_HUMAN	tr|A0A452RP89|A0A452RP89_URSAM
OG0012881	sp|Q9H5P4|PDZD7_HUMAN	tr|A0A452RUM1|A0A452RUM1_URSAM
OG0012882	sp|Q9HBX9|RXFP1_HUMAN	tr|A0A452SMJ7|A0A452SMJ7_URSAM
OG0012883	sp|Q9HCC0|MCCB_HUMAN	tr|A0A452SJH1|A0A452SJH1_URSAM
OG0012884	sp|Q9UBG0|MRC2_HUMAN	tr|A0A452RJI7|A0A452RJI7_URSAM
OG0012885	sp|Q9UHX1|PUF60_HUMAN	tr|A0A452SJB8|A0A452SJB8_URSAM
OG0012886	sp|Q9UI26|IPO11_HUMAN	tr|A0A452RCW9|A0A452RCW9_URSAM
OG0012887	sp|Q9UIG4|PS1C2_HUMAN	tr|A0A452SQG5|A0A452SQG5_URSAM
OG0012888	sp|Q9ULG1|INO80_HUMAN	tr|A0A452RMU0|A0A452RMU0_URSAM
OG0012889	sp|Q9Y224|RTRAF_HUMAN	tr|A0A452SPQ4|A0A452SPQ4_URSAM
OG0012890	sp|Q9Y275|TN13B_HUMAN	tr|A0A452QAE4|A0A452QAE4_URSAM
OG0012891	sp|A6NCS4|NKX26_HUMAN	tr|A0A452R6D9|A0A452R6D9_URSAM
OG0012892	sp|A6NNA2|SRRM3_HUMAN	tr|A0A452R6X7|A0A452R6X7_URSAM
OG0012893	sp|O60248|SOX15_HUMAN	tr|A0A452QG42|A0A452QG42_URSAM
OG0012894	sp|O94766|B3GA3_HUMAN	tr|A0A452SSJ0|A0A452SSJ0_URSAM
OG0012895	sp|O95407|TNF6B_HUMAN	tr|A0A452QZU5|A0A452QZU5_URSAM
OG0012896	sp|P07311|ACYP1_HUMAN	tr|A0A452RE45|A0A452RE45_URSAM
OG0012897	sp|P13987|CD59_HUMAN	tr|A0A452S919|A0A452S919_URSAM
OG0012898	sp|P35453|HXD13_HUMAN	tr|A0A452SM60|A0A452SM60_URSAM
OG0012899	sp|P36382|CXA5_HUMAN	tr|A0A452RQI0|A0A452RQI0_URSAM
OG0012900	sp|P41970|ELK3_HUMAN	tr|A0A452QVE5|A0A452QVE5_URSAM
OG0012901	sp|P56746|CLD15_HUMAN	tr|A0A452RN09|A0A452RN09_URSAM
OG0012902	sp|Q14749|GNMT_HUMAN	tr|A0A452RS48|A0A452RS48_URSAM
OG0012903	sp|Q15287|RNPS1_HUMAN	tr|A0A452QII0|A0A452QII0_URSAM
OG0012904	sp|Q16584|M3K11_HUMAN	tr|A0A452S4H1|A0A452S4H1_URSAM
OG0012905	sp|Q17RW2|COOA1_HUMAN	tr|A0A452QHA2|A0A452QHA2_URSAM
OG0012906	sp|Q2M2I3|FA83E_HUMAN	tr|A0A452R4N1|A0A452R4N1_URSAM
OG0012907	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A452RKS4|A0A452RKS4_URSAM
OG0012908	sp|Q4VCS5|AMOT_HUMAN	tr|A0A452SJ00|A0A452SJ00_URSAM
OG0012909	sp|Q59EK9|RUN3A_HUMAN	tr|A0A452R3E0|A0A452R3E0_URSAM
OG0012910	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A452S748|A0A452S748_URSAM
OG0012911	sp|Q6FHJ7|SFRP4_HUMAN	tr|A0A452QZ55|A0A452QZ55_URSAM
OG0012912	sp|Q6NXT4|ZNT6_HUMAN	tr|A0A452RTM9|A0A452RTM9_URSAM
