Orthogroup	Homo_sapiens	Camelus_dromedarius
OG0011653	sp|Q6ZMC9|SIG15_HUMAN	tr|A0A5N4CBK0|A0A5N4CBK0_CAMDR
OG0011654	sp|P32245|MC4R_HUMAN	tr|A0A5N4CBN0|A0A5N4CBN0_CAMDR
OG0011655	sp|P01584|IL1B_HUMAN	tr|A0A5N4CDD2|A0A5N4CDD2_CAMDR
OG0011656	sp|Q53GL7|PAR10_HUMAN	tr|A0A5N4CGE7|A0A5N4CGE7_CAMDR
OG0011657	sp|Q9Y561|LRP12_HUMAN	tr|A0A5N4CGY8|A0A5N4CGY8_CAMDR
OG0011658	sp|Q9P2G3|KLH14_HUMAN	tr|A0A5N4CHH4|A0A5N4CHH4_CAMDR
OG0011659	sp|Q96NX5|KCC1G_HUMAN	tr|A0A5N4CIK9|A0A5N4CIK9_CAMDR
OG0011660	sp|Q96GM1|PLPR2_HUMAN	tr|A0A5N4CJG5|A0A5N4CJG5_CAMDR
OG0011661	sp|Q6UWB1|I27RA_HUMAN	tr|A0A5N4CJW6|A0A5N4CJW6_CAMDR
OG0011662	sp|P32970|CD70_HUMAN	tr|A0A5N4CLZ6|A0A5N4CLZ6_CAMDR
OG0011663	sp|Q6DKI1|RL7L_HUMAN	tr|A0A5N4CRP6|A0A5N4CRP6_CAMDR
OG0011664	sp|Q8N7C4|TM217_HUMAN	tr|A0A5N4CTB9|A0A5N4CTB9_CAMDR
OG0011665	sp|Q9H501|ESF1_HUMAN	tr|A0A5N4CTT8|A0A5N4CTT8_CAMDR
OG0011666	sp|Q9H116|GZF1_HUMAN	tr|A0A5N4CVN2|A0A5N4CVN2_CAMDR
OG0011667	sp|Q52WX2|SBK1_HUMAN	tr|A0A5N4CWU0|A0A5N4CWU0_CAMDR
OG0011668	sp|Q9UHH9|IP6K2_HUMAN	tr|A0A5N4CYV6|A0A5N4CYV6_CAMDR
OG0011669	sp|Q8WUW1|BRK1_HUMAN	tr|A0A5N4CYZ6|A0A5N4CYZ6_CAMDR
OG0011670	sp|Q8IUH8|SPP2C_HUMAN	tr|A0A5N4D118|A0A5N4D118_CAMDR
OG0011671	sp|Q6SZW1|SARM1_HUMAN	tr|A0A5N4D2X3|A0A5N4D2X3_CAMDR
OG0011672	sp|Q969G3|SMCE1_HUMAN	tr|A0A5N4D3B1|A0A5N4D3B1_CAMDR
OG0011673	sp|Q6ZUS5|CC121_HUMAN	tr|A0A5N4D6T8|A0A5N4D6T8_CAMDR
OG0011674	sp|Q8N3C7|CLIP4_HUMAN	tr|A0A5N4D7G0|A0A5N4D7G0_CAMDR
OG0011675	sp|Q9UJ70|NAGK_HUMAN	tr|A0A5N4D844|A0A5N4D844_CAMDR
OG0011676	sp|P47775|GPR12_HUMAN	tr|A0A5N4D9T7|A0A5N4D9T7_CAMDR
OG0011677	sp|P50897|PPT1_HUMAN	tr|A0A5N4DAU0|A0A5N4DAU0_CAMDR
OG0011678	sp|Q9UJC3|HOOK1_HUMAN	tr|A0A5N4DC03|A0A5N4DC03_CAMDR
OG0011679	sp|Q9UQ13|SHOC2_HUMAN	tr|A0A5N4DIT2|A0A5N4DIT2_CAMDR
OG0011680	sp|E9PRG8|CK098_HUMAN	tr|A0A5N4DN65|A0A5N4DN65_CAMDR
OG0011682	sp|P21741|MK_HUMAN	tr|A0A5N4DP57|A0A5N4DP57_CAMDR
OG0011683	sp|Q6UXG2|ELAP1_HUMAN	tr|A0A5N4DQT1|A0A5N4DQT1_CAMDR
OG0011684	sp|P18074|ERCC2_HUMAN	tr|A0A5N4DS71|A0A5N4DS71_CAMDR
OG0011685	sp|Q96D53|COQ8B_HUMAN	tr|A0A5N4DSI3|A0A5N4DSI3_CAMDR
OG0011686	sp|A6NGS2|ERIC4_HUMAN	tr|A0A5N4DUA7|A0A5N4DUA7_CAMDR
OG0011687	sp|Q9H2P9|DPH5_HUMAN	tr|A0A5N4DUZ9|A0A5N4DUZ9_CAMDR
OG0011688	sp|O15540|FABP7_HUMAN	tr|A0A5N4DWP5|A0A5N4DWP5_CAMDR
OG0011689	sp|Q99973|TEP1_HUMAN	tr|A0A5N4E079|A0A5N4E079_CAMDR
OG0011690	sp|Q8TBF8|FA81A_HUMAN	tr|A0A5N4E0M5|A0A5N4E0M5_CAMDR
OG0011691	sp|P78559|MAP1A_HUMAN	tr|A0A5N4E2I5|A0A5N4E2I5_CAMDR
OG0011692	sp|Q9P1W3|CSC1_HUMAN	tr|A0A5N4E2I6|A0A5N4E2I6_CAMDR
OG0011693	sp|P40818|UBP8_HUMAN	tr|A0A5N4E4B2|A0A5N4E4B2_CAMDR
OG0011694	sp|Q96FT7|ASIC4_HUMAN	tr|A0A5N4E4Y4|A0A5N4E4Y4_CAMDR
OG0011695	sp|Q9BVS4|RIOK2_HUMAN	tr|A0A5N4EEH4|A0A5N4EEH4_CAMDR
OG0011696	sp|Q0VAM2|RGF1B_HUMAN	tr|A0A5N4EFW2|A0A5N4EFW2_CAMDR
OG0011697	sp|P04196|HRG_HUMAN	tr|A0A5N4EKT2|A0A5N4EKT2_CAMDR
OG0011698	sp|Q96QS3|ARX_HUMAN	tr|A0A5N4C128|A0A5N4C128_CAMDR
OG0011699	sp|P19823|ITIH2_HUMAN	tr|A0A5N4C516|A0A5N4C516_CAMDR
OG0011700	sp|P08240|SRPRA_HUMAN	tr|A0A5N4C821|A0A5N4C821_CAMDR
OG0011701	sp|P19086|GNAZ_HUMAN	tr|A0A5N4C8Z2|A0A5N4C8Z2_CAMDR
OG0011702	sp|Q96D96|HVCN1_HUMAN	tr|A0A5N4CA61|A0A5N4CA61_CAMDR
OG0011703	sp|P52823|STC1_HUMAN	tr|A0A5N4CAS2|A0A5N4CAS2_CAMDR
OG0011704	sp|Q9BUB7|TMM70_HUMAN	tr|A0A5N4CC15|A0A5N4CC15_CAMDR
OG0011705	sp|P82675|RT05_HUMAN	tr|A0A5N4CD68|A0A5N4CD68_CAMDR
OG0011706	sp|Q8WUM9|S20A1_HUMAN	tr|A0A5N4CDG5|A0A5N4CDG5_CAMDR
OG0011707	sp|Q9BRS8|LARP6_HUMAN	tr|A0A5N4CED5|A0A5N4CED5_CAMDR
OG0011708	sp|Q05397|FAK1_HUMAN	tr|A0A5N4CG09|A0A5N4CG09_CAMDR
OG0011709	sp|P27797|CALR_HUMAN	tr|A0A5N4CM95|A0A5N4CM95_CAMDR
OG0011710	sp|Q14145|KEAP1_HUMAN	tr|A0A5N4CMP3|A0A5N4CMP3_CAMDR
OG0011711	sp|Q8TEY5|CR3L4_HUMAN	tr|A0A5N4CMV8|A0A5N4CMV8_CAMDR
OG0011712	sp|Q8TAS1|UHMK1_HUMAN	tr|A0A5N4CNC6|A0A5N4CNC6_CAMDR
OG0011713	sp|Q5ST30|SYVM_HUMAN	tr|A0A5N4CRH9|A0A5N4CRH9_CAMDR
OG0011714	sp|Q9Y694|S22A7_HUMAN	tr|A0A5N4CRZ3|A0A5N4CRZ3_CAMDR
OG0011715	sp|O95711|LY86_HUMAN	tr|A0A5N4CT53|A0A5N4CT53_CAMDR
OG0011716	sp|P19174|PLCG1_HUMAN	tr|A0A5N4CTS2|A0A5N4CTS2_CAMDR
OG0011717	sp|Q96MP5|ZSWM3_HUMAN	tr|A0A5N4CTV9|A0A5N4CTV9_CAMDR
OG0011718	sp|O00175|CCL24_HUMAN	tr|A0A5N4CVW8|A0A5N4CVW8_CAMDR
OG0011719	sp|Q7Z402|TMC7_HUMAN	tr|A0A5N4CWU5|A0A5N4CWU5_CAMDR
OG0011720	sp|P40926|MDHM_HUMAN	tr|A0A5N4CXG3|A0A5N4CXG3_CAMDR
OG0011721	sp|Q96AQ7|CIDEC_HUMAN	tr|A0A5N4D0Q2|A0A5N4D0Q2_CAMDR
OG0011722	sp|A2RUB1|MEIOC_HUMAN	tr|A0A5N4D643|A0A5N4D643_CAMDR
OG0011723	sp|Q9BXL6|CAR14_HUMAN	tr|A0A5N4D6B2|A0A5N4D6B2_CAMDR
OG0011724	sp|O43612|OREX_HUMAN	tr|A0A5N4D6D0|A0A5N4D6D0_CAMDR
OG0011725	sp|Q5TBK1|N42L1_HUMAN	tr|A0A5N4D9I8|A0A5N4D9I8_CAMDR
OG0011726	sp|P42773|CDN2C_HUMAN	tr|A0A5N4DB54|A0A5N4DB54_CAMDR
OG0011727	sp|Q05519|SRS11_HUMAN	tr|A0A5N4DCA0|A0A5N4DCA0_CAMDR
OG0011728	sp|O60285|NUAK1_HUMAN	tr|A0A5N4DEL2|A0A5N4DEL2_CAMDR
OG0011729	sp|Q92781|RDH5_HUMAN	tr|A0A5N4DFP7|A0A5N4DFP7_CAMDR
OG0011730	sp|Q14166|TTL12_HUMAN	tr|A0A5N4DFP8|A0A5N4DFP8_CAMDR
OG0011731	sp|Q01085|TIAR_HUMAN	tr|A0A5N4DIB2|A0A5N4DIB2_CAMDR
OG0011732	sp|O95229|ZWINT_HUMAN	tr|A0A5N4DIU6|A0A5N4DIU6_CAMDR
OG0011733	sp|O76090|BEST1_HUMAN	tr|A0A5N4DLX7|A0A5N4DLX7_CAMDR
OG0011734	sp|Q6UX65|DRAM2_HUMAN	tr|A0A5N4DRX1|A0A5N4DRX1_CAMDR
OG0011735	sp|P09086|PO2F2_HUMAN	tr|A0A5N4DSZ3|A0A5N4DSZ3_CAMDR
OG0011736	sp|P49418|AMPH_HUMAN	tr|A0A5N4DY21|A0A5N4DY21_CAMDR
OG0011737	sp|Q96JN2|CC136_HUMAN	tr|A0A5N4DZI8|A0A5N4DZI8_CAMDR
OG0011738	sp|Q9H1B7|I2BPL_HUMAN	tr|A0A5N4E1E9|A0A5N4E1E9_CAMDR
OG0011739	sp|P62191|PRS4_HUMAN	tr|A0A5N4E1Y4|A0A5N4E1Y4_CAMDR
OG0011740	sp|O43570|CAH12_HUMAN	tr|A0A5N4E367|A0A5N4E367_CAMDR
OG0011741	sp|Q9BU02|THTPA_HUMAN	tr|A0A5N4E3Z7|A0A5N4E3Z7_CAMDR
OG0011742	sp|O15144|ARPC2_HUMAN	tr|A0A5N4E5H6|A0A5N4E5H6_CAMDR
OG0011743	sp|Q8NBE8|KLH23_HUMAN	tr|A0A5N4E756|A0A5N4E756_CAMDR
OG0011744	sp|Q969S6|TM203_HUMAN	tr|A0A5N4E8Z3|A0A5N4E8Z3_CAMDR
OG0011745	sp|Q9BUH6|PAXX_HUMAN	tr|A0A5N4E917|A0A5N4E917_CAMDR
OG0011746	sp|P55085|PAR2_HUMAN	tr|A0A5N4ECD2|A0A5N4ECD2_CAMDR
OG0011747	sp|Q9BXJ4|C1QT3_HUMAN	tr|A0A5N4ECE0|A0A5N4ECE0_CAMDR
OG0011748	sp|Q49AR2|CE022_HUMAN	tr|A0A5N4ED38|A0A5N4ED38_CAMDR
OG0011749	sp|Q969H0|FBXW7_HUMAN	tr|A0A5N4EFC4|A0A5N4EFC4_CAMDR
OG0011750	sp|Q9ULJ7|ANR50_HUMAN	tr|A0A5N4EHM7|A0A5N4EHM7_CAMDR
OG0011751	sp|O94759|TRPM2_HUMAN	tr|A0A5N4EIU1|A0A5N4EIU1_CAMDR
OG0011752	sp|Q9H974|QTRT2_HUMAN	tr|A0A5N4EL15|A0A5N4EL15_CAMDR
OG0011753	sp|P51811|XK_HUMAN	tr|A0A5N4C0M2|A0A5N4C0M2_CAMDR
OG0011754	sp|Q9HC73|CRLF2_HUMAN	tr|A0A5N4C1P5|A0A5N4C1P5_CAMDR
OG0011755	sp|Q8NHP8|PLBL2_HUMAN	tr|A0A5N4CA97|A0A5N4CA97_CAMDR
OG0011756	sp|Q99500|S1PR3_HUMAN	tr|A0A5N4CAP3|A0A5N4CAP3_CAMDR
OG0011757	sp|Q6GPH6|IPIL1_HUMAN	tr|A0A5N4CD40|A0A5N4CD40_CAMDR
OG0011758	sp|Q9UKY1|ZHX1_HUMAN	tr|A0A5N4CGA5|A0A5N4CGA5_CAMDR
OG0011759	sp|Q9Y3B9|RRP15_HUMAN	tr|A0A5N4CI47|A0A5N4CI47_CAMDR
OG0011760	sp|Q9NS18|GLRX2_HUMAN	tr|A0A5N4CIZ5|A0A5N4CIZ5_CAMDR
OG0011761	sp|Q86SQ7|SDCG8_HUMAN	tr|A0A5N4CJ95|A0A5N4CJ95_CAMDR
OG0011762	sp|Q96EN9|REX1B_HUMAN	tr|A0A5N4CK49|A0A5N4CK49_CAMDR
OG0011763	sp|Q96JT2|S45A3_HUMAN	tr|A0A5N4CK87|A0A5N4CK87_CAMDR
OG0011764	sp|Q9BTV5|FSD1_HUMAN	tr|A0A5N4CKE5|A0A5N4CKE5_CAMDR
OG0011765	sp|Q5T601|AGRF1_HUMAN	tr|A0A5N4CRC6|A0A5N4CRC6_CAMDR
OG0011766	sp|Q9Y6X5|ENPP4_HUMAN	tr|A0A5N4CS15|A0A5N4CS15_CAMDR
OG0011767	sp|Q12934|BFSP1_HUMAN	tr|A0A5N4CTL1|A0A5N4CTL1_CAMDR
OG0011768	sp|B3SHH9|TM114_HUMAN	tr|A0A5N4CWB0|A0A5N4CWB0_CAMDR
OG0011769	sp|O15015|ZN646_HUMAN	tr|A0A5N4CWE2|A0A5N4CWE2_CAMDR
OG0011770	sp|Q5D0E6|DALD3_HUMAN	tr|A0A5N4D0E4|A0A5N4D0E4_CAMDR
OG0011771	sp|Q05BQ5|MBTD1_HUMAN	tr|A0A5N4D244|A0A5N4D244_CAMDR
OG0011772	sp|Q9BQ31|KCNS3_HUMAN	tr|A0A5N4D6L3|A0A5N4D6L3_CAMDR
OG0011773	sp|Q5VZL5|ZMYM4_HUMAN	tr|A0A5N4DAH8|A0A5N4DAH8_CAMDR
OG0011774	sp|Q96EK9|KTI12_HUMAN	tr|A0A5N4DB89|A0A5N4DB89_CAMDR
OG0011775	sp|O43920|NDUS5_HUMAN	tr|A0A5N4DD92|A0A5N4DD92_CAMDR
OG0011776	sp|Q96A09|TET5B_HUMAN	tr|A0A5N4DDG3|A0A5N4DDG3_CAMDR
OG0011777	sp|Q9BRR9|RHG09_HUMAN	tr|A0A5N4DFJ3|A0A5N4DFJ3_CAMDR
OG0011778	sp|Q15633|TRBP2_HUMAN	tr|A0A5N4DG12|A0A5N4DG12_CAMDR
OG0011779	sp|Q99471|PFD5_HUMAN	tr|A0A5N4DGS0|A0A5N4DGS0_CAMDR
OG0011780	sp|Q8WW14|CJ082_HUMAN	tr|A0A5N4DII6|A0A5N4DII6_CAMDR
OG0011781	sp|O14981|BTAF1_HUMAN	tr|A0A5N4DJI4|A0A5N4DJI4_CAMDR
OG0011782	sp|Q9UNW1|MINP1_HUMAN	tr|A0A5N4DJT9|A0A5N4DJT9_CAMDR
OG0011783	sp|Q96IX5|ATPMK_HUMAN	tr|A0A5N4DKS3|A0A5N4DKS3_CAMDR
OG0011784	sp|B2RXH4|BTBDI_HUMAN	tr|A0A5N4DL03|A0A5N4DL03_CAMDR
OG0011785	sp|Q8NBI5|S43A3_HUMAN	tr|A0A5N4DMC3|A0A5N4DMC3_CAMDR
OG0011786	sp|Q96LA8|ANM6_HUMAN	tr|A0A5N4DQ41|A0A5N4DQ41_CAMDR
OG0011787	sp|Q7L1W4|LRC8D_HUMAN	tr|A0A5N4DRJ4|A0A5N4DRJ4_CAMDR
OG0011788	sp|Q8N819|PPM1N_HUMAN	tr|A0A5N4DRQ0|A0A5N4DRQ0_CAMDR
OG0011789	sp|Q9BXM0|PRAX_HUMAN	tr|A0A5N4DUH3|A0A5N4DUH3_CAMDR
OG0011790	sp|Q92990|GLMN_HUMAN	tr|A0A5N4DVB4|A0A5N4DVB4_CAMDR
OG0011791	sp|Q9NU22|MDN1_HUMAN	tr|A0A5N4DVN6|A0A5N4DVN6_CAMDR
OG0011792	sp|O95684|CEP43_HUMAN	tr|A0A5N4DVQ8|A0A5N4DVQ8_CAMDR
OG0011793	sp|Q5T6L9|EMARD_HUMAN	tr|A0A5N4DWH7|A0A5N4DWH7_CAMDR
OG0011794	sp|Q92562|FIG4_HUMAN	tr|A0A5N4DXQ4|A0A5N4DXQ4_CAMDR
OG0011795	sp|O15164|TIF1A_HUMAN	tr|A0A5N4DXT5|A0A5N4DXT5_CAMDR
OG0011796	sp|Q8IY47|KBTB2_HUMAN	tr|A0A5N4DYW0|A0A5N4DYW0_CAMDR
OG0011797	sp|A4D1B5|GSAP_HUMAN	tr|A0A5N4DZP6|A0A5N4DZP6_CAMDR
OG0011798	sp|Q8IXF0|NPAS3_HUMAN	tr|A0A5N4E192|A0A5N4E192_CAMDR
OG0011799	sp|Q969X2|SIA7F_HUMAN	tr|A0A5N4E8T1|A0A5N4E8T1_CAMDR
OG0011800	sp|O94988|FA13A_HUMAN	tr|A0A5N4EF16|A0A5N4EF16_CAMDR
OG0011801	sp|Q8NAP3|ZBT38_HUMAN	tr|A0A5N4EI11|A0A5N4EI11_CAMDR
OG0011802	sp|O60902|SHOX2_HUMAN	tr|A0A5N4EIJ8|A0A5N4EIJ8_CAMDR
OG0011803	sp|Q96HI0|SENP5_HUMAN	tr|A0A5N4EK54|A0A5N4EK54_CAMDR
OG0011804	sp|P98175|RBM10_HUMAN	tr|A0A5N4C385|A0A5N4C385_CAMDR
OG0011805	sp|O15482|TEX28_HUMAN	tr|A0A5N4C3T2|A0A5N4C3T2_CAMDR
OG0011806	sp|O60494|CUBN_HUMAN	tr|A0A5N4C4J8|A0A5N4C4J8_CAMDR
OG0011807	sp|Q6ZQY2|LR74B_HUMAN	tr|A0A5N4C8I2|A0A5N4C8I2_CAMDR
OG0011808	sp|Q99788|CML1_HUMAN	tr|A0A5N4C903|A0A5N4C903_CAMDR
OG0011809	sp|Q8IZV5|RDH10_HUMAN	tr|A0A5N4CCA5|A0A5N4CCA5_CAMDR
OG0011810	sp|Q8WW38|FOG2_HUMAN	tr|A0A5N4CG85|A0A5N4CG85_CAMDR
OG0011811	sp|Q969U7|PSMG2_HUMAN	tr|A0A5N4CHN7|A0A5N4CHN7_CAMDR
OG0011812	sp|P47712|PA24A_HUMAN	tr|A0A5N4CIE6|A0A5N4CIE6_CAMDR
OG0011813	sp|P28324|ELK4_HUMAN	tr|A0A5N4CIR1|A0A5N4CIR1_CAMDR
OG0011814	sp|Q8N350|CBARP_HUMAN	tr|A0A5N4CL21|A0A5N4CL21_CAMDR
OG0011815	sp|P51580|TPMT_HUMAN	tr|A0A5N4CR75|A0A5N4CR75_CAMDR
OG0011816	sp|Q5JNZ3|ZN311_HUMAN	tr|A0A5N4CRF2|A0A5N4CRF2_CAMDR
OG0011817	sp|Q01151|CD83_HUMAN	tr|A0A5N4CSB7|A0A5N4CSB7_CAMDR
OG0011818	sp|Q9H488|OFUT1_HUMAN	tr|A0A5N4CU23|A0A5N4CU23_CAMDR
OG0011819	sp|P36955|PEDF_HUMAN	tr|A0A5N4D1K6|A0A5N4D1K6_CAMDR
OG0011821	sp|Q9BQG0|MBB1A_HUMAN	tr|A0A5N4D591|A0A5N4D591_CAMDR
OG0011822	sp|Q14667|K0100_HUMAN	tr|A0A5N4D5Y4|A0A5N4D5Y4_CAMDR
OG0011823	sp|Q5T0U0|CC122_HUMAN	tr|A0A5N4D986|A0A5N4D986_CAMDR
OG0011824	sp|Q59H18|TNI3K_HUMAN	tr|A0A5N4DAM0|A0A5N4DAM0_CAMDR
OG0011825	sp|P62854|RS26_HUMAN	tr|A0A5N4DGI0|A0A5N4DGI0_CAMDR
OG0011826	sp|Q9H2S9|IKZF4_HUMAN	tr|A0A5N4DGK0|A0A5N4DGK0_CAMDR
OG0011827	sp|Q9H347|UBQL3_HUMAN	tr|A0A5N4DM74|A0A5N4DM74_CAMDR
OG0011828	sp|Q96I59|SYNM_HUMAN	tr|A0A5N4DPQ8|A0A5N4DPQ8_CAMDR
OG0011829	sp|P78411|IRX5_HUMAN	tr|A0A5N4DPX8|A0A5N4DPX8_CAMDR
OG0011830	sp|Q5T9S5|CCD18_HUMAN	tr|A0A5N4DUA1|A0A5N4DUA1_CAMDR
OG0011831	sp|Q70EL2|UBP45_HUMAN	tr|A0A5N4DW34|A0A5N4DW34_CAMDR
OG0011832	sp|P56589|PEX3_HUMAN	tr|A0A5N4DW58|A0A5N4DW58_CAMDR
OG0011833	sp|Q02952|AKA12_HUMAN	tr|A0A5N4DW63|A0A5N4DW63_CAMDR
OG0011834	sp|Q96JX3|SRAC1_HUMAN	tr|A0A5N4DXC6|A0A5N4DXC6_CAMDR
OG0011835	sp|O00522|KRIT1_HUMAN	tr|A0A5N4DXQ1|A0A5N4DXQ1_CAMDR
OG0011836	sp|P62256|UBE2H_HUMAN	tr|A0A5N4DZH7|A0A5N4DZH7_CAMDR
OG0011837	sp|Q9UHQ4|BAP29_HUMAN	tr|A0A5N4DZX4|A0A5N4DZX4_CAMDR
OG0011838	sp|Q8IVD9|NUDC3_HUMAN	tr|A0A5N4DZY2|A0A5N4DZY2_CAMDR
OG0011839	sp|Q96DP5|FMT_HUMAN	tr|A0A5N4E3W0|A0A5N4E3W0_CAMDR
OG0011840	sp|Q5VUD6|DIK1B_HUMAN	tr|A0A5N4E8T3|A0A5N4E8T3_CAMDR
OG0011841	sp|Q8TEQ8|PIGO_HUMAN	tr|A0A5N4E9L2|A0A5N4E9L2_CAMDR
OG0011842	sp|Q96AA8|JKIP2_HUMAN	tr|A0A5N4EBF9|A0A5N4EBF9_CAMDR
OG0011843	sp|Q96MH7|CE034_HUMAN	tr|A0A5N4EBM5|A0A5N4EBM5_CAMDR
OG0011844	sp|Q8IV13|CCNJL_HUMAN	tr|A0A5N4EC41|A0A5N4EC41_CAMDR
OG0011845	sp|Q14154|DELE1_HUMAN	tr|A0A5N4EDL5|A0A5N4EDL5_CAMDR
OG0011846	sp|P22234|PUR6_HUMAN	tr|A0A5N4EGH3|A0A5N4EGH3_CAMDR
OG0011847	sp|Q10588|BST1_HUMAN	tr|A0A5N4EHD5|A0A5N4EHD5_CAMDR
OG0011848	sp|O75368|SH3L1_HUMAN	tr|A0A5N4C3L8|A0A5N4C3L8_CAMDR
OG0011849	sp|P60174|TPIS_HUMAN	tr|A0A5N4C6L9|A0A5N4C6L9_CAMDR
OG0011850	sp|P48745|CCN3_HUMAN	tr|A0A5N4CGB6|A0A5N4CGB6_CAMDR
OG0011851	sp|Q8IZ63|PRR22_HUMAN	tr|A0A5N4CKQ0|A0A5N4CKQ0_CAMDR
OG0011852	sp|P42679|MATK_HUMAN	tr|A0A5N4CLC1|A0A5N4CLC1_CAMDR
OG0011853	sp|Q9UL33|TPC2L_HUMAN	tr|A0A5N4CNB5|A0A5N4CNB5_CAMDR
OG0011854	sp|P07741|APT_HUMAN	tr|A0A5N4CPV1|A0A5N4CPV1_CAMDR
OG0011855	sp|O60779|S19A2_HUMAN	tr|A0A5N4CQA9|A0A5N4CQA9_CAMDR
OG0011856	sp|Q8NGY0|O10X1_HUMAN	tr|A0A5N4CQS6|A0A5N4CQS6_CAMDR
OG0011857	sp|Q92766|RREB1_HUMAN	tr|A0A5N4CS42|A0A5N4CS42_CAMDR
OG0011858	sp|P30414|NKTR_HUMAN	tr|A0A5N4CYI3|A0A5N4CYI3_CAMDR
OG0011859	sp|Q6UX40|TM107_HUMAN	tr|A0A5N4D3E8|A0A5N4D3E8_CAMDR
OG0011860	sp|Q9GZM8|NDEL1_HUMAN	tr|A0A5N4D5M5|A0A5N4D5M5_CAMDR
OG0011861	sp|Q8IVE3|PKHH2_HUMAN	tr|A0A5N4D6Z2|A0A5N4D6Z2_CAMDR
OG0011862	sp|Q9BVS5|TR61B_HUMAN	tr|A0A5N4D7X1|A0A5N4D7X1_CAMDR
OG0011863	sp|Q6P3S6|FBX42_HUMAN	tr|A0A5N4DBB3|A0A5N4DBB3_CAMDR
OG0011864	sp|E5RJM6|ANR65_HUMAN	tr|A0A5N4DDX1|A0A5N4DDX1_CAMDR
OG0011865	sp|Q8NDX6|ZN740_HUMAN	tr|A0A5N4DEE0|A0A5N4DEE0_CAMDR
OG0011866	sp|F5H4B4|F227A_HUMAN	tr|A0A5N4DFS3|A0A5N4DFS3_CAMDR
OG0011867	sp|Q8WWQ8|STAB2_HUMAN	tr|A0A5N4DG37|A0A5N4DG37_CAMDR
OG0011868	sp|Q14153|FA53B_HUMAN	tr|A0A5N4DJS1|A0A5N4DJS1_CAMDR
OG0011869	sp|Q96M02|CJ090_HUMAN	tr|A0A5N4DKT9|A0A5N4DKT9_CAMDR
OG0011870	sp|Q9H9D4|ZN408_HUMAN	tr|A0A5N4DP31|A0A5N4DP31_CAMDR
OG0011871	sp|Q6NSJ2|PHLB3_HUMAN	tr|A0A5N4DRA8|A0A5N4DRA8_CAMDR
OG0011872	sp|Q9H2C0|GAN_HUMAN	tr|A0A5N4DTM5|A0A5N4DTM5_CAMDR
OG0011873	sp|Q9NVC3|S38A7_HUMAN	tr|A0A5N4DV24|A0A5N4DV24_CAMDR
OG0011874	sp|Q63HM2|PCX4_HUMAN	tr|A0A5N4E0L0|A0A5N4E0L0_CAMDR
OG0011875	sp|Q9Y219|JAG2_HUMAN	tr|A0A5N4E0S7|A0A5N4E0S7_CAMDR
OG0011876	sp|Q01415|GALK2_HUMAN	tr|A0A5N4E2S5|A0A5N4E2S5_CAMDR
OG0011877	sp|Q86SX6|GLRX5_HUMAN	tr|A0A5N4E3B3|A0A5N4E3B3_CAMDR
OG0011878	sp|O00487|PSDE_HUMAN	tr|A0A5N4E627|A0A5N4E627_CAMDR
OG0011879	sp|Q9Y6F9|WNT6_HUMAN	tr|A0A5N4E6H2|A0A5N4E6H2_CAMDR
OG0011880	sp|Q96PU4|UHRF2_HUMAN	tr|A0A5N4EA68|A0A5N4EA68_CAMDR
OG0011881	sp|Q96BP3|PPWD1_HUMAN	tr|A0A5N4EBP7|A0A5N4EBP7_CAMDR
OG0011882	sp|A4QMS7|CE049_HUMAN	tr|A0A5N4ECL5|A0A5N4ECL5_CAMDR
OG0011883	sp|Q7Z478|DHX29_HUMAN	tr|A0A5N4EED6|A0A5N4EED6_CAMDR
OG0011884	sp|Q6NUJ1|SAPL1_HUMAN	tr|A0A5N4EG14|A0A5N4EG14_CAMDR
OG0011885	sp|Q15723|ELF2_HUMAN	tr|A0A5N4EGZ1|A0A5N4EGZ1_CAMDR
OG0011886	sp|O60287|NPA1P_HUMAN	tr|A0A5N4EI46|A0A5N4EI46_CAMDR
OG0011887	sp|Q8IW35|CEP97_HUMAN	tr|A0A5N4EJ20|A0A5N4EJ20_CAMDR
OG0011888	sp|Q96IV0|NGLY1_HUMAN	tr|A0A5N4EJC8|A0A5N4EJC8_CAMDR
OG0011889	sp|Q92959|SO2A1_HUMAN	tr|A0A5N4EJF2|A0A5N4EJF2_CAMDR
OG0011890	sp|O60239|3BP5_HUMAN	tr|A0A5N4EKX8|A0A5N4EKX8_CAMDR
OG0011891	sp|Q96LI9|CX058_HUMAN	tr|A0A5N4C3A4|A0A5N4C3A4_CAMDR
OG0011892	sp|Q5JSH3|WDR44_HUMAN	tr|A0A5N4C3S7|A0A5N4C3S7_CAMDR
OG0011893	sp|Q6P6B7|ANR16_HUMAN	tr|A0A5N4C559|A0A5N4C559_CAMDR
OG0011894	sp|Q96I25|SPF45_HUMAN	tr|A0A5N4C5I4|A0A5N4C5I4_CAMDR
OG0011895	sp|P55197|AF10_HUMAN	tr|A0A5N4C5N2|A0A5N4C5N2_CAMDR
OG0011896	sp|Q16581|C3AR_HUMAN	tr|A0A5N4C5P1|A0A5N4C5P1_CAMDR
OG0011897	sp|P0DMW3|SIML1_HUMAN	tr|A0A5N4C617|A0A5N4C617_CAMDR
OG0011898	sp|Q86UT5|NHRF4_HUMAN	tr|A0A5N4C7C5|A0A5N4C7C5_CAMDR
OG0011899	sp|Q9P016|THYN1_HUMAN	tr|A0A5N4C7J7|A0A5N4C7J7_CAMDR
