Orthogroup	Homo_sapiens	Ailuropoda_melanoleuca
OG0011878	sp|P48165|CXA8_HUMAN	tr|D2HQ39|D2HQ39_AILME
OG0011879	sp|A0A075B6K6|LV403_HUMAN	tr|D2I801|D2I801_AILME
OG0011880	sp|Q5T4F7|SFRP5_HUMAN	tr|G1KZP0|G1KZP0_AILME
OG0011881	sp|Q96T76|MMS19_HUMAN	tr|G1KZS9|G1KZS9_AILME
OG0011882	sp|Q02447|SP3_HUMAN	tr|G1L076|G1L076_AILME
OG0011883	sp|Q9NV58|RN19A_HUMAN	tr|G1L0N9|G1L0N9_AILME
OG0011884	sp|Q96RN1|S26A8_HUMAN	tr|G1L0W3|G1L0W3_AILME
OG0011885	sp|Q9Y6R9|CCD61_HUMAN	tr|G1L1C0|G1L1C0_AILME
OG0011886	sp|B1ATL7|PRR32_HUMAN	tr|G1L1S6|G1L1S6_AILME
OG0011887	sp|Q9UN19|DAPP1_HUMAN	tr|G1L2F8|G1L2F8_AILME
OG0011888	sp|Q6PIJ6|FBX38_HUMAN	tr|G1L2V5|G1L2V5_AILME
OG0011889	sp|Q6ZMJ4|IL34_HUMAN	tr|G1L622|G1L622_AILME
OG0011890	sp|Q6ZVD8|PHLP2_HUMAN	tr|G1L6N6|G1L6N6_AILME
OG0011891	sp|Q53FA7|QORX_HUMAN	tr|G1L7Q6|G1L7Q6_AILME
OG0011892	sp|Q9UBH6|XPR1_HUMAN	tr|G1L826|G1L826_AILME
OG0011893	sp|Q9UKL3|C8AP2_HUMAN	tr|G1LA74|G1LA74_AILME
OG0011894	sp|P46459|NSF_HUMAN	tr|G1LC54|G1LC54_AILME
OG0011895	sp|Q8TDG4|HELQ_HUMAN	tr|G1LE74|G1LE74_AILME
OG0011896	sp|P56192|SYMC_HUMAN	tr|G1LEG6|G1LEG6_AILME
OG0011897	sp|P42702|LIFR_HUMAN	tr|G1LJ11|G1LJ11_AILME
OG0011898	sp|Q9NST1|PLPL3_HUMAN	tr|G1LJG5|G1LJG5_AILME
OG0011899	sp|O75911|DHRS3_HUMAN	tr|G1LJL1|G1LJL1_AILME
OG0011900	sp|Q8N895|ZN366_HUMAN	tr|G1LKT9|G1LKT9_AILME
OG0011901	sp|Q8IVW8|SPNS2_HUMAN	tr|G1LL65|G1LL65_AILME
OG0011902	sp|Q14247|SRC8_HUMAN	tr|G1LLJ1|G1LLJ1_AILME
OG0011903	sp|Q30KQ6|DB114_HUMAN	tr|G1LQ69|G1LQ69_AILME
OG0011904	sp|Q8NGX0|O11L1_HUMAN	tr|G1LQW1|G1LQW1_AILME
OG0011905	sp|O00584|RNT2_HUMAN	tr|G1LS38|G1LS38_AILME
OG0011906	sp|Q9BQ52|RNZ2_HUMAN	tr|G1LVG4|G1LVG4_AILME
OG0011907	sp|Q7Z4K8|TRI46_HUMAN	tr|G1LXV9|G1LXV9_AILME
OG0011908	sp|P56696|KCNQ4_HUMAN	tr|G1LZJ9|G1LZJ9_AILME
OG0011909	sp|Q8IXH8|CAD26_HUMAN	tr|G1M140|G1M140_AILME
OG0011910	sp|Q53GD3|CTL4_HUMAN	tr|G1M305|G1M305_AILME
OG0011911	sp|Q9NY61|AATF_HUMAN	tr|G1M4N3|G1M4N3_AILME
OG0011912	sp|P49321|NASP_HUMAN	tr|G1M509|G1M509_AILME
OG0011913	sp|Q8TBB0|THAP6_HUMAN	tr|G1M749|G1M749_AILME
OG0011914	sp|Q15818|NPTX1_HUMAN	tr|G1M9W5|G1M9W5_AILME
OG0011915	sp|Q5TAH2|SL9C2_HUMAN	tr|G1MAR2|G1MAR2_AILME
OG0011916	sp|Q92541|RTF1_HUMAN	tr|G1MEB8|G1MEB8_AILME
OG0011917	sp|P53602|MVD1_HUMAN	tr|G1MIM0|G1MIM0_AILME
OG0011918	sp|Q4LDG9|DNAL1_HUMAN	tr|G1MIT0|G1MIT0_AILME
OG0011919	sp|Q86UN2|R4RL1_HUMAN	tr|G1MJJ1|G1MJJ1_AILME
OG0011920	sp|Q96RP3|UCN2_HUMAN	tr|G1MKQ9|G1MKQ9_AILME
OG0011921	sp|Q96MT1|RN145_HUMAN	tr|A0A7N5JAR4|A0A7N5JAR4_AILME
OG0011922	sp|Q969G3|SMCE1_HUMAN	tr|A0A7N5JCE0|A0A7N5JCE0_AILME
OG0011923	sp|Q96P88|GNRR2_HUMAN	tr|A0A7N5JFI2|A0A7N5JFI2_AILME
OG0011924	sp|Q8NC24|RELL2_HUMAN	tr|A0A7N5JG68|A0A7N5JG68_AILME
OG0011925	sp|Q6PJG2|MDEAS_HUMAN	tr|A0A7N5JIQ0|A0A7N5JIQ0_AILME
OG0011926	sp|Q8IZF2|AGRF5_HUMAN	tr|A0A7N5JJN6|A0A7N5JJN6_AILME
OG0011927	sp|Q01740|FMO1_HUMAN	tr|A0A7N5JKA6|A0A7N5JKA6_AILME
OG0011928	sp|Q3B8N5|PROX2_HUMAN	tr|A0A7N5JNN6|A0A7N5JNN6_AILME
OG0011929	sp|Q96CN7|ISOC1_HUMAN	tr|A0A7N5JNY5|A0A7N5JNY5_AILME
OG0011930	sp|Q86U38|NOP9_HUMAN	tr|A0A7N5JS82|A0A7N5JS82_AILME
OG0011931	sp|O76021|RL1D1_HUMAN	tr|A0A7N5JSF2|A0A7N5JSF2_AILME
OG0011932	sp|O75448|MED24_HUMAN	tr|A0A7N5K534|A0A7N5K534_AILME
OG0011933	sp|O75382|TRIM3_HUMAN	tr|A0A7N5KAJ4|A0A7N5KAJ4_AILME
OG0011934	sp|P62312|LSM6_HUMAN	tr|A0A7N5KB23|A0A7N5KB23_AILME
OG0011935	sp|Q9UQR1|ZN148_HUMAN	tr|A0A7N5KBQ3|A0A7N5KBQ3_AILME
OG0011936	sp|Q08752|PPID_HUMAN	tr|A0A7N5KEA9|A0A7N5KEA9_AILME
OG0011937	sp|Q9BRR8|GPTC1_HUMAN	tr|A0A7N5KG03|A0A7N5KG03_AILME
OG0011938	sp|Q92785|REQU_HUMAN	tr|A0A7N5KHX1|A0A7N5KHX1_AILME
OG0011939	sp|P14174|MIF_HUMAN	tr|A0A7N5KLG1|A0A7N5KLG1_AILME
OG0011940	sp|Q8IUC6|TCAM1_HUMAN	tr|A0A7N5KMS8|A0A7N5KMS8_AILME
OG0011941	sp|P48357|LEPR_HUMAN	tr|A0A7N5KN37|A0A7N5KN37_AILME
OG0011942	sp|Q96F05|CK024_HUMAN	tr|A0A7N5KQI4|A0A7N5KQI4_AILME
OG0011943	sp|Q9P2E5|CHPF2_HUMAN	tr|A0A7N5P3F7|A0A7N5P3F7_AILME
OG0011945	sp|Q8WUY1|THEM6_HUMAN	tr|A0A7N5P559|A0A7N5P559_AILME
OG0011946	sp|O75190|DNJB6_HUMAN	tr|A0A7N5P5M1|A0A7N5P5M1_AILME
OG0011947	sp|Q9H3S7|PTN23_HUMAN	tr|A0A7N5P7X4|A0A7N5P7X4_AILME
OG0011948	sp|O15062|ZBTB5_HUMAN	tr|D2HAN1|D2HAN1_AILME
OG0011949	sp|Q08AM6|VAC14_HUMAN	tr|D2HFV6|D2HFV6_AILME
OG0011950	sp|Q92624|APBP2_HUMAN	tr|D2HLZ4|D2HLZ4_AILME
OG0011951	sp|Q9Y5M8|SRPRB_HUMAN	tr|D2HNS4|D2HNS4_AILME
OG0011952	sp|Q3SXM5|HSDL1_HUMAN	tr|D2HRI3|D2HRI3_AILME
OG0011953	sp|Q99689|FEZ1_HUMAN	tr|G1L2B6|G1L2B6_AILME
OG0011954	sp|Q5D1E8|ZC12A_HUMAN	tr|G1L2C3|G1L2C3_AILME
OG0011955	sp|Q8IZF7|AGRF2_HUMAN	tr|G1L3W4|G1L3W4_AILME
OG0011956	sp|O15211|RGL2_HUMAN	tr|G1L439|G1L439_AILME
OG0011957	sp|Q9NWZ5|UCKL1_HUMAN	tr|G1L503|G1L503_AILME
OG0011958	sp|Q9UBV2|SE1L1_HUMAN	tr|G1L5C3|G1L5C3_AILME
OG0011959	sp|Q8N4H0|SPA6L_HUMAN	tr|G1L7D7|G1L7D7_AILME
OG0011960	sp|Q7Z6M2|FBX33_HUMAN	tr|G1LBA1|G1LBA1_AILME
OG0011961	sp|Q8N307|MUC20_HUMAN	tr|G1LBI1|G1LBI1_AILME
OG0011962	sp|Q8TB92|HMGC2_HUMAN	tr|G1LIW1|G1LIW1_AILME
OG0011963	sp|Q69YU5|BWNIN_HUMAN	tr|G1LJ42|G1LJ42_AILME
OG0011964	sp|Q7Z4F1|LRP10_HUMAN	tr|G1LL59|G1LL59_AILME
OG0011965	sp|Q96S16|JMJD8_HUMAN	tr|G1LL97|G1LL97_AILME
OG0011966	sp|Q9UDW1|QCR9_HUMAN	tr|G1LN39|G1LN39_AILME
OG0011967	sp|O15327|INP4B_HUMAN	tr|G1LN42|G1LN42_AILME
OG0011968	sp|O75764|TCEA3_HUMAN	tr|G1LSM6|G1LSM6_AILME
OG0011969	sp|Q8TBC4|UBA3_HUMAN	tr|G1LU83|G1LU83_AILME
OG0011970	sp|Q6UVY6|MOXD1_HUMAN	tr|G1LVI4|G1LVI4_AILME
OG0011971	sp|Q9HBM1|SPC25_HUMAN	tr|G1LWH7|G1LWH7_AILME
OG0011972	sp|O94903|PLPHP_HUMAN	tr|G1LWR8|G1LWR8_AILME
OG0011973	sp|Q9HCG8|CWC22_HUMAN	tr|G1LWY0|G1LWY0_AILME
OG0011974	sp|O15374|MOT5_HUMAN	tr|G1LYG9|G1LYG9_AILME
OG0011975	sp|Q60I27|AL2CL_HUMAN	tr|G1M1I4|G1M1I4_AILME
OG0011976	sp|Q96NI8|ZN570_HUMAN	tr|G1M2F8|G1M2F8_AILME
OG0011977	sp|O95196|CSPG5_HUMAN	tr|G1M2Y0|G1M2Y0_AILME
OG0011978	sp|Q9BZW7|TSG10_HUMAN	tr|G1M412|G1M412_AILME
OG0011979	sp|A1L4K1|FSD2_HUMAN	tr|G1M6N3|G1M6N3_AILME
OG0011980	sp|P78310|CXAR_HUMAN	tr|G1M7I6|G1M7I6_AILME
OG0011981	sp|Q9GZN1|ARP6_HUMAN	tr|G1M9X8|G1M9X8_AILME
OG0011982	sp|Q9H1J5|WNT8A_HUMAN	tr|G1MD76|G1MD76_AILME
OG0011983	sp|Q9P2S6|ANKY1_HUMAN	tr|G1MEP8|G1MEP8_AILME
OG0011984	sp|Q13200|PSMD2_HUMAN	tr|G1MFJ8|G1MFJ8_AILME
OG0011985	sp|Q96DI7|SNR40_HUMAN	tr|G1MH69|G1MH69_AILME
OG0011986	sp|Q00994|BEX3_HUMAN	tr|G1MJR9|G1MJR9_AILME
OG0011987	sp|P20783|NTF3_HUMAN	tr|G1MLR6|G1MLR6_AILME
OG0011988	sp|A0A1B0GUS0|CS085_HUMAN	tr|A0A7N5JAD0|A0A7N5JAD0_AILME
OG0011989	sp|O43741|AAKB2_HUMAN	tr|A0A7N5JAG0|A0A7N5JAG0_AILME
OG0011990	sp|A0A1B0GUC4|MYCOS_HUMAN	tr|A0A7N5JCZ3|A0A7N5JCZ3_AILME
OG0011991	sp|Q00535|CDK5_HUMAN	tr|A0A7N5JH28|A0A7N5JH28_AILME
OG0011992	sp|A1L3X0|ELOV7_HUMAN	tr|A0A7N5JH62|A0A7N5JH62_AILME
OG0011993	sp|Q9HCN4|GPN1_HUMAN	tr|A0A7N5JL39|A0A7N5JL39_AILME
OG0011994	sp|Q8NA47|CCD63_HUMAN	tr|A0A7N5JNF3|A0A7N5JNF3_AILME
OG0011995	sp|A0A1B0GU29|SIM28_HUMAN	tr|A0A7N5JQZ4|A0A7N5JQZ4_AILME
OG0011996	sp|P54577|SYYC_HUMAN	tr|A0A7N5JUV8|A0A7N5JUV8_AILME
OG0011997	sp|O14668|TMG1_HUMAN	tr|A0A7N5JX07|A0A7N5JX07_AILME
OG0011998	sp|P35557|HXK4_HUMAN	tr|A0A7N5JXE3|A0A7N5JXE3_AILME
OG0011999	sp|P25311|ZA2G_HUMAN	tr|A0A7N5JYI2|A0A7N5JYI2_AILME
OG0012000	sp|Q9BX10|GTPB2_HUMAN	tr|A0A7N5JYT1|A0A7N5JYT1_AILME
OG0012001	sp|O60315|ZEB2_HUMAN	tr|A0A7N5JZK8|A0A7N5JZK8_AILME
OG0012002	sp|Q6W4X9|MUC6_HUMAN	tr|A0A7N5K347|A0A7N5K347_AILME
OG0012003	sp|Q86UK7|ZN598_HUMAN	tr|A0A7N5K6J0|A0A7N5K6J0_AILME
OG0012004	sp|O95631|NET1_HUMAN	tr|A0A7N5K8L2|A0A7N5K8L2_AILME
OG0012005	sp|Q9BXT2|CCG6_HUMAN	tr|A0A7N5KFH4|A0A7N5KFH4_AILME
OG0012006	sp|P58876|H2B1D_HUMAN	tr|A0A7N5KGL0|A0A7N5KGL0_AILME
OG0012007	sp|A6NDD5|SYN1L_HUMAN	tr|A0A7N5KLK6|A0A7N5KLK6_AILME
OG0012008	sp|Q92845|KIFA3_HUMAN	tr|A0A7N5KQF8|A0A7N5KQF8_AILME
OG0012009	sp|Q8N9I5|FADS6_HUMAN	tr|A0A7N5P3F0|A0A7N5P3F0_AILME
OG0012010	sp|Q6UXT8|ALKL1_HUMAN	tr|A0A7N5P885|A0A7N5P885_AILME
OG0012011	sp|Q9UKT8|FBXW2_HUMAN	tr|D2H313|D2H313_AILME
OG0012012	sp|A5PLL1|AN34B_HUMAN	tr|D2H3N9|D2H3N9_AILME
OG0012013	sp|Q8N5C7|DTWD1_HUMAN	tr|D2H728|D2H728_AILME
OG0012014	sp|Q9UBI6|GBG12_HUMAN	tr|D2HIA1|D2HIA1_AILME
OG0012015	sp|Q8N5F7|NKAP_HUMAN	tr|G1KZZ1|G1KZZ1_AILME
OG0012016	sp|P20273|CD22_HUMAN	tr|G1L096|G1L096_AILME
OG0012017	sp|Q9Y6K1|DNM3A_HUMAN	tr|G1L6V4|G1L6V4_AILME
OG0012018	sp|O75541|ZN821_HUMAN	tr|G1L6W6|G1L6W6_AILME
OG0012019	sp|Q7Z4H7|HAUS6_HUMAN	tr|G1L7U7|G1L7U7_AILME
OG0012020	sp|Q8N490|PNKD_HUMAN	tr|G1L8N7|G1L8N7_AILME
OG0012021	sp|Q9H8N7|ZN395_HUMAN	tr|G1L9B9|G1L9B9_AILME
OG0012022	sp|O75143|ATG13_HUMAN	tr|G1LJU7|G1LJU7_AILME
OG0012023	sp|Q9GZX7|AICDA_HUMAN	tr|G1LKJ4|G1LKJ4_AILME
OG0012024	sp|Q8TB40|ABHD4_HUMAN	tr|G1LKS7|G1LKS7_AILME
OG0012025	sp|O15015|ZN646_HUMAN	tr|G1LL45|G1LL45_AILME
OG0012026	sp|Q86W56|PARG_HUMAN	tr|G1LLS0|G1LLS0_AILME
OG0012027	sp|P30203|CD6_HUMAN	tr|G1LLW5|G1LLW5_AILME
OG0012028	sp|Q8N3X1|FNBP4_HUMAN	tr|G1LMJ2|G1LMJ2_AILME
OG0012029	sp|Q5H913|AR13A_HUMAN	tr|G1LRC4|G1LRC4_AILME
OG0012030	sp|Q5EBL8|PDZ11_HUMAN	tr|G1LRI3|G1LRI3_AILME
OG0012031	sp|O60931|CTNS_HUMAN	tr|G1LRL7|G1LRL7_AILME
OG0012032	sp|Q9P2V4|LRIT1_HUMAN	tr|G1LTE8|G1LTE8_AILME
OG0012033	sp|A6NHR9|SMHD1_HUMAN	tr|G1LU20|G1LU20_AILME
OG0012034	sp|Q5M8T2|S35D3_HUMAN	tr|G1LU44|G1LU44_AILME
OG0012035	sp|Q9NZJ5|E2AK3_HUMAN	tr|G1LU96|G1LU96_AILME
OG0012036	sp|Q9Y225|RNF24_HUMAN	tr|G1LVW7|G1LVW7_AILME
OG0012037	sp|P46527|CDN1B_HUMAN	tr|G1LW64|G1LW64_AILME
OG0012038	sp|Q8N6G6|ATL1_HUMAN	tr|G1LWB5|G1LWB5_AILME
OG0012039	sp|Q8TDR2|STK35_HUMAN	tr|G1LY94|G1LY94_AILME
OG0012040	sp|Q8IWP9|CC28A_HUMAN	tr|G1LZE3|G1LZE3_AILME
OG0012041	sp|Q9UET6|TRM7_HUMAN	tr|G1M262|G1M262_AILME
OG0012042	sp|Q8WWQ0|PHIP_HUMAN	tr|G1M2R1|G1M2R1_AILME
OG0012043	sp|O43715|TRIA1_HUMAN	tr|G1M3T6|G1M3T6_AILME
OG0012044	sp|O75177|CREST_HUMAN	tr|G1M4D8|G1M4D8_AILME
OG0012045	sp|Q15198|PGFRL_HUMAN	tr|G1M4Z5|G1M4Z5_AILME
OG0012046	sp|P17987|TCPA_HUMAN	tr|G1MA93|G1MA93_AILME
OG0012047	sp|Q5TF39|MFS4B_HUMAN	tr|G1MBD5|G1MBD5_AILME
OG0012048	sp|Q5T280|CI114_HUMAN	tr|G1MBF5|G1MBF5_AILME
OG0012049	sp|Q86SE9|PCGF5_HUMAN	tr|G1MEC5|G1MEC5_AILME
OG0012050	sp|Q96BP2|CHCH1_HUMAN	tr|G1MEE4|G1MEE4_AILME
OG0012051	sp|P20073|ANXA7_HUMAN	tr|G1MEU5|G1MEU5_AILME
OG0012052	sp|Q5T6L9|EMARD_HUMAN	tr|G1MF38|G1MF38_AILME
OG0012053	sp|Q9UQC9|CLCA2_HUMAN	tr|G1MFM9|G1MFM9_AILME
OG0012054	sp|Q96S42|NODAL_HUMAN	tr|G1MHL6|G1MHL6_AILME
OG0012055	sp|O00574|CXCR6_HUMAN	tr|G1MM44|G1MM44_AILME
OG0012056	sp|P15428|PGDH_HUMAN	tr|A0A7N5J8S6|A0A7N5J8S6_AILME
OG0012057	sp|Q16288|NTRK3_HUMAN	tr|A0A7N5JA00|A0A7N5JA00_AILME
OG0012058	sp|A1A5D9|BICL2_HUMAN	tr|A0A7N5JD93|A0A7N5JD93_AILME
OG0012059	sp|P37023|ACVL1_HUMAN	tr|A0A7N5JH68|A0A7N5JH68_AILME
OG0012060	sp|Q6UB99|ANR11_HUMAN	tr|A0A7N5JK38|A0A7N5JK38_AILME
OG0012061	sp|Q9Y587|AP4S1_HUMAN	tr|A0A7N5JMB4|A0A7N5JMB4_AILME
OG0012062	sp|Q86V59|PNM8A_HUMAN	tr|A0A7N5JWJ7|A0A7N5JWJ7_AILME
OG0012063	sp|A0A1B0GVS7|MDFI2_HUMAN	tr|A0A7N5JYP5|A0A7N5JYP5_AILME
OG0012064	sp|Q9H307|PININ_HUMAN	tr|A0A7N5JZ02|A0A7N5JZ02_AILME
OG0012065	sp|P50749|RASF2_HUMAN	tr|A0A7N5JZ56|A0A7N5JZ56_AILME
OG0012066	sp|Q9H0E9|BRD8_HUMAN	tr|A0A7N5K0J9|A0A7N5K0J9_AILME
OG0012067	sp|Q6ZMS7|ZN783_HUMAN	tr|A0A7N5K1F0|A0A7N5K1F0_AILME
OG0012068	sp|Q0VD86|INCA1_HUMAN	tr|A0A7N5K7H3|A0A7N5K7H3_AILME
OG0012069	sp|O75953|DNJB5_HUMAN	tr|A0A7N5KE43|A0A7N5KE43_AILME
OG0012070	sp|Q96N06|SPT33_HUMAN	tr|A0A7N5KGT4|A0A7N5KGT4_AILME
OG0012071	sp|Q9Y3M2|CBY1_HUMAN	tr|A0A7N5KJA8|A0A7N5KJA8_AILME
OG0012072	sp|Q14162|SREC_HUMAN	tr|A0A7N5KJF6|A0A7N5KJF6_AILME
OG0012073	sp|Q9BR77|CCD77_HUMAN	tr|A0A7N5KLK9|A0A7N5KLK9_AILME
OG0012074	sp|I3L273|GFY_HUMAN	tr|A0A7N5P0V1|A0A7N5P0V1_AILME
OG0012075	sp|O15016|TRI66_HUMAN	tr|A0A7N5P3A6|A0A7N5P3A6_AILME
OG0012076	sp|O14617|AP3D1_HUMAN	tr|A0A7N5P5S2|A0A7N5P5S2_AILME
OG0012077	sp|P03901|NU4LM_HUMAN	tr|A5JFK4|A5JFK4_AILME
OG0012078	sp|Q92551|IP6K1_HUMAN	tr|D2HEU2|D2HEU2_AILME
OG0012079	sp|P30872|SSR1_HUMAN	tr|D2HTA1|D2HTA1_AILME
OG0012080	sp|P62273|RS29_HUMAN	tr|F2X227|F2X227_AILME
OG0012081	sp|Q8IYS1|P20D2_HUMAN	tr|G1L0N8|G1L0N8_AILME
OG0012082	sp|Q9P258|RCC2_HUMAN	tr|G1L1R4|G1L1R4_AILME
OG0012083	sp|Q6PH81|CP087_HUMAN	tr|G1L212|G1L212_AILME
OG0012084	sp|P09234|RU1C_HUMAN	tr|G1L297|G1L297_AILME
OG0012085	sp|P38571|LICH_HUMAN	tr|G1L2E9|G1L2E9_AILME
OG0012086	sp|Q7L5A8|FA2H_HUMAN	tr|G1L3B9|G1L3B9_AILME
OG0012087	sp|Q6W5P4|NPSR1_HUMAN	tr|G1L4J4|G1L4J4_AILME
OG0012088	sp|O15409|FOXP2_HUMAN	tr|G1L725|G1L725_AILME
OG0012089	sp|Q96BH1|RNF25_HUMAN	tr|G1L7R5|G1L7R5_AILME
OG0012090	sp|P52630|STAT2_HUMAN	tr|G1LB72|G1LB72_AILME
OG0012091	sp|Q07912|ACK1_HUMAN	tr|G1LBE7|G1LBE7_AILME
OG0012092	sp|Q96AP4|ZUP1_HUMAN	tr|G1LGN9|G1LGN9_AILME
OG0012093	sp|Q9C0K7|STRAB_HUMAN	tr|G1LHX1|G1LHX1_AILME
OG0012094	sp|P0C7M7|ACSM4_HUMAN	tr|G1LI60|G1LI60_AILME
OG0012095	sp|Q9GZU5|NYX_HUMAN	tr|G1LJQ2|G1LJQ2_AILME
OG0012096	sp|O14744|ANM5_HUMAN	tr|G1LLJ2|G1LLJ2_AILME
OG0012097	sp|Q13772|NCOA4_HUMAN	tr|G1LLV2|G1LLV2_AILME
OG0012098	sp|Q96AA3|RFT1_HUMAN	tr|G1LN22|G1LN22_AILME
OG0012099	sp|Q66GS9|CP135_HUMAN	tr|G1LP06|G1LP06_AILME
OG0012100	sp|Q96AB6|NTAN1_HUMAN	tr|G1LX96|G1LX96_AILME
OG0012101	sp|P78537|BL1S1_HUMAN	tr|G1LZE8|G1LZE8_AILME
OG0012102	sp|Q8IUB5|WFD13_HUMAN	tr|G1M1E1|G1M1E1_AILME
OG0012103	sp|Q12864|CAD17_HUMAN	tr|G1M1E4|G1M1E4_AILME
OG0012104	sp|Q9HAQ2|KIF9_HUMAN	tr|G1M2D9|G1M2D9_AILME
OG0012105	sp|Q8NEY8|PPHLN_HUMAN	tr|G1M5F3|G1M5F3_AILME
OG0012106	sp|Q15121|PEA15_HUMAN	tr|G1M701|G1M701_AILME
OG0012107	sp|P15514|AREG_HUMAN	tr|G1M713|G1M713_AILME
OG0012108	sp|P38117|ETFB_HUMAN	tr|G1M720|G1M720_AILME
OG0012109	sp|O75936|BODG_HUMAN	tr|G1M7D9|G1M7D9_AILME
OG0012110	sp|Q6EBC2|IL31_HUMAN	tr|G1M7R9|G1M7R9_AILME
OG0012111	sp|Q16698|DECR_HUMAN	tr|G1M8Y6|G1M8Y6_AILME
OG0012112	sp|Q9NR46|SHLB2_HUMAN	tr|G1MBS1|G1MBS1_AILME
OG0012113	sp|Q9Y3T9|NOC2L_HUMAN	tr|G1MDP3|G1MDP3_AILME
OG0012114	sp|Q17RM4|CC142_HUMAN	tr|G1MFR4|G1MFR4_AILME
OG0012115	sp|Q13797|ITA9_HUMAN	tr|G1MHP9|G1MHP9_AILME
OG0012116	sp|Q5H9E4|S2553_HUMAN	tr|G1MKP7|G1MKP7_AILME
OG0012117	sp|Q92963|RIT1_HUMAN	tr|A0A7N5JBW7|A0A7N5JBW7_AILME
OG0012118	sp|A6BM72|MEG11_HUMAN	tr|A0A7N5JDQ8|A0A7N5JDQ8_AILME
OG0012119	sp|A4D0V7|CPED1_HUMAN	tr|A0A7N5JGG5|A0A7N5JGG5_AILME
OG0012120	sp|P60880|SNP25_HUMAN	tr|A0A7N5JME4|A0A7N5JME4_AILME
OG0012121	sp|Q8IYL2|TRM44_HUMAN	tr|A0A7N5JUZ5|A0A7N5JUZ5_AILME
OG0012122	sp|Q9H694|BICC1_HUMAN	tr|A0A7N5K0G4|A0A7N5K0G4_AILME
OG0012123	sp|A5YKK6|CNOT1_HUMAN	tr|A0A7N5K252|A0A7N5K252_AILME
OG0012124	sp|Q5VUD6|DIK1B_HUMAN	tr|A0A7N5K8U4|A0A7N5K8U4_AILME
OG0012125	sp|Q8IWB6|TEX14_HUMAN	tr|A0A7N5KBP3|A0A7N5KBP3_AILME
OG0012126	sp|P14621|ACYP2_HUMAN	tr|A0A7N5KC83|A0A7N5KC83_AILME
OG0012127	sp|Q9BTW9|TBCD_HUMAN	tr|A0A7N5KFD2|A0A7N5KFD2_AILME
OG0012128	sp|Q6UX68|XKR5_HUMAN	tr|A0A7N5KFL2|A0A7N5KFL2_AILME
OG0012129	sp|Q13285|STF1_HUMAN	tr|A0A7N5KGC6|A0A7N5KGC6_AILME
OG0012130	sp|A6NCL1|GEMC1_HUMAN	tr|A0A7N5KHT2|A0A7N5KHT2_AILME
OG0012131	sp|Q8NBH2|KY_HUMAN	tr|A0A7N5KJB6|A0A7N5KJB6_AILME
OG0012132	sp|P09017|HXC4_HUMAN	tr|A0A7N5KQW4|A0A7N5KQW4_AILME
OG0012133	sp|Q00653|NFKB2_HUMAN	tr|A0A7N5KRE0|A0A7N5KRE0_AILME
OG0012134	sp|Q6IQ23|PKHA7_HUMAN	tr|A0A7N5P195|A0A7N5P195_AILME
OG0012135	sp|Q93015|NAA80_HUMAN	tr|A0A7N5P1U9|A0A7N5P1U9_AILME
OG0012136	sp|Q13395|TARB1_HUMAN	tr|A0A7N5P470|A0A7N5P470_AILME
OG0012137	sp|Q96BJ3|AIDA_HUMAN	tr|A0A7N5P4M1|A0A7N5P4M1_AILME
OG0012138	sp|Q8TCD1|CR032_HUMAN	tr|A0A7N5P5A3|A0A7N5P5A3_AILME
OG0012139	sp|Q6FHJ7|SFRP4_HUMAN	tr|A0A7N5P863|A0A7N5P863_AILME
OG0012140	sp|Q04844|ACHE_HUMAN	tr|A0A7N5P8A1|A0A7N5P8A1_AILME
OG0012141	sp|Q6P2D8|XRRA1_HUMAN	tr|A0A7N5P9B5|A0A7N5P9B5_AILME
OG0012142	sp|P03886|NU1M_HUMAN	tr|A5JFJ6|A5JFJ6_AILME
OG0012143	sp|P03928|ATP8_HUMAN	tr|A5JFK0|A5JFK0_AILME
OG0012144	sp|P56748|CLD8_HUMAN	tr|D2HNZ7|D2HNZ7_AILME
OG0012145	sp|Q9BQC6|RT63_HUMAN	tr|D2HRX5|D2HRX5_AILME
OG0012146	sp|Q5FWF7|FBX48_HUMAN	tr|D2HS17|D2HS17_AILME
OG0012147	sp|Q96DA2|RB39B_HUMAN	tr|D2I6G0|D2I6G0_AILME
OG0012148	sp|O60888|CUTA_HUMAN	tr|G1L3N1|G1L3N1_AILME
OG0012149	sp|Q9H0R1|AP5M1_HUMAN	tr|G1L6I9|G1L6I9_AILME
OG0012150	sp|Q6ZTW0|TPGS1_HUMAN	tr|G1L7E5|G1L7E5_AILME
OG0012151	sp|Q9BXU0|TEX12_HUMAN	tr|G1LBH9|G1LBH9_AILME
OG0012152	sp|Q8WWY3|PRP31_HUMAN	tr|G1LCX7|G1LCX7_AILME
OG0012153	sp|Q5VWK5|IL23R_HUMAN	tr|G1LD70|G1LD70_AILME
OG0012154	sp|Q7KZF4|SND1_HUMAN	tr|G1LDP5|G1LDP5_AILME
OG0012155	sp|Q02930|CREB5_HUMAN	tr|G1LGR0|G1LGR0_AILME
OG0012156	sp|Q8NGC0|O5AU1_HUMAN	tr|G1LIT6|G1LIT6_AILME
OG0012157	sp|Q9H6S0|YTDC2_HUMAN	tr|G1LJ67|G1LJ67_AILME
OG0012158	sp|Q9UEG4|ZN629_HUMAN	tr|G1LM34|G1LM34_AILME
