Orthogroup	Homo_sapiens	Panthera_tigris_altaica
OG0011334	sp|Q14894|CRYM_HUMAN	tr|A0A8C9JC60|A0A8C9JC60_PANTA
OG0011335	sp|Q24JP5|T132A_HUMAN	tr|A0A8C9KYE6|A0A8C9KYE6_PANTA
OG0011336	sp|Q32NB8|PGPS1_HUMAN	tr|A0A8C9M495|A0A8C9M495_PANTA
OG0011337	sp|Q53GG5|PDLI3_HUMAN	tr|A0A8C9KGZ5|A0A8C9KGZ5_PANTA
OG0011338	sp|Q5T9S5|CCD18_HUMAN	tr|A0A8C9K0U1|A0A8C9K0U1_PANTA
OG0011339	sp|Q6NW29|RWDD4_HUMAN	tr|A0A8C9JS69|A0A8C9JS69_PANTA
OG0011340	sp|Q6P589|TP8L2_HUMAN	tr|A0A8C9J535|A0A8C9J535_PANTA
OG0011341	sp|Q6W3E5|GDPD4_HUMAN	tr|A0A8C9J571|A0A8C9J571_PANTA
OG0011342	sp|Q6ZMS7|ZN783_HUMAN	tr|A0A8C9JFS0|A0A8C9JFS0_PANTA
OG0011343	sp|Q86VQ0|LCA5_HUMAN	tr|A0A8C9L1F3|A0A8C9L1F3_PANTA
OG0011344	sp|Q86WJ1|CHD1L_HUMAN	tr|A0A8C9JP26|A0A8C9JP26_PANTA
OG0011345	sp|Q8IUK5|PLDX1_HUMAN	tr|A0A8C9M5D8|A0A8C9M5D8_PANTA
OG0011346	sp|Q8IWX5|SGPP2_HUMAN	tr|A0A8C9M250|A0A8C9M250_PANTA
OG0011347	sp|Q8NDX9|LY65B_HUMAN	tr|A0A8C9M807|A0A8C9M807_PANTA
OG0011348	sp|Q8TCY5|MRAP_HUMAN	tr|A0A8C9KBS4|A0A8C9KBS4_PANTA
OG0011349	sp|Q8WV28|BLNK_HUMAN	tr|A0A8C9K3C3|A0A8C9K3C3_PANTA
OG0011350	sp|Q8WXD2|SCG3_HUMAN	tr|A0A8C9JPL0|A0A8C9JPL0_PANTA
OG0011351	sp|Q92610|ZN592_HUMAN	tr|A0A8C9JUR0|A0A8C9JUR0_PANTA
OG0011352	sp|Q92673|SORL_HUMAN	tr|A0A8C9M4Q0|A0A8C9M4Q0_PANTA
OG0011353	sp|Q96AC6|KIFC2_HUMAN	tr|A0A8C9K1K1|A0A8C9K1K1_PANTA
OG0011354	sp|Q96F85|CNRP1_HUMAN	tr|A0A8C9K2G3|A0A8C9K2G3_PANTA
OG0011355	sp|Q99795|GPA33_HUMAN	tr|A0A8C9JYS6|A0A8C9JYS6_PANTA
OG0011356	sp|Q9BU64|CENPO_HUMAN	tr|A0A8C9JV46|A0A8C9JV46_PANTA
OG0011357	sp|Q9GZP0|PDGFD_HUMAN	tr|A0A8C9JJP1|A0A8C9JJP1_PANTA
OG0011358	sp|Q9H2H8|PPIL3_HUMAN	tr|A0A8C9JW90|A0A8C9JW90_PANTA
OG0011359	sp|Q9H2H9|S38A1_HUMAN	tr|A0A8C9JIB9|A0A8C9JIB9_PANTA
OG0011360	sp|Q9P2B7|CFA97_HUMAN	tr|A0A8C9J9N2|A0A8C9J9N2_PANTA
OG0011361	sp|Q9UBC7|GALP_HUMAN	tr|A0A8C9K0G7|A0A8C9K0G7_PANTA
OG0011362	sp|Q9Y2T6|GPR55_HUMAN	tr|A0A8C9M1U7|A0A8C9M1U7_PANTA
OG0011363	sp|Q9Y397|ZDHC9_HUMAN	tr|A0A8C9JYK1|A0A8C9JYK1_PANTA
OG0011364	sp|O43143|DHX15_HUMAN	tr|A0A8C9JII2|A0A8C9JII2_PANTA
OG0011365	sp|O43281|EFS_HUMAN	tr|A0A8C9JK30|A0A8C9JK30_PANTA
OG0011366	sp|O95563|MPC2_HUMAN	tr|A0A8C9K3N7|A0A8C9K3N7_PANTA
OG0011367	sp|P08243|ASNS_HUMAN	tr|A0A8C9JSY8|A0A8C9JSY8_PANTA
OG0011368	sp|P15291|B4GT1_HUMAN	tr|A0A8C9KLL3|A0A8C9KLL3_PANTA
OG0011369	sp|P61086|UBE2K_HUMAN	tr|A0A8C9J4W5|A0A8C9J4W5_PANTA
OG0011370	sp|Q03181|PPARD_HUMAN	tr|A0A8C9J7R0|A0A8C9J7R0_PANTA
OG0011371	sp|Q05D32|CTSL2_HUMAN	tr|A0A8C9K8W1|A0A8C9K8W1_PANTA
OG0011372	sp|Q12852|M3K12_HUMAN	tr|A0A8C9J7E9|A0A8C9J7E9_PANTA
OG0011373	sp|Q12986|NFX1_HUMAN	tr|A0A8C9JU27|A0A8C9JU27_PANTA
OG0011374	sp|Q16517|NNAT_HUMAN	tr|A0A8C9JNQ3|A0A8C9JNQ3_PANTA
OG0011375	sp|Q16534|HLF_HUMAN	tr|A0A8C9JZE6|A0A8C9JZE6_PANTA
OG0011376	sp|Q30KP9|DB135_HUMAN	tr|A0A8C9K9C6|A0A8C9K9C6_PANTA
OG0011377	sp|Q4G0Z9|MCMD2_HUMAN	tr|A0A8C9KBP3|A0A8C9KBP3_PANTA
OG0011378	sp|Q4LDE5|SVEP1_HUMAN	tr|A0A8C9M9X2|A0A8C9M9X2_PANTA
OG0011379	sp|Q53HV7|SMUG1_HUMAN	tr|A0A8C9M7Z5|A0A8C9M7Z5_PANTA
OG0011380	sp|Q5QP82|DCA10_HUMAN	tr|A0A8C9KEJ1|A0A8C9KEJ1_PANTA
OG0011382	sp|Q6P1L5|F117B_HUMAN	tr|A0A8C9JF57|A0A8C9JF57_PANTA
OG0011383	sp|Q7L5L3|GDPD3_HUMAN	tr|A0A8C9J0B8|A0A8C9J0B8_PANTA
OG0011384	sp|Q7Z5R6|AB1IP_HUMAN	tr|A0A8C9M545|A0A8C9M545_PANTA
OG0011385	sp|Q8N8N7|PTGR2_HUMAN	tr|A0A8C9M9K2|A0A8C9M9K2_PANTA
OG0011386	sp|Q8NDG6|TDRD9_HUMAN	tr|A0A8C9K803|A0A8C9K803_PANTA
OG0011387	sp|Q8TEC5|SH3R2_HUMAN	tr|A0A8C9K6F6|A0A8C9K6F6_PANTA
OG0011388	sp|Q8TEF2|CJ105_HUMAN	tr|A0A8C9J4S3|A0A8C9J4S3_PANTA
OG0011389	sp|Q92621|NU205_HUMAN	tr|A0A8C9JZ84|A0A8C9JZ84_PANTA
OG0011390	sp|Q96CJ1|EAF2_HUMAN	tr|A0A8C9K2A2|A0A8C9K2A2_PANTA
OG0011391	sp|Q96HL8|SH3Y1_HUMAN	tr|A0A8C9JK67|A0A8C9JK67_PANTA
OG0011392	sp|Q96PF1|TGM7_HUMAN	tr|A0A8C9JVP2|A0A8C9JVP2_PANTA
OG0011393	sp|Q96RK4|BBS4_HUMAN	tr|A0A8C9JCE3|A0A8C9JCE3_PANTA
OG0011394	sp|Q9BQ24|ZFY21_HUMAN	tr|A0A8C9KVN9|A0A8C9KVN9_PANTA
OG0011395	sp|Q9BVC4|LST8_HUMAN	tr|A0A8C9K8B8|A0A8C9K8B8_PANTA
OG0011396	sp|Q9H4L4|SENP3_HUMAN	tr|A0A8C9K159|A0A8C9K159_PANTA
OG0011397	sp|Q9H892|TTC12_HUMAN	tr|A0A8C9KKR7|A0A8C9KKR7_PANTA
OG0011398	sp|Q9NSY2|STAR5_HUMAN	tr|A0A8C9J5Z6|A0A8C9J5Z6_PANTA
OG0011399	sp|Q9NZV6|MSRB1_HUMAN	tr|A0A8C9JFM9|A0A8C9JFM9_PANTA
OG0011400	sp|Q9P253|VPS18_HUMAN	tr|A0A8C9KG91|A0A8C9KG91_PANTA
OG0011402	sp|Q9UK97|FBX9_HUMAN	tr|A0A8C9JMQ7|A0A8C9JMQ7_PANTA
OG0011403	sp|Q9Y4C1|KDM3A_HUMAN	tr|A0A8C9J4U5|A0A8C9J4U5_PANTA
OG0011404	sp|O00391|QSOX1_HUMAN	tr|A0A8C9KH27|A0A8C9KH27_PANTA
OG0011405	sp|O14524|NEMP1_HUMAN	tr|A0A8C9KZM9|A0A8C9KZM9_PANTA
OG0011406	sp|O43264|ZW10_HUMAN	tr|A0A8C9JW81|A0A8C9JW81_PANTA
OG0011407	sp|O43913|ORC5_HUMAN	tr|A0A8C9K9M4|A0A8C9K9M4_PANTA
OG0011408	sp|O75449|KTNA1_HUMAN	tr|A0A8C9M847|A0A8C9M847_PANTA
OG0011409	sp|O94952|FBX21_HUMAN	tr|A0A8C9KH94|A0A8C9KH94_PANTA
OG0011410	sp|O95619|YETS4_HUMAN	tr|A0A8C9JFW2|A0A8C9JFW2_PANTA
OG0011411	sp|P06127|CD5_HUMAN	tr|A0A8C9KM39|A0A8C9KM39_PANTA
OG0011412	sp|P08514|ITA2B_HUMAN	tr|A0A8C9KI61|A0A8C9KI61_PANTA
OG0011413	sp|P10242|MYB_HUMAN	tr|A0A8C9KTX7|A0A8C9KTX7_PANTA
OG0011414	sp|P14384|CBPM_HUMAN	tr|A0A8C9KZB4|A0A8C9KZB4_PANTA
OG0011415	sp|P17020|ZNF16_HUMAN	tr|A0A8C9MAE0|A0A8C9MAE0_PANTA
OG0011416	sp|P43304|GPDM_HUMAN	tr|A0A8C9JMF1|A0A8C9JMF1_PANTA
OG0011417	sp|P43308|SSRB_HUMAN	tr|A0A8C9KT58|A0A8C9KT58_PANTA
OG0011418	sp|P50897|PPT1_HUMAN	tr|A0A8C9KKH8|A0A8C9KKH8_PANTA
OG0011419	sp|P51530|DNA2_HUMAN	tr|A0A8C9K3A8|A0A8C9K3A8_PANTA
OG0011420	sp|P54725|RD23A_HUMAN	tr|A0A8C9JTD7|A0A8C9JTD7_PANTA
OG0011421	sp|P98172|EFNB1_HUMAN	tr|A0A8C9M202|A0A8C9M202_PANTA
OG0011422	sp|Q0VDE8|ADIG_HUMAN	tr|A0A8C9KV63|A0A8C9KV63_PANTA
OG0011423	sp|Q12772|SRBP2_HUMAN	tr|A0A8C9J7M0|A0A8C9J7M0_PANTA
OG0011424	sp|Q15154|PCM1_HUMAN	tr|A0A8C9M6P6|A0A8C9M6P6_PANTA
OG0011425	sp|Q17RC7|EX3L4_HUMAN	tr|A0A8C9KSQ9|A0A8C9KSQ9_PANTA
OG0011426	sp|Q2KHR3|QSER1_HUMAN	tr|A0A8C9JJE9|A0A8C9JJE9_PANTA
OG0011427	sp|Q66K79|CBPZ_HUMAN	tr|A0A8C9K4W1|A0A8C9K4W1_PANTA
OG0011428	sp|Q6P9B9|INT5_HUMAN	tr|A0A8C9KFH7|A0A8C9KFH7_PANTA
OG0011429	sp|Q6PD74|AAGAB_HUMAN	tr|A0A8C9K7T9|A0A8C9K7T9_PANTA
OG0011430	sp|Q7L513|FCRLA_HUMAN	tr|A0A8C9KK74|A0A8C9KK74_PANTA
OG0011431	sp|Q7Z6L1|TCPR1_HUMAN	tr|A0A8C9JIU2|A0A8C9JIU2_PANTA
OG0011432	sp|Q86UP6|CUZD1_HUMAN	tr|A0A8C9J5N5|A0A8C9J5N5_PANTA
OG0011433	sp|Q8NB90|SPAT5_HUMAN	tr|A0A8C9JIY8|A0A8C9JIY8_PANTA
OG0011434	sp|Q8NEM2|SHCBP_HUMAN	tr|A0A8C9JZW2|A0A8C9JZW2_PANTA
OG0011435	sp|Q8TD19|NEK9_HUMAN	tr|A0A8C9M8X9|A0A8C9M8X9_PANTA
OG0011436	sp|Q8TDY2|RBCC1_HUMAN	tr|A0A8C9JTN4|A0A8C9JTN4_PANTA
OG0011437	sp|Q92544|TM9S4_HUMAN	tr|A0A8C9JA09|A0A8C9JA09_PANTA
OG0011438	sp|Q92615|LAR4B_HUMAN	tr|A0A8C9JKI9|A0A8C9JKI9_PANTA
OG0011439	sp|Q96B49|TOM6_HUMAN	tr|A0A8C9M8E1|A0A8C9M8E1_PANTA
OG0011440	sp|Q96BY9|SARAF_HUMAN	tr|A0A8C9L118|A0A8C9L118_PANTA
OG0011441	sp|Q96CN5|LRC45_HUMAN	tr|A0A8C9KEY8|A0A8C9KEY8_PANTA
OG0011442	sp|Q96CW1|AP2M1_HUMAN	tr|A0A8C9JW30|A0A8C9JW30_PANTA
OG0011443	sp|Q96FM1|PGAP3_HUMAN	tr|A0A8C9KGI9|A0A8C9KGI9_PANTA
OG0011444	sp|Q96K58|ZN668_HUMAN	tr|A0A8C9M6U4|A0A8C9M6U4_PANTA
OG0011445	sp|Q96RU7|TRIB3_HUMAN	tr|A0A8C9JRI1|A0A8C9JRI1_PANTA
OG0011446	sp|Q99884|SC6A7_HUMAN	tr|A0A8C9JYD8|A0A8C9JYD8_PANTA
OG0011447	sp|Q9BQA5|HINFP_HUMAN	tr|A0A8C9K664|A0A8C9K664_PANTA
OG0011448	sp|Q9H0C2|ADT4_HUMAN	tr|A0A8C9K376|A0A8C9K376_PANTA
OG0011449	sp|Q9H3E2|SNX25_HUMAN	tr|A0A8C9J8W6|A0A8C9J8W6_PANTA
OG0011450	sp|Q9HAV7|GRPE1_HUMAN	tr|A0A8C9J6T7|A0A8C9J6T7_PANTA
OG0011451	sp|Q9NP64|ZCC17_HUMAN	tr|A0A8C9JTP4|A0A8C9JTP4_PANTA
OG0011452	sp|Q9NRA8|4ET_HUMAN	tr|A0A8C9JGG5|A0A8C9JGG5_PANTA
OG0011453	sp|Q9NVX7|KBTB4_HUMAN	tr|A0A8C9JCG3|A0A8C9JCG3_PANTA
OG0011454	sp|Q9Y5R8|TPPC1_HUMAN	tr|A0A8C9KIF0|A0A8C9KIF0_PANTA
OG0011455	sp|A5PLN7|F149A_HUMAN	tr|A0A8C9KJ59|A0A8C9KJ59_PANTA
OG0011456	sp|A8MYZ5|IQCF6_HUMAN	tr|A0A8C9J9Z9|A0A8C9J9Z9_PANTA
OG0011457	sp|H3BNL1|CC084_HUMAN	tr|A0A8C9KAL8|A0A8C9KAL8_PANTA
OG0011458	sp|O00311|CDC7_HUMAN	tr|A0A8C9JFR7|A0A8C9JFR7_PANTA
OG0011459	sp|O00422|SAP18_HUMAN	tr|A0A8C9KUF1|A0A8C9KUF1_PANTA
OG0011460	sp|O14979|HNRDL_HUMAN	tr|A0A8C9KLZ2|A0A8C9KLZ2_PANTA
OG0011461	sp|O43491|E41L2_HUMAN	tr|A0A8C9KQI5|A0A8C9KQI5_PANTA
OG0011462	sp|O76075|DFFB_HUMAN	tr|A0A8C9KBE1|A0A8C9KBE1_PANTA
OG0011463	sp|O95264|5HT3B_HUMAN	tr|A0A8C9KFM5|A0A8C9KFM5_PANTA
OG0011464	sp|P07197|NFM_HUMAN	tr|A0A8C9K377|A0A8C9K377_PANTA
OG0011465	sp|P10746|HEM4_HUMAN	tr|A0A8C9JHX0|A0A8C9JHX0_PANTA
OG0011466	sp|P19634|SL9A1_HUMAN	tr|A0A8C9K7E6|A0A8C9K7E6_PANTA
OG0011467	sp|P40200|TACT_HUMAN	tr|A0A8C9JY54|A0A8C9JY54_PANTA
OG0011468	sp|P46094|XCR1_HUMAN	tr|A0A8C9J827|A0A8C9J827_PANTA
OG0011469	sp|P47710|CASA1_HUMAN	tr|A0A8C9JL56|A0A8C9JL56_PANTA
OG0011470	sp|P48307|TFPI2_HUMAN	tr|A0A8C9JJI3|A0A8C9JJI3_PANTA
OG0011471	sp|P49406|RM19_HUMAN	tr|A0A8C9JWD1|A0A8C9JWD1_PANTA
OG0011472	sp|P49789|FHIT_HUMAN	tr|A0A8C9M2S1|A0A8C9M2S1_PANTA
OG0011473	sp|P55265|DSRAD_HUMAN	tr|A0A8C9KSF2|A0A8C9KSF2_PANTA
OG0011474	sp|P55899|FCGRN_HUMAN	tr|A0A8C9JHL2|A0A8C9JHL2_PANTA
OG0011475	sp|P57060|RWD2B_HUMAN	tr|A0A8C9JK78|A0A8C9JK78_PANTA
OG0011476	sp|P62166|NCS1_HUMAN	tr|A0A8C9K9M1|A0A8C9K9M1_PANTA
OG0011477	sp|P78380|OLR1_HUMAN	tr|A0A8C9JXH5|A0A8C9JXH5_PANTA
OG0011478	sp|Q13155|AIMP2_HUMAN	tr|A0A8C9KEG6|A0A8C9KEG6_PANTA
OG0011479	sp|Q13477|MADCA_HUMAN	tr|A0A8C9M6L3|A0A8C9M6L3_PANTA
OG0011480	sp|Q13797|ITA9_HUMAN	tr|A0A8C9KFV3|A0A8C9KFV3_PANTA
OG0011481	sp|Q15735|PI5PA_HUMAN	tr|A0A8C9L0E6|A0A8C9L0E6_PANTA
OG0011482	sp|Q16864|VATF_HUMAN	tr|A0A8C9K5P9|A0A8C9K5P9_PANTA
OG0011483	sp|Q3SXM5|HSDL1_HUMAN	tr|A0A8C9JLE0|A0A8C9JLE0_PANTA
OG0011484	sp|Q6AI08|HEAT6_HUMAN	tr|A0A8C9KH55|A0A8C9KH55_PANTA
OG0011485	sp|Q6P1K1|HRG1_HUMAN	tr|A0A8C9JR16|A0A8C9JR16_PANTA
OG0011486	sp|Q6UXI7|VITRN_HUMAN	tr|A0A8C9MA03|A0A8C9MA03_PANTA
OG0011487	sp|Q7L5D6|GET4_HUMAN	tr|A0A8C9KI99|A0A8C9KI99_PANTA
OG0011488	sp|Q86SE9|PCGF5_HUMAN	tr|A0A8C9K1V4|A0A8C9K1V4_PANTA
OG0011489	sp|Q86Y78|LYPD6_HUMAN	tr|A0A8C9JJB2|A0A8C9JJB2_PANTA
OG0011490	sp|Q8IWT6|LRC8A_HUMAN	tr|A0A8C9K9E1|A0A8C9K9E1_PANTA
OG0011491	sp|Q8N163|CCAR2_HUMAN	tr|A0A8C9KI04|A0A8C9KI04_PANTA
OG0011492	sp|Q8N394|TMTC2_HUMAN	tr|A0A8C9J2G8|A0A8C9J2G8_PANTA
OG0011493	sp|Q8N5I3|KCNRG_HUMAN	tr|A0A8C9KA21|A0A8C9KA21_PANTA
OG0011494	sp|Q8NCT1|ARRD4_HUMAN	tr|A0A8C9J447|A0A8C9J447_PANTA
OG0011495	sp|Q8NE79|POPD1_HUMAN	tr|A0A8C9JIC3|A0A8C9JIC3_PANTA
OG0011496	sp|Q92565|RPGF5_HUMAN	tr|A0A8C9MBZ9|A0A8C9MBZ9_PANTA
OG0011497	sp|Q93038|TNR25_HUMAN	tr|A0A8C9K2K7|A0A8C9K2K7_PANTA
OG0011498	sp|Q969S3|ZN622_HUMAN	tr|A0A8C9JQ79|A0A8C9JQ79_PANTA
OG0011499	sp|Q96BP3|PPWD1_HUMAN	tr|A0A8C9K8N0|A0A8C9K8N0_PANTA
OG0011500	sp|Q99983|OMD_HUMAN	tr|A0A8C9KDT0|A0A8C9KDT0_PANTA
OG0011501	sp|Q9BRS2|RIOK1_HUMAN	tr|A0A8C9MC17|A0A8C9MC17_PANTA
OG0011502	sp|Q9BY44|EIF2A_HUMAN	tr|A0A8C9K7P0|A0A8C9K7P0_PANTA
OG0011503	sp|Q9H0T7|RAB17_HUMAN	tr|A0A8C9M829|A0A8C9M829_PANTA
OG0011504	sp|Q9NR56|MBNL1_HUMAN	tr|A0A8C9KP79|A0A8C9KP79_PANTA
OG0011505	sp|Q9P0S9|TM14C_HUMAN	tr|A0A8C9KAK9|A0A8C9KAK9_PANTA
OG0011506	sp|Q9P266|JCAD_HUMAN	tr|A0A8C9JRG3|A0A8C9JRG3_PANTA
OG0011507	sp|Q9P272|TRM9B_HUMAN	tr|A0A8C9J915|A0A8C9J915_PANTA
OG0011508	sp|Q9P2A4|ABI3_HUMAN	tr|A0A8C9JPP6|A0A8C9JPP6_PANTA
OG0011509	sp|Q9P2S5|WRP73_HUMAN	tr|A0A8C9M774|A0A8C9M774_PANTA
OG0011510	sp|Q9UEU0|VTI1B_HUMAN	tr|A0A8C9KTK7|A0A8C9KTK7_PANTA
OG0011511	sp|Q9UGN5|PARP2_HUMAN	tr|A0A8C9JIC6|A0A8C9JIC6_PANTA
OG0011512	sp|Q9ULK4|MED23_HUMAN	tr|A0A8C9JZT7|A0A8C9JZT7_PANTA
OG0011513	sp|Q9Y5Q8|TF3C5_HUMAN	tr|A0A8C9M2A5|A0A8C9M2A5_PANTA
OG0011514	sp|Q9Y624|JAM1_HUMAN	tr|A0A8C9KKR5|A0A8C9KKR5_PANTA
OG0011515	sp|A0A1B0GUX0|VAFNB_HUMAN	tr|A0A8C9K3X1|A0A8C9K3X1_PANTA
OG0011516	sp|A6NFN9|ANKUB_HUMAN	tr|A0A8C9M5B2|A0A8C9M5B2_PANTA
OG0011517	sp|O14965|AURKA_HUMAN	tr|A0A8C9K1G7|A0A8C9K1G7_PANTA
OG0011518	sp|O43396|TXNL1_HUMAN	tr|A0A8C9K8M0|A0A8C9K8M0_PANTA
OG0011519	sp|O60290|ZN862_HUMAN	tr|A0A8C9JEV2|A0A8C9JEV2_PANTA
OG0011520	sp|O75521|ECI2_HUMAN	tr|A0A8C9JFW1|A0A8C9JFW1_PANTA
OG0011521	sp|O94880|PHF14_HUMAN	tr|A0A8C9K5E3|A0A8C9K5E3_PANTA
OG0011522	sp|O94972|TRI37_HUMAN	tr|A0A8C9K234|A0A8C9K234_PANTA
OG0011523	sp|P06280|AGAL_HUMAN	tr|A0A8C9KK33|A0A8C9KK33_PANTA
OG0011524	sp|P24557|THAS_HUMAN	tr|A0A8C9KCU7|A0A8C9KCU7_PANTA
OG0011525	sp|P26006|ITA3_HUMAN	tr|A0A8C9KWP3|A0A8C9KWP3_PANTA
OG0011526	sp|P35250|RFC2_HUMAN	tr|A0A8C9KN63|A0A8C9KN63_PANTA
OG0011527	sp|P36406|TRI23_HUMAN	tr|A0A8C9JXA0|A0A8C9JXA0_PANTA
OG0011528	sp|P40763|STAT3_HUMAN	tr|A0A8C9M480|A0A8C9M480_PANTA
OG0011529	sp|P41279|M3K8_HUMAN	tr|A0A8C9JLH7|A0A8C9JLH7_PANTA
OG0011530	sp|P54098|DPOG1_HUMAN	tr|A0A8C9K1T7|A0A8C9K1T7_PANTA
OG0011531	sp|P54829|PTN5_HUMAN	tr|A0A8C9MDS7|A0A8C9MDS7_PANTA
OG0011532	sp|Q13740|CD166_HUMAN	tr|A0A8C9KKC2|A0A8C9KKC2_PANTA
OG0011533	sp|Q14147|DHX34_HUMAN	tr|A0A8C9KF01|A0A8C9KF01_PANTA
OG0011534	sp|Q15181|IPYR_HUMAN	tr|A0A8C9KEI0|A0A8C9KEI0_PANTA
OG0011535	sp|Q16585|SGCB_HUMAN	tr|A0A8C9J866|A0A8C9J866_PANTA
OG0011537	sp|Q49A88|CCD14_HUMAN	tr|A0A8C9KLK5|A0A8C9KLK5_PANTA
OG0011538	sp|Q5GFL6|VWA2_HUMAN	tr|A0A8C9K9J9|A0A8C9K9J9_PANTA
OG0011539	sp|Q5M8T2|S35D3_HUMAN	tr|A0A8C9JK51|A0A8C9JK51_PANTA
OG0011540	sp|Q69YI7|NAIF1_HUMAN	tr|A0A8C9JBL6|A0A8C9JBL6_PANTA
OG0011541	sp|Q6ZUM4|RHG27_HUMAN	tr|A0A8C9J7M5|A0A8C9J7M5_PANTA
OG0011542	sp|Q6ZV73|FGD6_HUMAN	tr|A0A8C9KB51|A0A8C9KB51_PANTA
OG0011543	sp|Q7Z444|RASE_HUMAN	tr|A0A8C9J5B0|A0A8C9J5B0_PANTA
OG0011544	sp|Q86UT5|NHRF4_HUMAN	tr|A0A8C9K309|A0A8C9K309_PANTA
OG0011545	sp|Q86WT6|TRI69_HUMAN	tr|A0A8C9KKU8|A0A8C9KKU8_PANTA
OG0011546	sp|Q86YR7|MF2L2_HUMAN	tr|A0A8C9MBU6|A0A8C9MBU6_PANTA
OG0011547	sp|Q86YS7|C2CD5_HUMAN	tr|A0A8C9J494|A0A8C9J494_PANTA
OG0011548	sp|Q8N1A0|KT222_HUMAN	tr|A0A8C9KW35|A0A8C9KW35_PANTA
OG0011549	sp|Q8N309|LRC43_HUMAN	tr|A0A8C9KFE6|A0A8C9KFE6_PANTA
OG0011550	sp|Q8N5R6|CCD33_HUMAN	tr|A0A8C9K146|A0A8C9K146_PANTA
OG0011551	sp|Q8N6S5|AR6P6_HUMAN	tr|A0A8C9JSY4|A0A8C9JSY4_PANTA
OG0011552	sp|Q8TAT6|NPL4_HUMAN	tr|A0A8C9M5W2|A0A8C9M5W2_PANTA
OG0011553	sp|Q8TC44|POC1B_HUMAN	tr|A0A8C9KEV3|A0A8C9KEV3_PANTA
OG0011554	sp|Q8WZ64|ARAP2_HUMAN	tr|A0A8C9KVG4|A0A8C9KVG4_PANTA
OG0011555	sp|Q969G5|CAVN3_HUMAN	tr|A0A8C9KBZ1|A0A8C9KBZ1_PANTA
OG0011556	sp|Q96EZ8|MCRS1_HUMAN	tr|A0A8C9M592|A0A8C9M592_PANTA
OG0011557	sp|Q96J42|TXD15_HUMAN	tr|A0A8C9JU40|A0A8C9JU40_PANTA
OG0011558	sp|Q96KM6|Z512B_HUMAN	tr|A0A8C9JZA1|A0A8C9JZA1_PANTA
OG0011559	sp|Q96LK0|CEP19_HUMAN	tr|A0A8C9JGS8|A0A8C9JGS8_PANTA
OG0011560	sp|Q96NI8|ZN570_HUMAN	tr|A0A8C9JHD8|A0A8C9JHD8_PANTA
OG0011561	sp|Q96T37|RBM15_HUMAN	tr|A0A8C9M554|A0A8C9M554_PANTA
OG0011562	sp|Q99504|EYA3_HUMAN	tr|A0A8C9JT40|A0A8C9JT40_PANTA
OG0011563	sp|Q99959|PKP2_HUMAN	tr|A0A8C9KU30|A0A8C9KU30_PANTA
OG0011564	sp|Q9BSK2|S2533_HUMAN	tr|A0A8C9KLE7|A0A8C9KLE7_PANTA
OG0011565	sp|Q9GZK7|O11A1_HUMAN	tr|A0A8C9JE26|A0A8C9JE26_PANTA
OG0011566	sp|Q9H089|LSG1_HUMAN	tr|A0A8C9JMT8|A0A8C9JMT8_PANTA
OG0011567	sp|Q9NP78|ABCB9_HUMAN	tr|A0A8C9M4P2|A0A8C9M4P2_PANTA
OG0011568	sp|Q9NS85|CAH10_HUMAN	tr|A0A8C9K6C7|A0A8C9K6C7_PANTA
OG0011569	sp|Q9P2K3|RCOR3_HUMAN	tr|A0A8C9KSY5|A0A8C9KSY5_PANTA
OG0011570	sp|Q9UJA5|TRM6_HUMAN	tr|A0A8C9JKE5|A0A8C9JKE5_PANTA
OG0011571	sp|Q9UJU6|DBNL_HUMAN	tr|A0A8C9KPI3|A0A8C9KPI3_PANTA
OG0011572	sp|Q9Y2Q3|GSTK1_HUMAN	tr|A0A8C9JC32|A0A8C9JC32_PANTA
OG0011573	sp|Q9Y484|WIPI4_HUMAN	tr|A0A8C9JUU9|A0A8C9JUU9_PANTA
OG0011574	sp|A6NGA9|TM202_HUMAN	tr|A0A8C9JE17|A0A8C9JE17_PANTA
OG0011575	sp|A6PVY3|F177B_HUMAN	tr|A0A8C9KHK1|A0A8C9KHK1_PANTA
OG0011576	sp|H3BTG2|TEX46_HUMAN	tr|A0A8C9KPM4|A0A8C9KPM4_PANTA
OG0011577	sp|O43242|PSMD3_HUMAN	tr|A0A8C9M901|A0A8C9M901_PANTA
OG0011578	sp|O43316|PAX4_HUMAN	tr|A0A8C9K9H9|A0A8C9K9H9_PANTA
OG0011579	sp|O43657|TSN6_HUMAN	tr|A0A8C9JRF2|A0A8C9JRF2_PANTA
OG0011580	sp|O94989|ARHGF_HUMAN	tr|A0A8C9M4W2|A0A8C9M4W2_PANTA
OG0011581	sp|P00709|LALBA_HUMAN	tr|A0A8C9K8Q4|A0A8C9K8Q4_PANTA
OG0011582	sp|P06727|APOA4_HUMAN	tr|A0A8C9JFF9|A0A8C9JFF9_PANTA
OG0011583	sp|P08910|ABHD2_HUMAN	tr|A0A8C9KL49|A0A8C9KL49_PANTA
OG0011584	sp|P12544|GRAA_HUMAN	tr|A0A8C9JIS2|A0A8C9JIS2_PANTA
OG0011585	sp|P19338|NUCL_HUMAN	tr|A0A8C9JLZ7|A0A8C9JLZ7_PANTA
OG0011586	sp|P46952|3HAO_HUMAN	tr|A0A8C9K0Z6|A0A8C9K0Z6_PANTA
