Orthogroup	Homo_sapiens	Mustela_putorius_furo
OG0013579	sp|Q8N0W7|FMR1N_HUMAN	tr|M3YJ83|M3YJ83_MUSPF
OG0013580	sp|Q8N5Z0|AADAT_HUMAN	tr|M3XVN9|M3XVN9_MUSPF
OG0013581	sp|Q8NEY3|SPAT4_HUMAN	tr|A0A8U0NBW2|A0A8U0NBW2_MUSPF
OG0013582	sp|Q96I23|PREY_HUMAN	tr|A0A8U0S593|A0A8U0S593_MUSPF
OG0013583	sp|Q96K49|TM87B_HUMAN	tr|M3YDQ5|M3YDQ5_MUSPF
OG0013584	sp|Q96KJ4|MSLNL_HUMAN	tr|A0A8U0TDN3|A0A8U0TDN3_MUSPF
OG0013585	sp|Q96LL3|FIMP_HUMAN	tr|A0A8U0NAC9|A0A8U0NAC9_MUSPF
OG0013586	sp|Q96M02|CJ090_HUMAN	tr|A0A8U0SV49|A0A8U0SV49_MUSPF
OG0013587	sp|Q96P16|RPR1A_HUMAN	tr|M3XPX3|M3XPX3_MUSPF
OG0013588	sp|Q99584|S10AD_HUMAN	tr|M3YAB6|M3YAB6_MUSPF
OG0013589	sp|Q99708|CTIP_HUMAN	tr|A0A8U0TBR6|A0A8U0TBR6_MUSPF
OG0013590	sp|Q9BQG1|SYT3_HUMAN	tr|A0A8U0RYM8|A0A8U0RYM8_MUSPF
OG0013591	sp|Q9BU20|CPLN2_HUMAN	tr|A0A8U0SQD1|A0A8U0SQD1_MUSPF
OG0013592	sp|Q9BW62|KATL1_HUMAN	tr|M3XZS4|M3XZS4_MUSPF
OG0013593	sp|Q9BZF1|OSBL8_HUMAN	tr|M3Z1A0|M3Z1A0_MUSPF
OG0013594	sp|Q9H040|SPRTN_HUMAN	tr|M3Y2B5|M3Y2B5_MUSPF
OG0013595	sp|Q9H0P0|5NT3A_HUMAN	tr|A0A8U0SZX3|A0A8U0SZX3_MUSPF
OG0013596	sp|Q9H5Y7|SLIK6_HUMAN	tr|M3Z4Z4|M3Z4Z4_MUSPF
OG0013597	sp|Q9H6L2|TM231_HUMAN	tr|A0A8U0MTN7|A0A8U0MTN7_MUSPF
OG0013598	sp|Q9H8M2|BRD9_HUMAN	tr|A0A8U0VAL7|A0A8U0VAL7_MUSPF
OG0013599	sp|Q9HAH7|FBRS_HUMAN	tr|A0A8U0UVM6|A0A8U0UVM6_MUSPF
OG0013600	sp|Q9HCN3|PGAP6_HUMAN	tr|A0A8U0RRC1|A0A8U0RRC1_MUSPF
OG0013601	sp|Q9HD20|AT131_HUMAN	tr|A0A8U0MZL3|A0A8U0MZL3_MUSPF
OG0013602	sp|Q9NWB6|ARGL1_HUMAN	tr|A0A8U0S6A9|A0A8U0S6A9_MUSPF
OG0013603	sp|Q9NWQ9|CN119_HUMAN	tr|A0A8U0MU20|A0A8U0MU20_MUSPF
OG0013604	sp|Q9UH92|MLX_HUMAN	tr|A0A8U0S565|A0A8U0S565_MUSPF
OG0013605	sp|Q9UPX0|TUTLB_HUMAN	tr|A0A8U0N2H8|A0A8U0N2H8_MUSPF
OG0013606	sp|Q9Y2D9|ZN652_HUMAN	tr|M3YVA6|M3YVA6_MUSPF
OG0013607	sp|Q9Y2L1|RRP44_HUMAN	tr|M3YFS1|M3YFS1_MUSPF
OG0013608	sp|Q9Y653|AGRG1_HUMAN	tr|M3XZK1|M3XZK1_MUSPF
OG0013609	sp|Q9Y6Q3|ZFP37_HUMAN	tr|A0A8U0S716|A0A8U0S716_MUSPF
OG0013610	sp|O15018|PDZD2_HUMAN	tr|A0A8U0S2N5|A0A8U0S2N5_MUSPF
OG0013611	sp|O15247|CLIC2_HUMAN	tr|A0A8U0RJU4|A0A8U0RJU4_MUSPF
OG0013612	sp|O43680|TCF21_HUMAN	tr|M3YTM9|M3YTM9_MUSPF
OG0013613	sp|O75165|DJC13_HUMAN	tr|M3YF16|M3YF16_MUSPF
OG0013614	sp|O75886|STAM2_HUMAN	tr|A0A8U0REC2|A0A8U0REC2_MUSPF
OG0013615	sp|O75952|CABYR_HUMAN	tr|A0A8U0NMW7|A0A8U0NMW7_MUSPF
OG0013616	sp|O95201|ZN205_HUMAN	tr|A0A8U0NRF5|A0A8U0NRF5_MUSPF
OG0013617	sp|P0DUH7|HRURF_HUMAN	tr|A0A8U0URG8|A0A8U0URG8_MUSPF
OG0013618	sp|P11473|VDR_HUMAN	tr|M3XMW6|M3XMW6_MUSPF
OG0013619	sp|P25791|RBTN2_HUMAN	tr|A0A8U0RCI9|A0A8U0RCI9_MUSPF
OG0013620	sp|P31152|MK04_HUMAN	tr|M3YBN6|M3YBN6_MUSPF
OG0013621	sp|P38435|VKGC_HUMAN	tr|M3YC99|M3YC99_MUSPF
OG0013622	sp|P40259|CD79B_HUMAN	tr|M3YTM1|M3YTM1_MUSPF
OG0013623	sp|P48449|LSS_HUMAN	tr|A0A8U0SC45|A0A8U0SC45_MUSPF
OG0013624	sp|P50222|MEOX2_HUMAN	tr|M3YRG6|M3YRG6_MUSPF
OG0013625	sp|P51674|GPM6A_HUMAN	tr|M3YKU5|M3YKU5_MUSPF
OG0013626	sp|P56385|ATP5I_HUMAN	tr|A0A8U0RRM4|A0A8U0RRM4_MUSPF
OG0013627	sp|P59646|FXYD4_HUMAN	tr|M3Z0R4|M3Z0R4_MUSPF
OG0013628	sp|P78344|IF4G2_HUMAN	tr|A0A8U0UNB7|A0A8U0UNB7_MUSPF
OG0013629	sp|Q00994|BEX3_HUMAN	tr|A0A8U0RJ85|A0A8U0RJ85_MUSPF
OG0013630	sp|Q03692|COAA1_HUMAN	tr|M3YFZ7|M3YFZ7_MUSPF
OG0013631	sp|Q06418|TYRO3_HUMAN	tr|A0A8U0REG7|A0A8U0REG7_MUSPF
OG0013632	sp|Q12999|TSN31_HUMAN	tr|A0A8U0NIQ8|A0A8U0NIQ8_MUSPF
OG0013633	sp|Q15005|SPCS2_HUMAN	tr|M3YCX8|M3YCX8_MUSPF
OG0013634	sp|Q1RMZ1|SAMTR_HUMAN	tr|M3Y8I2|M3Y8I2_MUSPF
OG0013635	sp|Q56UN5|M3K19_HUMAN	tr|A0A8U0NAV7|A0A8U0NAV7_MUSPF
OG0013636	sp|Q5M7Z0|RNFT1_HUMAN	tr|A0A8U0MM67|A0A8U0MM67_MUSPF
OG0013637	sp|Q5TEA6|SE1L2_HUMAN	tr|A0A8U0NU54|A0A8U0NU54_MUSPF
OG0013638	sp|Q6P2C0|WDR93_HUMAN	tr|A0A8U0N1Q1|A0A8U0N1Q1_MUSPF
OG0013639	sp|Q6PF18|MORN3_HUMAN	tr|M3XSM7|M3XSM7_MUSPF
OG0013640	sp|Q6PIV7|S2534_HUMAN	tr|M3YY13|M3YY13_MUSPF
OG0013641	sp|Q6UX04|CWC27_HUMAN	tr|M3YTM3|M3YTM3_MUSPF
OG0013642	sp|Q6ZTQ3|RASF6_HUMAN	tr|M3YCW4|M3YCW4_MUSPF
OG0013643	sp|Q76NI1|KNDC1_HUMAN	tr|A0A8U0URT5|A0A8U0URT5_MUSPF
OG0013644	sp|Q86V81|THOC4_HUMAN	tr|A0A8U0SFB1|A0A8U0SFB1_MUSPF
OG0013645	sp|Q86XK7|VSIG1_HUMAN	tr|A0A8U0UQZ8|A0A8U0UQZ8_MUSPF
OG0013646	sp|Q8IV77|CNGA4_HUMAN	tr|M3Y342|M3Y342_MUSPF
OG0013647	sp|Q8N9N7|LRC57_HUMAN	tr|M3YEN0|M3YEN0_MUSPF
OG0013648	sp|Q8TAX9|GSDMB_HUMAN	tr|A0A8U0RK06|A0A8U0RK06_MUSPF
OG0013649	sp|Q8TB03|CX038_HUMAN	tr|G9L508|G9L508_MUSPF
OG0013650	sp|Q8TEA8|DTD1_HUMAN	tr|M3XQ78|M3XQ78_MUSPF
OG0013651	sp|Q92753|RORB_HUMAN	tr|M3YBV6|M3YBV6_MUSPF
OG0013652	sp|Q96A32|MYL11_HUMAN	tr|M3YLR9|M3YLR9_MUSPF
OG0013653	sp|Q96GA3|LTV1_HUMAN	tr|M3Z2X5|M3Z2X5_MUSPF
OG0013654	sp|Q96I51|RCC1L_HUMAN	tr|A0A8U0UWH1|A0A8U0UWH1_MUSPF
OG0013655	sp|Q96IQ9|ZN414_HUMAN	tr|A0A8U0N851|A0A8U0N851_MUSPF
OG0013656	sp|Q96L93|KI16B_HUMAN	tr|M3XQR2|M3XQR2_MUSPF
OG0013657	sp|Q9BQ65|USB1_HUMAN	tr|A0A8U0SRT9|A0A8U0SRT9_MUSPF
OG0013658	sp|Q9BQM9|CT144_HUMAN	tr|A0A8U0MLN9|A0A8U0MLN9_MUSPF
OG0013659	sp|Q9BS16|CENPK_HUMAN	tr|M3YTK4|M3YTK4_MUSPF
OG0013660	sp|Q9BVN2|RUSC1_HUMAN	tr|A0A8U0SHF2|A0A8U0SHF2_MUSPF
OG0013661	sp|Q9BYB0|SHAN3_HUMAN	tr|A0A8U0V867|A0A8U0V867_MUSPF
OG0013662	sp|Q9BZG2|PPAT_HUMAN	tr|M3XR93|M3XR93_MUSPF
OG0013663	sp|Q9H0W8|SMG9_HUMAN	tr|A0A8U0NZL8|A0A8U0NZL8_MUSPF
OG0013664	sp|Q9H221|ABCG8_HUMAN	tr|A0A8U0SVZ1|A0A8U0SVZ1_MUSPF
OG0013665	sp|Q9H4G4|GAPR1_HUMAN	tr|A0A8U0ST57|A0A8U0ST57_MUSPF
OG0013666	sp|Q9H6S1|AZI2_HUMAN	tr|A0A8U0SLA8|A0A8U0SLA8_MUSPF
OG0013667	sp|Q9NW15|ANO10_HUMAN	tr|M3YNG4|M3YNG4_MUSPF
OG0013668	sp|Q9NZB8|MOCS1_HUMAN	tr|A0A8U0UT18|A0A8U0UT18_MUSPF
OG0013669	sp|Q9UNI1|CELA1_HUMAN	tr|A0A8U0T5C8|A0A8U0T5C8_MUSPF
OG0013670	sp|Q9Y271|CLTR1_HUMAN	tr|M3Z6U7|M3Z6U7_MUSPF
OG0013671	sp|Q9Y2H0|DLGP4_HUMAN	tr|A0A8U0MLG8|A0A8U0MLG8_MUSPF
OG0013672	sp|A6NML5|TM212_HUMAN	tr|M3Z0D6|M3Z0D6_MUSPF
OG0013673	sp|O00155|GPR25_HUMAN	tr|A0A8U0MW31|A0A8U0MW31_MUSPF
OG0013674	sp|O00231|PSD11_HUMAN	tr|A0A8U0SSW6|A0A8U0SSW6_MUSPF
OG0013675	sp|O00264|PGRC1_HUMAN	tr|A0A8U0RJ42|A0A8U0RJ42_MUSPF
OG0013676	sp|O00303|EIF3F_HUMAN	tr|A0A8U0UMJ9|A0A8U0UMJ9_MUSPF
OG0013677	sp|O15209|ZBT22_HUMAN	tr|A0A8U0RUS8|A0A8U0RUS8_MUSPF
OG0013678	sp|O43246|CTR4_HUMAN	tr|M3XX50|M3XX50_MUSPF
OG0013679	sp|O75718|CRTAP_HUMAN	tr|M1ELC2|M1ELC2_MUSPF
OG0013680	sp|O75943|RAD17_HUMAN	tr|A0A8U0UXM5|A0A8U0UXM5_MUSPF
OG0013681	sp|O75976|CBPD_HUMAN	tr|A0A8U0SSW4|A0A8U0SSW4_MUSPF
OG0013682	sp|O95208|EPN2_HUMAN	tr|A0A8U0V5K4|A0A8U0V5K4_MUSPF
OG0013683	sp|O95425|SVIL_HUMAN	tr|A0A8U0T609|A0A8U0T609_MUSPF
OG0013684	sp|P09172|DOPO_HUMAN	tr|A0A8U0SY18|A0A8U0SY18_MUSPF
OG0013685	sp|P09601|HMOX1_HUMAN	tr|A0A8U0SBJ5|A0A8U0SBJ5_MUSPF
OG0013686	sp|P14621|ACYP2_HUMAN	tr|M3YH12|M3YH12_MUSPF
OG0013687	sp|P15498|VAV_HUMAN	tr|M3Y6R1|M3Y6R1_MUSPF
OG0013688	sp|P20936|RASA1_HUMAN	tr|M3Y9D0|M3Y9D0_MUSPF
OG0013689	sp|P23510|TNFL4_HUMAN	tr|M3YW29|M3YW29_MUSPF
OG0013690	sp|P28072|PSB6_HUMAN	tr|M3YHE3|M3YHE3_MUSPF
OG0013691	sp|P29460|IL12B_HUMAN	tr|A0A8U0MDC4|A0A8U0MDC4_MUSPF
OG0013692	sp|P36404|ARL2_HUMAN	tr|M3YM18|M3YM18_MUSPF
OG0013693	sp|P52823|STC1_HUMAN	tr|M3XWB8|M3XWB8_MUSPF
OG0013694	sp|P54727|RD23B_HUMAN	tr|A0A8U0S6W3|A0A8U0S6W3_MUSPF
OG0013695	sp|P61457|PHS_HUMAN	tr|M3XYK6|M3XYK6_MUSPF
OG0013696	sp|Q07812|BAX_HUMAN	tr|M3XW26|M3XW26_MUSPF
OG0013697	sp|Q13439|GOGA4_HUMAN	tr|A0A8U0SMS2|A0A8U0SMS2_MUSPF
OG0013698	sp|Q13635|PTC1_HUMAN	tr|A0A8U0NEM0|A0A8U0NEM0_MUSPF
OG0013699	sp|Q14BN4|SLMAP_HUMAN	tr|A0A8U0TCZ4|A0A8U0TCZ4_MUSPF
OG0013700	sp|Q32M78|ZN699_HUMAN	tr|M3YST9|M3YST9_MUSPF
OG0013701	sp|Q32MQ0|ZN750_HUMAN	tr|A0A8U0MN70|A0A8U0MN70_MUSPF
OG0013702	sp|Q53GI3|ZN394_HUMAN	tr|M3YYJ0|M3YYJ0_MUSPF
OG0013703	sp|Q5JW98|CAHM4_HUMAN	tr|M3YS10|M3YS10_MUSPF
OG0013704	sp|Q5PRF9|SMAG2_HUMAN	tr|M3Z206|M3Z206_MUSPF
OG0013705	sp|Q5T197|DCST1_HUMAN	tr|A0A8U0SH81|A0A8U0SH81_MUSPF
OG0013706	sp|Q5TCX8|M3K21_HUMAN	tr|A0A8U0V9Z2|A0A8U0V9Z2_MUSPF
OG0013707	sp|Q5VV42|CDKAL_HUMAN	tr|A0A8U0TET9|A0A8U0TET9_MUSPF
OG0013708	sp|Q5W0B1|OBI1_HUMAN	tr|A0A8U0MTP6|A0A8U0MTP6_MUSPF
OG0013709	sp|Q6DKI7|PVRIG_HUMAN	tr|A0A8U0SZG9|A0A8U0SZG9_MUSPF
OG0013710	sp|Q6ICG6|K0930_HUMAN	tr|A0A8U0T3V3|A0A8U0T3V3_MUSPF
OG0013711	sp|Q6L8Q7|PDE12_HUMAN	tr|M3YZK4|M3YZK4_MUSPF
OG0013712	sp|Q6NSJ5|LRC8E_HUMAN	tr|M3Y9F8|M3Y9F8_MUSPF
OG0013713	sp|Q6UB98|ANR12_HUMAN	tr|A0A8U0MHZ0|A0A8U0MHZ0_MUSPF
OG0013714	sp|Q7LBR1|CHM1B_HUMAN	tr|A0A8U0MHQ1|A0A8U0MHQ1_MUSPF
OG0013715	sp|Q8IZJ6|TDH_HUMAN	tr|M3XRS0|M3XRS0_MUSPF
OG0013716	sp|Q8N5M1|ATPF2_HUMAN	tr|M3XLS7|M3XLS7_MUSPF
OG0013717	sp|Q8N884|CGAS_HUMAN	tr|M3XZ01|M3XZ01_MUSPF
OG0013718	sp|Q8N8E2|ZN513_HUMAN	tr|M3YEF5|M3YEF5_MUSPF
OG0013719	sp|Q8NBV8|SYT8_HUMAN	tr|M3Y3Y1|M3Y3Y1_MUSPF
OG0013720	sp|Q8NHE4|VA0E2_HUMAN	tr|M3Y7E3|M3Y7E3_MUSPF
OG0013721	sp|Q8TAD2|IL17D_HUMAN	tr|A0A8U0RST9|A0A8U0RST9_MUSPF
OG0013722	sp|Q8TAM6|ERMIN_HUMAN	tr|M3XN01|M3XN01_MUSPF
OG0013723	sp|Q8WUJ1|NEUFC_HUMAN	tr|A0A8U0MZL0|A0A8U0MZL0_MUSPF
OG0013724	sp|Q92628|K0232_HUMAN	tr|A0A8U0UWJ0|A0A8U0UWJ0_MUSPF
OG0013725	sp|Q96FG2|ELMD3_HUMAN	tr|A0A8U0V0B0|A0A8U0V0B0_MUSPF
OG0013726	sp|Q96GX2|A7L3B_HUMAN	tr|A0A8U0MRU8|A0A8U0MRU8_MUSPF
OG0013727	sp|Q96LR9|APLD1_HUMAN	tr|A0A8U0MV95|A0A8U0MV95_MUSPF
OG0013728	sp|Q96M95|CCD42_HUMAN	tr|A0A8U0MYU0|A0A8U0MYU0_MUSPF
OG0013729	sp|Q96N76|HUTU_HUMAN	tr|A0A8U0SNZ3|A0A8U0SNZ3_MUSPF
OG0013730	sp|Q9GZQ4|NMUR2_HUMAN	tr|M3YQC3|M3YQC3_MUSPF
OG0013731	sp|Q9H098|F107B_HUMAN	tr|M3XPC8|M3XPC8_MUSPF
OG0013732	sp|Q9H7T0|CTSRB_HUMAN	tr|A0A8U0RPU0|A0A8U0RPU0_MUSPF
OG0013733	sp|Q9HCJ2|LRC4C_HUMAN	tr|M3Z412|M3Z412_MUSPF
OG0013734	sp|Q9HD89|RETN_HUMAN	tr|G9KKT8|G9KKT8_MUSPF
OG0013735	sp|Q9NQ36|SCUB2_HUMAN	tr|A0A8U0REG8|A0A8U0REG8_MUSPF
OG0013736	sp|Q9NRG1|PRDC1_HUMAN	tr|M3YL34|M3YL34_MUSPF
OG0013737	sp|Q9NSD4|ZN275_HUMAN	tr|M3Z764|M3Z764_MUSPF
OG0013738	sp|Q9NTW7|ZF64B_HUMAN	tr|A0A8U0SSV4|A0A8U0SSV4_MUSPF
OG0013739	sp|Q9UBQ7|GRHPR_HUMAN	tr|A0A8U0TCX9|A0A8U0TCX9_MUSPF
OG0013740	sp|Q9UIJ7|KAD3_HUMAN	tr|M3Y0W5|M3Y0W5_MUSPF
OG0013741	sp|Q9Y2P5|S27A5_HUMAN	tr|M3YA66|M3YA66_MUSPF
OG0013742	sp|Q9Y3D3|RT16_HUMAN	tr|A0A8U0T2U3|A0A8U0T2U3_MUSPF
OG0013743	sp|Q9Y493|ZAN_HUMAN	tr|A0A8U0UYF9|A0A8U0UYF9_MUSPF
OG0013744	sp|Q9Y676|RT18B_HUMAN	tr|M3YJY8|M3YJY8_MUSPF
OG0013745	sp|O60269|GRIN2_HUMAN	tr|M3Z725|M3Z725_MUSPF
OG0013746	sp|O60669|MOT2_HUMAN	tr|M3XSL0|M3XSL0_MUSPF
OG0013747	sp|O60763|USO1_HUMAN	tr|A0A8U0V347|A0A8U0V347_MUSPF
OG0013748	sp|P04179|SODM_HUMAN	tr|M3Y105|M3Y105_MUSPF
OG0013749	sp|P04424|ARLY_HUMAN	tr|A0A8U0UWF2|A0A8U0UWF2_MUSPF
OG0013750	sp|P19484|TFEB_HUMAN	tr|M3YQ82|M3YQ82_MUSPF
OG0013751	sp|P21810|PGS1_HUMAN	tr|M3YXK8|M3YXK8_MUSPF
OG0013752	sp|P22492|H1T_HUMAN	tr|M3Z4I6|M3Z4I6_MUSPF
OG0013753	sp|P41180|CASR_HUMAN	tr|M3Y0A8|M3Y0A8_MUSPF
OG0013754	sp|P46100|ATRX_HUMAN	tr|A0A8U0T6E6|A0A8U0T6E6_MUSPF
OG0013755	sp|P49023|PAXI_HUMAN	tr|A0A8U0RRI0|A0A8U0RRI0_MUSPF
OG0013756	sp|P49279|NRAM1_HUMAN	tr|G9KP23|G9KP23_MUSPF
OG0013757	sp|P49639|HXA1_HUMAN	tr|M3Y023|M3Y023_MUSPF
OG0013758	sp|P49715|CEBPA_HUMAN	tr|A0A8U0RVX2|A0A8U0RVX2_MUSPF
OG0013759	sp|P50542|PEX5_HUMAN	tr|M3YZ91|M3YZ91_MUSPF
OG0013760	sp|P51164|ATP4B_HUMAN	tr|M3YDK2|M3YDK2_MUSPF
OG0013761	sp|P54760|EPHB4_HUMAN	tr|M3YWL4|M3YWL4_MUSPF
OG0013762	sp|P62699|YPEL5_HUMAN	tr|G9KYD5|G9KYD5_MUSPF
OG0013763	sp|P78562|PHEX_HUMAN	tr|M3XM18|M3XM18_MUSPF
OG0013764	sp|P79522|PRR3_HUMAN	tr|A0A8U0NH69|A0A8U0NH69_MUSPF
OG0013765	sp|Q04446|GLGB_HUMAN	tr|M3YU37|M3YU37_MUSPF
OG0013766	sp|Q13021|MALL_HUMAN	tr|M3YCZ3|M3YCZ3_MUSPF
OG0013767	sp|Q13683|ITA7_HUMAN	tr|A0A8U0RME3|A0A8U0RME3_MUSPF
OG0013768	sp|Q14242|SELPL_HUMAN	tr|M3Z3Y6|M3Z3Y6_MUSPF
OG0013769	sp|Q14353|GAMT_HUMAN	tr|A0A8U0NKZ2|A0A8U0NKZ2_MUSPF
OG0013770	sp|Q14773|ICAM4_HUMAN	tr|A0A8U0MNE0|A0A8U0MNE0_MUSPF
OG0013771	sp|Q4G0X4|KCD21_HUMAN	tr|M3Z7Y9|M3Z7Y9_MUSPF
OG0013772	sp|Q53EQ6|TIGD5_HUMAN	tr|A0A8U0NFE1|A0A8U0NFE1_MUSPF
OG0013773	sp|Q5SRR4|LY65C_HUMAN	tr|A0A8U0T7Y1|A0A8U0T7Y1_MUSPF
OG0013774	sp|Q5T4F7|SFRP5_HUMAN	tr|A0A8U0SU31|A0A8U0SU31_MUSPF
OG0013775	sp|Q5T5M9|CCNJ_HUMAN	tr|M3Z073|M3Z073_MUSPF
OG0013776	sp|Q63HN8|RN213_HUMAN	tr|A0A8U0SF01|A0A8U0SF01_MUSPF
OG0013777	sp|Q6ICL7|S35E4_HUMAN	tr|A0A8U0TGQ8|A0A8U0TGQ8_MUSPF
OG0013778	sp|Q6NSI4|RADX_HUMAN	tr|A0A8U0P0M5|A0A8U0P0M5_MUSPF
OG0013779	sp|Q6NZY4|ZCHC8_HUMAN	tr|A0A8U0SW27|A0A8U0SW27_MUSPF
OG0013780	sp|Q6UX52|IL40_HUMAN	tr|A0A8U0V6L0|A0A8U0V6L0_MUSPF
OG0013781	sp|Q7Z4N8|P4HA3_HUMAN	tr|A0A8U0RMN0|A0A8U0RMN0_MUSPF
OG0013782	sp|Q7Z591|AKNA_HUMAN	tr|A0A8U0UWZ6|A0A8U0UWZ6_MUSPF
OG0013783	sp|Q7Z7C8|TAF8_HUMAN	tr|A0A8U0SPS2|A0A8U0SPS2_MUSPF
OG0013784	sp|Q86VS3|IQCH_HUMAN	tr|M3XMI7|M3XMI7_MUSPF
OG0013785	sp|Q8N0X4|CLYBL_HUMAN	tr|A0A8U0NQT6|A0A8U0NQT6_MUSPF
OG0013786	sp|Q8N157|AHI1_HUMAN	tr|A0A8U0NZ23|A0A8U0NZ23_MUSPF
OG0013787	sp|Q8N3R9|PALS1_HUMAN	tr|M3Y6I5|M3Y6I5_MUSPF
OG0013788	sp|Q8NBF2|NHLC2_HUMAN	tr|M3XSE0|M3XSE0_MUSPF
OG0013789	sp|Q8NEM0|MCPH1_HUMAN	tr|A0A8U0T196|A0A8U0T196_MUSPF
OG0013790	sp|Q8WWY8|LIPH_HUMAN	tr|M3XVD9|M3XVD9_MUSPF
OG0013791	sp|Q96CV9|OPTN_HUMAN	tr|A0A8U0RID5|A0A8U0RID5_MUSPF
OG0013792	sp|Q96CW9|NTNG2_HUMAN	tr|A0A8U0S8W4|A0A8U0S8W4_MUSPF
OG0013793	sp|Q96E17|RAB3C_HUMAN	tr|M3Y7P6|M3Y7P6_MUSPF
OG0013794	sp|Q96JM7|LMBL3_HUMAN	tr|M3YT68|M3YT68_MUSPF
OG0013795	sp|Q96LQ0|PPR36_HUMAN	tr|A0A8U0UTZ7|A0A8U0UTZ7_MUSPF
OG0013796	sp|Q96MB7|HARB1_HUMAN	tr|M3Y2E7|M3Y2E7_MUSPF
OG0013797	sp|Q96N21|AP4AT_HUMAN	tr|A0A8U0SFC4|A0A8U0SFC4_MUSPF
OG0013798	sp|Q96QS3|ARX_HUMAN	tr|A0A8U0VA03|A0A8U0VA03_MUSPF
OG0013799	sp|Q9BYN8|RT26_HUMAN	tr|M3YC89|M3YC89_MUSPF
OG0013800	sp|Q9C0D9|EPT1_HUMAN	tr|A0A8U0NFT9|A0A8U0NFT9_MUSPF
OG0013801	sp|Q9H0K4|RSH6A_HUMAN	tr|M3Y2E1|M3Y2E1_MUSPF
OG0013802	sp|Q9H252|KCNH6_HUMAN	tr|A0A8U0NRC2|A0A8U0NRC2_MUSPF
OG0013803	sp|Q9H4S2|GSX1_HUMAN	tr|A0A8U0T4P2|A0A8U0T4P2_MUSPF
OG0013804	sp|Q9H4Y5|GSTO2_HUMAN	tr|A0A8U0MP82|A0A8U0MP82_MUSPF
OG0013805	sp|Q9H6U6|BCAS3_HUMAN	tr|A0A8U0MN29|A0A8U0MN29_MUSPF
OG0013806	sp|Q9HAW4|CLSPN_HUMAN	tr|M3YTW0|M3YTW0_MUSPF
OG0013807	sp|Q9HCE9|ANO8_HUMAN	tr|A0A8U0SZ25|A0A8U0SZ25_MUSPF
OG0013808	sp|Q9NSE4|SYIM_HUMAN	tr|A0A8U0SV20|A0A8U0SV20_MUSPF
OG0013809	sp|Q9NYA1|SPHK1_HUMAN	tr|A0A8U0MNU5|A0A8U0MNU5_MUSPF
OG0013810	sp|Q9P0T7|TMEM9_HUMAN	tr|A0A8U0NWG0|A0A8U0NWG0_MUSPF
OG0013811	sp|Q9P2H5|UBP35_HUMAN	tr|M3Y9F1|M3Y9F1_MUSPF
OG0013812	sp|Q9UI43|MRM2_HUMAN	tr|A0A8U0T5Z8|A0A8U0T5Z8_MUSPF
OG0013813	sp|Q9Y6I7|WSB1_HUMAN	tr|M3YSK4|M3YSK4_MUSPF
OG0013814	sp|A0A1B0GUV1|CQ114_HUMAN	tr|A0A8U0V670|A0A8U0V670_MUSPF
OG0013815	sp|A0PK11|CLRN2_HUMAN	tr|A0A8U0T4T7|A0A8U0T4T7_MUSPF
OG0013816	sp|A6NJW4|LRR3C_HUMAN	tr|A0A8U0N3F4|A0A8U0N3F4_MUSPF
OG0013817	sp|A9Z1Z3|FR1L4_HUMAN	tr|A0A8U0SSS9|A0A8U0SSS9_MUSPF
OG0013818	sp|C9JR72|KBTBD_HUMAN	tr|M3Z6V4|M3Z6V4_MUSPF
OG0013819	sp|F5H4B4|F227A_HUMAN	tr|A0A8U0NQK2|A0A8U0NQK2_MUSPF
OG0013820	sp|O00339|MATN2_HUMAN	tr|A0A8U0RZU1|A0A8U0RZU1_MUSPF
OG0013821	sp|O60315|ZEB2_HUMAN	tr|M3XWZ1|M3XWZ1_MUSPF
OG0013822	sp|O94827|PKHG5_HUMAN	tr|A0A8U0R818|A0A8U0R818_MUSPF
OG0013823	sp|P08034|CXB1_HUMAN	tr|M3Z459|M3Z459_MUSPF
OG0013824	sp|P08172|ACM2_HUMAN	tr|A0A8U0MGY4|A0A8U0MGY4_MUSPF
OG0013825	sp|P08590|MYL3_HUMAN	tr|M3YUM7|M3YUM7_MUSPF
OG0013826	sp|P16144|ITB4_HUMAN	tr|A0A8U0SFP0|A0A8U0SFP0_MUSPF
OG0013827	sp|P18089|ADA2B_HUMAN	tr|M3Z4L1|M3Z4L1_MUSPF
OG0013828	sp|P22830|HEMH_HUMAN	tr|A0A8U0SSA7|A0A8U0SSA7_MUSPF
OG0013829	sp|P27037|AVR2A_HUMAN	tr|A0A8U0RDS2|A0A8U0RDS2_MUSPF
OG0013830	sp|P42898|MTHR_HUMAN	tr|A0A8U0SQF5|A0A8U0SQF5_MUSPF
OG0013831	sp|P50876|R144A_HUMAN	tr|A0A8U0MKU6|A0A8U0MKU6_MUSPF
OG0013832	sp|P57088|TMM33_HUMAN	tr|A0A8U0T037|A0A8U0T037_MUSPF
OG0013833	sp|P62263|RS14_HUMAN	tr|M3Z606|M3Z606_MUSPF
OG0013834	sp|P62987|RL40_HUMAN	tr|M3YVQ6|M3YVQ6_MUSPF
OG0013835	sp|Q06547|GABP1_HUMAN	tr|A0A8U0MUW7|A0A8U0MUW7_MUSPF
OG0013836	sp|Q12913|PTPRJ_HUMAN	tr|A0A8U0SZN9|A0A8U0SZN9_MUSPF
OG0013837	sp|Q13217|DNJC3_HUMAN	tr|M3YK30|M3YK30_MUSPF
