Orthogroup	Homo_sapiens	Myotis_brandtii
OG0009493	sp|Q1A5X6|IQCJ_HUMAN	tr|S7MQ57|S7MQ57_MYOBR
OG0009494	sp|Q2VPB7|AP5B1_HUMAN	tr|S7PF08|S7PF08_MYOBR
OG0009495	sp|Q5BJD5|TM41B_HUMAN	tr|S7N6D0|S7N6D0_MYOBR
OG0009496	sp|Q5HYK7|SH319_HUMAN	tr|S7PR60|S7PR60_MYOBR
OG0009497	sp|Q5JVS0|HABP4_HUMAN	tr|S7PNH9|S7PNH9_MYOBR
OG0009498	sp|Q5TEZ5|CF163_HUMAN	tr|S7MEE1|S7MEE1_MYOBR
OG0009499	sp|Q6P087|RUSD3_HUMAN	tr|S7PHG4|S7PHG4_MYOBR
OG0009500	sp|Q7L014|DDX46_HUMAN	tr|S7MSP2|S7MSP2_MYOBR
OG0009501	sp|Q86XA0|MET23_HUMAN	tr|S7NQJ7|S7NQJ7_MYOBR
OG0009502	sp|Q8IXJ6|SIR2_HUMAN	tr|S7NSN4|S7NSN4_MYOBR
OG0009503	sp|Q8IYB3|SRRM1_HUMAN	tr|S7N7Z8|S7N7Z8_MYOBR
OG0009504	sp|Q8NFD2|ANKK1_HUMAN	tr|S7P2U0|S7P2U0_MYOBR
OG0009505	sp|Q8TAL6|FIBIN_HUMAN	tr|S7N4T0|S7N4T0_MYOBR
OG0009506	sp|Q8WUU8|TM174_HUMAN	tr|S7NY64|S7NY64_MYOBR
OG0009507	sp|Q8WWZ1|IL1FA_HUMAN	tr|S7P733|S7P733_MYOBR
OG0009508	sp|Q969H8|MYDGF_HUMAN	tr|S7MGQ4|S7MGQ4_MYOBR
OG0009509	sp|Q96B02|UBE2W_HUMAN	tr|S7PIT7|S7PIT7_MYOBR
OG0009510	sp|Q96H55|MYO19_HUMAN	tr|S7P5M9|S7P5M9_MYOBR
OG0009511	sp|Q96MN9|ZN488_HUMAN	tr|S7MJT8|S7MJT8_MYOBR
OG0009512	sp|Q99583|MNT_HUMAN	tr|S7MH74|S7MH74_MYOBR
OG0009513	sp|Q9BPW5|RSLBB_HUMAN	tr|S7NBS7|S7NBS7_MYOBR
OG0009514	sp|Q9BSJ8|ESYT1_HUMAN	tr|S7NAA4|S7NAA4_MYOBR
OG0009515	sp|Q9H4F1|SIA7D_HUMAN	tr|S7NKS9|S7NKS9_MYOBR
OG0009516	sp|Q9H7L9|SDS3_HUMAN	tr|S7MPL2|S7MPL2_MYOBR
OG0009517	sp|Q9H7T9|AUNIP_HUMAN	tr|S7PXI7|S7PXI7_MYOBR
OG0009518	sp|Q9NP85|PODO_HUMAN	tr|S7NIT1|S7NIT1_MYOBR
OG0009519	sp|Q9NQS1|AVEN_HUMAN	tr|S7NSB9|S7NSB9_MYOBR
OG0009520	sp|Q9P2D6|F135A_HUMAN	tr|S7PYR1|S7PYR1_MYOBR
OG0009521	sp|Q9UBL3|ASH2L_HUMAN	tr|S7MEE0|S7MEE0_MYOBR
OG0009522	sp|Q9UIS9|MBD1_HUMAN	tr|S7MWF7|S7MWF7_MYOBR
OG0009523	sp|Q9Y450|HBS1L_HUMAN	tr|S7NZK8|S7NZK8_MYOBR
OG0009524	sp|Q9Y5R4|HEMK1_HUMAN	tr|S7NJ56|S7NJ56_MYOBR
OG0009525	sp|A1A5B4|ANO9_HUMAN	tr|S7MGC1|S7MGC1_MYOBR
OG0009526	sp|A6NKN8|PC4L1_HUMAN	tr|S7Q007|S7Q007_MYOBR
OG0009527	sp|A6NMD0|IFM10_HUMAN	tr|S7NT80|S7NT80_MYOBR
OG0009528	sp|O00167|EYA2_HUMAN	tr|S7MLX9|S7MLX9_MYOBR
OG0009529	sp|O14683|P5I11_HUMAN	tr|S7N1B4|S7N1B4_MYOBR
OG0009530	sp|O15204|ADEC1_HUMAN	tr|S7NQP2|S7NQP2_MYOBR
OG0009531	sp|O75072|FKTN_HUMAN	tr|S7MIB2|S7MIB2_MYOBR
OG0009532	sp|O75578|ITA10_HUMAN	tr|S7NQC1|S7NQC1_MYOBR
OG0009533	sp|P05111|INHA_HUMAN	tr|S7NM00|S7NM00_MYOBR
OG0009534	sp|P17022|ZNF18_HUMAN	tr|S7N876|S7N876_MYOBR
OG0009535	sp|P19447|ERCC3_HUMAN	tr|S7NFU6|S7NFU6_MYOBR
OG0009536	sp|P34995|PE2R1_HUMAN	tr|S7MSX7|S7MSX7_MYOBR
OG0009537	sp|P36402|TCF7_HUMAN	tr|S7MSN3|S7MSN3_MYOBR
OG0009538	sp|P48039|MTR1A_HUMAN	tr|S7NRH3|S7NRH3_MYOBR
OG0009539	sp|P83876|TXN4A_HUMAN	tr|S7ML92|S7ML92_MYOBR
OG0009540	sp|Q06787|FMR1_HUMAN	tr|S7N4L2|S7N4L2_MYOBR
OG0009541	sp|Q16082|HSPB2_HUMAN	tr|S7MF27|S7MF27_MYOBR
OG0009542	sp|Q496J9|SV2C_HUMAN	tr|S7MGW4|S7MGW4_MYOBR
OG0009543	sp|Q5VUA4|ZN318_HUMAN	tr|S7P2T9|S7P2T9_MYOBR
OG0009544	sp|Q6ICG8|WBP2L_HUMAN	tr|S7P279|S7P279_MYOBR
OG0009545	sp|Q6P2E9|EDC4_HUMAN	tr|S7N9T9|S7N9T9_MYOBR
OG0009546	sp|Q70CQ4|UBP31_HUMAN	tr|S7NJN4|S7NJN4_MYOBR
OG0009547	sp|Q7Z569|BRAP_HUMAN	tr|S7N9N6|S7N9N6_MYOBR
OG0009548	sp|Q7Z5W3|BN3D2_HUMAN	tr|S7PUK1|S7PUK1_MYOBR
OG0009549	sp|Q8IXY8|PPIL6_HUMAN	tr|S7NPG5|S7NPG5_MYOBR
OG0009550	sp|Q8IY42|CD019_HUMAN	tr|S7P133|S7P133_MYOBR
OG0009551	sp|Q8N5G2|MACOI_HUMAN	tr|S7N7Z3|S7N7Z3_MYOBR
OG0009552	sp|Q8N7C0|LRC52_HUMAN	tr|S7NH25|S7NH25_MYOBR
OG0009553	sp|Q8NA29|NLS1_HUMAN	tr|S7N033|S7N033_MYOBR
OG0009554	sp|Q8NBH2|KY_HUMAN	tr|S7MRN8|S7MRN8_MYOBR
OG0009555	sp|Q8NFR3|SPTSB_HUMAN	tr|S7PET5|S7PET5_MYOBR
OG0009556	sp|Q8TF68|ZN384_HUMAN	tr|S7N5H7|S7N5H7_MYOBR
OG0009557	sp|Q96FX8|PERP_HUMAN	tr|S7P673|S7P673_MYOBR
OG0009558	sp|Q9BRP0|OVOL2_HUMAN	tr|S7MKX6|S7MKX6_MYOBR
OG0009559	sp|Q9BWW9|APOL5_HUMAN	tr|S7QB53|S7QB53_MYOBR
OG0009560	sp|Q9HB96|FANCE_HUMAN	tr|S7Q8X2|S7Q8X2_MYOBR
OG0009561	sp|Q9NPG2|NGB_HUMAN	tr|S7MKD7|S7MKD7_MYOBR
OG0009562	sp|Q9NQ88|TIGAR_HUMAN	tr|S7PU67|S7PU67_MYOBR
OG0009563	sp|Q9NQC1|JADE2_HUMAN	tr|S7PH43|S7PH43_MYOBR
OG0009564	sp|Q9NVH1|DJC11_HUMAN	tr|S7N6F2|S7N6F2_MYOBR
OG0009565	sp|Q9P0N9|TBCD7_HUMAN	tr|S7NFN1|S7NFN1_MYOBR
OG0009566	sp|Q9UBC1|IKBL1_HUMAN	tr|S7MJV0|S7MJV0_MYOBR
OG0009567	sp|Q9UG63|ABCF2_HUMAN	tr|S7PZ87|S7PZ87_MYOBR
OG0009568	sp|Q9UNN4|TF2AY_HUMAN	tr|S7P9S6|S7P9S6_MYOBR
OG0009569	sp|Q9UQF2|JIP1_HUMAN	tr|S7N0N2|S7N0N2_MYOBR
OG0009570	sp|Q9Y4X0|AMMR1_HUMAN	tr|S7MRQ0|S7MRQ0_MYOBR
OG0009571	sp|Q9Y5B6|PAXB1_HUMAN	tr|S7MIP9|S7MIP9_MYOBR
OG0009572	sp|A0A1B0GWB2|PRT1B_HUMAN	tr|S7NJE8|S7NJE8_MYOBR
OG0009573	sp|E7EW31|PROB1_HUMAN	tr|S7NHP1|S7NHP1_MYOBR
OG0009574	sp|O75264|SIM24_HUMAN	tr|S7NZB7|S7NZB7_MYOBR
OG0009575	sp|O94830|DDHD2_HUMAN	tr|S7MEE5|S7MEE5_MYOBR
OG0009576	sp|O95793|STAU1_HUMAN	tr|S7PI31|S7PI31_MYOBR
OG0009577	sp|O95859|TSN12_HUMAN	tr|S7NR95|S7NR95_MYOBR
OG0009578	sp|P0C7T5|ATX1L_HUMAN	tr|S7NKH4|S7NKH4_MYOBR
OG0009579	sp|P11086|PNMT_HUMAN	tr|S7P4B9|S7P4B9_MYOBR
OG0009580	sp|P13591|NCAM1_HUMAN	tr|S7MCF2|S7MCF2_MYOBR
OG0009581	sp|P21964|COMT_HUMAN	tr|S7N8F7|S7N8F7_MYOBR
OG0009582	sp|P54852|EMP3_HUMAN	tr|S7NHC3|S7NHC3_MYOBR
OG0009583	sp|P56597|NDK5_HUMAN	tr|S7NHY0|S7NHY0_MYOBR
OG0009584	sp|Q0VDI3|TM267_HUMAN	tr|S7PIL2|S7PIL2_MYOBR
OG0009585	sp|Q14331|FRG1_HUMAN	tr|S7PEQ6|S7PEQ6_MYOBR
OG0009586	sp|Q14527|HLTF_HUMAN	tr|S7MP29|S7MP29_MYOBR
OG0009587	sp|Q53QV2|LBH_HUMAN	tr|S7NST2|S7NST2_MYOBR
OG0009588	sp|Q5C9Z4|NOM1_HUMAN	tr|S7P345|S7P345_MYOBR
OG0009589	sp|Q5SVQ8|ZBT41_HUMAN	tr|S7NRV4|S7NRV4_MYOBR
OG0009590	sp|Q5VWQ0|RSBN1_HUMAN	tr|S7MJW9|S7MJW9_MYOBR
OG0009591	sp|Q6NXT1|ANR54_HUMAN	tr|S7NLD8|S7NLD8_MYOBR
OG0009592	sp|Q71UI9|H2AV_HUMAN	tr|S7Q410|S7Q410_MYOBR
OG0009593	sp|Q8IV50|LYSM2_HUMAN	tr|S7MS75|S7MS75_MYOBR
OG0009594	sp|Q8IWE5|PKHM2_HUMAN	tr|S7NR94|S7NR94_MYOBR
OG0009595	sp|Q8IZ16|SACDR_HUMAN	tr|S7MJN0|S7MJN0_MYOBR
OG0009596	sp|Q8N5I9|NOPC1_HUMAN	tr|S7ML66|S7ML66_MYOBR
OG0009597	sp|Q8NB15|ZN511_HUMAN	tr|S7NF77|S7NF77_MYOBR
OG0009598	sp|Q8NBZ0|IN80E_HUMAN	tr|S7NJ80|S7NJ80_MYOBR
OG0009599	sp|Q8NCF5|NF2IP_HUMAN	tr|S7PPC2|S7PPC2_MYOBR
OG0009600	sp|Q8ND30|LIPB2_HUMAN	tr|S7N8I4|S7N8I4_MYOBR
OG0009601	sp|Q8WV92|MITD1_HUMAN	tr|S7PC01|S7PC01_MYOBR
OG0009602	sp|Q8WVY7|UBCP1_HUMAN	tr|S7PI87|S7PI87_MYOBR
OG0009603	sp|Q8WYL5|SSH1_HUMAN	tr|S7PNG5|S7PNG5_MYOBR
OG0009604	sp|Q969R5|LMBL2_HUMAN	tr|S7PJB7|S7PJB7_MYOBR
OG0009605	sp|Q96C34|RUND1_HUMAN	tr|S7PYG0|S7PYG0_MYOBR
OG0009606	sp|Q96F05|CK024_HUMAN	tr|S7P8R3|S7P8R3_MYOBR
OG0009607	sp|Q9H074|PAIP1_HUMAN	tr|S7MNH0|S7MNH0_MYOBR
OG0009608	sp|Q9H147|TDIF1_HUMAN	tr|S7MNT5|S7MNT5_MYOBR
OG0009609	sp|Q9H1R3|MYLK2_HUMAN	tr|S7NFX4|S7NFX4_MYOBR
OG0009610	sp|Q9NPF7|IL23A_HUMAN	tr|S7NAB8|S7NAB8_MYOBR
OG0009611	sp|Q9NVC6|MED17_HUMAN	tr|S7MIB4|S7MIB4_MYOBR
OG0009612	sp|Q9NWM8|FKB14_HUMAN	tr|S7MN13|S7MN13_MYOBR
OG0009613	sp|Q9UIF7|MUTYH_HUMAN	tr|S7NHZ7|S7NHZ7_MYOBR
OG0009614	sp|Q9Y4P3|TBL2_HUMAN	tr|S7Q158|S7Q158_MYOBR
OG0009615	sp|Q9Y597|KCTD3_HUMAN	tr|S7Q5U3|S7Q5U3_MYOBR
OG0009616	sp|Q9Y6I8|PXMP4_HUMAN	tr|S7NFU1|S7NFU1_MYOBR
OG0009617	sp|A4D126|ISPD_HUMAN	tr|S7N3A4|S7N3A4_MYOBR
OG0009618	sp|O15527|OGG1_HUMAN	tr|S7PHG9|S7PHG9_MYOBR
OG0009619	sp|O43167|ZBT24_HUMAN	tr|S7QC09|S7QC09_MYOBR
OG0009620	sp|O43592|XPOT_HUMAN	tr|S7N6L9|S7N6L9_MYOBR
OG0009621	sp|O75396|SC22B_HUMAN	tr|S7NE81|S7NE81_MYOBR
OG0009622	sp|P10747|CD28_HUMAN	tr|S7N921|S7N921_MYOBR
OG0009623	sp|P11686|PSPC_HUMAN	tr|S7P917|S7P917_MYOBR
OG0009624	sp|P13671|CO6_HUMAN	tr|S7NBL7|S7NBL7_MYOBR
OG0009625	sp|P14653|HXB1_HUMAN	tr|S7MNK3|S7MNK3_MYOBR
OG0009626	sp|P24593|IBP5_HUMAN	tr|S7QBH3|S7QBH3_MYOBR
OG0009627	sp|P31327|CPSM_HUMAN	tr|S7PVU7|S7PVU7_MYOBR
OG0009628	sp|P34969|5HT7R_HUMAN	tr|S7PYW1|S7PYW1_MYOBR
OG0009629	sp|P40121|CAPG_HUMAN	tr|S7NJZ2|S7NJZ2_MYOBR
OG0009630	sp|P48723|HSP13_HUMAN	tr|S7PDM6|S7PDM6_MYOBR
OG0009631	sp|P82970|HMGN5_HUMAN	tr|S7PU61|S7PU61_MYOBR
OG0009632	sp|Q03164|KMT2A_HUMAN	tr|S7MF06|S7MF06_MYOBR
OG0009633	sp|Q13519|PNOC_HUMAN	tr|S7N7I6|S7N7I6_MYOBR
OG0009634	sp|Q14154|DELE1_HUMAN	tr|S7NI42|S7NI42_MYOBR
OG0009636	sp|Q4ADV7|RIC1_HUMAN	tr|S7P3C8|S7P3C8_MYOBR
OG0009638	sp|Q6T310|RSLBA_HUMAN	tr|S7PSQ2|S7PSQ2_MYOBR
OG0009639	sp|Q7Z572|SPT21_HUMAN	tr|S7MFY8|S7MFY8_MYOBR
OG0009640	sp|Q86VS8|HOOK3_HUMAN	tr|S7P218|S7P218_MYOBR
OG0009641	sp|Q8IYK2|CC105_HUMAN	tr|S7PSY7|S7PSY7_MYOBR
OG0009642	sp|Q8N1S5|S39AB_HUMAN	tr|S7P474|S7P474_MYOBR
OG0009643	sp|Q8N8A6|DDX51_HUMAN	tr|S7N4U4|S7N4U4_MYOBR
OG0009644	sp|Q8NCL8|TM116_HUMAN	tr|S7NC23|S7NC23_MYOBR
OG0009645	sp|Q8NCR0|B3GL2_HUMAN	tr|S7Q8B3|S7Q8B3_MYOBR
OG0009646	sp|Q8NFU7|TET1_HUMAN	tr|S7PTL4|S7PTL4_MYOBR
OG0009647	sp|Q8TAQ9|SUN3_HUMAN	tr|S7NKV6|S7NKV6_MYOBR
OG0009648	sp|Q92482|AQP3_HUMAN	tr|S7P0V0|S7P0V0_MYOBR
OG0009649	sp|Q96C10|DHX58_HUMAN	tr|S7PRW4|S7PRW4_MYOBR
OG0009650	sp|Q96DT7|ZBT10_HUMAN	tr|S7NFB9|S7NFB9_MYOBR
OG0009651	sp|Q96K37|S35E1_HUMAN	tr|S7NVL7|S7NVL7_MYOBR
OG0009652	sp|Q96LB4|VATG3_HUMAN	tr|S7QE48|S7QE48_MYOBR
OG0009653	sp|Q99797|MIPEP_HUMAN	tr|S7NDQ9|S7NDQ9_MYOBR
OG0009654	sp|Q9BUP3|HTAI2_HUMAN	tr|S7N0Z7|S7N0Z7_MYOBR
OG0009655	sp|Q9BUY7|EFC11_HUMAN	tr|S7PQJ9|S7PQJ9_MYOBR
OG0009656	sp|Q9BYT3|STK33_HUMAN	tr|S7N5T3|S7N5T3_MYOBR
OG0009657	sp|Q9H000|MKRN2_HUMAN	tr|S7PHE2|S7PHE2_MYOBR
OG0009658	sp|Q9H3H1|MOD5_HUMAN	tr|S7PFK8|S7PFK8_MYOBR
OG0009659	sp|Q9NPI8|FANCF_HUMAN	tr|S7MYM6|S7MYM6_MYOBR
OG0009660	sp|Q9NRQ5|SMCO4_HUMAN	tr|S7MGY2|S7MGY2_MYOBR
OG0009661	sp|Q9NV64|TM39A_HUMAN	tr|S7PXX7|S7PXX7_MYOBR
OG0009662	sp|Q9UMZ3|PTPRQ_HUMAN	tr|S7Q6A6|S7Q6A6_MYOBR
OG0009663	sp|A6NGG8|PCARE_HUMAN	tr|S7PAN9|S7PAN9_MYOBR
OG0009664	sp|A6NMZ2|SNTAN_HUMAN	tr|S7PVY8|S7PVY8_MYOBR
OG0009665	sp|O60890|OPHN1_HUMAN	tr|S7NGC3|S7NGC3_MYOBR
OG0009666	sp|O95867|LY66C_HUMAN	tr|S7P7P9|S7P7P9_MYOBR
OG0009667	sp|P00736|C1R_HUMAN	tr|S7PN89|S7PN89_MYOBR
OG0009668	sp|P09326|CD48_HUMAN	tr|S7NXS7|S7NXS7_MYOBR
OG0009669	sp|P15086|CBPB1_HUMAN	tr|S7PDR4|S7PDR4_MYOBR
OG0009670	sp|P16284|PECA1_HUMAN	tr|S7P5S6|S7P5S6_MYOBR
OG0009671	sp|P28066|PSA5_HUMAN	tr|S7P1E5|S7P1E5_MYOBR
OG0009672	sp|P29074|PTN4_HUMAN	tr|S7NCD7|S7NCD7_MYOBR
OG0009673	sp|P43351|RAD52_HUMAN	tr|S7MT32|S7MT32_MYOBR
OG0009674	sp|P48167|GLRB_HUMAN	tr|S7MKW2|S7MKW2_MYOBR
OG0009675	sp|P49675|STAR_HUMAN	tr|S7MD18|S7MD18_MYOBR
OG0009676	sp|P52741|ZN134_HUMAN	tr|S7NL80|S7NL80_MYOBR
OG0009677	sp|P62829|RL23_HUMAN	tr|S7P4E3|S7P4E3_MYOBR
OG0009678	sp|P82932|RT06_HUMAN	tr|S7ML34|S7ML34_MYOBR
OG0009679	sp|Q01344|IL5RA_HUMAN	tr|S7Q915|S7Q915_MYOBR
OG0009680	sp|Q02535|ID3_HUMAN	tr|S7NAI8|S7NAI8_MYOBR
OG0009681	sp|Q14162|SREC_HUMAN	tr|S7MH86|S7MH86_MYOBR
OG0009682	sp|Q16401|PSMD5_HUMAN	tr|S7NEH8|S7NEH8_MYOBR
OG0009683	sp|Q2TB18|ASTE1_HUMAN	tr|S7MRQ8|S7MRQ8_MYOBR
OG0009684	sp|Q5VZ19|TDR10_HUMAN	tr|S7PDI9|S7PDI9_MYOBR
OG0009685	sp|Q6IAA8|LTOR1_HUMAN	tr|S7MV51|S7MV51_MYOBR
OG0009686	sp|Q6XUX3|DUSTY_HUMAN	tr|S7Q8C6|S7Q8C6_MYOBR
OG0009687	sp|Q70IA6|MOB2_HUMAN	tr|S7Q9F9|S7Q9F9_MYOBR
OG0009688	sp|Q86TG1|T150A_HUMAN	tr|S7Q376|S7Q376_MYOBR
OG0009689	sp|Q8IWT1|SCN4B_HUMAN	tr|S7MF08|S7MF08_MYOBR
OG0009690	sp|Q8IY67|RAVR1_HUMAN	tr|S7MIQ2|S7MIQ2_MYOBR
OG0009691	sp|Q8IYH5|ZZZ3_HUMAN	tr|S7N5B8|S7N5B8_MYOBR
OG0009692	sp|Q96EE4|CC126_HUMAN	tr|S7N628|S7N628_MYOBR
OG0009693	sp|Q96I24|FUBP3_HUMAN	tr|S7NRD7|S7NRD7_MYOBR
OG0009694	sp|Q96RU2|UBP28_HUMAN	tr|S7NVW9|S7NVW9_MYOBR
OG0009695	sp|Q96RY5|CRML_HUMAN	tr|S7PCJ7|S7PCJ7_MYOBR
OG0009696	sp|Q9BSE4|HERP2_HUMAN	tr|S7MZA7|S7MZA7_MYOBR
OG0009697	sp|Q9BXS4|TMM59_HUMAN	tr|S7NE27|S7NE27_MYOBR
OG0009698	sp|Q9H305|CDIP1_HUMAN	tr|S7N4E7|S7N4E7_MYOBR
OG0009699	sp|Q9NVA1|UQCC1_HUMAN	tr|S7NFC7|S7NFC7_MYOBR
OG0009700	sp|Q9P2F5|STOX2_HUMAN	tr|S7NMG2|S7NMG2_MYOBR
OG0009701	sp|Q9UMX5|NENF_HUMAN	tr|S7PAC3|S7PAC3_MYOBR
OG0009702	sp|O75419|CDC45_HUMAN	tr|S7N8F3|S7N8F3_MYOBR
OG0009703	sp|O75427|LRCH4_HUMAN	tr|S7PXI0|S7PXI0_MYOBR
OG0009704	sp|P00451|FA8_HUMAN	tr|S7QE59|S7QE59_MYOBR
OG0009705	sp|P09874|PARP1_HUMAN	tr|S7NG06|S7NG06_MYOBR
OG0009706	sp|P10515|ODP2_HUMAN	tr|S7NVY5|S7NVY5_MYOBR
OG0009707	sp|P18510|IL1RA_HUMAN	tr|S7P0Q9|S7P0Q9_MYOBR
OG0009708	sp|P22466|GALA_HUMAN	tr|S7MQN2|S7MQN2_MYOBR
OG0009709	sp|P24347|MMP11_HUMAN	tr|S7N8V7|S7N8V7_MYOBR
OG0009710	sp|P35251|RFC1_HUMAN	tr|S7NBH4|S7NBH4_MYOBR
OG0009711	sp|P51170|SCNNG_HUMAN	tr|S7NMJ8|S7NMJ8_MYOBR
OG0009712	sp|P56211|ARP19_HUMAN	tr|S7MPP4|S7MPP4_MYOBR
OG0009713	sp|Q13829|BACD2_HUMAN	tr|S7ND90|S7ND90_MYOBR
OG0009714	sp|Q15398|DLGP5_HUMAN	tr|S7NIB2|S7NIB2_MYOBR
OG0009715	sp|Q16611|BAK_HUMAN	tr|S7ND21|S7ND21_MYOBR
OG0009716	sp|Q4V328|GRAP1_HUMAN	tr|S7P8V9|S7P8V9_MYOBR
OG0009717	sp|Q53GQ0|DHB12_HUMAN	tr|S7PPZ1|S7PPZ1_MYOBR
OG0009718	sp|Q5XKR4|OTP_HUMAN	tr|S7NY86|S7NY86_MYOBR
OG0009719	sp|Q6P4I2|WDR73_HUMAN	tr|S7ND61|S7ND61_MYOBR
OG0009720	sp|Q6Q0C1|S2547_HUMAN	tr|S7PVG6|S7PVG6_MYOBR
OG0009721	sp|Q7L1S5|CHST9_HUMAN	tr|S7MCP2|S7MCP2_MYOBR
OG0009722	sp|Q86XI2|CNDG2_HUMAN	tr|S7PAA3|S7PAA3_MYOBR
OG0009723	sp|Q86Y26|NUTM1_HUMAN	tr|S7NQC9|S7NQC9_MYOBR
OG0009724	sp|Q8N5C7|DTWD1_HUMAN	tr|S7PEE6|S7PEE6_MYOBR
OG0009725	sp|Q8NGE3|O10P1_HUMAN	tr|S7NCQ7|S7NCQ7_MYOBR
OG0009726	sp|Q8NI35|INADL_HUMAN	tr|S7ND36|S7ND36_MYOBR
OG0009727	sp|Q8TBF8|FA81A_HUMAN	tr|S7MLZ7|S7MLZ7_MYOBR
OG0009728	sp|Q8WXG1|RSAD2_HUMAN	tr|S7PD99|S7PD99_MYOBR
OG0009729	sp|Q8WYN3|CSRN3_HUMAN	tr|S7MEZ9|S7MEZ9_MYOBR
OG0009730	sp|Q96FX2|DPH3_HUMAN	tr|S7P7J1|S7P7J1_MYOBR
OG0009731	sp|Q96GC6|ZN274_HUMAN	tr|S7MD13|S7MD13_MYOBR
OG0009732	sp|Q96HA8|NTAQ1_HUMAN	tr|S7NQN2|S7NQN2_MYOBR
OG0009733	sp|Q96HA9|PX11C_HUMAN	tr|S7MUA2|S7MUA2_MYOBR
OG0009734	sp|Q99732|LITAF_HUMAN	tr|S7PRL7|S7PRL7_MYOBR
OG0009735	sp|Q9BPU6|DPYL5_HUMAN	tr|S7N9X5|S7N9X5_MYOBR
OG0009736	sp|Q9BQG0|MBB1A_HUMAN	tr|S7N0L5|S7N0L5_MYOBR
OG0009737	sp|Q9C0B0|UNK_HUMAN	tr|S7NMX3|S7NMX3_MYOBR
OG0009738	sp|Q9NW75|GPTC2_HUMAN	tr|S7PYY4|S7PYY4_MYOBR
OG0009739	sp|Q9NZN8|CNOT2_HUMAN	tr|S7MW72|S7MW72_MYOBR
OG0009740	sp|Q9Y2K2|SIK3_HUMAN	tr|S7MF16|S7MF16_MYOBR
OG0009741	sp|Q9Y3B1|PLD3B_HUMAN	tr|S7NRI9|S7NRI9_MYOBR
OG0009742	sp|Q9Y4W2|LAS1L_HUMAN	tr|S7NA50|S7NA50_MYOBR
OG0009743	sp|Q9Y4X5|ARI1_HUMAN	tr|S7NKI1|S7NKI1_MYOBR
OG0009744	sp|Q9Y5X0|SNX10_HUMAN	tr|S7MND8|S7MND8_MYOBR
OG0009745	sp|A4D0V7|CPED1_HUMAN	tr|S7Q8N7|S7Q8N7_MYOBR
OG0009746	sp|A6NFE2|SMCO2_HUMAN	tr|S7N2K8|S7N2K8_MYOBR
OG0009747	sp|O14618|CCS_HUMAN	tr|S7PF42|S7PF42_MYOBR
OG0009748	sp|O15232|MATN3_HUMAN	tr|S7PQK6|S7PQK6_MYOBR
OG0009749	sp|O43772|MCAT_HUMAN	tr|S7MUV0|S7MUV0_MYOBR
OG0009750	sp|O60431|OR1I1_HUMAN	tr|S7N9R2|S7N9R2_MYOBR
OG0009751	sp|O60602|TLR5_HUMAN	tr|S7PCH6|S7PCH6_MYOBR
OG0009752	sp|P02753|RET4_HUMAN	tr|S7QCF1|S7QCF1_MYOBR
OG0009753	sp|P29317|EPHA2_HUMAN	tr|S7P5U9|S7P5U9_MYOBR
OG0009754	sp|P49447|CY561_HUMAN	tr|S7MGG4|S7MGG4_MYOBR
OG0009755	sp|P51116|FXR2_HUMAN	tr|S7NE69|S7NE69_MYOBR
OG0009756	sp|P61278|SMS_HUMAN	tr|S7NAB7|S7NAB7_MYOBR
OG0009757	sp|P98155|VLDLR_HUMAN	tr|S7PPP2|S7PPP2_MYOBR
OG0009758	sp|Q08174|PCDH1_HUMAN	tr|S7NKE8|S7NKE8_MYOBR
OG0009759	sp|Q12768|WASC5_HUMAN	tr|S7NAW7|S7NAW7_MYOBR
OG0009760	sp|Q12841|FSTL1_HUMAN	tr|S7NAQ7|S7NAQ7_MYOBR
OG0009761	sp|Q13103|SPP24_HUMAN	tr|S7PJX3|S7PJX3_MYOBR
OG0009762	sp|Q15596|NCOA2_HUMAN	tr|S7MWK4|S7MWK4_MYOBR
OG0009763	sp|Q3KRA6|CB076_HUMAN	tr|S7N9W5|S7N9W5_MYOBR
OG0009764	sp|Q5SSJ5|HP1B3_HUMAN	tr|S7P7E9|S7P7E9_MYOBR
OG0009765	sp|Q5VTB9|RN220_HUMAN	tr|S7MU69|S7MU69_MYOBR
OG0009766	sp|Q6PIF2|SYCE2_HUMAN	tr|S7Q8L5|S7Q8L5_MYOBR
OG0009767	sp|Q6UWY0|ARSK_HUMAN	tr|S7N4J1|S7N4J1_MYOBR
OG0009768	sp|Q7L5N1|CSN6_HUMAN	tr|S7MX03|S7MX03_MYOBR
OG0009769	sp|Q86Y13|DZIP3_HUMAN	tr|S7P2Y3|S7P2Y3_MYOBR
OG0009770	sp|Q8IZF4|AGRG5_HUMAN	tr|S7N5J9|S7N5J9_MYOBR
OG0009771	sp|Q8N9V7|TOPZ1_HUMAN	tr|S7NN40|S7NN40_MYOBR
OG0009772	sp|Q8NFZ0|FBH1_HUMAN	tr|S7N130|S7N130_MYOBR
OG0009773	sp|Q8NG68|TTL_HUMAN	tr|S7Q7P5|S7Q7P5_MYOBR
OG0009774	sp|Q8WVC6|DCAKD_HUMAN	tr|S7MPM0|S7MPM0_MYOBR
OG0009776	sp|Q96F46|I17RA_HUMAN	tr|S7MRG1|S7MRG1_MYOBR
OG0009777	sp|Q96M53|TBATA_HUMAN	tr|S7QAE6|S7QAE6_MYOBR
OG0009778	sp|Q9BSW7|SYT17_HUMAN	tr|S7N2S2|S7N2S2_MYOBR
