Orthogroup	Homo_sapiens	Mandrillus_leucophaeus
OG0011699	sp|Q5FVE4|ACBG2_HUMAN	tr|A0A2K5XMX9|A0A2K5XMX9_MANLE
OG0011700	sp|Q5TKA1|LIN9_HUMAN	tr|A0A2K5Y8D2|A0A2K5Y8D2_MANLE
OG0011701	sp|Q5VUJ9|DRC8_HUMAN	tr|A0A2K5YJW5|A0A2K5YJW5_MANLE
OG0011702	sp|Q5VXD3|SAM13_HUMAN	tr|A0A2K5Z5K1|A0A2K5Z5K1_MANLE
OG0011703	sp|Q5XKR9|F104B_HUMAN	tr|A0A2K5XGD8|A0A2K5XGD8_MANLE
OG0011704	sp|Q68CQ1|MROH7_HUMAN	tr|A0A2K5ZT08|A0A2K5ZT08_MANLE
OG0011705	sp|Q6IE81|JADE1_HUMAN	tr|A0A2K5YEA3|A0A2K5YEA3_MANLE
OG0011706	sp|Q6PII3|CC174_HUMAN	tr|A0A2K5Y2T2|A0A2K5Y2T2_MANLE
OG0011707	sp|Q6UWH6|TX261_HUMAN	tr|A0A2K5ZDZ7|A0A2K5ZDZ7_MANLE
OG0011708	sp|Q6ZU35|CRACD_HUMAN	tr|A0A2K5YUU4|A0A2K5YUU4_MANLE
OG0011709	sp|Q70EK8|UBP53_HUMAN	tr|A0A2K5Z5T3|A0A2K5Z5T3_MANLE
OG0011710	sp|Q7RTX1|TS1R1_HUMAN	tr|A0A2K5Y106|A0A2K5Y106_MANLE
OG0011711	sp|Q86T96|RN180_HUMAN	tr|A0A2K6ACJ3|A0A2K6ACJ3_MANLE
OG0011712	sp|Q86UW9|DTX2_HUMAN	tr|A0A2K5Z0X8|A0A2K5Z0X8_MANLE
OG0011713	sp|Q8IV38|ANKY2_HUMAN	tr|A0A2K5Y0C7|A0A2K5Y0C7_MANLE
OG0011714	sp|Q8IXB3|TARG1_HUMAN	tr|A0A2K6AEY0|A0A2K6AEY0_MANLE
OG0011715	sp|Q8IXH7|NELFD_HUMAN	tr|A0A2K5XI92|A0A2K5XI92_MANLE
OG0011716	sp|Q8IZU9|KIRR3_HUMAN	tr|A0A2K5ZZ22|A0A2K5ZZ22_MANLE
OG0011717	sp|Q8N957|ANKF1_HUMAN	tr|A0A2K5ZCE5|A0A2K5ZCE5_MANLE
OG0011718	sp|Q8NDQ6|ZN540_HUMAN	tr|A0A2K5Y902|A0A2K5Y902_MANLE
OG0011719	sp|Q8NFH8|REPS2_HUMAN	tr|A0A2K5Y839|A0A2K5Y839_MANLE
OG0011720	sp|Q8TD08|MK15_HUMAN	tr|A0A2K5ZPL9|A0A2K5ZPL9_MANLE
OG0011721	sp|Q92935|EXTL1_HUMAN	tr|A0A2K5YRW8|A0A2K5YRW8_MANLE
OG0011722	sp|Q96EN9|REX1B_HUMAN	tr|A0A2K6A169|A0A2K6A169_MANLE
OG0011723	sp|Q96KF2|PRAC1_HUMAN	tr|A0A2K5YRN7|A0A2K5YRN7_MANLE
OG0011724	sp|Q96KN7|RPGR1_HUMAN	tr|A0A2K5ZLP0|A0A2K5ZLP0_MANLE
OG0011725	sp|Q96L73|NSD1_HUMAN	tr|A0A2K5ZJQ0|A0A2K5ZJQ0_MANLE
OG0011726	sp|Q96P68|OXGR1_HUMAN	tr|A0A2K5XEJ3|A0A2K5XEJ3_MANLE
OG0011727	sp|Q96SI9|STRBP_HUMAN	tr|A0A2K6AG08|A0A2K6AG08_MANLE
OG0011728	sp|Q99456|K1C12_HUMAN	tr|A0A2K5Z723|A0A2K5Z723_MANLE
OG0011729	sp|Q9BV79|MECR_HUMAN	tr|A0A2K5XZP3|A0A2K5XZP3_MANLE
OG0011730	sp|Q9H503|BAFL_HUMAN	tr|A0A2K5Z8V5|A0A2K5Z8V5_MANLE
OG0011731	sp|Q9NRP4|SDHF3_HUMAN	tr|A0A2K5ZGI4|A0A2K5ZGI4_MANLE
OG0011732	sp|Q9UBE8|NLK_HUMAN	tr|A0A2K5XY76|A0A2K5XY76_MANLE
OG0011733	sp|Q9UI09|NDUAC_HUMAN	tr|A0A2K5ZXP4|A0A2K5ZXP4_MANLE
OG0011734	sp|Q9UNM6|PSD13_HUMAN	tr|A0A2K5XEJ0|A0A2K5XEJ0_MANLE
OG0011735	sp|Q9Y496|KIF3A_HUMAN	tr|A0A2K5YQT3|A0A2K5YQT3_MANLE
OG0011736	sp|Q9Y6F9|WNT6_HUMAN	tr|A0A2K5ZJB8|A0A2K5ZJB8_MANLE
OG0011737	sp|A1A519|F170A_HUMAN	tr|A0A2K5YWZ2|A0A2K5YWZ2_MANLE
OG0011738	sp|A6NLP5|TTC36_HUMAN	tr|A0A2K6AAM5|A0A2K6AAM5_MANLE
OG0011739	sp|A6NNE9|MARHB_HUMAN	tr|A0A2K6AL06|A0A2K6AL06_MANLE
OG0011740	sp|A7MBM2|DISP2_HUMAN	tr|A0A2K6AHX1|A0A2K6AHX1_MANLE
OG0011741	sp|H3BQW9|F229A_HUMAN	tr|A0A2K5YD33|A0A2K5YD33_MANLE
OG0011742	sp|O00206|TLR4_HUMAN	tr|A0A2K5YDF1|A0A2K5YDF1_MANLE
OG0011743	sp|O00408|PDE2A_HUMAN	tr|A0A2K6ABD1|A0A2K6ABD1_MANLE
OG0011744	sp|O00443|P3C2A_HUMAN	tr|A0A2K5ZTD5|A0A2K5ZTD5_MANLE
OG0011745	sp|O14662|STX16_HUMAN	tr|A0A2K5Y4R8|A0A2K5Y4R8_MANLE
OG0011746	sp|O14908|GIPC1_HUMAN	tr|A0A2K6ACI4|A0A2K6ACI4_MANLE
OG0011747	sp|O15121|DEGS1_HUMAN	tr|A0A2K5YEG5|A0A2K5YEG5_MANLE
OG0011748	sp|O75618|DEDD_HUMAN	tr|A0A2K5XTI3|A0A2K5XTI3_MANLE
OG0011749	sp|O94823|AT10B_HUMAN	tr|A0A2K6AJM1|A0A2K6AJM1_MANLE
OG0011750	sp|P07093|GDN_HUMAN	tr|A0A2K5YHL9|A0A2K5YHL9_MANLE
OG0011751	sp|P0C7M6|IQCF3_HUMAN	tr|A0A2K5Z414|A0A2K5Z414_MANLE
OG0011752	sp|P15509|CSF2R_HUMAN	tr|A0A2K5Z1L2|A0A2K5Z1L2_MANLE
OG0011753	sp|P20809|IL11_HUMAN	tr|A0A2K6A399|A0A2K6A399_MANLE
OG0011754	sp|P21549|AGT1_HUMAN	tr|A0A2K5Z128|A0A2K5Z128_MANLE
OG0011755	sp|P25105|PTAFR_HUMAN	tr|A0A2K5XA70|A0A2K5XA70_MANLE
OG0011756	sp|P28715|ERCC5_HUMAN	tr|A0A2K5XVG0|A0A2K5XVG0_MANLE
OG0011757	sp|P33076|C2TA_HUMAN	tr|A0A2K5XSS1|A0A2K5XSS1_MANLE
OG0011758	sp|P35520|CBS_HUMAN	tr|A0A2K6A6W0|A0A2K6A6W0_MANLE
OG0011759	sp|P46597|ASMT_HUMAN	tr|A0A2K5YCI5|A0A2K5YCI5_MANLE
OG0011760	sp|Q01844|EWS_HUMAN	tr|A0A2K5XKN8|A0A2K5XKN8_MANLE
OG0011761	sp|Q06432|CCG1_HUMAN	tr|A0A2K5YV94|A0A2K5YV94_MANLE
OG0011762	sp|Q12996|CSTF3_HUMAN	tr|A0A2K5ZSS3|A0A2K5ZSS3_MANLE
OG0011763	sp|Q14019|COTL1_HUMAN	tr|A0A2K5ZA07|A0A2K5ZA07_MANLE
OG0011764	sp|Q14627|I13R2_HUMAN	tr|A0A2K5YT76|A0A2K5YT76_MANLE
OG0011765	sp|Q15291|RBBP5_HUMAN	tr|A0A2K5XJ25|A0A2K5XJ25_MANLE
OG0011766	sp|Q16342|PDCD2_HUMAN	tr|A0A2K5ZVN4|A0A2K5ZVN4_MANLE
OG0011767	sp|Q32P28|P3H1_HUMAN	tr|A0A2K5YVP7|A0A2K5YVP7_MANLE
OG0011768	sp|Q3KQV9|UAP1L_HUMAN	tr|A0A2K5ZVI9|A0A2K5ZVI9_MANLE
OG0011769	sp|Q6AZY7|SCAR3_HUMAN	tr|A0A2K5Z1I3|A0A2K5Z1I3_MANLE
OG0011770	sp|Q6P2H8|TMM53_HUMAN	tr|A0A2K5YKH3|A0A2K5YKH3_MANLE
OG0011771	sp|Q6PRD7|CEMP1_HUMAN	tr|A0A2K5ZD95|A0A2K5ZD95_MANLE
OG0011772	sp|Q6ZSA7|LRC55_HUMAN	tr|A0A2K5ZV39|A0A2K5ZV39_MANLE
OG0011773	sp|Q7L1T6|NB5R4_HUMAN	tr|A0A2K5Z0F1|A0A2K5Z0F1_MANLE
OG0011774	sp|Q7Z5L2|R3HCL_HUMAN	tr|A0A2K6AJB8|A0A2K6AJB8_MANLE
OG0011775	sp|Q86V87|FHI2B_HUMAN	tr|A0A2K5YD19|A0A2K5YD19_MANLE
OG0011776	sp|Q8IWJ2|GCC2_HUMAN	tr|A0A2K5XNZ8|A0A2K5XNZ8_MANLE
OG0011777	sp|Q8IYI0|SHLD1_HUMAN	tr|A0A2K5YF38|A0A2K5YF38_MANLE
OG0011778	sp|Q8N5D0|WDTC1_HUMAN	tr|A0A2K5XXA0|A0A2K5XXA0_MANLE
OG0011779	sp|Q8N9W8|GAR2_HUMAN	tr|A0A2K5ZFM1|A0A2K5ZFM1_MANLE
OG0011780	sp|Q8NCH0|CHSTE_HUMAN	tr|A0A2K5XEQ1|A0A2K5XEQ1_MANLE
OG0011781	sp|Q8WV44|TRI41_HUMAN	tr|A0A2K5XVV0|A0A2K5XVV0_MANLE
OG0011782	sp|Q8WWF3|SSMM1_HUMAN	tr|A0A2K6A960|A0A2K6A960_MANLE
OG0011783	sp|Q969D9|TSLP_HUMAN	tr|A0A2K5XV38|A0A2K5XV38_MANLE
OG0011784	sp|Q96A61|TRI52_HUMAN	tr|A0A2K5XZ62|A0A2K5XZ62_MANLE
OG0011785	sp|Q96AD5|PLPL2_HUMAN	tr|A0A2K6A835|A0A2K6A835_MANLE
OG0011786	sp|Q96JP0|FEM1C_HUMAN	tr|A0A2K5Y045|A0A2K5Y045_MANLE
OG0011787	sp|Q96MA1|DMRTB_HUMAN	tr|A0A2K5ZS39|A0A2K5ZS39_MANLE
OG0011788	sp|Q9BU68|PR15L_HUMAN	tr|A0A2K5XMC1|A0A2K5XMC1_MANLE
OG0011789	sp|Q9BXF3|CECR2_HUMAN	tr|A0A2K5Y4N2|A0A2K5Y4N2_MANLE
OG0011790	sp|Q9H0G5|NSRP1_HUMAN	tr|A0A2K6AAD7|A0A2K6AAD7_MANLE
OG0011791	sp|Q9H9A5|CNO10_HUMAN	tr|A0A2K5YA33|A0A2K5YA33_MANLE
OG0011792	sp|Q9NVQ4|FAIM1_HUMAN	tr|A0A2K5Y0F9|A0A2K5Y0F9_MANLE
OG0011793	sp|Q9NWL6|ASND1_HUMAN	tr|A0A2K5Y100|A0A2K5Y100_MANLE
OG0011794	sp|Q9P2P6|STAR9_HUMAN	tr|A0A2K5XTS3|A0A2K5XTS3_MANLE
OG0011795	sp|Q9UBI1|COMD3_HUMAN	tr|A0A2K5ZT99|A0A2K5ZT99_MANLE
OG0011796	sp|Q9UJN7|ZN391_HUMAN	tr|A0A2K5XBU1|A0A2K5XBU1_MANLE
OG0011797	sp|Q9UKT5|FBX4_HUMAN	tr|A0A2K5YY75|A0A2K5YY75_MANLE
OG0011798	sp|Q9Y2I6|NINL_HUMAN	tr|A0A2K5X9W6|A0A2K5X9W6_MANLE
OG0011799	sp|Q9Y2V7|COG6_HUMAN	tr|A0A2K5Y7P9|A0A2K5Y7P9_MANLE
OG0011800	sp|Q9Y6C9|MTCH2_HUMAN	tr|A0A2K5XE07|A0A2K5XE07_MANLE
OG0011801	sp|A8MTL0|IQCF5_HUMAN	tr|A0A2K5XNQ0|A0A2K5XNQ0_MANLE
OG0011802	sp|O00170|AIP_HUMAN	tr|A0A2K5YFY5|A0A2K5YFY5_MANLE
OG0011803	sp|O14495|PLPP3_HUMAN	tr|A0A2K5Y077|A0A2K5Y077_MANLE
OG0011804	sp|O15296|LX15B_HUMAN	tr|A0A2K5YVE4|A0A2K5YVE4_MANLE
OG0011805	sp|O15467|CCL16_HUMAN	tr|A0A2K5ZAJ2|A0A2K5ZAJ2_MANLE
OG0011806	sp|P07766|CD3E_HUMAN	tr|A0A2K6A907|A0A2K6A907_MANLE
OG0011807	sp|P08100|OPSD_HUMAN	tr|A0A2K6A5B1|A0A2K6A5B1_MANLE
OG0011808	sp|P11831|SRF_HUMAN	tr|A0A2K5XH33|A0A2K5XH33_MANLE
OG0011809	sp|P12272|PTHR_HUMAN	tr|A0A2K5Z1M2|A0A2K5Z1M2_MANLE
OG0011810	sp|P17544|ATF7_HUMAN	tr|A0A2K5YZP5|A0A2K5YZP5_MANLE
OG0011811	sp|P20618|PSB1_HUMAN	tr|A0A2K5XZ04|A0A2K5XZ04_MANLE
OG0011812	sp|P25815|S100P_HUMAN	tr|A0A2K5XH25|A0A2K5XH25_MANLE
OG0011813	sp|P35658|NU214_HUMAN	tr|A0A2K5ZJY4|A0A2K5ZJY4_MANLE
OG0011814	sp|P62306|RUXF_HUMAN	tr|A0A2K5YT11|A0A2K5YT11_MANLE
OG0011815	sp|P98160|PGBM_HUMAN	tr|A0A2K5YUS7|A0A2K5YUS7_MANLE
OG0011816	sp|Q02086|SP2_HUMAN	tr|A0A2K5YKL2|A0A2K5YKL2_MANLE
OG0011817	sp|Q05952|STP2_HUMAN	tr|A0A2K6AJ21|A0A2K6AJ21_MANLE
OG0011818	sp|Q13753|LAMC2_HUMAN	tr|A0A2K5ZQ84|A0A2K5ZQ84_MANLE
OG0011819	sp|Q14055|CO9A2_HUMAN	tr|A0A2K5Z3T9|A0A2K5Z3T9_MANLE
OG0011820	sp|Q14767|LTBP2_HUMAN	tr|A0A2K5ZA11|A0A2K5ZA11_MANLE
OG0011821	sp|Q15077|P2RY6_HUMAN	tr|A0A2K5XQA9|A0A2K5XQA9_MANLE
OG0011822	sp|Q16698|DECR_HUMAN	tr|A0A2K5Y185|A0A2K5Y185_MANLE
OG0011823	sp|Q2TAP0|GOG7B_HUMAN	tr|A0A2K5XRN6|A0A2K5XRN6_MANLE
OG0011824	sp|Q32M84|BTBDG_HUMAN	tr|A0A2K6A7V8|A0A2K6A7V8_MANLE
OG0011825	sp|Q5T5A4|CF276_HUMAN	tr|A0A2K5ZCS2|A0A2K5ZCS2_MANLE
OG0011826	sp|Q6KF10|GDF6_HUMAN	tr|A0A2K5Z405|A0A2K5Z405_MANLE
OG0011827	sp|Q6NUP7|PP4R4_HUMAN	tr|A0A2K5XYP7|A0A2K5XYP7_MANLE
OG0011828	sp|Q6PCD5|RFWD3_HUMAN	tr|A0A2K6AF36|A0A2K6AF36_MANLE
OG0011829	sp|Q6ZS17|RIPR1_HUMAN	tr|A0A2K5Z267|A0A2K5Z267_MANLE
OG0011830	sp|Q6ZSC3|RBM43_HUMAN	tr|A0A2K5YK15|A0A2K5YK15_MANLE
OG0011831	sp|Q7L9B9|EEPD1_HUMAN	tr|A0A2K5YVP1|A0A2K5YVP1_MANLE
OG0011832	sp|Q7Z695|ADCK2_HUMAN	tr|A0A2K5ZJH0|A0A2K5ZJH0_MANLE
OG0011833	sp|Q86V48|LUZP1_HUMAN	tr|A0A2K5YU55|A0A2K5YU55_MANLE
OG0011834	sp|Q8IV61|GRP3_HUMAN	tr|A0A2K5YVR0|A0A2K5YVR0_MANLE
OG0011835	sp|Q8IWA5|CTL2_HUMAN	tr|A0A2K6AL95|A0A2K6AL95_MANLE
OG0011836	sp|Q8N183|NDUF2_HUMAN	tr|A0A2K5ZUZ8|A0A2K5ZUZ8_MANLE
OG0011837	sp|Q8NBX0|SCPDL_HUMAN	tr|A0A2K5ZV15|A0A2K5ZV15_MANLE
OG0011838	sp|Q8TC26|TM163_HUMAN	tr|A0A2K6AKT6|A0A2K6AKT6_MANLE
OG0011839	sp|Q8WZA1|PMGT1_HUMAN	tr|A0A2K5ZP37|A0A2K5ZP37_MANLE
OG0011840	sp|Q92604|LGAT1_HUMAN	tr|A0A2K5Z4C2|A0A2K5Z4C2_MANLE
OG0011841	sp|Q969K7|TMM54_HUMAN	tr|A0A2K5ZBL8|A0A2K5ZBL8_MANLE
OG0011842	sp|Q96BQ5|CC127_HUMAN	tr|A0A2K5XAR9|A0A2K5XAR9_MANLE
OG0011843	sp|Q96GN5|CDA7L_HUMAN	tr|A0A2K6AL70|A0A2K6AL70_MANLE
OG0011844	sp|Q96GR4|ZDH12_HUMAN	tr|A0A2K5XXZ8|A0A2K5XXZ8_MANLE
OG0011845	sp|Q96GT9|XAGE2_HUMAN	tr|A0A2K5YTA2|A0A2K5YTA2_MANLE
OG0011846	sp|Q96JK9|MAML3_HUMAN	tr|A0A2K6AH47|A0A2K6AH47_MANLE
OG0011847	sp|Q96MP5|ZSWM3_HUMAN	tr|A0A2K5YE71|A0A2K5YE71_MANLE
OG0011848	sp|Q96P63|SPB12_HUMAN	tr|A0A2K6AKR5|A0A2K6AKR5_MANLE
OG0011849	sp|Q9BVL2|NUP58_HUMAN	tr|A0A2K5XJE5|A0A2K5XJE5_MANLE
OG0011850	sp|Q9H1M0|N62CL_HUMAN	tr|A0A2K5XLW1|A0A2K5XLW1_MANLE
OG0011851	sp|Q9H4G0|E41L1_HUMAN	tr|A0A2K6A326|A0A2K6A326_MANLE
OG0011852	sp|Q9NY97|B3GN2_HUMAN	tr|A0A2K5XFM8|A0A2K5XFM8_MANLE
OG0011853	sp|Q9NYG2|ZDHC3_HUMAN	tr|A0A2K5YA46|A0A2K5YA46_MANLE
OG0011854	sp|Q9P2B4|CT2NL_HUMAN	tr|A0A2K5XKX8|A0A2K5XKX8_MANLE
OG0011855	sp|Q9P2H3|IFT80_HUMAN	tr|A0A2K5Y7Z0|A0A2K5Y7Z0_MANLE
OG0011856	sp|Q9UJC5|SH3L2_HUMAN	tr|A0A2K5Z5Z7|A0A2K5Z5Z7_MANLE
OG0011857	sp|Q9UJJ7|RUSD1_HUMAN	tr|A0A2K5YBD6|A0A2K5YBD6_MANLE
OG0011858	sp|Q9ULZ9|MMP17_HUMAN	tr|A0A2K5YUU6|A0A2K5YUU6_MANLE
OG0011859	sp|Q9UM54|MYO6_HUMAN	tr|A0A2K6A1F1|A0A2K6A1F1_MANLE
OG0011860	sp|Q9UPS6|SET1B_HUMAN	tr|A0A2K5ZSX2|A0A2K5ZSX2_MANLE
OG0011861	sp|Q9UPS8|ANR26_HUMAN	tr|A0A2K5ZEK9|A0A2K5ZEK9_MANLE
OG0011862	sp|Q9Y2D0|CAH5B_HUMAN	tr|A0A2K6ALB5|A0A2K6ALB5_MANLE
OG0011863	sp|Q9Y2W7|CSEN_HUMAN	tr|A0A2K5ZM64|A0A2K5ZM64_MANLE
OG0011864	sp|Q9Y3X0|CCDC9_HUMAN	tr|A0A2K6A7W6|A0A2K6A7W6_MANLE
OG0011865	sp|A0A0K2S4Q6|CD3CH_HUMAN	tr|A0A2K5YB67|A0A2K5YB67_MANLE
OG0011866	sp|A0A1B0GUV7|TEX48_HUMAN	tr|A0A2K6A6J8|A0A2K6A6J8_MANLE
OG0011867	sp|A0PJW6|TM223_HUMAN	tr|A0A2K5Y6L8|A0A2K5Y6L8_MANLE
OG0011868	sp|B1AK53|ESPN_HUMAN	tr|A0A2K5Z5N8|A0A2K5Z5N8_MANLE
OG0011869	sp|O43148|MCES_HUMAN	tr|A0A2K5Z2Y6|A0A2K5Z2Y6_MANLE
OG0011870	sp|O60783|RT14_HUMAN	tr|A0A2K5ZC20|A0A2K5ZC20_MANLE
OG0011871	sp|O75121|MFA3L_HUMAN	tr|A0A2K6A5J4|A0A2K6A5J4_MANLE
OG0011872	sp|O95256|I18RA_HUMAN	tr|A0A2K5YLA1|A0A2K5YLA1_MANLE
OG0011873	sp|O95393|BMP10_HUMAN	tr|A0A2K5Y8R7|A0A2K5Y8R7_MANLE
OG0011874	sp|P20851|C4BPB_HUMAN	tr|A0A2K5ZZS1|A0A2K5ZZS1_MANLE
OG0011875	sp|P23025|XPA_HUMAN	tr|A0A2K6AGJ2|A0A2K6AGJ2_MANLE
OG0011876	sp|P40933|IL15_HUMAN	tr|A0A2K5ZYR7|A0A2K5ZYR7_MANLE
OG0011877	sp|P41223|BUD31_HUMAN	tr|A0A2K5Z223|A0A2K5Z223_MANLE
OG0011878	sp|P61024|CKS1_HUMAN	tr|A0A2K5Y995|A0A2K5Y995_MANLE
OG0011879	sp|P63218|GBG5_HUMAN	tr|A0A2K5ZPD5|A0A2K5ZPD5_MANLE
OG0011880	sp|Q03395|ROM1_HUMAN	tr|A0A2K5XDM3|A0A2K5XDM3_MANLE
OG0011881	sp|Q0VDG4|SCRN3_HUMAN	tr|A0A2K6AGG7|A0A2K6AGG7_MANLE
OG0011882	sp|Q14847|LASP1_HUMAN	tr|A0A2K5XKY5|A0A2K5XKY5_MANLE
OG0011883	sp|Q16655|MAR1_HUMAN	tr|A0A2K5Y4D4|A0A2K5Y4D4_MANLE
OG0011884	sp|Q3SXR2|CC036_HUMAN	tr|A0A2K6AAI1|A0A2K6AAI1_MANLE
OG0011885	sp|Q5HYK3|COQ5_HUMAN	tr|A0A2K5XN03|A0A2K5XN03_MANLE
OG0011886	sp|Q5HYK9|ZN667_HUMAN	tr|A0A2K5Z8N9|A0A2K5Z8N9_MANLE
OG0011887	sp|Q5MJ68|SPDYC_HUMAN	tr|A0A2K5ZM41|A0A2K5ZM41_MANLE
OG0011888	sp|Q5VTT2|CFA95_HUMAN	tr|A0A2K5XT13|A0A2K5XT13_MANLE
OG0011889	sp|Q5VVJ2|MYSM1_HUMAN	tr|A0A2K6A6U5|A0A2K6A6U5_MANLE
OG0011890	sp|Q5VZF2|MBNL2_HUMAN	tr|A0A2K5YAP3|A0A2K5YAP3_MANLE
OG0011891	sp|Q68CZ2|TENS3_HUMAN	tr|A0A2K5XUQ5|A0A2K5XUQ5_MANLE
OG0011892	sp|Q6NUT3|MFS12_HUMAN	tr|A0A2K5ZYY8|A0A2K5ZYY8_MANLE
OG0011893	sp|Q6UW63|PLGT2_HUMAN	tr|A0A2K5YFM2|A0A2K5YFM2_MANLE
OG0011894	sp|Q6UXU6|TMM92_HUMAN	tr|A0A2K5XDT9|A0A2K5XDT9_MANLE
OG0011895	sp|Q6ZV65|FA47E_HUMAN	tr|A0A2K5ZI06|A0A2K5ZI06_MANLE
OG0011896	sp|Q7Z5D8|NANGN_HUMAN	tr|A0A2K6AKT2|A0A2K6AKT2_MANLE
OG0011897	sp|Q86UU0|BCL9L_HUMAN	tr|A0A2K6A971|A0A2K6A971_MANLE
OG0011898	sp|Q86VE0|MYPOP_HUMAN	tr|A0A2K5YVM9|A0A2K5YVM9_MANLE
OG0011899	sp|Q86W11|ZSC30_HUMAN	tr|A0A2K5Y181|A0A2K5Y181_MANLE
OG0011900	sp|Q86YC2|PALB2_HUMAN	tr|A0A2K5XWE3|A0A2K5XWE3_MANLE
OG0011901	sp|Q8IWX8|CHERP_HUMAN	tr|A0A2K6AKV3|A0A2K6AKV3_MANLE
OG0011902	sp|Q8IZ69|TRM2A_HUMAN	tr|A0A2K5YX37|A0A2K5YX37_MANLE
OG0011903	sp|Q8N8V8|TM105_HUMAN	tr|A0A2K5Z6A7|A0A2K5Z6A7_MANLE
OG0011904	sp|Q8NCN4|RN169_HUMAN	tr|A0A2K5ZVC1|A0A2K5ZVC1_MANLE
OG0011905	sp|Q8NFH5|NUP35_HUMAN	tr|A0A2K5Z3N8|A0A2K5Z3N8_MANLE
OG0011906	sp|Q8TAV5|KC5S1_HUMAN	tr|A0A2K5YJ44|A0A2K5YJ44_MANLE
OG0011907	sp|Q8TB45|DPTOR_HUMAN	tr|A0A2K5ZS15|A0A2K5ZS15_MANLE
OG0011908	sp|Q8TDX5|ACMSD_HUMAN	tr|A0A2K5YLZ1|A0A2K5YLZ1_MANLE
OG0011909	sp|Q8TE96|DQX1_HUMAN	tr|A0A2K5Y0H7|A0A2K5Y0H7_MANLE
OG0011910	sp|Q8WV19|SFT2A_HUMAN	tr|A0A2K5Z8H2|A0A2K5Z8H2_MANLE
OG0011911	sp|Q8WVV9|HNRLL_HUMAN	tr|A0A2K5YH60|A0A2K5YH60_MANLE
OG0011912	sp|Q8WWG9|KCNE4_HUMAN	tr|A0A2K5XDX4|A0A2K5XDX4_MANLE
OG0011913	sp|Q8WXB1|MT21A_HUMAN	tr|A0A2K5XXU8|A0A2K5XXU8_MANLE
OG0011914	sp|Q8WXH4|ASB11_HUMAN	tr|A0A2K5ZUV1|A0A2K5ZUV1_MANLE
OG0011915	sp|Q92478|CLC2B_HUMAN	tr|A0A2K5ZRX9|A0A2K5ZRX9_MANLE
OG0011916	sp|Q92564|DCNL4_HUMAN	tr|A0A2K5ZSJ3|A0A2K5ZSJ3_MANLE
OG0011917	sp|Q96I25|SPF45_HUMAN	tr|A0A2K5Y472|A0A2K5Y472_MANLE
OG0011918	sp|Q96JS3|PGBD1_HUMAN	tr|A0A2K5ZXH9|A0A2K5ZXH9_MANLE
OG0011919	sp|Q96MM7|H6ST2_HUMAN	tr|A0A2K5ZYG5|A0A2K5ZYG5_MANLE
OG0011920	sp|Q96ND8|ZN583_HUMAN	tr|A0A2K5XF38|A0A2K5XF38_MANLE
OG0011921	sp|Q99653|CHP1_HUMAN	tr|A0A2K5ZRK2|A0A2K5ZRK2_MANLE
OG0011922	sp|Q9BRA0|LSMD1_HUMAN	tr|A0A2K5ZFD1|A0A2K5ZFD1_MANLE
OG0011923	sp|Q9BX95|SGPP1_HUMAN	tr|A0A2K5Y7M8|A0A2K5Y7M8_MANLE
OG0011924	sp|Q9HBU9|POPD2_HUMAN	tr|A0A2K5Z0L7|A0A2K5Z0L7_MANLE
OG0011925	sp|Q9NP97|DLRB1_HUMAN	tr|A0A2K6AGH1|A0A2K6AGH1_MANLE
OG0011926	sp|Q9UI17|M2GD_HUMAN	tr|A0A2K5YJ02|A0A2K5YJ02_MANLE
OG0011927	sp|Q9UKV5|AMFR_HUMAN	tr|A0A2K6ACU8|A0A2K6ACU8_MANLE
OG0011928	sp|Q9UN79|SOX13_HUMAN	tr|A0A2K5XIF8|A0A2K5XIF8_MANLE
OG0011929	sp|Q9Y345|SC6A5_HUMAN	tr|A0A2K5YI07|A0A2K5YI07_MANLE
OG0011930	sp|A0PJK1|SC5AA_HUMAN	tr|A0A2K5XUS3|A0A2K5XUS3_MANLE
OG0011931	sp|O14776|TCRG1_HUMAN	tr|A0A2K6AIP3|A0A2K6AIP3_MANLE
OG0011932	sp|O43715|TRIA1_HUMAN	tr|A0A2K6A4J0|A0A2K6A4J0_MANLE
OG0011933	sp|O75030|MITF_HUMAN	tr|A0A2K5ZRN7|A0A2K5ZRN7_MANLE
OG0011934	sp|O75223|GGCT_HUMAN	tr|A0A2K5YEB5|A0A2K5YEB5_MANLE
OG0011935	sp|O75558|STX11_HUMAN	tr|A0A2K5XII0|A0A2K5XII0_MANLE
OG0011936	sp|O95125|ZN202_HUMAN	tr|A0A2K5ZHX0|A0A2K5ZHX0_MANLE
OG0011937	sp|O95235|KI20A_HUMAN	tr|A0A2K5YJ60|A0A2K5YJ60_MANLE
OG0011938	sp|P00156|CYB_HUMAN	tr|A0A0S1RRW7|A0A0S1RRW7_MANLE
OG0011939	sp|P06340|DOA_HUMAN	tr|A0A2K5ZHG0|A0A2K5ZHG0_MANLE
OG0011940	sp|P17041|ZNF32_HUMAN	tr|A0A2K5ZRX5|A0A2K5ZRX5_MANLE
OG0011941	sp|P27816|MAP4_HUMAN	tr|A0A2K5XNJ4|A0A2K5XNJ4_MANLE
OG0011942	sp|P30101|PDIA3_HUMAN	tr|A0A2K5Y3S1|A0A2K5Y3S1_MANLE
