Orthogroup	Homo_sapiens	Puma_concolor
OG0009184	sp|Q13724|MOGS_HUMAN	tr|A0A6P6IJ65|A0A6P6IJ65_PUMCO
OG0009185	sp|Q13825|AUHM_HUMAN	tr|A0A6P6IGH1|A0A6P6IGH1_PUMCO
OG0009186	sp|Q147X3|NAA30_HUMAN	tr|A0A6P6HIK1|A0A6P6HIK1_PUMCO
OG0009187	sp|Q15041|AR6P1_HUMAN	tr|A0A6P6HBH9|A0A6P6HBH9_PUMCO
OG0009188	sp|Q15257|PTPA_HUMAN	tr|A0A6P6H146|A0A6P6H146_PUMCO
OG0009189	sp|Q15612|OR1Q1_HUMAN	tr|A0A6P6H3Z4|A0A6P6H3Z4_PUMCO
OG0009190	sp|Q52LC2|VAS1L_HUMAN	tr|A0A6P6HY68|A0A6P6HY68_PUMCO
OG0009191	sp|Q5BVD1|TTMP_HUMAN	tr|A0A6P6H1M8|A0A6P6H1M8_PUMCO
OG0009192	sp|Q5VU69|CP141_HUMAN	tr|A0A6P6H5W9|A0A6P6H5W9_PUMCO
OG0009193	sp|Q5W0V3|FHI2A_HUMAN	tr|A0A6P6HDQ2|A0A6P6HDQ2_PUMCO
OG0009194	sp|Q68E01|INT3_HUMAN	tr|A0A6P6H623|A0A6P6H623_PUMCO
OG0009195	sp|Q6NSZ9|ZSC25_HUMAN	tr|A0A6P6HTH3|A0A6P6HTH3_PUMCO
OG0009196	sp|Q6UWM7|LCTL_HUMAN	tr|A0A6P6HI81|A0A6P6HI81_PUMCO
OG0009197	sp|Q6UXK5|LRRN1_HUMAN	tr|A0A6P6HR54|A0A6P6HR54_PUMCO
OG0009198	sp|Q6W0C5|DPPA3_HUMAN	tr|A0A6P6HCW6|A0A6P6HCW6_PUMCO
OG0009199	sp|Q6ZRS2|SRCAP_HUMAN	tr|A0A6P6HKU3|A0A6P6HKU3_PUMCO
OG0009200	sp|Q6ZVD7|STOX1_HUMAN	tr|A0A6P6HEI6|A0A6P6HEI6_PUMCO
OG0009201	sp|Q7L7V1|DHX32_HUMAN	tr|A0A6P6HE85|A0A6P6HE85_PUMCO
OG0009202	sp|Q86UW2|OSTB_HUMAN	tr|A0A6P6HK98|A0A6P6HK98_PUMCO
OG0009203	sp|Q8IY18|SMC5_HUMAN	tr|A0A6P6IGP4|A0A6P6IGP4_PUMCO
OG0009204	sp|Q8IYB5|SMAP1_HUMAN	tr|A0A6P6HZG9|A0A6P6HZG9_PUMCO
OG0009205	sp|Q8N3J6|CADM2_HUMAN	tr|A0A6P6H0P9|A0A6P6H0P9_PUMCO
OG0009206	sp|Q8TBK2|SETD6_HUMAN	tr|A0A6P6HL76|A0A6P6HL76_PUMCO
OG0009207	sp|Q8WUH6|TM263_HUMAN	tr|A0A6P6I2N7|A0A6P6I2N7_PUMCO
OG0009208	sp|Q92854|SEM4D_HUMAN	tr|A0A6P6IGF0|A0A6P6IGF0_PUMCO
OG0009209	sp|Q99766|ATP5S_HUMAN	tr|A0A6P6HH16|A0A6P6HH16_PUMCO
OG0009210	sp|Q9BUQ8|DDX23_HUMAN	tr|A0A6P6IH55|A0A6P6IH55_PUMCO
OG0009211	sp|Q9BVM4|GGACT_HUMAN	tr|A0A6P6HXX2|A0A6P6HXX2_PUMCO
OG0009212	sp|Q9BXN1|ASPN_HUMAN	tr|A0A6P6IGQ4|A0A6P6IGQ4_PUMCO
OG0009213	sp|Q9BXS9|S26A6_HUMAN	tr|A0A6P6H7K4|A0A6P6H7K4_PUMCO
OG0009214	sp|Q9H1C3|GL8D2_HUMAN	tr|A0A6P6I3M0|A0A6P6I3M0_PUMCO
OG0009215	sp|Q9NRC6|SPTN5_HUMAN	tr|A0A6P6HGU4|A0A6P6HGU4_PUMCO
OG0009216	sp|Q9NTZ6|RBM12_HUMAN	tr|A0A6P6II59|A0A6P6II59_PUMCO
OG0009217	sp|Q9NYP9|MS18A_HUMAN	tr|A0A6P6H2E4|A0A6P6H2E4_PUMCO
OG0009218	sp|Q9UBQ6|EXTL2_HUMAN	tr|A0A6P6I5H6|A0A6P6I5H6_PUMCO
OG0009219	sp|Q9UFP1|GAK1A_HUMAN	tr|A0A6P6H171|A0A6P6H171_PUMCO
OG0009220	sp|Q9UGI9|AAKG3_HUMAN	tr|A0A6P6IC56|A0A6P6IC56_PUMCO
OG0009221	sp|Q9UJA2|CRLS1_HUMAN	tr|A0A6P6IIM2|A0A6P6IIM2_PUMCO
OG0009222	sp|Q9ULD9|ZN608_HUMAN	tr|A0A6P6HW58|A0A6P6HW58_PUMCO
OG0009223	sp|A0A1B0GUA7|TEX51_HUMAN	tr|A0A6P6I8H8|A0A6P6I8H8_PUMCO
OG0009224	sp|A6NH52|TV23A_HUMAN	tr|A0A6P6H9Q2|A0A6P6H9Q2_PUMCO
OG0009225	sp|O14842|FFAR1_HUMAN	tr|A0A6P6H3W9|A0A6P6H3W9_PUMCO
OG0009226	sp|O15304|SIVA_HUMAN	tr|A0A6P6HHN0|A0A6P6HHN0_PUMCO
OG0009227	sp|O60259|KLK8_HUMAN	tr|A0A6P6H4S2|A0A6P6H4S2_PUMCO
OG0009228	sp|O60942|MCE1_HUMAN	tr|A0A6P6HZK0|A0A6P6HZK0_PUMCO
OG0009229	sp|O75764|TCEA3_HUMAN	tr|A0A6P6HZN4|A0A6P6HZN4_PUMCO
OG0009230	sp|O95471|CLD7_HUMAN	tr|A0A6P6HK82|A0A6P6HK82_PUMCO
OG0009231	sp|P00797|RENI_HUMAN	tr|A0A6P6HNF5|A0A6P6HNF5_PUMCO
OG0009232	sp|P01270|PTHY_HUMAN	tr|A0A6P6I9G2|A0A6P6I9G2_PUMCO
OG0009233	sp|P05109|S10A8_HUMAN	tr|A0A6P6H6N8|A0A6P6H6N8_PUMCO
OG0009234	sp|P16671|CD36_HUMAN	tr|A0A6P6IAQ8|A0A6P6IAQ8_PUMCO
OG0009235	sp|P18077|RL35A_HUMAN	tr|A0A6P6H2M7|A0A6P6H2M7_PUMCO
OG0009236	sp|P20061|TCO1_HUMAN	tr|A0A6P6H6T1|A0A6P6H6T1_PUMCO
OG0009237	sp|P42658|DPP6_HUMAN	tr|A0A6P6IAH7|A0A6P6IAH7_PUMCO
OG0009238	sp|P49116|NR2C2_HUMAN	tr|A0A6P6HQW9|A0A6P6HQW9_PUMCO
OG0009239	sp|P78347|GTF2I_HUMAN	tr|A0A6P6HT85|A0A6P6HT85_PUMCO
OG0009240	sp|P78524|DEN2B_HUMAN	tr|A0A6P6I7I8|A0A6P6I7I8_PUMCO
OG0009241	sp|Q05923|DUS2_HUMAN	tr|A0A6P6I7M3|A0A6P6I7M3_PUMCO
OG0009242	sp|Q0P5N6|ARL16_HUMAN	tr|A0A6P6I6S7|A0A6P6I6S7_PUMCO
OG0009243	sp|Q13492|PICAL_HUMAN	tr|A0A6P6I8B4|A0A6P6I8B4_PUMCO
OG0009244	sp|Q15669|RHOH_HUMAN	tr|A0A6P6HMX1|A0A6P6HMX1_PUMCO
OG0009245	sp|Q2NL82|TSR1_HUMAN	tr|A0A6P6HEU2|A0A6P6HEU2_PUMCO
OG0009246	sp|Q3KP22|MAJIN_HUMAN	tr|A0A6P6H6V7|A0A6P6H6V7_PUMCO
OG0009247	sp|Q5SNV9|CA167_HUMAN	tr|A0A6P6HY29|A0A6P6HY29_PUMCO
OG0009248	sp|Q5VST9|OBSCN_HUMAN	tr|A0A6P6HJN2|A0A6P6HJN2_PUMCO
OG0009249	sp|Q6PGP7|TTC37_HUMAN	tr|A0A6P6HUQ4|A0A6P6HUQ4_PUMCO
OG0009250	sp|Q6ZNA5|FRRS1_HUMAN	tr|A0A6P6I5C1|A0A6P6I5C1_PUMCO
OG0009251	sp|Q86VX2|COMD7_HUMAN	tr|A0A6P6IJS3|A0A6P6IJS3_PUMCO
OG0009252	sp|Q86W50|MET16_HUMAN	tr|A0A6P6HCC4|A0A6P6HCC4_PUMCO
OG0009253	sp|Q8IVQ6|ZDH21_HUMAN	tr|A0A6P6H0J5|A0A6P6H0J5_PUMCO
OG0009254	sp|Q8N126|CADM3_HUMAN	tr|A0A6P6H5G9|A0A6P6H5G9_PUMCO
OG0009255	sp|Q8N441|FGRL1_HUMAN	tr|A0A6P6HQ14|A0A6P6HQ14_PUMCO
OG0009256	sp|Q8NA82|MARHA_HUMAN	tr|A0A6P6I5W1|A0A6P6I5W1_PUMCO
OG0009257	sp|Q8NAU1|FNDC5_HUMAN	tr|A0A6P6I1E8|A0A6P6I1E8_PUMCO
OG0009258	sp|Q8NC26|ZN114_HUMAN	tr|A0A6P6H352|A0A6P6H352_PUMCO
OG0009259	sp|Q8WYA1|BMAL2_HUMAN	tr|A0A6P6ICM9|A0A6P6ICM9_PUMCO
OG0009260	sp|Q92871|PMM1_HUMAN	tr|A0A6P6I3G5|A0A6P6I3G5_PUMCO
OG0009261	sp|Q92947|GCDH_HUMAN	tr|A0A6P6H9P3|A0A6P6H9P3_PUMCO
OG0009262	sp|Q96DD0|LRC39_HUMAN	tr|A0A6P6GVX6|A0A6P6GVX6_PUMCO
OG0009263	sp|Q96DU9|PABP5_HUMAN	tr|A0A6P6IP73|A0A6P6IP73_PUMCO
OG0009264	sp|Q96ES7|SGF29_HUMAN	tr|A0A6P6HLQ9|A0A6P6HLQ9_PUMCO
OG0009265	sp|Q96J01|THOC3_HUMAN	tr|A0A6P6HWX3|A0A6P6HWX3_PUMCO
OG0009266	sp|Q96K30|RITA1_HUMAN	tr|A0A6P6IR02|A0A6P6IR02_PUMCO
OG0009267	sp|Q96S66|CLCC1_HUMAN	tr|A0A6P6GXP0|A0A6P6GXP0_PUMCO
OG0009268	sp|Q9BTV4|TMM43_HUMAN	tr|A0A6P6HPA2|A0A6P6HPA2_PUMCO
OG0009269	sp|Q9BV68|RN126_HUMAN	tr|A0A6P6H8S2|A0A6P6H8S2_PUMCO
OG0009270	sp|Q9BWV3|CDAC1_HUMAN	tr|A0A6P6HWG6|A0A6P6HWG6_PUMCO
OG0009271	sp|Q9BZW7|TSG10_HUMAN	tr|A0A6P6IH32|A0A6P6IH32_PUMCO
OG0009272	sp|Q9H222|ABCG5_HUMAN	tr|A0A6P6IMJ8|A0A6P6IMJ8_PUMCO
OG0009273	sp|Q9H8W5|TRI45_HUMAN	tr|A0A6P6GXN0|A0A6P6GXN0_PUMCO
OG0009274	sp|Q9HC38|GLOD4_HUMAN	tr|A0A6P6H6E1|A0A6P6H6E1_PUMCO
OG0009275	sp|Q9NS91|RAD18_HUMAN	tr|A0A6P6HQY9|A0A6P6HQY9_PUMCO
OG0009276	sp|Q9NX47|MARH5_HUMAN	tr|A0A6P6HDX5|A0A6P6HDX5_PUMCO
OG0009277	sp|Q9P0J1|PDP1_HUMAN	tr|A0A6P6HS25|A0A6P6HS25_PUMCO
OG0009278	sp|Q9P0M2|AKA7G_HUMAN	tr|A0A6P6HZX6|A0A6P6HZX6_PUMCO
OG0009279	sp|Q9UHY7|ENOPH_HUMAN	tr|A0A6P6HNC3|A0A6P6HNC3_PUMCO
OG0009280	sp|Q9UNS1|TIM_HUMAN	tr|A0A6P6I3L6|A0A6P6I3L6_PUMCO
OG0009281	sp|Q9UNW1|MINP1_HUMAN	tr|A0A6P6H626|A0A6P6H626_PUMCO
OG0009282	sp|Q9Y6H3|ATP23_HUMAN	tr|A0A6P6I2W7|A0A6P6I2W7_PUMCO
OG0009283	sp|O14686|KMT2D_HUMAN	tr|A0A6P6IDI8|A0A6P6IDI8_PUMCO
OG0009284	sp|O75154|RFIP3_HUMAN	tr|A0A6P6HUB8|A0A6P6HUB8_PUMCO
OG0009285	sp|O75478|TAD2A_HUMAN	tr|A0A6P6HB44|A0A6P6HB44_PUMCO
OG0009286	sp|O94817|ATG12_HUMAN	tr|A0A6P6HYW0|A0A6P6HYW0_PUMCO
OG0009287	sp|P04201|MAS_HUMAN	tr|A0A6P6I311|A0A6P6I311_PUMCO
OG0009288	sp|P0DPD7|EFMT4_HUMAN	tr|A0A6P6H1I6|A0A6P6H1I6_PUMCO
OG0009289	sp|P17342|ANPRC_HUMAN	tr|A0A6P6HWF2|A0A6P6HWF2_PUMCO
OG0009290	sp|P28698|MZF1_HUMAN	tr|A0A6P6H2S8|A0A6P6H2S8_PUMCO
OG0009292	sp|P36776|LONM_HUMAN	tr|A0A6P6H919|A0A6P6H919_PUMCO
OG0009293	sp|P38484|INGR2_HUMAN	tr|A0A6P6H0P5|A0A6P6H0P5_PUMCO
OG0009294	sp|P49356|FNTB_HUMAN	tr|A0A6P6HHB1|A0A6P6HHB1_PUMCO
OG0009295	sp|P62191|PRS4_HUMAN	tr|A0A6P6HJ31|A0A6P6HJ31_PUMCO
OG0009296	sp|P81277|PRRP_HUMAN	tr|A0A6P6IDU9|A0A6P6IDU9_PUMCO
OG0009297	sp|Q00597|FANCC_HUMAN	tr|A0A6P6IH09|A0A6P6IH09_PUMCO
OG0009298	sp|Q12933|TRAF2_HUMAN	tr|A0A6P6HV65|A0A6P6HV65_PUMCO
OG0009299	sp|Q15063|POSTN_HUMAN	tr|A0A6P6HXD9|A0A6P6HXD9_PUMCO
OG0009300	sp|Q4KMP7|TB10B_HUMAN	tr|A0A6P6HJQ8|A0A6P6HJQ8_PUMCO
OG0009301	sp|Q5TGI0|FAXC_HUMAN	tr|A0A6P6I3C1|A0A6P6I3C1_PUMCO
OG0009302	sp|Q5UIP0|RIF1_HUMAN	tr|A0A6P6IL60|A0A6P6IL60_PUMCO
OG0009303	sp|Q5VV41|ARHGG_HUMAN	tr|A0A6P6GXV8|A0A6P6GXV8_PUMCO
OG0009304	sp|Q6NXP0|EFC12_HUMAN	tr|A0A6P6HSX6|A0A6P6HSX6_PUMCO
OG0009305	sp|Q6XR72|ZNT10_HUMAN	tr|A0A6P6I617|A0A6P6I617_PUMCO
OG0009306	sp|Q6ZNM6|TEX43_HUMAN	tr|A0A6P6HYV8|A0A6P6HYV8_PUMCO
OG0009307	sp|Q76M96|CCD80_HUMAN	tr|A0A6P6H2H9|A0A6P6H2H9_PUMCO
OG0009308	sp|Q7L099|RUFY3_HUMAN	tr|A0A6P6HN33|A0A6P6HN33_PUMCO
OG0009309	sp|Q86Y82|STX12_HUMAN	tr|A0A6P6IHE4|A0A6P6IHE4_PUMCO
OG0009310	sp|Q8IWF9|CCD83_HUMAN	tr|A0A6P6I8G7|A0A6P6I8G7_PUMCO
OG0009311	sp|Q8N2G4|LYPD1_HUMAN	tr|A0A6P6GYK9|A0A6P6GYK9_PUMCO
OG0009312	sp|Q8N3I7|BBS5_HUMAN	tr|A0A6P6GWD2|A0A6P6GWD2_PUMCO
OG0009313	sp|Q8N8A2|ANR44_HUMAN	tr|A0A6P6IB35|A0A6P6IB35_PUMCO
OG0009314	sp|Q8NEX9|DR9C7_HUMAN	tr|A0A6P6I376|A0A6P6I376_PUMCO
OG0009315	sp|Q8NFY9|KBTB8_HUMAN	tr|A0A6P6H9A5|A0A6P6H9A5_PUMCO
OG0009316	sp|Q8NGN0|OR4D5_HUMAN	tr|A0A6P6I863|A0A6P6I863_PUMCO
OG0009317	sp|Q8TCA0|LRC20_HUMAN	tr|A0A6P6HEI5|A0A6P6HEI5_PUMCO
OG0009318	sp|Q8WV93|AFG1L_HUMAN	tr|A0A6P6I2M6|A0A6P6I2M6_PUMCO
OG0009319	sp|Q96A49|SYAP1_HUMAN	tr|A0A6P6IQB3|A0A6P6IQB3_PUMCO
OG0009320	sp|Q96BZ8|LENG1_HUMAN	tr|A0A6P6H3T3|A0A6P6H3T3_PUMCO
OG0009321	sp|Q96CF2|CHM4C_HUMAN	tr|A0A6P6HT81|A0A6P6HT81_PUMCO
OG0009322	sp|Q96D46|NMD3_HUMAN	tr|A0A6P6H0K4|A0A6P6H0K4_PUMCO
OG0009323	sp|Q96G91|P2Y11_HUMAN	tr|A0A6P6H802|A0A6P6H802_PUMCO
OG0009324	sp|Q96HA7|TONSL_HUMAN	tr|A0A6P6HU33|A0A6P6HU33_PUMCO
OG0009325	sp|Q96QZ0|PANX3_HUMAN	tr|A0A6P6I9P3|A0A6P6I9P3_PUMCO
OG0009326	sp|Q96TA1|NIBA2_HUMAN	tr|A0A6P6H2B2|A0A6P6H2B2_PUMCO
OG0009327	sp|Q99102|MUC4_HUMAN	tr|A0A6P6H188|A0A6P6H188_PUMCO
OG0009328	sp|Q99640|PMYT1_HUMAN	tr|A0A6P6H9Q1|A0A6P6H9Q1_PUMCO
OG0009329	sp|Q9BQ83|SLX1_HUMAN	tr|A0A6P6HJ36|A0A6P6HJ36_PUMCO
OG0009330	sp|Q9BQI6|SLF1_HUMAN	tr|A0A6P6HXX5|A0A6P6HXX5_PUMCO
OG0009331	sp|Q9BR10|SPT25_HUMAN	tr|A0A6P6IJN4|A0A6P6IJN4_PUMCO
OG0009332	sp|Q9H1Z4|WDR13_HUMAN	tr|A0A6P6IQ58|A0A6P6IQ58_PUMCO
OG0009333	sp|Q9H3V2|MS4A5_HUMAN	tr|A0A6P6H6X2|A0A6P6H6X2_PUMCO
OG0009334	sp|Q9H7Z7|PGES2_HUMAN	tr|A0A6P6H1J2|A0A6P6H1J2_PUMCO
OG0009335	sp|Q9HCD5|NCOA5_HUMAN	tr|A0A6P6IIG6|A0A6P6IIG6_PUMCO
OG0009336	sp|Q9NP62|GCM1_HUMAN	tr|A0A6P6I0Z7|A0A6P6I0Z7_PUMCO
OG0009337	sp|Q9NX74|DUS2L_HUMAN	tr|A0A6P6HM41|A0A6P6HM41_PUMCO
OG0009338	sp|Q9P0P0|RN181_HUMAN	tr|A0A6P6IIP5|A0A6P6IIP5_PUMCO
OG0009339	sp|Q9UBU3|GHRL_HUMAN	tr|A0A6P6HQH5|A0A6P6HQH5_PUMCO
OG0009340	sp|Q9Y2K7|KDM2A_HUMAN	tr|A0A6P6H6C2|A0A6P6H6C2_PUMCO
OG0009341	sp|Q9Y3I0|RTCB_HUMAN	tr|A0A6P6I350|A0A6P6I350_PUMCO
OG0009342	sp|Q9Y5B0|CTDP1_HUMAN	tr|A0A6P6IG73|A0A6P6IG73_PUMCO
OG0009343	sp|A6NKW6|SHL2B_HUMAN	tr|A0A6P6HYB0|A0A6P6HYB0_PUMCO
OG0009344	sp|O00534|VMA5A_HUMAN	tr|A0A6P6I955|A0A6P6I955_PUMCO
OG0009345	sp|O43482|MS18B_HUMAN	tr|A0A6P6HGL7|A0A6P6HGL7_PUMCO
OG0009346	sp|O75306|NDUS2_HUMAN	tr|A0A6P6H571|A0A6P6H571_PUMCO
OG0009347	sp|O76094|SRP72_HUMAN	tr|A0A6P6HP75|A0A6P6HP75_PUMCO
OG0009348	sp|O94927|HAUS5_HUMAN	tr|A0A6P6H4A7|A0A6P6H4A7_PUMCO
OG0009349	sp|P00734|THRB_HUMAN	tr|A0A6P6I7V8|A0A6P6I7V8_PUMCO
OG0009350	sp|P01213|PDYN_HUMAN	tr|A0A6P6IKF2|A0A6P6IKF2_PUMCO
OG0009351	sp|P02749|APOH_HUMAN	tr|A0A6P6I6U2|A0A6P6I6U2_PUMCO
OG0009352	sp|P09529|INHBB_HUMAN	tr|A0A6P6I8T4|A0A6P6I8T4_PUMCO
OG0009353	sp|P09661|RU2A_HUMAN	tr|A0A6P6HGF7|A0A6P6HGF7_PUMCO
OG0009354	sp|P10643|CO7_HUMAN	tr|A0A6P6HUQ7|A0A6P6HUQ7_PUMCO
OG0009355	sp|P16383|GCFC2_HUMAN	tr|A0A6P6II43|A0A6P6II43_PUMCO
OG0009356	sp|P35249|RFC4_HUMAN	tr|A0A6P6GZI4|A0A6P6GZI4_PUMCO
OG0009357	sp|P35900|K1C20_HUMAN	tr|A0A6P6HCB4|A0A6P6HCB4_PUMCO
OG0009358	sp|P43378|PTN9_HUMAN	tr|A0A6P6HJ63|A0A6P6HJ63_PUMCO
OG0009359	sp|P48201|AT5G3_HUMAN	tr|A0A6P6IQV3|A0A6P6IQV3_PUMCO
OG0009360	sp|P49642|PRI1_HUMAN	tr|A0A6P6I3P2|A0A6P6I3P2_PUMCO
OG0009361	sp|P52735|VAV2_HUMAN	tr|A0A6P6HWD6|A0A6P6HWD6_PUMCO
OG0009362	sp|P56470|LEG4_HUMAN	tr|A0A6P6H5E0|A0A6P6H5E0_PUMCO
OG0009363	sp|P56945|BCAR1_HUMAN	tr|A0A6P6HLR8|A0A6P6HLR8_PUMCO
OG0009364	sp|P62330|ARF6_HUMAN	tr|A0A6P6HG66|A0A6P6HG66_PUMCO
OG0009365	sp|P78556|CCL20_HUMAN	tr|A0A6P6GXD6|A0A6P6GXD6_PUMCO
OG0009366	sp|P78559|MAP1A_HUMAN	tr|A0A6P6HJ51|A0A6P6HJ51_PUMCO
OG0009367	sp|Q13158|FADD_HUMAN	tr|A0A6P6H740|A0A6P6H740_PUMCO
OG0009368	sp|Q13572|ITPK1_HUMAN	tr|A0A6P6HHV2|A0A6P6HHV2_PUMCO
OG0009369	sp|Q13769|THOC5_HUMAN	tr|A0A6P6ILG5|A0A6P6ILG5_PUMCO
OG0009370	sp|Q13901|C1D_HUMAN	tr|A0A6P6IID3|A0A6P6IID3_PUMCO
OG0009371	sp|Q14181|DPOA2_HUMAN	tr|A0A6P6H669|A0A6P6H669_PUMCO
OG0009372	sp|Q2M243|CCD27_HUMAN	tr|A0A6P6GY19|A0A6P6GY19_PUMCO
OG0009373	sp|Q5BLP8|CD048_HUMAN	tr|A0A6P6HRE4|A0A6P6HRE4_PUMCO
OG0009374	sp|Q5MNV8|FBX47_HUMAN	tr|A0A6P6HCF0|A0A6P6HCF0_PUMCO
OG0009375	sp|Q643R3|LPCT4_HUMAN	tr|A0A6P6HI72|A0A6P6HI72_PUMCO
OG0009376	sp|Q6JBY9|CPZIP_HUMAN	tr|A0A6P6I2F7|A0A6P6I2F7_PUMCO
OG0009377	sp|Q6PI98|IN80C_HUMAN	tr|A0A6P6IGU6|A0A6P6IGU6_PUMCO
OG0009378	sp|Q6UX82|LYPD8_HUMAN	tr|A0A6P6HJT1|A0A6P6HJT1_PUMCO
OG0009379	sp|Q6XZB0|LIPI_HUMAN	tr|A0A6P6H1G8|A0A6P6H1G8_PUMCO
OG0009380	sp|Q6ZMC9|SIG15_HUMAN	tr|A0A6P6IFF4|A0A6P6IFF4_PUMCO
OG0009381	sp|Q7Z736|PKHH3_HUMAN	tr|A0A6P6HCF7|A0A6P6HCF7_PUMCO
OG0009382	sp|Q86SP6|GP149_HUMAN	tr|A0A6P6H2E9|A0A6P6H2E9_PUMCO
OG0009383	sp|Q8N6N3|CA052_HUMAN	tr|A0A6P6I5I3|A0A6P6I5I3_PUMCO
OG0009384	sp|Q8NAA4|A16L2_HUMAN	tr|A0A6P6IBN7|A0A6P6IBN7_PUMCO
OG0009385	sp|Q8NFN8|GP156_HUMAN	tr|A0A6P6H2C7|A0A6P6H2C7_PUMCO
OG0009386	sp|Q8WW35|DYT2B_HUMAN	tr|A0A6P6H073|A0A6P6H073_PUMCO
OG0009387	sp|Q92521|PIGB_HUMAN	tr|A0A6P6HHR8|A0A6P6HHR8_PUMCO
OG0009388	sp|Q92530|PSMF1_HUMAN	tr|A0A6P6IL04|A0A6P6IL04_PUMCO
OG0009389	sp|Q969G3|SMCE1_HUMAN	tr|A0A6P6HDJ4|A0A6P6HDJ4_PUMCO
OG0009390	sp|Q96B18|DACT3_HUMAN	tr|A0A6P6H2U9|A0A6P6H2U9_PUMCO
OG0009391	sp|Q96ER3|SAAL1_HUMAN	tr|A0A6P6I9V5|A0A6P6I9V5_PUMCO
OG0009392	sp|Q96FI4|NEIL1_HUMAN	tr|A0A6P6HHY1|A0A6P6HHY1_PUMCO
OG0009393	sp|Q96FQ6|S10AG_HUMAN	tr|A0A6P6H6F7|A0A6P6H6F7_PUMCO
OG0009394	sp|Q96JF0|SIAT2_HUMAN	tr|A0A6P6IJA2|A0A6P6IJA2_PUMCO
OG0009395	sp|Q96KG9|SCYL1_HUMAN	tr|A0A6P6H6K6|A0A6P6H6K6_PUMCO
OG0009396	sp|Q96MF6|CQ10A_HUMAN	tr|A0A6P6I4E9|A0A6P6I4E9_PUMCO
OG0009397	sp|Q99574|NEUS_HUMAN	tr|A0A6P6H2P3|A0A6P6H2P3_PUMCO
OG0009398	sp|Q9BPX3|CND3_HUMAN	tr|A0A6P6HQM8|A0A6P6HQM8_PUMCO
OG0009399	sp|Q9BQ69|MACD1_HUMAN	tr|A0A6P6H645|A0A6P6H645_PUMCO
OG0009400	sp|Q9BTY7|HGH1_HUMAN	tr|A0A6P6HSC6|A0A6P6HSC6_PUMCO
OG0009401	sp|Q9BXL5|HEMGN_HUMAN	tr|A0A6P6H3M1|A0A6P6H3M1_PUMCO
OG0009402	sp|Q9BY32|ITPA_HUMAN	tr|A0A6P6IN59|A0A6P6IN59_PUMCO
OG0009403	sp|Q9BYV2|TRI54_HUMAN	tr|A0A6P6I4B4|A0A6P6I4B4_PUMCO
OG0009404	sp|Q9C0B9|ZCHC2_HUMAN	tr|A0A6P6IFC5|A0A6P6IFC5_PUMCO
OG0009405	sp|Q9H081|MIS12_HUMAN	tr|A0A6P6HKE7|A0A6P6HKE7_PUMCO
OG0009406	sp|Q9H4E7|DEFI6_HUMAN	tr|A0A6P6HZ61|A0A6P6HZ61_PUMCO
OG0009407	sp|Q9H6F2|TM38A_HUMAN	tr|A0A6P6H8A8|A0A6P6H8A8_PUMCO
OG0009408	sp|Q9NTU4|CTSRZ_HUMAN	tr|A0A6P6H6X3|A0A6P6H6X3_PUMCO
OG0009409	sp|Q9NW08|RPC2_HUMAN	tr|A0A6P6I5Q5|A0A6P6I5Q5_PUMCO
OG0009410	sp|Q9P2Y4|ZN219_HUMAN	tr|A0A6P6HH81|A0A6P6HH81_PUMCO
OG0009411	sp|Q9ULW0|TPX2_HUMAN	tr|A0A6P6II30|A0A6P6II30_PUMCO
OG0009412	sp|Q9Y2T1|AXIN2_HUMAN	tr|A0A6P6I575|A0A6P6I575_PUMCO
OG0009413	sp|A6NEQ2|F181B_HUMAN	tr|A0A6P6ID92|A0A6P6ID92_PUMCO
OG0009414	sp|A8MXV4|NUD19_HUMAN	tr|A0A6P6H5A1|A0A6P6H5A1_PUMCO
OG0009415	sp|B3KS81|SRRM5_HUMAN	tr|A0A6P6H4P0|A0A6P6H4P0_PUMCO
OG0009416	sp|D6RIA3|CD054_HUMAN	tr|A0A6P6HRU6|A0A6P6HRU6_PUMCO
OG0009417	sp|H7C350|CC188_HUMAN	tr|A0A6P6IMS1|A0A6P6IMS1_PUMCO
OG0009418	sp|O00305|CACB4_HUMAN	tr|A0A6P6GY45|A0A6P6GY45_PUMCO
OG0009419	sp|O14874|BCKD_HUMAN	tr|A0A6P6HKP1|A0A6P6HKP1_PUMCO
OG0009420	sp|O15353|FOXN1_HUMAN	tr|A0A6P6HGJ9|A0A6P6HGJ9_PUMCO
OG0009421	sp|O43761|SNG3_HUMAN	tr|A0A6P6H9Y2|A0A6P6H9Y2_PUMCO
OG0009422	sp|O75145|LIPA3_HUMAN	tr|A0A6P6H421|A0A6P6H421_PUMCO
OG0009423	sp|O75508|CLD11_HUMAN	tr|A0A6P6H2L4|A0A6P6H2L4_PUMCO
OG0009424	sp|O75683|SURF6_HUMAN	tr|A0A6P6HXU0|A0A6P6HXU0_PUMCO
OG0009425	sp|O95857|TSN13_HUMAN	tr|A0A6P6IE40|A0A6P6IE40_PUMCO
OG0009426	sp|P01350|GAST_HUMAN	tr|A0A6P6HD44|A0A6P6HD44_PUMCO
OG0009427	sp|P05166|PCCB_HUMAN	tr|A0A6P6H2F9|A0A6P6H2F9_PUMCO
OG0009428	sp|P14866|HNRPL_HUMAN	tr|A0A6P6H4R1|A0A6P6H4R1_PUMCO
