Orthogroup	Homo_sapiens	Molossus_molossus
OG0009923	sp|P33032|MC5R_HUMAN	tr|A0A7J8HI94|A0A7J8HI94_MOLMO
OG0009924	sp|P33992|MCM5_HUMAN	tr|A0A7J8FZL4|A0A7J8FZL4_MOLMO
OG0009925	sp|P42773|CDN2C_HUMAN	tr|A0A7J8F6T0|A0A7J8F6T0_MOLMO
OG0009926	sp|P55210|CASP7_HUMAN	tr|A0A7J8DNG8|A0A7J8DNG8_MOLMO
OG0009927	sp|Q05516|ZBT16_HUMAN	tr|A0A7J8EWQ2|A0A7J8EWQ2_MOLMO
OG0009928	sp|Q13263|TIF1B_HUMAN	tr|A0A7J8CBQ6|A0A7J8CBQ6_MOLMO
OG0009929	sp|Q13351|KLF1_HUMAN	tr|A0A7J8I7K2|A0A7J8I7K2_MOLMO
OG0009930	sp|Q14165|MLEC_HUMAN	tr|A0A7J8BYQ1|A0A7J8BYQ1_MOLMO
OG0009931	sp|Q16514|TAF12_HUMAN	tr|A0A7J8FCJ3|A0A7J8FCJ3_MOLMO
OG0009932	sp|Q2VWA4|SKOR2_HUMAN	tr|A0A7J8HKL4|A0A7J8HKL4_MOLMO
OG0009933	sp|Q30KQ4|DB116_HUMAN	tr|A0A7J8HGL4|A0A7J8HGL4_MOLMO
OG0009934	sp|Q3KQZ1|S2535_HUMAN	tr|A0A7J8D1Y3|A0A7J8D1Y3_MOLMO
OG0009935	sp|Q53RT3|APRV1_HUMAN	tr|A0A7J8E0Q3|A0A7J8E0Q3_MOLMO
OG0009936	sp|Q5BJH2|TM128_HUMAN	tr|A0A7J8K3N7|A0A7J8K3N7_MOLMO
OG0009937	sp|Q5JVF3|PCID2_HUMAN	tr|A0A7J8GL21|A0A7J8GL21_MOLMO
OG0009938	sp|Q5QJU3|ACER2_HUMAN	tr|A0A7J8EBW3|A0A7J8EBW3_MOLMO
OG0009939	sp|Q68DL7|CR063_HUMAN	tr|A0A7J8HFH3|A0A7J8HFH3_MOLMO
OG0009940	sp|Q6ICI0|LHPL7_HUMAN	tr|A0A7J8C092|A0A7J8C092_MOLMO
OG0009941	sp|Q6N021|TET2_HUMAN	tr|A0A7J8K2M8|A0A7J8K2M8_MOLMO
OG0009942	sp|Q6P5Z2|PKN3_HUMAN	tr|A0A7J8EFA9|A0A7J8EFA9_MOLMO
OG0009943	sp|Q6UXY1|BI2L2_HUMAN	tr|A0A7J8FVT0|A0A7J8FVT0_MOLMO
OG0009944	sp|Q6ZU65|UBN2_HUMAN	tr|A0A7J8HF36|A0A7J8HF36_MOLMO
OG0009945	sp|Q709C8|VP13C_HUMAN	tr|A0A7J8K2S6|A0A7J8K2S6_MOLMO
OG0009946	sp|Q7Z3B1|NEGR1_HUMAN	tr|A0A7J8FAG8|A0A7J8FAG8_MOLMO
OG0009947	sp|Q8IU68|TMC8_HUMAN	tr|A0A7J8D2J3|A0A7J8D2J3_MOLMO
OG0009948	sp|Q8IUX8|EGFL6_HUMAN	tr|A0A7J8J5B5|A0A7J8J5B5_MOLMO
OG0009949	sp|Q8IX29|FBX16_HUMAN	tr|A0A7J8I5U6|A0A7J8I5U6_MOLMO
OG0009950	sp|Q8N7S2|DNJ5G_HUMAN	tr|A0A7J8E1G1|A0A7J8E1G1_MOLMO
OG0009951	sp|Q8N945|PRLD2_HUMAN	tr|A0A7J8IAP0|A0A7J8IAP0_MOLMO
OG0009952	sp|Q8ND07|BBOF1_HUMAN	tr|A0A7J8JRQ0|A0A7J8JRQ0_MOLMO
OG0009953	sp|Q92824|PCSK5_HUMAN	tr|A0A7J8EF81|A0A7J8EF81_MOLMO
OG0009954	sp|Q9BQS6|HSPB9_HUMAN	tr|A0A7J8CYI2|A0A7J8CYI2_MOLMO
OG0009955	sp|Q9BVV6|TALD3_HUMAN	tr|A0A7J8JUS0|A0A7J8JUS0_MOLMO
OG0009956	sp|Q9BZQ4|NMNA2_HUMAN	tr|A0A7J8CSH2|A0A7J8CSH2_MOLMO
OG0009957	sp|Q9H1U4|MEGF9_HUMAN	tr|A0A7J8EF42|A0A7J8EF42_MOLMO
OG0009958	sp|Q9H7D7|WDR26_HUMAN	tr|A0A7J8BN54|A0A7J8BN54_MOLMO
OG0009959	sp|Q9HCL2|GPAT1_HUMAN	tr|A0A7J8DPM3|A0A7J8DPM3_MOLMO
OG0009960	sp|Q9NPH3|IL1AP_HUMAN	tr|A0A7J8I0C6|A0A7J8I0C6_MOLMO
OG0009961	sp|Q9NQG7|HPS4_HUMAN	tr|A0A7J8BXD5|A0A7J8BXD5_MOLMO
OG0009962	sp|Q9NWW6|NRK1_HUMAN	tr|A0A7J8EFU8|A0A7J8EFU8_MOLMO
OG0009963	sp|Q9NXI6|RN186_HUMAN	tr|A0A7J8FC84|A0A7J8FC84_MOLMO
OG0009964	sp|Q9P2X3|IMPCT_HUMAN	tr|A0A7J8HHL4|A0A7J8HHL4_MOLMO
OG0009965	sp|Q9UIG8|SO3A1_HUMAN	tr|A0A7J8BL50|A0A7J8BL50_MOLMO
OG0009966	sp|Q9ULK6|RN150_HUMAN	tr|A0A7J8IBB6|A0A7J8IBB6_MOLMO
OG0009967	sp|Q9Y278|HS3S2_HUMAN	tr|A0A7J8IYG0|A0A7J8IYG0_MOLMO
OG0009968	sp|Q9Y3T9|NOC2L_HUMAN	tr|A0A7J8B8W1|A0A7J8B8W1_MOLMO
OG0009969	sp|Q9Y5Y3|GPR45_HUMAN	tr|A0A7J8E258|A0A7J8E258_MOLMO
OG0009970	sp|A6PVC2|TTLL8_HUMAN	tr|A0A7J8BJK3|A0A7J8BJK3_MOLMO
OG0009971	sp|A8MY62|BLML_HUMAN	tr|A0A7J8FA73|A0A7J8FA73_MOLMO
OG0009972	sp|A9UHW6|MI4GD_HUMAN	tr|A0A7J8CZU1|A0A7J8CZU1_MOLMO
OG0009973	sp|O00330|ODPX_HUMAN	tr|A0A7J8EU53|A0A7J8EU53_MOLMO
OG0009974	sp|O15037|KHNYN_HUMAN	tr|A0A7J8JUI9|A0A7J8JUI9_MOLMO
OG0009975	sp|O15375|MOT6_HUMAN	tr|A0A7J8D1X8|A0A7J8D1X8_MOLMO
OG0009976	sp|O60869|EDF1_HUMAN	tr|A0A7J8EDN4|A0A7J8EDN4_MOLMO
OG0009977	sp|O95456|PSMG1_HUMAN	tr|A0A7J8I277|A0A7J8I277_MOLMO
OG0009978	sp|O96024|B3GT4_HUMAN	tr|A0A7J8GNG4|A0A7J8GNG4_MOLMO
OG0009979	sp|P15088|CBPA3_HUMAN	tr|A0A7J8I060|A0A7J8I060_MOLMO
OG0009980	sp|P32241|VIPR1_HUMAN	tr|A0A7J8DEP5|A0A7J8DEP5_MOLMO
OG0009981	sp|P37058|DHB3_HUMAN	tr|A0A7J8EEQ0|A0A7J8EEQ0_MOLMO
OG0009982	sp|P40145|ADCY8_HUMAN	tr|A0A7J8DSN1|A0A7J8DSN1_MOLMO
OG0009983	sp|P49419|AL7A1_HUMAN	tr|A0A7J8IVM8|A0A7J8IVM8_MOLMO
OG0009984	sp|P50750|CDK9_HUMAN	tr|A0A7J8ECK9|A0A7J8ECK9_MOLMO
OG0009985	sp|P51606|RENBP_HUMAN	tr|A0A7J8J8X2|A0A7J8J8X2_MOLMO
OG0009986	sp|P51884|LUM_HUMAN	tr|A0A7J8G089|A0A7J8G089_MOLMO
OG0009987	sp|P55001|MFAP2_HUMAN	tr|A0A7J8FB73|A0A7J8FB73_MOLMO
OG0009988	sp|P78552|I13R1_HUMAN	tr|A0A7J8J5X0|A0A7J8J5X0_MOLMO
OG0009989	sp|P84157|MXRA7_HUMAN	tr|A0A7J8D0B7|A0A7J8D0B7_MOLMO
OG0009990	sp|Q04206|TF65_HUMAN	tr|A0A7J8EV21|A0A7J8EV21_MOLMO
OG0009991	sp|Q08462|ADCY2_HUMAN	tr|A0A7J8IWN1|A0A7J8IWN1_MOLMO
OG0009992	sp|Q10588|BST1_HUMAN	tr|A0A7J8JSD9|A0A7J8JSD9_MOLMO
OG0009993	sp|Q14119|VEZF1_HUMAN	tr|A0A7J8D363|A0A7J8D363_MOLMO
OG0009994	sp|Q15008|PSMD6_HUMAN	tr|A0A7J8DDE7|A0A7J8DDE7_MOLMO
OG0009995	sp|Q16270|IBP7_HUMAN	tr|A0A7J8JVB8|A0A7J8JVB8_MOLMO
OG0009996	sp|Q16568|CART_HUMAN	tr|A0A7J8IWE2|A0A7J8IWE2_MOLMO
OG0009997	sp|Q4U2R8|S22A6_HUMAN	tr|A0A7J8EUM8|A0A7J8EUM8_MOLMO
OG0009998	sp|Q58HT5|AWAT1_HUMAN	tr|A0A7J8J4K1|A0A7J8J4K1_MOLMO
OG0009999	sp|Q5VZK9|CARL1_HUMAN	tr|A0A7J8CPQ9|A0A7J8CPQ9_MOLMO
OG0010000	sp|Q6UXN9|WDR82_HUMAN	tr|A0A7J8DET5|A0A7J8DET5_MOLMO
OG0010001	sp|Q6ZS10|CL17A_HUMAN	tr|A0A7J8I4H2|A0A7J8I4H2_MOLMO
OG0010002	sp|Q70UQ0|IKIP_HUMAN	tr|A0A7J8FY72|A0A7J8FY72_MOLMO
OG0010003	sp|Q7KZF4|SND1_HUMAN	tr|A0A7J8HDE8|A0A7J8HDE8_MOLMO
OG0010004	sp|Q86SG7|LYG2_HUMAN	tr|A0A7J8B8Y6|A0A7J8B8Y6_MOLMO
OG0010005	sp|Q86SQ4|AGRG6_HUMAN	tr|A0A7J8GN09|A0A7J8GN09_MOLMO
OG0010006	sp|Q86T13|CLC14_HUMAN	tr|A0A7J8JRQ5|A0A7J8JRQ5_MOLMO
OG0010007	sp|Q86WN1|FCSD1_HUMAN	tr|A0A7J8I5S9|A0A7J8I5S9_MOLMO
OG0010008	sp|Q8IWS0|PHF6_HUMAN	tr|A0A7J8J7E0|A0A7J8J7E0_MOLMO
OG0010009	sp|Q8IXL6|FA20C_HUMAN	tr|A0A7J8I5T2|A0A7J8I5T2_MOLMO
OG0010010	sp|Q8IZL8|PELP1_HUMAN	tr|A0A7J8D0Y0|A0A7J8D0Y0_MOLMO
OG0010011	sp|Q8N108|MIER1_HUMAN	tr|A0A7J8F9S2|A0A7J8F9S2_MOLMO
OG0010012	sp|Q8N1N0|CLC4F_HUMAN	tr|A0A7J8E136|A0A7J8E136_MOLMO
OG0010013	sp|Q8N387|MUC15_HUMAN	tr|A0A7J8ESC6|A0A7J8ESC6_MOLMO
OG0010014	sp|Q8N5P1|ZC3H8_HUMAN	tr|A0A7J8E521|A0A7J8E521_MOLMO
OG0010015	sp|Q8N815|CNTD1_HUMAN	tr|A0A7J8CX67|A0A7J8CX67_MOLMO
OG0010016	sp|Q8N9B8|RGF1A_HUMAN	tr|A0A7J8DQV8|A0A7J8DQV8_MOLMO
OG0010017	sp|Q8NFP0|PXT1_HUMAN	tr|A0A7J8GS02|A0A7J8GS02_MOLMO
OG0010018	sp|Q8NHR9|PROF4_HUMAN	tr|A0A7J8E3W1|A0A7J8E3W1_MOLMO
OG0010019	sp|Q8TEQ6|GEMI5_HUMAN	tr|A0A7J8I6E9|A0A7J8I6E9_MOLMO
OG0010020	sp|Q969N2|PIGT_HUMAN	tr|A0A7J8HJK3|A0A7J8HJK3_MOLMO
OG0010021	sp|Q96AQ8|MCUR1_HUMAN	tr|A0A7J8FA28|A0A7J8FA28_MOLMO
OG0010022	sp|Q96EB6|SIR1_HUMAN	tr|A0A7J8DRS5|A0A7J8DRS5_MOLMO
OG0010023	sp|Q96EK7|F120B_HUMAN	tr|A0A7J8GPE5|A0A7J8GPE5_MOLMO
OG0010024	sp|Q96RT7|GCP6_HUMAN	tr|A0A7J8BJZ5|A0A7J8BJZ5_MOLMO
OG0010025	sp|Q9BQ49|SMIM7_HUMAN	tr|A0A7J8I807|A0A7J8I807_MOLMO
OG0010026	sp|Q9BU02|THTPA_HUMAN	tr|A0A7J8K2R1|A0A7J8K2R1_MOLMO
OG0010027	sp|Q9BX67|JAM3_HUMAN	tr|A0A7J8BY89|A0A7J8BY89_MOLMO
OG0010028	sp|Q9HAU0|PKHA5_HUMAN	tr|A0A7J8G057|A0A7J8G057_MOLMO
OG0010029	sp|Q9HBF4|ZFYV1_HUMAN	tr|A0A7J8K3D4|A0A7J8K3D4_MOLMO
OG0010030	sp|Q9NSA0|S22AB_HUMAN	tr|A0A7J8EVB5|A0A7J8EVB5_MOLMO
OG0010031	sp|Q9NZC9|SMAL1_HUMAN	tr|A0A7J8FUQ3|A0A7J8FUQ3_MOLMO
OG0010032	sp|Q9UBW5|BIN2_HUMAN	tr|A0A7J8FVS9|A0A7J8FVS9_MOLMO
OG0010033	sp|Q9UPM8|AP4E1_HUMAN	tr|A0A7J8JQY5|A0A7J8JQY5_MOLMO
OG0010034	sp|Q9Y6B7|AP4B1_HUMAN	tr|A0A7J8CP78|A0A7J8CP78_MOLMO
OG0010035	sp|A2PYH4|HFM1_HUMAN	tr|A0A7J8F8M1|A0A7J8F8M1_MOLMO
OG0010036	sp|A4D2P6|GRD2I_HUMAN	tr|A0A7J8I7B7|A0A7J8I7B7_MOLMO
OG0010037	sp|O00515|LAD1_HUMAN	tr|A0A7J8BM44|A0A7J8BM44_MOLMO
OG0010038	sp|O14964|HGS_HUMAN	tr|A0A7J8CYN8|A0A7J8CYN8_MOLMO
OG0010039	sp|O14967|CLGN_HUMAN	tr|A0A7J8I5R1|A0A7J8I5R1_MOLMO
OG0010040	sp|O60356|NUPR1_HUMAN	tr|A0A7J8J0R9|A0A7J8J0R9_MOLMO
OG0010041	sp|O75616|ERAL1_HUMAN	tr|A0A7J8CXH2|A0A7J8CXH2_MOLMO
OG0010042	sp|O94842|TOX4_HUMAN	tr|A0A7J8K266|A0A7J8K266_MOLMO
OG0010043	sp|O95994|AGR2_HUMAN	tr|A0A7J8HA06|A0A7J8HA06_MOLMO
OG0010044	sp|O96004|HAND1_HUMAN	tr|A0A7J8I832|A0A7J8I832_MOLMO
OG0010045	sp|P04844|RPN2_HUMAN	tr|A0A7J8HKF5|A0A7J8HKF5_MOLMO
OG0010046	sp|P08621|RU17_HUMAN	tr|A0A7J8CB93|A0A7J8CB93_MOLMO
OG0010047	sp|P19429|TNNI3_HUMAN	tr|A0A7J8CBQ2|A0A7J8CBQ2_MOLMO
OG0010048	sp|P21709|EPHA1_HUMAN	tr|A0A7J8HCC2|A0A7J8HCC2_MOLMO
OG0010049	sp|P35711|SOX5_HUMAN	tr|A0A7J8G2N2|A0A7J8G2N2_MOLMO
OG0010050	sp|P41182|BCL6_HUMAN	tr|A0A7J8HXY7|A0A7J8HXY7_MOLMO
OG0010051	sp|P50440|GATM_HUMAN	tr|A0A7J8JTE1|A0A7J8JTE1_MOLMO
OG0010052	sp|P51955|NEK2_HUMAN	tr|A0A7J8CSA2|A0A7J8CSA2_MOLMO
OG0010053	sp|Q0VAK6|LMOD3_HUMAN	tr|A0A7J8DC94|A0A7J8DC94_MOLMO
OG0010054	sp|Q14207|NPAT_HUMAN	tr|A0A7J8ESW0|A0A7J8ESW0_MOLMO
OG0010055	sp|Q6KC79|NIPBL_HUMAN	tr|A0A7J8J0J4|A0A7J8J0J4_MOLMO
OG0010056	sp|Q6P3X3|TTC27_HUMAN	tr|A0A7J8E4W3|A0A7J8E4W3_MOLMO
OG0010057	sp|Q6P4E1|GOLM2_HUMAN	tr|A0A7J8JQV5|A0A7J8JQV5_MOLMO
OG0010058	sp|Q6Q759|SPG17_HUMAN	tr|A0A7J8CU96|A0A7J8CU96_MOLMO
OG0010059	sp|Q6UWV7|SHL2A_HUMAN	tr|A0A7J8FD63|A0A7J8FD63_MOLMO
OG0010060	sp|Q6UXH1|CREL2_HUMAN	tr|A0A7J8BJK4|A0A7J8BJK4_MOLMO
OG0010061	sp|Q6ZPD8|DG2L6_HUMAN	tr|A0A7J8J504|A0A7J8J504_MOLMO
OG0010062	sp|Q765P7|MTSS2_HUMAN	tr|A0A7J8C9F1|A0A7J8C9F1_MOLMO
OG0010063	sp|Q7RTU3|OLIG3_HUMAN	tr|A0A7J8GS87|A0A7J8GS87_MOLMO
OG0010064	sp|Q86V15|CASZ1_HUMAN	tr|A0A7J8F6F3|A0A7J8F6F3_MOLMO
OG0010066	sp|Q8N3E9|PLCD3_HUMAN	tr|A0A7J8D0V2|A0A7J8D0V2_MOLMO
OG0010067	sp|Q8N3F9|G137C_HUMAN	tr|A0A7J8JVB9|A0A7J8JVB9_MOLMO
OG0010068	sp|Q8N5C8|TAB3_HUMAN	tr|A0A7J8J893|A0A7J8J893_MOLMO
OG0010069	sp|Q8N5I2|ARRD1_HUMAN	tr|A0A7J8EC06|A0A7J8EC06_MOLMO
OG0010070	sp|Q8NEW0|ZNT7_HUMAN	tr|A0A7J8CUF1|A0A7J8CUF1_MOLMO
OG0010071	sp|Q8TBB5|KLDC4_HUMAN	tr|A0A7J8C861|A0A7J8C861_MOLMO
OG0010072	sp|Q8WW27|ABEC4_HUMAN	tr|A0A7J8CPJ9|A0A7J8CPJ9_MOLMO
OG0010073	sp|Q8WY54|PPM1E_HUMAN	tr|A0A7J8D0R4|A0A7J8D0R4_MOLMO
OG0010074	sp|Q96S52|PIGS_HUMAN	tr|A0A7J8D0U8|A0A7J8D0U8_MOLMO
OG0010075	sp|Q99578|RIT2_HUMAN	tr|A0A7J8HJY6|A0A7J8HJY6_MOLMO
OG0010076	sp|Q9BW91|NUDT9_HUMAN	tr|A0A7J8JY59|A0A7J8JY59_MOLMO
OG0010077	sp|Q9H568|ACTL8_HUMAN	tr|A0A7J8F5P5|A0A7J8F5P5_MOLMO
OG0010078	sp|Q9HD67|MYO10_HUMAN	tr|A0A7J8J2L5|A0A7J8J2L5_MOLMO
OG0010079	sp|Q9NQV5|PRD11_HUMAN	tr|A0A7J8EUQ3|A0A7J8EUQ3_MOLMO
OG0010080	sp|Q9NX94|WBP1L_HUMAN	tr|A0A7J8DS54|A0A7J8DS54_MOLMO
OG0010081	sp|Q9NY12|GAR1_HUMAN	tr|A0A7J8JVL2|A0A7J8JVL2_MOLMO
OG0010082	sp|Q9UF12|HYPDH_HUMAN	tr|A0A7J8CAG2|A0A7J8CAG2_MOLMO
OG0010083	sp|Q9UK59|DBR1_HUMAN	tr|A0A7J8DAS3|A0A7J8DAS3_MOLMO
OG0010084	sp|Q9Y266|NUDC_HUMAN	tr|A0A7J8FA98|A0A7J8FA98_MOLMO
OG0010085	sp|Q9Y283|INVS_HUMAN	tr|A0A7J8EE41|A0A7J8EE41_MOLMO
OG0010086	sp|Q9Y2D8|ADIP_HUMAN	tr|A0A7J8FCZ6|A0A7J8FCZ6_MOLMO
OG0010087	sp|Q9Y4B6|DCAF1_HUMAN	tr|A0A7J8DBB7|A0A7J8DBB7_MOLMO
OG0010088	sp|Q9Y4P9|SPEF1_HUMAN	tr|A0A7J8HJW6|A0A7J8HJW6_MOLMO
OG0010089	sp|A4D1E1|Z804B_HUMAN	tr|A0A7J8HFD2|A0A7J8HFD2_MOLMO
OG0010090	sp|B3GLJ2|PATE3_HUMAN	tr|A0A7J8BZ24|A0A7J8BZ24_MOLMO
OG0010091	sp|O15499|GSC2_HUMAN	tr|A0A7J8BX88|A0A7J8BX88_MOLMO
OG0010092	sp|O43934|MFS11_HUMAN	tr|A0A7J8CZU2|A0A7J8CZU2_MOLMO
OG0010093	sp|O60341|KDM1A_HUMAN	tr|A0A7J8F9I5|A0A7J8F9I5_MOLMO
OG0010094	sp|O60524|NEMF_HUMAN	tr|A0A7J8JYP4|A0A7J8JYP4_MOLMO
OG0010095	sp|P04233|HG2A_HUMAN	tr|A0A7J8I476|A0A7J8I476_MOLMO
OG0010096	sp|P06850|CRF_HUMAN	tr|A0A7J8DSY4|A0A7J8DSY4_MOLMO
OG0010097	sp|P07737|PROF1_HUMAN	tr|A0A7J8D0S2|A0A7J8D0S2_MOLMO
OG0010098	sp|P10645|CMGA_HUMAN	tr|A0A7J8JRM5|A0A7J8JRM5_MOLMO
OG0010099	sp|P12644|BMP4_HUMAN	tr|A0A7J8JSA0|A0A7J8JSA0_MOLMO
OG0010100	sp|P19021|AMD_HUMAN	tr|A0A7J8J231|A0A7J8J231_MOLMO
OG0010101	sp|P24864|CCNE1_HUMAN	tr|A0A7J8C606|A0A7J8C606_MOLMO
OG0010102	sp|P42694|HELZ_HUMAN	tr|A0A7J8CY72|A0A7J8CY72_MOLMO
OG0010103	sp|P49640|EVX1_HUMAN	tr|A0A7J8HAQ0|A0A7J8HAQ0_MOLMO
OG0010104	sp|P49748|ACADV_HUMAN	tr|A0A7J8CV58|A0A7J8CV58_MOLMO
OG0010105	sp|P49763|PLGF_HUMAN	tr|A0A7J8JZU8|A0A7J8JZU8_MOLMO
OG0010106	sp|P50749|RASF2_HUMAN	tr|A0A7J8HJT7|A0A7J8HJT7_MOLMO
OG0010107	sp|P53999|TCP4_HUMAN	tr|A0A7J8J3B4|A0A7J8J3B4_MOLMO
OG0010108	sp|P54105|ICLN_HUMAN	tr|A0A7J8EQA3|A0A7J8EQA3_MOLMO
OG0010109	sp|P86397|HTD2_HUMAN	tr|A0A7J8DB60|A0A7J8DB60_MOLMO
OG0010110	sp|Q01970|PLCB3_HUMAN	tr|A0A7J8EUJ0|A0A7J8EUJ0_MOLMO
OG0010111	sp|Q03113|GNA12_HUMAN	tr|A0A7J8I7X1|A0A7J8I7X1_MOLMO
OG0010112	sp|Q13241|KLRD1_HUMAN	tr|A0A7J8FYE0|A0A7J8FYE0_MOLMO
OG0010113	sp|Q13506|NAB1_HUMAN	tr|A0A7J8FSH1|A0A7J8FSH1_MOLMO
OG0010114	sp|Q14118|DAG1_HUMAN	tr|A0A7J8DAQ9|A0A7J8DAQ9_MOLMO
OG0010115	sp|Q14190|SIM2_HUMAN	tr|A0A7J8I2Z3|A0A7J8I2Z3_MOLMO
OG0010116	sp|Q4G0W2|DUS28_HUMAN	tr|A0A7J8FQW9|A0A7J8FQW9_MOLMO
OG0010117	sp|Q5H8A3|NMS_HUMAN	tr|A0A7J8B800|A0A7J8B800_MOLMO
OG0010118	sp|Q5SVJ3|CA100_HUMAN	tr|A0A7J8BLK1|A0A7J8BLK1_MOLMO
OG0010119	sp|Q5T4I8|CF052_HUMAN	tr|A0A7J8F7N3|A0A7J8F7N3_MOLMO
OG0010120	sp|Q69YH5|CDCA2_HUMAN	tr|A0A7J8I557|A0A7J8I557_MOLMO
OG0010121	sp|Q6P5X5|CV039_HUMAN	tr|A0A7J8BXL4|A0A7J8BXL4_MOLMO
OG0010122	sp|Q6P7N7|TMM81_HUMAN	tr|A0A7J8CUN8|A0A7J8CUN8_MOLMO
OG0010123	sp|Q6PRD1|GP179_HUMAN	tr|A0A7J8CXV4|A0A7J8CXV4_MOLMO
OG0010124	sp|Q6YN16|HSDL2_HUMAN	tr|A0A7J8EEK9|A0A7J8EEK9_MOLMO
OG0010125	sp|Q7Z3C6|ATG9A_HUMAN	tr|A0A7J8FPI0|A0A7J8FPI0_MOLMO
OG0010126	sp|Q7Z7A3|CTU1_HUMAN	tr|A0A7J8C6M2|A0A7J8C6M2_MOLMO
OG0010127	sp|Q86VZ4|LRP11_HUMAN	tr|A0A7J8GRF9|A0A7J8GRF9_MOLMO
OG0010128	sp|Q86XL3|ANKL2_HUMAN	tr|A0A7J8BW11|A0A7J8BW11_MOLMO
OG0010129	sp|Q8IUR7|ARMC8_HUMAN	tr|A0A7J8D9Q2|A0A7J8D9Q2_MOLMO
OG0010130	sp|Q8IYU2|HACE1_HUMAN	tr|A0A7J8GQ21|A0A7J8GQ21_MOLMO
OG0010131	sp|Q8N228|SCML4_HUMAN	tr|A0A7J8GT33|A0A7J8GT33_MOLMO
OG0010132	sp|Q8N5T2|TBC19_HUMAN	tr|A0A7J8K2T4|A0A7J8K2T4_MOLMO
OG0010133	sp|Q8TDN2|KCNV2_HUMAN	tr|A0A7J8EE74|A0A7J8EE74_MOLMO
OG0010134	sp|Q92805|GOGA1_HUMAN	tr|A0A7J8EDC3|A0A7J8EDC3_MOLMO
OG0010135	sp|Q92889|XPF_HUMAN	tr|A0A7J8IXK2|A0A7J8IXK2_MOLMO
OG0010136	sp|Q92908|GATA6_HUMAN	tr|A0A7J8HG97|A0A7J8HG97_MOLMO
OG0010137	sp|Q96GV9|MACIR_HUMAN	tr|A0A7J8IXC4|A0A7J8IXC4_MOLMO
OG0010138	sp|Q96IM9|DYDC2_HUMAN	tr|A0A7J8DPI7|A0A7J8DPI7_MOLMO
OG0010139	sp|Q96J86|CYYR1_HUMAN	tr|A0A7J8HZC3|A0A7J8HZC3_MOLMO
OG0010140	sp|Q96NA2|RILP_HUMAN	tr|A0A7J8D1V4|A0A7J8D1V4_MOLMO
OG0010141	sp|Q96NX5|KCC1G_HUMAN	tr|A0A7J8CPL1|A0A7J8CPL1_MOLMO
OG0010142	sp|Q9BXN2|CLC7A_HUMAN	tr|A0A7J8FWG4|A0A7J8FWG4_MOLMO
OG0010143	sp|Q9H2P0|ADNP_HUMAN	tr|A0A7J8HEB3|A0A7J8HEB3_MOLMO
OG0010144	sp|Q9NYM4|GPR83_HUMAN	tr|A0A7J8EQI3|A0A7J8EQI3_MOLMO
OG0010145	sp|Q9NZM6|PK2L2_HUMAN	tr|A0A7J8IAB0|A0A7J8IAB0_MOLMO
OG0010146	sp|Q9UIC8|LCMT1_HUMAN	tr|A0A7J8IYU6|A0A7J8IYU6_MOLMO
OG0010147	sp|Q9UN76|S6A14_HUMAN	tr|A0A7J8J832|A0A7J8J832_MOLMO
OG0010148	sp|Q9UPN4|CP131_HUMAN	tr|A0A7J8CX30|A0A7J8CX30_MOLMO
OG0010149	sp|Q9Y366|IFT52_HUMAN	tr|A0A7J8HIA1|A0A7J8HIA1_MOLMO
OG0010150	sp|O14529|CUX2_HUMAN	tr|A0A7J8BXI0|A0A7J8BXI0_MOLMO
OG0010151	sp|O15347|HMGB3_HUMAN	tr|A0A7J8J5T8|A0A7J8J5T8_MOLMO
OG0010152	sp|O60673|REV3L_HUMAN	tr|A0A7J8GSY7|A0A7J8GSY7_MOLMO
OG0010153	sp|O75553|DAB1_HUMAN	tr|A0A7J8F6T3|A0A7J8F6T3_MOLMO
OG0010154	sp|O75575|RPC9_HUMAN	tr|A0A7J8IWY4|A0A7J8IWY4_MOLMO
OG0010155	sp|O75896|TUSC2_HUMAN	tr|A0A7J8DEI3|A0A7J8DEI3_MOLMO
OG0010156	sp|O94811|TPPP_HUMAN	tr|A0A7J8J4I9|A0A7J8J4I9_MOLMO
OG0010157	sp|O95685|PPR3D_HUMAN	tr|A0A7J8HKC9|A0A7J8HKC9_MOLMO
OG0010158	sp|P01130|LDLR_HUMAN	tr|A0A7J8I951|A0A7J8I951_MOLMO
OG0010159	sp|P05556|ITB1_HUMAN	tr|A0A7J8JVU8|A0A7J8JVU8_MOLMO
OG0010160	sp|P13056|NR2C1_HUMAN	tr|A0A7J8G0Q3|A0A7J8G0Q3_MOLMO
OG0010161	sp|P16150|LEUK_HUMAN	tr|A0A7J8J3F6|A0A7J8J3F6_MOLMO
OG0010162	sp|P27986|P85A_HUMAN	tr|A0A7J8J2E3|A0A7J8J2E3_MOLMO
OG0010163	sp|P28906|CD34_HUMAN	tr|A0A7J8CPU2|A0A7J8CPU2_MOLMO
OG0010164	sp|P56192|SYMC_HUMAN	tr|A0A7J8FZG8|A0A7J8FZG8_MOLMO
OG0010165	sp|P61201|CSN2_HUMAN	tr|A0A7J8JRN2|A0A7J8JRN2_MOLMO
OG0010166	sp|Q02153|GCYB1_HUMAN	tr|A0A7J8I6L7|A0A7J8I6L7_MOLMO
OG0010167	sp|Q3MIR4|CC50B_HUMAN	tr|A0A7J8K397|A0A7J8K397_MOLMO
