Orthogroup	Homo_sapiens	Odocoileus_virginianus_texanus
OG0013079	sp|P31273|HXC8_HUMAN	tr|A0A6J0XNU8|A0A6J0XNU8_ODOVR
OG0013080	sp|P37275|ZEB1_HUMAN	tr|A0A6J0YVJ6|A0A6J0YVJ6_ODOVR
OG0013081	sp|P41002|CCNF_HUMAN	tr|A0A6J0XV97|A0A6J0XV97_ODOVR
OG0013082	sp|P47900|P2RY1_HUMAN	tr|A0A6J0VZI3|A0A6J0VZI3_ODOVR
OG0013083	sp|P61160|ARP2_HUMAN	tr|A0A6J0X4X3|A0A6J0X4X3_ODOVR
OG0013084	sp|P62380|TBPL1_HUMAN	tr|A0A6J0YQ43|A0A6J0YQ43_ODOVR
OG0013085	sp|P78509|RELN_HUMAN	tr|A0A6J0WYL6|A0A6J0WYL6_ODOVR
OG0013086	sp|P84101|SERF2_HUMAN	tr|A0A6J0WH81|A0A6J0WH81_ODOVR
OG0013087	sp|Q02779|M3K10_HUMAN	tr|A0A6J0Z681|A0A6J0Z681_ODOVR
OG0013088	sp|Q05066|SRY_HUMAN	tr|A0A6J0XT72|A0A6J0XT72_ODOVR
OG0013089	sp|Q05519|SRS11_HUMAN	tr|A0A6J0XPW9|A0A6J0XPW9_ODOVR
OG0013090	sp|Q12796|PNRC1_HUMAN	tr|A0A6J0WAH6|A0A6J0WAH6_ODOVR
OG0013091	sp|Q14774|HLX_HUMAN	tr|A0A6J0WM03|A0A6J0WM03_ODOVR
OG0013092	sp|Q15370|ELOB_HUMAN	tr|A0A6J0YY61|A0A6J0YY61_ODOVR
OG0013093	sp|Q4L180|FIL1L_HUMAN	tr|A0A6J0ZED0|A0A6J0ZED0_ODOVR
OG0013094	sp|Q53HC0|CCD92_HUMAN	tr|A0A6J0Y6V3|A0A6J0Y6V3_ODOVR
OG0013095	sp|Q5H9S7|DCA17_HUMAN	tr|A0A6J0XSW6|A0A6J0XSW6_ODOVR
OG0013096	sp|Q5SY80|CTSRE_HUMAN	tr|A0A6J0ZBC7|A0A6J0ZBC7_ODOVR
OG0013097	sp|Q674X7|KAZRN_HUMAN	tr|A0A6J0W0A3|A0A6J0W0A3_ODOVR
OG0013098	sp|Q6ICC9|RTL6_HUMAN	tr|A0A6J0XYD0|A0A6J0XYD0_ODOVR
OG0013099	sp|Q6P2Q9|PRP8_HUMAN	tr|A0A6J0YV27|A0A6J0YV27_ODOVR
OG0013100	sp|Q6QHC5|DEGS2_HUMAN	tr|A0A6J0Z4J6|A0A6J0Z4J6_ODOVR
OG0013101	sp|Q6ZVX7|FBX50_HUMAN	tr|A0A6J0X780|A0A6J0X780_ODOVR
OG0013102	sp|Q7Z2E3|APTX_HUMAN	tr|A0A6J0XYD8|A0A6J0XYD8_ODOVR
OG0013103	sp|Q86U28|ISCA2_HUMAN	tr|A0A6J0YLJ3|A0A6J0YLJ3_ODOVR
OG0013104	sp|Q86YA3|ZGRF1_HUMAN	tr|A0A6J0X3B2|A0A6J0X3B2_ODOVR
OG0013105	sp|Q8IV03|LUR1L_HUMAN	tr|A0A6J0YRU7|A0A6J0YRU7_ODOVR
OG0013106	sp|Q8IWF2|FXRD2_HUMAN	tr|A0A6J0XF46|A0A6J0XF46_ODOVR
OG0013107	sp|Q8IWI9|MGAP_HUMAN	tr|A0A6J0ZF06|A0A6J0ZF06_ODOVR
OG0013108	sp|Q8IZP0|ABI1_HUMAN	tr|A0A6J0XDT0|A0A6J0XDT0_ODOVR
OG0013109	sp|Q8N3S3|PHTF2_HUMAN	tr|A0A6J0YBH1|A0A6J0YBH1_ODOVR
OG0013110	sp|Q8N697|S15A4_HUMAN	tr|A0A6J0WMF0|A0A6J0WMF0_ODOVR
OG0013111	sp|Q8NBZ7|UXS1_HUMAN	tr|A0A6J0WZX9|A0A6J0WZX9_ODOVR
OG0013112	sp|Q93100|KPBB_HUMAN	tr|A0A6J0WI16|A0A6J0WI16_ODOVR
OG0013113	sp|Q96BH3|ESPB1_HUMAN	tr|A0A6J0X2I0|A0A6J0X2I0_ODOVR
OG0013114	sp|Q96JC1|VPS39_HUMAN	tr|A0A6J0YLB3|A0A6J0YLB3_ODOVR
OG0013115	sp|Q9BYB4|GNB1L_HUMAN	tr|A0A6J0YBU5|A0A6J0YBU5_ODOVR
OG0013116	sp|Q9H293|IL25_HUMAN	tr|A0A6J0YV63|A0A6J0YV63_ODOVR
OG0013117	sp|Q9H693|CP095_HUMAN	tr|A0A6J0XC90|A0A6J0XC90_ODOVR
OG0013118	sp|Q9HB20|PKHA3_HUMAN	tr|A0A6J0WRI6|A0A6J0WRI6_ODOVR
OG0013119	sp|Q9HBM1|SPC25_HUMAN	tr|A0A6J0Z520|A0A6J0Z520_ODOVR
OG0013120	sp|Q9HBZ2|ARNT2_HUMAN	tr|A0A6J0W879|A0A6J0W879_ODOVR
OG0013121	sp|Q9HCY8|S10AE_HUMAN	tr|A0A6J0XE35|A0A6J0XE35_ODOVR
OG0013122	sp|Q9NPA2|MMP25_HUMAN	tr|A0A6J0YUN9|A0A6J0YUN9_ODOVR
OG0013123	sp|Q9NZA1|CLIC5_HUMAN	tr|A0A6J0XQ49|A0A6J0XQ49_ODOVR
OG0013124	sp|Q9UGT4|SUSD2_HUMAN	tr|A0A6J0YPP0|A0A6J0YPP0_ODOVR
OG0013125	sp|Q9UH03|SEPT3_HUMAN	tr|A0A6J0W9K3|A0A6J0W9K3_ODOVR
OG0013126	sp|Q9UJ55|MAGL2_HUMAN	tr|A0A6J0WPW7|A0A6J0WPW7_ODOVR
OG0013127	sp|Q9UJX2|CDC23_HUMAN	tr|A0A6J0Y3E3|A0A6J0Y3E3_ODOVR
OG0013128	sp|Q9UMQ3|BARX2_HUMAN	tr|A0A6J0X367|A0A6J0X367_ODOVR
OG0013129	sp|Q9Y5W3|KLF2_HUMAN	tr|A0A6J0YT83|A0A6J0YT83_ODOVR
OG0013130	sp|E5RG02|PRS46_HUMAN	tr|A0A6J0ZCB5|A0A6J0ZCB5_ODOVR
OG0013131	sp|O15212|PFD6_HUMAN	tr|A0A6J0WNB5|A0A6J0WNB5_ODOVR
OG0013132	sp|O94818|NOL4_HUMAN	tr|A0A6J0Z7J1|A0A6J0Z7J1_ODOVR
OG0013133	sp|O94985|CSTN1_HUMAN	tr|A0A6J0Y3R5|A0A6J0Y3R5_ODOVR
OG0013134	sp|O96011|PX11B_HUMAN	tr|A0A6J0YFT5|A0A6J0YFT5_ODOVR
OG0013135	sp|P12694|ODBA_HUMAN	tr|A0A6J0Y394|A0A6J0Y394_ODOVR
OG0013136	sp|P12757|SKIL_HUMAN	tr|A0A6J0YL37|A0A6J0YL37_ODOVR
OG0013137	sp|P23677|IP3KA_HUMAN	tr|A0A6J0WAB8|A0A6J0WAB8_ODOVR
OG0013138	sp|P25774|CATS_HUMAN	tr|A0A6J0Z262|A0A6J0Z262_ODOVR
OG0013139	sp|P27930|IL1R2_HUMAN	tr|A0A6J0Z8L7|A0A6J0Z8L7_ODOVR
OG0013140	sp|P28676|GRAN_HUMAN	tr|A0A6J0WJP4|A0A6J0WJP4_ODOVR
OG0013141	sp|P41146|OPRX_HUMAN	tr|A0A6J0W138|A0A6J0W138_ODOVR
OG0013142	sp|Q05BQ5|MBTD1_HUMAN	tr|A0A6J0Z854|A0A6J0Z854_ODOVR
OG0013143	sp|Q05D60|DEUP1_HUMAN	tr|A0A6J0Y5G6|A0A6J0Y5G6_ODOVR
OG0013144	sp|Q12947|FOXF2_HUMAN	tr|A0A6J0WTH1|A0A6J0WTH1_ODOVR
OG0013145	sp|Q13887|KLF5_HUMAN	tr|A0A6J0Y9F1|A0A6J0Y9F1_ODOVR
OG0013146	sp|Q14161|GIT2_HUMAN	tr|A0A6J0YLT4|A0A6J0YLT4_ODOVR
OG0013147	sp|Q5T5X7|BEND3_HUMAN	tr|A0A6J0XIZ9|A0A6J0XIZ9_ODOVR
OG0013148	sp|Q5VVQ6|OTU1_HUMAN	tr|A0A6J0Z979|A0A6J0Z979_ODOVR
OG0013149	sp|Q6P280|ZN529_HUMAN	tr|A0A6J0VPT9|A0A6J0VPT9_ODOVR
OG0013150	sp|Q6PI97|HOATZ_HUMAN	tr|A0A6J0WPA5|A0A6J0WPA5_ODOVR
OG0013151	sp|Q6ZUJ4|CC062_HUMAN	tr|A0A6J0ZCJ8|A0A6J0ZCJ8_ODOVR
OG0013152	sp|Q7L2Z9|CENPQ_HUMAN	tr|A0A6J0XPA0|A0A6J0XPA0_ODOVR
OG0013153	sp|Q7LBC6|KDM3B_HUMAN	tr|A0A6J0YQL8|A0A6J0YQL8_ODOVR
OG0013154	sp|Q7RTY0|MOT13_HUMAN	tr|A0A6J0Z6B1|A0A6J0Z6B1_ODOVR
OG0013155	sp|Q7Z2Q7|LRR70_HUMAN	tr|A0A6J0WCD1|A0A6J0WCD1_ODOVR
OG0013156	sp|Q7Z570|Z804A_HUMAN	tr|A0A6J0XYA9|A0A6J0XYA9_ODOVR
OG0013157	sp|Q86X29|LSR_HUMAN	tr|A0A6J0VT47|A0A6J0VT47_ODOVR
OG0013158	sp|Q8IYT8|ULK2_HUMAN	tr|A0A6J0XQL4|A0A6J0XQL4_ODOVR
OG0013159	sp|Q8IYU4|UBQLN_HUMAN	tr|A0A6J0XN67|A0A6J0XN67_ODOVR
OG0013160	sp|Q8N3Z6|ZCHC7_HUMAN	tr|A0A6J0WRI7|A0A6J0WRI7_ODOVR
OG0013161	sp|Q8N4K4|RPRML_HUMAN	tr|A0A6J0VUM8|A0A6J0VUM8_ODOVR
OG0013162	sp|Q8N7W2|BEND7_HUMAN	tr|A0A6J0WKI3|A0A6J0WKI3_ODOVR
OG0013163	sp|Q8NDZ4|DIK2A_HUMAN	tr|A0A6J0Y1Z5|A0A6J0Y1Z5_ODOVR
OG0013164	sp|Q8NG41|NPB_HUMAN	tr|A0A6J0YK74|A0A6J0YK74_ODOVR
OG0013165	sp|Q8TCT0|CERK1_HUMAN	tr|A0A6J0XK44|A0A6J0XK44_ODOVR
OG0013166	sp|Q8TDM6|DLG5_HUMAN	tr|A0A6J0VMI9|A0A6J0VMI9_ODOVR
OG0013167	sp|Q8WUI4|HDAC7_HUMAN	tr|A0A6J0X6W9|A0A6J0X6W9_ODOVR
OG0013168	sp|Q8WVX3|CD003_HUMAN	tr|A0A6J0XIP3|A0A6J0XIP3_ODOVR
OG0013169	sp|Q92786|PROX1_HUMAN	tr|A0A6J0Y0E9|A0A6J0Y0E9_ODOVR
OG0013170	sp|Q96DA0|ZG16B_HUMAN	tr|A0A6J0YWB0|A0A6J0YWB0_ODOVR
OG0013171	sp|Q96FA7|ZB10P_HUMAN	tr|A0A6J0YUB5|A0A6J0YUB5_ODOVR
OG0013172	sp|Q96JG6|VPS50_HUMAN	tr|A0A6J0XS40|A0A6J0XS40_ODOVR
OG0013173	sp|Q96M96|FGD4_HUMAN	tr|A0A6J0YYD7|A0A6J0YYD7_ODOVR
OG0013174	sp|Q96MG2|JSPR1_HUMAN	tr|A0A6J0YIH3|A0A6J0YIH3_ODOVR
OG0013175	sp|Q9BY76|ANGL4_HUMAN	tr|A0A6J0XYY2|A0A6J0XYY2_ODOVR
OG0013176	sp|Q9H106|SIRPD_HUMAN	tr|A0A6J0YGM5|A0A6J0YGM5_ODOVR
OG0013177	sp|Q9H400|LIME1_HUMAN	tr|A0A6J0W065|A0A6J0W065_ODOVR
OG0013178	sp|Q9H6R7|WDCP_HUMAN	tr|A0A6J0VL16|A0A6J0VL16_ODOVR
OG0013179	sp|Q9H6X5|CS044_HUMAN	tr|A0A6J0YRH6|A0A6J0YRH6_ODOVR
OG0013180	sp|Q9HB03|ELOV3_HUMAN	tr|A0A6J0XW29|A0A6J0XW29_ODOVR
OG0013181	sp|Q9NQ25|SLAF7_HUMAN	tr|A0A6J0X753|A0A6J0X753_ODOVR
OG0013182	sp|Q9NSA3|CNBP1_HUMAN	tr|A0A6J0X3I2|A0A6J0X3I2_ODOVR
OG0013183	sp|Q9NV58|RN19A_HUMAN	tr|A0A6J0Y2Z7|A0A6J0Y2Z7_ODOVR
OG0013184	sp|Q9NVH0|EXD2_HUMAN	tr|A0A6J0X6D7|A0A6J0X6D7_ODOVR
OG0013185	sp|Q9NWW0|HPIP_HUMAN	tr|A0A6J0YWA0|A0A6J0YWA0_ODOVR
OG0013186	sp|Q9NX14|NDUBB_HUMAN	tr|A0A6J0XRU2|A0A6J0XRU2_ODOVR
OG0013187	sp|Q9NXC5|MIO_HUMAN	tr|A0A6J0XZ43|A0A6J0XZ43_ODOVR
OG0013188	sp|Q9UGJ1|GCP4_HUMAN	tr|A0A6J0WJV0|A0A6J0WJV0_ODOVR
OG0013189	sp|Q9UKT4|FBX5_HUMAN	tr|A0A6J0WML8|A0A6J0WML8_ODOVR
OG0013190	sp|Q9Y255|PRLD1_HUMAN	tr|A0A6J0VX32|A0A6J0VX32_ODOVR
OG0013191	sp|Q9Y5Y0|FLVC1_HUMAN	tr|A0A6J0XB13|A0A6J0XB13_ODOVR
OG0013192	sp|Q9Y608|LRRF2_HUMAN	tr|A0A6J0WFI9|A0A6J0WFI9_ODOVR
OG0013193	sp|Q9Y613|FHOD1_HUMAN	tr|A0A6J0WV51|A0A6J0WV51_ODOVR
OG0013194	sp|O14672|ADA10_HUMAN	tr|A0A6J0WQ07|A0A6J0WQ07_ODOVR
OG0013195	sp|O14907|TX1B3_HUMAN	tr|A0A6J0WGH9|A0A6J0WGH9_ODOVR
OG0013196	sp|O43511|S26A4_HUMAN	tr|A0A6J0WQM8|A0A6J0WQM8_ODOVR
OG0013197	sp|O60331|PI51C_HUMAN	tr|A0A6J0XS01|A0A6J0XS01_ODOVR
OG0013198	sp|O95789|ZMYM6_HUMAN	tr|A0A6J0YT81|A0A6J0YT81_ODOVR
OG0013199	sp|P04183|KITH_HUMAN	tr|A0A6J0X6Y3|A0A6J0X6Y3_ODOVR
OG0013200	sp|P04217|A1BG_HUMAN	tr|A0A6J0Y2I3|A0A6J0Y2I3_ODOVR
OG0013201	sp|P08151|GLI1_HUMAN	tr|A0A6J0W8F7|A0A6J0W8F7_ODOVR
OG0013202	sp|P19623|SPEE_HUMAN	tr|A0A6J0Y7X9|A0A6J0Y7X9_ODOVR
OG0013203	sp|P29377|S100G_HUMAN	tr|A0A6J0WXP2|A0A6J0WXP2_ODOVR
OG0013204	sp|P30531|SC6A1_HUMAN	tr|A0A6J0VX36|A0A6J0VX36_ODOVR
OG0013205	sp|P31785|IL2RG_HUMAN	tr|A0A6J0WL60|A0A6J0WL60_ODOVR
OG0013206	sp|P45973|CBX5_HUMAN	tr|A0A6J0XLP0|A0A6J0XLP0_ODOVR
OG0013207	sp|P48651|PTSS1_HUMAN	tr|A0A6J0XT80|A0A6J0XT80_ODOVR
OG0013208	sp|P53621|COPA_HUMAN	tr|A0A6J0WVL0|A0A6J0WVL0_ODOVR
OG0013209	sp|P56181|NDUV3_HUMAN	tr|A0A6J0XEX6|A0A6J0XEX6_ODOVR
OG0013210	sp|P57768|SNX16_HUMAN	tr|A0A6J0VRB3|A0A6J0VRB3_ODOVR
OG0013211	sp|P58012|FOXL2_HUMAN	tr|A0A6J0Y359|A0A6J0Y359_ODOVR
OG0013212	sp|P60008|HILS1_HUMAN	tr|A0A6J0Z6R0|A0A6J0Z6R0_ODOVR
OG0013213	sp|P60323|NANO3_HUMAN	tr|A0A6J0ZEV9|A0A6J0ZEV9_ODOVR
OG0013214	sp|P61218|RPAB2_HUMAN	tr|A0A6J0XSZ0|A0A6J0XSZ0_ODOVR
OG0013215	sp|P61247|RS3A_HUMAN	tr|A0A6J0YSL2|A0A6J0YSL2_ODOVR
OG0013216	sp|Q02080|MEF2B_HUMAN	tr|A0A6J0WVR0|A0A6J0WVR0_ODOVR
OG0013217	sp|Q05086|UBE3A_HUMAN	tr|A0A6J0Z232|A0A6J0Z232_ODOVR
OG0013218	sp|Q14135|VGLL4_HUMAN	tr|A0A6J0VWT2|A0A6J0VWT2_ODOVR
OG0013219	sp|Q16821|PPR3A_HUMAN	tr|A0A6J0ZD29|A0A6J0ZD29_ODOVR
OG0013220	sp|Q30KQ1|DB133_HUMAN	tr|A0A6J0XK62|A0A6J0XK62_ODOVR
OG0013221	sp|Q3KQU3|MA7D1_HUMAN	tr|A0A6J0WDQ0|A0A6J0WDQ0_ODOVR
OG0013222	sp|Q3SXP7|SHSL1_HUMAN	tr|A0A6J0XY31|A0A6J0XY31_ODOVR
OG0013223	sp|Q5SW96|ARH_HUMAN	tr|A0A6J0YSX5|A0A6J0YSX5_ODOVR
OG0013224	sp|Q5XKP0|MIC13_HUMAN	tr|A0A6J0WS68|A0A6J0WS68_ODOVR
OG0013225	sp|Q67FW5|B3GNL_HUMAN	tr|A0A6J0YMP9|A0A6J0YMP9_ODOVR
OG0013226	sp|Q6UW49|SPESP_HUMAN	tr|A0A6J0WJE7|A0A6J0WJE7_ODOVR
OG0013227	sp|Q6UWU2|GLB1L_HUMAN	tr|A0A6J0YFF2|A0A6J0YFF2_ODOVR
OG0013228	sp|Q6UXB4|CLC4G_HUMAN	tr|A0A6J0XZ38|A0A6J0XZ38_ODOVR
OG0013229	sp|Q6ZNK6|TIFAB_HUMAN	tr|A0A6J0YP89|A0A6J0YP89_ODOVR
OG0013230	sp|Q6ZV70|LANC3_HUMAN	tr|A0A6J0Y6G1|A0A6J0Y6G1_ODOVR
OG0013231	sp|Q76LX8|ATS13_HUMAN	tr|A0A6J0X4V7|A0A6J0X4V7_ODOVR
OG0013232	sp|Q7Z5L3|C1QL2_HUMAN	tr|A0A6J0Z7S4|A0A6J0Z7S4_ODOVR
OG0013233	sp|Q86V25|VASH2_HUMAN	tr|A0A6J0XB08|A0A6J0XB08_ODOVR
OG0013234	sp|Q86VD1|MORC1_HUMAN	tr|A0A6J0YIB0|A0A6J0YIB0_ODOVR
OG0013235	sp|Q86WK7|AMGO3_HUMAN	tr|A0A6J0ZCD9|A0A6J0ZCD9_ODOVR
OG0013236	sp|Q86WQ0|NR2CA_HUMAN	tr|A0A6J0WR99|A0A6J0WR99_ODOVR
OG0013237	sp|Q8IU80|TMPS6_HUMAN	tr|A0A6J0WCE4|A0A6J0WCE4_ODOVR
OG0013238	sp|Q8N1M1|BEST3_HUMAN	tr|A0A6J0YA87|A0A6J0YA87_ODOVR
OG0013239	sp|Q8N412|STPG2_HUMAN	tr|A0A6J0YWY7|A0A6J0YWY7_ODOVR
OG0013240	sp|Q8NEP7|KLDC9_HUMAN	tr|A0A6J0X504|A0A6J0X504_ODOVR
OG0013241	sp|Q8NHW3|MAFA_HUMAN	tr|A0A6J0WG27|A0A6J0WG27_ODOVR
OG0013242	sp|Q8TBB0|THAP6_HUMAN	tr|A0A6J0YFC4|A0A6J0YFC4_ODOVR
OG0013243	sp|Q8WTT2|NOC3L_HUMAN	tr|A0A6J0YI77|A0A6J0YI77_ODOVR
OG0013244	sp|Q8WTX9|ZDHC1_HUMAN	tr|A0A6J0WSA2|A0A6J0WSA2_ODOVR
OG0013245	sp|Q969E1|LEAP2_HUMAN	tr|A0A6J0XVH4|A0A6J0XVH4_ODOVR
OG0013246	sp|Q96BJ3|AIDA_HUMAN	tr|A0A6J0WV55|A0A6J0WV55_ODOVR
OG0013247	sp|Q96EQ0|SGTB_HUMAN	tr|A0A6J0YYB3|A0A6J0YYB3_ODOVR
OG0013248	sp|Q96LT4|SAMD8_HUMAN	tr|A0A6J0X6L2|A0A6J0X6L2_ODOVR
OG0013249	sp|Q96RT8|GCP5_HUMAN	tr|A0A6J0YKZ7|A0A6J0YKZ7_ODOVR
OG0013250	sp|Q99426|TBCB_HUMAN	tr|A0A6J0VTG0|A0A6J0VTG0_ODOVR
OG0013251	sp|Q9BY89|K1671_HUMAN	tr|A0A6J0XKA1|A0A6J0XKA1_ODOVR
OG0013252	sp|Q9H5J0|ZBTB3_HUMAN	tr|A0A6J0Y0U4|A0A6J0Y0U4_ODOVR
OG0013253	sp|Q9HCG7|GBA2_HUMAN	tr|A0A6J0WI20|A0A6J0WI20_ODOVR
OG0013254	sp|Q9HCQ7|NPVF_HUMAN	tr|A0A6J0W8M3|A0A6J0W8M3_ODOVR
OG0013255	sp|Q9NP70|AMBN_HUMAN	tr|A0A6J0VZW6|A0A6J0VZW6_ODOVR
OG0013256	sp|Q9NZ09|UBAP1_HUMAN	tr|A0A6J0Z0N3|A0A6J0Z0N3_ODOVR
OG0013257	sp|Q9UQ07|MOK_HUMAN	tr|A0A6J0Z4M6|A0A6J0Z4M6_ODOVR
OG0013258	sp|Q9Y679|AUP1_HUMAN	tr|A0A6J0XNP6|A0A6J0XNP6_ODOVR
OG0013259	sp|A7KAX9|RHG32_HUMAN	tr|A0A6J0X4N9|A0A6J0X4N9_ODOVR
OG0013260	sp|O00194|RB27B_HUMAN	tr|A0A6J0YIR1|A0A6J0YIR1_ODOVR
OG0013261	sp|O15318|RPC7_HUMAN	tr|A0A6J0Z3X3|A0A6J0Z3X3_ODOVR
OG0013262	sp|O15539|RGS5_HUMAN	tr|A0A6J0VJG4|A0A6J0VJG4_ODOVR
OG0013263	sp|O75426|FBX24_HUMAN	tr|A0A6J0W135|A0A6J0W135_ODOVR
OG0013264	sp|O95219|SNX4_HUMAN	tr|A0A6J0XIM0|A0A6J0XIM0_ODOVR
OG0013265	sp|O95251|KAT7_HUMAN	tr|A0A6J0VNG1|A0A6J0VNG1_ODOVR
OG0013266	sp|O95613|PCNT_HUMAN	tr|A0A6J0W670|A0A6J0W670_ODOVR
OG0013267	sp|O95807|TM50A_HUMAN	tr|A0A6J0YV02|A0A6J0YV02_ODOVR
OG0013268	sp|P01189|COLI_HUMAN	tr|A0A6J0VRM9|A0A6J0VRM9_ODOVR
OG0013269	sp|P02144|MYG_HUMAN	tr|A0A6J0WPG8|A0A6J0WPG8_ODOVR
OG0013270	sp|P15018|LIF_HUMAN	tr|A0A6J0YM32|A0A6J0YM32_ODOVR
OG0013271	sp|P19438|TNR1A_HUMAN	tr|A0A6J0WEF1|A0A6J0WEF1_ODOVR
OG0013272	sp|P32971|TNFL8_HUMAN	tr|A0A6J0W2H0|A0A6J0W2H0_ODOVR
OG0013273	sp|P46663|BKRB1_HUMAN	tr|A0A6J0XZT9|A0A6J0XZT9_ODOVR
OG0013274	sp|P51148|RAB5C_HUMAN	tr|A0A6J0X3H1|A0A6J0X3H1_ODOVR
OG0013275	sp|P61803|DAD1_HUMAN	tr|A0A6J0YHT9|A0A6J0YHT9_ODOVR
OG0013276	sp|Q08830|FGL1_HUMAN	tr|A0A6J0XSV7|A0A6J0XSV7_ODOVR
OG0013277	sp|Q0VDD7|BRME1_HUMAN	tr|A0A6J0ZE02|A0A6J0ZE02_ODOVR
OG0013278	sp|Q12906|ILF3_HUMAN	tr|A0A6J0Y914|A0A6J0Y914_ODOVR
OG0013279	sp|Q14802|FXYD3_HUMAN	tr|A0A6J0Z550|A0A6J0Z550_ODOVR
OG0013280	sp|Q15012|LAP4A_HUMAN	tr|A0A6J0XXX3|A0A6J0XXX3_ODOVR
OG0013281	sp|Q15382|RHEB_HUMAN	tr|A0A6J0VYM3|A0A6J0VYM3_ODOVR
OG0013282	sp|Q16552|IL17_HUMAN	tr|A0A6J0YMY5|A0A6J0YMY5_ODOVR
OG0013283	sp|Q5T8A7|PPR26_HUMAN	tr|A0A6J0ZEY4|A0A6J0ZEY4_ODOVR
OG0013284	sp|Q5TBB1|RNH2B_HUMAN	tr|A0A6J0Y214|A0A6J0Y214_ODOVR
OG0013285	sp|Q5VXM1|CDCP2_HUMAN	tr|A0A6J0VPC3|A0A6J0VPC3_ODOVR
OG0013286	sp|Q5VZ03|NXNL2_HUMAN	tr|A0A6J0XT88|A0A6J0XT88_ODOVR
OG0013287	sp|Q6GQQ9|OTU7B_HUMAN	tr|A0A6J0Y1W3|A0A6J0Y1W3_ODOVR
OG0013288	sp|Q6P9G4|TM154_HUMAN	tr|A0A6J0XP09|A0A6J0XP09_ODOVR
OG0013289	sp|Q6PJ69|TRI65_HUMAN	tr|A0A6J0ZDH0|A0A6J0ZDH0_ODOVR
OG0013290	sp|Q6UB28|MAP12_HUMAN	tr|A0A6J0XS63|A0A6J0XS63_ODOVR
OG0013291	sp|Q7LFL8|CXXC5_HUMAN	tr|A0A6J0YSN2|A0A6J0YSN2_ODOVR
OG0013292	sp|Q7RTX9|MOT14_HUMAN	tr|A0A6J0XQ37|A0A6J0XQ37_ODOVR
OG0013293	sp|Q86TG7|PEG10_HUMAN	tr|A0A6J0WPG6|A0A6J0WPG6_ODOVR
OG0013294	sp|Q8IY81|SPB1_HUMAN	tr|A0A6J0W4P9|A0A6J0W4P9_ODOVR
OG0013295	sp|Q8IY92|SLX4_HUMAN	tr|A0A6J0ZA45|A0A6J0ZA45_ODOVR
OG0013296	sp|Q8IYS1|P20D2_HUMAN	tr|A0A6J0W5G9|A0A6J0W5G9_ODOVR
OG0013297	sp|Q8IYX4|DND1_HUMAN	tr|A0A6J0WJW4|A0A6J0WJW4_ODOVR
OG0013298	sp|Q8N0W7|FMR1N_HUMAN	tr|A0A6J0XHW8|A0A6J0XHW8_ODOVR
OG0013299	sp|Q8NEY3|SPAT4_HUMAN	tr|A0A6J0YVQ7|A0A6J0YVQ7_ODOVR
OG0013300	sp|Q96K49|TM87B_HUMAN	tr|A0A6J0VQ88|A0A6J0VQ88_ODOVR
OG0013301	sp|Q96KJ4|MSLNL_HUMAN	tr|A0A6J0X1C4|A0A6J0X1C4_ODOVR
OG0013302	sp|Q96LL3|FIMP_HUMAN	tr|A0A6J0WUA3|A0A6J0WUA3_ODOVR
OG0013303	sp|Q96M02|CJ090_HUMAN	tr|A0A6J0XMZ5|A0A6J0XMZ5_ODOVR
OG0013304	sp|Q96P16|RPR1A_HUMAN	tr|A0A6J0Y686|A0A6J0Y686_ODOVR
OG0013305	sp|Q99584|S10AD_HUMAN	tr|A0A6J0XB20|A0A6J0XB20_ODOVR
OG0013306	sp|Q9BQG1|SYT3_HUMAN	tr|A0A6J0XAB2|A0A6J0XAB2_ODOVR
OG0013307	sp|Q9BSJ5|CQ080_HUMAN	tr|A0A6J0YM51|A0A6J0YM51_ODOVR
OG0013308	sp|Q9BU20|CPLN2_HUMAN	tr|A0A6J0WCJ5|A0A6J0WCJ5_ODOVR
OG0013309	sp|Q9BW62|KATL1_HUMAN	tr|A0A6J0VY03|A0A6J0VY03_ODOVR
OG0013310	sp|Q9BZF1|OSBL8_HUMAN	tr|A0A6J0WYJ7|A0A6J0WYJ7_ODOVR
OG0013311	sp|Q9H040|SPRTN_HUMAN	tr|A0A6J0YZU9|A0A6J0YZU9_ODOVR
OG0013312	sp|Q9H0P0|5NT3A_HUMAN	tr|A0A6J0WYC6|A0A6J0WYC6_ODOVR
OG0013313	sp|Q9H5Y7|SLIK6_HUMAN	tr|A0A6J0Z2U4|A0A6J0Z2U4_ODOVR
OG0013314	sp|Q9H6L2|TM231_HUMAN	tr|A0A6J0WP49|A0A6J0WP49_ODOVR
OG0013315	sp|Q9H8M2|BRD9_HUMAN	tr|A0A6J0XGR1|A0A6J0XGR1_ODOVR
OG0013316	sp|Q9HAH7|FBRS_HUMAN	tr|A0A6J0Y7G7|A0A6J0Y7G7_ODOVR
OG0013317	sp|Q9HCN3|PGAP6_HUMAN	tr|A0A6J0Y2W8|A0A6J0Y2W8_ODOVR
OG0013318	sp|Q9HD20|AT131_HUMAN	tr|A0A6J0YWK7|A0A6J0YWK7_ODOVR
OG0013319	sp|Q9NWB6|ARGL1_HUMAN	tr|A0A6J0X734|A0A6J0X734_ODOVR
OG0013320	sp|Q9NWQ9|CN119_HUMAN	tr|A0A6J0YUB0|A0A6J0YUB0_ODOVR
