Orthogroup	Homo_sapiens	Camelus_ferus 
OG0007732	sp|O60346|PHLP1_HUMAN	tr|S9X2Q5|S9X2Q5_CAMFR
OG0007733	sp|P15924|DESP_HUMAN	tr|S9X8G9|S9X8G9_CAMFR
OG0007734	sp|P40926|MDHM_HUMAN	tr|S9X8R2|S9X8R2_CAMFR
OG0007735	sp|P22105|TENX_HUMAN	tr|S9XCT3|S9XCT3_CAMFR
OG0007736	sp|Q9P2G1|AKIB1_HUMAN	tr|S9XEJ7|S9XEJ7_CAMFR
OG0007737	sp|P11308|ERG_HUMAN	tr|S9XGF3|S9XGF3_CAMFR
OG0007738	sp|Q70YC5|ZN365_HUMAN	tr|S9XH94|S9XH94_CAMFR
OG0007739	sp|Q86YP4|P66A_HUMAN	tr|S9XHS7|S9XHS7_CAMFR
OG0007740	sp|Q5T5M9|CCNJ_HUMAN	tr|S9XKR8|S9XKR8_CAMFR
OG0007741	sp|C9J6K1|CS081_HUMAN	tr|S9XL71|S9XL71_CAMFR
OG0007742	sp|Q9NRB3|CHSTC_HUMAN	tr|S9XNW1|S9XNW1_CAMFR
OG0007743	sp|P29350|PTN6_HUMAN	tr|S9XQD6|S9XQD6_CAMFR
OG0007744	sp|Q9Y4K1|CRBG1_HUMAN	tr|S9XR16|S9XR16_CAMFR
OG0007745	sp|Q9Y6Y8|S23IP_HUMAN	tr|S9XSM8|S9XSM8_CAMFR
OG0007746	sp|Q9Y620|RA54B_HUMAN	tr|S9XV01|S9XV01_CAMFR
OG0007747	sp|O95665|NTR2_HUMAN	tr|S9XVE0|S9XVE0_CAMFR
OG0007748	sp|Q8WTQ7|GRK7_HUMAN	tr|S9XYK0|S9XYK0_CAMFR
OG0007749	sp|Q9H6U8|ALG9_HUMAN	tr|S9XYV9|S9XYV9_CAMFR
OG0007750	sp|Q9HD40|SPCS_HUMAN	tr|S9XZ01|S9XZ01_CAMFR
OG0007751	sp|Q9UMX3|BOK_HUMAN	tr|S9Y7E0|S9Y7E0_CAMFR
OG0007752	sp|Q9UQK1|PPR3C_HUMAN	tr|S9YCW7|S9YCW7_CAMFR
OG0007753	sp|Q9Y471|CMAH_HUMAN	tr|S9YFW8|S9YFW8_CAMFR
OG0007754	sp|P0DP57|SLUR2_HUMAN	tr|S9YIR7|S9YIR7_CAMFR
OG0007755	sp|O94916|NFAT5_HUMAN	tr|S9YJ63|S9YJ63_CAMFR
OG0007756	sp|Q5JVF3|PCID2_HUMAN	tr|S9YSL2|S9YSL2_CAMFR
OG0007757	sp|Q8IVW8|SPNS2_HUMAN	tr|S9Z1X4|S9Z1X4_CAMFR
OG0007758	sp|Q9NZK7|PA2GE_HUMAN	tr|T0M830|T0M830_CAMFR
OG0007759	sp|Q96AN5|TM143_HUMAN	tr|T0MHB9|T0MHB9_CAMFR
OG0007760	sp|Q6UXH0|ANGL8_HUMAN	tr|T0NRY1|T0NRY1_CAMFR
OG0007761	sp|Q5JQC9|AKAP4_HUMAN	tr|S9W656|S9W656_CAMFR
OG0007762	sp|P47775|GPR12_HUMAN	tr|S9W937|S9W937_CAMFR
OG0007763	sp|Q9P2K6|KLH42_HUMAN	tr|S9WBI6|S9WBI6_CAMFR
OG0007764	sp|Q5VT99|LRC38_HUMAN	tr|S9WDX3|S9WDX3_CAMFR
OG0007765	sp|Q6P2C0|WDR93_HUMAN	tr|S9WH46|S9WH46_CAMFR
OG0007766	sp|O14817|TSN4_HUMAN	tr|S9WJK7|S9WJK7_CAMFR
OG0007767	sp|Q8TCB7|METL6_HUMAN	tr|S9WK16|S9WK16_CAMFR
OG0007768	sp|O43829|ZBT14_HUMAN	tr|S9WT35|S9WT35_CAMFR
OG0007769	sp|Q8NA58|PNDC1_HUMAN	tr|S9WU18|S9WU18_CAMFR
OG0007770	sp|Q0GE19|NTCP7_HUMAN	tr|S9WU79|S9WU79_CAMFR
OG0007771	sp|Q9NRQ5|SMCO4_HUMAN	tr|S9WVU4|S9WVU4_CAMFR
OG0007772	sp|P05019|IGF1_HUMAN	tr|S9WX28|S9WX28_CAMFR
OG0007773	sp|P56962|STX17_HUMAN	tr|S9WXQ4|S9WXQ4_CAMFR
OG0007774	sp|Q9NXB9|ELOV2_HUMAN	tr|S9WZP0|S9WZP0_CAMFR
OG0007775	sp|Q6IQ20|NAPEP_HUMAN	tr|S9WZT4|S9WZT4_CAMFR
OG0007776	sp|Q9Y691|KCMB2_HUMAN	tr|S9X315|S9X315_CAMFR
OG0007777	sp|Q9Y4C1|KDM3A_HUMAN	tr|S9X3H4|S9X3H4_CAMFR
OG0007778	sp|P26640|SYVC_HUMAN	tr|S9X448|S9X448_CAMFR
OG0007779	sp|Q6UY18|LIGO4_HUMAN	tr|S9X7F7|S9X7F7_CAMFR
OG0007780	sp|Q16134|ETFD_HUMAN	tr|S9X7Y7|S9X7Y7_CAMFR
OG0007781	sp|Q8IUH3|RBM45_HUMAN	tr|S9XDY8|S9XDY8_CAMFR
OG0007782	sp|Q8IYJ0|PIANP_HUMAN	tr|S9XJP1|S9XJP1_CAMFR
OG0007783	sp|Q969Z0|FAKD4_HUMAN	tr|S9XKL5|S9XKL5_CAMFR
OG0007784	sp|Q8N350|CBARP_HUMAN	tr|S9XMX9|S9XMX9_CAMFR
OG0007785	sp|P04181|OAT_HUMAN	tr|S9XSL7|S9XSL7_CAMFR
OG0007786	sp|Q9BY89|K1671_HUMAN	tr|S9XYT6|S9XYT6_CAMFR
OG0007787	sp|Q6VVX0|CP2R1_HUMAN	tr|S9Y080|S9Y080_CAMFR
OG0007788	sp|Q08AE8|SPIR1_HUMAN	tr|S9Y5X6|S9Y5X6_CAMFR
OG0007789	sp|Q9P2M7|CING_HUMAN	tr|S9Y6L9|S9Y6L9_CAMFR
OG0007790	sp|Q96KP6|TNIP3_HUMAN	tr|S9Y9E7|S9Y9E7_CAMFR
OG0007791	sp|Q2NKX9|CB068_HUMAN	tr|S9YD24|S9YD24_CAMFR
OG0007792	sp|P49755|TMEDA_HUMAN	tr|S9YD57|S9YD57_CAMFR
OG0007793	sp|Q8N3P4|VPS8_HUMAN	tr|S9YE07|S9YE07_CAMFR
OG0007794	sp|O43709|BUD23_HUMAN	tr|S9YIM8|S9YIM8_CAMFR
OG0007795	sp|Q08334|I10R2_HUMAN	tr|T0M7Q1|T0M7Q1_CAMFR
OG0007796	sp|Q9UQQ1|NALDL_HUMAN	tr|T0MES8|T0MES8_CAMFR
OG0007797	sp|Q5ZPR3|CD276_HUMAN	tr|T0MFM5|T0MFM5_CAMFR
OG0007798	sp|Q6NUT3|MFS12_HUMAN	tr|T0MGS1|T0MGS1_CAMFR
OG0007799	sp|Q5T9L3|WLS_HUMAN	tr|T0MI71|T0MI71_CAMFR
OG0007800	sp|A8MXE2|B3GT9_HUMAN	tr|T0MIA2|T0MIA2_CAMFR
OG0007801	sp|P01160|ANF_HUMAN	tr|T0MIL2|T0MIL2_CAMFR
OG0007802	sp|Q9H7X2|CA115_HUMAN	tr|T0NSP8|T0NSP8_CAMFR
OG0007803	sp|Q92858|ATOH1_HUMAN	tr|S9WAV1|S9WAV1_CAMFR
OG0007804	sp|Q93009|UBP7_HUMAN	tr|S9WE92|S9WE92_CAMFR
OG0007805	sp|Q5HYC2|K2026_HUMAN	tr|S9WEI9|S9WEI9_CAMFR
OG0007806	sp|P27708|PYR1_HUMAN	tr|S9WFU9|S9WFU9_CAMFR
OG0007807	sp|P49281|NRAM2_HUMAN	tr|S9WHI0|S9WHI0_CAMFR
OG0007808	sp|O43933|PEX1_HUMAN	tr|S9WSV4|S9WSV4_CAMFR
OG0007809	sp|Q9H7P6|MB12B_HUMAN	tr|S9WSZ5|S9WSZ5_CAMFR
OG0007810	sp|Q5T5P2|SKT_HUMAN	tr|S9WT07|S9WT07_CAMFR
OG0007811	sp|P55036|PSMD4_HUMAN	tr|S9WTS7|S9WTS7_CAMFR
OG0007812	sp|Q86SE9|PCGF5_HUMAN	tr|S9WU91|S9WU91_CAMFR
OG0007813	sp|Q7Z4N8|P4HA3_HUMAN	tr|S9WYM6|S9WYM6_CAMFR
OG0007814	sp|Q8TCY9|URGCP_HUMAN	tr|S9WZK8|S9WZK8_CAMFR
OG0007815	sp|O95484|CLD9_HUMAN	tr|S9X2I5|S9X2I5_CAMFR
OG0007816	sp|Q2M1V0|ISX_HUMAN	tr|S9X2T3|S9X2T3_CAMFR
OG0007817	sp|Q8WXB1|MT21A_HUMAN	tr|S9X3Z9|S9X3Z9_CAMFR
OG0007818	sp|P26368|U2AF2_HUMAN	tr|S9X7M7|S9X7M7_CAMFR
OG0007819	sp|Q9NVX2|NLE1_HUMAN	tr|S9X9M1|S9X9M1_CAMFR
OG0007820	sp|P11086|PNMT_HUMAN	tr|S9X9P5|S9X9P5_CAMFR
OG0007821	sp|Q8WZ75|ROBO4_HUMAN	tr|S9XKT6|S9XKT6_CAMFR
OG0007822	sp|Q9H9P5|UNKL_HUMAN	tr|S9XLJ7|S9XLJ7_CAMFR
OG0007823	sp|Q13642|FHL1_HUMAN	tr|S9XMD9|S9XMD9_CAMFR
OG0007824	sp|Q58F21|BRDT_HUMAN	tr|S9XML1|S9XML1_CAMFR
OG0007825	sp|P29144|TPP2_HUMAN	tr|S9XMR8|S9XMR8_CAMFR
OG0007826	sp|Q16531|DDB1_HUMAN	tr|S9XN82|S9XN82_CAMFR
OG0007827	sp|Q8TDM5|SACA4_HUMAN	tr|S9XP65|S9XP65_CAMFR
OG0007828	sp|Q717R9|CYS1_HUMAN	tr|S9XVC6|S9XVC6_CAMFR
OG0007829	sp|Q5VYV7|SLX4I_HUMAN	tr|S9XVN7|S9XVN7_CAMFR
OG0007830	sp|O43559|FRS3_HUMAN	tr|S9XY72|S9XY72_CAMFR
OG0007831	sp|Q6FHJ7|SFRP4_HUMAN	tr|S9XZX5|S9XZX5_CAMFR
OG0007832	sp|Q6J272|F166A_HUMAN	tr|S9YFB4|S9YFB4_CAMFR
OG0007833	sp|P0C264|SBK3_HUMAN	tr|S9YGQ5|S9YGQ5_CAMFR
OG0007834	sp|Q6P2D8|XRRA1_HUMAN	tr|S9YH47|S9YH47_CAMFR
OG0007836	sp|Q8N1M1|BEST3_HUMAN	tr|S9YM66|S9YM66_CAMFR
OG0007837	sp|O75600|KBL_HUMAN	tr|S9YWH7|S9YWH7_CAMFR
OG0007838	sp|P42701|I12R1_HUMAN	tr|S9YWS1|S9YWS1_CAMFR
OG0007839	sp|P16150|LEUK_HUMAN	tr|T0M6A4|T0M6A4_CAMFR
OG0007840	sp|Q96B49|TOM6_HUMAN	tr|T0M7T3|T0M7T3_CAMFR
OG0007841	sp|Q8NCL8|TM116_HUMAN	tr|T0MDW7|T0MDW7_CAMFR
OG0007842	sp|Q8IZU9|KIRR3_HUMAN	tr|T0MHK5|T0MHK5_CAMFR
OG0007843	sp|Q9BQA1|MEP50_HUMAN	tr|T0MI20|T0MI20_CAMFR
OG0007844	sp|O95716|RAB3D_HUMAN	tr|T0NL88|T0NL88_CAMFR
OG0007845	sp|Q9Y6J6|KCNE2_HUMAN	tr|T0NLP2|T0NLP2_CAMFR
OG0007846	sp|Q9Y5R4|HEMK1_HUMAN	tr|T0NMV0|T0NMV0_CAMFR
OG0007847	sp|Q5S007|LRRK2_HUMAN	tr|S9W7H5|S9W7H5_CAMFR
OG0007848	sp|A0A1W2PQ72|MSD7_HUMAN	tr|S9WCH6|S9WCH6_CAMFR
OG0007849	sp|Q719I0|AHSA2_HUMAN	tr|S9WD63|S9WD63_CAMFR
OG0007850	sp|Q8N8F6|YIPF7_HUMAN	tr|S9WDL9|S9WDL9_CAMFR
OG0007851	sp|Q6SJ93|F111B_HUMAN	tr|S9WML7|S9WML7_CAMFR
OG0007852	sp|P20936|RASA1_HUMAN	tr|S9WQS2|S9WQS2_CAMFR
OG0007853	sp|Q9BU70|TRMO_HUMAN	tr|S9WR85|S9WR85_CAMFR
OG0007854	sp|Q7Z7C7|STRA8_HUMAN	tr|S9WVB5|S9WVB5_CAMFR
OG0007855	sp|Q7Z2T5|TRM1L_HUMAN	tr|S9WWU2|S9WWU2_CAMFR
OG0007856	sp|Q9NXW9|ALKB4_HUMAN	tr|S9WZW9|S9WZW9_CAMFR
OG0007857	sp|Q9NXC5|MIO_HUMAN	tr|S9X3C1|S9X3C1_CAMFR
OG0007858	sp|A6NKF2|ARI3C_HUMAN	tr|S9X5H0|S9X5H0_CAMFR
OG0007859	sp|Q08752|PPID_HUMAN	tr|S9X5H2|S9X5H2_CAMFR
OG0007860	sp|Q9Y6R7|FCGBP_HUMAN	tr|S9X5V9|S9X5V9_CAMFR
OG0007861	sp|P20366|TKN1_HUMAN	tr|S9X5Y9|S9X5Y9_CAMFR
OG0007862	sp|Q9BQE6|LBHD1_HUMAN	tr|S9X7F0|S9X7F0_CAMFR
OG0007863	sp|P05089|ARGI1_HUMAN	tr|S9X949|S9X949_CAMFR
OG0007864	sp|Q8WVY7|UBCP1_HUMAN	tr|S9XC66|S9XC66_CAMFR
OG0007865	sp|Q0VAA5|PLCX2_HUMAN	tr|S9XDI6|S9XDI6_CAMFR
OG0007866	sp|Q8WWF8|CAPSL_HUMAN	tr|S9XE27|S9XE27_CAMFR
OG0007867	sp|P31947|1433S_HUMAN	tr|S9XF84|S9XF84_CAMFR
OG0007868	sp|Q8IZ40|RCOR2_HUMAN	tr|S9XGM5|S9XGM5_CAMFR
OG0007869	sp|Q1W6H9|F110C_HUMAN	tr|S9XHN6|S9XHN6_CAMFR
OG0007870	sp|Q9ULZ9|MMP17_HUMAN	tr|S9XHZ1|S9XHZ1_CAMFR
OG0007871	sp|Q96LA8|ANM6_HUMAN	tr|S9XM31|S9XM31_CAMFR
OG0007872	sp|Q5TEJ8|THMS2_HUMAN	tr|S9XM51|S9XM51_CAMFR
OG0007873	sp|Q14116|IL18_HUMAN	tr|S9XNJ4|S9XNJ4_CAMFR
OG0007874	sp|Q14055|CO9A2_HUMAN	tr|S9XTH4|S9XTH4_CAMFR
OG0007875	sp|Q9BWS9|CHID1_HUMAN	tr|S9XU53|S9XU53_CAMFR
OG0007876	sp|Q9NY97|B3GN2_HUMAN	tr|S9XWG7|S9XWG7_CAMFR
OG0007877	sp|Q15036|SNX17_HUMAN	tr|S9XZZ8|S9XZZ8_CAMFR
OG0007878	sp|Q6ZT21|TMPPE_HUMAN	tr|S9Y1A9|S9Y1A9_CAMFR
OG0007879	sp|Q14520|HABP2_HUMAN	tr|S9Y3Z6|S9Y3Z6_CAMFR
OG0007880	sp|O60486|PLXC1_HUMAN	tr|S9YB69|S9YB69_CAMFR
OG0007881	sp|Q8N0U7|CA087_HUMAN	tr|S9YEV7|S9YEV7_CAMFR
OG0007882	sp|Q8NG06|TRI58_HUMAN	tr|S9YF02|S9YF02_CAMFR
OG0007883	sp|P00709|LALBA_HUMAN	tr|S9YFK0|S9YFK0_CAMFR
OG0007884	sp|Q9BSH4|TACO1_HUMAN	tr|S9YG98|S9YG98_CAMFR
OG0007885	sp|Q149M9|NWD1_HUMAN	tr|S9YWP2|S9YWP2_CAMFR
OG0007886	sp|O95476|CNEP1_HUMAN	tr|T0MCH7|T0MCH7_CAMFR
OG0007887	sp|P61812|TGFB2_HUMAN	tr|T0MJ72|T0MJ72_CAMFR
OG0007888	sp|P39877|PA2G5_HUMAN	tr|T0MJC2|T0MJC2_CAMFR
OG0007889	sp|Q86V81|THOC4_HUMAN	tr|T0NGV3|T0NGV3_CAMFR
OG0007890	sp|Q6UXD5|SE6L2_HUMAN	tr|T0NR17|T0NR17_CAMFR
OG0007891	sp|O14653|GOSR2_HUMAN	tr|S9WBZ9|S9WBZ9_CAMFR
OG0007892	sp|Q8TDX5|ACMSD_HUMAN	tr|S9WLT9|S9WLT9_CAMFR
OG0007893	sp|Q5JTW2|CEP78_HUMAN	tr|S9WP87|S9WP87_CAMFR
OG0007894	sp|Q8NA54|IQUB_HUMAN	tr|S9WQA7|S9WQA7_CAMFR
OG0007895	sp|Q5SZL2|CE85L_HUMAN	tr|S9WQN5|S9WQN5_CAMFR
OG0007896	sp|P09496|CLCA_HUMAN	tr|S9WR79|S9WR79_CAMFR
OG0007897	sp|Q9P1V8|SAM15_HUMAN	tr|S9WZ28|S9WZ28_CAMFR
OG0007898	sp|Q6ZU80|CE128_HUMAN	tr|S9X1M9|S9X1M9_CAMFR
OG0007899	sp|Q9ULD6|INTU_HUMAN	tr|S9X4H9|S9X4H9_CAMFR
OG0007900	sp|Q4AC94|C2CD3_HUMAN	tr|S9X524|S9X524_CAMFR
OG0007901	sp|Q96PZ0|PUS7_HUMAN	tr|S9X6C7|S9X6C7_CAMFR
OG0007902	sp|P14653|HXB1_HUMAN	tr|S9X9U2|S9X9U2_CAMFR
OG0007903	sp|Q969K7|TMM54_HUMAN	tr|S9XA94|S9XA94_CAMFR
OG0007904	sp|A4D263|SPT48_HUMAN	tr|S9XAV6|S9XAV6_CAMFR
OG0007905	sp|Q969S0|S35B4_HUMAN	tr|S9XFT0|S9XFT0_CAMFR
OG0007906	sp|Q9NW64|RBM22_HUMAN	tr|S9XKD8|S9XKD8_CAMFR
OG0007907	sp|A4GXA9|EME2_HUMAN	tr|S9XLG0|S9XLG0_CAMFR
OG0007908	sp|Q9UNY4|TTF2_HUMAN	tr|S9XQ28|S9XQ28_CAMFR
OG0007909	sp|O75844|FACE1_HUMAN	tr|S9Y348|S9Y348_CAMFR
OG0007910	sp|Q9NRK6|ABCBA_HUMAN	tr|S9Y3D7|S9Y3D7_CAMFR
OG0007911	sp|Q96B70|LENG9_HUMAN	tr|S9Y696|S9Y696_CAMFR
OG0007912	sp|Q9H3T2|SEM6C_HUMAN	tr|S9Y6K4|S9Y6K4_CAMFR
OG0007913	sp|Q9H1D9|RPC6_HUMAN	tr|S9YEJ1|S9YEJ1_CAMFR
OG0007914	sp|Q9BRS2|RIOK1_HUMAN	tr|S9YIB9|S9YIB9_CAMFR
OG0007915	sp|Q9NQ31|AKIP1_HUMAN	tr|S9YIU2|S9YIU2_CAMFR
OG0007916	sp|Q8NE00|TM104_HUMAN	tr|S9YLQ8|S9YLQ8_CAMFR
OG0007917	sp|Q3ZCW2|LEGL_HUMAN	tr|S9YM93|S9YM93_CAMFR
OG0007918	sp|Q8N3G9|TM130_HUMAN	tr|S9YNS4|S9YNS4_CAMFR
OG0007919	sp|O60674|JAK2_HUMAN	tr|S9YP10|S9YP10_CAMFR
OG0007920	sp|Q8IV08|PLD3_HUMAN	tr|S9YPW0|S9YPW0_CAMFR
OG0007921	sp|Q8NGR6|OR1B1_HUMAN	tr|S9YQE1|S9YQE1_CAMFR
OG0007922	sp|P19086|GNAZ_HUMAN	tr|S9YS36|S9YS36_CAMFR
OG0007923	sp|P23743|DGKA_HUMAN	tr|T0M5X1|T0M5X1_CAMFR
OG0007924	sp|Q96D71|REPS1_HUMAN	tr|T0M8U4|T0M8U4_CAMFR
OG0007925	sp|Q9Y5X4|NR2E3_HUMAN	tr|T0MHN4|T0MHN4_CAMFR
OG0007926	sp|Q9NSD7|RL3R1_HUMAN	tr|S9W563|S9W563_CAMFR
OG0007927	sp|Q8N9V7|TOPZ1_HUMAN	tr|S9W960|S9W960_CAMFR
OG0007928	sp|P07738|PMGE_HUMAN	tr|S9WCD9|S9WCD9_CAMFR
OG0007929	sp|O60759|CYTIP_HUMAN	tr|S9WCN0|S9WCN0_CAMFR
OG0007930	sp|O95831|AIFM1_HUMAN	tr|S9WGY3|S9WGY3_CAMFR
OG0007931	sp|P32321|DCTD_HUMAN	tr|S9WK49|S9WK49_CAMFR
OG0007932	sp|P01344|IGF2_HUMAN	tr|S9WSD1|S9WSD1_CAMFR
OG0007933	sp|Q86T96|RN180_HUMAN	tr|S9WX17|S9WX17_CAMFR
OG0007934	sp|Q14767|LTBP2_HUMAN	tr|S9WZ56|S9WZ56_CAMFR
OG0007935	sp|P05090|APOD_HUMAN	tr|S9X3X9|S9X3X9_CAMFR
OG0007936	sp|Q5I0G3|MDH1B_HUMAN	tr|S9X404|S9X404_CAMFR
OG0007937	sp|P62847|RS24_HUMAN	tr|S9X8E0|S9X8E0_CAMFR
OG0007938	sp|P07602|SAP_HUMAN	tr|S9X8E2|S9X8E2_CAMFR
OG0007939	sp|O75818|RPP40_HUMAN	tr|S9X8I7|S9X8I7_CAMFR
OG0007940	sp|Q16473|TENXA_HUMAN	tr|S9XAM2|S9XAM2_CAMFR
OG0007941	sp|O00267|SPT5H_HUMAN	tr|S9XCB9|S9XCB9_CAMFR
OG0007942	sp|Q9NYW7|TA2R1_HUMAN	tr|S9XCQ6|S9XCQ6_CAMFR
OG0007943	sp|P22234|PUR6_HUMAN	tr|S9XE23|S9XE23_CAMFR
OG0007944	sp|Q86SG2|ANR23_HUMAN	tr|S9XEW1|S9XEW1_CAMFR
OG0007945	sp|Q9BZM3|GSX2_HUMAN	tr|S9XF25|S9XF25_CAMFR
OG0007946	sp|P51164|ATP4B_HUMAN	tr|S9XFF6|S9XFF6_CAMFR
OG0007947	sp|A8MYB1|TMC5B_HUMAN	tr|S9XFJ1|S9XFJ1_CAMFR
OG0007948	sp|Q9UJ70|NAGK_HUMAN	tr|S9XGU0|S9XGU0_CAMFR
OG0007949	sp|Q2TAC6|KIF19_HUMAN	tr|S9XH25|S9XH25_CAMFR
OG0007950	sp|Q9NYL5|CP39A_HUMAN	tr|S9XN23|S9XN23_CAMFR
OG0007951	sp|Q69YQ0|CYTSA_HUMAN	tr|S9XR78|S9XR78_CAMFR
OG0007952	sp|Q9Y3X0|CCDC9_HUMAN	tr|S9XYH3|S9XYH3_CAMFR
OG0007953	sp|P26358|DNMT1_HUMAN	tr|S9Y061|S9Y061_CAMFR
OG0007954	sp|Q8NEC7|GSTCD_HUMAN	tr|S9Y0W9|S9Y0W9_CAMFR
OG0007955	sp|O76074|PDE5A_HUMAN	tr|S9Y9C7|S9Y9C7_CAMFR
OG0007956	sp|Q8N145|LGI3_HUMAN	tr|S9YAL3|S9YAL3_CAMFR
OG0007957	sp|Q9Y5M8|SRPRB_HUMAN	tr|S9YBH8|S9YBH8_CAMFR
OG0007958	sp|O60488|ACSL4_HUMAN	tr|S9YFF2|S9YFF2_CAMFR
OG0007959	sp|Q99471|PFD5_HUMAN	tr|S9YFK8|S9YFK8_CAMFR
OG0007960	sp|Q9NUU6|OTULL_HUMAN	tr|S9YG38|S9YG38_CAMFR
OG0007961	sp|Q92565|RPGF5_HUMAN	tr|S9YG81|S9YG81_CAMFR
OG0007962	sp|P32241|VIPR1_HUMAN	tr|S9YHH9|S9YHH9_CAMFR
OG0007963	sp|Q15025|TNIP1_HUMAN	tr|S9YMG8|S9YMG8_CAMFR
OG0007964	sp|O60711|LPXN_HUMAN	tr|S9YRD4|S9YRD4_CAMFR
OG0007965	sp|Q8NBI5|S43A3_HUMAN	tr|S9Z104|S9Z104_CAMFR
OG0007966	sp|O94829|IPO13_HUMAN	tr|T0ME24|T0ME24_CAMFR
OG0007967	sp|Q9ULZ3|ASC_HUMAN	tr|T0MFB2|T0MFB2_CAMFR
OG0007968	sp|Q6P988|NOTUM_HUMAN	tr|T0NMM3|T0NMM3_CAMFR
OG0007969	sp|A2RU67|F234B_HUMAN	tr|T0NN68|T0NN68_CAMFR
OG0007970	sp|Q6PML9|ZNT9_HUMAN	tr|S9WBT8|S9WBT8_CAMFR
OG0007971	sp|Q5TC84|OGRL1_HUMAN	tr|S9WD67|S9WD67_CAMFR
OG0007972	sp|P11047|LAMC1_HUMAN	tr|S9WE42|S9WE42_CAMFR
OG0007973	sp|Q99459|CDC5L_HUMAN	tr|S9WE74|S9WE74_CAMFR
OG0007974	sp|O00409|FOXN3_HUMAN	tr|S9WEN0|S9WEN0_CAMFR
OG0007975	sp|Q2KHT3|CL16A_HUMAN	tr|S9WJJ9|S9WJJ9_CAMFR
OG0007976	sp|Q14699|RFTN1_HUMAN	tr|S9WK05|S9WK05_CAMFR
OG0007977	sp|Q9Y467|SALL2_HUMAN	tr|S9WL78|S9WL78_CAMFR
OG0007978	sp|P61278|SMS_HUMAN	tr|S9WR54|S9WR54_CAMFR
OG0007979	sp|P83859|OX26_HUMAN	tr|S9WY64|S9WY64_CAMFR
OG0007980	sp|P63215|GBG3_HUMAN	tr|S9WYB7|S9WYB7_CAMFR
OG0007981	sp|Q8TB24|RIN3_HUMAN	tr|S9WZJ7|S9WZJ7_CAMFR
OG0007982	sp|A0A1W2PR48|TLE7_HUMAN	tr|S9X0R8|S9X0R8_CAMFR
OG0007983	sp|Q96PL2|TECTB_HUMAN	tr|S9X128|S9X128_CAMFR
OG0007984	sp|Q9UKB5|AJAP1_HUMAN	tr|S9X627|S9X627_CAMFR
OG0007985	sp|P08709|FA7_HUMAN	tr|S9X985|S9X985_CAMFR
OG0007986	sp|Q5VYK3|ECM29_HUMAN	tr|S9XDR1|S9XDR1_CAMFR
OG0007987	sp|O94955|RHBT3_HUMAN	tr|S9XE31|S9XE31_CAMFR
OG0007988	sp|O94812|BAIP3_HUMAN	tr|S9XLI9|S9XLI9_CAMFR
OG0007989	sp|Q8N9V2|TRIML_HUMAN	tr|S9XLT4|S9XLT4_CAMFR
OG0007990	sp|Q8WWB5|PIHD2_HUMAN	tr|S9XM87|S9XM87_CAMFR
OG0007991	sp|Q8NI08|NCOA7_HUMAN	tr|S9XQM4|S9XQM4_CAMFR
OG0007992	sp|P23526|SAHH_HUMAN	tr|S9XY13|S9XY13_CAMFR
OG0007993	sp|Q96DF8|ESS2_HUMAN	tr|S9XYZ3|S9XYZ3_CAMFR
OG0007994	sp|Q9HAC8|UBTD1_HUMAN	tr|S9YAC2|S9YAC2_CAMFR
OG0007995	sp|Q9UKY1|ZHX1_HUMAN	tr|S9YBG7|S9YBG7_CAMFR
OG0007996	sp|Q86XR5|PRIMA_HUMAN	tr|S9YBY0|S9YBY0_CAMFR
OG0007997	sp|P05231|IL6_HUMAN	tr|S9YC60|S9YC60_CAMFR
OG0007998	sp|Q96QB1|RHG07_HUMAN	tr|S9YE57|S9YE57_CAMFR
OG0007999	sp|Q6UWW0|LCN15_HUMAN	tr|S9YFC0|S9YFC0_CAMFR
OG0008000	sp|P51787|KCNQ1_HUMAN	tr|S9YJQ6|S9YJQ6_CAMFR
OG0008001	sp|Q9H228|S1PR5_HUMAN	tr|S9YLT7|S9YLT7_CAMFR
OG0008002	sp|Q53GT1|KLH22_HUMAN	tr|S9YN89|S9YN89_CAMFR
OG0008003	sp|Q3MIP1|IPIL2_HUMAN	tr|S9YRE8|S9YRE8_CAMFR
OG0008004	sp|O60487|MPZL2_HUMAN	tr|S9YVI7|S9YVI7_CAMFR
OG0008005	sp|Q99689|FEZ1_HUMAN	tr|S9YY02|S9YY02_CAMFR
OG0008006	sp|Q9BQ51|PD1L2_HUMAN	tr|S9YYX1|S9YYX1_CAMFR
OG0008007	sp|P78332|RBM6_HUMAN	tr|T0M3D0|T0M3D0_CAMFR
OG0008008	sp|A6NDP7|MADL2_HUMAN	tr|T0MBV5|T0MBV5_CAMFR
OG0008009	sp|Q15910|EZH2_HUMAN	tr|T0MH03|T0MH03_CAMFR
OG0008010	sp|A0PJX8|TMM82_HUMAN	tr|T0MH99|T0MH99_CAMFR
OG0008011	sp|Q9H788|SH24A_HUMAN	tr|T0MJK1|T0MJK1_CAMFR
OG0008012	sp|Q9HB65|ELL3_HUMAN	tr|T0NIX4|T0NIX4_CAMFR
OG0008013	sp|Q8NC96|NECP1_HUMAN	tr|T0NNA9|T0NNA9_CAMFR
OG0008014	sp|Q86YC3|LRC33_HUMAN	tr|S9W414|S9W414_CAMFR
OG0008015	sp|Q5JPH6|SYEM_HUMAN	tr|S9W8H6|S9W8H6_CAMFR
