Orthogroup	Homo_sapiens	Pan_troglodytes
OG0015924	sp|Q9ULP0|NDRG4_HUMAN	tr|H2QB85|H2QB85_PANTR
OG0015925	sp|Q9UNE0|EDAR_HUMAN	tr|H2QII8|H2QII8_PANTR
OG0015926	sp|Q9Y3M8|STA13_HUMAN	tr|K7CMU6|K7CMU6_PANTR
OG0015927	sp|Q9Y618|NCOR2_HUMAN	tr|A0A2I3TH75|A0A2I3TH75_PANTR
OG0015928	sp|A0A1B0GUS0|CS085_HUMAN	tr|A0A2I3RD90|A0A2I3RD90_PANTR
OG0015929	sp|A0PJZ3|GXLT2_HUMAN	tr|H2QMX8|H2QMX8_PANTR
OG0015930	sp|A2VDF0|FUCM_HUMAN	tr|H2R786|H2R786_PANTR
OG0015931	sp|A8MT65|ZN891_HUMAN	tr|H2RD10|H2RD10_PANTR
OG0015932	sp|C9J069|AJM1_HUMAN	tr|A0A2I3TUI5|A0A2I3TUI5_PANTR
OG0015933	sp|O15265|ATX7_HUMAN	tr|A0A2I3T8Q1|A0A2I3T8Q1_PANTR
OG0015934	sp|O15553|MEFV_HUMAN	tr|H2QAF9|H2QAF9_PANTR
OG0015935	sp|O43929|ORC4_HUMAN	tr|H2QIT1|H2QIT1_PANTR
OG0015936	sp|O75112|LDB3_HUMAN	tr|A0A2J8KIR0|A0A2J8KIR0_PANTR
OG0015937	sp|O75530|EED_HUMAN	tr|A0A2I3TDS4|A0A2I3TDS4_PANTR
OG0015938	sp|O75808|CAN15_HUMAN	tr|A0A2I3S5I6|A0A2I3S5I6_PANTR
OG0015939	sp|O94772|LY6H_HUMAN	tr|H2QWT7|H2QWT7_PANTR
OG0015940	sp|O94906|PRP6_HUMAN	tr|K7BSZ8|K7BSZ8_PANTR
OG0015941	sp|O95711|LY86_HUMAN	tr|A0A2J8MTV3|A0A2J8MTV3_PANTR
OG0015942	sp|P14222|PERF_HUMAN	tr|A0A2J8NUT0|A0A2J8NUT0_PANTR
OG0015943	sp|P17509|HXB6_HUMAN	tr|H2QDC2|H2QDC2_PANTR
OG0015944	sp|P21728|DRD1_HUMAN	tr|H2QS18|H2QS18_PANTR
OG0015945	sp|P24311|COX7B_HUMAN	tr|H2QYU1|H2QYU1_PANTR
OG0015946	sp|P26951|IL3RA_HUMAN	tr|A0A2I3SMI6|A0A2I3SMI6_PANTR
OG0015947	sp|P32243|OTX2_HUMAN	tr|H2Q8D0|H2Q8D0_PANTR
OG0015948	sp|P33991|MCM4_HUMAN	tr|H2QW49|H2QW49_PANTR
OG0015949	sp|P49916|DNLI3_HUMAN	tr|H2QCP0|H2QCP0_PANTR
OG0015950	sp|P51608|MECP2_HUMAN	tr|K7B3Z3|K7B3Z3_PANTR
OG0015951	sp|P59551|T2R60_HUMAN	sp|Q646A5|T2R60_PANTR
OG0015952	sp|P61236|YPEL3_HUMAN	tr|A0A2J8ISX5|A0A2J8ISX5_PANTR
OG0015953	sp|Q04743|EMX2_HUMAN	tr|H2Q2N0|H2Q2N0_PANTR
OG0015954	sp|Q13671|RIN1_HUMAN	tr|H2R578|H2R578_PANTR
OG0015955	sp|Q13884|SNTB1_HUMAN	tr|H2QWN2|H2QWN2_PANTR
OG0015956	sp|Q15326|ZMY11_HUMAN	tr|A0A2I3RAR6|A0A2I3RAR6_PANTR
OG0015957	sp|Q15391|P2Y14_HUMAN	tr|A0A2J8P2M1|A0A2J8P2M1_PANTR
OG0015958	sp|Q15652|JHD2C_HUMAN	tr|A0A2I3TWV3|A0A2I3TWV3_PANTR
OG0015959	sp|Q15831|STK11_HUMAN	tr|H2QET9|H2QET9_PANTR
OG0015960	sp|Q5S007|LRRK2_HUMAN	tr|H2Q5Q4|H2Q5Q4_PANTR
OG0015961	sp|Q5T2S8|ODAD2_HUMAN	tr|H2R7R5|H2R7R5_PANTR
OG0015962	sp|Q5VT06|CE350_HUMAN	tr|H2QZS6|H2QZS6_PANTR
OG0015963	sp|Q6ICH7|ASPH2_HUMAN	tr|H2RB50|H2RB50_PANTR
OG0015964	sp|Q6P2H3|CEP85_HUMAN	tr|A0A2I3TB53|A0A2I3TB53_PANTR
OG0015965	sp|Q6PGN9|PSRC1_HUMAN	tr|A0A2I3RDL4|A0A2I3RDL4_PANTR
OG0015966	sp|Q6TCH7|PAQR3_HUMAN	tr|H2R3F0|H2R3F0_PANTR
OG0015967	sp|Q8IUC2|KRA81_HUMAN	tr|H2QKY1|H2QKY1_PANTR
OG0015968	sp|Q8IV36|HID1_HUMAN	tr|A0A2J8KBQ3|A0A2J8KBQ3_PANTR
OG0015969	sp|Q8IXQ5|KLHL7_HUMAN	tr|A0A2I3SVQ9|A0A2I3SVQ9_PANTR
OG0015970	sp|Q8IYK8|REM2_HUMAN	tr|A0A2J8QJR7|A0A2J8QJR7_PANTR
OG0015971	sp|Q8N5J2|MINY1_HUMAN	tr|H2R1G0|H2R1G0_PANTR
OG0015972	sp|Q8N5Q1|GAR5B_HUMAN	tr|H2QH61|H2QH61_PANTR
OG0015973	sp|Q8NCQ7|PRCA1_HUMAN	tr|H2QCI8|H2QCI8_PANTR
OG0015974	sp|Q8NEV4|MYO3A_HUMAN	tr|H2Q1R1|H2Q1R1_PANTR
OG0015975	sp|Q8NEY4|VATC2_HUMAN	tr|A0A2I3TGE9|A0A2I3TGE9_PANTR
OG0015976	sp|Q8NI17|IL31R_HUMAN	tr|H2QQX5|H2QQX5_PANTR
OG0015977	sp|Q8WU17|RN139_HUMAN	tr|H2QWP5|H2QWP5_PANTR
OG0015978	sp|Q8WU67|ABHD3_HUMAN	tr|H2QEB8|H2QEB8_PANTR
OG0015979	sp|Q92858|ATOH1_HUMAN	sp|Q5IS79|ATOH1_PANTR
OG0015980	sp|Q969G9|NKD1_HUMAN	tr|H2RA69|H2RA69_PANTR
OG0015981	sp|Q96BU1|S1PBP_HUMAN	tr|A0A2J8JC26|A0A2J8JC26_PANTR
OG0015982	sp|Q96S16|JMJD8_HUMAN	tr|A0A2I3S969|A0A2I3S969_PANTR
OG0015983	sp|Q9BRQ5|ORAI3_HUMAN	tr|K7B6T1|K7B6T1_PANTR
OG0015984	sp|Q9BS40|LXN_HUMAN	tr|H2QNN1|H2QNN1_PANTR
OG0015985	sp|Q9BUT9|MCRI2_HUMAN	tr|K7BSC2|K7BSC2_PANTR
OG0015986	sp|Q9BXA6|TSSK6_HUMAN	tr|H2R688|H2R688_PANTR
OG0015987	sp|Q9BZ95|NSD3_HUMAN	tr|H2R3Q8|H2R3Q8_PANTR
OG0015988	sp|Q9BZV1|UBXN6_HUMAN	tr|K7D885|K7D885_PANTR
OG0015989	sp|Q9C0F0|ASXL3_HUMAN	tr|H2QEF3|H2QEF3_PANTR
OG0015990	sp|Q9H845|ACAD9_HUMAN	tr|H2QNB4|H2QNB4_PANTR
OG0015991	sp|Q9NPC7|MYNN_HUMAN	tr|H2QNP9|H2QNP9_PANTR
OG0015992	sp|Q9UGU5|HMGX4_HUMAN	tr|H2QLJ9|H2QLJ9_PANTR
OG0015993	sp|Q9UJD0|RIMS3_HUMAN	tr|A0A2J8LYZ0|A0A2J8LYZ0_PANTR
OG0015994	sp|Q9ULF5|S39AA_HUMAN	tr|A0A2I3T5U1|A0A2I3T5U1_PANTR
OG0015995	sp|Q9UNL2|SSRG_HUMAN	tr|H2QNM6|H2QNM6_PANTR
OG0015996	sp|Q9Y3A0|COQ4_HUMAN	tr|H2QXY9|H2QXY9_PANTR
OG0015997	sp|Q9Y5Q5|CORIN_HUMAN	tr|H2QPF1|H2QPF1_PANTR
OG0015998	sp|A1A4Y4|IRGM_HUMAN	tr|A0A2I3SJE4|A0A2I3SJE4_PANTR
OG0015999	sp|A6NN92|CXE1_HUMAN	tr|A0A2I3SPF3|A0A2I3SPF3_PANTR
OG0016000	sp|B3SHH9|TM114_HUMAN	tr|A0A2I3S8U0|A0A2I3S8U0_PANTR
OG0016001	sp|H0YL14|TM250_HUMAN	tr|A0A2J8NA19|A0A2J8NA19_PANTR
OG0016002	sp|I0J062|PANO1_HUMAN	tr|A0A2I3S5K5|A0A2I3S5K5_PANTR
OG0016003	sp|O00574|CXCR6_HUMAN	sp|Q9TV16|CXCR6_PANTR
OG0016004	sp|O14764|GBRD_HUMAN	tr|A0A2I3RJN7|A0A2I3RJN7_PANTR
OG0016005	sp|O14904|WNT9A_HUMAN	tr|H2Q194|H2Q194_PANTR
OG0016006	sp|O14924|RGS12_HUMAN	tr|H2QP51|H2QP51_PANTR
OG0016007	sp|O15031|PLXB2_HUMAN	tr|K7B3F3|K7B3F3_PANTR
OG0016008	sp|O15405|TOX3_HUMAN	tr|A0A2I3STP6|A0A2I3STP6_PANTR
OG0016009	sp|O43603|GALR2_HUMAN	tr|H2QDX3|H2QDX3_PANTR
OG0016010	sp|O75461|E2F6_HUMAN	tr|H2QHG0|H2QHG0_PANTR
OG0016011	sp|O75888|TNF13_HUMAN	tr|H2QC44|H2QC44_PANTR
OG0016012	sp|O76027|ANXA9_HUMAN	tr|H2PZX5|H2PZX5_PANTR
OG0016013	sp|O94778|AQP8_HUMAN	tr|H2QAT2|H2QAT2_PANTR
OG0016014	sp|O95167|NDUA3_HUMAN	sp|Q0MQ96|NDUA3_PANTR
OG0016015	sp|O95243|MBD4_HUMAN	tr|H2QNC3|H2QNC3_PANTR
OG0016016	sp|P05362|ICAM1_HUMAN	sp|Q28806|ICAM1_PANTR
OG0016017	sp|P11498|PYC_HUMAN	tr|H2R399|H2R399_PANTR
OG0016018	sp|P11597|CETP_HUMAN	tr|A0A2I3TFA7|A0A2I3TFA7_PANTR
OG0016019	sp|P18146|EGR1_HUMAN	tr|K7CXB8|K7CXB8_PANTR
OG0016020	sp|P21953|ODBB_HUMAN	tr|H2QTB5|H2QTB5_PANTR
OG0016021	sp|P23946|CMA1_HUMAN	tr|H2Q838|H2Q838_PANTR
OG0016022	sp|P33981|TTK_HUMAN	tr|A0A2J8PVP5|A0A2J8PVP5_PANTR
OG0016023	sp|P42345|MTOR_HUMAN	tr|K7B4P2|K7B4P2_PANTR
OG0016024	sp|P57077|M3KCL_HUMAN	tr|A0A2J8MQ32|A0A2J8MQ32_PANTR
OG0016025	sp|P78413|IRX4_HUMAN	tr|A0A2I3SBN5|A0A2I3SBN5_PANTR
OG0016026	sp|Q13163|MP2K5_HUMAN	tr|H2Q9P0|H2Q9P0_PANTR
OG0016027	sp|Q13443|ADAM9_HUMAN	tr|A0A2I3TUV7|A0A2I3TUV7_PANTR
OG0016028	sp|Q13472|TOP3A_HUMAN	tr|H2R419|H2R419_PANTR
OG0016029	sp|Q14210|LY6D_HUMAN	tr|H2QWT1|H2QWT1_PANTR
OG0016030	sp|Q5JUR7|TEX30_HUMAN	tr|A0A2I3SM06|A0A2I3SM06_PANTR
OG0016031	sp|Q5VYV7|SLX4I_HUMAN	tr|H2QJY9|H2QJY9_PANTR
OG0016032	sp|Q6P9G0|CB5D1_HUMAN	tr|H2QC60|H2QC60_PANTR
OG0016033	sp|Q7L5Y1|ENOF1_HUMAN	tr|H2QE69|H2QE69_PANTR
OG0016034	sp|Q86XR8|CEP57_HUMAN	tr|H2Q4L1|H2Q4L1_PANTR
OG0016035	sp|Q8N0X2|SPG16_HUMAN	tr|H2QJC7|H2QJC7_PANTR
OG0016036	sp|Q8N8M0|NAT16_HUMAN	tr|H2QV50|H2QV50_PANTR
OG0016037	sp|Q8N8Q3|ENDOV_HUMAN	tr|A0A2I3RZB3|A0A2I3RZB3_PANTR
OG0016038	sp|Q8NEM8|CBPC3_HUMAN	tr|A0A2J8QTK0|A0A2J8QTK0_PANTR
OG0016039	sp|Q8TB52|FBX30_HUMAN	tr|H2QTV7|H2QTV7_PANTR
OG0016040	sp|Q8WTP9|XAGE3_HUMAN	tr|H2R2C5|H2R2C5_PANTR
OG0016041	sp|Q92563|TICN2_HUMAN	tr|A0A2J8NUP4|A0A2J8NUP4_PANTR
OG0016042	sp|Q96A58|RERG_HUMAN	tr|H2Q5J1|H2Q5J1_PANTR
OG0016043	sp|Q96CB9|NSUN4_HUMAN	tr|H2PYY8|H2PYY8_PANTR
OG0016044	sp|Q96DA2|RB39B_HUMAN	tr|H2RFM9|H2RFM9_PANTR
OG0016045	sp|Q96IZ5|RBM41_HUMAN	tr|H2R4L8|H2R4L8_PANTR
OG0016046	sp|Q96P69|GPR78_HUMAN	tr|H2QP77|H2QP77_PANTR
OG0016047	sp|Q9BU76|MMTA2_HUMAN	tr|K7BID7|K7BID7_PANTR
OG0016048	sp|Q9BW11|MAD3_HUMAN	tr|A0A2I3SEP9|A0A2I3SEP9_PANTR
OG0016049	sp|Q9H7P6|MB12B_HUMAN	tr|H2QXW5|H2QXW5_PANTR
OG0016050	sp|Q9HB65|ELL3_HUMAN	tr|G2HJR5|G2HJR5_PANTR
OG0016051	sp|Q9HC07|TM165_HUMAN	tr|H2QPH8|H2QPH8_PANTR
OG0016052	sp|Q9NP94|S39A2_HUMAN	tr|H2Q7X4|H2Q7X4_PANTR
OG0016053	sp|Q9NR19|ACSA_HUMAN	tr|A0A2I3STB9|A0A2I3STB9_PANTR
OG0016054	sp|Q9NWU5|RM22_HUMAN	tr|H2QRV7|H2QRV7_PANTR
OG0016055	sp|Q9NYQ3|HAOX2_HUMAN	tr|H2R3B2|H2R3B2_PANTR
OG0016056	sp|Q9UBP8|KAAG1_HUMAN	tr|A0A2I3RC57|A0A2I3RC57_PANTR
OG0016057	sp|Q9UBX8|B4GT6_HUMAN	tr|H2QEE7|H2QEE7_PANTR
OG0016058	sp|Q9UBY5|LPAR3_HUMAN	tr|H2PZB1|H2PZB1_PANTR
OG0016059	sp|Q9UHB4|NDOR1_HUMAN	tr|H2R066|H2R066_PANTR
OG0016060	sp|Q9UIR0|BTNL2_HUMAN	tr|A0A2I3TCB4|A0A2I3TCB4_PANTR
OG0016061	sp|Q9UL41|PNMA3_HUMAN	tr|A0A2I3S037|A0A2I3S037_PANTR
OG0016062	sp|Q9ULE6|PALD_HUMAN	tr|A0A2I3RUW6|A0A2I3RUW6_PANTR
OG0016063	sp|Q9Y2Y8|PRG3_HUMAN	tr|H2R7T4|H2R7T4_PANTR
OG0016064	sp|Q9Y573|IPP_HUMAN	tr|H2R1P8|H2R1P8_PANTR
OG0016065	tr|A0A024RCN7|A0A024RCN7_HUMAN	tr|H2QZW7|H2QZW7_PANTR
OG0016066	sp|A0MZ66|SHOT1_HUMAN	tr|H2RCW1|H2RCW1_PANTR
OG0016067	sp|A0PJX0|CIB4_HUMAN	tr|H2QHK6|H2QHK6_PANTR
OG0016068	sp|A4D161|F221A_HUMAN	tr|A0A2I3SB03|A0A2I3SB03_PANTR
OG0016069	sp|A6NE52|WDR97_HUMAN	tr|H2QWW0|H2QWW0_PANTR
OG0016070	sp|A6NGY5|O51F1_HUMAN	tr|H2R5M3|H2R5M3_PANTR
OG0016071	sp|O00399|DCTN6_HUMAN	tr|H2R319|H2R319_PANTR
OG0016072	sp|O14713|ITBP1_HUMAN	tr|A0A2I3SE63|A0A2I3SE63_PANTR
OG0016073	sp|O75884|RBBP9_HUMAN	tr|A0A2I3T0Y2|A0A2I3T0Y2_PANTR
OG0016074	sp|O95405|ZFYV9_HUMAN	tr|H2PZ11|H2PZ11_PANTR
OG0016075	sp|P06315|KV502_HUMAN	tr|A0A2I3SBC7|A0A2I3SBC7_PANTR
OG0016076	sp|P08651|NFIC_HUMAN	tr|A0A2I3RJB0|A0A2I3RJB0_PANTR
OG0016077	sp|P10721|KIT_HUMAN	tr|H2QPH5|H2QPH5_PANTR
OG0016078	sp|P22455|FGFR4_HUMAN	tr|H2QS34|H2QS34_PANTR
OG0016079	sp|P22695|QCR2_HUMAN	tr|G2HJF6|G2HJF6_PANTR
OG0016080	sp|P23193|TCEA1_HUMAN	tr|A0A2I3SF60|A0A2I3SF60_PANTR
OG0016081	sp|P40967|PMEL_HUMAN	tr|A0A2I3TK98|A0A2I3TK98_PANTR
OG0016082	sp|P41271|NBL1_HUMAN	tr|A0A2I3RWS4|A0A2I3RWS4_PANTR
OG0016083	sp|P53816|PLAT3_HUMAN	tr|A0A2I3SYK9|A0A2I3SYK9_PANTR
OG0016084	sp|P55344|LMIP_HUMAN	tr|H2QH03|H2QH03_PANTR
OG0016085	sp|P56159|GFRA1_HUMAN	tr|A0A2J8PC91|A0A2J8PC91_PANTR
OG0016086	sp|Q01524|DEF6_HUMAN	sp|Q5G860|DEF6_PANTR
OG0016087	sp|Q06033|ITIH3_HUMAN	tr|H2RDM7|H2RDM7_PANTR
OG0016088	sp|Q13233|M3K1_HUMAN	tr|H2R5K3|H2R5K3_PANTR
OG0016089	sp|Q13410|BT1A1_HUMAN	tr|H2QSH7|H2QSH7_PANTR
OG0016090	sp|Q14566|MCM6_HUMAN	tr|K7BMV9|K7BMV9_PANTR
OG0016091	sp|Q14696|MESD_HUMAN	tr|H2Q9Y1|H2Q9Y1_PANTR
OG0016092	sp|Q15072|OZF_HUMAN	tr|H2QG61|H2QG61_PANTR
OG0016093	sp|Q15835|GRK1_HUMAN	tr|H2Q7U6|H2Q7U6_PANTR
OG0016094	sp|Q16829|DUS7_HUMAN	tr|K7CSV8|K7CSV8_PANTR
OG0016095	sp|Q2M3D2|EX3L2_HUMAN	tr|H2QGL1|H2QGL1_PANTR
OG0016096	sp|Q496A3|SPAS1_HUMAN	tr|A0A2I3SK49|A0A2I3SK49_PANTR
OG0016097	sp|Q4KMZ8|NKAI1_HUMAN	tr|K7A3R7|K7A3R7_PANTR
OG0016098	sp|Q5EBM4|ZN542_HUMAN	tr|G2HIK0|G2HIK0_PANTR
OG0016099	sp|Q6GV28|TM225_HUMAN	tr|H2R4X0|H2R4X0_PANTR
OG0016100	sp|Q6UY11|DLK2_HUMAN	tr|A0A2J8P076|A0A2J8P076_PANTR
OG0016101	sp|Q6ZP80|TM182_HUMAN	tr|H2QIH1|H2QIH1_PANTR
OG0016102	sp|Q86XS5|ANGL5_HUMAN	tr|H2Q4M1|H2Q4M1_PANTR
OG0016103	sp|Q8IUH4|ZDH13_HUMAN	tr|H2R5I8|H2R5I8_PANTR
OG0016104	sp|Q8IY34|S15A3_HUMAN	tr|A0A2I3SGN1|A0A2I3SGN1_PANTR
OG0016105	sp|Q8N2C3|DEPD4_HUMAN	tr|H2RG35|H2RG35_PANTR
OG0016106	sp|Q8TE04|PANK1_HUMAN	tr|A0A2I3SAC6|A0A2I3SAC6_PANTR
OG0016107	sp|Q8WYR1|PI3R5_HUMAN	tr|A0A2J8MGP0|A0A2J8MGP0_PANTR
OG0016108	sp|Q92932|PTPR2_HUMAN	tr|A0A2I3SMZ8|A0A2I3SMZ8_PANTR
OG0016109	sp|Q969P5|FBX32_HUMAN	tr|K7CFG5|K7CFG5_PANTR
OG0016110	sp|Q96F25|ALG14_HUMAN	tr|K7AJ24|K7AJ24_PANTR
OG0016111	sp|Q96PC3|AP1S3_HUMAN	tr|A0A2I3TKW0|A0A2I3TKW0_PANTR
OG0016112	sp|Q96Q40|CDK15_HUMAN	tr|H2QJ89|H2QJ89_PANTR
OG0016113	sp|Q96RD6|PANX2_HUMAN	tr|H2RCN7|H2RCN7_PANTR
OG0016114	sp|Q99678|GPR20_HUMAN	tr|H2R9N3|H2R9N3_PANTR
OG0016115	sp|Q99728|BARD1_HUMAN	tr|A0A2I3SEM0|A0A2I3SEM0_PANTR
OG0016116	sp|Q99743|NPAS2_HUMAN	tr|A0A2I3RYE0|A0A2I3RYE0_PANTR
OG0016117	sp|Q9BYC8|RM32_HUMAN	tr|H2QUH2|H2QUH2_PANTR
OG0016118	sp|Q9BZF2|OSBL7_HUMAN	tr|K7D7R1|K7D7R1_PANTR
OG0016119	sp|Q9H2B2|SYT4_HUMAN	tr|A0A2J8MMH3|A0A2J8MMH3_PANTR
OG0016120	sp|Q9H6Y2|WDR55_HUMAN	tr|H2R2E5|H2R2E5_PANTR
OG0016121	sp|Q9H8G2|CAAP1_HUMAN	tr|H2QX33|H2QX33_PANTR
OG0016122	sp|Q9HCH5|SYTL2_HUMAN	tr|H2R2J0|H2R2J0_PANTR
OG0016123	sp|Q9NP84|TNR12_HUMAN	tr|A0A2I3TGH1|A0A2I3TGH1_PANTR
OG0016124	sp|Q9NQX6|ZN331_HUMAN	tr|K7D7J1|K7D7J1_PANTR
OG0016125	sp|Q9NR61|DLL4_HUMAN	tr|A0A2I3S045|A0A2I3S045_PANTR
OG0016126	sp|Q9NTX9|F217B_HUMAN	tr|H2QKP6|H2QKP6_PANTR
OG0016127	sp|Q9NXB9|ELOV2_HUMAN	tr|A0A2I3RLM7|A0A2I3RLM7_PANTR
OG0016128	sp|Q9NYJ1|COA4_HUMAN	tr|A0A2I3SJU2|A0A2I3SJU2_PANTR
OG0016129	sp|Q9NZ08|ERAP1_HUMAN	tr|A0A2I3T3Q1|A0A2I3T3Q1_PANTR
OG0016130	sp|Q9P0S2|COX16_HUMAN	tr|H2Q8J3|H2Q8J3_PANTR
OG0016131	sp|Q9P2G3|KLH14_HUMAN	tr|H2R076|H2R076_PANTR
OG0016132	sp|Q9UKG4|S13A4_HUMAN	tr|A0A2I3T523|A0A2I3T523_PANTR
OG0016133	sp|Q9Y3D2|MSRB2_HUMAN	tr|K7AJ99|K7AJ99_PANTR
OG0016134	sp|Q9Y6X8|ZHX2_HUMAN	tr|H2R9P9|H2R9P9_PANTR
OG0016135	sp|A0A075B6V5|TVA36_HUMAN	tr|A0A2I3RXT6|A0A2I3RXT6_PANTR
OG0016136	sp|A0A0B4J266|TVA41_HUMAN	tr|A0A2I3S9E1|A0A2I3S9E1_PANTR
OG0016137	sp|A6NJT0|UNC4_HUMAN	tr|A0A2I3RJ94|A0A2I3RJ94_PANTR
OG0016138	sp|C9J442|CV046_HUMAN	tr|A0A2I3SK80|A0A2I3SK80_PANTR
OG0016139	sp|O00631|SARCO_HUMAN	tr|A0A2J8L0S2|A0A2J8L0S2_PANTR
OG0016140	sp|O43318|M3K7_HUMAN	tr|H2RCY2|H2RCY2_PANTR
OG0016141	sp|O43614|OX2R_HUMAN	tr|A0A2J8P170|A0A2J8P170_PANTR
OG0016142	sp|O60885|BRD4_HUMAN	tr|A0A2I3TJ11|A0A2I3TJ11_PANTR
OG0016143	sp|O75800|ZMY10_HUMAN	tr|G2HJN8|G2HJN8_PANTR
OG0016144	sp|O94779|CNTN5_HUMAN	tr|H2Q4L6|H2Q4L6_PANTR
OG0016145	sp|O94992|HEXI1_HUMAN	tr|K7B025|K7B025_PANTR
OG0016146	sp|O95171|SCEL_HUMAN	tr|A0A2I3TWT0|A0A2I3TWT0_PANTR
OG0016147	sp|O95858|TSN15_HUMAN	tr|H2Q207|H2Q207_PANTR
OG0016148	sp|O95866|G6B_HUMAN	tr|A0A2I3RAH1|A0A2I3RAH1_PANTR
OG0016149	sp|P03950|ANGI_HUMAN	sp|Q8WME8|ANGI_PANTR
OG0016150	sp|P09683|SECR_HUMAN	tr|H2R5P1|H2R5P1_PANTR
OG0016151	sp|P0DKL9|A14EL_HUMAN	tr|A0A2I3TQS5|A0A2I3TQS5_PANTR
OG0016152	sp|P10415|BCL2_HUMAN	tr|H2QEM8|H2QEM8_PANTR
OG0016153	sp|P11230|ACHB_HUMAN	tr|K7C899|K7C899_PANTR
OG0016154	sp|P12273|PIP_HUMAN	sp|P60989|PIP_PANTR
OG0016155	sp|P13804|ETFA_HUMAN	tr|H2Q9V0|H2Q9V0_PANTR
OG0016156	sp|P15941|MUC1_HUMAN	tr|H2Q072|H2Q072_PANTR
OG0016157	sp|P23786|CPT2_HUMAN	tr|H2PZ20|H2PZ20_PANTR
OG0016158	sp|P31213|S5A2_HUMAN	tr|A0A2I3T791|A0A2I3T791_PANTR
OG0016159	sp|P31930|QCR1_HUMAN	tr|G2HEX2|G2HEX2_PANTR
OG0016160	sp|P45452|MMP13_HUMAN	tr|A0A2I3SHB6|A0A2I3SHB6_PANTR
OG0016161	sp|P48960|AGRE5_HUMAN	tr|A0A2I3TEY8|A0A2I3TEY8_PANTR
OG0016162	sp|P50238|CRIP1_HUMAN	tr|H2RBE5|H2RBE5_PANTR
OG0016163	sp|P52179|MYOM1_HUMAN	tr|H2RC44|H2RC44_PANTR
OG0016164	sp|P55083|MFAP4_HUMAN	tr|A0A2I3TVZ0|A0A2I3TVZ0_PANTR
OG0016165	sp|P57058|HUNK_HUMAN	sp|Q68UT7|HUNK_PANTR
OG0016166	sp|P59861|D131A_HUMAN	tr|A0A2I3T8G2|A0A2I3T8G2_PANTR
OG0016167	sp|Q0D2K0|NIPA4_HUMAN	tr|H2QRW4|H2QRW4_PANTR
OG0016168	sp|Q12894|IFRD2_HUMAN	tr|H2RBQ8|H2RBQ8_PANTR
OG0016169	sp|Q13867|BLMH_HUMAN	tr|H2QCL2|H2QCL2_PANTR
OG0016170	sp|Q14934|NFAC4_HUMAN	tr|A0A2I3TJ60|A0A2I3TJ60_PANTR
OG0016171	sp|Q15306|IRF4_HUMAN	tr|H2QS71|H2QS71_PANTR
OG0016172	sp|Q16538|GP162_HUMAN	tr|H2Q5B5|H2Q5B5_PANTR
OG0016173	sp|Q53H80|AKIR2_HUMAN	tr|G2HG91|G2HG91_PANTR
OG0016174	sp|Q5VZ72|IZUM3_HUMAN	tr|A0A2I3SGH5|A0A2I3SGH5_PANTR
OG0016175	sp|Q6BCY4|NB5R2_HUMAN	tr|A0A2J8P665|A0A2J8P665_PANTR
OG0016176	sp|Q6PEY1|TMM88_HUMAN	tr|H2QC57|H2QC57_PANTR
OG0016177	sp|Q6PJP8|DCR1A_HUMAN	tr|H2R4B0|H2R4B0_PANTR
OG0016178	sp|Q6ZRP7|QSOX2_HUMAN	tr|H2QY61|H2QY61_PANTR
OG0016179	sp|Q6ZUX3|TGRM2_HUMAN	tr|H2R8W1|H2R8W1_PANTR
OG0016180	sp|Q7Z3H0|PANKY_HUMAN	tr|H2Q5Y4|H2Q5Y4_PANTR
OG0016181	sp|Q7Z7K6|CENPV_HUMAN	tr|H2QCB8|H2QCB8_PANTR
OG0016182	sp|Q86WA8|LONP2_HUMAN	tr|H2QB22|H2QB22_PANTR
OG0016183	sp|Q86XR2|NIBA3_HUMAN	tr|A0A2I3SY89|A0A2I3SY89_PANTR
OG0016184	sp|Q8N122|RPTOR_HUMAN	tr|H2QE16|H2QE16_PANTR
OG0016185	sp|Q8N6M6|AMPO_HUMAN	tr|A0A2I3TVW4|A0A2I3TVW4_PANTR
OG0016186	sp|Q8N9C0|IGS22_HUMAN	tr|H2Q3A0|H2Q3A0_PANTR
OG0016187	sp|Q8NEG7|DEN6B_HUMAN	tr|A0A2I3SM82|A0A2I3SM82_PANTR
OG0016188	sp|Q8NGZ0|O2AJ1_HUMAN	tr|A0A2I3S505|A0A2I3S505_PANTR
OG0016189	sp|Q8NH56|O52N5_HUMAN	tr|A0A2I3TNJ5|A0A2I3TNJ5_PANTR
OG0016190	sp|Q8NHA8|OR1FC_HUMAN	tr|A0A2I3SPY3|A0A2I3SPY3_PANTR
OG0016191	sp|Q8TAV0|FA76A_HUMAN	tr|A0A2I3RB09|A0A2I3RB09_PANTR
OG0016192	sp|Q8TBJ5|FEZF2_HUMAN	tr|A0A2I3SSQ3|A0A2I3SSQ3_PANTR
OG0016193	sp|Q8TC20|CAGE1_HUMAN	tr|H2QS95|H2QS95_PANTR
OG0016194	sp|Q8WUY9|DEP1B_HUMAN	tr|H2QQY2|H2QQY2_PANTR
OG0016195	sp|Q92731|ESR2_HUMAN	tr|H2Q8G2|H2Q8G2_PANTR
OG0016196	sp|Q92752|TENR_HUMAN	tr|A0A2J8N700|A0A2J8N700_PANTR
OG0016197	sp|Q96A26|F162A_HUMAN	tr|K7CLD5|K7CLD5_PANTR
