Orthogroup	Homo_sapiens	Suricata_suricatta
OG0013755	sp|Q7Z2D5|PLPR4_HUMAN	tr|A0A673UZN1|A0A673UZN1_SURSU
OG0013756	sp|Q7Z2Y8|GVIN1_HUMAN	tr|A0A673U0Z6|A0A673U0Z6_SURSU
OG0013757	sp|Q7Z6Z7|HUWE1_HUMAN	tr|A0A673UWR7|A0A673UWR7_SURSU
OG0013758	sp|Q86UW1|OSTA_HUMAN	tr|A0A673T523|A0A673T523_SURSU
OG0013759	sp|Q86WI0|LHPL1_HUMAN	tr|A0A673VGP2|A0A673VGP2_SURSU
OG0013760	sp|Q8IV31|TM139_HUMAN	tr|A0A673SMP4|A0A673SMP4_SURSU
OG0013761	sp|Q8N442|GUF1_HUMAN	tr|A0A673TZM1|A0A673TZM1_SURSU
OG0013762	sp|Q8N7X2|STPG3_HUMAN	tr|A0A673V929|A0A673V929_SURSU
OG0013763	sp|Q8NBL1|PGLT1_HUMAN	tr|A0A673T189|A0A673T189_SURSU
OG0013764	sp|Q8NG50|RDM1_HUMAN	tr|A0A673VHI7|A0A673VHI7_SURSU
OG0013765	sp|Q8NI77|KI18A_HUMAN	tr|A0A673U657|A0A673U657_SURSU
OG0013766	sp|Q92499|DDX1_HUMAN	tr|A0A673U7F8|A0A673U7F8_SURSU
OG0013767	sp|Q92686|NEUG_HUMAN	tr|A0A673UX10|A0A673UX10_SURSU
OG0013768	sp|Q92896|GSLG1_HUMAN	tr|A0A673USY2|A0A673USY2_SURSU
OG0013769	sp|Q96F45|ZN503_HUMAN	tr|A0A673UZH4|A0A673UZH4_SURSU
OG0013770	sp|Q96KN8|PLAT5_HUMAN	tr|A0A673VPJ4|A0A673VPJ4_SURSU
OG0013771	sp|Q96RJ3|TR13C_HUMAN	tr|A0A673VD35|A0A673VD35_SURSU
OG0013772	sp|Q9BQK8|LPIN3_HUMAN	tr|A0A673V6L0|A0A673V6L0_SURSU
OG0013773	sp|Q9BSY4|CHCH5_HUMAN	tr|A0A673T090|A0A673T090_SURSU
OG0013774	sp|Q9BTE3|MCMBP_HUMAN	tr|A0A673SXN8|A0A673SXN8_SURSU
OG0013775	sp|Q9BVG8|KIFC3_HUMAN	tr|A0A673UX45|A0A673UX45_SURSU
OG0013776	sp|Q9H2W2|MIXL1_HUMAN	tr|A0A673STE0|A0A673STE0_SURSU
OG0013777	sp|Q9HC52|CBX8_HUMAN	tr|A0A673VCR4|A0A673VCR4_SURSU
OG0013778	sp|Q9NRW7|VPS45_HUMAN	tr|A0A673TDC8|A0A673TDC8_SURSU
OG0013779	sp|Q9NUX5|POTE1_HUMAN	tr|A0A673UJI7|A0A673UJI7_SURSU
OG0013780	sp|Q9NXG0|CNTLN_HUMAN	tr|A0A673TPI6|A0A673TPI6_SURSU
OG0013781	sp|Q9NYP7|ELOV5_HUMAN	tr|A0A673U6U6|A0A673U6U6_SURSU
OG0013782	sp|Q9NYW0|T2R10_HUMAN	tr|A0A673TNR6|A0A673TNR6_SURSU
OG0013783	sp|Q9UJ42|GP160_HUMAN	tr|A0A673TZI2|A0A673TZI2_SURSU
OG0013784	sp|Q9Y256|FACE2_HUMAN	tr|A0A673U2C1|A0A673U2C1_SURSU
OG0013785	sp|Q9Y267|S22AE_HUMAN	tr|A0A673U9R4|A0A673U9R4_SURSU
OG0013786	sp|Q9Y458|TBX22_HUMAN	tr|A0A673VGU6|A0A673VGU6_SURSU
OG0013787	sp|Q9Y5P6|GMPPB_HUMAN	tr|A0A673VC11|A0A673VC11_SURSU
OG0013789	sp|A1A4G5|LNP1_HUMAN	tr|A0A673TTB4|A0A673TTB4_SURSU
OG0013790	sp|O14625|CXL11_HUMAN	tr|A0A673VFU0|A0A673VFU0_SURSU
OG0013791	sp|O15455|TLR3_HUMAN	tr|A0A673SSK5|A0A673SSK5_SURSU
OG0013792	sp|O43292|GPAA1_HUMAN	tr|A0A673VIE1|A0A673VIE1_SURSU
OG0013793	sp|O60939|SCN2B_HUMAN	tr|A0A673VBS6|A0A673VBS6_SURSU
OG0013794	sp|O75360|PROP1_HUMAN	tr|A0A673T5S2|A0A673T5S2_SURSU
OG0013795	sp|O75394|RM33_HUMAN	tr|A0A673TII6|A0A673TII6_SURSU
OG0013796	sp|O95817|BAG3_HUMAN	tr|A0A673SQG0|A0A673SQG0_SURSU
OG0013797	sp|P10155|RO60_HUMAN	tr|A0A673TCJ2|A0A673TCJ2_SURSU
OG0013798	sp|P15248|IL9_HUMAN	tr|A0A673T115|A0A673T115_SURSU
OG0013799	sp|P24394|IL4RA_HUMAN	tr|A0A673VBW4|A0A673VBW4_SURSU
OG0013800	sp|P48728|GCST_HUMAN	tr|A0A673V747|A0A673V747_SURSU
OG0013801	sp|P56378|ATP68_HUMAN	tr|A0A673SWU6|A0A673SWU6_SURSU
OG0013802	sp|Q12882|DPYD_HUMAN	tr|A0A673V0R6|A0A673V0R6_SURSU
OG0013803	sp|Q15056|IF4H_HUMAN	tr|A0A673U5S2|A0A673U5S2_SURSU
OG0013804	sp|Q15125|EBP_HUMAN	tr|A0A673VNK6|A0A673VNK6_SURSU
OG0013805	sp|Q5BJF2|SGMR2_HUMAN	tr|A0A673VNB6|A0A673VNB6_SURSU
OG0013806	sp|Q5BKX6|S45A4_HUMAN	tr|A0A673VPE2|A0A673VPE2_SURSU
OG0013807	sp|Q5SQN1|SNP47_HUMAN	tr|A0A673SQV1|A0A673SQV1_SURSU
OG0013808	sp|Q5T4D3|TMTC4_HUMAN	tr|A0A673V211|A0A673V211_SURSU
OG0013809	sp|Q6IA69|NADE_HUMAN	tr|A0A673U6M1|A0A673U6M1_SURSU
OG0013810	sp|Q6IN84|MRM1_HUMAN	tr|A0A673VLW0|A0A673VLW0_SURSU
OG0013811	sp|Q6P1X5|TAF2_HUMAN	tr|A0A673VA27|A0A673VA27_SURSU
OG0013812	sp|Q6PIU1|KCNV1_HUMAN	tr|A0A673V935|A0A673V935_SURSU
OG0013813	sp|Q7Z4H4|ADM2_HUMAN	tr|A0A673UR81|A0A673UR81_SURSU
OG0013814	sp|Q86XT2|VP37D_HUMAN	tr|A0A673UPM6|A0A673UPM6_SURSU
OG0013815	sp|Q8IWZ5|TRI42_HUMAN	tr|A0A673TB89|A0A673TB89_SURSU
OG0013816	sp|Q8IYQ7|THNS1_HUMAN	tr|A0A673V7K9|A0A673V7K9_SURSU
OG0013817	sp|Q8IZQ1|WDFY3_HUMAN	tr|A0A673U5B6|A0A673U5B6_SURSU
OG0013818	sp|Q8NCN5|PDPR_HUMAN	tr|A0A673V474|A0A673V474_SURSU
OG0013819	sp|Q8WUM4|PDC6I_HUMAN	tr|A0A673T5E3|A0A673T5E3_SURSU
OG0013820	sp|Q8WUW1|BRK1_HUMAN	tr|A0A673UZ83|A0A673UZ83_SURSU
OG0013821	sp|Q8WXC6|CSN9_HUMAN	tr|A0A673T053|A0A673T053_SURSU
OG0013822	sp|Q96DN2|VWCE_HUMAN	tr|A0A673U435|A0A673U435_SURSU
OG0013823	sp|Q96EY1|DNJA3_HUMAN	tr|A0A673VCQ8|A0A673VCQ8_SURSU
OG0013824	sp|Q96FJ0|STALP_HUMAN	tr|A0A673TVL7|A0A673TVL7_SURSU
OG0013825	sp|Q96GY3|LIN37_HUMAN	tr|A0A673VCP1|A0A673VCP1_SURSU
OG0013826	sp|Q96MW5|COG8_HUMAN	tr|A0A673VKE7|A0A673VKE7_SURSU
OG0013827	sp|Q99944|EGFL8_HUMAN	tr|A0A673TQR9|A0A673TQR9_SURSU
OG0013828	sp|Q9BS86|ZPBP1_HUMAN	tr|A0A673SWA0|A0A673SWA0_SURSU
OG0013829	sp|Q9H3K6|BOLA2_HUMAN	tr|A0A673VDW0|A0A673VDW0_SURSU
OG0013830	sp|Q9H967|WDR76_HUMAN	tr|A0A673VLE2|A0A673VLE2_SURSU
OG0013831	sp|Q9NQZ2|SAS10_HUMAN	tr|A0A673SQZ6|A0A673SQZ6_SURSU
OG0013832	sp|Q9NSB2|KRT84_HUMAN	tr|A0A673TL05|A0A673TL05_SURSU
OG0013833	sp|Q9NXF1|TEX10_HUMAN	tr|A0A673UFJ7|A0A673UFJ7_SURSU
OG0013834	sp|Q9P1U0|RPA12_HUMAN	tr|A0A673T4M2|A0A673T4M2_SURSU
OG0013835	sp|Q9P2D8|UNC79_HUMAN	tr|A0A673UBP0|A0A673UBP0_SURSU
OG0013836	sp|Q9P2K8|E2AK4_HUMAN	tr|A0A673TLT1|A0A673TLT1_SURSU
OG0013837	sp|Q9ULJ8|NEB1_HUMAN	tr|A0A673SUF1|A0A673SUF1_SURSU
OG0013838	sp|Q9Y2D2|S35A3_HUMAN	tr|A0A673UW25|A0A673UW25_SURSU
OG0013839	sp|Q9Y4K1|CRBG1_HUMAN	tr|A0A673USB3|A0A673USB3_SURSU
OG0013840	sp|Q9Y4L5|RN115_HUMAN	tr|A0A673TQA9|A0A673TQA9_SURSU
OG0013841	sp|Q9Y672|ALG6_HUMAN	tr|A0A673V9M4|A0A673V9M4_SURSU
OG0013842	sp|A4UGR9|XIRP2_HUMAN	tr|A0A673UDA3|A0A673UDA3_SURSU
OG0013843	sp|A5PLL1|AN34B_HUMAN	tr|A0A673V121|A0A673V121_SURSU
OG0013844	sp|A6NG13|MGT4D_HUMAN	tr|A0A673SQ59|A0A673SQ59_SURSU
OG0013845	sp|O00584|RNT2_HUMAN	tr|A0A673U6F3|A0A673U6F3_SURSU
OG0013846	sp|O14863|ZNT4_HUMAN	tr|A0A673TL23|A0A673TL23_SURSU
OG0013847	sp|O14931|NCTR3_HUMAN	tr|A0A673T7A0|A0A673T7A0_SURSU
OG0013848	sp|O15213|WDR46_HUMAN	tr|A0A673UA90|A0A673UA90_SURSU
OG0013849	sp|O43719|HTSF1_HUMAN	tr|A0A673UCB8|A0A673UCB8_SURSU
OG0013850	sp|O60313|OPA1_HUMAN	tr|A0A673T4Z5|A0A673T4Z5_SURSU
OG0013851	sp|O75628|REM1_HUMAN	tr|A0A673USB9|A0A673USB9_SURSU
OG0013852	sp|O95025|SEM3D_HUMAN	tr|A0A673T2M0|A0A673T2M0_SURSU
OG0013853	sp|P00439|PH4H_HUMAN	tr|A0A673TTK3|A0A673TTK3_SURSU
OG0013854	sp|P05937|CALB1_HUMAN	tr|A0A673V2A7|A0A673V2A7_SURSU
OG0013855	sp|P11413|G6PD_HUMAN	tr|A0A673UBF4|A0A673UBF4_SURSU
OG0013856	sp|P19113|DCHS_HUMAN	tr|A0A673TJP4|A0A673TJP4_SURSU
OG0013857	sp|P29590|PML_HUMAN	tr|A0A673UQ25|A0A673UQ25_SURSU
OG0013858	sp|P51178|PLCD1_HUMAN	tr|A0A673U4N2|A0A673U4N2_SURSU
OG0013859	sp|P82279|CRUM1_HUMAN	tr|A0A673TYE3|A0A673TYE3_SURSU
OG0013860	sp|Q11203|SIAT6_HUMAN	tr|A0A673UN40|A0A673UN40_SURSU
OG0013861	sp|Q13084|RM28_HUMAN	tr|A0A673TWE4|A0A673TWE4_SURSU
OG0013862	sp|Q13449|LSAMP_HUMAN	tr|A0A673T082|A0A673T082_SURSU
OG0013863	sp|Q14145|KEAP1_HUMAN	tr|A0A673UVZ3|A0A673UVZ3_SURSU
OG0013864	sp|Q14994|NR1I3_HUMAN	tr|A0A673U904|A0A673U904_SURSU
OG0013865	sp|Q5K4L6|S27A3_HUMAN	tr|A0A673TMH6|A0A673TMH6_SURSU
OG0013866	sp|Q5MY95|ENTP8_HUMAN	tr|A0A673V7J7|A0A673V7J7_SURSU
OG0013867	sp|Q5U4N7|GDAS1_HUMAN	tr|A0A673TS37|A0A673TS37_SURSU
OG0013868	sp|Q5XUX0|FBX31_HUMAN	tr|A0A673V2G5|A0A673V2G5_SURSU
OG0013869	sp|Q6L9W6|B4GN3_HUMAN	tr|A0A673UL03|A0A673UL03_SURSU
OG0013870	sp|Q6PCB0|VWA1_HUMAN	tr|A0A673U197|A0A673U197_SURSU
OG0013871	sp|Q6TFL3|CC171_HUMAN	tr|A0A673TQF7|A0A673TQF7_SURSU
OG0013872	sp|Q6UWT4|CE046_HUMAN	tr|A0A673VH94|A0A673VH94_SURSU
OG0013873	sp|Q6ZS72|PEAK3_HUMAN	tr|A0A673V4F7|A0A673V4F7_SURSU
OG0013874	sp|Q7Z3B0|SIM15_HUMAN	tr|A0A673UJ85|A0A673UJ85_SURSU
OG0013875	sp|Q7Z5U6|WDR53_HUMAN	tr|A0A673T5P7|A0A673T5P7_SURSU
OG0013876	sp|Q8N543|OGFD1_HUMAN	tr|A0A673V4J9|A0A673V4J9_SURSU
OG0013877	sp|Q8NBI6|XXLT1_HUMAN	tr|A0A673TBP6|A0A673TBP6_SURSU
OG0013878	sp|Q8NBS9|TXND5_HUMAN	tr|A0A673UGU0|A0A673UGU0_SURSU
OG0013879	sp|Q8NCU1|CC197_HUMAN	tr|A0A673ULX7|A0A673ULX7_SURSU
OG0013880	sp|Q8WWZ8|OIT3_HUMAN	tr|A0A673U328|A0A673U328_SURSU
OG0013881	sp|Q96JA1|LRIG1_HUMAN	tr|A0A673TPZ1|A0A673TPZ1_SURSU
OG0013882	sp|Q96P65|QRFPR_HUMAN	tr|A0A673SV23|A0A673SV23_SURSU
OG0013883	sp|Q96Q35|FACC1_HUMAN	tr|A0A673TB71|A0A673TB71_SURSU
OG0013884	sp|Q99614|TTC1_HUMAN	tr|A0A673U5V6|A0A673U5V6_SURSU
OG0013885	sp|Q9BSJ2|GCP2_HUMAN	tr|A0A673SQU1|A0A673SQU1_SURSU
OG0013886	sp|Q9BX59|TPSNR_HUMAN	tr|A0A673UPI4|A0A673UPI4_SURSU
OG0013887	sp|Q9BYK8|HELZ2_HUMAN	tr|A0A673UKP0|A0A673UKP0_SURSU
OG0013888	sp|Q9BZQ2|SHP1L_HUMAN	tr|A0A673U8A1|A0A673U8A1_SURSU
OG0013889	sp|Q9H295|DCSTP_HUMAN	tr|A0A673UM61|A0A673UM61_SURSU
OG0013890	sp|Q9H792|PEAK1_HUMAN	tr|A0A673TV56|A0A673TV56_SURSU
OG0013891	sp|Q9HBG7|LY9_HUMAN	tr|A0A673ULS6|A0A673ULS6_SURSU
OG0013892	sp|Q9NS15|LTBP3_HUMAN	tr|A0A673UI90|A0A673UI90_SURSU
OG0013893	sp|Q9UJP4|KLH21_HUMAN	tr|A0A673TIE8|A0A673TIE8_SURSU
OG0013894	sp|Q9ULT8|HECD1_HUMAN	tr|A0A673U5B5|A0A673U5B5_SURSU
OG0013895	sp|Q9UM00|TMCO1_HUMAN	tr|A0A673TS95|A0A673TS95_SURSU
OG0013896	sp|Q9UQB3|CTND2_HUMAN	tr|A0A673T9M2|A0A673T9M2_SURSU
OG0013897	sp|Q9Y614|ACL7B_HUMAN	tr|A0A673VDG6|A0A673VDG6_SURSU
OG0013898	sp|Q9Y6I3|EPN1_HUMAN	tr|A0A673V6U5|A0A673V6U5_SURSU
OG0013899	sp|Q9Y6V7|DDX49_HUMAN	tr|A0A673TL92|A0A673TL92_SURSU
OG0013900	sp|A6NCQ9|RN222_HUMAN	tr|A0A673V8K1|A0A673V8K1_SURSU
OG0013901	sp|A6NH21|SERC4_HUMAN	tr|A0A673VKI6|A0A673VKI6_SURSU
OG0013902	sp|A8K8P3|SFI1_HUMAN	tr|A0A673UXL7|A0A673UXL7_SURSU
OG0013903	sp|B4E2M5|ANR66_HUMAN	tr|A0A673TF15|A0A673TF15_SURSU
OG0013904	sp|C9JXX5|CK094_HUMAN	tr|A0A673U4Y7|A0A673U4Y7_SURSU
OG0013905	sp|O14772|FPGT_HUMAN	tr|A0A673U3F9|A0A673U3F9_SURSU
OG0013906	sp|O14894|T4S5_HUMAN	tr|A0A673VN90|A0A673VN90_SURSU
OG0013907	sp|O43166|SI1L1_HUMAN	tr|A0A673T3A2|A0A673T3A2_SURSU
OG0013908	sp|O60883|G37L1_HUMAN	tr|A0A673UYV4|A0A673UYV4_SURSU
OG0013909	sp|O75071|EFC14_HUMAN	tr|A0A673UIS0|A0A673UIS0_SURSU
OG0013910	sp|O75475|PSIP1_HUMAN	tr|A0A673TDQ3|A0A673TDQ3_SURSU
OG0013911	sp|O75626|PRDM1_HUMAN	tr|A0A673UZI4|A0A673UZI4_SURSU
OG0013912	sp|O75781|PALM_HUMAN	tr|A0A673TMG2|A0A673TMG2_SURSU
OG0013913	sp|O75840|KLF7_HUMAN	tr|A0A673T111|A0A673T111_SURSU
OG0013914	sp|O75911|DHRS3_HUMAN	tr|A0A673TMN4|A0A673TMN4_SURSU
OG0013915	sp|O95231|VENTX_HUMAN	tr|A0A673SXM1|A0A673SXM1_SURSU
OG0013916	sp|O95238|SPDEF_HUMAN	tr|A0A673SW84|A0A673SW84_SURSU
OG0013917	sp|O95347|SMC2_HUMAN	tr|A0A673VQQ4|A0A673VQQ4_SURSU
OG0013918	sp|P01008|ANT3_HUMAN	tr|A0A673URQ0|A0A673URQ0_SURSU
OG0013919	sp|P13686|PPA5_HUMAN	tr|A0A673U2N4|A0A673U2N4_SURSU
OG0013920	sp|P15502|ELN_HUMAN	tr|A0A673UG76|A0A673UG76_SURSU
OG0013921	sp|P17405|ASM_HUMAN	tr|A0A673UAI3|A0A673UAI3_SURSU
OG0013922	sp|P20132|SDHL_HUMAN	tr|A0A673V9J2|A0A673V9J2_SURSU
OG0013923	sp|P23743|DGKA_HUMAN	tr|A0A673UHN9|A0A673UHN9_SURSU
OG0013924	sp|P35613|BASI_HUMAN	tr|A0A673TLF3|A0A673TLF3_SURSU
OG0013925	sp|P35659|DEK_HUMAN	tr|A0A673TJW2|A0A673TJW2_SURSU
OG0013926	sp|P41252|SYIC_HUMAN	tr|A0A673UUH2|A0A673UUH2_SURSU
OG0013927	sp|P43243|MATR3_HUMAN	tr|A0A673T902|A0A673T902_SURSU
OG0013928	sp|P46013|KI67_HUMAN	tr|A0A673T3L0|A0A673T3L0_SURSU
OG0013929	sp|P47712|PA24A_HUMAN	tr|A0A673VE66|A0A673VE66_SURSU
OG0013930	sp|P48444|COPD_HUMAN	tr|A0A673VEX9|A0A673VEX9_SURSU
OG0013931	sp|P51571|SSRD_HUMAN	tr|A0A673VPW1|A0A673VPW1_SURSU
OG0013932	sp|P52272|HNRPM_HUMAN	tr|A0A673V8R4|A0A673V8R4_SURSU
OG0013933	sp|P55735|SEC13_HUMAN	tr|A0A673TKB1|A0A673TKB1_SURSU
OG0013934	sp|P57771|RGS8_HUMAN	tr|A0A673UEB4|A0A673UEB4_SURSU
OG0013935	sp|P62253|UB2G1_HUMAN	tr|A0A673URC7|A0A673URC7_SURSU
OG0013936	sp|Q02763|TIE2_HUMAN	tr|A0A673VL34|A0A673VL34_SURSU
OG0013937	sp|Q14093|CYLC2_HUMAN	tr|A0A673UHW6|A0A673UHW6_SURSU
OG0013938	sp|Q14680|MELK_HUMAN	tr|A0A673VCY3|A0A673VCY3_SURSU
OG0013939	sp|Q14978|NOLC1_HUMAN	tr|A0A673SVD6|A0A673SVD6_SURSU
OG0013940	sp|Q14980|NUMA1_HUMAN	tr|A0A673U842|A0A673U842_SURSU
OG0013941	sp|Q15048|LRC14_HUMAN	tr|A0A673VTJ1|A0A673VTJ1_SURSU
OG0013942	sp|Q32M88|PGGHG_HUMAN	tr|A0A673TFX8|A0A673TFX8_SURSU
OG0013943	sp|Q567U6|CCD93_HUMAN	tr|A0A673TGG5|A0A673TGG5_SURSU
OG0013944	sp|Q5HYI8|RABL3_HUMAN	tr|A0A673T393|A0A673T393_SURSU
OG0013945	sp|Q5HYW3|RTL5_HUMAN	tr|A0A673VBF1|A0A673VBF1_SURSU
OG0013946	sp|Q5T8I9|HENMT_HUMAN	tr|A0A673TV79|A0A673TV79_SURSU
OG0013947	sp|Q5TB80|CE162_HUMAN	tr|A0A673TPB1|A0A673TPB1_SURSU
OG0013948	sp|Q658L1|SAXO2_HUMAN	tr|A0A673T182|A0A673T182_SURSU
OG0013949	sp|Q6BDI9|REP15_HUMAN	tr|A0A673UKY6|A0A673UKY6_SURSU
OG0013950	sp|Q6P4F2|FDX2_HUMAN	tr|A0A673UE32|A0A673UE32_SURSU
OG0013951	sp|Q6PF15|KLH35_HUMAN	tr|A0A673TJ28|A0A673TJ28_SURSU
OG0013952	sp|Q6UXT8|ALKL1_HUMAN	tr|A0A673VKV9|A0A673VKV9_SURSU
OG0013953	sp|Q6ZRI6|CO039_HUMAN	tr|A0A673V5E4|A0A673V5E4_SURSU
OG0013954	sp|Q7RTN6|STRAA_HUMAN	tr|A0A673VHL6|A0A673VHL6_SURSU
OG0013955	sp|Q86YV0|RASL3_HUMAN	tr|A0A673T4C4|A0A673T4C4_SURSU
OG0013956	sp|Q86YV9|HPS6_HUMAN	tr|A0A673SNV9|A0A673SNV9_SURSU
OG0013957	sp|Q8NAN2|MIGA1_HUMAN	tr|A0A673U5R5|A0A673U5R5_SURSU
OG0013958	sp|Q8NC44|RETR2_HUMAN	tr|A0A673SWB7|A0A673SWB7_SURSU
OG0013959	sp|Q8NET8|TRPV3_HUMAN	tr|A0A673V8Z7|A0A673V8Z7_SURSU
OG0013960	sp|Q8NFK1|CXG3_HUMAN	tr|A0A673U1X0|A0A673U1X0_SURSU
OG0013961	sp|Q8NHU2|CFA61_HUMAN	tr|A0A673U0F5|A0A673U0F5_SURSU
OG0013962	sp|Q96EM0|T3HPD_HUMAN	tr|A0A673TX75|A0A673TX75_SURSU
OG0013963	sp|Q96MT3|PRIC1_HUMAN	tr|A0A673UMN6|A0A673UMN6_SURSU
OG0013964	sp|Q99680|GPR22_HUMAN	tr|A0A673UHU0|A0A673UHU0_SURSU
OG0013965	sp|Q9BPX6|MICU1_HUMAN	tr|A0A673U0Z1|A0A673U0Z1_SURSU
OG0013966	sp|Q9BT56|SPXN_HUMAN	tr|A0A673V7J2|A0A673V7J2_SURSU
OG0013967	sp|Q9C098|DCLK3_HUMAN	tr|A0A673TB01|A0A673TB01_SURSU
OG0013968	sp|Q9H583|HEAT1_HUMAN	tr|A0A673TNK1|A0A673TNK1_SURSU
OG0013969	sp|Q9HAT1|LMA1L_HUMAN	tr|A0A673UM84|A0A673UM84_SURSU
OG0013970	sp|Q9NW97|TMM51_HUMAN	tr|A0A673TXL6|A0A673TXL6_SURSU
OG0013971	sp|Q9UKY0|PRND_HUMAN	tr|A0A673TQ40|A0A673TQ40_SURSU
OG0013972	sp|Q9Y2Q9|RT28_HUMAN	tr|A0A673VGY8|A0A673VGY8_SURSU
OG0013973	sp|Q9Y4P8|WIPI2_HUMAN	tr|A0A673TDN3|A0A673TDN3_SURSU
OG0013974	sp|O60285|NUAK1_HUMAN	tr|A0A673TD62|A0A673TD62_SURSU
OG0013975	sp|O60884|DNJA2_HUMAN	tr|A0A673VSH1|A0A673VSH1_SURSU
OG0013976	sp|O75385|ULK1_HUMAN	tr|A0A673U760|A0A673U760_SURSU
OG0013977	sp|O95671|ASML_HUMAN	tr|A0A673VHJ9|A0A673VHJ9_SURSU
OG0013978	sp|P0CAP2|GRL1A_HUMAN	tr|A0A673TKP5|A0A673TKP5_SURSU
OG0013979	sp|P23368|MAOM_HUMAN	tr|A0A673VUA8|A0A673VUA8_SURSU
OG0013980	sp|P24928|RPB1_HUMAN	tr|A0A673ULM5|A0A673ULM5_SURSU
OG0013981	sp|P27352|IF_HUMAN	tr|A0A673TIX5|A0A673TIX5_SURSU
OG0013982	sp|P31431|SDC4_HUMAN	tr|A0A673UU97|A0A673UU97_SURSU
OG0013983	sp|P57739|CLD2_HUMAN	tr|A0A673UM69|A0A673UM69_SURSU
OG0013984	sp|P78316|NOP14_HUMAN	tr|A0A673TSW3|A0A673TSW3_SURSU
OG0013985	sp|P78412|IRX6_HUMAN	tr|A0A673VJG4|A0A673VJG4_SURSU
OG0013986	sp|Q02040|AK17A_HUMAN	tr|A0A673VLW5|A0A673VLW5_SURSU
OG0013987	sp|Q13162|PRDX4_HUMAN	tr|A0A673UCC4|A0A673UCC4_SURSU
OG0013988	sp|Q14626|I11RA_HUMAN	tr|A0A673UTA2|A0A673UTA2_SURSU
OG0013989	sp|Q14691|PSF1_HUMAN	tr|A0A673TK57|A0A673TK57_SURSU
OG0013990	sp|Q15649|ZNHI3_HUMAN	tr|A0A673VMH7|A0A673VMH7_SURSU
OG0013991	sp|Q3B7T3|BEAN1_HUMAN	tr|A0A673VK80|A0A673VK80_SURSU
OG0013992	sp|Q494R4|CC153_HUMAN	tr|A0A673TGB9|A0A673TGB9_SURSU
OG0013993	sp|Q49AM1|MTEF2_HUMAN	tr|A0A673T579|A0A673T579_SURSU
OG0013994	sp|Q53GS9|SNUT2_HUMAN	tr|A0A673URE2|A0A673URE2_SURSU
OG0013995	sp|Q5QGS0|NEXMI_HUMAN	tr|A0A673VIN5|A0A673VIN5_SURSU
OG0013996	sp|Q5W5X9|TTC23_HUMAN	tr|A0A673TE88|A0A673TE88_SURSU
OG0013997	sp|Q6NUN7|JHY_HUMAN	tr|A0A673V454|A0A673V454_SURSU
OG0013998	sp|Q6UWU4|CF089_HUMAN	tr|A0A673T4R6|A0A673T4R6_SURSU
OG0013999	sp|Q6UXL0|I20RB_HUMAN	tr|A0A673TXD0|A0A673TXD0_SURSU
OG0014000	sp|Q6ZP82|CC141_HUMAN	tr|A0A673U2Z1|A0A673U2Z1_SURSU
OG0014001	sp|Q7Z4G1|COMD6_HUMAN	tr|A0A673UHM7|A0A673UHM7_SURSU
OG0014002	sp|Q86WA6|BPHL_HUMAN	tr|A0A673SP28|A0A673SP28_SURSU
OG0014003	sp|Q8IV16|HDBP1_HUMAN	tr|A0A673UL91|A0A673UL91_SURSU
OG0014004	sp|Q8IV42|PSTK_HUMAN	tr|A0A673T8H0|A0A673T8H0_SURSU
OG0014005	sp|Q8IXW5|RPAP2_HUMAN	tr|A0A673TBQ7|A0A673TBQ7_SURSU
OG0014006	sp|Q8N0U2|TMM61_HUMAN	tr|A0A673TCM3|A0A673TCM3_SURSU
OG0014007	sp|Q8N7C4|TM217_HUMAN	tr|A0A673T7E6|A0A673T7E6_SURSU
OG0014008	sp|Q8NHP7|EXD1_HUMAN	tr|A0A673TWV8|A0A673TWV8_SURSU
OG0014009	sp|Q8WXA2|PATE1_HUMAN	tr|A0A673UH05|A0A673UH05_SURSU
OG0014010	sp|Q92733|PRCC_HUMAN	tr|A0A673U5F9|A0A673U5F9_SURSU
OG0014011	sp|Q96A28|SLAF9_HUMAN	tr|A0A673TLJ1|A0A673TLJ1_SURSU
OG0014012	sp|Q96K76|UBP47_HUMAN	tr|A0A673TRV5|A0A673TRV5_SURSU
OG0014013	sp|Q96LU7|MRFL_HUMAN	tr|A0A673UM76|A0A673UM76_SURSU
OG0014014	sp|Q96M11|HYLS1_HUMAN	tr|A0A673U7H0|A0A673U7H0_SURSU
OG0014015	sp|Q96S97|MYADM_HUMAN	tr|A0A673UDM2|A0A673UDM2_SURSU
OG0014016	sp|Q9BQE4|SELS_HUMAN	tr|A0A673V7L1|A0A673V7L1_SURSU
OG0014017	sp|Q9BSF0|SMAKA_HUMAN	tr|A0A673TXY3|A0A673TXY3_SURSU
OG0014018	sp|Q9BXM7|PINK1_HUMAN	tr|A0A673U5Z9|A0A673U5Z9_SURSU
OG0014019	sp|Q9H0B6|KLC2_HUMAN	tr|A0A673UAA3|A0A673UAA3_SURSU
OG0014020	sp|Q9H237|PORCN_HUMAN	tr|A0A673VNN2|A0A673VNN2_SURSU
OG0014021	sp|Q9HAY2|MAGF1_HUMAN	tr|A0A673TMK5|A0A673TMK5_SURSU
OG0014022	sp|Q9HC21|TPC_HUMAN	tr|A0A673VPV5|A0A673VPV5_SURSU
OG0014023	sp|Q9NWU1|OXSM_HUMAN	tr|A0A673T681|A0A673T681_SURSU
