Orthogroup	Homo_sapiens	Mus_musculus
OG0013413	sp|Q9BX10|GTPB2_HUMAN	sp|Q3UJK4|GTPB2_MOUSE
OG0013414	sp|Q9H255|O51E2_HUMAN	sp|Q8VBV9|O51E2_MOUSE
OG0013415	sp|Q9H4Z2|ZN335_HUMAN	sp|A2A5K6|ZN335_MOUSE
OG0013416	sp|Q9H5H4|ZN768_HUMAN	sp|Q8R0T2|ZN768_MOUSE
OG0013417	sp|Q9H8T0|AKTIP_HUMAN	sp|Q64362|AKTIP_MOUSE
OG0013418	sp|Q9HB19|PKHA2_HUMAN	sp|Q9ERS5|PKHA2_MOUSE
OG0013419	sp|Q9HD90|NDF4_HUMAN	sp|O09105|NDF4_MOUSE
OG0013420	sp|Q9NQC8|IFT46_HUMAN	sp|Q9DB07|IFT46_MOUSE
OG0013421	sp|Q9NQW1|SC31B_HUMAN	sp|Q3TZ89|SC31B_MOUSE
OG0013422	sp|Q9NS84|CHST7_HUMAN	sp|Q9EP78|CHST7_MOUSE
OG0013423	sp|Q9NWV8|BABA1_HUMAN	sp|Q3UI43|BABA1_MOUSE
OG0013424	sp|Q9NXH8|TOR4A_HUMAN	sp|Q8BH02|TOR4A_MOUSE
OG0013425	sp|Q9NY30|BTG4_HUMAN	sp|O70552|BTG4_MOUSE
OG0013426	sp|Q9UGQ3|GTR6_HUMAN	sp|Q3UDF0|GTR6_MOUSE
OG0013427	sp|Q9UH99|SUN2_HUMAN	sp|Q8BJS4|SUN2_MOUSE
OG0013428	sp|Q9UL16|CFA45_HUMAN	sp|Q9D9U9|CFA45_MOUSE
OG0013429	sp|Q9UPN7|PP6R1_HUMAN	sp|Q7TSI3|PP6R1_MOUSE
OG0013430	sp|Q9Y2A9|B3GN3_HUMAN	sp|Q5JCS9|B3GN3_MOUSE
OG0013431	sp|Q9Y5A9|YTHD2_HUMAN	sp|Q91YT7|YTHD2_MOUSE
OG0013432	sp|A0A286YF58|TM271_HUMAN	tr|A0A1Y7VLQ2|A0A1Y7VLQ2_MOUSE
OG0013433	sp|A6ND01|JUNO_HUMAN	sp|Q9EQF4|JUNO_MOUSE
OG0013434	sp|A6NEE1|PLHD1_HUMAN	sp|B2RPU2|PLHD1_MOUSE
OG0013435	sp|O00626|CCL22_HUMAN	sp|O88430|CCL22_MOUSE
OG0013436	sp|O43895|XPP2_HUMAN	sp|B1AVD1|XPP2_MOUSE
OG0013437	sp|O60806|TBX19_HUMAN	sp|Q99ME7|TBX19_MOUSE
OG0013438	sp|O76076|CCN5_HUMAN	sp|Q9Z0G4|CCN5_MOUSE
OG0013439	sp|O94761|RECQ4_HUMAN	sp|Q75NR7|RECQ4_MOUSE
OG0013440	sp|O95864|FADS2_HUMAN	sp|Q9Z0R9|FADS2_MOUSE
OG0013441	sp|P04921|GLPC_HUMAN	sp|Q78HU7|GLPC_MOUSE
OG0013442	sp|P08582|TRFM_HUMAN	sp|Q9R0R1|TRFM_MOUSE
OG0013443	sp|P09496|CLCA_HUMAN	sp|O08585|CLCA_MOUSE
OG0013444	sp|P14927|QCR7_HUMAN	sp|Q9D855|QCR7_MOUSE
OG0013445	sp|P20366|TKN1_HUMAN	sp|P41539|TKN1_MOUSE
OG0013446	sp|P31249|HXD3_HUMAN	sp|P09027|HXD3_MOUSE
OG0013447	sp|P31273|HXC8_HUMAN	sp|P09025|HXC8_MOUSE
OG0013448	sp|P31483|TIA1_HUMAN	sp|P52912|TIA1_MOUSE
OG0013449	sp|P37275|ZEB1_HUMAN	sp|Q64318|ZEB1_MOUSE
OG0013450	sp|P41002|CCNF_HUMAN	sp|P51944|CCNF_MOUSE
OG0013451	sp|P61160|ARP2_HUMAN	sp|P61161|ARP2_MOUSE
OG0013452	sp|P62380|TBPL1_HUMAN	sp|P62340|TBPL1_MOUSE
OG0013453	sp|P78509|RELN_HUMAN	sp|Q60841|RELN_MOUSE
OG0013454	sp|P84101|SERF2_HUMAN	sp|P84102|SERF2_MOUSE
OG0013455	sp|Q02779|M3K10_HUMAN	sp|Q66L42|M3K10_MOUSE
OG0013456	sp|Q05519|SRS11_HUMAN	tr|E9Q6E5|E9Q6E5_MOUSE
OG0013457	sp|Q12796|PNRC1_HUMAN	tr|Q3TWH3|Q3TWH3_MOUSE
OG0013458	sp|Q13049|TRI32_HUMAN	sp|Q8CH72|TRI32_MOUSE
OG0013459	sp|Q14774|HLX_HUMAN	sp|Q61670|HLX_MOUSE
OG0013460	sp|Q15370|ELOB_HUMAN	sp|P62869|ELOB_MOUSE
OG0013461	sp|Q4L180|FIL1L_HUMAN	sp|Q6P6L0|FIL1L_MOUSE
OG0013462	sp|Q53HC0|CCD92_HUMAN	sp|Q8VDN4|CCD92_MOUSE
OG0013463	sp|Q5H9S7|DCA17_HUMAN	sp|Q3TUL7|DCA17_MOUSE
OG0013464	sp|Q674X7|KAZRN_HUMAN	sp|Q69ZS8|KAZRN_MOUSE
OG0013465	sp|Q6ICC9|RTL6_HUMAN	sp|Q505G4|RTL6_MOUSE
OG0013466	sp|Q6P2Q9|PRP8_HUMAN	sp|Q99PV0|PRP8_MOUSE
OG0013467	sp|Q6PCB7|S27A1_HUMAN	sp|Q60714|S27A1_MOUSE
OG0013468	sp|Q6QHC5|DEGS2_HUMAN	sp|Q8R2F2|DEGS2_MOUSE
OG0013469	sp|Q6UXB3|LYPD2_HUMAN	sp|Q9DD23|LYPD2_MOUSE
OG0013470	sp|Q6ZVX7|FBX50_HUMAN	sp|G3X9C2|FBX50_MOUSE
OG0013471	sp|Q7Z2E3|APTX_HUMAN	sp|Q7TQC5|APTX_MOUSE
OG0013472	sp|Q86U28|ISCA2_HUMAN	sp|Q9DCB8|ISCA2_MOUSE
OG0013473	sp|Q86YA3|ZGRF1_HUMAN	sp|Q0VGT4|ZGRF1_MOUSE
OG0013474	sp|Q8IV03|LUR1L_HUMAN	sp|Q8K2P1|LUR1L_MOUSE
OG0013475	sp|Q8IWF2|FXRD2_HUMAN	sp|Q3USW5|FXRD2_MOUSE
OG0013476	sp|Q8IWI9|MGAP_HUMAN	sp|A2AWL7|MGAP_MOUSE
OG0013477	sp|Q8IZP0|ABI1_HUMAN	sp|Q8CBW3|ABI1_MOUSE
OG0013478	sp|Q8N2E2|VWDE_HUMAN	sp|Q6DFV8|VWDE_MOUSE
OG0013479	sp|Q8N3S3|PHTF2_HUMAN	sp|Q8CB19|PHTF2_MOUSE
OG0013480	sp|Q8N697|S15A4_HUMAN	sp|Q91W98|S15A4_MOUSE
OG0013481	sp|Q8NBZ7|UXS1_HUMAN	sp|Q91XL3|UXS1_MOUSE
OG0013482	sp|Q93083|MT1L_HUMAN	sp|P02802|MT1_MOUSE
OG0013483	sp|Q93100|KPBB_HUMAN	sp|Q7TSH2|KPBB_MOUSE
OG0013484	sp|Q96JC1|VPS39_HUMAN	sp|Q8R5L3|VPS39_MOUSE
OG0013485	sp|Q9BYB4|GNB1L_HUMAN	sp|Q9EQ15|GNB1L_MOUSE
OG0013486	sp|Q9H293|IL25_HUMAN	sp|Q8VHH8|IL25_MOUSE
OG0013487	sp|Q9H693|CP095_HUMAN	tr|Q9DA83|Q9DA83_MOUSE
OG0013488	sp|Q9HB20|PKHA3_HUMAN	sp|Q9ERS4|PKHA3_MOUSE
OG0013489	sp|Q9HBM1|SPC25_HUMAN	sp|Q3UA16|SPC25_MOUSE
OG0013490	sp|Q9HBZ2|ARNT2_HUMAN	sp|Q61324|ARNT2_MOUSE
OG0013491	sp|Q9HCY8|S10AE_HUMAN	sp|Q9D2Q8|S10AE_MOUSE
OG0013492	sp|Q9NPA2|MMP25_HUMAN	sp|Q3U435|MMP25_MOUSE
OG0013493	sp|Q9NVT9|ARMC1_HUMAN	sp|Q9D7A8|ARMC1_MOUSE
OG0013494	sp|Q9UGT4|SUSD2_HUMAN	sp|Q9DBX3|SUSD2_MOUSE
OG0013495	sp|Q9UH03|SEPT3_HUMAN	sp|Q9Z1S5|SEPT3_MOUSE
OG0013496	sp|Q9UI30|TR112_HUMAN	sp|Q9DCG9|TR112_MOUSE
OG0013497	sp|Q9UIX4|KCNG1_HUMAN	sp|A2BDX4|KCNG1_MOUSE
OG0013498	sp|Q9UJ55|MAGL2_HUMAN	sp|Q9QZ04|MAGL2_MOUSE
OG0013499	sp|Q9UJX2|CDC23_HUMAN	sp|Q8BGZ4|CDC23_MOUSE
OG0013500	sp|Q9UMQ3|BARX2_HUMAN	sp|O08686|BARX2_MOUSE
OG0013501	sp|Q9Y5W3|KLF2_HUMAN	sp|Q60843|KLF2_MOUSE
OG0013502	sp|E5RG02|PRS46_HUMAN	sp|Q5M8S2|PRS46_MOUSE
OG0013503	sp|O15212|PFD6_HUMAN	sp|Q03958|PFD6_MOUSE
OG0013504	sp|O60755|GALR3_HUMAN	sp|O88853|GALR3_MOUSE
OG0013505	sp|O94818|NOL4_HUMAN	sp|P60954|NOL4_MOUSE
OG0013506	sp|O94985|CSTN1_HUMAN	sp|Q9EPL2|CSTN1_MOUSE
OG0013507	sp|O96011|PX11B_HUMAN	sp|Q9Z210|PX11B_MOUSE
OG0013508	sp|P10809|CH60_HUMAN	sp|P63038|CH60_MOUSE
OG0013509	sp|P12694|ODBA_HUMAN	sp|P50136|ODBA_MOUSE
OG0013510	sp|P12757|SKIL_HUMAN	sp|Q60665|SKIL_MOUSE
OG0013511	sp|P14616|INSRR_HUMAN	sp|Q9WTL4|INSRR_MOUSE
OG0013512	sp|P23677|IP3KA_HUMAN	sp|Q8R071|IP3KA_MOUSE
OG0013513	sp|P25774|CATS_HUMAN	sp|O70370|CATS_MOUSE
OG0013514	sp|P27930|IL1R2_HUMAN	sp|P27931|IL1R2_MOUSE
OG0013515	sp|P28676|GRAN_HUMAN	sp|Q8VC88|GRAN_MOUSE
OG0013516	sp|P41146|OPRX_HUMAN	sp|P35377|OPRX_MOUSE
OG0013517	sp|P62826|RAN_HUMAN	sp|P62827|RAN_MOUSE
OG0013518	sp|Q05BQ5|MBTD1_HUMAN	sp|Q6P5G3|MBTD1_MOUSE
OG0013519	sp|Q05D60|DEUP1_HUMAN	sp|Q7M6Y5|DEUP1_MOUSE
OG0013520	sp|Q12947|FOXF2_HUMAN	sp|O54743|FOXF2_MOUSE
OG0013521	sp|Q13404|UB2V1_HUMAN	sp|Q9CZY3|UB2V1_MOUSE
OG0013522	sp|Q13887|KLF5_HUMAN	sp|Q9Z0Z7|KLF5_MOUSE
OG0013523	sp|Q5T5X7|BEND3_HUMAN	sp|Q6PAL0|BEND3_MOUSE
OG0013524	sp|Q5VVQ6|OTU1_HUMAN	sp|Q8CB27|OTU1_MOUSE
OG0013525	sp|Q6PI97|HOATZ_HUMAN	sp|Q80Y73|HOATZ_MOUSE
OG0013526	sp|Q6ZS30|NBEL1_HUMAN	tr|E9PYP2|E9PYP2_MOUSE
OG0013527	sp|Q6ZUJ4|CC062_HUMAN	sp|Q9D9C7|CC062_MOUSE
OG0013528	sp|Q7L2Z9|CENPQ_HUMAN	sp|Q9CPQ5|CENPQ_MOUSE
OG0013529	sp|Q7LBC6|KDM3B_HUMAN	sp|Q6ZPY7|KDM3B_MOUSE
OG0013530	sp|Q7RTY0|MOT13_HUMAN	sp|Q8CE94|MOT13_MOUSE
OG0013531	sp|Q7Z570|Z804A_HUMAN	sp|A2AKY4|Z804A_MOUSE
OG0013532	sp|Q86X29|LSR_HUMAN	sp|Q99KG5|LSR_MOUSE
OG0013533	sp|Q8IYT8|ULK2_HUMAN	sp|Q9QY01|ULK2_MOUSE
OG0013534	sp|Q8IYU4|UBQLN_HUMAN	sp|Q14DL0|UBQLN_MOUSE
OG0013535	sp|Q8N3Z6|ZCHC7_HUMAN	sp|B1AX39|ZCHC7_MOUSE
OG0013536	sp|Q8N4K4|RPRML_HUMAN	sp|Q3URD2|RPRML_MOUSE
OG0013537	sp|Q8N7W2|BEND7_HUMAN	sp|Q8BSV3|BEND7_MOUSE
OG0013538	sp|Q8NDZ4|DIK2A_HUMAN	sp|Q3USZ8|DIK2A_MOUSE
OG0013539	sp|Q8NG41|NPB_HUMAN	sp|Q8K4P1|NPB_MOUSE
OG0013540	sp|Q8TCT0|CERK1_HUMAN	sp|Q8K4Q7|CERK1_MOUSE
OG0013541	sp|Q8TDM6|DLG5_HUMAN	sp|E9Q9R9|DLG5_MOUSE
OG0013542	sp|Q8WUI4|HDAC7_HUMAN	sp|Q8C2B3|HDAC7_MOUSE
OG0013543	sp|Q8WVX3|CD003_HUMAN	sp|Q99M08|CD003_MOUSE
OG0013544	sp|Q92786|PROX1_HUMAN	sp|P48437|PROX1_MOUSE
OG0013545	sp|Q96JG6|VPS50_HUMAN	sp|Q8CI71|VPS50_MOUSE
OG0013546	sp|Q96M96|FGD4_HUMAN	sp|Q91ZT5|FGD4_MOUSE
OG0013547	sp|Q96MG2|JSPR1_HUMAN	sp|Q3MI48|JSPR1_MOUSE
OG0013548	sp|Q96N06|SPT33_HUMAN	sp|Q8C624|SPT33_MOUSE
OG0013549	sp|Q99496|RING2_HUMAN	sp|Q9CQJ4|RING2_MOUSE
OG0013550	sp|Q9BY76|ANGL4_HUMAN	sp|Q9Z1P8|ANGL4_MOUSE
OG0013551	sp|Q9H400|LIME1_HUMAN	sp|Q9EQR5|LIME1_MOUSE
OG0013552	sp|Q9H6R7|WDCP_HUMAN	sp|Q6NV72|WDCP_MOUSE
OG0013553	sp|Q9H6X5|CS044_HUMAN	sp|Q922C1|CS044_MOUSE
OG0013554	sp|Q9HB03|ELOV3_HUMAN	sp|O35949|ELOV3_MOUSE
OG0013555	sp|Q9NQ25|SLAF7_HUMAN	sp|Q8BHK6|SLAF7_MOUSE
OG0013556	sp|Q9NSA3|CNBP1_HUMAN	sp|Q9JJN6|CNBP1_MOUSE
OG0013557	sp|Q9NV58|RN19A_HUMAN	sp|P50636|RN19A_MOUSE
OG0013558	sp|Q9NWW0|HPIP_HUMAN	sp|Q9CYQ5|HPIP_MOUSE
OG0013559	sp|Q9NX14|NDUBB_HUMAN	sp|O09111|NDUBB_MOUSE
OG0013560	sp|Q9NXC5|MIO_HUMAN	sp|Q8VE19|MIO_MOUSE
OG0013561	sp|Q9NZI6|TF2L1_HUMAN	sp|Q3UNW5|TF2L1_MOUSE
OG0013562	sp|Q9UGJ1|GCP4_HUMAN	sp|Q9D4F8|GCP4_MOUSE
OG0013563	sp|Q9UKT4|FBX5_HUMAN	sp|Q7TSG3|FBX5_MOUSE
OG0013564	sp|Q9Y255|PRLD1_HUMAN	sp|Q8R107|PRLD1_MOUSE
OG0013565	sp|Q9Y5Y0|FLVC1_HUMAN	sp|B2RXV4|FLVC1_MOUSE
OG0013566	sp|Q9Y608|LRRF2_HUMAN	sp|Q91WK0|LRRF2_MOUSE
OG0013567	sp|Q9Y613|FHOD1_HUMAN	sp|Q6P9Q4|FHOD1_MOUSE
OG0013568	sp|A0A1B0GVT2|SIM36_HUMAN	sp|A0A1B0GRQ0|SIM36_MOUSE
OG0013569	sp|O14672|ADA10_HUMAN	sp|O35598|ADA10_MOUSE
OG0013570	sp|O14907|TX1B3_HUMAN	sp|Q9DBG9|TX1B3_MOUSE
OG0013571	sp|O43511|S26A4_HUMAN	sp|Q9R155|S26A4_MOUSE
OG0013572	sp|O60331|PI51C_HUMAN	sp|O70161|PI51C_MOUSE
OG0013573	sp|P04183|KITH_HUMAN	sp|P04184|KITH_MOUSE
OG0013574	sp|P04217|A1BG_HUMAN	sp|Q19LI2|A1BG_MOUSE
OG0013575	sp|P08151|GLI1_HUMAN	sp|P47806|GLI1_MOUSE
OG0013576	sp|P0CG21|NHLC4_HUMAN	sp|Q3UP44|NHLC4_MOUSE
OG0013577	sp|P19623|SPEE_HUMAN	sp|Q64674|SPEE_MOUSE
OG0013578	sp|P29377|S100G_HUMAN	sp|P97816|S100G_MOUSE
OG0013579	sp|P30531|SC6A1_HUMAN	sp|P31648|SC6A1_MOUSE
OG0013580	sp|P31785|IL2RG_HUMAN	sp|P34902|IL2RG_MOUSE
OG0013581	sp|P45973|CBX5_HUMAN	sp|Q61686|CBX5_MOUSE
OG0013582	sp|P48651|PTSS1_HUMAN	sp|Q99LH2|PTSS1_MOUSE
OG0013583	sp|P53621|COPA_HUMAN	sp|Q8CIE6|COPA_MOUSE
OG0013584	sp|P56181|NDUV3_HUMAN	sp|Q8BK30|NDUV3_MOUSE
OG0013585	sp|P57768|SNX16_HUMAN	sp|Q8C080|SNX16_MOUSE
OG0013586	sp|P58012|FOXL2_HUMAN	sp|O88470|FOXL2_MOUSE
OG0013587	sp|P60008|HILS1_HUMAN	sp|Q9QYL0|HILS1_MOUSE
OG0013588	sp|P60323|NANO3_HUMAN	sp|P60324|NANO3_MOUSE
OG0013589	sp|P61218|RPAB2_HUMAN	sp|P61219|RPAB2_MOUSE
OG0013590	sp|P61247|RS3A_HUMAN	sp|P97351|RS3A_MOUSE
OG0013591	sp|Q02080|MEF2B_HUMAN	sp|O55087|MEF2B_MOUSE
OG0013592	sp|Q05086|UBE3A_HUMAN	sp|O08759|UBE3A_MOUSE
OG0013593	sp|Q14135|VGLL4_HUMAN	sp|Q80V24|VGLL4_MOUSE
OG0013594	sp|Q16821|PPR3A_HUMAN	sp|Q99MR9|PPR3A_MOUSE
OG0013595	sp|Q3KQU3|MA7D1_HUMAN	sp|A2AJI0|MA7D1_MOUSE
OG0013596	sp|Q3SXP7|SHSL1_HUMAN	sp|Q0VBP7|SHSL1_MOUSE
OG0013597	sp|Q5SW96|ARH_HUMAN	sp|Q8C142|ARH_MOUSE
OG0013598	sp|Q5XKP0|MIC13_HUMAN	sp|Q8R404|MIC13_MOUSE
OG0013599	sp|Q67FW5|B3GNL_HUMAN	sp|Q3U129|B3GNL_MOUSE
OG0013600	sp|Q6UW49|SPESP_HUMAN	sp|Q9D5A0|SPESP_MOUSE
OG0013601	sp|Q6UWU2|GLB1L_HUMAN	sp|Q8VC60|GLB1L_MOUSE
OG0013602	sp|Q6UXB4|CLC4G_HUMAN	sp|Q8BNX1|CLC4G_MOUSE
OG0013603	sp|Q6ZNK6|TIFAB_HUMAN	sp|Q8JZM6|TIFAB_MOUSE
OG0013604	sp|Q6ZV70|LANC3_HUMAN	sp|Q8CD19|LANC3_MOUSE
OG0013605	sp|Q76LX8|ATS13_HUMAN	sp|Q769J6|ATS13_MOUSE
OG0013606	sp|Q7Z5L3|C1QL2_HUMAN	sp|Q8CFR0|C1QL2_MOUSE
OG0013607	sp|Q86V25|VASH2_HUMAN	sp|Q8C5G2|VASH2_MOUSE
OG0013608	sp|Q86VD1|MORC1_HUMAN	sp|Q9WVL5|MORC1_MOUSE
OG0013609	sp|Q86WK7|AMGO3_HUMAN	sp|Q8C2S7|AMGO3_MOUSE
OG0013610	sp|Q86WQ0|NR2CA_HUMAN	sp|Q3TV70|NR2CA_MOUSE
OG0013611	sp|Q8IU80|TMPS6_HUMAN	sp|Q9DBI0|TMPS6_MOUSE
OG0013612	sp|Q8IZ21|PHAR4_HUMAN	sp|Q501J7|PHAR4_MOUSE
OG0013613	sp|Q8N1M1|BEST3_HUMAN	sp|Q6H1V1|BEST3_MOUSE
OG0013614	sp|Q8N412|STPG2_HUMAN	sp|Q8C8J0|STPG2_MOUSE
OG0013615	sp|Q8N961|ABTB2_HUMAN	sp|Q7TQI7|ABTB2_MOUSE
OG0013616	sp|Q8NEP7|KLDC9_HUMAN	sp|Q3USL1|KLDC9_MOUSE
OG0013617	sp|Q8NHW3|MAFA_HUMAN	sp|Q8CF90|MAFA_MOUSE
OG0013618	sp|Q8WTT2|NOC3L_HUMAN	sp|Q8VI84|NOC3L_MOUSE
OG0013619	sp|Q8WTX9|ZDHC1_HUMAN	sp|Q8R0N9|ZDHC1_MOUSE
OG0013620	sp|Q969E1|LEAP2_HUMAN	sp|Q91V13|LEAP2_MOUSE
OG0013621	sp|Q96BJ3|AIDA_HUMAN	sp|Q8C4Q6|AIDA_MOUSE
OG0013622	sp|Q96EQ0|SGTB_HUMAN	sp|Q8VD33|SGTB_MOUSE
OG0013623	sp|Q96LT4|SAMD8_HUMAN	sp|Q9DA37|SAMD8_MOUSE
OG0013624	sp|Q96RT8|GCP5_HUMAN	sp|Q8BKN5|GCP5_MOUSE
OG0013625	sp|Q99426|TBCB_HUMAN	sp|Q9D1E6|TBCB_MOUSE
OG0013626	sp|Q9BY89|K1671_HUMAN	sp|Q8BRV5|K1671_MOUSE
OG0013627	sp|Q9H5J0|ZBTB3_HUMAN	sp|Q91X45|ZBTB3_MOUSE
OG0013628	sp|Q9HCG7|GBA2_HUMAN	sp|Q69ZF3|GBA2_MOUSE
OG0013629	sp|Q9HCQ7|NPVF_HUMAN	sp|Q9ESQ8|NPVF_MOUSE
OG0013630	sp|Q9NP70|AMBN_HUMAN	sp|O55189|AMBN_MOUSE
OG0013631	sp|Q9NZ09|UBAP1_HUMAN	sp|Q8BH48|UBAP1_MOUSE
OG0013632	sp|Q9P283|SEM5B_HUMAN	sp|Q60519|SEM5B_MOUSE
OG0013633	sp|Q9UP65|PA24C_HUMAN	sp|Q64GA5|PA24C_MOUSE
OG0013634	sp|Q9UQ07|MOK_HUMAN	sp|Q9WVS4|MOK_MOUSE
OG0013635	sp|Q9Y2J2|E41L3_HUMAN	sp|Q9WV92|E41L3_MOUSE
OG0013636	sp|Q9Y679|AUP1_HUMAN	sp|P70295|AUP1_MOUSE
OG0013637	tr|A0A1B0GW15|A0A1B0GW15_HUMAN	tr|A0A286YCQ8|A0A286YCQ8_MOUSE
OG0013638	sp|A7KAX9|RHG32_HUMAN	sp|Q811P8|RHG32_MOUSE
OG0013639	sp|H3BQJ8|LY6L_HUMAN	sp|H3BJG9|LY6L_MOUSE
OG0013640	sp|O00194|RB27B_HUMAN	sp|Q99P58|RB27B_MOUSE
OG0013641	sp|O15318|RPC7_HUMAN	sp|Q6NXY9|RPC7_MOUSE
OG0013642	sp|O15539|RGS5_HUMAN	sp|O08850|RGS5_MOUSE
OG0013643	sp|O75426|FBX24_HUMAN	sp|Q9D417|FBX24_MOUSE
OG0013644	sp|O95219|SNX4_HUMAN	sp|Q91YJ2|SNX4_MOUSE
OG0013645	sp|O95251|KAT7_HUMAN	sp|Q5SVQ0|KAT7_MOUSE
OG0013646	sp|O95258|UCP5_HUMAN	sp|Q9Z2B2|UCP5_MOUSE
OG0013647	sp|O95613|PCNT_HUMAN	sp|P48725|PCNT_MOUSE
OG0013648	sp|O95807|TM50A_HUMAN	sp|Q9CXL1|TM50A_MOUSE
OG0013649	sp|P01189|COLI_HUMAN	sp|P01193|COLI_MOUSE
OG0013650	sp|P02144|MYG_HUMAN	sp|P04247|MYG_MOUSE
OG0013651	sp|P15018|LIF_HUMAN	sp|P09056|LIF_MOUSE
OG0013652	sp|P19438|TNR1A_HUMAN	sp|P25118|TNR1A_MOUSE
OG0013653	sp|P32971|TNFL8_HUMAN	sp|P32972|TNFL8_MOUSE
OG0013654	sp|P46663|BKRB1_HUMAN	sp|Q61125|BKRB1_MOUSE
OG0013655	sp|P51148|RAB5C_HUMAN	sp|P35278|RAB5C_MOUSE
OG0013656	sp|P61421|VA0D1_HUMAN	sp|P51863|VA0D1_MOUSE
OG0013657	sp|P61803|DAD1_HUMAN	sp|P61804|DAD1_MOUSE
OG0013658	sp|Q0VDD7|BRME1_HUMAN	sp|Q6DIA7|BRME1_MOUSE
OG0013659	sp|Q12906|ILF3_HUMAN	sp|Q9Z1X4|ILF3_MOUSE
OG0013660	sp|Q14802|FXYD3_HUMAN	sp|Q61835|FXYD3_MOUSE
OG0013661	sp|Q15012|LAP4A_HUMAN	sp|Q60961|LAP4A_MOUSE
OG0013662	sp|Q15382|RHEB_HUMAN	sp|Q921J2|RHEB_MOUSE
OG0013663	sp|Q16552|IL17_HUMAN	sp|Q62386|IL17_MOUSE
OG0013664	sp|Q5T6X5|GPC6A_HUMAN	sp|Q8K4Z6|GPC6A_MOUSE
OG0013665	sp|Q5T8A7|PPR26_HUMAN	sp|Q6A025|PPR26_MOUSE
OG0013666	sp|Q5TBB1|RNH2B_HUMAN	sp|Q80ZV0|RNH2B_MOUSE
OG0013667	sp|Q5VXM1|CDCP2_HUMAN	sp|Q8BQH6|CDCP2_MOUSE
OG0013668	sp|Q5VZ03|NXNL2_HUMAN	sp|Q9D531|NXNL2_MOUSE
OG0013669	sp|Q6GQQ9|OTU7B_HUMAN	sp|B2RUR8|OTU7B_MOUSE
OG0013670	sp|Q6P9G4|TM154_HUMAN	sp|Q8C4Q9|TM154_MOUSE
OG0013671	sp|Q6PJ69|TRI65_HUMAN	sp|Q8BFW4|TRI65_MOUSE
OG0013672	sp|Q6UB28|MAP12_HUMAN	sp|Q9CPW9|MAP12_MOUSE
OG0013673	sp|Q7LFL8|CXXC5_HUMAN	sp|Q91WA4|CXXC5_MOUSE
OG0013674	sp|Q7RTX9|MOT14_HUMAN	sp|Q8K1C7|MOT14_MOUSE
OG0013675	sp|Q86TG7|PEG10_HUMAN	sp|Q7TN75|PEG10_MOUSE
OG0013676	sp|Q8IY81|SPB1_HUMAN	sp|Q9DBE9|SPB1_MOUSE
OG0013677	sp|Q8IY92|SLX4_HUMAN	sp|Q6P1D7|SLX4_MOUSE
OG0013678	sp|Q8IYS1|P20D2_HUMAN	sp|A3KG59|P20D2_MOUSE
OG0013679	sp|Q8IYX4|DND1_HUMAN	sp|Q6VY05|DND1_MOUSE
OG0013680	sp|Q8N0W7|FMR1N_HUMAN	sp|Q80ZA7|FMR1N_MOUSE
OG0013681	sp|Q8N5Z0|AADAT_HUMAN	sp|Q9WVM8|AADAT_MOUSE
OG0013682	sp|Q8NEY3|SPAT4_HUMAN	sp|Q8K3V1|SPAT4_MOUSE
OG0013683	sp|Q96C28|ZN707_HUMAN	tr|D3Z445|D3Z445_MOUSE
OG0013684	sp|Q96I23|PREY_HUMAN	sp|Q9D1C3|PREY_MOUSE
OG0013685	sp|Q96K49|TM87B_HUMAN	sp|Q8BKU8|TM87B_MOUSE
OG0013686	sp|Q96KJ4|MSLNL_HUMAN	sp|Q8C160|MSLNL_MOUSE
OG0013687	sp|Q96LL3|FIMP_HUMAN	sp|E9Q9R3|FIMP_MOUSE
OG0013688	sp|Q96M02|CJ090_HUMAN	sp|D2J0Y4|CJ090_MOUSE
OG0013689	sp|Q96P16|RPR1A_HUMAN	sp|Q8VDS4|RPR1A_MOUSE
OG0013690	sp|Q99584|S10AD_HUMAN	sp|P97352|S10AD_MOUSE
OG0013691	sp|Q99708|CTIP_HUMAN	sp|Q80YR6|CTIP_MOUSE
OG0013692	sp|Q9BQG1|SYT3_HUMAN	sp|O35681|SYT3_MOUSE
OG0013693	sp|Q9BSJ5|CQ080_HUMAN	sp|Q6PIX9|CQ080_MOUSE
OG0013694	sp|Q9BU20|CPLN2_HUMAN	sp|A2A825|CPLN2_MOUSE
OG0013695	sp|Q9BW62|KATL1_HUMAN	sp|Q8K0T4|KATL1_MOUSE
OG0013696	sp|Q9BZF1|OSBL8_HUMAN	sp|B9EJ86|OSBL8_MOUSE
OG0013697	sp|Q9H040|SPRTN_HUMAN	sp|G3X912|SPRTN_MOUSE
OG0013698	sp|Q9H0P0|5NT3A_HUMAN	sp|Q9D020|5NT3A_MOUSE
OG0013699	sp|Q9H5Y7|SLIK6_HUMAN	sp|Q8C110|SLIK6_MOUSE
OG0013700	sp|Q9H6L2|TM231_HUMAN	sp|Q3U284|TM231_MOUSE
OG0013701	sp|Q9H8M2|BRD9_HUMAN	sp|Q3UQU0|BRD9_MOUSE
OG0013702	sp|Q9HAH7|FBRS_HUMAN	sp|Q8R089|FBRS_MOUSE
OG0013703	tr|Q9HB66|Q9HB66_HUMAN	tr|A0A338P6I9|A0A338P6I9_MOUSE
