Orthogroup	Homo_sapiens	Balaenoptera_musculus
OG0013278	sp|Q68D10|SPT2_HUMAN	tr|A0A8B8Y2E8|A0A8B8Y2E8_BALMU
OG0013279	sp|P05976|MYL1_HUMAN	tr|A0A8B8Y484|A0A8B8Y484_BALMU
OG0013280	sp|Q9UBI6|GBG12_HUMAN	tr|A0A8B8Y5Y9|A0A8B8Y5Y9_BALMU
OG0013281	sp|P42226|STAT6_HUMAN	tr|A0A8B8YGY4|A0A8B8YGY4_BALMU
OG0013282	sp|O43324|MCA3_HUMAN	tr|A0A8B8YVT2|A0A8B8YVT2_BALMU
OG0013283	sp|P23490|LORI_HUMAN	tr|A0A8B8YW29|A0A8B8YW29_BALMU
OG0013284	sp|Q9BVP2|GNL3_HUMAN	tr|A0A8B8YXL9|A0A8B8YXL9_BALMU
OG0013285	sp|P22413|ENPP1_HUMAN	tr|A0A8B8YYU0|A0A8B8YYU0_BALMU
OG0013286	sp|Q9H4Q3|PRD13_HUMAN	tr|A0A8B8Z203|A0A8B8Z203_BALMU
OG0013287	sp|Q00839|HNRPU_HUMAN	tr|A0A8B8Z2K0|A0A8B8Z2K0_BALMU
OG0013288	sp|Q9UIL4|KIF25_HUMAN	tr|A0A8B8Z753|A0A8B8Z753_BALMU
OG0013289	sp|Q569K6|CC157_HUMAN	tr|A0A8B8Z7Q0|A0A8B8Z7Q0_BALMU
OG0013290	sp|P45379|TNNT2_HUMAN	tr|A0A8B8Z833|A0A8B8Z833_BALMU
OG0013291	sp|Q9HB71|CYBP_HUMAN	tr|A0A8C0C6R7|A0A8C0C6R7_BALMU
OG0013292	sp|Q13291|SLAF1_HUMAN	tr|A0A8C0CJ56|A0A8C0CJ56_BALMU
OG0013293	sp|P0CG40|SP9_HUMAN	tr|A0A8C0CM84|A0A8C0CM84_BALMU
OG0013294	sp|Q86T96|RN180_HUMAN	tr|A0A8C0CT48|A0A8C0CT48_BALMU
OG0013295	sp|O95832|CLD1_HUMAN	tr|A0A8C0D0A6|A0A8C0D0A6_BALMU
OG0013296	sp|Q9NZN5|ARHGC_HUMAN	tr|A0A8C0D861|A0A8C0D861_BALMU
OG0013297	sp|O00487|PSDE_HUMAN	tr|A0A8C0D8P1|A0A8C0D8P1_BALMU
OG0013298	sp|Q92522|H1X_HUMAN	tr|A0A8C0D8R9|A0A8C0D8R9_BALMU
OG0013299	sp|P14415|AT1B2_HUMAN	tr|A0A8C0DLJ8|A0A8C0DLJ8_BALMU
OG0013300	sp|Q8NA82|MARHA_HUMAN	tr|A0A8C0DM26|A0A8C0DM26_BALMU
OG0013301	sp|Q86W47|KCMB4_HUMAN	tr|A0A8C0DSJ3|A0A8C0DSJ3_BALMU
OG0013302	sp|P36956|SRBP1_HUMAN	tr|A0A8C0DWK7|A0A8C0DWK7_BALMU
OG0013303	sp|Q13253|NOGG_HUMAN	tr|A0A8C0DX22|A0A8C0DX22_BALMU
OG0013304	sp|O94830|DDHD2_HUMAN	tr|A0A8C0DX66|A0A8C0DX66_BALMU
OG0013305	sp|Q9UJH8|METRN_HUMAN	tr|A0A8C0DY99|A0A8C0DY99_BALMU
OG0013306	sp|P61081|UBC12_HUMAN	tr|A0A8C0E1G2|A0A8C0E1G2_BALMU
OG0013307	sp|Q6ZWE6|PKHM3_HUMAN	tr|A0A8C0HUM9|A0A8C0HUM9_BALMU
OG0013308	sp|A0A1B0GVZ2|F240B_HUMAN	tr|A0A8C0HX50|A0A8C0HX50_BALMU
OG0013309	sp|P50748|KNTC1_HUMAN	tr|A0A8B8V5J6|A0A8B8V5J6_BALMU
OG0013310	sp|O95976|IGSF6_HUMAN	tr|A0A8B8V6A8|A0A8B8V6A8_BALMU
OG0013311	sp|Q7Z6L0|PRRT2_HUMAN	tr|A0A8B8V6K5|A0A8B8V6K5_BALMU
OG0013312	sp|Q9H4I2|ZHX3_HUMAN	tr|A0A8B8V7I4|A0A8B8V7I4_BALMU
OG0013313	sp|O15230|LAMA5_HUMAN	tr|A0A8B8V9E2|A0A8B8V9E2_BALMU
OG0013314	sp|O15551|CLD3_HUMAN	tr|A0A8B8VAI6|A0A8B8VAI6_BALMU
OG0013315	sp|P0CE72|ONCO_HUMAN	tr|A0A8B8VCI8|A0A8B8VCI8_BALMU
OG0013316	sp|Q30KQ5|DB115_HUMAN	tr|A0A8B8VCT8|A0A8B8VCT8_BALMU
OG0013317	sp|O95297|MPZL1_HUMAN	tr|A0A8B8VDU4|A0A8B8VDU4_BALMU
OG0013318	sp|P10124|SRGN_HUMAN	tr|A0A8B8VFJ2|A0A8B8VFJ2_BALMU
OG0013319	sp|P53992|SC24C_HUMAN	tr|A0A8B8VHU4|A0A8B8VHU4_BALMU
OG0013320	sp|Q9P0L9|PK2L1_HUMAN	tr|A0A8B8VJZ4|A0A8B8VJZ4_BALMU
OG0013321	sp|Q5VXI9|LIPN_HUMAN	tr|A0A8B8VKT9|A0A8B8VKT9_BALMU
OG0013322	sp|Q7Z5H3|RHG22_HUMAN	tr|A0A8B8VM11|A0A8B8VM11_BALMU
OG0013323	sp|Q6ZMY6|WDR88_HUMAN	tr|A0A8B8VTH6|A0A8B8VTH6_BALMU
OG0013324	sp|Q9BZG2|PPAT_HUMAN	tr|A0A8B8VYT5|A0A8B8VYT5_BALMU
OG0013325	sp|O75865|TPC6A_HUMAN	tr|A0A8B8W0R1|A0A8B8W0R1_BALMU
OG0013326	sp|O00295|TULP2_HUMAN	tr|A0A8B8W1P9|A0A8B8W1P9_BALMU
OG0013327	sp|Q7Z6G3|NECA2_HUMAN	tr|A0A8B8W203|A0A8B8W203_BALMU
OG0013328	sp|Q9BRP1|PDD2L_HUMAN	tr|A0A8B8W275|A0A8B8W275_BALMU
OG0013329	sp|P61009|SPCS3_HUMAN	tr|A0A8B8WD10|A0A8B8WD10_BALMU
OG0013330	sp|Q9UN76|S6A14_HUMAN	tr|A0A8B8WF29|A0A8B8WF29_BALMU
OG0013331	sp|Q9BQ50|TREX2_HUMAN	tr|A0A8B8WFI8|A0A8B8WFI8_BALMU
OG0013332	sp|Q9Y462|ZN711_HUMAN	tr|A0A8B8WIC7|A0A8B8WIC7_BALMU
OG0013333	sp|Q8WWG1|NRG4_HUMAN	tr|A0A8B8WJY3|A0A8B8WJY3_BALMU
OG0013334	sp|Q9BZE1|RM37_HUMAN	tr|A0A8B8WKP1|A0A8B8WKP1_BALMU
OG0013335	sp|Q8IUZ0|LRC49_HUMAN	tr|A0A8B8WP17|A0A8B8WP17_BALMU
OG0013336	sp|Q86TW2|ADCK1_HUMAN	tr|A0A8B8WU54|A0A8B8WU54_BALMU
OG0013337	sp|Q6R327|RICTR_HUMAN	tr|A0A8B8WXH5|A0A8B8WXH5_BALMU
OG0013338	sp|P20585|MSH3_HUMAN	tr|A0A8B8X0R1|A0A8B8X0R1_BALMU
OG0013339	sp|Q8NGX0|O11L1_HUMAN	tr|A0A8B8X0Z5|A0A8B8X0Z5_BALMU
OG0013340	sp|Q9UQ84|EXO1_HUMAN	tr|A0A8B8X757|A0A8B8X757_BALMU
OG0013341	sp|Q9NVD3|SETD4_HUMAN	tr|A0A8B8X7C4|A0A8B8X7C4_BALMU
OG0013342	sp|Q8TBE7|S35G2_HUMAN	tr|A0A8B8X7D7|A0A8B8X7D7_BALMU
OG0013343	sp|P38606|VATA_HUMAN	tr|A0A8B8XCD6|A0A8B8XCD6_BALMU
OG0013344	sp|Q9Y5T5|UBP16_HUMAN	tr|A0A8B8XHL0|A0A8B8XHL0_BALMU
OG0013345	sp|Q5T6J7|GNTK_HUMAN	tr|A0A8B8XSA9|A0A8B8XSA9_BALMU
OG0013346	sp|Q9BV36|MELPH_HUMAN	tr|A0A8B8XWL2|A0A8B8XWL2_BALMU
OG0013347	sp|Q13416|ORC2_HUMAN	tr|A0A8B8XWU7|A0A8B8XWU7_BALMU
OG0013348	sp|P56559|ARL4C_HUMAN	tr|A0A8B8XXB7|A0A8B8XXB7_BALMU
OG0013349	sp|Q9Y4A8|NF2L3_HUMAN	tr|A0A8B8Y9I6|A0A8B8Y9I6_BALMU
OG0013350	sp|O75143|ATG13_HUMAN	tr|A0A8B8YB59|A0A8B8YB59_BALMU
OG0013351	sp|P05783|K1C18_HUMAN	tr|A0A8B8YDW0|A0A8B8YDW0_BALMU
OG0013352	sp|Q96RJ6|FER3L_HUMAN	tr|A0A8B8YGV9|A0A8B8YGV9_BALMU
OG0013353	sp|Q9Y2Z4|SYYM_HUMAN	tr|A0A8B8YHM4|A0A8B8YHM4_BALMU
OG0013354	sp|P35711|SOX5_HUMAN	tr|A0A8B8YI58|A0A8B8YI58_BALMU
OG0013355	sp|Q4G1C9|GRPL2_HUMAN	tr|A0A8B8YL44|A0A8B8YL44_BALMU
OG0013356	sp|P54284|CACB3_HUMAN	tr|A0A8B8YMM0|A0A8B8YMM0_BALMU
OG0013357	sp|Q6UXM1|LRIG3_HUMAN	tr|A0A8B8YNY2|A0A8B8YNY2_BALMU
OG0013358	sp|O00590|ACKR2_HUMAN	tr|A0A8B8YTR5|A0A8B8YTR5_BALMU
OG0013359	sp|Q8NF91|SYNE1_HUMAN	tr|A0A8B8YWQ1|A0A8B8YWQ1_BALMU
OG0013360	sp|P01189|COLI_HUMAN	tr|A0A8B8Z382|A0A8B8Z382_BALMU
OG0013361	sp|A6NJV1|F166C_HUMAN	tr|A0A8B8Z521|A0A8B8Z521_BALMU
OG0013362	sp|Q96NT3|GUCD1_HUMAN	tr|A0A8B8Z7M3|A0A8B8Z7M3_BALMU
OG0013363	sp|Q96G03|PGM2_HUMAN	tr|A0A8C0C3J9|A0A8C0C3J9_BALMU
OG0013364	sp|Q5VVJ2|MYSM1_HUMAN	tr|A0A8C0C9G1|A0A8C0C9G1_BALMU
OG0013365	sp|O15522|NKX28_HUMAN	tr|A0A8C0CA75|A0A8C0CA75_BALMU
OG0013366	sp|Q8WVP5|TP8L1_HUMAN	tr|A0A8C0CI90|A0A8C0CI90_BALMU
OG0013367	sp|Q96R05|RET7_HUMAN	tr|A0A8C0CQG4|A0A8C0CQG4_BALMU
OG0013368	sp|O14904|WNT9A_HUMAN	tr|A0A8C0CXJ2|A0A8C0CXJ2_BALMU
OG0013369	sp|Q9NP59|S40A1_HUMAN	tr|A0A8C0CY99|A0A8C0CY99_BALMU
OG0013370	sp|O43913|ORC5_HUMAN	tr|A0A8C0D4Y4|A0A8C0D4Y4_BALMU
OG0013371	sp|P04278|SHBG_HUMAN	tr|A0A8C0DGT0|A0A8C0DGT0_BALMU
OG0013372	sp|Q9UBB9|TFP11_HUMAN	tr|A0A8C0DGX7|A0A8C0DGX7_BALMU
OG0013373	sp|Q9BTD8|RBM42_HUMAN	tr|A0A8C0DH15|A0A8C0DH15_BALMU
OG0013374	sp|Q86T24|KAISO_HUMAN	tr|A0A8C0E4X1|A0A8C0E4X1_BALMU
OG0013375	sp|A7MCY6|TBKB1_HUMAN	tr|A0A8C0I6A4|A0A8C0I6A4_BALMU
OG0013376	sp|P03891|NU2M_HUMAN	sp|P41297|NU2M_BALMU
OG0013377	sp|Q9H1K1|ISCU_HUMAN	tr|A0A8B8V4A0|A0A8B8V4A0_BALMU
OG0013378	sp|O95985|TOP3B_HUMAN	tr|A0A8B8V4E9|A0A8B8V4E9_BALMU
OG0013379	sp|Q9H114|CSTL1_HUMAN	tr|A0A8B8V6B1|A0A8B8V6B1_BALMU
OG0013380	sp|P05204|HMGN2_HUMAN	tr|A0A8B8V7K2|A0A8B8V7K2_BALMU
OG0013381	sp|Q9BXP2|S12A9_HUMAN	tr|A0A8B8V7P7|A0A8B8V7P7_BALMU
OG0013382	sp|O60304|ZN500_HUMAN	tr|A0A8B8V7R1|A0A8B8V7R1_BALMU
OG0013383	sp|Q9H6D3|XKR8_HUMAN	tr|A0A8B8VEP0|A0A8B8VEP0_BALMU
OG0013384	sp|Q10471|GALT2_HUMAN	tr|A0A8B8VGM5|A0A8B8VGM5_BALMU
OG0013385	sp|Q5VYY2|LIPM_HUMAN	tr|A0A8B8VKT2|A0A8B8VKT2_BALMU
OG0013386	sp|Q6ZRV2|FA83H_HUMAN	tr|A0A8B8VLY0|A0A8B8VLY0_BALMU
OG0013387	sp|Q5VYS4|MEDAG_HUMAN	tr|A0A8B8VSK7|A0A8B8VSK7_BALMU
OG0013388	sp|O60292|SI1L3_HUMAN	tr|A0A8B8VW92|A0A8B8VW92_BALMU
OG0013389	sp|O43169|CYB5B_HUMAN	tr|A0A8B8VY24|A0A8B8VY24_BALMU
OG0013390	sp|Q8NDF8|PAPD5_HUMAN	tr|A0A8B8VY64|A0A8B8VY64_BALMU
OG0013391	sp|Q6ZVN8|RGMC_HUMAN	tr|A0A8B8W206|A0A8B8W206_BALMU
OG0013392	sp|Q96MW1|CCD43_HUMAN	tr|A0A8B8W407|A0A8B8W407_BALMU
OG0013393	sp|Q8WXE0|CSKI2_HUMAN	tr|A0A8B8W4E9|A0A8B8W4E9_BALMU
OG0013394	sp|Q99567|NUP88_HUMAN	tr|A0A8B8W846|A0A8B8W846_BALMU
OG0013395	sp|Q8NEZ2|VP37A_HUMAN	tr|A0A8B8WBD4|A0A8B8WBD4_BALMU
OG0013396	sp|Q96A49|SYAP1_HUMAN	tr|A0A8B8WEP9|A0A8B8WEP9_BALMU
OG0013397	sp|Q495B1|AKD1A_HUMAN	tr|A0A8B8WP21|A0A8B8WP21_BALMU
OG0013398	sp|Q9NPG4|PCD12_HUMAN	tr|A0A8B8WWG7|A0A8B8WWG7_BALMU
OG0013399	sp|Q8IWI9|MGAP_HUMAN	tr|A0A8B8WYJ9|A0A8B8WYJ9_BALMU
OG0013400	sp|P05230|FGF1_HUMAN	tr|A0A8B8X2Y1|A0A8B8X2Y1_BALMU
OG0013401	sp|O95391|SLU7_HUMAN	tr|A0A8B8X3P3|A0A8B8X3P3_BALMU
OG0013402	sp|P58499|FAM3B_HUMAN	tr|A0A8B8X775|A0A8B8X775_BALMU
OG0013403	sp|A1A580|KR231_HUMAN	tr|A0A8B8X7K1|A0A8B8X7K1_BALMU
OG0013404	sp|Q8TAB5|CA216_HUMAN	tr|A0A8B8XCB6|A0A8B8XCB6_BALMU
OG0013405	sp|Q9UI95|MD2L2_HUMAN	tr|A0A8B8XIC2|A0A8B8XIC2_BALMU
OG0013406	sp|Q96IR7|HPDL_HUMAN	tr|A0A8B8XMS5|A0A8B8XMS5_BALMU
OG0013407	sp|P15291|B4GT1_HUMAN	tr|A0A8B8XN12|A0A8B8XN12_BALMU
OG0013408	sp|O60504|VINEX_HUMAN	tr|A0A8B8XN36|A0A8B8XN36_BALMU
OG0013409	sp|Q9UHF1|EGFL7_HUMAN	tr|A0A8B8XRD0|A0A8B8XRD0_BALMU
OG0013410	sp|Q6UWV7|SHL2A_HUMAN	tr|A0A8B8XRI6|A0A8B8XRI6_BALMU
OG0013411	sp|Q6PF15|KLH35_HUMAN	tr|A0A8B8XYK4|A0A8B8XYK4_BALMU
OG0013412	sp|O76062|ERG24_HUMAN	tr|A0A8B8Y107|A0A8B8Y107_BALMU
OG0013413	sp|Q70E73|RAPH1_HUMAN	tr|A0A8B8Y1Q9|A0A8B8Y1Q9_BALMU
OG0013414	sp|Q8NEP7|KLDC9_HUMAN	tr|A0A8B8Y4V2|A0A8B8Y4V2_BALMU
OG0013415	sp|Q9Y4D2|DGLA_HUMAN	tr|A0A8B8Y7J8|A0A8B8Y7J8_BALMU
OG0013416	sp|Q9Y6N9|USH1C_HUMAN	tr|A0A8B8Y7W0|A0A8B8Y7W0_BALMU
OG0013417	sp|Q6UWY5|OLFL1_HUMAN	tr|A0A8B8Y8J7|A0A8B8Y8J7_BALMU
OG0013418	sp|Q9UDV6|ZN212_HUMAN	tr|A0A8B8YBV8|A0A8B8YBV8_BALMU
OG0013419	sp|Q5HYL7|TM196_HUMAN	tr|A0A8B8YDB0|A0A8B8YDB0_BALMU
OG0013420	sp|Q14956|GPNMB_HUMAN	tr|A0A8B8YDP7|A0A8B8YDP7_BALMU
OG0013421	sp|O94966|UBP19_HUMAN	tr|A0A8B8YRX5|A0A8B8YRX5_BALMU
OG0013422	sp|P29279|CCN2_HUMAN	tr|A0A8B8YX23|A0A8B8YX23_BALMU
OG0013423	sp|O43613|OX1R_HUMAN	tr|A0A8B8YZZ4|A0A8B8YZZ4_BALMU
OG0013424	sp|Q86SQ4|AGRG6_HUMAN	tr|A0A8B8Z472|A0A8B8Z472_BALMU
OG0013425	sp|Q86V40|TIKI1_HUMAN	tr|A0A8B8Z4Q5|A0A8B8Z4Q5_BALMU
OG0013426	sp|Q9NZJ5|E2AK3_HUMAN	tr|A0A8B8Z4Y8|A0A8B8Z4Y8_BALMU
OG0013427	sp|Q9NRJ4|TULP4_HUMAN	tr|A0A8B8Z5B5|A0A8B8Z5B5_BALMU
OG0013428	sp|Q04864|REL_HUMAN	tr|A0A8B8Z5I3|A0A8B8Z5I3_BALMU
OG0013429	sp|Q8N1N2|DYNAP_HUMAN	tr|A0A8B8Z5U1|A0A8B8Z5U1_BALMU
OG0013430	sp|Q16560|U1SBP_HUMAN	tr|A0A8B8Z606|A0A8B8Z606_BALMU
OG0013431	sp|Q8IYT4|KATL2_HUMAN	tr|A0A8B8Z6T2|A0A8B8Z6T2_BALMU
OG0013432	sp|O14730|RIOK3_HUMAN	tr|A0A8B8Z6V4|A0A8B8Z6V4_BALMU
OG0013433	sp|P48067|SC6A9_HUMAN	tr|A0A8B8Z9N4|A0A8B8Z9N4_BALMU
OG0013434	sp|P56597|NDK5_HUMAN	tr|A0A8C0CBR5|A0A8C0CBR5_BALMU
OG0013435	sp|Q53R12|T4S20_HUMAN	tr|A0A8C0CGP9|A0A8C0CGP9_BALMU
OG0013436	sp|Q96RI0|PAR4_HUMAN	tr|A0A8C0CKV9|A0A8C0CKV9_BALMU
OG0013437	sp|O75293|GA45B_HUMAN	tr|A0A8C0D037|A0A8C0D037_BALMU
OG0013438	sp|Q9UKY0|PRND_HUMAN	tr|A0A8C0D0P2|A0A8C0D0P2_BALMU
OG0013439	sp|Q5TD97|FHL5_HUMAN	tr|A0A8C0D121|A0A8C0D121_BALMU
OG0013440	sp|P36941|TNR3_HUMAN	tr|A0A8C0DD85|A0A8C0DD85_BALMU
OG0013441	sp|Q96FE5|LIGO1_HUMAN	tr|A0A8C0DHM5|A0A8C0DHM5_BALMU
OG0013442	sp|P48634|PRC2A_HUMAN	tr|A0A8C0DLX7|A0A8C0DLX7_BALMU
OG0013443	sp|Q9BVI4|NOC4L_HUMAN	tr|A0A8C0DW63|A0A8C0DW63_BALMU
OG0013444	sp|O95863|SNAI1_HUMAN	tr|A0A8C0DWN1|A0A8C0DWN1_BALMU
OG0013445	sp|Q12778|FOXO1_HUMAN	tr|A0A8C0DZ96|A0A8C0DZ96_BALMU
OG0013446	sp|Q71SY5|MED25_HUMAN	tr|A0A8C0E0Q5|A0A8C0E0Q5_BALMU
OG0013447	sp|Q9NQ94|A1CF_HUMAN	tr|A0A8C0E760|A0A8C0E760_BALMU
OG0013448	sp|Q12851|M4K2_HUMAN	tr|A0A8C0HYG3|A0A8C0HYG3_BALMU
OG0013449	sp|Q9NR64|KLHL1_HUMAN	tr|A0A8C0I3Q6|A0A8C0I3Q6_BALMU
OG0013450	sp|Q7Z3V4|UBE3B_HUMAN	tr|A0A8B8V1R1|A0A8B8V1R1_BALMU
OG0013451	sp|P22830|HEMH_HUMAN	tr|A0A8B8V3S5|A0A8B8V3S5_BALMU
OG0013452	sp|Q8WU67|ABHD3_HUMAN	tr|A0A8B8V4D8|A0A8B8V4D8_BALMU
OG0013453	sp|Q96MR6|CFA57_HUMAN	tr|A0A8B8V4H8|A0A8B8V4H8_BALMU
OG0013454	sp|P78406|RAE1L_HUMAN	tr|A0A8B8VA39|A0A8B8VA39_BALMU
OG0013455	sp|O14562|UBFD1_HUMAN	tr|A0A8B8VA55|A0A8B8VA55_BALMU
OG0013456	sp|A4D2B0|MBLC1_HUMAN	tr|A0A8B8VAR3|A0A8B8VAR3_BALMU
OG0013457	sp|P22695|QCR2_HUMAN	tr|A0A8B8VB99|A0A8B8VB99_BALMU
OG0013458	sp|Q9BQE9|BCL7B_HUMAN	tr|A0A8B8VBL8|A0A8B8VBL8_BALMU
OG0013459	sp|P15391|CD19_HUMAN	tr|A0A8B8VBU9|A0A8B8VBU9_BALMU
OG0013460	sp|Q9UQP3|TENN_HUMAN	tr|A0A8B8VGV6|A0A8B8VGV6_BALMU
OG0013461	sp|P51668|UB2D1_HUMAN	tr|A0A8B8VHT9|A0A8B8VHT9_BALMU
OG0013462	sp|Q9BT17|MTG1_HUMAN	tr|A0A8B8VI68|A0A8B8VI68_BALMU
OG0013463	sp|Q5VWZ2|LYPL1_HUMAN	tr|A0A8B8VLA4|A0A8B8VLA4_BALMU
OG0013464	sp|O43353|RIPK2_HUMAN	tr|A0A8B8VN47|A0A8B8VN47_BALMU
OG0013465	sp|Q9C099|LRCC1_HUMAN	tr|A0A8B8VQ70|A0A8B8VQ70_BALMU
OG0013466	sp|O75173|ATS4_HUMAN	tr|A0A8B8VS15|A0A8B8VS15_BALMU
OG0013467	sp|A6ND91|ASPDH_HUMAN	tr|A0A8B8VX79|A0A8B8VX79_BALMU
OG0013468	sp|P61421|VA0D1_HUMAN	tr|A0A8B8VZB2|A0A8B8VZB2_BALMU
OG0013469	sp|Q9P2J9|PDP2_HUMAN	tr|A0A8B8VZW4|A0A8B8VZW4_BALMU
OG0013470	sp|Q02779|M3K10_HUMAN	tr|A0A8B8W1S7|A0A8B8W1S7_BALMU
OG0013471	sp|Q3MHD2|LSM12_HUMAN	tr|A0A8B8W7I8|A0A8B8W7I8_BALMU
OG0013472	sp|P62195|PRS8_HUMAN	tr|A0A8B8W8J9|A0A8B8W8J9_BALMU
OG0013473	sp|P38398|BRCA1_HUMAN	tr|A0A8B8W9M5|A0A8B8W9M5_BALMU
OG0013474	sp|Q6UXT9|ABH15_HUMAN	tr|A0A8B8WCH5|A0A8B8WCH5_BALMU
OG0013475	sp|Q9BRT9|SLD5_HUMAN	tr|A0A8B8WCN2|A0A8B8WCN2_BALMU
OG0013476	sp|Q9HAV5|TNR27_HUMAN	tr|A0A8B8WHT6|A0A8B8WHT6_BALMU
OG0013477	sp|Q8NAU1|FNDC5_HUMAN	tr|A0A8B8WHW5|A0A8B8WHW5_BALMU
OG0013478	sp|Q14204|DYHC1_HUMAN	tr|A0A8B8WLZ3|A0A8B8WLZ3_BALMU
OG0013479	sp|Q96MI9|CBPC4_HUMAN	tr|A0A8B8WQP7|A0A8B8WQP7_BALMU
OG0013480	sp|P13611|CSPG2_HUMAN	tr|A0A8B8WXC2|A0A8B8WXC2_BALMU
OG0013481	sp|Q9UHK6|AMACR_HUMAN	tr|A0A8B8WZK8|A0A8B8WZK8_BALMU
OG0013482	sp|Q9BRX9|WDR83_HUMAN	tr|A0A8B8X1J6|A0A8B8X1J6_BALMU
OG0013483	sp|Q7L0R7|RNF44_HUMAN	tr|A0A8B8X5X9|A0A8B8X5X9_BALMU
OG0013484	sp|A1L167|U2QL1_HUMAN	tr|A0A8B8X6J3|A0A8B8X6J3_BALMU
OG0013485	sp|O94822|LTN1_HUMAN	tr|A0A8B8X984|A0A8B8X984_BALMU
OG0013486	sp|Q9Y5W3|KLF2_HUMAN	tr|A0A8B8X9H1|A0A8B8X9H1_BALMU
OG0013487	sp|Q13393|PLD1_HUMAN	tr|A0A8B8XAJ6|A0A8B8XAJ6_BALMU
OG0013488	sp|Q8N8J7|F241A_HUMAN	tr|A0A8B8XF06|A0A8B8XF06_BALMU
OG0013489	sp|Q96KP6|TNIP3_HUMAN	tr|A0A8B8XIE0|A0A8B8XIE0_BALMU
OG0013490	sp|Q8NGR4|OR5C1_HUMAN	tr|A0A8B8XKR9|A0A8B8XKR9_BALMU
OG0013491	sp|Q9UDY2|ZO2_HUMAN	tr|A0A8B8XQ36|A0A8B8XQ36_BALMU
OG0013492	sp|Q2TBE0|C19L2_HUMAN	tr|A0A8B8Y5Q1|A0A8B8Y5Q1_BALMU
OG0013493	sp|Q9BYV8|CEP41_HUMAN	tr|A0A8B8YC29|A0A8B8YC29_BALMU
OG0013494	sp|Q6ZMB0|B3GN6_HUMAN	tr|A0A8B8YCN4|A0A8B8YCN4_BALMU
OG0013495	sp|P13569|CFTR_HUMAN	tr|A0A8B8YDA2|A0A8B8YDA2_BALMU
OG0013496	sp|Q9H0W7|THAP2_HUMAN	tr|A0A8B8YEK7|A0A8B8YEK7_BALMU
OG0013497	sp|Q92630|DYRK2_HUMAN	tr|A0A8B8YIB8|A0A8B8YIB8_BALMU
OG0013498	sp|P30626|SORCN_HUMAN	tr|A0A8B8YKE1|A0A8B8YKE1_BALMU
OG0013499	sp|Q9BSD3|RHNO1_HUMAN	tr|A0A8B8YKP6|A0A8B8YKP6_BALMU
OG0013500	sp|Q9Y6I9|TX264_HUMAN	tr|A0A8B8YRS0|A0A8B8YRS0_BALMU
OG0013501	sp|O95872|GPAN1_HUMAN	tr|A0A8B8YSK6|A0A8B8YSK6_BALMU
OG0013502	sp|A7XYQ1|SOBP_HUMAN	tr|A0A8B8YZD4|A0A8B8YZD4_BALMU
OG0013503	sp|Q9BUN1|MENT_HUMAN	tr|A0A8B8Z5N1|A0A8B8Z5N1_BALMU
OG0013504	sp|Q6ULP2|AFTIN_HUMAN	tr|A0A8B8Z7D3|A0A8B8Z7D3_BALMU
OG0013505	sp|Q9UDY8|MALT1_HUMAN	tr|A0A8B8Z9U0|A0A8B8Z9U0_BALMU
OG0013506	sp|A0A087WV53|SPEGN_HUMAN	tr|A0A8C0C708|A0A8C0C708_BALMU
OG0013507	sp|Q96PQ6|ZN317_HUMAN	tr|A0A8C0C929|A0A8C0C929_BALMU
OG0013508	sp|Q8IWB7|WDFY1_HUMAN	tr|A0A8C0CDR6|A0A8C0CDR6_BALMU
OG0013509	sp|P12271|RLBP1_HUMAN	tr|A0A8C0CEQ7|A0A8C0CEQ7_BALMU
OG0013510	sp|P25101|EDNRA_HUMAN	tr|A0A8C0CG45|A0A8C0CG45_BALMU
OG0013511	sp|Q96HI0|SENP5_HUMAN	tr|A0A8C0CJ12|A0A8C0CJ12_BALMU
OG0013512	sp|O00479|HMGN4_HUMAN	tr|A0A8C0CJT5|A0A8C0CJT5_BALMU
OG0013513	sp|P62699|YPEL5_HUMAN	tr|A0A8C0CXB3|A0A8C0CXB3_BALMU
OG0013514	sp|P12643|BMP2_HUMAN	tr|A0A8C0D3P8|A0A8C0D3P8_BALMU
OG0013515	sp|Q9C037|TRIM4_HUMAN	tr|A0A8C0D7P5|A0A8C0D7P5_BALMU
OG0013516	sp|P27449|VATL_HUMAN	tr|A0A8C0DBD4|A0A8C0DBD4_BALMU
OG0013517	sp|Q9ULW0|TPX2_HUMAN	tr|A0A8C0DCB3|A0A8C0DCB3_BALMU
OG0013518	sp|Q96HY6|DDRGK_HUMAN	tr|A0A8C0DG81|A0A8C0DG81_BALMU
OG0013519	sp|Q7RTV0|PHF5A_HUMAN	tr|A0A8C0DHE9|A0A8C0DHE9_BALMU
OG0013520	sp|O00180|KCNK1_HUMAN	tr|A0A8C0DXT7|A0A8C0DXT7_BALMU
OG0013521	sp|Q0P670|SPEM2_HUMAN	tr|A0A8C0E2Q9|A0A8C0E2Q9_BALMU
OG0013522	sp|Q15904|VAS1_HUMAN	tr|A0A8C0E3S0|A0A8C0E3S0_BALMU
OG0013523	sp|Q9Y6H8|CXA3_HUMAN	tr|A0A8C0E564|A0A8C0E564_BALMU
OG0013524	sp|Q13510|ASAH1_HUMAN	tr|A0A8C0E5K6|A0A8C0E5K6_BALMU
OG0013525	sp|Q14653|IRF3_HUMAN	tr|A0A8C0E8Y1|A0A8C0E8Y1_BALMU
