Orthogroup	Homo_sapiens	Marmota_marmota_marmota
OG0010275	sp|Q17R60|IMPG1_HUMAN	tr|A0A8C5YYP7|A0A8C5YYP7_MARMA
OG0010276	sp|Q18PE1|DOK7_HUMAN	tr|A0A8C6EN44|A0A8C6EN44_MARMA
OG0010277	sp|Q2TAL8|QRIC1_HUMAN	tr|A0A8C5YWZ1|A0A8C5YWZ1_MARMA
OG0010278	sp|Q3B726|RPA43_HUMAN	tr|A0A8C5ZNK2|A0A8C5ZNK2_MARMA
OG0010280	sp|Q86SE5|RALYL_HUMAN	tr|A0A8C5Z3B4|A0A8C5Z3B4_MARMA
OG0010281	sp|Q8IXN7|RIMKA_HUMAN	tr|A0A8C5YME8|A0A8C5YME8_MARMA
OG0010282	sp|Q8J025|APCD1_HUMAN	tr|A0A8C6A492|A0A8C6A492_MARMA
OG0010283	sp|Q8N1F8|S11IP_HUMAN	tr|A0A8C6A4A7|A0A8C6A4A7_MARMA
OG0010284	sp|Q8N5H7|SH2D3_HUMAN	tr|A0A8C5ZX76|A0A8C5ZX76_MARMA
OG0010285	sp|Q8N8Q8|COX18_HUMAN	tr|A0A8C6AFA5|A0A8C6AFA5_MARMA
OG0010286	sp|Q8N8R3|MCATL_HUMAN	tr|A0A8C6EN35|A0A8C6EN35_MARMA
OG0010287	sp|Q8TET4|GANC_HUMAN	tr|A0A8C6A3R5|A0A8C6A3R5_MARMA
OG0010288	sp|Q92506|DHB8_HUMAN	tr|A0A8C6F008|A0A8C6F008_MARMA
OG0010289	sp|Q92633|LPAR1_HUMAN	tr|A0A8C5YPJ8|A0A8C5YPJ8_MARMA
OG0010290	sp|Q96A37|RN166_HUMAN	tr|A0A8C6ESP2|A0A8C6ESP2_MARMA
OG0010291	sp|Q96AP0|ACD_HUMAN	tr|A0A8C6EUH6|A0A8C6EUH6_MARMA
OG0010292	sp|Q96CS2|HAUS1_HUMAN	tr|A0A8C5Z166|A0A8C5Z166_MARMA
OG0010293	sp|Q96HP4|OXND1_HUMAN	tr|A0A8C6ERH3|A0A8C6ERH3_MARMA
OG0010294	sp|Q96M63|ODAD1_HUMAN	tr|A0A8C5ZJ06|A0A8C5ZJ06_MARMA
OG0010295	sp|Q96QE5|TEFM_HUMAN	tr|A0A8C5ZJ50|A0A8C5ZJ50_MARMA
OG0010296	sp|Q99607|ELF4_HUMAN	tr|A0A8C5YV82|A0A8C5YV82_MARMA
OG0010297	sp|Q99677|LPAR4_HUMAN	tr|A0A8C6ESN5|A0A8C6ESN5_MARMA
OG0010298	sp|Q99697|PITX2_HUMAN	tr|A0A8C5ZD91|A0A8C5ZD91_MARMA
OG0010299	sp|Q9BSG5|RTBDN_HUMAN	tr|A0A8C6A4J9|A0A8C6A4J9_MARMA
OG0010300	sp|Q9BTD3|TM121_HUMAN	tr|A0A8C5YZS0|A0A8C5YZS0_MARMA
OG0010301	sp|Q9BZ72|PITM2_HUMAN	tr|A0A8C6ABL8|A0A8C6ABL8_MARMA
OG0010302	sp|Q9C029|TRIM7_HUMAN	tr|A0A8C6A266|A0A8C6A266_MARMA
OG0010303	sp|Q9H0I2|ENKD1_HUMAN	tr|A0A8C5ZM29|A0A8C5ZM29_MARMA
OG0010304	sp|Q9HAZ2|PRD16_HUMAN	tr|A0A8C6A0A4|A0A8C6A0A4_MARMA
OG0010305	sp|Q9HCU5|PREB_HUMAN	tr|A0A8C6A780|A0A8C6A780_MARMA
OG0010306	sp|Q9HDD0|PLAT1_HUMAN	tr|A0A8C5ZAU9|A0A8C5ZAU9_MARMA
OG0010307	sp|Q9NP79|VTA1_HUMAN	tr|A0A8C6EMG6|A0A8C6EMG6_MARMA
OG0010308	sp|Q9UBK9|UXT_HUMAN	tr|A0A8C5ZE75|A0A8C5ZE75_MARMA
OG0010309	sp|Q9Y227|ENTP4_HUMAN	tr|A0A8C5ZIF1|A0A8C5ZIF1_MARMA
OG0010310	sp|Q9Y5B8|NDK7_HUMAN	tr|A0A8C5ZXH9|A0A8C5ZXH9_MARMA
OG0010311	sp|A8MTI9|PRS47_HUMAN	tr|A0A8C6A7F6|A0A8C6A7F6_MARMA
OG0010312	sp|O14990|IPP2C_HUMAN	tr|A0A8C5ZBS7|A0A8C5ZBS7_MARMA
OG0010313	sp|O60636|TSN2_HUMAN	tr|A0A8C5ZQH8|A0A8C5ZQH8_MARMA
OG0010314	sp|O60896|RAMP3_HUMAN	tr|A0A8C5ZNU1|A0A8C5ZNU1_MARMA
OG0010315	sp|O75462|CRLF1_HUMAN	tr|A0A8C5YLP6|A0A8C5YLP6_MARMA
OG0010316	sp|O76050|NEUL1_HUMAN	tr|A0A8C5YK75|A0A8C5YK75_MARMA
OG0010317	sp|O95073|FSBP_HUMAN	tr|A0A8C5Z2R5|A0A8C5Z2R5_MARMA
OG0010318	sp|O95382|M3K6_HUMAN	tr|A0A8C6EU61|A0A8C6EU61_MARMA
OG0010319	sp|P00748|FA12_HUMAN	tr|A0A8C5YXH9|A0A8C5YXH9_MARMA
OG0010320	sp|P01591|IGJ_HUMAN	tr|A0A8C6AEU8|A0A8C6AEU8_MARMA
OG0010321	sp|P02795|MT2_HUMAN	tr|A0A8C5ZCW4|A0A8C5ZCW4_MARMA
OG0010322	sp|P04054|PA21B_HUMAN	tr|A0A8C6A3N0|A0A8C6A3N0_MARMA
OG0010323	sp|P12110|CO6A2_HUMAN	tr|A0A8C5ZJE3|A0A8C5ZJE3_MARMA
OG0010324	sp|P25942|TNR5_HUMAN	tr|A0A8C5YYG3|A0A8C5YYG3_MARMA
OG0010325	sp|P28300|LYOX_HUMAN	tr|A0A8C6A2B3|A0A8C6A2B3_MARMA
OG0010326	sp|P35240|MERL_HUMAN	tr|A0A8C6EW65|A0A8C6EW65_MARMA
OG0010327	sp|P52732|KIF11_HUMAN	tr|A0A8C6EUA0|A0A8C6EUA0_MARMA
OG0010328	sp|P83436|COG7_HUMAN	tr|A0A8C6A7L1|A0A8C6A7L1_MARMA
OG0010329	sp|Q01543|FLI1_HUMAN	tr|A0A8C5YND8|A0A8C5YND8_MARMA
OG0010330	sp|Q15061|WDR43_HUMAN	tr|A0A8C6EX95|A0A8C6EX95_MARMA
OG0010331	sp|Q15392|DHC24_HUMAN	tr|A0A8C5ZRU3|A0A8C5ZRU3_MARMA
OG0010332	sp|Q15397|PUM3_HUMAN	tr|A0A8C6EN08|A0A8C6EN08_MARMA
OG0010333	sp|Q15434|RBMS2_HUMAN	tr|A0A8C5ZGV9|A0A8C5ZGV9_MARMA
OG0010334	sp|Q15573|TAF1A_HUMAN	tr|A0A8C6ABP7|A0A8C6ABP7_MARMA
OG0010335	sp|Q15714|T22D1_HUMAN	tr|A0A8C6AA83|A0A8C6AA83_MARMA
OG0010336	sp|Q16656|NRF1_HUMAN	tr|A0A8C5ZIH5|A0A8C5ZIH5_MARMA
OG0010337	sp|Q5JVX7|CA141_HUMAN	tr|A0A8C5ZDZ5|A0A8C5ZDZ5_MARMA
OG0010338	sp|Q5T6X4|F162B_HUMAN	tr|A0A8C5ZSV0|A0A8C5ZSV0_MARMA
OG0010339	sp|Q63HR2|TNS2_HUMAN	tr|A0A8C5YQ99|A0A8C5YQ99_MARMA
OG0010340	sp|Q6JVE6|LCN10_HUMAN	tr|A0A8C5ZCV5|A0A8C5ZCV5_MARMA
OG0010341	sp|Q6P179|ERAP2_HUMAN	tr|A0A8C5Z4G1|A0A8C5Z4G1_MARMA
OG0010342	sp|Q6ZNA4|RN111_HUMAN	tr|A0A8C5ZCN9|A0A8C5ZCN9_MARMA
OG0010343	sp|Q6ZR85|CQ107_HUMAN	tr|A0A8C5ZU37|A0A8C5ZU37_MARMA
OG0010344	sp|Q6ZTW0|TPGS1_HUMAN	tr|A0A8C5ZCY6|A0A8C5ZCY6_MARMA
OG0010345	sp|Q7Z304|MAMC2_HUMAN	tr|A0A8C5ZCQ9|A0A8C5ZCQ9_MARMA
OG0010346	sp|Q7Z3G6|PRIC2_HUMAN	tr|A0A8C5ZLU1|A0A8C5ZLU1_MARMA
OG0010347	sp|Q86UP9|LHPL3_HUMAN	tr|A0A8C6EVJ5|A0A8C6EVJ5_MARMA
OG0010348	sp|Q8N682|DRAM1_HUMAN	tr|A0A8C5ZU46|A0A8C5ZU46_MARMA
OG0010349	sp|Q8NBV4|PLPP7_HUMAN	tr|A0A8C5ZCS8|A0A8C5ZCS8_MARMA
OG0010350	sp|Q8NFU5|IPMK_HUMAN	tr|A0A8C5YPJ2|A0A8C5YPJ2_MARMA
OG0010351	sp|Q93070|NAR4_HUMAN	tr|A0A8C6EVM8|A0A8C6EVM8_MARMA
OG0010352	sp|Q969S9|RRF2M_HUMAN	tr|A0A8C5YR45|A0A8C5YR45_MARMA
OG0010353	sp|Q96BY7|ATG2B_HUMAN	tr|A0A8C6EN16|A0A8C6EN16_MARMA
OG0010354	sp|Q96EK5|KBP_HUMAN	tr|A0A8C6EQS2|A0A8C6EQS2_MARMA
OG0010355	sp|Q96HR9|REEP6_HUMAN	tr|A0A8C6EUX5|A0A8C6EUX5_MARMA
OG0010356	sp|Q96LB3|IFT74_HUMAN	tr|A0A8C5Z6J8|A0A8C5Z6J8_MARMA
OG0010357	sp|Q96T68|SETB2_HUMAN	tr|A0A8C6A9D9|A0A8C6A9D9_MARMA
OG0010358	sp|Q9BQ13|KCD14_HUMAN	tr|A0A8C5Z0R3|A0A8C5Z0R3_MARMA
OG0010359	sp|Q9BRX2|PELO_HUMAN	tr|A0A8C6ERR5|A0A8C6ERR5_MARMA
OG0010360	sp|Q9BSD3|RHNO1_HUMAN	tr|A0A8C6A098|A0A8C6A098_MARMA
OG0010361	sp|Q9BWN1|PRR14_HUMAN	tr|A0A8C6ACD1|A0A8C6ACD1_MARMA
OG0010362	sp|Q9GZN1|ARP6_HUMAN	tr|A0A8C5ZZV5|A0A8C5ZZV5_MARMA
OG0010363	sp|Q9H2X0|CHRD_HUMAN	tr|A0A8C6EQV2|A0A8C6EQV2_MARMA
OG0010364	sp|Q9H329|E41LB_HUMAN	tr|A0A8C5YSL0|A0A8C5YSL0_MARMA
OG0010365	sp|Q9H467|CUED2_HUMAN	tr|A0A8C6AAZ5|A0A8C6AAZ5_MARMA
OG0010366	sp|Q9H5Q4|TFB2M_HUMAN	tr|A0A8C6ADL2|A0A8C6ADL2_MARMA
OG0010367	sp|Q9H611|PIF1_HUMAN	tr|A0A8C5Z3G4|A0A8C5Z3G4_MARMA
OG0010368	sp|Q9H816|DCR1B_HUMAN	tr|A0A8C5ZJ68|A0A8C5ZJ68_MARMA
OG0010369	sp|Q9NQT5|EXOS3_HUMAN	tr|A0A8C5YYZ3|A0A8C5YYZ3_MARMA
OG0010370	sp|Q9NSC7|SIA7A_HUMAN	tr|A0A8C5Z865|A0A8C5Z865_MARMA
OG0010371	sp|Q9NTJ4|MA2C1_HUMAN	tr|A0A8C5YSE9|A0A8C5YSE9_MARMA
OG0010372	sp|Q9NU19|TB22B_HUMAN	tr|A0A8C6AB80|A0A8C6AB80_MARMA
OG0010373	sp|Q9P0R6|GSKIP_HUMAN	tr|A0A8C6EN18|A0A8C6EN18_MARMA
OG0010374	sp|Q9UBH6|XPR1_HUMAN	tr|A0A8C5ZN99|A0A8C5ZN99_MARMA
OG0010375	sp|Q9UK41|VPS28_HUMAN	tr|A0A8C5Z5F5|A0A8C5Z5F5_MARMA
OG0010376	sp|Q9Y2E5|MA2B2_HUMAN	tr|A0A8C5ZPL5|A0A8C5ZPL5_MARMA
OG0010377	sp|Q9Y548|YIPF1_HUMAN	tr|A0A8C5ZMM3|A0A8C5ZMM3_MARMA
OG0010378	sp|Q9Y5A6|ZSC21_HUMAN	tr|A0A8C5ZFR7|A0A8C5ZFR7_MARMA
OG0010379	sp|A0A1B0GW35|EXC1L_HUMAN	tr|A0A8C6A5Z3|A0A8C6A5Z3_MARMA
OG0010380	sp|A0PG75|PLS5_HUMAN	tr|A0A8C5ZRV8|A0A8C5ZRV8_MARMA
OG0010381	sp|A6NFU0|F187A_HUMAN	tr|A0A8C5YQS9|A0A8C5YQS9_MARMA
OG0010382	sp|A6NI79|CCD69_HUMAN	tr|A0A8C5ZJT2|A0A8C5ZJT2_MARMA
OG0010383	sp|C9J7I0|UMAD1_HUMAN	tr|A0A8C5ZHE7|A0A8C5ZHE7_MARMA
OG0010384	sp|O00562|PITM1_HUMAN	tr|A0A8C5YKX3|A0A8C5YKX3_MARMA
OG0010385	sp|O14917|PCD17_HUMAN	tr|A0A8C5ZSI7|A0A8C5ZSI7_MARMA
OG0010386	sp|O14975|S27A2_HUMAN	tr|A0A8C6EVP4|A0A8C6EVP4_MARMA
OG0010387	sp|O15239|NDUA1_HUMAN	tr|A0A8C5Z1Q9|A0A8C5Z1Q9_MARMA
OG0010388	sp|P04278|SHBG_HUMAN	tr|A0A8C6A0U9|A0A8C6A0U9_MARMA
OG0010389	sp|P06132|DCUP_HUMAN	tr|A0A8C5ZXP7|A0A8C5ZXP7_MARMA
OG0010390	sp|P07738|PMGE_HUMAN	tr|A0A8C5ZKS0|A0A8C5ZKS0_MARMA
OG0010391	sp|P13569|CFTR_HUMAN	tr|A0A8C5ZLY1|A0A8C5ZLY1_MARMA
OG0010392	sp|P23467|PTPRB_HUMAN	tr|A0A8C5YTN1|A0A8C5YTN1_MARMA
OG0010393	sp|P30304|MPIP1_HUMAN	tr|A0A8C5YXL2|A0A8C5YXL2_MARMA
OG0010394	sp|P35790|CHKA_HUMAN	tr|A0A8C5YKW9|A0A8C5YKW9_MARMA
OG0010395	sp|P36957|ODO2_HUMAN	tr|A0A8C5ZY35|A0A8C5ZY35_MARMA
OG0010396	sp|P38936|CDN1A_HUMAN	tr|A0A8C6F043|A0A8C6F043_MARMA
OG0010397	sp|P53355|DAPK1_HUMAN	tr|A0A8C5ZDM7|A0A8C5ZDM7_MARMA
OG0010398	sp|P63165|SUMO1_HUMAN	tr|A0A8C5ZFN4|A0A8C5ZFN4_MARMA
OG0010399	sp|Q00013|EM55_HUMAN	tr|A0A8C6ELY9|A0A8C6ELY9_MARMA
OG0010400	sp|Q01658|NC2B_HUMAN	tr|A0A8C6ACB8|A0A8C6ACB8_MARMA
OG0010401	sp|Q0Z7S8|FABP9_HUMAN	tr|A0A8C5YZX6|A0A8C5YZX6_MARMA
OG0010402	sp|Q15102|PA1B3_HUMAN	tr|A0A8C5ZW91|A0A8C5ZW91_MARMA
OG0010403	sp|Q16774|KGUA_HUMAN	tr|A0A8C5ZT61|A0A8C5ZT61_MARMA
OG0010404	sp|Q16775|GLO2_HUMAN	tr|A0A8C5ZED4|A0A8C5ZED4_MARMA
OG0010405	sp|Q2T9L4|INSY1_HUMAN	tr|A0A8C6ENG8|A0A8C6ENG8_MARMA
OG0010406	sp|Q3MII6|TBC25_HUMAN	tr|A0A8C5ZDX1|A0A8C5ZDX1_MARMA
OG0010407	sp|Q5J5C9|DB121_HUMAN	tr|A0A8C6ABB9|A0A8C6ABB9_MARMA
OG0010408	sp|Q5SYB0|FRPD1_HUMAN	tr|A0A8C6EPN2|A0A8C6EPN2_MARMA
OG0010409	sp|Q6EMK4|VASN_HUMAN	tr|A0A8C5Z5D0|A0A8C5Z5D0_MARMA
OG0010410	sp|Q6NT76|HMBX1_HUMAN	tr|A0A8C5ZFB3|A0A8C5ZFB3_MARMA
OG0010411	sp|Q6ZSI9|CAN12_HUMAN	tr|A0A8C5YLG1|A0A8C5YLG1_MARMA
OG0010412	sp|Q7LBE3|S26A9_HUMAN	tr|A0A8C5YS37|A0A8C5YS37_MARMA
OG0010413	sp|Q7RTU0|TCF24_HUMAN	tr|A0A8C5YN13|A0A8C5YN13_MARMA
OG0010414	sp|Q7Z6W1|TMCO2_HUMAN	tr|A0A8C6ENF9|A0A8C6ENF9_MARMA
OG0010415	sp|Q8IYD2|KLD8A_HUMAN	tr|A0A8C5YVQ7|A0A8C5YVQ7_MARMA
OG0010416	sp|Q8IZD2|KMT2E_HUMAN	tr|A0A8C5ZSK3|A0A8C5ZSK3_MARMA
OG0010417	sp|Q8N6L7|TM252_HUMAN	tr|A0A8C5YVI6|A0A8C5YVI6_MARMA
OG0010418	sp|Q8N9M5|TM102_HUMAN	tr|A0A8C6A3G6|A0A8C6A3G6_MARMA
OG0010419	sp|Q8NDX5|PHC3_HUMAN	tr|A0A8C5Z2N4|A0A8C5Z2N4_MARMA
OG0010420	sp|Q8TDV0|GP151_HUMAN	tr|A0A8C6EWU4|A0A8C6EWU4_MARMA
OG0010422	sp|Q8WXI4|ACO11_HUMAN	tr|A0A8C5ZNB4|A0A8C5ZNB4_MARMA
OG0010423	sp|Q92613|JADE3_HUMAN	tr|A0A8C5ZI23|A0A8C5ZI23_MARMA
OG0010424	sp|Q96D96|HVCN1_HUMAN	tr|A0A8C6EN04|A0A8C6EN04_MARMA
OG0010425	sp|Q96P67|GPR82_HUMAN	tr|A0A8C5ZBU9|A0A8C5ZBU9_MARMA
OG0010426	sp|Q99689|FEZ1_HUMAN	tr|A0A8C5YMH6|A0A8C5YMH6_MARMA
OG0010427	sp|Q9BSA4|TTYH2_HUMAN	tr|A0A8C6ES20|A0A8C6ES20_MARMA
OG0010428	sp|Q9BTV6|DPH7_HUMAN	tr|A0A8C5Z6Z8|A0A8C5Z6Z8_MARMA
OG0010429	sp|Q9BUZ4|TRAF4_HUMAN	tr|A0A8C5ZDJ9|A0A8C5ZDJ9_MARMA
OG0010430	sp|Q9BW83|IFT27_HUMAN	tr|A0A8C5ZT77|A0A8C5ZT77_MARMA
OG0010431	sp|Q9BY43|CHM4A_HUMAN	tr|A0A8C5ZF52|A0A8C5ZF52_MARMA
OG0010432	sp|Q9BZ71|PITM3_HUMAN	tr|A0A8C5ZW36|A0A8C5ZW36_MARMA
OG0010433	sp|Q9H6F5|CCD86_HUMAN	tr|A0A8C5YJJ4|A0A8C5YJJ4_MARMA
OG0010434	sp|Q9HCG8|CWC22_HUMAN	tr|A0A8C5Z214|A0A8C5Z214_MARMA
OG0010435	sp|Q9HCZ1|ZN334_HUMAN	tr|A0A8C6EPY3|A0A8C6EPY3_MARMA
OG0010436	sp|Q9NVR0|KLH11_HUMAN	tr|A0A8C5Z167|A0A8C5Z167_MARMA
OG0010437	sp|Q9NZQ0|DJC27_HUMAN	tr|A0A8C6A675|A0A8C6A675_MARMA
OG0010438	sp|Q9UHI8|ATS1_HUMAN	tr|A0A8C5ZTX9|A0A8C5ZTX9_MARMA
OG0010439	sp|Q9UKM7|MA1B1_HUMAN	tr|A0A8C5Z5Q4|A0A8C5Z5Q4_MARMA
OG0010440	sp|Q9UNH5|CC14A_HUMAN	tr|A0A8C5Z3Z7|A0A8C5Z3Z7_MARMA
OG0010441	sp|Q9Y5F3|PCDB1_HUMAN	tr|A0A8C5ZFS8|A0A8C5ZFS8_MARMA
OG0010442	sp|Q9Y5Z6|B3GT1_HUMAN	tr|A0A8C6ABI5|A0A8C6ABI5_MARMA
OG0010443	sp|Q9Y6J6|KCNE2_HUMAN	tr|A0A8C6EMY2|A0A8C6EMY2_MARMA
OG0010444	sp|Q9Y6N6|LAMC3_HUMAN	tr|A0A8C5ZI53|A0A8C5ZI53_MARMA
OG0010445	sp|Q9Y6X6|MYO16_HUMAN	tr|A0A8C6A551|A0A8C6A551_MARMA
OG0010446	sp|A6NDU8|RIMC1_HUMAN	tr|A0A8C5ZUR7|A0A8C5ZUR7_MARMA
OG0010447	sp|A8K855|EFCB7_HUMAN	tr|A0A8C6ETU9|A0A8C6ETU9_MARMA
OG0010448	sp|O00400|ACATN_HUMAN	tr|A0A8C5ZPK8|A0A8C5ZPK8_MARMA
OG0010449	sp|O15105|SMAD7_HUMAN	tr|A0A8C6EQB1|A0A8C6EQB1_MARMA
OG0010450	sp|O43805|SSNA1_HUMAN	tr|A0A8C5Z7E0|A0A8C5Z7E0_MARMA
OG0010451	sp|O60299|LZTS3_HUMAN	tr|A0A8C6ACI3|A0A8C6ACI3_MARMA
OG0010452	sp|O75298|RTN2_HUMAN	tr|A0A8C5ZJ84|A0A8C5ZJ84_MARMA
OG0010453	sp|O75525|KHDR3_HUMAN	tr|A0A8C5YV49|A0A8C5YV49_MARMA
OG0010454	sp|O94822|LTN1_HUMAN	tr|A0A8C5ZUW1|A0A8C5ZUW1_MARMA
OG0010455	sp|O95072|REC8_HUMAN	tr|A0A8C5ZDF6|A0A8C5ZDF6_MARMA
OG0010456	sp|O95600|KLF8_HUMAN	tr|A0A8C5ZYJ8|A0A8C5ZYJ8_MARMA
OG0010457	sp|P02818|OSTCN_HUMAN	tr|A0A8C5ZIR5|A0A8C5ZIR5_MARMA
OG0010458	sp|P09038|FGF2_HUMAN	tr|A0A8C5ZLE1|A0A8C5ZLE1_MARMA
OG0010459	sp|P15692|VEGFA_HUMAN	tr|A0A8C6AE76|A0A8C6AE76_MARMA
OG0010460	sp|P19397|CD53_HUMAN	tr|A0A8C6A4D9|A0A8C6A4D9_MARMA
OG0010461	sp|P20794|MAK_HUMAN	tr|A0A8C5ZLJ4|A0A8C5ZLJ4_MARMA
OG0010462	sp|P22301|IL10_HUMAN	tr|A0A8C5YRH5|A0A8C5YRH5_MARMA
OG0010463	sp|P23280|CAH6_HUMAN	tr|A0A8C5ZUQ1|A0A8C5ZUQ1_MARMA
OG0010464	sp|P25963|IKBA_HUMAN	tr|A0A8C5YZ42|A0A8C5YZ42_MARMA
OG0010465	sp|P33032|MC5R_HUMAN	tr|A0A8C6ENK2|A0A8C6ENK2_MARMA
OG0010466	sp|P33992|MCM5_HUMAN	tr|A0A8C5ZSD8|A0A8C5ZSD8_MARMA
OG0010467	sp|P42773|CDN2C_HUMAN	tr|A0A8C5ZUH4|A0A8C5ZUH4_MARMA
OG0010468	sp|P55210|CASP7_HUMAN	tr|A0A8C5YV48|A0A8C5YV48_MARMA
OG0010469	sp|Q00444|HXC5_HUMAN	tr|A0A8C5YU00|A0A8C5YU00_MARMA
OG0010470	sp|Q05516|ZBT16_HUMAN	tr|A0A8C6ABE6|A0A8C6ABE6_MARMA
OG0010471	sp|Q12834|CDC20_HUMAN	tr|A0A8C6EMB4|A0A8C6EMB4_MARMA
OG0010472	sp|Q13263|TIF1B_HUMAN	tr|A0A8C6F0A8|A0A8C6F0A8_MARMA
OG0010473	sp|Q14165|MLEC_HUMAN	tr|A0A8C6A4X3|A0A8C6A4X3_MARMA
OG0010474	sp|Q16514|TAF12_HUMAN	tr|A0A8C5ZK52|A0A8C5ZK52_MARMA
OG0010475	sp|Q30KQ4|DB116_HUMAN	tr|A0A8C6AD26|A0A8C6AD26_MARMA
OG0010476	sp|Q3KQZ1|S2535_HUMAN	tr|A0A8C6A4Z1|A0A8C6A4Z1_MARMA
OG0010477	sp|Q53RT3|APRV1_HUMAN	tr|A0A8C5YUV2|A0A8C5YUV2_MARMA
OG0010478	sp|Q5BJH2|TM128_HUMAN	tr|A0A8C5ZT25|A0A8C5ZT25_MARMA
OG0010479	sp|Q5JVF3|PCID2_HUMAN	tr|A0A8C6A009|A0A8C6A009_MARMA
OG0010480	sp|Q5QJU3|ACER2_HUMAN	tr|A0A8C5YYU9|A0A8C5YYU9_MARMA
OG0010481	sp|Q5VUY0|ADCL3_HUMAN	tr|A0A8C5ZPZ9|A0A8C5ZPZ9_MARMA
OG0010482	sp|Q68DL7|CR063_HUMAN	tr|A0A8C6A149|A0A8C6A149_MARMA
OG0010483	sp|Q6N021|TET2_HUMAN	tr|A0A8C5Z802|A0A8C5Z802_MARMA
OG0010484	sp|Q6P5Z2|PKN3_HUMAN	tr|A0A8C5ZMP9|A0A8C5ZMP9_MARMA
OG0010485	sp|Q6QNY0|BL1S3_HUMAN	tr|A0A8C5ZLP4|A0A8C5ZLP4_MARMA
OG0010486	sp|Q6UXY1|BI2L2_HUMAN	tr|A0A8C5ZPJ0|A0A8C5ZPJ0_MARMA
OG0010487	sp|Q6ZU65|UBN2_HUMAN	tr|A0A8C6ESU8|A0A8C6ESU8_MARMA
OG0010488	sp|Q709C8|VP13C_HUMAN	tr|A0A8C5ZEI8|A0A8C5ZEI8_MARMA
OG0010489	sp|Q7Z3B1|NEGR1_HUMAN	tr|A0A8C5YKX0|A0A8C5YKX0_MARMA
OG0010490	sp|Q8IU68|TMC8_HUMAN	tr|A0A8C5Z7G6|A0A8C5Z7G6_MARMA
OG0010491	sp|Q8IUX8|EGFL6_HUMAN	tr|A0A8C5YU72|A0A8C5YU72_MARMA
OG0010492	sp|Q8IX29|FBX16_HUMAN	tr|A0A8C5ZFH3|A0A8C5ZFH3_MARMA
OG0010493	sp|Q8N7S2|DNJ5G_HUMAN	tr|A0A8C6EXL3|A0A8C6EXL3_MARMA
OG0010494	sp|Q8N945|PRLD2_HUMAN	tr|A0A8C5ZX14|A0A8C5ZX14_MARMA
OG0010495	sp|Q8ND07|BBOF1_HUMAN	tr|A0A8C5ZR46|A0A8C5ZR46_MARMA
OG0010496	sp|Q8NGC0|O5AU1_HUMAN	tr|A0A8C5ZLR3|A0A8C5ZLR3_MARMA
OG0010497	sp|Q9BQS6|HSPB9_HUMAN	tr|A0A8C5YMI1|A0A8C5YMI1_MARMA
OG0010498	sp|Q9BVV6|TALD3_HUMAN	tr|A0A8C6EQ16|A0A8C6EQ16_MARMA
OG0010499	sp|Q9BZQ4|NMNA2_HUMAN	tr|A0A8C5ZLC9|A0A8C5ZLC9_MARMA
OG0010500	sp|Q9H1U4|MEGF9_HUMAN	tr|A0A8C6A235|A0A8C6A235_MARMA
OG0010501	sp|Q9H4P4|RNF41_HUMAN	tr|A0A8C5ZIV7|A0A8C5ZIV7_MARMA
OG0010502	sp|Q9H7D7|WDR26_HUMAN	tr|A0A8C6ADS7|A0A8C6ADS7_MARMA
OG0010503	sp|Q9HCL2|GPAT1_HUMAN	tr|A0A8C5YQD9|A0A8C5YQD9_MARMA
OG0010504	sp|Q9NPH3|IL1AP_HUMAN	tr|A0A8C5Z9H2|A0A8C5Z9H2_MARMA
OG0010505	sp|Q9NQG7|HPS4_HUMAN	tr|A0A8C5ZU03|A0A8C5ZU03_MARMA
OG0010506	sp|Q9NWW6|NRK1_HUMAN	tr|A0A8C5ZIB0|A0A8C5ZIB0_MARMA
OG0010507	sp|Q9NXI6|RN186_HUMAN	tr|A0A8C6A184|A0A8C6A184_MARMA
OG0010508	sp|Q9P291|ARMX1_HUMAN	tr|A0A8C5ZN10|A0A8C5ZN10_MARMA
OG0010509	sp|Q9P2X3|IMPCT_HUMAN	tr|A0A8C5Z838|A0A8C5Z838_MARMA
OG0010510	sp|Q9UIG8|SO3A1_HUMAN	tr|A0A8C6A6K4|A0A8C6A6K4_MARMA
OG0010511	sp|Q9ULK6|RN150_HUMAN	tr|A0A8C6EMI0|A0A8C6EMI0_MARMA
OG0010512	sp|Q9Y3T9|NOC2L_HUMAN	tr|A0A8C6A4R9|A0A8C6A4R9_MARMA
OG0010513	sp|Q9Y5Y3|GPR45_HUMAN	tr|A0A8C5ZWB7|A0A8C5ZWB7_MARMA
OG0010514	sp|A9UHW6|MI4GD_HUMAN	tr|A0A8C5ZAQ1|A0A8C5ZAQ1_MARMA
OG0010515	sp|O00330|ODPX_HUMAN	tr|A0A8C5Z954|A0A8C5Z954_MARMA
OG0010516	sp|O15037|KHNYN_HUMAN	tr|A0A8C5ZEN4|A0A8C5ZEN4_MARMA
OG0010517	sp|O15375|MOT6_HUMAN	tr|A0A8C5ZFZ2|A0A8C5ZFZ2_MARMA
OG0010518	sp|O60869|EDF1_HUMAN	tr|A0A8C6ERM3|A0A8C6ERM3_MARMA
OG0010519	sp|O95456|PSMG1_HUMAN	tr|A0A8C5YTG3|A0A8C5YTG3_MARMA
OG0010520	sp|O96024|B3GT4_HUMAN	tr|A0A8C6ADJ6|A0A8C6ADJ6_MARMA
