Orthogroup	Homo_sapiens	Orycteropus_afer_afer
OG0013644	sp|Q99665|I12R2_HUMAN	tr|A0A8B7BBK2|A0A8B7BBK2_ORYAF
OG0013645	sp|Q9BW71|HIRP3_HUMAN	tr|A0A8B7AKM4|A0A8B7AKM4_ORYAF
OG0013646	sp|Q9BY78|RNF26_HUMAN	tr|A0A8B6ZG09|A0A8B6ZG09_ORYAF
OG0013647	sp|Q9BZW2|S13A1_HUMAN	tr|A0A8B7AAF3|A0A8B7AAF3_ORYAF
OG0013648	sp|Q9C091|GRB1L_HUMAN	tr|A0A8B6ZDQ3|A0A8B6ZDQ3_ORYAF
OG0013649	sp|Q9H0A8|COMD4_HUMAN	tr|A0A8B7AI12|A0A8B7AI12_ORYAF
OG0013650	sp|Q9H0S4|DDX47_HUMAN	tr|A0A8B7B079|A0A8B7B079_ORYAF
OG0013651	sp|Q9H5P4|PDZD7_HUMAN	tr|A0A8B6ZW73|A0A8B6ZW73_ORYAF
OG0013652	sp|Q9HBX9|RXFP1_HUMAN	tr|A0A8B7APA0|A0A8B7APA0_ORYAF
OG0013653	sp|Q9HCC0|MCCB_HUMAN	tr|A0A8B7A0T2|A0A8B7A0T2_ORYAF
OG0013654	sp|Q9UBG0|MRC2_HUMAN	tr|A0A8B7BEC5|A0A8B7BEC5_ORYAF
OG0013655	sp|Q9UHX1|PUF60_HUMAN	tr|A0A8B7B6B3|A0A8B7B6B3_ORYAF
OG0013656	sp|Q9UI26|IPO11_HUMAN	tr|A0A8B7AP11|A0A8B7AP11_ORYAF
OG0013657	sp|Q9UIG4|PS1C2_HUMAN	tr|A0A8B7ANJ4|A0A8B7ANJ4_ORYAF
OG0013658	sp|Q9ULG1|INO80_HUMAN	tr|A0A8B6ZSB7|A0A8B6ZSB7_ORYAF
OG0013659	sp|Q9Y224|RTRAF_HUMAN	tr|A0A8B7A3C9|A0A8B7A3C9_ORYAF
OG0013660	sp|Q9Y275|TN13B_HUMAN	tr|A0A8B6ZN61|A0A8B6ZN61_ORYAF
OG0013661	sp|A6NCS4|NKX26_HUMAN	tr|A0A8B7AM08|A0A8B7AM08_ORYAF
OG0013662	sp|A6NNA2|SRRM3_HUMAN	tr|A0A8B6ZY02|A0A8B6ZY02_ORYAF
OG0013663	sp|O00750|P3C2B_HUMAN	tr|A0A8B7B212|A0A8B7B212_ORYAF
OG0013664	sp|O60248|SOX15_HUMAN	tr|A0A8B7AR60|A0A8B7AR60_ORYAF
OG0013665	sp|O94766|B3GA3_HUMAN	tr|A0A8B7A6N5|A0A8B7A6N5_ORYAF
OG0013666	sp|P04732|MT1E_HUMAN	tr|A0A8B7ABW2|A0A8B7ABW2_ORYAF
OG0013667	sp|P07311|ACYP1_HUMAN	tr|A0A8B6ZV33|A0A8B6ZV33_ORYAF
OG0013668	sp|P16157|ANK1_HUMAN	tr|A0A8B6ZDV9|A0A8B6ZDV9_ORYAF
OG0013669	sp|P31323|KAP3_HUMAN	tr|A0A8B7A5R1|A0A8B7A5R1_ORYAF
OG0013670	sp|P35453|HXD13_HUMAN	tr|A0A8B7ARP5|A0A8B7ARP5_ORYAF
OG0013671	sp|P36382|CXA5_HUMAN	tr|A0A8B7AEX3|A0A8B7AEX3_ORYAF
OG0013672	sp|P41970|ELK3_HUMAN	tr|A0A8B7AP69|A0A8B7AP69_ORYAF
OG0013673	sp|P56746|CLD15_HUMAN	tr|A0A8B6ZR96|A0A8B6ZR96_ORYAF
OG0013674	sp|Q14749|GNMT_HUMAN	tr|A0A8B6ZFG7|A0A8B6ZFG7_ORYAF
OG0013675	sp|Q15287|RNPS1_HUMAN	tr|A0A8B6ZUV5|A0A8B6ZUV5_ORYAF
OG0013676	sp|Q16584|M3K11_HUMAN	tr|A0A8B7A6X7|A0A8B7A6X7_ORYAF
OG0013677	sp|Q17RW2|COOA1_HUMAN	tr|A0A8B7AEH8|A0A8B7AEH8_ORYAF
OG0013678	sp|Q2M2I3|FA83E_HUMAN	tr|A0A8B7B8L2|A0A8B7B8L2_ORYAF
OG0013679	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A8B7BAC8|A0A8B7BAC8_ORYAF
OG0013680	sp|Q4VCS5|AMOT_HUMAN	tr|A0A8B7B1T6|A0A8B7B1T6_ORYAF
OG0013681	sp|Q59EK9|RUN3A_HUMAN	tr|A0A8B7AZR1|A0A8B7AZR1_ORYAF
OG0013682	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A8B7AZT6|A0A8B7AZT6_ORYAF
OG0013683	sp|Q6FHJ7|SFRP4_HUMAN	tr|A0A8B7AL97|A0A8B7AL97_ORYAF
OG0013684	sp|Q6NX45|ZN774_HUMAN	tr|A0A8B7A5T4|A0A8B7A5T4_ORYAF
OG0013685	sp|Q6NXT4|ZNT6_HUMAN	tr|A0A8B6ZMR2|A0A8B6ZMR2_ORYAF
OG0013686	sp|Q6P1L8|RM14_HUMAN	tr|A0A8B6ZFD5|A0A8B6ZFD5_ORYAF
OG0013687	sp|Q6PEV8|F199X_HUMAN	tr|A0A8B7B4F7|A0A8B7B4F7_ORYAF
OG0013688	sp|Q6WRI0|IGS10_HUMAN	tr|A0A8B6ZWJ8|A0A8B6ZWJ8_ORYAF
OG0013689	sp|Q6ZMB0|B3GN6_HUMAN	tr|A0A8B6ZVE8|A0A8B6ZVE8_ORYAF
OG0013690	sp|Q86YJ6|THNS2_HUMAN	tr|A0A8B7AWF7|A0A8B7AWF7_ORYAF
OG0013691	sp|Q8IZ13|ZBED8_HUMAN	tr|A0A8B7APK3|A0A8B7APK3_ORYAF
OG0013692	sp|Q8IZU8|DSEL_HUMAN	tr|A0A8B6ZDE0|A0A8B6ZDE0_ORYAF
OG0013693	sp|Q8N145|LGI3_HUMAN	tr|A0A8B7ANB7|A0A8B7ANB7_ORYAF
OG0013694	sp|Q8N2Z9|CENPS_HUMAN	tr|A0A8B7A0B2|A0A8B7A0B2_ORYAF
OG0013695	sp|Q8N3J3|HROB_HUMAN	tr|A0A8B7AZV4|A0A8B7AZV4_ORYAF
OG0013696	sp|Q8N5K1|CISD2_HUMAN	tr|A0A8B7AV52|A0A8B7AV52_ORYAF
OG0013697	sp|Q8NCG7|DGLB_HUMAN	tr|A0A8B7A0L6|A0A8B7A0L6_ORYAF
OG0013698	sp|Q8NGC5|OR6J1_HUMAN	tr|A0A8B7AT22|A0A8B7AT22_ORYAF
OG0013699	sp|Q8NHQ1|CEP70_HUMAN	tr|A0A8B7ACI7|A0A8B7ACI7_ORYAF
OG0013700	sp|Q8WTS1|ABHD5_HUMAN	tr|A0A8B7AK37|A0A8B7AK37_ORYAF
OG0013701	sp|Q8WW32|HMGB4_HUMAN	tr|A0A8B7ALB1|A0A8B7ALB1_ORYAF
OG0013702	sp|Q8WXW3|PIBF1_HUMAN	tr|A0A8B7AET3|A0A8B7AET3_ORYAF
OG0013703	sp|Q96B70|LENG9_HUMAN	tr|A0A8B7B8N5|A0A8B7B8N5_ORYAF
OG0013704	sp|Q96DI7|SNR40_HUMAN	tr|A0A8B7AXM5|A0A8B7AXM5_ORYAF
OG0013705	sp|Q96LT7|CI072_HUMAN	tr|A0A8B7AFS2|A0A8B7AFS2_ORYAF
OG0013706	sp|Q96LW4|PRIPO_HUMAN	tr|A0A8B6ZTQ7|A0A8B6ZTQ7_ORYAF
OG0013707	sp|Q96N11|INT15_HUMAN	tr|A0A8B6ZVU3|A0A8B6ZVU3_ORYAF
OG0013708	sp|Q96P56|CTSR2_HUMAN	tr|A0A8B6ZCW5|A0A8B6ZCW5_ORYAF
OG0013709	sp|Q99808|S29A1_HUMAN	tr|A0A8B6ZK21|A0A8B6ZK21_ORYAF
OG0013710	sp|Q9BUX1|CHAC1_HUMAN	tr|A0A8B6ZXB0|A0A8B6ZXB0_ORYAF
OG0013711	sp|Q9BVG4|PBDC1_HUMAN	tr|A0A8B7BB11|A0A8B7BB11_ORYAF
OG0013712	sp|Q9GZP9|DERL2_HUMAN	tr|A0A8B6ZJ61|A0A8B6ZJ61_ORYAF
OG0013713	sp|Q9GZT4|SRR_HUMAN	tr|A0A8B6ZJ05|A0A8B6ZJ05_ORYAF
OG0013714	sp|Q9H0A9|SPC1L_HUMAN	tr|A0A8B7AL93|A0A8B7AL93_ORYAF
OG0013715	sp|Q9H2H0|CXXC4_HUMAN	tr|A0A8B7AG81|A0A8B7AG81_ORYAF
OG0013716	sp|Q9NPC2|KCNK9_HUMAN	tr|A0A8B6ZXL4|A0A8B6ZXL4_ORYAF
OG0013717	sp|Q9NPD3|EXOS4_HUMAN	tr|A0A8B7B6A8|A0A8B7B6A8_ORYAF
OG0013718	sp|Q9NQV8|PRDM8_HUMAN	tr|A0A8B7AL76|A0A8B7AL76_ORYAF
OG0013719	sp|Q9NXR5|ANR10_HUMAN	tr|A0A8B7A329|A0A8B7A329_ORYAF
OG0013720	sp|Q9UHC3|ASIC3_HUMAN	tr|A0A8B7ALC1|A0A8B7ALC1_ORYAF
OG0013721	sp|Q9UHG2|PCS1N_HUMAN	tr|A0A8B7B939|A0A8B7B939_ORYAF
OG0013722	sp|Q9UI12|VATH_HUMAN	tr|A0A8B7AR03|A0A8B7AR03_ORYAF
OG0013723	sp|Q9UIM3|FKBPL_HUMAN	tr|A0A8B7ANC9|A0A8B7ANC9_ORYAF
OG0013724	sp|Q9UIY3|RWD2A_HUMAN	tr|A0A8B7AN46|A0A8B7AN46_ORYAF
OG0013725	sp|Q9UJQ4|SALL4_HUMAN	tr|A0A8B6ZLD0|A0A8B6ZLD0_ORYAF
OG0013726	sp|Q9UJY5|GGA1_HUMAN	tr|A0A8B6ZVT9|A0A8B6ZVT9_ORYAF
OG0013727	sp|A1XBS5|CBAR1_HUMAN	tr|A0A8B6ZBR3|A0A8B6ZBR3_ORYAF
OG0013728	sp|A5PKW4|PSD1_HUMAN	tr|A0A8B6ZSK1|A0A8B6ZSK1_ORYAF
OG0013729	sp|A6NLX4|TM210_HUMAN	tr|A0A8B7ABA9|A0A8B7ABA9_ORYAF
OG0013730	sp|B8ZZ34|SHSA8_HUMAN	tr|A0A8B6ZWB4|A0A8B6ZWB4_ORYAF
OG0013731	sp|H3BR10|SMLR1_HUMAN	tr|A0A8B7AC70|A0A8B7AC70_ORYAF
OG0013732	sp|O00587|MFNG_HUMAN	tr|A0A8B6ZVT3|A0A8B6ZVT3_ORYAF
OG0013733	sp|O15067|PUR4_HUMAN	tr|A0A8B7ARX1|A0A8B7ARX1_ORYAF
OG0013734	sp|O15090|ZN536_HUMAN	tr|A0A8B7ABS5|A0A8B7ABS5_ORYAF
OG0013735	sp|O15357|SHIP2_HUMAN	tr|A0A8B6ZU18|A0A8B6ZU18_ORYAF
OG0013736	sp|O75077|ADA23_HUMAN	tr|A0A8B6ZBI3|A0A8B6ZBI3_ORYAF
OG0013737	sp|O75586|MED6_HUMAN	tr|A0A8B6ZZI3|A0A8B6ZZI3_ORYAF
OG0013738	sp|O75791|GRAP2_HUMAN	tr|A0A8B7A0Y0|A0A8B7A0Y0_ORYAF
OG0013739	sp|O75936|BODG_HUMAN	tr|A0A8B7ARJ3|A0A8B7ARJ3_ORYAF
OG0013740	sp|P07858|CATB_HUMAN	tr|A0A8B6ZMG9|A0A8B6ZMG9_ORYAF
OG0013741	sp|P11717|MPRI_HUMAN	tr|A0A8B7A694|A0A8B7A694_ORYAF
OG0013742	sp|P15036|ETS2_HUMAN	tr|A0A8B7A6Z9|A0A8B7A6Z9_ORYAF
OG0013743	sp|P22307|SCP2_HUMAN	tr|A0A8B7A818|A0A8B7A818_ORYAF
OG0013744	sp|P22314|UBA1_HUMAN	tr|A0A8B7BBT7|A0A8B7BBT7_ORYAF
OG0013745	sp|P28289|TMOD1_HUMAN	tr|A0A8B7AC83|A0A8B7AC83_ORYAF
OG0013746	sp|P28324|ELK4_HUMAN	tr|A0A8B7AUD9|A0A8B7AUD9_ORYAF
OG0013747	sp|P46977|STT3A_HUMAN	tr|A0A8B7ARX8|A0A8B7ARX8_ORYAF
OG0013748	sp|P52209|6PGD_HUMAN	tr|A0A8B6ZYN2|A0A8B6ZYN2_ORYAF
OG0013749	sp|P58417|NXPH1_HUMAN	tr|A0A8B7A819|A0A8B7A819_ORYAF
OG0013750	sp|P58753|TIRAP_HUMAN	tr|A0A8B7ABS3|A0A8B7ABS3_ORYAF
OG0013751	sp|P61073|CXCR4_HUMAN	tr|A0A8B7ARV2|A0A8B7ARV2_ORYAF
OG0013752	sp|P62273|RS29_HUMAN	tr|A0A8B7A3D4|A0A8B7A3D4_ORYAF
OG0013753	sp|P78411|IRX5_HUMAN	tr|A0A8B7ABF9|A0A8B7ABF9_ORYAF
OG0013754	sp|Q02446|SP4_HUMAN	tr|A0A8B7A886|A0A8B7A886_ORYAF
OG0013755	sp|Q14160|SCRIB_HUMAN	tr|A0A8B7B2B0|A0A8B7B2B0_ORYAF
OG0013756	sp|Q14669|TRIPC_HUMAN	tr|A0A8B7A283|A0A8B7A283_ORYAF
OG0013757	sp|Q14764|MVP_HUMAN	tr|A0A8B7AKM9|A0A8B7AKM9_ORYAF
OG0013758	sp|Q15223|NECT1_HUMAN	tr|A0A8B6ZGJ1|A0A8B6ZGJ1_ORYAF
OG0013759	sp|Q2MJR0|SPRE3_HUMAN	tr|A0A8B7B1D5|A0A8B7B1D5_ORYAF
OG0013760	sp|Q53R12|T4S20_HUMAN	tr|A0A8B7AZI9|A0A8B7AZI9_ORYAF
OG0013761	sp|Q53SZ7|PRR30_HUMAN	tr|A0A8B6ZT44|A0A8B6ZT44_ORYAF
OG0013762	sp|Q53TQ3|IN80D_HUMAN	tr|A0A8B6ZG58|A0A8B6ZG58_ORYAF
OG0013763	sp|Q5T160|SYRM_HUMAN	tr|A0A8B7ANT2|A0A8B7ANT2_ORYAF
OG0013764	sp|Q66K80|RUAS1_HUMAN	tr|A0A8B7AFR3|A0A8B7AFR3_ORYAF
OG0013765	sp|Q6P1J9|CDC73_HUMAN	tr|A0A8B7AQR5|A0A8B7AQR5_ORYAF
OG0013766	sp|Q6P1R4|DUS1L_HUMAN	tr|A0A8B7BDB0|A0A8B7BDB0_ORYAF
OG0013767	sp|Q6ZWB6|KCTD8_HUMAN	tr|A0A8B7B5Y5|A0A8B7B5Y5_ORYAF
OG0013768	sp|Q7Z4S9|SH2D6_HUMAN	tr|A0A8B7AGH2|A0A8B7AGH2_ORYAF
OG0013769	sp|Q7Z5A8|TAFA3_HUMAN	tr|A0A8B7AM16|A0A8B7AM16_ORYAF
OG0013770	sp|Q86UF4|CC190_HUMAN	tr|A0A8B6ZLL5|A0A8B6ZLL5_ORYAF
OG0013771	sp|Q8N2M8|CLASR_HUMAN	tr|A0A8B7A4M9|A0A8B7A4M9_ORYAF
OG0013772	sp|Q8NBA8|DTWD2_HUMAN	tr|A0A8B7AH75|A0A8B7AH75_ORYAF
OG0013773	sp|Q8NFJ9|BBS1_HUMAN	tr|A0A8B7A684|A0A8B7A684_ORYAF
OG0013774	sp|Q8TAL5|CI043_HUMAN	tr|A0A8B6ZH22|A0A8B6ZH22_ORYAF
OG0013775	sp|Q8WUD4|CCD12_HUMAN	tr|A0A8B7AQY7|A0A8B7AQY7_ORYAF
OG0013776	sp|Q92925|SMRD2_HUMAN	tr|A0A8B7BCM4|A0A8B7BCM4_ORYAF
OG0013777	sp|Q92934|BAD_HUMAN	tr|A0A8B7AAC6|A0A8B7AAC6_ORYAF
OG0013778	sp|Q96A33|CCD47_HUMAN	tr|A0A8B7BEX9|A0A8B7BEX9_ORYAF
OG0013779	sp|Q96EA4|SPDLY_HUMAN	tr|A0A8B6ZQF2|A0A8B6ZQF2_ORYAF
OG0013780	sp|Q96I45|TM141_HUMAN	tr|A0A8B7AB92|A0A8B7AB92_ORYAF
OG0013781	sp|Q96JN2|CC136_HUMAN	tr|A0A8B7B1E8|A0A8B7B1E8_ORYAF
OG0013782	sp|Q96KN3|PKNX2_HUMAN	tr|A0A8B7AVF1|A0A8B7AVF1_ORYAF
OG0013783	sp|Q96PX8|SLIK1_HUMAN	tr|A0A8B7AWF0|A0A8B7AWF0_ORYAF
OG0013784	sp|Q96S82|UBL7_HUMAN	tr|A0A8B7AGU9|A0A8B7AGU9_ORYAF
OG0013785	sp|Q9BQC6|RT63_HUMAN	tr|A0A8B7A009|A0A8B7A009_ORYAF
OG0013786	sp|Q9BSC4|NOL10_HUMAN	tr|A0A8B6ZCE5|A0A8B6ZCE5_ORYAF
OG0013787	sp|Q9BW92|SYTM_HUMAN	tr|A0A8B7AMB0|A0A8B7AMB0_ORYAF
OG0013788	sp|Q9H875|PKRI1_HUMAN	tr|A0A8B6ZXX5|A0A8B6ZXX5_ORYAF
OG0013789	sp|Q9NPI7|KRCC1_HUMAN	tr|A0A8B7AXI1|A0A8B7AXI1_ORYAF
OG0013790	sp|Q9NPR9|GP108_HUMAN	tr|A0A8B7AYM8|A0A8B7AYM8_ORYAF
OG0013791	sp|Q9NR48|ASH1L_HUMAN	tr|A0A8B7AF87|A0A8B7AF87_ORYAF
OG0013792	sp|Q9P1P4|TAAR3_HUMAN	tr|A0A8B7ADP9|A0A8B7ADP9_ORYAF
OG0013793	sp|Q9P1Z2|CACO1_HUMAN	tr|A0A8B7ANG7|A0A8B7ANG7_ORYAF
OG0013794	sp|Q9P2E7|PCD10_HUMAN	tr|A0A8B7AZM7|A0A8B7AZM7_ORYAF
OG0013795	sp|Q9UBF9|MYOTI_HUMAN	tr|A0A8B6ZPU8|A0A8B6ZPU8_ORYAF
OG0013796	sp|Q9UQ49|NEUR3_HUMAN	tr|A0A8B6ZTV4|A0A8B6ZTV4_ORYAF
OG0013797	sp|Q9Y236|OSGI2_HUMAN	tr|A0A8B7AG50|A0A8B7AG50_ORYAF
OG0013798	sp|O00459|P85B_HUMAN	tr|A0A8B7A7Z1|A0A8B7A7Z1_ORYAF
OG0013799	sp|O60306|AQR_HUMAN	tr|A0A8B6ZSN2|A0A8B6ZSN2_ORYAF
OG0013800	sp|O75096|LRP4_HUMAN	tr|A0A8B7B6D5|A0A8B7B6D5_ORYAF
OG0013801	sp|O75146|HIP1R_HUMAN	tr|A0A8B6ZKV6|A0A8B6ZKV6_ORYAF
OG0013802	sp|O75821|EIF3G_HUMAN	tr|A0A8B7AVX2|A0A8B7AVX2_ORYAF
OG0013803	sp|O75956|CDKA2_HUMAN	tr|A0A8B7A4J8|A0A8B7A4J8_ORYAF
OG0013804	sp|O76021|RL1D1_HUMAN	tr|A0A8B6ZS38|A0A8B6ZS38_ORYAF
OG0013805	sp|O76090|BEST1_HUMAN	tr|A0A8B7A720|A0A8B7A720_ORYAF
OG0013806	sp|O94955|RHBT3_HUMAN	tr|A0A8B7A059|A0A8B7A059_ORYAF
OG0013807	sp|O95379|TFIP8_HUMAN	tr|A0A8B7AIM3|A0A8B7AIM3_ORYAF
OG0013808	sp|O95976|IGSF6_HUMAN	tr|A0A8B7AUT6|A0A8B7AUT6_ORYAF
OG0013809	sp|P02675|FIBB_HUMAN	tr|A0A8B7A2K4|A0A8B7A2K4_ORYAF
OG0013810	sp|P08581|MET_HUMAN	tr|A0A8B7AXK2|A0A8B7AXK2_ORYAF
OG0013811	sp|P10243|MYBA_HUMAN	tr|A0A8B7AIT7|A0A8B7AIT7_ORYAF
OG0013812	sp|P10523|ARRS_HUMAN	tr|A0A8B7A1W6|A0A8B7A1W6_ORYAF
OG0013813	sp|P14314|GLU2B_HUMAN	tr|A0A8B7AZI3|A0A8B7AZI3_ORYAF
OG0013814	sp|P15822|ZEP1_HUMAN	tr|A0A8B7ARY7|A0A8B7ARY7_ORYAF
OG0013815	sp|P16422|EPCAM_HUMAN	tr|A0A8B7A945|A0A8B7A945_ORYAF
OG0013816	sp|P17096|HMGA1_HUMAN	tr|A0A8B6ZQZ7|A0A8B6ZQZ7_ORYAF
OG0013817	sp|P17482|HXB9_HUMAN	tr|A0A8B6ZWT9|A0A8B6ZWT9_ORYAF
OG0013818	sp|P17707|DCAM_HUMAN	tr|A0A8B6ZTI0|A0A8B6ZTI0_ORYAF
OG0013819	sp|P18627|LAG3_HUMAN	tr|A0A8B6ZJN2|A0A8B6ZJN2_ORYAF
OG0013820	sp|P34913|HYES_HUMAN	tr|A0A8B6ZMS6|A0A8B6ZMS6_ORYAF
OG0013821	sp|P47736|RPGP1_HUMAN	tr|A0A8B6ZDX1|A0A8B6ZDX1_ORYAF
OG0013822	sp|Q02747|GUC2A_HUMAN	tr|A0A8B7B1H9|A0A8B7B1H9_ORYAF
OG0013823	sp|Q15049|MLC1_HUMAN	tr|A0A8B7AZ93|A0A8B7AZ93_ORYAF
OG0013824	sp|Q2M3T9|HYAL4_HUMAN	tr|A0A8B7AAD9|A0A8B7AAD9_ORYAF
OG0013825	sp|Q3MHD2|LSM12_HUMAN	tr|A0A8B7AZQ2|A0A8B7AZQ2_ORYAF
OG0013826	sp|Q4G0P3|HYDIN_HUMAN	tr|A0A8B6ZX92|A0A8B6ZX92_ORYAF
OG0013827	sp|Q502W6|VWA3B_HUMAN	tr|A0A8B7BC35|A0A8B7BC35_ORYAF
OG0013828	sp|Q53HI1|UNC50_HUMAN	tr|A0A8B7BBX1|A0A8B7BBX1_ORYAF
OG0013829	sp|Q5GH73|XKR6_HUMAN	tr|A0A8B6ZMH9|A0A8B6ZMH9_ORYAF
OG0013830	sp|Q5UCC4|EMC10_HUMAN	tr|A0A8B7B6K8|A0A8B7B6K8_ORYAF
OG0013831	sp|Q5VV17|OTUD1_HUMAN	tr|A0A8B6ZFU6|A0A8B6ZFU6_ORYAF
OG0013832	sp|Q6EBC2|IL31_HUMAN	tr|A0A8B6ZLA7|A0A8B6ZLA7_ORYAF
OG0013833	sp|Q6H9L7|ISM2_HUMAN	tr|A0A8B6ZV95|A0A8B6ZV95_ORYAF
OG0013834	sp|Q6NUQ1|RINT1_HUMAN	tr|A0A8B7A3Z8|A0A8B7A3Z8_ORYAF
OG0013835	sp|Q6QAJ8|TM220_HUMAN	tr|A0A8B7AFH6|A0A8B7AFH6_ORYAF
OG0013836	sp|Q6ZSJ8|CA122_HUMAN	tr|A0A8B7ACV2|A0A8B7ACV2_ORYAF
OG0013837	sp|Q75VX8|GARE2_HUMAN	tr|A0A8B6ZPP5|A0A8B6ZPP5_ORYAF
OG0013838	sp|Q86XX4|FRAS1_HUMAN	tr|A0A8B7AM40|A0A8B7AM40_ORYAF
OG0013839	sp|Q86YB8|ERO1B_HUMAN	tr|A0A8B7BA12|A0A8B7BA12_ORYAF
OG0013840	sp|Q8IX18|DHX40_HUMAN	tr|A0A8B7ADQ1|A0A8B7ADQ1_ORYAF
OG0013841	sp|Q8IYP9|ZDH23_HUMAN	tr|A0A8B7ADH3|A0A8B7ADH3_ORYAF
OG0013842	sp|Q8N614|TM156_HUMAN	tr|A0A8B7AVX4|A0A8B7AVX4_ORYAF
OG0013843	sp|Q8NBP5|MFSD9_HUMAN	tr|A0A8B7BEK2|A0A8B7BEK2_ORYAF
OG0013844	sp|Q8TCF1|ZFAN1_HUMAN	tr|A0A8B7A4H3|A0A8B7A4H3_ORYAF
OG0013845	sp|Q8WTS6|SETD7_HUMAN	tr|A0A8B6ZWA3|A0A8B6ZWA3_ORYAF
OG0013846	sp|Q92541|RTF1_HUMAN	tr|A0A8B6ZSL8|A0A8B6ZSL8_ORYAF
OG0013847	sp|Q969T7|5NT3B_HUMAN	tr|A0A8B6ZYY7|A0A8B6ZYY7_ORYAF
OG0013848	sp|Q96B86|RGMA_HUMAN	tr|A0A8B7BEZ5|A0A8B7BEZ5_ORYAF
OG0013849	sp|Q96FE5|LIGO1_HUMAN	tr|A0A8B7AGK7|A0A8B7AGK7_ORYAF
OG0013850	sp|Q9BWJ5|SF3B5_HUMAN	tr|A0A8B7ALM6|A0A8B7ALM6_ORYAF
OG0013851	sp|Q9BXK5|B2L13_HUMAN	tr|A0A8B6ZHR9|A0A8B6ZHR9_ORYAF
OG0013852	sp|Q9BZX2|UCK2_HUMAN	tr|A0A8B6ZJS0|A0A8B6ZJS0_ORYAF
OG0013853	sp|Q9H7S9|ZN703_HUMAN	tr|A0A8B6ZBY2|A0A8B6ZBY2_ORYAF
OG0013854	sp|Q9H972|CN093_HUMAN	tr|A0A8B7ASW7|A0A8B7ASW7_ORYAF
OG0013855	sp|Q9HDC5|JPH1_HUMAN	tr|A0A8B7AXZ3|A0A8B7AXZ3_ORYAF
OG0013856	sp|Q9NPG3|UBN1_HUMAN	tr|A0A8B6ZV12|A0A8B6ZV12_ORYAF
OG0013857	sp|Q9NR83|S2A4R_HUMAN	tr|A0A8B7AY59|A0A8B7AY59_ORYAF
OG0013858	sp|Q9P0U4|CXXC1_HUMAN	tr|A0A8B7A3S0|A0A8B7A3S0_ORYAF
OG0013859	sp|Q9P0X4|CAC1I_HUMAN	tr|A0A8B6ZW19|A0A8B6ZW19_ORYAF
OG0013860	sp|Q9UNA1|RHG26_HUMAN	tr|A0A8B6ZNI3|A0A8B6ZNI3_ORYAF
OG0013861	sp|Q9UNA4|POLI_HUMAN	tr|A0A8B6ZDL4|A0A8B6ZDL4_ORYAF
OG0013862	sp|Q9Y576|ASB1_HUMAN	tr|A0A8B7A188|A0A8B7A188_ORYAF
OG0013863	sp|Q9Y577|TRI17_HUMAN	tr|A0A8B7AYG4|A0A8B7AYG4_ORYAF
OG0013864	sp|Q9Y6R9|CCD61_HUMAN	tr|A0A8B6ZZX8|A0A8B6ZZX8_ORYAF
OG0013865	tr|A0A286YEU6|A0A286YEU6_HUMAN	tr|A0A8B6ZP76|A0A8B6ZP76_ORYAF
OG0013866	sp|A6NC05|YD286_HUMAN	tr|A0A8B6ZXK8|A0A8B6ZXK8_ORYAF
OG0013867	sp|A6NK97|S22AK_HUMAN	tr|A0A8B7A5D5|A0A8B7A5D5_ORYAF
OG0013868	sp|B2RUY7|VWC2L_HUMAN	tr|A0A8B7BDA6|A0A8B7BDA6_ORYAF
OG0013869	sp|E0CX11|STMP1_HUMAN	tr|A0A8B6ZF21|A0A8B6ZF21_ORYAF
OG0013870	sp|O00468|AGRIN_HUMAN	tr|A0A8B7ACC3|A0A8B7ACC3_ORYAF
OG0013871	sp|O00487|PSDE_HUMAN	tr|A0A8B6ZY34|A0A8B6ZY34_ORYAF
OG0013872	sp|O43617|TPPC3_HUMAN	tr|A0A8B7ACX3|A0A8B7ACX3_ORYAF
OG0013873	sp|O43639|NCK2_HUMAN	tr|A0A8B7BC08|A0A8B7BC08_ORYAF
OG0013874	sp|O60828|PQBP1_HUMAN	tr|A0A8B7B9T4|A0A8B7B9T4_ORYAF
OG0013875	sp|O60841|IF2P_HUMAN	tr|A0A8B7BC39|A0A8B7BC39_ORYAF
OG0013876	sp|O75909|CCNK_HUMAN	tr|A0A8B7A469|A0A8B7A469_ORYAF
OG0013877	sp|P05060|SCG1_HUMAN	tr|A0A8B7ASZ6|A0A8B7ASZ6_ORYAF
OG0013878	sp|P05408|7B2_HUMAN	tr|A0A8B6ZU58|A0A8B6ZU58_ORYAF
OG0013879	sp|P17097|ZNF7_HUMAN	tr|A0A8B7B3F9|A0A8B7B3F9_ORYAF
OG0013880	sp|P32238|CCKAR_HUMAN	tr|A0A8B7B442|A0A8B7B442_ORYAF
OG0013881	sp|P40238|TPOR_HUMAN	tr|A0A8B7AXZ0|A0A8B7AXZ0_ORYAF
OG0013882	sp|P41250|GARS_HUMAN	tr|A0A8B7A891|A0A8B7A891_ORYAF
OG0013883	sp|P49221|TGM4_HUMAN	tr|A0A8B7AK63|A0A8B7AK63_ORYAF
OG0013884	sp|P62249|RS16_HUMAN	tr|A0A8B7B9L1|A0A8B7B9L1_ORYAF
OG0013885	sp|P83105|HTRA4_HUMAN	tr|A0A8B6ZGN0|A0A8B6ZGN0_ORYAF
