Orthogroup	Homo_sapiens	Cervus_elaphus_hippelaphus
OG0009531	sp|Q5JTD0|TJAP1_HUMAN	tr|A0A212D5C8|A0A212D5C8_CEREH
OG0009532	sp|A0PK11|CLRN2_HUMAN	tr|A0A212D5R2|A0A212D5R2_CEREH
OG0009533	sp|Q96F10|SAT2_HUMAN	tr|A0A212D6M2|A0A212D6M2_CEREH
OG0009534	sp|P52429|DGKE_HUMAN	tr|A0A212DAA0|A0A212DAA0_CEREH
OG0009535	sp|Q9ULX5|RN112_HUMAN	tr|A0A212DAC3|A0A212DAC3_CEREH
OG0009536	sp|Q9Y606|PUS1_HUMAN	tr|A0A212DBD5|A0A212DBD5_CEREH
OG0009537	sp|P78423|X3CL1_HUMAN	tr|A0A212DC45|A0A212DC45_CEREH
OG0009538	sp|P61970|NTF2_HUMAN	tr|A0A212DC90|A0A212DC90_CEREH
OG0009539	sp|Q9BYD5|CNFN_HUMAN	tr|A0A212DCR5|A0A212DCR5_CEREH
OG0009540	sp|P01308|INS_HUMAN	tr|A0A212DH70|A0A212DH70_CEREH
OG0009541	sp|Q9Y4K3|TRAF6_HUMAN	tr|A0A212DIB6|A0A212DIB6_CEREH
OG0009542	sp|O95727|CRTAM_HUMAN	tr|A0A212DIL9|A0A212DIL9_CEREH
OG0009543	sp|Q8N4S0|CCD82_HUMAN	tr|A0A212DJ63|A0A212DJ63_CEREH
OG0009544	sp|A6NJG2|SWAHD_HUMAN	tr|A0A212BZX4|A0A212BZX4_CEREH
OG0009545	sp|P23229|ITA6_HUMAN	tr|A0A212C215|A0A212C215_CEREH
OG0009546	sp|P29084|T2EB_HUMAN	tr|A0A212C2M9|A0A212C2M9_CEREH
OG0009547	sp|Q68DE3|USF3_HUMAN	tr|A0A212C373|A0A212C373_CEREH
OG0009548	sp|Q76M96|CCD80_HUMAN	tr|A0A212C3J7|A0A212C3J7_CEREH
OG0009549	sp|P08922|ROS1_HUMAN	tr|A0A212C605|A0A212C605_CEREH
OG0009550	sp|Q96D71|REPS1_HUMAN	tr|A0A212C805|A0A212C805_CEREH
OG0009551	sp|O76061|STC2_HUMAN	tr|A0A212C8A0|A0A212C8A0_CEREH
OG0009552	sp|Q8N9V7|TOPZ1_HUMAN	tr|A0A212C9F5|A0A212C9F5_CEREH
OG0009553	sp|A0A0U1RRL7|MMPOS_HUMAN	tr|A0A212CBV3|A0A212CBV3_CEREH
OG0009554	sp|Q9HC96|CAN10_HUMAN	tr|A0A212CF06|A0A212CF06_CEREH
OG0009555	sp|Q6IPT4|NB5R5_HUMAN	tr|A0A212CF82|A0A212CF82_CEREH
OG0009556	sp|Q5VTL7|FNDC7_HUMAN	tr|A0A212CFP2|A0A212CFP2_CEREH
OG0009557	sp|O75534|CSDE1_HUMAN	tr|A0A212CGF1|A0A212CGF1_CEREH
OG0009558	sp|Q9NY43|BARH2_HUMAN	tr|A0A212CGF9|A0A212CGF9_CEREH
OG0009559	sp|P48995|TRPC1_HUMAN	tr|A0A212CIA1|A0A212CIA1_CEREH
OG0009560	sp|Q8TF66|LRC15_HUMAN	tr|A0A212CJ69|A0A212CJ69_CEREH
OG0009561	sp|Q9UPQ0|LIMC1_HUMAN	tr|A0A212CM01|A0A212CM01_CEREH
OG0009562	sp|P13716|HEM2_HUMAN	tr|A0A212CNB3|A0A212CNB3_CEREH
OG0009563	sp|P29590|PML_HUMAN	tr|A0A212CSE1|A0A212CSE1_CEREH
OG0009564	sp|Q4W4Y0|CN028_HUMAN	tr|A0A212CSZ4|A0A212CSZ4_CEREH
OG0009565	sp|Q93073|SBP2L_HUMAN	tr|A0A212CTK3|A0A212CTK3_CEREH
OG0009566	sp|Q96L33|RHOV_HUMAN	tr|A0A212CUD5|A0A212CUD5_CEREH
OG0009567	sp|Q8N801|STPG4_HUMAN	tr|A0A212CW42|A0A212CW42_CEREH
OG0009568	sp|Q9P1Q0|VPS54_HUMAN	tr|A0A212CW96|A0A212CW96_CEREH
OG0009569	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A212CX81|A0A212CX81_CEREH
OG0009570	sp|Q15274|NADC_HUMAN	tr|A0A212CZ52|A0A212CZ52_CEREH
OG0009571	sp|Q9BYD3|RM04_HUMAN	tr|A0A212D0N4|A0A212D0N4_CEREH
OG0009572	sp|Q96IV6|FXDC2_HUMAN	tr|A0A212D1E7|A0A212D1E7_CEREH
OG0009573	sp|Q86Y39|NDUAB_HUMAN	tr|A0A212D1P1|A0A212D1P1_CEREH
OG0009574	sp|Q8WXB1|MT21A_HUMAN	tr|A0A212D3A9|A0A212D3A9_CEREH
OG0009575	sp|P13010|XRCC5_HUMAN	tr|A0A212D3E3|A0A212D3E3_CEREH
OG0009576	sp|Q13895|BYST_HUMAN	tr|A0A212D4L1|A0A212D4L1_CEREH
OG0009577	sp|Q13308|PTK7_HUMAN	tr|A0A212D533|A0A212D533_CEREH
OG0009578	sp|Q86SG4|DPCA2_HUMAN	tr|A0A212D5A1|A0A212D5A1_CEREH
OG0009579	sp|Q14956|GPNMB_HUMAN	tr|A0A212D5Y7|A0A212D5Y7_CEREH
OG0009580	sp|P16284|PECA1_HUMAN	tr|A0A212D6L6|A0A212D6L6_CEREH
OG0009581	sp|Q12767|TMM94_HUMAN	tr|A0A212D754|A0A212D754_CEREH
OG0009582	sp|P53671|LIMK2_HUMAN	tr|A0A212D7Y5|A0A212D7Y5_CEREH
OG0009583	sp|Q99741|CDC6_HUMAN	tr|A0A212D8T1|A0A212D8T1_CEREH
OG0009584	sp|Q9UNK0|STX8_HUMAN	tr|A0A212DA90|A0A212DA90_CEREH
OG0009585	sp|Q92624|APBP2_HUMAN	tr|A0A212DB43|A0A212DB43_CEREH
OG0009586	sp|Q8WWY3|PRP31_HUMAN	tr|A0A212DC52|A0A212DC52_CEREH
OG0009587	sp|Q9P0G3|KLK14_HUMAN	tr|A0A212DD18|A0A212DD18_CEREH
OG0009588	sp|Q96A19|C102A_HUMAN	tr|A0A212DDE7|A0A212DDE7_CEREH
OG0009589	sp|Q96T91|GPHA2_HUMAN	tr|A0A212DGZ5|A0A212DGZ5_CEREH
OG0009590	sp|A6NMT0|DBX1_HUMAN	tr|A0A212DH64|A0A212DH64_CEREH
OG0009591	sp|Q9HAT2|SIAE_HUMAN	tr|A0A212DH68|A0A212DH68_CEREH
OG0009592	sp|Q96H72|S39AD_HUMAN	tr|A0A212DHJ0|A0A212DHJ0_CEREH
OG0009593	sp|Q9Y6F6|IRAG1_HUMAN	tr|A0A212DI81|A0A212DI81_CEREH
OG0009594	sp|Q86XR8|CEP57_HUMAN	tr|A0A212DIA4|A0A212DIA4_CEREH
OG0009595	sp|P60006|APC15_HUMAN	tr|A0A212DIW0|A0A212DIW0_CEREH
OG0009596	sp|Q99714|HCD2_HUMAN	tr|A0A212C007|A0A212C007_CEREH
OG0009597	sp|Q8N7L0|F216B_HUMAN	tr|A0A212C4F5|A0A212C4F5_CEREH
OG0009598	sp|Q8IVQ6|ZDH21_HUMAN	tr|A0A212C570|A0A212C570_CEREH
OG0009599	sp|Q8IXY8|PPIL6_HUMAN	tr|A0A212C647|A0A212C647_CEREH
OG0009600	sp|Q86T90|K1328_HUMAN	tr|A0A212C6G2|A0A212C6G2_CEREH
OG0009601	sp|Q9H3N8|HRH4_HUMAN	tr|A0A212C702|A0A212C702_CEREH
OG0009602	sp|A6NKL6|T200C_HUMAN	tr|A0A212C726|A0A212C726_CEREH
OG0009603	sp|Q86Y33|CD20B_HUMAN	tr|A0A212C8G6|A0A212C8G6_CEREH
OG0009604	sp|Q9H074|PAIP1_HUMAN	tr|A0A212C8H7|A0A212C8H7_CEREH
OG0009605	sp|Q12951|FOXI1_HUMAN	tr|A0A212C8K1|A0A212C8K1_CEREH
OG0009606	sp|P61647|SIA8F_HUMAN	tr|A0A212CB65|A0A212CB65_CEREH
OG0009607	sp|Q8WXK3|ASB13_HUMAN	tr|A0A212CC91|A0A212CC91_CEREH
OG0009608	sp|Q9H4I9|EMRE_HUMAN	tr|A0A212CCE0|A0A212CCE0_CEREH
OG0009609	sp|Q9Y2R2|PTN22_HUMAN	tr|A0A212CF84|A0A212CF84_CEREH
OG0009610	sp|Q6YP21|KAT3_HUMAN	tr|A0A212CFB3|A0A212CFB3_CEREH
OG0009611	sp|Q9P2B2|FPRP_HUMAN	tr|A0A212CFB6|A0A212CFB6_CEREH
OG0009612	sp|Q96EK9|KTI12_HUMAN	tr|A0A212CG74|A0A212CG74_CEREH
OG0009613	sp|P17542|TAL1_HUMAN	tr|A0A212CHR6|A0A212CHR6_CEREH
OG0009614	sp|P55347|PKNX1_HUMAN	tr|A0A212CIC2|A0A212CIC2_CEREH
OG0009615	sp|P58557|YBEY_HUMAN	tr|A0A212CJC1|A0A212CJC1_CEREH
OG0009616	sp|Q8WYR4|RSPH1_HUMAN	tr|A0A212CJC8|A0A212CJC8_CEREH
OG0009617	sp|Q02338|BDH_HUMAN	tr|A0A212CJK6|A0A212CJK6_CEREH
OG0009618	sp|Q9GZZ9|UBA5_HUMAN	tr|A0A212CJK7|A0A212CJK7_CEREH
OG0009619	sp|P26022|PTX3_HUMAN	tr|A0A212CJY2|A0A212CJY2_CEREH
OG0009620	sp|Q8NA23|WDR31_HUMAN	tr|A0A212CM47|A0A212CM47_CEREH
OG0009621	sp|Q9NZZ3|CHMP5_HUMAN	tr|A0A212CMM5|A0A212CMM5_CEREH
OG0009622	sp|Q9H668|STN1_HUMAN	tr|A0A212CNY2|A0A212CNY2_CEREH
OG0009623	sp|Q53G59|KLH12_HUMAN	tr|A0A212CQS9|A0A212CQS9_CEREH
OG0009624	sp|Q96FI4|NEIL1_HUMAN	tr|A0A212CS21|A0A212CS21_CEREH
OG0009625	sp|Q9UJ55|MAGL2_HUMAN	tr|A0A212CT65|A0A212CT65_CEREH
OG0009626	sp|Q0VF96|CGNL1_HUMAN	tr|A0A212CUQ1|A0A212CUQ1_CEREH
OG0009627	sp|Q9BSG0|PADC1_HUMAN	tr|A0A212CW30|A0A212CW30_CEREH
OG0009628	sp|Q9BTF0|THUM2_HUMAN	tr|A0A212CXS6|A0A212CXS6_CEREH
OG0009629	sp|P39210|MPV17_HUMAN	tr|A0A212CXW1|A0A212CXW1_CEREH
OG0009630	sp|Q9ULH0|KDIS_HUMAN	tr|A0A212CXW4|A0A212CXW4_CEREH
OG0009631	sp|P50479|PDLI4_HUMAN	tr|A0A212CZZ3|A0A212CZZ3_CEREH
OG0009632	sp|Q86XN8|MEX3D_HUMAN	tr|A0A212D1G7|A0A212D1G7_CEREH
OG0009633	sp|Q9NX07|TSAP1_HUMAN	tr|A0A212D3T7|A0A212D3T7_CEREH
OG0009634	sp|P02751|FINC_HUMAN	tr|A0A212D3W3|A0A212D3W3_CEREH
OG0009635	sp|Q96JS3|PGBD1_HUMAN	tr|A0A212D5C4|A0A212D5C4_CEREH
OG0009636	sp|Q9ULC3|RAB23_HUMAN	tr|A0A212D5F2|A0A212D5F2_CEREH
OG0009637	sp|Q6UXD7|S49A3_HUMAN	tr|A0A212D661|A0A212D661_CEREH
OG0009638	sp|P22748|CAH4_HUMAN	tr|A0A212D6R2|A0A212D6R2_CEREH
OG0009639	sp|Q9NRC8|SIR7_HUMAN	tr|A0A212D7V3|A0A212D7V3_CEREH
OG0009640	sp|O95985|TOP3B_HUMAN	tr|A0A212D9A6|A0A212D9A6_CEREH
OG0009641	sp|Q12872|SFSWA_HUMAN	tr|A0A212D9L7|A0A212D9L7_CEREH
OG0009642	sp|H7C350|CC188_HUMAN	tr|A0A212DA82|A0A212DA82_CEREH
OG0009643	sp|Q9UL33|TPC2L_HUMAN	tr|A0A212DBE4|A0A212DBE4_CEREH
OG0009644	sp|I3L3R5|CCER2_HUMAN	tr|A0A212DD39|A0A212DD39_CEREH
OG0009645	sp|Q96LD8|SENP8_HUMAN	tr|A0A212DDT7|A0A212DDT7_CEREH
OG0009646	sp|P30990|NEUT_HUMAN	tr|A0A212DFX4|A0A212DFX4_CEREH
OG0009647	sp|O00408|PDE2A_HUMAN	tr|A0A212DI08|A0A212DI08_CEREH
OG0009648	sp|P21810|PGS1_HUMAN	tr|A0A212BZP0|A0A212BZP0_CEREH
OG0009649	sp|O95139|NDUB6_HUMAN	tr|A0A212C5H7|A0A212C5H7_CEREH
OG0009650	sp|Q9BU70|TRMO_HUMAN	tr|A0A212C5L6|A0A212C5L6_CEREH
OG0009651	sp|E5RG02|PRS46_HUMAN	tr|A0A212C5N0|A0A212C5N0_CEREH
OG0009652	sp|P52952|NKX25_HUMAN	tr|A0A212C8B0|A0A212C8B0_CEREH
OG0009653	sp|Q9NY27|PP4R2_HUMAN	tr|A0A212C8X2|A0A212C8X2_CEREH
OG0009654	sp|Q8N4S9|MALD2_HUMAN	tr|A0A212C907|A0A212C907_CEREH
OG0009655	sp|P82094|TMF1_HUMAN	tr|A0A212C9H6|A0A212C9H6_CEREH
OG0009656	sp|Q6TDU7|DNAI7_HUMAN	tr|A0A212CDJ1|A0A212CDJ1_CEREH
OG0009657	sp|Q17RY6|LY6K_HUMAN	tr|A0A212CDR5|A0A212CDR5_CEREH
OG0009658	sp|Q5T197|DCST1_HUMAN	tr|A0A212CET7|A0A212CET7_CEREH
OG0009659	sp|Q5T013|HYI_HUMAN	tr|A0A212CHA7|A0A212CHA7_CEREH
OG0009660	sp|Q6P5R6|RL22L_HUMAN	tr|A0A212CJ97|A0A212CJ97_CEREH
OG0009661	sp|Q9NXC5|MIO_HUMAN	tr|A0A212CL17|A0A212CL17_CEREH
OG0009662	sp|Q9NRH1|YAE1_HUMAN	tr|A0A212CL33|A0A212CL33_CEREH
OG0009663	sp|Q8N5K1|CISD2_HUMAN	tr|A0A212CLU7|A0A212CLU7_CEREH
OG0009664	sp|Q16401|PSMD5_HUMAN	tr|A0A212CMK7|A0A212CMK7_CEREH
OG0009665	sp|Q9H553|ALG2_HUMAN	tr|A0A212CMP5|A0A212CMP5_CEREH
OG0009666	sp|Q8WWW0|RASF5_HUMAN	tr|A0A212CQR3|A0A212CQR3_CEREH
OG0009667	sp|Q9UK55|ZPI_HUMAN	tr|A0A212CSM1|A0A212CSM1_CEREH
OG0009668	sp|P59282|TPPP2_HUMAN	tr|A0A212CTS6|A0A212CTS6_CEREH
OG0009669	sp|Q6NXP6|NXRD1_HUMAN	tr|A0A212CUL0|A0A212CUL0_CEREH
OG0009670	sp|Q9Y2V0|CDIN1_HUMAN	tr|A0A212CVA4|A0A212CVA4_CEREH
OG0009671	sp|P49356|FNTB_HUMAN	tr|A0A212CVK2|A0A212CVK2_CEREH
OG0009672	sp|Q12805|FBLN3_HUMAN	tr|A0A212CVK6|A0A212CVK6_CEREH
OG0009673	sp|Q13021|MALL_HUMAN	tr|A0A212CVM3|A0A212CVM3_CEREH
OG0009674	sp|Q96RY5|CRML_HUMAN	tr|A0A212CYH6|A0A212CYH6_CEREH
OG0009675	sp|Q9H173|SIL1_HUMAN	tr|A0A212D0F3|A0A212D0F3_CEREH
OG0009676	sp|Q13351|KLF1_HUMAN	tr|A0A212D0G2|A0A212D0G2_CEREH
OG0009677	sp|Q8IXS0|F217A_HUMAN	tr|A0A212D4X9|A0A212D4X9_CEREH
OG0009678	sp|Q96S55|WRIP1_HUMAN	tr|A0A212D5B0|A0A212D5B0_CEREH
OG0009679	sp|P30260|CDC27_HUMAN	tr|A0A212D6L5|A0A212D6L5_CEREH
OG0009680	sp|Q92949|FOXJ1_HUMAN	tr|A0A212D7F5|A0A212D7F5_CEREH
OG0009681	sp|Q9BX63|FANCJ_HUMAN	tr|A0A212D815|A0A212D815_CEREH
OG0009682	sp|Q6PEY1|TMM88_HUMAN	tr|A0A212D8W7|A0A212D8W7_CEREH
OG0009683	sp|Q8WZ73|RFFL_HUMAN	tr|A0A212D911|A0A212D911_CEREH
OG0009684	sp|Q9UHJ6|SHPK_HUMAN	tr|A0A212D937|A0A212D937_CEREH
OG0009685	sp|Q9ULX3|NOB1_HUMAN	tr|A0A212DDX7|A0A212DDX7_CEREH
OG0009686	sp|Q9H4P4|RNF41_HUMAN	tr|A0A212DF34|A0A212DF34_CEREH
OG0009687	sp|Q99542|MMP19_HUMAN	tr|A0A212DF42|A0A212DF42_CEREH
OG0009688	sp|Q9BSJ8|ESYT1_HUMAN	tr|A0A212DFC7|A0A212DFC7_CEREH
OG0009689	sp|Q6RFH5|WDR74_HUMAN	tr|A0A212DH09|A0A212DH09_CEREH
OG0009690	sp|O95070|YIF1A_HUMAN	tr|A0A212DHC3|A0A212DHC3_CEREH
OG0009691	sp|Q86VG3|IFTAP_HUMAN	tr|A0A212DJ04|A0A212DJ04_CEREH
OG0009692	sp|Q5JST6|EFHC2_HUMAN	tr|A0A212BZX6|A0A212BZX6_CEREH
OG0009693	sp|Q9NUQ2|PLCE_HUMAN	tr|A0A212C2K7|A0A212C2K7_CEREH
OG0009694	sp|Q13326|SGCG_HUMAN	tr|A0A212C407|A0A212C407_CEREH
OG0009695	sp|Q9Y2L5|TPPC8_HUMAN	tr|A0A212C6P3|A0A212C6P3_CEREH
OG0009696	sp|O75952|CABYR_HUMAN	tr|A0A212C738|A0A212C738_CEREH
OG0009697	sp|Q9UDY8|MALT1_HUMAN	tr|A0A212C751|A0A212C751_CEREH
OG0009698	sp|Q6PF05|TT23L_HUMAN	tr|A0A212C8N5|A0A212C8N5_CEREH
OG0009699	sp|Q12797|ASPH_HUMAN	tr|A0A212CE98|A0A212CE98_CEREH
OG0009700	sp|P06132|DCUP_HUMAN	tr|A0A212CGH1|A0A212CGH1_CEREH
OG0009701	sp|O95050|INMT_HUMAN	tr|A0A212CKS0|A0A212CKS0_CEREH
OG0009702	sp|P13667|PDIA4_HUMAN	tr|A0A212CKY6|A0A212CKY6_CEREH
OG0009703	sp|P51530|DNA2_HUMAN	tr|A0A212CPE5|A0A212CPE5_CEREH
OG0009704	sp|Q16667|CDKN3_HUMAN	tr|A0A212CUD7|A0A212CUD7_CEREH
OG0009705	sp|Q15650|TRIP4_HUMAN	tr|A0A212CUT4|A0A212CUT4_CEREH
OG0009706	sp|A8MVX0|ARG33_HUMAN	tr|A0A212CWG2|A0A212CWG2_CEREH
OG0009707	sp|Q15788|NCOA1_HUMAN	tr|A0A212CWK8|A0A212CWK8_CEREH
OG0009708	sp|O43761|SNG3_HUMAN	tr|A0A212CY34|A0A212CY34_CEREH
OG0009709	sp|P04085|PDGFA_HUMAN	tr|A0A212CY67|A0A212CY67_CEREH
OG0009710	sp|P04424|ARLY_HUMAN	tr|A0A212CZB9|A0A212CZB9_CEREH
OG0009711	sp|Q9UNE7|CHIP_HUMAN	tr|A0A212D031|A0A212D031_CEREH
OG0009712	sp|Q15466|NR0B2_HUMAN	tr|A0A212D362|A0A212D362_CEREH
OG0009713	sp|Q8TDH9|BL1S5_HUMAN	tr|A0A212D4N6|A0A212D4N6_CEREH
OG0009714	sp|Q99459|CDC5L_HUMAN	tr|A0A212D548|A0A212D548_CEREH
OG0009715	sp|Q9H5L6|THAP9_HUMAN	tr|A0A212D5W5|A0A212D5W5_CEREH
OG0009716	sp|Q6ICH7|ASPH2_HUMAN	tr|A0A212D6N7|A0A212D6N7_CEREH
OG0009717	sp|A6NIN4|RN227_HUMAN	tr|A0A212D7U8|A0A212D7U8_CEREH
OG0009718	sp|Q96EP1|CHFR_HUMAN	tr|A0A212D7W2|A0A212D7W2_CEREH
OG0009719	sp|P51688|SPHM_HUMAN	tr|A0A212D852|A0A212D852_CEREH
OG0009720	sp|Q92988|DLX4_HUMAN	tr|A0A212DA46|A0A212DA46_CEREH
OG0009721	sp|Q9H239|MMP28_HUMAN	tr|A0A212DA75|A0A212DA75_CEREH
OG0009722	sp|Q14849|STAR3_HUMAN	tr|A0A212DAN1|A0A212DAN1_CEREH
OG0009723	sp|Q9BRR8|GPTC1_HUMAN	tr|A0A212DDC8|A0A212DDC8_CEREH
OG0009724	sp|Q9UBQ5|EIF3K_HUMAN	tr|A0A212DDV8|A0A212DDV8_CEREH
OG0009725	sp|O00255|MEN1_HUMAN	tr|A0A212DG93|A0A212DG93_CEREH
OG0009726	sp|Q96MS0|ROBO3_HUMAN	tr|A0A212DGV9|A0A212DGV9_CEREH
OG0009727	sp|Q8NAB2|KBTB3_HUMAN	tr|A0A212DII3|A0A212DII3_CEREH
OG0009728	sp|P03891|NU2M_HUMAN	tr|A0A212C1B5|A0A212C1B5_CEREH
OG0009729	sp|Q8NBE8|KLH23_HUMAN	tr|A0A212C1P1|A0A212C1P1_CEREH
OG0009730	sp|Q58A45|PAN3_HUMAN	tr|A0A212C3V8|A0A212C3V8_CEREH
OG0009731	sp|Q8WVM0|TFB1M_HUMAN	tr|A0A212C7I7|A0A212C7I7_CEREH
OG0009732	sp|Q9NTJ5|SAC1_HUMAN	tr|A0A212C8Z2|A0A212C8Z2_CEREH
OG0009733	sp|Q9C098|DCLK3_HUMAN	tr|A0A212C9R9|A0A212C9R9_CEREH
OG0009734	sp|Q8TC36|SUN5_HUMAN	tr|A0A212CA69|A0A212CA69_CEREH
OG0009735	sp|Q969R8|ITFG2_HUMAN	tr|A0A212CCA2|A0A212CCA2_CEREH
OG0009736	sp|Q6P1N9|TATD1_HUMAN	tr|A0A212CES4|A0A212CES4_CEREH
OG0009737	sp|Q9UIF3|TEKT2_HUMAN	tr|A0A212CFV6|A0A212CFV6_CEREH
OG0009738	sp|O75508|CLD11_HUMAN	tr|A0A212CJQ2|A0A212CJQ2_CEREH
OG0009739	sp|Q9UKB3|DJC12_HUMAN	tr|A0A212CNG2|A0A212CNG2_CEREH
OG0009740	sp|O95817|BAG3_HUMAN	tr|A0A212CPK3|A0A212CPK3_CEREH
OG0009741	sp|P52954|LBX1_HUMAN	tr|A0A212CPK8|A0A212CPK8_CEREH
OG0009742	sp|Q9Y228|T3JAM_HUMAN	tr|A0A212CR67|A0A212CR67_CEREH
OG0009743	sp|Q96IL0|COA8_HUMAN	tr|A0A212CSD9|A0A212CSD9_CEREH
OG0009744	sp|P67812|SC11A_HUMAN	tr|A0A212CT25|A0A212CT25_CEREH
OG0009745	sp|O75971|SNPC5_HUMAN	tr|A0A212CTJ6|A0A212CTJ6_CEREH
OG0009746	sp|Q9HA47|UCK1_HUMAN	tr|A0A212CWQ8|A0A212CWQ8_CEREH
OG0009747	sp|Q76L83|ASXL2_HUMAN	tr|A0A212CX11|A0A212CX11_CEREH
OG0009748	sp|Q9UGK3|STAP2_HUMAN	tr|A0A212D0F7|A0A212D0F7_CEREH
OG0009749	sp|Q99075|HBEGF_HUMAN	tr|A0A212D215|A0A212D215_CEREH
OG0009750	sp|Q9HA82|CERS4_HUMAN	tr|A0A212D231|A0A212D231_CEREH
OG0009751	sp|A0A1W2PP97|THSD8_HUMAN	tr|A0A212D297|A0A212D297_CEREH
OG0009752	sp|P54107|CRIS1_HUMAN	tr|A0A212D5D1|A0A212D5D1_CEREH
OG0009753	sp|Q96AG4|LRC59_HUMAN	tr|A0A212D9I0|A0A212D9I0_CEREH
OG0009754	sp|Q9P086|MED11_HUMAN	tr|A0A212D9W1|A0A212D9W1_CEREH
OG0009755	sp|Q9UG56|PISD_HUMAN	tr|A0A212DB40|A0A212DB40_CEREH
OG0009756	sp|P53567|CEBPG_HUMAN	tr|A0A212DCC9|A0A212DCC9_CEREH
OG0009757	sp|I3L1E1|CS084_HUMAN	tr|A0A212DDE5|A0A212DDE5_CEREH
OG0009758	sp|Q8WUU4|ZN296_HUMAN	tr|A0A212DE33|A0A212DE33_CEREH
OG0009759	sp|Q15185|TEBP_HUMAN	tr|A0A212DF04|A0A212DF04_CEREH
OG0009760	sp|Q8IXL7|MSRB3_HUMAN	tr|A0A212DFR8|A0A212DFR8_CEREH
OG0009761	sp|Q14542|S29A2_HUMAN	tr|A0A212DGW5|A0A212DGW5_CEREH
OG0009762	sp|Q9HCB6|SPON1_HUMAN	tr|A0A212DIJ8|A0A212DIJ8_CEREH
OG0009764	sp|Q9Y2S2|CRYL1_HUMAN	tr|A0A212C4A8|A0A212C4A8_CEREH
OG0009765	sp|Q9UJZ1|STML2_HUMAN	tr|A0A212C4Q6|A0A212C4Q6_CEREH
OG0009766	sp|Q92558|WASF1_HUMAN	tr|A0A212C5W4|A0A212C5W4_CEREH
OG0009767	sp|P22830|HEMH_HUMAN	tr|A0A212C6T5|A0A212C6T5_CEREH
OG0009768	sp|Q969U7|PSMG2_HUMAN	tr|A0A212C730|A0A212C730_CEREH
OG0009769	sp|Q0VDI3|TM267_HUMAN	tr|A0A212C841|A0A212C841_CEREH
OG0009770	sp|Q96BP3|PPWD1_HUMAN	tr|A0A212C8B5|A0A212C8B5_CEREH
OG0009771	sp|P01286|SLIB_HUMAN	tr|A0A212CBI2|A0A212CBI2_CEREH
OG0009772	sp|Q8N4F0|BPIB2_HUMAN	tr|A0A212CC45|A0A212CC45_CEREH
OG0009773	sp|Q9NQ89|CL004_HUMAN	tr|A0A212CC77|A0A212CC77_CEREH
OG0009774	sp|Q13118|KLF10_HUMAN	tr|A0A212CDY2|A0A212CDY2_CEREH
OG0009775	sp|Q9Y4U1|MMAC_HUMAN	tr|A0A212CFJ7|A0A212CFJ7_CEREH
OG0009776	sp|Q99584|S10AD_HUMAN	tr|A0A212CH37|A0A212CH37_CEREH
OG0009777	sp|Q9ULK2|AT7L1_HUMAN	tr|A0A212CKH8|A0A212CKH8_CEREH
OG0009778	sp|Q6ZMT9|DTHD1_HUMAN	tr|A0A212CM13|A0A212CM13_CEREH
OG0009779	sp|O75072|FKTN_HUMAN	tr|A0A212CM95|A0A212CM95_CEREH
OG0009780	sp|Q6NSJ0|MYORG_HUMAN	tr|A0A212CN90|A0A212CN90_CEREH
OG0009781	sp|Q96Q89|KI20B_HUMAN	tr|A0A212CNK7|A0A212CNK7_CEREH
OG0009782	sp|Q8NBP0|TTC13_HUMAN	tr|A0A212CPN5|A0A212CPN5_CEREH
OG0009783	sp|Q96IY1|NSL1_HUMAN	tr|A0A212CQ80|A0A212CQ80_CEREH
OG0009784	sp|Q9Y675|SNURF_HUMAN	tr|A0A212CSW1|A0A212CSW1_CEREH
OG0009785	sp|P29374|ARI4A_HUMAN	tr|A0A212CUG8|A0A212CUG8_CEREH
OG0009786	sp|C9JE40|PATL2_HUMAN	tr|A0A212CUJ0|A0A212CUJ0_CEREH
OG0009787	sp|Q6ZMI0|PPR21_HUMAN	tr|A0A212CWB0|A0A212CWB0_CEREH
OG0009788	sp|Q92499|DDX1_HUMAN	tr|A0A212CWQ5|A0A212CWQ5_CEREH
OG0009789	sp|Q4G0I0|CSMT1_HUMAN	tr|A0A212CY93|A0A212CY93_CEREH
OG0009790	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A212D0N7|A0A212D0N7_CEREH
OG0009791	sp|O95633|FSTL3_HUMAN	tr|A0A212D1T1|A0A212D1T1_CEREH
OG0009792	sp|Q8N350|CBARP_HUMAN	tr|A0A212D282|A0A212D282_CEREH
OG0009793	sp|Q969H4|CNKR1_HUMAN	tr|A0A212D3G1|A0A212D3G1_CEREH
OG0009794	sp|Q92485|ASM3B_HUMAN	tr|A0A212D3T8|A0A212D3T8_CEREH
OG0009795	sp|O43324|MCA3_HUMAN	tr|A0A212D474|A0A212D474_CEREH
OG0009796	sp|Q9H9Q2|CSN7B_HUMAN	tr|A0A212D4G4|A0A212D4G4_CEREH
OG0009797	sp|Q6ZR85|CQ107_HUMAN	tr|A0A212D8D5|A0A212D8D5_CEREH
OG0009798	sp|Q96JN8|NEUL4_HUMAN	tr|A0A212DAG6|A0A212DAG6_CEREH
OG0009799	sp|Q92914|FGF11_HUMAN	tr|A0A212DB56|A0A212DB56_CEREH
OG0009800	sp|Q9H0K4|RSH6A_HUMAN	tr|A0A212DCP2|A0A212DCP2_CEREH
