Orthogroup	Homo_sapiens	Bos_taurus
OG0010904	sp|Q9BUL5|PHF23_HUMAN	sp|A5D962|PHF23_BOVIN
OG0010905	sp|Q05823|RN5A_HUMAN	tr|A5H027|A5H027_BOVIN
OG0010906	sp|Q9NQ92|COPRS_HUMAN	sp|A5PJD3|COPRS_BOVIN
OG0010907	sp|Q99496|RING2_HUMAN	tr|A6QLQ0|A6QLQ0_BOVIN
OG0010908	sp|Q6UWM7|LCTL_HUMAN	tr|E1B708|E1B708_BOVIN
OG0010909	sp|Q92570|NR4A3_HUMAN	tr|E1B7S6|E1B7S6_BOVIN
OG0010910	sp|Q8IZJ3|CPMD8_HUMAN	tr|E1BAA2|E1BAA2_BOVIN
OG0010911	sp|E9PGG2|ANHX_HUMAN	tr|E1BAI9|E1BAI9_BOVIN
OG0010912	sp|P07359|GP1BA_HUMAN	tr|E1BB32|E1BB32_BOVIN
OG0010913	sp|Q96S38|KS6C1_HUMAN	tr|E1BB43|E1BB43_BOVIN
OG0010914	sp|Q8NCU4|CC191_HUMAN	tr|E1BBW2|E1BBW2_BOVIN
OG0010915	sp|Q9BW11|MAD3_HUMAN	tr|E1BBZ1|E1BBZ1_BOVIN
OG0010916	sp|Q8TE04|PANK1_HUMAN	tr|E1BCR9|E1BCR9_BOVIN
OG0010917	sp|Q86Y79|PTH_HUMAN	tr|E1BK88|E1BK88_BOVIN
OG0010918	sp|Q15596|NCOA2_HUMAN	tr|E1BPY4|E1BPY4_BOVIN
OG0010919	sp|Q9Y5K2|KLK4_HUMAN	tr|F1MLB5|F1MLB5_BOVIN
OG0010920	sp|A7MBM2|DISP2_HUMAN	tr|F1MS67|F1MS67_BOVIN
OG0010921	sp|O95390|GDF11_HUMAN	tr|F1MXM6|F1MXM6_BOVIN
OG0010922	sp|Q96NL1|TMM74_HUMAN	tr|F1N044|F1N044_BOVIN
OG0010923	sp|Q96JH8|RADIL_HUMAN	tr|F1N265|F1N265_BOVIN
OG0010924	sp|P08294|SODE_HUMAN	tr|F6R4N7|F6R4N7_BOVIN
OG0010925	sp|Q86Y13|DZIP3_HUMAN	tr|F6RVN5|F6RVN5_BOVIN
OG0010926	sp|P24071|FCAR_HUMAN	tr|G5E5S0|G5E5S0_BOVIN
OG0010927	sp|Q07812|BAX_HUMAN	sp|O02703|BAX_BOVIN
OG0010928	sp|Q86TI0|TBCD1_HUMAN	sp|O97790|TBCD1_BOVIN
OG0010929	sp|O75306|NDUS2_HUMAN	sp|P17694|NDUS2_BOVIN
OG0010930	sp|P61923|COPZ1_HUMAN	sp|P35604|COPZ1_BOVIN
OG0010931	sp|P55083|MFAP4_HUMAN	sp|P55918|MFAP4_BOVIN
OG0010932	sp|Q8TAX0|OSR1_HUMAN	sp|Q08DS3|OSR1_BOVIN
OG0010933	sp|Q8N6Y0|USBP1_HUMAN	tr|Q08DY7|Q08DY7_BOVIN
OG0010934	sp|O43597|SPY2_HUMAN	sp|Q08E39|SPY2_BOVIN
OG0010935	sp|Q504Y0|S39AC_HUMAN	sp|Q08E40|S39AC_BOVIN
OG0010936	sp|Q9NPA3|M1IP1_HUMAN	tr|Q08E46|Q08E46_BOVIN
OG0010937	sp|P29353|SHC1_HUMAN	sp|Q0IIE2|SHC1_BOVIN
OG0010938	sp|Q96B01|R51A1_HUMAN	tr|Q0VCU5|Q0VCU5_BOVIN
OG0010939	sp|Q92733|PRCC_HUMAN	tr|Q1RML0|Q1RML0_BOVIN
OG0010940	sp|P61165|TM258_HUMAN	sp|Q32P84|TM258_BOVIN
OG0010941	sp|Q9H814|PHAX_HUMAN	sp|Q3MHI4|PHAX_BOVIN
OG0010942	sp|Q9Y5Y2|NUBP2_HUMAN	sp|Q3MHY6|NUBP2_BOVIN
OG0010943	sp|Q9Y3T9|NOC2L_HUMAN	sp|Q3SYU1|NOC2L_BOVIN
OG0010944	sp|Q53GG5|PDLI3_HUMAN	sp|Q3SYZ8|PDLI3_BOVIN
OG0010945	sp|Q8NC54|KCT2_HUMAN	tr|Q3SZI3|Q3SZI3_BOVIN
OG0010946	sp|Q14197|ICT1_HUMAN	sp|Q3T116|ICT1_BOVIN
OG0010947	sp|Q9NX18|SDHF2_HUMAN	sp|Q3ZBC2|SDHF2_BOVIN
OG0010948	sp|Q969Q6|P2R3C_HUMAN	sp|Q5E9G1|P2R3C_BOVIN
OG0010949	sp|Q9Y2D2|S35A3_HUMAN	sp|Q6YC49|S35A3_BOVIN
OG0010950	sp|Q9BRG2|SH23A_HUMAN	tr|A0A3Q1LNJ6|A0A3Q1LNJ6_BOVIN
OG0010951	sp|Q5XUX0|FBX31_HUMAN	tr|A0A3Q1LQM8|A0A3Q1LQM8_BOVIN
OG0010952	sp|K9M1U5|IFNL4_HUMAN	tr|A0A3Q1LTB2|A0A3Q1LTB2_BOVIN
OG0010953	sp|P58658|EVA1C_HUMAN	tr|A0A3Q1LX14|A0A3Q1LX14_BOVIN
OG0010954	sp|Q8NGN2|O10S1_HUMAN	tr|A0A3Q1LXF7|A0A3Q1LXF7_BOVIN
OG0010955	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A3Q1M535|A0A3Q1M535_BOVIN
OG0010956	sp|Q5U4N7|GDAS1_HUMAN	tr|A0A3Q1MC11|A0A3Q1MC11_BOVIN
OG0010957	sp|Q6NXE6|ARMC6_HUMAN	tr|A0A3Q1MFF8|A0A3Q1MFF8_BOVIN
OG0010959	sp|Q9BZ11|ADA33_HUMAN	tr|A0A3Q1MUL4|A0A3Q1MUL4_BOVIN
OG0010960	sp|Q5VYY1|ANR22_HUMAN	tr|A0A3S5ZPI3|A0A3S5ZPI3_BOVIN
OG0010961	sp|Q8N2Y8|RUSC2_HUMAN	tr|A2VDZ8|A2VDZ8_BOVIN
OG0010962	sp|Q71SY5|MED25_HUMAN	sp|A2VE44|MED25_BOVIN
OG0010963	sp|Q12996|CSTF3_HUMAN	tr|A5PJR5|A5PJR5_BOVIN
OG0010964	sp|P46095|GPR6_HUMAN	tr|A6QLL9|A6QLL9_BOVIN
OG0010965	sp|Q96KB5|TOPK_HUMAN	tr|A6QQX0|A6QQX0_BOVIN
OG0010966	sp|P52569|CTR2_HUMAN	tr|E1B968|E1B968_BOVIN
OG0010967	sp|Q9H788|SH24A_HUMAN	tr|E1BBL1|E1BBL1_BOVIN
OG0010968	sp|Q14435|GALT3_HUMAN	tr|E1BBP1|E1BBP1_BOVIN
OG0010969	sp|Q8NFJ8|BHE22_HUMAN	tr|E1BEW2|E1BEW2_BOVIN
OG0010970	sp|Q6QAJ8|TM220_HUMAN	tr|E1BGQ6|E1BGQ6_BOVIN
OG0010971	sp|Q9NV56|MRGBP_HUMAN	tr|E1BHM1|E1BHM1_BOVIN
OG0010972	sp|Q7Z6M2|FBX33_HUMAN	tr|E1BJA6|E1BJA6_BOVIN
OG0010973	sp|Q96DX5|ASB9_HUMAN	tr|E1BKE5|E1BKE5_BOVIN
OG0010974	sp|P11474|ERR1_HUMAN	tr|F1MBX3|F1MBX3_BOVIN
OG0010975	sp|Q7L3T8|SYPM_HUMAN	tr|F1MHD4|F1MHD4_BOVIN
OG0010976	sp|P19838|NFKB1_HUMAN	tr|F1MKW9|F1MKW9_BOVIN
OG0010977	sp|Q12980|NPRL3_HUMAN	tr|F1MMI3|F1MMI3_BOVIN
OG0010978	sp|Q15646|OASL_HUMAN	tr|F1MXX7|F1MXX7_BOVIN
OG0010979	sp|Q4KMZ8|NKAI1_HUMAN	tr|F1N1W0|F1N1W0_BOVIN
OG0010980	sp|Q9NQ75|CASS4_HUMAN	tr|F1N289|F1N289_BOVIN
OG0010981	sp|P28676|GRAN_HUMAN	tr|F1N7I6|F1N7I6_BOVIN
OG0010982	sp|Q9UBW8|CSN7A_HUMAN	tr|F6QE33|F6QE33_BOVIN
OG0010983	sp|Q9H1M3|DB129_HUMAN	tr|G3MYQ2|G3MYQ2_BOVIN
OG0010984	sp|Q6ZVW7|I17EL_HUMAN	tr|G3N0X3|G3N0X3_BOVIN
OG0010985	sp|Q6IA17|SIGIR_HUMAN	tr|G5E5E8|G5E5E8_BOVIN
OG0010986	sp|P13501|CCL5_HUMAN	sp|O97919|CCL5_BOVIN
OG0010987	sp|P07737|PROF1_HUMAN	sp|P02584|PROF1_BOVIN
OG0010988	sp|P25101|EDNRA_HUMAN	sp|P21450|EDNRA_BOVIN
OG0010989	sp|P03372|ESR1_HUMAN	sp|P49884|ESR1_BOVIN
OG0010990	sp|P67870|CSK2B_HUMAN	sp|P67868|CSK2B_BOVIN
OG0010991	sp|P82909|KGD4_HUMAN	sp|P82908|KGD4_BOVIN
OG0010992	sp|O96000|NDUBA_HUMAN	sp|Q02373|NDUBA_BOVIN
OG0010993	sp|Q6UXD5|SE6L2_HUMAN	sp|Q29RN8|SE6L2_BOVIN
OG0010994	sp|Q9NXX6|NSE4A_HUMAN	sp|Q2TBI1|NSE4A_BOVIN
OG0010995	sp|O14967|CLGN_HUMAN	sp|Q3SYT6|CLGN_BOVIN
OG0010996	sp|Q9NY93|DDX56_HUMAN	sp|Q3SZ40|DDX56_BOVIN
OG0010997	sp|Q9Y3B9|RRP15_HUMAN	sp|Q3T062|RRP15_BOVIN
OG0010998	sp|Q9NQT5|EXOS3_HUMAN	sp|Q3T0E1|EXOS3_BOVIN
OG0010999	sp|P38646|GRP75_HUMAN	sp|Q3ZCH0|GRP75_BOVIN
OG0011000	sp|Q9BWJ5|SF3B5_HUMAN	sp|Q56K13|SF3B5_BOVIN
OG0011001	sp|Q9H078|CLPB_HUMAN	sp|Q5E9N5|CLPB_BOVIN
OG0011002	sp|Q04941|PLP2_HUMAN	sp|Q6Y1E2|PLP2_BOVIN
OG0011003	sp|Q9NP84|TNR12_HUMAN	tr|A0A3Q1LHY0|A0A3Q1LHY0_BOVIN
OG0011004	sp|Q9Y5X9|LIPE_HUMAN	tr|A0A3Q1LR40|A0A3Q1LR40_BOVIN
OG0011006	sp|Q96NJ5|KLH32_HUMAN	tr|A0A3Q1M0M0|A0A3Q1M0M0_BOVIN
OG0011007	sp|P0C2L3|F163B_HUMAN	tr|A0A3Q1M0V2|A0A3Q1M0V2_BOVIN
OG0011008	sp|P49593|PPM1F_HUMAN	tr|A0A3Q1M2E9|A0A3Q1M2E9_BOVIN
OG0011009	sp|Q8NBS3|S4A11_HUMAN	tr|A0A3Q1M551|A0A3Q1M551_BOVIN
OG0011010	sp|Q504T8|MIDN_HUMAN	tr|A0A3Q1MNV0|A0A3Q1MNV0_BOVIN
OG0011011	sp|Q2TB10|ZN800_HUMAN	tr|A0A3Q1MPI8|A0A3Q1MPI8_BOVIN
OG0011012	sp|Q13794|APR_HUMAN	tr|A0A3Q1NFP6|A0A3Q1NFP6_BOVIN
OG0011013	sp|Q9UPZ9|CILK1_HUMAN	tr|A5PK06|A5PK06_BOVIN
OG0011014	sp|Q53HC0|CCD92_HUMAN	tr|A6QPA2|A6QPA2_BOVIN
OG0011015	sp|Q330K2|NDUF6_HUMAN	sp|A7YVD7|NDUF6_BOVIN
OG0011016	sp|Q00534|CDK6_HUMAN	tr|E1BC36|E1BC36_BOVIN
OG0011017	sp|Q86XP3|DDX42_HUMAN	tr|E1BJD2|E1BJD2_BOVIN
OG0011018	sp|P08F94|PKHD1_HUMAN	tr|E1BK86|E1BK86_BOVIN
OG0011019	sp|Q9HC44|GPBL1_HUMAN	tr|E1BL19|E1BL19_BOVIN
OG0011020	sp|Q5T700|LRAD1_HUMAN	tr|E1BLZ7|E1BLZ7_BOVIN
OG0011021	sp|Q8TEY5|CR3L4_HUMAN	tr|E1BP88|E1BP88_BOVIN
OG0011022	sp|Q8N468|MFD4A_HUMAN	tr|F1MB39|F1MB39_BOVIN
OG0011023	sp|P29372|3MG_HUMAN	tr|F1MKN2|F1MKN2_BOVIN
OG0011024	sp|P46531|NOTC1_HUMAN	tr|F1MSM3|F1MSM3_BOVIN
OG0011025	sp|Q16600|ZN239_HUMAN	tr|F1MSU1|F1MSU1_BOVIN
OG0011026	sp|A6NNY8|UBP27_HUMAN	tr|F1MTL6|F1MTL6_BOVIN
OG0011027	sp|Q8ND83|SLAI1_HUMAN	tr|F1MVT5|F1MVT5_BOVIN
OG0011028	sp|Q9H4D0|CSTN2_HUMAN	tr|F1MZX3|F1MZX3_BOVIN
OG0011029	sp|Q16322|KCA10_HUMAN	tr|F1N0E8|F1N0E8_BOVIN
OG0011030	sp|Q6PJG6|BRAT1_HUMAN	tr|F1N1C8|F1N1C8_BOVIN
OG0011031	sp|Q8IVP5|FUND1_HUMAN	sp|F1N5S9|FUND1_BOVIN
OG0011032	sp|Q15283|RASA2_HUMAN	tr|F1N795|F1N795_BOVIN
OG0011033	sp|Q7RTM1|OTOP1_HUMAN	tr|G5E561|G5E561_BOVIN
OG0011034	sp|P21246|PTN_HUMAN	sp|P21782|PTN_BOVIN
OG0011035	sp|Q9Y5W9|SNX11_HUMAN	sp|Q08DD7|SNX11_BOVIN
OG0011036	sp|Q8N6D2|RN182_HUMAN	tr|Q08DS1|Q08DS1_BOVIN
OG0011037	sp|Q14232|EI2BA_HUMAN	sp|Q0IIF2|EI2BA_BOVIN
OG0011038	sp|Q96CB9|NSUN4_HUMAN	sp|Q0V8R7|NSUN4_BOVIN
OG0011039	sp|O75324|SNN_HUMAN	sp|Q17Q87|SNN_BOVIN
OG0011040	sp|Q9Y5R8|TPPC1_HUMAN	sp|Q17QI1|TPPC1_BOVIN
OG0011041	sp|Q13103|SPP24_HUMAN	sp|Q27967|SPP24_BOVIN
OG0011042	sp|Q96HR9|REEP6_HUMAN	sp|Q32LG5|REEP6_BOVIN
OG0011043	sp|Q9UL16|CFA45_HUMAN	sp|Q32LN4|CFA45_BOVIN
OG0011044	sp|Q9UKT5|FBX4_HUMAN	sp|Q3T0J1|FBX4_BOVIN
OG0011045	sp|O43825|B3GT2_HUMAN	tr|Q3T0R9|Q3T0R9_BOVIN
OG0011046	sp|P62249|RS16_HUMAN	sp|Q3T0X6|RS16_BOVIN
OG0011047	sp|P78371|TCPB_HUMAN	sp|Q3ZBH0|TCPB_BOVIN
OG0011048	sp|Q9BWS9|CHID1_HUMAN	sp|Q5EAB4|CHID1_BOVIN
OG0011049	sp|P22748|CAH4_HUMAN	sp|Q95323|CAH4_BOVIN
OG0011050	sp|Q969E1|LEAP2_HUMAN	sp|Q95JC3|LEAP2_BOVIN
OG0011051	sp|Q9NSB8|HOME2_HUMAN	tr|A0A3Q1LHC4|A0A3Q1LHC4_BOVIN
OG0011052	sp|Q8WXI7|MUC16_HUMAN	tr|A0A3Q1LQ52|A0A3Q1LQ52_BOVIN
OG0011053	sp|O95985|TOP3B_HUMAN	tr|A0A3Q1LUZ8|A0A3Q1LUZ8_BOVIN
OG0011054	sp|Q01740|FMO1_HUMAN	tr|A0A3Q1M207|A0A3Q1M207_BOVIN
OG0011056	sp|Q86VF7|NRAP_HUMAN	tr|A0A3Q1M8J5|A0A3Q1M8J5_BOVIN
OG0011057	sp|Q8WYR4|RSPH1_HUMAN	tr|A0A3Q1M905|A0A3Q1M905_BOVIN
OG0011058	sp|O75330|HMMR_HUMAN	tr|A0A3Q1MJE8|A0A3Q1MJE8_BOVIN
OG0011059	sp|O15015|ZN646_HUMAN	tr|A0A3Q1MM89|A0A3Q1MM89_BOVIN
OG0011060	sp|Q92918|M4K1_HUMAN	tr|A0A3Q1MRS0|A0A3Q1MRS0_BOVIN
OG0011061	sp|Q86UA1|PRP39_HUMAN	tr|A0A3Q1MRZ3|A0A3Q1MRZ3_BOVIN
OG0011062	sp|A0A1B0GTD5|TEX49_HUMAN	tr|A0A3Q1MT14|A0A3Q1MT14_BOVIN
OG0011063	sp|A6NI28|RHG42_HUMAN	tr|A0A3Q1MT43|A0A3Q1MT43_BOVIN
OG0011064	sp|Q5T7M9|DIK1A_HUMAN	tr|A4FV51|A4FV51_BOVIN
OG0011065	sp|Q96AZ1|EFMT3_HUMAN	sp|A4FV98|EFMT3_BOVIN
OG0011066	sp|Q9Y697|NFS1_HUMAN	tr|A5PKG4|A5PKG4_BOVIN
OG0011067	sp|Q3C1V0|M4A18_HUMAN	sp|A6QPF4|M4A18_BOVIN
OG0011068	sp|O95407|TNF6B_HUMAN	tr|A6QPW7|A6QPW7_BOVIN
OG0011069	sp|Q9NXC5|MIO_HUMAN	tr|E1B899|E1B899_BOVIN
OG0011070	sp|Q5QJU3|ACER2_HUMAN	tr|E1B8N2|E1B8N2_BOVIN
OG0011071	sp|O95382|M3K6_HUMAN	tr|E1BBJ8|E1BBJ8_BOVIN
OG0011072	sp|Q5VWQ0|RSBN1_HUMAN	tr|E1BBV1|E1BBV1_BOVIN
OG0011073	sp|Q5U651|RAIN_HUMAN	tr|E1BDB1|E1BDB1_BOVIN
OG0011074	sp|Q53S58|TM177_HUMAN	tr|E1BDP4|E1BDP4_BOVIN
OG0011075	sp|Q9BXW9|FACD2_HUMAN	tr|E1BE83|E1BE83_BOVIN
OG0011076	sp|P10243|MYBA_HUMAN	tr|E1BEL3|E1BEL3_BOVIN
OG0011077	sp|O43541|SMAD6_HUMAN	tr|E1BH37|E1BH37_BOVIN
OG0011078	sp|Q9C0B2|CFA74_HUMAN	tr|E1BMY4|E1BMY4_BOVIN
OG0011079	sp|Q8NGR3|OR1K1_HUMAN	tr|E1BPI0|E1BPI0_BOVIN
OG0011080	sp|P29597|TYK2_HUMAN	tr|F1MCX4|F1MCX4_BOVIN
OG0011081	sp|A1L4L8|PL8L1_HUMAN	tr|F1MDB7|F1MDB7_BOVIN
OG0011082	sp|Q8WUY3|PRUN2_HUMAN	tr|F1MFL0|F1MFL0_BOVIN
OG0011083	sp|Q03701|CEBPZ_HUMAN	tr|F1MHM7|F1MHM7_BOVIN
OG0011084	sp|Q5T4T1|T170B_HUMAN	tr|F1MIF3|F1MIF3_BOVIN
OG0011085	sp|Q9H7M6|ZSWM4_HUMAN	tr|F1MLA3|F1MLA3_BOVIN
OG0011086	sp|Q6DKI7|PVRIG_HUMAN	tr|F1MNH7|F1MNH7_BOVIN
OG0011087	sp|Q96P31|FCRL3_HUMAN	tr|F1MTH5|F1MTH5_BOVIN
OG0011088	sp|Q13562|NDF1_HUMAN	tr|F1N2Z3|F1N2Z3_BOVIN
OG0011089	sp|Q9NQC3|RTN4_HUMAN	tr|F1N405|F1N405_BOVIN
OG0011090	sp|Q2TAC2|CCD57_HUMAN	tr|F1N7U5|F1N7U5_BOVIN
OG0011091	sp|P05546|HEP2_HUMAN	tr|F6R4P6|F6R4P6_BOVIN
OG0011092	sp|O60725|ICMT_HUMAN	tr|G3N1V4|G3N1V4_BOVIN
OG0011093	sp|O15350|P73_HUMAN	tr|G3X6J7|G3X6J7_BOVIN
OG0011094	sp|Q9UD71|PPR1B_HUMAN	sp|P07516|PPR1B_BOVIN
OG0011095	sp|P08195|4F2_HUMAN	tr|Q08DL0|Q08DL0_BOVIN
OG0011096	sp|Q9NRG4|SMYD2_HUMAN	sp|Q0P585|SMYD2_BOVIN
OG0011097	sp|P62079|TSN5_HUMAN	sp|Q17QJ5|TSN5_BOVIN
OG0011098	sp|Q86XR7|TCAM2_HUMAN	sp|Q2LGB7|TCAM2_BOVIN
OG0011099	sp|P61011|SRP54_HUMAN	sp|Q2T9U1|SRP54_BOVIN
OG0011100	sp|O95164|UBL3_HUMAN	sp|Q2TA46|UBL3_BOVIN
OG0011101	sp|Q5TEZ5|CF163_HUMAN	sp|Q2TBK0|CF163_BOVIN
OG0011102	sp|Q13795|ARFRP_HUMAN	sp|Q32LJ2|ARFRP_BOVIN
OG0011103	sp|Q15435|PP1R7_HUMAN	sp|Q3T0W4|PP1R7_BOVIN
OG0011104	sp|O43927|CXL13_HUMAN	tr|Q56JW7|Q56JW7_BOVIN
OG0011105	sp|Q9BPX5|ARP5L_HUMAN	sp|Q5E963|ARP5L_BOVIN
OG0011106	sp|P49755|TMEDA_HUMAN	sp|Q5E971|TMEDA_BOVIN
OG0011107	sp|Q14116|IL18_HUMAN	sp|Q9TU73|IL18_BOVIN
OG0011108	sp|O94856|NFASC_HUMAN	tr|A0A3Q1LMZ3|A0A3Q1LMZ3_BOVIN
OG0011109	sp|P18825|ADA2C_HUMAN	tr|A0A3Q1LQ48|A0A3Q1LQ48_BOVIN
OG0011110	sp|Q9BXJ5|C1QT2_HUMAN	tr|A0A3Q1LUL9|A0A3Q1LUL9_BOVIN
OG0011111	sp|Q9UK00|CC018_HUMAN	tr|A0A3Q1LZN6|A0A3Q1LZN6_BOVIN
OG0011112	sp|Q8WUZ0|BCL7C_HUMAN	tr|A0A3Q1M5J7|A0A3Q1M5J7_BOVIN
OG0011113	sp|Q68BL7|OLM2A_HUMAN	tr|A0A3Q1M5N9|A0A3Q1M5N9_BOVIN
OG0011114	sp|P39877|PA2G5_HUMAN	tr|A0A3Q1M5P6|A0A3Q1M5P6_BOVIN
OG0011115	sp|Q96B97|SH3K1_HUMAN	tr|A0A3Q1M839|A0A3Q1M839_BOVIN
OG0011117	sp|A0A1B0GWG4|SRTM2_HUMAN	tr|A0A3Q1MGR8|A0A3Q1MGR8_BOVIN
OG0011118	sp|Q15650|TRIP4_HUMAN	tr|A0A3Q1MJH2|A0A3Q1MJH2_BOVIN
OG0011119	sp|Q96F25|ALG14_HUMAN	tr|A0A3Q1MW72|A0A3Q1MW72_BOVIN
OG0011120	sp|Q9Y6D9|MD1L1_HUMAN	tr|A0A3Q1MWV1|A0A3Q1MWV1_BOVIN
OG0011121	sp|Q86YV9|HPS6_HUMAN	tr|A2VDT8|A2VDT8_BOVIN
OG0011122	sp|Q9P2G4|MAP10_HUMAN	sp|A3KMW7|MAP10_BOVIN
OG0011123	sp|Q9NZQ0|DJC27_HUMAN	sp|A5D7F5|DJC27_BOVIN
OG0011124	sp|A6NJI9|LRC72_HUMAN	sp|A6H759|LRC72_BOVIN
OG0011125	sp|Q9HCH0|NCK5L_HUMAN	tr|E1B808|E1B808_BOVIN
OG0011126	sp|O95625|ZBT11_HUMAN	tr|E1BBI5|E1BBI5_BOVIN
OG0011127	sp|Q6PID6|TTC33_HUMAN	tr|E1BD50|E1BD50_BOVIN
OG0011128	sp|Q9Y651|SOX21_HUMAN	tr|E1BHN5|E1BHN5_BOVIN
OG0011129	sp|O95365|ZBT7A_HUMAN	tr|E1BIJ8|E1BIJ8_BOVIN
OG0011130	sp|Q03519|TAP2_HUMAN	tr|E1BJS0|E1BJS0_BOVIN
OG0011131	sp|Q9UMF0|ICAM5_HUMAN	tr|E1BLR0|E1BLR0_BOVIN
OG0011132	sp|Q8N159|NAGS_HUMAN	tr|E1BMR7|E1BMR7_BOVIN
OG0011133	sp|Q9H0A6|RNF32_HUMAN	tr|E1BPD9|E1BPD9_BOVIN
OG0011134	sp|Q8NHA8|OR1FC_HUMAN	tr|F1MAW6|F1MAW6_BOVIN
OG0011135	sp|Q8TE12|LMX1A_HUMAN	tr|F1MC25|F1MC25_BOVIN
OG0011136	sp|P35916|VGFR3_HUMAN	tr|F1MHP5|F1MHP5_BOVIN
OG0011137	sp|O15209|ZBT22_HUMAN	tr|F1MLP0|F1MLP0_BOVIN
OG0011138	sp|Q3ZCT8|KBTBC_HUMAN	tr|F1MLX7|F1MLX7_BOVIN
OG0011139	sp|O75970|MPDZ_HUMAN	tr|F1MMT3|F1MMT3_BOVIN
OG0011140	sp|Q6HA08|ASTL_HUMAN	tr|F1MP41|F1MP41_BOVIN
OG0011141	sp|P42695|CNDD3_HUMAN	tr|F1MPS0|F1MPS0_BOVIN
OG0011142	sp|Q86Y37|CACL1_HUMAN	tr|F1MUK4|F1MUK4_BOVIN
OG0011143	sp|P46087|NOP2_HUMAN	tr|F1N3G2|F1N3G2_BOVIN
OG0011144	sp|O43781|DYRK3_HUMAN	tr|F6PR52|F6PR52_BOVIN
OG0011145	sp|P19526|FUT1_HUMAN	sp|F6Q1T7|FUT1_BOVIN
OG0011146	sp|P41595|5HT2B_HUMAN	tr|F6QI78|F6QI78_BOVIN
OG0011147	sp|Q9H0X6|RN208_HUMAN	tr|G3MX21|G3MX21_BOVIN
OG0011148	sp|Q96RT7|GCP6_HUMAN	tr|G3X687|G3X687_BOVIN
OG0011149	sp|Q6ZVX9|PAQR9_HUMAN	tr|Q0II88|Q0II88_BOVIN
OG0011150	sp|Q96HA7|TONSL_HUMAN	sp|Q0P5G1|TONSL_BOVIN
OG0011151	sp|Q9NWS0|PIHD1_HUMAN	sp|Q0VCI6|PIHD1_BOVIN
OG0011152	sp|Q86XW9|TXND6_HUMAN	tr|Q148E9|Q148E9_BOVIN
OG0011153	sp|P48651|PTSS1_HUMAN	sp|Q2KHY9|PTSS1_BOVIN
OG0011154	sp|Q9H2D6|TARA_HUMAN	tr|Q2KHZ0|Q2KHZ0_BOVIN
OG0011155	sp|Q8IY82|DRC7_HUMAN	sp|Q2T9M4|DRC7_BOVIN
OG0011156	sp|Q9NQR1|KMT5A_HUMAN	sp|Q2YDJ8|KMT5A_BOVIN
OG0011157	sp|O14907|TX1B3_HUMAN	tr|Q3ZCD3|Q3ZCD3_BOVIN
OG0011158	sp|Q9Y2V0|CDIN1_HUMAN	sp|Q5E9S8|CDIN1_BOVIN
OG0011159	sp|Q8IW70|T151B_HUMAN	tr|A0A3Q1MFT6|A0A3Q1MFT6_BOVIN
OG0011160	sp|P05162|LEG2_HUMAN	tr|A0A3Q1MK76|A0A3Q1MK76_BOVIN
OG0011161	sp|Q8N8K9|K1958_HUMAN	tr|A0A3Q1MM73|A0A3Q1MM73_BOVIN
OG0011162	sp|Q9UPT5|EXOC7_HUMAN	tr|A0A3Q1MNT5|A0A3Q1MNT5_BOVIN
OG0011163	sp|Q9NRM0|GTR9_HUMAN	tr|A0A3Q1MQD9|A0A3Q1MQD9_BOVIN
OG0011164	sp|O95208|EPN2_HUMAN	tr|A0A3Q1MSK9|A0A3Q1MSK9_BOVIN
OG0011165	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A3Q1N1G9|A0A3Q1N1G9_BOVIN
OG0011166	sp|A2A2Y4|FRMD3_HUMAN	tr|A0A3Q1N4L4|A0A3Q1N4L4_BOVIN
OG0011167	sp|Q04206|TF65_HUMAN	tr|A1XG22|A1XG22_BOVIN
OG0011168	sp|Q8WVK2|SNR27_HUMAN	tr|A3KMZ9|A3KMZ9_BOVIN
OG0011169	sp|O75525|KHDR3_HUMAN	tr|A4FV24|A4FV24_BOVIN
OG0011170	sp|B9EJG8|T150C_HUMAN	sp|A5D7C9|T150C_BOVIN
OG0011171	sp|Q08945|SSRP1_HUMAN	tr|A6QQT5|A6QQT5_BOVIN
OG0011172	sp|P52739|ZN131_HUMAN	tr|A6QR64|A6QR64_BOVIN
OG0011173	sp|Q9BSA4|TTYH2_HUMAN	tr|A7YWH0|A7YWH0_BOVIN
OG0011174	sp|O95563|MPC2_HUMAN	tr|E1BD64|E1BD64_BOVIN
OG0011175	sp|Q9UPW0|FOXJ3_HUMAN	tr|E1BK17|E1BK17_BOVIN
OG0011176	sp|A2A3L6|TTC24_HUMAN	tr|E1BL14|E1BL14_BOVIN
OG0011177	sp|Q8NGQ4|O10Q1_HUMAN	tr|E1BL28|E1BL28_BOVIN
OG0011178	sp|O75976|CBPD_HUMAN	tr|E1BLR9|E1BLR9_BOVIN
OG0011179	sp|Q8TCB6|O51E1_HUMAN	tr|F1MCE6|F1MCE6_BOVIN
OG0011180	sp|P13612|ITA4_HUMAN	tr|F1MEF6|F1MEF6_BOVIN
OG0011181	sp|P78325|ADAM8_HUMAN	tr|F1MIY8|F1MIY8_BOVIN
OG0011182	sp|Q9BSW7|SYT17_HUMAN	tr|F1ML70|F1ML70_BOVIN
OG0011183	sp|A6NFY4|NEMP2_HUMAN	tr|F1MML1|F1MML1_BOVIN
