Orthogroup	Homo_sapiens	Loxodonta_africana
OG0010884	sp|Q96RY5|CRML_HUMAN	tr|G5E730|G5E730_LOXAF
OG0010885	sp|Q99727|TIMP4_HUMAN	tr|G3SUN8|G3SUN8_LOXAF
OG0010886	sp|Q9BSE4|HERP2_HUMAN	tr|G3T323|G3T323_LOXAF
OG0010887	sp|Q9BXS4|TMM59_HUMAN	tr|G3TP22|G3TP22_LOXAF
OG0010888	sp|Q9H305|CDIP1_HUMAN	tr|G3T718|G3T718_LOXAF
OG0010889	sp|Q9H497|TOR3A_HUMAN	tr|G3SW18|G3SW18_LOXAF
OG0010890	sp|Q9NVA1|UQCC1_HUMAN	tr|G3T995|G3T995_LOXAF
OG0010891	sp|Q9NXS3|KLH28_HUMAN	tr|G3SXH2|G3SXH2_LOXAF
OG0010892	sp|Q9P0W0|IFNK_HUMAN	tr|G3SUU7|G3SUU7_LOXAF
OG0010893	sp|Q9P2F5|STOX2_HUMAN	tr|G3T8S5|G3T8S5_LOXAF
OG0010894	sp|Q9UHN6|CEIP2_HUMAN	tr|G3TFJ1|G3TFJ1_LOXAF
OG0010895	sp|Q9UMX5|NENF_HUMAN	tr|G3TQ14|G3TQ14_LOXAF
OG0010896	sp|Q9Y265|RUVB1_HUMAN	tr|G3TIT2|G3TIT2_LOXAF
OG0010897	sp|B7ZBB8|PP13G_HUMAN	tr|G3TYS3|G3TYS3_LOXAF
OG0010898	sp|O00461|GOLI4_HUMAN	tr|G3SNJ3|G3SNJ3_LOXAF
OG0010899	sp|O75419|CDC45_HUMAN	tr|G3TW23|G3TW23_LOXAF
OG0010900	sp|O75427|LRCH4_HUMAN	tr|G3TVG2|G3TVG2_LOXAF
OG0010901	sp|O95147|DUS14_HUMAN	tr|G5E789|G5E789_LOXAF
OG0010902	sp|O95409|ZIC2_HUMAN	tr|G3T1T0|G3T1T0_LOXAF
OG0010903	sp|P00451|FA8_HUMAN	tr|G3TEU8|G3TEU8_LOXAF
OG0010904	sp|P07998|RNAS1_HUMAN	tr|G3SP28|G3SP28_LOXAF
OG0010905	sp|P09874|PARP1_HUMAN	tr|G3T0Q8|G3T0Q8_LOXAF
OG0010906	sp|P10515|ODP2_HUMAN	tr|G3T459|G3T459_LOXAF
OG0010907	sp|P22466|GALA_HUMAN	tr|G3TAZ8|G3TAZ8_LOXAF
OG0010908	sp|P24347|MMP11_HUMAN	tr|G3SYZ4|G3SYZ4_LOXAF
OG0010909	sp|P25705|ATPA_HUMAN	tr|G3TDU4|G3TDU4_LOXAF
OG0010910	sp|P35251|RFC1_HUMAN	tr|G3T7J6|G3T7J6_LOXAF
OG0010911	sp|P51170|SCNNG_HUMAN	tr|G3X8J1|G3X8J1_LOXAF
OG0010912	sp|P56211|ARP19_HUMAN	tr|G3SMB5|G3SMB5_LOXAF
OG0010913	sp|Q00536|CDK16_HUMAN	tr|G3T938|G3T938_LOXAF
OG0010914	sp|Q13829|BACD2_HUMAN	tr|G3SY76|G3SY76_LOXAF
OG0010915	sp|Q15388|TOM20_HUMAN	tr|G3TF99|G3TF99_LOXAF
OG0010916	sp|Q15398|DLGP5_HUMAN	tr|G3U2N6|G3U2N6_LOXAF
OG0010917	sp|Q16611|BAK_HUMAN	tr|G3SNK6|G3SNK6_LOXAF
OG0010918	sp|Q4V328|GRAP1_HUMAN	tr|G3UHP8|G3UHP8_LOXAF
OG0010919	sp|Q53GQ0|DHB12_HUMAN	tr|G3UBA3|G3UBA3_LOXAF
OG0010920	sp|Q5XKR4|OTP_HUMAN	tr|G3T0H9|G3T0H9_LOXAF
OG0010921	sp|Q6P4I2|WDR73_HUMAN	tr|G3T505|G3T505_LOXAF
OG0010922	sp|Q6Q0C1|S2547_HUMAN	tr|G3TZ18|G3TZ18_LOXAF
OG0010923	sp|Q7L1S5|CHST9_HUMAN	tr|G3SXM8|G3SXM8_LOXAF
OG0010924	sp|Q86VR8|FJX1_HUMAN	tr|G3U4U7|G3U4U7_LOXAF
OG0010925	sp|Q86XI2|CNDG2_HUMAN	tr|G3SM70|G3SM70_LOXAF
OG0010926	sp|Q8IW50|F219A_HUMAN	tr|G3TEL6|G3TEL6_LOXAF
OG0010927	sp|Q8N5C7|DTWD1_HUMAN	tr|G3SPA3|G3SPA3_LOXAF
OG0010928	sp|Q8N6N2|TTC9B_HUMAN	tr|G3TQ52|G3TQ52_LOXAF
OG0010929	sp|Q8NGE3|O10P1_HUMAN	tr|G3UF53|G3UF53_LOXAF
OG0010930	sp|Q8NI35|INADL_HUMAN	tr|G3T0Y3|G3T0Y3_LOXAF
OG0010931	sp|Q8TBF8|FA81A_HUMAN	tr|G3TDT0|G3TDT0_LOXAF
OG0010932	sp|Q8WXG1|RSAD2_HUMAN	tr|G3TI77|G3TI77_LOXAF
OG0010933	sp|Q8WYN3|CSRN3_HUMAN	tr|G3SX71|G3SX71_LOXAF
OG0010934	sp|Q96B26|EXOS8_HUMAN	tr|G3TCV5|G3TCV5_LOXAF
OG0010935	sp|Q96FX2|DPH3_HUMAN	tr|G3U511|G3U511_LOXAF
OG0010936	sp|Q96GC6|ZN274_HUMAN	tr|G3T0U2|G3T0U2_LOXAF
OG0010937	sp|Q96HA8|NTAQ1_HUMAN	tr|G3T866|G3T866_LOXAF
OG0010938	sp|Q96HA9|PX11C_HUMAN	tr|G3U4T2|G3U4T2_LOXAF
OG0010939	sp|Q99732|LITAF_HUMAN	tr|G3TSW4|G3TSW4_LOXAF
OG0010940	sp|Q9BPU6|DPYL5_HUMAN	tr|G3TBY0|G3TBY0_LOXAF
OG0010941	sp|Q9BQG0|MBB1A_HUMAN	tr|G3SVG4|G3SVG4_LOXAF
OG0010942	sp|Q9BUF7|CRUM3_HUMAN	tr|G3TBW3|G3TBW3_LOXAF
OG0010943	sp|Q9BUJ2|HNRL1_HUMAN	tr|G3THK3|G3THK3_LOXAF
OG0010944	sp|Q9C0B0|UNK_HUMAN	tr|G3TQ70|G3TQ70_LOXAF
OG0010945	sp|Q9H6D3|XKR8_HUMAN	tr|G3T258|G3T258_LOXAF
OG0010946	sp|Q9HBV2|SACA1_HUMAN	tr|G3SNZ3|G3SNZ3_LOXAF
OG0010947	sp|Q9NUE0|ZDH18_HUMAN	tr|G3THG4|G3THG4_LOXAF
OG0010948	sp|Q9NW75|GPTC2_HUMAN	tr|G3ST27|G3ST27_LOXAF
OG0010949	sp|Q9NY43|BARH2_HUMAN	tr|G3SUC2|G3SUC2_LOXAF
OG0010950	sp|Q9NZN8|CNOT2_HUMAN	tr|G3SUY4|G3SUY4_LOXAF
OG0010951	sp|Q9NZR1|TMOD2_HUMAN	tr|G3T9Z7|G3T9Z7_LOXAF
OG0010952	sp|Q9ULR5|PAI2B_HUMAN	tr|G3T0H1|G3T0H1_LOXAF
OG0010953	sp|Q9Y2K2|SIK3_HUMAN	tr|G3TQL5|G3TQL5_LOXAF
OG0010954	sp|Q9Y3B1|PLD3B_HUMAN	tr|G3SLG0|G3SLG0_LOXAF
OG0010955	sp|Q9Y4W2|LAS1L_HUMAN	tr|G3SML4|G3SML4_LOXAF
OG0010956	sp|Q9Y4X5|ARI1_HUMAN	tr|G3SWD6|G3SWD6_LOXAF
OG0010957	sp|Q9Y5X0|SNX10_HUMAN	tr|G3T2A9|G3T2A9_LOXAF
OG0010958	sp|A4D0V7|CPED1_HUMAN	tr|G3SVX7|G3SVX7_LOXAF
OG0010959	sp|A6NFE2|SMCO2_HUMAN	tr|G3SQU0|G3SQU0_LOXAF
OG0010960	sp|A6NFI3|ZN316_HUMAN	tr|G3UCZ6|G3UCZ6_LOXAF
OG0010961	sp|O14618|CCS_HUMAN	tr|G3T327|G3T327_LOXAF
OG0010962	sp|O15232|MATN3_HUMAN	tr|G3TDZ9|G3TDZ9_LOXAF
OG0010963	sp|O43320|FGF16_HUMAN	tr|G3T6B8|G3T6B8_LOXAF
OG0010964	sp|O43772|MCAT_HUMAN	tr|G3SMH4|G3SMH4_LOXAF
OG0010965	sp|O60431|OR1I1_HUMAN	tr|G3UKY9|G3UKY9_LOXAF
OG0010966	sp|P00403|COX2_HUMAN	sp|Q9TA26|COX2_LOXAF
OG0010967	sp|P02753|RET4_HUMAN	tr|G3TEL4|G3TEL4_LOXAF
OG0010968	sp|P29317|EPHA2_HUMAN	tr|G3T0H8|G3T0H8_LOXAF
OG0010969	sp|P47974|TISD_HUMAN	tr|G3STX5|G3STX5_LOXAF
OG0010970	sp|P49447|CY561_HUMAN	tr|G3T6T1|G3T6T1_LOXAF
OG0010971	sp|P51116|FXR2_HUMAN	tr|G3SMZ8|G3SMZ8_LOXAF
OG0010972	sp|P61278|SMS_HUMAN	tr|G3T956|G3T956_LOXAF
OG0010973	sp|P98155|VLDLR_HUMAN	tr|G3TEP7|G3TEP7_LOXAF
OG0010974	sp|Q12768|WASC5_HUMAN	tr|G3ST12|G3ST12_LOXAF
OG0010975	sp|Q12841|FSTL1_HUMAN	tr|G3TJI1|G3TJI1_LOXAF
OG0010976	sp|Q13103|SPP24_HUMAN	tr|G3TER5|G3TER5_LOXAF
OG0010977	sp|Q15596|NCOA2_HUMAN	tr|G3T349|G3T349_LOXAF
OG0010978	sp|Q2TAL6|VWC2_HUMAN	tr|G3T170|G3T170_LOXAF
OG0010979	sp|Q3KRA6|CB076_HUMAN	tr|G3TFM8|G3TFM8_LOXAF
OG0010980	sp|Q4ZG55|GREB1_HUMAN	tr|G3SS71|G3SS71_LOXAF
OG0010981	sp|Q5SSJ5|HP1B3_HUMAN	tr|G3U388|G3U388_LOXAF
OG0010982	sp|Q5VTB9|RN220_HUMAN	tr|G3SRP9|G3SRP9_LOXAF
OG0010983	sp|Q6PIF2|SYCE2_HUMAN	tr|G3TV56|G3TV56_LOXAF
OG0010984	sp|Q6PXP3|GTR7_HUMAN	tr|G3T3J9|G3T3J9_LOXAF
OG0010985	sp|Q6UUV9|CRTC1_HUMAN	tr|G3SRL6|G3SRL6_LOXAF
OG0010986	sp|Q6UWY0|ARSK_HUMAN	tr|G3TPE7|G3TPE7_LOXAF
OG0010987	sp|Q6ZW31|SYDE1_HUMAN	tr|G3U0N6|G3U0N6_LOXAF
OG0010988	sp|Q7L5N1|CSN6_HUMAN	tr|G3TIH7|G3TIH7_LOXAF
OG0010989	sp|Q86Y13|DZIP3_HUMAN	tr|G3T5A4|G3T5A4_LOXAF
OG0010990	sp|Q8IZF4|AGRG5_HUMAN	tr|G3TD36|G3TD36_LOXAF
OG0010991	sp|Q8N9V7|TOPZ1_HUMAN	tr|G3U7I5|G3U7I5_LOXAF
OG0010992	sp|Q8NCK7|MOT11_HUMAN	tr|G3SN55|G3SN55_LOXAF
OG0010993	sp|Q8NFZ0|FBH1_HUMAN	tr|G3TAQ4|G3TAQ4_LOXAF
OG0010994	sp|Q8NG68|TTL_HUMAN	tr|G3T6L6|G3T6L6_LOXAF
OG0010995	sp|Q8WVC6|DCAKD_HUMAN	tr|G3SV39|G3SV39_LOXAF
OG0010996	sp|Q96BM1|ANKR9_HUMAN	tr|G3TCI5|G3TCI5_LOXAF
OG0010997	sp|Q96F46|I17RA_HUMAN	tr|G3SZ94|G3SZ94_LOXAF
OG0010998	sp|Q96M53|TBATA_HUMAN	tr|G3SXC8|G3SXC8_LOXAF
OG0010999	sp|Q99967|CITE2_HUMAN	tr|G3U851|G3U851_LOXAF
OG0011000	sp|Q9BSW7|SYT17_HUMAN	tr|G3TIC2|G3TIC2_LOXAF
OG0011001	sp|Q9C0J9|BHE41_HUMAN	tr|G3UCX2|G3UCX2_LOXAF
OG0011002	sp|Q9H607|OCEL1_HUMAN	tr|G3TQ96|G3TQ96_LOXAF
OG0011003	sp|Q9HAC8|UBTD1_HUMAN	tr|G3T609|G3T609_LOXAF
OG0011004	sp|Q9HB71|CYBP_HUMAN	tr|G3TH46|G3TH46_LOXAF
OG0011005	sp|Q9HC29|NOD2_HUMAN	tr|G3TCQ2|G3TCQ2_LOXAF
OG0011006	sp|Q9HDC9|APMAP_HUMAN	tr|G3T888|G3T888_LOXAF
OG0011007	sp|Q9NX24|NHP2_HUMAN	tr|G3TA57|G3TA57_LOXAF
OG0011008	sp|Q9NZM4|BICRA_HUMAN	tr|G3TNY4|G3TNY4_LOXAF
OG0011009	sp|Q9UBN7|HDAC6_HUMAN	tr|G3ST53|G3ST53_LOXAF
OG0011010	sp|Q9UHY8|FEZ2_HUMAN	tr|G3TEL1|G3TEL1_LOXAF
OG0011011	sp|Q9UNG2|TNF18_HUMAN	tr|G3TBU1|G3TBU1_LOXAF
OG0011012	sp|Q9Y2F5|ICE1_HUMAN	tr|G3SNE5|G3SNE5_LOXAF
OG0011013	sp|Q9Y6M5|ZNT1_HUMAN	tr|G3THI1|G3THI1_LOXAF
OG0011014	sp|A0PJW8|DAPL1_HUMAN	tr|G3SUI8|G3SUI8_LOXAF
OG0011015	sp|O00193|SMAP_HUMAN	tr|G3T0B5|G3T0B5_LOXAF
OG0011016	sp|O14972|VP26C_HUMAN	tr|G3SME7|G3SME7_LOXAF
OG0011017	sp|O15432|COPT2_HUMAN	tr|G3T1S6|G3T1S6_LOXAF
OG0011018	sp|O43676|NDUB3_HUMAN	tr|G3TQQ0|G3TQQ0_LOXAF
OG0011019	sp|O75949|NALF2_HUMAN	tr|G3U0C7|G3U0C7_LOXAF
OG0011020	sp|P04626|ERBB2_HUMAN	tr|G3SLF2|G3SLF2_LOXAF
OG0011021	sp|P0C7I6|CC159_HUMAN	tr|G3TQV8|G3TQV8_LOXAF
OG0011022	sp|P0CAP1|MYZAP_HUMAN	tr|G3UHU4|G3UHU4_LOXAF
OG0011023	sp|P28288|ABCD3_HUMAN	tr|G3SSY5|G3SSY5_LOXAF
OG0011024	sp|P31040|SDHA_HUMAN	tr|G3TKK9|G3TKK9_LOXAF
OG0011025	sp|P32970|CD70_HUMAN	tr|G3T2H9|G3T2H9_LOXAF
OG0011026	sp|P35367|HRH1_HUMAN	tr|G3UCK0|G3UCK0_LOXAF
OG0011027	sp|P50552|VASP_HUMAN	tr|G3U9W2|G3U9W2_LOXAF
OG0011028	sp|P53367|ARFP1_HUMAN	tr|G3SYW2|G3SYW2_LOXAF
OG0011029	sp|P53701|CCHL_HUMAN	tr|G3SUW9|G3SUW9_LOXAF
OG0011030	sp|P54851|EMP2_HUMAN	tr|G3TM91|G3TM91_LOXAF
OG0011031	sp|P54886|P5CS_HUMAN	tr|G3TG50|G3TG50_LOXAF
OG0011032	sp|P58335|ANTR2_HUMAN	tr|G3SSX2|G3SSX2_LOXAF
OG0011033	sp|Q02556|IRF8_HUMAN	tr|G3T6L5|G3T6L5_LOXAF
OG0011034	sp|Q15582|BGH3_HUMAN	tr|G3STD5|G3STD5_LOXAF
OG0011035	sp|Q16348|S15A2_HUMAN	tr|G3TET8|G3TET8_LOXAF
OG0011036	sp|Q2M1Z3|RHG31_HUMAN	tr|G3TXB9|G3TXB9_LOXAF
OG0011037	sp|Q5W0Z9|ZDH20_HUMAN	tr|G3SXI8|G3SXI8_LOXAF
OG0011038	sp|Q6ZMJ2|SCAR5_HUMAN	tr|G3THG3|G3THG3_LOXAF
OG0011039	sp|Q7L266|ASGL1_HUMAN	tr|G3TKC9|G3TKC9_LOXAF
OG0011040	sp|Q7L4S7|ARMX6_HUMAN	tr|G3STQ8|G3STQ8_LOXAF
OG0011041	sp|Q86VH5|LRRT3_HUMAN	tr|G3T4C9|G3T4C9_LOXAF
OG0011042	sp|Q86VV8|RTTN_HUMAN	tr|G3TB36|G3TB36_LOXAF
OG0011043	sp|Q86WI1|PKHL1_HUMAN	tr|G3T0R4|G3T0R4_LOXAF
OG0011044	sp|Q8IVT5|KSR1_HUMAN	tr|G3T6S6|G3T6S6_LOXAF
OG0011045	sp|Q8N136|DAW1_HUMAN	tr|G3SV43|G3SV43_LOXAF
OG0011046	sp|Q8NBK3|SUMF1_HUMAN	tr|G3T5A6|G3T5A6_LOXAF
OG0011047	sp|Q8NHM5|KDM2B_HUMAN	tr|G3U5W0|G3U5W0_LOXAF
OG0011048	sp|Q8TBY8|PMFBP_HUMAN	tr|G3TGW6|G3TGW6_LOXAF
OG0011049	sp|Q8TCB6|O51E1_HUMAN	tr|G3TQJ7|G3TQJ7_LOXAF
OG0011050	sp|Q8TDL5|BPIB1_HUMAN	tr|G3T5A0|G3T5A0_LOXAF
OG0011051	sp|Q8WTW4|NPRL2_HUMAN	tr|G3SPG9|G3SPG9_LOXAF
OG0011052	sp|Q8WWT9|S13A3_HUMAN	tr|G3U5K7|G3U5K7_LOXAF
OG0011053	sp|Q92664|TF3A_HUMAN	tr|G3TSE2|G3TSE2_LOXAF
OG0011054	sp|Q96CD2|COAC_HUMAN	tr|G3U899|G3U899_LOXAF
OG0011055	sp|Q96E16|SMI19_HUMAN	tr|G3STE7|G3STE7_LOXAF
OG0011056	sp|Q96KN9|CXD4_HUMAN	tr|G3TE94|G3TE94_LOXAF
OG0011057	sp|Q96MX3|ZNF48_HUMAN	tr|G3T2K8|G3T2K8_LOXAF
OG0011058	sp|Q96N87|S6A18_HUMAN	tr|G3SXD0|G3SXD0_LOXAF
OG0011059	sp|Q96T53|MBOA4_HUMAN	tr|G3TME3|G3TME3_LOXAF
OG0011060	sp|Q96T66|NMNA3_HUMAN	tr|G3T4F1|G3T4F1_LOXAF
OG0011061	sp|Q99551|MTEF1_HUMAN	tr|G3SL09|G3SL09_LOXAF
OG0011062	sp|Q99593|TBX5_HUMAN	tr|G3T515|G3T515_LOXAF
OG0011063	sp|Q99619|SPSB2_HUMAN	tr|G3TZV2|G3TZV2_LOXAF
OG0011064	sp|Q9BVG9|PTSS2_HUMAN	tr|G3SPV6|G3SPV6_LOXAF
OG0011065	sp|Q9BWF2|TRAIP_HUMAN	tr|G3SYP2|G3SYP2_LOXAF
OG0011066	sp|Q9BY84|DUS16_HUMAN	tr|G3SX72|G3SX72_LOXAF
OG0011067	sp|Q9H9H4|VP37B_HUMAN	tr|G3UBK3|G3UBK3_LOXAF
OG0011068	sp|Q9H9J2|RM44_HUMAN	tr|G3TN85|G3TN85_LOXAF
OG0011069	sp|Q9HA38|ZMAT3_HUMAN	tr|G3SMJ9|G3SMJ9_LOXAF
OG0011070	sp|Q9NWQ8|PHAG1_HUMAN	tr|G3UG05|G3UG05_LOXAF
OG0011071	sp|Q9NWX5|ASB6_HUMAN	tr|G3SQ99|G3SQ99_LOXAF
OG0011072	sp|Q9UBX1|CATF_HUMAN	tr|G3TFX4|G3TFX4_LOXAF
OG0011073	sp|Q9Y5J1|UTP18_HUMAN	tr|G3SM29|G3SM29_LOXAF
OG0011074	sp|Q9Y5W9|SNX11_HUMAN	tr|G3U0E5|G3U0E5_LOXAF
OG0011075	sp|A2A288|ZC12D_HUMAN	tr|G3TMU8|G3TMU8_LOXAF
OG0011076	sp|A8K2U0|A2ML1_HUMAN	tr|G3TIL7|G3TIL7_LOXAF
OG0011077	sp|O60336|MABP1_HUMAN	tr|G3UEC8|G3UEC8_LOXAF
OG0011078	sp|O75293|GA45B_HUMAN	tr|G3THX4|G3THX4_LOXAF
OG0011079	sp|O75319|DUS11_HUMAN	tr|G3SNX9|G3SNX9_LOXAF
OG0011080	sp|O76061|STC2_HUMAN	tr|G3SXQ4|G3SXQ4_LOXAF
OG0011081	sp|O94874|UFL1_HUMAN	tr|G3TKG3|G3TKG3_LOXAF
OG0011082	sp|O95104|SCAF4_HUMAN	tr|G3TXK3|G3TXK3_LOXAF
OG0011083	sp|O95925|EPPI_HUMAN	tr|G3TF31|G3TF31_LOXAF
OG0011084	sp|P01222|TSHB_HUMAN	tr|G3U8A7|G3U8A7_LOXAF
OG0011085	sp|P02751|FINC_HUMAN	tr|G3TG79|G3TG79_LOXAF
OG0011086	sp|P06703|S10A6_HUMAN	tr|G3UB79|G3UB79_LOXAF
OG0011087	sp|P10323|ACRO_HUMAN	tr|G3SRG6|G3SRG6_LOXAF
OG0011088	sp|P22607|FGFR3_HUMAN	tr|G3TS45|G3TS45_LOXAF
OG0011089	sp|P30626|SORCN_HUMAN	tr|G3U5A6|G3U5A6_LOXAF
OG0011090	sp|P42127|ASIP_HUMAN	tr|G3SVT4|G3SVT4_LOXAF
OG0011091	sp|P43026|GDF5_HUMAN	tr|G3TIY5|G3TIY5_LOXAF
OG0011092	sp|P43166|CAH7_HUMAN	tr|G3SLD6|G3SLD6_LOXAF
OG0011093	sp|P49366|DHYS_HUMAN	tr|G3TWI2|G3TWI2_LOXAF
OG0011094	sp|P51159|RB27A_HUMAN	tr|G3SUQ5|G3SUQ5_LOXAF
OG0011095	sp|P52757|CHIO_HUMAN	tr|G3SQS8|G3SQS8_LOXAF
OG0011096	sp|P55263|ADK_HUMAN	tr|G3SUU9|G3SUU9_LOXAF
OG0011097	sp|Q13444|ADA15_HUMAN	tr|G3TKY1|G3TKY1_LOXAF
OG0011098	sp|Q13515|BFSP2_HUMAN	tr|G3T8J2|G3T8J2_LOXAF
OG0011099	sp|Q3SY00|T10IP_HUMAN	tr|G3SP70|G3SP70_LOXAF
OG0011100	sp|Q3ZAQ7|VMA21_HUMAN	tr|G3TL38|G3TL38_LOXAF
OG0011101	sp|Q5JU00|DRC5_HUMAN	tr|G3TCX4|G3TCX4_LOXAF
OG0011102	sp|Q5SZL2|CE85L_HUMAN	tr|G3TDZ0|G3TDZ0_LOXAF
OG0011103	sp|Q6BAA4|FCRLB_HUMAN	tr|G3SY15|G3SY15_LOXAF
OG0011104	sp|Q6MZM0|HPHL1_HUMAN	tr|G3TRB9|G3TRB9_LOXAF
OG0011105	sp|Q6NUM9|RETST_HUMAN	tr|G3TGP9|G3TGP9_LOXAF
OG0011106	sp|Q6PID8|KLD10_HUMAN	tr|G3SWE6|G3SWE6_LOXAF
OG0011107	sp|Q6UWH4|GAK1B_HUMAN	tr|G3SST1|G3SST1_LOXAF
OG0011108	sp|Q6UXC1|AEGP_HUMAN	tr|G3U1H5|G3U1H5_LOXAF
OG0011109	sp|Q6UXX5|ITIH6_HUMAN	tr|G3TN55|G3TN55_LOXAF
OG0011110	sp|Q6ZUT3|FRMD7_HUMAN	tr|G3T8N0|G3T8N0_LOXAF
OG0011111	sp|Q86VU5|CMTD1_HUMAN	tr|G3T3W4|G3T3W4_LOXAF
OG0011112	sp|Q8IVP5|FUND1_HUMAN	tr|G3TER1|G3TER1_LOXAF
OG0011113	sp|Q8IWB9|TEX2_HUMAN	tr|G3T1Y6|G3T1Y6_LOXAF
OG0011114	sp|Q8IYP2|PRS58_HUMAN	tr|G3TKT6|G3TKT6_LOXAF
OG0011115	sp|Q8N567|ZCHC9_HUMAN	tr|G3TA16|G3TA16_LOXAF
OG0011116	sp|Q8N9I9|DTX3_HUMAN	tr|G3TYD8|G3TYD8_LOXAF
OG0011117	sp|Q8NDH6|ICA1L_HUMAN	tr|G3TI06|G3TI06_LOXAF
OG0011118	sp|Q8TAA1|RNS11_HUMAN	tr|G3TB65|G3TB65_LOXAF
OG0011119	sp|Q8WTX7|CAST1_HUMAN	tr|G3SLR1|G3SLR1_LOXAF
OG0011120	sp|Q8WVB6|CTF18_HUMAN	tr|G3SPV4|G3SPV4_LOXAF
OG0011121	sp|Q8WWX0|ASB5_HUMAN	tr|G3TDM8|G3TDM8_LOXAF
OG0011122	sp|Q8WXX5|DNJC9_HUMAN	tr|G3TD12|G3TD12_LOXAF
OG0011123	sp|Q92623|TTC9A_HUMAN	tr|G3UHQ8|G3UHQ8_LOXAF
OG0011124	sp|Q92624|APBP2_HUMAN	tr|G3TI80|G3TI80_LOXAF
OG0011125	sp|Q96CB8|INT12_HUMAN	tr|G3T4Y6|G3T4Y6_LOXAF
OG0011126	sp|Q96EP1|CHFR_HUMAN	tr|G3SLP3|G3SLP3_LOXAF
OG0011127	sp|Q96L12|CALR3_HUMAN	tr|G3T332|G3T332_LOXAF
OG0011128	sp|Q96PQ6|ZN317_HUMAN	tr|G3SR68|G3SR68_LOXAF
OG0011129	sp|Q9BXB4|OSB11_HUMAN	tr|G3TQ32|G3TQ32_LOXAF
OG0011130	sp|Q9GZN8|CT027_HUMAN	tr|G5E725|G5E725_LOXAF
OG0011131	sp|Q9GZX9|TWSG1_HUMAN	tr|G3SMW2|G3SMW2_LOXAF
OG0011132	sp|Q9H310|RHBG_HUMAN	tr|G3SW59|G3SW59_LOXAF
OG0011133	sp|Q9H3S1|SEM4A_HUMAN	tr|G3SR88|G3SR88_LOXAF
OG0011134	sp|Q9H8M9|EVA1A_HUMAN	tr|G3UFQ1|G3UFQ1_LOXAF
OG0011135	sp|Q9HCP6|HHATL_HUMAN	tr|G3U6Q5|G3U6Q5_LOXAF
OG0011136	sp|Q9HD42|CHM1A_HUMAN	tr|G3UEG2|G3UEG2_LOXAF
OG0011137	sp|Q9NR97|TLR8_HUMAN	tr|G3T843|G3T843_LOXAF
OG0011138	sp|Q9NTJ3|SMC4_HUMAN	tr|G3UH93|G3UH93_LOXAF
OG0011139	sp|Q9NZ45|CISD1_HUMAN	tr|G3SVU7|G3SVU7_LOXAF
OG0011140	sp|Q9UBL9|P2RX2_HUMAN	tr|G3UCW1|G3UCW1_LOXAF
OG0011141	sp|Q9UG01|IF172_HUMAN	tr|G3TCG3|G3TCG3_LOXAF
OG0011142	sp|Q9UKK9|NUDT5_HUMAN	tr|G3T8P4|G3T8P4_LOXAF
OG0011143	sp|Q9UPU7|TBD2B_HUMAN	tr|G3U1K2|G3U1K2_LOXAF
OG0011144	sp|A0A1B0GTZ2|CC196_HUMAN	tr|G3T1Z5|G3T1Z5_LOXAF
OG0011145	sp|A6NC42|DPPA5_HUMAN	tr|G3TKY9|G3TKY9_LOXAF
OG0011146	sp|A6NNS2|DRS7C_HUMAN	tr|G3T0C8|G3T0C8_LOXAF
OG0011147	sp|O00590|ACKR2_HUMAN	tr|G3U7G7|G3U7G7_LOXAF
OG0011148	sp|O14684|PTGES_HUMAN	tr|G3TF34|G3TF34_LOXAF
OG0011149	sp|O60519|CRBL2_HUMAN	tr|G3SX73|G3SX73_LOXAF
OG0011150	sp|O60831|PRAF2_HUMAN	tr|G3T6E0|G3T6E0_LOXAF
OG0011151	sp|O94812|BAIP3_HUMAN	tr|G3SZM3|G3SZM3_LOXAF
OG0011152	sp|O95390|GDF11_HUMAN	tr|G3TAU3|G3TAU3_LOXAF
OG0011153	sp|P01042|KNG1_HUMAN	tr|G3T5X1|G3T5X1_LOXAF
OG0011154	sp|P05814|CASB_HUMAN	tr|G3U197|G3U197_LOXAF
OG0011155	sp|P16410|CTLA4_HUMAN	tr|G3SYK1|G3SYK1_LOXAF
OG0011156	sp|P25325|THTM_HUMAN	tr|G3UK22|G3UK22_LOXAF
OG0011157	sp|P28067|DMA_HUMAN	tr|G3SWT3|G3SWT3_LOXAF
OG0011158	sp|P30408|T4S1_HUMAN	tr|G3TNC9|G3TNC9_LOXAF
OG0011159	sp|P33764|S10A3_HUMAN	tr|G3UBX1|G3UBX1_LOXAF
OG0011160	sp|P43897|EFTS_HUMAN	tr|G3TEL9|G3TEL9_LOXAF
OG0011161	sp|P53350|PLK1_HUMAN	tr|G3SW75|G3SW75_LOXAF
OG0011162	sp|P56377|AP1S2_HUMAN	tr|G3T3I5|G3T3I5_LOXAF
OG0011163	sp|P62847|RS24_HUMAN	tr|G3UL73|G3UL73_LOXAF
OG0011164	sp|P98171|RHG04_HUMAN	tr|G3TDW8|G3TDW8_LOXAF
OG0011165	sp|Q00973|B4GN1_HUMAN	tr|G3TP11|G3TP11_LOXAF
OG0011166	sp|Q07075|AMPE_HUMAN	tr|G3U483|G3U483_LOXAF
OG0011167	sp|Q09013|DMPK_HUMAN	tr|G3TTA3|G3TTA3_LOXAF
OG0011168	sp|Q12824|SNF5_HUMAN	tr|G3SZ00|G3SZ00_LOXAF
