Orthogroup	Homo_sapiens	Propithecus_coquereli
OG0009752	sp|A6NCL2|LRCL1_HUMAN	tr|A0A2K6ERB9|A0A2K6ERB9_PROCO
OG0009753	sp|A6NDB9|PALM3_HUMAN	tr|A0A2K6GF96|A0A2K6GF96_PROCO
OG0009754	sp|A6NFE3|EFC10_HUMAN	tr|A0A2K6GR61|A0A2K6GR61_PROCO
OG0009755	sp|A6NGY3|CE052_HUMAN	tr|A0A2K6GX41|A0A2K6GX41_PROCO
OG0009756	sp|A8MZ59|LEUTX_HUMAN	tr|A0A2K6FT95|A0A2K6FT95_PROCO
OG0009757	sp|O14936|CSKP_HUMAN	tr|A0A2K6GIL6|A0A2K6GIL6_PROCO
OG0009758	sp|O15235|RT12_HUMAN	tr|A0A2K6FT18|A0A2K6FT18_PROCO
OG0009759	sp|O43303|CP110_HUMAN	tr|A0A2K6EZW0|A0A2K6EZW0_PROCO
OG0009760	sp|O43508|TNF12_HUMAN	tr|A0A2K6FXM7|A0A2K6FXM7_PROCO
OG0009761	sp|O43924|PDE6D_HUMAN	tr|A0A2K6GIG8|A0A2K6GIG8_PROCO
OG0009762	sp|O75715|GPX5_HUMAN	tr|A0A2K6FHY4|A0A2K6FHY4_PROCO
OG0009763	sp|O75928|PIAS2_HUMAN	tr|A0A2K6GYK0|A0A2K6GYK0_PROCO
OG0009765	sp|P11308|ERG_HUMAN	tr|A0A2K6FGE5|A0A2K6FGE5_PROCO
OG0009766	sp|P31274|HXC9_HUMAN	tr|A0A2K6GS79|A0A2K6GS79_PROCO
OG0009767	sp|P35557|HXK4_HUMAN	tr|A0A2K6G0M0|A0A2K6G0M0_PROCO
OG0009768	sp|P43686|PRS6B_HUMAN	tr|A0A2K6GH15|A0A2K6GH15_PROCO
OG0009769	sp|P50221|MEOX1_HUMAN	tr|A0A2K6G5A2|A0A2K6G5A2_PROCO
OG0009770	sp|P78325|ADAM8_HUMAN	tr|A0A2K6FWL3|A0A2K6FWL3_PROCO
OG0009771	sp|Q00796|DHSO_HUMAN	tr|A0A2K6G749|A0A2K6G749_PROCO
OG0009772	sp|Q14061|COX17_HUMAN	tr|A0A2K6GDL3|A0A2K6GDL3_PROCO
OG0009773	sp|Q14515|SPRL1_HUMAN	tr|A0A2K6G8Y6|A0A2K6G8Y6_PROCO
OG0009774	sp|Q56A73|SPIN4_HUMAN	tr|A0A2K6EIN5|A0A2K6EIN5_PROCO
OG0009775	sp|Q5GH72|XKR7_HUMAN	tr|A0A2K6F9G6|A0A2K6F9G6_PROCO
OG0009776	sp|Q5T292|TM273_HUMAN	tr|A0A2K6GSV1|A0A2K6GSV1_PROCO
OG0009777	sp|Q5T5P2|SKT_HUMAN	tr|A0A2K6ESI6|A0A2K6ESI6_PROCO
OG0009778	sp|Q5TCS8|KAD9_HUMAN	tr|A0A2K6GFB4|A0A2K6GFB4_PROCO
OG0009779	sp|Q5VU57|CBPC6_HUMAN	tr|A0A2K6FQL1|A0A2K6FQL1_PROCO
OG0009780	sp|Q6IPR1|ETFR1_HUMAN	tr|A0A2K6EZ13|A0A2K6EZ13_PROCO
OG0009781	sp|Q6PCB5|RSBNL_HUMAN	tr|A0A2K6G8V1|A0A2K6G8V1_PROCO
OG0009782	sp|Q6UXB0|F131A_HUMAN	tr|A0A2K6GQL4|A0A2K6GQL4_PROCO
OG0009783	sp|Q6ZU67|BEND4_HUMAN	tr|A0A2K6FMU3|A0A2K6FMU3_PROCO
OG0009784	sp|Q86TU7|SETD3_HUMAN	tr|A0A2K6F3J6|A0A2K6F3J6_PROCO
OG0009785	sp|Q86UW8|HPLN4_HUMAN	tr|A0A2K6G9W5|A0A2K6G9W5_PROCO
OG0009786	sp|Q86WR0|CCD25_HUMAN	tr|A0A2K6EJ07|A0A2K6EJ07_PROCO
OG0009787	sp|Q8IUX1|T126B_HUMAN	tr|A0A2K6FVZ4|A0A2K6FVZ4_PROCO
OG0009788	sp|Q8IW41|MAPK5_HUMAN	tr|A0A2K6GBD0|A0A2K6GBD0_PROCO
OG0009789	sp|Q8IZF7|AGRF2_HUMAN	tr|A0A2K6GCF6|A0A2K6GCF6_PROCO
OG0009790	sp|Q8N3D4|EH1L1_HUMAN	tr|A0A2K6G291|A0A2K6G291_PROCO
OG0009791	sp|Q8N488|RYBP_HUMAN	tr|A0A2K6GI17|A0A2K6GI17_PROCO
OG0009792	sp|Q8TDF6|GRP4_HUMAN	tr|A0A2K6EVG6|A0A2K6EVG6_PROCO
OG0009793	sp|Q96JX3|SRAC1_HUMAN	tr|A0A2K6EWD6|A0A2K6EWD6_PROCO
OG0009794	sp|Q96KR1|ZFR_HUMAN	tr|A0A2K6EE52|A0A2K6EE52_PROCO
OG0009795	sp|Q96NL6|SCLT1_HUMAN	tr|A0A2K6G0Y6|A0A2K6G0Y6_PROCO
OG0009796	sp|Q9BPV8|P2Y13_HUMAN	tr|A0A2K6G1Q9|A0A2K6G1Q9_PROCO
OG0009797	sp|Q9BYS8|LRRC2_HUMAN	tr|A0A2K6FYY9|A0A2K6FYY9_PROCO
OG0009798	sp|Q9H114|CSTL1_HUMAN	tr|A0A2K6F894|A0A2K6F894_PROCO
OG0009799	sp|Q9HD34|LYRM4_HUMAN	tr|A0A2K6FI80|A0A2K6FI80_PROCO
OG0009800	sp|Q9NUQ6|SPS2L_HUMAN	tr|A0A2K6F5G6|A0A2K6F5G6_PROCO
OG0009801	sp|Q9NVM4|ANM7_HUMAN	tr|A0A2K6G004|A0A2K6G004_PROCO
OG0009802	sp|Q9NZC7|WWOX_HUMAN	tr|A0A2K6GC96|A0A2K6GC96_PROCO
OG0009803	sp|Q9P0K9|FRS1L_HUMAN	tr|A0A2K6GAQ5|A0A2K6GAQ5_PROCO
OG0009804	sp|Q9Y2H2|SAC2_HUMAN	tr|A0A2K6F1G8|A0A2K6F1G8_PROCO
OG0009805	sp|Q9Y697|NFS1_HUMAN	tr|A0A2K6GVB4|A0A2K6GVB4_PROCO
OG0009806	sp|A6NEK1|ARRD5_HUMAN	tr|A0A2K6GQ58|A0A2K6GQ58_PROCO
OG0009807	sp|A8MTZ7|CL071_HUMAN	tr|A0A2K6GH36|A0A2K6GH36_PROCO
OG0009808	sp|B1ATL7|PRR32_HUMAN	tr|A0A2K6GG33|A0A2K6GG33_PROCO
OG0009809	sp|D6RGH6|MCIN_HUMAN	tr|A0A2K6F041|A0A2K6F041_PROCO
OG0009810	sp|O14523|C2C2L_HUMAN	tr|A0A2K6FV56|A0A2K6FV56_PROCO
OG0009811	sp|O15160|RPAC1_HUMAN	tr|A0A2K6GF23|A0A2K6GF23_PROCO
OG0009812	sp|O60610|DIAP1_HUMAN	tr|A0A2K6FSK6|A0A2K6FSK6_PROCO
OG0009813	sp|O95825|QORL1_HUMAN	tr|A0A2K6FQS3|A0A2K6FQS3_PROCO
OG0009814	sp|O95971|BY55_HUMAN	tr|A0A2K6FX85|A0A2K6FX85_PROCO
OG0009815	sp|P01127|PDGFB_HUMAN	tr|A0A2K6ENP0|A0A2K6ENP0_PROCO
OG0009816	sp|P04066|FUCO_HUMAN	tr|A0A2K6F1D1|A0A2K6F1D1_PROCO
OG0009817	sp|P05155|IC1_HUMAN	tr|A0A2K6FYA7|A0A2K6FYA7_PROCO
OG0009818	sp|P05186|PPBT_HUMAN	tr|A0A2K6FEZ6|A0A2K6FEZ6_PROCO
OG0009819	sp|P23511|NFYA_HUMAN	tr|A0A2K6GXX4|A0A2K6GXX4_PROCO
OG0009820	sp|P24666|PPAC_HUMAN	tr|A0A2K6FQ21|A0A2K6FQ21_PROCO
OG0009821	sp|P29375|KDM5A_HUMAN	tr|A0A2K6F4N5|A0A2K6F4N5_PROCO
OG0009822	sp|P48995|TRPC1_HUMAN	tr|A0A2K6EQA9|A0A2K6EQA9_PROCO
OG0009823	sp|P60468|SC61B_HUMAN	tr|A0A2K6FY70|A0A2K6FY70_PROCO
OG0009824	sp|Q12887|COX10_HUMAN	tr|A0A2K6FAR6|A0A2K6FAR6_PROCO
OG0009825	sp|Q13505|MTX1_HUMAN	tr|A0A2K6H0D6|A0A2K6H0D6_PROCO
OG0009826	sp|Q16690|DUS5_HUMAN	tr|A0A2K6EUP0|A0A2K6EUP0_PROCO
OG0009827	sp|Q17R60|IMPG1_HUMAN	tr|A0A2K6EVA4|A0A2K6EVA4_PROCO
OG0009828	sp|Q18PE1|DOK7_HUMAN	tr|A0A2K6GCD4|A0A2K6GCD4_PROCO
OG0009829	sp|Q2TAL8|QRIC1_HUMAN	tr|A0A2K6GX05|A0A2K6GX05_PROCO
OG0009830	sp|Q3B726|RPA43_HUMAN	tr|A0A2K6FDT6|A0A2K6FDT6_PROCO
OG0009832	sp|Q5JPH6|SYEM_HUMAN	tr|A0A2K6G679|A0A2K6G679_PROCO
OG0009833	sp|Q5T7V8|GORAB_HUMAN	tr|A0A2K6GC52|A0A2K6GC52_PROCO
OG0009834	sp|Q86SE5|RALYL_HUMAN	tr|A0A2K6EN86|A0A2K6EN86_PROCO
OG0009835	sp|Q8IWF6|DEN6A_HUMAN	tr|A0A2K6F7J5|A0A2K6F7J5_PROCO
OG0009836	sp|Q8IXN7|RIMKA_HUMAN	tr|A0A2K6G9A9|A0A2K6G9A9_PROCO
OG0009837	sp|Q8IYV9|IZUM1_HUMAN	tr|A0A2K6FJK7|A0A2K6FJK7_PROCO
OG0009838	sp|Q8J025|APCD1_HUMAN	tr|A0A2K6GM96|A0A2K6GM96_PROCO
OG0009839	sp|Q8N1F8|S11IP_HUMAN	tr|A0A2K6EQQ3|A0A2K6EQQ3_PROCO
OG0009840	sp|Q8N5H7|SH2D3_HUMAN	tr|A0A2K6FX86|A0A2K6FX86_PROCO
OG0009841	sp|Q8N8Q8|COX18_HUMAN	tr|A0A2K6GPV8|A0A2K6GPV8_PROCO
OG0009842	sp|Q8N8R3|MCATL_HUMAN	tr|A0A2K6FUP8|A0A2K6FUP8_PROCO
OG0009843	sp|Q8TET4|GANC_HUMAN	tr|A0A2K6GLF9|A0A2K6GLF9_PROCO
OG0009844	sp|Q92506|DHB8_HUMAN	tr|A0A2K6EVE0|A0A2K6EVE0_PROCO
OG0009845	sp|Q92633|LPAR1_HUMAN	tr|A0A2K6F8G6|A0A2K6F8G6_PROCO
OG0009846	sp|Q96A37|RN166_HUMAN	tr|A0A2K6FPR1|A0A2K6FPR1_PROCO
OG0009847	sp|Q96AP0|ACD_HUMAN	tr|A0A2K6GVL9|A0A2K6GVL9_PROCO
OG0009848	sp|Q96CS2|HAUS1_HUMAN	tr|A0A2K6GCH8|A0A2K6GCH8_PROCO
OG0009849	sp|Q96HP4|OXND1_HUMAN	tr|A0A2K6FAN5|A0A2K6FAN5_PROCO
OG0009850	sp|Q96M63|ODAD1_HUMAN	tr|A0A2K6G688|A0A2K6G688_PROCO
OG0009851	sp|Q96QE5|TEFM_HUMAN	tr|A0A2K6G370|A0A2K6G370_PROCO
OG0009852	sp|Q96QF0|RAB3I_HUMAN	tr|A0A2K6EM42|A0A2K6EM42_PROCO
OG0009853	sp|Q96SL8|FIZ1_HUMAN	tr|A0A2K6F6G5|A0A2K6F6G5_PROCO
OG0009854	sp|Q99607|ELF4_HUMAN	tr|A0A2K6FWJ7|A0A2K6FWJ7_PROCO
OG0009855	sp|Q99697|PITX2_HUMAN	tr|A0A2K6G5E1|A0A2K6G5E1_PROCO
OG0009856	sp|Q9BSG5|RTBDN_HUMAN	tr|A0A2K6FL00|A0A2K6FL00_PROCO
OG0009857	sp|Q9BTD3|TM121_HUMAN	tr|A0A2K6EEI6|A0A2K6EEI6_PROCO
OG0009858	sp|Q9C029|TRIM7_HUMAN	tr|A0A2K6FSP6|A0A2K6FSP6_PROCO
OG0009859	sp|Q9H0I2|ENKD1_HUMAN	tr|A0A2K6ELT8|A0A2K6ELT8_PROCO
OG0009860	sp|Q9HAZ2|PRD16_HUMAN	tr|A0A2K6EMA3|A0A2K6EMA3_PROCO
OG0009861	sp|Q9HCU5|PREB_HUMAN	tr|A0A2K6EH47|A0A2K6EH47_PROCO
OG0009862	sp|Q9HDD0|PLAT1_HUMAN	tr|A0A2K6GLN9|A0A2K6GLN9_PROCO
OG0009863	sp|Q9NP79|VTA1_HUMAN	tr|A0A2K6FE24|A0A2K6FE24_PROCO
OG0009864	sp|Q9UBK9|UXT_HUMAN	tr|A0A2K6FAP0|A0A2K6FAP0_PROCO
OG0009865	sp|Q9Y5B8|NDK7_HUMAN	tr|A0A2K6GXW4|A0A2K6GXW4_PROCO
OG0009866	sp|O60636|TSN2_HUMAN	tr|A0A2K6FZP6|A0A2K6FZP6_PROCO
OG0009867	sp|O60896|RAMP3_HUMAN	tr|A0A2K6GZ14|A0A2K6GZ14_PROCO
OG0009868	sp|O75462|CRLF1_HUMAN	tr|A0A2K6EUP8|A0A2K6EUP8_PROCO
OG0009869	sp|O76050|NEUL1_HUMAN	tr|A0A2K6F1A7|A0A2K6F1A7_PROCO
OG0009870	sp|O95382|M3K6_HUMAN	tr|A0A2K6GTM6|A0A2K6GTM6_PROCO
OG0009871	sp|P00748|FA12_HUMAN	tr|A0A2K6F965|A0A2K6F965_PROCO
OG0009872	sp|P01591|IGJ_HUMAN	tr|A0A2K6ES94|A0A2K6ES94_PROCO
OG0009873	sp|P02795|MT2_HUMAN	tr|A0A2K6FA36|A0A2K6FA36_PROCO
OG0009874	sp|P04054|PA21B_HUMAN	tr|A0A2K6EWF0|A0A2K6EWF0_PROCO
OG0009875	sp|P12110|CO6A2_HUMAN	tr|A0A2K6F7E6|A0A2K6F7E6_PROCO
OG0009876	sp|P21941|MATN1_HUMAN	tr|A0A2K6G282|A0A2K6G282_PROCO
OG0009877	sp|P25942|TNR5_HUMAN	tr|A0A2K6GIX8|A0A2K6GIX8_PROCO
OG0009878	sp|P28300|LYOX_HUMAN	tr|A0A2K6FXJ3|A0A2K6FXJ3_PROCO
OG0009879	sp|P30279|CCND2_HUMAN	tr|A0A2K6ETN7|A0A2K6ETN7_PROCO
OG0009880	sp|P35240|MERL_HUMAN	tr|A0A2K6FAX5|A0A2K6FAX5_PROCO
OG0009881	sp|P49902|5NTC_HUMAN	tr|A0A2K6F2Y8|A0A2K6F2Y8_PROCO
OG0009882	sp|P52732|KIF11_HUMAN	tr|A0A2K6FKR1|A0A2K6FKR1_PROCO
OG0009883	sp|P54274|TERF1_HUMAN	tr|A0A2K6G416|A0A2K6G416_PROCO
OG0009884	sp|P83436|COG7_HUMAN	tr|A0A2K6FDZ0|A0A2K6FDZ0_PROCO
OG0009885	sp|Q01543|FLI1_HUMAN	tr|A0A2K6GJI9|A0A2K6GJI9_PROCO
OG0009886	sp|Q15061|WDR43_HUMAN	tr|A0A2K6EEP7|A0A2K6EEP7_PROCO
OG0009887	sp|Q15397|PUM3_HUMAN	tr|A0A2K6GSU4|A0A2K6GSU4_PROCO
OG0009888	sp|Q15573|TAF1A_HUMAN	tr|A0A2K6FL12|A0A2K6FL12_PROCO
OG0009889	sp|Q15714|T22D1_HUMAN	tr|A0A2K6F1W0|A0A2K6F1W0_PROCO
OG0009890	sp|Q16656|NRF1_HUMAN	tr|A0A2K6GK23|A0A2K6GK23_PROCO
OG0009891	sp|Q5JVX7|CA141_HUMAN	tr|A0A2K6FN45|A0A2K6FN45_PROCO
OG0009892	sp|Q63HR2|TNS2_HUMAN	tr|A0A2K6GR44|A0A2K6GR44_PROCO
OG0009893	sp|Q6P179|ERAP2_HUMAN	tr|A0A2K6ERS7|A0A2K6ERS7_PROCO
OG0009894	sp|Q6ZNA4|RN111_HUMAN	tr|A0A2K6GH54|A0A2K6GH54_PROCO
OG0009895	sp|Q6ZR85|CQ107_HUMAN	tr|A0A2K6F3J3|A0A2K6F3J3_PROCO
OG0009896	sp|Q6ZTW0|TPGS1_HUMAN	tr|A0A2K6G568|A0A2K6G568_PROCO
OG0009897	sp|Q7Z304|MAMC2_HUMAN	tr|A0A2K6FA53|A0A2K6FA53_PROCO
OG0009898	sp|Q7Z3G6|PRIC2_HUMAN	tr|A0A2K6EX74|A0A2K6EX74_PROCO
OG0009899	sp|Q86UP9|LHPL3_HUMAN	tr|A0A2K6FEL2|A0A2K6FEL2_PROCO
OG0009900	sp|Q8N682|DRAM1_HUMAN	tr|A0A2K6ENZ3|A0A2K6ENZ3_PROCO
OG0009901	sp|Q8NBV4|PLPP7_HUMAN	tr|A0A2K6ETR3|A0A2K6ETR3_PROCO
OG0009902	sp|Q92791|SC65_HUMAN	tr|A0A2K6GA30|A0A2K6GA30_PROCO
OG0009903	sp|Q969S9|RRF2M_HUMAN	tr|A0A2K6G4R4|A0A2K6G4R4_PROCO
OG0009904	sp|Q96BY7|ATG2B_HUMAN	tr|A0A2K6FIV2|A0A2K6FIV2_PROCO
OG0009905	sp|Q96EK5|KBP_HUMAN	tr|A0A2K6EK16|A0A2K6EK16_PROCO
OG0009906	sp|Q96HR9|REEP6_HUMAN	tr|A0A2K6EEW8|A0A2K6EEW8_PROCO
OG0009907	sp|Q96LB3|IFT74_HUMAN	tr|A0A2K6G8A3|A0A2K6G8A3_PROCO
OG0009908	sp|Q96RI1|NR1H4_HUMAN	tr|A0A2K6FI19|A0A2K6FI19_PROCO
OG0009909	sp|Q96T68|SETB2_HUMAN	tr|A0A2K6FDY6|A0A2K6FDY6_PROCO
OG0009910	sp|Q99895|CTRC_HUMAN	tr|A0A2K6EWF3|A0A2K6EWF3_PROCO
OG0009911	sp|Q9BQ13|KCD14_HUMAN	tr|A0A2K6GCI0|A0A2K6GCI0_PROCO
OG0009912	sp|Q9BRX2|PELO_HUMAN	tr|A0A2K6FX66|A0A2K6FX66_PROCO
OG0009913	sp|Q9BSD3|RHNO1_HUMAN	tr|A0A2K6EJ16|A0A2K6EJ16_PROCO
OG0009914	sp|Q9BWN1|PRR14_HUMAN	tr|A0A2K6EQ69|A0A2K6EQ69_PROCO
OG0009915	sp|Q9BXQ6|T121B_HUMAN	tr|A0A2K6GP83|A0A2K6GP83_PROCO
OG0009916	sp|Q9GZN1|ARP6_HUMAN	tr|A0A2K6EGE1|A0A2K6EGE1_PROCO
OG0009917	sp|Q9H2X0|CHRD_HUMAN	tr|A0A2K6EVY5|A0A2K6EVY5_PROCO
OG0009918	sp|Q9H329|E41LB_HUMAN	tr|A0A2K6G4T2|A0A2K6G4T2_PROCO
OG0009919	sp|Q9H467|CUED2_HUMAN	tr|A0A2K6GZT0|A0A2K6GZT0_PROCO
OG0009920	sp|Q9H5Q4|TFB2M_HUMAN	tr|A0A2K6FDS7|A0A2K6FDS7_PROCO
OG0009921	sp|Q9H611|PIF1_HUMAN	tr|A0A2K6FJ13|A0A2K6FJ13_PROCO
OG0009922	sp|Q9H816|DCR1B_HUMAN	tr|A0A2K6G4R1|A0A2K6G4R1_PROCO
OG0009923	sp|Q9NQT5|EXOS3_HUMAN	tr|A0A2K6GXW0|A0A2K6GXW0_PROCO
OG0009924	sp|Q9NSC7|SIA7A_HUMAN	tr|A0A2K6GVN9|A0A2K6GVN9_PROCO
OG0009925	sp|Q9NTJ4|MA2C1_HUMAN	tr|A0A2K6FG68|A0A2K6FG68_PROCO
OG0009926	sp|Q9P0R6|GSKIP_HUMAN	tr|A0A2K6GXK3|A0A2K6GXK3_PROCO
OG0009927	sp|Q9UBH6|XPR1_HUMAN	tr|A0A2K6F4Z4|A0A2K6F4Z4_PROCO
OG0009928	sp|Q9UJW7|ZN229_HUMAN	tr|A0A2K6GNB5|A0A2K6GNB5_PROCO
OG0009929	sp|Q9UK41|VPS28_HUMAN	tr|A0A2K6GGV0|A0A2K6GGV0_PROCO
OG0009930	sp|Q9UM44|HHLA2_HUMAN	tr|A0A2K6ETC9|A0A2K6ETC9_PROCO
OG0009931	sp|Q9Y2E5|MA2B2_HUMAN	tr|A0A2K6ERH8|A0A2K6ERH8_PROCO
OG0009932	sp|Q9Y548|YIPF1_HUMAN	tr|A0A2K6FEW0|A0A2K6FEW0_PROCO
OG0009933	sp|Q9Y587|AP4S1_HUMAN	tr|A0A2K6F8Q4|A0A2K6F8Q4_PROCO
OG0009934	sp|Q9Y5A6|ZSC21_HUMAN	tr|A0A2K6EYX7|A0A2K6EYX7_PROCO
OG0009935	sp|A0A1B0GW35|EXC1L_HUMAN	tr|A0A2K6ES47|A0A2K6ES47_PROCO
OG0009936	sp|A0PG75|PLS5_HUMAN	tr|A0A2K6GZE4|A0A2K6GZE4_PROCO
OG0009937	sp|A6NI79|CCD69_HUMAN	tr|A0A2K6GRA2|A0A2K6GRA2_PROCO
OG0009938	sp|C9J7I0|UMAD1_HUMAN	tr|A0A2K6F5Z2|A0A2K6F5Z2_PROCO
OG0009939	sp|O14917|PCD17_HUMAN	tr|A0A2K6ERP8|A0A2K6ERP8_PROCO
OG0009940	sp|O14975|S27A2_HUMAN	tr|A0A2K6EHC1|A0A2K6EHC1_PROCO
OG0009941	sp|O15239|NDUA1_HUMAN	tr|A0A2K6G216|A0A2K6G216_PROCO
OG0009942	sp|P04278|SHBG_HUMAN	tr|A0A2K6GE50|A0A2K6GE50_PROCO
OG0009943	sp|P07738|PMGE_HUMAN	tr|A0A2K6ESS3|A0A2K6ESS3_PROCO
OG0009944	sp|P0C263|SBK2_HUMAN	tr|A0A2K6EQU1|A0A2K6EQU1_PROCO
OG0009945	sp|P13569|CFTR_HUMAN	tr|A0A2K6F053|A0A2K6F053_PROCO
OG0009946	sp|P14061|DHB1_HUMAN	tr|A0A2K6GJC4|A0A2K6GJC4_PROCO
OG0009947	sp|P19532|TFE3_HUMAN	tr|A0A2K6GT80|A0A2K6GT80_PROCO
OG0009948	sp|P23467|PTPRB_HUMAN	tr|A0A2K6GZ88|A0A2K6GZ88_PROCO
OG0009949	sp|P30304|MPIP1_HUMAN	tr|A0A2K6EX57|A0A2K6EX57_PROCO
OG0009950	sp|P35790|CHKA_HUMAN	tr|A0A2K6GUP5|A0A2K6GUP5_PROCO
OG0009951	sp|P53355|DAPK1_HUMAN	tr|A0A2K6F4L3|A0A2K6F4L3_PROCO
OG0009952	sp|P63165|SUMO1_HUMAN	tr|A0A2K6EKD7|A0A2K6EKD7_PROCO
OG0009953	sp|Q00013|EM55_HUMAN	tr|A0A2K6EJW7|A0A2K6EJW7_PROCO
OG0009954	sp|Q01658|NC2B_HUMAN	tr|A0A2K6GL66|A0A2K6GL66_PROCO
OG0009955	sp|Q0Z7S8|FABP9_HUMAN	tr|A0A2K6GZA9|A0A2K6GZA9_PROCO
OG0009956	sp|Q16774|KGUA_HUMAN	tr|A0A2K6ENB9|A0A2K6ENB9_PROCO
OG0009957	sp|Q16775|GLO2_HUMAN	tr|A0A2K6GQ68|A0A2K6GQ68_PROCO
OG0009958	sp|Q2T9L4|INSY1_HUMAN	tr|A0A2K6GQG1|A0A2K6GQG1_PROCO
OG0009959	sp|Q3MII6|TBC25_HUMAN	tr|A0A2K6F1N8|A0A2K6F1N8_PROCO
OG0009960	sp|Q5J5C9|DB121_HUMAN	tr|A0A2K6ELX2|A0A2K6ELX2_PROCO
OG0009961	sp|Q5JQF8|PAP1M_HUMAN	tr|A0A2K6GN08|A0A2K6GN08_PROCO
OG0009962	sp|Q5SYB0|FRPD1_HUMAN	tr|A0A2K6FPB8|A0A2K6FPB8_PROCO
OG0009963	sp|Q5VV52|ZN691_HUMAN	tr|A0A2K6FTU5|A0A2K6FTU5_PROCO
OG0009964	sp|Q6NT76|HMBX1_HUMAN	tr|A0A2K6FGC2|A0A2K6FGC2_PROCO
OG0009965	sp|Q6ZSI9|CAN12_HUMAN	tr|A0A2K6GMX8|A0A2K6GMX8_PROCO
OG0009966	sp|Q7LBE3|S26A9_HUMAN	tr|A0A2K6EPB0|A0A2K6EPB0_PROCO
OG0009967	sp|Q7RTU0|TCF24_HUMAN	tr|A0A2K6ESJ2|A0A2K6ESJ2_PROCO
OG0009968	sp|Q7Z6W1|TMCO2_HUMAN	tr|A0A2K6EN12|A0A2K6EN12_PROCO
OG0009969	sp|Q8IYD2|KLD8A_HUMAN	tr|A0A2K6FCM2|A0A2K6FCM2_PROCO
OG0009970	sp|Q8IZD2|KMT2E_HUMAN	tr|A0A2K6FJ55|A0A2K6FJ55_PROCO
OG0009971	sp|Q8N6L7|TM252_HUMAN	tr|A0A2K6GUM9|A0A2K6GUM9_PROCO
OG0009972	sp|Q8N9M5|TM102_HUMAN	tr|A0A2K6GHD0|A0A2K6GHD0_PROCO
OG0009973	sp|Q8NDX5|PHC3_HUMAN	tr|A0A2K6GYT2|A0A2K6GYT2_PROCO
OG0009974	sp|Q8WXI4|ACO11_HUMAN	tr|A0A2K6GDT9|A0A2K6GDT9_PROCO
OG0009975	sp|Q92613|JADE3_HUMAN	tr|A0A2K6GYY7|A0A2K6GYY7_PROCO
OG0009976	sp|Q96D96|HVCN1_HUMAN	tr|A0A2K6GLI1|A0A2K6GLI1_PROCO
OG0009977	sp|Q9BSA4|TTYH2_HUMAN	tr|A0A2K6EMH8|A0A2K6EMH8_PROCO
OG0009978	sp|Q9BTV6|DPH7_HUMAN	tr|A0A2K6F742|A0A2K6F742_PROCO
OG0009979	sp|Q9BUZ4|TRAF4_HUMAN	tr|A0A2K6EHV9|A0A2K6EHV9_PROCO
OG0009980	sp|Q9BW83|IFT27_HUMAN	tr|A0A2K6GMH7|A0A2K6GMH7_PROCO
OG0009981	sp|Q9BZ71|PITM3_HUMAN	tr|A0A2K6GXM5|A0A2K6GXM5_PROCO
OG0009982	sp|Q9H6F5|CCD86_HUMAN	tr|A0A2K6G8Q6|A0A2K6G8Q6_PROCO
OG0009983	sp|Q9HCG8|CWC22_HUMAN	tr|A0A2K6ENU1|A0A2K6ENU1_PROCO
OG0009984	sp|Q9NVR0|KLH11_HUMAN	tr|A0A2K6GQF8|A0A2K6GQF8_PROCO
OG0009985	sp|Q9NXR1|NDE1_HUMAN	tr|A0A2K6EU38|A0A2K6EU38_PROCO
OG0009986	sp|Q9NZQ0|DJC27_HUMAN	tr|A0A2K6GK29|A0A2K6GK29_PROCO
OG0009987	sp|Q9UHI8|ATS1_HUMAN	tr|A0A2K6FX30|A0A2K6FX30_PROCO
OG0009988	sp|Q9UKM7|MA1B1_HUMAN	tr|A0A2K6G8L9|A0A2K6G8L9_PROCO
OG0009989	sp|Q9UNH5|CC14A_HUMAN	tr|A0A2K6EM38|A0A2K6EM38_PROCO
OG0009990	sp|Q9Y5Z6|B3GT1_HUMAN	tr|A0A2K6EQ59|A0A2K6EQ59_PROCO
OG0009991	sp|Q9Y6N6|LAMC3_HUMAN	tr|A0A2K6GLV1|A0A2K6GLV1_PROCO
OG0009992	sp|Q9Y6X6|MYO16_HUMAN	tr|A0A2K6EPT9|A0A2K6EPT9_PROCO
OG0009993	sp|A6NDU8|RIMC1_HUMAN	tr|A0A2K6H0S1|A0A2K6H0S1_PROCO
OG0009994	sp|A8K855|EFCB7_HUMAN	tr|A0A2K6G2U1|A0A2K6G2U1_PROCO
OG0009995	sp|B2RTY4|MYO9A_HUMAN	tr|A0A2K6FUB7|A0A2K6FUB7_PROCO
OG0009996	sp|O00400|ACATN_HUMAN	tr|A0A2K6G1E7|A0A2K6G1E7_PROCO
OG0009997	sp|O15105|SMAD7_HUMAN	tr|A0A2K6EH02|A0A2K6EH02_PROCO
OG0009998	sp|O43805|SSNA1_HUMAN	tr|A0A2K6G3T9|A0A2K6G3T9_PROCO
OG0009999	sp|O60299|LZTS3_HUMAN	tr|A0A2K6F124|A0A2K6F124_PROCO
OG0010000	sp|O75298|RTN2_HUMAN	tr|A0A2K6EHZ7|A0A2K6EHZ7_PROCO
OG0010001	sp|O75525|KHDR3_HUMAN	tr|A0A2K6GA44|A0A2K6GA44_PROCO
OG0010002	sp|O94822|LTN1_HUMAN	tr|A0A2K6GKD2|A0A2K6GKD2_PROCO
