Orthogroup	Homo_sapiens	Balaenoptera_acutorostrata_scammoni
OG0013721	sp|P22301|IL10_HUMAN	tr|A0A383Z997|A0A383Z997_BALAS
OG0013722	sp|O14793|GDF8_HUMAN	tr|A0A383Z9G0|A0A383Z9G0_BALAS
OG0013723	sp|Q92974|ARHG2_HUMAN	tr|A0A383ZA99|A0A383ZA99_BALAS
OG0013724	sp|O75629|CREG1_HUMAN	tr|A0A383ZBC2|A0A383ZBC2_BALAS
OG0013725	sp|Q5VVY1|NTM1B_HUMAN	tr|A0A383ZC04|A0A383ZC04_BALAS
OG0013726	sp|Q01459|DIAC_HUMAN	tr|A0A383ZDX7|A0A383ZDX7_BALAS
OG0013727	sp|Q3MJ16|PA24E_HUMAN	tr|A0A383ZEV2|A0A383ZEV2_BALAS
OG0013728	sp|Q13216|ERCC8_HUMAN	tr|A0A383ZLX5|A0A383ZLX5_BALAS
OG0013729	sp|Q96A65|EXOC4_HUMAN	tr|A0A383ZQ17|A0A383ZQ17_BALAS
OG0013730	sp|Q9BRV3|SWET1_HUMAN	tr|A0A383ZUC5|A0A383ZUC5_BALAS
OG0013731	sp|Q8TDD2|SP7_HUMAN	tr|A0A383ZWK0|A0A383ZWK0_BALAS
OG0013732	sp|Q06055|AT5G2_HUMAN	tr|A0A383ZWW5|A0A383ZWW5_BALAS
OG0013733	sp|P08151|GLI1_HUMAN	tr|A0A383ZX76|A0A383ZX76_BALAS
OG0013734	sp|Q9P0G3|KLK14_HUMAN	tr|A0A383ZY14|A0A383ZY14_BALAS
OG0013735	sp|Q75WM6|H1FNT_HUMAN	tr|A0A383ZY43|A0A383ZY43_BALAS
OG0013736	sp|A8MVW0|F1712_HUMAN	tr|A0A383ZYW6|A0A383ZYW6_BALAS
OG0013737	sp|Q6NVV3|NIPA3_HUMAN	tr|A0A384A0E5|A0A384A0E5_BALAS
OG0013738	sp|Q7L622|G2E3_HUMAN	tr|A0A384A0M1|A0A384A0M1_BALAS
OG0013739	sp|Q8TE68|ES8L1_HUMAN	tr|A0A384A277|A0A384A277_BALAS
OG0013740	sp|Q9HBU9|POPD2_HUMAN	tr|A0A384A3L4|A0A384A3L4_BALAS
OG0013741	sp|Q9H974|QTRT2_HUMAN	tr|A0A384A3N3|A0A384A3N3_BALAS
OG0013742	sp|A4UGR9|XIRP2_HUMAN	tr|A0A384A7F2|A0A384A7F2_BALAS
OG0013743	sp|Q9HBM1|SPC25_HUMAN	tr|A0A384A7Q8|A0A384A7Q8_BALAS
OG0013744	sp|Q8NG27|PJA1_HUMAN	tr|A0A384A8C9|A0A384A8C9_BALAS
OG0013745	sp|Q9Y584|TIM22_HUMAN	tr|A0A384A9F2|A0A384A9F2_BALAS
OG0013746	sp|O43763|TLX2_HUMAN	tr|A0A384AA10|A0A384AA10_BALAS
OG0013747	sp|P81277|PRRP_HUMAN	tr|A0A384ACB5|A0A384ACB5_BALAS
OG0013748	sp|Q8IUB5|WFD13_HUMAN	tr|A0A384ADR1|A0A384ADR1_BALAS
OG0013749	sp|Q12830|BPTF_HUMAN	tr|A0A384AF69|A0A384AF69_BALAS
OG0013750	sp|Q5MNZ6|WIPI3_HUMAN	tr|A0A384AF83|A0A384AF83_BALAS
OG0013751	sp|Q8IVF5|TIAM2_HUMAN	tr|A0A384AFR5|A0A384AFR5_BALAS
OG0013752	sp|Q7Z4G1|COMD6_HUMAN	tr|A0A384AFZ3|A0A384AFZ3_BALAS
OG0013753	sp|Q9UKA4|AKA11_HUMAN	tr|A0A384AHN5|A0A384AHN5_BALAS
OG0013754	sp|O75829|CNMD_HUMAN	tr|A0A384AID6|A0A384AID6_BALAS
OG0013755	sp|O95989|NUDT3_HUMAN	tr|A0A384AIH6|A0A384AIH6_BALAS
OG0013756	sp|F5H4A9|CC080_HUMAN	tr|A0A384AIP4|A0A384AIP4_BALAS
OG0013757	sp|P82650|RT22_HUMAN	tr|A0A384ALM8|A0A384ALM8_BALAS
OG0013758	sp|Q9NQZ6|ZC4H2_HUMAN	tr|A0A384AME9|A0A384AME9_BALAS
OG0013759	sp|Q9C0D2|CE295_HUMAN	tr|A0A384AR50|A0A384AR50_BALAS
OG0013760	sp|Q9NUV9|GIMA4_HUMAN	tr|A0A384ARX4|A0A384ARX4_BALAS
OG0013761	sp|P50053|KHK_HUMAN	tr|A0A384AVE6|A0A384AVE6_BALAS
OG0013762	sp|A6NHR9|SMHD1_HUMAN	tr|A0A384AWT5|A0A384AWT5_BALAS
OG0013763	sp|Q68DH5|LMBD2_HUMAN	tr|A0A384AXY6|A0A384AXY6_BALAS
OG0013764	sp|Q96JP0|FEM1C_HUMAN	tr|A0A384AY05|A0A384AY05_BALAS
OG0013765	sp|Q0VAK6|LMOD3_HUMAN	tr|A0A384AYK8|A0A384AYK8_BALAS
OG0013766	sp|Q92610|ZN592_HUMAN	tr|A0A384B3Z0|A0A384B3Z0_BALAS
OG0013767	sp|Q8IYB1|M21D2_HUMAN	tr|A0A384B6S8|A0A384B6S8_BALAS
OG0013768	sp|Q16821|PPR3A_HUMAN	tr|A0A384B7C2|A0A384B7C2_BALAS
OG0013769	sp|Q5T160|SYRM_HUMAN	tr|A0A384B8Y5|A0A384B8Y5_BALAS
OG0013770	sp|Q86WS3|OOSP2_HUMAN	tr|A0A384BA86|A0A384BA86_BALAS
OG0013771	sp|Q96BW5|PTER_HUMAN	tr|A0A384BAE9|A0A384BAE9_BALAS
OG0013772	sp|Q8WUA2|PPIL4_HUMAN	tr|A0A384BB82|A0A384BB82_BALAS
OG0013773	sp|P35659|DEK_HUMAN	tr|A0A384BCL8|A0A384BCL8_BALAS
OG0013774	sp|A0A1B0GTU2|CTXD1_HUMAN	tr|A0A452C430|A0A452C430_BALAS
OG0013775	sp|Q06710|PAX8_HUMAN	tr|A0A452C5Q0|A0A452C5Q0_BALAS
OG0013776	sp|Q96EA4|SPDLY_HUMAN	tr|A0A452C906|A0A452C906_BALAS
OG0013777	sp|O43432|IF4G3_HUMAN	tr|A0A452CC50|A0A452CC50_BALAS
OG0013778	sp|Q8N239|KLH34_HUMAN	tr|A0A452CC63|A0A452CC63_BALAS
OG0013779	sp|Q9NV70|EXOC1_HUMAN	tr|A0A452CE65|A0A452CE65_BALAS
OG0013780	sp|A8MT69|CENPX_HUMAN	tr|A0A452CJK2|A0A452CJK2_BALAS
OG0013781	sp|Q7Z2V1|TNT_HUMAN	tr|A0A452CJX7|A0A452CJX7_BALAS
OG0013782	sp|Q8NG35|D105A_HUMAN	tr|A0A452CM17|A0A452CM17_BALAS
OG0013783	sp|P55201|BRPF1_HUMAN	tr|A0A452CPJ0|A0A452CPJ0_BALAS
OG0013784	sp|A6NE52|WDR97_HUMAN	tr|A0A452CPV2|A0A452CPV2_BALAS
OG0013785	sp|O95405|ZFYV9_HUMAN	tr|A0A383YNR7|A0A383YNR7_BALAS
OG0013786	sp|Q9BS40|LXN_HUMAN	tr|A0A383YPW4|A0A383YPW4_BALAS
OG0013787	sp|P52758|RIDA_HUMAN	tr|A0A383YQ67|A0A383YQ67_BALAS
OG0013788	sp|C9JR72|KBTBD_HUMAN	tr|A0A383YTH3|A0A383YTH3_BALAS
OG0013789	sp|Q9BXC9|BBS2_HUMAN	tr|A0A383YXP6|A0A383YXP6_BALAS
OG0013790	sp|Q9P296|C5AR2_HUMAN	tr|A0A383YZE0|A0A383YZE0_BALAS
OG0013791	sp|Q86XI8|ZSWM9_HUMAN	tr|A0A383Z0N0|A0A383Z0N0_BALAS
OG0013792	sp|O75934|SPF27_HUMAN	tr|A0A383Z2P2|A0A383Z2P2_BALAS
OG0013793	sp|P12107|COBA1_HUMAN	tr|A0A383Z3B7|A0A383Z3B7_BALAS
OG0013794	sp|Q9Y2D2|S35A3_HUMAN	tr|A0A383Z3Z0|A0A383Z3Z0_BALAS
OG0013795	sp|O00329|PK3CD_HUMAN	tr|A0A383Z4K1|A0A383Z4K1_BALAS
OG0013796	sp|P05166|PCCB_HUMAN	tr|A0A383Z5P5|A0A383Z5P5_BALAS
OG0013797	sp|P02652|APOA2_HUMAN	tr|A0A383Z9M2|A0A383Z9M2_BALAS
OG0013798	sp|P49368|TCPG_HUMAN	tr|A0A383ZAM0|A0A383ZAM0_BALAS
OG0013799	sp|O76074|PDE5A_HUMAN	tr|A0A383ZBQ7|A0A383ZBQ7_BALAS
OG0013800	sp|Q9NRZ7|PLCC_HUMAN	tr|A0A383ZBX5|A0A383ZBX5_BALAS
OG0013801	sp|P16444|DPEP1_HUMAN	tr|A0A383ZC95|A0A383ZC95_BALAS
OG0013802	sp|Q9Y5Z0|BACE2_HUMAN	tr|A0A383ZCM1|A0A383ZCM1_BALAS
OG0013803	sp|P52948|NUP98_HUMAN	tr|A0A383ZF53|A0A383ZF53_BALAS
OG0013804	sp|O75818|RPP40_HUMAN	tr|A0A383ZFN7|A0A383ZFN7_BALAS
OG0013805	sp|Q96FF9|CDCA5_HUMAN	tr|A0A383ZGW8|A0A383ZGW8_BALAS
OG0013806	sp|A8MTJ6|FOXI3_HUMAN	tr|A0A383ZJV3|A0A383ZJV3_BALAS
OG0013807	sp|O43633|CHM2A_HUMAN	tr|A0A383ZJW7|A0A383ZJW7_BALAS
OG0013808	sp|Q9UK45|LSM7_HUMAN	tr|A0A383ZNP7|A0A383ZNP7_BALAS
OG0013809	sp|Q9BTE6|AASD1_HUMAN	tr|A0A383ZRN4|A0A383ZRN4_BALAS
OG0013810	sp|Q86VR2|RETR3_HUMAN	tr|A0A383ZRV3|A0A383ZRV3_BALAS
OG0013811	sp|Q9H3E2|SNX25_HUMAN	tr|A0A383ZS69|A0A383ZS69_BALAS
OG0013812	sp|Q8NG11|TSN14_HUMAN	tr|A0A383ZS82|A0A383ZS82_BALAS
OG0013813	sp|Q9NRY2|SOSSC_HUMAN	tr|A0A383ZT17|A0A383ZT17_BALAS
OG0013814	sp|Q7Z591|AKNA_HUMAN	tr|A0A383ZTG1|A0A383ZTG1_BALAS
OG0013815	sp|Q496Y0|LONF3_HUMAN	tr|A0A383ZTJ4|A0A383ZTJ4_BALAS
OG0013816	sp|Q8IZD4|DCP1B_HUMAN	tr|A0A383ZUF5|A0A383ZUF5_BALAS
OG0013817	sp|P49736|MCM2_HUMAN	tr|A0A383ZWF5|A0A383ZWF5_BALAS
OG0013818	sp|Q96A29|FUCT1_HUMAN	tr|A0A384A1D3|A0A384A1D3_BALAS
OG0013819	sp|Q06187|BTK_HUMAN	tr|A0A384A2D9|A0A384A2D9_BALAS
OG0013820	sp|P51571|SSRD_HUMAN	tr|A0A384AE20|A0A384AE20_BALAS
OG0013821	sp|P15735|PHKG2_HUMAN	tr|A0A384AGK5|A0A384AGK5_BALAS
OG0013822	sp|P43657|LPAR6_HUMAN	tr|A0A384AHS3|A0A384AHS3_BALAS
OG0013823	sp|Q14582|MAD4_HUMAN	tr|A0A384AIR4|A0A384AIR4_BALAS
OG0013824	sp|P49961|ENTP1_HUMAN	tr|A0A384AJH5|A0A384AJH5_BALAS
OG0013825	sp|Q9BUN8|DERL1_HUMAN	tr|A0A384ANK5|A0A384ANK5_BALAS
OG0013826	sp|Q9ULH1|ASAP1_HUMAN	tr|A0A384ANQ2|A0A384ANQ2_BALAS
OG0013827	sp|Q9BWT6|MND1_HUMAN	tr|A0A384AQ97|A0A384AQ97_BALAS
OG0013828	sp|Q9NS71|GKN1_HUMAN	tr|A0A384AR31|A0A384AR31_BALAS
OG0013829	sp|P51685|CCR8_HUMAN	tr|A0A384AVS9|A0A384AVS9_BALAS
OG0013830	sp|O14777|NDC80_HUMAN	tr|A0A384AW71|A0A384AW71_BALAS
OG0013831	sp|Q8TBC4|UBA3_HUMAN	tr|A0A384AYN0|A0A384AYN0_BALAS
OG0013832	sp|Q8IX29|FBX16_HUMAN	tr|A0A384AZG5|A0A384AZG5_BALAS
OG0013833	sp|P41134|ID1_HUMAN	tr|A0A384B1B7|A0A384B1B7_BALAS
OG0013834	sp|Q2TAA5|ALG11_HUMAN	tr|A0A384B270|A0A384B270_BALAS
OG0013835	sp|O75509|TNR21_HUMAN	tr|A0A384B2N0|A0A384B2N0_BALAS
OG0013836	sp|Q9BY08|EBPL_HUMAN	tr|A0A384B2N5|A0A384B2N5_BALAS
OG0013837	sp|Q99946|PRRT1_HUMAN	tr|A0A384B3I1|A0A384B3I1_BALAS
OG0013838	sp|Q7Z5M5|TMC3_HUMAN	tr|A0A384B3V8|A0A384B3V8_BALAS
OG0013839	sp|P67870|CSK2B_HUMAN	tr|A0A384B3X4|A0A384B3X4_BALAS
OG0013840	sp|Q8N9Z9|LMTD1_HUMAN	tr|A0A384B5D2|A0A384B5D2_BALAS
OG0013841	sp|A6XGL0|YJEN3_HUMAN	tr|A0A384B6X7|A0A384B6X7_BALAS
OG0013842	sp|Q86W47|KCMB4_HUMAN	tr|A0A384B741|A0A384B741_BALAS
OG0013843	sp|P13284|GILT_HUMAN	tr|A0A384B781|A0A384B781_BALAS
OG0013844	sp|Q7Z478|DHX29_HUMAN	tr|A0A384B7M2|A0A384B7M2_BALAS
OG0013845	sp|Q9UGT4|SUSD2_HUMAN	tr|A0A384BA42|A0A384BA42_BALAS
OG0013846	sp|Q8IW45|NNRD_HUMAN	tr|A0A452C5B6|A0A452C5B6_BALAS
OG0013847	sp|Q8IXW0|LMTD2_HUMAN	tr|A0A452C945|A0A452C945_BALAS
OG0013848	sp|Q9Y5L2|HLPDA_HUMAN	tr|A0A452CDE2|A0A452CDE2_BALAS
OG0013849	sp|Q92874|DNSL2_HUMAN	tr|A0A452CGK7|A0A452CGK7_BALAS
OG0013850	sp|O95971|BY55_HUMAN	tr|A0A452CH53|A0A452CH53_BALAS
OG0013851	sp|Q9C0B2|CFA74_HUMAN	tr|A0A452CKB8|A0A452CKB8_BALAS
OG0013852	sp|Q9BVM2|DPCD_HUMAN	tr|A0A452CKJ3|A0A452CKJ3_BALAS
OG0013853	sp|Q8NDZ4|DIK2A_HUMAN	tr|A0A452CLD6|A0A452CLD6_BALAS
OG0013854	sp|Q6NUI6|CHADL_HUMAN	tr|A0A452CM08|A0A452CM08_BALAS
OG0013855	sp|P78310|CXAR_HUMAN	tr|A0A383YN28|A0A383YN28_BALAS
OG0013856	sp|P0DPB6|RPAC2_HUMAN	tr|A0A383YN41|A0A383YN41_BALAS
OG0013857	sp|Q9UGJ0|AAKG2_HUMAN	tr|A0A383YRW7|A0A383YRW7_BALAS
OG0013858	sp|Q8TF72|SHRM3_HUMAN	tr|A0A383YS51|A0A383YS51_BALAS
OG0013859	sp|P25208|NFYB_HUMAN	tr|A0A383YSS5|A0A383YSS5_BALAS
OG0013860	sp|Q86WS4|CL040_HUMAN	tr|A0A383YVR8|A0A383YVR8_BALAS
OG0013861	sp|Q9H3P7|GCP60_HUMAN	tr|A0A383YX41|A0A383YX41_BALAS
OG0013862	sp|P53680|AP2S1_HUMAN	tr|A0A383YZF2|A0A383YZF2_BALAS
OG0013863	sp|Q8N112|LSME2_HUMAN	tr|A0A383Z0U5|A0A383Z0U5_BALAS
OG0013864	sp|O94889|KLH18_HUMAN	tr|A0A383Z1F2|A0A383Z1F2_BALAS
OG0013865	sp|P24863|CCNC_HUMAN	tr|A0A383Z3H3|A0A383Z3H3_BALAS
OG0013866	sp|Q96DI7|SNR40_HUMAN	tr|A0A383Z637|A0A383Z637_BALAS
OG0013867	sp|P06493|CDK1_HUMAN	tr|A0A383Z6V9|A0A383Z6V9_BALAS
OG0013868	sp|O96017|CHK2_HUMAN	tr|A0A383Z7H9|A0A383Z7H9_BALAS
OG0013869	sp|Q96BI1|S22AI_HUMAN	tr|A0A383Z7K6|A0A383Z7K6_BALAS
OG0013870	sp|P22626|ROA2_HUMAN	tr|A0A383Z8Q9|A0A383Z8Q9_BALAS
OG0013871	sp|Q9NXH9|TRM1_HUMAN	tr|A0A383ZA32|A0A383ZA32_BALAS
OG0013872	sp|P30550|GRPR_HUMAN	tr|A0A383ZD64|A0A383ZD64_BALAS
OG0013873	sp|Q6UX15|LAYN_HUMAN	tr|A0A383ZDC4|A0A383ZDC4_BALAS
OG0013874	sp|Q96PB8|LRC3B_HUMAN	tr|A0A383ZEU5|A0A383ZEU5_BALAS
OG0013875	sp|P52961|NAR1_HUMAN	tr|A0A383ZF59|A0A383ZF59_BALAS
OG0013876	sp|P10176|COX8A_HUMAN	tr|A0A383ZGX5|A0A383ZGX5_BALAS
OG0013877	sp|P61165|TM258_HUMAN	tr|A0A383ZI08|A0A383ZI08_BALAS
OG0013878	sp|Q9Y6F6|IRAG1_HUMAN	tr|A0A383ZIS9|A0A383ZIS9_BALAS
OG0013879	sp|Q9Y2G8|DJC16_HUMAN	tr|A0A383ZIT8|A0A383ZIT8_BALAS
OG0013880	sp|P39877|PA2G5_HUMAN	tr|A0A383ZIY5|A0A383ZIY5_BALAS
OG0013881	sp|Q9H981|ARP8_HUMAN	tr|A0A383ZJ14|A0A383ZJ14_BALAS
OG0013882	sp|Q5VZ72|IZUM3_HUMAN	tr|A0A383ZP56|A0A383ZP56_BALAS
OG0013883	sp|Q9BYR8|KRA31_HUMAN	tr|A0A383ZRD5|A0A383ZRD5_BALAS
OG0013884	sp|P01031|CO5_HUMAN	tr|A0A383ZST7|A0A383ZST7_BALAS
OG0013885	sp|O95150|TNF15_HUMAN	tr|A0A383ZSZ1|A0A383ZSZ1_BALAS
OG0013886	sp|O15130|NPFF_HUMAN	tr|A0A383ZWN5|A0A383ZWN5_BALAS
OG0013887	sp|Q13011|ECH1_HUMAN	tr|A0A383ZYS0|A0A383ZYS0_BALAS
OG0013888	sp|Q9BV29|CCD32_HUMAN	tr|A0A383ZZC0|A0A383ZZC0_BALAS
OG0013889	sp|Q8WUY8|NAT14_HUMAN	tr|A0A384A2H0|A0A384A2H0_BALAS
OG0013890	sp|Q6P1N0|C2D1A_HUMAN	tr|A0A384A445|A0A384A445_BALAS
OG0013891	sp|O75886|STAM2_HUMAN	tr|A0A384A705|A0A384A705_BALAS
OG0013892	sp|Q13829|BACD2_HUMAN	tr|A0A384A9F0|A0A384A9F0_BALAS
OG0013893	sp|Q6UWH4|GAK1B_HUMAN	tr|A0A384AA62|A0A384AA62_BALAS
OG0013894	sp|Q9UMX5|NENF_HUMAN	tr|A0A384ACF2|A0A384ACF2_BALAS
OG0013895	sp|Q6ZNI0|GCNT7_HUMAN	tr|A0A384ADE9|A0A384ADE9_BALAS
OG0013896	sp|Q0VG06|FP100_HUMAN	tr|A0A384AF02|A0A384AF02_BALAS
OG0013897	sp|Q68EM7|RHG17_HUMAN	tr|A0A384AGK9|A0A384AGK9_BALAS
OG0013898	sp|O43709|BUD23_HUMAN	tr|A0A384AGY2|A0A384AGY2_BALAS
OG0013899	sp|Q9H9Q4|NHEJ1_HUMAN	tr|A0A384AKZ3|A0A384AKZ3_BALAS
OG0013900	sp|Q969S3|ZN622_HUMAN	tr|A0A384ALR0|A0A384ALR0_BALAS
OG0013901	sp|Q9UQQ2|SH2B3_HUMAN	tr|A0A384ARD4|A0A384ARD4_BALAS
OG0013902	sp|Q9NYH9|UTP6_HUMAN	tr|A0A384AS38|A0A384AS38_BALAS
OG0013903	sp|Q9C0K7|STRAB_HUMAN	tr|A0A384AT59|A0A384AT59_BALAS
OG0013904	sp|Q49MI3|CERKL_HUMAN	tr|A0A384ATP7|A0A384ATP7_BALAS
OG0013905	sp|Q9H2A2|AL8A1_HUMAN	tr|A0A384AUI9|A0A384AUI9_BALAS
OG0013906	sp|Q9BXX0|EMIL2_HUMAN	tr|A0A384AX96|A0A384AX96_BALAS
OG0013907	sp|Q9Y2M2|SSUH2_HUMAN	tr|A0A384AYU2|A0A384AYU2_BALAS
OG0013908	sp|Q9Y3Z3|SAMH1_HUMAN	tr|A0A384B0X1|A0A384B0X1_BALAS
OG0013909	sp|Q8N4F0|BPIB2_HUMAN	tr|A0A384B0X6|A0A384B0X6_BALAS
OG0013910	sp|Q9UBC1|IKBL1_HUMAN	tr|A0A384B339|A0A384B339_BALAS
OG0013911	sp|Q14318|FKBP8_HUMAN	tr|A0A384B717|A0A384B717_BALAS
OG0013912	sp|O43933|PEX1_HUMAN	tr|A0A384B852|A0A384B852_BALAS
OG0013913	sp|Q504Y0|S39AC_HUMAN	tr|A0A384B9W0|A0A384B9W0_BALAS
OG0013914	sp|O75953|DNJB5_HUMAN	tr|A0A384BBD9|A0A384BBD9_BALAS
OG0013915	sp|P01584|IL1B_HUMAN	tr|A0A384BCN2|A0A384BCN2_BALAS
OG0013916	sp|Q8IVV2|LOXH1_HUMAN	tr|A0A384BD92|A0A384BD92_BALAS
OG0013917	sp|Q9P2J9|PDP2_HUMAN	tr|A0A384BEG6|A0A384BEG6_BALAS
OG0013918	sp|U3KPV4|A3LT2_HUMAN	tr|A0A384BFX9|A0A384BFX9_BALAS
OG0013919	sp|O75683|SURF6_HUMAN	tr|A0A384BGK7|A0A384BGK7_BALAS
OG0013920	sp|O15259|NPHP1_HUMAN	tr|A0A452C664|A0A452C664_BALAS
OG0013921	sp|Q3MIN7|RGL3_HUMAN	tr|A0A452C7F2|A0A452C7F2_BALAS
OG0013922	sp|Q8WVZ1|ZDH19_HUMAN	tr|A0A452C972|A0A452C972_BALAS
OG0013923	sp|P43268|ETV4_HUMAN	tr|A0A452CFI9|A0A452CFI9_BALAS
OG0013924	sp|Q8IYS5|OSCAR_HUMAN	tr|A0A452CGC4|A0A452CGC4_BALAS
OG0013925	sp|Q8N6R1|SERP2_HUMAN	tr|A0A452CK01|A0A452CK01_BALAS
OG0013926	sp|Q96AX9|MIB2_HUMAN	tr|A0A452CKF0|A0A452CKF0_BALAS
OG0013927	sp|Q9HAZ2|PRD16_HUMAN	tr|A0A452CLA9|A0A452CLA9_BALAS
OG0013928	sp|Q9HD34|LYRM4_HUMAN	tr|A0A452CMT2|A0A452CMT2_BALAS
OG0013929	sp|Q9BV44|THUM3_HUMAN	tr|A0A452CPI1|A0A452CPI1_BALAS
OG0013930	sp|Q96GM8|TOE1_HUMAN	tr|A0A383YP20|A0A383YP20_BALAS
OG0013931	sp|Q15345|LRC41_HUMAN	tr|A0A383YP24|A0A383YP24_BALAS
OG0013932	sp|Q5T447|HECD3_HUMAN	tr|A0A383YPA7|A0A383YPA7_BALAS
OG0013933	sp|P57773|CXA9_HUMAN	tr|A0A383YPK1|A0A383YPK1_BALAS
OG0013934	sp|O43513|MED7_HUMAN	tr|A0A383YRU6|A0A383YRU6_BALAS
OG0013935	sp|Q2M389|WASC4_HUMAN	tr|A0A383YSH6|A0A383YSH6_BALAS
OG0013936	sp|Q6UWM7|LCTL_HUMAN	tr|A0A383YTS8|A0A383YTS8_BALAS
OG0013937	sp|Q9Y2T7|YBOX2_HUMAN	tr|A0A383YUG8|A0A383YUG8_BALAS
OG0013938	sp|Q8NE63|HIPK4_HUMAN	tr|A0A383YVI7|A0A383YVI7_BALAS
OG0013939	sp|P09012|SNRPA_HUMAN	tr|A0A383YVZ1|A0A383YVZ1_BALAS
OG0013940	sp|Q96A19|C102A_HUMAN	tr|A0A383YY36|A0A383YY36_BALAS
OG0013941	sp|P43119|PI2R_HUMAN	tr|A0A383YZE7|A0A383YZE7_BALAS
OG0013942	sp|Q9BQ67|GRWD1_HUMAN	tr|A0A383YZP6|A0A383YZP6_BALAS
OG0013943	sp|Q5T1N1|AKND1_HUMAN	tr|A0A383Z389|A0A383Z389_BALAS
OG0013944	sp|Q7L0R7|RNF44_HUMAN	tr|A0A383Z4J0|A0A383Z4J0_BALAS
OG0013945	sp|P36941|TNR3_HUMAN	tr|A0A383Z5B4|A0A383Z5B4_BALAS
OG0013946	sp|P18754|RCC1_HUMAN	tr|A0A383Z6T1|A0A383Z6T1_BALAS
OG0013947	sp|Q9Y285|SYFA_HUMAN	tr|A0A383ZA17|A0A383ZA17_BALAS
OG0013948	sp|Q9NSG2|CA112_HUMAN	tr|A0A383ZBZ7|A0A383ZBZ7_BALAS
OG0013949	sp|Q9P2E7|PCD10_HUMAN	tr|A0A383ZC11|A0A383ZC11_BALAS
OG0013950	sp|Q8WWB5|PIHD2_HUMAN	tr|A0A383ZCW2|A0A383ZCW2_BALAS
OG0013951	sp|Q9Y3B9|RRP15_HUMAN	tr|A0A383ZET5|A0A383ZET5_BALAS
OG0013952	sp|P30203|CD6_HUMAN	tr|A0A383ZH86|A0A383ZH86_BALAS
OG0013953	sp|P01270|PTHY_HUMAN	tr|A0A383ZIN9|A0A383ZIN9_BALAS
OG0013954	sp|Q5VWC8|HACD4_HUMAN	tr|A0A383ZP37|A0A383ZP37_BALAS
OG0013955	sp|Q99541|PLIN2_HUMAN	tr|A0A383ZPK9|A0A383ZPK9_BALAS
OG0013956	sp|Q8NHS9|SPT22_HUMAN	tr|A0A383ZQW4|A0A383ZQW4_BALAS
OG0013957	sp|Q9UL17|TBX21_HUMAN	tr|A0A383ZR25|A0A383ZR25_BALAS
OG0013958	sp|P20393|NR1D1_HUMAN	tr|A0A383ZR92|A0A383ZR92_BALAS
OG0013959	sp|Q9P2M7|CING_HUMAN	tr|A0A383ZSP2|A0A383ZSP2_BALAS
OG0013960	sp|Q9NUQ7|UFSP2_HUMAN	tr|A0A383ZSQ3|A0A383ZSQ3_BALAS
OG0013961	sp|Q6P9F5|TRI40_HUMAN	tr|A0A383ZVK6|A0A383ZVK6_BALAS
OG0013962	sp|Q5TDP6|LGSN_HUMAN	tr|A0A383ZVX8|A0A383ZVX8_BALAS
OG0013963	sp|Q99435|NELL2_HUMAN	tr|A0A383ZVX9|A0A383ZVX9_BALAS
OG0013964	sp|Q96DN6|MBD6_HUMAN	tr|A0A383ZXF0|A0A383ZXF0_BALAS
OG0013965	sp|Q9Y2U8|MAN1_HUMAN	tr|A0A383ZY08|A0A383ZY08_BALAS
OG0013966	sp|Q96L33|RHOV_HUMAN	tr|A0A383ZZG1|A0A383ZZG1_BALAS
OG0013967	sp|Q8TB40|ABHD4_HUMAN	tr|A0A383ZZQ7|A0A383ZZQ7_BALAS
OG0013968	sp|O95202|LETM1_HUMAN	tr|A0A384A2J2|A0A384A2J2_BALAS
OG0013969	sp|P57073|SOX8_HUMAN	tr|A0A384A3K2|A0A384A3K2_BALAS
OG0013970	sp|Q7Z4T9|CFA91_HUMAN	tr|A0A384A3L1|A0A384A3L1_BALAS
OG0013971	sp|Q9BUB4|ADAT1_HUMAN	tr|A0A384A602|A0A384A602_BALAS
OG0013972	sp|Q96JT2|S45A3_HUMAN	tr|A0A384A6J7|A0A384A6J7_BALAS
OG0013973	sp|P80192|M3K9_HUMAN	tr|A0A384AAU1|A0A384AAU1_BALAS
OG0013974	sp|P09131|P3_HUMAN	tr|A0A384ABC3|A0A384ABC3_BALAS
OG0013975	sp|Q9NTW7|ZF64B_HUMAN	tr|A0A384ADA6|A0A384ADA6_BALAS
OG0013976	sp|O15403|MOT7_HUMAN	tr|A0A384AE72|A0A384AE72_BALAS
OG0013977	sp|Q7Z601|GP142_HUMAN	tr|A0A384AEB2|A0A384AEB2_BALAS
OG0013978	sp|Q13887|KLF5_HUMAN	tr|A0A384AFY7|A0A384AFY7_BALAS
OG0013979	sp|Q8N7L0|F216B_HUMAN	tr|A0A384AIG5|A0A384AIG5_BALAS
OG0013980	sp|Q9NS61|KCIP2_HUMAN	tr|A0A384AJ39|A0A384AJ39_BALAS
OG0013981	sp|Q8N2C7|UNC80_HUMAN	tr|A0A384AL26|A0A384AL26_BALAS
OG0013982	sp|Q6WRI0|IGS10_HUMAN	tr|A0A384ALE4|A0A384ALE4_BALAS
OG0013983	sp|Q02509|OC90_HUMAN	tr|A0A384ANS8|A0A384ANS8_BALAS
OG0013984	sp|Q8IXB1|DJC10_HUMAN	tr|A0A384ASS5|A0A384ASS5_BALAS
