Orthogroup	Homo_sapiens	Castor_canadensis
OG0013198	sp|O14544|SOCS6_HUMAN	tr|A0A250Y2F9|A0A250Y2F9_CASCN
OG0013199	sp|Q96GW9|SYMM_HUMAN	tr|A0A250Y336|A0A250Y336_CASCN
OG0013200	sp|P57086|SCND1_HUMAN	tr|A0A250YB54|A0A250YB54_CASCN
OG0013201	sp|P21266|GSTM3_HUMAN	tr|A0A250YCS7|A0A250YCS7_CASCN
OG0013202	sp|P51959|CCNG1_HUMAN	tr|A0A250YEQ5|A0A250YEQ5_CASCN
OG0013203	sp|Q7L3B6|CD37L_HUMAN	tr|A0A250YG34|A0A250YG34_CASCN
OG0013204	sp|Q86U06|RBM23_HUMAN	tr|A0A250YI50|A0A250YI50_CASCN
OG0013205	sp|Q86YM7|HOME1_HUMAN	tr|A0A8B7TLJ1|A0A8B7TLJ1_CASCN
OG0013206	sp|Q9UL45|BL1S6_HUMAN	tr|A0A8B7TM56|A0A8B7TM56_CASCN
OG0013207	sp|Q13115|DUS4_HUMAN	tr|A0A8B7TNC5|A0A8B7TNC5_CASCN
OG0013208	sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A8B7TPQ2|A0A8B7TPQ2_CASCN
OG0013209	sp|Q96BQ1|FAM3D_HUMAN	tr|A0A8B7TRL3|A0A8B7TRL3_CASCN
OG0013210	sp|Q13569|TDG_HUMAN	tr|A0A8B7TRT4|A0A8B7TRT4_CASCN
OG0013211	sp|Q96P68|OXGR1_HUMAN	tr|A0A8B7TT63|A0A8B7TT63_CASCN
OG0013212	sp|Q8N5V2|NGEF_HUMAN	tr|A0A8B7TUQ1|A0A8B7TUQ1_CASCN
OG0013213	sp|Q5T0N1|CFA70_HUMAN	tr|A0A8B7U1R0|A0A8B7U1R0_CASCN
OG0013214	sp|P26842|CD27_HUMAN	tr|A0A8B7U214|A0A8B7U214_CASCN
OG0013215	sp|P46199|IF2M_HUMAN	tr|A0A8B7U3H1|A0A8B7U3H1_CASCN
OG0013216	sp|P57082|TBX4_HUMAN	tr|A0A8B7U4Y0|A0A8B7U4Y0_CASCN
OG0013217	sp|C9J6K1|CS081_HUMAN	tr|A0A8B7U716|A0A8B7U716_CASCN
OG0013218	sp|P37088|SCNNA_HUMAN	tr|A0A8B7U7U1|A0A8B7U7U1_CASCN
OG0013219	sp|Q9BYD6|RM01_HUMAN	tr|A0A8B7UBW5|A0A8B7UBW5_CASCN
OG0013220	sp|Q9Y693|LHPL6_HUMAN	tr|A0A8B7UU60|A0A8B7UU60_CASCN
OG0013221	sp|P08582|TRFM_HUMAN	tr|A0A8B7UZ64|A0A8B7UZ64_CASCN
OG0013222	sp|Q49SQ1|GPR33_HUMAN	tr|A0A8B7V0K4|A0A8B7V0K4_CASCN
OG0013223	sp|Q96P71|NECA3_HUMAN	tr|A0A8B7V450|A0A8B7V450_CASCN
OG0013224	sp|Q5SQ64|LY66F_HUMAN	tr|A0A8B7VKL8|A0A8B7VKL8_CASCN
OG0013225	sp|Q9UHV5|RPGFL_HUMAN	tr|A0A8B7VLD1|A0A8B7VLD1_CASCN
OG0013226	sp|P29372|3MG_HUMAN	tr|A0A8B7VM46|A0A8B7VM46_CASCN
OG0013227	sp|Q6ZTQ4|CDHR3_HUMAN	tr|A0A8B7VQE4|A0A8B7VQE4_CASCN
OG0013228	sp|Q6XD76|ASCL4_HUMAN	tr|A0A8B7W490|A0A8B7W490_CASCN
OG0013229	sp|Q8NBW4|S38A9_HUMAN	tr|A0A8B7W8Y0|A0A8B7W8Y0_CASCN
OG0013230	sp|Q8TC99|FNDC8_HUMAN	tr|A0A8B7WB47|A0A8B7WB47_CASCN
OG0013231	sp|O75151|PHF2_HUMAN	tr|A0A8B7WFJ5|A0A8B7WFJ5_CASCN
OG0013232	sp|Q709C8|VP13C_HUMAN	tr|A0A8B7WGF5|A0A8B7WGF5_CASCN
OG0013233	sp|Q6YHK3|CD109_HUMAN	tr|A0A8B7WJ04|A0A8B7WJ04_CASCN
OG0013234	sp|Q8WVF5|KCTD4_HUMAN	tr|A0A8B7WKG6|A0A8B7WKG6_CASCN
OG0013235	sp|Q86YT5|S13A5_HUMAN	tr|A0A8C0WDZ7|A0A8C0WDZ7_CASCN
OG0013236	sp|P17028|ZNF24_HUMAN	tr|A0A8C0WZJ9|A0A8C0WZJ9_CASCN
OG0013237	sp|Q9Y664|KPTN_HUMAN	tr|A0A8C0XAX8|A0A8C0XAX8_CASCN
OG0013238	sp|Q14691|PSF1_HUMAN	tr|A0A8C0XG16|A0A8C0XG16_CASCN
OG0013239	sp|P08319|ADH4_HUMAN	tr|A0A8C0XKB2|A0A8C0XKB2_CASCN
OG0013240	sp|O95125|ZN202_HUMAN	tr|A0A8C0ZWN7|A0A8C0ZWN7_CASCN
OG0013241	sp|Q9NR00|TCIM_HUMAN	tr|A0A250XUU8|A0A250XUU8_CASCN
OG0013242	sp|P28289|TMOD1_HUMAN	tr|A0A250XZ99|A0A250XZ99_CASCN
OG0013243	sp|Q8WUS8|D42E1_HUMAN	tr|A0A250XZX1|A0A250XZX1_CASCN
OG0013244	sp|Q8WXH5|SOCS4_HUMAN	tr|A0A250Y0X4|A0A250Y0X4_CASCN
OG0013245	sp|P20393|NR1D1_HUMAN	tr|A0A250Y3D3|A0A250Y3D3_CASCN
OG0013246	sp|Q15884|EREP1_HUMAN	tr|A0A250Y3I7|A0A250Y3I7_CASCN
OG0013247	sp|Q9UG63|ABCF2_HUMAN	tr|A0A250Y3R6|A0A250Y3R6_CASCN
OG0013248	sp|Q9UBB9|TFP11_HUMAN	tr|A0A250Y5G2|A0A250Y5G2_CASCN
OG0013249	sp|Q16832|DDR2_HUMAN	tr|A0A250Y5N2|A0A250Y5N2_CASCN
OG0013250	sp|Q53GA4|PHLA2_HUMAN	tr|A0A250Y9N5|A0A250Y9N5_CASCN
OG0013251	sp|Q9UKR5|ERG28_HUMAN	tr|A0A250Y9X0|A0A250Y9X0_CASCN
OG0013252	sp|O75293|GA45B_HUMAN	tr|A0A250YAQ6|A0A250YAQ6_CASCN
OG0013253	sp|Q9NPB0|SMDC1_HUMAN	tr|A0A250YBB6|A0A250YBB6_CASCN
OG0013254	sp|P11234|RALB_HUMAN	tr|A0A250YC17|A0A250YC17_CASCN
OG0013255	sp|Q9Y3B8|ORN_HUMAN	tr|A0A250YD96|A0A250YD96_CASCN
OG0013256	sp|Q9BYG3|MK67I_HUMAN	tr|A0A250YEF0|A0A250YEF0_CASCN
OG0013257	sp|P55039|DRG2_HUMAN	tr|A0A250YGT8|A0A250YGT8_CASCN
OG0013258	sp|Q06520|ST2A1_HUMAN	tr|A0A8B7TM66|A0A8B7TM66_CASCN
OG0013259	sp|Q9BXF3|CECR2_HUMAN	tr|A0A8B7TPF5|A0A8B7TPF5_CASCN
OG0013260	sp|Q7Z6G8|ANS1B_HUMAN	tr|A0A8B7TUY8|A0A8B7TUY8_CASCN
OG0013261	sp|P54259|ATN1_HUMAN	tr|A0A8B7U288|A0A8B7U288_CASCN
OG0013262	sp|P01730|CD4_HUMAN	tr|A0A8B7U2I3|A0A8B7U2I3_CASCN
OG0013263	sp|O14492|SH2B2_HUMAN	tr|A0A8B7U2W6|A0A8B7U2W6_CASCN
OG0013264	sp|O94769|ECM2_HUMAN	tr|A0A8B7U4I3|A0A8B7U4I3_CASCN
OG0013265	sp|Q8N1S5|S39AB_HUMAN	tr|A0A8B7UBD1|A0A8B7UBD1_CASCN
OG0013266	sp|Q8WYK2|JDP2_HUMAN	tr|A0A8B7UIQ9|A0A8B7UIQ9_CASCN
OG0013267	sp|P42677|RS27_HUMAN	tr|A0A8B7UQE4|A0A8B7UQE4_CASCN
OG0013268	sp|Q9Y3I1|FBX7_HUMAN	tr|A0A8B7UR94|A0A8B7UR94_CASCN
OG0013269	sp|Q9Y5W3|KLF2_HUMAN	tr|A0A8B7UUK3|A0A8B7UUK3_CASCN
OG0013270	sp|Q9Y2J8|PADI2_HUMAN	tr|A0A8B7UYA9|A0A8B7UYA9_CASCN
OG0013271	sp|Q9Y2V3|RX_HUMAN	tr|A0A8B7V346|A0A8B7V346_CASCN
OG0013272	sp|Q8TCB6|O51E1_HUMAN	tr|A0A8B7V594|A0A8B7V594_CASCN
OG0013273	sp|Q8TBK2|SETD6_HUMAN	tr|A0A8B7VBY5|A0A8B7VBY5_CASCN
OG0013274	sp|P55056|APOC4_HUMAN	tr|A0A8B7VC70|A0A8B7VC70_CASCN
OG0013275	sp|Q99856|ARI3A_HUMAN	tr|A0A8B7VGU5|A0A8B7VGU5_CASCN
OG0013276	sp|Q6PEX7|TEX38_HUMAN	tr|A0A8B7VNL8|A0A8B7VNL8_CASCN
OG0013277	sp|Q96S16|JMJD8_HUMAN	tr|A0A8B7VR94|A0A8B7VR94_CASCN
OG0013278	sp|Q9H0D2|ZN541_HUMAN	tr|A0A8B7VTC7|A0A8B7VTC7_CASCN
OG0013279	sp|Q15528|MED22_HUMAN	tr|A0A8B7VTJ9|A0A8B7VTJ9_CASCN
OG0013280	sp|Q96QA6|YPEL2_HUMAN	tr|A0A8B7VTN2|A0A8B7VTN2_CASCN
OG0013281	sp|Q9UKS6|PACN3_HUMAN	tr|A0A8B7VTY6|A0A8B7VTY6_CASCN
OG0013282	sp|P07948|LYN_HUMAN	tr|A0A8B7VUR0|A0A8B7VUR0_CASCN
OG0013283	sp|Q969S9|RRF2M_HUMAN	tr|A0A8B7VWC5|A0A8B7VWC5_CASCN
OG0013284	sp|Q5UE93|PI3R6_HUMAN	tr|A0A8B7W145|A0A8B7W145_CASCN
OG0013285	sp|P50749|RASF2_HUMAN	tr|A0A8B7W755|A0A8B7W755_CASCN
OG0013286	sp|Q92502|STAR8_HUMAN	tr|A0A8B7W9S4|A0A8B7W9S4_CASCN
OG0013287	sp|Q6UXR4|SPA13_HUMAN	tr|A0A8B7WAA6|A0A8B7WAA6_CASCN
OG0013288	sp|Q6UX06|OLFM4_HUMAN	tr|A0A8B7WJ35|A0A8B7WJ35_CASCN
OG0013289	sp|Q12841|FSTL1_HUMAN	tr|A0A8C0VUC1|A0A8C0VUC1_CASCN
OG0013290	sp|Q5T8I9|HENMT_HUMAN	tr|A0A8C0X1D8|A0A8C0X1D8_CASCN
OG0013291	sp|P23582|ANFC_HUMAN	tr|A0A8C0X2P2|A0A8C0X2P2_CASCN
OG0013292	sp|Q6S5L8|SHC4_HUMAN	tr|A0A8C0XAP4|A0A8C0XAP4_CASCN
OG0013293	sp|Q4G0I0|CSMT1_HUMAN	tr|A0A8C0XUE7|A0A8C0XUE7_CASCN
OG0013294	sp|Q9UNZ2|NSF1C_HUMAN	tr|A0A250XZG1|A0A250XZG1_CASCN
OG0013295	sp|O75781|PALM_HUMAN	tr|A0A250XZX6|A0A250XZX6_CASCN
OG0013296	sp|Q86WK6|AMGO1_HUMAN	tr|A0A250Y1P8|A0A250Y1P8_CASCN
OG0013297	sp|Q9UQ03|COR2B_HUMAN	tr|A0A250Y1W5|A0A250Y1W5_CASCN
OG0013298	sp|Q9UKZ1|CNO11_HUMAN	tr|A0A250Y214|A0A250Y214_CASCN
OG0013299	sp|Q9NZD4|AHSP_HUMAN	tr|A0A250Y8S6|A0A250Y8S6_CASCN
OG0013300	sp|Q9Y294|ASF1A_HUMAN	tr|A0A250YC73|A0A250YC73_CASCN
OG0013301	sp|Q9Y2Y9|KLF13_HUMAN	tr|A0A250YEH4|A0A250YEH4_CASCN
OG0013302	sp|Q9UNQ2|DIM1_HUMAN	tr|A0A250YFA0|A0A250YFA0_CASCN
OG0013303	sp|P04083|ANXA1_HUMAN	tr|A0A250YG57|A0A250YG57_CASCN
OG0013304	sp|Q17RN3|FA98C_HUMAN	tr|A0A250YGF6|A0A250YGF6_CASCN
OG0013305	sp|P0CAP2|GRL1A_HUMAN	tr|A0A250YGJ8|A0A250YGJ8_CASCN
OG0013306	sp|P31948|STIP1_HUMAN	tr|A0A250YJJ2|A0A250YJJ2_CASCN
OG0013307	sp|O15371|EIF3D_HUMAN	tr|A0A250YJQ7|A0A250YJQ7_CASCN
OG0013308	sp|Q14145|KEAP1_HUMAN	tr|A0A250YKD0|A0A250YKD0_CASCN
OG0013309	sp|Q8WY36|BBX_HUMAN	tr|A0A250YLU5|A0A250YLU5_CASCN
OG0013310	sp|Q96NR3|PTHD1_HUMAN	tr|A0A8B7TLP4|A0A8B7TLP4_CASCN
OG0013311	sp|Q9NPG4|PCD12_HUMAN	tr|A0A8B7TXS3|A0A8B7TXS3_CASCN
OG0013312	sp|P0DTF9|PTIP2_HUMAN	tr|A0A8B7TY23|A0A8B7TY23_CASCN
OG0013313	sp|Q96ID5|IGS21_HUMAN	tr|A0A8B7UIB9|A0A8B7UIB9_CASCN
OG0013314	sp|Q8NCQ7|PRCA1_HUMAN	tr|A0A8B7UKC5|A0A8B7UKC5_CASCN
OG0013315	sp|Q9Y5B8|NDK7_HUMAN	tr|A0A8B7UPS0|A0A8B7UPS0_CASCN
OG0013316	sp|Q9NYY1|IL20_HUMAN	tr|A0A8B7UVD9|A0A8B7UVD9_CASCN
OG0013317	sp|A6NMD0|IFM10_HUMAN	tr|A0A8B7UXJ3|A0A8B7UXJ3_CASCN
OG0013318	sp|Q70HW3|SAMC_HUMAN	tr|A0A8B7UYG1|A0A8B7UYG1_CASCN
OG0013319	sp|Q5GAN6|RNS10_HUMAN	tr|A0A8B7V8V2|A0A8B7V8V2_CASCN
OG0013320	sp|Q9BSE5|SPEB_HUMAN	tr|A0A8B7VA06|A0A8B7VA06_CASCN
OG0013321	sp|Q8NER1|TRPV1_HUMAN	tr|A0A8B7VJ24|A0A8B7VJ24_CASCN
OG0013322	sp|Q92802|N42L2_HUMAN	tr|A0A8B7VKA3|A0A8B7VKA3_CASCN
OG0013323	sp|Q5TBK1|N42L1_HUMAN	tr|A0A8B7VLL0|A0A8B7VLL0_CASCN
OG0013324	sp|Q8WU66|TSEAR_HUMAN	tr|A0A8B7VMD2|A0A8B7VMD2_CASCN
OG0013325	sp|Q96JK4|HIPL1_HUMAN	tr|A0A8B7VMW2|A0A8B7VMW2_CASCN
OG0013326	sp|P08620|FGF4_HUMAN	tr|A0A8B7VUK9|A0A8B7VUK9_CASCN
OG0013327	sp|Q9UHF4|I20RA_HUMAN	tr|A0A8B7VWE5|A0A8B7VWE5_CASCN
OG0013328	sp|Q9H9D4|ZN408_HUMAN	tr|A0A8B7W758|A0A8B7W758_CASCN
OG0013329	sp|O75648|MTU1_HUMAN	tr|A0A8B7W8P5|A0A8B7W8P5_CASCN
OG0013330	sp|Q96LB3|IFT74_HUMAN	tr|A0A8B7WCW2|A0A8B7WCW2_CASCN
OG0013331	sp|Q6ZVK1|T179A_HUMAN	tr|A0A8B7WGN1|A0A8B7WGN1_CASCN
OG0013332	sp|A8MTJ6|FOXI3_HUMAN	tr|A0A8B7WK39|A0A8B7WK39_CASCN
OG0013333	sp|Q9Y5W5|WIF1_HUMAN	tr|A0A8B7WK50|A0A8B7WK50_CASCN
OG0013334	sp|A8MU46|SMTL1_HUMAN	tr|A0A8C0WM43|A0A8C0WM43_CASCN
OG0013335	sp|Q8WU76|SCFD2_HUMAN	tr|A0A8C0WR57|A0A8C0WR57_CASCN
OG0013336	sp|O75596|CLC3A_HUMAN	tr|A0A8C0WZD7|A0A8C0WZD7_CASCN
OG0013337	sp|Q9UNI1|CELA1_HUMAN	tr|A0A8C0X4M6|A0A8C0X4M6_CASCN
OG0013338	sp|Q8TE68|ES8L1_HUMAN	tr|A0A8C0X5P6|A0A8C0X5P6_CASCN
OG0013339	sp|Q9BZE0|GLIS2_HUMAN	tr|A0A8C0X730|A0A8C0X730_CASCN
OG0013340	sp|Q4G0X4|KCD21_HUMAN	tr|A0A8C0XRQ5|A0A8C0XRQ5_CASCN
OG0013341	sp|Q5RL73|RBM48_HUMAN	tr|A0A250XZL3|A0A250XZL3_CASCN
OG0013342	sp|Q96IZ5|RBM41_HUMAN	tr|A0A250Y0Q5|A0A250Y0Q5_CASCN
OG0013343	sp|P04424|ARLY_HUMAN	tr|A0A250Y1D8|A0A250Y1D8_CASCN
OG0013344	sp|Q9NZ42|PEN2_HUMAN	tr|A0A250Y8T7|A0A250Y8T7_CASCN
OG0013345	sp|P49207|RL34_HUMAN	tr|A0A250Y9G6|A0A250Y9G6_CASCN
OG0013346	sp|Q8N3F0|MTURN_HUMAN	tr|A0A250Y9U5|A0A250Y9U5_CASCN
OG0013347	sp|Q6RW13|ATRAP_HUMAN	tr|A0A250YAJ1|A0A250YAJ1_CASCN
OG0013348	sp|Q9Y689|ARL5A_HUMAN	tr|A0A250YB95|A0A250YB95_CASCN
OG0013349	sp|Q96SN7|ORAI2_HUMAN	tr|A0A250YDI0|A0A250YDI0_CASCN
OG0013350	sp|P31689|DNJA1_HUMAN	tr|A0A250YHF4|A0A250YHF4_CASCN
OG0013351	sp|P49961|ENTP1_HUMAN	tr|A0A250YJF3|A0A250YJF3_CASCN
OG0013352	sp|Q8N4N3|KLH36_HUMAN	tr|A0A250YK38|A0A250YK38_CASCN
OG0013353	sp|Q86YA3|ZGRF1_HUMAN	tr|A0A8B7TJ65|A0A8B7TJ65_CASCN
OG0013354	sp|Q9UPP1|PHF8_HUMAN	tr|A0A8B7TPH6|A0A8B7TPH6_CASCN
OG0013355	sp|Q12797|ASPH_HUMAN	tr|A0A8B7TPJ7|A0A8B7TPJ7_CASCN
OG0013356	sp|Q8IZ41|RASEF_HUMAN	tr|A0A8B7TUX4|A0A8B7TUX4_CASCN
OG0013357	sp|Q7RTX7|CTSR4_HUMAN	tr|A0A8B7U4Y2|A0A8B7U4Y2_CASCN
OG0013358	sp|Q8N5M1|ATPF2_HUMAN	tr|A0A8B7U5Z6|A0A8B7U5Z6_CASCN
OG0013359	sp|Q6ZVX9|PAQR9_HUMAN	tr|A0A8B7UC41|A0A8B7UC41_CASCN
OG0013360	sp|Q8WXS8|ATS14_HUMAN	tr|A0A8B7UCA6|A0A8B7UCA6_CASCN
OG0013361	sp|P10073|ZSC22_HUMAN	tr|A0A8B7UCZ8|A0A8B7UCZ8_CASCN
OG0013362	sp|Q9H251|CAD23_HUMAN	tr|A0A8B7UDS2|A0A8B7UDS2_CASCN
OG0013363	sp|O94889|KLH18_HUMAN	tr|A0A8B7UFV9|A0A8B7UFV9_CASCN
OG0013364	sp|Q01850|CDR2_HUMAN	tr|A0A8B7UHR3|A0A8B7UHR3_CASCN
OG0013365	sp|Q9UGJ0|AAKG2_HUMAN	tr|A0A8B7UHT6|A0A8B7UHT6_CASCN
OG0013366	sp|Q14515|SPRL1_HUMAN	tr|A0A8B7US76|A0A8B7US76_CASCN
OG0013367	sp|Q9BXM0|PRAX_HUMAN	tr|A0A8B7USC1|A0A8B7USC1_CASCN
OG0013368	sp|Q9NWS6|F118A_HUMAN	tr|A0A8B7UU05|A0A8B7UU05_CASCN
OG0013369	sp|Q96PD5|PGRP2_HUMAN	tr|A0A8B7UU52|A0A8B7UU52_CASCN
OG0013370	sp|P98164|LRP2_HUMAN	tr|A0A8B7UX67|A0A8B7UX67_CASCN
OG0013371	sp|Q9UGU0|TCF20_HUMAN	tr|A0A8B7UZD6|A0A8B7UZD6_CASCN
OG0013372	sp|Q9NTN3|S35D1_HUMAN	tr|A0A8B7V6I4|A0A8B7V6I4_CASCN
OG0013373	sp|Q6NW40|RGMB_HUMAN	tr|A0A8B7V6L7|A0A8B7V6L7_CASCN
OG0013374	sp|Q8WWF5|ZNRF4_HUMAN	tr|A0A8B7V7N3|A0A8B7V7N3_CASCN
OG0013375	sp|Q7Z6Z6|PLPL5_HUMAN	tr|A0A8B7VFI2|A0A8B7VFI2_CASCN
OG0013376	sp|Q8WVZ1|ZDH19_HUMAN	tr|A0A8B7VJ79|A0A8B7VJ79_CASCN
OG0013377	sp|Q53H76|PLA1A_HUMAN	tr|A0A8B7VNV9|A0A8B7VNV9_CASCN
OG0013378	sp|Q0VAA2|LR74A_HUMAN	tr|A0A8B7VT04|A0A8B7VT04_CASCN
OG0013379	sp|Q8TF09|DLRB2_HUMAN	tr|A0A8B7VYQ2|A0A8B7VYQ2_CASCN
OG0013380	sp|P56645|PER3_HUMAN	tr|A0A8B7W700|A0A8B7W700_CASCN
OG0013381	sp|Q01196|RUNX1_HUMAN	tr|A0A8B7WAW1|A0A8B7WAW1_CASCN
OG0013382	sp|Q6AZZ1|TRI68_HUMAN	tr|A0A8B7WBC3|A0A8B7WBC3_CASCN
OG0013383	sp|P23435|CBLN1_HUMAN	tr|A0A8B7WBJ3|A0A8B7WBJ3_CASCN
OG0013384	sp|P23458|JAK1_HUMAN	tr|A0A8B7WCN7|A0A8B7WCN7_CASCN
OG0013385	sp|Q14693|LPIN1_HUMAN	tr|A0A8B7WE28|A0A8B7WE28_CASCN
OG0013386	sp|Q7RTT9|S29A4_HUMAN	tr|A0A8C0VXB0|A0A8C0VXB0_CASCN
OG0013387	sp|Q7Z6J4|FGD2_HUMAN	tr|A0A8C0W0I9|A0A8C0W0I9_CASCN
OG0013388	sp|Q7Z6M2|FBX33_HUMAN	tr|A0A8C0WCU3|A0A8C0WCU3_CASCN
OG0013389	sp|Q9H295|DCSTP_HUMAN	tr|A0A8C0WT74|A0A8C0WT74_CASCN
OG0013390	sp|P10767|FGF6_HUMAN	tr|A0A8C0WVS7|A0A8C0WVS7_CASCN
OG0013391	sp|Q9BR10|SPT25_HUMAN	tr|A0A8C0X749|A0A8C0X749_CASCN
OG0013392	sp|C9JTQ0|ANR63_HUMAN	tr|A0A8C0X7J4|A0A8C0X7J4_CASCN
OG0013393	sp|Q9HCE5|MET14_HUMAN	tr|A0A8C0XMT8|A0A8C0XMT8_CASCN
OG0013394	sp|Q13425|SNTB2_HUMAN	tr|A0A8C0XUW2|A0A8C0XUW2_CASCN
OG0013395	sp|Q86TW2|ADCK1_HUMAN	tr|A0A8C0ZN00|A0A8C0ZN00_CASCN
OG0013396	sp|Q9H6R4|NOL6_HUMAN	tr|A0A8C0ZUL7|A0A8C0ZUL7_CASCN
OG0013397	sp|P09630|HXC6_HUMAN	tr|A0A250XWR0|A0A250XWR0_CASCN
OG0013398	sp|Q8N335|GPD1L_HUMAN	tr|A0A250XZ36|A0A250XZ36_CASCN
OG0013399	sp|Q9NPH2|INO1_HUMAN	tr|A0A250Y2Y0|A0A250Y2Y0_CASCN
OG0013400	sp|Q8N302|AGGF1_HUMAN	tr|A0A250Y4N2|A0A250Y4N2_CASCN
OG0013401	sp|Q9NSG2|CA112_HUMAN	tr|A0A250Y5T7|A0A250Y5T7_CASCN
OG0013402	sp|O60763|USO1_HUMAN	tr|A0A250Y659|A0A250Y659_CASCN
OG0013403	sp|Q8N9N8|EIF1A_HUMAN	tr|A0A250YAY3|A0A250YAY3_CASCN
OG0013404	sp|Q8NDX9|LY65B_HUMAN	tr|A0A250YBS8|A0A250YBS8_CASCN
OG0013405	sp|Q99426|TBCB_HUMAN	tr|A0A250YDA5|A0A250YDA5_CASCN
OG0013406	sp|P18124|RL7_HUMAN	tr|A0A250YDS5|A0A250YDS5_CASCN
OG0013407	sp|P08567|PLEK_HUMAN	tr|A0A250YGF4|A0A250YGF4_CASCN
OG0013408	sp|A8K855|EFCB7_HUMAN	tr|A0A8B7THK2|A0A8B7THK2_CASCN
OG0013409	sp|P19397|CD53_HUMAN	tr|A0A8B7TJ82|A0A8B7TJ82_CASCN
OG0013410	sp|A6NGZ8|SMIM9_HUMAN	tr|A0A8B7TJY1|A0A8B7TJY1_CASCN
OG0013411	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A8B7TKC2|A0A8B7TKC2_CASCN
OG0013412	sp|P02671|FIBA_HUMAN	tr|A0A8B7TNA5|A0A8B7TNA5_CASCN
OG0013413	sp|Q9C0H9|SRCN1_HUMAN	tr|A0A8B7TQT7|A0A8B7TQT7_CASCN
OG0013414	sp|A6NHN0|OTOL1_HUMAN	tr|A0A8B7TSG4|A0A8B7TSG4_CASCN
OG0013415	sp|Q13950|RUNX2_HUMAN	tr|A0A8B7TSI4|A0A8B7TSI4_CASCN
OG0013416	sp|Q8NGR9|OR1N2_HUMAN	tr|A0A8B7TUC3|A0A8B7TUC3_CASCN
OG0013417	sp|Q6ZQY3|GADL1_HUMAN	tr|A0A8B7TWL6|A0A8B7TWL6_CASCN
OG0013418	sp|P38646|GRP75_HUMAN	tr|A0A8B7TX78|A0A8B7TX78_CASCN
OG0013419	sp|Q6UWW9|TM207_HUMAN	tr|A0A8B7U879|A0A8B7U879_CASCN
OG0013420	sp|P25067|CO8A2_HUMAN	tr|A0A8B7UBF6|A0A8B7UBF6_CASCN
OG0013421	sp|Q9UPN6|SCAF8_HUMAN	tr|A0A8B7UCK3|A0A8B7UCK3_CASCN
OG0013422	sp|Q9H175|CSRN2_HUMAN	tr|A0A8B7UDB4|A0A8B7UDB4_CASCN
OG0013423	sp|Q86Y34|AGRG3_HUMAN	tr|A0A8B7UKL2|A0A8B7UKL2_CASCN
OG0013424	sp|Q96QR8|PURB_HUMAN	tr|A0A8B7UN15|A0A8B7UN15_CASCN
OG0013425	sp|P03956|MMP1_HUMAN	tr|A0A8B7UVH6|A0A8B7UVH6_CASCN
OG0013426	sp|P11150|LIPC_HUMAN	tr|A0A8B7UXA7|A0A8B7UXA7_CASCN
OG0013427	sp|A1L390|PKHG3_HUMAN	tr|A0A8B7V462|A0A8B7V462_CASCN
OG0013428	sp|Q9Y520|PRC2C_HUMAN	tr|A0A8B7V4D9|A0A8B7V4D9_CASCN
OG0013429	sp|Q9Y5K1|SPO11_HUMAN	tr|A0A8B7V4Q0|A0A8B7V4Q0_CASCN
OG0013430	sp|Q92743|HTRA1_HUMAN	tr|A0A8B7V943|A0A8B7V943_CASCN
OG0013431	sp|Q6UY09|CEA20_HUMAN	tr|A0A8B7V968|A0A8B7V968_CASCN
OG0013432	sp|Q96DG6|CMBL_HUMAN	tr|A0A8B7VLC3|A0A8B7VLC3_CASCN
OG0013433	sp|O15535|ZSC9_HUMAN	tr|A0A8B7VN87|A0A8B7VN87_CASCN
OG0013434	sp|Q8IXP5|OCAT1_HUMAN	tr|A0A8B7VNX0|A0A8B7VNX0_CASCN
OG0013435	sp|P54368|OAZ1_HUMAN	tr|A0A8B7VSU3|A0A8B7VSU3_CASCN
OG0013436	sp|Q4G0A6|MINY4_HUMAN	tr|A0A8B7VWB2|A0A8B7VWB2_CASCN
OG0013437	sp|Q92673|SORL_HUMAN	tr|A0A8B7W424|A0A8B7W424_CASCN
OG0013438	sp|Q96SK2|TM209_HUMAN	tr|A0A8B7W5F3|A0A8B7W5F3_CASCN
OG0013439	sp|Q07869|PPARA_HUMAN	tr|A0A8B7W866|A0A8B7W866_CASCN
OG0013440	sp|P31483|TIA1_HUMAN	tr|A0A8B7W9B9|A0A8B7W9B9_CASCN
OG0013441	sp|Q9P2G3|KLH14_HUMAN	tr|A0A8B7WHS6|A0A8B7WHS6_CASCN
OG0013442	tr|A0A8I5KTY6|A0A8I5KTY6_HUMAN	tr|A0A8C0VV16|A0A8C0VV16_CASCN
OG0013443	sp|Q9UF56|FXL17_HUMAN	tr|A0A8C0W5D3|A0A8C0W5D3_CASCN
OG0013444	sp|Q13137|CACO2_HUMAN	tr|A0A8C0W7C8|A0A8C0W7C8_CASCN
OG0013445	sp|Q99590|SCAFB_HUMAN	tr|A0A8C0WK37|A0A8C0WK37_CASCN
OG0013446	sp|Q8WXQ8|CBPA5_HUMAN	tr|A0A8C0WZE6|A0A8C0WZE6_CASCN
OG0013447	sp|Q9NR23|GDF3_HUMAN	tr|A0A8C0X628|A0A8C0X628_CASCN
OG0013448	sp|Q9NXD2|MTMRA_HUMAN	tr|A0A8C0XNZ7|A0A8C0XNZ7_CASCN
