Orthogroup	Homo_sapiens	Physeter_macrocephalus
OG0013383	sp|Q9NVF7|FBX28_HUMAN	tr|A0A2Y9T652|A0A2Y9T652_PHYMC
OG0013384	sp|Q9NVV0|TM38B_HUMAN	tr|A0A2Y9SYC3|A0A2Y9SYC3_PHYMC
OG0013385	sp|Q9NX18|SDHF2_HUMAN	tr|A0A2Y9ENU0|A0A2Y9ENU0_PHYMC
OG0013386	sp|Q9P2K2|TXD16_HUMAN	tr|A0A455BRQ7|A0A455BRQ7_PHYMC
OG0013387	sp|Q9UHQ1|NARF_HUMAN	tr|A0A2Y9FKY0|A0A2Y9FKY0_PHYMC
OG0013388	sp|Q9UKN5|PRDM4_HUMAN	tr|A0A455BCC3|A0A455BCC3_PHYMC
OG0013389	sp|Q9UKW4|VAV3_HUMAN	tr|A0A2Y9S9X6|A0A2Y9S9X6_PHYMC
OG0013390	sp|Q9Y2W2|WBP11_HUMAN	tr|A0A455BDN8|A0A455BDN8_PHYMC
OG0013391	sp|Q9Y3S2|ZN330_HUMAN	tr|A0A2Y9ESI7|A0A2Y9ESI7_PHYMC
OG0013392	sp|A2RRP1|NBAS_HUMAN	tr|A0A455C8W3|A0A455C8W3_PHYMC
OG0013393	sp|A6NIN4|RN227_HUMAN	tr|A0A455B4K2|A0A455B4K2_PHYMC
OG0013394	sp|O15054|KDM6B_HUMAN	tr|A0A2Y9T6H3|A0A2Y9T6H3_PHYMC
OG0013395	sp|O60284|ST18_HUMAN	tr|A0A2Y9SVW8|A0A2Y9SVW8_PHYMC
OG0013396	sp|O95406|CNIH1_HUMAN	tr|A0A2Y9EGW1|A0A2Y9EGW1_PHYMC
OG0013397	sp|P04156|PRIO_HUMAN	tr|A0A2Y9FJU6|A0A2Y9FJU6_PHYMC
OG0013398	sp|P05093|CP17A_HUMAN	tr|A0A2Y9FMJ7|A0A2Y9FMJ7_PHYMC
OG0013399	sp|P05423|RPC4_HUMAN	tr|A0A2Y9FN60|A0A2Y9FN60_PHYMC
OG0013400	sp|P0DJR0|GIMD1_HUMAN	tr|A0A2Y9S958|A0A2Y9S958_PHYMC
OG0013401	sp|P11684|UTER_HUMAN	tr|A0A455B305|A0A455B305_PHYMC
OG0013402	sp|P16885|PLCG2_HUMAN	tr|A0A2Y9STJ9|A0A2Y9STJ9_PHYMC
OG0013403	sp|P18615|NELFE_HUMAN	tr|A0A2Y9EWK6|A0A2Y9EWK6_PHYMC
OG0013404	sp|P41238|ABEC1_HUMAN	tr|A0A2Y9T649|A0A2Y9T649_PHYMC
OG0013405	sp|P62841|RS15_HUMAN	tr|A0A2Y9TK58|A0A2Y9TK58_PHYMC
OG0013406	sp|P82930|RT34_HUMAN	tr|A0A2Y9EE77|A0A2Y9EE77_PHYMC
OG0013407	sp|Q07699|SCN1B_HUMAN	tr|A0A455AF03|A0A455AF03_PHYMC
OG0013408	sp|Q15003|CND2_HUMAN	tr|A0A2Y9FAJ5|A0A2Y9FAJ5_PHYMC
OG0013409	sp|Q15270|NKX11_HUMAN	tr|A0A2Y9SGV0|A0A2Y9SGV0_PHYMC
OG0013410	sp|Q16820|MEP1B_HUMAN	tr|A0A455AKH2|A0A455AKH2_PHYMC
OG0013411	sp|Q2TBE0|C19L2_HUMAN	tr|A0A2Y9RXR0|A0A2Y9RXR0_PHYMC
OG0013412	sp|Q3YEC7|RABL6_HUMAN	tr|A0A2Y9SUC5|A0A2Y9SUC5_PHYMC
OG0013413	sp|Q495W5|FUT11_HUMAN	tr|A0A2Y9F3K3|A0A2Y9F3K3_PHYMC
OG0013414	sp|Q504T8|MIDN_HUMAN	tr|A0A2Y9TIP1|A0A2Y9TIP1_PHYMC
OG0013415	sp|Q5MNZ9|WIPI1_HUMAN	tr|A0A2Y9TDE8|A0A2Y9TDE8_PHYMC
OG0013416	sp|Q658P3|STEA3_HUMAN	tr|A0A455B3U0|A0A455B3U0_PHYMC
OG0013417	sp|Q68CJ6|SLIP_HUMAN	tr|A0A455BLZ9|A0A455BLZ9_PHYMC
OG0013418	sp|Q6PIY5|ARMD1_HUMAN	tr|A0A455ARI9|A0A455ARI9_PHYMC
OG0013419	sp|Q6UXX9|RSPO2_HUMAN	tr|A0A2Y9T5X0|A0A2Y9T5X0_PHYMC
OG0013420	sp|Q71SY5|MED25_HUMAN	tr|A0A2Y9TF80|A0A2Y9TF80_PHYMC
OG0013421	sp|Q7Z401|MYCPP_HUMAN	tr|A0A2Y9T9B5|A0A2Y9T9B5_PHYMC
OG0013422	sp|Q8HWS3|RFX6_HUMAN	tr|A0A2Y9F6X4|A0A2Y9F6X4_PHYMC
OG0013423	sp|Q8NB78|KDM1B_HUMAN	tr|A0A2Y9SKA8|A0A2Y9SKA8_PHYMC
OG0013424	sp|Q8NEG2|CG057_HUMAN	tr|A0A2Y9S5U2|A0A2Y9S5U2_PHYMC
OG0013425	sp|Q8NES3|LFNG_HUMAN	tr|A0A2Y9FS57|A0A2Y9FS57_PHYMC
OG0013426	sp|Q8NEZ5|FBX22_HUMAN	tr|A0A2Y9F402|A0A2Y9F402_PHYMC
OG0013427	sp|Q8NFU0|BEST4_HUMAN	tr|A0A455B8E4|A0A455B8E4_PHYMC
OG0013428	sp|Q8NG06|TRI58_HUMAN	tr|A0A2Y9FFD4|A0A2Y9FFD4_PHYMC
OG0013429	sp|Q8NGT2|O13J1_HUMAN	tr|A0A2Y9T1C9|A0A2Y9T1C9_PHYMC
OG0013430	sp|Q8WUT9|S2543_HUMAN	tr|A0A2Y9T788|A0A2Y9T788_PHYMC
OG0013431	sp|Q8WVD3|RN138_HUMAN	tr|A0A2Y9SHF8|A0A2Y9SHF8_PHYMC
OG0013432	sp|Q92538|GBF1_HUMAN	tr|A0A455B0B6|A0A455B0B6_PHYMC
OG0013433	sp|Q92917|GPKOW_HUMAN	tr|A0A2Y9FED5|A0A2Y9FED5_PHYMC
OG0013434	sp|Q96A29|FUCT1_HUMAN	tr|A0A2Y9FJE9|A0A2Y9FJE9_PHYMC
OG0013435	sp|Q96F86|EDC3_HUMAN	tr|A0A2Y9F2P6|A0A2Y9F2P6_PHYMC
OG0013436	sp|Q96G28|CFA36_HUMAN	tr|A0A2Y9F1G7|A0A2Y9F1G7_PHYMC
OG0013437	sp|Q96MF2|STAC3_HUMAN	tr|A0A2Y9EL68|A0A2Y9EL68_PHYMC
OG0013438	sp|Q96PE3|INP4A_HUMAN	tr|A0A455BU81|A0A455BU81_PHYMC
OG0013439	sp|Q96Q77|CIB3_HUMAN	tr|A0A455C1F8|A0A455C1F8_PHYMC
OG0013440	sp|Q96RK0|CIC_HUMAN	tr|A0A455AP03|A0A455AP03_PHYMC
OG0013441	sp|Q99665|I12R2_HUMAN	tr|A0A2Y9S9Y9|A0A2Y9S9Y9_PHYMC
OG0013442	sp|Q9BUT1|DHRS6_HUMAN	tr|A0A2Y9F4F2|A0A2Y9F4F2_PHYMC
OG0013443	sp|Q9BW71|HIRP3_HUMAN	tr|A0A2Y9ESE4|A0A2Y9ESE4_PHYMC
OG0013444	sp|Q9BY78|RNF26_HUMAN	tr|A0A2Y9FIY3|A0A2Y9FIY3_PHYMC
OG0013445	sp|Q9BZW2|S13A1_HUMAN	tr|A0A2Y9FX34|A0A2Y9FX34_PHYMC
OG0013446	sp|Q9H0A8|COMD4_HUMAN	tr|A0A455BPK4|A0A455BPK4_PHYMC
OG0013447	sp|Q9H0S4|DDX47_HUMAN	tr|A0A2Y9T230|A0A2Y9T230_PHYMC
OG0013448	sp|Q9H5P4|PDZD7_HUMAN	tr|A0A2Y9EG68|A0A2Y9EG68_PHYMC
OG0013449	sp|Q9HBX9|RXFP1_HUMAN	tr|A0A455BHH7|A0A455BHH7_PHYMC
OG0013450	sp|Q9HCC0|MCCB_HUMAN	tr|A0A2Y9FT02|A0A2Y9FT02_PHYMC
OG0013451	sp|Q9UBG0|MRC2_HUMAN	tr|A0A455BG22|A0A455BG22_PHYMC
OG0013452	sp|Q9UHX1|PUF60_HUMAN	tr|A0A455C5Y5|A0A455C5Y5_PHYMC
OG0013453	sp|Q9UI26|IPO11_HUMAN	tr|A0A2Y9FTS5|A0A2Y9FTS5_PHYMC
OG0013454	sp|Q9UIG4|PS1C2_HUMAN	tr|A0A455AGL0|A0A455AGL0_PHYMC
OG0013455	sp|Q9ULG1|INO80_HUMAN	tr|A0A2Y9TGT2|A0A2Y9TGT2_PHYMC
OG0013456	sp|Q9Y224|RTRAF_HUMAN	tr|A0A455C6W1|A0A455C6W1_PHYMC
OG0013457	sp|Q9Y275|TN13B_HUMAN	tr|A0A2Y9SJX1|A0A2Y9SJX1_PHYMC
OG0013458	sp|Q9Y2J8|PADI2_HUMAN	tr|A0A2Y9F4T6|A0A2Y9F4T6_PHYMC
OG0013459	sp|A6NCS4|NKX26_HUMAN	tr|A0A2Y9EFJ4|A0A2Y9EFJ4_PHYMC
OG0013460	sp|A6NNA2|SRRM3_HUMAN	tr|A0A455CA06|A0A455CA06_PHYMC
OG0013461	sp|O00750|P3C2B_HUMAN	tr|A0A455B6B5|A0A455B6B5_PHYMC
OG0013462	sp|O60248|SOX15_HUMAN	tr|A0A2Y9EF37|A0A2Y9EF37_PHYMC
OG0013463	sp|O94766|B3GA3_HUMAN	tr|A0A2Y9TD46|A0A2Y9TD46_PHYMC
OG0013464	sp|O95407|TNF6B_HUMAN	tr|A0A2Y9T684|A0A2Y9T684_PHYMC
OG0013465	sp|P07311|ACYP1_HUMAN	tr|A0A2Y9FA63|A0A2Y9FA63_PHYMC
OG0013466	sp|P13987|CD59_HUMAN	tr|A0A2Y9FA95|A0A2Y9FA95_PHYMC
OG0013467	sp|P35453|HXD13_HUMAN	tr|A0A2Y9F0G6|A0A2Y9F0G6_PHYMC
OG0013468	sp|P36382|CXA5_HUMAN	tr|A0A455B7E0|A0A455B7E0_PHYMC
OG0013469	sp|P41970|ELK3_HUMAN	tr|A0A2Y9SX25|A0A2Y9SX25_PHYMC
OG0013470	sp|P56746|CLD15_HUMAN	tr|A0A455AUJ0|A0A455AUJ0_PHYMC
OG0013471	sp|Q14749|GNMT_HUMAN	tr|A0A2Y9ERZ4|A0A2Y9ERZ4_PHYMC
OG0013472	sp|Q15287|RNPS1_HUMAN	tr|A0A2Y9SP43|A0A2Y9SP43_PHYMC
OG0013473	sp|Q16584|M3K11_HUMAN	tr|A0A455B457|A0A455B457_PHYMC
OG0013475	sp|Q2M2I3|FA83E_HUMAN	tr|A0A2Y9F012|A0A2Y9F012_PHYMC
OG0013476	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A2Y9TAQ8|A0A2Y9TAQ8_PHYMC
OG0013477	sp|Q4VCS5|AMOT_HUMAN	tr|A0A2Y9T6Z5|A0A2Y9T6Z5_PHYMC
OG0013478	sp|Q59EK9|RUN3A_HUMAN	tr|A0A455AVE5|A0A455AVE5_PHYMC
OG0013479	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A2Y9F376|A0A2Y9F376_PHYMC
OG0013480	sp|Q6FHJ7|SFRP4_HUMAN	tr|A0A2Y9F5D8|A0A2Y9F5D8_PHYMC
OG0013481	sp|Q6NX45|ZN774_HUMAN	tr|A0A455BU00|A0A455BU00_PHYMC
OG0013482	sp|Q6NXT4|ZNT6_HUMAN	tr|A0A2Y9EIY7|A0A2Y9EIY7_PHYMC
OG0013483	sp|Q6P1L8|RM14_HUMAN	tr|A0A455ATY9|A0A455ATY9_PHYMC
OG0013484	sp|Q6PEV8|F199X_HUMAN	tr|A0A2Y9FBH6|A0A2Y9FBH6_PHYMC
OG0013485	sp|Q6WRI0|IGS10_HUMAN	tr|A0A2Y9T9P5|A0A2Y9T9P5_PHYMC
OG0013486	sp|Q6ZMB0|B3GN6_HUMAN	tr|A0A2Y9SD08|A0A2Y9SD08_PHYMC
OG0013487	sp|Q86YJ6|THNS2_HUMAN	tr|A0A2Y9EIE2|A0A2Y9EIE2_PHYMC
OG0013488	sp|Q8IZ13|ZBED8_HUMAN	tr|A0A2Y9ELA2|A0A2Y9ELA2_PHYMC
OG0013489	sp|Q8IZU8|DSEL_HUMAN	tr|A0A2Y9FD21|A0A2Y9FD21_PHYMC
OG0013490	sp|Q8N145|LGI3_HUMAN	tr|A0A2Y9FN54|A0A2Y9FN54_PHYMC
OG0013491	sp|Q8N2Z9|CENPS_HUMAN	tr|A0A2Y9F6T6|A0A2Y9F6T6_PHYMC
OG0013492	sp|Q8N3J3|HROB_HUMAN	tr|A0A2Y9FR75|A0A2Y9FR75_PHYMC
OG0013493	sp|Q8N5K1|CISD2_HUMAN	tr|A0A2Y9FEL0|A0A2Y9FEL0_PHYMC
OG0013494	sp|Q8NCG7|DGLB_HUMAN	tr|A0A455C2F8|A0A455C2F8_PHYMC
OG0013495	sp|Q8NHQ1|CEP70_HUMAN	tr|A0A455B8A7|A0A455B8A7_PHYMC
OG0013496	sp|Q8WTS1|ABHD5_HUMAN	tr|A0A455AD77|A0A455AD77_PHYMC
OG0013497	sp|Q8WW32|HMGB4_HUMAN	tr|A0A2Y9SX97|A0A2Y9SX97_PHYMC
OG0013498	sp|Q8WXW3|PIBF1_HUMAN	tr|A0A2Y9SN87|A0A2Y9SN87_PHYMC
OG0013499	sp|Q96B70|LENG9_HUMAN	tr|A0A2Y9FI36|A0A2Y9FI36_PHYMC
OG0013500	sp|Q96DI7|SNR40_HUMAN	tr|A0A2Y9FT00|A0A2Y9FT00_PHYMC
OG0013501	sp|Q96LT7|CI072_HUMAN	tr|A0A2Y9F419|A0A2Y9F419_PHYMC
OG0013502	sp|Q96LW4|PRIPO_HUMAN	tr|A0A2Y9EHH3|A0A2Y9EHH3_PHYMC
OG0013503	sp|Q96N11|INT15_HUMAN	tr|A0A2Y9EXR5|A0A2Y9EXR5_PHYMC
OG0013504	sp|Q96P56|CTSR2_HUMAN	tr|A0A2Y9F3E6|A0A2Y9F3E6_PHYMC
OG0013505	sp|Q99808|S29A1_HUMAN	tr|A0A2Y9SJ92|A0A2Y9SJ92_PHYMC
OG0013506	sp|Q9BUX1|CHAC1_HUMAN	tr|A0A2Y9F0T2|A0A2Y9F0T2_PHYMC
OG0013507	sp|Q9BVG4|PBDC1_HUMAN	tr|A0A2Y9FGS9|A0A2Y9FGS9_PHYMC
OG0013508	sp|Q9GZT4|SRR_HUMAN	tr|A0A2Y9FKD4|A0A2Y9FKD4_PHYMC
OG0013509	sp|Q9H0A9|SPC1L_HUMAN	tr|A0A2Y9SBK8|A0A2Y9SBK8_PHYMC
OG0013510	sp|Q9H2H0|CXXC4_HUMAN	tr|A0A2Y9SGT5|A0A2Y9SGT5_PHYMC
OG0013511	sp|Q9NPC2|KCNK9_HUMAN	tr|A0A455C8T1|A0A455C8T1_PHYMC
OG0013512	sp|Q9NPD3|EXOS4_HUMAN	tr|A0A2Y9FA19|A0A2Y9FA19_PHYMC
OG0013513	sp|Q9NQV8|PRDM8_HUMAN	tr|A0A455BEC6|A0A455BEC6_PHYMC
OG0013514	sp|Q9NXR5|ANR10_HUMAN	tr|A0A2Y9SK23|A0A2Y9SK23_PHYMC
OG0013515	sp|Q9UHC3|ASIC3_HUMAN	tr|A0A455B8H4|A0A455B8H4_PHYMC
OG0013516	sp|Q9UHG2|PCS1N_HUMAN	tr|A0A2Y9FID6|A0A2Y9FID6_PHYMC
OG0013517	sp|Q9UI12|VATH_HUMAN	tr|A0A2Y9EM94|A0A2Y9EM94_PHYMC
OG0013518	sp|Q9UIM3|FKBPL_HUMAN	tr|A0A2Y9FB45|A0A2Y9FB45_PHYMC
OG0013519	sp|Q9UIY3|RWD2A_HUMAN	tr|A0A2Y9F7Q3|A0A2Y9F7Q3_PHYMC
OG0013520	sp|Q9UJQ4|SALL4_HUMAN	tr|A0A2Y9T656|A0A2Y9T656_PHYMC
OG0013521	sp|Q9UJY5|GGA1_HUMAN	tr|A0A2Y9F0X4|A0A2Y9F0X4_PHYMC
OG0013522	sp|A1XBS5|CBAR1_HUMAN	tr|A0A2Y9RZ72|A0A2Y9RZ72_PHYMC
OG0013523	sp|A5PKW4|PSD1_HUMAN	tr|A0A2Y9FP75|A0A2Y9FP75_PHYMC
OG0013524	sp|A6NLX4|TM210_HUMAN	tr|A0A2Y9EIX4|A0A2Y9EIX4_PHYMC
OG0013525	sp|B8ZZ34|SHSA8_HUMAN	tr|A0A2Y9SX30|A0A2Y9SX30_PHYMC
OG0013526	sp|H3BR10|SMLR1_HUMAN	tr|A0A2Y9FGH8|A0A2Y9FGH8_PHYMC
OG0013527	sp|O00587|MFNG_HUMAN	tr|A0A2Y9EZ17|A0A2Y9EZ17_PHYMC
OG0013528	sp|O15067|PUR4_HUMAN	tr|A0A2Y9FMA0|A0A2Y9FMA0_PHYMC
OG0013529	sp|O15090|ZN536_HUMAN	tr|A0A455AEJ5|A0A455AEJ5_PHYMC
OG0013530	sp|O15357|SHIP2_HUMAN	tr|A0A2Y9FY25|A0A2Y9FY25_PHYMC
OG0013531	sp|O75077|ADA23_HUMAN	tr|A0A2Y9SP56|A0A2Y9SP56_PHYMC
OG0013532	sp|O75586|MED6_HUMAN	tr|A0A2Y9F2Z4|A0A2Y9F2Z4_PHYMC
OG0013533	sp|O75791|GRAP2_HUMAN	tr|A0A2Y9EGP6|A0A2Y9EGP6_PHYMC
OG0013534	sp|O75936|BODG_HUMAN	tr|A0A2Y9S7P6|A0A2Y9S7P6_PHYMC
OG0013535	sp|P07858|CATB_HUMAN	tr|A0A2Y9FPS8|A0A2Y9FPS8_PHYMC
OG0013536	sp|P11717|MPRI_HUMAN	tr|A0A455C3R8|A0A455C3R8_PHYMC
OG0013537	sp|P15036|ETS2_HUMAN	tr|A0A2Y9FBL5|A0A2Y9FBL5_PHYMC
OG0013538	sp|P22307|SCP2_HUMAN	tr|A0A2Y9SDT5|A0A2Y9SDT5_PHYMC
OG0013539	sp|P22314|UBA1_HUMAN	tr|A0A2Y9ELV9|A0A2Y9ELV9_PHYMC
OG0013540	sp|P28289|TMOD1_HUMAN	tr|A0A2Y9SUQ7|A0A2Y9SUQ7_PHYMC
OG0013541	sp|P28324|ELK4_HUMAN	tr|A0A2Y9TK59|A0A2Y9TK59_PHYMC
OG0013542	sp|P46977|STT3A_HUMAN	tr|A0A2Y9EPL9|A0A2Y9EPL9_PHYMC
OG0013543	sp|P55209|NP1L1_HUMAN	tr|A0A2Y9SS04|A0A2Y9SS04_PHYMC
OG0013544	sp|P58417|NXPH1_HUMAN	tr|A0A2Y9EHQ8|A0A2Y9EHQ8_PHYMC
OG0013545	sp|P58753|TIRAP_HUMAN	tr|A0A2Y9TBL9|A0A2Y9TBL9_PHYMC
OG0013546	sp|P61073|CXCR4_HUMAN	tr|A0A2Y9FUW6|A0A2Y9FUW6_PHYMC
OG0013547	sp|P62273|RS29_HUMAN	tr|A0A2Y9S2Q9|A0A2Y9S2Q9_PHYMC
OG0013548	sp|P78411|IRX5_HUMAN	tr|A0A2Y9STK3|A0A2Y9STK3_PHYMC
OG0013549	sp|Q02446|SP4_HUMAN	tr|A0A2Y9FDZ5|A0A2Y9FDZ5_PHYMC
OG0013550	sp|Q14160|SCRIB_HUMAN	tr|A0A455C4T0|A0A455C4T0_PHYMC
OG0013551	sp|Q14669|TRIPC_HUMAN	tr|A0A2Y9FPI5|A0A2Y9FPI5_PHYMC
OG0013552	sp|Q14764|MVP_HUMAN	tr|A0A455C3G3|A0A455C3G3_PHYMC
OG0013553	sp|Q15223|NECT1_HUMAN	tr|A0A2Y9FIZ0|A0A2Y9FIZ0_PHYMC
OG0013554	sp|Q2MJR0|SPRE3_HUMAN	tr|A0A455AU63|A0A455AU63_PHYMC
OG0013555	sp|Q53R12|T4S20_HUMAN	tr|A0A2Y9FPF1|A0A2Y9FPF1_PHYMC
OG0013556	sp|Q53SZ7|PRR30_HUMAN	tr|A0A2Y9EUE2|A0A2Y9EUE2_PHYMC
OG0013557	sp|Q53TQ3|IN80D_HUMAN	tr|A0A2Y9EYE1|A0A2Y9EYE1_PHYMC
OG0013558	sp|Q5T160|SYRM_HUMAN	tr|A0A2Y9EJI8|A0A2Y9EJI8_PHYMC
OG0013559	sp|Q6P1J9|CDC73_HUMAN	tr|A0A2Y9T7W1|A0A2Y9T7W1_PHYMC
OG0013560	sp|Q6P1R4|DUS1L_HUMAN	tr|A0A2Y9FMV8|A0A2Y9FMV8_PHYMC
OG0013561	sp|Q6ZWB6|KCTD8_HUMAN	tr|A0A2Y9ETY6|A0A2Y9ETY6_PHYMC
OG0013562	sp|Q7Z4S9|SH2D6_HUMAN	tr|A0A455AZX6|A0A455AZX6_PHYMC
OG0013563	sp|Q7Z5A8|TAFA3_HUMAN	tr|A0A2Y9F370|A0A2Y9F370_PHYMC
OG0013564	sp|Q86UF4|CC190_HUMAN	tr|A0A2Y9FI42|A0A2Y9FI42_PHYMC
OG0013565	sp|Q8N2M8|CLASR_HUMAN	tr|A0A455ACF8|A0A455ACF8_PHYMC
OG0013566	sp|Q8NBA8|DTWD2_HUMAN	tr|A0A2Y9SYA0|A0A2Y9SYA0_PHYMC
OG0013567	sp|Q8NFJ9|BBS1_HUMAN	tr|A0A2Y9TJC2|A0A2Y9TJC2_PHYMC
OG0013568	sp|Q8TAL5|CI043_HUMAN	tr|A0A455BNG4|A0A455BNG4_PHYMC
OG0013569	sp|Q92934|BAD_HUMAN	tr|A0A2Y9EHU3|A0A2Y9EHU3_PHYMC
OG0013570	sp|Q96A33|CCD47_HUMAN	tr|A0A2Y9EMK6|A0A2Y9EMK6_PHYMC
OG0013571	sp|Q96EA4|SPDLY_HUMAN	tr|A0A2Y9S2E2|A0A2Y9S2E2_PHYMC
OG0013572	sp|Q96I45|TM141_HUMAN	tr|A0A2Y9T267|A0A2Y9T267_PHYMC
OG0013573	sp|Q96JN2|CC136_HUMAN	tr|A0A455B9W8|A0A455B9W8_PHYMC
OG0013574	sp|Q96KN3|PKNX2_HUMAN	tr|A0A455B1U1|A0A455B1U1_PHYMC
OG0013575	sp|Q96PX8|SLIK1_HUMAN	tr|A0A2Y9FDG2|A0A2Y9FDG2_PHYMC
OG0013576	sp|Q9BQC6|RT63_HUMAN	tr|A0A2Y9F0H8|A0A2Y9F0H8_PHYMC
OG0013577	sp|Q9BSC4|NOL10_HUMAN	tr|A0A2Y9FQK9|A0A2Y9FQK9_PHYMC
OG0013578	sp|Q9BW92|SYTM_HUMAN	tr|A0A2Y9EXA4|A0A2Y9EXA4_PHYMC
OG0013579	sp|Q9H875|PKRI1_HUMAN	tr|A0A2Y9FNB4|A0A2Y9FNB4_PHYMC
OG0013580	sp|Q9NPI7|KRCC1_HUMAN	tr|A0A455C8Z6|A0A455C8Z6_PHYMC
OG0013581	sp|Q9NPR9|GP108_HUMAN	tr|A0A2Y9F7Q0|A0A2Y9F7Q0_PHYMC
OG0013582	sp|Q9NR48|ASH1L_HUMAN	tr|A0A2Y9RZF0|A0A2Y9RZF0_PHYMC
OG0013583	sp|Q9P0G3|KLK14_HUMAN	tr|A0A2Y9FJ54|A0A2Y9FJ54_PHYMC
OG0013584	sp|Q9P1Z2|CACO1_HUMAN	tr|A0A455BDP6|A0A455BDP6_PHYMC
OG0013585	sp|Q9P2E7|PCD10_HUMAN	tr|A0A2Y9EV21|A0A2Y9EV21_PHYMC
OG0013586	sp|Q9UBF9|MYOTI_HUMAN	tr|A0A455BMH2|A0A455BMH2_PHYMC
OG0013587	sp|Q9Y236|OSGI2_HUMAN	tr|A0A2Y9SXB1|A0A2Y9SXB1_PHYMC
OG0013588	sp|Q9Y5Q3|MAFB_HUMAN	tr|A0A455C6M6|A0A455C6M6_PHYMC
OG0013589	sp|O00459|P85B_HUMAN	tr|A0A2Y9TL49|A0A2Y9TL49_PHYMC
OG0013590	sp|O60306|AQR_HUMAN	tr|A0A2Y9SEN8|A0A2Y9SEN8_PHYMC
OG0013591	sp|O75096|LRP4_HUMAN	tr|A0A455AMH2|A0A455AMH2_PHYMC
OG0013592	sp|O75146|HIP1R_HUMAN	tr|A0A2Y9SC99|A0A2Y9SC99_PHYMC
OG0013593	sp|O75821|EIF3G_HUMAN	tr|A0A2Y9ELY6|A0A2Y9ELY6_PHYMC
OG0013594	sp|O75956|CDKA2_HUMAN	tr|A0A2Y9FML2|A0A2Y9FML2_PHYMC
OG0013595	sp|O76021|RL1D1_HUMAN	tr|A0A2Y9FMF2|A0A2Y9FMF2_PHYMC
OG0013596	sp|O94955|RHBT3_HUMAN	tr|A0A2Y9EXX1|A0A2Y9EXX1_PHYMC
OG0013597	sp|O95976|IGSF6_HUMAN	tr|A0A455C481|A0A455C481_PHYMC
OG0013598	sp|P02675|FIBB_HUMAN	tr|A0A2Y9F6G0|A0A2Y9F6G0_PHYMC
OG0013599	sp|P08581|MET_HUMAN	tr|A0A2Y9F7T1|A0A2Y9F7T1_PHYMC
OG0013600	sp|P10243|MYBA_HUMAN	tr|A0A2Y9SZK0|A0A2Y9SZK0_PHYMC
OG0013601	sp|P14314|GLU2B_HUMAN	tr|A0A455B1U0|A0A455B1U0_PHYMC
OG0013602	sp|P15822|ZEP1_HUMAN	tr|A0A2Y9SG83|A0A2Y9SG83_PHYMC
OG0013603	sp|P16422|EPCAM_HUMAN	tr|A0A2Y9EQ17|A0A2Y9EQ17_PHYMC
OG0013604	sp|P17096|HMGA1_HUMAN	tr|A0A2Y9FSX1|A0A2Y9FSX1_PHYMC
OG0013605	sp|P17482|HXB9_HUMAN	tr|A0A2Y9EVF2|A0A2Y9EVF2_PHYMC
OG0013606	sp|P18627|LAG3_HUMAN	tr|A0A2Y9T890|A0A2Y9T890_PHYMC
OG0013607	sp|P34913|HYES_HUMAN	tr|A0A455BQA3|A0A455BQA3_PHYMC
OG0013608	sp|P47736|RPGP1_HUMAN	tr|A0A455AZF3|A0A455AZF3_PHYMC
OG0013609	sp|Q02747|GUC2A_HUMAN	tr|A0A2Y9EKS7|A0A2Y9EKS7_PHYMC
OG0013610	sp|Q15049|MLC1_HUMAN	tr|A0A2Y9FMI6|A0A2Y9FMI6_PHYMC
OG0013611	sp|Q2M3T9|HYAL4_HUMAN	tr|A0A2Y9EFB1|A0A2Y9EFB1_PHYMC
OG0013612	sp|Q3MHD2|LSM12_HUMAN	tr|A0A2Y9T502|A0A2Y9T502_PHYMC
OG0013613	sp|Q502W6|VWA3B_HUMAN	tr|A0A455BVY4|A0A455BVY4_PHYMC
OG0013614	sp|Q53HI1|UNC50_HUMAN	tr|A0A2Y9T7R0|A0A2Y9T7R0_PHYMC
OG0013615	sp|Q5GH73|XKR6_HUMAN	tr|A0A2Y9T6T3|A0A2Y9T6T3_PHYMC
OG0013616	sp|Q5UCC4|EMC10_HUMAN	tr|A0A2Y9EK03|A0A2Y9EK03_PHYMC
OG0013617	sp|Q5VV17|OTUD1_HUMAN	tr|A0A2Y9EFY9|A0A2Y9EFY9_PHYMC
OG0013618	sp|Q6H9L7|ISM2_HUMAN	tr|A0A2Y9S6M7|A0A2Y9S6M7_PHYMC
OG0013619	sp|Q6NUQ1|RINT1_HUMAN	tr|A0A2Y9EPJ0|A0A2Y9EPJ0_PHYMC
OG0013620	sp|Q6QAJ8|TM220_HUMAN	tr|A0A2Y9T1M3|A0A2Y9T1M3_PHYMC
OG0013621	sp|Q6R2W3|SCND3_HUMAN	tr|A0A2Y9EY92|A0A2Y9EY92_PHYMC
OG0013622	sp|Q6ZSJ8|CA122_HUMAN	tr|A0A455BDB8|A0A455BDB8_PHYMC
OG0013623	sp|Q75VX8|GARE2_HUMAN	tr|A0A2Y9SER9|A0A2Y9SER9_PHYMC
OG0013624	sp|Q86XX4|FRAS1_HUMAN	tr|A0A2Y9S173|A0A2Y9S173_PHYMC
OG0013625	sp|Q86YB8|ERO1B_HUMAN	tr|A0A2Y9S5N8|A0A2Y9S5N8_PHYMC
