Orthogroup	Homo_sapiens	Pan_paniscus
OG0011077	sp|Q5TFG8|ZC21B_HUMAN	tr|A0A2R9B6Z5|A0A2R9B6Z5_PANPA
OG0011078	sp|Q5VZL5|ZMYM4_HUMAN	tr|A0A2R9APS5|A0A2R9APS5_PANPA
OG0011079	sp|Q69YH5|CDCA2_HUMAN	tr|A0A2R9ARS7|A0A2R9ARS7_PANPA
OG0011080	sp|Q6P5X5|CV039_HUMAN	tr|A0A2R9AR96|A0A2R9AR96_PANPA
OG0011081	sp|Q6P7N7|TMM81_HUMAN	tr|A0A2R8ZMN6|A0A2R8ZMN6_PANPA
OG0011082	sp|Q6PRD1|GP179_HUMAN	tr|A0A2R9BUV6|A0A2R9BUV6_PANPA
OG0011083	sp|Q6YN16|HSDL2_HUMAN	tr|A0A2R8Z866|A0A2R8Z866_PANPA
OG0011084	sp|Q7Z3C6|ATG9A_HUMAN	tr|A0A2R9B3D5|A0A2R9B3D5_PANPA
OG0011085	sp|Q86VZ4|LRP11_HUMAN	tr|A0A2R8ZBJ2|A0A2R8ZBJ2_PANPA
OG0011086	sp|Q86XL3|ANKL2_HUMAN	tr|A0A2R9BN35|A0A2R9BN35_PANPA
OG0011087	sp|Q8IUR7|ARMC8_HUMAN	tr|A0A2R9B655|A0A2R9B655_PANPA
OG0011088	sp|Q8IYU2|HACE1_HUMAN	tr|A0A2R9CIW0|A0A2R9CIW0_PANPA
OG0011089	sp|Q8N228|SCML4_HUMAN	tr|A0A2R8ZIL1|A0A2R8ZIL1_PANPA
OG0011090	sp|Q8N5T2|TBC19_HUMAN	tr|A0A2R9C5K2|A0A2R9C5K2_PANPA
OG0011091	sp|Q8TC17|GRAPL_HUMAN	tr|A0A2R9A8V5|A0A2R9A8V5_PANPA
OG0011092	sp|Q8TDN2|KCNV2_HUMAN	tr|A0A2R9CCF3|A0A2R9CCF3_PANPA
OG0011093	sp|Q92738|US6NL_HUMAN	tr|A0A2R9BFS6|A0A2R9BFS6_PANPA
OG0011094	sp|Q92805|GOGA1_HUMAN	tr|A0A2R9BTG9|A0A2R9BTG9_PANPA
OG0011095	sp|Q92889|XPF_HUMAN	tr|A0A2R9BAH2|A0A2R9BAH2_PANPA
OG0011096	sp|Q92908|GATA6_HUMAN	tr|A0A2R8ZES2|A0A2R8ZES2_PANPA
OG0011097	sp|Q93086|P2RX5_HUMAN	tr|A0A2R9CBT8|A0A2R9CBT8_PANPA
OG0011098	sp|Q96GV9|MACIR_HUMAN	tr|A0A2R8ZMK4|A0A2R8ZMK4_PANPA
OG0011099	sp|Q96H15|TIMD4_HUMAN	tr|A0A2R8ZPS5|A0A2R8ZPS5_PANPA
OG0011100	sp|Q96IM9|DYDC2_HUMAN	tr|A0A2R9BBM7|A0A2R9BBM7_PANPA
OG0011101	sp|Q96J86|CYYR1_HUMAN	tr|A0A2R9C109|A0A2R9C109_PANPA
OG0011102	sp|Q96NA2|RILP_HUMAN	tr|A0A2R8ZVX1|A0A2R8ZVX1_PANPA
OG0011103	sp|Q96NX5|KCC1G_HUMAN	tr|A0A2R9CCR5|A0A2R9CCR5_PANPA
OG0011104	sp|Q9BZE4|GTPB4_HUMAN	tr|A0A2R9CCI7|A0A2R9CCI7_PANPA
OG0011105	sp|Q9H0V9|LMA2L_HUMAN	tr|A0A2R9ACM9|A0A2R9ACM9_PANPA
OG0011106	sp|Q9H2P0|ADNP_HUMAN	tr|A0A2R9B7R0|A0A2R9B7R0_PANPA
OG0011107	sp|Q9NYM4|GPR83_HUMAN	tr|A0A2R9BUN2|A0A2R9BUN2_PANPA
OG0011108	sp|Q9NZM6|PK2L2_HUMAN	tr|A0A2R8ZX97|A0A2R8ZX97_PANPA
OG0011109	sp|Q9UBM4|OPT_HUMAN	tr|A0A2R9CN77|A0A2R9CN77_PANPA
OG0011110	sp|Q9UN76|S6A14_HUMAN	tr|A0A2R8ZY55|A0A2R8ZY55_PANPA
OG0011111	sp|Q9UPN4|CP131_HUMAN	tr|A0A2R9C8M1|A0A2R9C8M1_PANPA
OG0011112	sp|Q9Y366|IFT52_HUMAN	tr|A0A2R9B6C7|A0A2R9B6C7_PANPA
OG0011113	sp|O14529|CUX2_HUMAN	tr|A0A2R9AVP4|A0A2R9AVP4_PANPA
OG0011114	sp|O75553|DAB1_HUMAN	tr|A0A2R9AJ49|A0A2R9AJ49_PANPA
OG0011115	sp|O75575|RPC9_HUMAN	tr|A0A2R9AB98|A0A2R9AB98_PANPA
OG0011116	sp|O75896|TUSC2_HUMAN	tr|A0A2R8ZFZ2|A0A2R8ZFZ2_PANPA
OG0011117	sp|O94811|TPPP_HUMAN	tr|A0A2R9AB67|A0A2R9AB67_PANPA
OG0011118	sp|P01130|LDLR_HUMAN	tr|A0A2R8ZSM7|A0A2R8ZSM7_PANPA
OG0011119	sp|P05556|ITB1_HUMAN	tr|A0A2R9BT83|A0A2R9BT83_PANPA
OG0011120	sp|P0DO97|CC192_HUMAN	tr|A0A2R9BP92|A0A2R9BP92_PANPA
OG0011121	sp|P10911|MCF2_HUMAN	tr|A0A2R9B1C8|A0A2R9B1C8_PANPA
OG0011122	sp|P13056|NR2C1_HUMAN	tr|A0A2R9CK29|A0A2R9CK29_PANPA
OG0011123	sp|P16150|LEUK_HUMAN	tr|A0A2R8ZC48|A0A2R8ZC48_PANPA
OG0011124	sp|P20138|CD33_HUMAN	tr|A0A2R9BB40|A0A2R9BB40_PANPA
OG0011125	sp|P27986|P85A_HUMAN	tr|A0A2R9C9Z1|A0A2R9C9Z1_PANPA
OG0011126	sp|P28906|CD34_HUMAN	tr|A0A2R9BTK3|A0A2R9BTK3_PANPA
OG0011127	sp|P38571|LICH_HUMAN	tr|A0A2R9BPL4|A0A2R9BPL4_PANPA
OG0011128	sp|P47989|XDH_HUMAN	tr|A0A2R8Z8C0|A0A2R8Z8C0_PANPA
OG0011129	sp|P56192|SYMC_HUMAN	tr|A0A2R8ZNP9|A0A2R8ZNP9_PANPA
OG0011130	sp|P61201|CSN2_HUMAN	tr|A0A2R9A5Y9|A0A2R9A5Y9_PANPA
OG0011131	sp|Q02153|GCYB1_HUMAN	tr|A0A2R8ZA97|A0A2R8ZA97_PANPA
OG0011132	sp|Q16787|LAMA3_HUMAN	tr|A0A2R8ZEU5|A0A2R8ZEU5_PANPA
OG0011133	sp|Q3MIR4|CC50B_HUMAN	tr|A0A2R9CBJ8|A0A2R9CBJ8_PANPA
OG0011134	sp|Q499Y3|YJ016_HUMAN	tr|A0A2R8ZTS4|A0A2R8ZTS4_PANPA
OG0011135	sp|Q53H96|P5CR3_HUMAN	tr|A0A2R9A502|A0A2R9A502_PANPA
OG0011136	sp|Q5BKY6|YV018_HUMAN	tr|A0A2R9ANV1|A0A2R9ANV1_PANPA
OG0011137	sp|Q5JQC9|AKAP4_HUMAN	tr|A0A2R9B4P4|A0A2R9B4P4_PANPA
OG0011138	sp|Q68DD2|PA24F_HUMAN	tr|A0A2R9AYX5|A0A2R9AYX5_PANPA
OG0011139	sp|Q6P050|FXL22_HUMAN	tr|A0A2R9CGD1|A0A2R9CGD1_PANPA
OG0011140	sp|Q6SZW1|SARM1_HUMAN	tr|A0A2R9B3Z7|A0A2R9B3Z7_PANPA
OG0011141	sp|Q7RTY3|PRS45_HUMAN	tr|A0A2R8ZM33|A0A2R8ZM33_PANPA
OG0011142	sp|Q86VR7|VS10L_HUMAN	tr|A0A2R9AKD0|A0A2R9AKD0_PANPA
OG0011143	sp|Q8N1Q8|THEM5_HUMAN	tr|A0A2R9AJF3|A0A2R9AJF3_PANPA
OG0011144	sp|Q8ND76|CCNY_HUMAN	tr|A0A2R8ZQK7|A0A2R8ZQK7_PANPA
OG0011145	sp|Q8NEE8|TTC16_HUMAN	tr|A0A2R9AYI6|A0A2R9AYI6_PANPA
OG0011146	sp|Q8TAT5|NEIL3_HUMAN	tr|A0A2R9BAV7|A0A2R9BAV7_PANPA
OG0011147	sp|Q8WUG5|S22AH_HUMAN	tr|A0A2R9AAE2|A0A2R9AAE2_PANPA
OG0011148	sp|Q92537|SUSD6_HUMAN	tr|A0A2R8ZVW6|A0A2R8ZVW6_PANPA
OG0011149	sp|Q92619|HMHA1_HUMAN	tr|A0A2R8ZS41|A0A2R8ZS41_PANPA
OG0011150	sp|Q96AJ1|CLUA1_HUMAN	tr|A0A2R8ZXU7|A0A2R8ZXU7_PANPA
OG0011151	sp|Q96HC4|PDLI5_HUMAN	tr|A0A2R9B3F3|A0A2R9B3F3_PANPA
OG0011152	sp|Q96JI7|SPTCS_HUMAN	tr|A0A2R9BPL6|A0A2R9BPL6_PANPA
OG0011153	sp|Q96S44|PRPK_HUMAN	tr|A0A2R9BNQ8|A0A2R9BNQ8_PANPA
OG0011154	sp|Q9BPU9|B9D2_HUMAN	tr|A0A2R9C9N0|A0A2R9C9N0_PANPA
OG0011155	sp|Q9H694|BICC1_HUMAN	tr|A0A2R9B6S8|A0A2R9B6S8_PANPA
OG0011156	sp|Q9NQR4|NIT2_HUMAN	tr|A0A2R8ZXU2|A0A2R8ZXU2_PANPA
OG0011157	sp|Q9NQZ7|ENTP7_HUMAN	tr|A0A2R9BAZ2|A0A2R9BAZ2_PANPA
OG0011158	sp|Q9UHF7|TRPS1_HUMAN	tr|A0A2R9BS36|A0A2R9BS36_PANPA
OG0011159	sp|Q9UJ90|KCNE5_HUMAN	tr|A0A2R8ZNK6|A0A2R8ZNK6_PANPA
OG0011160	sp|Q9ULV3|CIZ1_HUMAN	tr|A0A2R9AEH7|A0A2R9AEH7_PANPA
OG0011161	sp|Q9UMY1|NOL7_HUMAN	tr|A0A2R9A096|A0A2R9A096_PANPA
OG0011162	sp|Q9UMY4|SNX12_HUMAN	tr|A0A2R9CEF6|A0A2R9CEF6_PANPA
OG0011163	sp|Q9Y2S6|TMA7_HUMAN	tr|A0A2R8ZC55|A0A2R8ZC55_PANPA
OG0011164	sp|Q9Y2V0|CDIN1_HUMAN	tr|A0A2R9C8K8|A0A2R9C8K8_PANPA
OG0011165	sp|Q9Y4A5|TRRAP_HUMAN	tr|A0A2R9BKI6|A0A2R9BKI6_PANPA
OG0011166	sp|Q9Y520|PRC2C_HUMAN	tr|A0A2R9BFJ6|A0A2R9BFJ6_PANPA
OG0011167	sp|Q9Y5I7|CLD16_HUMAN	tr|A0A2R9AN64|A0A2R9AN64_PANPA
OG0011168	sp|Q9Y6R7|FCGBP_HUMAN	tr|A0A2R9AW43|A0A2R9AW43_PANPA
OG0011169	sp|A1L453|PRS38_HUMAN	tr|A0A2R9A6F5|A0A2R9A6F5_PANPA
OG0011170	sp|A2A2Y4|FRMD3_HUMAN	tr|A0A2R8ZP12|A0A2R8ZP12_PANPA
OG0011171	sp|A6NK44|GLOD5_HUMAN	tr|A0A2R9CAD3|A0A2R9CAD3_PANPA
OG0011172	sp|O00634|NET3_HUMAN	tr|A0A2R9A817|A0A2R9A817_PANPA
OG0011173	sp|O14514|AGRB1_HUMAN	tr|A0A2R9AQH0|A0A2R9AQH0_PANPA
OG0011174	sp|O60502|OGA_HUMAN	tr|A0A2R9AHF9|A0A2R9AHF9_PANPA
OG0011175	sp|O75170|PP6R2_HUMAN	tr|A0A2R9ACH2|A0A2R9ACH2_PANPA
OG0011176	sp|O75364|PITX3_HUMAN	tr|A0A2R8ZGP3|A0A2R8ZGP3_PANPA
OG0011177	sp|O75417|DPOLQ_HUMAN	tr|A0A2R8ZWH6|A0A2R8ZWH6_PANPA
OG0011178	sp|O95389|CCN6_HUMAN	tr|A0A2R9CIT0|A0A2R9CIT0_PANPA
OG0011179	sp|P11171|EPB41_HUMAN	tr|A0A2R9BLM6|A0A2R9BLM6_PANPA
OG0011180	sp|P11844|CRGA_HUMAN	tr|A7KK28|A7KK28_PANPA
OG0011181	sp|P12429|ANXA3_HUMAN	tr|A0A2R9AXV0|A0A2R9AXV0_PANPA
OG0011182	sp|P26358|DNMT1_HUMAN	tr|A0A2R8ZUG2|A0A2R8ZUG2_PANPA
OG0011183	sp|P35712|SOX6_HUMAN	tr|A0A2R9BNC8|A0A2R9BNC8_PANPA
OG0011184	sp|P40938|RFC3_HUMAN	tr|A0A2R9AS30|A0A2R9AS30_PANPA
OG0011185	sp|P42285|MTREX_HUMAN	tr|A0A2R9C330|A0A2R9C330_PANPA
OG0011186	sp|P46109|CRKL_HUMAN	tr|A0A2R8ZJE4|A0A2R8ZJE4_PANPA
OG0011187	sp|P46937|YAP1_HUMAN	tr|A0A2R9CPZ2|A0A2R9CPZ2_PANPA
OG0011188	sp|P50479|PDLI4_HUMAN	tr|A0A2R9A0D1|A0A2R9A0D1_PANPA
OG0011189	sp|P55211|CASP9_HUMAN	tr|A0A2R9CK75|A0A2R9CK75_PANPA
OG0011190	sp|P60602|ROMO1_HUMAN	tr|A0A2R8ZQZ2|A0A2R8ZQZ2_PANPA
OG0011191	sp|P63279|UBC9_HUMAN	tr|A0A2R8ZJA0|A0A2R8ZJA0_PANPA
OG0011192	sp|Q12972|PP1R8_HUMAN	tr|A0A2R9BLN1|A0A2R9BLN1_PANPA
OG0011193	sp|Q13790|APOF_HUMAN	tr|A0A2R9BH72|A0A2R9BH72_PANPA
OG0011194	sp|Q15165|PON2_HUMAN	tr|A0A2R9A6X3|A0A2R9A6X3_PANPA
OG0011195	sp|Q15738|NSDHL_HUMAN	tr|A0A2R9BU74|A0A2R9BU74_PANPA
OG0011196	sp|Q15846|CLUL1_HUMAN	tr|A0A2R9C9V8|A0A2R9C9V8_PANPA
OG0011197	sp|Q17RM4|CC142_HUMAN	tr|A0A2R9C8H0|A0A2R9C8H0_PANPA
OG0011198	sp|Q2I0M5|RSPO4_HUMAN	tr|A0A2R9AHB3|A0A2R9AHB3_PANPA
OG0011199	sp|Q5JTH9|RRP12_HUMAN	tr|A0A2R9CL19|A0A2R9CL19_PANPA
OG0011200	sp|Q5TAT6|CODA1_HUMAN	tr|A0A2R9CKY3|A0A2R9CKY3_PANPA
OG0011201	sp|Q5VW38|GP107_HUMAN	tr|A0A2R9AMV8|A0A2R9AMV8_PANPA
OG0011202	sp|Q6P4D5|PBIR3_HUMAN	tr|A0A2R9AGR0|A0A2R9AGR0_PANPA
OG0011203	sp|Q7Z6J2|GRASP_HUMAN	tr|A0A2R9BGB0|A0A2R9BGB0_PANPA
OG0011204	sp|Q86UY5|FA83A_HUMAN	tr|A0A2R8ZRF5|A0A2R8ZRF5_PANPA
OG0011205	sp|Q86YW0|PLCZ1_HUMAN	tr|A0A2R9ARV7|A0A2R9ARV7_PANPA
OG0011206	sp|Q8IUR5|TMTC1_HUMAN	tr|A0A2R9ASM7|A0A2R9ASM7_PANPA
OG0011207	sp|Q8N565|MREG_HUMAN	tr|A0A2R8ZPF4|A0A2R8ZPF4_PANPA
OG0011208	sp|Q8N6W0|CELF5_HUMAN	tr|A0A2R9A8J0|A0A2R9A8J0_PANPA
OG0011209	sp|Q8TBE0|BAHD1_HUMAN	tr|A0A2R9BJ73|A0A2R9BJ73_PANPA
OG0011210	sp|Q8TBZ6|TM10A_HUMAN	tr|A0A2R9BTJ6|A0A2R9BTJ6_PANPA
OG0011211	sp|Q8TD43|TRPM4_HUMAN	tr|A0A2R9AJE7|A0A2R9AJE7_PANPA
OG0011212	sp|Q969V3|NCLN_HUMAN	tr|A0A2R9CID7|A0A2R9CID7_PANPA
OG0011213	sp|Q96GC5|RM48_HUMAN	tr|A0A2R9C1Q9|A0A2R9C1Q9_PANPA
OG0011214	sp|Q96IY1|NSL1_HUMAN	tr|A0A2R8Z749|A0A2R8Z749_PANPA
OG0011215	sp|Q96L33|RHOV_HUMAN	tr|A0A2R9ASP9|A0A2R9ASP9_PANPA
OG0011216	sp|Q99962|SH3G2_HUMAN	tr|A0A2R8ZQ28|A0A2R8ZQ28_PANPA
OG0011217	sp|Q99985|SEM3C_HUMAN	tr|A0A2R9CG16|A0A2R9CG16_PANPA
OG0011218	sp|Q9BSB4|ATGA1_HUMAN	tr|A0A2R8ZUP9|A0A2R8ZUP9_PANPA
OG0011219	sp|Q9BYX4|IFIH1_HUMAN	tr|A0A2R9BSQ5|A0A2R9BSQ5_PANPA
OG0011220	sp|Q9H492|MLP3A_HUMAN	tr|A0A2R9BFU6|A0A2R9BFU6_PANPA
OG0011221	sp|Q9H7M9|VISTA_HUMAN	tr|A0A2R9AHZ3|A0A2R9AHZ3_PANPA
OG0011222	sp|Q9P0U3|SENP1_HUMAN	tr|A0A2R9CLY9|A0A2R9CLY9_PANPA
OG0011223	sp|Q9UBK2|PRGC1_HUMAN	tr|A0A2R9B6V2|A0A2R9B6V2_PANPA
OG0011224	sp|Q9UHD4|CIDEB_HUMAN	tr|A0A2R9CRW6|A0A2R9CRW6_PANPA
OG0011225	sp|Q9UKY3|CES1P_HUMAN	tr|A0A2R9C4J6|A0A2R9C4J6_PANPA
OG0011226	sp|Q9UNQ2|DIM1_HUMAN	tr|A0A2R9AYI1|A0A2R9AYI1_PANPA
OG0011227	sp|Q9Y2V2|CHSP1_HUMAN	tr|A0A2R9A4N5|A0A2R9A4N5_PANPA
OG0011228	sp|Q9Y467|SALL2_HUMAN	tr|A0A2R9BLH7|A0A2R9BLH7_PANPA
OG0011229	sp|Q9Y5X2|SNX8_HUMAN	tr|A0A2R9B0H1|A0A2R9B0H1_PANPA
OG0011230	sp|Q9Y6C5|PTC2_HUMAN	tr|A0A2R9ADQ1|A0A2R9ADQ1_PANPA
OG0011231	sp|Q9Y6G1|TM14A_HUMAN	tr|A0A2R9B801|A0A2R9B801_PANPA
OG0011232	sp|A0A1B0GX56|TRDV1_HUMAN	tr|A0A2R9ALM4|A0A2R9ALM4_PANPA
OG0011233	sp|A1L188|NDUF8_HUMAN	tr|A0A2R9AQN2|A0A2R9AQN2_PANPA
OG0011234	sp|A2IDD5|CCD78_HUMAN	tr|A0A2R9AZS9|A0A2R9AZS9_PANPA
OG0011235	sp|A8MPX8|PP2D1_HUMAN	tr|A0A2R9BKK3|A0A2R9BKK3_PANPA
OG0011236	sp|O00244|ATOX1_HUMAN	tr|A0A2R9CDW9|A0A2R9CDW9_PANPA
OG0011237	sp|O14617|AP3D1_HUMAN	tr|A0A2R9BF03|A0A2R9BF03_PANPA
OG0011238	sp|O14733|MP2K7_HUMAN	tr|A0A2R9C0Y8|A0A2R9C0Y8_PANPA
OG0011239	sp|O60682|MUSC_HUMAN	tr|A0A2R9B7S3|A0A2R9B7S3_PANPA
OG0011240	sp|O75807|PR15A_HUMAN	tr|A0A2R8ZMT3|A0A2R8ZMT3_PANPA
OG0011241	sp|O95639|CPSF4_HUMAN	tr|A0A2R9CR90|A0A2R9CR90_PANPA
OG0011242	sp|P03928|ATP8_HUMAN	sp|Q35587|ATP8_PANPA
OG0011243	sp|P07099|HYEP_HUMAN	tr|A0A2R9BPV9|A0A2R9BPV9_PANPA
OG0011244	sp|P07988|PSPB_HUMAN	tr|A0A2R9A0M2|A0A2R9A0M2_PANPA
OG0011245	sp|P08247|SYPH_HUMAN	tr|A0A2R9AYF3|A0A2R9AYF3_PANPA
OG0011246	sp|P0C5Y4|KRA14_HUMAN	tr|A0A2R8ZJD8|A0A2R8ZJD8_PANPA
OG0011247	sp|P20062|TCO2_HUMAN	tr|A0A2R9CFW6|A0A2R9CFW6_PANPA
OG0011248	sp|P22794|EVI2A_HUMAN	tr|A0A2R8ZJ54|A0A2R8ZJ54_PANPA
OG0011249	sp|P23142|FBLN1_HUMAN	tr|A0A2R9AKA2|A0A2R9AKA2_PANPA
OG0011250	sp|P23471|PTPRZ_HUMAN	tr|A0A2R9CDB5|A0A2R9CDB5_PANPA
OG0011251	sp|P30038|AL4A1_HUMAN	tr|A0A2R8ZAY2|A0A2R8ZAY2_PANPA
OG0011252	sp|P30872|SSR1_HUMAN	tr|A0A2R8ZDJ5|A0A2R8ZDJ5_PANPA
OG0011253	sp|P39900|MMP12_HUMAN	tr|A0A2R8ZA46|A0A2R8ZA46_PANPA
OG0011254	sp|P52655|TF2AA_HUMAN	tr|A0A2R9BJ75|A0A2R9BJ75_PANPA
OG0011255	sp|P55060|XPO2_HUMAN	tr|A0A2R9BNT4|A0A2R9BNT4_PANPA
OG0011256	sp|P78345|RPP38_HUMAN	tr|A0A2R9C9M2|A0A2R9C9M2_PANPA
OG0011257	sp|Q0P641|CB080_HUMAN	tr|A0A2R9B6A0|A0A2R9B6A0_PANPA
OG0011258	sp|Q13685|AAMP_HUMAN	tr|A0A2R9A0Y4|A0A2R9A0Y4_PANPA
OG0011259	sp|Q14534|ERG1_HUMAN	tr|A0A2R9CMG7|A0A2R9CMG7_PANPA
OG0011260	sp|Q15906|VPS72_HUMAN	tr|A0A2R9BHJ9|A0A2R9BHJ9_PANPA
OG0011261	sp|Q16661|GUC2B_HUMAN	tr|A0A2R9BDN8|A0A2R9BDN8_PANPA
OG0011262	sp|Q17RP2|TIGD6_HUMAN	tr|A0A2R8ZA19|A0A2R8ZA19_PANPA
OG0011263	sp|Q1A5X6|IQCJ_HUMAN	tr|A0A2R9CMC6|A0A2R9CMC6_PANPA
OG0011264	sp|Q3LI66|KRA62_HUMAN	tr|A0A2R9AM04|A0A2R9AM04_PANPA
OG0011265	sp|Q5BJD5|TM41B_HUMAN	tr|A0A2R9C7P6|A0A2R9C7P6_PANPA
OG0011266	sp|Q5HYK7|SH319_HUMAN	tr|A0A2R9CPB3|A0A2R9CPB3_PANPA
OG0011267	sp|Q5JVS0|HABP4_HUMAN	tr|A0A2R9AN77|A0A2R9AN77_PANPA
OG0011268	sp|Q5TEZ5|CF163_HUMAN	tr|A0A2R9BG98|A0A2R9BG98_PANPA
OG0011269	sp|Q5XPI4|RN123_HUMAN	tr|A0A2R9B1X7|A0A2R9B1X7_PANPA
OG0011270	sp|Q6P087|RUSD3_HUMAN	tr|A0A2R9BNZ2|A0A2R9BNZ2_PANPA
OG0011271	sp|Q7L014|DDX46_HUMAN	tr|A0A2R9BJS9|A0A2R9BJS9_PANPA
OG0011272	sp|Q86XA0|MET23_HUMAN	tr|A0A2R8ZYU7|A0A2R8ZYU7_PANPA
OG0011273	sp|Q86XI8|ZSWM9_HUMAN	tr|A0A2R9BZG4|A0A2R9BZG4_PANPA
OG0011274	sp|Q8IUC1|KR111_HUMAN	tr|A0A2R9ARX5|A0A2R9ARX5_PANPA
OG0011275	sp|Q8IXJ6|SIR2_HUMAN	tr|A0A2R9B8Q6|A0A2R9B8Q6_PANPA
OG0011276	sp|Q8IYW2|CFA46_HUMAN	tr|A0A2R9AX45|A0A2R9AX45_PANPA
OG0011277	sp|Q8NFD2|ANKK1_HUMAN	tr|A0A2R8ZUZ0|A0A2R8ZUZ0_PANPA
OG0011278	sp|Q8NGN1|OR6T1_HUMAN	tr|A0A2R8ZB08|A0A2R8ZB08_PANPA
OG0011279	sp|Q8WUU8|TM174_HUMAN	tr|A0A2R9AKN7|A0A2R9AKN7_PANPA
OG0011280	sp|Q8WWZ1|IL1FA_HUMAN	tr|A0A2R9CJN1|A0A2R9CJN1_PANPA
OG0011281	sp|Q969H8|MYDGF_HUMAN	tr|A0A2R9B4B0|A0A2R9B4B0_PANPA
OG0011282	sp|Q96B02|UBE2W_HUMAN	tr|A0A2R9C4L9|A0A2R9C4L9_PANPA
OG0011283	sp|Q96FV9|THOC1_HUMAN	tr|A0A2R9AJF5|A0A2R9AJF5_PANPA
OG0011284	sp|Q96H55|MYO19_HUMAN	tr|A0A2R9AXU1|A0A2R9AXU1_PANPA
OG0011285	sp|Q96MN9|ZN488_HUMAN	tr|A0A2R8ZHK8|A0A2R8ZHK8_PANPA
OG0011286	sp|Q96S37|S22AC_HUMAN	tr|A0A2R9ALT2|A0A2R9ALT2_PANPA
OG0011287	sp|Q99583|MNT_HUMAN	tr|A0A2R9CBF0|A0A2R9CBF0_PANPA
OG0011288	sp|Q9BPW5|RSLBB_HUMAN	tr|A0A2R9AMV5|A0A2R9AMV5_PANPA
OG0011289	sp|Q9BSJ8|ESYT1_HUMAN	tr|A0A2R9B1G7|A0A2R9B1G7_PANPA
OG0011290	sp|Q9H4F1|SIA7D_HUMAN	tr|A0A2R9CDR1|A0A2R9CDR1_PANPA
OG0011291	sp|Q9H7L9|SDS3_HUMAN	tr|A0A2R9BME3|A0A2R9BME3_PANPA
OG0011292	sp|Q9H7T9|AUNIP_HUMAN	tr|A0A2R9ASC5|A0A2R9ASC5_PANPA
OG0011293	sp|Q9HB58|SP110_HUMAN	tr|A0A2R9BV06|A0A2R9BV06_PANPA
OG0011294	sp|Q9HBK9|AS3MT_HUMAN	tr|A0A2R9CA94|A0A2R9CA94_PANPA
OG0011295	sp|Q9NP85|PODO_HUMAN	tr|A0A2R9A9B9|A0A2R9A9B9_PANPA
OG0011296	sp|Q9P2D6|F135A_HUMAN	tr|A0A2R9B203|A0A2R9B203_PANPA
OG0011297	sp|Q9UBL3|ASH2L_HUMAN	tr|A0A2R9CCX8|A0A2R9CCX8_PANPA
OG0011298	sp|Q9UDW3|ZMAT5_HUMAN	tr|A0A2R9A8C4|A0A2R9A8C4_PANPA
OG0011299	sp|Q9UIS9|MBD1_HUMAN	tr|A0A2R9C032|A0A2R9C032_PANPA
OG0011300	sp|Q9Y5R4|HEMK1_HUMAN	tr|A0A2R8Z7V7|A0A2R8Z7V7_PANPA
OG0011301	sp|Q9Y6X4|F169A_HUMAN	tr|A0A2R9CHJ9|A0A2R9CHJ9_PANPA
OG0011302	sp|A1A5B4|ANO9_HUMAN	tr|A0A2R8ZSM3|A0A2R8ZSM3_PANPA
OG0011303	sp|A6NKN8|PC4L1_HUMAN	tr|A0A2R9AUB3|A0A2R9AUB3_PANPA
OG0011304	sp|O00167|EYA2_HUMAN	tr|A0A2R9BSL8|A0A2R9BSL8_PANPA
OG0011305	sp|O14683|P5I11_HUMAN	tr|A0A2R9A086|A0A2R9A086_PANPA
OG0011306	sp|O14798|TR10C_HUMAN	tr|A0A2R9AA07|A0A2R9AA07_PANPA
OG0011307	sp|O15204|ADEC1_HUMAN	tr|A0A2R9BNS2|A0A2R9BNS2_PANPA
OG0011308	sp|O75072|FKTN_HUMAN	tr|A0A2R8ZUZ3|A0A2R8ZUZ3_PANPA
OG0011309	sp|O75578|ITA10_HUMAN	tr|A0A2R9ACQ4|A0A2R9ACQ4_PANPA
OG0011310	sp|O95561|CA105_HUMAN	tr|A0A2R9C260|A0A2R9C260_PANPA
OG0011311	sp|O95848|NUD14_HUMAN	tr|A0A2R8ZMF6|A0A2R8ZMF6_PANPA
OG0011312	sp|O95972|BMP15_HUMAN	tr|A0A2R8ZEV6|A0A2R8ZEV6_PANPA
OG0011313	sp|P04839|CY24B_HUMAN	tr|A0A2R9A4U4|A0A2R9A4U4_PANPA
OG0011314	sp|P05111|INHA_HUMAN	tr|A0A2R9CFY0|A0A2R9CFY0_PANPA
OG0011315	sp|P17022|ZNF18_HUMAN	tr|A0A2R9AE09|A0A2R9AE09_PANPA
OG0011316	sp|P17706|PTN2_HUMAN	tr|A0A2R9BQG0|A0A2R9BQG0_PANPA
OG0011317	sp|P19447|ERCC3_HUMAN	tr|A0A2R9B901|A0A2R9B901_PANPA
OG0011318	sp|P22888|LSHR_HUMAN	tr|A0A2R9APW3|A0A2R9APW3_PANPA
OG0011319	sp|P36402|TCF7_HUMAN	tr|A0A2R9B2H3|A0A2R9B2H3_PANPA
OG0011320	sp|P48039|MTR1A_HUMAN	tr|A0A2R8ZWV5|A0A2R8ZWV5_PANPA
OG0011321	sp|P83876|TXN4A_HUMAN	tr|A0A2R9B0Y0|A0A2R9B0Y0_PANPA
OG0011322	sp|Q06787|FMR1_HUMAN	tr|A0A2R9CAG1|A0A2R9CAG1_PANPA
OG0011323	sp|Q13191|CBLB_HUMAN	tr|A0A2R9AMN4|A0A2R9AMN4_PANPA
