Orthogroup	Homo_sapiens	Microtus_ochrogaster
OG0012223	sp|P13987|CD59_HUMAN	tr|A0A8J6GTK6|A0A8J6GTK6_MICOH
OG0012224	sp|P35453|HXD13_HUMAN	tr|A0A8J6FXQ4|A0A8J6FXQ4_MICOH
OG0012225	sp|P41970|ELK3_HUMAN	tr|A0A8J6KLN6|A0A8J6KLN6_MICOH
OG0012226	sp|P56746|CLD15_HUMAN	tr|A0A8J6G6N8|A0A8J6G6N8_MICOH
OG0012227	sp|Q14749|GNMT_HUMAN	tr|A0A8J6GWL6|A0A8J6GWL6_MICOH
OG0012228	sp|Q15287|RNPS1_HUMAN	tr|A0A8J6GJT0|A0A8J6GJT0_MICOH
OG0012229	sp|Q16584|M3K11_HUMAN	tr|A0A8J6KR22|A0A8J6KR22_MICOH
OG0012230	sp|Q2M2I3|FA83E_HUMAN	tr|A0A8J6G5X3|A0A8J6G5X3_MICOH
OG0012231	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A8J6G5P0|A0A8J6G5P0_MICOH
OG0012232	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A8J6L624|A0A8J6L624_MICOH
OG0012233	sp|Q6FHJ7|SFRP4_HUMAN	tr|A0A8J6FXY9|A0A8J6FXY9_MICOH
OG0012234	sp|Q6NXT4|ZNT6_HUMAN	tr|A0A8J6GGF6|A0A8J6GGF6_MICOH
OG0012235	sp|Q6PEV8|F199X_HUMAN	tr|A0A8J6KUW9|A0A8J6KUW9_MICOH
OG0012236	sp|Q86YJ6|THNS2_HUMAN	tr|A0A8J6L8U6|A0A8J6L8U6_MICOH
OG0012237	sp|Q8IZU8|DSEL_HUMAN	tr|A0A8J6GHA5|A0A8J6GHA5_MICOH
OG0012238	sp|Q8N145|LGI3_HUMAN	tr|A0A8J6L386|A0A8J6L386_MICOH
OG0012239	sp|Q8N2Z9|CENPS_HUMAN	tr|A0A8J6G1U9|A0A8J6G1U9_MICOH
OG0012240	sp|Q8N3J3|HROB_HUMAN	tr|A0A8J6G0Y8|A0A8J6G0Y8_MICOH
OG0012241	sp|Q8NCG7|DGLB_HUMAN	tr|A0A8J6KWD5|A0A8J6KWD5_MICOH
OG0012242	sp|Q8NHQ1|CEP70_HUMAN	tr|A0A8J6H0U0|A0A8J6H0U0_MICOH
OG0012243	sp|Q8WTS1|ABHD5_HUMAN	tr|A0A8J6GG15|A0A8J6GG15_MICOH
OG0012244	sp|Q8WW32|HMGB4_HUMAN	tr|A0A8J6G3T0|A0A8J6G3T0_MICOH
OG0012245	sp|Q8WXW3|PIBF1_HUMAN	tr|A0A8J6KT73|A0A8J6KT73_MICOH
OG0012246	sp|Q96B70|LENG9_HUMAN	tr|A0A8J6G370|A0A8J6G370_MICOH
OG0012247	sp|Q96DI7|SNR40_HUMAN	tr|A0A8J6G0W3|A0A8J6G0W3_MICOH
OG0012248	sp|Q96LT7|CI072_HUMAN	tr|A0A8J6H2T1|A0A8J6H2T1_MICOH
OG0012249	sp|Q96LW4|PRIPO_HUMAN	tr|A0A8J6GBY6|A0A8J6GBY6_MICOH
OG0012250	sp|Q96N11|INT15_HUMAN	tr|A0A8J6GEG3|A0A8J6GEG3_MICOH
OG0012251	sp|Q9BUX1|CHAC1_HUMAN	tr|A0A8J6GQH2|A0A8J6GQH2_MICOH
OG0012252	sp|Q9GZT4|SRR_HUMAN	tr|A0A8J6GKI0|A0A8J6GKI0_MICOH
OG0012253	sp|Q9H2H0|CXXC4_HUMAN	tr|A0A8J6FX36|A0A8J6FX36_MICOH
OG0012254	sp|Q9H6K4|OPA3_HUMAN	tr|A0A8J6G9R9|A0A8J6G9R9_MICOH
OG0012255	sp|Q9NPD3|EXOS4_HUMAN	tr|A0A8J6L3J3|A0A8J6L3J3_MICOH
OG0012256	sp|Q9NQV8|PRDM8_HUMAN	tr|A0A8J6GJ99|A0A8J6GJ99_MICOH
OG0012257	sp|Q9NXR5|ANR10_HUMAN	tr|A0A8J6FY03|A0A8J6FY03_MICOH
OG0012258	sp|Q9UHG2|PCS1N_HUMAN	tr|A0A8J6GH97|A0A8J6GH97_MICOH
OG0012259	sp|Q9UI12|VATH_HUMAN	tr|A0A8J6L2P0|A0A8J6L2P0_MICOH
OG0012260	sp|Q9UIM3|FKBPL_HUMAN	tr|A0A8J6G456|A0A8J6G456_MICOH
OG0012261	sp|Q9UIY3|RWD2A_HUMAN	tr|A0A8J6KQP8|A0A8J6KQP8_MICOH
OG0012262	sp|Q9UJY5|GGA1_HUMAN	tr|A0A8J6GR48|A0A8J6GR48_MICOH
OG0012263	sp|A1XBS5|CBAR1_HUMAN	tr|A0A8J6GVC9|A0A8J6GVC9_MICOH
OG0012264	sp|B8ZZ34|SHSA8_HUMAN	tr|A0A8J6G8A8|A0A8J6G8A8_MICOH
OG0012265	sp|O00587|MFNG_HUMAN	tr|A0A8J6GXI4|A0A8J6GXI4_MICOH
OG0012266	sp|O15067|PUR4_HUMAN	tr|A0A8J6KW37|A0A8J6KW37_MICOH
OG0012267	sp|O15090|ZN536_HUMAN	tr|A0A8J6L3Y5|A0A8J6L3Y5_MICOH
OG0012268	sp|O15357|SHIP2_HUMAN	tr|A0A8J6GQ54|A0A8J6GQ54_MICOH
OG0012269	sp|O75077|ADA23_HUMAN	tr|A0A8J6KPX3|A0A8J6KPX3_MICOH
OG0012270	sp|O75586|MED6_HUMAN	tr|A0A8J6H385|A0A8J6H385_MICOH
OG0012271	sp|O75791|GRAP2_HUMAN	tr|A0A8J6GX33|A0A8J6GX33_MICOH
OG0012272	sp|O75936|BODG_HUMAN	tr|A0A8J6GTH7|A0A8J6GTH7_MICOH
OG0012273	sp|P07858|CATB_HUMAN	tr|A0A8J6GHC8|A0A8J6GHC8_MICOH
OG0012274	sp|P11717|MPRI_HUMAN	tr|A0A8J6GZG1|A0A8J6GZG1_MICOH
OG0012275	sp|P15036|ETS2_HUMAN	tr|A0A8J6GPM0|A0A8J6GPM0_MICOH
OG0012276	sp|P22307|SCP2_HUMAN	tr|A0A8J6GYY1|A0A8J6GYY1_MICOH
OG0012277	sp|P28289|TMOD1_HUMAN	tr|A0A8J6G3I4|A0A8J6G3I4_MICOH
OG0012278	sp|P28324|ELK4_HUMAN	tr|A0A8J6GTD4|A0A8J6GTD4_MICOH
OG0012279	sp|P58753|TIRAP_HUMAN	tr|A0A8J6L1W0|A0A8J6L1W0_MICOH
OG0012280	sp|P62273|RS29_HUMAN	tr|A0A8J6GD00|A0A8J6GD00_MICOH
OG0012281	sp|P78411|IRX5_HUMAN	tr|A0A8J6KWR8|A0A8J6KWR8_MICOH
OG0012282	sp|Q02446|SP4_HUMAN	tr|A0A8J6L4D9|A0A8J6L4D9_MICOH
OG0012283	sp|Q14160|SCRIB_HUMAN	tr|A0A8J6GX25|A0A8J6GX25_MICOH
OG0012284	sp|Q14669|TRIPC_HUMAN	tr|A0A8J6GB56|A0A8J6GB56_MICOH
OG0012285	sp|Q2MJR0|SPRE3_HUMAN	tr|A0A8J6GLF1|A0A8J6GLF1_MICOH
OG0012286	sp|Q53R12|T4S20_HUMAN	tr|A0A8J6GMB3|A0A8J6GMB3_MICOH
OG0012287	sp|Q53TQ3|IN80D_HUMAN	tr|A0A8J6GCN0|A0A8J6GCN0_MICOH
OG0012288	sp|Q6P1J9|CDC73_HUMAN	tr|A0A8J6LAU6|A0A8J6LAU6_MICOH
OG0012289	sp|Q6ZWB6|KCTD8_HUMAN	tr|A0A8J6KWE4|A0A8J6KWE4_MICOH
OG0012290	sp|Q7Z4S9|SH2D6_HUMAN	tr|A0A8J6GXU0|A0A8J6GXU0_MICOH
OG0012291	sp|Q86UF4|CC190_HUMAN	tr|A0A8J6GAU1|A0A8J6GAU1_MICOH
OG0012292	sp|Q8N2M8|CLASR_HUMAN	tr|A0A8J6GBJ7|A0A8J6GBJ7_MICOH
OG0012293	sp|Q8NBA8|DTWD2_HUMAN	tr|A0A8J6FYP1|A0A8J6FYP1_MICOH
OG0012294	sp|Q8NFJ9|BBS1_HUMAN	tr|A0A8J6GBL5|A0A8J6GBL5_MICOH
OG0012295	sp|Q8TAL5|CI043_HUMAN	tr|A0A8J6KNZ4|A0A8J6KNZ4_MICOH
OG0012296	sp|Q8WUD4|CCD12_HUMAN	tr|A0A8J6G448|A0A8J6G448_MICOH
OG0012297	sp|Q92925|SMRD2_HUMAN	tr|A0A8J6KUV6|A0A8J6KUV6_MICOH
OG0012298	sp|Q92934|BAD_HUMAN	tr|A0A8J6GC36|A0A8J6GC36_MICOH
OG0012299	sp|Q96A33|CCD47_HUMAN	tr|A0A8J6GJM7|A0A8J6GJM7_MICOH
OG0012300	sp|Q96KN3|PKNX2_HUMAN	tr|A0A8J6GR52|A0A8J6GR52_MICOH
OG0012301	sp|Q96PX8|SLIK1_HUMAN	tr|A0A8J6L152|A0A8J6L152_MICOH
OG0012302	sp|Q96S82|UBL7_HUMAN	tr|A0A8J6GNY1|A0A8J6GNY1_MICOH
OG0012303	sp|Q9BQC6|RT63_HUMAN	tr|A0A8J6GVX0|A0A8J6GVX0_MICOH
OG0012304	sp|Q9BSC4|NOL10_HUMAN	tr|A0A8J6GYE4|A0A8J6GYE4_MICOH
OG0012305	sp|Q9C0H6|KLHL4_HUMAN	tr|A0A8J6GS52|A0A8J6GS52_MICOH
OG0012306	sp|Q9H875|PKRI1_HUMAN	tr|A0A8J6FZ48|A0A8J6FZ48_MICOH
OG0012307	sp|Q9NPI7|KRCC1_HUMAN	tr|A0A8J6KYJ8|A0A8J6KYJ8_MICOH
OG0012308	sp|Q9NR48|ASH1L_HUMAN	tr|A0A8J6KYR0|A0A8J6KYR0_MICOH
OG0012309	sp|Q9P1Z2|CACO1_HUMAN	tr|A0A8J6L1S6|A0A8J6L1S6_MICOH
OG0012310	sp|Q9P2E7|PCD10_HUMAN	tr|A0A8J6KYN2|A0A8J6KYN2_MICOH
OG0012311	sp|Q9UBF9|MYOTI_HUMAN	tr|A0A8J6G210|A0A8J6G210_MICOH
OG0012312	sp|Q9UQ49|NEUR3_HUMAN	tr|A0A8J6KK05|A0A8J6KK05_MICOH
OG0012313	sp|Q9Y236|OSGI2_HUMAN	tr|A0A8J6L0G6|A0A8J6L0G6_MICOH
OG0012314	sp|O00459|P85B_HUMAN	tr|A0A8J6GCG9|A0A8J6GCG9_MICOH
OG0012315	sp|O60306|AQR_HUMAN	tr|A0A8J6G7X6|A0A8J6G7X6_MICOH
OG0012316	sp|O75146|HIP1R_HUMAN	tr|A0A8J6G108|A0A8J6G108_MICOH
OG0012317	sp|O75821|EIF3G_HUMAN	tr|A0A8J6KQU7|A0A8J6KQU7_MICOH
OG0012318	sp|O76090|BEST1_HUMAN	tr|A0A8J6GKJ0|A0A8J6GKJ0_MICOH
OG0012319	sp|O94955|RHBT3_HUMAN	tr|A0A8J6KWK8|A0A8J6KWK8_MICOH
OG0012320	sp|O95379|TFIP8_HUMAN	tr|A0A8J6KJG2|A0A8J6KJG2_MICOH
OG0012321	sp|P08581|MET_HUMAN	tr|A0A8J6KV76|A0A8J6KV76_MICOH
OG0012322	sp|P10243|MYBA_HUMAN	tr|A0A8J6L3L1|A0A8J6L3L1_MICOH
OG0012323	sp|P10523|ARRS_HUMAN	tr|A0A8J6GFM8|A0A8J6GFM8_MICOH
OG0012324	sp|P14314|GLU2B_HUMAN	tr|A0A8J6L1Y2|A0A8J6L1Y2_MICOH
OG0012325	sp|P15822|ZEP1_HUMAN	tr|A0A8J6KUE9|A0A8J6KUE9_MICOH
OG0012326	sp|P16422|EPCAM_HUMAN	tr|A0A8J6GRP3|A0A8J6GRP3_MICOH
OG0012327	sp|P17096|HMGA1_HUMAN	tr|A0A8J6GK98|A0A8J6GK98_MICOH
OG0012328	sp|P17482|HXB9_HUMAN	tr|A0A8J6KJ82|A0A8J6KJ82_MICOH
OG0012329	sp|P18627|LAG3_HUMAN	tr|A0A8J6H261|A0A8J6H261_MICOH
OG0012330	sp|P34913|HYES_HUMAN	tr|A0A8J6L8W0|A0A8J6L8W0_MICOH
OG0012331	sp|Q15049|MLC1_HUMAN	tr|A0A8J6L503|A0A8J6L503_MICOH
OG0012332	sp|Q3MHD2|LSM12_HUMAN	tr|A0A8J6KNQ9|A0A8J6KNQ9_MICOH
OG0012333	sp|Q4G0P3|HYDIN_HUMAN	tr|A0A8J6GMX3|A0A8J6GMX3_MICOH
OG0012334	sp|Q502W6|VWA3B_HUMAN	tr|A0A8J6G3Y8|A0A8J6G3Y8_MICOH
OG0012335	sp|Q53HI1|UNC50_HUMAN	tr|A0A8J6G3Y5|A0A8J6G3Y5_MICOH
OG0012336	sp|Q5GH73|XKR6_HUMAN	tr|A0A8J6GZ93|A0A8J6GZ93_MICOH
OG0012337	sp|Q5VV17|OTUD1_HUMAN	tr|A0A8J6KS78|A0A8J6KS78_MICOH
OG0012338	sp|Q6EBC2|IL31_HUMAN	tr|A0A8J6G0X3|A0A8J6G0X3_MICOH
OG0012339	sp|Q6H9L7|ISM2_HUMAN	tr|A0A8J6GT90|A0A8J6GT90_MICOH
OG0012340	sp|Q6NUQ1|RINT1_HUMAN	tr|A0A8J6L4V6|A0A8J6L4V6_MICOH
OG0012341	sp|Q6QAJ8|TM220_HUMAN	tr|A0A8J6GJR5|A0A8J6GJR5_MICOH
OG0012342	sp|Q75VX8|GARE2_HUMAN	tr|A0A8J6GI69|A0A8J6GI69_MICOH
OG0012343	sp|Q86XX4|FRAS1_HUMAN	tr|A0A8J6GJU7|A0A8J6GJU7_MICOH
OG0012344	sp|Q8IX18|DHX40_HUMAN	tr|A0A8J6G362|A0A8J6G362_MICOH
OG0012345	sp|Q8IYP9|ZDH23_HUMAN	tr|A0A8J6KXK2|A0A8J6KXK2_MICOH
OG0012346	sp|Q8NBP5|MFSD9_HUMAN	tr|A0A8J6KNU0|A0A8J6KNU0_MICOH
OG0012347	sp|Q8TCF1|ZFAN1_HUMAN	tr|A0A8J6G5M7|A0A8J6G5M7_MICOH
OG0012348	sp|Q8WTS6|SETD7_HUMAN	tr|A0A8J6KW24|A0A8J6KW24_MICOH
OG0012349	sp|Q92541|RTF1_HUMAN	tr|A0A8J6GJ49|A0A8J6GJ49_MICOH
OG0012350	sp|Q969T7|5NT3B_HUMAN	tr|A0A8J6FUH2|A0A8J6FUH2_MICOH
OG0012351	sp|Q9BWJ5|SF3B5_HUMAN	tr|A0A8J6H2Z5|A0A8J6H2Z5_MICOH
OG0012352	sp|Q9BXK5|B2L13_HUMAN	tr|A0A8J6GLK4|A0A8J6GLK4_MICOH
OG0012353	sp|Q9BZX2|UCK2_HUMAN	tr|A0A8J6G1Y8|A0A8J6G1Y8_MICOH
OG0012354	sp|Q9H7S9|ZN703_HUMAN	tr|A0A8J6GUS2|A0A8J6GUS2_MICOH
OG0012355	sp|Q9H972|CN093_HUMAN	tr|A0A8J6GF92|A0A8J6GF92_MICOH
OG0012356	sp|Q9P0U4|CXXC1_HUMAN	tr|A0A8J6GQ26|A0A8J6GQ26_MICOH
OG0012357	sp|Q9P0X4|CAC1I_HUMAN	tr|A0A8J6GXN7|A0A8J6GXN7_MICOH
OG0012358	sp|Q9UNA4|POLI_HUMAN	tr|A0A8J6KV81|A0A8J6KV81_MICOH
OG0012359	sp|Q9Y576|ASB1_HUMAN	tr|A0A8J6GDJ4|A0A8J6GDJ4_MICOH
OG0012360	sp|Q9Y6R9|CCD61_HUMAN	tr|A0A8J6GAU6|A0A8J6GAU6_MICOH
OG0012361	tr|A0A286YEU6|A0A286YEU6_HUMAN	tr|A0A8J6GIS1|A0A8J6GIS1_MICOH
OG0012362	sp|A6NC05|YD286_HUMAN	tr|A0A8J6FYR0|A0A8J6FYR0_MICOH
OG0012363	sp|A6NK97|S22AK_HUMAN	tr|A0A8J6KQI2|A0A8J6KQI2_MICOH
OG0012364	sp|B2RUY7|VWC2L_HUMAN	tr|A0A8J6KWZ8|A0A8J6KWZ8_MICOH
OG0012365	sp|O00468|AGRIN_HUMAN	tr|A0A8J6GPT3|A0A8J6GPT3_MICOH
OG0012366	sp|O00487|PSDE_HUMAN	tr|A0A8J6KZZ9|A0A8J6KZZ9_MICOH
OG0012367	sp|O43617|TPPC3_HUMAN	tr|A0A8J6G2R4|A0A8J6G2R4_MICOH
OG0012368	sp|O43639|NCK2_HUMAN	tr|A0A8J6GMT6|A0A8J6GMT6_MICOH
OG0012369	sp|O60828|PQBP1_HUMAN	tr|A0A8J6GH05|A0A8J6GH05_MICOH
OG0012370	sp|O60841|IF2P_HUMAN	tr|A0A8J6G3Z4|A0A8J6G3Z4_MICOH
OG0012372	sp|P05060|SCG1_HUMAN	tr|A0A8J6GQH1|A0A8J6GQH1_MICOH
OG0012373	sp|P17097|ZNF7_HUMAN	tr|A0A8J6GXZ5|A0A8J6GXZ5_MICOH
OG0012374	sp|P32238|CCKAR_HUMAN	tr|A0A8J6G6H6|A0A8J6G6H6_MICOH
OG0012375	sp|P40238|TPOR_HUMAN	tr|A0A8J6FZI3|A0A8J6FZI3_MICOH
OG0012376	sp|P41250|GARS_HUMAN	tr|A0A8J6GG99|A0A8J6GG99_MICOH
OG0012377	sp|P43003|EAA1_HUMAN	tr|A0A8J6H188|A0A8J6H188_MICOH
OG0012378	sp|P48380|RFX3_HUMAN	tr|A0A8J6H370|A0A8J6H370_MICOH
OG0012379	sp|P62249|RS16_HUMAN	tr|A0A8J6KZU8|A0A8J6KZU8_MICOH
OG0012380	sp|Q02388|CO7A1_HUMAN	tr|A0A8J6GFN0|A0A8J6GFN0_MICOH
OG0012381	sp|Q04671|P_HUMAN	tr|A0A8J6G0C3|A0A8J6G0C3_MICOH
OG0012383	sp|Q16827|PTPRO_HUMAN	tr|A0A8J6L0J4|A0A8J6L0J4_MICOH
OG0012384	sp|Q53EU6|GPAT3_HUMAN	tr|A0A8J6GLL0|A0A8J6GLL0_MICOH
OG0012385	sp|Q5XG99|LYSM4_HUMAN	tr|A0A8J6FWI2|A0A8J6FWI2_MICOH
OG0012386	sp|Q6NTF9|RHBD2_HUMAN	tr|A0A8J6GCY1|A0A8J6GCY1_MICOH
OG0012387	sp|Q6ZW76|ANKS3_HUMAN	tr|A0A8J6GXX8|A0A8J6GXX8_MICOH
OG0012388	sp|Q75QN2|INT8_HUMAN	tr|A0A8J6KXG8|A0A8J6KXG8_MICOH
OG0012389	sp|Q86UY6|NAA40_HUMAN	tr|A0A8J6G802|A0A8J6G802_MICOH
OG0012390	sp|Q8IYG6|LRC56_HUMAN	tr|A0A8J6GCX0|A0A8J6GCX0_MICOH
OG0012391	sp|Q8N5S3|CB073_HUMAN	tr|A0A8J6G4Y3|A0A8J6G4Y3_MICOH
OG0012392	sp|Q8TCW7|ZPLD1_HUMAN	tr|A0A8J6KPH8|A0A8J6KPH8_MICOH
OG0012393	sp|Q8WV48|CC107_HUMAN	tr|A0A8J6G4V1|A0A8J6G4V1_MICOH
OG0012394	sp|Q8WWM9|CYGB_HUMAN	tr|A0A8J6L1C7|A0A8J6L1C7_MICOH
OG0012395	sp|Q8WWW8|GAB3_HUMAN	tr|A0A8J6GSD2|A0A8J6GSD2_MICOH
OG0012396	sp|Q93079|H2B1H_HUMAN	tr|A0A8J6GGT1|A0A8J6GGT1_MICOH
OG0012397	sp|Q96H72|S39AD_HUMAN	tr|A0A8J6GNC8|A0A8J6GNC8_MICOH
OG0012398	sp|Q96QP1|ALPK1_HUMAN	tr|A0A8J6FWV5|A0A8J6FWV5_MICOH
OG0012399	sp|Q96SL4|GPX7_HUMAN	tr|A0A8J6GZC4|A0A8J6GZC4_MICOH
OG0012400	sp|Q96SZ6|CK5P1_HUMAN	tr|A0A8J6GDJ6|A0A8J6GDJ6_MICOH
OG0012401	sp|Q99715|COCA1_HUMAN	tr|A0A8J6L2D2|A0A8J6L2D2_MICOH
OG0012402	sp|Q99958|FOXC2_HUMAN	tr|A0A8J6FXM7|A0A8J6FXM7_MICOH
OG0012403	sp|Q9BV94|EDEM2_HUMAN	tr|A0A8J6GGD9|A0A8J6GGD9_MICOH
OG0012404	sp|Q9BXY0|MAK16_HUMAN	tr|A0A8J6L056|A0A8J6L056_MICOH
OG0012405	sp|Q9H2S6|TNMD_HUMAN	tr|A0A8J6KIR1|A0A8J6KIR1_MICOH
OG0012406	sp|Q9H790|EXO5_HUMAN	tr|A0A8J6G1L9|A0A8J6G1L9_MICOH
OG0012407	sp|Q9H9B1|EHMT1_HUMAN	tr|A0A8J6L4U9|A0A8J6L4U9_MICOH
OG0012408	sp|Q9NRR1|CYTL1_HUMAN	tr|A0A8J6L683|A0A8J6L683_MICOH
OG0012409	sp|Q9NVE7|PANK4_HUMAN	tr|A0A8J6L023|A0A8J6L023_MICOH
OG0012410	sp|Q9UHG3|PCYOX_HUMAN	tr|A0A8J6GJG1|A0A8J6GJG1_MICOH
OG0012411	sp|Q9UK73|FEM1B_HUMAN	tr|A0A8J6KW73|A0A8J6KW73_MICOH
OG0012412	sp|Q9UKU9|ANGL2_HUMAN	tr|A0A8J6GNA8|A0A8J6GNA8_MICOH
OG0012413	sp|Q9Y3B6|EMC9_HUMAN	tr|A0A8J6KRY3|A0A8J6KRY3_MICOH
OG0012414	sp|Q9Y6N7|ROBO1_HUMAN	tr|A0A8J6G7X2|A0A8J6G7X2_MICOH
OG0012415	sp|A6NCJ1|TKTI1_HUMAN	tr|A0A8J6L581|A0A8J6L581_MICOH
OG0012416	sp|I3L1E1|CS084_HUMAN	tr|A0A8J6GVQ2|A0A8J6GVQ2_MICOH
OG0012417	sp|O60239|3BP5_HUMAN	tr|A0A8J6L1A9|A0A8J6L1A9_MICOH
OG0012418	sp|O60488|ACSL4_HUMAN	tr|A0A8J6GJB4|A0A8J6GJB4_MICOH
OG0012419	sp|O60563|CCNT1_HUMAN	tr|A0A8J6L297|A0A8J6L297_MICOH
OG0012420	sp|O75592|MYCB2_HUMAN	tr|A0A8J6GB33|A0A8J6GB33_MICOH
OG0012421	sp|P13612|ITA4_HUMAN	tr|A0A8J6GLW6|A0A8J6GLW6_MICOH
OG0012422	sp|P20916|MAG_HUMAN	tr|A0A8J6GD66|A0A8J6GD66_MICOH
OG0012423	sp|P30533|AMRP_HUMAN	tr|A0A8J6GS37|A0A8J6GS37_MICOH
OG0012424	sp|P33316|DUT_HUMAN	tr|A0A8J6G431|A0A8J6G431_MICOH
OG0012425	sp|P40617|ARL4A_HUMAN	tr|A0A8J6GGL7|A0A8J6GGL7_MICOH
OG0012426	sp|P57075|UBS3A_HUMAN	tr|A0A8J6GWK4|A0A8J6GWK4_MICOH
OG0012427	sp|P60002|ELOF1_HUMAN	tr|A0A8J6KWU9|A0A8J6KWU9_MICOH
OG0012428	sp|P83731|RL24_HUMAN	tr|A0A8J6GB62|A0A8J6GB62_MICOH
OG0012429	sp|Q04941|PLP2_HUMAN	tr|A0A8J6L0X0|A0A8J6L0X0_MICOH
OG0012430	sp|Q12766|HMGX3_HUMAN	tr|A0A8J6GM87|A0A8J6GM87_MICOH
OG0012431	sp|Q14554|PDIA5_HUMAN	tr|A0A8J6G677|A0A8J6G677_MICOH
OG0012432	sp|Q14694|UBP10_HUMAN	tr|A0A8J6FWI4|A0A8J6FWI4_MICOH
OG0012433	sp|Q5T011|SZT2_HUMAN	tr|A0A8J6G0H7|A0A8J6G0H7_MICOH
OG0012434	sp|Q6IMN6|CAPR2_HUMAN	tr|A0A8J6GPE6|A0A8J6GPE6_MICOH
OG0012435	sp|Q6NT16|S18B1_HUMAN	tr|A0A8J6L5U1|A0A8J6L5U1_MICOH
OG0012436	sp|Q6PEX7|TEX38_HUMAN	tr|A0A8J6G5V1|A0A8J6G5V1_MICOH
OG0012437	sp|Q6ZYL4|TF2H5_HUMAN	tr|A0A8J6G5R8|A0A8J6G5R8_MICOH
OG0012438	sp|Q86SH2|ZAR1_HUMAN	tr|A0A8J6H263|A0A8J6H263_MICOH
OG0012439	sp|Q8IUK8|CBLN2_HUMAN	tr|A0A8J6FX85|A0A8J6FX85_MICOH
OG0012440	sp|Q8N1E2|LYG1_HUMAN	tr|A0A8J6G649|A0A8J6G649_MICOH
OG0012441	sp|Q8N2U9|S66A2_HUMAN	tr|A0A8J6L206|A0A8J6L206_MICOH
OG0012442	sp|Q8N4T0|CBPA6_HUMAN	tr|A0A8J6GW02|A0A8J6GW02_MICOH
OG0012443	sp|Q8NG11|TSN14_HUMAN	tr|A0A8J6KQM7|A0A8J6KQM7_MICOH
OG0012444	sp|Q8TB36|GDAP1_HUMAN	tr|A0A8J6L5G3|A0A8J6L5G3_MICOH
OG0012445	sp|Q8TE23|TS1R2_HUMAN	tr|A0A8J6G138|A0A8J6G138_MICOH
OG0012446	sp|Q8WXS4|CCGL_HUMAN	tr|A0A8J6KQ93|A0A8J6KQ93_MICOH
OG0012447	sp|Q96IY4|CBPB2_HUMAN	tr|A0A8J6GX93|A0A8J6GX93_MICOH
OG0012448	sp|Q96L92|SNX27_HUMAN	tr|A0A8J6GHQ9|A0A8J6GHQ9_MICOH
OG0012449	sp|Q96LC9|BMF_HUMAN	tr|A0A8J6GPR8|A0A8J6GPR8_MICOH
OG0012450	sp|Q96QG7|MTMR9_HUMAN	tr|A0A8J6GZA2|A0A8J6GZA2_MICOH
OG0012451	sp|Q96TC7|RMD3_HUMAN	tr|A0A8J6GQF5|A0A8J6GQF5_MICOH
OG0012452	sp|Q99538|LGMN_HUMAN	tr|A0A8J6H255|A0A8J6H255_MICOH
OG0012453	sp|Q99572|P2RX7_HUMAN	tr|A0A8J6G0K4|A0A8J6G0K4_MICOH
OG0012454	sp|Q9BV57|MTND_HUMAN	tr|A0A8J6GFB0|A0A8J6GFB0_MICOH
OG0012455	sp|Q9H0E2|TOLIP_HUMAN	tr|A0A8J6KYR2|A0A8J6KYR2_MICOH
OG0012456	sp|Q9H4L7|SMRCD_HUMAN	tr|A0A8J6GG08|A0A8J6GG08_MICOH
OG0012457	sp|Q9H6U8|ALG9_HUMAN	tr|A0A8J6FWX3|A0A8J6FWX3_MICOH
OG0012458	sp|Q9H7X0|NAA60_HUMAN	tr|A0A8J6L2W3|A0A8J6L2W3_MICOH
OG0012459	sp|Q9HCE5|MET14_HUMAN	tr|A0A8J6KKL2|A0A8J6KKL2_MICOH
OG0012460	sp|Q9NQX5|NPDC1_HUMAN	tr|A0A8J6KQT0|A0A8J6KQT0_MICOH
OG0012461	sp|Q9P298|HIG1B_HUMAN	tr|A0A8J6KWZ4|A0A8J6KWZ4_MICOH
OG0012462	sp|Q9UDX5|MTFP1_HUMAN	tr|A0A8J6L0T1|A0A8J6L0T1_MICOH
OG0012463	sp|Q9UGQ2|FLOWR_HUMAN	tr|A0A8J6KYH8|A0A8J6KYH8_MICOH
OG0012464	sp|Q9Y4D2|DGLA_HUMAN	tr|A0A8J6GK49|A0A8J6GK49_MICOH
OG0012465	sp|A2RUS2|DEND3_HUMAN	tr|A0A8J6GWY1|A0A8J6GWY1_MICOH
OG0012466	sp|O43299|AP5Z1_HUMAN	tr|A0A8J6GXT7|A0A8J6GXT7_MICOH
OG0012467	sp|O43933|PEX1_HUMAN	tr|A0A8J6KNF3|A0A8J6KNF3_MICOH
OG0012468	sp|O60232|ZNRD2_HUMAN	tr|A0A8J6GC55|A0A8J6GC55_MICOH
OG0012469	sp|O60347|TBC12_HUMAN	tr|A0A8J6L5B9|A0A8J6L5B9_MICOH
OG0012470	sp|O60513|B4GT4_HUMAN	tr|A0A8J6GD32|A0A8J6GD32_MICOH
OG0012471	sp|O95528|GTR10_HUMAN	tr|A0A8J6KTH3|A0A8J6KTH3_MICOH
OG0012472	sp|O95822|DCMC_HUMAN	tr|A0A8J6KKE2|A0A8J6KKE2_MICOH
OG0012473	sp|O95947|TBX6_HUMAN	tr|A0A8J6GR77|A0A8J6GR77_MICOH
