Orthogroup	Homo_sapiens	Neovison_vison
OG0011448	sp|Q9Y5P4|CERT_HUMAN	tr|A0A8C7BDQ3|A0A8C7BDQ3_NEOVI
OG0011449	sp|A2RUC4|TYW5_HUMAN	tr|A0A8C7B2H7|A0A8C7B2H7_NEOVI
OG0011450	sp|A6NM36|LRC30_HUMAN	tr|A0A8C7ATE6|A0A8C7ATE6_NEOVI
OG0011451	sp|O00462|MANBA_HUMAN	tr|A0A8C7AC44|A0A8C7AC44_NEOVI
OG0011452	sp|O43623|SNAI2_HUMAN	tr|A0A8C7EK05|A0A8C7EK05_NEOVI
OG0011453	sp|O43916|CHST1_HUMAN	tr|A0A8C7B3T6|A0A8C7B3T6_NEOVI
OG0011454	sp|O60481|ZIC3_HUMAN	tr|A0A8C7A864|A0A8C7A864_NEOVI
OG0011455	sp|O60486|PLXC1_HUMAN	tr|A0A8C7APY6|A0A8C7APY6_NEOVI
OG0011456	sp|O60909|B4GT2_HUMAN	tr|A0A8C7BLB0|A0A8C7BLB0_NEOVI
OG0011457	sp|O75829|CNMD_HUMAN	tr|A0A8C7ABM2|A0A8C7ABM2_NEOVI
OG0011458	sp|P13725|ONCM_HUMAN	tr|A0A8C7EJM9|A0A8C7EJM9_NEOVI
OG0011459	sp|P29120|NEC1_HUMAN	tr|A0A8C7ABF4|A0A8C7ABF4_NEOVI
OG0011460	sp|P31371|FGF9_HUMAN	tr|A0A8C7BLB1|A0A8C7BLB1_NEOVI
OG0011461	sp|P36954|RPB9_HUMAN	tr|A0A8C7BGF8|A0A8C7BGF8_NEOVI
OG0011462	sp|P41595|5HT2B_HUMAN	tr|U6CQ31|U6CQ31_NEOVI
OG0011463	sp|P50990|TCPQ_HUMAN	tr|A0A8C7EKF9|A0A8C7EKF9_NEOVI
OG0011464	sp|P52797|EFNA3_HUMAN	tr|A0A8C7BV88|A0A8C7BV88_NEOVI
OG0011465	sp|P55327|TPD52_HUMAN	tr|A0A8C7BR01|A0A8C7BR01_NEOVI
OG0011466	sp|P61962|DCAF7_HUMAN	tr|A0A8C7CCY0|A0A8C7CCY0_NEOVI
OG0011467	sp|Q01362|FCERB_HUMAN	tr|A0A8C7BT97|A0A8C7BT97_NEOVI
OG0011468	sp|Q07837|SLC31_HUMAN	tr|A0A8C7BBA1|A0A8C7BBA1_NEOVI
OG0011469	sp|Q13485|SMAD4_HUMAN	tr|A0A8C7ACP2|A0A8C7ACP2_NEOVI
OG0011470	sp|Q13491|GPM6B_HUMAN	tr|A0A8C7EVC8|A0A8C7EVC8_NEOVI
OG0011471	sp|Q13895|BYST_HUMAN	tr|U6CUE7|U6CUE7_NEOVI
OG0011472	sp|Q14849|STAR3_HUMAN	tr|U6CVJ9|U6CVJ9_NEOVI
OG0011473	sp|Q14CS0|UBX2B_HUMAN	tr|U6CQF0|U6CQF0_NEOVI
OG0011474	sp|Q1L6U9|MSMP_HUMAN	tr|A0A8C7BRE5|A0A8C7BRE5_NEOVI
OG0011475	sp|Q1XH10|SKDA1_HUMAN	tr|A0A8C7A8Q5|A0A8C7A8Q5_NEOVI
OG0011476	sp|Q504Y2|PKDCC_HUMAN	tr|A0A8C7B6S2|A0A8C7B6S2_NEOVI
OG0011477	sp|Q53FA7|QORX_HUMAN	tr|A0A8C7B0N6|A0A8C7B0N6_NEOVI
OG0011478	sp|Q569K6|CC157_HUMAN	tr|A0A8C7A6R6|A0A8C7A6R6_NEOVI
OG0011479	sp|Q5TKA1|LIN9_HUMAN	tr|A0A8C7ERX5|A0A8C7ERX5_NEOVI
OG0011480	sp|Q5VUJ9|DRC8_HUMAN	tr|A0A8C7AIX0|A0A8C7AIX0_NEOVI
OG0011481	sp|Q6IE81|JADE1_HUMAN	tr|A0A8C7AKA7|A0A8C7AKA7_NEOVI
OG0011482	sp|Q6PII3|CC174_HUMAN	tr|A0A8C7AR14|A0A8C7AR14_NEOVI
OG0011483	sp|Q6UWH6|TX261_HUMAN	tr|A0A8C7A5Q7|A0A8C7A5Q7_NEOVI
OG0011484	sp|Q6ZU35|CRACD_HUMAN	tr|A0A8C7B7E3|A0A8C7B7E3_NEOVI
OG0011485	sp|Q70EK8|UBP53_HUMAN	tr|A0A8C7BAT8|A0A8C7BAT8_NEOVI
OG0011486	sp|Q7RTX1|TS1R1_HUMAN	tr|A0A8C7ELE6|A0A8C7ELE6_NEOVI
OG0011487	sp|Q86T96|RN180_HUMAN	tr|A0A8C7EMU7|A0A8C7EMU7_NEOVI
OG0011488	sp|Q86UW9|DTX2_HUMAN	tr|A0A8C7A6K8|A0A8C7A6K8_NEOVI
OG0011489	sp|Q8IV38|ANKY2_HUMAN	tr|A0A8C7ES92|A0A8C7ES92_NEOVI
OG0011490	sp|Q8IXB3|TARG1_HUMAN	tr|A0A8C7AM38|A0A8C7AM38_NEOVI
OG0011491	sp|Q8IXH7|NELFD_HUMAN	tr|A0A8C7BWM4|A0A8C7BWM4_NEOVI
OG0011492	sp|Q8IZU9|KIRR3_HUMAN	tr|A0A8C7BTK0|A0A8C7BTK0_NEOVI
OG0011493	sp|Q8N957|ANKF1_HUMAN	tr|A0A8C7B5S4|A0A8C7B5S4_NEOVI
OG0011494	sp|Q8NFH8|REPS2_HUMAN	tr|A0A8C7C2G6|A0A8C7C2G6_NEOVI
OG0011495	sp|Q8TD08|MK15_HUMAN	tr|A0A8C7B019|A0A8C7B019_NEOVI
OG0011496	sp|Q92935|EXTL1_HUMAN	tr|A0A8C7BZW4|A0A8C7BZW4_NEOVI
OG0011497	sp|Q96EN9|REX1B_HUMAN	tr|A0A8C7BLN2|A0A8C7BLN2_NEOVI
OG0011498	sp|Q96KN7|RPGR1_HUMAN	tr|A0A8C7BIT0|A0A8C7BIT0_NEOVI
OG0011499	sp|Q96L73|NSD1_HUMAN	tr|A0A8C7BU18|A0A8C7BU18_NEOVI
OG0011500	sp|Q96P68|OXGR1_HUMAN	tr|A0A8C7BJU5|A0A8C7BJU5_NEOVI
OG0011501	sp|Q96SI9|STRBP_HUMAN	tr|A0A8C7AL44|A0A8C7AL44_NEOVI
OG0011502	sp|Q9BV79|MECR_HUMAN	tr|A0A8C7C1G9|A0A8C7C1G9_NEOVI
OG0011503	sp|Q9H503|BAFL_HUMAN	tr|A0A8C7B5A0|A0A8C7B5A0_NEOVI
OG0011504	sp|Q9NRP4|SDHF3_HUMAN	tr|U6CPN2|U6CPN2_NEOVI
OG0011505	sp|Q9UBE8|NLK_HUMAN	tr|A0A8C7BSK9|A0A8C7BSK9_NEOVI
OG0011506	sp|Q9UDW1|QCR9_HUMAN	tr|A0A8C7AGR4|A0A8C7AGR4_NEOVI
OG0011507	sp|Q9UI09|NDUAC_HUMAN	tr|A0A8C7AIA9|A0A8C7AIA9_NEOVI
OG0011508	sp|Q9UNM6|PSD13_HUMAN	tr|A0A8C7APC5|A0A8C7APC5_NEOVI
OG0011509	sp|Q9Y496|KIF3A_HUMAN	tr|A0A8C7BDR4|A0A8C7BDR4_NEOVI
OG0011510	sp|Q9Y6F9|WNT6_HUMAN	tr|A0A8C7BUA0|A0A8C7BUA0_NEOVI
OG0011511	sp|A0A075B6I0|LV861_HUMAN	tr|A0A8C7ADQ0|A0A8C7ADQ0_NEOVI
OG0011512	sp|A1A519|F170A_HUMAN	tr|A0A8C7AJ30|A0A8C7AJ30_NEOVI
OG0011513	sp|A6NLP5|TTC36_HUMAN	tr|A0A8C7AA08|A0A8C7AA08_NEOVI
OG0011514	sp|A6NNE9|MARHB_HUMAN	tr|A0A8C7A447|A0A8C7A447_NEOVI
OG0011515	sp|A7MBM2|DISP2_HUMAN	tr|A0A8C7BQT7|A0A8C7BQT7_NEOVI
OG0011516	sp|H3BQW9|F229A_HUMAN	tr|A0A8C7C553|A0A8C7C553_NEOVI
OG0011517	sp|O00206|TLR4_HUMAN	tr|A0A8C7AS73|A0A8C7AS73_NEOVI
OG0011518	sp|O00408|PDE2A_HUMAN	tr|A0A8C7BWJ6|A0A8C7BWJ6_NEOVI
OG0011519	sp|O00443|P3C2A_HUMAN	tr|A0A8C7BR90|A0A8C7BR90_NEOVI
OG0011520	sp|O14908|GIPC1_HUMAN	tr|A0A8C7ANS2|A0A8C7ANS2_NEOVI
OG0011521	sp|O75618|DEDD_HUMAN	tr|U6CNS7|U6CNS7_NEOVI
OG0011522	sp|P07093|GDN_HUMAN	tr|A0A8C7EIM7|A0A8C7EIM7_NEOVI
OG0011523	sp|P0C7M6|IQCF3_HUMAN	tr|A0A8C7A7T1|A0A8C7A7T1_NEOVI
OG0011524	sp|P20809|IL11_HUMAN	tr|A0A8C7BC50|A0A8C7BC50_NEOVI
OG0011525	sp|P21549|AGT1_HUMAN	tr|A0A8C7BGT1|A0A8C7BGT1_NEOVI
OG0011526	sp|P25105|PTAFR_HUMAN	tr|U6CWA0|U6CWA0_NEOVI
OG0011527	sp|P28715|ERCC5_HUMAN	tr|A0A8C7BVL5|A0A8C7BVL5_NEOVI
OG0011528	sp|P33076|C2TA_HUMAN	tr|A0A8C7EWM9|A0A8C7EWM9_NEOVI
OG0011529	sp|P35520|CBS_HUMAN	tr|A0A8C7AFY7|A0A8C7AFY7_NEOVI
OG0011530	sp|P46597|ASMT_HUMAN	tr|A0A8C7BDM3|A0A8C7BDM3_NEOVI
OG0011531	sp|Q06432|CCG1_HUMAN	tr|A0A8C7EMJ5|A0A8C7EMJ5_NEOVI
OG0011532	sp|Q12996|CSTF3_HUMAN	tr|A0A8C7AHB8|A0A8C7AHB8_NEOVI
OG0011533	sp|Q14019|COTL1_HUMAN	tr|A0A8C7BRS7|A0A8C7BRS7_NEOVI
OG0011534	sp|Q14627|I13R2_HUMAN	tr|A0A8C7BF49|A0A8C7BF49_NEOVI
OG0011535	sp|Q15291|RBBP5_HUMAN	tr|A0A8C7BI16|A0A8C7BI16_NEOVI
OG0011536	sp|Q16342|PDCD2_HUMAN	tr|A0A8C7A7E1|A0A8C7A7E1_NEOVI
OG0011537	sp|Q32P28|P3H1_HUMAN	tr|A0A8C7BCY7|A0A8C7BCY7_NEOVI
OG0011538	sp|Q6AZY7|SCAR3_HUMAN	tr|A0A8C7AP61|A0A8C7AP61_NEOVI
OG0011539	sp|Q6P2H8|TMM53_HUMAN	tr|U6CTH7|U6CTH7_NEOVI
OG0011540	sp|Q6UXG2|ELAP1_HUMAN	tr|A0A8C7BXQ5|A0A8C7BXQ5_NEOVI
OG0011541	sp|Q6ZSA7|LRC55_HUMAN	tr|A0A8C7B883|A0A8C7B883_NEOVI
OG0011542	sp|Q7L1T6|NB5R4_HUMAN	tr|A0A8C7AES5|A0A8C7AES5_NEOVI
OG0011543	sp|Q7Z5L2|R3HCL_HUMAN	tr|A0A8C7BZB1|A0A8C7BZB1_NEOVI
OG0011544	sp|Q86V87|FHI2B_HUMAN	tr|A0A8C7BVC8|A0A8C7BVC8_NEOVI
OG0011545	sp|Q8IWJ2|GCC2_HUMAN	tr|A0A8C7AS38|A0A8C7AS38_NEOVI
OG0011546	sp|Q8IYI0|SHLD1_HUMAN	tr|U6CV70|U6CV70_NEOVI
OG0011547	sp|Q8N5D0|WDTC1_HUMAN	tr|U6CVK8|U6CVK8_NEOVI
OG0011548	sp|Q8N9W8|GAR2_HUMAN	tr|A0A8C7ENE8|A0A8C7ENE8_NEOVI
OG0011549	sp|Q8WV44|TRI41_HUMAN	tr|A0A8C7AIG7|A0A8C7AIG7_NEOVI
OG0011550	sp|Q8WWF3|SSMM1_HUMAN	tr|A0A8C7BUR6|A0A8C7BUR6_NEOVI
OG0011551	sp|Q969D9|TSLP_HUMAN	tr|A0A8C7BUW7|A0A8C7BUW7_NEOVI
OG0011552	sp|Q96A61|TRI52_HUMAN	tr|A0A8C7AT48|A0A8C7AT48_NEOVI
OG0011553	sp|Q96AB6|NTAN1_HUMAN	tr|A0A8C7BMD8|A0A8C7BMD8_NEOVI
OG0011554	sp|Q96AD5|PLPL2_HUMAN	tr|A0A8C7AQH2|A0A8C7AQH2_NEOVI
OG0011555	sp|Q96JP0|FEM1C_HUMAN	tr|A0A8C7B9X1|A0A8C7B9X1_NEOVI
OG0011556	sp|Q96MA1|DMRTB_HUMAN	tr|A0A8C7EMD8|A0A8C7EMD8_NEOVI
OG0011557	sp|Q9BU68|PR15L_HUMAN	tr|U6CS23|U6CS23_NEOVI
OG0011558	sp|Q9BXF3|CECR2_HUMAN	tr|A0A8C7EQV8|A0A8C7EQV8_NEOVI
OG0011559	sp|Q9H0G5|NSRP1_HUMAN	tr|A0A8C7AJJ9|A0A8C7AJJ9_NEOVI
OG0011560	sp|Q9H9A5|CNO10_HUMAN	tr|A0A8C7AJL8|A0A8C7AJL8_NEOVI
OG0011561	sp|Q9NVQ4|FAIM1_HUMAN	tr|A0A8C7EWZ3|A0A8C7EWZ3_NEOVI
OG0011562	sp|Q9NWL6|ASND1_HUMAN	tr|A0A8C7A5Z6|A0A8C7A5Z6_NEOVI
OG0011563	sp|Q9UBI1|COMD3_HUMAN	tr|A0A8C7A6I2|A0A8C7A6I2_NEOVI
OG0011564	sp|Q9UJN7|ZN391_HUMAN	tr|A0A8C7C5Q2|A0A8C7C5Q2_NEOVI
OG0011565	sp|Q9UKT5|FBX4_HUMAN	tr|A0A8C7A5J6|A0A8C7A5J6_NEOVI
OG0011566	sp|Q9Y2I6|NINL_HUMAN	tr|A0A8C7AVH8|A0A8C7AVH8_NEOVI
OG0011567	sp|Q9Y2R5|RT17_HUMAN	tr|U6CU97|U6CU97_NEOVI
OG0011568	sp|Q9Y2V7|COG6_HUMAN	tr|U6CTC6|U6CTC6_NEOVI
OG0011569	sp|Q9Y6C9|MTCH2_HUMAN	tr|A0A8C7EP85|A0A8C7EP85_NEOVI
OG0011570	sp|O00170|AIP_HUMAN	tr|A0A8C7B894|A0A8C7B894_NEOVI
OG0011571	sp|O14495|PLPP3_HUMAN	tr|A0A8C7EN81|A0A8C7EN81_NEOVI
OG0011572	sp|O15296|LX15B_HUMAN	tr|A0A8C7AEN5|A0A8C7AEN5_NEOVI
OG0011573	sp|O15467|CCL16_HUMAN	tr|A0A8C7BWA6|A0A8C7BWA6_NEOVI
OG0011574	sp|O95139|NDUB6_HUMAN	tr|A0A8C6ZYJ4|A0A8C6ZYJ4_NEOVI
OG0011575	sp|P08100|OPSD_HUMAN	tr|A0A8C7AXU0|A0A8C7AXU0_NEOVI
OG0011576	sp|P11831|SRF_HUMAN	tr|A0A8C7B380|A0A8C7B380_NEOVI
OG0011577	sp|P12272|PTHR_HUMAN	tr|A0A8C7BGK2|A0A8C7BGK2_NEOVI
OG0011578	sp|P17544|ATF7_HUMAN	tr|A0A8C7A2N4|A0A8C7A2N4_NEOVI
OG0011579	sp|P20618|PSB1_HUMAN	tr|A0A8C7A5J3|A0A8C7A5J3_NEOVI
OG0011580	sp|P35658|NU214_HUMAN	tr|A0A8C7EU38|A0A8C7EU38_NEOVI
OG0011581	sp|P62306|RUXF_HUMAN	tr|A0A8C7AV05|A0A8C7AV05_NEOVI
OG0011582	sp|P98160|PGBM_HUMAN	tr|A0A8C7BX00|A0A8C7BX00_NEOVI
OG0011583	sp|Q02086|SP2_HUMAN	tr|A0A8C7ADV5|A0A8C7ADV5_NEOVI
OG0011584	sp|Q13753|LAMC2_HUMAN	tr|A0A8C7B6V8|A0A8C7B6V8_NEOVI
OG0011585	sp|Q14055|CO9A2_HUMAN	tr|A0A8C7BE05|A0A8C7BE05_NEOVI
OG0011586	sp|Q14767|LTBP2_HUMAN	tr|A0A8C7BNQ4|A0A8C7BNQ4_NEOVI
OG0011587	sp|Q15077|P2RY6_HUMAN	tr|A0A8C7BVX3|A0A8C7BVX3_NEOVI
OG0011588	sp|Q16698|DECR_HUMAN	tr|A0A8C7ANS3|A0A8C7ANS3_NEOVI
OG0011589	sp|Q2TAP0|GOG7B_HUMAN	tr|A0A8C7BNS6|A0A8C7BNS6_NEOVI
OG0011590	sp|Q32M84|BTBDG_HUMAN	tr|A0A8C7EMH6|A0A8C7EMH6_NEOVI
OG0011591	sp|Q53H54|TYW2_HUMAN	tr|A0A8C7EJC7|A0A8C7EJC7_NEOVI
OG0011592	sp|Q5T5A4|CF276_HUMAN	tr|A0A8C7C112|A0A8C7C112_NEOVI
OG0011593	sp|Q6KF10|GDF6_HUMAN	tr|A0A8C7EXU3|A0A8C7EXU3_NEOVI
OG0011594	sp|Q6NUP7|PP4R4_HUMAN	tr|A0A8C7ELH7|A0A8C7ELH7_NEOVI
OG0011595	sp|Q6PCD5|RFWD3_HUMAN	tr|U6DUD7|U6DUD7_NEOVI
OG0011596	sp|Q6ZS17|RIPR1_HUMAN	tr|A0A8C7AU57|A0A8C7AU57_NEOVI
OG0011597	sp|Q6ZSC3|RBM43_HUMAN	tr|A0A8C7ELN3|A0A8C7ELN3_NEOVI
OG0011598	sp|Q7L9B9|EEPD1_HUMAN	tr|A0A8C7AV58|A0A8C7AV58_NEOVI
OG0011599	sp|Q7Z695|ADCK2_HUMAN	tr|A0A8C7C4H8|A0A8C7C4H8_NEOVI
OG0011600	sp|Q86V48|LUZP1_HUMAN	tr|A0A8C7BZ59|A0A8C7BZ59_NEOVI
OG0011601	sp|Q8IUD2|RB6I2_HUMAN	tr|A0A8C7END8|A0A8C7END8_NEOVI
OG0011602	sp|Q8IV61|GRP3_HUMAN	tr|U6CRQ5|U6CRQ5_NEOVI
OG0011603	sp|Q8N183|NDUF2_HUMAN	tr|U6CU30|U6CU30_NEOVI
OG0011604	sp|Q8NBX0|SCPDL_HUMAN	tr|A0A8C7AES7|A0A8C7AES7_NEOVI
OG0011605	sp|Q8NDB6|FA156_HUMAN	tr|U6CNW4|U6CNW4_NEOVI
OG0011606	sp|Q8TC26|TM163_HUMAN	tr|A0A8C7BK84|A0A8C7BK84_NEOVI
OG0011607	sp|Q8WZA1|PMGT1_HUMAN	tr|A0A8C7BQX2|A0A8C7BQX2_NEOVI
OG0011608	sp|Q92604|LGAT1_HUMAN	tr|U6CUH1|U6CUH1_NEOVI
OG0011609	sp|Q969K7|TMM54_HUMAN	tr|A0A8C7BII1|A0A8C7BII1_NEOVI
OG0011610	sp|Q96BQ5|CC127_HUMAN	tr|A0A8C7BYY5|A0A8C7BYY5_NEOVI
OG0011611	sp|Q96GN5|CDA7L_HUMAN	tr|A0A8C7ER42|A0A8C7ER42_NEOVI
OG0011612	sp|Q96GR4|ZDH12_HUMAN	tr|A0A8C7ES39|A0A8C7ES39_NEOVI
OG0011613	sp|Q96JK9|MAML3_HUMAN	tr|A0A8C7BQ68|A0A8C7BQ68_NEOVI
OG0011614	sp|Q96KC9|CABS1_HUMAN	tr|A0A8C7BAZ5|A0A8C7BAZ5_NEOVI
OG0011615	sp|Q96MP5|ZSWM3_HUMAN	tr|A0A8C7ARD2|A0A8C7ARD2_NEOVI
OG0011616	sp|Q96P63|SPB12_HUMAN	tr|U6CRG6|U6CRG6_NEOVI
OG0011617	sp|Q96PU8|QKI_HUMAN	tr|A0A8C7BLG2|A0A8C7BLG2_NEOVI
OG0011618	sp|Q9BVL2|NUP58_HUMAN	tr|A0A8C7C8W3|A0A8C7C8W3_NEOVI
OG0011619	sp|Q9H1M0|N62CL_HUMAN	tr|A0A8C7BIP9|A0A8C7BIP9_NEOVI
OG0011620	sp|Q9H4G0|E41L1_HUMAN	tr|A0A8C7ERJ3|A0A8C7ERJ3_NEOVI
OG0011621	sp|Q9NYG2|ZDHC3_HUMAN	tr|A0A8C7EW21|A0A8C7EW21_NEOVI
OG0011622	sp|Q9P2B4|CT2NL_HUMAN	tr|A0A8C7A938|A0A8C7A938_NEOVI
OG0011623	sp|Q9P2H3|IFT80_HUMAN	tr|A0A8C7C1I8|A0A8C7C1I8_NEOVI
OG0011624	sp|Q9UJC5|SH3L2_HUMAN	tr|A0A8C7BUD0|A0A8C7BUD0_NEOVI
OG0011625	sp|Q9UJJ7|RUSD1_HUMAN	tr|A0A8C7BCC7|A0A8C7BCC7_NEOVI
OG0011626	sp|Q9ULZ9|MMP17_HUMAN	tr|A0A8C7C3C8|A0A8C7C3C8_NEOVI
OG0011627	sp|Q9UM54|MYO6_HUMAN	tr|A0A8C7EX07|A0A8C7EX07_NEOVI
OG0011628	sp|Q9UPS6|SET1B_HUMAN	tr|A0A8C7ETX7|A0A8C7ETX7_NEOVI
OG0011629	sp|Q9Y2W7|CSEN_HUMAN	tr|A0A8C7B7M3|A0A8C7B7M3_NEOVI
OG0011630	sp|Q9Y3X0|CCDC9_HUMAN	tr|A0A8C7AV11|A0A8C7AV11_NEOVI
OG0011631	sp|A0PJW6|TM223_HUMAN	tr|A0A8C7BU17|A0A8C7BU17_NEOVI
OG0011632	sp|A8MXE2|B3GT9_HUMAN	tr|A0A8C7AXR8|A0A8C7AXR8_NEOVI
OG0011633	sp|B1AK53|ESPN_HUMAN	tr|A0A8C7AJK1|A0A8C7AJK1_NEOVI
OG0011634	sp|O43148|MCES_HUMAN	tr|A0A8C7EMQ0|A0A8C7EMQ0_NEOVI
OG0011635	sp|O60783|RT14_HUMAN	tr|A0A8C7B6F4|A0A8C7B6F4_NEOVI
OG0011636	sp|O75121|MFA3L_HUMAN	tr|A0A8C7ARZ8|A0A8C7ARZ8_NEOVI
OG0011637	sp|O95256|I18RA_HUMAN	tr|A0A8C7BJ96|A0A8C7BJ96_NEOVI
OG0011638	sp|O95393|BMP10_HUMAN	tr|A0A8C7EU10|A0A8C7EU10_NEOVI
OG0011639	sp|P0CE72|ONCO_HUMAN	tr|A0A8C7AFX1|A0A8C7AFX1_NEOVI
OG0011640	sp|P20851|C4BPB_HUMAN	tr|U6CRJ7|U6CRJ7_NEOVI
OG0011641	sp|P23025|XPA_HUMAN	tr|A0A8C7BE93|A0A8C7BE93_NEOVI
OG0011642	sp|P40933|IL15_HUMAN	tr|U6CSE9|U6CSE9_NEOVI
OG0011643	sp|P61024|CKS1_HUMAN	tr|A0A8C7BPX9|A0A8C7BPX9_NEOVI
OG0011644	sp|Q02363|ID2_HUMAN	tr|U6CN69|U6CN69_NEOVI
OG0011645	sp|Q03395|ROM1_HUMAN	tr|U6CNV7|U6CNV7_NEOVI
OG0011646	sp|Q0VDG4|SCRN3_HUMAN	tr|A0A8C7AX25|A0A8C7AX25_NEOVI
OG0011647	sp|Q14847|LASP1_HUMAN	tr|A0A8C7EKT7|A0A8C7EKT7_NEOVI
OG0011648	sp|Q16655|MAR1_HUMAN	tr|A0A8C7EQW1|A0A8C7EQW1_NEOVI
OG0011649	sp|Q5HYK3|COQ5_HUMAN	tr|A0A8C7AZZ1|A0A8C7AZZ1_NEOVI
OG0011650	sp|Q5HYK9|ZN667_HUMAN	tr|A0A8C7B7A6|A0A8C7B7A6_NEOVI
OG0011651	sp|Q5VTT2|CFA95_HUMAN	tr|A0A8C7AVK0|A0A8C7AVK0_NEOVI
OG0011652	sp|Q5VVJ2|MYSM1_HUMAN	tr|A0A8C7AQP8|A0A8C7AQP8_NEOVI
OG0011653	sp|Q5VZF2|MBNL2_HUMAN	tr|A0A8C7BBJ9|A0A8C7BBJ9_NEOVI
OG0011654	sp|Q68CZ2|TENS3_HUMAN	tr|A0A8C7BXD3|A0A8C7BXD3_NEOVI
OG0011655	sp|Q6NUT3|MFS12_HUMAN	tr|A0A8C7AJ08|A0A8C7AJ08_NEOVI
OG0011656	sp|Q6UW63|PLGT2_HUMAN	tr|U6CQ96|U6CQ96_NEOVI
OG0011657	sp|Q6UXU6|TMM92_HUMAN	tr|U6CSM5|U6CSM5_NEOVI
OG0011658	sp|Q6ZV65|FA47E_HUMAN	tr|A0A8C7BN31|A0A8C7BN31_NEOVI
OG0011659	sp|Q7Z7B1|PIGW_HUMAN	tr|A0A8C7EIP0|A0A8C7EIP0_NEOVI
OG0011660	sp|Q86UU0|BCL9L_HUMAN	tr|A0A8C7A943|A0A8C7A943_NEOVI
OG0011661	sp|Q86VE0|MYPOP_HUMAN	tr|A0A8C7APX7|A0A8C7APX7_NEOVI
OG0011662	sp|Q86W11|ZSC30_HUMAN	tr|A0A8C7BUA5|A0A8C7BUA5_NEOVI
OG0011663	sp|Q86YC2|PALB2_HUMAN	tr|A0A8C7AH52|A0A8C7AH52_NEOVI
OG0011664	sp|Q8IWX8|CHERP_HUMAN	tr|A0A8C7B903|A0A8C7B903_NEOVI
OG0011665	sp|Q8IZ69|TRM2A_HUMAN	tr|A0A8C7CAT4|A0A8C7CAT4_NEOVI
OG0011666	sp|Q8NCN4|RN169_HUMAN	tr|A0A8C7C9I5|A0A8C7C9I5_NEOVI
OG0011667	sp|Q8NFH5|NUP35_HUMAN	tr|U6CSC1|U6CSC1_NEOVI
OG0011668	sp|Q8TB45|DPTOR_HUMAN	tr|A0A8C7AFQ7|A0A8C7AFQ7_NEOVI
OG0011669	sp|Q8TDX5|ACMSD_HUMAN	tr|A0A8C7B5B0|A0A8C7B5B0_NEOVI
OG0011670	sp|Q8TE96|DQX1_HUMAN	tr|A0A8C7EVG9|A0A8C7EVG9_NEOVI
OG0011671	sp|Q8WV19|SFT2A_HUMAN	tr|A0A8C7BJ28|A0A8C7BJ28_NEOVI
OG0011672	sp|Q8WVV9|HNRLL_HUMAN	tr|A0A8C7A4J8|A0A8C7A4J8_NEOVI
OG0011673	sp|Q8WWG9|KCNE4_HUMAN	tr|A0A8C7A1N1|A0A8C7A1N1_NEOVI
OG0011674	sp|Q8WXB1|MT21A_HUMAN	tr|A0A8C7AFN0|A0A8C7AFN0_NEOVI
OG0011675	sp|Q8WXH4|ASB11_HUMAN	tr|A0A8C7EVI7|A0A8C7EVI7_NEOVI
OG0011676	sp|Q92564|DCNL4_HUMAN	tr|A0A8C7B616|A0A8C7B616_NEOVI
OG0011677	sp|Q969U7|PSMG2_HUMAN	tr|U6CQJ3|U6CQJ3_NEOVI
OG0011678	sp|Q96I25|SPF45_HUMAN	tr|A0A8C7B0F3|A0A8C7B0F3_NEOVI
OG0011679	sp|Q96MM7|H6ST2_HUMAN	tr|A0A8C7EJY6|A0A8C7EJY6_NEOVI
OG0011680	sp|Q9BRA0|LSMD1_HUMAN	tr|A0A8C7AJN6|A0A8C7AJN6_NEOVI
OG0011681	sp|Q9BX69|CARD6_HUMAN	tr|A0A8C6ZY79|A0A8C6ZY79_NEOVI
OG0011682	sp|Q9BX95|SGPP1_HUMAN	tr|A0A8C7AHI0|A0A8C7AHI0_NEOVI
OG0011683	sp|Q9H9H5|MA6D1_HUMAN	tr|A0A8C7BGR1|A0A8C7BGR1_NEOVI
OG0011684	sp|Q9HBU9|POPD2_HUMAN	tr|A0A8C7B1U3|A0A8C7B1U3_NEOVI
OG0011685	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A8C7BHJ2|A0A8C7BHJ2_NEOVI
OG0011686	sp|Q9NQS5|GPR84_HUMAN	tr|U6CXU6|U6CXU6_NEOVI
OG0011687	sp|Q9UI17|M2GD_HUMAN	tr|A0A8C7A929|A0A8C7A929_NEOVI
OG0011688	sp|Q9UKV5|AMFR_HUMAN	tr|A0A8C7BAR0|A0A8C7BAR0_NEOVI
OG0011689	sp|Q9UN79|SOX13_HUMAN	tr|A0A8C7BAC7|A0A8C7BAC7_NEOVI
OG0011690	sp|Q9Y345|SC6A5_HUMAN	tr|A0A8C7BGR8|A0A8C7BGR8_NEOVI
OG0011691	sp|A0PJK1|SC5AA_HUMAN	tr|A0A8C7C3I4|A0A8C7C3I4_NEOVI
OG0011692	sp|O00299|CLIC1_HUMAN	tr|A0A8C7BMI8|A0A8C7BMI8_NEOVI
OG0011693	sp|O14543|SOCS3_HUMAN	tr|U6CX24|U6CX24_NEOVI
OG0011694	sp|O14776|TCRG1_HUMAN	tr|A0A8C7AWB3|A0A8C7AWB3_NEOVI
