Orthogroup	Homo_sapiens	Vicugna_pacos
OG0013394	sp|Q02548|PAX5_HUMAN	tr|A0A6I9I8I0|A0A6I9I8I0_VICPA
OG0013395	sp|Q07617|SPAG1_HUMAN	tr|A0A6J3BMU1|A0A6J3BMU1_VICPA
OG0013396	sp|Q0P6D2|DIK1C_HUMAN	tr|A0A6J3A4N6|A0A6J3A4N6_VICPA
OG0013397	sp|Q14202|ZMYM3_HUMAN	tr|A0A6J3AD26|A0A6J3AD26_VICPA
OG0013398	sp|Q15847|ADIRF_HUMAN	tr|A0A6I9IN40|A0A6I9IN40_VICPA
OG0013399	sp|Q53EP0|FND3B_HUMAN	tr|A0A6I9I049|A0A6I9I049_VICPA
OG0013400	sp|Q5SXM2|SNPC4_HUMAN	tr|A0A6J3AIM8|A0A6J3AIM8_VICPA
OG0013401	sp|Q5TBC7|B2L15_HUMAN	tr|A0A6J3APE5|A0A6J3APE5_VICPA
OG0013402	sp|Q5VY43|PEAR1_HUMAN	tr|A0A6J3BDD1|A0A6J3BDD1_VICPA
OG0013403	sp|Q6DKI1|RL7L_HUMAN	tr|A0A6J0AE80|A0A6J0AE80_VICPA
OG0013404	sp|Q6UWN8|ISK6_HUMAN	tr|A0A6J3A1L2|A0A6J3A1L2_VICPA
OG0013405	sp|Q6UXP7|F151B_HUMAN	tr|A0A6J3A9Q2|A0A6J3A9Q2_VICPA
OG0013406	sp|Q7Z5M5|TMC3_HUMAN	tr|A0A6I9IF60|A0A6I9IF60_VICPA
OG0013407	sp|Q86SI9|CEI_HUMAN	tr|A0A6J3AGP3|A0A6J3AGP3_VICPA
OG0013408	sp|Q86TI0|TBCD1_HUMAN	tr|A0A6J0AQE7|A0A6J0AQE7_VICPA
OG0013409	sp|Q8IUI8|CRLF3_HUMAN	tr|A0A6J3BAQ1|A0A6J3BAQ1_VICPA
OG0013410	sp|Q8N0W5|IQCK_HUMAN	tr|A0A6J3BAD4|A0A6J3BAD4_VICPA
OG0013411	sp|Q8N556|AFAP1_HUMAN	tr|A0A6I9IID5|A0A6I9IID5_VICPA
OG0013412	sp|Q8N9A8|NEPR1_HUMAN	tr|A0A6I9IC06|A0A6I9IC06_VICPA
OG0013413	sp|Q8ND56|LS14A_HUMAN	tr|A0A6J3A2U6|A0A6J3A2U6_VICPA
OG0013414	sp|Q8NFF5|FAD1_HUMAN	tr|A0A6J0AXN4|A0A6J0AXN4_VICPA
OG0013415	sp|Q8TEB9|RHBL4_HUMAN	tr|A0A6J0AN95|A0A6J0AN95_VICPA
OG0013416	sp|Q8WVD5|RN141_HUMAN	tr|A0A6J3ATA5|A0A6J3ATA5_VICPA
OG0013417	sp|Q8WW14|CJ082_HUMAN	tr|A0A6I9I2Q8|A0A6I9I2Q8_VICPA
OG0013418	sp|Q969J3|BORC5_HUMAN	tr|A0A6I9I1E3|A0A6I9I1E3_VICPA
OG0013419	sp|Q96FK6|WDR89_HUMAN	tr|A0A6J3AN41|A0A6J3AN41_VICPA
OG0013420	sp|Q96H20|SNF8_HUMAN	tr|A0A6J0AUY0|A0A6J0AUY0_VICPA
OG0013421	sp|Q96HJ9|FMC1_HUMAN	tr|A0A6I9IEP6|A0A6I9IEP6_VICPA
OG0013422	sp|Q96MU8|KREM1_HUMAN	tr|A0A6J0AYD8|A0A6J0AYD8_VICPA
OG0013423	sp|Q96MZ0|GD1L1_HUMAN	tr|A0A6I9I2V3|A0A6I9I2V3_VICPA
OG0013424	sp|Q9BVC5|ASHWN_HUMAN	tr|A0A6J3BNJ8|A0A6J3BNJ8_VICPA
OG0013425	sp|Q9BY10|TSCOT_HUMAN	tr|A0A6J3AI92|A0A6J3AI92_VICPA
OG0013426	sp|Q9H3T2|SEM6C_HUMAN	tr|A0A6J3BGD6|A0A6J3BGD6_VICPA
OG0013427	sp|Q9H9V4|RN122_HUMAN	tr|A0A6J3BJW4|A0A6J3BJW4_VICPA
OG0013428	sp|Q9HAN9|NMNA1_HUMAN	tr|A0A6J3B267|A0A6J3B267_VICPA
OG0013429	sp|Q9HCB6|SPON1_HUMAN	tr|A0A6I9I529|A0A6I9I529_VICPA
OG0013430	sp|Q9NQU5|PAK6_HUMAN	tr|A0A6J0AED7|A0A6J0AED7_VICPA
OG0013431	sp|Q9NRF9|DPOE3_HUMAN	tr|A0A6I9IF72|A0A6I9IF72_VICPA
OG0013432	sp|Q9NVF7|FBX28_HUMAN	tr|A0A6I9I0C6|A0A6I9I0C6_VICPA
OG0013433	sp|Q9NVV0|TM38B_HUMAN	tr|A0A6J3AJ31|A0A6J3AJ31_VICPA
OG0013434	sp|Q9NX18|SDHF2_HUMAN	tr|A0A6I9INL8|A0A6I9INL8_VICPA
OG0013435	sp|Q9P2K2|TXD16_HUMAN	tr|A0A6J3AMA4|A0A6J3AMA4_VICPA
OG0013436	sp|Q9UHQ1|NARF_HUMAN	tr|A0A6J3AEW3|A0A6J3AEW3_VICPA
OG0013437	sp|Q9UKN5|PRDM4_HUMAN	tr|A0A6I9I818|A0A6I9I818_VICPA
OG0013438	sp|Q9Y2W2|WBP11_HUMAN	tr|A0A6I9I1F1|A0A6I9I1F1_VICPA
OG0013439	sp|Q9Y3S2|ZN330_HUMAN	tr|A0A6I9IQJ0|A0A6I9IQJ0_VICPA
OG0013440	sp|A2RRP1|NBAS_HUMAN	tr|A0A6J3B463|A0A6J3B463_VICPA
OG0013441	sp|O15054|KDM6B_HUMAN	tr|A0A6J3AFR8|A0A6J3AFR8_VICPA
OG0013442	sp|O60284|ST18_HUMAN	tr|A0A6J3BQR7|A0A6J3BQR7_VICPA
OG0013443	sp|O75477|ERLN1_HUMAN	tr|A0A6I9IET5|A0A6I9IET5_VICPA
OG0013444	sp|O95406|CNIH1_HUMAN	tr|A0A6I9I1W8|A0A6I9I1W8_VICPA
OG0013445	sp|P04156|PRIO_HUMAN	tr|A0A109R6V2|A0A109R6V2_VICPA
OG0013446	sp|P05093|CP17A_HUMAN	tr|A0A6I9IEA3|A0A6I9IEA3_VICPA
OG0013447	sp|P05423|RPC4_HUMAN	tr|A0A6I9I5T3|A0A6I9I5T3_VICPA
OG0013448	sp|P0DJR0|GIMD1_HUMAN	tr|A0A6I9IQK4|A0A6I9IQK4_VICPA
OG0013449	sp|P11684|UTER_HUMAN	tr|A0A6J0AZZ1|A0A6J0AZZ1_VICPA
OG0013450	sp|P16885|PLCG2_HUMAN	tr|A0A6I9IA89|A0A6I9IA89_VICPA
OG0013451	sp|P18615|NELFE_HUMAN	tr|A0A6J0AWY0|A0A6J0AWY0_VICPA
OG0013452	sp|P41238|ABEC1_HUMAN	tr|A0A6I9IPH6|A0A6I9IPH6_VICPA
OG0013453	sp|P82930|RT34_HUMAN	tr|A0A6I9I7D2|A0A6I9I7D2_VICPA
OG0013454	sp|Q07699|SCN1B_HUMAN	tr|A0A6J3A145|A0A6J3A145_VICPA
OG0013455	sp|Q15003|CND2_HUMAN	tr|A0A6I9I883|A0A6I9I883_VICPA
OG0013456	sp|Q16820|MEP1B_HUMAN	tr|A0A6I9I8F3|A0A6I9I8F3_VICPA
OG0013457	sp|Q2TBE0|C19L2_HUMAN	tr|A0A6J3AED5|A0A6J3AED5_VICPA
OG0013458	sp|Q3YEC7|RABL6_HUMAN	tr|A0A6J3AC91|A0A6J3AC91_VICPA
OG0013459	sp|Q495W5|FUT11_HUMAN	tr|A0A6I9IQ63|A0A6I9IQ63_VICPA
OG0013460	sp|Q504T8|MIDN_HUMAN	tr|A0A6J0AM31|A0A6J0AM31_VICPA
OG0013461	sp|Q5MNZ9|WIPI1_HUMAN	tr|A0A6J3BA09|A0A6J3BA09_VICPA
OG0013462	sp|Q5T750|XP32_HUMAN	tr|A0A6J3BG41|A0A6J3BG41_VICPA
OG0013463	sp|Q5VXU1|NKAI2_HUMAN	tr|A0A6J3AR22|A0A6J3AR22_VICPA
OG0013464	sp|Q658P3|STEA3_HUMAN	tr|A0A6J0ALD2|A0A6J0ALD2_VICPA
OG0013465	sp|Q68CJ6|SLIP_HUMAN	tr|A0A6J3BQC3|A0A6J3BQC3_VICPA
OG0013466	sp|Q6PIY5|ARMD1_HUMAN	tr|A0A6J3B2L7|A0A6J3B2L7_VICPA
OG0013467	sp|Q6UXX9|RSPO2_HUMAN	tr|A0A6I9IG82|A0A6I9IG82_VICPA
OG0013468	sp|Q71SY5|MED25_HUMAN	tr|A0A6J3AVV9|A0A6J3AVV9_VICPA
OG0013469	sp|Q7Z309|PBIR2_HUMAN	tr|A0A6I9IQB9|A0A6I9IQB9_VICPA
OG0013470	sp|Q7Z401|MYCPP_HUMAN	tr|A0A6J3AQ95|A0A6J3AQ95_VICPA
OG0013471	sp|Q8HWS3|RFX6_HUMAN	tr|A0A6I9IAU4|A0A6I9IAU4_VICPA
OG0013472	sp|Q8NB78|KDM1B_HUMAN	tr|A0A6J0AC57|A0A6J0AC57_VICPA
OG0013473	sp|Q8NEG2|CG057_HUMAN	tr|A0A6J0B073|A0A6J0B073_VICPA
OG0013474	sp|Q8NEZ5|FBX22_HUMAN	tr|A0A6I9IBV4|A0A6I9IBV4_VICPA
OG0013475	sp|Q8NFU0|BEST4_HUMAN	tr|A0A6I9I0L2|A0A6I9I0L2_VICPA
OG0013476	sp|Q8NGT2|O13J1_HUMAN	tr|A0A6J0AHM0|A0A6J0AHM0_VICPA
OG0013477	sp|Q8TDS7|MRGRD_HUMAN	tr|A0A6I9IEI8|A0A6I9IEI8_VICPA
OG0013478	sp|Q8WUT9|S2543_HUMAN	tr|A0A6J0AQQ2|A0A6J0AQQ2_VICPA
OG0013479	sp|Q8WVD3|RN138_HUMAN	tr|A0A6J0ALT4|A0A6J0ALT4_VICPA
OG0013480	sp|Q8WWR9|PDPFL_HUMAN	tr|A0A6J3BQK5|A0A6J3BQK5_VICPA
OG0013481	sp|Q92538|GBF1_HUMAN	tr|A0A6J3B1G1|A0A6J3B1G1_VICPA
OG0013482	sp|Q92917|GPKOW_HUMAN	tr|A0A6J0AW85|A0A6J0AW85_VICPA
OG0013483	sp|Q96A29|FUCT1_HUMAN	tr|A0A6I9IJV5|A0A6I9IJV5_VICPA
OG0013484	sp|Q96F86|EDC3_HUMAN	tr|A0A6I9IEU3|A0A6I9IEU3_VICPA
OG0013485	sp|Q96G28|CFA36_HUMAN	tr|A0A6I9ISG4|A0A6I9ISG4_VICPA
OG0013486	sp|Q96MF2|STAC3_HUMAN	tr|A0A6I9IPU9|A0A6I9IPU9_VICPA
OG0013487	sp|Q96PE3|INP4A_HUMAN	tr|A0A6J3BNP1|A0A6J3BNP1_VICPA
OG0013488	sp|Q96Q77|CIB3_HUMAN	tr|A0A6I9I0W3|A0A6I9I0W3_VICPA
OG0013489	sp|Q96RK0|CIC_HUMAN	tr|A0A6J3ASZ0|A0A6J3ASZ0_VICPA
OG0013490	sp|Q99665|I12R2_HUMAN	tr|A0A6I9I731|A0A6I9I731_VICPA
OG0013491	sp|Q9BUT1|DHRS6_HUMAN	tr|A0A6J3BJ73|A0A6J3BJ73_VICPA
OG0013492	sp|Q9BW71|HIRP3_HUMAN	tr|A0A6J0ADC0|A0A6J0ADC0_VICPA
OG0013493	sp|Q9BY78|RNF26_HUMAN	tr|A0A6I9IBU5|A0A6I9IBU5_VICPA
OG0013494	sp|Q9BZW2|S13A1_HUMAN	tr|A0A6J0AF66|A0A6J0AF66_VICPA
OG0013495	sp|Q9C091|GRB1L_HUMAN	tr|A0A6J3BJT7|A0A6J3BJT7_VICPA
OG0013496	sp|Q9H0A8|COMD4_HUMAN	tr|A0A6I9ID39|A0A6I9ID39_VICPA
OG0013497	sp|Q9H0S4|DDX47_HUMAN	tr|A0A6I9HZY0|A0A6I9HZY0_VICPA
OG0013498	sp|Q9H5P4|PDZD7_HUMAN	tr|A0A6J0ASV1|A0A6J0ASV1_VICPA
OG0013499	sp|Q9HBX9|RXFP1_HUMAN	tr|A0A6J0AWR5|A0A6J0AWR5_VICPA
OG0013500	sp|Q9HCC0|MCCB_HUMAN	tr|A0A6I9HW08|A0A6I9HW08_VICPA
OG0013501	sp|Q9UBG0|MRC2_HUMAN	tr|A0A6J0AAJ3|A0A6J0AAJ3_VICPA
OG0013502	sp|Q9UHX1|PUF60_HUMAN	tr|A0A6I9IGF6|A0A6I9IGF6_VICPA
OG0013503	sp|Q9UI26|IPO11_HUMAN	tr|A0A6I9I8B1|A0A6I9I8B1_VICPA
OG0013504	sp|Q9UIG4|PS1C2_HUMAN	tr|A0A6I9IPE0|A0A6I9IPE0_VICPA
OG0013505	sp|Q9ULG1|INO80_HUMAN	tr|A0A6I9I1I8|A0A6I9I1I8_VICPA
OG0013506	sp|Q9Y224|RTRAF_HUMAN	tr|A0A6I9HYQ6|A0A6I9HYQ6_VICPA
OG0013507	sp|Q9Y275|TN13B_HUMAN	tr|A0A6J3B3D5|A0A6J3B3D5_VICPA
OG0013508	sp|Q9Y2J8|PADI2_HUMAN	tr|A0A6I9HUU9|A0A6I9HUU9_VICPA
OG0013509	sp|A6NNA2|SRRM3_HUMAN	tr|A0A6J3B7R7|A0A6J3B7R7_VICPA
OG0013510	sp|O00750|P3C2B_HUMAN	tr|A0A6J0AX41|A0A6J0AX41_VICPA
OG0013511	sp|O60248|SOX15_HUMAN	tr|A0A6I9IQ22|A0A6I9IQ22_VICPA
OG0013512	sp|O94766|B3GA3_HUMAN	tr|A0A6I9IL25|A0A6I9IL25_VICPA
OG0013513	sp|O95407|TNF6B_HUMAN	tr|A0A6I9IE91|A0A6I9IE91_VICPA
OG0013514	sp|P07311|ACYP1_HUMAN	tr|A0A6I9IBA9|A0A6I9IBA9_VICPA
OG0013515	sp|P13987|CD59_HUMAN	tr|A0A6I9HXT1|A0A6I9HXT1_VICPA
OG0013516	sp|P16157|ANK1_HUMAN	tr|A0A6J3BMD5|A0A6J3BMD5_VICPA
OG0013517	sp|P35453|HXD13_HUMAN	tr|A0A6J3AKC1|A0A6J3AKC1_VICPA
OG0013518	sp|P36382|CXA5_HUMAN	tr|A0A6I9IVE8|A0A6I9IVE8_VICPA
OG0013519	sp|P56746|CLD15_HUMAN	tr|A0A6J3BEY6|A0A6J3BEY6_VICPA
OG0013520	sp|Q14749|GNMT_HUMAN	tr|A0A6I9I2S6|A0A6I9I2S6_VICPA
OG0013521	sp|Q15287|RNPS1_HUMAN	tr|A0A6J3BAZ3|A0A6J3BAZ3_VICPA
OG0013522	sp|Q16584|M3K11_HUMAN	tr|A0A6J3BNK3|A0A6J3BNK3_VICPA
OG0013523	sp|Q17RW2|COOA1_HUMAN	tr|A0A6J3AP36|A0A6J3AP36_VICPA
OG0013524	sp|Q2M2I3|FA83E_HUMAN	tr|A0A6I9IES4|A0A6I9IES4_VICPA
OG0013525	sp|Q2NKX8|ERC6L_HUMAN	tr|A0A6I9IQI7|A0A6I9IQI7_VICPA
OG0013526	sp|Q4VCS5|AMOT_HUMAN	tr|A0A6J3AEP0|A0A6J3AEP0_VICPA
OG0013527	sp|Q59EK9|RUN3A_HUMAN	tr|A0A6J3B2Z6|A0A6J3B2Z6_VICPA
OG0013528	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A6J0ARR4|A0A6J0ARR4_VICPA
OG0013529	sp|Q6FHJ7|SFRP4_HUMAN	tr|A0A6I9HZQ9|A0A6I9HZQ9_VICPA
OG0013530	sp|Q6NX45|ZN774_HUMAN	tr|A0A6I9HX36|A0A6I9HX36_VICPA
OG0013531	sp|Q6NXT4|ZNT6_HUMAN	tr|A0A6I9HXY1|A0A6I9HXY1_VICPA
OG0013532	sp|Q6P1L8|RM14_HUMAN	tr|A0A6I9I2R1|A0A6I9I2R1_VICPA
OG0013533	sp|Q6PEV8|F199X_HUMAN	tr|A0A6I9IN25|A0A6I9IN25_VICPA
OG0013534	sp|Q6WRI0|IGS10_HUMAN	tr|A0A6I9I6I0|A0A6I9I6I0_VICPA
OG0013535	sp|Q6ZMB0|B3GN6_HUMAN	tr|A0A6I9IJJ2|A0A6I9IJJ2_VICPA
OG0013536	sp|Q86YJ6|THNS2_HUMAN	tr|A0A6I9I6T4|A0A6I9I6T4_VICPA
OG0013537	sp|Q8IZ13|ZBED8_HUMAN	tr|A0A6J0ASX5|A0A6J0ASX5_VICPA
OG0013538	sp|Q8IZU8|DSEL_HUMAN	tr|A0A6I9HWN2|A0A6I9HWN2_VICPA
OG0013539	sp|Q8N145|LGI3_HUMAN	tr|A0A6I9I7D3|A0A6I9I7D3_VICPA
OG0013540	sp|Q8N2Z9|CENPS_HUMAN	tr|A0A6I9HVC9|A0A6I9HVC9_VICPA
OG0013541	sp|Q8N3J3|HROB_HUMAN	tr|A0A6J3B5B1|A0A6J3B5B1_VICPA
OG0013542	sp|Q8N5K1|CISD2_HUMAN	tr|A0A6J3B5J0|A0A6J3B5J0_VICPA
OG0013543	sp|Q8NCG7|DGLB_HUMAN	tr|A0A6I9IH43|A0A6I9IH43_VICPA
OG0013544	sp|Q8NGC5|OR6J1_HUMAN	tr|A0A6J0B157|A0A6J0B157_VICPA
OG0013545	sp|Q8NHQ1|CEP70_HUMAN	tr|A0A6J3AI04|A0A6J3AI04_VICPA
OG0013546	sp|Q8TF05|PP4R1_HUMAN	tr|A0A6J3BNG5|A0A6J3BNG5_VICPA
OG0013547	sp|Q8WTS1|ABHD5_HUMAN	tr|A0A6I9I394|A0A6I9I394_VICPA
OG0013548	sp|Q8WW32|HMGB4_HUMAN	tr|A0A6I9HXF6|A0A6I9HXF6_VICPA
OG0013549	sp|Q8WXW3|PIBF1_HUMAN	tr|A0A6I9IGZ8|A0A6I9IGZ8_VICPA
OG0013550	sp|Q96B70|LENG9_HUMAN	tr|A0A6J3AXW4|A0A6J3AXW4_VICPA
OG0013551	sp|Q96DI7|SNR40_HUMAN	tr|A0A6I9HXK5|A0A6I9HXK5_VICPA
OG0013552	sp|Q96LT7|CI072_HUMAN	tr|A0A6J3AJR8|A0A6J3AJR8_VICPA
OG0013553	sp|Q96LW4|PRIPO_HUMAN	tr|A0A6J0AYW6|A0A6J0AYW6_VICPA
OG0013554	sp|Q96N11|INT15_HUMAN	tr|A0A6I9IE22|A0A6I9IE22_VICPA
OG0013555	sp|Q96P56|CTSR2_HUMAN	tr|A0A6J3A512|A0A6J3A512_VICPA
OG0013556	sp|Q99808|S29A1_HUMAN	tr|A0A6J3BE01|A0A6J3BE01_VICPA
OG0013557	sp|Q9BUX1|CHAC1_HUMAN	tr|A0A6I9I4Y3|A0A6I9I4Y3_VICPA
OG0013558	sp|Q9BVG4|PBDC1_HUMAN	tr|A0A6J3A3J6|A0A6J3A3J6_VICPA
OG0013559	sp|Q9GZT4|SRR_HUMAN	tr|A0A6J0AVV6|A0A6J0AVV6_VICPA
OG0013560	sp|Q9H0A9|SPC1L_HUMAN	tr|A0A6I9I6I8|A0A6I9I6I8_VICPA
OG0013561	sp|Q9H2H0|CXXC4_HUMAN	tr|A0A6J3BJD2|A0A6J3BJD2_VICPA
OG0013562	sp|Q9H6K4|OPA3_HUMAN	tr|A0A6I9IEY0|A0A6I9IEY0_VICPA
OG0013563	sp|Q9NPC2|KCNK9_HUMAN	tr|A0A6J3BLM9|A0A6J3BLM9_VICPA
OG0013564	sp|Q9NPD3|EXOS4_HUMAN	tr|A0A6I9IIF8|A0A6I9IIF8_VICPA
OG0013565	sp|Q9NQV8|PRDM8_HUMAN	tr|A0A6I9IVL7|A0A6I9IVL7_VICPA
OG0013566	sp|Q9NXR5|ANR10_HUMAN	tr|A0A6J3AAS0|A0A6J3AAS0_VICPA
OG0013567	sp|Q9UHC3|ASIC3_HUMAN	tr|A0A6J3A7F7|A0A6J3A7F7_VICPA
OG0013568	sp|Q9UHG2|PCS1N_HUMAN	tr|A0A6J3A4X0|A0A6J3A4X0_VICPA
OG0013569	sp|Q9UI12|VATH_HUMAN	tr|A0A6J0AIK9|A0A6J0AIK9_VICPA
OG0013570	sp|Q9UIM3|FKBPL_HUMAN	tr|A0A6I9ILQ9|A0A6I9ILQ9_VICPA
OG0013571	sp|Q9UIY3|RWD2A_HUMAN	tr|A0A6J0B4K5|A0A6J0B4K5_VICPA
OG0013572	sp|Q9UJY5|GGA1_HUMAN	tr|A0A6I9I9M6|A0A6I9I9M6_VICPA
OG0013573	sp|A1XBS5|CBAR1_HUMAN	tr|A0A6J3BMQ4|A0A6J3BMQ4_VICPA
OG0013574	sp|A5PKW4|PSD1_HUMAN	tr|A0A6I9IH68|A0A6I9IH68_VICPA
OG0013575	sp|A6NLX4|TM210_HUMAN	tr|A0A6J3AH75|A0A6J3AH75_VICPA
OG0013576	sp|B8ZZ34|SHSA8_HUMAN	tr|A0A6J3A4A9|A0A6J3A4A9_VICPA
OG0013577	sp|H3BR10|SMLR1_HUMAN	tr|A0A6I9I2N1|A0A6I9I2N1_VICPA
OG0013578	sp|O00587|MFNG_HUMAN	tr|A0A6I9ICN5|A0A6I9ICN5_VICPA
OG0013579	sp|O15067|PUR4_HUMAN	tr|A0A6J3AF54|A0A6J3AF54_VICPA
OG0013580	sp|O15090|ZN536_HUMAN	tr|A0A6J3A543|A0A6J3A543_VICPA
OG0013581	sp|O15357|SHIP2_HUMAN	tr|A0A6I9IVK9|A0A6I9IVK9_VICPA
OG0013582	sp|O75077|ADA23_HUMAN	tr|A0A6J0AM11|A0A6J0AM11_VICPA
OG0013583	sp|O75586|MED6_HUMAN	tr|A0A6I9ICF7|A0A6I9ICF7_VICPA
OG0013584	sp|O75791|GRAP2_HUMAN	tr|A0A6I9ICM8|A0A6I9ICM8_VICPA
OG0013585	sp|O75936|BODG_HUMAN	tr|A0A6J0B5Q6|A0A6J0B5Q6_VICPA
OG0013586	sp|P07858|CATB_HUMAN	tr|A0A6J3BVF5|A0A6J3BVF5_VICPA
OG0013587	sp|P11717|MPRI_HUMAN	tr|A0A6J3ASX9|A0A6J3ASX9_VICPA
OG0013588	sp|P22307|SCP2_HUMAN	tr|A0A6J0ACR0|A0A6J0ACR0_VICPA
OG0013589	sp|P22314|UBA1_HUMAN	tr|A0A6I9ILC5|A0A6I9ILC5_VICPA
OG0013590	sp|P28289|TMOD1_HUMAN	tr|A0A6I9I8H0|A0A6I9I8H0_VICPA
OG0013591	sp|P28324|ELK4_HUMAN	tr|A0A6I9IKT6|A0A6I9IKT6_VICPA
OG0013592	sp|P46977|STT3A_HUMAN	tr|A0A6J0APE6|A0A6J0APE6_VICPA
OG0013593	sp|P52209|6PGD_HUMAN	tr|A0A6J3B270|A0A6J3B270_VICPA
OG0013594	sp|P58753|TIRAP_HUMAN	tr|A0A6J0AR29|A0A6J0AR29_VICPA
OG0013595	sp|P61073|CXCR4_HUMAN	tr|A0A6I9HUN2|A0A6I9HUN2_VICPA
OG0013596	sp|P62273|RS29_HUMAN	tr|A0A6J0ADW3|A0A6J0ADW3_VICPA
OG0013597	sp|Q02446|SP4_HUMAN	tr|A0A6J3A7C3|A0A6J3A7C3_VICPA
OG0013598	sp|Q14160|SCRIB_HUMAN	tr|A0A6J3BGJ9|A0A6J3BGJ9_VICPA
OG0013599	sp|Q14669|TRIPC_HUMAN	tr|A0A6J0APG9|A0A6J0APG9_VICPA
OG0013600	sp|Q14764|MVP_HUMAN	tr|A0A6I9I0Y0|A0A6I9I0Y0_VICPA
OG0013601	sp|Q15223|NECT1_HUMAN	tr|A0A6I9IBU3|A0A6I9IBU3_VICPA
OG0013602	sp|Q2MJR0|SPRE3_HUMAN	tr|A0A6J3AZL2|A0A6J3AZL2_VICPA
OG0013603	sp|Q53R12|T4S20_HUMAN	tr|A0A6J0ANF6|A0A6J0ANF6_VICPA
OG0013604	sp|Q53SZ7|PRR30_HUMAN	tr|A0A6I9IT69|A0A6I9IT69_VICPA
OG0013605	sp|Q53TQ3|IN80D_HUMAN	tr|A0A6I9I6V2|A0A6I9I6V2_VICPA
OG0013606	sp|Q5T160|SYRM_HUMAN	tr|A0A6J0ACI2|A0A6J0ACI2_VICPA
OG0013607	sp|Q6P1J9|CDC73_HUMAN	tr|A0A6I9I4P5|A0A6I9I4P5_VICPA
OG0013608	sp|Q6P1R4|DUS1L_HUMAN	tr|A0A6J3ADJ0|A0A6J3ADJ0_VICPA
OG0013609	sp|Q6ZWB6|KCTD8_HUMAN	tr|A0A6I9HXQ1|A0A6I9HXQ1_VICPA
OG0013610	sp|Q7Z5A8|TAFA3_HUMAN	tr|A0A6I9IQ09|A0A6I9IQ09_VICPA
OG0013611	sp|Q86UF4|CC190_HUMAN	tr|A0A6I9IFH6|A0A6I9IFH6_VICPA
OG0013612	sp|Q8N2M8|CLASR_HUMAN	tr|A0A6J3ATN0|A0A6J3ATN0_VICPA
OG0013613	sp|Q8N5N4|CC022_HUMAN	tr|A0A6J3AHR8|A0A6J3AHR8_VICPA
OG0013614	sp|Q8NBA8|DTWD2_HUMAN	tr|A0A6J3A6X0|A0A6J3A6X0_VICPA
OG0013615	sp|Q8NFJ9|BBS1_HUMAN	tr|A0A6I9IHN2|A0A6I9IHN2_VICPA
OG0013616	sp|Q8TAL5|CI043_HUMAN	tr|A0A6J3AHP3|A0A6J3AHP3_VICPA
OG0013617	sp|Q8WUD4|CCD12_HUMAN	tr|A0A6J3B9W1|A0A6J3B9W1_VICPA
OG0013618	sp|Q92934|BAD_HUMAN	tr|A0A6J0AXT5|A0A6J0AXT5_VICPA
OG0013619	sp|Q96A33|CCD47_HUMAN	tr|A0A6I9I0S6|A0A6I9I0S6_VICPA
OG0013620	sp|Q96EA4|SPDLY_HUMAN	tr|A0A6J0ACK8|A0A6J0ACK8_VICPA
OG0013621	sp|Q96JN2|CC136_HUMAN	tr|A0A6J3ABM4|A0A6J3ABM4_VICPA
OG0013622	sp|Q96KN3|PKNX2_HUMAN	tr|A0A6J0ATE9|A0A6J0ATE9_VICPA
OG0013623	sp|Q96PX8|SLIK1_HUMAN	tr|A0A6I9INK9|A0A6I9INK9_VICPA
OG0013624	sp|Q96S82|UBL7_HUMAN	tr|A0A6J3BSK4|A0A6J3BSK4_VICPA
OG0013625	sp|Q9BSC4|NOL10_HUMAN	tr|A0A6I9HXS7|A0A6I9HXS7_VICPA
OG0013626	sp|Q9BW92|SYTM_HUMAN	tr|A0A6J0B0R2|A0A6J0B0R2_VICPA
OG0013627	sp|Q9C0H6|KLHL4_HUMAN	tr|A0A6I9IUS9|A0A6I9IUS9_VICPA
OG0013628	sp|Q9H875|PKRI1_HUMAN	tr|A0A6I9I211|A0A6I9I211_VICPA
OG0013629	sp|Q9NPI7|KRCC1_HUMAN	tr|A0A6J3BQF3|A0A6J3BQF3_VICPA
OG0013630	sp|Q9NPR9|GP108_HUMAN	tr|A0A6I9IBZ8|A0A6I9IBZ8_VICPA
OG0013631	sp|Q9NR48|ASH1L_HUMAN	tr|A0A6J0AW30|A0A6J0AW30_VICPA
OG0013632	sp|Q9P0G3|KLK14_HUMAN	tr|A0A6J3AW88|A0A6J3AW88_VICPA
OG0013633	sp|Q9P1Z2|CACO1_HUMAN	tr|A0A6J0AI11|A0A6J0AI11_VICPA
OG0013634	sp|Q9P2E7|PCD10_HUMAN	tr|A0A6I9IG94|A0A6I9IG94_VICPA
OG0013635	sp|Q9UBF9|MYOTI_HUMAN	tr|A0A6I9I6I7|A0A6I9I6I7_VICPA
OG0013636	sp|Q9UQ49|NEUR3_HUMAN	tr|A0A6I9I6F4|A0A6I9I6F4_VICPA
OG0013637	sp|Q9Y236|OSGI2_HUMAN	tr|A0A6I9I4N5|A0A6I9I4N5_VICPA
OG0013638	sp|O00459|P85B_HUMAN	tr|A0A6I9I0T3|A0A6I9I0T3_VICPA
OG0013639	sp|O60306|AQR_HUMAN	tr|A0A6I9I2G7|A0A6I9I2G7_VICPA
OG0013640	sp|O75096|LRP4_HUMAN	tr|A0A6J3BHB5|A0A6J3BHB5_VICPA
