Orthogroup	Homo_sapiens	Theropithecus_gelada
OG0012909	sp|O95229|ZWINT_HUMAN	tr|A0A8D2JUN5|A0A8D2JUN5_THEGE
OG0012910	sp|O96005|CLPT1_HUMAN	tr|A0A8D2FL04|A0A8D2FL04_THEGE
OG0012911	sp|P0C5K7|CT62_HUMAN	tr|A0A8D2K958|A0A8D2K958_THEGE
OG0012912	sp|P13611|CSPG2_HUMAN	tr|A0A8D2E470|A0A8D2E470_THEGE
OG0012913	sp|P14679|TYRO_HUMAN	tr|A0A8D2EQ83|A0A8D2EQ83_THEGE
OG0012914	sp|P19878|NCF2_HUMAN	tr|A0A8D2G956|A0A8D2G956_THEGE
OG0012915	sp|P41247|PLPL4_HUMAN	tr|A0A8D2F7D5|A0A8D2F7D5_THEGE
OG0012916	sp|P49458|SRP09_HUMAN	tr|A0A8D2EF27|A0A8D2EF27_THEGE
OG0012917	sp|P56856|CLD18_HUMAN	tr|A0A8D2EUU0|A0A8D2EUU0_THEGE
OG0012918	sp|P56937|DHB7_HUMAN	tr|A0A8D2JYU6|A0A8D2JYU6_THEGE
OG0012919	sp|P62633|CNBP_HUMAN	tr|A0A8D2K061|A0A8D2K061_THEGE
OG0012920	sp|P83369|LSM11_HUMAN	tr|A0A8D2EU40|A0A8D2EU40_THEGE
OG0012921	sp|Q08945|SSRP1_HUMAN	tr|A0A8D2K738|A0A8D2K738_THEGE
OG0012922	sp|Q13007|IL24_HUMAN	tr|A0A8D2F3B4|A0A8D2F3B4_THEGE
OG0012923	sp|Q13219|PAPP1_HUMAN	tr|A0A8D2GER1|A0A8D2GER1_THEGE
OG0012924	sp|Q14318|FKBP8_HUMAN	tr|A0A8D2FAF2|A0A8D2FAF2_THEGE
OG0012925	sp|Q4LDR2|CTXN3_HUMAN	tr|A0A8D2F5V9|A0A8D2F5V9_THEGE
OG0012926	sp|Q5T5N4|CF118_HUMAN	tr|A0A8D2GCC4|A0A8D2GCC4_THEGE
OG0012927	sp|Q69YL0|NCAS2_HUMAN	tr|A0A8D2K951|A0A8D2K951_THEGE
OG0012928	sp|Q6ZU80|CE128_HUMAN	tr|A0A8D2GDL1|A0A8D2GDL1_THEGE
OG0012929	sp|Q6ZVM7|TM1L2_HUMAN	tr|A0A8D2EEX0|A0A8D2EEX0_THEGE
OG0012930	sp|Q6ZW13|CP086_HUMAN	tr|A0A8D2EK53|A0A8D2EK53_THEGE
OG0012931	sp|Q7L2J0|MEPCE_HUMAN	tr|A0A8D2JZE1|A0A8D2JZE1_THEGE
OG0012932	sp|Q7L4E1|MIGA2_HUMAN	tr|A0A8D2FIJ1|A0A8D2FIJ1_THEGE
OG0012933	sp|Q7M4L6|SHF_HUMAN	tr|A0A8D2JYU8|A0A8D2JYU8_THEGE
OG0012934	sp|Q7Z6B0|CCD91_HUMAN	tr|A0A8D2GH96|A0A8D2GH96_THEGE
OG0012935	sp|Q86VV4|RNB3L_HUMAN	tr|A0A8D2EQR6|A0A8D2EQR6_THEGE
OG0012936	sp|Q86W25|NAL13_HUMAN	tr|A0A8D2F534|A0A8D2F534_THEGE
OG0012937	sp|Q86X02|CDR2L_HUMAN	tr|A0A8D2KA22|A0A8D2KA22_THEGE
OG0012938	sp|Q8IVF2|AHNK2_HUMAN	tr|A0A8D2EZZ8|A0A8D2EZZ8_THEGE
OG0012939	sp|Q8IVL8|CBPO_HUMAN	tr|A0A8D2EET0|A0A8D2EET0_THEGE
OG0012940	sp|Q8IX07|FOG1_HUMAN	tr|A0A8D2FQX5|A0A8D2FQX5_THEGE
OG0012941	sp|Q8N448|LNX2_HUMAN	tr|A0A8D2FUF5|A0A8D2FUF5_THEGE
OG0012942	sp|Q8N4H5|TOM5_HUMAN	tr|A0A8D2K9Q3|A0A8D2K9Q3_THEGE
OG0012943	sp|Q8N6I1|EID2_HUMAN	tr|A0A8D2E5R5|A0A8D2E5R5_THEGE
OG0012944	sp|Q8NDA8|MROH1_HUMAN	tr|A0A8D2FEW0|A0A8D2FEW0_THEGE
OG0012945	sp|Q8TAC2|JOS2_HUMAN	tr|A0A8D2E6I5|A0A8D2E6I5_THEGE
OG0012946	sp|Q8TDD5|MCLN3_HUMAN	tr|A0A8D2FWE9|A0A8D2FWE9_THEGE
OG0012947	sp|Q8TDS5|OXER1_HUMAN	tr|A0A8D2GDC8|A0A8D2GDC8_THEGE
OG0012948	sp|Q8TDU9|RL3R2_HUMAN	tr|A0A8D2E335|A0A8D2E335_THEGE
OG0012949	sp|Q8WUR7|CO040_HUMAN	tr|A0A8D2E8B4|A0A8D2E8B4_THEGE
OG0012950	sp|Q8WVI0|SMIM4_HUMAN	tr|A0A8D2GLQ4|A0A8D2GLQ4_THEGE
OG0012951	sp|Q96A84|EMID1_HUMAN	tr|A0A8D2K932|A0A8D2K932_THEGE
OG0012952	sp|Q96D53|COQ8B_HUMAN	tr|A0A8D2FW82|A0A8D2FW82_THEGE
OG0012953	sp|Q96JQ2|CLMN_HUMAN	tr|A0A8D2EHD9|A0A8D2EHD9_THEGE
OG0012954	sp|Q96PV7|F193B_HUMAN	tr|A0A8D2FCS7|A0A8D2FCS7_THEGE
OG0012955	sp|Q99626|CDX2_HUMAN	tr|A0A8D2FSI6|A0A8D2FSI6_THEGE
OG0012956	sp|Q99705|MCHR1_HUMAN	tr|A0A8D2ERG9|A0A8D2ERG9_THEGE
OG0012957	sp|Q9H422|HIPK3_HUMAN	tr|A0A8D2EG85|A0A8D2EG85_THEGE
OG0012958	sp|Q9H8M7|MINY3_HUMAN	tr|A0A8D2EQB0|A0A8D2EQB0_THEGE
OG0012959	sp|Q9H939|PPIP2_HUMAN	tr|A0A8D2K7A0|A0A8D2K7A0_THEGE
OG0012960	sp|Q9HC16|ABC3G_HUMAN	tr|A0A8D2EX73|A0A8D2EX73_THEGE
OG0012961	sp|Q9NR45|SIAS_HUMAN	tr|A0A8D2E692|A0A8D2E692_THEGE
OG0012962	sp|Q9NR55|BATF3_HUMAN	tr|A0A8D2EUG6|A0A8D2EUG6_THEGE
OG0012963	sp|Q9NTJ5|SAC1_HUMAN	tr|A0A8D2F5N5|A0A8D2F5N5_THEGE
OG0012964	sp|Q9NYB9|ABI2_HUMAN	tr|A0A8D2E9L3|A0A8D2E9L3_THEGE
OG0012965	sp|Q9UF11|PKHB1_HUMAN	tr|A0A8D2G748|A0A8D2G748_THEGE
OG0012966	sp|Q9UKS6|PACN3_HUMAN	tr|A0A8D2K971|A0A8D2K971_THEGE
OG0012967	sp|Q9ULD4|BRPF3_HUMAN	tr|A0A8D2GED3|A0A8D2GED3_THEGE
OG0012968	sp|Q9UM82|SPAT2_HUMAN	tr|A0A8D2FE11|A0A8D2FE11_THEGE
OG0012969	sp|Q9UQL6|HDAC5_HUMAN	tr|A0A8D2F414|A0A8D2F414_THEGE
OG0012970	sp|Q9Y2S2|CRYL1_HUMAN	tr|A0A8D2K3E1|A0A8D2K3E1_THEGE
OG0012971	sp|A1L390|PKHG3_HUMAN	tr|A0A8D2FJK5|A0A8D2FJK5_THEGE
OG0012972	sp|A5D8V6|VP37C_HUMAN	tr|A0A8D2FPN0|A0A8D2FPN0_THEGE
OG0012973	sp|A6NMK8|INY2B_HUMAN	tr|A0A8D2F3T6|A0A8D2F3T6_THEGE
OG0012974	sp|B1AL88|NALF1_HUMAN	tr|A0A8D2F8Y2|A0A8D2F8Y2_THEGE
OG0012975	sp|M0QZC1|RN225_HUMAN	tr|A0A8D2FF85|A0A8D2FF85_THEGE
OG0012976	sp|O43570|CAH12_HUMAN	tr|A0A8D2FXU2|A0A8D2FXU2_THEGE
OG0012977	sp|O60343|TBCD4_HUMAN	tr|A0A8D2ES06|A0A8D2ES06_THEGE
OG0012978	sp|O75123|ZN623_HUMAN	tr|A0A8D2FHX3|A0A8D2FHX3_THEGE
OG0012979	sp|O75354|ENTP6_HUMAN	tr|A0A8D2FTW1|A0A8D2FTW1_THEGE
OG0012980	sp|P00505|AATM_HUMAN	tr|A0A8D2ED57|A0A8D2ED57_THEGE
OG0012981	sp|P04141|CSF2_HUMAN	tr|A0A8D2FF64|A0A8D2FF64_THEGE
OG0012982	sp|P08575|PTPRC_HUMAN	tr|A0A8D2K740|A0A8D2K740_THEGE
OG0012983	sp|P17050|NAGAB_HUMAN	tr|A0A8D2EP62|A0A8D2EP62_THEGE
OG0012984	sp|P27695|APEX1_HUMAN	tr|A0A8D2FAH5|A0A8D2FAH5_THEGE
OG0012985	sp|P41212|ETV6_HUMAN	tr|A0A8D2FXE6|A0A8D2FXE6_THEGE
OG0012986	sp|P43354|NR4A2_HUMAN	tr|A0A8D2K5H0|A0A8D2K5H0_THEGE
OG0012987	sp|P53567|CEBPG_HUMAN	tr|A0A8D2FDQ5|A0A8D2FDQ5_THEGE
OG0012988	sp|P55291|CAD15_HUMAN	tr|A0A8D2FVM2|A0A8D2FVM2_THEGE
OG0012989	sp|P61769|B2MG_HUMAN	tr|A0A8D2ESR2|A0A8D2ESR2_THEGE
OG0012990	sp|P62304|RUXE_HUMAN	tr|A0A8D2FX80|A0A8D2FX80_THEGE
OG0012991	sp|Q06190|P2R3A_HUMAN	tr|A0A8D2F2Z2|A0A8D2F2Z2_THEGE
OG0012992	sp|Q07157|ZO1_HUMAN	tr|A0A8D2K749|A0A8D2K749_THEGE
OG0012993	sp|Q0VF49|K2012_HUMAN	tr|A0A8D2GIE1|A0A8D2GIE1_THEGE
OG0012994	sp|Q12946|FOXF1_HUMAN	tr|A0A8D2FPR9|A0A8D2FPR9_THEGE
OG0012995	sp|Q12968|NFAC3_HUMAN	tr|A0A8D2EV20|A0A8D2EV20_THEGE
OG0012996	sp|Q13023|AKAP6_HUMAN	tr|A0A8D2E6K0|A0A8D2E6K0_THEGE
OG0012997	sp|Q13342|SP140_HUMAN	tr|A0A8D2FJZ7|A0A8D2FJZ7_THEGE
OG0012998	sp|Q14684|RRP1B_HUMAN	tr|A0A8D2FKG3|A0A8D2FKG3_THEGE
OG0012999	sp|Q14894|CRYM_HUMAN	tr|A0A8D2FNB3|A0A8D2FNB3_THEGE
OG0013000	sp|Q24JP5|T132A_HUMAN	tr|A0A8D2K4P8|A0A8D2K4P8_THEGE
OG0013001	sp|Q32NB8|PGPS1_HUMAN	tr|A0A8D2EJC3|A0A8D2EJC3_THEGE
OG0013002	sp|Q53GG5|PDLI3_HUMAN	tr|A0A8D2G5N2|A0A8D2G5N2_THEGE
OG0013003	sp|Q5T9S5|CCD18_HUMAN	tr|A0A8D2K7U7|A0A8D2K7U7_THEGE
OG0013004	sp|Q6NW29|RWDD4_HUMAN	tr|A0A8D2G208|A0A8D2G208_THEGE
OG0013005	sp|Q6P589|TP8L2_HUMAN	tr|A0A8D2FC60|A0A8D2FC60_THEGE
OG0013006	sp|Q6PUV4|CPLX2_HUMAN	tr|A0A8D2K1P7|A0A8D2K1P7_THEGE
OG0013007	sp|Q6W3E5|GDPD4_HUMAN	tr|A0A8D2JUK5|A0A8D2JUK5_THEGE
OG0013008	sp|Q6X9E4|FBW12_HUMAN	tr|A0A8D2EW59|A0A8D2EW59_THEGE
OG0013009	sp|Q7Z4P5|GDF7_HUMAN	tr|A0A8D2FMB2|A0A8D2FMB2_THEGE
OG0013010	sp|Q86VQ0|LCA5_HUMAN	tr|A0A8D2FHE4|A0A8D2FHE4_THEGE
OG0013011	sp|Q86WJ1|CHD1L_HUMAN	tr|A0A8D2F2V8|A0A8D2F2V8_THEGE
OG0013012	sp|Q8IUK5|PLDX1_HUMAN	tr|A0A8D2EBR9|A0A8D2EBR9_THEGE
OG0013013	sp|Q8IWB1|IPRI_HUMAN	tr|A0A8D2G0U4|A0A8D2G0U4_THEGE
OG0013014	sp|Q8IWX5|SGPP2_HUMAN	tr|A0A8D2FAZ0|A0A8D2FAZ0_THEGE
OG0013015	sp|Q8IYX3|CC116_HUMAN	tr|A0A8D2EN72|A0A8D2EN72_THEGE
OG0013016	sp|Q8NDX9|LY65B_HUMAN	tr|A0A8D2GLM1|A0A8D2GLM1_THEGE
OG0013017	sp|Q8TCY5|MRAP_HUMAN	tr|A0A8D2GFR6|A0A8D2GFR6_THEGE
OG0013018	sp|Q8WXD2|SCG3_HUMAN	tr|A0A8D2F5I2|A0A8D2F5I2_THEGE
OG0013019	sp|Q92610|ZN592_HUMAN	tr|A0A8D2JW65|A0A8D2JW65_THEGE
OG0013020	sp|Q92673|SORL_HUMAN	tr|A0A8D2G5B3|A0A8D2G5B3_THEGE
OG0013021	sp|Q92835|SHIP1_HUMAN	tr|A0A8D2K5H7|A0A8D2K5H7_THEGE
OG0013022	sp|Q96AC6|KIFC2_HUMAN	tr|A0A8D2FMX6|A0A8D2FMX6_THEGE
OG0013023	sp|Q96F85|CNRP1_HUMAN	tr|A0A8D2F2R5|A0A8D2F2R5_THEGE
OG0013024	sp|Q99795|GPA33_HUMAN	tr|A0A8D2ETQ7|A0A8D2ETQ7_THEGE
OG0013025	sp|Q99965|ADAM2_HUMAN	tr|A0A8D2EWZ0|A0A8D2EWZ0_THEGE
OG0013027	sp|Q9BU64|CENPO_HUMAN	tr|A0A8D2FLY5|A0A8D2FLY5_THEGE
OG0013028	sp|Q9GZP0|PDGFD_HUMAN	tr|A0A8D2K1Y7|A0A8D2K1Y7_THEGE
OG0013029	sp|Q9H2H8|PPIL3_HUMAN	tr|A0A8D2KAJ8|A0A8D2KAJ8_THEGE
OG0013030	sp|Q9H2H9|S38A1_HUMAN	tr|A0A8D2G2E2|A0A8D2G2E2_THEGE
OG0013031	sp|Q9NPC1|LT4R2_HUMAN	tr|A0A8D2FZ43|A0A8D2FZ43_THEGE
OG0013032	sp|Q9NVP1|DDX18_HUMAN	tr|A0A8D2EB59|A0A8D2EB59_THEGE
OG0013033	sp|Q9NZ71|RTEL1_HUMAN	tr|A0A8D2ERN5|A0A8D2ERN5_THEGE
OG0013034	sp|Q9P2B7|CFA97_HUMAN	tr|A0A8D2K7E3|A0A8D2K7E3_THEGE
OG0013035	sp|Q9UBC7|GALP_HUMAN	tr|A0A8D2F8W1|A0A8D2F8W1_THEGE
OG0013036	sp|Q9UBD6|RHCG_HUMAN	tr|A0A8D2EQF2|A0A8D2EQF2_THEGE
OG0013037	sp|Q9UKF2|ADA30_HUMAN	tr|A0A8D2EVM8|A0A8D2EVM8_THEGE
OG0013038	sp|Q9Y2T6|GPR55_HUMAN	tr|A0A8D2FKJ1|A0A8D2FKJ1_THEGE
OG0013039	sp|Q9Y397|ZDHC9_HUMAN	tr|A0A8D2G2Z8|A0A8D2G2Z8_THEGE
OG0013040	sp|A0A0B4J273|TVA34_HUMAN	tr|A0A8D2FJI4|A0A8D2FJI4_THEGE
OG0013041	sp|B2RBV5|MRUPP_HUMAN	tr|A0A8D2G8U0|A0A8D2G8U0_THEGE
OG0013042	sp|O43143|DHX15_HUMAN	tr|A0A8D2GFM1|A0A8D2GFM1_THEGE
OG0013043	sp|O43281|EFS_HUMAN	tr|A0A8D2FVB4|A0A8D2FVB4_THEGE
OG0013044	sp|O60664|PLIN3_HUMAN	tr|A0A8D2FII1|A0A8D2FII1_THEGE
OG0013045	sp|O75365|TP4A3_HUMAN	tr|A0A8D2F6T6|A0A8D2F6T6_THEGE
OG0013046	sp|P08243|ASNS_HUMAN	tr|A0A8D2GCW3|A0A8D2GCW3_THEGE
OG0013047	sp|P15291|B4GT1_HUMAN	tr|A0A8D2F2D2|A0A8D2F2D2_THEGE
OG0013048	sp|P17948|VGFR1_HUMAN	tr|A0A8D2FVA7|A0A8D2FVA7_THEGE
OG0013049	sp|P51857|AK1D1_HUMAN	tr|A0A8D2K8L6|A0A8D2K8L6_THEGE
OG0013050	sp|P53778|MK12_HUMAN	tr|A0A8D2E825|A0A8D2E825_THEGE
OG0013051	sp|P61086|UBE2K_HUMAN	tr|A0A8D2E7B4|A0A8D2E7B4_THEGE
OG0013052	sp|Q03181|PPARD_HUMAN	tr|A0A8D2GL26|A0A8D2GL26_THEGE
OG0013053	sp|Q05D32|CTSL2_HUMAN	tr|A0A8D2JY20|A0A8D2JY20_THEGE
OG0013054	sp|Q12852|M3K12_HUMAN	tr|A0A8D2EU22|A0A8D2EU22_THEGE
OG0013055	sp|Q12986|NFX1_HUMAN	tr|A0A8D2EYU4|A0A8D2EYU4_THEGE
OG0013056	sp|Q16517|NNAT_HUMAN	tr|A0A8D2E5A4|A0A8D2E5A4_THEGE
OG0013057	sp|Q16534|HLF_HUMAN	tr|A0A8D2K7H5|A0A8D2K7H5_THEGE
OG0013058	sp|Q30KP9|DB135_HUMAN	tr|A0A8D2FBG8|A0A8D2FBG8_THEGE
OG0013059	sp|Q4G0Z9|MCMD2_HUMAN	tr|A0A8D2FTK2|A0A8D2FTK2_THEGE
OG0013060	sp|Q4LDE5|SVEP1_HUMAN	tr|A0A8D2KAF9|A0A8D2KAF9_THEGE
OG0013061	sp|Q53HV7|SMUG1_HUMAN	tr|A0A8D2EYT5|A0A8D2EYT5_THEGE
OG0013062	sp|Q5BIV9|SPRN_HUMAN	tr|A0A8D2E2R7|A0A8D2E2R7_THEGE
OG0013063	sp|Q5QP82|DCA10_HUMAN	tr|A0A8D2EF34|A0A8D2EF34_THEGE
OG0013065	sp|Q6P1L5|F117B_HUMAN	tr|A0A8D2E5I2|A0A8D2E5I2_THEGE
OG0013066	sp|Q6ZTN6|AN13D_HUMAN	tr|A0A8D2EF44|A0A8D2EF44_THEGE
OG0013067	sp|Q7L1I2|SV2B_HUMAN	tr|A0A8D2EHX0|A0A8D2EHX0_THEGE
OG0013068	sp|Q7L5L3|GDPD3_HUMAN	tr|A0A8D2FC51|A0A8D2FC51_THEGE
OG0013069	sp|Q7Z5R6|AB1IP_HUMAN	tr|A0A8D2JUQ7|A0A8D2JUQ7_THEGE
OG0013070	sp|Q86YV6|MYLK4_HUMAN	tr|A0A8D2K1B6|A0A8D2K1B6_THEGE
OG0013071	sp|Q8N8N7|PTGR2_HUMAN	tr|A0A8D2G3J0|A0A8D2G3J0_THEGE
OG0013072	sp|Q8NDG6|TDRD9_HUMAN	tr|A0A8D2JZT8|A0A8D2JZT8_THEGE
OG0013073	sp|Q8TEC5|SH3R2_HUMAN	tr|A0A8D2G9Y6|A0A8D2G9Y6_THEGE
OG0013074	sp|Q8TEF2|CJ105_HUMAN	tr|A0A8D2GM38|A0A8D2GM38_THEGE
OG0013075	sp|Q92621|NU205_HUMAN	tr|A0A8D2G716|A0A8D2G716_THEGE
OG0013076	sp|Q92914|FGF11_HUMAN	tr|A0A8D2FXQ7|A0A8D2FXQ7_THEGE
OG0013077	sp|Q96CJ1|EAF2_HUMAN	tr|A0A8D2EQI0|A0A8D2EQI0_THEGE
OG0013078	sp|Q96HL8|SH3Y1_HUMAN	tr|A0A8D2EZL4|A0A8D2EZL4_THEGE
OG0013079	sp|Q96PF1|TGM7_HUMAN	tr|A0A8D2EE10|A0A8D2EE10_THEGE
OG0013080	sp|Q96RK4|BBS4_HUMAN	tr|A0A8D2G7X1|A0A8D2G7X1_THEGE
OG0013081	sp|Q9BQ24|ZFY21_HUMAN	tr|A0A8D2EW26|A0A8D2EW26_THEGE
OG0013082	sp|Q9BVC4|LST8_HUMAN	tr|A0A8D2E4X8|A0A8D2E4X8_THEGE
OG0013083	sp|Q9H4L4|SENP3_HUMAN	tr|A0A8D2G299|A0A8D2G299_THEGE
OG0013084	sp|Q9H892|TTC12_HUMAN	tr|A0A8D2FL73|A0A8D2FL73_THEGE
OG0013085	sp|Q9NSY2|STAR5_HUMAN	tr|A0A8D2EA77|A0A8D2EA77_THEGE
OG0013086	sp|Q9NU63|ZFP57_HUMAN	tr|A0A8D2EGI4|A0A8D2EGI4_THEGE
OG0013087	sp|Q9NZV6|MSRB1_HUMAN	tr|A0A8D2ECW1|A0A8D2ECW1_THEGE
OG0013088	sp|Q9P253|VPS18_HUMAN	tr|A0A8D2E9L5|A0A8D2E9L5_THEGE
OG0013090	sp|Q9UK97|FBX9_HUMAN	tr|A0A8D2EBK6|A0A8D2EBK6_THEGE
OG0013091	sp|Q9Y3S1|WNK2_HUMAN	tr|A0A8D2ED45|A0A8D2ED45_THEGE
OG0013092	sp|Q9Y4C1|KDM3A_HUMAN	tr|A0A8D2FY12|A0A8D2FY12_THEGE
OG0013093	sp|O00391|QSOX1_HUMAN	tr|A0A8D2K985|A0A8D2K985_THEGE
OG0013094	sp|O14524|NEMP1_HUMAN	tr|A0A8D2F9Z2|A0A8D2F9Z2_THEGE
OG0013095	sp|O15409|FOXP2_HUMAN	tr|A0A8D2FIE3|A0A8D2FIE3_THEGE
OG0013096	sp|O43264|ZW10_HUMAN	tr|A0A8D2FSN4|A0A8D2FSN4_THEGE
OG0013097	sp|O43819|SCO2_HUMAN	tr|A0A8D2E752|A0A8D2E752_THEGE
OG0013098	sp|O43913|ORC5_HUMAN	tr|A0A8D2K024|A0A8D2K024_THEGE
OG0013099	sp|O60739|EIF1B_HUMAN	tr|A0A8D2FIR6|A0A8D2FIR6_THEGE
OG0013100	sp|O60779|S19A2_HUMAN	tr|A0A8D2ELL9|A0A8D2ELL9_THEGE
OG0013101	sp|O75449|KTNA1_HUMAN	tr|A0A8D2GHY3|A0A8D2GHY3_THEGE
OG0013102	sp|O94952|FBX21_HUMAN	tr|A0A8D2K5Z0|A0A8D2K5Z0_THEGE
OG0013103	sp|O95619|YETS4_HUMAN	tr|A0A8D2K6P2|A0A8D2K6P2_THEGE
OG0013104	sp|P06127|CD5_HUMAN	tr|A0A8D2FMZ1|A0A8D2FMZ1_THEGE
OG0013105	sp|P08514|ITA2B_HUMAN	tr|A0A8D2FFL0|A0A8D2FFL0_THEGE
OG0013106	sp|P0C6S8|LIGO3_HUMAN	tr|A0A8D2F561|A0A8D2F561_THEGE
OG0013107	sp|P0CG20|PRR35_HUMAN	tr|A0A8D2ERX7|A0A8D2ERX7_THEGE
OG0013108	sp|P10242|MYB_HUMAN	tr|A0A8D2FBA1|A0A8D2FBA1_THEGE
OG0013109	sp|P14384|CBPM_HUMAN	tr|A0A8D2FXI4|A0A8D2FXI4_THEGE
OG0013110	sp|P17020|ZNF16_HUMAN	tr|A0A8D2FTB8|A0A8D2FTB8_THEGE
OG0013111	sp|P43304|GPDM_HUMAN	tr|A0A8D2K5F2|A0A8D2K5F2_THEGE
OG0013112	sp|P43308|SSRB_HUMAN	tr|A0A8D2JTJ3|A0A8D2JTJ3_THEGE
OG0013113	sp|P50897|PPT1_HUMAN	tr|A0A8D2G4M6|A0A8D2G4M6_THEGE
OG0013114	sp|P51530|DNA2_HUMAN	tr|A0A8D2GL84|A0A8D2GL84_THEGE
OG0013115	sp|P54725|RD23A_HUMAN	tr|A0A8D2E9D3|A0A8D2E9D3_THEGE
OG0013116	sp|P59045|NAL11_HUMAN	tr|A0A8D2F9M9|A0A8D2F9M9_THEGE
OG0013117	sp|P98172|EFNB1_HUMAN	tr|A0A8D2ERR5|A0A8D2ERR5_THEGE
OG0013118	sp|Q0VDE8|ADIG_HUMAN	tr|A0A8D2E6J8|A0A8D2E6J8_THEGE
OG0013119	sp|Q12772|SRBP2_HUMAN	tr|A0A8D2EMH2|A0A8D2EMH2_THEGE
OG0013120	sp|Q15040|JOS1_HUMAN	tr|A0A8D2JZY3|A0A8D2JZY3_THEGE
OG0013121	sp|Q15154|PCM1_HUMAN	tr|A0A8D2FTI6|A0A8D2FTI6_THEGE
OG0013122	sp|Q17RC7|EX3L4_HUMAN	tr|A0A8D2JZ45|A0A8D2JZ45_THEGE
OG0013123	sp|Q2KHR3|QSER1_HUMAN	tr|A0A8D2EGJ7|A0A8D2EGJ7_THEGE
OG0013124	sp|Q5JPB2|ZN831_HUMAN	tr|A0A8D2F1X8|A0A8D2F1X8_THEGE
OG0013125	sp|Q66K79|CBPZ_HUMAN	tr|A0A8D2G2E7|A0A8D2G2E7_THEGE
OG0013126	sp|Q6B0B8|TIGD3_HUMAN	tr|A0A8D2ENS9|A0A8D2ENS9_THEGE
OG0013127	sp|Q6P9B9|INT5_HUMAN	tr|A0A8D2FHW7|A0A8D2FHW7_THEGE
OG0013128	sp|Q6PD74|AAGAB_HUMAN	tr|A0A8D2G6I2|A0A8D2G6I2_THEGE
OG0013129	sp|Q7L513|FCRLA_HUMAN	tr|A0A8D2EMD8|A0A8D2EMD8_THEGE
OG0013130	sp|Q7Z6L1|TCPR1_HUMAN	tr|A0A8D2F8R4|A0A8D2F8R4_THEGE
OG0013131	sp|Q86UP6|CUZD1_HUMAN	tr|A0A8D2GGJ3|A0A8D2GGJ3_THEGE
OG0013132	sp|Q8N2Y8|RUSC2_HUMAN	tr|A0A8D2EMK8|A0A8D2EMK8_THEGE
OG0013133	sp|Q8NB90|SPAT5_HUMAN	tr|A0A8D2ER48|A0A8D2ER48_THEGE
OG0013134	sp|Q8NEM2|SHCBP_HUMAN	tr|A0A8D2FIT8|A0A8D2FIT8_THEGE
OG0013135	sp|Q8TCG2|P4K2B_HUMAN	tr|A0A8D2KA34|A0A8D2KA34_THEGE
OG0013136	sp|Q8TCJ2|STT3B_HUMAN	tr|A0A8D2FML0|A0A8D2FML0_THEGE
OG0013137	sp|Q8TD19|NEK9_HUMAN	tr|A0A8D2G760|A0A8D2G760_THEGE
OG0013138	sp|Q8TDY2|RBCC1_HUMAN	tr|A0A8D2FER7|A0A8D2FER7_THEGE
OG0013139	sp|Q8WXA3|RUFY2_HUMAN	tr|A0A8D2GNA7|A0A8D2GNA7_THEGE
OG0013140	sp|Q92544|TM9S4_HUMAN	tr|A0A8D2EPQ3|A0A8D2EPQ3_THEGE
OG0013141	sp|Q92615|LAR4B_HUMAN	tr|A0A8D2FVM5|A0A8D2FVM5_THEGE
OG0013142	sp|Q96B49|TOM6_HUMAN	tr|A0A8D2GMQ4|A0A8D2GMQ4_THEGE
OG0013143	sp|Q96BY9|SARAF_HUMAN	tr|A0A8D2EH08|A0A8D2EH08_THEGE
OG0013144	sp|Q96CN5|LRC45_HUMAN	tr|A0A8D2EV50|A0A8D2EV50_THEGE
OG0013145	sp|Q96CW1|AP2M1_HUMAN	tr|A0A8D2G4L6|A0A8D2G4L6_THEGE
OG0013146	sp|Q96DR7|ARHGQ_HUMAN	tr|A0A8D2EHA7|A0A8D2EHA7_THEGE
OG0013147	sp|Q96FM1|PGAP3_HUMAN	tr|A0A8D2E7W7|A0A8D2E7W7_THEGE
OG0013148	sp|Q96K58|ZN668_HUMAN	tr|A0A8D2EXV6|A0A8D2EXV6_THEGE
OG0013149	sp|Q96MS0|ROBO3_HUMAN	tr|A0A8D2GE13|A0A8D2GE13_THEGE
OG0013150	sp|Q96NZ9|PRAP1_HUMAN	tr|A0A8D2GM00|A0A8D2GM00_THEGE
OG0013151	sp|Q96RU7|TRIB3_HUMAN	tr|A0A8D2EW05|A0A8D2EW05_THEGE
OG0013152	sp|Q99598|TSNAX_HUMAN	tr|A0A8D2EV22|A0A8D2EV22_THEGE
OG0013153	sp|Q99884|SC6A7_HUMAN	tr|A0A8D2E7Y0|A0A8D2E7Y0_THEGE
OG0013154	sp|Q9BQA5|HINFP_HUMAN	tr|A0A8D2G8B0|A0A8D2G8B0_THEGE
OG0013155	sp|Q9H0C2|ADT4_HUMAN	tr|A0A8D2ESG0|A0A8D2ESG0_THEGE
OG0013156	sp|Q9H3E2|SNX25_HUMAN	tr|A0A8D2G4S3|A0A8D2G4S3_THEGE
OG0013157	sp|Q9H7X2|CA115_HUMAN	tr|A0A8D2EN36|A0A8D2EN36_THEGE
OG0013158	sp|Q9H936|GHC1_HUMAN	tr|A0A8D2FXB8|A0A8D2FXB8_THEGE
OG0013159	sp|Q9NP64|ZCC17_HUMAN	tr|A0A8D2F9E3|A0A8D2F9E3_THEGE
