Orthogroup	Homo_sapiens	Bison_bison_bison
OG0012893	sp|P05814|CASB_HUMAN	tr|A0A6P3I767|A0A6P3I767_BISBI
OG0012894	sp|Q96NR3|PTHD1_HUMAN	tr|A0A6P3I809|A0A6P3I809_BISBI
OG0012895	sp|O00204|ST2B1_HUMAN	tr|A0A6P3I838|A0A6P3I838_BISBI
OG0012896	sp|Q5BJE1|CC178_HUMAN	tr|A0A6P3I8H0|A0A6P3I8H0_BISBI
OG0012897	sp|P57086|SCND1_HUMAN	tr|A0A6P3IFM2|A0A6P3IFM2_BISBI
OG0012898	sp|A6NC51|T150B_HUMAN	tr|A0A6P3IG72|A0A6P3IG72_BISBI
OG0012899	sp|Q9BZQ8|NIBA1_HUMAN	tr|A0A6P3IHI3|A0A6P3IHI3_BISBI
OG0012900	sp|O60285|NUAK1_HUMAN	tr|A0A6P3IIS2|A0A6P3IIS2_BISBI
OG0012901	sp|Q9H7B4|SMYD3_HUMAN	tr|A0A6P3IJN4|A0A6P3IJN4_BISBI
OG0012902	sp|Q641Q3|METRL_HUMAN	tr|A0A6P3IKK5|A0A6P3IKK5_BISBI
OG0012903	sp|A6NNA5|DRGX_HUMAN	tr|A0A6P3INS9|A0A6P3INS9_BISBI
OG0012904	sp|P30050|RL12_HUMAN	tr|A0A6P3IVQ9|A0A6P3IVQ9_BISBI
OG0012905	sp|Q6P1Q0|LTMD1_HUMAN	tr|A0A6P3IXE3|A0A6P3IXE3_BISBI
OG0012906	sp|Q8WYN3|CSRN3_HUMAN	tr|A0A6P3IY42|A0A6P3IY42_BISBI
OG0012907	sp|Q9Y458|TBX22_HUMAN	tr|A0A6P3IY77|A0A6P3IY77_BISBI
OG0012908	sp|P21549|AGT1_HUMAN	tr|A0A6P3J029|A0A6P3J029_BISBI
OG0012909	sp|Q5T011|SZT2_HUMAN	tr|A0A6P3J3G6|A0A6P3J3G6_BISBI
OG0012910	sp|O43813|LANC1_HUMAN	tr|A0A6P3J4C1|A0A6P3J4C1_BISBI
OG0012911	sp|P53708|ITA8_HUMAN	tr|A0A6P3J4I1|A0A6P3J4I1_BISBI
OG0012912	sp|P27694|RFA1_HUMAN	tr|A0A6P3J4Z9|A0A6P3J4Z9_BISBI
OG0012913	sp|Q6UXZ0|TMIG1_HUMAN	tr|A0A6P3J540|A0A6P3J540_BISBI
OG0012914	sp|Q9NV06|DCA13_HUMAN	tr|A0A6P3J5Z5|A0A6P3J5Z5_BISBI
OG0012915	sp|Q6ZVZ8|ASB18_HUMAN	tr|A0A6P3J6Z4|A0A6P3J6Z4_BISBI
OG0012916	sp|O15353|FOXN1_HUMAN	tr|A0A6P3J740|A0A6P3J740_BISBI
OG0012917	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A6P3J812|A0A6P3J812_BISBI
OG0012918	sp|Q7Z572|SPT21_HUMAN	tr|A0A6P3J894|A0A6P3J894_BISBI
OG0012919	sp|Q9BW60|ELOV1_HUMAN	tr|A0A6P3JBZ8|A0A6P3JBZ8_BISBI
OG0012920	sp|Q6ISB3|GRHL2_HUMAN	tr|A0A6P3JEM4|A0A6P3JEM4_BISBI
OG0012921	sp|Q13938|CAYP1_HUMAN	tr|A0A6P3G3X4|A0A6P3G3X4_BISBI
OG0012922	sp|Q9Y296|TPPC4_HUMAN	tr|A0A6P3GGP5|A0A6P3GGP5_BISBI
OG0012923	sp|Q9NZJ6|COQ3_HUMAN	tr|A0A6P3GNE0|A0A6P3GNE0_BISBI
OG0012924	sp|Q6P499|NPAL3_HUMAN	tr|A0A6P3GNU4|A0A6P3GNU4_BISBI
OG0012925	sp|Q9BRL7|SC22C_HUMAN	tr|A0A6P3GQH9|A0A6P3GQH9_BISBI
OG0012926	sp|Q9BS86|ZPBP1_HUMAN	tr|A0A6P3GR78|A0A6P3GR78_BISBI
OG0012927	sp|Q9NWH7|SPAT6_HUMAN	tr|A0A6P3GT16|A0A6P3GT16_BISBI
OG0012928	sp|Q96EC8|YIPF6_HUMAN	tr|A0A6P3GVL7|A0A6P3GVL7_BISBI
OG0012929	sp|Q5T7N3|KANK4_HUMAN	tr|A0A6P3H0U6|A0A6P3H0U6_BISBI
OG0012930	sp|P40967|PMEL_HUMAN	tr|A0A6P3H1S6|A0A6P3H1S6_BISBI
OG0012931	sp|P11511|CP19A_HUMAN	tr|A0A6P3H2N8|A0A6P3H2N8_BISBI
OG0012932	sp|Q6Y288|B3GLT_HUMAN	tr|A0A6P3H520|A0A6P3H520_BISBI
OG0012933	sp|Q15326|ZMY11_HUMAN	tr|A0A6P3H6B2|A0A6P3H6B2_BISBI
OG0012934	sp|Q16654|PDK4_HUMAN	tr|A0A6P3H7K0|A0A6P3H7K0_BISBI
OG0012935	sp|Q969K7|TMM54_HUMAN	tr|A0A6P3H7N0|A0A6P3H7N0_BISBI
OG0012936	sp|Q8N8V4|ANS4B_HUMAN	tr|A0A6P3H882|A0A6P3H882_BISBI
OG0012937	sp|Q96QU8|XPO6_HUMAN	tr|A0A6P3H8Z1|A0A6P3H8Z1_BISBI
OG0012938	sp|Q9UBM7|DHCR7_HUMAN	tr|A0A6P3H9F5|A0A6P3H9F5_BISBI
OG0012939	sp|Q6EMK4|VASN_HUMAN	tr|A0A6P3H9K2|A0A6P3H9K2_BISBI
OG0012940	sp|Q9NUD5|ZCHC3_HUMAN	tr|A0A6P3HA69|A0A6P3HA69_BISBI
OG0012941	sp|O75817|POP7_HUMAN	tr|A0A6P3HAS6|A0A6P3HAS6_BISBI
OG0012942	sp|Q8N5I2|ARRD1_HUMAN	tr|A0A6P3HBF0|A0A6P3HBF0_BISBI
OG0012943	sp|P23528|COF1_HUMAN	tr|A0A6P3HBZ7|A0A6P3HBZ7_BISBI
OG0012944	sp|Q92530|PSMF1_HUMAN	tr|A0A6P3HCZ9|A0A6P3HCZ9_BISBI
OG0012945	sp|Q8NEM2|SHCBP_HUMAN	tr|A0A6P3HIR3|A0A6P3HIR3_BISBI
OG0012946	sp|Q9H9T3|ELP3_HUMAN	tr|A0A6P3HJ44|A0A6P3HJ44_BISBI
OG0012947	sp|Q9H427|KCNKF_HUMAN	tr|A0A6P3HJI9|A0A6P3HJI9_BISBI
OG0012948	sp|Q9BX67|JAM3_HUMAN	tr|A0A6P3HJR1|A0A6P3HJR1_BISBI
OG0012949	sp|Q9BVV8|F174C_HUMAN	tr|A0A6P3HKH6|A0A6P3HKH6_BISBI
OG0012950	sp|Q9NYS0|KBRS1_HUMAN	tr|A0A6P3HQG2|A0A6P3HQG2_BISBI
OG0012951	sp|Q8N3Z6|ZCHC7_HUMAN	tr|A0A6P3HRZ5|A0A6P3HRZ5_BISBI
OG0012952	sp|Q9H2A7|CXL16_HUMAN	tr|A0A6P3HSW8|A0A6P3HSW8_BISBI
OG0012953	sp|Q6UXN7|TO20L_HUMAN	tr|A0A6P3HU35|A0A6P3HU35_BISBI
OG0012954	sp|Q9BTP7|FAP24_HUMAN	tr|A0A6P3HXA5|A0A6P3HXA5_BISBI
OG0012955	sp|Q9BQE4|SELS_HUMAN	tr|A0A6P3HXT3|A0A6P3HXT3_BISBI
OG0012956	sp|O95980|RECK_HUMAN	tr|A0A6P3HYG4|A0A6P3HYG4_BISBI
OG0012957	sp|P98164|LRP2_HUMAN	tr|A0A6P3HYN9|A0A6P3HYN9_BISBI
OG0012958	sp|Q9Y5B9|SP16H_HUMAN	tr|A0A6P3HZ23|A0A6P3HZ23_BISBI
OG0012959	sp|P45877|PPIC_HUMAN	tr|A0A6P3I184|A0A6P3I184_BISBI
OG0012960	sp|Q8IX01|SUGP2_HUMAN	tr|A0A6P3I1L4|A0A6P3I1L4_BISBI
OG0012961	sp|Q8NCV1|ADAD2_HUMAN	tr|A0A6P3I3D8|A0A6P3I3D8_BISBI
OG0012962	sp|O60337|MARH6_HUMAN	tr|A0A6P3I4K0|A0A6P3I4K0_BISBI
OG0012963	sp|P55073|IOD3_HUMAN	tr|A0A6P3I5D5|A0A6P3I5D5_BISBI
OG0012964	sp|Q8NE62|CHDH_HUMAN	tr|A0A6P3I6L8|A0A6P3I6L8_BISBI
OG0012965	sp|Q9H857|NT5D2_HUMAN	tr|A0A6P3I717|A0A6P3I717_BISBI
OG0012966	sp|P26651|TTP_HUMAN	tr|A0A6P3I7B9|A0A6P3I7B9_BISBI
OG0012967	sp|O60259|KLK8_HUMAN	tr|A0A6P3I813|A0A6P3I813_BISBI
OG0012968	sp|Q5TC82|RC3H1_HUMAN	tr|A0A6P3I9A6|A0A6P3I9A6_BISBI
OG0012969	sp|P30740|ILEU_HUMAN	tr|A0A6P3I9T2|A0A6P3I9T2_BISBI
OG0012970	sp|Q8WU39|MZB1_HUMAN	tr|A0A6P3ICR3|A0A6P3ICR3_BISBI
OG0012971	sp|Q9UII6|DS13B_HUMAN	tr|A0A6P3IFR9|A0A6P3IFR9_BISBI
OG0012972	sp|Q86WN2|IFNE_HUMAN	tr|A0A6P3II43|A0A6P3II43_BISBI
OG0012973	sp|Q8NEN0|ARMC2_HUMAN	tr|A0A6P3IKT9|A0A6P3IKT9_BISBI
OG0012974	sp|Q96HP4|OXND1_HUMAN	tr|A0A6P3IL17|A0A6P3IL17_BISBI
OG0012975	sp|Q8N682|DRAM1_HUMAN	tr|A0A6P3IL47|A0A6P3IL47_BISBI
OG0012976	sp|Q9Y5A7|NUB1_HUMAN	tr|A0A6P3IMN0|A0A6P3IMN0_BISBI
OG0012977	sp|P21695|GPDA_HUMAN	tr|A0A6P3IP89|A0A6P3IP89_BISBI
OG0012978	sp|Q6IQ22|RAB12_HUMAN	tr|A0A6P3IT41|A0A6P3IT41_BISBI
OG0012979	sp|P22570|ADRO_HUMAN	tr|A0A6P3ITE7|A0A6P3ITE7_BISBI
OG0012980	sp|Q9H8H3|MET7A_HUMAN	tr|A0A6P3IVC7|A0A6P3IVC7_BISBI
OG0012981	sp|Q14674|ESPL1_HUMAN	tr|A0A6P3IYP2|A0A6P3IYP2_BISBI
OG0012982	sp|Q9Y3F4|STRAP_HUMAN	tr|A0A6P3J168|A0A6P3J168_BISBI
OG0012983	sp|P40121|CAPG_HUMAN	tr|A0A6P3J1N3|A0A6P3J1N3_BISBI
OG0012984	sp|Q8NFH3|NUP43_HUMAN	tr|A0A6P3J2R3|A0A6P3J2R3_BISBI
OG0012985	sp|O43598|DNPH1_HUMAN	tr|A0A6P3JBH7|A0A6P3JBH7_BISBI
OG0012986	sp|P03915|NU5M_HUMAN	tr|A0A1D8I1Z6|A0A1D8I1Z6_BISBI
OG0012987	sp|Q92945|FUBP2_HUMAN	tr|A0A6P3G4R8|A0A6P3G4R8_BISBI
OG0012988	sp|P29475|NOS1_HUMAN	tr|A0A6P3G4Y5|A0A6P3G4Y5_BISBI
OG0012989	sp|O95445|APOM_HUMAN	tr|A0A6P3GJ42|A0A6P3GJ42_BISBI
OG0012990	sp|P18084|ITB5_HUMAN	tr|A0A6P3GM30|A0A6P3GM30_BISBI
OG0012991	sp|Q5VTH2|FLTOP_HUMAN	tr|A0A6P3GR57|A0A6P3GR57_BISBI
OG0012992	sp|O94898|LRIG2_HUMAN	tr|A0A6P3GRK3|A0A6P3GRK3_BISBI
OG0012993	sp|Q9P203|BTBD7_HUMAN	tr|A0A6P3GSX5|A0A6P3GSX5_BISBI
OG0012994	sp|Q0VDI3|TM267_HUMAN	tr|A0A6P3GW14|A0A6P3GW14_BISBI
OG0012995	sp|Q9HBV2|SACA1_HUMAN	tr|A0A6P3H1G5|A0A6P3H1G5_BISBI
OG0012996	sp|Q9Y2G4|ANKR6_HUMAN	tr|A0A6P3H1H8|A0A6P3H1H8_BISBI
OG0012997	sp|P55103|INHBC_HUMAN	tr|A0A6P3H261|A0A6P3H261_BISBI
OG0012998	sp|Q8TEE9|SAP25_HUMAN	tr|A0A6P3H2F5|A0A6P3H2F5_BISBI
OG0012999	sp|O60486|PLXC1_HUMAN	tr|A0A6P3H3B5|A0A6P3H3B5_BISBI
OG0013000	sp|Q15126|PMVK_HUMAN	tr|A0A6P3H3K4|A0A6P3H3K4_BISBI
OG0013001	sp|P12110|CO6A2_HUMAN	tr|A0A6P3H3Y3|A0A6P3H3Y3_BISBI
OG0013002	sp|Q8N5T2|TBC19_HUMAN	tr|A0A6P3H432|A0A6P3H432_BISBI
OG0013003	sp|A8MV23|SERP3_HUMAN	tr|A0A6P3H4E8|A0A6P3H4E8_BISBI
OG0013004	sp|Q96LL4|CH048_HUMAN	tr|A0A6P3H5E4|A0A6P3H5E4_BISBI
OG0013005	sp|Q6P1J6|PLB1_HUMAN	tr|A0A6P3H6G6|A0A6P3H6G6_BISBI
OG0013006	sp|Q96RP7|G3ST4_HUMAN	tr|A0A6P3HAP8|A0A6P3HAP8_BISBI
OG0013007	sp|Q9ULT0|TTC7A_HUMAN	tr|A0A6P3HCA3|A0A6P3HCA3_BISBI
OG0013008	sp|Q9UBV4|WNT16_HUMAN	tr|A0A6P3HCU0|A0A6P3HCU0_BISBI
OG0013009	sp|Q5M9N0|CD158_HUMAN	tr|A0A6P3HCZ8|A0A6P3HCZ8_BISBI
OG0013010	sp|Q6ZNW5|GDPP1_HUMAN	tr|A0A6P3HIW0|A0A6P3HIW0_BISBI
OG0013011	sp|Q9BV68|RN126_HUMAN	tr|A0A6P3HJI1|A0A6P3HJI1_BISBI
OG0013012	sp|Q969W9|PMEPA_HUMAN	tr|A0A6P3HL00|A0A6P3HL00_BISBI
OG0013013	sp|Q9NQ88|TIGAR_HUMAN	tr|A0A6P3HLJ0|A0A6P3HLJ0_BISBI
OG0013014	sp|Q5VYK3|ECM29_HUMAN	tr|A0A6P3HRR3|A0A6P3HRR3_BISBI
OG0013015	sp|Q8NAV1|PR38A_HUMAN	tr|A0A6P3HS99|A0A6P3HS99_BISBI
OG0013016	sp|Q6XZB0|LIPI_HUMAN	tr|A0A6P3HTJ3|A0A6P3HTJ3_BISBI
OG0013017	sp|O60733|PLPL9_HUMAN	tr|A0A6P3HVV1|A0A6P3HVV1_BISBI
OG0013018	sp|Q9NYQ3|HAOX2_HUMAN	tr|A0A6P3I1G5|A0A6P3I1G5_BISBI
OG0013019	sp|Q7Z589|EMSY_HUMAN	tr|A0A6P3I265|A0A6P3I265_BISBI
OG0013020	sp|Q8TEC5|SH3R2_HUMAN	tr|A0A6P3I2L6|A0A6P3I2L6_BISBI
OG0013021	sp|Q9H2U2|IPYR2_HUMAN	tr|A0A6P3I490|A0A6P3I490_BISBI
OG0013022	sp|Q14993|COJA1_HUMAN	tr|A0A6P3I4N4|A0A6P3I4N4_BISBI
OG0013023	sp|Q9P0K8|FOXJ2_HUMAN	tr|A0A6P3I7F9|A0A6P3I7F9_BISBI
OG0013024	sp|P48546|GIPR_HUMAN	tr|A0A6P3I8U1|A0A6P3I8U1_BISBI
OG0013025	sp|P23280|CAH6_HUMAN	tr|A0A6P3I8W2|A0A6P3I8W2_BISBI
OG0013026	sp|Q9NRL3|STRN4_HUMAN	tr|A0A6P3I8W8|A0A6P3I8W8_BISBI
OG0013027	sp|Q96I59|SYNM_HUMAN	tr|A0A6P3IAF0|A0A6P3IAF0_BISBI
OG0013028	sp|Q8N684|CPSF7_HUMAN	tr|A0A6P3ICN6|A0A6P3ICN6_BISBI
OG0013029	sp|Q6PJ61|FBX46_HUMAN	tr|A0A6P3IGH9|A0A6P3IGH9_BISBI
OG0013030	sp|Q12872|SFSWA_HUMAN	tr|A0A6P3IIH3|A0A6P3IIH3_BISBI
OG0013031	sp|Q9Y6R9|CCD61_HUMAN	tr|A0A6P3IJ62|A0A6P3IJ62_BISBI
OG0013032	sp|Q96IY4|CBPB2_HUMAN	tr|A0A6P3ILM4|A0A6P3ILM4_BISBI
OG0013033	sp|Q99447|PCY2_HUMAN	tr|A0A6P3ITY3|A0A6P3ITY3_BISBI
OG0013034	sp|Q8IXQ9|ETKMT_HUMAN	tr|A0A6P3IX31|A0A6P3IX31_BISBI
OG0013035	sp|Q9Y600|CSAD_HUMAN	tr|A0A6P3IXL3|A0A6P3IXL3_BISBI
OG0013036	sp|Q6UX82|LYPD8_HUMAN	tr|A0A6P3IXM1|A0A6P3IXM1_BISBI
OG0013037	sp|P16410|CTLA4_HUMAN	tr|A0A6P3IYF0|A0A6P3IYF0_BISBI
OG0013038	sp|P35680|HNF1B_HUMAN	tr|A0A6P3J0C8|A0A6P3J0C8_BISBI
OG0013039	sp|Q3SXY7|LRIT3_HUMAN	tr|A0A6P3J0H3|A0A6P3J0H3_BISBI
OG0013040	sp|Q8N4L2|PP4P2_HUMAN	tr|A0A6P3J193|A0A6P3J193_BISBI
OG0013041	sp|P98095|FBLN2_HUMAN	tr|A0A6P3J2P9|A0A6P3J2P9_BISBI
OG0013042	sp|P84101|SERF2_HUMAN	tr|A0A6P3J2Z3|A0A6P3J2Z3_BISBI
OG0013043	sp|O00499|BIN1_HUMAN	tr|A0A6P3J3T3|A0A6P3J3T3_BISBI
OG0013044	sp|Q9BQ90|KLDC3_HUMAN	tr|A0A6P3J4L1|A0A6P3J4L1_BISBI
OG0013045	sp|Q5T0Z8|CF132_HUMAN	tr|A0A6P3J516|A0A6P3J516_BISBI
OG0013046	sp|P98155|VLDLR_HUMAN	tr|A0A6P3J5G5|A0A6P3J5G5_BISBI
OG0013047	sp|P53597|SUCA_HUMAN	tr|A0A6P3J783|A0A6P3J783_BISBI
OG0013048	sp|P50222|MEOX2_HUMAN	tr|A0A6P3J8Y2|A0A6P3J8Y2_BISBI
OG0013049	sp|Q99459|CDC5L_HUMAN	tr|A0A6P3JDE5|A0A6P3JDE5_BISBI
OG0013050	sp|Q15846|CLUL1_HUMAN	tr|A0A6P3G632|A0A6P3G632_BISBI
OG0013051	sp|Q9HA82|CERS4_HUMAN	tr|A0A6P3GIU4|A0A6P3GIU4_BISBI
OG0013052	sp|Q96DY2|DRC10_HUMAN	tr|A0A6P3GJD4|A0A6P3GJD4_BISBI
OG0013053	sp|Q9H9F9|ARP5_HUMAN	tr|A0A6P3GL60|A0A6P3GL60_BISBI
OG0013054	sp|O43324|MCA3_HUMAN	tr|A0A6P3GRL4|A0A6P3GRL4_BISBI
OG0013055	sp|P52803|EFNA5_HUMAN	tr|A0A6P3GTU5|A0A6P3GTU5_BISBI
OG0013056	sp|Q9Y4G2|PKHM1_HUMAN	tr|A0A6P3GVK8|A0A6P3GVK8_BISBI
OG0013057	sp|Q14656|TM187_HUMAN	tr|A0A6P3GXP5|A0A6P3GXP5_BISBI
OG0013058	sp|Q96N76|HUTU_HUMAN	tr|A0A6P3GXQ4|A0A6P3GXQ4_BISBI
OG0013059	sp|A8MU46|SMTL1_HUMAN	tr|A0A6P3GYH4|A0A6P3GYH4_BISBI
OG0013060	sp|Q9Y334|VWA7_HUMAN	tr|A0A6P3GZ71|A0A6P3GZ71_BISBI
OG0013061	sp|Q9P2S6|ANKY1_HUMAN	tr|A0A6P3GZM6|A0A6P3GZM6_BISBI
OG0013062	sp|Q96QB1|RHG07_HUMAN	tr|A0A6P3H0M2|A0A6P3H0M2_BISBI
OG0013063	sp|P60604|UB2G2_HUMAN	tr|A0A6P3H3M6|A0A6P3H3M6_BISBI
OG0013064	sp|Q68CZ6|HAUS3_HUMAN	tr|A0A6P3H3Q8|A0A6P3H3Q8_BISBI
OG0013065	sp|Q8IVJ8|APRG1_HUMAN	tr|A0A6P3H450|A0A6P3H450_BISBI
OG0013066	sp|Q5T4T1|T170B_HUMAN	tr|A0A6P3H509|A0A6P3H509_BISBI
OG0013067	sp|Q15742|NAB2_HUMAN	tr|A0A6P3H6J3|A0A6P3H6J3_BISBI
OG0013068	sp|Q9NUI1|DECR2_HUMAN	tr|A0A6P3H787|A0A6P3H787_BISBI
OG0013069	sp|Q92610|ZN592_HUMAN	tr|A0A6P3H7X9|A0A6P3H7X9_BISBI
OG0013070	sp|Q96HA7|TONSL_HUMAN	tr|A0A6P3H987|A0A6P3H987_BISBI
OG0013071	sp|Q2TAZ0|ATG2A_HUMAN	tr|A0A6P3HAJ0|A0A6P3HAJ0_BISBI
OG0013072	sp|Q8N4P6|LRC71_HUMAN	tr|A0A6P3HBK8|A0A6P3HBK8_BISBI
OG0013073	sp|P50748|KNTC1_HUMAN	tr|A0A6P3HBM9|A0A6P3HBM9_BISBI
OG0013074	sp|A8MVW5|HECA2_HUMAN	tr|A0A6P3HG04|A0A6P3HG04_BISBI
OG0013075	sp|Q5UIP0|RIF1_HUMAN	tr|A0A6P3HI62|A0A6P3HI62_BISBI
OG0013076	sp|Q01973|ROR1_HUMAN	tr|A0A6P3HIU1|A0A6P3HIU1_BISBI
OG0013077	sp|P40879|S26A3_HUMAN	tr|A0A6P3HK20|A0A6P3HK20_BISBI
OG0013078	sp|Q8NG08|HELB_HUMAN	tr|A0A6P3HL17|A0A6P3HL17_BISBI
OG0013079	sp|Q86UC2|RSPH3_HUMAN	tr|A0A6P3HL28|A0A6P3HL28_BISBI
OG0013080	sp|P01127|PDGFB_HUMAN	tr|A0A6P3HLU8|A0A6P3HLU8_BISBI
OG0013081	sp|P29590|PML_HUMAN	tr|A0A6P3HR67|A0A6P3HR67_BISBI
OG0013082	sp|O43405|COCH_HUMAN	tr|A0A6P3HRT0|A0A6P3HRT0_BISBI
OG0013083	sp|Q0P6H9|TMM62_HUMAN	tr|A0A6P3HUX5|A0A6P3HUX5_BISBI
OG0013084	sp|P18858|DNLI1_HUMAN	tr|A0A6P3HZB7|A0A6P3HZB7_BISBI
OG0013085	sp|A1L390|PKHG3_HUMAN	tr|A0A6P3I0B3|A0A6P3I0B3_BISBI
OG0013086	sp|Q9UIU6|SIX4_HUMAN	tr|A0A6P3I2G0|A0A6P3I2G0_BISBI
OG0013087	sp|Q8WW62|TMED6_HUMAN	tr|A0A6P3I3L8|A0A6P3I3L8_BISBI
OG0013088	sp|Q9NSK7|CS012_HUMAN	tr|A0A6P3I3X8|A0A6P3I3X8_BISBI
OG0013089	sp|A4D1B5|GSAP_HUMAN	tr|A0A6P3I4E0|A0A6P3I4E0_BISBI
OG0013090	sp|Q86X27|RGPS2_HUMAN	tr|A0A6P3I9F7|A0A6P3I9F7_BISBI
OG0013091	sp|Q9NQ38|ISK5_HUMAN	tr|A0A6P3IAF4|A0A6P3IAF4_BISBI
OG0013092	sp|P51172|SCNND_HUMAN	tr|A0A6P3ICH0|A0A6P3ICH0_BISBI
OG0013093	sp|Q86SX6|GLRX5_HUMAN	tr|A0A6P3ID18|A0A6P3ID18_BISBI
OG0013094	sp|O43513|MED7_HUMAN	tr|A0A6P3IGU8|A0A6P3IGU8_BISBI
OG0013095	sp|P36542|ATPG_HUMAN	tr|A0A6P3IHS9|A0A6P3IHS9_BISBI
OG0013096	sp|Q7Z601|GP142_HUMAN	tr|A0A6P3IKD4|A0A6P3IKD4_BISBI
OG0013097	sp|Q96LR4|TAFA4_HUMAN	tr|A0A6P3ILG7|A0A6P3ILG7_BISBI
OG0013098	sp|Q711Q0|CEFIP_HUMAN	tr|A0A6P3ILK3|A0A6P3ILK3_BISBI
OG0013099	sp|Q9Y2B4|T53G5_HUMAN	tr|A0A6P3ILL9|A0A6P3ILL9_BISBI
OG0013100	sp|Q9UIH9|KLF15_HUMAN	tr|A0A6P3IP63|A0A6P3IP63_BISBI
OG0013101	sp|P51161|FABP6_HUMAN	tr|A0A6P3IR38|A0A6P3IR38_BISBI
OG0013102	sp|O60443|GSDME_HUMAN	tr|A0A6P3IRA5|A0A6P3IRA5_BISBI
OG0013103	sp|Q9H5J4|ELOV6_HUMAN	tr|A0A6P3IRB3|A0A6P3IRB3_BISBI
OG0013104	sp|Q9BV86|NTM1A_HUMAN	tr|A0A6P3ISP7|A0A6P3ISP7_BISBI
OG0013105	sp|P55064|AQP5_HUMAN	tr|A0A6P3IV95|A0A6P3IV95_BISBI
OG0013106	sp|Q6ZN30|BNC2_HUMAN	tr|A0A6P3IW59|A0A6P3IW59_BISBI
OG0013107	sp|Q13201|MMRN1_HUMAN	tr|A0A6P3J197|A0A6P3J197_BISBI
OG0013108	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A6P3J5G3|A0A6P3J5G3_BISBI
OG0013109	sp|Q96FG2|ELMD3_HUMAN	tr|A0A6P3J7I0|A0A6P3J7I0_BISBI
OG0013110	sp|Q70CQ1|UBP49_HUMAN	tr|A0A6P3JDV3|A0A6P3JDV3_BISBI
OG0013111	sp|Q7Z3D4|LYSM3_HUMAN	tr|A0A6P3GEX2|A0A6P3GEX2_BISBI
OG0013112	sp|Q9NPJ4|PNRC2_HUMAN	tr|A0A6P3GFQ1|A0A6P3GFQ1_BISBI
OG0013113	sp|Q9Y242|TCF19_HUMAN	tr|A0A6P3GHX7|A0A6P3GHX7_BISBI
OG0013114	sp|Q96JJ6|JPH4_HUMAN	tr|A0A6P3GJP8|A0A6P3GJP8_BISBI
OG0013115	sp|O14530|TXND9_HUMAN	tr|A0A6P3GN84|A0A6P3GN84_BISBI
OG0013116	sp|P42892|ECE1_HUMAN	tr|A0A6P3GNM3|A0A6P3GNM3_BISBI
OG0013117	sp|Q96T76|MMS19_HUMAN	tr|A0A6P3GPB7|A0A6P3GPB7_BISBI
OG0013118	sp|O75534|CSDE1_HUMAN	tr|A0A6P3GQC0|A0A6P3GQC0_BISBI
OG0013119	sp|Q9UMS5|PHTF1_HUMAN	tr|A0A6P3GQE8|A0A6P3GQE8_BISBI
OG0013120	sp|Q15058|KIF14_HUMAN	tr|A0A6P3GR99|A0A6P3GR99_BISBI
OG0013121	sp|Q96LM6|TEX37_HUMAN	tr|A0A6P3GS79|A0A6P3GS79_BISBI
OG0013122	sp|Q96CW5|GCP3_HUMAN	tr|A0A6P3GSK8|A0A6P3GSK8_BISBI
OG0013123	sp|C9JH25|PRRT4_HUMAN	tr|A0A6P3GTL2|A0A6P3GTL2_BISBI
OG0013124	sp|Q9H3Z7|ABHGB_HUMAN	tr|A0A6P3GTY2|A0A6P3GTY2_BISBI
OG0013125	sp|Q9NS75|CLTR2_HUMAN	tr|A0A6P3GWD2|A0A6P3GWD2_BISBI
OG0013126	sp|P15407|FOSL1_HUMAN	tr|A0A6P3GXL0|A0A6P3GXL0_BISBI
OG0013127	sp|Q9BZL4|PP12C_HUMAN	tr|A0A6P3GZ31|A0A6P3GZ31_BISBI
OG0013128	sp|P62847|RS24_HUMAN	tr|A0A6P3H0G0|A0A6P3H0G0_BISBI
OG0013129	sp|Q05996|ZP2_HUMAN	tr|A0A6P3H0H9|A0A6P3H0H9_BISBI
OG0013130	sp|Q14088|RB33A_HUMAN	tr|A0A6P3H0I1|A0A6P3H0I1_BISBI
OG0013131	sp|Q9UPX8|SHAN2_HUMAN	tr|A0A6P3H273|A0A6P3H273_BISBI
OG0013132	sp|Q8WWT9|S13A3_HUMAN	tr|A0A6P3H2K7|A0A6P3H2K7_BISBI
OG0013133	sp|P30044|PRDX5_HUMAN	tr|A0A6P3H2Y3|A0A6P3H2Y3_BISBI
OG0013134	sp|A6NJV1|F166C_HUMAN	tr|A0A6P3H606|A0A6P3H606_BISBI
OG0013135	sp|Q9HBU1|BARX1_HUMAN	tr|A0A6P3H740|A0A6P3H740_BISBI
OG0013136	sp|Q8NAP8|ZBT8B_HUMAN	tr|A0A6P3H7L8|A0A6P3H7L8_BISBI
OG0013137	sp|Q9BRJ7|TIRR_HUMAN	tr|A0A6P3H9C9|A0A6P3H9C9_BISBI
OG0013138	sp|P51168|SCNNB_HUMAN	tr|A0A6P3HAD3|A0A6P3HAD3_BISBI
OG0013139	sp|Q8NFF5|FAD1_HUMAN	tr|A0A6P3HBX8|A0A6P3HBX8_BISBI
OG0013140	sp|Q8NC74|RB8NL_HUMAN	tr|A0A6P3HDA1|A0A6P3HDA1_BISBI
