Orthogroup	Homo_sapiens	Equus_asinus_asinus
OG0013022	sp|Q96HL8|SH3Y1_HUMAN	tr|A0A8C4N1T3|A0A8C4N1T3_EQUAS
OG0013023	sp|P29558|RBMS1_HUMAN	tr|A0A8C4N5E0|A0A8C4N5E0_EQUAS
OG0013024	sp|Q8IXH8|CAD26_HUMAN	tr|A0A8C4N9V9|A0A8C4N9V9_EQUAS
OG0013025	sp|Q9UJK0|TSR3_HUMAN	tr|A0A8C4PF27|A0A8C4PF27_EQUAS
OG0013026	sp|P54725|RD23A_HUMAN	tr|A0A8C4PHB2|A0A8C4PHB2_EQUAS
OG0013027	sp|Q7Z2T5|TRM1L_HUMAN	tr|A0A8C4PIM3|A0A8C4PIM3_EQUAS
OG0013028	sp|Q9BVW5|TIPIN_HUMAN	tr|A0A8C4PJ60|A0A8C4PJ60_EQUAS
OG0013029	sp|Q9UPQ8|DOLK_HUMAN	tr|A0A8C4PJN0|A0A8C4PJN0_EQUAS
OG0013030	sp|Q9Y6K5|OAS3_HUMAN	tr|A0A8C4PLB8|A0A8C4PLB8_EQUAS
OG0013031	sp|Q9Y6X9|MORC2_HUMAN	tr|A0A8C4PLL8|A0A8C4PLL8_EQUAS
OG0013032	sp|Q9Y2R0|COA3_HUMAN	tr|A0A8C4PLQ3|A0A8C4PLQ3_EQUAS
OG0013033	sp|Q5T8A7|PPR26_HUMAN	tr|A0A8C4PLV1|A0A8C4PLV1_EQUAS
OG0013034	sp|Q7Z2W4|ZCCHV_HUMAN	tr|A0A8C4PLV4|A0A8C4PLV4_EQUAS
OG0013035	sp|Q8TE04|PANK1_HUMAN	tr|A0A8C4PM31|A0A8C4PM31_EQUAS
OG0013036	sp|Q6IPT4|NB5R5_HUMAN	tr|A0A8C4PPX8|A0A8C4PPX8_EQUAS
OG0013037	sp|Q9P0K8|FOXJ2_HUMAN	tr|A0A8C4PQM3|A0A8C4PQM3_EQUAS
OG0013038	sp|Q8NAN2|MIGA1_HUMAN	tr|A0A8C4PRS2|A0A8C4PRS2_EQUAS
OG0013039	sp|Q99972|MYOC_HUMAN	tr|A0A8C4PS90|A0A8C4PS90_EQUAS
OG0013040	sp|Q9H511|KLH31_HUMAN	tr|A0A8C4PTJ2|A0A8C4PTJ2_EQUAS
OG0013041	sp|Q86UY6|NAA40_HUMAN	tr|A0A8C4PTR9|A0A8C4PTR9_EQUAS
OG0013042	sp|O15212|PFD6_HUMAN	tr|A0A8C4PUA6|A0A8C4PUA6_EQUAS
OG0013043	sp|Q14997|PSME4_HUMAN	tr|A0A8C4KNZ7|A0A8C4KNZ7_EQUAS
OG0013044	sp|Q6ZRS4|ITPI1_HUMAN	tr|A0A8C4KRY5|A0A8C4KRY5_EQUAS
OG0013045	sp|Q9UBC2|EP15R_HUMAN	tr|A0A8C4KU14|A0A8C4KU14_EQUAS
OG0013046	sp|P83916|CBX1_HUMAN	tr|A0A8C4KXT6|A0A8C4KXT6_EQUAS
OG0013047	sp|Q8WVM8|SCFD1_HUMAN	tr|A0A8C4KYP5|A0A8C4KYP5_EQUAS
OG0013048	sp|P23743|DGKA_HUMAN	tr|A0A8C4L0Q4|A0A8C4L0Q4_EQUAS
OG0013049	sp|Q9H410|DSN1_HUMAN	tr|A0A8C4L1L6|A0A8C4L1L6_EQUAS
OG0013050	sp|Q12788|TBL3_HUMAN	tr|A0A8C4L3L2|A0A8C4L3L2_EQUAS
OG0013051	sp|Q8NEC5|CTSR1_HUMAN	tr|A0A8C4L5R0|A0A8C4L5R0_EQUAS
OG0013052	sp|Q5JWR5|DOP1_HUMAN	tr|A0A8C4L6K9|A0A8C4L6K9_EQUAS
OG0013053	sp|O60942|MCE1_HUMAN	tr|A0A8C4L9K7|A0A8C4L9K7_EQUAS
OG0013054	sp|Q99638|RAD9A_HUMAN	tr|A0A8C4LAW1|A0A8C4LAW1_EQUAS
OG0013055	sp|Q9BXW7|HDHD5_HUMAN	tr|A0A8C4LC40|A0A8C4LC40_EQUAS
OG0013056	sp|P0CW23|AKAI1_HUMAN	tr|A0A8C4LC92|A0A8C4LC92_EQUAS
OG0013057	sp|Q6ZN17|LN28B_HUMAN	tr|A0A8C4LD32|A0A8C4LD32_EQUAS
OG0013058	sp|Q9BS16|CENPK_HUMAN	tr|A0A8C4LDU6|A0A8C4LDU6_EQUAS
OG0013059	sp|Q9UHI6|DDX20_HUMAN	tr|A0A8C4LED7|A0A8C4LED7_EQUAS
OG0013060	sp|Q8TEB9|RHBL4_HUMAN	tr|A0A8C4LGV9|A0A8C4LGV9_EQUAS
OG0013061	sp|C9JR72|KBTBD_HUMAN	tr|A0A8C4LI61|A0A8C4LI61_EQUAS
OG0013062	sp|Q8TF01|PNISR_HUMAN	tr|A0A8C4LIJ8|A0A8C4LIJ8_EQUAS
OG0013063	sp|Q99102|MUC4_HUMAN	tr|A0A8C4LJ55|A0A8C4LJ55_EQUAS
OG0013064	sp|Q15431|SYCP1_HUMAN	tr|A0A8C4LJ74|A0A8C4LJ74_EQUAS
OG0013065	sp|Q9NWT6|HIF1N_HUMAN	tr|A0A8C4LKR4|A0A8C4LKR4_EQUAS
OG0013066	sp|O43741|AAKB2_HUMAN	tr|A0A8C4LLD8|A0A8C4LLD8_EQUAS
OG0013067	sp|Q86T13|CLC14_HUMAN	tr|A0A8C4LMD2|A0A8C4LMD2_EQUAS
OG0013068	sp|Q5JUQ0|FA78A_HUMAN	tr|A0A8C4LMY1|A0A8C4LMY1_EQUAS
OG0013069	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A8C4LNC6|A0A8C4LNC6_EQUAS
OG0013070	sp|Q9UH92|MLX_HUMAN	tr|A0A8C4LPJ8|A0A8C4LPJ8_EQUAS
OG0013071	sp|Q9C0D7|ZC12C_HUMAN	tr|A0A8C4LPY2|A0A8C4LPY2_EQUAS
OG0013072	sp|Q9NXR8|ING3_HUMAN	tr|A0A8C4LS71|A0A8C4LS71_EQUAS
OG0013073	sp|Q9UNL2|SSRG_HUMAN	tr|A0A8C4LXR7|A0A8C4LXR7_EQUAS
OG0013074	sp|Q7L591|DOK3_HUMAN	tr|A0A8C4LXT6|A0A8C4LXT6_EQUAS
OG0013075	sp|A6NMT0|DBX1_HUMAN	tr|A0A8C4M1F5|A0A8C4M1F5_EQUAS
OG0013076	sp|Q01851|PO4F1_HUMAN	tr|A0A8C4M1M2|A0A8C4M1M2_EQUAS
OG0013077	sp|A6NNN8|S38A8_HUMAN	tr|A0A8C4M243|A0A8C4M243_EQUAS
OG0013078	sp|O43566|RGS14_HUMAN	tr|A0A8C4M2H2|A0A8C4M2H2_EQUAS
OG0013079	sp|Q13546|RIPK1_HUMAN	tr|A0A8C4M5C5|A0A8C4M5C5_EQUAS
OG0013080	sp|O76050|NEUL1_HUMAN	tr|A0A8C4M643|A0A8C4M643_EQUAS
OG0013081	sp|Q8IX03|KIBRA_HUMAN	tr|A0A8C4M687|A0A8C4M687_EQUAS
OG0013082	sp|Q15652|JHD2C_HUMAN	tr|A0A8C4M6T3|A0A8C4M6T3_EQUAS
OG0013083	sp|Q9H9H5|MA6D1_HUMAN	tr|A0A8C4M7G4|A0A8C4M7G4_EQUAS
OG0013084	sp|O00391|QSOX1_HUMAN	tr|A0A8C4M9J5|A0A8C4M9J5_EQUAS
OG0013085	sp|Q6DKI7|PVRIG_HUMAN	tr|A0A8C4MFD9|A0A8C4MFD9_EQUAS
OG0013086	sp|Q15120|PDK3_HUMAN	tr|A0A8C4MFR3|A0A8C4MFR3_EQUAS
OG0013087	sp|Q86VN1|VPS36_HUMAN	tr|A0A8C4MFV2|A0A8C4MFV2_EQUAS
OG0013088	sp|Q6P2C0|WDR93_HUMAN	tr|A0A8C4MGD8|A0A8C4MGD8_EQUAS
OG0013089	sp|P35573|GDE_HUMAN	tr|A0A8C4MHK6|A0A8C4MHK6_EQUAS
OG0013090	sp|Q8NFY4|SEM6D_HUMAN	tr|A0A8C4MHS0|A0A8C4MHS0_EQUAS
OG0013091	sp|Q0ZGT2|NEXN_HUMAN	tr|A0A8C4MKK4|A0A8C4MKK4_EQUAS
OG0013092	sp|O60248|SOX15_HUMAN	tr|A0A8C4MNW8|A0A8C4MNW8_EQUAS
OG0013093	sp|Q9Y6Y9|LY96_HUMAN	tr|A0A8C4MP15|A0A8C4MP15_EQUAS
OG0013094	sp|O76094|SRP72_HUMAN	tr|A0A8C4MP98|A0A8C4MP98_EQUAS
OG0013095	sp|Q9H3U5|MFSD1_HUMAN	tr|A0A8C4MPR6|A0A8C4MPR6_EQUAS
OG0013096	sp|Q96KJ4|MSLNL_HUMAN	tr|A0A8C4MRN1|A0A8C4MRN1_EQUAS
OG0013097	sp|P42224|STAT1_HUMAN	tr|A0A8C4MTI3|A0A8C4MTI3_EQUAS
OG0013098	sp|Q92974|ARHG2_HUMAN	tr|A0A8C4MUA5|A0A8C4MUA5_EQUAS
OG0013099	sp|P28715|ERCC5_HUMAN	tr|A0A8C4MUH2|A0A8C4MUH2_EQUAS
OG0013100	sp|P52655|TF2AA_HUMAN	tr|A0A8C4MW75|A0A8C4MW75_EQUAS
OG0013101	sp|Q6PH81|CP087_HUMAN	tr|A0A8C4MZN5|A0A8C4MZN5_EQUAS
OG0013102	sp|Q92504|S39A7_HUMAN	tr|A0A8C4N1C4|A0A8C4N1C4_EQUAS
OG0013103	sp|Q92765|SFRP3_HUMAN	tr|A0A8C4N261|A0A8C4N261_EQUAS
OG0013104	sp|P42695|CNDD3_HUMAN	tr|A0A8C4N8C7|A0A8C4N8C7_EQUAS
OG0013105	sp|Q9NS93|TM7S3_HUMAN	tr|A0A8C4PJC5|A0A8C4PJC5_EQUAS
OG0013106	sp|P22466|GALA_HUMAN	tr|A0A8C4PJU4|A0A8C4PJU4_EQUAS
OG0013107	sp|P08581|MET_HUMAN	tr|A0A8C4PKW6|A0A8C4PKW6_EQUAS
OG0013108	sp|Q8N2C7|UNC80_HUMAN	tr|A0A8C4PP56|A0A8C4PP56_EQUAS
OG0013109	sp|Q9UQQ1|NALDL_HUMAN	tr|A0A8C4PSG5|A0A8C4PSG5_EQUAS
OG0013110	sp|O94989|ARHGF_HUMAN	tr|A0A8C4PT96|A0A8C4PT96_EQUAS
OG0013111	sp|Q8TEC5|SH3R2_HUMAN	tr|A0A8C4PTS0|A0A8C4PTS0_EQUAS
OG0013112	sp|O15375|MOT6_HUMAN	tr|A0A8C4KR51|A0A8C4KR51_EQUAS
OG0013113	sp|P13994|YJU2B_HUMAN	tr|A0A8C4KS77|A0A8C4KS77_EQUAS
OG0013114	sp|P40121|CAPG_HUMAN	tr|A0A8C4KTA7|A0A8C4KTA7_EQUAS
OG0013115	sp|Q8IWX8|CHERP_HUMAN	tr|A0A8C4KUB0|A0A8C4KUB0_EQUAS
OG0013116	sp|Q04760|LGUL_HUMAN	tr|A0A8C4KW11|A0A8C4KW11_EQUAS
OG0013117	sp|P43246|MSH2_HUMAN	tr|A0A8C4L0A7|A0A8C4L0A7_EQUAS
OG0013118	sp|A1L0T0|HACL2_HUMAN	tr|A0A8C4L0W3|A0A8C4L0W3_EQUAS
OG0013119	sp|Q9Y6X5|ENPP4_HUMAN	tr|A0A8C4L438|A0A8C4L438_EQUAS
OG0013120	sp|Q8NDC0|MISSL_HUMAN	tr|A0A8C4L4I3|A0A8C4L4I3_EQUAS
OG0013121	sp|Q53H47|SETMR_HUMAN	tr|A0A8C4L7P2|A0A8C4L7P2_EQUAS
OG0013122	sp|O95456|PSMG1_HUMAN	tr|A0A8C4LAS0|A0A8C4LAS0_EQUAS
OG0013123	sp|Q9UHB9|SRP68_HUMAN	tr|A0A8C4LBC7|A0A8C4LBC7_EQUAS
OG0013124	sp|Q9BYD5|CNFN_HUMAN	tr|A0A8C4LBJ3|A0A8C4LBJ3_EQUAS
OG0013125	sp|Q96MC4|C295L_HUMAN	tr|A0A8C4LBP8|A0A8C4LBP8_EQUAS
OG0013126	sp|Q9NP08|HMX1_HUMAN	tr|A0A8C4LCM3|A0A8C4LCM3_EQUAS
OG0013127	sp|Q9C0D4|Z518B_HUMAN	tr|A0A8C4LDZ0|A0A8C4LDZ0_EQUAS
OG0013128	sp|Q9Y3D2|MSRB2_HUMAN	tr|A0A8C4LDZ7|A0A8C4LDZ7_EQUAS
OG0013129	sp|Q9Y5X9|LIPE_HUMAN	tr|A0A8C4LE66|A0A8C4LE66_EQUAS
OG0013130	sp|Q6NXT6|TAPT1_HUMAN	tr|A0A8C4LEP4|A0A8C4LEP4_EQUAS
OG0013131	sp|Q14088|RB33A_HUMAN	tr|A0A8C4LER5|A0A8C4LER5_EQUAS
OG0013132	sp|Q2QGD7|ZXDC_HUMAN	tr|A0A8C4LFR7|A0A8C4LFR7_EQUAS
OG0013133	sp|Q8WUM9|S20A1_HUMAN	tr|A0A8C4LGW6|A0A8C4LGW6_EQUAS
OG0013134	sp|Q9Y2G5|OFUT2_HUMAN	tr|A0A8C4LM13|A0A8C4LM13_EQUAS
OG0013135	sp|Q99967|CITE2_HUMAN	tr|A0A8C4LMK4|A0A8C4LMK4_EQUAS
OG0013136	sp|Q5H9R7|PP6R3_HUMAN	tr|A0A8C4LMR9|A0A8C4LMR9_EQUAS
OG0013137	sp|P01298|PAHO_HUMAN	tr|A0A8C4LNL7|A0A8C4LNL7_EQUAS
OG0013138	sp|P49685|GPR15_HUMAN	tr|A0A8C4LTQ2|A0A8C4LTQ2_EQUAS
OG0013139	sp|Q96K78|AGRG7_HUMAN	tr|A0A8C4LVB1|A0A8C4LVB1_EQUAS
OG0013140	sp|Q9NW68|BSDC1_HUMAN	tr|A0A8C4LVD1|A0A8C4LVD1_EQUAS
OG0013141	sp|Q9NYF8|BCLF1_HUMAN	tr|A0A8C4LVZ1|A0A8C4LVZ1_EQUAS
OG0013142	sp|Q92551|IP6K1_HUMAN	tr|A0A8C4LY15|A0A8C4LY15_EQUAS
OG0013143	sp|Q93075|TATD2_HUMAN	tr|A0A8C4M401|A0A8C4M401_EQUAS
OG0013144	sp|Q8NE31|FA13C_HUMAN	tr|A0A8C4M4W2|A0A8C4M4W2_EQUAS
OG0013145	sp|O15446|RPA34_HUMAN	tr|A0A8C4M5A0|A0A8C4M5A0_EQUAS
OG0013146	sp|Q0VD86|INCA1_HUMAN	tr|A0A8C4M6Z1|A0A8C4M6Z1_EQUAS
OG0013147	sp|Q9NQ76|MEPE_HUMAN	tr|A0A8C4M7E0|A0A8C4M7E0_EQUAS
OG0013148	sp|Q96JF6|ZN594_HUMAN	tr|A0A8C4M7X1|A0A8C4M7X1_EQUAS
OG0013149	sp|P82980|RET5_HUMAN	tr|A0A8C4M8V1|A0A8C4M8V1_EQUAS
OG0013150	sp|P52738|ZN140_HUMAN	tr|A0A8C4MCL6|A0A8C4MCL6_EQUAS
OG0013151	sp|Q96LL9|DJC30_HUMAN	tr|A0A8C4MG82|A0A8C4MG82_EQUAS
OG0013152	sp|O75838|CIB2_HUMAN	tr|A0A8C4MGU4|A0A8C4MGU4_EQUAS
OG0013153	sp|P35372|OPRM_HUMAN	tr|A0A8C4MIE8|A0A8C4MIE8_EQUAS
OG0013154	sp|Q96KC9|CABS1_HUMAN	tr|A0A8C4MKW2|A0A8C4MKW2_EQUAS
OG0013155	sp|Q7KZI7|MARK2_HUMAN	tr|A0A8C4MQG1|A0A8C4MQG1_EQUAS
OG0013156	sp|O75175|CNOT3_HUMAN	tr|A0A8C4MSV0|A0A8C4MSV0_EQUAS
OG0013157	sp|O43827|ANGL7_HUMAN	tr|A0A8C4MU48|A0A8C4MU48_EQUAS
OG0013158	sp|P40145|ADCY8_HUMAN	tr|A0A8C4MVL7|A0A8C4MVL7_EQUAS
OG0013159	sp|Q7Z4L0|COX8C_HUMAN	tr|A0A8C4MZH9|A0A8C4MZH9_EQUAS
OG0013160	sp|O75899|GABR2_HUMAN	tr|A0A8C4MZR2|A0A8C4MZR2_EQUAS
OG0013161	sp|Q68CP9|ARID2_HUMAN	tr|A0A8C4N0V3|A0A8C4N0V3_EQUAS
OG0013162	sp|O43688|PLPP2_HUMAN	tr|A0A8C4N2J7|A0A8C4N2J7_EQUAS
OG0013163	sp|Q4G0S4|C27C1_HUMAN	tr|A0A8C4N729|A0A8C4N729_EQUAS
OG0013164	sp|P54284|CACB3_HUMAN	tr|A0A8C4PEY6|A0A8C4PEY6_EQUAS
OG0013165	sp|P34059|GALNS_HUMAN	tr|A0A8C4PF53|A0A8C4PF53_EQUAS
OG0013166	sp|P0DJH9|RD3L_HUMAN	tr|A0A8C4PHE4|A0A8C4PHE4_EQUAS
OG0013167	sp|O43657|TSN6_HUMAN	tr|A0A8C4PHN1|A0A8C4PHN1_EQUAS
OG0013168	sp|Q96L94|SNX22_HUMAN	tr|A0A8C4PIZ7|A0A8C4PIZ7_EQUAS
OG0013169	sp|Q8IXT1|DDIAS_HUMAN	tr|A0A8C4PNM0|A0A8C4PNM0_EQUAS
OG0013170	sp|Q9C0B2|CFA74_HUMAN	tr|A0A8C4PPU3|A0A8C4PPU3_EQUAS
OG0013171	sp|Q9Y5X1|SNX9_HUMAN	tr|A0A8C4PSN2|A0A8C4PSN2_EQUAS
OG0013172	sp|Q6P9H4|CNKR3_HUMAN	tr|A0A8C4PSY7|A0A8C4PSY7_EQUAS
OG0013173	sp|Q8TC07|TBC15_HUMAN	tr|A0A8C4PV27|A0A8C4PV27_EQUAS
OG0013174	sp|Q9Y5X0|SNX10_HUMAN	tr|A0A8C4PV60|A0A8C4PV60_EQUAS
OG0013175	sp|Q9NPH3|IL1AP_HUMAN	tr|A0A8C4KSK0|A0A8C4KSK0_EQUAS
OG0013176	sp|O60353|FZD6_HUMAN	tr|A0A8C4KST2|A0A8C4KST2_EQUAS
OG0013177	sp|Q7RTY5|PRS48_HUMAN	tr|A0A8C4KTN9|A0A8C4KTN9_EQUAS
OG0013178	sp|Q1MSJ5|CSPP1_HUMAN	tr|A0A8C4KU34|A0A8C4KU34_EQUAS
OG0013179	sp|P06703|S10A6_HUMAN	tr|A0A8C4KVN8|A0A8C4KVN8_EQUAS
OG0013180	sp|P19474|RO52_HUMAN	tr|A0A8C4KYC0|A0A8C4KYC0_EQUAS
OG0013181	sp|O15234|CASC3_HUMAN	tr|A0A8C4L0M4|A0A8C4L0M4_EQUAS
OG0013182	sp|Q9NRL2|BAZ1A_HUMAN	tr|A0A8C4L0Y8|A0A8C4L0Y8_EQUAS
OG0013183	sp|Q9H6B9|EPHX3_HUMAN	tr|A0A8C4L1M2|A0A8C4L1M2_EQUAS
OG0013184	sp|Q9BQC3|DPH2_HUMAN	tr|A0A8C4L1N0|A0A8C4L1N0_EQUAS
OG0013185	sp|Q9H4I0|RD21L_HUMAN	tr|A0A8C4L1T2|A0A8C4L1T2_EQUAS
OG0013186	sp|Q96M91|CFA53_HUMAN	tr|A0A8C4L406|A0A8C4L406_EQUAS
OG0013187	sp|P22492|H1T_HUMAN	tr|A0A8C4L5A5|A0A8C4L5A5_EQUAS
OG0013188	sp|Q9NXB0|MKS1_HUMAN	tr|A0A8C4L5D8|A0A8C4L5D8_EQUAS
OG0013189	sp|Q5HYK3|COQ5_HUMAN	tr|A0A8C4L6I6|A0A8C4L6I6_EQUAS
OG0013190	sp|O95416|SOX14_HUMAN	tr|A0A8C4L8F8|A0A8C4L8F8_EQUAS
OG0013191	sp|Q92994|TF3B_HUMAN	tr|A0A8C4LAB5|A0A8C4LAB5_EQUAS
OG0013192	sp|Q86UU0|BCL9L_HUMAN	tr|A0A8C4LAG6|A0A8C4LAG6_EQUAS
OG0013193	sp|Q9NPA2|MMP25_HUMAN	tr|A0A8C4LAU2|A0A8C4LAU2_EQUAS
OG0013194	sp|O43663|PRC1_HUMAN	tr|A0A8C4LD18|A0A8C4LD18_EQUAS
OG0013195	sp|P55771|PAX9_HUMAN	tr|A0A8C4LEF9|A0A8C4LEF9_EQUAS
OG0013196	sp|P27352|IF_HUMAN	tr|A0A8C4LFZ4|A0A8C4LFZ4_EQUAS
OG0013197	sp|Q6NTF7|ABC3H_HUMAN	tr|A0A8C4LK01|A0A8C4LK01_EQUAS
OG0013198	sp|O15018|PDZD2_HUMAN	tr|A0A8C4LKK6|A0A8C4LKK6_EQUAS
OG0013199	sp|Q8IUC3|KRA71_HUMAN	tr|A0A8C4LL99|A0A8C4LL99_EQUAS
OG0013200	sp|P11487|FGF3_HUMAN	tr|A0A8C4LN14|A0A8C4LN14_EQUAS
OG0013201	sp|Q8N6F7|GCSAM_HUMAN	tr|A0A8C4LTS3|A0A8C4LTS3_EQUAS
OG0013202	sp|Q8WTW4|NPRL2_HUMAN	tr|A0A8C4LWD5|A0A8C4LWD5_EQUAS
OG0013203	sp|Q8IVT5|KSR1_HUMAN	tr|A0A8C4LZL7|A0A8C4LZL7_EQUAS
OG0013204	sp|Q4G0P3|HYDIN_HUMAN	tr|A0A8C4LZU9|A0A8C4LZU9_EQUAS
OG0013205	sp|A0PJX0|CIB4_HUMAN	tr|A0A8C4M049|A0A8C4M049_EQUAS
OG0013206	sp|P09529|INHBB_HUMAN	tr|A0A8C4M1H3|A0A8C4M1H3_EQUAS
OG0013207	sp|Q92925|SMRD2_HUMAN	tr|A0A8C4M237|A0A8C4M237_EQUAS
OG0013208	sp|Q9NW82|WDR70_HUMAN	tr|A0A8C4M312|A0A8C4M312_EQUAS
OG0013209	sp|P52790|HXK3_HUMAN	tr|A0A8C4M5M6|A0A8C4M5M6_EQUAS
OG0013210	sp|Q9NQ87|HEYL_HUMAN	tr|A0A8C4M5Z6|A0A8C4M5Z6_EQUAS
OG0013211	sp|Q9Y2L1|RRP44_HUMAN	tr|A0A8C4M764|A0A8C4M764_EQUAS
OG0013212	sp|A0A087WTH1|TM265_HUMAN	tr|A0A8C4M832|A0A8C4M832_EQUAS
OG0013213	sp|Q9UMD9|COHA1_HUMAN	tr|A0A8C4M9F2|A0A8C4M9F2_EQUAS
OG0013214	sp|Q9BPY8|HOP_HUMAN	tr|A0A8C4MFS6|A0A8C4MFS6_EQUAS
OG0013215	sp|Q9GZV9|FGF23_HUMAN	tr|A0A8C4MGF5|A0A8C4MGF5_EQUAS
OG0013216	sp|A2A3L6|TTC24_HUMAN	tr|A0A8C4MHD9|A0A8C4MHD9_EQUAS
OG0013217	sp|O00144|FZD9_HUMAN	tr|A0A8C4MK69|A0A8C4MK69_EQUAS
OG0013218	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A8C4ML36|A0A8C4ML36_EQUAS
OG0013219	sp|Q7L5N1|CSN6_HUMAN	tr|A0A8C4MLL6|A0A8C4MLL6_EQUAS
OG0013220	sp|P04062|GBA1_HUMAN	tr|A0A8C4MLM3|A0A8C4MLM3_EQUAS
OG0013221	sp|Q96L91|EP400_HUMAN	tr|A0A8C4MLZ7|A0A8C4MLZ7_EQUAS
OG0013222	sp|Q13103|SPP24_HUMAN	tr|A0A8C4MR64|A0A8C4MR64_EQUAS
OG0013223	sp|Q8WVR3|TPC14_HUMAN	tr|A0A8C4MRM2|A0A8C4MRM2_EQUAS
OG0013224	sp|O14960|LECT2_HUMAN	tr|A0A8C4MS16|A0A8C4MS16_EQUAS
OG0013225	sp|Q96AA8|JKIP2_HUMAN	tr|A0A8C4MSE7|A0A8C4MSE7_EQUAS
OG0013226	sp|Q9BRP1|PDD2L_HUMAN	tr|A0A8C4MSP7|A0A8C4MSP7_EQUAS
OG0013227	sp|Q8N999|CL029_HUMAN	tr|A0A8C4MUN5|A0A8C4MUN5_EQUAS
OG0013228	sp|Q16602|CALRL_HUMAN	tr|A0A8C4MUP6|A0A8C4MUP6_EQUAS
OG0013229	sp|Q6P9G0|CB5D1_HUMAN	tr|A0A8C4MWI8|A0A8C4MWI8_EQUAS
OG0013230	sp|Q9P202|WHRN_HUMAN	tr|A0A8C4MWN9|A0A8C4MWN9_EQUAS
OG0013231	sp|Q86W54|SPA24_HUMAN	tr|A0A8C4MY24|A0A8C4MY24_EQUAS
OG0013232	sp|Q9H6K1|ILRUN_HUMAN	tr|A0A8C4N0Z3|A0A8C4N0Z3_EQUAS
OG0013233	sp|Q9Y5Q3|MAFB_HUMAN	tr|A0A8C4N1J6|A0A8C4N1J6_EQUAS
OG0013234	sp|Q9H1D9|RPC6_HUMAN	tr|A0A8C4PFY6|A0A8C4PFY6_EQUAS
OG0013235	sp|Q99884|SC6A7_HUMAN	tr|A0A8C4PGN1|A0A8C4PGN1_EQUAS
OG0013236	sp|A0A1B0GTQ4|MYMX_HUMAN	tr|A0A8C4PH11|A0A8C4PH11_EQUAS
OG0013237	sp|Q86XW9|TXND6_HUMAN	tr|A0A8C4PHB9|A0A8C4PHB9_EQUAS
OG0013238	sp|Q8TAE8|G45IP_HUMAN	tr|A0A8C4PHK1|A0A8C4PHK1_EQUAS
OG0013239	sp|O75165|DJC13_HUMAN	tr|A0A8C4PI04|A0A8C4PI04_EQUAS
OG0013240	sp|Q13797|ITA9_HUMAN	tr|A0A8C4PJW2|A0A8C4PJW2_EQUAS
OG0013241	sp|Q24JP5|T132A_HUMAN	tr|A0A8C4PKC1|A0A8C4PKC1_EQUAS
OG0013242	sp|Q13432|U119A_HUMAN	tr|A0A8C4PLC3|A0A8C4PLC3_EQUAS
OG0013243	sp|O75592|MYCB2_HUMAN	tr|A0A8C4PQK6|A0A8C4PQK6_EQUAS
OG0013244	sp|A8MT65|ZN891_HUMAN	tr|A0A8C4PR66|A0A8C4PR66_EQUAS
OG0013245	sp|P40926|MDHM_HUMAN	tr|A0A8C4PRJ4|A0A8C4PRJ4_EQUAS
OG0013246	sp|Q9NZQ8|TRPM5_HUMAN	tr|A0A8C4KQL1|A0A8C4KQL1_EQUAS
OG0013247	sp|P08887|IL6RA_HUMAN	tr|A0A8C4KSS5|A0A8C4KSS5_EQUAS
OG0013248	sp|P29034|S10A2_HUMAN	tr|A0A8C4KVM0|A0A8C4KVM0_EQUAS
OG0013249	sp|P27540|ARNT_HUMAN	tr|A0A8C4KX20|A0A8C4KX20_EQUAS
OG0013250	sp|Q8NAG6|ANKL1_HUMAN	tr|A0A8C4KXQ1|A0A8C4KXQ1_EQUAS
OG0013251	sp|Q9UGV2|NDRG3_HUMAN	tr|A0A8C4KZ98|A0A8C4KZ98_EQUAS
OG0013252	sp|O95279|KCNK5_HUMAN	tr|A0A8C4L1E2|A0A8C4L1E2_EQUAS
OG0013253	sp|Q9NQW6|ANLN_HUMAN	tr|A0A8C4L3F8|A0A8C4L3F8_EQUAS
OG0013254	sp|Q96BH3|ESPB1_HUMAN	tr|A0A8C4L412|A0A8C4L412_EQUAS
OG0013255	sp|Q9BX97|PLVAP_HUMAN	tr|A0A8C4L5H0|A0A8C4L5H0_EQUAS
OG0013256	sp|Q96PD5|PGRP2_HUMAN	tr|A0A8C4L6B9|A0A8C4L6B9_EQUAS
OG0013257	sp|P61313|RL15_HUMAN	tr|A0A8C4L826|A0A8C4L826_EQUAS
OG0013258	sp|Q86W26|NAL10_HUMAN	tr|A0A8C4L8K5|A0A8C4L8K5_EQUAS
OG0013259	sp|O60478|G137B_HUMAN	tr|A0A8C4L8W4|A0A8C4L8W4_EQUAS
OG0013260	sp|Q969W0|SPTSA_HUMAN	tr|A0A8C4L9Z5|A0A8C4L9Z5_EQUAS
OG0013261	sp|Q9HCL0|PCD18_HUMAN	tr|A0A8C4LHK1|A0A8C4LHK1_EQUAS
OG0013262	sp|Q9H867|MT21D_HUMAN	tr|A0A8C4LIZ9|A0A8C4LIZ9_EQUAS
OG0013263	sp|Q99460|PSMD1_HUMAN	tr|A0A8C4LJI6|A0A8C4LJI6_EQUAS
OG0013264	sp|Q96HP8|T176A_HUMAN	tr|A0A8C4LKK8|A0A8C4LKK8_EQUAS
