Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0009742	sp|Q6ECI4|ZN470_HUMAN	tr|G1P093|G1P093_MYOLU
OG0009743	sp|Q6JBY9|CPZIP_HUMAN	tr|G1QCY1|G1QCY1_MYOLU
OG0009744	sp|Q6ZMC9|SIG15_HUMAN	tr|G1P3G1|G1P3G1_MYOLU
OG0009745	sp|Q7Z736|PKHH3_HUMAN	tr|G1PA72|G1PA72_MYOLU
OG0009746	sp|Q86SP6|GP149_HUMAN	tr|G1PJJ8|G1PJJ8_MYOLU
OG0009747	sp|Q8NAA4|A16L2_HUMAN	tr|G1NSS9|G1NSS9_MYOLU
OG0009748	sp|Q8NFF2|NCKX4_HUMAN	tr|G1PFW0|G1PFW0_MYOLU
OG0009749	sp|Q8NFN8|GP156_HUMAN	tr|G1PDI1|G1PDI1_MYOLU
OG0009750	sp|Q92521|PIGB_HUMAN	tr|G1PD50|G1PD50_MYOLU
OG0009751	sp|Q92530|PSMF1_HUMAN	tr|G1PM29|G1PM29_MYOLU
OG0009752	sp|Q969G3|SMCE1_HUMAN	tr|G1P2U2|G1P2U2_MYOLU
OG0009753	sp|Q96ER3|SAAL1_HUMAN	tr|G1PAL8|G1PAL8_MYOLU
OG0009754	sp|Q96FI4|NEIL1_HUMAN	tr|G1PE15|G1PE15_MYOLU
OG0009755	sp|Q96FQ6|S10AG_HUMAN	tr|G1PNZ4|G1PNZ4_MYOLU
OG0009756	sp|Q96JF0|SIAT2_HUMAN	tr|G1PJT1|G1PJT1_MYOLU
OG0009757	sp|Q96KG9|SCYL1_HUMAN	tr|G1PBK1|G1PBK1_MYOLU
OG0009758	sp|Q96MF6|CQ10A_HUMAN	tr|G1P7L1|G1P7L1_MYOLU
OG0009759	sp|Q99574|NEUS_HUMAN	tr|G1PYR4|G1PYR4_MYOLU
OG0009760	sp|Q9BPX3|CND3_HUMAN	tr|G1PNK7|G1PNK7_MYOLU
OG0009761	sp|Q9BTY7|HGH1_HUMAN	tr|G1QG23|G1QG23_MYOLU
OG0009762	sp|Q9BXL5|HEMGN_HUMAN	tr|G1NX13|G1NX13_MYOLU
OG0009763	sp|Q9BY32|ITPA_HUMAN	tr|G1NT45|G1NT45_MYOLU
OG0009764	sp|Q9C0B9|ZCHC2_HUMAN	tr|G1PDU2|G1PDU2_MYOLU
OG0009765	sp|Q9H081|MIS12_HUMAN	tr|G1PU61|G1PU61_MYOLU
OG0009766	sp|Q9H4E7|DEFI6_HUMAN	tr|G1PBV6|G1PBV6_MYOLU
OG0009767	sp|Q9H6F2|TM38A_HUMAN	tr|G1PNU9|G1PNU9_MYOLU
OG0009768	sp|Q9NTU4|CTSRZ_HUMAN	tr|G1Q8D7|G1Q8D7_MYOLU
OG0009769	sp|Q9NW08|RPC2_HUMAN	tr|G1PU64|G1PU64_MYOLU
OG0009770	sp|Q9P2J2|TUTLA_HUMAN	tr|G1Q2F8|G1Q2F8_MYOLU
OG0009771	sp|Q9P2Y4|ZN219_HUMAN	tr|G1P8A0|G1P8A0_MYOLU
OG0009772	sp|Q9UJU5|FOXD3_HUMAN	tr|L7N1L8|L7N1L8_MYOLU
OG0009773	sp|Q9ULW0|TPX2_HUMAN	tr|G1P8V4|G1P8V4_MYOLU
OG0009774	sp|Q9Y2T1|AXIN2_HUMAN	tr|G1QAU1|G1QAU1_MYOLU
OG0009775	sp|A0A1B0GUA9|CM046_HUMAN	tr|G1Q5C6|G1Q5C6_MYOLU
OG0009776	sp|A6NEQ2|F181B_HUMAN	tr|G1QDK3|G1QDK3_MYOLU
OG0009777	sp|A8MXV4|NUD19_HUMAN	tr|G1Q0U2|G1Q0U2_MYOLU
OG0009778	sp|D6RIA3|CD054_HUMAN	tr|G1QF86|G1QF86_MYOLU
OG0009779	sp|O00305|CACB4_HUMAN	tr|G1P084|G1P084_MYOLU
OG0009780	sp|O14874|BCKD_HUMAN	tr|G1P364|G1P364_MYOLU
OG0009781	sp|O15353|FOXN1_HUMAN	tr|G1PKD1|G1PKD1_MYOLU
OG0009782	sp|O75508|CLD11_HUMAN	tr|G1PR77|G1PR77_MYOLU
OG0009783	sp|O95857|TSN13_HUMAN	tr|G1PR65|G1PR65_MYOLU
OG0009784	sp|P01350|GAST_HUMAN	tr|G1P3W2|G1P3W2_MYOLU
OG0009785	sp|P05166|PCCB_HUMAN	tr|G1PFZ0|G1PFZ0_MYOLU
OG0009786	sp|P07196|NFL_HUMAN	tr|G1P702|G1P702_MYOLU
OG0009787	sp|P14866|HNRPL_HUMAN	tr|G1NUI2|G1NUI2_MYOLU
OG0009788	sp|P19404|NDUV2_HUMAN	tr|G1PMZ2|G1PMZ2_MYOLU
OG0009789	sp|P24592|IBP6_HUMAN	tr|G1PWG8|G1PWG8_MYOLU
OG0009790	sp|P31946|1433B_HUMAN	tr|G1P6R4|G1P6R4_MYOLU
OG0009791	sp|P39210|MPV17_HUMAN	tr|G1NVD2|G1NVD2_MYOLU
OG0009792	sp|P51153|RAB13_HUMAN	tr|G1PWA7|G1PWA7_MYOLU
OG0009793	sp|P52815|RM12_HUMAN	tr|G1NZV1|G1NZV1_MYOLU
OG0009794	sp|P54577|SYYC_HUMAN	tr|G1NU12|G1NU12_MYOLU
OG0009795	sp|Q13061|TRDN_HUMAN	tr|G1NSL1|G1NSL1_MYOLU
OG0009796	sp|Q13595|TRA2A_HUMAN	tr|G1PP11|G1PP11_MYOLU
OG0009797	sp|Q2M3C7|SPKAP_HUMAN	tr|G1NXT5|G1NXT5_MYOLU
OG0009798	sp|Q4G0U5|PCDP1_HUMAN	tr|G1NVS2|G1NVS2_MYOLU
OG0009799	sp|Q6NUI6|CHADL_HUMAN	tr|G1PCF8|G1PCF8_MYOLU
OG0009800	sp|Q7RTX7|CTSR4_HUMAN	tr|G1PFH7|G1PFH7_MYOLU
OG0009801	sp|Q86TI4|WDR86_HUMAN	tr|G1PVN2|G1PVN2_MYOLU
OG0009802	sp|Q8IX15|HOMEZ_HUMAN	tr|G1P3I9|G1P3I9_MYOLU
OG0009803	sp|Q8IYM1|SEP12_HUMAN	tr|G1P0C9|G1P0C9_MYOLU
OG0009804	sp|Q8N307|MUC20_HUMAN	tr|G1P2X6|G1P2X6_MYOLU
OG0009805	sp|Q8NBI2|CYAC3_HUMAN	tr|G1PME2|G1PME2_MYOLU
OG0009806	sp|Q8NCD3|HJURP_HUMAN	tr|G1PWU4|G1PWU4_MYOLU
OG0009807	sp|Q8NEA4|FBX36_HUMAN	tr|G1NVG6|G1NVG6_MYOLU
OG0009808	sp|Q8NFV4|ABHDB_HUMAN	tr|G1QC57|G1QC57_MYOLU
OG0009809	sp|Q8WV22|NSE1_HUMAN	tr|G1PB56|G1PB56_MYOLU
OG0009810	sp|Q8WW59|SPRY4_HUMAN	tr|G1P7Y0|G1P7Y0_MYOLU
OG0009811	sp|Q8WW62|TMED6_HUMAN	tr|G1P7A9|G1P7A9_MYOLU
OG0009812	sp|Q8WWV3|RT4I1_HUMAN	tr|G1NZ11|G1NZ11_MYOLU
OG0009813	sp|Q92535|PIGC_HUMAN	tr|G1PVT5|G1PVT5_MYOLU
OG0009814	sp|Q92990|GLMN_HUMAN	tr|G1PVV0|G1PVV0_MYOLU
OG0009815	sp|Q96B21|TM45B_HUMAN	tr|G1PHF9|G1PHF9_MYOLU
OG0009816	sp|Q96BD0|SO4A1_HUMAN	tr|G1PLI3|G1PLI3_MYOLU
OG0009817	sp|Q96BH1|RNF25_HUMAN	tr|G1NVT0|G1NVT0_MYOLU
OG0009818	sp|Q96C74|ROP1L_HUMAN	tr|G1P2F7|G1P2F7_MYOLU
OG0009819	sp|Q96G01|BICD1_HUMAN	tr|G1PE61|G1PE61_MYOLU
OG0009820	sp|Q96PS1|FACOS_HUMAN	tr|G1P6I1|G1P6I1_MYOLU
OG0009821	sp|Q9BQG2|NUD12_HUMAN	tr|G1PQ84|G1PQ84_MYOLU
OG0009822	sp|Q9BXM0|PRAX_HUMAN	tr|G1NXH8|G1NXH8_MYOLU
OG0009823	sp|Q9BXM9|FSD1L_HUMAN	tr|G1P3Y2|G1P3Y2_MYOLU
OG0009824	sp|Q9BZM3|GSX2_HUMAN	tr|G1P7N2|G1P7N2_MYOLU
OG0009825	sp|Q9NX46|ADPRS_HUMAN	tr|G1QB92|G1QB92_MYOLU
OG0009826	sp|Q9NZS9|BFAR_HUMAN	tr|G1P4Q9|G1P4Q9_MYOLU
OG0009827	sp|Q9P0K7|RAI14_HUMAN	tr|G1PS46|G1PS46_MYOLU
OG0009828	sp|Q9UNI6|DUS12_HUMAN	tr|G1PLC1|G1PLC1_MYOLU
OG0009829	sp|Q9Y2G8|DJC16_HUMAN	tr|G1PED4|G1PED4_MYOLU
OG0009830	sp|A2RU48|SMCO3_HUMAN	tr|G1Q364|G1Q364_MYOLU
OG0009831	sp|O15228|GNPAT_HUMAN	tr|G1PLY9|G1PLY9_MYOLU
OG0009832	sp|O43174|CP26A_HUMAN	tr|G1PE35|G1PE35_MYOLU
OG0009833	sp|O43405|COCH_HUMAN	tr|G1PIP8|G1PIP8_MYOLU
OG0009834	sp|O60674|JAK2_HUMAN	tr|G1PL96|G1PL96_MYOLU
OG0009835	sp|O95183|VAMP5_HUMAN	tr|G1Q416|G1Q416_MYOLU
OG0009836	sp|O95873|CF047_HUMAN	tr|G1PDL2|G1PDL2_MYOLU
OG0009837	sp|O95996|APCL_HUMAN	tr|G1P0U5|G1P0U5_MYOLU
OG0009838	sp|P40925|MDHC_HUMAN	tr|G1NXN1|G1NXN1_MYOLU
OG0009839	sp|P49754|VPS41_HUMAN	tr|G1PCB8|G1PCB8_MYOLU
OG0009840	sp|P51686|CCR9_HUMAN	tr|G1P892|G1P892_MYOLU
OG0009841	sp|P53396|ACLY_HUMAN	tr|G1PJD1|G1PJD1_MYOLU
OG0009842	sp|P63313|TYB10_HUMAN	tr|G1QAS0|G1QAS0_MYOLU
OG0009843	sp|Q13112|CAF1B_HUMAN	tr|G1QBL1|G1QBL1_MYOLU
OG0009844	sp|Q14094|CCNI_HUMAN	tr|G1NVG5|G1NVG5_MYOLU
OG0009845	sp|Q15884|EREP1_HUMAN	tr|G1PA02|G1PA02_MYOLU
OG0009846	sp|Q16633|OBF1_HUMAN	tr|G1P451|G1P451_MYOLU
OG0009847	sp|Q4QY38|DB134_HUMAN	tr|G1NUT9|G1NUT9_MYOLU
OG0009848	sp|Q53H12|AGK_HUMAN	tr|G1P8I3|G1P8I3_MYOLU
OG0009849	sp|Q5T6F2|UBAP2_HUMAN	tr|G1P7X5|G1P7X5_MYOLU
OG0009850	sp|Q5VSY0|GKAP1_HUMAN	tr|G1PV15|G1PV15_MYOLU
OG0009851	sp|Q6PJT7|ZC3HE_HUMAN	tr|G1PUC5|G1PUC5_MYOLU
OG0009852	sp|Q6VUC0|AP2E_HUMAN	tr|G1PEM3|G1PEM3_MYOLU
OG0009853	sp|Q6ZQX7|LIAT1_HUMAN	tr|G1Q5K0|G1Q5K0_MYOLU
OG0009854	sp|Q6ZUS5|CC121_HUMAN	tr|G1QBM0|G1QBM0_MYOLU
OG0009855	sp|Q7RTP0|NIPA1_HUMAN	tr|G1P432|G1P432_MYOLU
OG0009856	sp|Q7Z5Y7|KCD20_HUMAN	tr|G1P8K2|G1P8K2_MYOLU
OG0009857	sp|Q7Z692|CEA19_HUMAN	tr|G1PC99|G1PC99_MYOLU
OG0009858	sp|Q86VD7|S2542_HUMAN	tr|G1PK23|G1PK23_MYOLU
OG0009859	sp|Q8N104|D106A_HUMAN	tr|G1Q146|G1Q146_MYOLU
OG0009860	sp|Q8NBF1|GLIS1_HUMAN	tr|G1PU85|G1PU85_MYOLU
OG0009861	sp|Q8TBG4|AT2L1_HUMAN	tr|G1NZH4|G1NZH4_MYOLU
OG0009862	sp|Q8WWH4|ASZ1_HUMAN	tr|G1PK51|G1PK51_MYOLU
OG0009863	sp|Q96CK0|ZN653_HUMAN	tr|G1PUD5|G1PUD5_MYOLU
OG0009864	sp|Q96HY7|DHTK1_HUMAN	tr|G1PFV7|G1PFV7_MYOLU
OG0009865	sp|Q96NW4|ANR27_HUMAN	tr|G1P8P2|G1P8P2_MYOLU
OG0009866	sp|Q96S86|HPLN3_HUMAN	tr|L7N0Y4|L7N0Y4_MYOLU
OG0009867	sp|Q99487|PAFA2_HUMAN	tr|G1PGP2|G1PGP2_MYOLU
OG0009868	sp|Q99618|CDCA3_HUMAN	tr|G1P7N1|G1P7N1_MYOLU
OG0009869	sp|Q9BQ67|GRWD1_HUMAN	tr|G1PQZ5|G1PQZ5_MYOLU
OG0009870	sp|Q9BYD2|RM09_HUMAN	tr|G1NXB3|G1NXB3_MYOLU
OG0009871	sp|Q9H171|ZBP1_HUMAN	tr|G1PVX2|G1PVX2_MYOLU
OG0009872	sp|Q9H3Y6|SRMS_HUMAN	tr|G1PQC5|G1PQC5_MYOLU
OG0009873	sp|Q9H490|PIGU_HUMAN	tr|G1P3B8|G1P3B8_MYOLU
OG0009874	sp|Q9H920|RN121_HUMAN	tr|G1P780|G1P780_MYOLU
OG0009875	sp|Q9HB07|MYG1_HUMAN	tr|G1PWJ4|G1PWJ4_MYOLU
OG0009876	sp|Q9NPB0|SMDC1_HUMAN	tr|G1PAL0|G1PAL0_MYOLU
OG0009877	sp|Q9NQE7|TSSP_HUMAN	tr|G1PT59|G1PT59_MYOLU
OG0009878	sp|Q9NY64|GTR8_HUMAN	tr|G1PMQ0|G1PMQ0_MYOLU
OG0009879	sp|Q9P270|SLAI2_HUMAN	tr|G1NVU1|G1NVU1_MYOLU
OG0009880	sp|Q9P2I0|CPSF2_HUMAN	tr|G1P528|G1P528_MYOLU
OG0009881	sp|Q9UBB6|NCDN_HUMAN	tr|G1Q5N5|G1Q5N5_MYOLU
OG0009882	sp|Q9UBP5|HEY2_HUMAN	tr|G1NY99|G1NY99_MYOLU
OG0009883	sp|Q9UGR2|Z3H7B_HUMAN	tr|G1NZU4|G1NZU4_MYOLU
OG0009884	sp|Q9UKB3|DJC12_HUMAN	tr|G1P8L7|G1P8L7_MYOLU
OG0009885	sp|Q9Y3Y4|PYGO1_HUMAN	tr|G1P6Q0|G1P6Q0_MYOLU
OG0009886	sp|A6NDB9|PALM3_HUMAN	tr|G1PLV2|G1PLV2_MYOLU
OG0009887	sp|A6NGY3|CE052_HUMAN	tr|G1Q1G1|G1Q1G1_MYOLU
OG0009888	sp|O14936|CSKP_HUMAN	tr|G1NZ58|G1NZ58_MYOLU
OG0009889	sp|O15235|RT12_HUMAN	tr|G1P671|G1P671_MYOLU
OG0009890	sp|O43303|CP110_HUMAN	tr|G1NYY8|G1NYY8_MYOLU
OG0009891	sp|O43508|TNF12_HUMAN	tr|G1QAD7|G1QAD7_MYOLU
OG0009892	sp|O43924|PDE6D_HUMAN	tr|G1NYB4|G1NYB4_MYOLU
OG0009893	sp|O75715|GPX5_HUMAN	tr|G1PWR8|G1PWR8_MYOLU
OG0009894	sp|P00540|MOS_HUMAN	tr|G1PQZ6|G1PQZ6_MYOLU
OG0009896	sp|P11308|ERG_HUMAN	tr|G1PDH9|G1PDH9_MYOLU
OG0009897	sp|P17987|TCPA_HUMAN	tr|G1NTZ3|G1NTZ3_MYOLU
OG0009898	sp|P35557|HXK4_HUMAN	tr|G1PJL2|G1PJL2_MYOLU
OG0009899	sp|P43686|PRS6B_HUMAN	tr|G1PX94|G1PX94_MYOLU
OG0009900	sp|P50221|MEOX1_HUMAN	tr|G1NSH9|G1NSH9_MYOLU
OG0009901	sp|P78325|ADAM8_HUMAN	tr|G1P4I3|G1P4I3_MYOLU
OG0009902	sp|P99999|CYC_HUMAN	tr|G1Q5I9|G1Q5I9_MYOLU
OG0009903	sp|Q14061|COX17_HUMAN	tr|G1PAP2|G1PAP2_MYOLU
OG0009904	sp|Q14515|SPRL1_HUMAN	tr|G1P9Q9|G1P9Q9_MYOLU
OG0009905	sp|Q56A73|SPIN4_HUMAN	tr|G1P8M7|G1P8M7_MYOLU
OG0009906	sp|Q5T292|TM273_HUMAN	tr|G1Q1E6|G1Q1E6_MYOLU
OG0009907	sp|Q5TCS8|KAD9_HUMAN	tr|G1P108|G1P108_MYOLU
OG0009908	sp|Q6IPR1|ETFR1_HUMAN	tr|G1Q7P6|G1Q7P6_MYOLU
OG0009909	sp|Q6PCB5|RSBNL_HUMAN	tr|G1PST4|G1PST4_MYOLU
OG0009910	sp|Q6UXB0|F131A_HUMAN	tr|G1QCE5|G1QCE5_MYOLU
OG0009911	sp|Q6ZU67|BEND4_HUMAN	tr|G1NY96|G1NY96_MYOLU
OG0009912	sp|Q86SJ2|AMGO2_HUMAN	tr|G1PES3|G1PES3_MYOLU
OG0009913	sp|Q86TU7|SETD3_HUMAN	tr|G1PKN1|G1PKN1_MYOLU
OG0009914	sp|Q86UW8|HPLN4_HUMAN	tr|G1PWP1|G1PWP1_MYOLU
OG0009915	sp|Q86WR0|CCD25_HUMAN	tr|G1P7R4|G1P7R4_MYOLU
OG0009916	sp|Q86XI6|PPR3B_HUMAN	tr|G1PTX5|G1PTX5_MYOLU
OG0009917	sp|Q8IUX1|T126B_HUMAN	tr|G1P5S7|G1P5S7_MYOLU
OG0009918	sp|Q8IW41|MAPK5_HUMAN	tr|G1PT66|G1PT66_MYOLU
OG0009919	sp|Q8IWR1|TRI59_HUMAN	tr|G1QBJ2|G1QBJ2_MYOLU
OG0009920	sp|Q8IZF7|AGRF2_HUMAN	tr|G1NYU6|G1NYU6_MYOLU
OG0009921	sp|Q8N3D4|EH1L1_HUMAN	tr|G1PBR5|G1PBR5_MYOLU
OG0009922	sp|Q8NFM4|ADCY4_HUMAN	tr|G1PQV8|G1PQV8_MYOLU
OG0009923	sp|Q8TDF6|GRP4_HUMAN	tr|G1PEU7|G1PEU7_MYOLU
OG0009924	sp|Q96JX3|SRAC1_HUMAN	tr|G1NT22|G1NT22_MYOLU
OG0009925	sp|Q96NL6|SCLT1_HUMAN	tr|G1PBC2|G1PBC2_MYOLU
OG0009926	sp|Q9BPV8|P2Y13_HUMAN	tr|G1PIC3|G1PIC3_MYOLU
OG0009927	sp|Q9BYS8|LRRC2_HUMAN	tr|G1PU29|G1PU29_MYOLU
OG0009928	sp|Q9H114|CSTL1_HUMAN	tr|G1NXC4|G1NXC4_MYOLU
OG0009929	sp|Q9H299|SH3L3_HUMAN	tr|G1PFK8|G1PFK8_MYOLU
OG0009930	sp|Q9HD34|LYRM4_HUMAN	tr|G1PZH6|G1PZH6_MYOLU
OG0009931	sp|Q9NTQ9|CXB4_HUMAN	tr|G1PSE6|G1PSE6_MYOLU
OG0009932	sp|Q9NUQ6|SPS2L_HUMAN	tr|G1P7C0|G1P7C0_MYOLU
OG0009933	sp|Q9NUQ9|CYRIB_HUMAN	tr|G1PHZ0|G1PHZ0_MYOLU
OG0009934	sp|Q9NVM4|ANM7_HUMAN	tr|G1P5Y8|G1P5Y8_MYOLU
OG0009935	sp|Q9NZC7|WWOX_HUMAN	tr|G1PDJ4|G1PDJ4_MYOLU
OG0009936	sp|Q9P0K9|FRS1L_HUMAN	tr|G1NX95|G1NX95_MYOLU
OG0009937	sp|Q9Y2H2|SAC2_HUMAN	tr|G1PD78|G1PD78_MYOLU
OG0009938	sp|Q9Y697|NFS1_HUMAN	tr|G1NZ43|G1NZ43_MYOLU
OG0009939	sp|A6NEK1|ARRD5_HUMAN	tr|G1PB23|G1PB23_MYOLU
OG0009940	sp|A8MTZ7|CL071_HUMAN	tr|G1PZI0|G1PZI0_MYOLU
OG0009941	sp|O00186|STXB3_HUMAN	tr|G1PG08|G1PG08_MYOLU
OG0009942	sp|O14523|C2C2L_HUMAN	tr|G1Q5L1|G1Q5L1_MYOLU
OG0009943	sp|O15160|RPAC1_HUMAN	tr|G1PXL6|G1PXL6_MYOLU
OG0009944	sp|O60610|DIAP1_HUMAN	tr|G1NWG6|G1NWG6_MYOLU
OG0009945	sp|O95292|VAPB_HUMAN	tr|G1PBU6|G1PBU6_MYOLU
OG0009946	sp|O95741|CPNE6_HUMAN	tr|G1PE34|G1PE34_MYOLU
OG0009947	sp|O95825|QORL1_HUMAN	tr|G1PNB2|G1PNB2_MYOLU
OG0009948	sp|O95971|BY55_HUMAN	tr|G1NYX3|G1NYX3_MYOLU
OG0009949	sp|P01127|PDGFB_HUMAN	tr|G1PR91|G1PR91_MYOLU
OG0009950	sp|P05155|IC1_HUMAN	tr|G1PAA0|G1PAA0_MYOLU
OG0009951	sp|P05186|PPBT_HUMAN	tr|G1NWR9|G1NWR9_MYOLU
OG0009952	sp|P23511|NFYA_HUMAN	tr|G1PB25|G1PB25_MYOLU
OG0009953	sp|P29375|KDM5A_HUMAN	tr|G1P6E2|G1P6E2_MYOLU
OG0009954	sp|P48995|TRPC1_HUMAN	tr|G1PQ91|G1PQ91_MYOLU
OG0009955	sp|P60468|SC61B_HUMAN	tr|G1NUT2|G1NUT2_MYOLU
OG0009956	sp|Q0D2K2|KLH30_HUMAN	tr|G1NVA8|G1NVA8_MYOLU
OG0009957	sp|Q0D2K5|EGFEM_HUMAN	tr|G1PLR7|G1PLR7_MYOLU
OG0009958	sp|Q12887|COX10_HUMAN	tr|G1PC18|G1PC18_MYOLU
OG0009959	sp|Q13505|MTX1_HUMAN	tr|G1PMN6|G1PMN6_MYOLU
OG0009960	sp|Q16690|DUS5_HUMAN	tr|G1PNK3|G1PNK3_MYOLU
OG0009961	sp|Q17R60|IMPG1_HUMAN	tr|G1PT63|G1PT63_MYOLU
OG0009962	sp|Q2TAL8|QRIC1_HUMAN	tr|G1PP09|G1PP09_MYOLU
OG0009963	sp|Q3B726|RPA43_HUMAN	tr|G1PCC7|G1PCC7_MYOLU
OG0009965	sp|Q5JPH6|SYEM_HUMAN	tr|G1PJV5|G1PJV5_MYOLU
OG0009966	sp|Q5T7V8|GORAB_HUMAN	tr|G1P2K0|G1P2K0_MYOLU
OG0009967	sp|Q86SE5|RALYL_HUMAN	tr|G1PRZ4|G1PRZ4_MYOLU
OG0009968	sp|Q8IXN7|RIMKA_HUMAN	tr|G1P5J1|G1P5J1_MYOLU
OG0009969	sp|Q8IYV9|IZUM1_HUMAN	tr|G1P6T7|G1P6T7_MYOLU
OG0009970	sp|Q8J025|APCD1_HUMAN	tr|G1NWM1|G1NWM1_MYOLU
OG0009971	sp|Q8N5H7|SH2D3_HUMAN	tr|G1PMX0|G1PMX0_MYOLU
OG0009972	sp|Q8N8Q8|COX18_HUMAN	tr|G1PXT4|G1PXT4_MYOLU
OG0009973	sp|Q8N8R3|MCATL_HUMAN	tr|G1PIV6|G1PIV6_MYOLU
OG0009974	sp|Q8TBP5|F174A_HUMAN	tr|G1PCW9|G1PCW9_MYOLU
OG0009975	sp|Q8TET4|GANC_HUMAN	tr|G1NTV4|G1NTV4_MYOLU
OG0009976	sp|Q92633|LPAR1_HUMAN	tr|G1P199|G1P199_MYOLU
OG0009977	sp|Q96A37|RN166_HUMAN	tr|G1PCJ2|G1PCJ2_MYOLU
OG0009978	sp|Q96AP0|ACD_HUMAN	tr|G1P4B8|G1P4B8_MYOLU
OG0009979	sp|Q96CS2|HAUS1_HUMAN	tr|G1PEQ7|G1PEQ7_MYOLU
OG0009980	sp|Q96HP4|OXND1_HUMAN	tr|G1NUI1|G1NUI1_MYOLU
OG0009981	sp|Q96QF0|RAB3I_HUMAN	tr|G1PBH2|G1PBH2_MYOLU
OG0009982	sp|Q96SL8|FIZ1_HUMAN	tr|G1PDX0|G1PDX0_MYOLU
OG0009983	sp|Q99607|ELF4_HUMAN	tr|G1PLG9|G1PLG9_MYOLU
OG0009984	sp|Q99677|LPAR4_HUMAN	tr|G1Q8J0|G1Q8J0_MYOLU
OG0009985	sp|Q99697|PITX2_HUMAN	tr|G1PNZ7|G1PNZ7_MYOLU
OG0009986	sp|Q9BSG5|RTBDN_HUMAN	tr|G1PL64|G1PL64_MYOLU
OG0009987	sp|Q9H0I2|ENKD1_HUMAN	tr|G1P4D1|G1P4D1_MYOLU
OG0009988	sp|Q9HCU5|PREB_HUMAN	tr|G1NVH8|G1NVH8_MYOLU
OG0009989	sp|Q9HDD0|PLAT1_HUMAN	tr|G1PBE4|G1PBE4_MYOLU
OG0009990	sp|Q9NP79|VTA1_HUMAN	tr|G1P1H4|G1P1H4_MYOLU
OG0009991	sp|Q9Y227|ENTP4_HUMAN	tr|G1NTZ6|G1NTZ6_MYOLU
OG0009992	sp|Q9Y277|VDAC3_HUMAN	tr|G1PHK6|G1PHK6_MYOLU
OG0009993	sp|Q9Y5B8|NDK7_HUMAN	tr|G1PF25|G1PF25_MYOLU
OG0009994	sp|E9PRG8|CK098_HUMAN	tr|G1NT79|G1NT79_MYOLU
OG0009995	sp|O60636|TSN2_HUMAN	tr|G1P8I0|G1P8I0_MYOLU
OG0009996	sp|O75462|CRLF1_HUMAN	tr|G1NXU7|G1NXU7_MYOLU
OG0009997	sp|O95073|FSBP_HUMAN	tr|G1QAH8|G1QAH8_MYOLU
OG0009998	sp|O95382|M3K6_HUMAN	tr|G1NWF4|G1NWF4_MYOLU
OG0009999	sp|P01591|IGJ_HUMAN	tr|G1PJQ4|G1PJQ4_MYOLU
OG0010000	sp|P04054|PA21B_HUMAN	tr|G1PDT0|G1PDT0_MYOLU
OG0010001	sp|P08700|IL3_HUMAN	tr|G1Q169|G1Q169_MYOLU
OG0010002	sp|P12110|CO6A2_HUMAN	tr|G1PSC0|G1PSC0_MYOLU
OG0010003	sp|P25942|TNR5_HUMAN	tr|G1P622|G1P622_MYOLU
OG0010004	sp|P30279|CCND2_HUMAN	tr|G1PW49|G1PW49_MYOLU
OG0010005	sp|P35240|MERL_HUMAN	tr|G1Q0H8|G1Q0H8_MYOLU
OG0010006	sp|P52732|KIF11_HUMAN	tr|G1PMJ6|G1PMJ6_MYOLU
OG0010007	sp|P54274|TERF1_HUMAN	tr|G1PJZ4|G1PJZ4_MYOLU
OG0010008	sp|P83436|COG7_HUMAN	tr|G1PJT3|G1PJT3_MYOLU
OG0010009	sp|Q01543|FLI1_HUMAN	tr|G1NVJ8|G1NVJ8_MYOLU
OG0010010	sp|Q15061|WDR43_HUMAN	tr|G1PGH0|G1PGH0_MYOLU
OG0010011	sp|Q15392|DHC24_HUMAN	tr|G1PVN4|G1PVN4_MYOLU
OG0010012	sp|Q15397|PUM3_HUMAN	tr|G1NXJ7|G1NXJ7_MYOLU
OG0010013	sp|Q15434|RBMS2_HUMAN	tr|G1NTI7|G1NTI7_MYOLU
OG0010014	sp|Q15573|TAF1A_HUMAN	tr|G1P729|G1P729_MYOLU
OG0010015	sp|Q5JVX7|CA141_HUMAN	tr|G1Q9I1|G1Q9I1_MYOLU
OG0010016	sp|Q5T6X4|F162B_HUMAN	tr|G1PF78|G1PF78_MYOLU
OG0010017	sp|Q63HR2|TNS2_HUMAN	tr|G1PLW2|G1PLW2_MYOLU
OG0010018	sp|Q6JVE6|LCN10_HUMAN	tr|G1PS97|G1PS97_MYOLU
OG0010019	sp|Q6P179|ERAP2_HUMAN	tr|G1PTT4|G1PTT4_MYOLU
OG0010020	sp|Q6ZNA4|RN111_HUMAN	tr|G1PMY7|G1PMY7_MYOLU
OG0010021	sp|Q6ZTW0|TPGS1_HUMAN	tr|G1PL73|G1PL73_MYOLU
OG0010022	sp|Q7Z304|MAMC2_HUMAN	tr|G1P9U5|G1P9U5_MYOLU
OG0010023	sp|Q7Z3G6|PRIC2_HUMAN	tr|G1PZ44|G1PZ44_MYOLU
OG0010024	sp|Q86UP9|LHPL3_HUMAN	tr|G1NX46|G1NX46_MYOLU
OG0010025	sp|Q8N682|DRAM1_HUMAN	tr|G1NT74|G1NT74_MYOLU
OG0010026	sp|Q8NBV4|PLPP7_HUMAN	tr|G1PPH4|G1PPH4_MYOLU
