Orthogroup	Homo_sapiens	Nomascus_leucogenys
OG0011070	sp|Q8WWZ1|IL1FA_HUMAN	tr|G1QN82|G1QN82_NOMLE
OG0011071	sp|Q969H8|MYDGF_HUMAN	tr|A0A2I3HDU9|A0A2I3HDU9_NOMLE
OG0011072	sp|Q96B02|UBE2W_HUMAN	tr|A0A2I3GWU8|A0A2I3GWU8_NOMLE
OG0011073	sp|Q96FV9|THOC1_HUMAN	tr|G1R556|G1R556_NOMLE
OG0011074	sp|Q99583|MNT_HUMAN	tr|G1S5W0|G1S5W0_NOMLE
OG0011075	sp|Q9BPW5|RSLBB_HUMAN	tr|G1R9S3|G1R9S3_NOMLE
OG0011076	sp|Q9BSJ8|ESYT1_HUMAN	tr|G1S6Z8|G1S6Z8_NOMLE
OG0011077	sp|Q9H4F1|SIA7D_HUMAN	tr|A0A2I3HZU4|A0A2I3HZU4_NOMLE
OG0011078	sp|Q9H7T9|AUNIP_HUMAN	tr|G1RD33|G1RD33_NOMLE
OG0011079	sp|Q9HB58|SP110_HUMAN	tr|G1RTT3|G1RTT3_NOMLE
OG0011080	sp|Q9HBK9|AS3MT_HUMAN	tr|G1RYY8|G1RYY8_NOMLE
OG0011081	sp|Q9NP85|PODO_HUMAN	tr|G1S0Q6|G1S0Q6_NOMLE
OG0011082	sp|Q9NQS1|AVEN_HUMAN	tr|G1RIL5|G1RIL5_NOMLE
OG0011083	sp|Q9P2D6|F135A_HUMAN	tr|A0A2I3HC22|A0A2I3HC22_NOMLE
OG0011084	sp|Q9UBL3|ASH2L_HUMAN	tr|A0A2I3G7S4|A0A2I3G7S4_NOMLE
OG0011085	sp|Q9UDW3|ZMAT5_HUMAN	tr|G1QT59|G1QT59_NOMLE
OG0011086	sp|Q9Y450|HBS1L_HUMAN	tr|G1RXF4|G1RXF4_NOMLE
OG0011087	sp|Q9Y5R4|HEMK1_HUMAN	tr|G1R5U6|G1R5U6_NOMLE
OG0011088	sp|Q9Y6X4|F169A_HUMAN	tr|G1QYV7|G1QYV7_NOMLE
OG0011089	sp|A1A5B4|ANO9_HUMAN	tr|G1RA07|G1RA07_NOMLE
OG0011090	sp|A6NKN8|PC4L1_HUMAN	tr|G1RVZ4|G1RVZ4_NOMLE
OG0011091	sp|O00167|EYA2_HUMAN	tr|G1R5D6|G1R5D6_NOMLE
OG0011092	sp|O14683|P5I11_HUMAN	tr|A0A2I3H9R2|A0A2I3H9R2_NOMLE
OG0011093	sp|O15204|ADEC1_HUMAN	tr|G1S1N5|G1S1N5_NOMLE
OG0011094	sp|O75072|FKTN_HUMAN	tr|G1S673|G1S673_NOMLE
OG0011095	sp|O75578|ITA10_HUMAN	tr|A0A2I3H8K3|A0A2I3H8K3_NOMLE
OG0011096	sp|O95561|CA105_HUMAN	tr|G1RZ21|G1RZ21_NOMLE
OG0011097	sp|O95848|NUD14_HUMAN	tr|G1S336|G1S336_NOMLE
OG0011098	sp|O95972|BMP15_HUMAN	tr|G1R9Q9|G1R9Q9_NOMLE
OG0011099	sp|P04839|CY24B_HUMAN	tr|G1QJQ1|G1QJQ1_NOMLE
OG0011100	sp|P05111|INHA_HUMAN	tr|G1REI3|G1REI3_NOMLE
OG0011101	sp|P08912|ACM5_HUMAN	tr|G1SBZ0|G1SBZ0_NOMLE
OG0011102	sp|P14778|IL1R1_HUMAN	tr|M3ZAB8|M3ZAB8_NOMLE
OG0011103	sp|P17022|ZNF18_HUMAN	tr|G1RWP5|G1RWP5_NOMLE
OG0011104	sp|P19447|ERCC3_HUMAN	tr|G1S0I6|G1S0I6_NOMLE
OG0011105	sp|P22888|LSHR_HUMAN	tr|G1RBV7|G1RBV7_NOMLE
OG0011106	sp|P34995|PE2R1_HUMAN	tr|G1RT13|G1RT13_NOMLE
OG0011107	sp|P36402|TCF7_HUMAN	tr|A0A2I3HUR4|A0A2I3HUR4_NOMLE
OG0011108	sp|P83876|TXN4A_HUMAN	tr|A0A2I3GR22|A0A2I3GR22_NOMLE
OG0011109	sp|Q06787|FMR1_HUMAN	tr|G1RSC8|G1RSC8_NOMLE
OG0011110	sp|Q13191|CBLB_HUMAN	tr|G1QTH9|G1QTH9_NOMLE
OG0011111	sp|Q13435|SF3B2_HUMAN	tr|G1R273|G1R273_NOMLE
OG0011112	sp|Q15599|NHRF2_HUMAN	tr|G1RCN1|G1RCN1_NOMLE
OG0011113	sp|Q16082|HSPB2_HUMAN	tr|G1R6R2|G1R6R2_NOMLE
OG0011114	sp|Q16222|UAP1_HUMAN	tr|M3Z9Q8|M3Z9Q8_NOMLE
OG0011115	sp|Q3MIP1|IPIL2_HUMAN	tr|G1R012|G1R012_NOMLE
OG0011116	sp|Q496J9|SV2C_HUMAN	tr|A0A2I3GXK9|A0A2I3GXK9_NOMLE
OG0011117	sp|Q5VU43|MYOME_HUMAN	tr|G1R0I5|G1R0I5_NOMLE
OG0011118	sp|Q5VUA4|ZN318_HUMAN	tr|G1QVQ4|G1QVQ4_NOMLE
OG0011119	sp|Q6ICG8|WBP2L_HUMAN	tr|G1S0R7|G1S0R7_NOMLE
OG0011120	sp|Q6P2E9|EDC4_HUMAN	tr|G1QYN1|G1QYN1_NOMLE
OG0011121	sp|Q6PEZ8|PONL1_HUMAN	tr|G1RRY8|G1RRY8_NOMLE
OG0011122	sp|Q70CQ4|UBP31_HUMAN	tr|G1RN52|G1RN52_NOMLE
OG0011123	sp|Q7RTZ1|OVCH2_HUMAN	tr|G1S6W0|G1S6W0_NOMLE
OG0011124	sp|Q7Z4R8|CF120_HUMAN	tr|G1QH77|G1QH77_NOMLE
OG0011125	sp|Q7Z569|BRAP_HUMAN	tr|G1QI93|G1QI93_NOMLE
OG0011126	sp|Q7Z5W3|BN3D2_HUMAN	tr|G1S803|G1S803_NOMLE
OG0011127	sp|Q8IXY8|PPIL6_HUMAN	tr|A0A2I3HYW5|A0A2I3HYW5_NOMLE
OG0011128	sp|Q8IY42|CD019_HUMAN	tr|A0A2I3HWD6|A0A2I3HWD6_NOMLE
OG0011129	sp|Q8N5G2|MACOI_HUMAN	tr|G1RCW1|G1RCW1_NOMLE
OG0011130	sp|Q8N7C0|LRC52_HUMAN	tr|G1RX88|G1RX88_NOMLE
OG0011131	sp|Q8NA29|NLS1_HUMAN	tr|G1RN46|G1RN46_NOMLE
OG0011132	sp|Q8NBH2|KY_HUMAN	tr|A0A2I3HHC9|A0A2I3HHC9_NOMLE
OG0011133	sp|Q8NFR3|SPTSB_HUMAN	tr|A0A2I3HDM5|A0A2I3HDM5_NOMLE
OG0011134	sp|Q8TF68|ZN384_HUMAN	tr|G1QWX7|G1QWX7_NOMLE
OG0011135	sp|Q96FX8|PERP_HUMAN	tr|A0A2I3GC92|A0A2I3GC92_NOMLE
OG0011136	sp|Q9BRP0|OVOL2_HUMAN	tr|A0A2I3HPP5|A0A2I3HPP5_NOMLE
OG0011137	sp|Q9BS26|ERP44_HUMAN	tr|A0A2I3HBL9|A0A2I3HBL9_NOMLE
OG0011138	sp|Q9BV44|THUM3_HUMAN	tr|G1QUT0|G1QUT0_NOMLE
OG0011139	sp|Q9BVW6|SMIM2_HUMAN	tr|G1S9C2|G1S9C2_NOMLE
OG0011140	sp|Q9BWW9|APOL5_HUMAN	tr|G1RW58|G1RW58_NOMLE
OG0011141	sp|Q9H0A3|T191A_HUMAN	tr|A0A2I3GJD5|A0A2I3GJD5_NOMLE
OG0011142	sp|Q9H165|BC11A_HUMAN	tr|A0A2I3HC24|A0A2I3HC24_NOMLE
OG0011143	sp|Q9H3D4|P63_HUMAN	tr|A0A2I3GNV1|A0A2I3GNV1_NOMLE
OG0011144	sp|Q9HB96|FANCE_HUMAN	tr|G1RBE8|G1RBE8_NOMLE
OG0011145	sp|Q9NPG2|NGB_HUMAN	tr|G1S403|G1S403_NOMLE
OG0011146	sp|Q9NQ88|TIGAR_HUMAN	tr|A0A2I3GKX8|A0A2I3GKX8_NOMLE
OG0011147	sp|Q9NVH1|DJC11_HUMAN	tr|A0A2I3HV79|A0A2I3HV79_NOMLE
OG0011148	sp|Q9P0N9|TBCD7_HUMAN	tr|G1QJ66|G1QJ66_NOMLE
OG0011149	sp|Q9P2K1|C2D2A_HUMAN	tr|G1S2T0|G1S2T0_NOMLE
OG0011150	sp|Q9UBC1|IKBL1_HUMAN	tr|G1R2H6|G1R2H6_NOMLE
OG0011151	sp|Q9Y5B6|PAXB1_HUMAN	tr|G1QUH6|G1QUH6_NOMLE
OG0011152	sp|A0A0A6YYK6|TVA16_HUMAN	tr|A0A2I3HVW5|A0A2I3HVW5_NOMLE
OG0011153	sp|A0A1B0GVR7|F240C_HUMAN	tr|G1RDM8|G1RDM8_NOMLE
OG0011154	sp|A0A1B0GWB2|PRT1B_HUMAN	tr|G1RQQ4|G1RQQ4_NOMLE
OG0011155	sp|A6NJG2|SWAHD_HUMAN	tr|G1S9P5|G1S9P5_NOMLE
OG0011156	sp|E7EW31|PROB1_HUMAN	tr|G1RD54|G1RD54_NOMLE
OG0011157	sp|O15370|SOX12_HUMAN	tr|G1REE0|G1REE0_NOMLE
OG0011158	sp|O75264|SIM24_HUMAN	tr|A0A2I3H9Q5|A0A2I3H9Q5_NOMLE
OG0011159	sp|O95793|STAU1_HUMAN	tr|G1R5L0|G1R5L0_NOMLE
OG0011160	sp|O95859|TSN12_HUMAN	tr|G1RM84|G1RM84_NOMLE
OG0011161	sp|P08758|ANXA5_HUMAN	tr|A0A2I3G264|A0A2I3G264_NOMLE
OG0011162	sp|P09693|CD3G_HUMAN	tr|G1R707|G1R707_NOMLE
OG0011163	sp|P0C2S0|CTXN2_HUMAN	tr|G1SB76|G1SB76_NOMLE
OG0011164	sp|P0C7T5|ATX1L_HUMAN	tr|G1S9T5|G1S9T5_NOMLE
OG0011165	sp|P11086|PNMT_HUMAN	tr|G1QJK8|G1QJK8_NOMLE
OG0011166	sp|P21964|COMT_HUMAN	tr|A0A2I3G7Q3|A0A2I3G7Q3_NOMLE
OG0011167	sp|P46695|IEX1_HUMAN	tr|G1R0A9|G1R0A9_NOMLE
OG0011168	sp|P51161|FABP6_HUMAN	tr|G1QWC9|G1QWC9_NOMLE
OG0011169	sp|P54852|EMP3_HUMAN	tr|G1QWG1|G1QWG1_NOMLE
OG0011170	sp|P56597|NDK5_HUMAN	tr|G1RBJ5|G1RBJ5_NOMLE
OG0011171	sp|Q0VDI3|TM267_HUMAN	tr|G1RHI4|G1RHI4_NOMLE
OG0011172	sp|Q14527|HLTF_HUMAN	tr|G1QQV6|G1QQV6_NOMLE
OG0011173	sp|Q53QV2|LBH_HUMAN	tr|A0A2I3H0R3|A0A2I3H0R3_NOMLE
OG0011174	sp|Q5C9Z4|NOM1_HUMAN	tr|G1QH90|G1QH90_NOMLE
OG0011175	sp|Q5SVQ8|ZBT41_HUMAN	tr|G1S8V1|G1S8V1_NOMLE
OG0011176	sp|Q5VWQ0|RSBN1_HUMAN	tr|G1QWQ1|G1QWQ1_NOMLE
OG0011177	sp|Q6NXT1|ANR54_HUMAN	tr|G1RXW6|G1RXW6_NOMLE
OG0011178	sp|Q6SJ96|TBPL2_HUMAN	tr|G1RQQ8|G1RQQ8_NOMLE
OG0011179	sp|Q6UWW9|TM207_HUMAN	tr|G1R4U0|G1R4U0_NOMLE
OG0011180	sp|Q6ZQN7|SO4C1_HUMAN	tr|G1RJ03|G1RJ03_NOMLE
OG0011181	sp|Q8IV50|LYSM2_HUMAN	tr|A0A2I3GAC9|A0A2I3GAC9_NOMLE
OG0011182	sp|Q8IWE5|PKHM2_HUMAN	tr|G1R7W2|G1R7W2_NOMLE
OG0011183	sp|Q8IWU2|LMTK2_HUMAN	tr|A0A2I3HBS3|A0A2I3HBS3_NOMLE
OG0011184	sp|Q8IWY9|CDAN1_HUMAN	tr|G1QX66|G1QX66_NOMLE
OG0011185	sp|Q8IZ16|SACDR_HUMAN	tr|G1RM13|G1RM13_NOMLE
OG0011186	sp|Q8N5I9|NOPC1_HUMAN	tr|G1R483|G1R483_NOMLE
OG0011187	sp|Q8N6H7|ARFG2_HUMAN	tr|A0A2I3HMW6|A0A2I3HMW6_NOMLE
OG0011188	sp|Q8NB15|ZN511_HUMAN	tr|A0A2I3G2X3|A0A2I3G2X3_NOMLE
OG0011189	sp|Q8NBZ0|IN80E_HUMAN	tr|G1R7T6|G1R7T6_NOMLE
OG0011190	sp|Q8NC42|RN149_HUMAN	tr|G1RWK4|G1RWK4_NOMLE
OG0011191	sp|Q8NCF5|NF2IP_HUMAN	tr|G1RKV9|G1RKV9_NOMLE
OG0011192	sp|Q8ND30|LIPB2_HUMAN	tr|G1S6V1|G1S6V1_NOMLE
OG0011193	sp|Q8ND82|Z280C_HUMAN	tr|G1RZA7|G1RZA7_NOMLE
OG0011194	sp|Q8WV92|MITD1_HUMAN	tr|G1QNL1|G1QNL1_NOMLE
OG0011195	sp|Q8WVY7|UBCP1_HUMAN	tr|G1QW59|G1QW59_NOMLE
OG0011196	sp|Q8WYL5|SSH1_HUMAN	tr|A0A2I3GR46|A0A2I3GR46_NOMLE
OG0011197	sp|Q969F1|TF3C6_HUMAN	tr|G1RQT9|G1RQT9_NOMLE
OG0011198	sp|Q969R5|LMBL2_HUMAN	tr|G1RZT2|G1RZT2_NOMLE
OG0011199	sp|Q96C34|RUND1_HUMAN	tr|A0A2I3HDL4|A0A2I3HDL4_NOMLE
OG0011200	sp|Q96F05|CK024_HUMAN	tr|G1R442|G1R442_NOMLE
OG0011201	sp|Q9H074|PAIP1_HUMAN	tr|G1RHM7|G1RHM7_NOMLE
OG0011202	sp|Q9H082|RB33B_HUMAN	tr|A0A2I3HJZ3|A0A2I3HJZ3_NOMLE
OG0011203	sp|Q9H147|TDIF1_HUMAN	tr|G1R4X2|G1R4X2_NOMLE
OG0011204	sp|Q9H1R3|MYLK2_HUMAN	tr|G1REZ3|G1REZ3_NOMLE
OG0011205	sp|Q9H902|REEP1_HUMAN	tr|A0A2I3H9R4|A0A2I3H9R4_NOMLE
OG0011206	sp|Q9NPF7|IL23A_HUMAN	tr|G1S6V2|G1S6V2_NOMLE
OG0011207	sp|Q9NVC6|MED17_HUMAN	tr|G1R628|G1R628_NOMLE
OG0011208	sp|Q9NWM8|FKB14_HUMAN	tr|A0A2I3H2P8|A0A2I3H2P8_NOMLE
OG0011209	sp|Q9UIF7|MUTYH_HUMAN	tr|A0A2I3GSR7|A0A2I3GSR7_NOMLE
OG0011210	sp|Q9Y4P3|TBL2_HUMAN	tr|G1RCA2|G1RCA2_NOMLE
OG0011211	sp|Q9Y597|KCTD3_HUMAN	tr|G1RW06|G1RW06_NOMLE
OG0011212	sp|Q9Y6I8|PXMP4_HUMAN	tr|A0A2I3H852|A0A2I3H852_NOMLE
OG0011213	sp|A0A0B4J272|TVA24_HUMAN	tr|A0A2I3G3F3|A0A2I3G3F3_NOMLE
OG0011214	sp|A4D126|ISPD_HUMAN	tr|G1S2Y2|G1S2Y2_NOMLE
OG0011215	sp|A6NH11|GLTD2_HUMAN	tr|G1S6H9|G1S6H9_NOMLE
OG0011216	sp|O15527|OGG1_HUMAN	tr|G1QVQ9|G1QVQ9_NOMLE
OG0011217	sp|O43167|ZBT24_HUMAN	tr|A0A2I3G858|A0A2I3G858_NOMLE
OG0011218	sp|O43592|XPOT_HUMAN	tr|G1S5E0|G1S5E0_NOMLE
OG0011219	sp|O43677|NDUC1_HUMAN	tr|A0A2I3GLF8|A0A2I3GLF8_NOMLE
OG0011220	sp|O75396|SC22B_HUMAN	tr|G1R0D5|G1R0D5_NOMLE
OG0011221	sp|P10176|COX8A_HUMAN	tr|G1S9W5|G1S9W5_NOMLE
OG0011222	sp|P10747|CD28_HUMAN	tr|G1R5X7|G1R5X7_NOMLE
OG0011223	sp|P11686|PSPC_HUMAN	tr|A0A2I3H7U1|A0A2I3H7U1_NOMLE
OG0011224	sp|P13671|CO6_HUMAN	tr|G1S3V9|G1S3V9_NOMLE
OG0011225	sp|P14653|HXB1_HUMAN	tr|G1SAZ1|G1SAZ1_NOMLE
OG0011226	sp|P16581|LYAM2_HUMAN	tr|A0A2I3H3J2|A0A2I3H3J2_NOMLE
OG0011227	sp|P24593|IBP5_HUMAN	tr|G1R6Q6|G1R6Q6_NOMLE
OG0011228	sp|P31327|CPSM_HUMAN	tr|A0A2I3G9L4|A0A2I3G9L4_NOMLE
OG0011229	sp|P34969|5HT7R_HUMAN	tr|A0A2I3G2T2|A0A2I3G2T2_NOMLE
OG0011230	sp|P40121|CAPG_HUMAN	tr|G1QMD5|G1QMD5_NOMLE
OG0011231	sp|P48145|NPBW1_HUMAN	tr|G1S9U5|G1S9U5_NOMLE
OG0011232	sp|P48723|HSP13_HUMAN	tr|G1QML3|G1QML3_NOMLE
OG0011233	sp|P53672|CRBA2_HUMAN	tr|G1RCN8|G1RCN8_NOMLE
OG0011234	sp|P61026|RAB10_HUMAN	tr|G1QLQ0|G1QLQ0_NOMLE
OG0011235	sp|P82970|HMGN5_HUMAN	tr|A0A2I3GHR3|A0A2I3GHR3_NOMLE
OG0011236	sp|Q01433|AMPD2_HUMAN	tr|G1QS94|G1QS94_NOMLE
OG0011237	sp|Q03164|KMT2A_HUMAN	tr|A0A2I3FY52|A0A2I3FY52_NOMLE
OG0011238	sp|Q08188|TGM3_HUMAN	tr|G1RDJ9|G1RDJ9_NOMLE
OG0011239	sp|Q12929|EPS8_HUMAN	tr|G1QVP9|G1QVP9_NOMLE
OG0011240	sp|Q13519|PNOC_HUMAN	tr|G1S3Q0|G1S3Q0_NOMLE
OG0011241	sp|Q14154|DELE1_HUMAN	tr|A0A2I3GAZ1|A0A2I3GAZ1_NOMLE
OG0011242	sp|Q4ADV7|RIC1_HUMAN	tr|G1RCV8|G1RCV8_NOMLE
OG0011243	sp|Q5T7P6|TMM78_HUMAN	tr|A0A2I3G791|A0A2I3G791_NOMLE
OG0011244	sp|Q6T310|RSLBA_HUMAN	tr|G1QHL1|G1QHL1_NOMLE
OG0011245	sp|Q71H61|ILDR2_HUMAN	tr|A0A2I3HDE8|A0A2I3HDE8_NOMLE
OG0011246	sp|Q7Z572|SPT21_HUMAN	tr|G1R8I5|G1R8I5_NOMLE
OG0011247	sp|Q86VS8|HOOK3_HUMAN	tr|A0A2I3G802|A0A2I3G802_NOMLE
OG0011248	sp|Q8IVB4|SL9A9_HUMAN	tr|G1QYR2|G1QYR2_NOMLE
OG0011249	sp|Q8IYK2|CC105_HUMAN	tr|G1QZ95|G1QZ95_NOMLE
OG0011250	sp|Q8N1S5|S39AB_HUMAN	tr|G1QKP4|G1QKP4_NOMLE
OG0011251	sp|Q8N6K0|TEX29_HUMAN	tr|G1R983|G1R983_NOMLE
OG0011252	sp|Q8N8A6|DDX51_HUMAN	tr|G1RB26|G1RB26_NOMLE
OG0011253	sp|Q8NCL8|TM116_HUMAN	tr|G1QGK6|G1QGK6_NOMLE
OG0011254	sp|Q8NCR0|B3GL2_HUMAN	tr|G1QRM8|G1QRM8_NOMLE
OG0011255	sp|Q8NFU7|TET1_HUMAN	tr|G1RM77|G1RM77_NOMLE
OG0011256	sp|Q8TAQ9|SUN3_HUMAN	tr|G1QX32|G1QX32_NOMLE
OG0011257	sp|Q8TB92|HMGC2_HUMAN	tr|A0A2I3HIY9|A0A2I3HIY9_NOMLE
OG0011258	sp|Q92482|AQP3_HUMAN	tr|G1QYY3|G1QYY3_NOMLE
OG0011259	sp|Q92567|F168A_HUMAN	tr|A0A2I3GVF0|A0A2I3GVF0_NOMLE
OG0011260	sp|Q96C10|DHX58_HUMAN	tr|M3ZBP8|M3ZBP8_NOMLE
OG0011261	sp|Q96DT7|ZBT10_HUMAN	tr|G1QPN9|G1QPN9_NOMLE
OG0011262	sp|Q96K37|S35E1_HUMAN	tr|G1R0K3|G1R0K3_NOMLE
OG0011263	sp|Q96LB4|VATG3_HUMAN	tr|A0A2I3GDN2|A0A2I3GDN2_NOMLE
OG0011264	sp|Q96N95|ZN396_HUMAN	tr|G1R337|G1R337_NOMLE
OG0011265	sp|Q99797|MIPEP_HUMAN	tr|A0A2I3GF84|A0A2I3GF84_NOMLE
OG0011266	sp|Q9BUP3|HTAI2_HUMAN	tr|A0A2I3HY94|A0A2I3HY94_NOMLE
OG0011267	sp|Q9BUY7|EFC11_HUMAN	tr|A0A2I3G5Y6|A0A2I3G5Y6_NOMLE
OG0011268	sp|Q9BYT3|STK33_HUMAN	tr|G1S6Y3|G1S6Y3_NOMLE
OG0011269	sp|Q9H000|MKRN2_HUMAN	tr|A0A2I3HDT5|A0A2I3HDT5_NOMLE
OG0011270	sp|Q9H0H5|RGAP1_HUMAN	tr|G1S7Z7|G1S7Z7_NOMLE
OG0011271	sp|Q9H3H1|MOD5_HUMAN	tr|G1RN30|G1RN30_NOMLE
OG0011272	sp|Q9NPE2|NGRN_HUMAN	tr|G1RMW6|G1RMW6_NOMLE
OG0011273	sp|Q9NPI8|FANCF_HUMAN	tr|G1S9A0|G1S9A0_NOMLE
OG0011274	sp|Q9NRQ5|SMCO4_HUMAN	tr|A0A2I3GCP4|A0A2I3GCP4_NOMLE
OG0011275	sp|Q9NUB1|ACS2L_HUMAN	tr|A0A2I3GNQ9|A0A2I3GNQ9_NOMLE
OG0011276	sp|Q9NV64|TM39A_HUMAN	tr|G1QY96|G1QY96_NOMLE
OG0011277	sp|Q9NYK5|RM39_HUMAN	tr|G1QPD4|G1QPD4_NOMLE
OG0011278	sp|Q9UKN1|MUC12_HUMAN	tr|A0A2I3H710|A0A2I3H710_NOMLE
OG0011279	sp|Q9UMZ3|PTPRQ_HUMAN	tr|G1QZA7|G1QZA7_NOMLE
OG0011280	sp|Q9UNP9|PPIE_HUMAN	tr|A0A2I3GT21|A0A2I3GT21_NOMLE
OG0011281	sp|Q9Y446|PKP3_HUMAN	tr|G1R9W3|G1R9W3_NOMLE
OG0011282	sp|A0A087WXM9|MEIKN_HUMAN	tr|A0A2I3FVV6|A0A2I3FVV6_NOMLE
OG0011283	sp|A0A1B0GUT2|CJ143_HUMAN	tr|A0A2I3H4Q9|A0A2I3H4Q9_NOMLE
OG0011284	sp|A0A1B0GUY1|MRCOL_HUMAN	tr|A0A2I3GJL9|A0A2I3GJL9_NOMLE
OG0011285	sp|A4D1F6|LRRD1_HUMAN	tr|G1RZ32|G1RZ32_NOMLE
OG0011286	sp|A6NGG8|PCARE_HUMAN	tr|G1RZJ3|G1RZJ3_NOMLE
OG0011287	sp|A6NMZ2|SNTAN_HUMAN	tr|G1RM23|G1RM23_NOMLE
OG0011288	sp|O15457|MSH4_HUMAN	tr|G1RER0|G1RER0_NOMLE
OG0011289	sp|O60890|OPHN1_HUMAN	tr|G1QII6|G1QII6_NOMLE
OG0011290	sp|O75459|PAGE1_HUMAN	tr|G1R9I5|G1R9I5_NOMLE
OG0011291	sp|O75900|MMP23_HUMAN	tr|G1QKV1|G1QKV1_NOMLE
OG0011292	sp|O95751|LDOC1_HUMAN	tr|A0A2I3GZG0|A0A2I3GZG0_NOMLE
OG0011293	sp|O95867|LY66C_HUMAN	tr|G1R317|G1R317_NOMLE
OG0011294	sp|P00480|OTC_HUMAN	tr|G1QKJ1|G1QKJ1_NOMLE
OG0011295	sp|P09326|CD48_HUMAN	tr|M3ZB72|M3ZB72_NOMLE
OG0011296	sp|P15086|CBPB1_HUMAN	tr|G1QQ02|G1QQ02_NOMLE
OG0011297	sp|P16284|PECA1_HUMAN	tr|G1RYF0|G1RYF0_NOMLE
OG0011298	sp|P28066|PSA5_HUMAN	tr|A0A2I3GAD4|A0A2I3GAD4_NOMLE
OG0011299	sp|P29074|PTN4_HUMAN	tr|G1QJB6|G1QJB6_NOMLE
OG0011300	sp|P48167|GLRB_HUMAN	tr|G1R388|G1R388_NOMLE
OG0011301	sp|P49675|STAR_HUMAN	tr|G1RNP1|G1RNP1_NOMLE
OG0011302	sp|P52741|ZN134_HUMAN	tr|A0A2I3HDQ9|A0A2I3HDQ9_NOMLE
OG0011303	sp|P78426|NKX61_HUMAN	tr|G1RD47|G1RD47_NOMLE
OG0011304	sp|P82932|RT06_HUMAN	tr|A0A2I3FWA6|A0A2I3FWA6_NOMLE
OG0011305	sp|Q01344|IL5RA_HUMAN	tr|A0A2I3GBI3|A0A2I3GBI3_NOMLE
OG0011306	sp|Q02535|ID3_HUMAN	tr|A0A2I3G7V5|A0A2I3G7V5_NOMLE
OG0011307	sp|Q14140|SRTD2_HUMAN	tr|A0A2I3G5C0|A0A2I3G5C0_NOMLE
OG0011308	sp|Q14162|SREC_HUMAN	tr|G1QJA9|G1QJA9_NOMLE
OG0011309	sp|Q16401|PSMD5_HUMAN	tr|G1S5A2|G1S5A2_NOMLE
OG0011310	sp|Q2TB18|ASTE1_HUMAN	tr|A0A2I3GHF6|A0A2I3GHF6_NOMLE
OG0011311	sp|Q5VZ19|TDR10_HUMAN	tr|G1RKS7|G1RKS7_NOMLE
OG0011312	sp|Q6IAA8|LTOR1_HUMAN	tr|G1S5Z1|G1S5Z1_NOMLE
OG0011313	sp|Q6IEG0|SNR48_HUMAN	tr|G1RLT5|G1RLT5_NOMLE
OG0011314	sp|Q6NUN0|ACSM5_HUMAN	tr|G1RP86|G1RP86_NOMLE
OG0011315	sp|Q6XUX3|DUSTY_HUMAN	tr|G1RWD2|G1RWD2_NOMLE
OG0011316	sp|Q70IA6|MOB2_HUMAN	tr|A0A2I3G3K6|A0A2I3G3K6_NOMLE
OG0011317	sp|Q86TG1|T150A_HUMAN	tr|A0A2I3GPP2|A0A2I3GPP2_NOMLE
OG0011318	sp|Q86UP0|CAD24_HUMAN	tr|A0A2I3G260|A0A2I3G260_NOMLE
OG0011319	sp|Q8IWT1|SCN4B_HUMAN	tr|G1R6Z9|G1R6Z9_NOMLE
OG0011320	sp|Q8IY47|KBTB2_HUMAN	tr|G1RP98|G1RP98_NOMLE
OG0011321	sp|Q8IY67|RAVR1_HUMAN	tr|G1RNH7|G1RNH7_NOMLE
OG0011322	sp|Q8IYH5|ZZZ3_HUMAN	tr|G1REY9|G1REY9_NOMLE
OG0011323	sp|Q96B33|CLD23_HUMAN	tr|A0A2I3HY86|A0A2I3HY86_NOMLE
OG0011324	sp|Q96EE4|CC126_HUMAN	tr|G1RXL5|G1RXL5_NOMLE
OG0011325	sp|Q96GD0|PLPP_HUMAN	tr|A0A2I3H5B6|A0A2I3H5B6_NOMLE
OG0011326	sp|Q96I24|FUBP3_HUMAN	tr|G1RPQ4|G1RPQ4_NOMLE
OG0011327	sp|Q96KG7|MEG10_HUMAN	tr|G1RNU3|G1RNU3_NOMLE
OG0011328	sp|Q96KS9|F167A_HUMAN	tr|G1RYE5|G1RYE5_NOMLE
OG0011329	sp|Q96RU2|UBP28_HUMAN	tr|G1R6V1|G1R6V1_NOMLE
OG0011330	sp|Q96RY5|CRML_HUMAN	tr|G1RAV0|G1RAV0_NOMLE
OG0011331	sp|Q99727|TIMP4_HUMAN	tr|G1QXF4|G1QXF4_NOMLE
OG0011332	sp|Q9BSE4|HERP2_HUMAN	tr|G1QM16|G1QM16_NOMLE
OG0011333	sp|Q9BXS4|TMM59_HUMAN	tr|A0A2I3HXM0|A0A2I3HXM0_NOMLE
OG0011334	sp|Q9H305|CDIP1_HUMAN	tr|A0A2I3HHF9|A0A2I3HHF9_NOMLE
OG0011335	sp|Q9H497|TOR3A_HUMAN	tr|G1S088|G1S088_NOMLE
OG0011336	sp|Q9H7V2|SYNG1_HUMAN	tr|G1S000|G1S000_NOMLE
OG0011337	sp|Q9NVA1|UQCC1_HUMAN	tr|A0A2I3HC64|A0A2I3HC64_NOMLE
OG0011338	sp|Q9NXS3|KLH28_HUMAN	tr|G1QW93|G1QW93_NOMLE
OG0011339	sp|Q9P0W0|IFNK_HUMAN	tr|G1QXN1|G1QXN1_NOMLE
