Orthogroup	Homo_sapiens	Monodon_monoceros
OG0010834	sp|Q8WXH4|ASB11_HUMAN	tr|A0A4V5P845|A0A4V5P845_MONMO
OG0010835	sp|Q969U7|PSMG2_HUMAN	tr|A0A4U1EY84|A0A4U1EY84_MONMO
OG0010836	sp|Q96JS3|PGBD1_HUMAN	tr|A0A4U1ELP1|A0A4U1ELP1_MONMO
OG0010837	sp|Q9BX69|CARD6_HUMAN	tr|A0A4U1EKG2|A0A4U1EKG2_MONMO
OG0010838	sp|Q9BX95|SGPP1_HUMAN	tr|A0A4U1FMA7|A0A4U1FMA7_MONMO
OG0010839	sp|Q9H9H5|MA6D1_HUMAN	tr|A0A4U1FS53|A0A4U1FS53_MONMO
OG0010840	sp|Q9HBU9|POPD2_HUMAN	tr|A0A4U1EWW8|A0A4U1EWW8_MONMO
OG0010841	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A4U1F665|A0A4U1F665_MONMO
OG0010842	sp|Q9NQS5|GPR84_HUMAN	tr|A0A4U1FQS1|A0A4U1FQS1_MONMO
OG0010843	sp|Q9UI17|M2GD_HUMAN	tr|A0A4U1EK62|A0A4U1EK62_MONMO
OG0010844	sp|Q9UKV5|AMFR_HUMAN	tr|A0A4U1EVD6|A0A4U1EVD6_MONMO
OG0010845	sp|Q9UN79|SOX13_HUMAN	tr|A0A4U1F4N5|A0A4U1F4N5_MONMO
OG0010846	sp|Q9Y345|SC6A5_HUMAN	tr|A0A4U1F0U2|A0A4U1F0U2_MONMO
OG0010847	sp|O14543|SOCS3_HUMAN	tr|A0A4U1FT96|A0A4U1FT96_MONMO
OG0010848	sp|O43715|TRIA1_HUMAN	tr|A0A4U1F479|A0A4U1F479_MONMO
OG0010849	sp|O75030|MITF_HUMAN	tr|A0A4U1FAA1|A0A4U1FAA1_MONMO
OG0010850	sp|O75223|GGCT_HUMAN	tr|A0A4U1FRI9|A0A4U1FRI9_MONMO
OG0010851	sp|O95125|ZN202_HUMAN	tr|A0A4U1EP54|A0A4U1EP54_MONMO
OG0010852	sp|O95235|KI20A_HUMAN	tr|A0A4U1ES11|A0A4U1ES11_MONMO
OG0010853	sp|P06340|DOA_HUMAN	tr|A0A4U1FJ18|A0A4U1FJ18_MONMO
OG0010854	sp|P10253|LYAG_HUMAN	tr|A0A4U1FTZ3|A0A4U1FTZ3_MONMO
OG0010855	sp|P27816|MAP4_HUMAN	tr|A0A4U1EG26|A0A4U1EG26_MONMO
OG0010856	sp|P47871|GLR_HUMAN	tr|A0A4U1FU10|A0A4U1FU10_MONMO
OG0010857	sp|P56179|DLX6_HUMAN	tr|A0A4U1FCN8|A0A4U1FCN8_MONMO
OG0010858	sp|Q04760|LGUL_HUMAN	tr|A0A4U1EJ36|A0A4U1EJ36_MONMO
OG0010859	sp|Q06136|KDSR_HUMAN	tr|A0A4U1ERH4|A0A4U1ERH4_MONMO
OG0010860	sp|Q07065|CKAP4_HUMAN	tr|A0A4V6WPC6|A0A4V6WPC6_MONMO
OG0010861	sp|Q08378|GOGA3_HUMAN	tr|A0A4U1ERV2|A0A4U1ERV2_MONMO
OG0010862	sp|Q14197|ICT1_HUMAN	tr|A0A4U1FSV6|A0A4U1FSV6_MONMO
OG0010863	sp|Q16635|TAZ_HUMAN	tr|A0A4U1ED28|A0A4U1ED28_MONMO
OG0010864	sp|Q3KNW1|SNAI3_HUMAN	tr|A0A4U1EJS6|A0A4U1EJS6_MONMO
OG0010865	sp|Q5J8X5|M4A13_HUMAN	tr|A0A4U1FM79|A0A4U1FM79_MONMO
OG0010866	sp|Q5TDP6|LGSN_HUMAN	tr|A0A4U1EXU5|A0A4U1EXU5_MONMO
OG0010867	sp|Q6DWJ6|GP139_HUMAN	tr|A0A4U1FFP3|A0A4U1FFP3_MONMO
OG0010868	sp|Q6P9B6|MEAK7_HUMAN	tr|A0A4U1F467|A0A4U1F467_MONMO
OG0010869	sp|Q6PI48|SYDM_HUMAN	tr|A0A4U1ENP1|A0A4U1ENP1_MONMO
OG0010870	sp|Q6U736|OPN5_HUMAN	tr|A0A4U1FJV1|A0A4U1FJV1_MONMO
OG0010871	sp|Q6ZRQ5|MMS22_HUMAN	tr|A0A4V5PAZ2|A0A4V5PAZ2_MONMO
OG0010872	sp|Q86Y97|KMT5C_HUMAN	tr|A0A4U1EK38|A0A4U1EK38_MONMO
OG0010873	sp|Q8IWD5|MFS6L_HUMAN	tr|A0A4U1FE48|A0A4U1FE48_MONMO
OG0010874	sp|Q8IZW8|TENS4_HUMAN	tr|A0A4U1FI78|A0A4U1FI78_MONMO
OG0010875	sp|Q8WWY3|PRP31_HUMAN	tr|A0A4U1EH47|A0A4U1EH47_MONMO
OG0010876	sp|Q969F8|KISSR_HUMAN	tr|A0A4U1EVP7|A0A4U1EVP7_MONMO
OG0010877	sp|Q969X6|UTP4_HUMAN	tr|A0A4U1FP29|A0A4U1FP29_MONMO
OG0010878	sp|Q96QF7|GCNA_HUMAN	tr|A0A4U1EN81|A0A4U1EN81_MONMO
OG0010879	sp|Q9BSL1|UBAC1_HUMAN	tr|A0A4U1FPL0|A0A4U1FPL0_MONMO
OG0010880	sp|Q9BV36|MELPH_HUMAN	tr|A0A4U1EZ62|A0A4U1EZ62_MONMO
OG0010881	sp|Q9BVG3|TRI62_HUMAN	tr|A0A4U1EU82|A0A4U1EU82_MONMO
OG0010882	sp|Q9BXF6|RFIP5_HUMAN	tr|A0A4U1EK43|A0A4U1EK43_MONMO
OG0010883	sp|Q9BXJ5|C1QT2_HUMAN	tr|A0A4U1F9Z4|A0A4U1F9Z4_MONMO
OG0010884	sp|Q9BZF9|UACA_HUMAN	tr|A0A4U1F977|A0A4U1F977_MONMO
OG0010885	sp|Q9H2S9|IKZF4_HUMAN	tr|A0A4U1FR22|A0A4U1FR22_MONMO
OG0010886	sp|Q9H4H8|FA83D_HUMAN	tr|A0A4U1FET0|A0A4U1FET0_MONMO
OG0010887	sp|Q9H910|JUPI2_HUMAN	tr|A0A4U1FNW0|A0A4U1FNW0_MONMO
OG0010888	sp|Q9HCL0|PCD18_HUMAN	tr|A0A4U1EQB3|A0A4U1EQB3_MONMO
OG0010889	sp|Q9NRH1|YAE1_HUMAN	tr|A0A4U1ESF7|A0A4U1ESF7_MONMO
OG0010890	sp|Q9NRP2|COXM2_HUMAN	tr|A0A4U1FGD3|A0A4U1FGD3_MONMO
OG0010891	sp|Q9NS37|ZHANG_HUMAN	tr|A0A4U1EYS8|A0A4U1EYS8_MONMO
OG0010892	sp|Q9NWK9|BCD1_HUMAN	tr|A0A4U1F9F9|A0A4U1F9F9_MONMO
OG0010893	sp|Q9NZD2|GLTP_HUMAN	tr|A0A4U1F367|A0A4U1F367_MONMO
OG0010894	sp|Q9UHB7|AFF4_HUMAN	tr|A0A4U1EGC7|A0A4U1EGC7_MONMO
OG0010895	sp|Q9UJ68|MSRA_HUMAN	tr|A0A4U1EY76|A0A4U1EY76_MONMO
OG0010896	sp|Q9UJA3|MCM8_HUMAN	tr|A0A4V5P6U3|A0A4V5P6U3_MONMO
OG0010897	sp|Q9ULL8|SHRM4_HUMAN	tr|A0A4U1ED95|A0A4U1ED95_MONMO
OG0010898	sp|Q9Y2D5|AKAP2_HUMAN	tr|A0A4U1EFI5|A0A4U1EFI5_MONMO
OG0010899	sp|Q9Y6Q6|TNR11_HUMAN	tr|A0A4U1EJ18|A0A4U1EJ18_MONMO
OG0010900	sp|A1L020|MEX3A_HUMAN	tr|A0A4U1EQ48|A0A4U1EQ48_MONMO
OG0010901	sp|A2RRH5|WDR27_HUMAN	tr|A0A4U1EZW1|A0A4U1EZW1_MONMO
OG0010902	sp|A6NCI4|VWA3A_HUMAN	tr|A0A4V6WP68|A0A4V6WP68_MONMO
OG0010903	sp|A8MTQ0|NOTO_HUMAN	tr|A0A4V5P6G4|A0A4V5P6G4_MONMO
OG0010904	sp|A8MXD5|GRCR1_HUMAN	tr|A0A4V6WNU3|A0A4V6WNU3_MONMO
OG0010905	sp|O43447|PPIH_HUMAN	tr|A0A4U1ER41|A0A4U1ER41_MONMO
OG0010906	sp|O43665|RGS10_HUMAN	tr|A0A4U1EGT3|A0A4U1EGT3_MONMO
OG0010907	sp|O43818|U3IP2_HUMAN	tr|A0A4V5P9J2|A0A4V5P9J2_MONMO
OG0010908	sp|P05108|CP11A_HUMAN	tr|A0A4V5P867|A0A4V5P867_MONMO
OG0010909	sp|P0DP72|VSXL2_HUMAN	tr|A0A4U1EFS7|A0A4U1EFS7_MONMO
OG0010910	sp|P15924|DESP_HUMAN	tr|A0A4U1FHQ5|A0A4U1FHQ5_MONMO
OG0010911	sp|P20827|EFNA1_HUMAN	tr|A0A4U1ERP8|A0A4U1ERP8_MONMO
OG0010912	sp|P28562|DUS1_HUMAN	tr|A0A4U1FN99|A0A4U1FN99_MONMO
OG0010913	sp|P41440|S19A1_HUMAN	tr|A0A4U1ET75|A0A4U1ET75_MONMO
OG0010914	sp|P43220|GLP1R_HUMAN	tr|A0A4U1EJ31|A0A4U1EJ31_MONMO
OG0010915	sp|P53990|IST1_HUMAN	tr|A0A4U1EPP4|A0A4U1EPP4_MONMO
OG0010916	sp|P57679|EVC_HUMAN	tr|A0A4U1FAT6|A0A4U1FAT6_MONMO
OG0010917	sp|P61758|PFD3_HUMAN	tr|A0A4U1EF05|A0A4U1EF05_MONMO
OG0010918	sp|Q01094|E2F1_HUMAN	tr|A0A4U1F0D0|A0A4U1F0D0_MONMO
OG0010919	sp|Q03393|PTPS_HUMAN	tr|A0A4U1F1U9|A0A4U1F1U9_MONMO
OG0010920	sp|Q14687|GSE1_HUMAN	tr|A0A4V5P8I5|A0A4V5P8I5_MONMO
OG0010921	sp|Q14693|LPIN1_HUMAN	tr|A0A4U1FSH8|A0A4U1FSH8_MONMO
OG0010922	sp|Q2M5E4|RGS21_HUMAN	tr|A0A4U1F7I5|A0A4U1F7I5_MONMO
OG0010923	sp|Q2TAA5|ALG11_HUMAN	tr|A0A4U1FP79|A0A4U1FP79_MONMO
OG0010924	sp|Q3LXA3|TKFC_HUMAN	tr|A0A4U1FN81|A0A4U1FN81_MONMO
OG0010925	sp|Q5T0N1|CFA70_HUMAN	tr|A0A4U1EZ15|A0A4U1EZ15_MONMO
OG0010926	sp|Q6NY19|KANK3_HUMAN	tr|A0A4U1ELA3|A0A4U1ELA3_MONMO
OG0010927	sp|Q86W26|NAL10_HUMAN	tr|A0A4U1FBI2|A0A4U1FBI2_MONMO
OG0010928	sp|Q8IX90|SKA3_HUMAN	tr|A0A4U1FHM4|A0A4U1FHM4_MONMO
OG0010929	sp|Q8N0Z6|TTC5_HUMAN	tr|A0A4U1ELS1|A0A4U1ELS1_MONMO
OG0010930	sp|Q8N357|S35F6_HUMAN	tr|A0A4U1FGI7|A0A4U1FGI7_MONMO
OG0010931	sp|Q8N907|DAND5_HUMAN	tr|A0A4U1ERX5|A0A4U1ERX5_MONMO
OG0010932	sp|Q8N954|GPT11_HUMAN	tr|A0A4U1F7L4|A0A4U1F7L4_MONMO
OG0010933	sp|Q8NA92|THAP8_HUMAN	tr|A0A4V5P927|A0A4V5P927_MONMO
OG0010934	sp|Q8NI08|NCOA7_HUMAN	tr|A0A4U1EYM9|A0A4U1EYM9_MONMO
OG0010935	sp|Q8TCU3|S7A13_HUMAN	tr|A0A4U1ENA6|A0A4U1ENA6_MONMO
OG0010936	sp|Q8TED0|UTP15_HUMAN	tr|A0A4U1FFC9|A0A4U1FFC9_MONMO
OG0010937	sp|Q8WZ42|TITIN_HUMAN	tr|A0A4U1ET22|A0A4U1ET22_MONMO
OG0010938	sp|Q9BVA0|KTNB1_HUMAN	tr|A0A4U1F5C9|A0A4U1F5C9_MONMO
OG0010939	sp|Q9HD36|B2L10_HUMAN	tr|A0A4U1EES4|A0A4U1EES4_MONMO
OG0010940	sp|Q9NP08|HMX1_HUMAN	tr|A0A4U1FLJ0|A0A4U1FLJ0_MONMO
OG0010941	sp|Q9UBI4|STML1_HUMAN	tr|A0A4U1F0P9|A0A4U1F0P9_MONMO
OG0010942	sp|Q9UHQ4|BAP29_HUMAN	tr|A0A4U1EHF3|A0A4U1EHF3_MONMO
OG0010943	sp|Q9UKU7|ACAD8_HUMAN	tr|A0A4U1EWM0|A0A4U1EWM0_MONMO
OG0010944	sp|Q9ULM3|YETS2_HUMAN	tr|A0A4U1FRP3|A0A4U1FRP3_MONMO
OG0010945	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A4U1FFW6|A0A4U1FFW6_MONMO
OG0010946	sp|Q9Y5N1|HRH3_HUMAN	tr|A0A4U1F7C9|A0A4U1F7C9_MONMO
OG0010947	sp|A1L4H1|SRCRL_HUMAN	tr|A0A4U1EJI3|A0A4U1EJI3_MONMO
OG0010948	sp|A5PLK6|RGSL_HUMAN	tr|A0A4U1FHP7|A0A4U1FHP7_MONMO
OG0010949	sp|O43559|FRS3_HUMAN	tr|A0A4U1FQU5|A0A4U1FQU5_MONMO
OG0010950	sp|O60443|GSDME_HUMAN	tr|A0A4U1FMB9|A0A4U1FMB9_MONMO
OG0010951	sp|O75063|XYLK_HUMAN	tr|A0A4U1FHW3|A0A4U1FHW3_MONMO
OG0010952	sp|O95257|GA45G_HUMAN	tr|A0A4U1ER44|A0A4U1ER44_MONMO
OG0010953	sp|O95672|ECEL1_HUMAN	tr|A0A4U1EYT6|A0A4U1EYT6_MONMO
OG0010954	sp|P05113|IL5_HUMAN	tr|A0A4U1EK10|A0A4U1EK10_MONMO
OG0010955	sp|P09848|LPH_HUMAN	tr|A0A4U1FU36|A0A4U1FU36_MONMO
OG0010956	sp|P0CG40|SP9_HUMAN	tr|A0A4U1FIS9|A0A4U1FIS9_MONMO
OG0010957	sp|P15907|SIAT1_HUMAN	tr|A0A4V5P9U4|A0A4V5P9U4_MONMO
OG0010958	sp|P20333|TNR1B_HUMAN	tr|A0A4U1FMC9|A0A4U1FMC9_MONMO
OG0010959	sp|P31645|SC6A4_HUMAN	tr|A0A4U1FCW8|A0A4U1FCW8_MONMO
OG0010960	sp|P35610|SOAT1_HUMAN	tr|A0A4U1FKB8|A0A4U1FKB8_MONMO
OG0010961	sp|P43004|EAA2_HUMAN	tr|A0A4U1FRL3|A0A4U1FRL3_MONMO
OG0010962	sp|P48740|MASP1_HUMAN	tr|A0A4U1FG22|A0A4U1FG22_MONMO
OG0010963	sp|Q07654|TFF3_HUMAN	tr|A0A4U1FB64|A0A4U1FB64_MONMO
OG0010965	sp|Q6NVV1|R13P3_HUMAN	tr|A0A4U1EZD0|A0A4U1EZD0_MONMO
OG0010966	sp|Q6P5Q4|LMOD2_HUMAN	tr|A0A4U1EST4|A0A4U1EST4_MONMO
OG0010967	sp|Q7L0X2|ERIP6_HUMAN	tr|A0A4U1EGU2|A0A4U1EGU2_MONMO
OG0010968	sp|Q7RTU5|ASCL5_HUMAN	tr|A0A4U1EH67|A0A4U1EH67_MONMO
OG0010969	sp|Q8IY22|CMIP_HUMAN	tr|A0A4U1FIE7|A0A4U1FIE7_MONMO
OG0010970	sp|Q8N6G2|TEX26_HUMAN	tr|A0A4U1FS08|A0A4U1FS08_MONMO
OG0010971	sp|Q8NEC5|CTSR1_HUMAN	tr|A0A4U1ELW2|A0A4U1ELW2_MONMO
OG0010972	sp|Q8TCD6|PHOP2_HUMAN	tr|A0A4U1EUE3|A0A4U1EUE3_MONMO
OG0010973	sp|Q8WV07|LTO1_HUMAN	tr|A0A4U1FPX7|A0A4U1FPX7_MONMO
OG0010974	sp|Q8WW18|CQ050_HUMAN	tr|A0A4U1EI37|A0A4U1EI37_MONMO
OG0010975	sp|Q92737|RSLAA_HUMAN	tr|A0A4U1FPD6|A0A4U1FPD6_MONMO
OG0010976	sp|Q96DX7|TRI44_HUMAN	tr|A0A4U1FU31|A0A4U1FU31_MONMO
OG0010977	sp|Q96KX0|LYZL4_HUMAN	tr|A0A4U1EDG4|A0A4U1EDG4_MONMO
OG0010978	sp|Q96LJ8|UBX10_HUMAN	tr|A0A4U1FV96|A0A4U1FV96_MONMO
OG0010979	sp|Q96RP9|EFGM_HUMAN	tr|A0A4U1EGX8|A0A4U1EGX8_MONMO
OG0010980	sp|Q9BWE0|REPI1_HUMAN	tr|A0A4U1FQ54|A0A4U1FQ54_MONMO
OG0010981	sp|Q9H0D2|ZN541_HUMAN	tr|A0A4U1FVN2|A0A4U1FVN2_MONMO
OG0010982	sp|Q9H974|QTRT2_HUMAN	tr|A0A4U1FDQ2|A0A4U1FDQ2_MONMO
OG0010983	sp|Q9H9F9|ARP5_HUMAN	tr|A0A4U1FF01|A0A4U1FF01_MONMO
OG0010984	sp|Q9NQ75|CASS4_HUMAN	tr|A0A4U1ET32|A0A4U1ET32_MONMO
OG0010985	sp|Q9NZJ0|DTL_HUMAN	tr|A0A4U1EUB6|A0A4U1EUB6_MONMO
OG0010986	sp|Q9P258|RCC2_HUMAN	tr|A0A4U1EVG0|A0A4U1EVG0_MONMO
OG0010987	sp|Q9UJX6|ANC2_HUMAN	tr|A0A4U1FP18|A0A4U1FP18_MONMO
OG0010988	sp|Q9UKA1|FBXL5_HUMAN	tr|A0A4U1EV72|A0A4U1EV72_MONMO
OG0010989	sp|Q9UNZ2|NSF1C_HUMAN	tr|A0A4U1EF35|A0A4U1EF35_MONMO
OG0010990	sp|Q9Y3Q3|TMED3_HUMAN	tr|A0A4U1EVJ6|A0A4U1EVJ6_MONMO
OG0010991	sp|Q9Y4D7|PLXD1_HUMAN	tr|A0A4U1EYE1|A0A4U1EYE1_MONMO
OG0010992	sp|Q9Y694|S22A7_HUMAN	tr|A0A4U1FQS8|A0A4U1FQS8_MONMO
OG0010993	sp|A6NMX2|I4E1B_HUMAN	tr|A0A4U1ELJ4|A0A4U1ELJ4_MONMO
OG0010994	sp|O15034|RIMB2_HUMAN	tr|A0A4U1EI49|A0A4U1EI49_MONMO
OG0010995	sp|O15145|ARPC3_HUMAN	tr|A0A4U1FMG6|A0A4U1FMG6_MONMO
OG0010996	sp|O60496|DOK2_HUMAN	tr|A0A4U1EXK8|A0A4U1EXK8_MONMO
OG0010997	sp|O60548|FOXD2_HUMAN	tr|A0A4U1EQ77|A0A4U1EQ77_MONMO
OG0010998	sp|O95948|ONEC2_HUMAN	tr|A0A4U1EPQ8|A0A4U1EPQ8_MONMO
OG0010999	sp|P35916|VGFR3_HUMAN	tr|A0A4U1ED81|A0A4U1ED81_MONMO
OG0011000	sp|P58304|VSX2_HUMAN	tr|A0A4U1F6B3|A0A4U1F6B3_MONMO
OG0011001	sp|P78371|TCPB_HUMAN	tr|A0A4U1EMB7|A0A4U1EMB7_MONMO
OG0011002	sp|P98177|FOXO4_HUMAN	tr|A0A4U1ELZ8|A0A4U1ELZ8_MONMO
OG0011003	sp|Q09161|NCBP1_HUMAN	tr|A0A4U1EY00|A0A4U1EY00_MONMO
OG0011004	sp|Q14494|NF2L1_HUMAN	tr|A0A4U1FLD1|A0A4U1FLD1_MONMO
OG0011005	sp|Q15113|PCOC1_HUMAN	tr|A0A4U1FIH6|A0A4U1FIH6_MONMO
OG0011006	sp|Q15771|RAB30_HUMAN	tr|A0A4U1EPT6|A0A4U1EPT6_MONMO
OG0011007	sp|Q1W6H9|F110C_HUMAN	tr|A0A4U1EW42|A0A4U1EW42_MONMO
OG0011008	sp|Q2TAZ0|ATG2A_HUMAN	tr|A0A4U1EKI1|A0A4U1EKI1_MONMO
OG0011009	sp|Q53H47|SETMR_HUMAN	tr|A0A4U1F679|A0A4U1F679_MONMO
OG0011010	sp|Q5SY16|NOL9_HUMAN	tr|A0A4U1FN56|A0A4U1FN56_MONMO
OG0011011	sp|Q6IQ19|CCSAP_HUMAN	tr|A0A4U1EEE0|A0A4U1EEE0_MONMO
OG0011012	sp|Q7L775|EPMIP_HUMAN	tr|A0A4V5PAV5|A0A4V5PAV5_MONMO
OG0011013	sp|Q8N1F7|NUP93_HUMAN	tr|A0A4U1EW82|A0A4U1EW82_MONMO
OG0011014	sp|Q8WV41|SNX33_HUMAN	tr|A0A4U1F2A7|A0A4U1F2A7_MONMO
OG0011015	sp|Q8WVE6|TM171_HUMAN	tr|A0A4U1FED3|A0A4U1FED3_MONMO
OG0011016	sp|Q8WYK2|JDP2_HUMAN	tr|A0A4U1EEI7|A0A4U1EEI7_MONMO
OG0011017	sp|Q969Q4|ARL11_HUMAN	tr|A0A4U1FRW4|A0A4U1FRW4_MONMO
OG0011018	sp|Q96DN0|ERP27_HUMAN	tr|A0A4U1EZ03|A0A4U1EZ03_MONMO
OG0011019	sp|Q96EP0|RNF31_HUMAN	tr|A0A4U1ENX8|A0A4U1ENX8_MONMO
OG0011020	sp|Q96PM9|Z385A_HUMAN	tr|A0A4U1FQW0|A0A4U1FQW0_MONMO
OG0011021	sp|Q96RR4|KKCC2_HUMAN	tr|A0A4U1FJS4|A0A4U1FJS4_MONMO
OG0011022	sp|Q99952|PTN18_HUMAN	tr|A0A4U1EMH9|A0A4U1EMH9_MONMO
OG0011023	sp|Q9BWV2|SPAT9_HUMAN	tr|A0A4U1FIZ3|A0A4U1FIZ3_MONMO
OG0011024	sp|Q9BX66|SRBS1_HUMAN	tr|A0A4V5P831|A0A4V5P831_MONMO
OG0011025	sp|Q9NQC3|RTN4_HUMAN	tr|A0A4U1EUF5|A0A4U1EUF5_MONMO
OG0011026	sp|Q9NR96|TLR9_HUMAN	tr|A0A4U1EYM1|A0A4U1EYM1_MONMO
OG0011027	sp|Q9NRD5|PICK1_HUMAN	tr|A0A4U1F195|A0A4U1F195_MONMO
OG0011028	sp|Q9NU02|ANKE1_HUMAN	tr|A0A4U1EE74|A0A4U1EE74_MONMO
OG0011029	sp|Q9NZ52|GGA3_HUMAN	tr|A0A4U1FTA4|A0A4U1FTA4_MONMO
OG0011030	sp|Q9UGI0|ZRAN1_HUMAN	tr|A0A4U1EWD4|A0A4U1EWD4_MONMO
OG0011031	sp|Q9Y343|SNX24_HUMAN	tr|A0A4U1EYJ7|A0A4U1EYJ7_MONMO
OG0011032	sp|Q9Y3C0|WASC3_HUMAN	tr|A0A4U1EI14|A0A4U1EI14_MONMO
OG0011033	sp|Q9Y6A5|TACC3_HUMAN	tr|A0A4V6WP11|A0A4V6WP11_MONMO
OG0011034	sp|A0A0U1RRA0|ZNOS_HUMAN	tr|A0A4U1F4C2|A0A4U1F4C2_MONMO
OG0011035	sp|A2RU30|TESP1_HUMAN	tr|A0A4U1FQW6|A0A4U1FQW6_MONMO
OG0011036	sp|A8MZ97|CB074_HUMAN	tr|A0A4U1EEX1|A0A4U1EEX1_MONMO
OG0011037	sp|O00142|KITM_HUMAN	tr|A0A4U1EUW9|A0A4U1EUW9_MONMO
OG0011038	sp|O15118|NPC1_HUMAN	tr|A0A4U1EQQ8|A0A4U1EQQ8_MONMO
OG0011039	sp|O96014|WNT11_HUMAN	tr|A0A4U1EWZ0|A0A4U1EWZ0_MONMO
OG0011040	sp|P04114|APOB_HUMAN	tr|A0A4V5P6V8|A0A4V5P6V8_MONMO
OG0011041	sp|P31271|HXA13_HUMAN	tr|A0A4V5PAB2|A0A4V5PAB2_MONMO
OG0011042	sp|P46095|GPR6_HUMAN	tr|A0A4U1F407|A0A4U1F407_MONMO
OG0011043	sp|P47902|CDX1_HUMAN	tr|A0A4U1EGL4|A0A4U1EGL4_MONMO
OG0011044	sp|P52799|EFNB2_HUMAN	tr|A0A4U1FSK6|A0A4U1FSK6_MONMO
OG0011045	sp|P55061|BI1_HUMAN	tr|A0A4U1ES60|A0A4U1ES60_MONMO
OG0011046	sp|P56537|IF6_HUMAN	tr|A0A4U1ES84|A0A4U1ES84_MONMO
OG0011047	sp|P82664|RT10_HUMAN	tr|A0A4U1FRF8|A0A4U1FRF8_MONMO
OG0011048	sp|Q00839|HNRPU_HUMAN	tr|A0A4U1F862|A0A4U1F862_MONMO
OG0011049	sp|Q03518|TAP1_HUMAN	tr|A0A4V5PA59|A0A4V5PA59_MONMO
OG0011050	sp|Q14511|CASL_HUMAN	tr|A0A4U1ECX8|A0A4U1ECX8_MONMO
OG0011051	sp|Q16572|VACHT_HUMAN	tr|A0A4U1FCR7|A0A4U1FCR7_MONMO
OG0011052	sp|Q4G0N4|NAKD2_HUMAN	tr|A0A4U1FJZ4|A0A4U1FJZ4_MONMO
OG0011053	sp|Q5VU65|P210L_HUMAN	tr|A0A4U1ENS8|A0A4U1ENS8_MONMO
OG0011054	sp|Q5VYY1|ANR22_HUMAN	tr|A0A4U1F9Y7|A0A4U1F9Y7_MONMO
OG0011055	sp|Q6PEY0|CXB7_HUMAN	tr|A0A4U1EIG9|A0A4U1EIG9_MONMO
OG0011056	sp|Q717R9|CYS1_HUMAN	tr|A0A4V6WPD5|A0A4V6WPD5_MONMO
OG0011057	sp|Q7Z4K8|TRI46_HUMAN	tr|A0A4V5P784|A0A4V5P784_MONMO
OG0011058	sp|Q8IZ08|GP135_HUMAN	tr|A0A4U1F1F8|A0A4U1F1F8_MONMO
OG0011059	sp|Q8N386|LRC25_HUMAN	tr|A0A4U1FJB2|A0A4U1FJB2_MONMO
OG0011060	sp|Q8N4A0|GALT4_HUMAN	tr|A0A4U1FSA5|A0A4U1FSA5_MONMO
OG0011061	sp|Q8N8B7|TEANC_HUMAN	tr|A0A4U1ELS9|A0A4U1ELS9_MONMO
OG0011062	sp|Q8TCB7|METL6_HUMAN	tr|A0A4U1FC95|A0A4U1FC95_MONMO
OG0011063	sp|Q8TEK3|DOT1L_HUMAN	tr|A0A4U1F2Y1|A0A4U1F2Y1_MONMO
OG0011064	sp|Q99853|FOXB1_HUMAN	tr|A0A4U1FG95|A0A4U1FG95_MONMO
OG0011065	sp|Q99946|PRRT1_HUMAN	tr|A0A4U1EDC0|A0A4U1EDC0_MONMO
OG0011066	sp|Q9BQQ3|GORS1_HUMAN	tr|A0A4U1EQN5|A0A4U1EQN5_MONMO
OG0011067	sp|Q9BRL7|SC22C_HUMAN	tr|A0A4U1EHQ7|A0A4U1EHQ7_MONMO
OG0011068	sp|Q9BXP5|SRRT_HUMAN	tr|A0A4U1FIG7|A0A4U1FIG7_MONMO
OG0011069	sp|Q9H1C0|LPAR5_HUMAN	tr|A0A4U1FSA1|A0A4U1FSA1_MONMO
OG0011070	sp|Q9H6J7|CSTP1_HUMAN	tr|A0A4U1F9F5|A0A4U1F9F5_MONMO
OG0011071	sp|Q9H7C9|AAMDC_HUMAN	tr|A0A4U1FCD3|A0A4U1FCD3_MONMO
OG0011072	sp|Q9NQL9|DMRT3_HUMAN	tr|A0A4U1F909|A0A4U1F909_MONMO
OG0011073	sp|Q9NX00|TM160_HUMAN	tr|A0A4U1FVS4|A0A4U1FVS4_MONMO
OG0011074	sp|Q9UHC9|NPCL1_HUMAN	tr|A0A4V6WP08|A0A4V6WP08_MONMO
OG0011075	sp|Q9UL01|DSE_HUMAN	tr|A0A4U1EJF1|A0A4U1EJF1_MONMO
OG0011076	sp|Q9UMS0|NFU1_HUMAN	tr|A0A4U1ERC1|A0A4U1ERC1_MONMO
OG0011077	sp|Q9Y2W1|TR150_HUMAN	tr|A0A4U1F6L8|A0A4U1F6L8_MONMO
OG0011078	sp|Q9Y2X9|ZN281_HUMAN	tr|A0A4V5P996|A0A4V5P996_MONMO
OG0011079	sp|Q9Y6N5|SQOR_HUMAN	tr|A0A4U1EJ98|A0A4U1EJ98_MONMO
OG0011080	sp|A0A1B0GTY4|TEX50_HUMAN	tr|A0A4U1EP00|A0A4U1EP00_MONMO
OG0011081	sp|A4D1T9|PRS37_HUMAN	tr|A0A4U1FK72|A0A4U1FK72_MONMO
OG0011082	sp|A6NC51|T150B_HUMAN	tr|A0A4U1EL30|A0A4U1EL30_MONMO
