Orthogroup	Homo_sapiens	Rhinopithecus_roxellana
OG0012131	sp|P27816|MAP4_HUMAN	tr|A0A2K6QG00|A0A2K6QG00_RHIRO
OG0012132	sp|P47871|GLR_HUMAN	tr|A0A2K6R2L1|A0A2K6R2L1_RHIRO
OG0012133	sp|P56179|DLX6_HUMAN	tr|A0A2K6PW56|A0A2K6PW56_RHIRO
OG0012134	sp|Q04760|LGUL_HUMAN	tr|A0A2K6QB47|A0A2K6QB47_RHIRO
OG0012135	sp|Q06136|KDSR_HUMAN	tr|A0A2K6RV29|A0A2K6RV29_RHIRO
OG0012136	sp|Q07065|CKAP4_HUMAN	tr|A0A2K6P700|A0A2K6P700_RHIRO
OG0012137	sp|Q08378|GOGA3_HUMAN	tr|A0A2K6RLA2|A0A2K6RLA2_RHIRO
OG0012138	sp|Q14641|INSL4_HUMAN	tr|A0A2K6R335|A0A2K6R335_RHIRO
OG0012139	sp|Q16635|TAZ_HUMAN	tr|A0A2K6QI15|A0A2K6QI15_RHIRO
OG0012140	sp|Q3KNW1|SNAI3_HUMAN	tr|A0A2K6PL84|A0A2K6PL84_RHIRO
OG0012141	sp|Q4JDL3|PTN20_HUMAN	tr|A0A2K6PZA4|A0A2K6PZA4_RHIRO
OG0012142	sp|Q5J8X5|M4A13_HUMAN	tr|A0A2K6RP05|A0A2K6RP05_RHIRO
OG0012143	sp|Q5R387|PA2GC_HUMAN	tr|A0A2K6PKI6|A0A2K6PKI6_RHIRO
OG0012144	sp|Q5SXM8|DNLZ_HUMAN	tr|A0A2K6P595|A0A2K6P595_RHIRO
OG0012145	sp|Q5TDP6|LGSN_HUMAN	tr|A0A2K6RJQ4|A0A2K6RJQ4_RHIRO
OG0012146	sp|Q6DWJ6|GP139_HUMAN	tr|A0A2K6P8A7|A0A2K6P8A7_RHIRO
OG0012147	sp|Q6P9B6|MEAK7_HUMAN	tr|A0A2K6NIX9|A0A2K6NIX9_RHIRO
OG0012148	sp|Q6PI48|SYDM_HUMAN	tr|A0A2K6NXR6|A0A2K6NXR6_RHIRO
OG0012149	sp|Q6U736|OPN5_HUMAN	tr|A0A2K6R8Q2|A0A2K6R8Q2_RHIRO
OG0012150	sp|Q6ZRQ5|MMS22_HUMAN	tr|A0A2K6NNA3|A0A2K6NNA3_RHIRO
OG0012151	sp|Q86Y97|KMT5C_HUMAN	tr|A0A2K6QVI7|A0A2K6QVI7_RHIRO
OG0012152	sp|Q8IUB5|WFD13_HUMAN	tr|A0A2K6RLE6|A0A2K6RLE6_RHIRO
OG0012153	sp|Q8IWD5|MFS6L_HUMAN	tr|A0A2K6NBD6|A0A2K6NBD6_RHIRO
OG0012154	sp|Q8IWU4|ZNT8_HUMAN	tr|A0A2K6R9W9|A0A2K6R9W9_RHIRO
OG0012155	sp|Q8IZW8|TENS4_HUMAN	tr|A0A2K6RDP0|A0A2K6RDP0_RHIRO
OG0012156	sp|Q8N130|NPT2C_HUMAN	tr|A0A2K6PR22|A0A2K6PR22_RHIRO
OG0012157	sp|Q8WWY3|PRP31_HUMAN	tr|A0A2K6QMD1|A0A2K6QMD1_RHIRO
OG0012158	sp|Q969F8|KISSR_HUMAN	tr|A0A2K6QWT3|A0A2K6QWT3_RHIRO
OG0012159	sp|Q969X6|UTP4_HUMAN	tr|A0A2K6PBY2|A0A2K6PBY2_RHIRO
OG0012160	sp|Q96IZ2|ADTRP_HUMAN	tr|A0A2K6RGJ0|A0A2K6RGJ0_RHIRO
OG0012161	sp|Q96QF7|GCNA_HUMAN	tr|A0A2K6RSJ8|A0A2K6RSJ8_RHIRO
OG0012162	sp|Q9BSL1|UBAC1_HUMAN	tr|A0A2K6QAB8|A0A2K6QAB8_RHIRO
OG0012163	sp|Q9BV36|MELPH_HUMAN	tr|A0A2K6Q6W8|A0A2K6Q6W8_RHIRO
OG0012164	sp|Q9BVG3|TRI62_HUMAN	tr|A0A2K6P8I4|A0A2K6P8I4_RHIRO
OG0012165	sp|Q9BXF6|RFIP5_HUMAN	tr|A0A2K6PH58|A0A2K6PH58_RHIRO
OG0012166	sp|Q9BXJ5|C1QT2_HUMAN	tr|A0A2K6PT10|A0A2K6PT10_RHIRO
OG0012167	sp|Q9BY50|SC11C_HUMAN	tr|A0A2K6RJW1|A0A2K6RJW1_RHIRO
OG0012168	sp|Q9BZF9|UACA_HUMAN	tr|A0A2K6QFK6|A0A2K6QFK6_RHIRO
OG0012169	sp|Q9H2S9|IKZF4_HUMAN	tr|A0A2K6RFF5|A0A2K6RFF5_RHIRO
OG0012170	sp|Q9H4H8|FA83D_HUMAN	tr|A0A2K6RFA7|A0A2K6RFA7_RHIRO
OG0012171	sp|Q9H910|JUPI2_HUMAN	tr|A0A2K6NQ63|A0A2K6NQ63_RHIRO
OG0012172	sp|Q9HCL0|PCD18_HUMAN	tr|A0A2K6QYJ2|A0A2K6QYJ2_RHIRO
OG0012173	sp|Q9NRH1|YAE1_HUMAN	tr|A0A2K6QS16|A0A2K6QS16_RHIRO
OG0012174	sp|Q9NRP2|COXM2_HUMAN	tr|A0A2K6PVA1|A0A2K6PVA1_RHIRO
OG0012175	sp|Q9NS37|ZHANG_HUMAN	tr|A0A2K6Q9H7|A0A2K6Q9H7_RHIRO
OG0012176	sp|Q9NS40|KCNH7_HUMAN	tr|A0A2K6RAX2|A0A2K6RAX2_RHIRO
OG0012177	sp|Q9NWK9|BCD1_HUMAN	tr|A0A2K6NVG0|A0A2K6NVG0_RHIRO
OG0012178	sp|Q9UFB7|ZBT47_HUMAN	tr|A0A2K6P641|A0A2K6P641_RHIRO
OG0012179	sp|Q9UHB7|AFF4_HUMAN	tr|A0A2K6PSY5|A0A2K6PSY5_RHIRO
OG0012180	sp|Q9UJ68|MSRA_HUMAN	tr|A0A2K6PJM9|A0A2K6PJM9_RHIRO
OG0012181	sp|Q9UJA3|MCM8_HUMAN	tr|A0A2K6RWZ3|A0A2K6RWZ3_RHIRO
OG0012182	sp|Q9ULL8|SHRM4_HUMAN	tr|A0A2K6R051|A0A2K6R051_RHIRO
OG0012183	sp|Q9Y2D5|AKAP2_HUMAN	tr|A0A2K6NER6|A0A2K6NER6_RHIRO
OG0012184	sp|Q9Y639|NPTN_HUMAN	tr|A0A2K6PK73|A0A2K6PK73_RHIRO
OG0012185	sp|Q9Y6Q6|TNR11_HUMAN	tr|A0A2K6PQ77|A0A2K6PQ77_RHIRO
OG0012186	sp|A0AVI2|FR1L5_HUMAN	tr|A0A2K6NF52|A0A2K6NF52_RHIRO
OG0012187	sp|A1L020|MEX3A_HUMAN	tr|A0A2K6NZ09|A0A2K6NZ09_RHIRO
OG0012188	sp|A2RRH5|WDR27_HUMAN	tr|A0A2K6PXJ9|A0A2K6PXJ9_RHIRO
OG0012189	sp|A2RUU4|COLL1_HUMAN	tr|A0A2K6P0A6|A0A2K6P0A6_RHIRO
OG0012190	sp|A6NCI4|VWA3A_HUMAN	tr|A0A2K6RHF5|A0A2K6RHF5_RHIRO
OG0012191	sp|A8MTQ0|NOTO_HUMAN	tr|A0A2K6PQ02|A0A2K6PQ02_RHIRO
OG0012192	sp|A8MXD5|GRCR1_HUMAN	tr|A0A2K6P502|A0A2K6P502_RHIRO
OG0012194	sp|O14626|GP171_HUMAN	tr|A0A2K6NIB3|A0A2K6NIB3_RHIRO
OG0012195	sp|O15327|INP4B_HUMAN	tr|A0A2K6QM92|A0A2K6QM92_RHIRO
OG0012196	sp|O43447|PPIH_HUMAN	tr|A0A2K6RLZ4|A0A2K6RLZ4_RHIRO
OG0012197	sp|O43665|RGS10_HUMAN	tr|A0A2K6P7U7|A0A2K6P7U7_RHIRO
OG0012198	sp|O43818|U3IP2_HUMAN	tr|A0A2K6RSE7|A0A2K6RSE7_RHIRO
OG0012199	sp|P05108|CP11A_HUMAN	tr|A0A2K6QAW7|A0A2K6QAW7_RHIRO
OG0012200	sp|P0DP72|VSXL2_HUMAN	tr|A0A2K6PW89|A0A2K6PW89_RHIRO
OG0012201	sp|P15924|DESP_HUMAN	tr|A0A2K6QIP3|A0A2K6QIP3_RHIRO
OG0012202	sp|P20827|EFNA1_HUMAN	tr|A0A2K6RK82|A0A2K6RK82_RHIRO
OG0012203	sp|P28562|DUS1_HUMAN	tr|A0A2K6NTF0|A0A2K6NTF0_RHIRO
OG0012204	sp|P41440|S19A1_HUMAN	tr|A0A2K6PLW1|A0A2K6PLW1_RHIRO
OG0012205	sp|P43220|GLP1R_HUMAN	tr|A0A2K6Q8N1|A0A2K6Q8N1_RHIRO
OG0012206	sp|P53990|IST1_HUMAN	tr|A0A2K6RCH1|A0A2K6RCH1_RHIRO
OG0012207	sp|P57679|EVC_HUMAN	tr|A0A2K6NKW0|A0A2K6NKW0_RHIRO
OG0012208	sp|Q01094|E2F1_HUMAN	tr|A0A2K6QR90|A0A2K6QR90_RHIRO
OG0012209	sp|Q03393|PTPS_HUMAN	tr|A0A2K6PRC8|A0A2K6PRC8_RHIRO
OG0012210	sp|Q08117|TLE5_HUMAN	tr|A0A2K6QMR5|A0A2K6QMR5_RHIRO
OG0012211	sp|Q14687|GSE1_HUMAN	tr|A0A2K6RL86|A0A2K6RL86_RHIRO
OG0012212	sp|Q14693|LPIN1_HUMAN	tr|A0A2K6QZY5|A0A2K6QZY5_RHIRO
OG0012213	sp|Q2M5E4|RGS21_HUMAN	tr|A0A2K6PVM0|A0A2K6PVM0_RHIRO
OG0012214	sp|Q2TAA5|ALG11_HUMAN	tr|A0A2K6QNW6|A0A2K6QNW6_RHIRO
OG0012215	sp|Q3LXA3|TKFC_HUMAN	tr|A0A2K6P8B6|A0A2K6P8B6_RHIRO
OG0012216	sp|Q52LW3|RHG29_HUMAN	tr|A0A2K6R1Q7|A0A2K6R1Q7_RHIRO
OG0012217	sp|Q5T0N1|CFA70_HUMAN	tr|A0A2K6RG92|A0A2K6RG92_RHIRO
OG0012218	sp|Q6NY19|KANK3_HUMAN	tr|A0A2K6RCJ6|A0A2K6RCJ6_RHIRO
OG0012219	sp|Q86W26|NAL10_HUMAN	tr|A0A2K6QEN6|A0A2K6QEN6_RHIRO
OG0012220	sp|Q8IX90|SKA3_HUMAN	tr|A0A2K6RA59|A0A2K6RA59_RHIRO
OG0012221	sp|Q8N0Z6|TTC5_HUMAN	tr|A0A2K6Q2D0|A0A2K6Q2D0_RHIRO
OG0012222	sp|Q8N357|S35F6_HUMAN	tr|A0A2K6PKL9|A0A2K6PKL9_RHIRO
OG0012223	sp|Q8N7C3|TRIMM_HUMAN	tr|A0A2K6QW03|A0A2K6QW03_RHIRO
OG0012224	sp|Q8N907|DAND5_HUMAN	tr|A0A2K6PM55|A0A2K6PM55_RHIRO
OG0012225	sp|Q8NA92|THAP8_HUMAN	tr|A0A2K6PPQ0|A0A2K6PPQ0_RHIRO
OG0012226	sp|Q8NDV3|SMC1B_HUMAN	tr|A0A2K6PJE5|A0A2K6PJE5_RHIRO
OG0012227	sp|Q8NGQ4|O10Q1_HUMAN	tr|A0A2K6Q9Z4|A0A2K6Q9Z4_RHIRO
OG0012228	sp|Q8NI08|NCOA7_HUMAN	tr|A0A2K6PNG5|A0A2K6PNG5_RHIRO
OG0012229	sp|Q8TBZ3|WDR20_HUMAN	tr|A0A2K6PSV2|A0A2K6PSV2_RHIRO
OG0012230	sp|Q8TCU3|S7A13_HUMAN	tr|A0A2K6P1H7|A0A2K6P1H7_RHIRO
OG0012231	sp|Q8TED0|UTP15_HUMAN	tr|A0A2K6PX25|A0A2K6PX25_RHIRO
OG0012232	sp|Q8WZ42|TITIN_HUMAN	tr|A0A2K6RWS3|A0A2K6RWS3_RHIRO
OG0012233	sp|Q96S99|PKHF1_HUMAN	tr|A0A2K6NPM4|A0A2K6NPM4_RHIRO
OG0012234	sp|Q99943|PLCA_HUMAN	tr|A0A2K6PKR6|A0A2K6PKR6_RHIRO
OG0012235	sp|Q9BVA0|KTNB1_HUMAN	tr|A0A2K6RDY5|A0A2K6RDY5_RHIRO
OG0012236	sp|Q9BXW6|OSBL1_HUMAN	tr|A0A2K6RUM9|A0A2K6RUM9_RHIRO
OG0012237	sp|Q9C002|NMES1_HUMAN	tr|A0A2K6NG45|A0A2K6NG45_RHIRO
OG0012238	sp|Q9GZM7|TINAL_HUMAN	tr|A0A2K6P0Q7|A0A2K6P0Q7_RHIRO
OG0012239	sp|Q9HAE3|CLXN_HUMAN	tr|A0A2K6QIN9|A0A2K6QIN9_RHIRO
OG0012240	sp|Q9HD36|B2L10_HUMAN	tr|A0A2K6R5T5|A0A2K6R5T5_RHIRO
OG0012241	sp|Q9NP08|HMX1_HUMAN	tr|A0A2K6RVX6|A0A2K6RVX6_RHIRO
OG0012242	sp|Q9NY99|SNTG2_HUMAN	tr|A0A2K6R777|A0A2K6R777_RHIRO
OG0012243	sp|Q9UBI4|STML1_HUMAN	tr|A0A2K6P4Z5|A0A2K6P4Z5_RHIRO
OG0012244	sp|Q9UHQ4|BAP29_HUMAN	tr|A0A2K6R6X9|A0A2K6R6X9_RHIRO
OG0012245	sp|Q9UKU7|ACAD8_HUMAN	tr|A0A2K6QEY2|A0A2K6QEY2_RHIRO
OG0012246	sp|Q9ULM3|YETS2_HUMAN	tr|A0A2K6PSA8|A0A2K6PSA8_RHIRO
OG0012247	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A2K6PZH0|A0A2K6PZH0_RHIRO
OG0012248	sp|Q9Y5N1|HRH3_HUMAN	tr|A0A2K6RDC2|A0A2K6RDC2_RHIRO
OG0012249	sp|Q9Y600|CSAD_HUMAN	tr|A0A2K6QBC7|A0A2K6QBC7_RHIRO
OG0012250	sp|A1L4H1|SRCRL_HUMAN	tr|A0A2K6PXQ7|A0A2K6PXQ7_RHIRO
OG0012251	sp|A5PLK6|RGSL_HUMAN	tr|A0A2K6Q6Q7|A0A2K6Q6Q7_RHIRO
OG0012252	sp|H3BS89|T178B_HUMAN	tr|A0A2K6QUZ6|A0A2K6QUZ6_RHIRO
OG0012253	sp|O43559|FRS3_HUMAN	tr|A0A2K6PRU2|A0A2K6PRU2_RHIRO
OG0012254	sp|O60443|GSDME_HUMAN	tr|A0A2K6QID1|A0A2K6QID1_RHIRO
OG0012255	sp|O75469|NR1I2_HUMAN	tr|A0A2K6NS48|A0A2K6NS48_RHIRO
OG0012256	sp|O95257|GA45G_HUMAN	tr|A0A2K6QPC4|A0A2K6QPC4_RHIRO
OG0012257	sp|O95672|ECEL1_HUMAN	tr|A0A2K6NV67|A0A2K6NV67_RHIRO
OG0012258	sp|O95922|TTLL1_HUMAN	tr|A0A2K6PVL5|A0A2K6PVL5_RHIRO
OG0012259	sp|P05113|IL5_HUMAN	tr|A0A2K6NQJ9|A0A2K6NQJ9_RHIRO
OG0012260	sp|P09848|LPH_HUMAN	tr|A0A2K6QCB6|A0A2K6QCB6_RHIRO
OG0012261	sp|P12830|CADH1_HUMAN	tr|A0A2K6R725|A0A2K6R725_RHIRO
OG0012262	sp|P15907|SIAT1_HUMAN	tr|A0A2K6NEC1|A0A2K6NEC1_RHIRO
OG0012263	sp|P20333|TNR1B_HUMAN	tr|A0A2K6QLD0|A0A2K6QLD0_RHIRO
OG0012264	sp|P31645|SC6A4_HUMAN	tr|A0A2K6R6G3|A0A2K6R6G3_RHIRO
OG0012265	sp|P35610|SOAT1_HUMAN	tr|A0A2K6Q3M0|A0A2K6Q3M0_RHIRO
OG0012266	sp|P43004|EAA2_HUMAN	tr|A0A2K6P4U8|A0A2K6P4U8_RHIRO
OG0012267	sp|P48740|MASP1_HUMAN	tr|A0A2K6Q3X6|A0A2K6Q3X6_RHIRO
OG0012268	sp|Q06481|APLP2_HUMAN	tr|A0A2K6R1K6|A0A2K6R1K6_RHIRO
OG0012269	sp|Q07654|TFF3_HUMAN	tr|A0A2K6RKL8|A0A2K6RKL8_RHIRO
OG0012270	sp|Q08881|ITK_HUMAN	tr|A0A2K6QBG7|A0A2K6QBG7_RHIRO
OG0012271	sp|Q13323|BIK_HUMAN	tr|A0A2K6QK74|A0A2K6QK74_RHIRO
OG0012273	sp|Q3KP44|ANR55_HUMAN	tr|A0A2K6N8T3|A0A2K6N8T3_RHIRO
OG0012274	sp|Q5VIR6|VPS53_HUMAN	tr|A0A2K6RIA7|A0A2K6RIA7_RHIRO
OG0012275	sp|Q6P5Q4|LMOD2_HUMAN	tr|A0A2K6NAW3|A0A2K6NAW3_RHIRO
OG0012276	sp|Q7L0X2|ERIP6_HUMAN	tr|A0A2K6RCE2|A0A2K6RCE2_RHIRO
OG0012277	sp|Q86UY8|NT5D3_HUMAN	tr|A0A2K6QLI4|A0A2K6QLI4_RHIRO
OG0012278	sp|Q86YJ7|AN13B_HUMAN	tr|A0A2K6PVS9|A0A2K6PVS9_RHIRO
OG0012279	sp|Q8IW75|SPA12_HUMAN	tr|A0A2K6QM78|A0A2K6QM78_RHIRO
OG0012280	sp|Q8IY22|CMIP_HUMAN	tr|A0A2K6PYR3|A0A2K6PYR3_RHIRO
OG0012281	sp|Q8N4M7|CJ126_HUMAN	tr|A0A2K6P5W9|A0A2K6P5W9_RHIRO
OG0012282	sp|Q8N6G2|TEX26_HUMAN	tr|A0A2K6RDD7|A0A2K6RDD7_RHIRO
OG0012283	sp|Q8NCR6|SMRP1_HUMAN	tr|A0A2K6RM93|A0A2K6RM93_RHIRO
OG0012284	sp|Q8NEC5|CTSR1_HUMAN	tr|A0A2K6RIQ9|A0A2K6RIQ9_RHIRO
OG0012285	sp|Q8TCD6|PHOP2_HUMAN	tr|A0A2K6N923|A0A2K6N923_RHIRO
OG0012286	sp|Q8TEV8|SMCR5_HUMAN	tr|A0A2K6NLT5|A0A2K6NLT5_RHIRO
OG0012287	sp|Q8WV07|LTO1_HUMAN	tr|A0A2K6PW71|A0A2K6PW71_RHIRO
OG0012288	sp|Q8WW18|CQ050_HUMAN	tr|A0A2K6NTN1|A0A2K6NTN1_RHIRO
OG0012289	sp|Q8WY07|CTR3_HUMAN	tr|A0A2K6NWF4|A0A2K6NWF4_RHIRO
OG0012290	sp|Q92737|RSLAA_HUMAN	tr|A0A2K6QK45|A0A2K6QK45_RHIRO
OG0012291	sp|Q96C01|F136A_HUMAN	tr|A0A2K6PAL1|A0A2K6PAL1_RHIRO
OG0012292	sp|Q96DX7|TRI44_HUMAN	tr|A0A2K6QPF9|A0A2K6QPF9_RHIRO
OG0012293	sp|Q96EE3|SEH1_HUMAN	tr|A0A2K6QIY2|A0A2K6QIY2_RHIRO
OG0012294	sp|Q96KX0|LYZL4_HUMAN	tr|A0A2K6NLH5|A0A2K6NLH5_RHIRO
OG0012295	sp|Q96LJ8|UBX10_HUMAN	tr|A0A2K6QB04|A0A2K6QB04_RHIRO
OG0012296	sp|Q96P31|FCRL3_HUMAN	tr|A0A2K6P9V3|A0A2K6P9V3_RHIRO
OG0012297	sp|Q96RP9|EFGM_HUMAN	tr|A0A2K6PAZ3|A0A2K6PAZ3_RHIRO
OG0012298	sp|Q9H0D2|ZN541_HUMAN	tr|A0A2K6RLN8|A0A2K6RLN8_RHIRO
OG0012299	sp|Q9H2G2|SLK_HUMAN	tr|A0A2K6QV85|A0A2K6QV85_RHIRO
OG0012300	sp|Q9H974|QTRT2_HUMAN	tr|A0A2K6PXH6|A0A2K6PXH6_RHIRO
OG0012301	sp|Q9H9F9|ARP5_HUMAN	tr|A0A2K6REL2|A0A2K6REL2_RHIRO
OG0012302	sp|Q9HA72|CAHM2_HUMAN	tr|A0A2K6QRR5|A0A2K6QRR5_RHIRO
OG0012303	sp|Q9NQ75|CASS4_HUMAN	tr|A0A2K6R7I7|A0A2K6R7I7_RHIRO
OG0012304	sp|Q9NY25|CLC5A_HUMAN	tr|A0A2K6QRY1|A0A2K6QRY1_RHIRO
OG0012305	sp|Q9NZJ0|DTL_HUMAN	tr|A0A2K6P3G3|A0A2K6P3G3_RHIRO
OG0012306	sp|Q9P258|RCC2_HUMAN	tr|A0A2K6RV11|A0A2K6RV11_RHIRO
OG0012307	sp|Q9UJX6|ANC2_HUMAN	tr|A0A2K6Q5E2|A0A2K6Q5E2_RHIRO
OG0012308	sp|Q9UKA1|FBXL5_HUMAN	tr|A0A2K6RIS5|A0A2K6RIS5_RHIRO
OG0012309	sp|Q9Y3Q3|TMED3_HUMAN	tr|A0A2K6P2L1|A0A2K6P2L1_RHIRO
OG0012310	sp|Q9Y4D7|PLXD1_HUMAN	tr|A0A2K6N8N2|A0A2K6N8N2_RHIRO
OG0012311	sp|Q9Y694|S22A7_HUMAN	tr|A0A2K6NGW7|A0A2K6NGW7_RHIRO
OG0012312	sp|A6NMX2|I4E1B_HUMAN	tr|A0A2K6R8F4|A0A2K6R8F4_RHIRO
OG0012313	sp|A8MU93|CQ100_HUMAN	tr|A0A2K6NSU8|A0A2K6NSU8_RHIRO
OG0012314	sp|O15034|RIMB2_HUMAN	tr|A0A2K6Q740|A0A2K6Q740_RHIRO
OG0012315	sp|O15263|DFB4A_HUMAN	tr|A0A2K6QAN7|A0A2K6QAN7_RHIRO
OG0012316	sp|O15516|CLOCK_HUMAN	tr|A0A2K6Q3D1|A0A2K6Q3D1_RHIRO
OG0012317	sp|O60496|DOK2_HUMAN	tr|A0A2K6R174|A0A2K6R174_RHIRO
OG0012318	sp|O95876|FRITZ_HUMAN	tr|A0A2K6RUD4|A0A2K6RUD4_RHIRO
OG0012319	sp|O95948|ONEC2_HUMAN	tr|A0A2K6Q665|A0A2K6Q665_RHIRO
OG0012320	sp|P00387|NB5R3_HUMAN	tr|A0A2K6PXK1|A0A2K6PXK1_RHIRO
OG0012321	sp|P07316|CRGB_HUMAN	tr|A0A2K6NUM5|A0A2K6NUM5_RHIRO
OG0012322	sp|P35916|VGFR3_HUMAN	tr|A0A2K6Q8B0|A0A2K6Q8B0_RHIRO
OG0012323	sp|P58304|VSX2_HUMAN	tr|A0A2K6Q2T4|A0A2K6Q2T4_RHIRO
OG0012324	sp|P60983|GMFB_HUMAN	tr|A0A2K6P6R8|A0A2K6P6R8_RHIRO
OG0012325	sp|P78371|TCPB_HUMAN	tr|A0A2K6NWM5|A0A2K6NWM5_RHIRO
OG0012326	sp|P98177|FOXO4_HUMAN	tr|A0A2K6Q546|A0A2K6Q546_RHIRO
OG0012327	sp|Q13889|TF2H3_HUMAN	tr|A0A2K6P1D1|A0A2K6P1D1_RHIRO
OG0012328	sp|Q14114|LRP8_HUMAN	tr|A0A2K6PTV4|A0A2K6PTV4_RHIRO
OG0012329	sp|Q14494|NF2L1_HUMAN	tr|A0A2K6RQX5|A0A2K6RQX5_RHIRO
OG0012330	sp|Q15113|PCOC1_HUMAN	tr|A0A2K6QI83|A0A2K6QI83_RHIRO
OG0012331	sp|Q15131|CDK10_HUMAN	tr|A0A2K6QPP4|A0A2K6QPP4_RHIRO
OG0012332	sp|Q15771|RAB30_HUMAN	tr|A0A2K6PC23|A0A2K6PC23_RHIRO
OG0012333	sp|Q16589|CCNG2_HUMAN	tr|A0A2K6NPV6|A0A2K6NPV6_RHIRO
OG0012334	sp|Q1W6H9|F110C_HUMAN	tr|A0A2K6QVC1|A0A2K6QVC1_RHIRO
OG0012335	sp|Q2TAZ0|ATG2A_HUMAN	tr|A0A2K6NP93|A0A2K6NP93_RHIRO
OG0012336	sp|Q2WGJ8|TM249_HUMAN	tr|A0A2K6P4W8|A0A2K6P4W8_RHIRO
OG0012337	sp|Q30KQ6|DB114_HUMAN	tr|A0A2K6R389|A0A2K6R389_RHIRO
OG0012338	sp|Q53H47|SETMR_HUMAN	tr|A0A2K6RB28|A0A2K6RB28_RHIRO
OG0012339	sp|Q5SY16|NOL9_HUMAN	tr|A0A2K6QIA6|A0A2K6QIA6_RHIRO
OG0012340	sp|Q6IQ19|CCSAP_HUMAN	tr|A0A2K6N7D8|A0A2K6N7D8_RHIRO
OG0012341	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A2K6PNY3|A0A2K6PNY3_RHIRO
OG0012342	sp|Q7L775|EPMIP_HUMAN	tr|A0A2K6NJN2|A0A2K6NJN2_RHIRO
OG0012343	sp|Q8IZT9|FAM9C_HUMAN	tr|A0A2K6NP79|A0A2K6NP79_RHIRO
OG0012344	sp|Q8N1F7|NUP93_HUMAN	tr|A0A2K6RU62|A0A2K6RU62_RHIRO
OG0012345	sp|Q8N428|GLT16_HUMAN	tr|A0A2K6QDR9|A0A2K6QDR9_RHIRO
OG0012346	sp|Q8WV41|SNX33_HUMAN	tr|A0A2K6QKQ5|A0A2K6QKQ5_RHIRO
OG0012347	sp|Q8WVE6|TM171_HUMAN	tr|A0A2K6Q409|A0A2K6Q409_RHIRO
OG0012348	sp|Q8WYK2|JDP2_HUMAN	tr|A0A2K6N7I5|A0A2K6N7I5_RHIRO
OG0012349	sp|Q969Q4|ARL11_HUMAN	tr|A0A2K6N7H7|A0A2K6N7H7_RHIRO
OG0012350	sp|Q969W3|F104A_HUMAN	tr|A0A2K6RU25|A0A2K6RU25_RHIRO
OG0012351	sp|Q96DN0|ERP27_HUMAN	tr|A0A2K6QZX3|A0A2K6QZX3_RHIRO
OG0012352	sp|Q96EB1|ELP4_HUMAN	tr|A0A2K6NN85|A0A2K6NN85_RHIRO
OG0012353	sp|Q96EP0|RNF31_HUMAN	tr|A0A2K6RSH3|A0A2K6RSH3_RHIRO
OG0012354	sp|Q96NZ8|WFKN1_HUMAN	tr|A0A2K6RTW3|A0A2K6RTW3_RHIRO
OG0012355	sp|Q96PM9|Z385A_HUMAN	tr|A0A2K6NSS6|A0A2K6NSS6_RHIRO
OG0012356	sp|Q96RR4|KKCC2_HUMAN	tr|A0A2K6RSD0|A0A2K6RSD0_RHIRO
OG0012357	sp|Q99952|PTN18_HUMAN	tr|A0A2K6PSD1|A0A2K6PSD1_RHIRO
OG0012358	sp|Q9BWV2|SPAT9_HUMAN	tr|A0A2K6QI50|A0A2K6QI50_RHIRO
OG0012359	sp|Q9BX66|SRBS1_HUMAN	tr|A0A2K6QU89|A0A2K6QU89_RHIRO
OG0012360	sp|Q9BZA5|TXNG2_HUMAN	tr|A0A2K6NLW3|A0A2K6NLW3_RHIRO
OG0012361	sp|Q9H0Y0|ATG10_HUMAN	tr|A0A2K6QH80|A0A2K6QH80_RHIRO
OG0012362	sp|Q9H6P5|TASP1_HUMAN	tr|A0A2K6RU45|A0A2K6RU45_RHIRO
OG0012363	sp|Q9NPF8|ADAP2_HUMAN	tr|A0A2K6PMW9|A0A2K6PMW9_RHIRO
OG0012364	sp|Q9NQC3|RTN4_HUMAN	tr|A0A2K6NR57|A0A2K6NR57_RHIRO
OG0012365	sp|Q9NR96|TLR9_HUMAN	tr|A0A2K6R8T2|A0A2K6R8T2_RHIRO
OG0012366	sp|Q9NRD5|PICK1_HUMAN	tr|A0A2K6QYM2|A0A2K6QYM2_RHIRO
OG0012367	sp|Q9NU02|ANKE1_HUMAN	tr|A0A2K6PPU3|A0A2K6PPU3_RHIRO
OG0012368	sp|Q9NZ52|GGA3_HUMAN	tr|A0A2K6PYP4|A0A2K6PYP4_RHIRO
OG0012369	sp|Q9NZS2|KLRF1_HUMAN	tr|A0A2K6PS68|A0A2K6PS68_RHIRO
OG0012370	sp|Q9UGI0|ZRAN1_HUMAN	tr|A0A2K6QTK9|A0A2K6QTK9_RHIRO
OG0012371	sp|Q9UHA2|S18L2_HUMAN	tr|A0A2K6R2H9|A0A2K6R2H9_RHIRO
OG0012372	sp|Q9Y343|SNX24_HUMAN	tr|A0A2K6QTG1|A0A2K6QTG1_RHIRO
OG0012373	sp|Q9Y3C0|WASC3_HUMAN	tr|A0A2K6NYC3|A0A2K6NYC3_RHIRO
OG0012374	sp|Q9Y4R7|TTLL3_HUMAN	tr|A0A2K6P7T4|A0A2K6P7T4_RHIRO
