Orthogroup	Homo_sapiens	Ovis_aries
OG0014363	sp|Q9NQ94|A1CF_HUMAN	tr|W5PW55|W5PW55_SHEEP
OG0014364	sp|Q9NR00|TCIM_HUMAN	tr|W5P249|W5P249_SHEEP
OG0014365	sp|Q9NXC2|GFOD1_HUMAN	tr|W5PVV6|W5PVV6_SHEEP
OG0014366	sp|Q9P209|CEP72_HUMAN	tr|W5Q2Y5|W5Q2Y5_SHEEP
OG0014367	sp|Q9P260|RELCH_HUMAN	tr|W5P7T9|W5P7T9_SHEEP
OG0014368	sp|Q9P2H0|CE126_HUMAN	tr|W5PAU7|W5PAU7_SHEEP
OG0014369	sp|Q9UBH0|I36RA_HUMAN	tr|W5QI43|W5QI43_SHEEP
OG0014370	sp|Q9UHI6|DDX20_HUMAN	tr|W5QEF8|W5QEF8_SHEEP
OG0014371	sp|Q9UKA8|RCAN3_HUMAN	tr|W5P9D3|W5P9D3_SHEEP
OG0014372	sp|Q9Y239|NOD1_HUMAN	tr|W5PEH8|W5PEH8_SHEEP
OG0014373	sp|Q9Y2L8|ZKSC5_HUMAN	tr|W5QB05|W5QB05_SHEEP
OG0014374	sp|Q9Y3E5|PTH2_HUMAN	tr|A0A6P7EIP7|A0A6P7EIP7_SHEEP
OG0014375	sp|Q9Y5J6|T10B_HUMAN	tr|W5Q9S6|W5Q9S6_SHEEP
OG0014376	tr|A0A087WZ39|A0A087WZ39_HUMAN	tr|W5NSZ8|W5NSZ8_SHEEP
OG0014377	sp|A6H8Z2|F221B_HUMAN	tr|W5PQ33|W5PQ33_SHEEP
OG0014378	sp|A8MU46|SMTL1_HUMAN	tr|W5PJR4|W5PJR4_SHEEP
OG0014379	sp|A8MYV0|DCD2C_HUMAN	tr|W5P5Y6|W5P5Y6_SHEEP
OG0014380	sp|O14746|TERT_HUMAN	tr|W5Q4H0|W5Q4H0_SHEEP
OG0014381	sp|O15015|ZN646_HUMAN	tr|W5PF99|W5PF99_SHEEP
OG0014382	sp|O60645|EXOC3_HUMAN	tr|W5Q2L6|W5Q2L6_SHEEP
OG0014383	sp|O75127|PTCD1_HUMAN	tr|W5QBF3|W5QBF3_SHEEP
OG0014384	sp|O95164|UBL3_HUMAN	tr|W5PQV5|W5PQV5_SHEEP
OG0014385	sp|P12271|RLBP1_HUMAN	tr|W5PNY2|W5PNY2_SHEEP
OG0014386	sp|P28328|PEX2_HUMAN	tr|A0A6P3TQH4|A0A6P3TQH4_SHEEP
OG0014387	sp|P46782|RS5_HUMAN	tr|W5P114|W5P114_SHEEP
OG0014388	sp|P48051|KCNJ6_HUMAN	tr|W5PYC7|W5PYC7_SHEEP
OG0014389	sp|P49771|FLT3L_HUMAN	tr|W5PUE3|W5PUE3_SHEEP
OG0014390	sp|P57105|SYJ2B_HUMAN	tr|W5P2E2|W5P2E2_SHEEP
OG0014391	sp|Q00978|IRF9_HUMAN	tr|W5QD28|W5QD28_SHEEP
OG0014392	sp|Q04900|MUC24_HUMAN	tr|W5PLD6|W5PLD6_SHEEP
OG0014393	sp|Q10570|CPSF1_HUMAN	tr|W5PVU9|W5PVU9_SHEEP
OG0014394	sp|Q15025|TNIP1_HUMAN	tr|W5PDU5|W5PDU5_SHEEP
OG0014395	sp|Q3ZCQ8|TIM50_HUMAN	tr|W5P8B3|W5P8B3_SHEEP
OG0014396	sp|Q5HYL7|TM196_HUMAN	tr|W5PJK1|W5PJK1_SHEEP
OG0014397	sp|Q5QJE6|TDIF2_HUMAN	tr|W5Q6B0|W5Q6B0_SHEEP
OG0014398	sp|Q5SWH9|TMM69_HUMAN	tr|A0A6P3YI66|A0A6P3YI66_SHEEP
OG0014399	sp|Q6P2P2|ANM9_HUMAN	tr|W5PCR2|W5PCR2_SHEEP
OG0014400	sp|Q6PK04|CC137_HUMAN	tr|W5QAD4|W5QAD4_SHEEP
OG0014401	sp|Q6UWF9|F180A_HUMAN	tr|W5PIT4|W5PIT4_SHEEP
OG0014402	sp|Q6ZN84|CCD81_HUMAN	tr|W5P2I2|W5P2I2_SHEEP
OG0014403	sp|Q7Z388|D19L4_HUMAN	tr|W5PA66|W5PA66_SHEEP
OG0014404	sp|Q7Z5B4|RIC3_HUMAN	tr|W5Q087|W5Q087_SHEEP
OG0014405	sp|Q86V42|F124A_HUMAN	tr|W5PGA0|W5PGA0_SHEEP
OG0014406	sp|Q86WS5|TMPSC_HUMAN	tr|W5Q7U9|W5Q7U9_SHEEP
OG0014407	sp|Q86X53|ERIC1_HUMAN	tr|W5P670|W5P670_SHEEP
OG0014408	sp|Q8IYE0|CC146_HUMAN	tr|W5QB51|W5QB51_SHEEP
OG0014409	sp|Q8N0V4|LGI2_HUMAN	tr|W5P8V3|W5P8V3_SHEEP
OG0014410	sp|Q8N413|S2545_HUMAN	tr|W5PYR1|W5PYR1_SHEEP
OG0014411	sp|Q8N6Q8|MET25_HUMAN	tr|W5Q0Z5|W5Q0Z5_SHEEP
OG0014412	sp|Q8ND71|GIMA8_HUMAN	tr|W5NTG4|W5NTG4_SHEEP
OG0014413	sp|Q8NGJ9|O51T1_HUMAN	tr|W5P8Q8|W5P8Q8_SHEEP
OG0014414	sp|Q8WTR7|ZN473_HUMAN	tr|W5PW73|W5PW73_SHEEP
OG0014415	sp|Q8WWX9|SELM_HUMAN	tr|W5PHQ5|W5PHQ5_SHEEP
OG0014416	sp|Q92841|DDX17_HUMAN	tr|W5Q1M9|W5Q1M9_SHEEP
OG0014417	sp|Q96A05|VATE2_HUMAN	tr|A0A6P7DWN1|A0A6P7DWN1_SHEEP
OG0014418	sp|Q96DZ5|CLIP3_HUMAN	tr|W5P579|W5P579_SHEEP
OG0014419	sp|Q96G25|MED8_HUMAN	tr|W5NPI7|W5NPI7_SHEEP
OG0014420	sp|Q96GR2|ACBG1_HUMAN	tr|W5NR94|W5NR94_SHEEP
OG0014421	sp|Q96JG9|ZN469_HUMAN	tr|W5PSB1|W5PSB1_SHEEP
OG0014422	sp|Q96LT6|CA074_HUMAN	tr|W5P2F4|W5P2F4_SHEEP
OG0014423	sp|Q96NU7|HUTI_HUMAN	tr|W5PR50|W5PR50_SHEEP
OG0014424	sp|Q96PY6|NEK1_HUMAN	tr|W5Q1R4|W5Q1R4_SHEEP
OG0014425	sp|Q9BUA3|SPNDC_HUMAN	tr|W5NZK5|W5NZK5_SHEEP
OG0014426	sp|Q9BV19|CA050_HUMAN	tr|W5QGX6|W5QGX6_SHEEP
OG0014427	sp|Q9BXY5|CAYP2_HUMAN	tr|W5PZD8|W5PZD8_SHEEP
OG0014428	sp|Q9BYD6|RM01_HUMAN	tr|W5Q8S0|W5Q8S0_SHEEP
OG0014429	sp|Q9H3U7|SMOC2_HUMAN	tr|W5P4N4|W5P4N4_SHEEP
OG0014430	sp|Q9HBT7|ZN287_HUMAN	tr|W5Q5U9|W5Q5U9_SHEEP
OG0014431	sp|Q9HCR9|PDE11_HUMAN	tr|W5Q7H2|W5Q7H2_SHEEP
OG0014432	sp|Q9NRL3|STRN4_HUMAN	tr|W5PM35|W5PM35_SHEEP
OG0014433	sp|Q9NW81|DMAC2_HUMAN	tr|W5PBN6|W5PBN6_SHEEP
OG0014434	sp|Q9NWS8|RMND1_HUMAN	tr|W5NYZ4|W5NYZ4_SHEEP
OG0014435	sp|Q9NWT1|PK1IP_HUMAN	tr|W5Q310|W5Q310_SHEEP
OG0014436	sp|Q9ULX7|CAH14_HUMAN	tr|W5QHX7|W5QHX7_SHEEP
OG0014437	sp|Q9Y5S1|TRPV2_HUMAN	tr|W5Q612|W5Q612_SHEEP
OG0014438	sp|A0A0B4J263|TVA39_HUMAN	tr|W5QDV5|W5QDV5_SHEEP
OG0014439	sp|A2RRL7|TM213_HUMAN	tr|W5PLL8|W5PLL8_SHEEP
OG0014440	sp|A6NIV6|LRIQ4_HUMAN	tr|W5NR56|W5NR56_SHEEP
OG0014441	sp|A8MVX0|ARG33_HUMAN	tr|W5PFG0|W5PFG0_SHEEP
OG0014442	sp|O00716|E2F3_HUMAN	tr|W5PIT8|W5PIT8_SHEEP
OG0014443	sp|O14668|TMG1_HUMAN	tr|W5QC65|W5QC65_SHEEP
OG0014444	sp|O15482|TEX28_HUMAN	tr|W5P6H5|W5P6H5_SHEEP
OG0014445	sp|O43747|AP1G1_HUMAN	tr|W5P100|W5P100_SHEEP
OG0014446	sp|O75143|ATG13_HUMAN	tr|W5P0V9|W5P0V9_SHEEP
OG0014447	sp|O75604|UBP2_HUMAN	tr|W5Q333|W5Q333_SHEEP
OG0014448	sp|O95568|MET18_HUMAN	tr|W5P4Y0|W5P4Y0_SHEEP
OG0014449	sp|P31629|ZEP2_HUMAN	tr|W5NTS2|W5NTS2_SHEEP
OG0014450	sp|P48788|TNNI2_HUMAN	tr|W5P118|W5P118_SHEEP
OG0014451	sp|P49411|EFTU_HUMAN	tr|W5NWF7|W5NWF7_SHEEP
OG0014452	sp|P51911|CNN1_HUMAN	sp|Q7YRL2|CNN1_SHEEP
OG0014453	sp|P53609|PGTB1_HUMAN	tr|W5Q497|W5Q497_SHEEP
OG0014454	sp|P62308|RUXG_HUMAN	tr|W5QEL2|W5QEL2_SHEEP
OG0014455	sp|Q02790|FKBP4_HUMAN	tr|W5PNZ5|W5PNZ5_SHEEP
OG0014456	sp|Q05823|RN5A_HUMAN	tr|W5QCD3|W5QCD3_SHEEP
OG0014457	sp|Q07001|ACHD_HUMAN	tr|W5QI17|W5QI17_SHEEP
OG0014458	sp|Q12860|CNTN1_HUMAN	tr|W5QF52|W5QF52_SHEEP
OG0014459	sp|Q13347|EIF3I_HUMAN	tr|W5NQ14|W5NQ14_SHEEP
OG0014460	sp|Q13571|LAPM5_HUMAN	tr|W5NVL3|W5NVL3_SHEEP
OG0014461	sp|Q14781|CBX2_HUMAN	tr|W5NXJ2|W5NXJ2_SHEEP
OG0014462	sp|Q15198|PGFRL_HUMAN	tr|W5PHH5|W5PHH5_SHEEP
OG0014463	sp|Q15642|CIP4_HUMAN	tr|W5P536|W5P536_SHEEP
OG0014464	sp|Q2HXU8|CL12B_HUMAN	tr|W5QIP2|W5QIP2_SHEEP
OG0014465	sp|Q495N2|S36A3_HUMAN	tr|W5PFB5|W5PFB5_SHEEP
OG0014466	sp|Q6VAB6|KSR2_HUMAN	tr|W5P071|W5P071_SHEEP
OG0014467	sp|Q7Z2D5|PLPR4_HUMAN	tr|W5Q8B5|W5Q8B5_SHEEP
OG0014468	sp|Q7Z2Y8|GVIN1_HUMAN	tr|W5Q4T6|W5Q4T6_SHEEP
OG0014469	sp|Q7Z6Z7|HUWE1_HUMAN	tr|A0A6P7DIW8|A0A6P7DIW8_SHEEP
OG0014470	sp|Q86UW1|OSTA_HUMAN	tr|W5QGG9|W5QGG9_SHEEP
OG0014471	sp|Q8IV31|TM139_HUMAN	tr|W5Q8E5|W5Q8E5_SHEEP
OG0014472	sp|Q8N442|GUF1_HUMAN	tr|W5Q0V8|W5Q0V8_SHEEP
OG0014473	sp|Q8N7X2|STPG3_HUMAN	tr|W5NSM0|W5NSM0_SHEEP
OG0014474	sp|Q8NBL1|PGLT1_HUMAN	tr|W5QEP1|W5QEP1_SHEEP
OG0014475	sp|Q8NG27|PJA1_HUMAN	tr|W5P750|W5P750_SHEEP
OG0014476	sp|Q8NI77|KI18A_HUMAN	tr|W5Q0T5|W5Q0T5_SHEEP
OG0014477	sp|Q92499|DDX1_HUMAN	tr|W5Q4E3|W5Q4E3_SHEEP
OG0014478	sp|Q92686|NEUG_HUMAN	tr|W5Q202|W5Q202_SHEEP
OG0014479	sp|Q92896|GSLG1_HUMAN	tr|W5P6V4|W5P6V4_SHEEP
OG0014480	sp|Q93045|STMN2_HUMAN	tr|W5PDM0|W5PDM0_SHEEP
OG0014481	sp|Q96KN8|PLAT5_HUMAN	tr|W5NWE2|W5NWE2_SHEEP
OG0014482	sp|Q96RJ3|TR13C_HUMAN	tr|W5QBP3|W5QBP3_SHEEP
OG0014483	sp|Q9BQK8|LPIN3_HUMAN	tr|W5NVY6|W5NVY6_SHEEP
OG0014484	sp|Q9BSY4|CHCH5_HUMAN	tr|W5QIB2|W5QIB2_SHEEP
OG0014485	sp|Q9BTE3|MCMBP_HUMAN	tr|W5NZY1|W5NZY1_SHEEP
OG0014486	sp|Q9BVG8|KIFC3_HUMAN	tr|W5NRW8|W5NRW8_SHEEP
OG0014487	sp|Q9BZY9|TRI31_HUMAN	tr|W5Q445|W5Q445_SHEEP
OG0014488	sp|Q9H2W2|MIXL1_HUMAN	tr|W5NPE5|W5NPE5_SHEEP
OG0014489	sp|Q9HC52|CBX8_HUMAN	tr|W5NXC5|W5NXC5_SHEEP
OG0014490	sp|Q9NRW7|VPS45_HUMAN	tr|W5QHW1|W5QHW1_SHEEP
OG0014491	sp|Q9NUX5|POTE1_HUMAN	tr|A0A6P3TN07|A0A6P3TN07_SHEEP
OG0014492	sp|Q9NXG0|CNTLN_HUMAN	tr|W5PXE2|W5PXE2_SHEEP
OG0014493	sp|Q9NYP7|ELOV5_HUMAN	tr|W5Q1C3|W5Q1C3_SHEEP
OG0014494	sp|Q9NYW0|T2R10_HUMAN	tr|W5QGH0|W5QGH0_SHEEP
OG0014495	sp|Q9UBT7|CTNL1_HUMAN	tr|W5PAX8|W5PAX8_SHEEP
OG0014496	sp|Q9UJ42|GP160_HUMAN	tr|A0A6P3YJA9|A0A6P3YJA9_SHEEP
OG0014497	sp|Q9Y256|FACE2_HUMAN	tr|W5PFE0|W5PFE0_SHEEP
OG0014498	sp|Q9Y267|S22AE_HUMAN	tr|W5NSW3|W5NSW3_SHEEP
OG0014499	sp|Q9Y458|TBX22_HUMAN	tr|W5NQL7|W5NQL7_SHEEP
OG0014500	sp|Q9Y5P6|GMPPB_HUMAN	tr|W5PSB5|W5PSB5_SHEEP
OG0014501	sp|A1A4G5|LNP1_HUMAN	tr|W5Q9F3|W5Q9F3_SHEEP
OG0014502	tr|A3KN74|A3KN74_HUMAN	tr|W5PGZ5|W5PGZ5_SHEEP
OG0014503	sp|O00204|ST2B1_HUMAN	tr|W5PQK8|W5PQK8_SHEEP
OG0014504	sp|O14625|CXL11_HUMAN	tr|W5Q5B3|W5Q5B3_SHEEP
OG0014505	sp|O15455|TLR3_HUMAN	tr|W5PDY1|W5PDY1_SHEEP
OG0014506	sp|O43292|GPAA1_HUMAN	tr|W5Q0I2|W5Q0I2_SHEEP
OG0014507	sp|O60939|SCN2B_HUMAN	tr|W5PEJ4|W5PEJ4_SHEEP
OG0014508	sp|O75360|PROP1_HUMAN	tr|W5PA27|W5PA27_SHEEP
OG0014509	sp|O75593|FOXH1_HUMAN	tr|W5PTX9|W5PTX9_SHEEP
OG0014510	sp|O95466|FMNL1_HUMAN	tr|W5PJU3|W5PJU3_SHEEP
OG0014511	sp|O95817|BAG3_HUMAN	tr|W5NYH3|W5NYH3_SHEEP
OG0014512	sp|P10155|RO60_HUMAN	tr|W5PI89|W5PI89_SHEEP
OG0014513	sp|P15248|IL9_HUMAN	tr|W5PZM4|W5PZM4_SHEEP
OG0014514	sp|P24394|IL4RA_HUMAN	tr|W5QBY6|W5QBY6_SHEEP
OG0014515	sp|P30679|GNA15_HUMAN	tr|W5PTZ2|W5PTZ2_SHEEP
OG0014516	sp|P48728|GCST_HUMAN	tr|W5PWD5|W5PWD5_SHEEP
OG0014517	sp|P56378|ATP68_HUMAN	tr|W5P913|W5P913_SHEEP
OG0014518	sp|Q12882|DPYD_HUMAN	tr|W5Q7Y9|W5Q7Y9_SHEEP
OG0014519	sp|Q15056|IF4H_HUMAN	tr|W5PQJ1|W5PQJ1_SHEEP
OG0014520	sp|Q15125|EBP_HUMAN	tr|A0A6P3EMY0|A0A6P3EMY0_SHEEP
OG0014521	sp|Q4LEZ3|AARD_HUMAN	tr|W5PKS0|W5PKS0_SHEEP
OG0014522	sp|Q5BJF2|SGMR2_HUMAN	tr|W5Q7P3|W5Q7P3_SHEEP
OG0014523	sp|Q5BKX6|S45A4_HUMAN	tr|W5NY21|W5NY21_SHEEP
OG0014524	sp|Q5SQN1|SNP47_HUMAN	tr|W5PA99|W5PA99_SHEEP
OG0014525	sp|Q5T230|UTF1_HUMAN	tr|W5Q006|W5Q006_SHEEP
OG0014526	sp|Q5T4D3|TMTC4_HUMAN	tr|W5P387|W5P387_SHEEP
OG0014527	sp|Q6DHV5|C2D2B_HUMAN	tr|W5PA72|W5PA72_SHEEP
OG0014528	sp|Q6IA69|NADE_HUMAN	tr|W5NU03|W5NU03_SHEEP
OG0014529	sp|Q6IN84|MRM1_HUMAN	tr|W5QB91|W5QB91_SHEEP
OG0014530	sp|Q6P1X5|TAF2_HUMAN	tr|W5Q370|W5Q370_SHEEP
OG0014531	sp|Q6PIU1|KCNV1_HUMAN	tr|W5PQQ3|W5PQQ3_SHEEP
OG0014532	sp|Q7Z4H4|ADM2_HUMAN	tr|W5QBB0|W5QBB0_SHEEP
OG0014533	sp|Q86XT2|VP37D_HUMAN	tr|W5PRT4|W5PRT4_SHEEP
OG0014534	sp|Q8IWZ5|TRI42_HUMAN	tr|W5PA87|W5PA87_SHEEP
OG0014535	sp|Q8IYQ7|THNS1_HUMAN	tr|W5P081|W5P081_SHEEP
OG0014536	sp|Q8IZQ1|WDFY3_HUMAN	tr|W5NZW5|W5NZW5_SHEEP
OG0014537	sp|Q8N8R7|AL14E_HUMAN	tr|A0A6P3ED60|A0A6P3ED60_SHEEP
OG0014538	sp|Q8N9B5|JMY_HUMAN	tr|W5Q756|W5Q756_SHEEP
OG0014539	sp|Q8NCN5|PDPR_HUMAN	tr|W5P673|W5P673_SHEEP
OG0014540	sp|Q8WUM4|PDC6I_HUMAN	tr|W5Q3T9|W5Q3T9_SHEEP
OG0014541	sp|Q8WUW1|BRK1_HUMAN	tr|W5NVW5|W5NVW5_SHEEP
OG0014542	sp|Q8WXC6|CSN9_HUMAN	tr|W5Q9B0|W5Q9B0_SHEEP
OG0014543	sp|Q96DN2|VWCE_HUMAN	tr|W5PSF1|W5PSF1_SHEEP
OG0014544	sp|Q96EY1|DNJA3_HUMAN	tr|W5NZB9|W5NZB9_SHEEP
OG0014545	sp|Q96FJ0|STALP_HUMAN	tr|A0A6P3EPW9|A0A6P3EPW9_SHEEP
OG0014546	sp|Q96GY3|LIN37_HUMAN	tr|W5P4N8|W5P4N8_SHEEP
OG0014547	sp|Q96MW5|COG8_HUMAN	tr|W5P033|W5P033_SHEEP
OG0014548	sp|Q99944|EGFL8_HUMAN	tr|W5Q7N1|W5Q7N1_SHEEP
OG0014549	sp|Q9BS86|ZPBP1_HUMAN	tr|W5Q0M0|W5Q0M0_SHEEP
OG0014550	sp|Q9BVX2|T106C_HUMAN	tr|W5QDL2|W5QDL2_SHEEP
OG0014551	sp|Q9H3K6|BOLA2_HUMAN	tr|W5P090|W5P090_SHEEP
OG0014552	sp|Q9H967|WDR76_HUMAN	tr|W5PNZ0|W5PNZ0_SHEEP
OG0014553	sp|Q9NQZ2|SAS10_HUMAN	tr|W5PD55|W5PD55_SHEEP
OG0014554	sp|Q9NSB2|KRT84_HUMAN	tr|W5Q6J4|W5Q6J4_SHEEP
OG0014555	sp|Q9P0N8|MARH2_HUMAN	tr|W5P0Z1|W5P0Z1_SHEEP
OG0014556	sp|Q9P1U0|RPA12_HUMAN	tr|W5Q4G5|W5Q4G5_SHEEP
OG0014557	sp|Q9P2D8|UNC79_HUMAN	tr|W5PWN0|W5PWN0_SHEEP
OG0014558	sp|Q9P2K8|E2AK4_HUMAN	tr|W5QFT8|W5QFT8_SHEEP
OG0014559	sp|Q9ULJ8|NEB1_HUMAN	tr|W5NXF7|W5NXF7_SHEEP
OG0014560	sp|Q9Y2D2|S35A3_HUMAN	tr|W5Q8V9|W5Q8V9_SHEEP
OG0014561	sp|Q9Y4K1|CRBG1_HUMAN	tr|W5PNC9|W5PNC9_SHEEP
OG0014562	sp|Q9Y4L5|RN115_HUMAN	tr|W5QHB3|W5QHB3_SHEEP
OG0014563	sp|Q9Y5U8|MPC1_HUMAN	tr|W5P470|W5P470_SHEEP
OG0014564	sp|Q9Y672|ALG6_HUMAN	tr|W5PIT3|W5PIT3_SHEEP
OG0014565	sp|A0A0U1RQF7|DP2NB_HUMAN	tr|W5NZC1|W5NZC1_SHEEP
OG0014566	sp|A5PLL1|AN34B_HUMAN	tr|W5PKZ3|W5PKZ3_SHEEP
OG0014567	sp|A6NG13|MGT4D_HUMAN	tr|W5PSN0|W5PSN0_SHEEP
OG0014568	sp|O00584|RNT2_HUMAN	tr|W5P4A8|W5P4A8_SHEEP
OG0014569	sp|O14863|ZNT4_HUMAN	tr|W5QIR1|W5QIR1_SHEEP
OG0014570	sp|O14931|NCTR3_HUMAN	tr|A0A6P7D7H5|A0A6P7D7H5_SHEEP
OG0014571	sp|O15213|WDR46_HUMAN	tr|W5PHI0|W5PHI0_SHEEP
OG0014572	sp|O60313|OPA1_HUMAN	tr|W5QGU0|W5QGU0_SHEEP
OG0014573	sp|O75608|LYPA1_HUMAN	tr|W5PX34|W5PX34_SHEEP
OG0014574	sp|O75628|REM1_HUMAN	tr|W5NRL6|W5NRL6_SHEEP
OG0014575	sp|O95025|SEM3D_HUMAN	tr|W5Q0H6|W5Q0H6_SHEEP
OG0014576	sp|P05937|CALB1_HUMAN	tr|W5PKW1|W5PKW1_SHEEP
OG0014577	sp|P11413|G6PD_HUMAN	tr|W5P285|W5P285_SHEEP
OG0014578	sp|P19113|DCHS_HUMAN	tr|W5QIK7|W5QIK7_SHEEP
OG0014579	sp|P29590|PML_HUMAN	tr|W5P283|W5P283_SHEEP
OG0014580	sp|P49757|NUMB_HUMAN	tr|W5NQM9|W5NQM9_SHEEP
OG0014581	sp|P49810|PSN2_HUMAN	tr|W5NTE9|W5NTE9_SHEEP
OG0014582	sp|P49910|ZN165_HUMAN	tr|W5Q9I8|W5Q9I8_SHEEP
OG0014583	sp|P51178|PLCD1_HUMAN	tr|W5NRL0|W5NRL0_SHEEP
OG0014584	sp|P62324|BTG1_HUMAN	tr|W5Q5K8|W5Q5K8_SHEEP
OG0014585	sp|P82279|CRUM1_HUMAN	tr|W5Q0Y1|W5Q0Y1_SHEEP
OG0014586	sp|Q11203|SIAT6_HUMAN	tr|W5NQT4|W5NQT4_SHEEP
OG0014587	sp|Q13084|RM28_HUMAN	tr|W5PQA3|W5PQA3_SHEEP
OG0014588	sp|Q13449|LSAMP_HUMAN	tr|W5QEE7|W5QEE7_SHEEP
OG0014589	sp|Q14145|KEAP1_HUMAN	tr|W5Q498|W5Q498_SHEEP
OG0014590	sp|Q14994|NR1I3_HUMAN	tr|W5PJR9|W5PJR9_SHEEP
OG0014591	sp|Q2Q1W2|LIN41_HUMAN	tr|W5Q187|W5Q187_SHEEP
OG0014592	sp|Q5K4L6|S27A3_HUMAN	tr|W5NT50|W5NT50_SHEEP
OG0014593	sp|Q5MY95|ENTP8_HUMAN	tr|W5NT29|W5NT29_SHEEP
OG0014594	sp|Q5XUX0|FBX31_HUMAN	tr|W5PQ51|W5PQ51_SHEEP
OG0014595	sp|Q693B1|KCD11_HUMAN	tr|W5P2H6|W5P2H6_SHEEP
OG0014596	sp|Q6L9W6|B4GN3_HUMAN	tr|W5PRD6|W5PRD6_SHEEP
OG0014597	sp|Q6PCB0|VWA1_HUMAN	tr|W5NZR6|W5NZR6_SHEEP
OG0014598	sp|Q6TFL3|CC171_HUMAN	tr|A0A6P3T8M2|A0A6P3T8M2_SHEEP
OG0014599	sp|Q6UWT4|CE046_HUMAN	tr|A0A6P7E610|A0A6P7E610_SHEEP
OG0014600	sp|Q6ZS72|PEAK3_HUMAN	tr|W5PX68|W5PX68_SHEEP
OG0014601	sp|Q7Z3B0|SIM15_HUMAN	tr|W5P5S6|W5P5S6_SHEEP
OG0014602	sp|Q8N543|OGFD1_HUMAN	tr|W5QAN0|W5QAN0_SHEEP
OG0014603	sp|Q8NBI6|XXLT1_HUMAN	tr|W5QGQ7|W5QGQ7_SHEEP
OG0014604	sp|Q8NBS9|TXND5_HUMAN	tr|W5Q6N7|W5Q6N7_SHEEP
OG0014605	sp|Q8NCU1|CC197_HUMAN	tr|W5PXV1|W5PXV1_SHEEP
OG0014606	sp|Q8WWZ8|OIT3_HUMAN	tr|W5PBM4|W5PBM4_SHEEP
OG0014607	sp|Q96JA1|LRIG1_HUMAN	tr|W5PLJ7|W5PLJ7_SHEEP
OG0014608	sp|Q96LX8|ZN597_HUMAN	tr|W5NUH2|W5NUH2_SHEEP
OG0014609	sp|Q96P65|QRFPR_HUMAN	tr|W5Q0E6|W5Q0E6_SHEEP
OG0014610	sp|Q96Q35|FACC1_HUMAN	tr|A0A6P7DRY5|A0A6P7DRY5_SHEEP
OG0014611	sp|Q99614|TTC1_HUMAN	tr|A0A6P3E666|A0A6P3E666_SHEEP
OG0014612	sp|Q9BSJ2|GCP2_HUMAN	tr|W5NT67|W5NT67_SHEEP
OG0014613	sp|Q9BX59|TPSNR_HUMAN	tr|W5PEI3|W5PEI3_SHEEP
OG0014614	sp|Q9BZQ2|SHP1L_HUMAN	tr|W5QCW5|W5QCW5_SHEEP
OG0014615	sp|Q9H295|DCSTP_HUMAN	tr|W5Q2E2|W5Q2E2_SHEEP
OG0014616	sp|Q9H792|PEAK1_HUMAN	tr|W5NUJ2|W5NUJ2_SHEEP
OG0014617	sp|Q9HBG7|LY9_HUMAN	tr|W5PGU0|W5PGU0_SHEEP
OG0014618	sp|Q9NS15|LTBP3_HUMAN	tr|W5Q0V7|W5Q0V7_SHEEP
OG0014619	sp|Q9UJP4|KLH21_HUMAN	tr|W5PNZ2|W5PNZ2_SHEEP
OG0014620	sp|Q9ULT8|HECD1_HUMAN	tr|W5P7R2|W5P7R2_SHEEP
OG0014621	sp|Q9UM00|TMCO1_HUMAN	tr|W5PPH9|W5PPH9_SHEEP
OG0014622	sp|Q9UQB3|CTND2_HUMAN	tr|W5PWN4|W5PWN4_SHEEP
OG0014623	sp|Q9Y6I3|EPN1_HUMAN	tr|W5NSB6|W5NSB6_SHEEP
OG0014624	sp|A6NCQ9|RN222_HUMAN	tr|W5P2I5|W5P2I5_SHEEP
OG0014625	sp|A6NH21|SERC4_HUMAN	tr|W5PND0|W5PND0_SHEEP
OG0014626	sp|A8K8P3|SFI1_HUMAN	tr|W5PMN5|W5PMN5_SHEEP
OG0014627	sp|B4E2M5|ANR66_HUMAN	tr|W5PNB8|W5PNB8_SHEEP
OG0014628	sp|C9JXX5|CK094_HUMAN	tr|W5NXC4|W5NXC4_SHEEP
OG0014629	sp|O00398|P2Y10_HUMAN	tr|W5P7V6|W5P7V6_SHEEP
OG0014630	sp|O14772|FPGT_HUMAN	tr|W5PRM7|W5PRM7_SHEEP
OG0014631	sp|O14894|T4S5_HUMAN	tr|W5PB58|W5PB58_SHEEP
OG0014632	sp|O43166|SI1L1_HUMAN	tr|A0A6P3EFE6|A0A6P3EFE6_SHEEP
OG0014633	sp|O60883|G37L1_HUMAN	tr|W5NR23|W5NR23_SHEEP
OG0014634	sp|O75626|PRDM1_HUMAN	tr|W5PNQ3|W5PNQ3_SHEEP
OG0014635	sp|O75781|PALM_HUMAN	tr|W5PHI5|W5PHI5_SHEEP
OG0014636	sp|O75840|KLF7_HUMAN	tr|W5QBY7|W5QBY7_SHEEP
OG0014637	sp|O75911|DHRS3_HUMAN	tr|W5PZC7|W5PZC7_SHEEP
OG0014638	sp|O95238|SPDEF_HUMAN	tr|W5PM57|W5PM57_SHEEP
OG0014639	sp|O95347|SMC2_HUMAN	tr|W5PBX7|W5PBX7_SHEEP
OG0014640	sp|P13686|PPA5_HUMAN	tr|G3M9U4|G3M9U4_SHEEP
OG0014641	sp|P15502|ELN_HUMAN	tr|W5PQS6|W5PQS6_SHEEP
