Orthogroup	Homo_sapiens	Aotus_nancymaae
OG0014234	sp|O95471|CLD7_HUMAN	tr|A0A2K5EH06|A0A2K5EH06_AOTNA
OG0014235	sp|O43566|RGS14_HUMAN	tr|A0A2K5EI94|A0A2K5EI94_AOTNA
OG0014236	sp|Q00013|EM55_HUMAN	tr|A0A2K5EJQ1|A0A2K5EJQ1_AOTNA
OG0014237	sp|Q01581|HMCS1_HUMAN	tr|A0A2K5ELB0|A0A2K5ELB0_AOTNA
OG0014238	sp|Q96N21|AP4AT_HUMAN	tr|A0A2K5EMN5|A0A2K5EMN5_AOTNA
OG0014239	sp|Q7Z6L1|TCPR1_HUMAN	tr|A0A2K5EMS0|A0A2K5EMS0_AOTNA
OG0014240	sp|Q9UPY5|XCT_HUMAN	tr|A0A2K5ENL6|A0A2K5ENL6_AOTNA
OG0014241	sp|P16109|LYAM3_HUMAN	tr|A0A2K5ER99|A0A2K5ER99_AOTNA
OG0014242	sp|O60383|GDF9_HUMAN	tr|A0A2K5ERZ4|A0A2K5ERZ4_AOTNA
OG0014243	sp|Q14997|PSME4_HUMAN	tr|A0A2K5EWF3|A0A2K5EWF3_AOTNA
OG0014244	sp|P15328|FOLR1_HUMAN	tr|A0A2K5EWG4|A0A2K5EWG4_AOTNA
OG0014245	sp|Q7L5Y9|MAEA_HUMAN	tr|A0A2K5EYH8|A0A2K5EYH8_AOTNA
OG0014246	sp|P54136|SYRC_HUMAN	tr|A0A2K5F1K2|A0A2K5F1K2_AOTNA
OG0014247	sp|Q8NHS4|CLHC1_HUMAN	tr|A0A2K5F209|A0A2K5F209_AOTNA
OG0014248	sp|Q8N9M1|CS047_HUMAN	tr|A0A2K5F3R4|A0A2K5F3R4_AOTNA
OG0014249	sp|Q96L93|KI16B_HUMAN	tr|A0A2K5F931|A0A2K5F931_AOTNA
OG0014250	sp|Q8IY84|NIM1_HUMAN	tr|A0A2K5F9U1|A0A2K5F9U1_AOTNA
OG0014251	sp|Q6S5L8|SHC4_HUMAN	tr|A0A2K5FA89|A0A2K5FA89_AOTNA
OG0014252	sp|Q86SG7|LYG2_HUMAN	tr|A0A2K5BUX4|A0A2K5BUX4_AOTNA
OG0014253	sp|P0DMT0|MLN_HUMAN	tr|A0A2K5C1N9|A0A2K5C1N9_AOTNA
OG0014254	sp|A1XBS5|CBAR1_HUMAN	tr|A0A2K5C4J1|A0A2K5C4J1_AOTNA
OG0014255	sp|Q9Y5R5|DMRT2_HUMAN	tr|A0A2K5C8G3|A0A2K5C8G3_AOTNA
OG0014256	sp|Q9NYG2|ZDHC3_HUMAN	tr|A0A2K5CE14|A0A2K5CE14_AOTNA
OG0014257	sp|O00291|HIP1_HUMAN	tr|A0A2K5CE60|A0A2K5CE60_AOTNA
OG0014258	sp|Q2Q1W2|LIN41_HUMAN	tr|A0A2K5CKX8|A0A2K5CKX8_AOTNA
OG0014259	sp|Q9UIG0|BAZ1B_HUMAN	tr|A0A2K5CQF1|A0A2K5CQF1_AOTNA
OG0014260	sp|O15204|ADEC1_HUMAN	tr|A0A2K5CSF7|A0A2K5CSF7_AOTNA
OG0014261	sp|Q5SV17|TM240_HUMAN	tr|A0A2K5CTY2|A0A2K5CTY2_AOTNA
OG0014262	sp|P48549|KCNJ3_HUMAN	tr|A0A2K5CU77|A0A2K5CU77_AOTNA
OG0014263	sp|Q0P651|ABD18_HUMAN	tr|A0A2K5CUP2|A0A2K5CUP2_AOTNA
OG0014264	sp|Q8WW43|APH1B_HUMAN	tr|A0A2K5CV94|A0A2K5CV94_AOTNA
OG0014265	sp|Q9UPQ7|PZRN3_HUMAN	tr|A0A2K5CX24|A0A2K5CX24_AOTNA
OG0014266	sp|O94876|TMCC1_HUMAN	tr|A0A2K5CY25|A0A2K5CY25_AOTNA
OG0014267	sp|Q9UKN5|PRDM4_HUMAN	tr|A0A2K5CYK8|A0A2K5CYK8_AOTNA
OG0014269	sp|Q96K83|ZN521_HUMAN	tr|A0A2K5D1F3|A0A2K5D1F3_AOTNA
OG0014270	sp|Q8WWZ8|OIT3_HUMAN	tr|A0A2K5D1J4|A0A2K5D1J4_AOTNA
OG0014271	sp|Q96P88|GNRR2_HUMAN	tr|A0A2K5D1K3|A0A2K5D1K3_AOTNA
OG0014272	sp|P20794|MAK_HUMAN	tr|A0A2K5D2N1|A0A2K5D2N1_AOTNA
OG0014273	sp|Q12769|NU160_HUMAN	tr|A0A2K5D343|A0A2K5D343_AOTNA
OG0014274	sp|Q53GD3|CTL4_HUMAN	tr|A0A2K5D3Y3|A0A2K5D3Y3_AOTNA
OG0014275	sp|O95155|UBE4B_HUMAN	tr|A0A2K5D412|A0A2K5D412_AOTNA
OG0014276	sp|A0A1B0GVH6|CM042_HUMAN	tr|A0A2K5D4Z1|A0A2K5D4Z1_AOTNA
OG0014277	sp|P41732|TSN7_HUMAN	tr|A0A2K5D6S7|A0A2K5D6S7_AOTNA
OG0014278	sp|Q68CQ7|GL8D1_HUMAN	tr|A0A2K5D7C1|A0A2K5D7C1_AOTNA
OG0014279	sp|P22079|PERL_HUMAN	tr|A0A2K5DBJ2|A0A2K5DBJ2_AOTNA
OG0014280	sp|P40200|TACT_HUMAN	tr|A0A2K5DEM8|A0A2K5DEM8_AOTNA
OG0014281	sp|P16150|LEUK_HUMAN	tr|A0A2K5DG32|A0A2K5DG32_AOTNA
OG0014282	sp|Q6ZVW7|I17EL_HUMAN	tr|A0A2K5DRQ7|A0A2K5DRQ7_AOTNA
OG0014283	sp|Q9BSE4|HERP2_HUMAN	tr|A0A2K5DSC4|A0A2K5DSC4_AOTNA
OG0014284	sp|Q8WTR4|GDPD5_HUMAN	tr|A0A2K5DSI6|A0A2K5DSI6_AOTNA
OG0014285	sp|Q8N145|LGI3_HUMAN	tr|A0A2K5DU71|A0A2K5DU71_AOTNA
OG0014286	sp|Q9BRF8|CPPED_HUMAN	tr|A0A2K5DX08|A0A2K5DX08_AOTNA
OG0014287	sp|Q7L0R7|RNF44_HUMAN	tr|A0A2K5DYT4|A0A2K5DYT4_AOTNA
OG0014288	sp|Q86TJ2|TAD2B_HUMAN	tr|A0A2K5E1T7|A0A2K5E1T7_AOTNA
OG0014289	sp|O94875|SRBS2_HUMAN	tr|A0A2K5E257|A0A2K5E257_AOTNA
OG0014290	sp|Q9Y2X0|MED16_HUMAN	tr|A0A2K5EAC8|A0A2K5EAC8_AOTNA
OG0014291	sp|P83111|LACTB_HUMAN	tr|A0A2K5EB91|A0A2K5EB91_AOTNA
OG0014292	sp|Q96DD7|SHSA4_HUMAN	tr|A0A2K5EBY9|A0A2K5EBY9_AOTNA
OG0014293	sp|Q96A44|SPSB4_HUMAN	tr|A0A2K5ECL2|A0A2K5ECL2_AOTNA
OG0014294	sp|O75717|WDHD1_HUMAN	tr|A0A2K5EDH7|A0A2K5EDH7_AOTNA
OG0014295	sp|P20142|PEPC_HUMAN	tr|A0A2K5EG48|A0A2K5EG48_AOTNA
OG0014296	sp|P48723|HSP13_HUMAN	tr|A0A2K5EGE6|A0A2K5EGE6_AOTNA
OG0014297	sp|P30519|HMOX2_HUMAN	tr|A0A2K5EGW6|A0A2K5EGW6_AOTNA
OG0014298	sp|Q8N2R0|OSR2_HUMAN	tr|A0A2K5EIV6|A0A2K5EIV6_AOTNA
OG0014299	sp|Q96MX0|CKLF3_HUMAN	tr|A0A2K5ELU1|A0A2K5ELU1_AOTNA
OG0014300	sp|Q15751|HERC1_HUMAN	tr|A0A2K5EM91|A0A2K5EM91_AOTNA
OG0014301	sp|P61916|NPC2_HUMAN	tr|A0A2K5ENW2|A0A2K5ENW2_AOTNA
OG0014302	sp|Q6X9E4|FBW12_HUMAN	tr|A0A2K5ERN5|A0A2K5ERN5_AOTNA
OG0014303	sp|Q6IMN6|CAPR2_HUMAN	tr|A0A2K5ERZ7|A0A2K5ERZ7_AOTNA
OG0014304	sp|Q5VXD3|SAM13_HUMAN	tr|A0A2K5EU20|A0A2K5EU20_AOTNA
OG0014305	sp|Q9NP86|CABP5_HUMAN	tr|A0A2K5EV48|A0A2K5EV48_AOTNA
OG0014306	tr|Q9H3A6|Q9H3A6_HUMAN	tr|A0A2K5EVM5|A0A2K5EVM5_AOTNA
OG0014307	sp|O00443|P3C2A_HUMAN	tr|A0A2K5EWG2|A0A2K5EWG2_AOTNA
OG0014308	sp|Q9P016|THYN1_HUMAN	tr|A0A2K5EXJ4|A0A2K5EXJ4_AOTNA
OG0014309	sp|P18075|BMP7_HUMAN	tr|A0A2K5EYS5|A0A2K5EYS5_AOTNA
OG0014310	sp|Q16613|SNAT_HUMAN	tr|A0A2K5F0V6|A0A2K5F0V6_AOTNA
OG0014311	sp|Q96J92|WNK4_HUMAN	tr|A0A2K5F1C4|A0A2K5F1C4_AOTNA
OG0014312	sp|Q8NFU1|BEST2_HUMAN	tr|A0A2K5F403|A0A2K5F403_AOTNA
OG0014313	sp|Q32M78|ZN699_HUMAN	tr|A0A2K5F5H9|A0A2K5F5H9_AOTNA
OG0014314	sp|Q8NE79|POPD1_HUMAN	tr|A0A2K5BZF5|A0A2K5BZF5_AOTNA
OG0014315	sp|Q5TZF3|ANR45_HUMAN	tr|A0A2K5C2E8|A0A2K5C2E8_AOTNA
OG0014316	sp|Q8N5L8|RP25L_HUMAN	tr|A0A2K5C414|A0A2K5C414_AOTNA
OG0014317	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A2K5C5Q6|A0A2K5C5Q6_AOTNA
OG0014318	sp|Q96BJ3|AIDA_HUMAN	tr|A0A2K5C645|A0A2K5C645_AOTNA
OG0014319	sp|Q8N4E4|PDCL2_HUMAN	tr|A0A2K5C7F0|A0A2K5C7F0_AOTNA
OG0014320	sp|Q99704|DOK1_HUMAN	tr|A0A2K5C7I8|A0A2K5C7I8_AOTNA
OG0014321	sp|Q9Y2J2|E41L3_HUMAN	tr|A0A2K5C854|A0A2K5C854_AOTNA
OG0014322	sp|Q12996|CSTF3_HUMAN	tr|A0A2K5C946|A0A2K5C946_AOTNA
OG0014323	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A2K5C9A4|A0A2K5C9A4_AOTNA
OG0014324	sp|P22301|IL10_HUMAN	tr|A0A2K5C9P3|A0A2K5C9P3_AOTNA
OG0014325	sp|Q9HCY8|S10AE_HUMAN	tr|A0A2K5CAL2|A0A2K5CAL2_AOTNA
OG0014326	sp|Q8TAU0|NKX23_HUMAN	tr|A0A2K5CDS7|A0A2K5CDS7_AOTNA
OG0014327	sp|Q07001|ACHD_HUMAN	tr|A0A2K5CEH3|A0A2K5CEH3_AOTNA
OG0014328	sp|P04554|PRM2_HUMAN	tr|A0A2K5CG20|A0A2K5CG20_AOTNA
OG0014329	sp|Q6PEX7|TEX38_HUMAN	tr|A0A2K5CK21|A0A2K5CK21_AOTNA
OG0014330	sp|Q96F45|ZN503_HUMAN	tr|A0A2K5CKL1|A0A2K5CKL1_AOTNA
OG0014331	sp|Q86YT5|S13A5_HUMAN	tr|A0A2K5CM95|A0A2K5CM95_AOTNA
OG0014332	sp|Q14995|NR1D2_HUMAN	tr|A0A2K5CR36|A0A2K5CR36_AOTNA
OG0014333	sp|Q96H79|ZCCHL_HUMAN	tr|A0A2K5CT28|A0A2K5CT28_AOTNA
OG0014334	sp|Q8IUX7|AEBP1_HUMAN	tr|A0A2K5CVW4|A0A2K5CVW4_AOTNA
OG0014335	sp|Q96QD9|UIF_HUMAN	tr|A0A2K5CXE5|A0A2K5CXE5_AOTNA
OG0014336	sp|Q04671|P_HUMAN	tr|A0A2K5CY75|A0A2K5CY75_AOTNA
OG0014337	sp|P24522|GA45A_HUMAN	tr|A0A2K5CYR8|A0A2K5CYR8_AOTNA
OG0014338	sp|Q8TAI7|REBL1_HUMAN	tr|A0A2K5CZZ4|A0A2K5CZZ4_AOTNA
OG0014339	sp|O95153|RIMB1_HUMAN	tr|A0A2K5D1B3|A0A2K5D1B3_AOTNA
OG0014340	sp|Q13227|GPS2_HUMAN	tr|A0A2K5D1K7|A0A2K5D1K7_AOTNA
OG0014341	sp|Q9NV79|PCMD2_HUMAN	tr|A0A2K5D425|A0A2K5D425_AOTNA
OG0014342	sp|Q96NG8|ZN582_HUMAN	tr|A0A2K5D5W9|A0A2K5D5W9_AOTNA
OG0014343	sp|O95159|ZFPL1_HUMAN	tr|A0A2K5D6F4|A0A2K5D6F4_AOTNA
OG0014344	sp|Q6PI98|IN80C_HUMAN	tr|A0A2K5D6G3|A0A2K5D6G3_AOTNA
OG0014345	sp|Q6NTF9|RHBD2_HUMAN	tr|A0A2K5D7R0|A0A2K5D7R0_AOTNA
OG0014346	sp|Q9H1F0|WF10A_HUMAN	tr|A0A2K5D829|A0A2K5D829_AOTNA
OG0014347	sp|P0C6A0|ZGLP1_HUMAN	tr|A0A2K5D833|A0A2K5D833_AOTNA
OG0014348	sp|Q5TF39|MFS4B_HUMAN	tr|A0A2K5DA56|A0A2K5DA56_AOTNA
OG0014349	sp|Q9Y235|ABEC2_HUMAN	tr|A0A2K5DBH2|A0A2K5DBH2_AOTNA
OG0014350	sp|Q3MIW9|MUCL3_HUMAN	tr|A0A2K5DI56|A0A2K5DI56_AOTNA
OG0014351	sp|Q9Y3D9|RT23_HUMAN	tr|A0A2K5DID3|A0A2K5DID3_AOTNA
OG0014352	sp|Q9NR56|MBNL1_HUMAN	tr|A0A2K5DIE5|A0A2K5DIE5_AOTNA
OG0014353	sp|Q9NZQ7|PD1L1_HUMAN	tr|A0A2K5DL24|A0A2K5DL24_AOTNA
OG0014354	sp|Q9HCL3|ZFP14_HUMAN	tr|A0A2K5DNK5|A0A2K5DNK5_AOTNA
OG0014355	sp|O00192|ARVC_HUMAN	tr|A0A2K5DPW3|A0A2K5DPW3_AOTNA
OG0014356	sp|O95456|PSMG1_HUMAN	tr|A0A2K5DUC0|A0A2K5DUC0_AOTNA
OG0014357	sp|Q96EF0|MTMR8_HUMAN	tr|A0A2K5DWD9|A0A2K5DWD9_AOTNA
OG0014358	sp|Q9H944|MED20_HUMAN	tr|A0A2K5DXG9|A0A2K5DXG9_AOTNA
OG0014359	sp|Q9UGQ3|GTR6_HUMAN	tr|A0A2K5E6C4|A0A2K5E6C4_AOTNA
OG0014360	sp|Q9BWX5|GATA5_HUMAN	tr|A0A2K5E6F2|A0A2K5E6F2_AOTNA
OG0014361	sp|Q9H511|KLH31_HUMAN	tr|A0A2K5E9Q8|A0A2K5E9Q8_AOTNA
OG0014362	sp|Q9Y6C2|EMIL1_HUMAN	tr|A0A2K5ECE0|A0A2K5ECE0_AOTNA
OG0014363	sp|Q96AP0|ACD_HUMAN	tr|A0A2K5ECQ3|A0A2K5ECQ3_AOTNA
OG0014364	sp|Q8IZQ5|SELH_HUMAN	tr|A0A2K5EDE1|A0A2K5EDE1_AOTNA
OG0014365	sp|P53673|CRBA4_HUMAN	tr|A0A2K5EFT3|A0A2K5EFT3_AOTNA
OG0014366	sp|Q13061|TRDN_HUMAN	tr|A0A2K5EHP1|A0A2K5EHP1_AOTNA
OG0014367	sp|Q96FQ6|S10AG_HUMAN	tr|A0A2K5EHT7|A0A2K5EHT7_AOTNA
OG0014368	sp|O95561|CA105_HUMAN	tr|A0A2K5ELN3|A0A2K5ELN3_AOTNA
OG0014369	sp|Q9NZH8|IL36G_HUMAN	tr|A0A2K5EN16|A0A2K5EN16_AOTNA
OG0014370	sp|Q8IXA5|SACA3_HUMAN	tr|A0A2K5EP87|A0A2K5EP87_AOTNA
OG0014371	sp|O60443|GSDME_HUMAN	tr|A0A2K5ERQ4|A0A2K5ERQ4_AOTNA
OG0014372	sp|Q96MG2|JSPR1_HUMAN	tr|A0A2K5ETB0|A0A2K5ETB0_AOTNA
OG0014373	sp|Q9NVI1|FANCI_HUMAN	tr|A0A2K5ETC4|A0A2K5ETC4_AOTNA
OG0014374	sp|Q9NRH2|SNRK_HUMAN	tr|A0A2K5ETG8|A0A2K5ETG8_AOTNA
OG0014375	sp|Q02509|OC90_HUMAN	tr|A0A2K5ETX9|A0A2K5ETX9_AOTNA
OG0014376	sp|Q8NCG7|DGLB_HUMAN	tr|A0A2K5EVY5|A0A2K5EVY5_AOTNA
OG0014377	sp|O43823|AKAP8_HUMAN	tr|A0A2K5EYE2|A0A2K5EYE2_AOTNA
OG0014378	sp|Q99742|NPAS1_HUMAN	tr|A0A2K5EZN8|A0A2K5EZN8_AOTNA
OG0014379	sp|P16157|ANK1_HUMAN	tr|A0A2K5F2M1|A0A2K5F2M1_AOTNA
OG0014380	sp|Q8TED1|GPX8_HUMAN	tr|A0A2K5F2M7|A0A2K5F2M7_AOTNA
OG0014381	sp|Q8IY31|IFT20_HUMAN	tr|A0A2K5F3P6|A0A2K5F3P6_AOTNA
OG0014382	sp|Q7Z5L7|PODN_HUMAN	tr|A0A2K5F401|A0A2K5F401_AOTNA
OG0014383	sp|Q9Y2K2|SIK3_HUMAN	tr|A0A2K5F6F7|A0A2K5F6F7_AOTNA
OG0014384	sp|Q14CB8|RHG19_HUMAN	tr|A0A2K5BVL2|A0A2K5BVL2_AOTNA
OG0014385	sp|Q15825|ACHA6_HUMAN	tr|A0A2K5BVX9|A0A2K5BVX9_AOTNA
OG0014386	sp|Q5HYM0|ZC12B_HUMAN	tr|A0A2K5BXM8|A0A2K5BXM8_AOTNA
OG0014387	sp|Q9Y2B9|IPKG_HUMAN	tr|A0A2K5C0V1|A0A2K5C0V1_AOTNA
OG0014388	sp|B2RXF0|T229A_HUMAN	tr|A0A2K5C1L9|A0A2K5C1L9_AOTNA
OG0014389	sp|O60266|ADCY3_HUMAN	tr|A0A2K5C464|A0A2K5C464_AOTNA
OG0014390	sp|Q7Z2W9|RM21_HUMAN	tr|A0A2K5C9A8|A0A2K5C9A8_AOTNA
OG0014391	sp|Q8WU39|MZB1_HUMAN	tr|A0A2K5CBC9|A0A2K5CBC9_AOTNA
OG0014392	sp|Q96P16|RPR1A_HUMAN	tr|A0A2K5CCX1|A0A2K5CCX1_AOTNA
OG0014393	sp|Q9NZG7|NINJ2_HUMAN	tr|A0A2K5CDL3|A0A2K5CDL3_AOTNA
OG0014394	sp|Q9Y6G1|TM14A_HUMAN	tr|A0A2K5CGI3|A0A2K5CGI3_AOTNA
OG0014395	sp|A0A1B0GVG4|CC194_HUMAN	tr|A0A2K5CHE9|A0A2K5CHE9_AOTNA
OG0014396	sp|Q8N9B5|JMY_HUMAN	tr|A0A2K5CL56|A0A2K5CL56_AOTNA
OG0014397	sp|Q8WVC6|DCAKD_HUMAN	tr|A0A2K5CLP4|A0A2K5CLP4_AOTNA
OG0014398	sp|Q9BSJ2|GCP2_HUMAN	tr|A0A2K5CLW2|A0A2K5CLW2_AOTNA
OG0014399	sp|Q9GZU3|TM39B_HUMAN	tr|A0A2K5CND9|A0A2K5CND9_AOTNA
OG0014400	sp|C9JLW8|MCRI1_HUMAN	tr|A0A2K5CSK2|A0A2K5CSK2_AOTNA
OG0014401	sp|Q9H2U9|ADAM7_HUMAN	tr|A0A2K5CU97|A0A2K5CU97_AOTNA
OG0014402	sp|O60244|MED14_HUMAN	tr|A0A2K5CWR7|A0A2K5CWR7_AOTNA
OG0014403	sp|A6NEQ2|F181B_HUMAN	tr|A0A2K5CZ67|A0A2K5CZ67_AOTNA
OG0014404	sp|Q3KR16|PKHG6_HUMAN	tr|A0A2K5D050|A0A2K5D050_AOTNA
OG0014405	sp|Q96LB9|PGRP3_HUMAN	tr|A0A2K5D0C4|A0A2K5D0C4_AOTNA
OG0014406	sp|Q53SF7|COBL1_HUMAN	tr|A0A2K5D2Z7|A0A2K5D2Z7_AOTNA
OG0014407	sp|Q9NQ30|ESM1_HUMAN	tr|A0A2K5D3D2|A0A2K5D3D2_AOTNA
OG0014408	sp|Q9HCM1|RESF1_HUMAN	tr|A0A2K5D3P1|A0A2K5D3P1_AOTNA
OG0014409	sp|A4D1U4|DEN11_HUMAN	tr|A0A2K5D429|A0A2K5D429_AOTNA
OG0014410	sp|Q9C0D9|EPT1_HUMAN	tr|A0A2K5D4R7|A0A2K5D4R7_AOTNA
OG0014411	sp|Q8NAV2|CH058_HUMAN	tr|A0A2K5DAD9|A0A2K5DAD9_AOTNA
OG0014412	sp|Q96B42|TMM18_HUMAN	tr|A0A2K5DBJ5|A0A2K5DBJ5_AOTNA
OG0014413	sp|O43827|ANGL7_HUMAN	tr|A0A2K5DCQ1|A0A2K5DCQ1_AOTNA
OG0014414	sp|P01160|ANF_HUMAN	tr|A0A2K5DCY0|A0A2K5DCY0_AOTNA
OG0014415	sp|Q99808|S29A1_HUMAN	tr|A0A2K5DDY1|A0A2K5DDY1_AOTNA
OG0014416	sp|O75323|NIPS2_HUMAN	tr|A0A2K5DJ42|A0A2K5DJ42_AOTNA
OG0014417	sp|Q8IVU3|HERC6_HUMAN	tr|A0A2K5DJH5|A0A2K5DJH5_AOTNA
OG0014418	sp|P08922|ROS1_HUMAN	tr|A0A2K5DT18|A0A2K5DT18_AOTNA
OG0014419	sp|Q9NW97|TMM51_HUMAN	tr|A0A2K5DT96|A0A2K5DT96_AOTNA
OG0014420	sp|O75969|AKAP3_HUMAN	tr|A0A2K5DU97|A0A2K5DU97_AOTNA
OG0014421	sp|P57740|NU107_HUMAN	tr|A0A2K5DY22|A0A2K5DY22_AOTNA
OG0014422	sp|Q9Y2S6|TMA7_HUMAN	tr|A0A2K5E3Q9|A0A2K5E3Q9_AOTNA
OG0014423	sp|P35573|GDE_HUMAN	tr|A0A2K5E3Z0|A0A2K5E3Z0_AOTNA
OG0014424	sp|P37088|SCNNA_HUMAN	tr|A0A2K5E875|A0A2K5E875_AOTNA
OG0014425	sp|Q5BKX6|S45A4_HUMAN	tr|A0A2K5E9B4|A0A2K5E9B4_AOTNA
OG0014426	sp|P57073|SOX8_HUMAN	tr|A0A2K5EAW4|A0A2K5EAW4_AOTNA
OG0014427	sp|Q7Z570|Z804A_HUMAN	tr|A0A2K5EBV4|A0A2K5EBV4_AOTNA
OG0014428	sp|B4DJY2|TM233_HUMAN	tr|A0A2K5EDR0|A0A2K5EDR0_AOTNA
OG0014429	sp|Q9NR19|ACSA_HUMAN	tr|A0A2K5EF97|A0A2K5EF97_AOTNA
OG0014430	sp|Q96DM3|RMC1_HUMAN	tr|A0A2K5EGB6|A0A2K5EGB6_AOTNA
OG0014431	sp|Q9HD89|RETN_HUMAN	tr|A0A2K5EGV7|A0A2K5EGV7_AOTNA
OG0014432	sp|Q8N8W4|PLPL1_HUMAN	tr|A0A2K5EI65|A0A2K5EI65_AOTNA
OG0014433	sp|O15392|BIRC5_HUMAN	tr|A0A2K5EJV9|A0A2K5EJV9_AOTNA
OG0014434	sp|Q6XYB7|LBX2_HUMAN	tr|A0A2K5ELG4|A0A2K5ELG4_AOTNA
OG0014435	sp|Q5M7Z0|RNFT1_HUMAN	tr|A0A2K5EPQ0|A0A2K5EPQ0_AOTNA
OG0014436	sp|Q9H2P0|ADNP_HUMAN	tr|A0A2K5ETS3|A0A2K5ETS3_AOTNA
OG0014437	sp|Q6UWH4|GAK1B_HUMAN	tr|A0A2K5F020|A0A2K5F020_AOTNA
OG0014438	sp|Q9BX97|PLVAP_HUMAN	tr|A0A2K5F0D9|A0A2K5F0D9_AOTNA
OG0014439	sp|Q4KMQ2|ANO6_HUMAN	tr|A0A2K5F1P5|A0A2K5F1P5_AOTNA
OG0014440	sp|Q66GS9|CP135_HUMAN	tr|A0A2K5F203|A0A2K5F203_AOTNA
OG0014441	sp|Q9NY59|NSMA2_HUMAN	tr|A0A2K5F3V9|A0A2K5F3V9_AOTNA
OG0014442	sp|Q96RQ9|OXLA_HUMAN	tr|A0A2K5F419|A0A2K5F419_AOTNA
OG0014443	sp|Q8WWV3|RT4I1_HUMAN	tr|A0A2K5F466|A0A2K5F466_AOTNA
OG0014444	sp|Q9UPA5|BSN_HUMAN	tr|A0A2K5F4R6|A0A2K5F4R6_AOTNA
OG0014445	sp|Q8WYR1|PI3R5_HUMAN	tr|A0A2K5F6K6|A0A2K5F6K6_AOTNA
OG0014446	sp|Q9BZZ2|SN_HUMAN	tr|A0A2K5F9R4|A0A2K5F9R4_AOTNA
OG0014447	sp|Q9C0C6|CIPC_HUMAN	tr|A0A2K5C3Z5|A0A2K5C3Z5_AOTNA
OG0014448	sp|Q5JPI9|EFMT2_HUMAN	tr|A0A2K5C6E9|A0A2K5C6E9_AOTNA
OG0014449	sp|P56746|CLD15_HUMAN	tr|A0A2K5C8E7|A0A2K5C8E7_AOTNA
OG0014450	sp|Q8N4W6|DJC22_HUMAN	tr|A0A2K5C9P9|A0A2K5C9P9_AOTNA
OG0014451	sp|Q7Z449|CP2U1_HUMAN	tr|A0A2K5CB13|A0A2K5CB13_AOTNA
OG0014452	sp|P56134|ATPK_HUMAN	tr|A0A2K5CE85|A0A2K5CE85_AOTNA
OG0014453	sp|Q96C74|ROP1L_HUMAN	tr|A0A2K5CFV3|A0A2K5CFV3_AOTNA
OG0014454	sp|Q96K49|TM87B_HUMAN	tr|A0A2K5CHZ7|A0A2K5CHZ7_AOTNA
OG0014455	sp|O75431|MTX2_HUMAN	tr|A0A2K5CJZ2|A0A2K5CJZ2_AOTNA
OG0014456	sp|Q15382|RHEB_HUMAN	tr|A0A2K5CK36|A0A2K5CK36_AOTNA
OG0014457	sp|A0PJX0|CIB4_HUMAN	tr|A0A2K5CLY2|A0A2K5CLY2_AOTNA
OG0014458	sp|Q8NHH1|TTL11_HUMAN	tr|A0A2K5CMB5|A0A2K5CMB5_AOTNA
OG0014459	sp|O00341|EAA5_HUMAN	tr|A0A2K5CMH7|A0A2K5CMH7_AOTNA
OG0014460	sp|Q8IYL3|CA174_HUMAN	tr|A0A2K5CPZ3|A0A2K5CPZ3_AOTNA
OG0014461	sp|O14829|PPE1_HUMAN	tr|A0A2K5CQB0|A0A2K5CQB0_AOTNA
OG0014462	sp|Q3KP66|INAVA_HUMAN	tr|A0A2K5CQB9|A0A2K5CQB9_AOTNA
OG0014463	sp|Q9NWS1|PARI_HUMAN	tr|A0A2K5CRN8|A0A2K5CRN8_AOTNA
OG0014464	sp|P56937|DHB7_HUMAN	tr|A0A2K5CSJ3|A0A2K5CSJ3_AOTNA
OG0014465	sp|Q14934|NFAC4_HUMAN	tr|A0A2K5CT86|A0A2K5CT86_AOTNA
OG0014466	sp|Q96CM3|RUSD4_HUMAN	tr|A0A2K5CU45|A0A2K5CU45_AOTNA
OG0014467	sp|Q8TBK2|SETD6_HUMAN	tr|A0A2K5CUU0|A0A2K5CUU0_AOTNA
OG0014468	sp|Q14696|MESD_HUMAN	tr|A0A2K5CX74|A0A2K5CX74_AOTNA
OG0014469	sp|Q8NA19|LMBL4_HUMAN	tr|A0A2K5D079|A0A2K5D079_AOTNA
OG0014470	sp|Q07065|CKAP4_HUMAN	tr|A0A2K5D176|A0A2K5D176_AOTNA
OG0014471	sp|Q9BRQ5|ORAI3_HUMAN	tr|A0A2K5D2E3|A0A2K5D2E3_AOTNA
OG0014472	sp|Q9H2U2|IPYR2_HUMAN	tr|A0A2K5D7M8|A0A2K5D7M8_AOTNA
OG0014473	sp|Q96A33|CCD47_HUMAN	tr|A0A2K5D9J9|A0A2K5D9J9_AOTNA
OG0014474	sp|Q96A00|PP14A_HUMAN	tr|A0A2K5DCX5|A0A2K5DCX5_AOTNA
OG0014475	sp|P20933|ASPG_HUMAN	tr|A0A2K5DEN1|A0A2K5DEN1_AOTNA
OG0014476	sp|Q9H1R3|MYLK2_HUMAN	tr|A0A2K5DFA5|A0A2K5DFA5_AOTNA
OG0014477	sp|Q92871|PMM1_HUMAN	tr|A0A2K5DFQ9|A0A2K5DFQ9_AOTNA
OG0014478	sp|Q5VWC8|HACD4_HUMAN	tr|A0A2K5DGS9|A0A2K5DGS9_AOTNA
